Orthogroup	Bicyclus_anynana	Danaus_plexippus
OG0000949	Bany_04643-RA	DPOGS201744-PA
OG0000950	Bany_08214-RA	DPOGS209251-PA
OG0000951	Bany_15682-RA	DPOGS209191-PA
OG0000952	Bany_08928-RA, Bany_08921-RA, Bany_08924-RA, Bany_08927-RA, Bany_08923-RA	DPOGS204547-PA
OG0000953	Bany_13919-RA	DPOGS213542-PA
OG0000954	Bany_00362-RA	DPOGS204498-PA
OG0000955	Bany_10178-RA, Bany_10176-RA	DPOGS207958-PA
OG0000956	Bany_02231-RA	DPOGS211981-PA
OG0000957	Bany_09637-RA	DPOGS214644-PA
OG0000957	Bany_09640-RA	DPOGS214643-PA
OG0000958	Bany_13000-RA, Bany_13002-RA, Bany_13003-RA	DPOGS215100-PA
OG0000959	Bany_17617-RA	DPOGS202684-PA
OG0000959	Bany_17616-RA	DPOGS214481-PA
OG0000960	Bany_13352-RA	DPOGS214043-PA, DPOGS214044-PA
OG0000961	Bany_06251-RA	DPOGS205809-PA
OG0000962	Bany_02251-RA	DPOGS201122-PA
OG0000962	Bany_02253-RA, Bany_02254-RA	DPOGS201121-PA
OG0000962	Bany_02252-RA	DPOGS201120-PA
OG0000963	Bany_14613-RA	DPOGS216027-PA
OG0000964	Bany_01303-RA	DPOGS212717-PA
OG0000965	Bany_18036-RA	DPOGS200546-PA
OG0000966	Bany_01323-RA	DPOGS212740-PA
OG0000967	Bany_18054-RA	DPOGS201691-PA
OG0000967	Bany_18053-RA	DPOGS201707-PA
OG0000968	Bany_06966-RA	DPOGS201640-PA
OG0000969	Bany_18055-RA	DPOGS201692-PA
OG0000970	Bany_12122-RA	DPOGS208999-PA
OG0000970	Bany_12123-RA	DPOGS208854-PA
OG0000971	Bany_11599-RA, Bany_11598-RA, Bany_11600-RA	DPOGS206005-PA
OG0000972	Bany_09692-RA	DPOGS202337-PA
OG0000973	Bany_02294-RA, Bany_02296-RA	DPOGS209316-PA
OG0000974	Bany_08301-RA, Bany_08303-RA	DPOGS200265-PA, DPOGS200266-PA, DPOGS200264-PA, DPOGS200267-PA
OG0000975	Bany_09011-RA	DPOGS206433-PA
OG0000976	Bany_16770-RA	DPOGS200533-PA, DPOGS214245-PA, DPOGS204241-PA
OG0000978	Bany_06992-RA	DPOGS211070-PA
OG0000979	Bany_09017-RA, Bany_09016-RA	DPOGS206438-PA
OG0000980	Bany_18079-RA	DPOGS206263-PA, DPOGS206262-PA
OG0000981	Bany_01408-RA	DPOGS207038-PA
OG0000982	Bany_03909-RA, Bany_03906-RA	DPOGS214188-PA
OG0000983	Bany_15820-RA, Bany_15817-RA, Bany_15818-RA, Bany_15819-RA	DPOGS212254-PA
OG0000984	Bany_01721-RA, Bany_09024-RA	DPOGS207110-PA
OG0000985	Bany_15824-RA	DPOGS212293-PA
OG0000986	Bany_07725-RA	DPOGS212574-PA
OG0000986	Bany_14691-RA	DPOGS209746-PA
OG0000987	Bany_07586-RA	DPOGS212568-PA, DPOGS200078-PA
OG0000988	Bany_03938-RA	DPOGS214167-PA
OG0000988	Bany_03939-RA	DPOGS214168-PA
OG0000989	Bany_09757-RA, Bany_09758-RA	DPOGS204050-PA
OG0000990	Bany_07728-RA	DPOGS212563-PA
OG0000990	Bany_09057-RA	DPOGS207764-PA
OG0000991	Bany_18103-RA	DPOGS212185-PA
OG0000992	Bany_01468-RA	DPOGS207022-PA
OG0000992	Bany_01469-RA	DPOGS206956-PA
OG0000993	Bany_17339-RA	DPOGS214852-PA
OG0000994	Bany_16828-RA	DPOGS207425-PA
OG0000994	Bany_16831-RA	DPOGS207424-PA
OG0000995	Bany_14033-RA	DPOGS207269-PA
OG0000996	Bany_05649-RA	DPOGS215963-PA
OG0000997	Bany_10342-RA	DPOGS207576-PA
OG0000998	Bany_11698-RA	DPOGS202905-PA
OG0000998	Bany_11699-RA	DPOGS202904-PA
OG0000999	Bany_16852-RA	DPOGS205824-PA
OG0001000	Bany_15864-RA	DPOGS212269-PA
OG0001000	Bany_15865-RA	DPOGS212270-PA
OG0001001	Bany_09142-RA	DPOGS207844-PA, DPOGS207721-PA
OG0001001	Bany_09140-RA	DPOGS207842-PA
OG0001002	Bany_01544-RA	DPOGS206980-PA
OG0001002	Bany_01602-RA	DPOGS207013-PA
OG0001003	Bany_07121-RA, Bany_07068-RA	DPOGS202539-PA
OG0001004	Bany_04025-RA, Bany_04024-RA	DPOGS214127-PA
OG0001005	Bany_12274-RA, Bany_12276-RA	DPOGS208921-PA
OG0001006	Bany_14129-RA, Bany_14128-RA	DPOGS204901-PA
OG0001007	Bany_14811-RA, Bany_14827-RA, Bany_14812-RA	DPOGS201001-PA
OG0001008	Bany_06406-RA	DPOGS207655-PA
OG0001009	Bany_13543-RA	DPOGS203573-PA
OG0001009	Bany_13542-RA	DPOGS203572-PA
OG0001010	Bany_08482-RA, Bany_08483-RA	DPOGS200297-PA
OG0001011	Bany_14865-RA	DPOGS215243-PA
OG0001011	Bany_14867-RA	DPOGS215242-PA
OG0001012	Bany_10446-RA	DPOGS209932-PA
OG0001013	Bany_04971-RA, Bany_04970-RA	DPOGS210620-PA
OG0001014	Bany_12363-RA	DPOGS205566-PA
OG0001014	Bany_12362-RA	DPOGS205567-PA
OG0001015	Bany_01660-RA, Bany_01661-RA	DPOGS203466-PA
OG0001016	Bany_12368-RA	DPOGS205559-PA, DPOGS205558-PA
OG0001017	Bany_04142-RA	DPOGS211829-PA
OG0001017	Bany_04139-RA	DPOGS211830-PA, DPOGS207632-PA
OG0001018	Bany_12379-RA, Bany_12378-RA	DPOGS210251-PA, DPOGS210252-PA
OG0001019	Bany_11130-RA	DPOGS211471-PA
OG0001019	Bany_11119-RA	DPOGS211470-PA
OG0001020	Bany_08572-RA	DPOGS215043-PA
OG0001021	Bany_09304-RA, Bany_09303-RA, Bany_09305-RA	DPOGS205690-PA
OG0001022	Bany_02512-RA, Bany_02509-RA	DPOGS212914-PA
OG0001023	Bany_04193-RA	DPOGS201891-PA
OG0001024	Bany_00828-RA	DPOGS202411-PA
OG0001025	Bany_02547-RA	DPOGS212984-PA, DPOGS211727-PA
OG0001026	Bany_08649-RA	DPOGS209378-PA, DPOGS209379-PA
OG0001027	Bany_00856-RA	DPOGS214901-PA
OG0001028	Bany_03443-RA, Bany_03442-RA, Bany_03441-RA	DPOGS210148-PA
OG0001028	Bany_03439-RA	DPOGS200163-PA
OG0001029	Bany_04273-RA	DPOGS201549-PA
OG0001030	Bany_04278-RA	DPOGS211801-PA
OG0001031	Bany_04287-RA	DPOGS207387-PA
OG0001032	Bany_05152-RA	DPOGS201506-PA
OG0001032	Bany_05151-RA	DPOGS201508-PA
OG0001042	Bany_18151-RA, Bany_06856-RA	DPOGS212521-PA
OG0001042	Bany_06857-RA	DPOGS212522-PA
OG0001043	Bany_14886-RA	DPOGS208039-PA
OG0001044	Bany_16939-RA	DPOGS204989-PA
OG0001045	Bany_15450-RA	DPOGS203232-PA
OG0001046	Bany_07933-RA, Bany_07935-RA	DPOGS210865-PA
OG0001047	Bany_10557-RA, Bany_10558-RA	DPOGS208294-PA
OG0001048	Bany_16045-RA	DPOGS215131-PA
OG0001049	Bany_00851-RA, Bany_03765-RA, Bany_03764-RA, Bany_16051-RA	DPOGS202395-PA, DPOGS214613-PA, DPOGS204904-PA
OG0001050	Bany_17708-RA, Bany_17709-RA	DPOGS208218-PA
OG0001050	Bany_17707-RA	DPOGS208219-PA
OG0001051	Bany_14922-RA, Bany_14916-RA, Bany_14921-RA	DPOGS215281-PA
OG0001052	Bany_06733-RA, Bany_06735-RA, Bany_14280-RA	DPOGS206747-PA
OG0001053	Bany_04328-RA	DPOGS202946-PA
OG0001053	Bany_04329-RA	DPOGS202945-PA
OG0001054	Bany_03050-RA, Bany_16062-RA, Bany_07374-RA	DPOGS201383-PA
OG0001055	Bany_00020-RA	DPOGS208791-PA
OG0001056	Bany_07201-RA	DPOGS200896-PA
OG0001057	Bany_16070-RA	DPOGS205040-PA
OG0001058	Bany_00970-RA, Bany_00964-RA	DPOGS214397-PA
OG0001059	Bany_16973-RA	DPOGS207347-PA
OG0001060	Bany_17732-RA	DPOGS213265-PA
OG0001060	Bany_17731-RA	DPOGS208203-PA
OG0001061	Bany_07974-RA, Bany_07970-RA	DPOGS210821-PA
OG0001062	Bany_16490-RA, Bany_16491-RA	DPOGS216101-PA
OG0001063	Bany_17597-RA	DPOGS208601-PA
OG0001063	Bany_16983-RA	DPOGS207326-PA
OG0001064	Bany_09523-RA	DPOGS211303-PA
OG0001064	Bany_14315-RA	DPOGS213164-PA
OG0001065	Bany_14930-RA	DPOGS202137-PA
OG0001066	Bany_06582-RA	DPOGS211827-PA
OG0001067	Bany_16106-RA, Bany_17783-RA	DPOGS210647-PA
OG0001068	Bany_02677-RA, Bany_02676-RA	DPOGS209597-PA
OG0001069	Bany_00039-RA, Bany_00041-RA	DPOGS208787-PA
OG0001070	Bany_13681-RA	DPOGS210377-PA
OG0001070	Bany_13680-RA, Bany_13679-RA, Bany_13678-RA	DPOGS200015-PA
OG0001071	Bany_01000-RA	DPOGS214406-PA
OG0001072	Bany_14942-RA	DPOGS202134-PA
OG0001073	Bany_03517-RA	DPOGS210925-PA
OG0001074	Bany_17459-RA, Bany_17460-RA	DPOGS213652-PA
OG0001075	Bany_09396-RA	DPOGS211239-PA
OG0001075	Bany_09394-RA	DPOGS211238-PA
OG0001076	Bany_12556-RA	DPOGS215027-PA
OG0001077	Bany_12557-RA	DPOGS214976-PA
OG0001078	Bany_07227-RA	DPOGS206801-PA
OG0001079	Bany_11604-RA, Bany_06604-RA	DPOGS211823-PA
OG0001080	Bany_13711-RA	DPOGS210310-PA
OG0001080	Bany_13710-RA	DPOGS210311-PA
OG0001081	Bany_11200-RA, Bany_11206-RA, Bany_11192-RA	DPOGS215707-PA
OG0001082	Bany_02695-RA	DPOGS209589-PA
OG0001083	Bany_13117-RA, Bany_13118-RA	DPOGS205457-PA
OG0001084	Bany_01026-RA	DPOGS205126-PA
OG0001084	Bany_01024-RA	DPOGS205125-PA
OG0001085	Bany_16143-RA	DPOGS206208-PA
OG0001085	Bany_16141-RA	DPOGS201630-PA
OG0001086	Bany_17017-RA	DPOGS209772-PA, DPOGS209773-PA, DPOGS209771-PA
OG0001087	Bany_04415-RA	DPOGS215713-PA
OG0001088	Bany_08023-RA, Bany_08026-RA, Bany_08025-RA	DPOGS201139-PA, DPOGS201138-PA
OG0001089	Bany_02713-RA	DPOGS209582-PA, DPOGS209581-PA
OG0001090	Bany_13738-RA	DPOGS212968-PA
OG0001091	Bany_03535-RA	DPOGS210921-PA
OG0001092	Bany_15084-RA	DPOGS204831-PA
OG0001092	Bany_02724-RA	DPOGS209578-PA
OG0001093	Bany_08032-RA	DPOGS201158-PA
OG0001094	Bany_14969-RA	DPOGS203130-PA
OG0001094	Bany_14972-RA	DPOGS203129-PA
OG0001095	Bany_11907-RA	DPOGS209824-PA, DPOGS209825-PA
OG0001096	Bany_17784-RA	DPOGS202083-PA
OG0001096	Bany_17795-RA	DPOGS206767-PA, DPOGS206766-PA
OG0001097	Bany_12625-RA	DPOGS211507-PA
OG0001098	Bany_14390-RA	DPOGS204668-PA
OG0001099	Bany_17041-RA	DPOGS215226-PA
OG0001101	Bany_06651-RA	DPOGS210192-PA
OG0001101	Bany_06650-RA, Bany_06652-RA	DPOGS210193-PA
OG0001102	Bany_09435-RA	DPOGS204158-PA
OG0001103	Bany_10715-RA	DPOGS210578-PA
OG0001104	Bany_12648-RA	DPOGS203877-PA
OG0001104	Bany_12649-RA	DPOGS203878-PA
OG0001105	Bany_05968-RA	DPOGS209463-PA
OG0001105	Bany_05965-RA	DPOGS209461-PA
OG0001106	Bany_16203-RA	DPOGS205036-PA
OG0001107	Bany_14409-RA	DPOGS204658-PA
OG0001107	Bany_01340-RA	DPOGS207062-PA
OG0001108	Bany_16209-RA	DPOGS212311-PA
OG0001109	Bany_08783-RA	DPOGS206332-PA
OG0001110	Bany_15605-RA, Bany_14864-RA	DPOGS215276-PA
OG0001111	Bany_11923-RA	DPOGS209816-PA
OG0001112	Bany_01067-RA	DPOGS200469-PA
OG0001113	Bany_15025-RA, Bany_10172-RA, Bany_10008-RA	DPOGS207491-PA
OG0001114	Bany_05297-RA	DPOGS206820-PA, DPOGS200017-PA
OG0001116	Bany_02029-RA, Bany_02028-RA, Bany_02030-RA	DPOGS203543-PA
OG0001117	Bany_12874-RA, Bany_12703-RA	DPOGS205240-PA
OG0001118	Bany_10032-RA	DPOGS210036-PA
OG0001119	Bany_08508-RA	DPOGS200349-PA
OG0001119	Bany_11945-RA	DPOGS200348-PA
OG0001120	Bany_09511-RA, Bany_09514-RA	DPOGS211323-PA, DPOGS211324-PA
OG0001121	Bany_17860-RA, Bany_17858-RA, Bany_17859-RA	DPOGS213232-PA
OG0001122	Bany_16274-RA	DPOGS200002-PA
OG0001123	Bany_13210-RA	DPOGS211336-PA
OG0001123	Bany_13211-RA	DPOGS211337-PA
OG0001124	Bany_13214-RA, Bany_13212-RA	DPOGS211368-PA
OG0001125	Bany_03631-RA	DPOGS211139-PA
OG0001125	Bany_03634-RA	DPOGS211141-PA
OG0001126	Bany_00233-RA	DPOGS213062-PA, DPOGS213063-PA
OG0001127	Bany_04532-RA	DPOGS215655-PA
OG0001128	Bany_08810-RA	DPOGS204939-PA
OG0001128	Bany_08809-RA	DPOGS204941-PA
OG0001129	Bany_14458-RA	DPOGS208450-PA
OG0001130	Bany_17882-RA, Bany_17881-RA, Bany_17880-RA	DPOGS200577-PA, DPOGS200578-PA
OG0001131	Bany_17158-RA	DPOGS205005-PA
OG0001132	Bany_10050-RA	DPOGS203271-PA
OG0001132	Bany_10053-RA	DPOGS203270-PA
OG0001134	Bany_03654-RA	DPOGS211153-PA
OG0001134	Bany_03653-RA	DPOGS211154-PA
OG0001135	Bany_02107-RA	DPOGS213478-PA
OG0001136	Bany_14471-RA, Bany_14468-RA, Bany_14472-RA, Bany_14470-RA	DPOGS208446-PA
OG0001137	Bany_02853-RA, Bany_02852-RA	DPOGS212139-PA
OG0001138	Bany_15033-RA, Bany_15065-RA	DPOGS202511-PA, DPOGS204814-PA
OG0001139	Bany_10067-RA, Bany_10068-RA	DPOGS215886-PA
OG0001140	Bany_17542-RA	DPOGS208589-PA
OG0001141	Bany_16646-RA	DPOGS216127-PA
OG0001142	Bany_16323-RA, Bany_08294-RA	DPOGS200261-PA
OG0001143	Bany_02870-RA	DPOGS212130-PA
OG0001144	Bany_10070-RA	DPOGS215884-PA
OG0001145	Bany_17179-RA	DPOGS204689-PA
OG0001146	Bany_12811-RA	DPOGS215364-PA
OG0001147	Bany_12834-RA	DPOGS205247-PA
OG0001147	Bany_12821-RA	DPOGS205245-PA
OG0001148	Bany_08841-RA	DPOGS209752-PA
OG0001148	Bany_08842-RA	DPOGS209751-PA
OG0001149	Bany_08407-RA	DPOGS212312-PA
OG0001149	Bany_13835-RA	DPOGS212313-PA
OG0001150	Bany_10098-RA	DPOGS215902-PA
OG0001151	Bany_10103-RA	DPOGS215878-PA
OG0001152	Bany_05400-RA	DPOGS211882-PA
OG0001153	Bany_02149-RA	DPOGS213497-PA
OG0001154	Bany_09576-RA	DPOGS214588-PA
OG0001156	Bany_07377-RA	DPOGS201370-PA
OG0001157	Bany_02216-RA, Bany_02160-RA	DPOGS211742-PA
OG0001158	Bany_09581-RA	DPOGS204192-PA
OG0001160	Bany_02170-RA	DPOGS213416-PA
OG0001160	Bany_02171-RA	DPOGS213419-PA
OG0001161	Bany_16409-RA, Bany_16410-RA	DPOGS205016-PA
OG0001162	Bany_11447-RA, Bany_11451-RA, Bany_11445-RA	DPOGS210461-PA
OG0001163	Bany_02181-RA	DPOGS213423-PA
OG0001163	Bany_02178-RA	DPOGS213425-PA
OG0001164	Bany_02184-RA	DPOGS212235-PA
OG0001165	Bany_03772-RA	DPOGS211197-PA
OG0001166	Bany_05465-RA	DPOGS211980-PA
OG0001167	Bany_05467-RA	DPOGS215969-PA
OG0001168	Bany_09615-RA, Bany_09603-RA	DPOGS204172-PA
OG0001169	Bany_06868-RA, Bany_06867-RA, Bany_06869-RA	DPOGS212467-PA
OG0001170	Bany_10881-RA	DPOGS211593-PA
OG0001171	Bany_15107-RA, Bany_15112-RA	DPOGS205419-PA
OG0001172	Bany_17243-RA	DPOGS200959-PA
OG0001173	Bany_17975-RA, Bany_17974-RA	DPOGS210021-PA
OG0001174	Bany_13327-RA	DPOGS210009-PA
OG0001175	Bany_09620-RA, Bany_09622-RA	DPOGS200190-PA
OG0001176	Bany_10168-RA	DPOGS200935-PA
OG0001177	Bany_03813-RA	DPOGS211224-PA
OG0001178	Bany_17997-RA, Bany_17994-RA	DPOGS206275-PA
OG0001179	Bany_12078-RA, Bany_12081-RA, Bany_12080-RA	DPOGS202073-PA, DPOGS202072-PA
OG0001180	Bany_00395-RA, Bany_04677-RA	DPOGS204479-PA
OG0001181	Bany_02236-RA	DPOGS201106-PA
OG0001182	Bany_06913-RA	DPOGS209558-PA
OG0001183	Bany_15729-RA	DPOGS203761-PA
OG0001184	Bany_14611-RA	DPOGS207378-PA
OG0001184	Bany_14609-RA	DPOGS207380-PA
OG0001185	Bany_07498-RA, Bany_07497-RA	DPOGS203332-PA
OG0001186	Bany_04696-RA, Bany_04697-RA, Bany_04700-RA	DPOGS203658-PA
OG0001187	Bany_15739-RA, Bany_15740-RA, Bany_15741-RA	DPOGS203755-PA, DPOGS214527-PA, DPOGS214526-PA
OG0001188	Bany_13968-RA	DPOGS206168-PA
OG0001189	Bany_14621-RA, Bany_14620-RA	DPOGS216078-PA
OG0001190	Bany_12118-RA, Bany_08597-RA	DPOGS209083-PA
OG0001191	Bany_01326-RA	DPOGS212725-PA, DPOGS212726-PA
OG0001192	Bany_00425-RA	DPOGS204418-PA, DPOGS204417-PA, DPOGS204419-PA, DPOGS204416-PA, DPOGS204415-PA
OG0001193	Bany_17642-RA	DPOGS203766-PA
OG0001194	Bany_17299-RA	DPOGS212031-PA
OG0001194	Bany_17298-RA	DPOGS212030-PA
OG0001195	Bany_13425-RA	DPOGS206677-PA
OG0001195	Bany_15169-RA	DPOGS215085-PA
OG0001196	Bany_03067-RA, Bany_03069-RA	DPOGS205083-PA
OG0001197	Bany_04736-RA	DPOGS203673-PA
OG0001198	Bany_14642-RA	DPOGS200407-PA
OG0001199	Bany_14645-RA	DPOGS200445-PA
OG0001200	Bany_15180-RA	DPOGS215076-PA
OG0001201	Bany_04752-RA	DPOGS203816-PA
OG0001202	Bany_01493-RA, Bany_01491-RA, Bany_07859-RA, Bany_13411-RA, Bany_17683-RA, Bany_17302-RA	DPOGS206976-PA
OG0001203	Bany_16786-RA	DPOGS200527-PA
OG0001203	Bany_16787-RA	DPOGS200526-PA
OG0001204	Bany_07001-RA	DPOGS201656-PA
OG0001205	Bany_13987-RA	DPOGS207248-PA
OG0001205	Bany_13988-RA	DPOGS207250-PA
OG0001206	Bany_03899-RA	DPOGS206532-PA
OG0001207	Bany_03104-RA	DPOGS205047-PA
OG0001208	Bany_05591-RA	DPOGS207466-PA
OG0001208	Bany_05596-RA	DPOGS212205-PA
OG0001209	Bany_04782-RA, Bany_04783-RA	DPOGS203806-PA
OG0001210	Bany_08346-RA	DPOGS203610-PA
OG0001211	Bany_09747-RA	DPOGS202699-PA
OG0001212	Bany_09032-RA, Bany_09034-RA	DPOGS206476-PA
OG0001213	Bany_08359-RA	DPOGS203616-PA
OG0001214	Bany_17326-RA	DPOGS214841-PA
OG0001215	Bany_18097-RA	DPOGS204080-PA
OG0001215	Bany_18096-RA	DPOGS204077-PA, DPOGS204076-PA
OG0001216	Bany_09059-RA	DPOGS207804-PA
OG0001217	Bany_07020-RA	DPOGS212541-PA
OG0001219	Bany_00539-RA, Bany_00538-RA	DPOGS203067-PA
OG0001220	Bany_01472-RA	DPOGS206955-PA
OG0001221	Bany_13448-RA	DPOGS206629-PA
OG0001222	Bany_15852-RA, Bany_15850-RA	DPOGS212285-PA
OG0001223	Bany_00546-RA	DPOGS203072-PA
OG0001224	Bany_11687-RA	DPOGS202910-PA
OG0001225	Bany_11689-RA	DPOGS202909-PA
OG0001226	Bany_00578-RA, Bany_00575-RA	DPOGS208656-PA
OG0001227	Bany_09112-RA	DPOGS207739-PA
OG0001228	Bany_09795-RA	DPOGS212803-PA
OG0001228	Bany_09801-RA	DPOGS212808-PA
OG0001229	Bany_11709-RA	DPOGS214343-PA
OG0001229	Bany_11711-RA, Bany_11710-RA	DPOGS214342-PA
OG0001230	Bany_16865-RA	DPOGS205861-PA
OG0001230	Bany_16866-RA	DPOGS205860-PA
OG0001231	Bany_08397-RA	DPOGS213440-PA
OG0001232	Bany_14746-RA, Bany_14747-RA	DPOGS200976-PA
OG0001233	Bany_16873-RA	DPOGS205817-PA
OG0001234	Bany_03993-RA	DPOGS214233-PA
OG0001235	Bany_14085-RA, Bany_14087-RA, Bany_14084-RA	DPOGS211652-PA
OG0001236	Bany_14091-RA	DPOGS211656-PA
OG0001237	Bany_00622-RA	DPOGS204262-PA
OG0001237	Bany_00621-RA	DPOGS204263-PA, DPOGS204260-PA, DPOGS204261-PA
OG0001238	Bany_02394-RA	DPOGS210302-PA
OG0001239	Bany_02396-RA	DPOGS202370-PA, DPOGS202371-PA
OG0001240	Bany_04893-RA, Bany_04895-RA, Bany_04894-RA	DPOGS201484-PA
OG0001241	Bany_00635-RA	DPOGS204268-PA
OG0001242	Bany_04055-RA	DPOGS214271-PA
OG0001243	Bany_01574-RA	DPOGS207002-PA
OG0001244	Bany_14165-RA	DPOGS212324-PA
OG0001244	Bany_14164-RA	DPOGS212326-PA
OG0001245	Bany_15358-RA	DPOGS215414-PA
OG0001246	Bany_09189-RA	DPOGS207861-PA
OG0001247	Bany_02426-RA	DPOGS202362-PA
OG0001248	Bany_11049-RA	DPOGS210726-PA
OG0001249	Bany_11804-RA	DPOGS202880-PA
OG0001249	Bany_11806-RA	DPOGS202918-PA
OG0001250	Bany_10423-RA	DPOGS205830-PA
OG0001251	Bany_09202-RA	DPOGS200877-PA, DPOGS200876-PA, DPOGS200875-PA, DPOGS200874-PA
OG0001252	Bany_14177-RA	DPOGS215030-PA
OG0001253	Bany_04087-RA	DPOGS214288-PA
OG0001254	Bany_11816-RA	DPOGS202912-PA
OG0001255	Bany_07729-RA	DPOGS212571-PA
OG0001256	Bany_06454-RA, Bany_06457-RA	DPOGS202792-PA
OG0001257	Bany_14868-RA, Bany_14876-RA	DPOGS215277-PA
OG0001258	Bany_01649-RA	DPOGS206864-PA
OG0001258	Bany_01650-RA	DPOGS207078-PA
OG0001259	Bany_04973-RA	DPOGS210623-PA, DPOGS210622-PA
OG0001260	Bany_01658-RA	DPOGS207081-PA
OG0001261	Bany_06479-RA	DPOGS202780-PA, DPOGS202779-PA
OG0001262	Bany_05764-RA	DPOGS200725-PA
OG0001263	Bany_08554-RA	DPOGS215036-PA
OG0001263	Bany_08555-RA	DPOGS215037-PA
OG0001264	Bany_02481-RA	DPOGS211536-PA
OG0001265	Bany_00779-RA, Bany_00780-RA	DPOGS208675-PA
OG0001266	Bany_02496-RA	DPOGS211541-PA
OG0001267	Bany_02498-RA	DPOGS213326-PA, DPOGS213327-PA
OG0001268	Bany_00792-RA, Bany_00791-RA	DPOGS202181-PA, DPOGS208670-PA, DPOGS202183-PA, DPOGS208762-PA, DPOGS208761-PA, DPOGS208669-PA
OG0001269	Bany_05044-RA	DPOGS201547-PA
OG0001270	Bany_00809-RA	DPOGS202174-PA
OG0001271	Bany_08592-RA	DPOGS209079-PA
OG0001272	Bany_02532-RA	DPOGS211717-PA
OG0001273	Bany_05060-RA, Bany_05061-RA	DPOGS201544-PA
OG0001274	Bany_00827-RA	DPOGS202163-PA, DPOGS202164-PA
OG0001275	Bany_02543-RA	DPOGS211731-PA
OG0001275	Bany_02541-RA	DPOGS211730-PA
OG0001276	Bany_04221-RA	DPOGS201875-PA
OG0001277	Bany_01763-RA, Bany_01762-RA	DPOGS206826-PA
OG0001278	Bany_05820-RA	DPOGS205663-PA
OG0001279	Bany_07857-RA, Bany_07860-RA, Bany_07856-RA	DPOGS208384-PA
OG0001280	Bany_01792-RA	DPOGS207114-PA
OG0001281	Bany_04258-RA	DPOGS209060-PA
OG0001282	Bany_02592-RA	DPOGS206517-PA, DPOGS206518-PA
OG0001283	Bany_02607-RA	DPOGS212646-PA
OG0001283	Bany_02605-RA	DPOGS212645-PA
OG0001284	Bany_02612-RA	DPOGS212652-PA, DPOGS212650-PA, DPOGS212651-PA
OG0001285	Bany_07903-RA	DPOGS203298-PA
OG0001300	Bany_14915-RA, Bany_15428-RA, Bany_07442-RA, Bany_15658-RA	DPOGS203881-PA
OG0001301	Bany_16296-RA, Bany_16027-RA	DPOGS206161-PA
OG0001302	Bany_12443-RA, Bany_12442-RA	DPOGS207366-PA, DPOGS211500-PA
OG0001303	Bany_13023-RA	DPOGS210402-PA
OG0001303	Bany_13310-RA	DPOGS210001-PA
OG0001304	Bany_13024-RA	DPOGS210401-PA
OG0001305	Bany_09904-RA	DPOGS210111-PA
OG0001306	Bany_15845-RA, Bany_13025-RA	DPOGS212266-PA
OG0001307	Bany_10546-RA	DPOGS208299-PA, DPOGS201736-PA
OG0001308	Bany_16941-RA	DPOGS204988-PA
OG0001309	Bany_09338-RA	DPOGS214763-PA
OG0001310	Bany_06897-RA	DPOGS211532-PA
OG0001311	Bany_08661-RA	DPOGS206365-PA
OG0001312	Bany_00930-RA	DPOGS201954-PA
OG0001315	Bany_16446-RA	DPOGS216109-PA
OG0001316	Bany_16948-RA	DPOGS212487-PA
OG0001318	Bany_17701-RA	DPOGS210257-PA
OG0001319	Bany_11839-RA	DPOGS201225-PA
OG0001320	Bany_13624-RA, Bany_13627-RA	DPOGS210340-PA
OG0001321	Bany_00948-RA	DPOGS214431-PA
OG0001322	Bany_00949-RA	DPOGS214430-PA
OG0001323	Bany_12469-RA	DPOGS214988-PA
OG0001323	Bany_12471-RA	DPOGS214989-PA
OG0001324	Bany_13035-RA	DPOGS210396-PA
OG0001325	Bany_07188-RA	DPOGS206782-PA
OG0001326	Bany_15474-RA	DPOGS209137-PA
OG0001327	Bany_02087-RA	DPOGS204551-PA
OG0001327	Bany_14913-RA	DPOGS204550-PA
OG0001328	Bany_02086-RA, Bany_14914-RA	DPOGS204535-PA, DPOGS204536-PA
OG0001329	Bany_13632-RA	DPOGS210338-PA
OG0001330	Bany_17712-RA, Bany_17713-RA	DPOGS208217-PA
OG0001331	Bany_13042-RA	DPOGS205465-PA
OG0001332	Bany_05199-RA, Bany_05230-RA	DPOGS209285-PA
OG0001333	Bany_16469-RA	DPOGS216117-PA
OG0001333	Bany_16467-RA	DPOGS216116-PA
OG0001334	Bany_01864-RA, Bany_01865-RA	DPOGS213352-PA
OG0001335	Bany_08685-RA	DPOGS201173-PA
OG0001336	Bany_13640-RA, Bany_13642-RA	DPOGS210363-PA
OG0001337	Bany_00961-RA	DPOGS214421-PA
OG0001337	Bany_00963-RA	DPOGS214419-PA
OG0001338	Bany_06871-RA, Bany_08690-RA, Bany_12414-RA	DPOGS212528-PA, DPOGS212529-PA
OG0001339	Bany_16481-RA, Bany_16480-RA	DPOGS216104-PA
OG0001341	Bany_12502-RA	DPOGS215016-PA, DPOGS215020-PA, DPOGS215018-PA, DPOGS215017-PA, DPOGS214983-PA, DPOGS215019-PA
OG0001342	Bany_17432-RA, Bany_17434-RA	DPOGS213914-PA, DPOGS213913-PA
OG0001343	Bany_16981-RA	DPOGS207352-PA, DPOGS207353-PA
OG0001344	Bany_00980-RA, Bany_00981-RA, Bany_00979-RA	DPOGS214436-PA
OG0001345	Bany_00033-RA	DPOGS208799-PA
