Orthogroup	Bicyclus_anynana	Junonia_coenia
OG0002601	Bany_09583-RA	JC_12719-RA
OG0002602	Bany_06820-RA	JC_15914-RA
OG0002603	Bany_08877-RA	JC_07534-RA
OG0002604	Bany_00307-RA	JC_00605-RA
OG0002605	Bany_02902-RA	JC_03870-RA
OG0002606	Bany_16399-RA	JC_16461-RA
OG0002607	Bany_17578-RA	JC_15637-RA, JC_15638-RA
OG0002608	Bany_16402-RA	JC_16456-RA, JC_16455-RA
OG0002609	Bany_11433-RA	JC_10053-RA
OG0002610	Bany_14135-RA, Bany_15080-RA, Bany_13962-RA	JC_07171-RA
OG0002611	Bany_08897-RA	JC_07649-RA
OG0002612	Bany_01183-RA	JC_16367-RA
OG0002613	Bany_13889-RA, Bany_13882-RA	JC_06941-RA
OG0002614	Bany_08898-RA	JC_07648-RA
OG0002615	Bany_15670-RA	JC_05414-RA
OG0002616	Bany_05438-RA	JC_02564-RA
OG0002617	Bany_08195-RA	JC_03419-RA, JC_03421-RA
OG0002618	Bany_17939-RA	JC_14926-RA
OG0002619	Bany_05440-RA	JC_02570-RA, JC_02571-RA
OG0002620	Bany_02913-RA	JC_03880-RA
OG0002621	Bany_09590-RA	JC_14824-RA
OG0002622	Bany_05445-RA	JC_02575-RA
OG0002623	Bany_11444-RA	JC_10044-RA
OG0002624	Bany_00330-RA, Bany_00329-RA	JC_00589-RA
OG0002625	Bany_15674-RA	JC_05410-RA
OG0002626	Bany_11453-RA	JC_10037-RA
OG0002626	Bany_11454-RA	JC_10036-RA
OG0002627	Bany_04629-RA	JC_01329-RA, JC_01330-RA, JC_01331-RA
OG0002628	Bany_00335-RA, Bany_00332-RA	JC_00586-RA
OG0002629	Bany_14532-RA	JC_10695-RA
OG0002630	Bany_11459-RA	JC_10029-RA
OG0002631	Bany_02920-RA	JC_02159-RA, JC_03884-RA, JC_03886-RA
OG0002631	Bany_02919-RA	JC_03885-RA
OG0002632	Bany_11460-RA	JC_06583-RA, JC_10026-RA
OG0002633	Bany_04638-RA	JC_01326-RA
OG0002634	Bany_16433-RA	JC_16530-RA
OG0002635	Bany_17589-RA	JC_15705-RA, JC_15706-RA
OG0002636	Bany_03777-RA	JC_08205-RA
OG0002637	Bany_06198-RA	JC_09499-RA
OG0002638	Bany_15677-RA	JC_05407-RA, JC_05408-RA
OG0002639	Bany_06199-RA	JC_09498-RA
OG0002640	Bany_11470-RA	JC_10016-RA
OG0002641	Bany_17590-RA	JC_15707-RA
OG0002642	Bany_07414-RA	JC_02022-RA
OG0002643	Bany_11474-RA	JC_10011-RA
OG0002644	Bany_01218-RA	JC_16297-RA
OG0002645	Bany_04649-RA	JC_01129-RA
OG0002646	Bany_13916-RA	JC_06920-RA, JC_06919-RA
OG0002647	Bany_16695-RA	JC_13937-RA
OG0002648	Bany_14565-RA	JC_10825-RA
OG0002649	Bany_02929-RA	JC_03904-RA
OG0002650	Bany_04659-RA	JC_01136-RA
OG0002652	Bany_06873-RA	JC_15893-RA, JC_15896-RA
OG0002654	Bany_10879-RA	JC_06444-RA, JC_06443-RA
OG0002655	Bany_00359-RA	JC_00564-RA
OG0002656	Bany_13321-RA	JC_11466-RA
OG0002657	Bany_13323-RA	JC_11462-RA
OG0002658	Bany_00365-RA, Bany_00364-RA	JC_00558-RA
OG0002659	Bany_11493-RA	JC_09992-RA
OG0002660	Bany_08934-RA, Bany_08935-RA	JC_07625-RA
OG0002661	Bany_02205-RA	JC_14304-RA, JC_14302-RA
OG0002662	Bany_00366-RA	JC_00557-RA
OG0002663	Bany_06880-RA	JC_15855-RA
OG0002664	Bany_17976-RA	JC_14813-RA
OG0002665	Bany_03803-RA	JC_08229-RA
OG0002666	Bany_13924-RA	JC_06912-RA
OG0002667	Bany_17977-RA	JC_14812-RA
OG0002668	Bany_17244-RA	JC_13169-RA
OG0002669	Bany_08227-RA	JC_03387-RA
OG0002671	Bany_10163-RA	JC_04685-RA
OG0002672	Bany_01236-RA	JC_12224-RA
OG0002673	Bany_15117-RA	JC_05977-RA, JC_05978-RA
OG0002674	Bany_04670-RA	JC_01145-RA, JC_01144-RA
OG0002675	Bany_12068-RA	JC_08888-RA
OG0002676	Bany_04671-RA	JC_01146-RA
OG0002677	Bany_02950-RA	JC_03915-RA
OG0002678	Bany_11497-RA	JC_09988-RA
OG0002679	Bany_13937-RA	JC_06873-RA
OG0002680	Bany_00374-RA	JC_00551-RA, JC_00550-RA
OG0002681	Bany_01247-RA	JC_11695-RA
OG0002682	Bany_11499-RA	JC_09983-RA, JC_09985-RA
OG0002683	Bany_17983-RA, Bany_17986-RA	JC_14806-RA
OG0002684	Bany_10891-RA	JC_06462-RA
OG0002685	Bany_06895-RA	JC_15847-RA, JC_15846-RA
OG0002687	Bany_12075-RA	JC_08883-RA
OG0002688	Bany_13939-RA	JC_06877-RA
OG0002690	Bany_10184-RA	JC_04703-RA
OG0002691	Bany_13945-RA	JC_06882-RA
OG0002692	Bany_09627-RA	JC_12329-RA
OG0002693	Bany_03822-RA	JC_08244-RA
OG0002694	Bany_17258-RA	JC_13179-RA
OG0002695	Bany_02224-RA	JC_14225-RA
OG0002696	Bany_16721-RA	JC_13887-RA
OG0002697	Bany_07471-RA	JC_02071-RA
OG0002698	Bany_10189-RA	JC_04709-RA, JC_04708-RA
OG0002699	Bany_17998-RA	JC_14793-RA
OG0002700	Bany_13953-RA	JC_07184-RA
OG0002701	Bany_15716-RA	JC_05358-RA
OG0002702	Bany_18001-RA	JC_14790-RA, JC_14791-RA
OG0002703	Bany_07474-RA	JC_02290-RA
OG0002704	Bany_11521-RA	JC_09957-RA
OG0002705	Bany_17613-RA	JC_15724-RA
OG0002706	Bany_17614-RA	JC_15727-RA, JC_15726-RA
OG0002707	Bany_06904-RA	JC_15833-RA, JC_15830-RA
OG0002708	Bany_00387-RA	JC_00538-RA
OG0002709	Bany_01293-RA	JC_12083-RA
OG0002710	Bany_00391-RA	JC_00534-RA
OG0002712	Bany_11536-RA	JC_09886-RA
OG0002713	Bany_09649-RA	JC_12353-RA
OG0002714	Bany_18021-RA, Bany_18020-RA	JC_14696-RA
OG0002715	Bany_15725-RA	JC_05347-RA, JC_05349-RA
OG0002716	Bany_13356-RA	JC_11180-RA
OG0002717	Bany_15726-RA	JC_05348-RA
OG0002718	Bany_00399-RA, Bany_00401-RA	JC_00529-RA
OG0002719	Bany_14603-RA	JC_17188-RA, JC_17187-RA
OG0002720	Bany_07491-RA	JC_02050-RA
OG0002721	Bany_02246-RA, Bany_02245-RA	JC_14198-RA
OG0002722	Bany_03004-RA	JC_17206-RA, JC_04001-RA, JC_04000-RA
OG0002723	Bany_12094-RA	JC_08865-RA
OG0002724	Bany_15149-RA	JC_05953-RA
OG0002725	Bany_15731-RA	JC_05342-RA
OG0002726	Bany_09668-RA	JC_12259-RA
OG0002727	Bany_11557-RA	JC_09852-RA
OG0002728	Bany_02257-RA	JC_14185-RA
OG0002729	Bany_15157-RA, Bany_15158-RA	JC_05944-RA
OG0002730	Bany_10216-RA	JC_04754-RA, JC_04753-RA
OG0002731	Bany_18034-RA	JC_14684-RA, JC_14685-RA
OG0002732	Bany_01313-RA, Bany_01318-RA	JC_12116-RA
OG0002733	Bany_00408-RA	JC_00521-RA, JC_00523-RA, JC_00520-RA, JC_00522-RA
OG0002734	Bany_06953-RA	JC_15275-RA
OG0002735	Bany_14619-RA	JC_10766-RA
OG0002736	Bany_17631-RA, Bany_17632-RA, Bany_17633-RA	JC_15782-RA
OG0002737	Bany_07506-RA	JC_02032-RA
OG0002738	Bany_17635-RA, Bany_17634-RA	JC_15779-RA, JC_15778-RA
OG0002739	Bany_18040-RA	JC_14676-RA
OG0002740	Bany_13377-RA, Bany_13378-RA	JC_11199-RA
OG0002741	Bany_03047-RA, Bany_03042-RA, Bany_03043-RA, Bany_03045-RA	JC_04031-RA
OG0002742	Bany_13380-RA	JC_11201-RA
OG0002743	Bany_10227-RA, Bany_10228-RA	JC_04770-RA, JC_04769-RA, JC_04768-RA, JC_04771-RA
OG0002744	Bany_13976-RA	JC_07158-RA
OG0002745	Bany_03855-RA	JC_08269-RA
OG0002746	Bany_03856-RA	JC_08272-RA
OG0002747	Bany_05554-RA	JC_02670-RA
OG0002749	Bany_08272-RA	JC_03341-RA
OG0002750	Bany_07515-RA	JC_02082-RA
OG0002751	Bany_05556-RA	JC_02672-RA, JC_02673-RA
OG0002753	Bany_04721-RA	JC_01194-RA
OG0002754	Bany_01342-RA	JC_11912-RA
OG0002755	Bany_13978-RA	JC_07156-RA
OG0002756	Bany_18052-RA	JC_14666-RA
OG0002757	Bany_10239-RA	JC_04782-RA
OG0002758	Bany_13981-RA	JC_07153-RA
OG0002759	Bany_11583-RA	JC_09833-RA, JC_09832-RA
OG0002760	Bany_07527-RA	JC_02091-RA
OG0002761	Bany_17296-RA	JC_13213-RA
OG0002762	Bany_11585-RA	JC_09829-RA
OG0002763	Bany_15764-RA	JC_05310-RA
OG0002764	Bany_06272-RA	JC_09433-RA, JC_10946-RA, JC_10947-RA
OG0002765	Bany_10248-RA	JC_04787-RA
OG0002766	Bany_04729-RA, Bany_04728-RA	JC_01202-RA
OG0002767	Bany_11592-RA	JC_09923-RA
OG0002768	Bany_08989-RA	JC_07577-RA
OG0002769	Bany_09682-RA	JC_12687-RA, JC_12686-RA, JC_12685-RA
OG0002770	Bany_08990-RA	JC_07576-RA
OG0002771	Bany_00441-RA	JC_00489-RA
OG0002772	Bany_08991-RA	JC_07575-RA
OG0002773	Bany_00442-RA	JC_00488-RA
OG0002774	Bany_12129-RA	JC_08834-RA
OG0002775	Bany_04732-RA	JC_01207-RA
OG0002776	Bany_06281-RA	JC_09423-RA
OG0002778	Bany_07536-RA	JC_02101-RA
OG0002779	Bany_00449-RA	JC_10061-RA, JC_12870-RA, JC_15201-RA, JC_02985-RA, JC_02785-RA, JC_15248-RA, JC_00474-RA, JC_02148-RA, JC_09575-RA
OG0002780	Bany_07538-RA	JC_02107-RA
OG0002781	Bany_15782-RA	JC_05296-RA
OG0002782	Bany_15787-RA, Bany_15786-RA	JC_05293-RA
OG0002783	Bany_02297-RA	JC_13722-RA, JC_13725-RA
OG0002784	Bany_10934-RA	JC_06512-RA
OG0002785	Bany_05568-RA	JC_02684-RA
OG0002786	Bany_07551-RA	JC_02122-RA
OG0002787	Bany_14755-RA, Bany_13391-RA	JC_10960-RA
OG0002788	Bany_03082-RA	JC_04082-RA
OG0002789	Bany_01375-RA, Bany_01374-RA	JC_11940-RA, JC_11942-RA, JC_11938-RA
OG0002790	Bany_12140-RA	JC_08824-RA
OG0002791	Bany_17304-RA	JC_13221-RA
OG0002792	Bany_13396-RA	JC_11213-RA
OG0002793	Bany_09699-RA	JC_12560-RA
OG0002794	Bany_05860-RA, Bany_13400-RA	JC_11217-RA
OG0002795	Bany_15205-RA	JC_05893-RA, JC_05894-RA, JC_05895-RA
OG0002796	Bany_10285-RA	JC_04906-RA
OG0002797	Bany_09702-RA	JC_12557-RA
OG0002798	Bany_07639-RA, Bany_10286-RA	JC_01888-RA
OG0002799	Bany_00468-RA	JC_00442-RA
OG0002800	Bany_06302-RA	JC_09407-RA
OG0002801	Bany_00471-RA	JC_00315-RA, JC_00316-RA
OG0002802	Bany_06999-RA	JC_15309-RA, JC_15323-RA
OG0002803	Bany_17308-RA	JC_13225-RA
OG0002804	Bany_18071-RA	JC_14723-RA
OG0002805	Bany_11611-RA	JC_09910-RA
OG0002806	Bany_12145-RA	JC_08819-RA
OG0002807	Bany_13414-RA	JC_11231-RA
OG0002807	Bany_13416-RA	JC_11232-RA
OG0002809	Bany_10298-RA	JC_04895-RA
OG0002810	Bany_14669-RA	JC_10860-RA
OG0002811	Bany_03379-RA	JC_04288-RA
OG0002811	Bany_01403-RA, Bany_01401-RA	JC_04287-RA
OG0002812	Bany_10300-RA	JC_04894-RA
OG0002813	Bany_16800-RA	JC_13808-RA
OG0002814	Bany_18077-RA	JC_14734-RA, JC_14733-RA
OG0002815	Bany_05584-RA	JC_02699-RA
OG0002816	Bany_13992-RA	JC_07139-RA
OG0002817	Bany_14757-RA	JC_10961-RA
OG0002818	Bany_10309-RA	JC_04886-RA
OG0002819	Bany_00492-RA	JC_00336-RA, JC_00335-RA
OG0002820	Bany_10310-RA	JC_04885-RA
OG0002821	Bany_15811-RA	JC_05263-RA
OG0002822	Bany_15812-RA	JC_05262-RA
OG0002823	Bany_02328-RA	JC_13690-RA, JC_13694-RA, JC_13689-RA
OG0002824	Bany_04788-RA	JC_01260-RA
OG0002825	Bany_06313-RA	JC_09395-RA
OG0002826	Bany_03111-RA	JC_04115-RA
OG0002827	Bany_10318-RA	JC_04874-RA, JC_04875-RA
OG0002828	Bany_07573-RA	JC_02152-RA, JC_02150-RA, JC_02151-RA
OG0002829	Bany_18089-RA	JC_14754-RA, JC_14753-RA
OG0002830	Bany_09743-RA	JC_13426-RA, JC_13425-RA, JC_13424-RA, JC_12282-RA
OG0002832	Bany_03929-RA	JC_08332-RA
OG0002833	Bany_03931-RA	JC_08334-RA
OG0002834	Bany_01432-RA	JC_11993-RA
OG0002834	Bany_01429-RA	JC_11992-RA
OG0002835	Bany_09030-RA	JC_07546-RA
OG0002836	Bany_01436-RA	JC_11995-RA
OG0002837	Bany_11652-RA	JC_10354-RA, JC_10355-RA
OG0002838	Bany_05833-RA, Bany_09756-RA	JC_02768-RA
OG0002839	Bany_03943-RA	JC_08345-RA
OG0002840	Bany_09041-RA	JC_07660-RA
OG0002841	Bany_03948-RA	JC_08351-RA
OG0002842	Bany_09046-RA	JC_07667-RA
OG0002843	Bany_12161-RA	JC_08799-RA
OG0002844	Bany_14710-RA, Bany_06439-RA	JC_10919-RA, JC_10920-RA
OG0002845	Bany_16811-RA	JC_13745-RA, JC_13746-RA
OG0002846	Bany_17328-RA	JC_13264-RA
OG0002847	Bany_16812-RA	JC_13747-RA
OG0002848	Bany_00534-RA	JC_00368-RA
OG0002848	Bany_00537-RA	JC_00369-RA
OG0002849	Bany_10966-RA	JC_06539-RA
OG0002850	Bany_13438-RA	JC_11255-RA
OG0002851	Bany_12174-RA, Bany_12173-RA	JC_08790-RA
OG0002852	Bany_13441-RA	JC_11258-RA, JC_11257-RA
OG0002853	Bany_14717-RA	JC_10927-RA
OG0002854	Bany_11669-RA	JC_10367-RA
OG0002855	Bany_02339-RA	JC_13664-RA
OG0002856	Bany_15833-RA	JC_05241-RA
OG0002857	Bany_12180-RA	JC_08787-RA
OG0002858	Bany_09761-RA	JC_12297-RA
OG0002859	Bany_14720-RA	JC_10930-RA
OG0002860	Bany_15252-RA	JC_05694-RA
OG0002861	Bany_05628-RA	JC_02741-RA
OG0002862	Bany_18105-RA	JC_14781-RA
OG0002863	Bany_10969-RA, Bany_10970-RA	JC_06541-RA
OG0002864	Bany_05633-RA	JC_02745-RA
OG0002865	Bany_02350-RA	JC_13652-RA
OG0002867	Bany_13459-RA	JC_11157-RA
OG0002867	Bany_13457-RA	JC_11156-RA
OG0002868	Bany_17345-RA	JC_13283-RA
OG0002869	Bany_16836-RA	JC_13767-RA
OG0002870	Bany_17346-RA, Bany_17347-RA	JC_13284-RA
OG0002871	Bany_01489-RA	JC_12028-RA
OG0002871	Bany_01490-RA	JC_12030-RA
OG0002872	Bany_08380-RA	JC_03238-RA, JC_03237-RA
OG0002873	Bany_05659-RA, Bany_05656-RA	JC_02933-RA
OG0002874	Bany_12213-RA	JC_08974-RA
OG0002875	Bany_03973-RA	JC_08417-RA
OG0002877	Bany_11691-RA	JC_10402-RA
OG0002878	Bany_13471-RA	JC_11120-RA
OG0002879	Bany_09777-RA	JC_12671-RA
OG0002879	Bany_09778-RA	JC_12670-RA
OG0002880	Bany_13474-RA, Bany_13472-RA	JC_11121-RA
OG0002881	Bany_13476-RA	JC_11126-RA
OG0002882	Bany_09788-RA	JC_12656-RA
OG0002883	Bany_05675-RA	JC_02919-RA
OG0002884	Bany_15294-RA	JC_05752-RA
OG0002885	Bany_17360-RA	JC_13309-RA, JC_13308-RA
OG0002886	Bany_06362-RA	JC_09342-RA
OG0002887	Bany_14050-RA	JC_07088-RA
OG0002888	Bany_15861-RA, Bany_04094-RA	JC_08496-RA
OG0002889	Bany_02370-RA	JC_17158-RA
OG0002890	Bany_08388-RA	JC_03233-RA
OG0002891	Bany_10351-RA	JC_04849-RA
OG0002892	Bany_00579-RA	JC_00420-RA
OG0002893	Bany_07648-RA	JC_01879-RA
OG0002894	Bany_07043-RA	JC_15372-RA
OG0002895	Bany_11046-RA	JC_06604-RA
OG0002896	Bany_06367-RA, Bany_06369-RA	JC_09336-RA
OG0002897	Bany_15308-RA	JC_05781-RA
OG0002898	Bany_10358-RA	JC_04834-RA
OG0002899	Bany_16863-RA	JC_13790-RA
OG0002900	Bany_10361-RA	JC_04831-RA
OG0002901	Bany_10365-RA	JC_04827-RA, JC_04826-RA
OG0002902	Bany_16869-RA	JC_13795-RA
OG0002903	Bany_07047-RA, Bany_07045-RA	JC_15375-RA
OG0002904	Bany_17386-RA	JC_13329-RA, JC_13330-RA
OG0002905	Bany_10996-RA	JC_06656-RA
OG0002907	Bany_09131-RA	JC_07742-RA, JC_07745-RA, JC_07743-RA
OG0002908	Bany_17388-RA	JC_13331-RA, JC_13332-RA
OG0002909	Bany_09803-RA	JC_12644-RA, JC_12207-RA, JC_00040-RA
OG0002910	Bany_12254-RA	JC_09006-RA, JC_09005-RA
OG0002911	Bany_09806-RA	JC_12639-RA
OG0002912	Bany_07673-RA	JC_01861-RA
OG0002913	Bany_08406-RA	JC_03210-RA
OG0002914	Bany_07675-RA	JC_01860-RA
OG0002915	Bany_00611-RA	JC_00297-RA
OG0002916	Bany_13497-RA	JC_11143-RA
OG0002917	Bany_09815-RA	JC_12635-RA
OG0002918	Bany_12260-RA	JC_09013-RA
OG0002919	Bany_08409-RA	JC_03207-RA, JC_03208-RA
OG0002920	Bany_01535-RA	JC_12071-RA
OG0002921	Bany_14767-RA	JC_10968-RA
OG0002922	Bany_09817-RA	JC_12627-RA, JC_12629-RA
OG0002923	Bany_00618-RA	JC_00291-RA
OG0002924	Bany_09824-RA	JC_12624-RA
OG0002925	Bany_04018-RA	JC_08427-RA
OG0002926	Bany_12267-RA, Bany_12268-RA	JC_09022-RA
OG0002927	Bany_11745-RA	JC_10449-RA
OG0002928	Bany_14098-RA	JC_07033-RA
OG0002929	Bany_05687-RA	JC_02909-RA
OG0002930	Bany_08422-RA	JC_03188-RA
OG0002931	Bany_15325-RA	JC_05801-RA
OG0002932	Bany_14100-RA	JC_07034-RA
OG0002933	Bany_14101-RA	JC_07035-RA
OG0002934	Bany_09834-RA	JC_12568-RA, JC_12570-RA
OG0002935	Bany_12272-RA	JC_09026-RA
OG0002937	Bany_11762-RA	JC_10438-RA, JC_10439-RA
OG0002938	Bany_11003-RA	JC_17212-RA
OG0002939	Bany_10383-RA	JC_04816-RA
OG0002940	Bany_06390-RA	JC_09313-RA
OG0002941	Bany_14796-RA, Bany_14797-RA	JC_10993-RA
OG0002942	Bany_01560-RA, Bany_01559-RA	JC_11748-RA
OG0002943	Bany_04037-RA	JC_08449-RA
OG0002944	Bany_00632-RA	JC_00277-RA
OG0002945	Bany_04890-RA	JC_01071-RA
OG0002946	Bany_02397-RA	JC_13554-RA
OG0002947	Bany_14798-RA, Bany_14799-RA	JC_10995-RA
OG0002948	Bany_09859-RA	JC_12594-RA
OG0002949	Bany_14131-RA	JC_07062-RA
OG0002950	Bany_09165-RA, Bany_09164-RA, Bany_09172-RA	JC_07775-RA
OG0002951	Bany_04045-RA	JC_08457-RA
OG0002951	Bany_04044-RA	JC_08456-RA
OG0002952	Bany_15340-RA	JC_05819-RA
OG0002953	Bany_15342-RA	JC_01391-RA
OG0002954	Bany_11016-RA	JC_06636-RA
OG0002954	Bany_11015-RA	JC_06637-RA
OG0002955	Bany_14152-RA	JC_06981-RA
OG0002956	Bany_15929-RA	JC_05090-RA
OG0002957	Bany_09176-RA	JC_07779-RA
OG0002958	Bany_04058-RA	JC_08471-RA
OG0002959	Bany_00653-RA	JC_00266-RA
OG0002961	Bany_00654-RA	JC_00263-RA
OG0002962	Bany_09891-RA	JC_12275-RA
OG0002963	Bany_00657-RA	JC_00257-RA
OG0002964	Bany_09178-RA	JC_07777-RA
OG0002965	Bany_06403-RA	JC_09302-RA
OG0002966	Bany_06404-RA	JC_09301-RA
OG0002967	Bany_04064-RA	JC_08477-RA
OG0002968	Bany_11031-RA	JC_06621-RA
OG0002969	Bany_10396-RA	JC_04933-RA
OG0002970	Bany_14166-RA	JC_07209-RA
OG0002971	Bany_00666-RA, Bany_00665-RA	JC_00246-RA, JC_00245-RA
OG0002972	Bany_06419-RA	JC_09288-RA
OG0002973	Bany_01604-RA	JC_11786-RA
OG0002976	Bany_07110-RA	JC_15444-RA
OG0002977	Bany_07111-RA, Bany_07112-RA	JC_15443-RA
OG0002978	Bany_10412-RA	JC_04953-RA
OG0002979	Bany_06427-RA	JC_09279-RA
OG0002980	Bany_04077-RA	JC_08484-RA
OG0002981	Bany_02430-RA	JC_13532-RA
OG0002982	Bany_07721-RA	JC_01822-RA
OG0002983	Bany_14175-RA	JC_07216-RA
OG0002984	Bany_15378-RA	JC_05852-RA
OG0002985	Bany_07723-RA	JC_01819-RA
OG0002986	Bany_07724-RA	JC_01818-RA
OG0002987	Bany_04083-RA	JC_08488-RA
OG0002988	Bany_14176-RA	JC_07217-RA
OG0002989	Bany_02436-RA	JC_13515-RA
OG0002990	Bany_12330-RA	JC_09078-RA
OG0002991	Bany_07125-RA	JC_15340-RA
OG0002992	Bany_14178-RA	JC_07219-RA
OG0002993	Bany_11820-RA, Bany_11821-RA	JC_10409-RA
OG0002994	Bany_13551-RA	JC_11066-RA
OG0002995	Bany_09211-RA	JC_07811-RA
OG0002995	Bany_09210-RA	JC_07810-RA
OG0002996	Bany_00688-RA	JC_00226-RA
OG0002997	Bany_00691-RA	JC_00223-RA
OG0002998	Bany_12340-RA	JC_09069-RA
OG0003000	Bany_00692-RA	JC_00221-RA
OG0003002	Bany_05725-RA, Bany_05759-RA	JC_02842-RA, JC_09902-RA
OG0003003	Bany_09215-RA	JC_07816-RA
OG0003004	Bany_04944-RA, Bany_04943-RA	JC_00849-RA
OG0003005	Bany_14188-RA	JC_07227-RA, JC_07228-RA
OG0003006	Bany_00700-RA, Bany_00702-RA	JC_00213-RA
OG0003007	Bany_12346-RA	JC_09093-RA, JC_09091-RA
OG0003008	Bany_09217-RA	JC_07819-RA
OG0003009	Bany_08503-RA	JC_03195-RA
OG0003010	Bany_10443-RA	JC_04981-RA, JC_04980-RA
OG0003012	Bany_04963-RA	JC_00856-RA, JC_00837-RA
OG0003013	Bany_01638-RA	JC_00745-RA
OG0003014	Bany_02457-RA	JC_13493-RA, JC_13498-RA, JC_13488-RA
OG0003015	Bany_07144-RA	JC_15411-RA
OG0003016	Bany_09240-RA	JC_07845-RA
OG0003017	Bany_07762-RA	JC_01670-RA
OG0003018	Bany_10451-RA	JC_04986-RA
OG0003019	Bany_00735-RA	JC_00182-RA
OG0003020	Bany_07151-RA	JC_15405-RA
OG0003021	Bany_11078-RA	JC_06581-RA
OG0003022	Bany_11080-RA	JC_06579-RA
OG0003023	Bany_03262-RA, Bany_03260-RA	JC_04378-RA
OG0003024	Bany_00739-RA	JC_00176-RA
OG0003025	Bany_01652-RA	JC_11839-RA
OG0003026	Bany_05749-RA	JC_02847-RA
OG0003027	Bany_03265-RA	JC_04375-RA, JC_04376-RA
OG0003029	Bany_09251-RA	JC_07857-RA
OG0003030	Bany_07770-RA	JC_01721-RA, JC_01722-RA, JC_01720-RA
OG0003031	Bany_04977-RA	JC_00866-RA
OG0003032	Bany_11089-RA	JC_06573-RA
OG0003033	Bany_07771-RA	JC_01719-RA
OG0003034	Bany_05757-RA	JC_02845-RA
OG0003035	Bany_09262-RA	JC_07864-RA
OG0003036	Bany_04983-RA	JC_00874-RA
OG0003037	Bany_04985-RA	JC_00876-RA
OG0003038	Bany_16017-RA	JC_05173-RA
OG0003039	Bany_02468-RA	JC_13480-RA
OG0003040	Bany_06498-RA	JC_09197-RA, JC_09196-RA
OG0003041	Bany_08549-RA, Bany_08547-RA, Bany_08548-RA	JC_03060-RA
OG0003042	Bany_06499-RA	JC_09195-RA
OG0003043	Bany_07162-RA	JC_15398-RA
OG0003044	Bany_00769-RA	JC_00150-RA
OG0003045	Bany_14233-RA	JC_07258-RA
OG0003045	Bany_14229-RA	JC_07257-RA
OG0003046	Bany_14234-RA	JC_07261-RA
OG0003047	Bany_01683-RA	JC_11883-RA
OG0003048	Bany_09278-RA	JC_07873-RA
OG0003049	Bany_08566-RA	JC_03040-RA
OG0003050	Bany_12381-RA	JC_09126-RA
OG0003051	Bany_02484-RA	JC_13465-RA
OG0003052	Bany_09284-RA	JC_07878-RA
OG0003053	Bany_05010-RA	JC_15126-RA, JC_15417-RA, JC_11501-RA, JC_15119-RA, JC_07724-RA, JC_12472-RA
OG0003055	Bany_00784-RA	JC_00122-RA
OG0003055	Bany_00783-RA	JC_00123-RA
OG0003056	Bany_05027-RA	JC_00920-RA
OG0003058	Bany_05862-RA, Bany_05789-RA	JC_02815-RA
OG0003059	Bany_10481-RA	JC_05027-RA
OG0003060	Bany_02504-RA	JC_13447-RA
OG0003061	Bany_01700-RA	JC_11899-RA
OG0003061	Bany_01699-RA	JC_11898-RA
OG0003062	Bany_06542-RA, Bany_06541-RA	JC_09174-RA
OG0003063	Bany_07804-RA	JC_01702-RA
OG0003064	Bany_01716-RA	JC_11909-RA
OG0003065	Bany_03337-RA	JC_04323-RA, JC_04324-RA
OG0003066	Bany_08591-RA	JC_03016-RA
OG0003067	Bany_05047-RA	JC_00933-RA
OG0003068	Bany_05048-RA	JC_00936-RA
OG0003069	Bany_10507-RA	JC_05079-RA, JC_05078-RA
OG0003070	Bany_07821-RA	JC_01662-RA
OG0003071	Bany_00810-RA	JC_00101-RA
OG0003072	Bany_03357-RA	JC_04303-RA
OG0003073	Bany_07828-RA	JC_01699-RA
OG0003073	Bany_07826-RA	JC_01697-RA
OG0003074	Bany_01734-RA, Bany_01733-RA	JC_11562-RA
OG0003075	Bany_08596-RA	JC_03004-RA
OG0003076	Bany_01739-RA	JC_11571-RA
OG0003077	Bany_05069-RA	JC_00962-RA
OG0003078	Bany_07837-RA	JC_01664-RA
OG0003079	Bany_04204-RA	JC_08607-RA
OG0003080	Bany_05077-RA	JC_00974-RA, JC_00973-RA
OG0003081	Bany_02546-RA	JC_13406-RA
OG0003082	Bany_01756-RA	JC_11590-RA
OG0003083	Bany_04212-RA	JC_08600-RA
OG0003084	Bany_10535-RA	JC_05064-RA
OG0003085	Bany_08630-RA	JC_02968-RA, JC_02969-RA
OG0003086	Bany_08633-RA	JC_02971-RA
OG0003087	Bany_05085-RA	JC_00977-RA
OG0003088	Bany_01783-RA	JC_11616-RA
OG0003089	Bany_04241-RA	JC_08576-RA
OG0003090	Bany_05087-RA, Bany_05088-RA	JC_00982-RA
OG0003091	Bany_05831-RA	JC_02770-RA
OG0003092	Bany_04246-RA	JC_08571-RA, JC_08570-RA
OG0003093	Bany_05835-RA	JC_02766-RA
OG0003094	Bany_02566-RA	JC_13380-RA, JC_13381-RA
OG0003095	Bany_04251-RA	JC_08565-RA, JC_08566-RA
OG0003097	Bany_05844-RA	JC_02762-RA
OG0003098	Bany_02594-RA	JC_13354-RA
OG0003099	Bany_05853-RA	JC_02750-RA
OG0003100	Bany_05854-RA	JC_02749-RA
OG0003101	Bany_05111-RA	JC_01002-RA
OG0003102	Bany_04283-RA	JC_08539-RA
OG0003103	Bany_07880-RA	JC_01741-RA, JC_01740-RA
OG0003105	Bany_05124-RA, Bany_05123-RA	JC_01015-RA
