Orthogroup	Bicyclus_anynana	Heliconius_erato_lativitta
OG0001312	Bany_00930-RA	HEL_012703-RA, HEL_012702-RA
OG0001314	Bany_07931-RA, Bany_15191-RA, Bany_15190-RA, Bany_07929-RA, Bany_07930-RA, Bany_15192-RA	HEL_014201-RA, HEL_014202-RA
OG0001315	Bany_16446-RA	HEL_000449-RA
OG0001316	Bany_16948-RA	HEL_001887-RA
OG0001317	Bany_12516-RA, Bany_12589-RA, Bany_12596-RA, Bany_00267-RA, Bany_12920-RA, Bany_16069-RA, Bany_12463-RA, Bany_16504-RA, Bany_12944-RA, Bany_10838-RA, Bany_15264-RA, Bany_10302-RA	HEL_003242-RA
OG0001318	Bany_17701-RA	HEL_009306-RA, HEL_009304-RA
OG0001319	Bany_11839-RA	HEL_007743-RA
OG0001320	Bany_13624-RA, Bany_13627-RA	HEL_000697-RA
OG0001321	Bany_00948-RA	HEL_012693-RA, HEL_012694-RA
OG0001323	Bany_12469-RA	HEL_004046-RA
OG0001323	Bany_12471-RA	HEL_004047-RA
OG0001324	Bany_13035-RA	HEL_008953-RA, HEL_008952-RA
OG0001325	Bany_07188-RA	HEL_009694-RA, HEL_009693-RA
OG0001326	Bany_15474-RA	HEL_005337-RA
OG0001327	Bany_14913-RA	HEL_005020-RA
OG0001329	Bany_13632-RA	HEL_000705-RA
OG0001330	Bany_17712-RA	HEL_009211-RA, HEL_009213-RA, HEL_010028-RA
OG0001333	Bany_16469-RA	HEL_000452-RA
OG0001334	Bany_01864-RA	HEL_003394-RA, HEL_003393-RA, HEL_003395-RA
OG0001334	Bany_01865-RA	HEL_003392-RA
OG0001336	Bany_13642-RA	HEL_000714-RA
OG0001337	Bany_00963-RA	HEL_012673-RA
OG0001338	Bany_06871-RA, Bany_08690-RA, Bany_12414-RA	HEL_000615-RA
OG0001339	Bany_16481-RA	HEL_000457-RA
OG0001341	Bany_12502-RA	HEL_004031-RA
OG0001342	Bany_17432-RA, Bany_17434-RA	HEL_005390-RA
OG0001344	Bany_00980-RA, Bany_00981-RA, Bany_00979-RA	HEL_012656-RA, HEL_012655-RA
OG0001345	Bany_00033-RA	HEL_001710-RA
OG0001346	Bany_03497-RA	HEL_002250-RA
OG0001348	Bany_17738-RA	HEL_009232-RA
OG0001348	Bany_17737-RA	HEL_009234-RA
OG0001349	Bany_17741-RA	HEL_009236-RA
OG0001350	Bany_14934-RA, Bany_18050-RA	HEL_009559-RA
OG0001351	Bany_17442-RA	HEL_005400-RA, HEL_005399-RA
OG0001352	Bany_09361-RA	HEL_005091-RA
OG0001353	Bany_12536-RA	HEL_004056-RA
OG0001354	Bany_12542-RA	HEL_004067-RA
OG0001358	Bany_04668-RA, Bany_00068-RA	HEL_001749-RA
OG0001359	Bany_08792-RA	HEL_003563-RA
OG0001359	Bany_16514-RA, Bany_16513-RA	HEL_000471-RA
OG0001360	Bany_01014-RA	HEL_013893-RA
OG0001363	Bany_01925-RA	HEL_004995-RA
OG0001364	Bany_06611-RA	HEL_011253-RA
OG0001365	Bany_02698-RA	HEL_010520-RA, HEL_010521-RA
OG0001366	Bany_07238-RA	HEL_009662-RA
OG0001367	Bany_00088-RA	HEL_001762-RA
OG0001368	Bany_07239-RA	HEL_009663-RA
OG0001369	Bany_09977-RA	HEL_007577-RA
OG0001369	Bany_09978-RA	HEL_007576-RA
OG0001370	Bany_17764-RA, Bany_17763-RA	HEL_013517-RA, HEL_013518-RA
OG0001371	Bany_11884-RA	HEL_007769-RA
OG0001372	Bany_14368-RA	HEL_005679-RA
OG0001373	Bany_00194-RA	HEL_001700-RA
OG0001373	Bany_00195-RA	HEL_001699-RA
OG0001374	Bany_04420-RA	HEL_012428-RA
OG0001375	Bany_00102-RA	HEL_001767-RA
OG0001376	Bany_00109-RA	HEL_001776-RA
OG0001377	Bany_16536-RA, Bany_16539-RA	HEL_000489-RA
OG0001378	Bany_16923-RA	HEL_000293-RA
OG0001379	Bany_00118-RA, Bany_00121-RA	HEL_001788-RA
OG0001380	Bany_07254-RA	HEL_013229-RA
OG0001381	Bany_12607-RA	HEL_004022-RA
OG0001382	Bany_14382-RA	HEL_005691-RA
OG0001383	Bany_05273-RA	HEL_003956-RA, HEL_003957-RA
OG0001384	Bany_16175-RA	HEL_011721-RA
OG0001385	Bany_11903-RA, Bany_11904-RA	HEL_007797-RA
OG0001386	Bany_08034-RA, Bany_08035-RA	HEL_010273-RA
OG0001387	Bany_02730-RA	HEL_010554-RA
OG0001389	Bany_11910-RA	HEL_007793-RA
OG0001390	Bany_02742-RA	HEL_010564-RA
OG0001392	Bany_01991-RA	HEL_005065-RA
OG0001393	Bany_10001-RA	HEL_007565-RA
OG0001394	Bany_15594-RA, Bany_15593-RA, Bany_15590-RA	HEL_010851-RA
OG0001398	Bany_17821-RA	HEL_013498-RA, HEL_013497-RA
OG0001399	Bany_01062-RA	HEL_010123-RA
OG0001400	Bany_09461-RA	HEL_003675-RA
OG0001401	Bany_10730-RA	HEL_011100-RA, HEL_011101-RA, HEL_011103-RA, HEL_011102-RA, HEL_011104-RA
OG0001402	Bany_08782-RA	HEL_003556-RA
OG0001404	Bany_15609-RA, Bany_15608-RA, Bany_15607-RA, Bany_15610-RA	HEL_010843-RA, HEL_010844-RA
OG0001405	Bany_17830-RA, Bany_17829-RA	HEL_011844-RA
OG0001406	Bany_08789-RA	HEL_003561-RA
OG0001407	Bany_01081-RA	HEL_010105-RA
OG0001408	Bany_16230-RA	HEL_011792-RA
OG0001409	Bany_08087-RA	HEL_009453-RA, HEL_009455-RA, HEL_009452-RA
OG0001410	Bany_09495-RA	HEL_013860-RA
OG0001411	Bany_08092-RA, Bany_08088-RA, Bany_08090-RA	HEL_009451-RA
OG0001412	Bany_14447-RA	HEL_005806-RA
OG0001413	Bany_06029-RA	HEL_008075-RA
OG0001415	Bany_10038-RA	HEL_007699-RA, HEL_007698-RA, HEL_007697-RA
OG0001417	Bany_11327-RA	HEL_006437-RA
OG0001418	Bany_04505-RA	HEL_002561-RA
OG0001419	Bany_04508-RA	HEL_002565-RA
OG0001420	Bany_03630-RA	HEL_002339-RA
OG0001421	Bany_17138-RA	HEL_014378-RA
OG0001423	Bany_10809-RA	HEL_004339-RA, HEL_004338-RA, HEL_004340-RA, HEL_004343-RA, HEL_004341-RA
OG0001426	Bany_01140-RA	HEL_014220-RA
OG0001426	Bany_01139-RA	HEL_014219-RA
OG0001428	Bany_07337-RA	HEL_009669-RA
OG0001429	Bany_04801-RA, Bany_01635-RA	HEL_008842-RA
OG0001430	Bany_17170-RA, Bany_17171-RA	HEL_001956-RA
OG0001432	Bany_07343-RA	HEL_012088-RA, HEL_012089-RA
OG0001434	Bany_07741-RA	HEL_006473-RA
OG0001435	Bany_02865-RA	HEL_009131-RA, HEL_009130-RA
OG0001436	Bany_06791-RA	HEL_000552-RA
OG0001437	Bany_06103-RA	HEL_008018-RA, HEL_008019-RA, HEL_008017-RA
OG0001439	Bany_10073-RA	HEL_013272-RA
OG0001440	Bany_09546-RA	HEL_005120-RA
OG0001441	Bany_02130-RA, Bany_02126-RA	HEL_009383-RA
OG0001442	Bany_08840-RA	HEL_010705-RA, HEL_010706-RA
OG0001443	Bany_04586-RA	HEL_002631-RA
OG0001446	Bany_13846-RA	HEL_000927-RA, HEL_000928-RA, HEL_000926-RA, HEL_000925-RA
OG0001447	Bany_10109-RA	HEL_013306-RA
OG0001448	Bany_17202-RA	HEL_001994-RA, HEL_001993-RA
OG0001449	Bany_06152-RA	HEL_007933-RA
OG0001450	Bany_11411-RA	HEL_006516-RA
OG0001452	Bany_11425-RA	HEL_006522-RA
OG0001452	Bany_11426-RA	HEL_006527-RA
OG0001455	Bany_05425-RA	HEL_008787-RA
OG0001456	Bany_13874-RA	HEL_000905-RA, HEL_000903-RA, HEL_000902-RA
OG0001457	Bany_00311-RA	HEL_001601-RA, HEL_001600-RA
OG0001458	Bany_13875-RA	HEL_000901-RA
OG0001459	Bany_13878-RA	HEL_000898-RA, HEL_000896-RA
OG0001460	Bany_07391-RA	HEL_009642-RA
OG0001461	Bany_16408-RA	HEL_013738-RA
OG0001462	Bany_06178-RA, Bany_06177-RA	HEL_007914-RA, HEL_007913-RA, HEL_007915-RA
OG0001463	Bany_14515-RA	HEL_005764-RA, HEL_005765-RA
OG0001464	Bany_02914-RA	HEL_009186-RA
OG0001465	Bany_14518-RA	HEL_005761-RA
OG0001466	Bany_04621-RA	HEL_002675-RA
OG0001468	Bany_16673-RA	HEL_000365-RA, HEL_000366-RA, HEL_000368-RA, HEL_000364-RA
OG0001469	Bany_14525-RA, Bany_14527-RA	HEL_005747-RA
OG0001470	Bany_13288-RA	HEL_000985-RA
OG0001471	Bany_05451-RA	HEL_008765-RA
OG0001472	Bany_06189-RA	HEL_007903-RA
OG0001473	Bany_12929-RA	HEL_013682-RA, HEL_013681-RA
OG0001474	Bany_06861-RA	HEL_000610-RA
OG0001475	Bany_16686-RA, Bany_11063-RA	HEL_000353-RA
OG0001476	Bany_06863-RA	HEL_000611-RA
OG0001477	Bany_16690-RA	HEL_000348-RA, HEL_000349-RA, HEL_000350-RA, HEL_000352-RA, HEL_000351-RA
OG0001478	Bany_10146-RA	HEL_014445-RA
OG0001479	Bany_04651-RA	HEL_002904-RA
OG0001480	Bany_14564-RA	HEL_012715-RA
OG0001481	Bany_09611-RA	HEL_005200-RA
OG0001482	Bany_02196-RA	HEL_004846-RA, HEL_004845-RA
OG0001483	Bany_00356-RA	HEL_001571-RA, HEL_001572-RA
OG0001484	Bany_13320-RA	HEL_008975-RA, HEL_008973-RA, HEL_008974-RA, HEL_008978-RA
OG0001485	Bany_10160-RA	HEL_010869-RA
OG0001486	Bany_10894-RA	HEL_004269-RA, HEL_004271-RA, HEL_004270-RA
OG0001487	Bany_06222-RA	HEL_007877-RA
OG0001488	Bany_17992-RA	HEL_011876-RA
OG0001489	Bany_02222-RA, Bany_02223-RA	HEL_004823-RA
OG0001490	Bany_17611-RA	HEL_004677-RA
OG0001491	Bany_14248-RA	HEL_014607-RA
OG0001492	Bany_07480-RA	HEL_007176-RA
OG0001494	Bany_16726-RA	HEL_000321-RA
OG0001495	Bany_17276-RA	HEL_001834-RA, HEL_001833-RA
OG0001496	Bany_13017-RA, Bany_13019-RA, Bany_13016-RA	HEL_013662-RA
OG0001497	Bany_16728-RA	HEL_000326-RA, HEL_000324-RA, HEL_000325-RA, HEL_000323-RA
OG0001498	Bany_13964-RA	HEL_001126-RA
OG0001499	Bany_09673-RA	HEL_003765-RA, HEL_003767-RA, HEL_003763-RA
OG0001500	Bany_15155-RA, Bany_15156-RA	HEL_011583-RA
OG0001501	Bany_02258-RA	HEL_004757-RA
OG0001502	Bany_08972-RA	HEL_010783-RA
OG0001503	Bany_01310-RA	HEL_009875-RA
OG0001504	Bany_06947-RA	HEL_000684-RA
OG0001505	Bany_04706-RA	HEL_002856-RA
OG0001506	Bany_09676-RA	HEL_003751-RA, HEL_003756-RA
OG0001507	Bany_17285-RA	HEL_001828-RA
OG0001509	Bany_04711-RA	HEL_002854-RA
OG0001511	Bany_04712-RA	HEL_002851-RA, HEL_002853-RA
OG0001512	Bany_08280-RA	HEL_007499-RA
OG0001513	Bany_11587-RA	HEL_009536-RA
OG0001513	Bany_18068-RA	HEL_009535-RA
OG0001514	Bany_15766-RA	HEL_005562-RA
OG0001515	Bany_04730-RA	HEL_002832-RA
OG0001516	Bany_13982-RA	HEL_001066-RA, HEL_001069-RA
OG0001517	Bany_09683-RA	HEL_003740-RA
OG0001518	Bany_10255-RA	HEL_010961-RA
OG0001519	Bany_15768-RA	HEL_005558-RA
OG0001520	Bany_01357-RA	HEL_009957-RA, HEL_009956-RA
OG0001522	Bany_03875-RA	HEL_002982-RA
OG0001523	Bany_04744-RA	HEL_002812-RA
OG0001524	Bany_09696-RA	HEL_003722-RA, HEL_001151-RA, HEL_003723-RA
OG0001526	Bany_15188-RA	HEL_014016-RA
OG0001527	Bany_02299-RA	HEL_006945-RA
OG0001529	Bany_17306-RA	HEL_001817-RA
OG0001531	Bany_17673-RA	HEL_004710-RA
OG0001531	Bany_17672-RA	HEL_004711-RA
OG0001532	Bany_01383-RA	HEL_009972-RA
OG0001533	Bany_07559-RA	HEL_010465-RA
OG0001534	Bany_13405-RA	HEL_013741-RA, HEL_013740-RA
OG0001535	Bany_04769-RA	HEL_002783-RA, HEL_002787-RA, HEL_002785-RA, HEL_002784-RA, HEL_002782-RA
OG0001536	Bany_06303-RA	HEL_006279-RA, HEL_006282-RA, HEL_006278-RA, HEL_006280-RA, HEL_006283-RA
OG0001537	Bany_07562-RA	HEL_010467-RA
OG0001538	Bany_10289-RA	HEL_000055-RA
OG0001539	Bany_00475-RA	HEL_001339-RA, HEL_001336-RA, HEL_001338-RA, HEL_001337-RA, HEL_001335-RA
OG0001540	Bany_05576-RA	HEL_004582-RA
OG0001541	Bany_08330-RA	HEL_007451-RA
OG0001542	Bany_18078-RA	HEL_009523-RA
OG0001543	Bany_01407-RA	HEL_009994-RA
OG0001544	Bany_08333-RA	HEL_007449-RA
OG0001545	Bany_02326-RA	HEL_006922-RA, HEL_006921-RA
OG0001546	Bany_13991-RA	HEL_001077-RA, HEL_001078-RA, HEL_001076-RA
OG0001547	Bany_18082-RA	HEL_009519-RA, HEL_009520-RA
OG0001548	Bany_12151-RA	HEL_006084-RA
OG0001548	Bany_12150-RA	HEL_006083-RA
OG0001549	Bany_10314-RA	HEL_000033-RA, HEL_000032-RA
OG0001550	Bany_07576-RA	HEL_014472-RA
OG0001551	Bany_09895-RA	HEL_003799-RA, HEL_003800-RA
OG0001551	Bany_09741-RA	HEL_003796-RA
OG0001552	Bany_00513-RA	HEL_001374-RA, HEL_001371-RA
OG0001553	Bany_01425-RA	HEL_010008-RA, HEL_010007-RA
OG0001554	Bany_11646-RA	HEL_008204-RA
OG0001555	Bany_03932-RA	HEL_003034-RA
OG0001556	Bany_03937-RA	HEL_003040-RA
OG0001557	Bany_09035-RA	HEL_010741-RA
OG0001558	Bany_17323-RA	HEL_012354-RA
OG0001559	Bany_09045-RA	HEL_012154-RA
OG0001560	Bany_14026-RA	HEL_001110-RA
OG0001562	Bany_09061-RA	HEL_012174-RA
OG0001563	Bany_14724-RA	HEL_013654-RA
OG0001563	Bany_14725-RA	HEL_013655-RA
OG0001564	Bany_16825-RA	HEL_000258-RA
OG0001564	Bany_16824-RA	HEL_000259-RA
OG0001565	Bany_15267-RA	HEL_013183-RA
OG0001567	Bany_10976-RA	HEL_012394-RA
OG0001568	Bany_02367-RA	HEL_006859-RA
OG0001570	Bany_10982-RA	HEL_012389-RA
OG0001571	Bany_06363-RA	HEL_006336-RA
OG0001572	Bany_10350-RA	HEL_000003-RA
OG0001573	Bany_16855-RA, Bany_16859-RA	HEL_000226-RA
OG0001575	Bany_17374-RA	HEL_013470-RA
OG0001576	Bany_08396-RA	HEL_007398-RA
OG0001577	Bany_00588-RA	HEL_001433-RA
OG0001578	Bany_04862-RA	HEL_006780-RA
OG0001578	Bany_04863-RA	HEL_006781-RA
OG0001579	Bany_00592-RA	HEL_001439-RA
OG0001580	Bany_13494-RA, Bany_15332-RA	HEL_007235-RA
OG0001581	Bany_00601-RA	HEL_001326-RA, HEL_001325-RA
OG0001582	Bany_00603-RA	HEL_001322-RA
OG0001584	Bany_00606-RA	HEL_001318-RA
OG0001585	Bany_07683-RA	HEL_007030-RA, HEL_007032-RA, HEL_007031-RA
OG0001586	Bany_07060-RA	HEL_005940-RA
OG0001587	Bany_11738-RA	HEL_008106-RA, HEL_008105-RA, HEL_008104-RA
OG0001588	Bany_15322-RA	HEL_007243-RA
OG0001589	Bany_14778-RA, Bany_14802-RA, Bany_14777-RA	HEL_013581-RA
OG0001591	Bany_13499-RA	HEL_008579-RA
OG0001591	Bany_13498-RA	HEL_008580-RA
OG0001592	Bany_11001-RA	HEL_012379-RA
OG0001593	Bany_04886-RA	HEL_006799-RA, HEL_006798-RA
OG0001594	Bany_10384-RA	HEL_010979-RA, HEL_010981-RA, HEL_010980-RA
OG0001595	Bany_09842-RA	HEL_003898-RA
OG0001596	Bany_14118-RA	HEL_000992-RA, HEL_000991-RA
OG0001597	Bany_04042-RA	HEL_003132-RA
OG0001598	Bany_08433-RA	HEL_013435-RA, HEL_013438-RA
OG0001600	Bany_09167-RA	HEL_012602-RA
OG0001601	Bany_12288-RA	HEL_010651-RA
OG0001602	Bany_15348-RA	HEL_007214-RA
OG0001603	Bany_09886-RA	HEL_012657-RA
OG0001605	Bany_01598-RA	HEL_014173-RA
OG0001607	Bany_00672-RA	HEL_001265-RA
OG0001608	Bany_14168-RA	HEL_009768-RA, HEL_009767-RA, HEL_009769-RA
OG0001609	Bany_07118-RA	HEL_005883-RA
OG0001609	Bany_07119-RA	HEL_005881-RA
OG0001610	Bany_04086-RA	HEL_003169-RA
OG0001611	Bany_12335-RA, Bany_12338-RA, Bany_12337-RA	HEL_010686-RA
OG0001612	Bany_08476-RA	HEL_011513-RA, HEL_011512-RA
OG0001614	Bany_07137-RA	HEL_005870-RA
OG0001615	Bany_02442-RA	HEL_012930-RA
OG0001615	Bany_02441-RA	HEL_012931-RA
OG0001616	Bany_14851-RA	HEL_012050-RA
OG0001617	Bany_12348-RA	HEL_010299-RA, HEL_010298-RA
OG0001618	Bany_12349-RA, Bany_12350-RA	HEL_010300-RA
OG0001619	Bany_06447-RA	HEL_006209-RA, HEL_006210-RA
OG0001620	Bany_13575-RA	HEL_008628-RA, HEL_008627-RA, HEL_008629-RA, HEL_008626-RA
OG0001621	Bany_09245-RA	HEL_011945-RA
OG0001623	Bany_00751-RA	HEL_001204-RA, HEL_001203-RA
OG0001624	Bany_06487-RA	HEL_009605-RA, HEL_009606-RA, HEL_009604-RA
OG0001625	Bany_11098-RA	HEL_013076-RA
OG0001625	Bany_11099-RA	HEL_013077-RA
OG0001626	Bany_04133-RA	HEL_003211-RA
OG0001627	Bany_06492-RA, Bany_06491-RA	HEL_009601-RA
OG0001630	Bany_08557-RA	HEL_011426-RA, HEL_011427-RA
OG0001631	Bany_04998-RA	HEL_006654-RA
OG0001632	Bany_02480-RA	HEL_008540-RA
OG0001633	Bany_00772-RA	HEL_001184-RA
OG0001635	Bany_09282-RA	HEL_011969-RA
OG0001635	Bany_09283-RA	HEL_011970-RA
OG0001636	Bany_05025-RA	HEL_006680-RA
OG0001637	Bany_12397-RA, Bany_12400-RA, Bany_12399-RA	HEL_010353-RA
OG0001638	Bany_01707-RA	HEL_008351-RA
OG0001640	Bany_12410-RA, Bany_12409-RA	HEL_010362-RA
OG0001641	Bany_01717-RA	HEL_008357-RA
OG0001642	Bany_01723-RA	HEL_008368-RA
OG0001643	Bany_00822-RA	HEL_001144-RA
OG0001644	Bany_07851-RA	HEL_007146-RA
OG0001645	Bany_02551-RA	HEL_008487-RA
OG0001647	Bany_08624-RA	HEL_012806-RA
OG0001648	Bany_02554-RA	HEL_008486-RA
OG0001648	Bany_02556-RA	HEL_008484-RA
OG0001650	Bany_04234-RA	HEL_003280-RA, HEL_003279-RA
OG0001651	Bany_01791-RA, Bany_01790-RA	HEL_008375-RA
OG0001651	Bany_01789-RA	HEL_008378-RA
OG0001652	Bany_01794-RA	HEL_008373-RA
OG0001653	Bany_03430-RA	HEL_011637-RA
OG0001654	Bany_05166-RA, Bany_05168-RA	HEL_002930-RA
OG0001670	Bany_18177-RA	HEL_010056-RA
OG0001671	Bany_17862-RA, Bany_18175-RA	HEL_009284-RA
OG0001672	Bany_10688-RA	HEL_013179-RA, HEL_013177-RA
OG0001672	Bany_18142-RA	HEL_013180-RA, HEL_013178-RA
OG0001673	Bany_02162-RA	HEL_004888-RA
OG0001674	Bany_18140-RA, Bany_06772-RA, Bany_06774-RA	HEL_000541-RA
OG0001675	Bany_13022-RA, Bany_13312-RA	HEL_008968-RA
OG0001676	Bany_17690-RA	HEL_011852-RA
OG0001677	Bany_14907-RA	HEL_001914-RA
OG0001678	Bany_00003-RA	HEL_001696-RA, HEL_001695-RA
OG0001680	Bany_14263-RA	HEL_012506-RA
OG0001681	Bany_12450-RA	HEL_004168-RA
OG0001682	Bany_14890-RA	HEL_007333-RA
OG0001683	Bany_10547-RA	HEL_011014-RA
OG0001684	Bany_10548-RA	HEL_011013-RA
OG0001685	Bany_06549-RA	HEL_002184-RA
OG0001686	Bany_17698-RA, Bany_17696-RA	HEL_011848-RA
OG0001687	Bany_10550-RA	HEL_011015-RA
OG0001688	Bany_14891-RA	HEL_007330-RA
OG0001689	Bany_16086-RA, Bany_07180-RA	HEL_013050-RA
OG0001690	Bany_09345-RA	HEL_005081-RA, HEL_005075-RA
OG0001691	Bany_00938-RA	HEL_012681-RA, HEL_012680-RA
OG0001692	Bany_00943-RA	HEL_012687-RA
OG0001693	Bany_13031-RA, Bany_17085-RA, Bany_17084-RA	HEL_002149-RA
OG0001695	Bany_08671-RA	HEL_003478-RA, HEL_003476-RA
OG0001696	Bany_11147-RA, Bany_11148-RA	HEL_014059-RA
OG0001697	Bany_07942-RA	HEL_009473-RA
OG0001698	Bany_05196-RA	HEL_004014-RA
OG0001699	Bany_05198-RA	HEL_004012-RA, HEL_004013-RA
OG0001700	Bany_16460-RA, Bany_16458-RA	HEL_014530-RA
OG0001702	Bany_00955-RA	HEL_012678-RA
OG0001703	Bany_07194-RA, Bany_07196-RA	HEL_012097-RA
OG0001704	Bany_00873-RA, Bany_00036-RA	HEL_013045-RA
OG0001705	Bany_01868-RA	HEL_003388-RA
OG0001706	Bany_08429-RA	HEL_004025-RA
OG0001707	Bany_16065-RA, Bany_05334-RA	HEL_013047-RA, HEL_013046-RA
OG0001709	Bany_14297-RA	HEL_012527-RA, HEL_012530-RA
OG0001709	Bany_14298-RA	HEL_012529-RA
OG0001710	Bany_17628-RA	HEL_009221-RA
OG0001711	Bany_17421-RA	HEL_005384-RA
OG0001713	Bany_06570-RA	HEL_002199-RA
OG0001714	Bany_17426-RA	HEL_005386-RA
OG0001715	Bany_09937-RA	HEL_007618-RA, HEL_007619-RA, HEL_007625-RA, HEL_007621-RA
OG0001716	Bany_09939-RA	HEL_007615-RA, HEL_007624-RA, HEL_007616-RA
OG0001718	Bany_09354-RA	HEL_005087-RA
OG0001718	Bany_09353-RA	HEL_005086-RA
OG0001719	Bany_16084-RA	HEL_013049-RA
OG0001721	Bany_17435-RA	HEL_005392-RA
OG0001722	Bany_15501-RA	HEL_005307-RA
OG0001723	Bany_15507-RA	HEL_005292-RA, HEL_005295-RA
OG0001724	Bany_02669-RA	HEL_010490-RA, HEL_010492-RA, HEL_010491-RA
OG0001725	Bany_01904-RA, Bany_01901-RA	HEL_003356-RA
OG0001726	Bany_17444-RA	HEL_005402-RA
OG0001727	Bany_00998-RA	HEL_012638-RA, HEL_012637-RA
OG0001728	Bany_15521-RA	HEL_005277-RA
OG0001728	Bany_15522-RA	HEL_005276-RA
OG0001729	Bany_17447-RA	HEL_005405-RA
OG0001730	Bany_01906-RA, Bany_01905-RA	HEL_003354-RA
OG0001732	Bany_06592-RA	HEL_002215-RA
OG0001734	Bany_17450-RA	HEL_005407-RA
OG0001735	Bany_15523-RA	HEL_005255-RA
OG0001736	Bany_07991-RA	HEL_010250-RA, HEL_010247-RA, HEL_010248-RA, HEL_010246-RA
OG0001737	Bany_02019-RA, Bany_06591-RA, Bany_02024-RA, Bany_02023-RA	HEL_004957-RA
OG0001738	Bany_05239-RA	HEL_003977-RA
OG0001739	Bany_09374-RA	HEL_005102-RA
OG0001740	Bany_04382-RA	HEL_012407-RA
OG0001742	Bany_14326-RA	HEL_012568-RA, HEL_012569-RA
OG0001743	Bany_14330-RA, Bany_14327-RA	HEL_012570-RA
OG0001744	Bany_05925-RA	HEL_010197-RA
OG0001745	Bany_17455-RA	HEL_005411-RA
OG0001746	Bany_06600-RA, Bany_02825-RA	HEL_011656-RA
OG0001747	Bany_06603-RA, Bany_06602-RA	HEL_011658-RA
OG0001748	Bany_12550-RA	HEL_004064-RA
OG0001750	Bany_01007-RA	HEL_013887-RA, HEL_013889-RA
OG0001751	Bany_16120-RA	HEL_013062-RA
OG0001752	Bany_10663-RA	HEL_013202-RA
OG0001753	Bany_04780-RA, Bany_08818-RA, Bany_14947-RA, Bany_01471-RA	HEL_002776-RA
OG0001754	Bany_13110-RA	HEL_008995-RA
OG0001755	Bany_17006-RA, Bany_17008-RA	HEL_002069-RA
OG0001756	Bany_01016-RA	HEL_013905-RA
OG0001757	Bany_11876-RA	HEL_007782-RA
OG0001758	Bany_10671-RA	HEL_013195-RA, HEL_013194-RA, HEL_013192-RA
OG0001759	Bany_08009-RA	HEL_014342-RA
OG0001760	Bany_17758-RA	HEL_013512-RA, HEL_013511-RA, HEL_013510-RA, HEL_013513-RA
OG0001761	Bany_10677-RA	HEL_013188-RA
OG0001762	Bany_14355-RA	HEL_005667-RA
OG0001763	Bany_05934-RA	HEL_010200-RA
OG0001764	Bany_01934-RA	HEL_003325-RA
OG0001765	Bany_16521-RA	HEL_000473-RA
OG0001766	Bany_17019-RA, Bany_17020-RA	HEL_002086-RA
OG0001767	Bany_13732-RA	HEL_000787-RA
OG0001768	Bany_13137-RA	HEL_009023-RA, HEL_009024-RA, HEL_009022-RA
OG0001769	Bany_11222-RA	HEL_008216-RA
OG0001770	Bany_13145-RA	HEL_008887-RA, HEL_008888-RA, HEL_008889-RA
OG0001771	Bany_12602-RA, Bany_07510-RA	HEL_007131-RA, HEL_007130-RA
OG0001772	Bany_16163-RA	HEL_011738-RA, HEL_011737-RA
OG0001773	Bany_07249-RA	HEL_013230-RA, HEL_013231-RA
OG0001774	Bany_14371-RA	HEL_005680-RA, HEL_005681-RA
OG0001776	Bany_06629-RA, Bany_09070-RA	HEL_012185-RA
OG0001777	Bany_11892-RA	HEL_007762-RA
OG0001778	Bany_01040-RA	HEL_010148-RA
OG0001779	Bany_00114-RA	HEL_001784-RA, HEL_001782-RA, HEL_001781-RA, HEL_001785-RA
OG0001780	Bany_11895-RA	HEL_007760-RA
OG0001781	Bany_06632-RA	HEL_011269-RA
OG0001782	Bany_08754-RA, Bany_08756-RA	HEL_003541-RA
OG0001783	Bany_11900-RA	HEL_007800-RA
OG0001784	Bany_16173-RA	HEL_011723-RA
OG0001786	Bany_06635-RA	HEL_011272-RA
OG0001787	Bany_17494-RA	HEL_005427-RA
OG0001788	Bany_13747-RA	HEL_000798-RA
OG0001789	Bany_01050-RA	HEL_010141-RA
OG0001790	Bany_10700-RA	HEL_013163-RA, HEL_013164-RA
OG0001791	Bany_09421-RA	HEL_003593-RA, HEL_003592-RA
OG0001793	Bany_13162-RA	HEL_008867-RA
OG0001794	Bany_01968-RA	HEL_005045-RA
OG0001795	Bany_06645-RA	HEL_011281-RA, HEL_011280-RA
OG0001796	Bany_10703-RA	HEL_013159-RA
OG0001797	Bany_13166-RA	HEL_008864-RA
OG0001798	Bany_11283-RA, Bany_11280-RA	HEL_006400-RA
OG0001799	Bany_02756-RA	HEL_010572-RA
OG0001800	Bany_11284-RA	HEL_006401-RA
OG0001801	Bany_13178-RA	HEL_011234-RA, HEL_011235-RA
OG0001802	Bany_11941-RA, Bany_11916-RA	HEL_007791-RA
OG0001803	Bany_00156-RA	HEL_001801-RA
OG0001804	Bany_16199-RA	HEL_011698-RA, HEL_011699-RA
OG0001805	Bany_05950-RA	HEL_010214-RA
OG0001806	Bany_14398-RA	HEL_005709-RA
OG0001807	Bany_16572-RA	HEL_000506-RA, HEL_000507-RA
OG0001808	Bany_09453-RA	HEL_003653-RA, HEL_003652-RA, HEL_003657-RA
OG0001810	Bany_16207-RA	HEL_011777-RA
OG0001811	Bany_01997-RA	HEL_004937-RA
OG0001812	Bany_16589-RA	HEL_000437-RA
OG0001814	Bany_10006-RA	HEL_007563-RA
