Orthogroup	Bicyclus_anynana	Vanessa_tameamea
OG0002139	Bany_07088-RA	XP_026483926.1
OG0002140	Bany_14150-RA	XP_026499117.1
OG0002141	Bany_14153-RA	XP_026489210.1
OG0002142	Bany_12297-RA	XP_026492815.1, XP_026492816.1, XP_026492814.1, XP_026492813.1
OG0002143	Bany_12298-RA	XP_026492825.1
OG0002144	Bany_12300-RA	XP_026492823.1, XP_026492822.1
OG0002145	Bany_01584-RA	XP_026488073.1, XP_026488074.1
OG0002146	Bany_03206-RA, Bany_03205-RA	XP_026494978.1
OG0002147	Bany_11026-RA	XP_026485623.1
OG0002148	Bany_00656-RA	XP_026484506.1
OG0002149	Bany_08447-RA	XP_026490820.1
OG0002150	Bany_08449-RA	XP_026490834.1
OG0002152	Bany_06425-RA	XP_026489517.1
OG0002153	Bany_02422-RA	XP_026497805.1
OG0002155	Bany_01612-RA	XP_026490771.1
OG0002156	Bany_10424-RA	XP_026485997.1
OG0002157	Bany_07122-RA	XP_026483959.1
OG0002159	Bany_13548-RA	XP_026490310.1
OG0002159	Bany_13547-RA	XP_026490272.1
OG0002160	Bany_13550-RA	XP_026490255.1
OG0002161	Bany_09208-RA	XP_026496087.1, XP_026496086.1
OG0002163	Bany_04935-RA	XP_026500053.1, XP_026500052.1
OG0002164	Bany_08481-RA	XP_026490802.1
OG0002165	Bany_00697-RA	XP_026484695.1, XP_026484694.1, XP_026484696.1
OG0002166	Bany_13562-RA	XP_026500025.1
OG0002167	Bany_04100-RA, Bany_04101-RA, Bany_04102-RA	XP_026487660.1
OG0002168	Bany_09221-RA	XP_026496077.1
OG0002169	Bany_11067-RA	XP_026493022.1
OG0002169	Bany_11069-RA	XP_026493021.1
OG0002171	Bany_09227-RA	XP_026485222.1
OG0002172	Bany_02452-RA	XP_026497795.1
OG0002173	Bany_13579-RA	XP_026490259.1, XP_026490260.1, XP_026490261.1, XP_026490262.1
OG0002174	Bany_08506-RA	XP_026490930.1
OG0002177	Bany_14206-RA	XP_026499916.1
OG0002178	Bany_04129-RA	XP_026487505.1
OG0002179	Bany_04130-RA	XP_026487493.1
OG0002180	Bany_03290-RA	XP_026501654.1
OG0002181	Bany_08537-RA, Bany_08542-RA	XP_026490794.1
OG0002182	Bany_13597-RA	XP_026493922.1
OG0002183	Bany_05776-RA	XP_026491090.1, XP_026491089.1
OG0002184	Bany_08556-RA	XP_026490856.1
OG0002185	Bany_05777-RA	XP_026491702.1
OG0002186	Bany_08564-RA	XP_026486999.1
OG0002187	Bany_05782-RA	XP_026491388.1
OG0002188	Bany_12389-RA, Bany_12388-RA	XP_026489197.1
OG0002189	Bany_02497-RA	XP_026491996.1
OG0002190	Bany_02503-RA, Bany_02502-RA	XP_026491923.1
OG0002191	Bany_09300-RA	XP_026483231.1
OG0002192	Bany_07799-RA, Bany_07800-RA	XP_026500675.1
OG0002193	Bany_12403-RA	XP_026489124.1, XP_026489125.1
OG0002194	Bany_09309-RA	XP_026486494.1
OG0002195	Bany_01713-RA	XP_026487140.1, XP_026487139.1
OG0002196	Bany_03332-RA, Bany_03331-RA	XP_026501530.1
OG0002197	Bany_00796-RA	XP_026485056.1
OG0002198	Bany_00806-RA, Bany_00808-RA	XP_026484479.1
OG0002199	Bany_04181-RA	XP_026490490.1
OG0002200	Bany_00814-RA	XP_026484497.1
OG0002201	Bany_00816-RA	XP_026484517.1, XP_026484516.1
OG0002202	Bany_12419-RA	XP_026489155.1, XP_026500030.1
OG0002203	Bany_07852-RA	XP_026497209.1, XP_026497203.1
OG0002204	Bany_10530-RA, Bany_10529-RA	XP_026485830.1
OG0002205	Bany_05807-RA	XP_026500424.1
OG0002206	Bany_05809-RA	XP_026491380.1
OG0002207	Bany_05810-RA	XP_026491364.1
OG0002208	Bany_08634-RA	XP_026486650.1, XP_026486651.1
OG0002209	Bany_00845-RA	XP_026484453.1
OG0002210	Bany_00849-RA	XP_026485052.1
OG0002211	Bany_04233-RA	XP_026490544.1, XP_026490542.1, XP_026490543.1, XP_026490540.1
OG0002212	Bany_01777-RA	XP_026501312.1
OG0002213	Bany_05827-RA	XP_026491543.1
OG0002214	Bany_05830-RA	XP_026491064.1
OG0002215	Bany_02563-RA	XP_026491947.1
OG0002216	Bany_07864-RA	XP_026498353.1, XP_026498343.1
OG0002217	Bany_04259-RA	XP_026490513.1
OG0002218	Bany_04264-RA	XP_026490498.1
OG0002219	Bany_02584-RA	XP_026491969.1
OG0002220	Bany_02591-RA, Bany_02593-RA	XP_026491891.1
OG0002221	Bany_05108-RA	XP_026497073.1, XP_026497072.1
OG0002222	Bany_04274-RA, Bany_04275-RA	XP_026488794.1
OG0002223	Bany_07881-RA	XP_026490426.1
OG0002224	Bany_05121-RA	XP_026497064.1
OG0002225	Bany_00881-RA	XP_026485104.1
OG0002226	Bany_05131-RA	XP_026497162.1
OG0002227	Bany_05159-RA	XP_026494733.1
OG0002247	Bany_05396-RA, Bany_18161-RA	XP_026491546.1
OG0002248	Bany_16696-RA, Bany_18180-RA	XP_026496151.1
OG0002249	Bany_16029-RA, Bany_16294-RA	XP_026486524.1, XP_026486525.1
OG0002250	Bany_15437-RA	XP_026496247.1
OG0002251	Bany_07924-RA, Bany_07941-RA	XP_026499016.1
OG0002252	Bany_12951-RA, Bany_17118-RA, Bany_00766-RA, Bany_03174-RA, Bany_16758-RA, Bany_11434-RA, Bany_13607-RA, Bany_01798-RA, Bany_11300-RA	XP_026500029.1
OG0002253	Bany_15438-RA	XP_026496251.1
OG0002254	Bany_14881-RA	XP_026493398.1
OG0002255	Bany_03454-RA	XP_026489247.1
OG0002256	Bany_01814-RA	XP_026496916.1
OG0002257	Bany_08657-RA	XP_026492137.1
OG0002258	Bany_10545-RA	XP_026485654.1, XP_026485655.1
OG0002259	Bany_03532-RA, Bany_07173-RA	XP_026489304.1
OG0002260	Bany_09341-RA	XP_026490982.1
OG0002261	Bany_00040-RA, Bany_12456-RA	XP_026486769.1
OG0002262	Bany_15991-RA, Bany_12458-RA	XP_026498530.1
OG0002263	Bany_17544-RA	XP_026486170.1
OG0002264	Bany_07932-RA	XP_026499012.1
OG0002265	Bany_16943-RA	XP_026497421.1
OG0002266	Bany_00942-RA	XP_026483391.1
OG0002267	Bany_04317-RA	XP_026487100.1
OG0002268	Bany_08669-RA	XP_026492118.1, XP_026492117.1
OG0002269	Bany_11145-RA	XP_026494030.1
OG0002270	Bany_17705-RA	XP_026492418.1
OG0002271	Bany_00015-RA, Bany_00017-RA	XP_026501210.1
OG0002272	Bany_11840-RA	XP_026496164.1
OG0002273	Bany_16052-RA, Bany_16053-RA	XP_026483106.1
OG0002274	Bany_05887-RA, Bany_05886-RA	XP_026500922.1
OG0002275	Bany_01852-RA	XP_026485242.1, XP_026498412.1
OG0002276	Bany_08879-RA, Bany_11149-RA	XP_026492318.1
OG0002277	Bany_00952-RA	XP_026483386.1
OG0002278	Bany_17409-RA	XP_026492882.1
OG0002279	Bany_07947-RA	XP_026499031.1
OG0002280	Bany_07948-RA	XP_026499008.1
OG0002281	Bany_07949-RA	XP_026499009.1
OG0002282	Bany_01859-RA	XP_026485258.1
OG0002283	Bany_12479-RA, Bany_12483-RA	XP_026496447.1
OG0002286	Bany_13043-RA	XP_026495486.1
OG0002287	Bany_17416-RA	XP_026485660.1
OG0002289	Bany_06563-RA	XP_026483888.1
OG0002290	Bany_07199-RA, Bany_07198-RA	XP_026500296.1
OG0002291	Bany_13639-RA	XP_026487287.1
OG0002292	Bany_16961-RA	XP_026497422.1
OG0002293	Bany_03484-RA	XP_026489331.1, XP_026489332.1
OG0002296	Bany_05205-RA	XP_026491039.1
OG0002297	Bany_04337-RA	XP_026487013.1
OG0002298	Bany_17719-RA	XP_026499449.1
OG0002299	Bany_17722-RA, Bany_17724-RA	XP_026499437.1
OG0002300	Bany_00025-RA, Bany_00024-RA	XP_026501221.1
OG0002301	Bany_16075-RA	XP_026483162.1
OG0002302	Bany_16077-RA	XP_026494077.1, XP_026494081.1
OG0002303	Bany_12498-RA	XP_026500932.1
OG0002304	Bany_16081-RA	XP_026483166.1
OG0002304	Bany_16079-RA	XP_026483079.1
OG0002305	Bany_07204-RA	XP_026500490.1
OG0002306	Bany_05220-RA	XP_026491144.1
OG0002307	Bany_05221-RA	XP_026491145.1
OG0002308	Bany_09938-RA	XP_026490026.1
OG0002309	Bany_17728-RA, Bany_13401-RA	XP_026493884.1
OG0002310	Bany_00968-RA	XP_026483472.1
OG0002311	Bany_16082-RA, Bany_16083-RA	XP_026483069.1
OG0002312	Bany_17429-RA	XP_026501820.1, XP_026501821.1
OG0002313	Bany_17734-RA	XP_026499435.1, XP_026499434.1
OG0002314	Bany_08694-RA	XP_026492207.1
OG0002315	Bany_16494-RA	XP_026490366.1
OG0002316	Bany_01886-RA	XP_026489860.1
OG0002317	Bany_16092-RA	XP_026483118.1
OG0002318	Bany_16987-RA	XP_026500153.1
OG0002319	Bany_15277-RA, Bany_14926-RA	XP_026493141.1
OG0002320	Bany_08700-RA	XP_026492301.1, XP_026492288.1, XP_026492230.1, XP_026489001.1
OG0002321	Bany_11168-RA	XP_026495220.1, XP_026495228.1, XP_026495211.1
OG0002322	Bany_11169-RA	XP_026495191.1
OG0002323	Bany_16990-RA	XP_026500254.1
OG0002324	Bany_09944-RA	XP_026490065.1, XP_026490066.1
OG0002325	Bany_16095-RA	XP_026483099.1
OG0002326	Bany_06581-RA, Bany_06580-RA	XP_026483938.1
OG0002327	Bany_09946-RA	XP_026490043.1
OG0002328	Bany_00984-RA, Bany_12727-RA	XP_026483337.1
OG0002329	Bany_16995-RA	XP_026500222.1
OG0002330	Bany_00987-RA	XP_026483334.1
OG0002333	Bany_14322-RA	XP_026500968.1, XP_026500967.1
OG0002334	Bany_06588-RA	XP_026484180.1
OG0002335	Bany_04372-RA, Bany_04371-RA	XP_026487058.1
OG0002336	Bany_00997-RA	XP_026483596.1
OG0002337	Bany_14323-RA, Bany_07007-RA, Bany_11985-RA	XP_026496905.1
OG0002338	Bany_05918-RA	XP_026489738.1
OG0002339	Bany_04381-RA	XP_026487035.1, XP_026487034.1
OG0002340	Bany_05242-RA	XP_026491253.1, XP_026491254.1
OG0002342	Bany_12546-RA	XP_026494108.1, XP_026494107.1, XP_026494099.1, XP_026494100.1
OG0002343	Bany_10652-RA	XP_026500362.1
OG0002344	Bany_17754-RA	XP_026498827.1
OG0002346	Bany_09386-RA	XP_026494275.1
OG0002347	Bany_03518-RA, Bany_03519-RA	XP_026489324.1
OG0002348	Bany_17462-RA	XP_026492921.1
OG0002349	Bany_01909-RA, Bany_01912-RA	XP_026483221.1
OG0002350	Bany_09398-RA	XP_026500944.1
OG0002351	Bany_12558-RA	XP_026500009.1
OG0002352	Bany_17756-RA	XP_026498808.1
OG0002353	Bany_12561-RA	XP_026490696.1
OG0002354	Bany_07233-RA	XP_026500480.1
OG0002355	Bany_15539-RA	XP_026496304.1, XP_026496303.1
OG0002356	Bany_16134-RA	XP_026500070.1
OG0002358	Bany_11879-RA	XP_026484247.1
OG0002360	Bany_12575-RA, Bany_12576-RA	XP_026499513.1
OG0002361	Bany_04404-RA, Bany_04403-RA, Bany_04405-RA	XP_026498081.1
OG0002362	Bany_01932-RA	XP_026490217.1
OG0002363	Bany_13127-RA	XP_026492965.1
OG0002364	Bany_17018-RA	XP_026500156.1
OG0002365	Bany_16144-RA	XP_026498216.1
OG0002366	Bany_14963-RA	XP_026493403.1, XP_026498223.1
OG0002367	Bany_02703-RA	XP_026489999.1
OG0002368	Bany_11883-RA	XP_026484281.1, XP_026484282.1, XP_026484283.1
OG0002369	Bany_06616-RA	XP_026488752.1
OG0002371	Bany_16527-RA, Bany_16528-RA	XP_026496147.1
OG0002372	Bany_13140-RA, Bany_13142-RA	XP_026492940.1
OG0002374	Bany_13141-RA	XP_026492939.1
OG0002375	Bany_11221-RA	XP_026495453.1
OG0002376	Bany_02714-RA	XP_026489974.1
OG0002377	Bany_01031-RA	XP_026483529.1
OG0002378	Bany_17483-RA	XP_026486602.1
OG0002379	Bany_01032-RA	XP_026483518.1
OG0002380	Bany_17612-RA, Bany_09983-RA	XP_026486739.1, XP_026486740.1
OG0002381	Bany_17484-RA	XP_026486716.1
OG0002382	Bany_14372-RA	XP_026495808.1
OG0002383	Bany_00113-RA	XP_026501110.1, XP_026501111.1
OG0002384	Bany_04430-RA	XP_026498103.1, XP_026498104.1
OG0002385	Bany_14378-RA, Bany_14377-RA	XP_026495518.1
OG0002386	Bany_08750-RA, Bany_08748-RA	XP_026492206.1
OG0002387	Bany_13742-RA, Bany_13739-RA	XP_026488876.1
OG0002388	Bany_00120-RA, Bany_00116-RA	XP_026501158.1
OG0002389	Bany_01042-RA	XP_026483513.1
OG0002390	Bany_03530-RA, Bany_03529-RA	XP_026489346.1
OG0002391	Bany_04438-RA	XP_026498096.1, XP_026498097.1, XP_026498098.1
OG0002392	Bany_09412-RA	XP_026489616.1
OG0002393	Bany_08762-RA	XP_026492381.1
OG0002394	Bany_13154-RA	XP_026492968.1
OG0002395	Bany_13746-RA, Bany_13883-RA	XP_026488839.1
OG0002396	Bany_09419-RA	XP_026489730.1, XP_026489731.1, XP_026489732.1, XP_026489729.1
OG0002397	Bany_05277-RA	XP_026500051.1, XP_026491773.1
OG0002398	Bany_11905-RA	XP_026484300.1
OG0002399	Bany_17868-RA, Bany_16546-RA, Bany_16547-RA	XP_026490235.1
OG0002400	Bany_01961-RA	XP_026490173.1
OG0002401	Bany_11265-RA	XP_026494179.1
OG0002402	Bany_12621-RA	XP_026490705.1
OG0002403	Bany_07263-RA	XP_026500470.1
OG0002404	Bany_08767-RA	XP_026492292.1
OG0002405	Bany_06644-RA	XP_026490652.1
OG0002406	Bany_07265-RA	XP_026500450.1, XP_026500451.1
OG0002407	Bany_17790-RA, Bany_17789-RA, Bany_17793-RA	XP_026498836.1
OG0002408	Bany_06646-RA	XP_026490657.1
OG0002409	Bany_11278-RA	XP_026494188.1
OG0002410	Bany_05291-RA	XP_026491167.1
OG0002411	Bany_09426-RA	XP_026489645.1
OG0002412	Bany_07268-RA	XP_026500519.1, XP_026500520.1
OG0002413	Bany_09428-RA	XP_026489617.1
OG0002414	Bany_00141-RA	XP_026501125.1, XP_026501124.1, XP_026501123.1
OG0002415	Bany_09437-RA	XP_026489710.1
OG0002416	Bany_17802-RA	XP_026492492.1
OG0002417	Bany_09443-RA	XP_026489711.1
OG0002418	Bany_16200-RA	XP_026490680.1
OG0002419	Bany_01988-RA	XP_026483291.1
OG0002420	Bany_16564-RA	XP_026497244.1
OG0002421	Bany_05960-RA	XP_026500911.1, XP_026500832.1
OG0002422	Bany_03562-RA	XP_026487771.1
OG0002423	Bany_00167-RA	XP_026501129.1
OG0002424	Bany_16578-RA, Bany_16576-RA	XP_026497241.1
OG0002425	Bany_12652-RA	XP_026494126.1
OG0002426	Bany_04456-RA	XP_026486618.1
OG0002427	Bany_14408-RA	XP_026495534.1
OG0002428	Bany_05972-RA	XP_026501585.1, XP_026501575.1, XP_026501565.1
OG0002429	Bany_17056-RA, Bany_17055-RA	XP_026500085.1
OG0002430	Bany_04459-RA, Bany_00876-RA	XP_026486590.1
OG0002431	Bany_04460-RA	XP_026486589.1
OG0002432	Bany_16205-RA	XP_026496053.1
OG0002433	Bany_02760-RA	XP_026489987.1
OG0002434	Bany_09457-RA	XP_026494205.1
OG0002435	Bany_17824-RA, Bany_17825-RA	XP_026498819.1
OG0002436	Bany_10738-RA	XP_026498507.1
OG0002437	Bany_00178-RA, Bany_00180-RA, Bany_00177-RA	XP_026484807.1
OG0002438	Bany_01068-RA	XP_026483405.1
OG0002439	Bany_01070-RA	XP_026483417.1
OG0002440	Bany_06666-RA	XP_026488754.1
OG0002441	Bany_01073-RA	XP_026483383.1
OG0002442	Bany_16599-RA	XP_026490337.1, XP_026490338.1, XP_026490336.1
OG0002443	Bany_11929-RA, Bany_11930-RA	XP_026484273.1
OG0002444	Bany_10750-RA	XP_026498480.1, XP_026498481.1
OG0002445	Bany_16214-RA	XP_026484206.1
OG0002446	Bany_01075-RA	XP_026483419.1
OG0002447	Bany_17512-RA	XP_026492906.1, XP_026492907.1
OG0002448	Bany_10764-RA	XP_026498491.1
OG0002449	Bany_17082-RA	XP_026500252.1, XP_026500253.1
OG0002450	Bany_11304-RA	XP_026492612.1, XP_026492619.1
OG0002451	Bany_17086-RA	XP_026500226.1
OG0002452	Bany_04485-RA	XP_026486621.1
OG0002453	Bany_06693-RA	XP_026490637.1
OG0002454	Bany_12731-RA	XP_026500928.1
OG0002456	Bany_12691-RA	XP_026498743.1, XP_026486518.1
OG0002457	Bany_07285-RA	XP_026500852.1
OG0002458	Bany_17838-RA, Bany_17839-RA	XP_026498810.1
OG0002459	Bany_11316-RA	XP_026492508.1, XP_026492501.1
OG0002460	Bany_08095-RA	XP_026487157.1, XP_026487158.1, XP_026487159.1
OG0002461	Bany_11319-RA	XP_026492564.1, XP_026492556.1
OG0002462	Bany_16238-RA, Bany_16237-RA	XP_026498856.1, XP_026498857.1, XP_026498855.1
OG0002463	Bany_16607-RA	XP_026490375.1, XP_026490374.1, XP_026490373.1
OG0002464	Bany_14444-RA	XP_026495987.1
OG0002465	Bany_14445-RA	XP_026495985.1
OG0002466	Bany_11320-RA	XP_026490494.1, XP_026490478.1, XP_026490488.1
OG0002467	Bany_16245-RA	XP_026498866.1
OG0002469	Bany_12706-RA	XP_026495727.1
OG0002470	Bany_16249-RA	XP_026498873.1
OG0002471	Bany_13775-RA	XP_026499307.1
OG0002472	Bany_16252-RA	XP_026498869.1
OG0002474	Bany_01629-RA, Bany_10785-RA	XP_026490759.1
OG0002475	Bany_11947-RA	XP_026484230.1
OG0002476	Bany_15617-RA	XP_026487574.1, XP_026488603.1
OG0002477	Bany_11949-RA	XP_026484231.1, XP_026484232.1
OG0002478	Bany_12896-RA, Bany_12898-RA, Bany_12715-RA	XP_026494125.1
OG0002479	Bany_17850-RA	XP_026498838.1
OG0002480	Bany_08798-RA	XP_026492246.1
OG0002481	Bany_17853-RA, Bany_17855-RA, Bany_17852-RA	XP_026498707.1
OG0002482	Bany_08800-RA, Bany_08801-RA	XP_026492303.1, XP_026492302.1
OG0002483	Bany_09512-RA	XP_026494399.1
OG0002484	Bany_17113-RA	XP_026500209.1
OG0002485	Bany_16260-RA	XP_026501243.1
OG0002487	Bany_03611-RA	XP_026488569.1
OG0002488	Bany_01107-RA, Bany_01106-RA	XP_026483560.1
OG0002489	Bany_10788-RA	XP_026485598.1
OG0002490	Bany_15008-RA	XP_026493320.1, XP_026493321.1
OG0002491	Bany_11330-RA	XP_026490986.1
OG0002492	Bany_13206-RA, Bany_13205-RA	XP_026494644.1
OG0002493	Bany_02070-RA, Bany_02072-RA	XP_026499354.1
OG0002494	Bany_08172-RA, Bany_06721-RA	XP_026483628.1
OG0002495	Bany_04507-RA	XP_026497923.1
OG0002496	Bany_06722-RA	XP_026483626.1
OG0002497	Bany_10043-RA	XP_026490116.1
OG0002498	Bany_16278-RA	XP_026486539.1
OG0002499	Bany_17871-RA	XP_026490233.1
OG0002500	Bany_02073-RA	XP_026499338.1
OG0002501	Bany_08110-RA, Bany_08111-RA	XP_026487161.1
OG0002502	Bany_07737-RA, Bany_04512-RA	XP_026497920.1
OG0002503	Bany_17123-RA	XP_026500180.1
OG0002504	Bany_15633-RA, Bany_15632-RA	XP_026496384.1
OG0002505	Bany_16285-RA	XP_026486490.1
OG0002506	Bany_11339-RA	XP_026491061.1
OG0002507	Bany_04521-RA	XP_026497935.1
OG0002508	Bany_08113-RA	XP_026487195.1
OG0002509	Bany_17125-RA	XP_026500163.1
OG0002510	Bany_16312-RA, Bany_16287-RA	XP_026486485.1
OG0002511	Bany_11965-RA, Bany_00695-RA, Bany_14598-RA	XP_026495568.1
OG0002512	Bany_06044-RA	XP_026501044.1
OG0002513	Bany_17128-RA	XP_026500146.1
OG0002514	Bany_13219-RA	XP_026494624.1, XP_026494622.1, XP_026494625.1
OG0002515	Bany_08267-RA	XP_026499364.1
OG0002516	Bany_11343-RA	XP_026491168.1, XP_026491160.1
OG0002517	Bany_06737-RA, Bany_06736-RA	XP_026490579.1
OG0002518	Bany_08808-RA	XP_026492248.1
OG0002519	Bany_00234-RA	XP_026484621.1
OG0002520	Bany_05356-RA, Bany_05357-RA	XP_026491316.1
OG0002521	Bany_17877-RA, Bany_17876-RA	XP_026490240.1
OG0002522	Bany_13791-RA	XP_026499238.1
OG0002523	Bany_10808-RA	XP_026485602.1
OG0002524	Bany_17148-RA	XP_026497361.1
OG0002526	Bany_06069-RA	XP_026500354.1
OG0002527	Bany_17883-RA	XP_026501717.1
OG0002528	Bany_06766-RA	XP_026490630.1
OG0002529	Bany_17165-RA	XP_026497291.1
OG0002530	Bany_04544-RA	XP_026497837.1
OG0002531	Bany_12780-RA	XP_026489376.1
OG0002532	Bany_06076-RA	XP_026488865.1
OG0002533	Bany_03657-RA	XP_026487308.1, XP_026487310.1
OG0002534	Bany_13807-RA, Bany_13805-RA	XP_026499261.1
OG0002535	Bany_11353-RA	XP_026492670.1
OG0002537	Bany_05381-RA	XP_026491206.1, XP_026491028.1
OG0002538	Bany_13811-RA, Bany_13816-RA	XP_026499225.1
OG0002539	Bany_02111-RA	XP_026499394.1
OG0002540	Bany_11984-RA	XP_026496909.1, XP_026496907.1, XP_026496908.1
OG0002541	Bany_07341-RA	XP_026500289.1
OG0002542	Bany_16318-RA	XP_026486546.1
OG0002543	Bany_02863-RA	XP_026494836.1
OG0002544	Bany_09535-RA	XP_026490952.1
OG0002546	Bany_15039-RA	XP_026493064.1, XP_026493063.1
OG0002547	Bany_02869-RA	XP_026495343.1
OG0002548	Bany_08141-RA	XP_026488262.1, XP_026488261.1
OG0002549	Bany_17545-RA	XP_026486830.1
OG0002550	Bany_14485-RA, Bany_14484-RA	XP_026495604.1
OG0002551	Bany_06107-RA	XP_026483736.1, XP_026483727.1
OG0002552	Bany_00521-RA, Bany_12808-RA	XP_026484949.1
OG0002553	Bany_01156-RA	XP_026488579.1
OG0002554	Bany_16651-RA	XP_026491862.1
OG0002555	Bany_07352-RA, Bany_06830-RA	XP_026500679.1
OG0002556	Bany_13828-RA	XP_026486851.1, XP_026486852.1, XP_026486850.1
OG0002557	Bany_00259-RA	XP_026485131.1, XP_026485130.1
OG0002558	Bany_05070-RA, Bany_01160-RA	XP_026497110.1
OG0002559	Bany_03677-RA	XP_026487280.1
OG0002560	Bany_04578-RA, Bany_04577-RA	XP_026497859.1
OG0002562	Bany_11997-RA	XP_026496634.1
OG0002563	Bany_17898-RA	XP_026487152.1
OG0002564	Bany_17194-RA	XP_026497552.1
OG0002565	Bany_12820-RA	XP_026489431.1
OG0002566	Bany_14496-RA, Bany_14492-RA	XP_026495543.1
OG0002567	Bany_15056-RA	XP_026493463.1
OG0002568	Bany_09555-RA	XP_026490995.1, XP_026490996.1
OG0002569	Bany_08844-RA	XP_026492355.1
OG0002570	Bany_02884-RA	XP_026495363.1, XP_026495362.1
OG0002571	Bany_02886-RA	XP_026495367.1, XP_026495366.1
OG0002572	Bany_13831-RA	XP_026489203.1
OG0002573	Bany_16357-RA, Bany_00525-RA	XP_026483149.1
OG0002574	Bany_00269-RA	XP_026485091.1
OG0002575	Bany_09561-RA	XP_026490969.1
OG0002576	Bany_03703-RA	XP_026487824.1
OG0002577	Bany_06138-RA, Bany_06137-RA	XP_026500853.1
OG0002578	Bany_05398-RA	XP_026491545.1, XP_026491544.1
OG0002580	Bany_15066-RA	XP_026493275.1
OG0002581	Bany_02144-RA	XP_026499399.1
OG0002582	Bany_10106-RA	XP_026485775.1
OG0002583	Bany_06804-RA, Bany_06801-RA	XP_026483881.1, XP_026483880.1
OG0002584	Bany_06151-RA	XP_026501194.1
OG0002585	Bany_00288-RA	XP_026484345.1
OG0002586	Bany_11408-RA	XP_026492923.1
OG0002587	Bany_09570-RA	XP_026490985.1
OG0002588	Bany_03713-RA	XP_026500390.1
OG0002591	Bany_12862-RA, Bany_12859-RA, Bany_12860-RA, Bany_12861-RA, Bany_12858-RA	XP_026489390.1
OG0002592	Bany_08181-RA	XP_026488186.1
OG0002593	Bany_02157-RA	XP_026499889.1
OG0002594	Bany_08869-RA	XP_026492159.1
OG0002595	Bany_02893-RA	XP_026494962.1, XP_026494960.1
OG0002596	Bany_03729-RA, Bany_03727-RA	XP_026500414.1
OG0002597	Bany_17209-RA	XP_026497572.1, XP_026497571.1
OG0002598	Bany_06812-RA	XP_026483771.1
OG0002599	Bany_09578-RA	XP_026500379.1
OG0002600	Bany_11429-RA	XP_026492453.1
OG0002601	Bany_09583-RA	XP_026500381.1
OG0002602	Bany_06820-RA	XP_026483773.1
OG0002604	Bany_00307-RA	XP_026484801.1
OG0002605	Bany_02902-RA	XP_026494894.1
OG0002606	Bany_16399-RA	XP_026483132.1, XP_026483133.1, XP_026483130.1, XP_026483129.1, XP_026483131.1, XP_026483134.1
OG0002607	Bany_17578-RA	XP_026485832.1
OG0002608	Bany_16402-RA	XP_026483143.1
OG0002609	Bany_04168-RA, Bany_11435-RA, Bany_11433-RA	XP_026493557.1
OG0002610	Bany_14135-RA, Bany_15080-RA, Bany_13962-RA	XP_026486923.1
OG0002611	Bany_08897-RA	XP_026499663.1
OG0002612	Bany_01183-RA	XP_026483550.1
OG0002613	Bany_13889-RA, Bany_13882-RA	XP_026499174.1
OG0002614	Bany_08898-RA	XP_026499661.1
OG0002615	Bany_15670-RA	XP_026496370.1, XP_026496371.1
OG0002616	Bany_05438-RA	XP_026491807.1, XP_026491808.1
OG0002617	Bany_08195-RA	XP_026488316.1
OG0002618	Bany_17940-RA	XP_026492471.1
OG0002619	Bany_05440-RA	XP_026491473.1
OG0002620	Bany_02913-RA	XP_026495263.1
OG0002621	Bany_09590-RA	XP_026498738.1
OG0002622	Bany_05445-RA	XP_026491472.1, XP_026491471.1
OG0002623	Bany_11444-RA	XP_026490679.1
OG0002624	Bany_00330-RA, Bany_00329-RA	XP_026484779.1, XP_026484594.1
OG0002625	Bany_15674-RA	XP_026496296.1, XP_026496297.1
OG0002626	Bany_11453-RA, Bany_11454-RA	XP_026490541.1
OG0002627	Bany_04629-RA	XP_026487908.1
OG0002628	Bany_00335-RA, Bany_00332-RA	XP_026484405.1
OG0002629	Bany_14532-RA	XP_026495491.1
OG0002630	Bany_11459-RA	XP_026492108.1
OG0002633	Bany_04636-RA, Bany_04638-RA	XP_026487878.1
OG0002635	Bany_17589-RA	XP_026486506.1
OG0002637	Bany_06198-RA	XP_026484658.1, XP_026484649.1
OG0002638	Bany_15677-RA	XP_026496434.1
OG0002639	Bany_06199-RA	XP_026484680.1, XP_026484671.1
OG0002640	Bany_11470-RA	XP_026491951.1
OG0002641	Bany_17590-RA	XP_026486234.1
OG0002642	Bany_07414-RA	XP_026497985.1
OG0002643	Bany_11474-RA	XP_026491974.1
OG0002644	Bany_01218-RA	XP_026483347.1
OG0002645	Bany_04649-RA	XP_026494773.1
OG0002646	Bany_13916-RA	XP_026499057.1
OG0002647	Bany_16695-RA	XP_026496146.1
OG0002648	Bany_14565-RA	XP_026495835.1, XP_026495836.1, XP_026495837.1
OG0002649	Bany_02929-RA	XP_026495194.1
OG0002650	Bany_04659-RA	XP_026494751.1
OG0002651	Bany_01223-RA	XP_026488950.1
OG0002652	Bany_06873-RA	XP_026483641.1
OG0002653	Bany_00358-RA	XP_026484410.1
OG0002654	Bany_10879-RA	XP_026485466.1
OG0002655	Bany_00359-RA	XP_026484395.1
OG0002656	Bany_13321-RA	XP_026498038.1
OG0002657	Bany_13323-RA	XP_026498025.1
OG0002658	Bany_00364-RA	XP_026484390.1
OG0002659	Bany_11493-RA	XP_026491860.1
OG0002661	Bany_02205-RA	XP_026497648.1
