Orthogroup	Bicyclus_anynana	Vanessa_cardui
OG0001315	Bany_16446-RA	Vcard_DToL14112-RA
OG0001316	Bany_16948-RA	Vcard_DToL15304-RA
OG0001318	Bany_17701-RA	Vcard_DToL15984-RA, Vcard_DToL15983-RA
OG0001319	Bany_11839-RA	Vcard_DToL07164-RA
OG0001320	Bany_13624-RA, Bany_13627-RA	Vcard_DToL12474-RA
OG0001321	Bany_00948-RA	Vcard_DToL18342-RA
OG0001322	Bany_00949-RA	Vcard_DToL18340-RA
OG0001323	Bany_12469-RA	Vcard_DToL17809-RA
OG0001324	Bany_13035-RA	Vcard_DToL11322-RA
OG0001325	Bany_07188-RA	Vcard_DToL00125-RA
OG0001326	Bany_15474-RA	Vcard_DToL03069-RA
OG0001327	Bany_02087-RA	Vcard_DToL16482-RA
OG0001327	Bany_14913-RA	Vcard_DToL16481-RA
OG0001328	Bany_02086-RA, Bany_14914-RA	Vcard_DToL16493-RA
OG0001329	Bany_13632-RA	Vcard_DToL12470-RA
OG0001330	Bany_17712-RA	Vcard_DToL15891-RA
OG0001331	Bany_13042-RA	Vcard_DToL11328-RA, Vcard_DToL11331-RA, Vcard_DToL11332-RA
OG0001332	Bany_05199-RA, Bany_05230-RA	Vcard_DToL03360-RA
OG0001333	Bany_16469-RA, Bany_16467-RA	Vcard_DToL14108-RA
OG0001334	Bany_01864-RA, Bany_01865-RA	Vcard_DToL16731-RA
OG0001335	Bany_08685-RA	Vcard_DToL09719-RA
OG0001336	Bany_13642-RA	Vcard_DToL12463-RA
OG0001337	Bany_00961-RA	Vcard_DToL18436-RA
OG0001338	Bany_06871-RA, Bany_08690-RA, Bany_12414-RA	Vcard_DToL17502-RA
OG0001339	Bany_16481-RA	Vcard_DToL14092-RA
OG0001339	Bany_16480-RA	Vcard_DToL14094-RA
OG0001341	Bany_12502-RA	Vcard_DToL17793-RA
OG0001342	Bany_17432-RA, Bany_17434-RA	Vcard_DToL16795-RA
OG0001343	Bany_16981-RA	Vcard_DToL15148-RA
OG0001344	Bany_00981-RA	Vcard_DToL18544-RA
OG0001345	Bany_00033-RA	Vcard_DToL01877-RA
OG0001346	Bany_03497-RA	Vcard_DToL06293-RA, Vcard_DToL06285-RA, Vcard_DToL06287-RA, Vcard_DToL06294-RA
OG0001347	Bany_13669-RA	Vcard_DToL12437-RA
OG0001348	Bany_17738-RA, Bany_17737-RA	Vcard_DToL15912-RA
OG0001349	Bany_17739-RA	Vcard_DToL15914-RA
OG0001349	Bany_17741-RA	Vcard_DToL15913-RA
OG0001350	Bany_18050-RA	Vcard_DToL16245-RA
OG0001352	Bany_09361-RA	Vcard_DToL14918-RA
OG0001353	Bany_12536-RA	Vcard_DToL17826-RA
OG0001354	Bany_12542-RA	Vcard_DToL17835-RA
OG0001355	Bany_09384-RA, Bany_09577-RA	Vcard_DToL14839-RA
OG0001356	Bany_09393-RA	Vcard_DToL13706-RA
OG0001358	Bany_04668-RA	Vcard_DToL01810-RA
OG0001358	Bany_00068-RA	Vcard_DToL01811-RA
OG0001359	Bany_08792-RA	Vcard_DToL09588-RA
OG0001360	Bany_01014-RA	Vcard_DToL18419-RA, Vcard_DToL18418-RA
OG0001361	Bany_05249-RA	Vcard_DToL03381-RA
OG0001362	Bany_11877-RA	Vcard_DToL07140-RA
OG0001363	Bany_01925-RA	Vcard_DToL16511-RA, Vcard_DToL16513-RA
OG0001364	Bany_06611-RA	Vcard_DToL17730-RA
OG0001365	Bany_02698-RA	Vcard_DToL09017-RA, Vcard_DToL09016-RA
OG0001366	Bany_07238-RA	Vcard_DToL00065-RA
OG0001367	Bany_00089-RA	Vcard_DToL01789-RA
OG0001368	Bany_07239-RA	Vcard_DToL00069-RA, Vcard_DToL00071-RA
OG0001369	Bany_09977-RA	Vcard_DToL04804-RA
OG0001369	Bany_09978-RA	Vcard_DToL04802-RA
OG0001370	Bany_17764-RA, Bany_17763-RA	Vcard_DToL16061-RA, Vcard_DToL16062-RA
OG0001371	Bany_11884-RA	Vcard_DToL07120-RA
OG0001372	Bany_14368-RA	Vcard_DToL13008-RA
OG0001373	Bany_00195-RA	Vcard_DToL01897-RA
OG0001374	Bany_04420-RA	Vcard_DToL00891-RA
OG0001375	Bany_00103-RA	Vcard_DToL01782-RA
OG0001375	Bany_00102-RA	Vcard_DToL01780-RA
OG0001376	Bany_00109-RA	Vcard_DToL01774-RA, Vcard_DToL06191-RA
OG0001377	Bany_16536-RA, Bany_16539-RA	Vcard_DToL13871-RA
OG0001378	Bany_09410-RA	Vcard_DToL14185-RA
OG0001378	Bany_16923-RA	Vcard_DToL14181-RA
OG0001379	Bany_00118-RA, Bany_00121-RA	Vcard_DToL01766-RA
OG0001380	Bany_07253-RA, Bany_07254-RA	Vcard_DToL00015-RA
OG0001382	Bany_14382-RA	Vcard_DToL12993-RA
OG0001383	Bany_05273-RA	Vcard_DToL03406-RA
OG0001384	Bany_16175-RA	Vcard_DToL18792-RA
OG0001385	Bany_11904-RA	Vcard_DToL07096-RA, Vcard_DToL07094-RA
OG0001386	Bany_13504-RA	Vcard_DToL04109-RA
OG0001387	Bany_02730-RA	Vcard_DToL08983-RA
OG0001388	Bany_08043-RA	Vcard_DToL04104-RA
OG0001390	Bany_02742-RA	Vcard_DToL08971-RA
OG0001390	Bany_02741-RA	Vcard_DToL08973-RA
OG0001391	Bany_05952-RA	Vcard_DToL06412-RA, Vcard_DToL06414-RA
OG0001392	Bany_01991-RA	Vcard_DToL16624-RA
OG0001393	Bany_10001-RA	Vcard_DToL04779-RA, Vcard_DToL04785-RA
OG0001394	Bany_15590-RA	Vcard_DToL03172-RA
OG0001396	Bany_06657-RA	Vcard_DToL17684-RA
OG0001397	Bany_16204-RA	Vcard_DToL18760-RA
OG0001398	Bany_17821-RA	Vcard_DToL16045-RA
OG0001399	Bany_01062-RA	Vcard_DToL18314-RA
OG0001400	Bany_09461-RA	Vcard_DToL14554-RA
OG0001401	Bany_10730-RA	Vcard_DToL10749-RA
OG0001404	Bany_15609-RA, Bany_15608-RA, Bany_15607-RA, Bany_15610-RA	Vcard_DToL03179-RA
OG0001405	Bany_17830-RA	Vcard_DToL16111-RA
OG0001405	Bany_17829-RA	Vcard_DToL16112-RA
OG0001406	Bany_08789-RA	Vcard_DToL09591-RA
OG0001406	Bany_08787-RA	Vcard_DToL09592-RA
OG0001407	Bany_01081-RA	Vcard_DToL18305-RA
OG0001408	Bany_16230-RA	Vcard_DToL18842-RA, Vcard_DToL18843-RA
OG0001409	Bany_08087-RA	Vcard_DToL03995-RA
OG0001412	Bany_14447-RA	Vcard_DToL12849-RA, Vcard_DToL12850-RA
OG0001413	Bany_06029-RA	Vcard_DToL06892-RA
OG0001415	Bany_10038-RA	Vcard_DToL04894-RA, Vcard_DToL04893-RA
OG0001416	Bany_16264-RA	Vcard_DToL18567-RA
OG0001417	Bany_11327-RA	Vcard_DToL13469-RA, Vcard_DToL13468-RA
OG0001418	Bany_04505-RA	Vcard_DToL00996-RA
OG0001419	Bany_04508-RA	Vcard_DToL00999-RA
OG0001421	Bany_17138-RA	Vcard_DToL14967-RA
OG0001422	Bany_16625-RA, Bany_16624-RA	Vcard_DToL14016-RA
OG0001423	Bany_10809-RA	Vcard_DToL10568-RA
OG0001424	Bany_07330-RA	Vcard_DToL00079-RA
OG0001424	Bany_07328-RA	Vcard_DToL00077-RA
OG0001426	Bany_01140-RA	Vcard_DToL07669-RA
OG0001427	Bany_06074-RA	Vcard_DToL06613-RA
OG0001428	Bany_07337-RA	Vcard_DToL00085-RA
OG0001430	Bany_17170-RA, Bany_17171-RA, Bany_17169-RA	Vcard_DToL15247-RA
OG0001431	Bany_06788-RA, Bany_06787-RA	Vcard_DToL17562-RA
OG0001432	Bany_07343-RA	Vcard_DToL00179-RA
OG0001433	Bany_05525-RA, Bany_10066-RA, Bany_02393-RA	Vcard_DToL15617-RA
OG0001434	Bany_07741-RA, Bany_11366-RA	Vcard_DToL13431-RA
OG0001435	Bany_02865-RA	Vcard_DToL08845-RA
OG0001436	Bany_06791-RA	Vcard_DToL17557-RA
OG0001437	Bany_06103-RA	Vcard_DToL06635-RA
OG0001438	Bany_02871-RA, Bany_03095-RA	Vcard_DToL08591-RA
OG0001439	Bany_10073-RA	Vcard_DToL04947-RA
OG0001440	Bany_09546-RA	Vcard_DToL14880-RA, Vcard_DToL14879-RA
OG0001441	Bany_02130-RA, Bany_02126-RA	Vcard_DToL04229-RA
OG0001442	Bany_08840-RA	Vcard_DToL09536-RA, Vcard_DToL09535-RA
OG0001443	Bany_04586-RA	Vcard_DToL01109-RA, Vcard_DToL01108-RA
OG0001443	Bany_04584-RA	Vcard_DToL01106-RA
OG0001445	Bany_12843-RA, Bany_12842-RA	Vcard_DToL18139-RA
OG0001446	Bany_13846-RA	Vcard_DToL12205-RA
OG0001447	Bany_10109-RA	Vcard_DToL04970-RA
OG0001448	Bany_17202-RA	Vcard_DToL15202-RA
OG0001449	Bany_06152-RA	Vcard_DToL06535-RA
OG0001450	Bany_11411-RA	Vcard_DToL13376-RA, Vcard_DToL13377-RA
OG0001451	Bany_08175-RA, Bany_08174-RA	Vcard_DToL04223-RA
OG0001452	Bany_11425-RA	Vcard_DToL13362-RA
OG0001452	Bany_11426-RA	Vcard_DToL13359-RA
OG0001453	Bany_12866-RA	Vcard_DToL18154-RA
OG0001454	Bany_17215-RA, Bany_17216-RA	Vcard_DToL15185-RA
OG0001455	Bany_05425-RA	Vcard_DToL03554-RA
OG0001456	Bany_13874-RA	Vcard_DToL12239-RA
OG0001457	Bany_00311-RA	Vcard_DToL02036-RA
OG0001458	Bany_13875-RA	Vcard_DToL12241-RA
OG0001459	Bany_13878-RA	Vcard_DToL12244-RA
OG0001460	Bany_07390-RA, Bany_07391-RA	Vcard_DToL00297-RA
OG0001462	Bany_06178-RA, Bany_06177-RA	Vcard_DToL06513-RA
OG0001463	Bany_14515-RA	Vcard_DToL12915-RA, Vcard_DToL12916-RA, Vcard_DToL12914-RA
OG0001464	Bany_02914-RA	Vcard_DToL08795-RA
OG0001465	Bany_14518-RA	Vcard_DToL12920-RA
OG0001466	Bany_04621-RA	Vcard_DToL01151-RA
OG0001467	Bany_06839-RA	Vcard_DToL17466-RA, Vcard_DToL17465-RA
OG0001468	Bany_16673-RA	Vcard_DToL13967-RA, Vcard_DToL13968-RA
OG0001469	Bany_14525-RA	Vcard_DToL12933-RA
OG0001469	Bany_14527-RA	Vcard_DToL12934-RA
OG0001470	Bany_13288-RA	Vcard_DToL12117-RA
OG0001471	Bany_05451-RA	Vcard_DToL03591-RA, Vcard_DToL03590-RA
OG0001472	Bany_06189-RA	Vcard_DToL06502-RA
OG0001473	Bany_12929-RA	Vcard_DToL18090-RA, Vcard_DToL18089-RA
OG0001474	Bany_06861-RA	Vcard_DToL17493-RA
OG0001475	Bany_16686-RA, Bany_11063-RA	Vcard_DToL13950-RA
OG0001476	Bany_06863-RA	Vcard_DToL17495-RA
OG0001479	Bany_04651-RA	Vcard_DToL01519-RA
OG0001480	Bany_14564-RA	Vcard_DToL12741-RA
OG0001481	Bany_09610-RA, Bany_09611-RA	Vcard_DToL14805-RA
OG0001482	Bany_02196-RA	Vcard_DToL16374-RA, Vcard_DToL16373-RA
OG0001483	Bany_00356-RA	Vcard_DToL02077-RA, Vcard_DToL02075-RA
OG0001484	Bany_13320-RA	Vcard_DToL11297-RA, Vcard_DToL11295-RA
OG0001486	Bany_10894-RA	Vcard_DToL10483-RA
OG0001487	Bany_06222-RA	Vcard_DToL06866-RA, Vcard_DToL06867-RA
OG0001488	Bany_17992-RA	Vcard_DToL16150-RA
OG0001490	Bany_17611-RA	Vcard_DToL17003-RA
OG0001491	Bany_14248-RA	Vcard_DToL11830-RA
OG0001491	Bany_02981-RA	Vcard_DToL08728-RA
OG0001492	Bany_07480-RA	Vcard_DToL00233-RA
OG0001494	Bany_16726-RA	Vcard_DToL14143-RA
OG0001495	Bany_17276-RA	Vcard_DToL15360-RA
OG0001498	Bany_13964-RA	Vcard_DToL11963-RA
OG0001499	Bany_09673-RA	Vcard_DToL14467-RA
OG0001500	Bany_15155-RA, Bany_15156-RA	Vcard_DToL09827-RA
OG0001501	Bany_02258-RA	Vcard_DToL16298-RA
OG0001502	Bany_08972-RA	Vcard_DToL09420-RA, Vcard_DToL09421-RA
OG0001503	Bany_01310-RA, Bany_01312-RA	Vcard_DToL07844-RA
OG0001505	Bany_04706-RA	Vcard_DToL01576-RA
OG0001506	Bany_09676-RA	Vcard_DToL14469-RA, Vcard_DToL14470-RA
OG0001507	Bany_17285-RA	Vcard_DToL15368-RA, Vcard_DToL15367-RA
OG0001508	Bany_10219-RA	Vcard_DToL05107-RA
OG0001509	Bany_04711-RA	Vcard_DToL01578-RA
OG0001511	Bany_04712-RA	Vcard_DToL01580-RA, Vcard_DToL01581-RA
OG0001512	Bany_08280-RA	Vcard_DToL04336-RA
OG0001513	Bany_18069-RA	Vcard_DToL16220-RA
OG0001514	Bany_15766-RA	Vcard_DToL02938-RA
OG0001515	Bany_04730-RA	Vcard_DToL01605-RA
OG0001516	Bany_13982-RA	Vcard_DToL11984-RA
OG0001517	Bany_09683-RA	Vcard_DToL14479-RA, Vcard_DToL14481-RA
OG0001518	Bany_10256-RA	Vcard_DToL05150-RA
OG0001518	Bany_10255-RA	Vcard_DToL05149-RA
OG0001519	Bany_15768-RA	Vcard_DToL02942-RA
OG0001520	Bany_01357-RA	Vcard_DToL07900-RA, Vcard_DToL07899-RA
OG0001521	Bany_01359-RA, Bany_01360-RA, Bany_01361-RA	Vcard_DToL07903-RA
OG0001522	Bany_03875-RA	Vcard_DToL05882-RA
OG0001523	Bany_04744-RA	Vcard_DToL01292-RA
OG0001524	Bany_09696-RA	Vcard_DToL14501-RA
OG0001525	Bany_12133-RA	Vcard_DToL07364-RA
OG0001526	Bany_15188-RA	Vcard_DToL09797-RA
OG0001528	Bany_10276-RA	Vcard_DToL05349-RA
OG0001529	Bany_17306-RA	Vcard_DToL15383-RA
OG0001530	Bany_00464-RA	Vcard_DToL02295-RA
OG0001531	Bany_17672-RA	Vcard_DToL17044-RA
OG0001532	Bany_01383-RA	Vcard_DToL07918-RA
OG0001534	Bany_13404-RA	Vcard_DToL11036-RA
OG0001534	Bany_13405-RA	Vcard_DToL11037-RA
OG0001535	Bany_04769-RA	Vcard_DToL01261-RA
OG0001536	Bany_06303-RA	Vcard_DToL06720-RA
OG0001537	Bany_07562-RA	Vcard_DToL00424-RA
OG0001538	Bany_10289-RA	Vcard_DToL05360-RA, Vcard_DToL05362-RA
OG0001539	Bany_00475-RA	Vcard_DToL02363-RA
OG0001540	Bany_05576-RA	Vcard_DToL03711-RA
OG0001541	Bany_08330-RA	Vcard_DToL04389-RA
OG0001542	Bany_18078-RA	Vcard_DToL16209-RA
OG0001543	Bany_01407-RA	Vcard_DToL07985-RA
OG0001544	Bany_08333-RA	Vcard_DToL04391-RA
OG0001546	Bany_13991-RA	Vcard_DToL11992-RA
OG0001547	Bany_18082-RA	Vcard_DToL16203-RA, Vcard_DToL16204-RA
OG0001548	Bany_12151-RA	Vcard_DToL07385-RA
OG0001549	Bany_10314-RA	Vcard_DToL05390-RA
OG0001550	Bany_07576-RA	Vcard_DToL00446-RA
OG0001551	Bany_09895-RA, Bany_09741-RA	Vcard_DToL14439-RA
OG0001552	Bany_00513-RA	Vcard_DToL02323-RA, Vcard_DToL02321-RA
OG0001553	Bany_01425-RA	Vcard_DToL07965-RA
OG0001554	Bany_11645-RA	Vcard_DToL13687-RA
OG0001554	Bany_11646-RA	Vcard_DToL13688-RA
OG0001555	Bany_03932-RA	Vcard_DToL05816-RA
OG0001556	Bany_03937-RA	Vcard_DToL05804-RA
OG0001557	Bany_09035-RA	Vcard_DToL09491-RA
OG0001558	Bany_17323-RA	Vcard_DToL15411-RA
OG0001559	Bany_09045-RA	Vcard_DToL09331-RA
OG0001560	Bany_14025-RA	Vcard_DToL12030-RA
OG0001561	Bany_03134-RA	Vcard_DToL08543-RA
OG0001561	Bany_03130-RA	Vcard_DToL08548-RA
OG0001562	Bany_09061-RA	Vcard_DToL09312-RA
OG0001562	Bany_09063-RA	Vcard_DToL09310-RA
OG0001563	Bany_14724-RA	Vcard_DToL12616-RA
OG0001563	Bany_14725-RA	Vcard_DToL12614-RA
OG0001564	Bany_16824-RA	Vcard_DToL14249-RA
OG0001565	Bany_15267-RA	Vcard_DToL10212-RA
OG0001566	Bany_01499-RA	Vcard_DToL07805-RA
OG0001567	Bany_10976-RA	Vcard_DToL10392-RA
OG0001568	Bany_02367-RA	Vcard_DToL15592-RA
OG0001570	Bany_10983-RA	Vcard_DToL10379-RA
OG0001572	Bany_10350-RA	Vcard_DToL05435-RA
OG0001573	Bany_16862-RA	Vcard_DToL14280-RA
OG0001573	Bany_16859-RA	Vcard_DToL14279-RA
OG0001574	Bany_03167-RA	Vcard_DToL08517-RA
OG0001574	Bany_03161-RA	Vcard_DToL08516-RA
OG0001575	Bany_17373-RA	Vcard_DToL15464-RA
OG0001575	Bany_17374-RA	Vcard_DToL15465-RA
OG0001576	Bany_08396-RA	Vcard_DToL04467-RA, Vcard_DToL04466-RA, Vcard_DToL04470-RA
OG0001577	Bany_00588-RA	Vcard_DToL02245-RA
OG0001578	Bany_04863-RA	Vcard_DToL01409-RA
OG0001579	Bany_00592-RA	Vcard_DToL02239-RA
OG0001580	Bany_15332-RA	Vcard_DToL10093-RA
OG0001581	Bany_00601-RA	Vcard_DToL02374-RA, Vcard_DToL02373-RA
OG0001582	Bany_00603-RA	Vcard_DToL02376-RA
OG0001583	Bany_07053-RA	Vcard_DToL17236-RA
OG0001584	Bany_00606-RA	Vcard_DToL02382-RA, Vcard_DToL02381-RA
OG0001586	Bany_07060-RA	Vcard_DToL17223-RA
OG0001587	Bany_11738-RA	Vcard_DToL13816-RA
OG0001591	Bany_13499-RA	Vcard_DToL10939-RA
OG0001591	Bany_13498-RA	Vcard_DToL10938-RA
OG0001592	Bany_11001-RA	Vcard_DToL10362-RA, Vcard_DToL10359-RA, Vcard_DToL10360-RA, Vcard_DToL10361-RA
OG0001593	Bany_04886-RA	Vcard_DToL01433-RA
OG0001594	Bany_10384-RA	Vcard_DToL05174-RA, Vcard_DToL05175-RA
OG0001595	Bany_09842-RA	Vcard_DToL14337-RA
OG0001597	Bany_04042-RA	Vcard_DToL05684-RA
OG0001598	Bany_08433-RA	Vcard_DToL04528-RA
OG0001600	Bany_09167-RA	Vcard_DToL09212-RA
OG0001601	Bany_12288-RA	Vcard_DToL07526-RA, Vcard_DToL07527-RA
OG0001602	Bany_15348-RA	Vcard_DToL10072-RA, Vcard_DToL10071-RA
OG0001603	Bany_09886-RA	Vcard_DToL18545-RA, Vcard_DToL18549-RA
OG0001604	Bany_01593-RA	Vcard_DToL08203-RA
OG0001605	Bany_01598-RA	Vcard_DToL08193-RA
OG0001607	Bany_00672-RA	Vcard_DToL02483-RA
OG0001608	Bany_14168-RA	Vcard_DToL11904-RA, Vcard_DToL11905-RA
OG0001609	Bany_07118-RA	Vcard_DToL17130-RA
OG0001610	Bany_04086-RA	Vcard_DToL05644-RA
OG0001611	Bany_12335-RA, Bany_12338-RA, Bany_12337-RA	Vcard_DToL07575-RA
OG0001612	Bany_08476-RA	Vcard_DToL04574-RA
OG0001614	Bany_07137-RA	Vcard_DToL17113-RA, Vcard_DToL17112-RA
OG0001615	Bany_02442-RA	Vcard_DToL15714-RA
OG0001615	Bany_02441-RA	Vcard_DToL15712-RA
OG0001616	Bany_14851-RA	Vcard_DToL12507-RA
OG0001616	Bany_14852-RA	Vcard_DToL12508-RA
OG0001617	Bany_12348-RA	Vcard_DToL07583-RA
OG0001618	Bany_12349-RA, Bany_12350-RA	Vcard_DToL07584-RA
OG0001619	Bany_06447-RA	Vcard_DToL06963-RA
OG0001621	Bany_09245-RA	Vcard_DToL09129-RA
OG0001622	Bany_15420-RA	Vcard_DToL10149-RA
OG0001623	Bany_00751-RA	Vcard_DToL02567-RA
OG0001624	Bany_06487-RA	Vcard_DToL07013-RA
OG0001625	Bany_11098-RA	Vcard_DToL10265-RA
OG0001625	Bany_11099-RA	Vcard_DToL10264-RA
OG0001626	Bany_04133-RA	Vcard_DToL05607-RA
OG0001626	Bany_04136-RA	Vcard_DToL05604-RA
OG0001627	Bany_06492-RA, Bany_06491-RA	Vcard_DToL07015-RA
OG0001629	Bany_04989-RA, Bany_04990-RA, Bany_04991-RA	Vcard_DToL01668-RA
OG0001630	Bany_08557-RA	Vcard_DToL04657-RA
OG0001631	Bany_04998-RA	Vcard_DToL01660-RA
OG0001632	Bany_02480-RA	Vcard_DToL15767-RA
OG0001634	Bany_06515-RA	Vcard_DToL07035-RA
OG0001635	Bany_09282-RA	Vcard_DToL09096-RA
OG0001635	Bany_09283-RA	Vcard_DToL09094-RA
OG0001636	Bany_05025-RA	Vcard_DToL01628-RA, Vcard_DToL01626-RA
OG0001638	Bany_01709-RA	Vcard_DToL08065-RA
OG0001638	Bany_01707-RA	Vcard_DToL08067-RA
OG0001639	Bany_07801-RA	Vcard_DToL00771-RA
OG0001640	Bany_12410-RA	Vcard_DToL07641-RA
OG0001641	Bany_01717-RA	Vcard_DToL08059-RA
OG0001642	Bany_01723-RA	Vcard_DToL08049-RA
OG0001643	Bany_00822-RA	Vcard_DToL02634-RA
OG0001644	Bany_07851-RA	Vcard_DToL00619-RA
OG0001645	Bany_02551-RA	Vcard_DToL15830-RA
OG0001648	Bany_02554-RA, Bany_02556-RA	Vcard_DToL15834-RA
OG0001649	Bany_05818-RA	Vcard_DToL03934-RA
OG0001650	Bany_04234-RA	Vcard_DToL05529-RA
OG0001651	Bany_01791-RA, Bany_01790-RA	Vcard_DToL08038-RA
OG0001652	Bany_01794-RA	Vcard_DToL08040-RA
OG0001653	Bany_03430-RA	Vcard_DToL08426-RA
OG0001654	Bany_05167-RA	Vcard_DToL01488-RA
OG0001654	Bany_05166-RA, Bany_05168-RA	Vcard_DToL01486-RA
OG0001670	Bany_18177-RA	Vcard_DToL18281-RA, Vcard_DToL18280-RA
OG0001671	Bany_17862-RA, Bany_18175-RA	Vcard_DToL15964-RA
OG0001673	Bany_02162-RA	Vcard_DToL16408-RA
OG0001673	Bany_18164-RA	Vcard_DToL16409-RA
OG0001674	Bany_18140-RA, Bany_06772-RA, Bany_06774-RA	Vcard_DToL17574-RA
OG0001675	Bany_13022-RA	Vcard_DToL11304-RA
OG0001676	Bany_17690-RA	Vcard_DToL16135-RA
OG0001677	Bany_16928-RA	Vcard_DToL15281-RA
OG0001677	Bany_14907-RA	Vcard_DToL15280-RA
OG0001678	Bany_00003-RA	Vcard_DToL01906-RA, Vcard_DToL01905-RA
OG0001680	Bany_14262-RA	Vcard_DToL13129-RA
OG0001680	Bany_14263-RA	Vcard_DToL13126-RA
OG0001681	Bany_12450-RA	Vcard_DToL17899-RA
OG0001682	Bany_14890-RA	Vcard_DToL09969-RA
OG0001683	Bany_10547-RA	Vcard_DToL10614-RA
OG0001685	Bany_06549-RA	Vcard_DToL17339-RA
OG0001686	Bany_17698-RA, Bany_17696-RA	Vcard_DToL16117-RA
OG0001687	Bany_10550-RA	Vcard_DToL10615-RA
OG0001688	Bany_14891-RA	Vcard_DToL09966-RA
OG0001689	Bany_16086-RA, Bany_07180-RA	Vcard_DToL18718-RA, Vcard_DToL18716-RA
OG0001690	Bany_09345-RA	Vcard_DToL14933-RA
OG0001691	Bany_00938-RA	Vcard_DToL18483-RA, Vcard_DToL18485-RA
OG0001692	Bany_00943-RA	Vcard_DToL18348-RA
OG0001693	Bany_13031-RA, Bany_17085-RA, Bany_17084-RA	Vcard_DToL15042-RA
OG0001695	Bany_08671-RA	Vcard_DToL09701-RA
OG0001696	Bany_11147-RA, Bany_11148-RA	Vcard_DToL13592-RA
OG0001697	Bany_07942-RA	Vcard_DToL04011-RA
OG0001698	Bany_05196-RA	Vcard_DToL03314-RA
OG0001700	Bany_16460-RA, Bany_16458-RA	Vcard_DToL18210-RA
OG0001701	Bany_01853-RA	Vcard_DToL16739-RA
OG0001702	Bany_00955-RA	Vcard_DToL18333-RA
OG0001703	Bany_07194-RA, Bany_07196-RA	Vcard_DToL00164-RA
OG0001704	Bany_00873-RA, Bany_00036-RA, Bany_16064-RA, Bany_00874-RA	Vcard_DToL18701-RA
OG0001705	Bany_01868-RA	Vcard_DToL16729-RA
OG0001706	Bany_08429-RA	Vcard_DToL17783-RA
OG0001707	Bany_16065-RA, Bany_05334-RA	Vcard_DToL18702-RA
OG0001708	Bany_10636-RA	Vcard_DToL10686-RA
OG0001708	Bany_10613-RA, Bany_10578-RA	Vcard_DToL10644-RA
OG0001709	Bany_14297-RA, Bany_14298-RA	Vcard_DToL13102-RA
OG0001710	Bany_17720-RA, Bany_17628-RA	Vcard_DToL15901-RA
OG0001711	Bany_17421-RA	Vcard_DToL16806-RA
OG0001713	Bany_06570-RA	Vcard_DToL17367-RA
OG0001714	Bany_17426-RA	Vcard_DToL16802-RA, Vcard_DToL16799-RA
OG0001715	Bany_09937-RA	Vcard_DToL04845-RA
OG0001716	Bany_09939-RA	Vcard_DToL04843-RA
OG0001717	Bany_15495-RA	Vcard_DToL03086-RA
OG0001718	Bany_09353-RA	Vcard_DToL14925-RA
OG0001719	Bany_16084-RA	Vcard_DToL18721-RA
OG0001720	Bany_11161-RA	Vcard_DToL13619-RA
OG0001722	Bany_15501-RA	Vcard_DToL03091-RA
OG0001723	Bany_15507-RA	Vcard_DToL03100-RA
OG0001724	Bany_02669-RA	Vcard_DToL09045-RA
OG0001725	Bany_01904-RA, Bany_01901-RA, Bany_01902-RA	Vcard_DToL16699-RA
OG0001726	Bany_17444-RA, Bany_17443-RA	Vcard_DToL16787-RA
OG0001727	Bany_00998-RA	Vcard_DToL18524-RA, Vcard_DToL18522-RA
OG0001728	Bany_15521-RA	Vcard_DToL03110-RA
OG0001729	Bany_17447-RA	Vcard_DToL16783-RA
OG0001730	Bany_01906-RA, Bany_01905-RA	Vcard_DToL16698-RA
OG0001731	Bany_09371-RA	Vcard_DToL14903-RA
OG0001733	Bany_07218-RA	Vcard_DToL00034-RA
OG0001734	Bany_17450-RA	Vcard_DToL16780-RA
OG0001735	Bany_15523-RA	Vcard_DToL03112-RA
OG0001736	Bany_07991-RA	Vcard_DToL04073-RA
OG0001737	Bany_02019-RA	Vcard_DToL16562-RA
OG0001738	Bany_05239-RA	Vcard_DToL03366-RA
OG0001739	Bany_09374-RA	Vcard_DToL14898-RA
OG0001740	Bany_04382-RA	Vcard_DToL00853-RA
OG0001742	Bany_14326-RA	Vcard_DToL13071-RA
OG0001743	Bany_14330-RA	Vcard_DToL13066-RA
OG0001743	Bany_14327-RA	Vcard_DToL13069-RA
OG0001744	Bany_05925-RA	Vcard_DToL06392-RA, Vcard_DToL06394-RA
OG0001745	Bany_17455-RA	Vcard_DToL16776-RA
OG0001746	Bany_06600-RA, Bany_02825-RA	Vcard_DToL08393-RA
OG0001747	Bany_06603-RA, Bany_06602-RA	Vcard_DToL08388-RA
OG0001748	Bany_12550-RA	Vcard_DToL17838-RA
OG0001749	Bany_11184-RA	Vcard_DToL13641-RA
OG0001750	Bany_01007-RA	Vcard_DToL18509-RA
OG0001751	Bany_16120-RA	Vcard_DToL18742-RA
OG0001752	Bany_10663-RA	Vcard_DToL10827-RA
OG0001753	Bany_04780-RA, Bany_08818-RA, Bany_14947-RA, Bany_01471-RA	Vcard_DToL01250-RA
OG0001754	Bany_13110-RA	Vcard_DToL11281-RA
OG0001755	Bany_17006-RA, Bany_17008-RA	Vcard_DToL15086-RA
OG0001757	Bany_11876-RA	Vcard_DToL07143-RA
OG0001758	Bany_10671-RA	Vcard_DToL10815-RA
