Orthogroup	Bicyclus_anynana	Pararge_aegeria
OG0001252	Bany_14177-RA	XP_039760674.1, XP_039760672.1, XP_039760670.1, XP_039760673.1, XP_039760671.1
OG0001254	Bany_11816-RA	XP_039759700.1
OG0001255	Bany_07729-RA	XP_039764212.1, XP_039764210.1, XP_039764209.1, XP_039764125.1, XP_039764211.1
OG0001256	Bany_06457-RA	XP_039751510.1
OG0001257	Bany_14868-RA, Bany_14876-RA	XP_039756440.1, XP_039756441.1, XP_039756439.1
OG0001258	Bany_01649-RA	XP_039751812.1
OG0001258	Bany_01650-RA	XP_039752329.1
OG0001259	Bany_04973-RA	XP_039755100.1
OG0001260	Bany_01658-RA	XP_039752117.1
OG0001261	Bany_06479-RA	XP_039751686.1, XP_039751599.1
OG0001262	Bany_05764-RA	XP_039745751.1, XP_039745753.1, XP_039745752.1
OG0001263	Bany_08554-RA, Bany_08555-RA	XP_039754448.1
OG0001264	Bany_02481-RA	XP_039745121.1, XP_039745128.1
OG0001265	Bany_00779-RA, Bany_00780-RA	XP_039765310.1
OG0001266	Bany_02496-RA	XP_039758691.1
OG0001267	Bany_02498-RA	XP_039749889.1
OG0001269	Bany_05044-RA	XP_039751731.1, XP_039751734.1
OG0001270	Bany_00809-RA	XP_039765549.1
OG0001271	Bany_08592-RA	XP_039753870.1
OG0001272	Bany_02532-RA	XP_039748973.1, XP_039748965.1, XP_039748982.1, XP_039748956.1
OG0001273	Bany_05060-RA	XP_039760790.1
OG0001274	Bany_00827-RA	XP_039765381.1, XP_039765382.1, XP_039765383.1
OG0001275	Bany_02543-RA	XP_039749416.1
OG0001277	Bany_01762-RA	XP_039752374.1
OG0001279	Bany_07860-RA, Bany_07856-RA	XP_039763979.1, XP_039764123.1, XP_039763960.1
OG0001280	Bany_01792-RA	XP_039752478.1, XP_039752480.1, XP_039752481.1, XP_039752479.1
OG0001281	Bany_04258-RA	XP_039764521.1
OG0001282	Bany_02592-RA	XP_039765967.1, XP_039765952.1
OG0001283	Bany_02607-RA	XP_039748416.1
OG0001284	Bany_02612-RA	XP_039750030.1
OG0001285	Bany_07903-RA	XP_039763845.1, XP_039763844.1
OG0001302	Bany_12443-RA, Bany_12442-RA	XP_039762312.1, XP_039762311.1
OG0001303	Bany_13023-RA	XP_039757077.1
OG0001304	Bany_13024-RA	XP_039756811.1
OG0001305	Bany_09904-RA	XP_039748578.1, XP_039748577.1
OG0001306	Bany_15845-RA	XP_039755005.1
OG0001307	Bany_10546-RA	XP_039750247.1, XP_039750248.1, XP_039750246.1
OG0001308	Bany_16941-RA	XP_039760230.1, XP_039760231.1
OG0001309	Bany_09338-RA	XP_039757523.1, XP_039757520.1, XP_039757525.1, XP_039757521.1, XP_039757519.1, XP_039757522.1
OG0001310	Bany_12454-RA, Bany_06897-RA	XP_039762097.1, XP_039762096.1
OG0001312	Bany_00930-RA	XP_039752818.1, XP_039752819.1
OG0001314	Bany_07931-RA, Bany_15191-RA, Bany_15190-RA, Bany_07929-RA, Bany_07930-RA, Bany_15192-RA	XP_039758661.1
OG0001315	Bany_16446-RA	XP_039747968.1, XP_039747965.1, XP_039747967.1, XP_039747966.1
OG0001316	Bany_16948-RA	XP_039760150.1
OG0001318	Bany_17701-RA	XP_039760692.1
OG0001319	Bany_11839-RA	XP_039749732.1, XP_039749729.1, XP_039749731.1
OG0001320	Bany_13624-RA, Bany_13627-RA	XP_039755284.1
OG0001321	Bany_00948-RA	XP_039752455.1
OG0001322	Bany_00949-RA	XP_039752091.1
OG0001323	Bany_12471-RA	XP_039762404.1
OG0001324	Bany_13035-RA	XP_039757034.1
OG0001325	Bany_07188-RA	XP_039764004.1
OG0001326	Bany_15474-RA	XP_039755244.1
OG0001327	Bany_02087-RA, Bany_14913-RA	XP_039746704.1
OG0001328	Bany_02086-RA, Bany_14914-RA	XP_039752499.1
OG0001330	Bany_17712-RA, Bany_17713-RA	XP_039760453.1
OG0001331	Bany_13042-RA	XP_039756943.1
OG0001333	Bany_16469-RA	XP_039748485.1
OG0001334	Bany_01865-RA	XP_039749199.1
OG0001336	Bany_13642-RA	XP_039755306.1
OG0001337	Bany_00961-RA, Bany_00963-RA	XP_039751837.1
OG0001338	Bany_06871-RA, Bany_08690-RA, Bany_12414-RA	XP_039747851.1
OG0001339	Bany_16481-RA	XP_039748053.1
OG0001341	Bany_12502-RA	XP_039762446.1
OG0001342	Bany_17432-RA	XP_039761208.1
OG0001342	Bany_17434-RA	XP_039761293.1
OG0001344	Bany_00980-RA, Bany_00981-RA, Bany_00979-RA	XP_039752802.1
OG0001345	Bany_00033-RA	XP_039765421.1, XP_039765420.1, XP_039765419.1
OG0001346	Bany_03497-RA	XP_039764683.1
OG0001347	Bany_13669-RA	XP_039755741.1
OG0001348	Bany_17736-RA	XP_039760638.1
OG0001349	Bany_17739-RA	XP_039760519.1
OG0001350	Bany_14934-RA	XP_039760580.1
OG0001350	Bany_18050-RA	XP_039760581.1
OG0001352	Bany_09361-RA	XP_039758109.1, XP_039758111.1, XP_039758110.1, XP_039758108.1
OG0001353	Bany_12536-RA	XP_039762354.1, XP_039762353.1, XP_039762352.1
OG0001354	Bany_12542-RA	XP_039762402.1
OG0001355	Bany_09384-RA	XP_039757908.1
OG0001355	Bany_09577-RA	XP_039758027.1
OG0001356	Bany_09393-RA	XP_039759321.1
OG0001357	Bany_08929-RA, Bany_08926-RA, Bany_17463-RA, Bany_17464-RA, Bany_17466-RA, Bany_17468-RA, Bany_17472-RA, Bany_17465-RA, Bany_17471-RA, Bany_17473-RA	XP_039761262.1, XP_039761257.1, XP_039761263.1
OG0001358	Bany_00068-RA	XP_039765536.1
OG0001359	Bany_08792-RA	XP_039753472.1
OG0001360	Bany_01014-RA	XP_039752039.1, XP_039752041.1, XP_039752040.1
OG0001361	Bany_05249-RA	XP_039746214.1, XP_039746097.1
OG0001362	Bany_11877-RA	XP_039749828.1
OG0001363	Bany_02058-RA	XP_039746017.1
OG0001364	Bany_06611-RA	XP_039748200.1
OG0001365	Bany_02698-RA	XP_039746915.1, XP_039746914.1
OG0001366	Bany_07238-RA	XP_039763630.1, XP_039763628.1, XP_039763629.1
OG0001367	Bany_00087-RA, Bany_00088-RA, Bany_00089-RA	XP_039745181.1
OG0001368	Bany_07239-RA	XP_039763088.1, XP_039763625.1
OG0001369	Bany_09977-RA, Bany_09978-RA	XP_039749141.1
OG0001370	Bany_17764-RA, Bany_17763-RA	XP_039760702.1
OG0001371	Bany_11884-RA	XP_039749891.1
OG0001372	Bany_14367-RA, Bany_14369-RA	XP_039756711.1
OG0001373	Bany_07244-RA, Bany_00194-RA, Bany_00195-RA	XP_039745437.1
OG0001374	Bany_04420-RA	XP_039754894.1, XP_039754886.1, XP_039754879.1
OG0001375	Bany_00104-RA	XP_039765349.1
OG0001376	Bany_00109-RA	XP_039765362.1, XP_039762308.1, XP_039762309.1
OG0001377	Bany_16536-RA, Bany_16539-RA	XP_039748165.1
OG0001378	Bany_09410-RA	XP_039748265.1
OG0001379	Bany_00118-RA, Bany_00121-RA	XP_039745331.1, XP_039745330.1
OG0001380	Bany_07253-RA, Bany_07254-RA	XP_039764219.1
OG0001381	Bany_12607-RA	XP_039761973.1
OG0001382	Bany_14382-RA	XP_039756130.1
OG0001383	Bany_05273-RA	XP_039745946.1
OG0001384	Bany_16175-RA	XP_039762783.1, XP_039764237.1, XP_039764269.1
OG0001385	Bany_11903-RA, Bany_11904-RA	XP_039749675.1
OG0001386	Bany_13504-RA	XP_039754451.1
OG0001387	Bany_02730-RA	XP_039747348.1, XP_039747347.1
OG0001388	Bany_08040-RA, Bany_08043-RA	XP_039754429.1
OG0001389	Bany_11911-RA	XP_039749903.1
OG0001389	Bany_11910-RA	XP_039749902.1
OG0001390	Bany_02741-RA	XP_039747415.1
OG0001391	Bany_05952-RA	XP_039751294.1
OG0001392	Bany_01991-RA	XP_039747512.1
OG0001393	Bany_10001-RA	XP_039749067.1
OG0001394	Bany_15594-RA, Bany_15593-RA	XP_039754943.1
OG0001397	Bany_16204-RA	XP_039762864.1
OG0001398	Bany_17821-RA	XP_039760531.1
OG0001399	Bany_01062-RA	XP_039752126.1
OG0001400	Bany_09461-RA	XP_039757805.1, XP_039757807.1, XP_039757808.1, XP_039757806.1
OG0001401	Bany_10730-RA	XP_039750656.1
OG0001402	Bany_08782-RA	XP_039753366.1, XP_039753367.1
OG0001402	Bany_09680-RA	XP_039758144.1
OG0001403	Bany_12665-RA, Bany_00317-RA	XP_039758664.1, XP_039745160.1, XP_039753442.1, XP_039753126.1, XP_039748616.1, XP_039748552.1, XP_039747877.1, XP_039747331.1, XP_039763338.1, XP_039750508.1, XP_039760498.1
OG0001404	Bany_15609-RA, Bany_15608-RA, Bany_15607-RA, Bany_15610-RA	XP_039754612.1
OG0001405	Bany_17830-RA	XP_039760744.1
OG0001406	Bany_08789-RA, Bany_08787-RA	XP_039753546.1, XP_039753545.1
OG0001407	Bany_01081-RA	XP_039752299.1
OG0001408	Bany_16230-RA	XP_039762587.1
OG0001409	Bany_08087-RA	XP_039764119.1, XP_039754175.1
OG0001410	Bany_09495-RA	XP_039758006.1
OG0001411	Bany_08092-RA, Bany_08088-RA, Bany_08090-RA	XP_039753955.1
OG0001412	Bany_14447-RA	XP_039756667.1
OG0001413	Bany_06029-RA	XP_039751578.1
OG0001414	Bany_12716-RA	XP_039762438.1, XP_039762439.1
OG0001415	Bany_10038-RA	XP_039748916.1, XP_039748913.1
OG0001416	Bany_16264-RA	XP_039762472.1
OG0001417	Bany_11327-RA	XP_039759248.1
OG0001418	Bany_04505-RA	XP_039752660.1, XP_039752677.1, XP_039752651.1, XP_039752668.1
OG0001419	Bany_04508-RA	XP_039760343.1, XP_039760355.1, XP_039760337.1, XP_039760348.1
OG0001420	Bany_03630-RA	XP_039765082.1, XP_039765081.1
OG0001422	Bany_16625-RA, Bany_16624-RA	XP_039748075.1
OG0001423	Bany_10809-RA	XP_039750623.1
OG0001424	Bany_07330-RA, Bany_07328-RA	XP_039763105.1, XP_039763106.1
OG0001425	Bany_08125-RA	XP_039761522.1, XP_039746972.1, XP_039746041.1, XP_039764344.1, XP_039764343.1, XP_039764309.1, XP_039750969.1
OG0001426	Bany_01140-RA	XP_039751992.1
OG0001427	Bany_06074-RA	XP_039751573.1, XP_039751570.1, XP_039751571.1, XP_039751572.1
OG0001428	Bany_07337-RA	XP_039763658.1, XP_039763659.1, XP_039763657.1
OG0001430	Bany_17170-RA, Bany_17171-RA	XP_039760340.1
OG0001430	Bany_17169-RA	XP_039760154.1
OG0001431	Bany_06788-RA, Bany_06787-RA	XP_039747954.1, XP_039747953.1
OG0001432	Bany_07343-RA	XP_039763710.1
OG0001433	Bany_05525-RA, Bany_10066-RA, Bany_02393-RA	XP_039747168.1
OG0001434	Bany_07741-RA, Bany_11366-RA	XP_039759142.1
OG0001435	Bany_02865-RA	XP_039747067.1, XP_039747066.1
OG0001436	Bany_06791-RA	XP_039747959.1
OG0001437	Bany_06103-RA	XP_039751175.1, XP_039751176.1
OG0001438	Bany_02871-RA, Bany_03095-RA	XP_039747307.1
OG0001439	Bany_10073-RA	XP_039748591.1
OG0001440	Bany_09546-RA	XP_039757669.1
OG0001441	Bany_02126-RA	XP_039754472.1, XP_039754473.1
OG0001442	Bany_08840-RA	XP_039753712.1
OG0001443	Bany_04584-RA	XP_039759440.1
OG0001444	Bany_12827-RA	XP_039755189.1, XP_039759157.1, XP_039765358.1, XP_039763200.1, XP_039762711.1, XP_039754707.1, XP_039765839.1, XP_039765248.1, XP_039748889.1, XP_039764825.1, XP_039758427.1, XP_039753930.1
OG0001445	Bany_12843-RA	XP_039762254.1
OG0001445	Bany_12842-RA	XP_039762235.1
OG0001446	Bany_13846-RA	XP_039755714.1
OG0001447	Bany_10109-RA	XP_039748741.1
OG0001448	Bany_17202-RA	XP_039759872.1, XP_039759873.1, XP_039759871.1
OG0001449	Bany_06152-RA	XP_039751646.1
OG0001450	Bany_11411-RA	XP_039759024.1
OG0001451	Bany_08175-RA	XP_039754035.1
OG0001451	Bany_08174-RA	XP_039754490.1
OG0001452	Bany_11425-RA	XP_039759586.1
OG0001453	Bany_12866-RA	XP_039762310.1
OG0001453	Bany_12869-RA	XP_039761905.1
OG0001454	Bany_17215-RA, Bany_17216-RA	XP_039759817.1, XP_039759818.1
OG0001455	Bany_05425-RA	XP_039745573.1
OG0001456	Bany_13874-RA	XP_039755344.1
OG0001457	Bany_00311-RA	XP_039765366.1
OG0001458	Bany_13875-RA	XP_039755440.1, XP_039755441.1
OG0001459	Bany_13878-RA	XP_039755540.1, XP_039755539.1
OG0001460	Bany_07390-RA	XP_039764221.1
OG0001460	Bany_07391-RA	XP_039763384.1
OG0001461	Bany_16408-RA	XP_039762603.1, XP_039762606.1, XP_039762605.1, XP_039762604.1
OG0001462	Bany_06178-RA, Bany_06177-RA	XP_039751086.1
OG0001463	Bany_14515-RA	XP_039756040.1
OG0001464	Bany_02914-RA	XP_039746907.1, XP_039746906.1
OG0001465	Bany_14518-RA	XP_039756056.1
OG0001466	Bany_04621-RA	XP_039762168.1, XP_039762174.1
OG0001467	Bany_06840-RA, Bany_06839-RA	XP_039747645.1
OG0001468	Bany_16673-RA	XP_039747779.1
OG0001469	Bany_14525-RA, Bany_14527-RA	XP_039756746.1
OG0001470	Bany_13288-RA, Bany_13287-RA, Bany_14106-RA, Bany_13289-RA	XP_039755908.1
OG0001471	Bany_05451-RA	XP_039745928.1
OG0001472	Bany_06189-RA	XP_039751368.1, XP_039751369.1, XP_039751367.1
OG0001473	Bany_12929-RA	XP_039762035.1
OG0001474	Bany_06861-RA	XP_039748159.1, XP_039748160.1, XP_039748158.1
OG0001475	Bany_16686-RA, Bany_11063-RA	XP_039748208.1
OG0001476	Bany_06863-RA	XP_039747643.1, XP_039747642.1
OG0001477	Bany_16690-RA	XP_039747591.1
OG0001478	Bany_10146-RA	XP_039749155.1
OG0001479	Bany_04651-RA	XP_039752980.1, XP_039752971.1
OG0001480	Bany_14564-RA	XP_039756470.1
OG0001481	Bany_09610-RA, Bany_09611-RA	XP_039757783.1
OG0001482	Bany_02196-RA	XP_039750565.1
OG0001483	Bany_00356-RA	XP_039745039.1
OG0001484	Bany_13320-RA	XP_039756760.1
OG0001485	Bany_10160-RA	XP_039749054.1
OG0001486	Bany_10894-RA	XP_039750280.1
OG0001487	Bany_06222-RA	XP_039751182.1, XP_039751645.1
OG0001488	Bany_17992-RA	XP_039760557.1, XP_039760554.1, XP_039760553.1, XP_039760552.1
OG0001489	Bany_02222-RA	XP_039746201.1
OG0001489	Bany_02223-RA	XP_039750312.1
OG0001490	Bany_17611-RA	XP_039760957.1, XP_039760956.1
OG0001491	Bany_14248-RA	XP_039755780.1
OG0001491	Bany_02981-RA	XP_039746829.1
OG0001492	Bany_07480-RA	XP_039763807.1, XP_039763806.1, XP_039763805.1
OG0001493	Bany_01290-RA	XP_039752515.1, XP_039751976.1
OG0001494	Bany_16726-RA	XP_039747924.1
OG0001495	Bany_17276-RA	XP_039760300.1
OG0001496	Bany_13019-RA	XP_039762038.1
OG0001496	Bany_13016-RA	XP_039762039.1
OG0001497	Bany_16728-RA	XP_039747625.1
OG0001498	Bany_13964-RA	XP_039755271.1
OG0001499	Bany_09673-RA	XP_039757438.1
OG0001500	Bany_15155-RA, Bany_15156-RA	XP_039758714.1
OG0001502	Bany_08972-RA	XP_039753113.1
OG0001503	Bany_01310-RA, Bany_01312-RA	XP_039752222.1
OG0001504	Bany_06947-RA	XP_039747615.1
OG0001505	Bany_04706-RA	XP_039757966.1, XP_039757980.1, XP_039757972.1
OG0001506	Bany_09676-RA	XP_039758152.1
OG0001507	Bany_17285-RA	XP_039759792.1, XP_039759793.1, XP_039759794.1
OG0001508	Bany_10219-RA	XP_039749107.1, XP_039749108.1
OG0001509	Bany_04711-RA	XP_039757386.1
OG0001510	Bany_02264-RA	XP_039746645.1, XP_039755075.1, XP_039764233.1
OG0001511	Bany_04712-RA	XP_039759240.1, XP_039759233.1
OG0001512	Bany_08280-RA	XP_039754261.1
OG0001513	Bany_18069-RA	XP_039760662.1
OG0001514	Bany_15765-RA	XP_039755054.1
OG0001515	Bany_04731-RA	XP_039754948.1
OG0001516	Bany_13982-RA	XP_039755265.1, XP_039755264.1
OG0001517	Bany_09683-RA	XP_039757452.1
OG0001518	Bany_10256-RA, Bany_10255-RA	XP_039749225.1
OG0001519	Bany_15768-RA	XP_039755028.1, XP_039755031.1
OG0001519	Bany_15769-RA	XP_039755029.1
OG0001520	Bany_01357-RA	XP_039752217.1
OG0001521	Bany_01359-RA	XP_039751967.1
OG0001521	Bany_01360-RA, Bany_01361-RA	XP_039752372.1
OG0001522	Bany_03875-RA	XP_039764189.1
OG0001523	Bany_04744-RA	XP_039753871.1, XP_039753880.1
OG0001524	Bany_09696-RA	XP_039757758.1
OG0001525	Bany_12133-RA	XP_039749832.1
OG0001526	Bany_15188-RA	XP_039758402.1, XP_039758403.1
OG0001527	Bany_02299-RA	XP_039748701.1, XP_039749338.1
OG0001528	Bany_10276-RA	XP_039749086.1
OG0001529	Bany_17306-RA	XP_039759892.1, XP_039759891.1
OG0001530	Bany_00549-RA	XP_039765461.1
OG0001531	Bany_17673-RA, Bany_17672-RA	XP_039761092.1
OG0001532	Bany_01383-RA	XP_039752483.1, XP_039752484.1
OG0001533	Bany_07559-RA	XP_039764069.1
OG0001534	Bany_13405-RA	XP_039756920.1
OG0001535	Bany_04769-RA	XP_039760193.1
OG0001536	Bany_06303-RA	XP_039751482.1
OG0001537	Bany_07562-RA	XP_039763556.1
OG0001538	Bany_10289-RA	XP_039748989.1
OG0001539	Bany_00475-RA	XP_039765800.1
OG0001540	Bany_05577-RA, Bany_05575-RA	XP_039745692.1
OG0001541	Bany_08330-RA	XP_039754515.1
OG0001542	Bany_18078-RA	XP_039760399.1, XP_039760594.1
OG0001543	Bany_01407-RA	XP_039752123.1
OG0001544	Bany_08333-RA	XP_039754257.1, XP_039754256.1, XP_039754258.1
OG0001545	Bany_02327-RA	XP_039755016.1
OG0001546	Bany_13991-RA	XP_039755564.1
OG0001547	Bany_18082-RA	XP_039760657.1
OG0001548	Bany_12151-RA	XP_039749487.1
OG0001549	Bany_10314-RA	XP_039748777.1
OG0001550	Bany_07576-RA	XP_039764135.1, XP_039764133.1, XP_039764132.1
OG0001551	Bany_09895-RA, Bany_09741-RA	XP_039757810.1
OG0001552	Bany_00513-RA	XP_039765681.1
OG0001553	Bany_01425-RA	XP_039752172.1, XP_039752173.1
OG0001554	Bany_11645-RA, Bany_11644-RA, Bany_11646-RA	XP_039759155.1
OG0001555	Bany_03932-RA	XP_039764590.1, XP_039764589.1, XP_039764591.1
OG0001556	Bany_03937-RA	XP_039765115.1, XP_039765114.1, XP_039765113.1
OG0001557	Bany_09035-RA	XP_039752955.1
OG0001558	Bany_17323-RA	XP_039759940.1, XP_039759941.1, XP_039759939.1, XP_039759942.1
OG0001559	Bany_09045-RA	XP_039753034.1
OG0001560	Bany_14025-RA	XP_039755309.1
OG0001561	Bany_03134-RA	XP_039746748.1
OG0001561	Bany_03130-RA	XP_039746747.1
OG0001562	Bany_09063-RA	XP_039753735.1
OG0001563	Bany_14724-RA, Bany_14725-RA	XP_039756185.1
OG0001564	Bany_16824-RA	XP_039748058.1
OG0001565	Bany_15267-RA	XP_039758569.1
OG0001566	Bany_01499-RA	XP_039752429.1, XP_039752426.1, XP_039752428.1
OG0001567	Bany_10976-RA	XP_039750485.1, XP_039750483.1, XP_039750484.1
OG0001568	Bany_02367-RA	XP_039757390.1
OG0001569	Bany_14045-RA	XP_039755486.1
OG0001570	Bany_10983-RA	XP_039750961.1, XP_039750960.1
OG0001571	Bany_06363-RA	XP_039751606.1
OG0001572	Bany_10350-RA	XP_039748790.1, XP_039748788.1
OG0001573	Bany_16862-RA, Bany_16855-RA, Bany_16859-RA	XP_039747538.1
OG0001574	Bany_03167-RA, Bany_03161-RA	XP_039746777.1
OG0001575	Bany_17373-RA	XP_039759947.1
OG0001576	Bany_08396-RA	XP_039754559.1
OG0001577	Bany_00588-RA	XP_039765716.1
OG0001578	Bany_04863-RA	XP_039755377.1
OG0001579	Bany_00592-RA	XP_039765723.1, XP_039765722.1
OG0001580	Bany_13494-RA, Bany_15332-RA	XP_039758699.1
OG0001581	Bany_00601-RA	XP_039765478.1
OG0001582	Bany_00603-RA	XP_039765781.1
OG0001584	Bany_00606-RA	XP_039745361.1
OG0001585	Bany_07683-RA	XP_039763348.1
OG0001586	Bany_07060-RA	XP_039761614.1, XP_039761615.1, XP_039761616.1, XP_039761617.1
OG0001587	Bany_11738-RA	XP_039758938.1, XP_039758939.1
OG0001589	Bany_14778-RA	XP_039756425.1
OG0001589	Bany_14802-RA, Bany_14777-RA	XP_039756354.1
OG0001590	Bany_01542-RA	XP_039752580.1
OG0001590	Bany_01543-RA	XP_039752608.1
OG0001591	Bany_13498-RA	XP_039757047.1
OG0001592	Bany_11001-RA	XP_039750463.1
OG0001593	Bany_04886-RA	XP_039752613.1
OG0001594	Bany_10384-RA	XP_039748597.1
OG0001595	Bany_09842-RA	XP_039757987.1, XP_039757984.1, XP_039757985.1, XP_039757986.1
OG0001596	Bany_14118-RA	XP_039755687.1
OG0001597	Bany_04042-RA	XP_039765053.1
OG0001598	Bany_08432-RA	XP_039754452.1
OG0001599	Bany_04907-RA	XP_039761439.1
OG0001600	Bany_09167-RA	XP_039764307.1, XP_039763087.1, XP_039764328.1, XP_039752854.1
OG0001601	Bany_12288-RA	XP_039749451.1, XP_039749452.1
OG0001602	Bany_15348-RA	XP_039758235.1, XP_039758236.1
OG0001603	Bany_09886-RA	XP_039752017.1
OG0001604	Bany_01593-RA	XP_039752128.1, XP_039752130.1
OG0001605	Bany_01598-RA	XP_039751954.1
OG0001607	Bany_00672-RA	XP_039765559.1
OG0001608	Bany_14168-RA	XP_039755545.1
OG0001609	Bany_07119-RA	XP_039761575.1
OG0001610	Bany_04086-RA	XP_039764742.1, XP_039764741.1, XP_039764743.1
OG0001611	Bany_12335-RA	XP_039749959.1
OG0001611	Bany_12337-RA	XP_039749960.1
OG0001612	Bany_08475-RA, Bany_08476-RA	XP_039754096.1
OG0001613	Bany_08480-RA	XP_039754356.1
OG0001614	Bany_07137-RA	XP_039761581.1
OG0001615	Bany_02441-RA	XP_039748653.1
OG0001616	Bany_14851-RA, Bany_14852-RA	XP_039756696.1
OG0001617	Bany_12348-RA	XP_039749569.1
OG0001618	Bany_12349-RA	XP_039749573.1
OG0001618	Bany_12350-RA	XP_039749572.1
OG0001619	Bany_06447-RA	XP_039751498.1
OG0001620	Bany_13575-RA	XP_039756794.1
OG0001621	Bany_09245-RA	XP_039752948.1
OG0001622	Bany_15420-RA	XP_039758579.1, XP_039758581.1
OG0001623	Bany_00751-RA	XP_039745442.1
OG0001624	Bany_06487-RA	XP_039751064.1
OG0001625	Bany_11098-RA, Bany_11099-RA	XP_039750595.1
OG0001626	Bany_04133-RA, Bany_04136-RA	XP_039763113.1
OG0001627	Bany_06493-RA, Bany_06543-RA, Bany_06492-RA, Bany_06491-RA	XP_039751062.1
OG0001628	Bany_04988-RA	XP_039755112.1
OG0001629	Bany_04989-RA	XP_039755588.1
OG0001630	Bany_08557-RA	XP_039753835.1, XP_039753836.1
OG0001631	Bany_04998-RA	XP_039753824.1
OG0001632	Bany_02480-RA	XP_039746478.1, XP_039746496.1, XP_039746487.1, XP_039746513.1, XP_039746505.1
OG0001633	Bany_00772-RA	XP_039745126.1
OG0001634	Bany_06515-RA	XP_039751214.1
OG0001635	Bany_09282-RA, Bany_09283-RA	XP_039753684.1
OG0001636	Bany_05025-RA	XP_039757137.1
OG0001637	Bany_12397-RA, Bany_12400-RA, Bany_12399-RA	XP_039749966.1
OG0001638	Bany_01709-RA, Bany_01707-RA	XP_039751932.1
OG0001639	Bany_07803-RA	XP_039764054.1
OG0001640	Bany_12410-RA	XP_039749969.1, XP_039749970.1
OG0001641	Bany_01717-RA	XP_039752595.1
OG0001642	Bany_01723-RA	XP_039751879.1, XP_039751880.1
OG0001643	Bany_00822-RA	XP_039745253.1, XP_039745252.1, XP_039745251.1, XP_039745254.1
OG0001644	Bany_07851-RA	XP_039763781.1, XP_039763782.1, XP_039763783.1
OG0001645	Bany_02551-RA	XP_039764940.1, XP_039764950.1, XP_039764928.1, XP_039764918.1
OG0001646	Bany_05080-RA	XP_039756016.1, XP_039751100.1, XP_039763866.1, XP_039763083.1, XP_039764305.1, XP_039763080.1, XP_039764346.1, XP_039764274.1, XP_039764277.1, XP_039764275.1, XP_039764249.1, XP_039764342.1
OG0001647	Bany_08624-RA	XP_039753772.1
OG0001648	Bany_02554-RA, Bany_02556-RA	XP_039752542.1
OG0001649	Bany_05819-RA, Bany_05818-RA	XP_039745589.1
OG0001650	Bany_04234-RA	XP_039765029.1
OG0001651	Bany_01789-RA	XP_039751919.1
OG0001652	Bany_01794-RA	XP_039751865.1
OG0001653	Bany_03430-RA, Bany_03429-RA	XP_039746980.1
OG0001654	Bany_05166-RA, Bany_05168-RA	XP_039753908.1
OG0001670	Bany_01190-RA, Bany_18177-RA	XP_039752328.1
OG0001671	Bany_17862-RA, Bany_18175-RA	XP_039760873.1
OG0001672	Bany_18142-RA	XP_039750874.1
OG0001673	Bany_02162-RA, Bany_18164-RA	XP_039750977.1
OG0001674	Bany_18140-RA, Bany_06772-RA, Bany_06774-RA	XP_039748470.1, XP_039748469.1
OG0001675	Bany_13312-RA	XP_039757112.1, XP_039757113.1
OG0001676	Bany_17690-RA	XP_039760651.1
OG0001677	Bany_16928-RA, Bany_14907-RA	XP_039760334.1
OG0001678	Bany_00003-RA	XP_039765920.1
OG0001680	Bany_14262-RA, Bany_14263-RA	XP_039756447.1
OG0001681	Bany_12450-RA	XP_039762345.1, XP_039762343.1, XP_039762344.1, XP_039761455.1
OG0001682	Bany_14890-RA	XP_039758468.1, XP_039758467.1
OG0001683	Bany_10547-RA	XP_039750302.1, XP_039750303.1, XP_039750304.1
OG0001684	Bany_10548-RA	XP_039750695.1, XP_039750693.1
OG0001685	Bany_06549-RA	XP_039761780.1, XP_039761781.1
OG0001686	Bany_17698-RA, Bany_17696-RA	XP_039760792.1
OG0001687	Bany_10550-RA	XP_039750239.1, XP_039750238.1
OG0001688	Bany_14891-RA	XP_039758774.1, XP_039758773.1
OG0001689	Bany_16086-RA, Bany_07180-RA	XP_039762773.1
OG0001690	Bany_09345-RA	XP_039758088.1
OG0001691	Bany_00938-RA	XP_039751825.1
OG0001692	Bany_00943-RA	XP_039752165.1, XP_039752166.1
OG0001693	Bany_13031-RA, Bany_17085-RA, Bany_17084-RA	XP_039760126.1, XP_039760125.1
OG0001694	Bany_16759-RA, Bany_14275-RA, Bany_17094-RA, Bany_02021-RA	XP_039761835.1
OG0001695	Bany_08671-RA	XP_039753720.1, XP_039753443.1
OG0001696	Bany_11147-RA	XP_039759693.1
OG0001697	Bany_07942-RA	XP_039754513.1, XP_039754514.1
OG0001698	Bany_05196-RA	XP_039745999.1, XP_039745998.1, XP_039745996.1, XP_039745997.1
OG0001699	Bany_05198-RA	XP_039745952.1, XP_039745950.1
OG0001700	Bany_16460-RA, Bany_16458-RA	XP_039762325.1
OG0001701	Bany_01853-RA	XP_039747919.1
OG0001702	Bany_00955-RA	XP_039752381.1, XP_039752383.1, XP_039752382.1
OG0001703	Bany_07194-RA, Bany_07196-RA	XP_039763276.1, XP_039763275.1
OG0001704	Bany_00873-RA, Bany_00036-RA, Bany_16064-RA, Bany_00874-RA	XP_039762961.1
OG0001705	Bany_01868-RA	XP_039748723.1
OG0001706	Bany_12486-RA	XP_039761971.1
OG0001707	Bany_16065-RA, Bany_05334-RA	XP_039762832.1
