Orthogroup	Bicyclus_anynana	Maniola_hyperantus
OG0002916	Bany_13497-RA	XP_034832932.1, XP_034832933.1
OG0002917	Bany_09815-RA	XP_034834176.1
OG0002918	Bany_12260-RA	XP_034829776.1, XP_034829775.1
OG0002919	Bany_08409-RA	XP_034830305.1
OG0002920	Bany_01535-RA	XP_034827693.1
OG0002921	Bany_14767-RA	XP_034834601.1
OG0002922	Bany_09817-RA	XP_034834087.1
OG0002923	Bany_00618-RA	XP_034841288.1, XP_034841287.1, XP_034841286.1
OG0002925	Bany_04018-RA	XP_034825622.1
OG0002926	Bany_12267-RA, Bany_12268-RA	XP_034829768.1
OG0002927	Bany_11745-RA	XP_034835061.1
OG0002928	Bany_14098-RA	XP_034831221.1
OG0002929	Bany_05687-RA	XP_034825198.1
OG0002930	Bany_08422-RA	XP_034830348.1
OG0002931	Bany_15325-RA	XP_034833567.1
OG0002932	Bany_14100-RA	XP_034831238.1
OG0002933	Bany_14101-RA	XP_034831225.1, XP_034831224.1, XP_034831226.1
OG0002934	Bany_09834-RA	XP_034834173.1
OG0002935	Bany_12272-RA	XP_034830041.1
OG0002937	Bany_11762-RA	XP_034835476.1
OG0002938	Bany_11003-RA	XP_034828865.1
OG0002939	Bany_10383-RA	XP_034824941.1
OG0002940	Bany_06390-RA	XP_034827102.1, XP_034827047.1
OG0002941	Bany_14796-RA, Bany_14797-RA	XP_034834886.1
OG0002942	Bany_01560-RA, Bany_01559-RA	XP_034827514.1
OG0002943	Bany_04037-RA	XP_034840043.1
OG0002944	Bany_00632-RA	XP_034841152.1
OG0002945	Bany_04890-RA	XP_034831593.1, XP_034831588.1
OG0002946	Bany_02398-RA, Bany_02397-RA	XP_034826360.1
OG0002947	Bany_14798-RA, Bany_14799-RA	XP_034834885.1
OG0002948	Bany_09859-RA	XP_034833966.1
OG0002949	Bany_14131-RA	XP_034831336.1
OG0002950	Bany_09165-RA, Bany_09164-RA	XP_034831887.1
OG0002951	Bany_04044-RA	XP_034825503.1
OG0002952	Bany_15340-RA	XP_034833443.1
OG0002953	Bany_15342-RA	XP_034833242.1
OG0002954	Bany_11016-RA	XP_034828730.1
OG0002955	Bany_14152-RA	XP_034831037.1
OG0002956	Bany_15929-RA	XP_034829405.1
OG0002957	Bany_09176-RA	XP_034831906.1
OG0002958	Bany_04057-RA	XP_034841421.1
OG0002958	Bany_04058-RA	XP_034841428.1
OG0002959	Bany_00653-RA	XP_034841469.1
OG0002960	Bany_09890-RA	XP_034833871.1
OG0002961	Bany_00654-RA	XP_034841472.1, XP_034841471.1
OG0002962	Bany_09891-RA	XP_034833724.1
OG0002963	Bany_00657-RA	XP_034841462.1
OG0002964	Bany_09178-RA	XP_034832380.1
OG0002965	Bany_06403-RA	XP_034827017.1
OG0002966	Bany_06404-RA	XP_034827311.1
OG0002967	Bany_04064-RA	XP_034841379.1
OG0002968	Bany_11031-RA	XP_034828525.1
OG0002969	Bany_10396-RA	XP_034824842.1, XP_034824841.1
OG0002971	Bany_00666-RA, Bany_00665-RA	XP_034824125.1
OG0002972	Bany_06419-RA	XP_034827204.1
OG0002973	Bany_01604-RA	XP_034827612.1
OG0002974	Bany_07107-RA	XP_034837783.1
OG0002975	Bany_13519-RA	XP_034833111.1
OG0002976	Bany_07110-RA	XP_034837787.1
OG0002977	Bany_07111-RA, Bany_07112-RA	XP_034837798.1
OG0002978	Bany_10412-RA	XP_034824858.1, XP_034824860.1
OG0002979	Bany_06427-RA	XP_034827205.1
OG0002980	Bany_04077-RA	XP_034840262.1, XP_034840253.1
OG0002981	Bany_02430-RA	XP_034825800.1, XP_034825799.1
OG0002982	Bany_07721-RA	XP_034839570.1
OG0002983	Bany_14175-RA, Bany_14171-RA	XP_034831450.1
OG0002984	Bany_15377-RA, Bany_15378-RA	XP_034833548.1
OG0002985	Bany_07723-RA	XP_034839512.1
OG0002986	Bany_07724-RA	XP_034839743.1
OG0002987	Bany_04083-RA	XP_034826155.1
OG0002988	Bany_14176-RA	XP_034831456.1
OG0002989	Bany_02436-RA	XP_034826215.1
OG0002990	Bany_12330-RA	XP_034829607.1, XP_034829608.1
OG0002992	Bany_14178-RA	XP_034831461.1, XP_034831462.1, XP_034831463.1
OG0002993	Bany_11820-RA, Bany_11821-RA	XP_034835449.1
OG0002994	Bany_13551-RA	XP_034832946.1
OG0002995	Bany_09211-RA, Bany_09210-RA	XP_034832491.1
OG0002996	Bany_00688-RA	XP_034841378.1, XP_034841376.1, XP_034841377.1
OG0002997	Bany_00691-RA	XP_034841372.1
OG0002998	Bany_12340-RA	XP_034829642.1
OG0002999	Bany_03236-RA	XP_034840801.1
OG0003000	Bany_00692-RA	XP_034841420.1
OG0003001	Bany_00693-RA	XP_034841397.1, XP_034841396.1, XP_034841395.1
OG0003002	Bany_05725-RA, Bany_05759-RA	XP_034825457.1
OG0003003	Bany_09215-RA	XP_034832477.1
OG0003004	Bany_04944-RA, Bany_04943-RA	XP_034833987.1
OG0003005	Bany_14188-RA	XP_034831481.1
OG0003006	Bany_00700-RA, Bany_00702-RA	XP_034841386.1
OG0003007	Bany_12346-RA	XP_034830168.1
OG0003008	Bany_09217-RA	XP_034832492.1
OG0003009	Bany_08503-RA	XP_034830794.1
OG0003010	Bany_10443-RA	XP_034824653.1
OG0003011	Bany_16009-RA	XP_034829066.1
OG0003012	Bany_04963-RA	XP_034838538.1
OG0003013	Bany_01638-RA	XP_034828097.1
OG0003014	Bany_02457-RA	XP_034825523.1, XP_034825524.1
OG0003015	Bany_07144-RA	XP_034837575.1
OG0003016	Bany_09240-RA	XP_034832035.1
OG0003017	Bany_07762-RA	XP_034839520.1
OG0003018	Bany_10451-RA	XP_034824370.1
OG0003019	Bany_00735-RA	XP_034840888.1
OG0003021	Bany_11078-RA	XP_034828914.1
OG0003022	Bany_11080-RA	XP_034828603.1
OG0003023	Bany_03262-RA, Bany_03260-RA	XP_034840435.1
OG0003024	Bany_00741-RA, Bany_00740-RA, Bany_00739-RA	XP_034840916.1
OG0003025	Bany_01652-RA	XP_034827871.1
OG0003026	Bany_05749-RA	XP_034825579.1
OG0003027	Bany_03265-RA	XP_034840433.1
OG0003028	Bany_14201-RA	XP_034831500.1, XP_034831498.1, XP_034831499.1
OG0003029	Bany_09251-RA	XP_034832082.1, XP_034832081.1
OG0003030	Bany_07770-RA	XP_034839516.1
OG0003031	Bany_04977-RA	XP_034830678.1, XP_034830692.1, XP_034830684.1
OG0003032	Bany_11089-RA	XP_034828752.1, XP_034828751.1, XP_034828753.1
OG0003033	Bany_07771-RA, Bany_07773-RA	XP_034839391.1
OG0003036	Bany_04983-RA	XP_034834464.1, XP_034834451.1
OG0003037	Bany_04985-RA	XP_034830900.1
OG0003038	Bany_16017-RA	XP_034829059.1, XP_034829058.1
OG0003039	Bany_02468-RA	XP_034826613.1
OG0003040	Bany_06498-RA	XP_034827300.1
OG0003041	Bany_08549-RA, Bany_08547-RA, Bany_08548-RA	XP_034830784.1
OG0003042	Bany_06499-RA	XP_034827307.1
OG0003043	Bany_07162-RA	XP_034837777.1
OG0003044	Bany_00769-RA	XP_034841356.1
OG0003045	Bany_14233-RA, Bany_14229-RA	XP_034831622.1
OG0003046	Bany_14234-RA	XP_034831603.1
OG0003047	Bany_01683-RA	XP_034828176.1
OG0003048	Bany_09278-RA	XP_034832335.1
OG0003049	Bany_08566-RA	XP_034830480.1, XP_034830481.1, XP_034830482.1
OG0003050	Bany_12381-RA	XP_034830123.1
OG0003051	Bany_02484-RA	XP_034826416.1
OG0003052	Bany_09284-RA	XP_034831786.1
OG0003053	Bany_05010-RA	XP_034830814.1
OG0003054	Bany_04148-RA, Bany_04147-RA	XP_034840621.1
OG0003055	Bany_00783-RA	XP_034823906.1
OG0003056	Bany_05027-RA	XP_034833775.1
OG0003057	Bany_10479-RA	XP_034824301.1, XP_034824302.1, XP_034824300.1
OG0003058	Bany_05862-RA, Bany_05789-RA, Bany_05791-RA	XP_034824995.1
OG0003059	Bany_10481-RA	XP_034824489.1
OG0003062	Bany_06542-RA, Bany_06541-RA	XP_034826757.1
OG0003063	Bany_07804-RA	XP_034839514.1
OG0003064	Bany_01716-RA	XP_034827400.1
OG0003065	Bany_03337-RA	XP_034839985.1, XP_034840005.1
OG0003066	Bany_08591-RA	XP_034830467.1
OG0003067	Bany_05047-RA	XP_034834395.1
OG0003068	Bany_05048-RA	XP_034833764.1
OG0003069	Bany_10507-RA	XP_034824493.1
OG0003070	Bany_07821-RA	XP_034839218.1, XP_034839219.1
OG0003071	Bany_00810-RA	XP_034823899.1
OG0003072	Bany_03357-RA	XP_034840004.1
OG0003073	Bany_07828-RA	XP_034839511.1
OG0003074	Bany_01734-RA, Bany_01733-RA	XP_034827888.1
OG0003075	Bany_08596-RA	XP_034830993.1, XP_034830992.1
OG0003076	Bany_01739-RA	XP_034827987.1, XP_034827985.1, XP_034827986.1
OG0003077	Bany_05069-RA	XP_034836957.1
OG0003078	Bany_07839-RA, Bany_07837-RA	XP_034839398.1
OG0003079	Bany_04204-RA	XP_034832027.1
OG0003080	Bany_05077-RA	XP_034833709.1
OG0003081	Bany_02546-RA	XP_034826523.1, XP_034826522.1, XP_034826521.1
OG0003082	Bany_01756-RA	XP_034827521.1
OG0003083	Bany_04212-RA	XP_034824814.1
OG0003084	Bany_10535-RA	XP_034824583.1
OG0003085	Bany_08630-RA	XP_034830681.1
OG0003086	Bany_08633-RA	XP_034830768.1
OG0003087	Bany_05085-RA	XP_034833699.1
OG0003088	Bany_01783-RA	XP_034827425.1
OG0003089	Bany_04241-RA	XP_034825371.1, XP_034825300.1
OG0003090	Bany_05087-RA, Bany_05088-RA	XP_034836928.1
OG0003091	Bany_05831-RA	XP_034825594.1
OG0003092	Bany_04246-RA	XP_034828128.1
OG0003093	Bany_05835-RA	XP_034825441.1, XP_034825440.1, XP_034825442.1
OG0003094	Bany_02566-RA	XP_034826649.1
OG0003095	Bany_04251-RA	XP_034829760.1
OG0003096	Bany_03435-RA	XP_034840517.1
OG0003097	Bany_05844-RA	XP_034825264.1
OG0003098	Bany_02595-RA, Bany_02594-RA	XP_034825979.1
OG0003099	Bany_05853-RA	XP_034825405.1
OG0003100	Bany_05854-RA	XP_034825112.1
OG0003101	Bany_05111-RA	XP_034834843.1
OG0003102	Bany_04283-RA	XP_034840988.1, XP_034840997.1
OG0003103	Bany_07880-RA	XP_034839535.1
OG0003104	Bany_00878-RA	XP_034840998.1, XP_034840999.1
OG0003105	Bany_05124-RA	XP_034836620.1
OG0003106	Bany_05125-RA	XP_034836696.1, XP_034836688.1, XP_034836690.1
OG0003149	Bany_01802-RA, Bany_01894-RA	XP_034826338.1
OG0003150	Bany_06659-RA, Bany_18141-RA, Bany_06660-RA	XP_034838561.1
OG0003151	Bany_17685-RA, Bany_17851-RA	XP_034837352.1
OG0003152	Bany_18150-RA, Bany_00349-RA	XP_034840930.1
OG0003154	Bany_18189-RA, Bany_08292-RA	XP_034831012.1
OG0003155	Bany_07070-RA, Bany_18181-RA	XP_034837478.1
OG0003156	Bany_14906-RA, Bany_16926-RA	XP_034836050.1
OG0003157	Bany_08534-RA, Bany_18170-RA	XP_034830741.1
OG0003158	Bany_18144-RA, Bany_12497-RA	XP_034838194.1
OG0003160	Bany_07011-RA	XP_034837498.1
OG0003161	Bany_16930-RA	XP_034836047.1
OG0003162	Bany_17691-RA	XP_034837402.1
OG0003163	Bany_16295-RA, Bany_16028-RA	XP_034839120.1
OG0003164	Bany_00002-RA	XP_034840898.1
OG0003165	Bany_16933-RA	XP_034835866.1
OG0003166	Bany_00917-RA, Bany_00947-RA	XP_034828118.1
OG0003167	Bany_02639-RA	XP_034840368.1, XP_034840367.1
OG0003168	Bany_15439-RA	XP_034829506.1
OG0003169	Bany_16936-RA	XP_034836094.1, XP_034836095.1
OG0003170	Bany_14882-RA	XP_034833190.1
OG0003171	Bany_06546-RA	XP_034837587.1
OG0003172	Bany_05866-RA	XP_034826840.1
OG0003173	Bany_14883-RA	XP_034833197.1
OG0003174	Bany_05867-RA	XP_034826833.1
OG0003175	Bany_00924-RA	XP_034827855.1
OG0003176	Bany_03458-RA	XP_034823910.1
OG0003177	Bany_10544-RA	XP_034828704.1
OG0003178	Bany_09902-RA	XP_034824901.1, XP_034824902.1
OG0003179	Bany_14260-RA	XP_034834565.1
OG0003180	Bany_06562-RA, Bany_00010-RA	XP_034837652.1
OG0003181	Bany_12453-RA	XP_034838135.1
OG0003182	Bany_07175-RA	XP_034839488.1, XP_034839168.1
OG0003183	Bany_12455-RA	XP_034838266.1
OG0003184	Bany_01836-RA	XP_034826415.1
OG0003185	Bany_07178-RA	XP_034839341.1
OG0003186	Bany_05875-RA	XP_034826843.1
OG0003187	Bany_12462-RA	XP_034838233.1
OG0003188	Bany_14893-RA	XP_034833336.1
OG0003189	Bany_11838-RA	XP_034829673.1, XP_034829674.1
OG0003190	Bany_13034-RA	XP_034832717.1
OG0003191	Bany_15467-RA	XP_034829483.1
OG0003192	Bany_12466-RA	XP_034838073.1
OG0003193	Bany_09920-RA	XP_034824921.1
OG0003194	Bany_12467-RA, Bany_12473-RA	XP_034838159.1
OG0003195	Bany_12472-RA, Bany_12468-RA	XP_034838187.1
OG0003196	Bany_05194-RA	XP_034825052.1
OG0003197	Bany_01849-RA	XP_034826660.1
OG0003198	Bany_01850-RA	XP_034826658.1
OG0003199	Bany_01851-RA	XP_034826656.1
OG0003200	Bany_09352-RA, Bany_09348-RA	XP_034834265.1
OG0003201	Bany_09923-RA	XP_034824904.1
OG0003202	Bany_01854-RA	XP_034826195.1
OG0003203	Bany_15475-RA	XP_034829040.1
OG0003204	Bany_01855-RA	XP_034826187.1
OG0003205	Bany_17411-RA	XP_034836722.1
OG0003206	Bany_16955-RA	XP_034835996.1
OG0003207	Bany_07192-RA	XP_034839433.1
OG0003208	Bany_01862-RA, Bany_01860-RA	XP_034826444.1
OG0003211	Bany_14284-RA	XP_034834752.1
OG0003212	Bany_00021-RA	XP_034841005.1
OG0003213	Bany_10571-RA	XP_034828405.1
OG0003214	Bany_14289-RA	XP_034835022.1
OG0003215	Bany_08686-RA	XP_034832409.1
OG0003216	Bany_13636-RA	XP_034831039.1
OG0003217	Bany_17418-RA	XP_034836841.1
OG0003218	Bany_17715-RA	XP_034837153.1
OG0003219	Bany_05202-RA	XP_034825423.1
OG0003220	Bany_13648-RA	XP_034831432.1
OG0003221	Bany_05203-RA	XP_034825422.1
OG0003222	Bany_01655-RA, Bany_08389-RA, Bany_13652-RA	XP_034830370.1
OG0003223	Bany_07717-RA, Bany_13653-RA	XP_034831529.1
OG0003224	Bany_12490-RA, Bany_12489-RA	XP_034838176.1
OG0003225	Bany_07957-RA	XP_034830456.1
OG0003226	Bany_05208-RA	XP_034825324.1
OG0003227	Bany_03485-RA, Bany_07720-RA	XP_034824106.1
OG0003228	Bany_05901-RA	XP_034826907.1
OG0003229	Bany_05210-RA	XP_034825319.1
OG0003230	Bany_16966-RA	XP_034835951.1
OG0003231	Bany_16072-RA	XP_034838803.1
OG0003232	Bany_07202-RA	XP_034839314.1
OG0003233	Bany_16479-RA	XP_034836576.1
OG0003234	Bany_16972-RA, Bany_07871-RA	XP_034839518.1
OG0003235	Bany_12499-RA	XP_034838167.1
OG0003236	Bany_16482-RA	XP_034836559.1
OG0003237	Bany_03488-RA, Bany_03487-RA	XP_034824122.1
OG0003238	Bany_00965-RA	XP_034827968.1
OG0003239	Bany_01883-RA	XP_034826150.1
OG0003240	Bany_00969-RA	XP_034827966.1
OG0003241	Bany_17733-RA	XP_034837218.1
OG0003242	Bany_17431-RA	XP_034836697.1
OG0003243	Bany_11158-RA	XP_034835133.1
OG0003244	Bany_07973-RA	XP_034830939.1
OG0003245	Bany_07975-RA	XP_034830941.1
OG0003246	Bany_07976-RA	XP_034830638.1
OG0003247	Bany_07977-RA	XP_034830409.1
OG0003248	Bany_14924-RA	XP_034833285.1
OG0003249	Bany_16089-RA	XP_034839026.1
OG0003250	Bany_05227-RA	XP_034825216.1
OG0003251	Bany_04349-RA	XP_034832245.1
OG0003252	Bany_09943-RA	XP_034824273.1
OG0003253	Bany_14928-RA	XP_034833504.1
OG0003254	Bany_16505-RA	XP_034838857.1, XP_034838892.1, XP_034839021.1, XP_034838930.1, XP_034825624.1
OG0003255	Bany_13663-RA	XP_034831352.1
OG0003256	Bany_07981-RA, Bany_07982-RA	XP_034830720.1
OG0003257	Bany_09357-RA	XP_034833851.1
OG0003258	Bany_00035-RA	XP_034840896.1
OG0003259	Bany_13667-RA	XP_034831390.1
OG0003260	Bany_07983-RA	XP_034830317.1
OG0003261	Bany_15505-RA	XP_034829254.1
OG0003262	Bany_03498-RA	XP_034840996.1
OG0003263	Bany_16993-RA	XP_034835859.1
OG0003264	Bany_02670-RA	XP_034840154.1
OG0003265	Bany_06583-RA	XP_034837800.1
OG0003266	Bany_03501-RA	XP_034841115.1
OG0003267	Bany_09360-RA	XP_034834263.1
OG0003268	Bany_04362-RA, Bany_04361-RA, Bany_06949-RA	XP_034833174.1, XP_034832294.1
OG0003269	Bany_06584-RA	XP_034837720.1, XP_034837496.1
OG0003270	Bany_08713-RA	XP_034831871.1
OG0003271	Bany_16103-RA	XP_034839110.1
OG0003272	Bany_09953-RA	XP_034824430.1
OG0003273	Bany_03509-RA	XP_034825401.1
OG0003274	Bany_02673-RA	XP_034840160.1, XP_034840411.1, XP_034840161.1
OG0003275	Bany_09363-RA	XP_034833866.1
OG0003276	Bany_05911-RA	XP_034827341.1
OG0003277	Bany_09364-RA	XP_034833857.1
OG0003278	Bany_13059-RA	XP_034833023.1
OG0003279	Bany_00038-RA	XP_034823963.1
OG0003280	Bany_09367-RA	XP_034833856.1
OG0003281	Bany_04854-RA	XP_034838986.1
OG0003282	Bany_03513-RA, Bany_03512-RA	XP_034840922.1
OG0003283	Bany_09370-RA	XP_034833863.1
OG0003284	Bany_05233-RA	XP_034825644.1
OG0003285	Bany_11859-RA, Bany_11919-RA	XP_034830026.1
OG0003286	Bany_08720-RA	XP_034831876.1, XP_034831875.1
OG0003287	Bany_04380-RA	XP_034837603.1
OG0003288	Bany_05920-RA	XP_034826952.1
OG0003289	Bany_16116-RA, Bany_16111-RA	XP_034838792.1
OG0003290	Bany_00047-RA, Bany_15298-RA	XP_034824013.1
OG0003291	Bany_13686-RA	XP_034831412.1
OG0003292	Bany_00049-RA, Bany_00050-RA	XP_034823998.1
OG0003293	Bany_04386-RA	XP_034837361.1
OG0003294	Bany_00053-RA	XP_034824006.1
OG0003295	Bany_02803-RA, Bany_12548-RA	XP_034837809.1
OG0003296	Bany_02683-RA	XP_034840187.1, XP_034840186.1
OG0003297	Bany_00055-RA	XP_034823939.1
OG0003298	Bany_17457-RA	XP_034836712.1
OG0003299	Bany_10654-RA	XP_034828796.1
OG0003300	Bany_08721-RA	XP_034831868.1, XP_034831870.1
OG0003301	Bany_14332-RA	XP_034834658.1
OG0003302	Bany_13095-RA	XP_034832668.1
OG0003304	Bany_01006-RA	XP_034828144.1, XP_034828143.1
OG0003305	Bany_10655-RA	XP_034828355.1
OG0003306	Bany_00061-RA	XP_034824003.1, XP_034824002.1
OG0003307	Bany_13099-RA, Bany_12765-RA	XP_034833009.1
OG0003308	Bany_09391-RA	XP_034833829.1
OG0003309	Bany_00066-RA	XP_034824014.1
OG0003310	Bany_00067-RA	XP_034823943.1
OG0003311	Bany_02691-RA	XP_034840688.1
OG0003312	Bany_14340-RA	XP_034834696.1
OG0003313	Bany_16124-RA	XP_034838788.1
OG0003314	Bany_10666-RA	XP_034828342.1
OG0003315	Bany_09964-RA	XP_034824636.1
OG0003316	Bany_10667-RA	XP_034828577.1
OG0003319	Bany_07229-RA	XP_034839276.1
OG0003320	Bany_13707-RA	XP_034831389.1
OG0003321	Bany_13709-RA	XP_034831395.1
OG0003322	Bany_01916-RA	XP_034826357.1
OG0003323	Bany_01917-RA	XP_034839884.1
OG0003324	Bany_16515-RA	XP_034836616.1, XP_034836617.1
OG0003325	Bany_01015-RA	XP_034827424.1
OG0003326	Bany_09968-RA	XP_034824638.1
OG0003327	Bany_15529-RA	XP_034828945.1
OG0003328	Bany_14344-RA	XP_034834712.1
OG0003329	Bany_09401-RA	XP_034834022.1
OG0003330	Bany_16129-RA	XP_034838982.1
OG0003331	Bany_11872-RA	XP_034830015.1
OG0003332	Bany_13112-RA	XP_034833045.1
OG0003333	Bany_12567-RA	XP_034838193.1
OG0003334	Bany_11874-RA	XP_034829813.1
OG0003335	Bany_09972-RA	XP_034824219.1, XP_034824218.1, XP_034824217.1
OG0003336	Bany_14347-RA	XP_034834687.1
OG0003337	Bany_14348-RA	XP_034834938.1
OG0003338	Bany_10669-RA	XP_034828412.1
OG0003339	Bany_07235-RA	XP_034839147.1
OG0003340	Bany_14350-RA	XP_034834748.1
OG0003341	Bany_10672-RA	XP_034828372.1
OG0003342	Bany_05256-RA	XP_034825542.1
OG0003343	Bany_00086-RA	XP_034841187.1, XP_034841186.1
OG0003344	Bany_13124-RA	XP_034833050.1
OG0003345	Bany_01930-RA	XP_034826324.1
OG0003346	Bany_08651-RA, Bany_14956-RA	XP_034830437.1
OG0003347	Bany_11210-RA	XP_034835501.1
OG0003348	Bany_14357-RA	XP_034834732.1
OG0003349	Bany_17761-RA, Bany_17760-RA	XP_034837282.1
OG0003350	Bany_08732-RA	XP_034831708.1
OG0003351	Bany_05261-RA	XP_034825499.1
OG0003352	Bany_14961-RA	XP_034833154.1
OG0003353	Bany_01935-RA	XP_034826344.1
OG0003354	Bany_14358-RA	XP_034834719.1
OG0003355	Bany_12579-RA, Bany_12578-RA	XP_034837835.1
OG0003356	Bany_04412-RA	XP_034832356.1
OG0003357	Bany_10682-RA, Bany_10683-RA	XP_034828789.1
OG0003358	Bany_10685-RA	XP_034828605.1
OG0003359	Bany_14361-RA	XP_034834717.1
OG0003360	Bany_11215-RA	XP_034835383.1
OG0003361	Bany_11217-RA	XP_034835389.1
OG0003362	Bany_05264-RA	XP_034825497.1
OG0003363	Bany_15562-RA	XP_034829214.1, XP_034829212.1
OG0003364	Bany_13143-RA	XP_034832590.1
OG0003365	Bany_07245-RA	XP_034839158.1
OG0003366	Bany_02715-RA	XP_034840348.1
OG0003368	Bany_08739-RA	XP_034831707.1
OG0003369	Bany_04421-RA	XP_034832367.1
OG0003370	Bany_08742-RA	XP_034831722.1
OG0003371	Bany_17778-RA	XP_034837460.1
OG0003372	Bany_15567-RA	XP_034829165.1
OG0003373	Bany_11890-RA	XP_034830247.1, XP_034830248.1
OG0003374	Bany_06626-RA	XP_034838550.1
OG0003375	Bany_11230-RA	XP_034835647.1
OG0003376	Bany_08746-RA	XP_034831710.1
OG0003377	Bany_04425-RA, Bany_04428-RA	XP_034838115.1
OG0003378	Bany_08029-RA	XP_034830879.1
OG0003379	Bany_01037-RA	XP_034828223.1
OG0003380	Bany_00107-RA	XP_034840853.1
OG0003381	Bany_06627-RA	XP_034838560.1
OG0003382	Bany_16532-RA	XP_034836247.1
OG0003383	Bany_11235-RA	XP_034835674.1, XP_034835673.1
OG0003384	Bany_06630-RA	XP_034838378.1
OG0003385	Bany_16533-RA	XP_034836477.1
OG0003386	Bany_11893-RA	XP_034830018.1
OG0003387	Bany_05939-RA	XP_034826873.1, XP_034826875.1
OG0003388	Bany_07252-RA	XP_034839470.1
OG0003389	Bany_10693-RA	XP_034828575.1, XP_034828576.1
OG0003390	Bany_11896-RA, Bany_11898-RA	XP_034830195.1
OG0003391	Bany_08753-RA	XP_034832444.1
OG0003392	Bany_01950-RA	XP_034826014.1
OG0003393	Bany_11897-RA	XP_034830198.1
OG0003395	Bany_07257-RA, Bany_09631-RA	XP_034834280.1
OG0003396	Bany_06634-RA	XP_034838698.1, XP_034838699.1
OG0003397	Bany_01043-RA	XP_034828088.1
OG0003398	Bany_17031-RA	XP_034836090.1
OG0003399	Bany_01044-RA	XP_034828089.1
OG0003401	Bany_09415-RA	XP_034834252.1
OG0003402	Bany_16541-RA	XP_034836431.1
OG0003403	Bany_15578-RA	XP_034829167.1
OG0003404	Bany_01958-RA	XP_034826010.1
OG0003405	Bany_09987-RA	XP_034824716.1
OG0003406	Bany_08033-RA	XP_034830606.1
OG0003407	Bany_06637-RA	XP_034838575.1
OG0003408	Bany_01960-RA	XP_034826473.1
OG0003409	Bany_08036-RA	XP_034830607.1
OG0003410	Bany_11261-RA	XP_034835695.1, XP_034835696.1
OG0003411	Bany_04442-RA, Bany_04443-RA	XP_034831533.1
OG0003412	Bany_06639-RA	XP_034838591.1
OG0003413	Bany_13160-RA	XP_034832851.1, XP_034832850.1
OG0003414	Bany_11908-RA	XP_034830020.1
OG0003415	Bany_05286-RA	XP_034825343.1, XP_034825344.1
OG0003416	Bany_04444-RA, Bany_04445-RA	XP_034830386.1
OG0003417	Bany_06643-RA	XP_034838488.1
OG0003418	Bany_12623-RA	XP_034837859.1
OG0003420	Bany_02733-RA	XP_034839653.1, XP_034840181.1
OG0003421	Bany_13161-RA	XP_034832849.1
OG0003422	Bany_09990-RA	XP_034824960.1, XP_034824959.1
OG0003423	Bany_10701-RA	XP_034828913.1
OG0003424	Bany_09992-RA	XP_034824715.1, XP_034824955.1
OG0003425	Bany_01967-RA	XP_034826610.1
OG0003426	Bany_04446-RA	XP_034836124.1
OG0003427	Bany_12628-RA	XP_034826446.1
OG0003428	Bany_14976-RA	XP_034833235.1
OG0003429	Bany_00133-RA	XP_034841550.1
OG0003430	Bany_02745-RA	XP_034840333.1
OG0003432	Bany_10706-RA	XP_034828542.1, XP_034828543.1
OG0003433	Bany_03546-RA, Bany_03544-RA	XP_034827545.1
OG0003434	Bany_12636-RA	XP_034838213.1
OG0003435	Bany_02754-RA	XP_034840321.1
OG0003436	Bany_14981-RA	XP_034833232.1
OG0003437	Bany_14391-RA	XP_034834943.1
OG0003438	Bany_10707-RA	XP_034828539.1
OG0003439	Bany_00147-RA	XP_034841532.1
OG0003440	Bany_09105-RA, Bany_01980-RA	XP_034826163.1
OG0003441	Bany_10708-RA	XP_034828540.1
OG0003442	Bany_17800-RA	XP_034837405.1
OG0003444	Bany_14393-RA	XP_034834711.1
OG0003445	Bany_13572-RA, Bany_17043-RA	XP_034832864.1
OG0003446	Bany_04452-RA	XP_034835038.1
OG0003447	Bany_08054-RA	XP_034830912.1
OG0003448	Bany_00151-RA	XP_034841539.1, XP_034841540.1
OG0003449	Bany_10710-RA	XP_034828550.1
OG0003450	Bany_01985-RA	XP_034826164.1, XP_034826165.1
OG0003451	Bany_10712-RA	XP_034828545.1, XP_034828544.1
OG0003452	Bany_08055-RA	XP_034830985.1
OG0003453	Bany_11292-RA	XP_034835543.1
OG0003454	Bany_10713-RA	XP_034828552.1
OG0003455	Bany_11917-RA	XP_034829771.1
OG0003456	Bany_17048-RA	XP_034835713.1
OG0003457	Bany_12647-RA	XP_034837951.1, XP_034837950.1
OG0003458	Bany_14395-RA	XP_034834685.1
OG0003459	Bany_01989-RA	XP_034826556.1
OG0003460	Bany_16563-RA	XP_034836361.1
OG0003461	Bany_14396-RA	XP_034834679.1
OG0003462	Bany_00158-RA	XP_034841554.1
OG0003463	Bany_15588-RA	XP_034829240.1
OG0003464	Bany_09445-RA	XP_034834117.1, XP_034834118.1
OG0003465	Bany_06654-RA	XP_034838513.1
OG0003466	Bany_15589-RA	XP_034829242.1
OG0003467	Bany_09446-RA	XP_034834109.1
OG0003469	Bany_05955-RA	XP_034826911.1
OG0003470	Bany_09447-RA	XP_034834248.1
OG0003471	Bany_05957-RA	XP_034826941.1
OG0003472	Bany_16570-RA	XP_034836366.1
OG0003473	Bany_09448-RA	XP_034834247.1
OG0003474	Bany_01992-RA	XP_034826378.1
OG0003475	Bany_16575-RA	XP_034836368.1
