Orthogroup	Bicyclus_anynana	Heliconius_melpomene_melpomene
OG0002465	Bany_14445-RA	HMEL015052g1.t1
OG0002466	Bany_11320-RA	HMEL032474g1.t1
OG0002467	Bany_16245-RA	HMEL022541g1.t1
OG0002468	Bany_17552-RA	HMEL022584g1.t1
OG0002469	Bany_12706-RA	HMEL013243g1.t1
OG0002470	Bany_16249-RA	HMEL022546g1.t1
OG0002471	Bany_13775-RA	HMEL020120g1.t1, HMEL002313g1.t1
OG0002472	Bany_16252-RA	HMEL014446g1.t1
OG0002473	Bany_17109-RA	HMEL009672g1.t1
OG0002474	Bany_01629-RA, Bany_10785-RA	HMEL033367g1.t1
OG0002475	Bany_11947-RA	HMEL002547g1.t1
OG0002476	Bany_15617-RA	HMEL037210g1.t1, HMEL030839g1.t1, HMEL034063g1.t1, HMEL004168g1.t1, HMEL033873g1.t1, HMEL037268g1.t1
OG0002477	Bany_11948-RA, Bany_11949-RA	HMEL002546g1.t1
OG0002478	Bany_12896-RA, Bany_12898-RA, Bany_12715-RA	HMEL013251g1.t1
OG0002479	Bany_17850-RA	HMEL006168g1.t1, HMEL034618g1.t1
OG0002480	Bany_08798-RA	HMEL010525g1.t1
OG0002481	Bany_17853-RA, Bany_17855-RA, Bany_17852-RA	HMEL006186g1.t1
OG0002482	Bany_08800-RA, Bany_08801-RA	HMEL002550g1.t1
OG0002483	Bany_09512-RA	HMEL037978g1.t1
OG0002484	Bany_17113-RA	HMEL009677g1.t1
OG0002485	Bany_16260-RA	HMEL017618g1.t1
OG0002486	Bany_04155-RA, Bany_02060-RA	HMEL008730g1.t1
OG0002487	Bany_03611-RA	HMEL016665g1.t1, HMEL030188g1.t1
OG0002488	Bany_01107-RA	HMEL021639g1.t1
OG0002490	Bany_15008-RA	HMEL008386g1.t1
OG0002491	Bany_11330-RA	HMEL032478g1.t1
OG0002493	Bany_02070-RA, Bany_02072-RA	HMEL008737g1.t1
OG0002494	Bany_08172-RA, Bany_06721-RA	HMEL011219g1.t1
OG0002495	Bany_04507-RA	HMEL014139g1.t1
OG0002496	Bany_06722-RA	HMEL037388g1.t1
OG0002498	Bany_16278-RA	HMEL017628g1.t1
OG0002499	Bany_17870-RA, Bany_17871-RA	HMEL016955g1.t1
OG0002500	Bany_02073-RA	HMEL008738g1.t1
OG0002501	Bany_08110-RA, Bany_08111-RA	HMEL032860g1.t1
OG0002502	Bany_07737-RA, Bany_04512-RA	HMEL014134g1.t1
OG0002503	Bany_17123-RA	HMEL011591g1.t1
OG0002504	Bany_15633-RA, Bany_15632-RA	HMEL017484g1.t1
OG0002505	Bany_16285-RA	HMEL037200g1.t1
OG0002506	Bany_11339-RA	HMEL013522g1.t1, HMEL017958g1.t1
OG0002507	Bany_04521-RA	HMEL014128g1.t1
OG0002508	Bany_08113-RA	HMEL032858g1.t1, HMEL032852g1.t1
OG0002509	Bany_17125-RA	HMEL014904g1.t1
OG0002510	Bany_16312-RA, Bany_16287-RA	HMEL017621g1.t1
OG0002512	Bany_06044-RA	HMEL016609g1.t1
OG0002513	Bany_17128-RA	HMEL014902g1.t1
OG0002514	Bany_13219-RA	HMEL002790g1.t1
OG0002515	Bany_08267-RA	HMEL016578g1.t1
OG0002516	Bany_11343-RA	HMEL032494g1.t1
OG0002517	Bany_06737-RA, Bany_06736-RA	HMEL011178g1.t1
OG0002518	Bany_08807-RA, Bany_08808-RA	HMEL003639g1.t1
OG0002519	Bany_00234-RA	HMEL031204g1.t1
OG0002520	Bany_05356-RA, Bany_05357-RA	HMEL033910g1.t1
OG0002521	Bany_17877-RA, Bany_17876-RA	HMEL016951g1.t1
OG0002522	Bany_13791-RA	HMEL037527g1.t1
OG0002523	Bany_10808-RA	HMEL025048-RA
OG0002524	Bany_17148-RA	HMEL009471g1.t1
OG0002525	Bany_03637-RA	HMEL017209g1.t1
OG0002526	Bany_06069-RA	HMEL015724g1.t1
OG0002527	Bany_17883-RA	HMEL009712g1.t1
OG0002528	Bany_06766-RA	HMEL011198g1.t1
OG0002529	Bany_17165-RA	HMEL009457g1.t1
OG0002530	Bany_04544-RA	HMEL014114g1.t1
OG0002531	Bany_12780-RA	HMEL034160g1.t1
OG0002532	Bany_06076-RA	HMEL015727g1.t1
OG0002533	Bany_03657-RA	HMEL017189g1.t1
OG0002534	Bany_13807-RA	HMEL010863g1.t1
OG0002535	Bany_11353-RA	HMEL015567g1.t1
OG0002536	Bany_17168-RA	HMEL014631g1.t1
OG0002537	Bany_05381-RA	HMEL009876-RA
OG0002538	Bany_13811-RA, Bany_13816-RA	HMEL010870g1.t1
OG0002539	Bany_02111-RA	HMEL016857g1.t1
OG0002540	Bany_11984-RA	HMEL008976g1.t1
OG0002541	Bany_07341-RA	HMEL012219g1.t1
OG0002542	Bany_16318-RA	HMEL010737g1.t1
OG0002543	Bany_02863-RA	HMEL035046g1.t1
OG0002544	Bany_09535-RA	HMEL004693g1.t1
OG0002545	Bany_03664-RA	HMEL012378g1.t1
OG0002546	Bany_15039-RA	HMEL007436g1.t1
OG0002547	Bany_02869-RA	HMEL003821g1.t1
OG0002548	Bany_08141-RA	HMEL013012g1.t1
OG0002549	Bany_17545-RA	HMEL015850g1.t1
OG0002550	Bany_14485-RA, Bany_14484-RA	HMEL007212g1.t1
OG0002551	Bany_06107-RA	HMEL008758g1.t1
OG0002553	Bany_01156-RA	HMEL033230g1.t1
OG0002554	Bany_16651-RA	HMEL009698g1.t1
OG0002555	Bany_07352-RA, Bany_06830-RA	HMEL016440g1.t1
OG0002556	Bany_13828-RA	HMEL037729g1.t1
OG0002557	Bany_00259-RA	HMEL007186g1.t1
OG0002558	Bany_05070-RA, Bany_01160-RA	HMEL009065g1.t1
OG0002559	Bany_03677-RA	HMEL012390g1.t1
OG0002561	Bany_08836-RA	HMEL032815g1.t1, HMEL036915g1.t1, HMEL031726g1.t1
OG0002562	Bany_11997-RA	HMEL002651g1.t1
OG0002563	Bany_17898-RA	HMEL002743g1.t1
OG0002564	Bany_17194-RA	HMEL030398g1.t1
OG0002565	Bany_12820-RA	HMEL034131g1.t1
OG0002566	Bany_14496-RA, Bany_14492-RA	HMEL007222g1.t1
OG0002568	Bany_09555-RA	HMEL037873g1.t1
OG0002569	Bany_08844-RA	HMEL031566g1.t1
OG0002570	Bany_02884-RA	HMEL035052g1.t1
OG0002571	Bany_02886-RA	HMEL035053g1.t1
OG0002572	Bany_13831-RA	HMEL013395g1.t1, HMEL037726g1.t1
OG0002574	Bany_00269-RA	HMEL009770g1.t1
OG0002576	Bany_03703-RA	HMEL012406g1.t1
OG0002577	Bany_06138-RA, Bany_06137-RA	HMEL034820g1.t1
OG0002578	Bany_05398-RA	HMEL033884g1.t1
OG0002579	Bany_12845-RA	HMEL013446g1.t1
OG0002580	Bany_15066-RA	HMEL016505g1.t1
OG0002581	Bany_02144-RA	HMEL016833g1.t1
OG0002582	Bany_10106-RA	HMEL005403g1.t1
OG0002583	Bany_06804-RA, Bany_06801-RA	HMEL010314g1.t1
OG0002584	Bany_06151-RA	HMEL003261g1.t1
OG0002585	Bany_00288-RA	HMEL009788g1.t1
OG0002586	Bany_11408-RA	HMEL032512g1.t1
OG0002587	Bany_09570-RA	HMEL037884g1.t1
OG0002588	Bany_03713-RA	HMEL012413g1.t1
OG0002589	Bany_17560-RA	HMEL034468g1.t1
OG0002592	Bany_08181-RA	HMEL032813g1.t1
OG0002593	Bany_02157-RA	HMEL016823g1.t1
OG0002594	Bany_08869-RA	HMEL011933g1.t1
OG0002595	Bany_02893-RA	HMEL012267g1.t1
OG0002596	Bany_03727-RA	HMEL012422g1.t1
OG0002597	Bany_17209-RA	HMEL015719g1.t1
OG0002598	Bany_06812-RA	HMEL009320g1.t1
OG0002599	Bany_09578-RA	HMEL037892g1.t1, HMEL037894g1.t1
OG0002601	Bany_09583-RA	HMEL016935g1.t1
OG0002602	Bany_06820-RA	HMEL007135g1.t1
OG0002604	Bany_00307-RA	HMEL006546g1.t1
OG0002607	Bany_17578-RA	HMEL016325g1.t1
OG0002608	Bany_16402-RA	HMEL037185g1.t1, HMEL037186g1.t1
OG0002609	Bany_04168-RA, Bany_11435-RA	HMEL032526g1.t1
OG0002610	Bany_14135-RA, Bany_15080-RA, Bany_13962-RA	HMEL004972g1.t1
OG0002611	Bany_08897-RA	HMEL031624g1.t1
OG0002612	Bany_01183-RA	HMEL015033g1.t1
OG0002613	Bany_13889-RA, Bany_13882-RA	HMEL037568g1.t1
OG0002614	Bany_08898-RA	HMEL017579g1.t1
OG0002615	Bany_15670-RA	HMEL034326g1.t1
OG0002616	Bany_05438-RA	HMEL004807g1.t1
OG0002617	Bany_08195-RA	HMEL032805g1.t1
OG0002618	Bany_17939-RA, Bany_17940-RA	HMEL010660g1.t1
OG0002619	Bany_05440-RA	HMEL017729g1.t1
OG0002620	Bany_02913-RA	HMEL012284g1.t1
OG0002621	Bany_09590-RA	HMEL003149g1.t1
OG0002622	Bany_05445-RA	HMEL017733g1.t1
OG0002623	Bany_11444-RA	HMEL032533g1.t1
OG0002624	Bany_00330-RA, Bany_00329-RA	HMEL006561g1.t1
OG0002625	Bany_15674-RA	HMEL034320g1.t1, HMEL022280g1.t1
OG0002626	Bany_11453-RA, Bany_11454-RA	HMEL013410g1.t1
OG0002627	Bany_04629-RA	HMEL005927g1.t1
OG0002628	Bany_00335-RA, Bany_00332-RA	HMEL005717g1.t1
OG0002629	Bany_14532-RA	HMEL008353g1.t1
OG0002631	Bany_02920-RA, Bany_02919-RA	HMEL035079g1.t1
OG0002632	Bany_11460-RA	HMEL032538g1.t1
OG0002633	Bany_04636-RA	HMEL030794g1.t1
OG0002633	Bany_04638-RA	HMEL005930g1.t1
OG0002634	Bany_16433-RA	HMEL022503g1.t1
OG0002635	Bany_17589-RA	HMEL016598g1.t1
OG0002637	Bany_06198-RA	HMEL004936g1.t1
OG0002638	Bany_15677-RA	HMEL017512g1.t1, HMEL022420g1.t1
OG0002639	Bany_06199-RA	HMEL004937g1.t1
OG0002640	Bany_11470-RA	HMEL011945g1.t1
OG0002641	Bany_17590-RA	HMEL016599g1.t1
OG0002642	Bany_07414-RA	HMEL002164g1.t1
OG0002643	Bany_11474-RA	HMEL032546g1.t1
OG0002644	Bany_01218-RA	HMEL014884g1.t1
OG0002645	Bany_04649-RA	HMEL006706g1.t1
OG0002646	Bany_13916-RA	HMEL005480g1.t1
OG0002647	Bany_16695-RA	HMEL032183g1.t1
OG0002648	Bany_14565-RA	HMEL036722g1.t1
OG0002649	Bany_02929-RA	HMEL035088g1.t1, HMEL008796g1.t1, HMEL014724g1.t1, HMEL035087g1.t1
OG0002651	Bany_01223-RA	HMEL007057g1.t1
OG0002652	Bany_06873-RA	HMEL009346g1.t1
OG0002653	Bany_00358-RA	HMEL007817g1.t1
OG0002654	Bany_10879-RA	HMEL002524g1.t1
OG0002655	Bany_00359-RA	HMEL031155g1.t1
OG0002657	Bany_13323-RA	HMEL009874g1.t1
OG0002658	Bany_00365-RA	HMEL007824g1.t1
OG0002659	Bany_11493-RA	HMEL032548g1.t1
OG0002660	Bany_08934-RA, Bany_08935-RA	HMEL012936g1.t1
OG0002661	Bany_02205-RA	HMEL007532g1.t1
OG0002662	Bany_00366-RA	HMEL031159g1.t1
OG0002663	Bany_06880-RA	HMEL009355g1.t1
OG0002664	Bany_17976-RA	HMEL034638g1.t1
OG0002665	Bany_03803-RA	HMEL012485g1.t1
OG0002666	Bany_13924-RA	HMEL022456g1.t1, HMEL037551g1.t1
OG0002667	Bany_17977-RA	HMEL034639g1.t1
OG0002668	Bany_17244-RA	HMEL007489g1.t1
OG0002668	Bany_17245-RA	HMEL007493g1.t1
OG0002669	Bany_14683-RA, Bany_08227-RA	HMEL016738g1.t1
OG0002670	Bany_10503-RA	HMEL032065g1.t1
OG0002671	Bany_10163-RA	HMEL002515g1.t1
OG0002672	Bany_01236-RA	HMEL014154g1.t1
OG0002673	Bany_15117-RA	HMEL022324g1.t1
OG0002674	Bany_04670-RA	HMEL006724g1.t1
OG0002676	Bany_04671-RA, Bany_04672-RA	HMEL030854g1.t1
OG0002677	Bany_02950-RA	HMEL016147g1.t1
OG0002678	Bany_11497-RA	HMEL020782g1.t1
OG0002679	Bany_13937-RA, Bany_13936-RA	HMEL037549g1.t1
OG0002680	Bany_00374-RA	HMEL031145g1.t1
OG0002681	Bany_01247-RA	HMEL003592g1.t1
OG0002682	Bany_11499-RA	HMEL032551g1.t1
OG0002683	Bany_17983-RA	HMEL013184g1.t1
OG0002684	Bany_10891-RA	HMEL016996g1.t1
OG0002685	Bany_06895-RA	HMEL008440g1.t1
OG0002686	Bany_01254-RA	HMEL003593g1.t1
OG0002687	Bany_12074-RA, Bany_12075-RA	HMEL005362g1.t1
OG0002688	Bany_13939-RA	HMEL037546g1.t1
OG0002689	Bany_17254-RA	HMEL003969g1.t1
OG0002690	Bany_10184-RA	HMEL014330g1.t1
OG0002691	Bany_13945-RA	HMEL021712g1.t1
OG0002692	Bany_09627-RA	HMEL002509g1.t1
OG0002693	Bany_03822-RA	HMEL002217g1.t1
OG0002694	Bany_17258-RA	HMEL030340g1.t1
OG0002695	Bany_02224-RA	HMEL007508g1.t1
OG0002696	Bany_16721-RA	HMEL032137g1.t1
OG0002697	Bany_07471-RA	HMEL014709g1.t1
OG0002698	Bany_10189-RA	HMEL014211g1.t1
OG0002699	Bany_17998-RA	HMEL013173g1.t1
OG0002700	Bany_13953-RA	HMEL021351g1.t1, HMEL017295g1.t1
OG0002701	Bany_15716-RA	HMEL034304g1.t1
OG0002702	Bany_18001-RA	HMEL013170g1.t1
OG0002703	Bany_07474-RA	HMEL035831g1.t1
OG0002704	Bany_11521-RA	HMEL005531g1.t1
OG0002705	Bany_17613-RA	HMEL013925g1.t1
OG0002706	Bany_17614-RA	HMEL034502g1.t1
OG0002707	Bany_06904-RA	HMEL015858g1.t1
OG0002708	Bany_00387-RA	HMEL015689g1.t1
OG0002709	Bany_01293-RA	HMEL015544g1.t1
OG0002710	Bany_00391-RA	HMEL015685g1.t1
OG0002712	Bany_11536-RA, Bany_11535-RA	HMEL014615g1.t1
OG0002714	Bany_18021-RA	HMEL004881g1.t1
OG0002714	Bany_18020-RA	HMEL002617g1.t1
OG0002715	Bany_15725-RA	HMEL002567g1.t1
OG0002716	Bany_13356-RA	HMEL004850g1.t1
OG0002717	Bany_15726-RA	HMEL002565g1.t1
OG0002718	Bany_00399-RA, Bany_00401-RA	HMEL031136g1.t1
OG0002719	Bany_14603-RA	HMEL034052g1.t1, HMEL008115g1.t1
OG0002721	Bany_02246-RA, Bany_02245-RA	HMEL005971g1.t1
OG0002722	Bany_03004-RA	HMEL035129g1.t1
OG0002723	Bany_12094-RA	HMEL004099g1.t1
OG0002724	Bany_15149-RA	HMEL009841g1.t1
OG0002725	Bany_15731-RA	HMEL002562g1.t1
OG0002726	Bany_09668-RA	HMEL015588g1.t1
OG0002727	Bany_11557-RA	HMEL035588g1.t1, HMEL016342g1.t1
OG0002728	Bany_02257-RA	HMEL017982g1.t1
OG0002729	Bany_15157-RA	HMEL022329g1.t1
OG0002729	Bany_15158-RA	HMEL036524g1.t1
OG0002730	Bany_10216-RA	HMEL007003g1.t1, HMEL031923g1.t1
OG0002731	Bany_18034-RA	HMEL016870g1.t1
OG0002732	Bany_01318-RA	HMEL035572g1.t1
OG0002733	Bany_00408-RA	HMEL031131g1.t1
OG0002734	Bany_06953-RA	HMEL014549g1.t1
OG0002735	Bany_14619-RA	HMEL008949g1.t1
OG0002736	Bany_17632-RA, Bany_17633-RA	HMEL002955g1.t1
OG0002737	Bany_07507-RA, Bany_07506-RA	HMEL017925g1.t1
OG0002738	Bany_17635-RA, Bany_17634-RA	HMEL002960g1.t1
OG0002739	Bany_18040-RA	HMEL016875g1.t1
OG0002740	Bany_13377-RA, Bany_13378-RA	HMEL017316-RA
OG0002741	Bany_03047-RA, Bany_03042-RA, Bany_03043-RA, Bany_03045-RA	HMEL012117g1.t1
OG0002742	Bany_13380-RA	HMEL033504g1.t1
OG0002743	Bany_10227-RA, Bany_10228-RA	HMEL021415g1.t1
OG0002744	Bany_13976-RA	HMEL012318g1.t1
OG0002745	Bany_03855-RA	HMEL030276g1.t1
OG0002746	Bany_03856-RA	HMEL011652g1.t1
OG0002747	Bany_05554-RA	HMEL033821g1.t1
OG0002748	Bany_14628-RA	HMEL008940g1.t1
OG0002749	Bany_08272-RA	HMEL002319g1.t1
OG0002750	Bany_07515-RA	HMEL013527g1.t1
OG0002751	Bany_05556-RA	HMEL033819g1.t1
OG0002753	Bany_04721-RA	HMEL013353g1.t1
OG0002754	Bany_01342-RA	HMEL033262g1.t1, HMEL033261g1.t1
OG0002755	Bany_13978-RA	HMEL006285g1.t1
OG0002756	Bany_18052-RA	HMEL034666g1.t1
OG0002757	Bany_10239-RA	HMEL006020g1.t1
OG0002758	Bany_13981-RA	HMEL037636g1.t1
OG0002759	Bany_11583-RA	HMEL004630g1.t1
OG0002760	Bany_07527-RA	HMEL013518g1.t1
OG0002761	Bany_17296-RA	HMEL003705g1.t1
OG0002762	Bany_11585-RA	HMEL009246g1.t1
OG0002763	Bany_15764-RA	HMEL006492g1.t1
OG0002764	Bany_06272-RA	HMEL034781g1.t1
OG0002765	Bany_10248-RA	HMEL031940g1.t1
OG0002766	Bany_04729-RA, Bany_04728-RA, Bany_04727-RA	HMEL013346g1.t1
OG0002767	Bany_11592-RA	HMEL011060g1.t1
OG0002770	Bany_08990-RA	HMEL012689g1.t1
OG0002771	Bany_00441-RA	HMEL006246g1.t1
OG0002772	Bany_08991-RA	HMEL012690g1.t1
OG0002773	Bany_00442-RA	HMEL006245g1.t1
OG0002774	Bany_12129-RA	HMEL016786g1.t1
OG0002775	Bany_04732-RA	HMEL013344g1.t1
OG0002777	Bany_17654-RA	HMEL004231g1.t1
OG0002778	Bany_07536-RA	HMEL013510g1.t1
OG0002780	Bany_07538-RA	HMEL013505g1.t1
OG0002781	Bany_15782-RA	HMEL010973g1.t1
OG0002782	Bany_15787-RA, Bany_15786-RA	HMEL010977g1.t1
OG0002783	Bany_02297-RA	HMEL018077g1.t1
OG0002785	Bany_05568-RA	HMEL016664g1.t1
OG0002786	Bany_07551-RA	HMEL013496g1.t1
OG0002789	Bany_01375-RA, Bany_01374-RA	HMEL006874g1.t1
OG0002790	Bany_12140-RA	HMEL002923g1.t1
OG0002791	Bany_17305-RA	HMEL030323g1.t1
OG0002792	Bany_13396-RA	HMEL008833g1.t1
OG0002793	Bany_09699-RA	HMEL038070g1.t1
OG0002794	Bany_05860-RA, Bany_13400-RA	HMEL008838g1.t1
OG0002795	Bany_15205-RA	HMEL036544g1.t1
OG0002796	Bany_10285-RA	HMEL009729g1.t1
OG0002797	Bany_09702-RA	HMEL006595-RA
OG0002798	Bany_07639-RA, Bany_10286-RA	HMEL035524g1.t1
OG0002799	Bany_00468-RA	HMEL003350g1.t1
OG0002800	Bany_06302-RA	HMEL008271g1.t1
OG0002801	Bany_00471-RA	HMEL015174g1.t1
OG0002802	Bany_06999-RA	HMEL030085g1.t1
OG0002803	Bany_17308-RA	HMEL018068g1.t1
OG0002804	Bany_18071-RA	HMEL016902g1.t1
OG0002805	Bany_11611-RA	HMEL009796g1.t1
OG0002806	Bany_12145-RA	HMEL037015g1.t1
OG0002807	Bany_13416-RA	HMEL033528g1.t1
OG0002809	Bany_10295-RA, Bany_10298-RA	HMEL031994g1.t1
OG0002810	Bany_14669-RA	HMEL035972g1.t1
OG0002811	Bany_03379-RA, Bany_01403-RA, Bany_01401-RA	HMEL035274g1.t1
OG0002812	Bany_10300-RA	HMEL031993g1.t1
OG0002813	Bany_14872-RA, Bany_16800-RA	HMEL005491g1.t1
OG0002814	Bany_18077-RA	HMEL013120g1.t1
OG0002815	Bany_05584-RA	HMEL016681g1.t1
OG0002816	Bany_13992-RA	HMEL035491g1.t1, HMEL021699g1.t1, HMEL037655g1.t1
OG0002817	Bany_03109-RA, Bany_14757-RA	HMEL002379g1.t1
OG0002818	Bany_10309-RA	HMEL018022g1.t1
OG0002819	Bany_00492-RA	HMEL015159g1.t1
OG0002820	Bany_10310-RA	HMEL018021g1.t1
OG0002821	Bany_15811-RA	HMEL014954g1.t1
OG0002822	Bany_15812-RA	HMEL034267g1.t1
OG0002823	Bany_02328-RA	HMEL030670g1.t1
OG0002824	Bany_04788-RA	HMEL013305g1.t1
OG0002825	Bany_06313-RA	HMEL005681g1.t1
OG0002826	Bany_03111-RA	HMEL022278g1.t1, HMEL035170g1.t1
OG0002827	Bany_10318-RA	HMEL017143g1.t1
OG0002828	Bany_07573-RA	HMEL012043g1.t1
OG0002829	Bany_18090-RA, Bany_18089-RA	HMEL013133g1.t1
OG0002830	Bany_09743-RA	HMEL004997g1.t1
OG0002831	Bany_07582-RA	HMEL008805g1.t1
OG0002832	Bany_03929-RA	HMEL033000g1.t1
OG0002833	Bany_03931-RA	HMEL006817g1.t1
OG0002834	Bany_01432-RA, Bany_01429-RA	HMEL009427g1.t1
OG0002835	Bany_09030-RA	HMEL013999g1.t1
OG0002836	Bany_01436-RA	HMEL016093g1.t1
OG0002837	Bany_11652-RA	HMEL005011g1.t1
OG0002838	Bany_05833-RA, Bany_09756-RA	HMEL006586g1.t1
OG0002839	Bany_03943-RA	HMEL006806g1.t1
OG0002840	Bany_09041-RA	HMEL031630g1.t1
OG0002841	Bany_03948-RA	HMEL006802g1.t1
OG0002842	Bany_09046-RA	HMEL031632g1.t1
OG0002843	Bany_12161-RA	HMEL003899g1.t1
OG0002844	Bany_14710-RA, Bany_06439-RA	HMEL011352g1.t1
OG0002845	Bany_16811-RA	HMEL015622g1.t1
OG0002846	Bany_17328-RA	HMEL007609g1.t1
OG0002847	Bany_16812-RA	HMEL015621g1.t1
OG0002848	Bany_00534-RA	HMEL015133g1.t1
OG0002849	Bany_10966-RA	HMEL036050g1.t1
OG0002850	Bany_13438-RA	HMEL012312g1.t1
OG0002851	Bany_12174-RA	HMEL003893g1.t1
OG0002852	Bany_13441-RA	HMEL033539g1.t1
OG0002854	Bany_11669-RA	HMEL004781g1.t1
OG0002855	Bany_02339-RA	HMEL018082g1.t1
OG0002856	Bany_15833-RA	HMEL034258g1.t1
OG0002857	Bany_12180-RA	HMEL008894-RA
OG0002858	Bany_09761-RA	HMEL004639g1.t1, HMEL037175g1.t1, HMEL038128g1.t1
OG0002859	Bany_14720-RA	HMEL011360g1.t1
OG0002860	Bany_15252-RA	HMEL036385g1.t1
OG0002861	Bany_05628-RA	HMEL006829g1.t1
OG0002862	Bany_18105-RA	HMEL013155-RA
OG0002863	Bany_10969-RA, Bany_10970-RA	HMEL004886g1.t1, HMEL018084g1.t1
OG0002864	Bany_05633-RA	HMEL006832g1.t1
OG0002865	Bany_02350-RA	HMEL004369-RA
OG0002866	Bany_05638-RA	HMEL004658g1.t1, HMEL032390g1.t1, HMEL032391g1.t1
OG0002867	Bany_13457-RA	HMEL010218g1.t1
OG0002869	Bany_16836-RA	HMEL002071g1.t1
OG0002870	Bany_17346-RA, Bany_17347-RA	HMEL014362g1.t1
OG0002871	Bany_01489-RA, Bany_01490-RA	HMEL014365g1.t1
OG0002873	Bany_05659-RA	HMEL033695g1.t1
OG0002873	Bany_05656-RA	HMEL033693g1.t1
OG0002874	Bany_12213-RA	HMEL002639g1.t1
OG0002875	Bany_03973-RA	HMEL004440g1.t1
OG0002876	Bany_09083-RA	HMEL011972g1.t1
OG0002877	Bany_11691-RA	HMEL014249g1.t1
OG0002878	Bany_13471-RA	HMEL009398g1.t1
OG0002879	Bany_09777-RA, Bany_09778-RA	HMEL038144g1.t1
OG0002880	Bany_13474-RA, Bany_13472-RA	HMEL018119-RA, HMEL018120-RA
OG0002881	Bany_13476-RA	HMEL033476g1.t1, HMEL009396g1.t1
OG0002882	Bany_09788-RA	HMEL004950g1.t1
OG0002883	Bany_05675-RA	HMEL016456g1.t1
OG0002884	Bany_15294-RA	HMEL036348g1.t1, HMEL016525g1.t1
OG0002885	Bany_17360-RA	HMEL005272g1.t1
OG0002886	Bany_06362-RA	HMEL034776g1.t1
OG0002887	Bany_14050-RA	HMEL037635g1.t1
OG0002888	Bany_15861-RA, Bany_04094-RA	HMEL011427g1.t1
OG0002889	Bany_02370-RA	HMEL030450g1.t1
OG0002890	Bany_08388-RA	HMEL032740g1.t1
OG0002891	Bany_10351-RA	HMEL015652g1.t1, HMEL031982g1.t1
OG0002892	Bany_00579-RA	HMEL011758g1.t1
OG0002893	Bany_07648-RA	HMEL035526g1.t1, HMEL002828g1.t1
OG0002894	Bany_07041-RA, Bany_07043-RA	HMEL010071g1.t1
OG0002895	Bany_13486-RA	HMEL035950g1.t1
OG0002895	Bany_11046-RA	HMEL035951g1.t1
OG0002896	Bany_06367-RA, Bany_06369-RA	HMEL002242g1.t1, HMEL033875g1.t1
OG0002897	Bany_15308-RA	HMEL016536g1.t1
OG0002898	Bany_10358-RA	HMEL015644g1.t1
OG0002899	Bany_16863-RA	HMEL009974g1.t1
OG0002900	Bany_10361-RA	HMEL031974g1.t1, HMEL031985g1.t1
OG0002901	Bany_10365-RA	HMEL031978g1.t1
OG0002902	Bany_16869-RA	HMEL032084g1.t1
OG0002903	Bany_07047-RA, Bany_07045-RA	HMEL014984g1.t1
OG0002904	Bany_17386-RA	HMEL006091g1.t1
OG0002905	Bany_10996-RA	HMEL021515g1.t1
OG0002907	Bany_09131-RA	HMEL031668g1.t1
OG0002908	Bany_17388-RA	HMEL006090g1.t1
OG0002909	Bany_09803-RA	HMEL008173g1.t1
OG0002910	Bany_12254-RA	HMEL015772g1.t1
OG0002911	Bany_09806-RA	HMEL008176g1.t1
OG0002912	Bany_07673-RA	HMEL003975g1.t1
OG0002913	Bany_08405-RA, Bany_08406-RA	HMEL013591g1.t1
OG0002914	Bany_07675-RA	HMEL003976g1.t1
OG0002915	Bany_00611-RA	HMEL015188g1.t1
OG0002916	Bany_13497-RA	HMEL012656g1.t1
OG0002917	Bany_09815-RA	HMEL008182g1.t1
OG0002918	Bany_12260-RA	HMEL037071g1.t1
OG0002919	Bany_08409-RA	HMEL021946g1.t1
OG0002920	Bany_01535-RA	HMEL011074g1.t1
OG0002921	Bany_14767-RA	HMEL036818g1.t1
OG0002922	Bany_09817-RA	HMEL008184g1.t1
OG0002923	Bany_00618-RA	HMEL015191g1.t1
OG0002925	Bany_04018-RA	HMEL011369g1.t1
OG0002926	Bany_12268-RA	HMEL015783-RA
OG0002927	Bany_11745-RA	HMEL010486g1.t1
OG0002928	Bany_14098-RA	HMEL006306g1.t1
OG0002929	Bany_05687-RA	HMEL033716g1.t1
OG0002930	Bany_08422-RA	HMEL003724g1.t1
OG0002931	Bany_15325-RA	HMEL003675g1.t1
OG0002932	Bany_14100-RA	HMEL006307g1.t1, HMEL005755g1.t1
OG0002933	Bany_14101-RA	HMEL006308g1.t1
OG0002934	Bany_09834-RA	HMEL038166g1.t1
OG0002935	Bany_12272-RA	HMEL037080g1.t1
OG0002936	Bany_14791-RA	HMEL013055g1.t1
OG0002937	Bany_11762-RA	HMEL032311g1.t1, HMEL003536g1.t1, HMEL032310g1.t1
OG0002938	Bany_11003-RA	HMEL020585g1.t1
OG0002939	Bany_10383-RA	HMEL031955g1.t1
OG0002940	Bany_06390-RA	HMEL006460g1.t1
OG0002941	Bany_14796-RA, Bany_14797-RA	HMEL004651g1.t1, HMEL036831g1.t1
OG0002942	Bany_01560-RA, Bany_01559-RA	HMEL002114g1.t1
OG0002943	Bany_04037-RA	HMEL033043g1.t1
OG0002944	Bany_00632-RA	HMEL015200g1.t1
OG0002945	Bany_04890-RA	HMEL030880g1.t1
OG0002946	Bany_02397-RA	HMEL017168g1.t1
OG0002947	Bany_14798-RA, Bany_14799-RA	HMEL013779g1.t1
