Orthogroup	Vanessa_tameamea	Maniola_hyperantus
OG0003021	XP_026492992.1, XP_026492994.1, XP_026492993.1	XP_034828914.1
OG0003022	XP_026492989.1	XP_034828603.1
OG0003023	XP_026501590.1	XP_034840435.1
OG0003024	XP_026484651.1	XP_034840916.1
OG0003025	XP_026494484.1	XP_034827871.1
OG0003026	XP_026491210.1	XP_034825579.1
OG0003027	XP_026501591.1	XP_034840433.1
OG0003028	XP_026499953.1	XP_034831500.1, XP_034831498.1, XP_034831499.1
OG0003029	XP_026488151.1	XP_034832082.1, XP_034832081.1
OG0003030	XP_026500645.1	XP_034839516.1
OG0003031	XP_026492674.1	XP_034830678.1, XP_034830692.1, XP_034830684.1
OG0003032	XP_026498339.1	XP_034828752.1, XP_034828751.1, XP_034828753.1
OG0003033	XP_026500693.1	XP_034839391.1
OG0003034	XP_026491348.1	XP_034825214.1
OG0003035	XP_026499314.1, XP_026497198.1	XP_034831808.1
OG0003036	XP_026492641.1	XP_034834464.1
OG0003036	XP_026492640.1	XP_034834451.1
OG0003037	XP_026492676.1	XP_034830900.1
OG0003038	XP_026489821.1	XP_034829059.1, XP_034829058.1
OG0003039	XP_026491866.1	XP_034826613.1
OG0003040	XP_026486453.1	XP_034827300.1
OG0003041	XP_026490900.1	XP_034830784.1
OG0003042	XP_026486445.1	XP_034827307.1
OG0003043	XP_026501780.1	XP_034837777.1
OG0003044	XP_026484819.1	XP_034841356.1
OG0003045	XP_026499942.1	XP_034831622.1
OG0003046	XP_026499943.1	XP_034831603.1
OG0003047	XP_026500041.1	XP_034828176.1
OG0003048	XP_026494561.1	XP_034832335.1
OG0003049	XP_026487004.1	XP_034830480.1, XP_034830481.1, XP_034830482.1
OG0003050	XP_026489192.1	XP_034830123.1
OG0003051	XP_026491977.1	XP_034826416.1
OG0003052	XP_026487214.1	XP_034831786.1
OG0003053	XP_026494129.1	XP_034830814.1
OG0003054	XP_026488769.1	XP_034840621.1
OG0003055	XP_026484893.1	XP_034823906.1
OG0003056	XP_026492690.1, XP_026492689.1	XP_034833775.1
OG0003057	XP_026486315.1	XP_034824301.1, XP_034824302.1, XP_034824300.1
OG0003058	XP_026491365.1	XP_034824995.1
OG0003059	XP_026486301.1	XP_034824489.1
OG0003062	XP_026483303.1, XP_026483302.1	XP_034826757.1
OG0003063	XP_026500728.1, XP_026500729.1	XP_034839514.1
OG0003064	XP_026487145.1	XP_034827400.1
OG0003065	XP_026501557.1	XP_034840005.1
OG0003066	XP_026485670.1	XP_034830467.1
OG0003067	XP_026497080.1	XP_034834395.1
OG0003068	XP_026497057.1	XP_034833764.1
OG0003069	XP_026485872.1	XP_034824493.1
OG0003070	XP_026497390.1, XP_026497381.1	XP_034839218.1, XP_034839219.1
OG0003071	XP_026484483.1	XP_034823899.1
OG0003072	XP_026501461.1	XP_034840004.1
OG0003074	XP_026500038.1	XP_034827888.1
OG0003075	XP_026497966.1	XP_034830993.1, XP_034830992.1
OG0003076	XP_026488588.1	XP_034827987.1, XP_034827985.1, XP_034827986.1
OG0003077	XP_026497108.1	XP_034836957.1
OG0003078	XP_026497373.1, XP_026497365.1	XP_034839398.1
OG0003079	XP_026490549.1	XP_034832027.1
OG0003080	XP_026497150.1	XP_034833709.1, XP_034836968.1
OG0003081	XP_026491965.1	XP_034826523.1, XP_034826522.1, XP_034826521.1
OG0003082	XP_026501295.1	XP_034827521.1
OG0003083	XP_026490529.1	XP_034824814.1
OG0003084	XP_026485831.1	XP_034824583.1
OG0003085	XP_026486652.1	XP_034830681.1
OG0003086	XP_026486664.1	XP_034830768.1
OG0003087	XP_026497156.1, XP_026497052.1	XP_034833699.1
OG0003088	XP_026501284.1	XP_034827425.1
OG0003089	XP_026490474.1	XP_034825371.1, XP_034825300.1
OG0003090	XP_026497119.1	XP_034836928.1
OG0003091	XP_026491690.1	XP_034825594.1
OG0003092	XP_026490440.1	XP_034828128.1
OG0003093	XP_026491077.1	XP_034825441.1, XP_034825440.1, XP_034825442.1
OG0003094	XP_026491957.1	XP_034826649.1
OG0003095	XP_026490448.1	XP_034829760.1
OG0003096	XP_026501601.1	XP_034840517.1
OG0003097	XP_026491774.1	XP_034825264.1
OG0003098	XP_026491893.1, XP_026491892.1	XP_034825979.1
OG0003099	XP_026491651.1	XP_034825405.1
OG0003100	XP_026491653.1	XP_034825112.1
OG0003101	XP_026497089.1	XP_034834843.1
OG0003102	XP_026488785.1	XP_034840988.1, XP_034840997.1
OG0003103	XP_026490322.1	XP_034839535.1
OG0003104	XP_026485109.1	XP_034840998.1, XP_034840999.1
OG0003105	XP_026497046.1	XP_034836620.1
OG0003106	XP_026497176.1	XP_034836696.1, XP_034836688.1, XP_034836690.1
OG0003109	XP_026483145.1	XP_034838948.1, XP_034838946.1, XP_034838947.1, XP_034838949.1
OG0003110	XP_026488356.1	XP_034830689.1
OG0003111	XP_026499263.1, XP_026499262.1	XP_034831131.1
OG0003112	XP_026483233.1	XP_034832180.1
OG0003114	XP_026498652.1	XP_034829448.1
OG0003115	XP_026499025.1, XP_026499024.1	XP_034830725.1, XP_034830724.1
OG0003117	XP_026486385.1	XP_034836539.1
OG0003118	XP_026486905.1	XP_034831567.1, XP_034831347.1
OG0003120	XP_026486698.1	XP_034834005.1
OG0003121	XP_026486171.1, XP_026486172.1	XP_034824201.1, XP_034824199.1
OG0003122	XP_026492142.1	XP_034832406.1, XP_034832405.1, XP_034832403.1
OG0003123	XP_026491526.1	XP_034825563.1
OG0003125	XP_026499180.1, XP_026499179.1	XP_034831234.1
OG0003126	XP_026487073.1, XP_026487075.1, XP_026487072.1, XP_026487074.1	XP_034837400.1
OG0003128	XP_026501256.1	XP_034836429.1
OG0003130	XP_026495129.1	XP_034840494.1, XP_034840491.1, XP_034840492.1
OG0003131	XP_026486323.1, XP_026486324.1, XP_026486325.1	XP_034824793.1
OG0003132	XP_026489169.1	XP_034830089.1
OG0003133	XP_026490796.1	XP_034830751.1, XP_034830752.1, XP_034830753.1
OG0003134	XP_026486184.1, XP_026486185.1	XP_034824542.1, XP_034824555.1
OG0003144	XP_026497535.1	XP_034836187.1, XP_034836185.1
OG0003145	XP_026489429.1, XP_026489394.1	XP_034837897.1
OG0003149	XP_026499995.1	XP_034826338.1
OG0003150	XP_026488750.1	XP_034838561.1
OG0003151	XP_026498840.1	XP_034837352.1
OG0003152	XP_026484401.1	XP_034840930.1
OG0003154	XP_026488372.1	XP_034831012.1
OG0003155	XP_026483996.1	XP_034837478.1
OG0003156	XP_026497370.1	XP_034836050.1
OG0003157	XP_026490811.1	XP_034830741.1
OG0003158	XP_026500934.1	XP_034838194.1
OG0003160	XP_026484018.1	XP_034837498.1
OG0003161	XP_026497438.1	XP_034836047.1
OG0003162	XP_026498767.1	XP_034837402.1
OG0003163	XP_026486526.1	XP_034839120.1
OG0003164	XP_026484553.1	XP_034840898.1
OG0003165	XP_026497539.1	XP_034835866.1
OG0003166	XP_026483377.1	XP_034828118.1
OG0003167	XP_026489983.1	XP_034840368.1, XP_034840367.1
OG0003168	XP_026496420.1	XP_034829506.1
OG0003169	XP_026497268.1	XP_034836094.1, XP_034836095.1
OG0003170	XP_026493535.1	XP_034833190.1
OG0003171	XP_026483950.1, XP_026483948.1	XP_034837587.1
OG0003173	XP_026493098.1	XP_034833197.1
OG0003174	XP_026493865.1, XP_026493086.1	XP_034826833.1
OG0003175	XP_026483505.1	XP_034827855.1
OG0003176	XP_026489316.1	XP_034823910.1
OG0003177	XP_026485653.1	XP_034828704.1
OG0003178	XP_026490035.1	XP_034824901.1, XP_034824902.1
OG0003179	XP_026501007.1	XP_034834565.1
OG0003180	XP_026483898.1	XP_034837652.1
OG0003181	XP_026499507.1, XP_026501068.1	XP_034838135.1
OG0003182	XP_026500841.1	XP_034839488.1, XP_034839168.1
OG0003183	XP_026486768.1, XP_026486772.1	XP_034838266.1
OG0003184	XP_026489308.1	XP_034826415.1
OG0003185	XP_026500791.1	XP_034839341.1
OG0003186	XP_026500411.1	XP_034826843.1
OG0003187	XP_026490704.1	XP_034838233.1
OG0003188	XP_026493326.1	XP_034833336.1
OG0003189	XP_026496163.1	XP_034829673.1, XP_034829674.1
OG0003190	XP_026498021.1	XP_034832717.1
OG0003191	XP_026496331.1	XP_034829483.1
OG0003192	XP_026496455.1	XP_034838073.1
OG0003193	XP_026490112.1, XP_026490113.1	XP_034824921.1
OG0003194	XP_026496450.1	XP_034838159.1
OG0003195	XP_026496445.1	XP_034838187.1
OG0003196	XP_026491245.1	XP_034825052.1
OG0003197	XP_026485241.1	XP_034826660.1
OG0003198	XP_026485261.1, XP_026485262.1	XP_034826658.1
OG0003199	XP_026498415.1, XP_026485254.1	XP_034826656.1
OG0003200	XP_026491003.1	XP_034834265.1
OG0003201	XP_026490110.1	XP_034824904.1
OG0003202	XP_026485245.1, XP_026498414.1	XP_034826195.1
OG0003203	XP_026488533.1, XP_026488534.1	XP_034829040.1
OG0003204	XP_026485246.1	XP_034826187.1
OG0003205	XP_026492927.1, XP_026497995.1	XP_034836722.1
OG0003206	XP_026497322.1	XP_034835996.1
OG0003207	XP_026500297.1	XP_034839433.1
OG0003208	XP_026485235.1	XP_034826444.1
OG0003211	XP_026501029.1	XP_034834752.1
OG0003212	XP_026501088.1	XP_034841005.1
OG0003213	XP_026485517.1	XP_034828405.1
OG0003214	XP_026501041.1	XP_034835022.1
OG0003215	XP_026492127.1	XP_034832409.1
OG0003216	XP_026487286.1, XP_026487285.1	XP_034831039.1
OG0003217	XP_026485658.1	XP_034836841.1
OG0003218	XP_026499430.1	XP_034837153.1
OG0003219	XP_026491490.1, XP_026491489.1	XP_034825423.1
OG0003220	XP_026487282.1	XP_034831432.1
OG0003221	XP_026491488.1	XP_034825422.1
OG0003222	XP_026488246.1	XP_034830370.1
OG0003223	XP_026487292.1	XP_034831529.1
OG0003224	XP_026483605.1	XP_034838176.1
OG0003225	XP_026499040.1	XP_034830456.1
OG0003226	XP_026491728.1	XP_034825324.1
OG0003227	XP_026489334.1	XP_034824106.1
OG0003228	XP_026500914.1, XP_026500913.1	XP_034826907.1
OG0003229	XP_026491732.1	XP_034825319.1
OG0003230	XP_026497280.1, XP_026497281.1	XP_034835951.1
OG0003231	XP_026483105.1	XP_034838803.1
OG0003232	XP_026500300.1	XP_034839314.1
OG0003233	XP_026492518.1	XP_034836576.1
OG0003234	XP_026497118.1	XP_034839518.1
OG0003235	XP_026500930.1	XP_034838167.1
OG0003236	XP_026492513.1	XP_034836559.1
OG0003237	XP_026489250.1	XP_034824122.1
OG0003238	XP_026483443.1	XP_034827968.1
OG0003239	XP_026489864.1	XP_034826150.1
OG0003241	XP_026499436.1	XP_034837218.1
OG0003242	XP_026501810.1	XP_034836697.1
OG0003243	XP_026495268.1	XP_034835133.1
OG0003244	XP_026499002.1	XP_034830939.1
OG0003245	XP_026498983.1	XP_034830941.1
OG0003246	XP_026498990.1	XP_034830638.1
OG0003247	XP_026498984.1	XP_034830409.1
OG0003248	XP_026493159.1	XP_034833285.1
OG0003249	XP_026483137.1	XP_034839026.1
OG0003250	XP_026491319.1	XP_034825216.1
OG0003251	XP_026487071.1	XP_034832245.1
OG0003252	XP_026490039.1, XP_026490040.1	XP_034824273.1
OG0003253	XP_026493157.1, XP_026493158.1	XP_034833504.1
OG0003255	XP_026487237.1, XP_026487236.1	XP_034831352.1
OG0003256	XP_026498971.1, XP_026498970.1	XP_034830720.1
OG0003257	XP_026490989.1	XP_034833851.1
OG0003258	XP_026484603.1	XP_034840896.1
OG0003259	XP_026487233.1	XP_034831390.1
OG0003260	XP_026498973.1, XP_026498972.1	XP_034830317.1
OG0003261	XP_026496364.1, XP_026496365.1	XP_034829254.1
OG0003262	XP_026489284.1	XP_034840996.1
OG0003263	XP_026500183.1	XP_034835859.1
OG0003264	XP_026489959.1	XP_034840154.1
OG0003265	XP_026484004.1	XP_034837800.1
OG0003266	XP_026489283.1	XP_034841115.1
OG0003268	XP_026487009.1	XP_034833174.1, XP_034832294.1
OG0003269	XP_026484023.1	XP_034837720.1, XP_034837496.1
OG0003270	XP_026492113.1	XP_034831871.1
OG0003271	XP_026483125.1	XP_034839110.1
OG0003272	XP_026490053.1	XP_034824430.1
OG0003273	XP_026489243.1	XP_034825401.1
OG0003274	XP_026489925.1	XP_034840160.1, XP_034840411.1, XP_034840161.1
OG0003275	XP_026490972.1	XP_034833866.1
OG0003276	XP_026484088.1	XP_034827341.1
OG0003277	XP_026491025.1	XP_034833857.1
OG0003278	XP_026487942.1	XP_034833023.1
OG0003279	XP_026501213.1	XP_034823963.1
OG0003280	XP_026490978.1	XP_034833856.1
OG0003281	XP_026487849.1	XP_034838986.1
OG0003282	XP_026489287.1	XP_034840922.1
OG0003283	XP_026490979.1	XP_034833863.1
OG0003284	XP_026491195.1	XP_034825644.1
OG0003285	XP_026484251.1	XP_034830026.1
OG0003286	XP_026492134.1	XP_034831876.1, XP_034831875.1
OG0003287	XP_026487049.1	XP_034837603.1
OG0003288	XP_026501806.1	XP_034826952.1
OG0003289	XP_026500951.1	XP_034838792.1
OG0003290	XP_026501199.1	XP_034824013.1
OG0003291	XP_026487293.1	XP_034831412.1
OG0003292	XP_026501203.1	XP_034823998.1
OG0003293	XP_026487033.1	XP_034837361.1
OG0003294	XP_026501207.1	XP_034824006.1
OG0003295	XP_026498689.1	XP_034837809.1
OG0003296	XP_026489926.1	XP_034840187.1, XP_034840186.1
OG0003297	XP_026501201.1	XP_034823939.1
OG0003298	XP_026501698.1	XP_034836712.1
OG0003299	XP_026500317.1	XP_034828796.1
OG0003300	XP_026492104.1	XP_034831868.1, XP_034831870.1
OG0003301	XP_026500997.1, XP_026500998.1	XP_034834658.1
OG0003302	XP_026487957.1	XP_034832668.1
OG0003304	XP_026483497.1	XP_034828144.1, XP_034828143.1
OG0003305	XP_026500364.1	XP_034828355.1
OG0003306	XP_026501175.1	XP_034824003.1, XP_034824002.1
OG0003307	XP_026487954.1	XP_034833009.1
OG0003308	XP_026494185.1	XP_034833829.1
OG0003309	XP_026501176.1	XP_034824014.1
OG0003310	XP_026501163.1	XP_034823943.1
OG0003311	XP_026489920.1	XP_034840688.1
OG0003312	XP_026495849.1	XP_034834696.1
OG0003313	XP_026500961.1	XP_034838788.1
OG0003314	XP_026500318.1	XP_034828342.1
OG0003315	XP_026490071.1	XP_034824636.1
OG0003316	XP_026500341.1	XP_034828577.1
OG0003317	XP_026496156.1	XP_034829962.1
OG0003319	XP_026500433.1	XP_034839276.1
OG0003320	XP_026487254.1	XP_034831389.1
OG0003321	XP_026487245.1	XP_034831395.1
OG0003322	XP_026490204.1	XP_034826357.1
OG0003323	XP_026493239.1, XP_026494842.1	XP_034839884.1
OG0003324	XP_026496125.1	XP_034836616.1, XP_034836617.1
OG0003325	XP_026483343.1	XP_034827424.1
OG0003326	XP_026490073.1, XP_026490074.1	XP_034824638.1
OG0003327	XP_026496291.1	XP_034828945.1
OG0003328	XP_026495506.1	XP_034834712.1
OG0003329	XP_026500947.1	XP_034834022.1
OG0003330	XP_026496036.1	XP_034838982.1
OG0003331	XP_026496186.1	XP_034830015.1
OG0003332	XP_026500901.1	XP_034833045.1
OG0003333	XP_026499522.1	XP_034838193.1
OG0003334	XP_026496178.1	XP_034829813.1
OG0003335	XP_026490063.1	XP_034824219.1, XP_034824218.1, XP_034824217.1
OG0003336	XP_026495996.1	XP_034834687.1
OG0003337	XP_026495998.1	XP_034834938.1
OG0003338	XP_026497207.1	XP_034828412.1
OG0003339	XP_026500506.1, XP_026500508.1	XP_034839147.1
OG0003340	XP_026495794.1	XP_034834748.1
OG0003341	XP_026497221.1	XP_034828372.1
OG0003342	XP_026491128.1, XP_026491127.1	XP_034825542.1
OG0003343	XP_026501138.1	XP_034841187.1, XP_034841186.1
OG0003344	XP_026492975.1	XP_034833050.1
OG0003345	XP_026490174.1	XP_034826324.1
OG0003346	XP_026483237.1	XP_034830437.1
OG0003347	XP_026495413.1, XP_026495412.1	XP_034835501.1
OG0003348	XP_026495739.1, XP_026495737.1	XP_034834732.1
OG0003349	XP_026498807.1	XP_034837282.1
OG0003350	XP_026492363.1	XP_034831708.1
OG0003351	XP_026491531.1	XP_034825499.1
OG0003352	XP_026493336.1	XP_034833154.1
OG0003353	XP_026490220.1	XP_034826344.1
OG0003354	XP_026495736.1	XP_034834719.1
OG0003355	XP_026499515.1	XP_034837835.1
OG0003357	XP_026498433.1	XP_034828789.1
OG0003358	XP_026498429.1	XP_034828605.1
OG0003359	XP_026495861.1	XP_034834717.1
OG0003360	XP_026495417.1	XP_034835383.1
OG0003361	XP_026495425.1	XP_034835389.1
OG0003362	XP_026491528.1, XP_026491527.1	XP_034825497.1
OG0003363	XP_026496411.1	XP_034829214.1, XP_034829212.1
OG0003364	XP_026492964.1	XP_034832590.1
OG0003365	XP_026500526.1	XP_034839158.1
OG0003366	XP_026489964.1	XP_034840348.1
OG0003368	XP_026492194.1	XP_034831707.1
OG0003369	XP_026498084.1, XP_026498085.1	XP_034832367.1
OG0003370	XP_026492195.1, XP_026492196.1	XP_034831722.1
OG0003371	XP_026498829.1	XP_034837460.1
OG0003372	XP_026496284.1	XP_034829165.1
OG0003373	XP_026484277.1	XP_034830247.1, XP_034830248.1
OG0003374	XP_026488726.1	XP_034838550.1
OG0003375	XP_026493979.1	XP_034835647.1
OG0003376	XP_026492152.1	XP_034831710.1
OG0003377	XP_026498046.1	XP_034838115.1
OG0003378	XP_026488108.1	XP_034830879.1
OG0003379	XP_026483546.1, XP_026483545.1	XP_034828223.1
OG0003380	XP_026501189.1, XP_026501188.1	XP_034840853.1
OG0003381	XP_026488764.1	XP_034838560.1
OG0003382	XP_026490164.1	XP_034836247.1
OG0003383	XP_026494474.1	XP_034835674.1, XP_034835673.1
OG0003384	XP_026488766.1	XP_034838378.1
OG0003385	XP_026490161.1	XP_034836477.1
OG0003386	XP_026484266.1	XP_034830018.1
OG0003387	XP_026490317.1	XP_034826873.1, XP_034826875.1
OG0003388	XP_026500502.1	XP_034839470.1
OG0003389	XP_026497211.1	XP_034828575.1, XP_034828576.1
OG0003390	XP_026484235.1	XP_034830195.1
OG0003391	XP_026492375.1	XP_034832444.1
OG0003392	XP_026490190.1	XP_034826014.1
OG0003393	XP_026484236.1	XP_034830198.1
OG0003395	XP_026489671.1	XP_034834280.1
OG0003397	XP_026483537.1	XP_034828088.1
OG0003399	XP_026483444.1, XP_026483445.1	XP_034828089.1
OG0003401	XP_026489746.1	XP_034834252.1
OG0003402	XP_026499759.1, XP_026498691.1	XP_034836431.1
OG0003403	XP_026496333.1	XP_034829167.1
OG0003404	XP_026490224.1	XP_034826010.1
OG0003405	XP_026490118.1	XP_034824716.1
OG0003406	XP_026493634.1	XP_034830606.1
OG0003407	XP_026490660.1	XP_034838575.1
OG0003408	XP_026490223.1	XP_034826473.1
OG0003409	XP_026493635.1	XP_034830607.1
OG0003410	XP_026494763.1	XP_034835695.1, XP_034835696.1
OG0003411	XP_026498111.1	XP_034831533.1
OG0003412	XP_026490654.1	XP_034838591.1
OG0003413	XP_026494588.1	XP_034832851.1, XP_034832850.1
OG0003414	XP_026484268.1	XP_034830020.1
OG0003415	XP_026491394.1	XP_034825343.1, XP_034825344.1
OG0003416	XP_026498105.1	XP_034830386.1
OG0003417	XP_026490649.1	XP_034838488.1
OG0003418	XP_026490707.1	XP_034837859.1
OG0003419	XP_026491228.1	XP_034825350.1
OG0003420	XP_026489885.1	XP_034839653.1, XP_034840181.1
OG0003421	XP_026494641.1	XP_034832849.1
OG0003422	XP_026490090.1	XP_034824960.1, XP_034824959.1
OG0003423	XP_026497205.1	XP_034828913.1
OG0003424	XP_026490084.1	XP_034824715.1, XP_034824955.1
OG0003425	XP_026490213.1	XP_034826610.1
OG0003426	XP_026498106.1	XP_034836124.1
OG0003428	XP_026493452.1	XP_034833235.1
OG0003429	XP_026501091.1	XP_034841550.1
OG0003430	XP_026489894.1, XP_026489893.1	XP_034840333.1
OG0003432	XP_026498467.1	XP_034828542.1, XP_034828543.1
OG0003433	XP_026489275.1	XP_034827545.1
OG0003434	XP_026490720.1	XP_034838213.1
OG0003435	XP_026490016.1	XP_034840321.1
OG0003436	XP_026493307.1, XP_026493308.1, XP_026493306.1	XP_034833232.1
OG0003437	XP_026496026.1	XP_034834943.1
OG0003438	XP_026498462.1, XP_026498461.1	XP_034828539.1
OG0003439	XP_026501122.1	XP_034841532.1
OG0003440	XP_026483281.1	XP_034826163.1
OG0003441	XP_026498450.1	XP_034828540.1
OG0003442	XP_026492489.1, XP_026492490.1	XP_034837405.1
OG0003444	XP_026495921.1	XP_034834711.1
OG0003445	XP_026490281.1	XP_034832864.1
OG0003446	XP_026486613.1, XP_026486612.1	XP_034835038.1
OG0003447	XP_026493641.1	XP_034830912.1
OG0003448	XP_026501103.1, XP_026501102.1	XP_034841539.1, XP_034841540.1
OG0003449	XP_026498443.1	XP_034828550.1
OG0003450	XP_026483282.1	XP_034826164.1, XP_034826165.1
OG0003451	XP_026498437.1	XP_034828545.1, XP_034828544.1
OG0003452	XP_026493623.1	XP_034830985.1
OG0003453	XP_026494387.1	XP_034835543.1
OG0003454	XP_026498444.1	XP_034828552.1
OG0003455	XP_026484246.1	XP_034829771.1
OG0003456	XP_026500115.1	XP_034835713.1
OG0003457	XP_026490724.1	XP_034837951.1, XP_034837950.1
OG0003458	XP_026495878.1	XP_034834685.1
OG0003459	XP_026483274.1	XP_034826556.1
OG0003461	XP_026495633.1	XP_034834679.1
OG0003462	XP_026501137.1	XP_034841554.1
OG0003463	XP_026496219.1	XP_034829240.1
OG0003464	XP_026489713.1	XP_034834117.1, XP_034834118.1
OG0003465	XP_026490581.1	XP_034838513.1
OG0003466	XP_026496221.1	XP_034829242.1
OG0003467	XP_026489752.1	XP_034834109.1
OG0003468	XP_026497234.1	XP_034836365.1
OG0003469	XP_026501341.1	XP_034826911.1
OG0003470	XP_026489756.1	XP_034834248.1
OG0003471	XP_026491121.1	XP_034826941.1
OG0003472	XP_026497236.1	XP_034836366.1
OG0003473	XP_026489753.1	XP_034834247.1
OG0003474	XP_026483268.1	XP_034826378.1
OG0003475	XP_026497250.1	XP_034836368.1
OG0003476	XP_026489749.1	XP_034834098.1
OG0003477	XP_026498459.1, XP_026498458.1	XP_034828778.1
OG0003478	XP_026497700.1	XP_034826240.1
OG0003479	XP_026483581.1	XP_034827701.1
OG0003480	XP_026483461.1	XP_034827706.1
OG0003481	XP_026489911.1	XP_034840355.1
OG0003482	XP_026491863.1	XP_034836678.1
OG0003483	XP_026498500.1	XP_034828684.1
OG0003484	XP_026496218.1	XP_034829112.1
OG0003485	XP_026497665.1	XP_034826480.1
OG0003486	XP_026498505.1	XP_034828689.1
OG0003487	XP_026494304.1, XP_026494303.1	XP_034833737.1
OG0003488	XP_026500137.1	XP_034835717.1
OG0003489	XP_026494306.1	XP_034833745.1, XP_034833744.1
OG0003490	XP_026490332.1	XP_034836607.1
OG0003491	XP_026491246.1	XP_034826933.1
OG0003492	XP_026498822.1	XP_034837197.1
OG0003493	XP_026489945.1	XP_034840313.1
OG0003494	XP_026490333.1, XP_026490334.1	XP_034836659.1
OG0003495	XP_026500236.1	XP_034836143.1
OG0003496	XP_026496032.1	XP_034834701.1
OG0003497	XP_026483476.1	XP_034828019.1
OG0003498	XP_026485113.1	XP_034841073.1
OG0003499	XP_026498509.1	XP_034828415.1, XP_034828416.1
OG0003500	XP_026486587.1	XP_034831297.1, XP_034831306.1
OG0003501	XP_026500093.1	XP_034836140.1
OG0003502	XP_026483410.1, XP_026483411.1	XP_034828025.1
OG0003503	XP_026484535.1	XP_034841220.1
OG0003504	XP_026498471.1	XP_034828716.1
OG0003505	XP_026486628.1	XP_034836246.1
OG0003507	XP_026498476.1	XP_034828719.1
OG0003508	XP_026497709.1	XP_034825960.1
OG0003509	XP_026501292.1, XP_026501299.1	XP_034826820.1
OG0003510	XP_026490340.1	XP_034836378.1
OG0003511	XP_026492880.1, XP_026492879.1	XP_034836764.1
OG0003512	XP_026501554.1, XP_026501471.1	XP_034826834.1, XP_034826835.1
OG0003513	XP_026498992.1	XP_034830377.1
OG0003514	XP_026499463.1	XP_034824709.1, XP_034824707.1
OG0003515	XP_026484662.1	XP_034841219.1
OG0003516	XP_026492930.1	XP_034836765.1
OG0003517	XP_026497697.1	XP_034825948.1
OG0003518	XP_026488738.1	XP_034838584.1
OG0003519	XP_026498483.1	XP_034828721.1
OG0003520	XP_026483413.1	XP_034828147.1, XP_034828146.1
OG0003521	XP_026488678.1	XP_034840493.1
OG0003522	XP_026495598.1	XP_034834657.1
OG0003523	XP_026484573.1	XP_034826804.1
OG0003525	XP_026484600.1, XP_026484606.1	XP_034827030.1
OG0003526	XP_026498454.1	XP_034828682.1
OG0003527	XP_026490582.1	XP_034838495.1
OG0003528	XP_026484214.1	XP_034838753.1
OG0003529	XP_026498417.1	XP_034828479.1
OG0003530	XP_026484457.1	XP_034841223.1, XP_034841222.1
OG0003531	XP_026500246.1	XP_034836149.1
OG0003532	XP_026488915.1	XP_034831266.1
OG0003533	XP_026488476.1	XP_034824935.1
OG0003534	XP_026488927.1	XP_034831269.1
OG0003535	XP_026496301.1	XP_034829132.1
OG0003536	XP_026489060.1	XP_034831274.1
OG0003537	XP_026484274.1	XP_034829844.1
OG0003538	XP_026489036.1	XP_034831289.1
OG0003539	XP_026489908.1	XP_034840452.1
OG0003540	XP_026483554.1	XP_034827775.1
OG0003541	XP_026494687.1	XP_034833007.1
OG0003542	XP_026489094.1	XP_034831270.1
