Orthogroup	Vanessa_tameamea	Junonia_coenia
OG0002886	XP_026486204.1	JC_09343-RA, JC_09342-RA
OG0002887	XP_026486873.1	JC_07088-RA
OG0002888	XP_026487576.1	JC_08496-RA
OG0002889	XP_026486424.1, XP_026484875.1	JC_05453-RA, JC_17158-RA
OG0002890	XP_026488244.1	JC_03233-RA
OG0002891	XP_026486040.1	JC_04849-RA
OG0002892	XP_026485162.1	JC_00420-RA
OG0002893	XP_026499926.1	JC_01879-RA
OG0002894	XP_026484072.1	JC_15372-RA
OG0002895	XP_026493020.1	JC_06604-RA
OG0002896	XP_026496548.1	JC_09336-RA
OG0002897	XP_026493290.1	JC_05781-RA
OG0002898	XP_026486083.1, XP_026486084.1	JC_04834-RA
OG0002899	XP_026498289.1	JC_13790-RA
OG0002900	XP_026485693.1	JC_04831-RA
OG0002901	XP_026485694.1	JC_04827-RA, JC_04826-RA
OG0002902	XP_026498233.1, XP_026498234.1	JC_13795-RA
OG0002903	XP_026483935.1	JC_15375-RA
OG0002904	XP_026483200.1	JC_13329-RA, JC_13330-RA
OG0002905	XP_026485318.1, XP_026485317.1	JC_06656-RA
OG0002907	XP_026499768.1	JC_07742-RA, JC_07745-RA, JC_07743-RA
OG0002908	XP_026483201.1	JC_13331-RA, JC_13332-RA
OG0002909	XP_026498932.1	JC_12644-RA, JC_12207-RA, JC_00040-RA
OG0002911	XP_026498929.1	JC_12639-RA
OG0002912	XP_026499346.1, XP_026499336.1	JC_01861-RA
OG0002913	XP_026488196.1, XP_026488197.1	JC_03210-RA
OG0002914	XP_026499367.1, XP_026499359.1	JC_01860-RA
OG0002915	XP_026484471.1	JC_00297-RA
OG0002916	XP_026494040.1, XP_026494041.1	JC_11143-RA
OG0002917	XP_026498901.1	JC_12635-RA
OG0002918	XP_026496665.1	JC_09013-RA
OG0002919	XP_026488280.1	JC_03208-RA
OG0002920	XP_026489043.1, XP_026489042.1	JC_12071-RA, JC_12072-RA
OG0002921	XP_026495725.1	JC_10968-RA
OG0002922	XP_026498898.1	JC_12627-RA, JC_12629-RA
OG0002923	XP_026484450.1	JC_00291-RA
OG0002924	XP_026486668.1	JC_12624-RA, JC_12623-RA
OG0002925	XP_026487578.1	JC_08427-RA
OG0002926	XP_026496790.1	JC_09022-RA
OG0002927	XP_026496544.1	JC_10449-RA
OG0002928	XP_026499290.1	JC_07033-RA
OG0002929	XP_026491514.1, XP_026491516.1	JC_02909-RA
OG0002930	XP_026488422.1, XP_026488421.1	JC_03188-RA
OG0002931	XP_026493286.1	JC_05801-RA
OG0002932	XP_026500032.1	JC_07034-RA
OG0002933	XP_026500033.1	JC_07035-RA
OG0002934	XP_026486703.1	JC_12568-RA, JC_12570-RA
OG0002935	XP_026492824.1	JC_09026-RA
OG0002936	XP_026495690.1	JC_10990-RA
OG0002937	XP_026496525.1	JC_10438-RA, JC_10439-RA
OG0002938	XP_026485302.1, XP_026485303.1	JC_17212-RA
OG0002939	XP_026486080.1, XP_026486079.1	JC_04816-RA
OG0002940	XP_026495770.1, XP_026501268.1	JC_09313-RA
OG0002941	XP_026500044.1	JC_10993-RA
OG0002942	XP_026495749.1	JC_11748-RA
OG0002943	XP_026487801.1	JC_08449-RA
OG0002944	XP_026484588.1	JC_00277-RA
OG0002945	XP_026496598.1	JC_01071-RA
OG0002946	XP_026497750.1	JC_13553-RA, JC_13554-RA
OG0002947	XP_026488013.1	JC_10995-RA
OG0002948	XP_026486673.1	JC_12594-RA
OG0002949	XP_026486846.1	JC_07062-RA
OG0002950	XP_026486491.1	JC_07775-RA
OG0002951	XP_026487811.1	JC_08456-RA
OG0002952	XP_026493483.1	JC_05819-RA
OG0002953	XP_026497880.1	JC_01391-RA
OG0002954	XP_026485350.1	JC_06636-RA
OG0002954	XP_026485622.1	JC_06637-RA
OG0002955	XP_026499210.1	JC_06981-RA
OG0002956	XP_026501798.1, XP_026501799.1, XP_026501800.1	JC_05090-RA
OG0002957	XP_026488185.1	JC_07779-RA
OG0002959	XP_026484362.1	JC_00266-RA, JC_00265-RA
OG0002960	XP_026494347.1	JC_12274-RA
OG0002961	XP_026484589.1	JC_00263-RA
OG0002962	XP_026494392.1	JC_12275-RA
OG0002963	XP_026485144.1	JC_00257-RA
OG0002964	XP_026486575.1	JC_07777-RA
OG0002965	XP_026483582.1	JC_09302-RA
OG0002966	XP_026484269.1	JC_09301-RA
OG0002967	XP_026487520.1	JC_08477-RA
OG0002968	XP_026485326.1	JC_06621-RA
OG0002969	XP_026486289.1	JC_04933-RA
OG0002970	XP_026489227.1, XP_026489228.1	JC_07209-RA
OG0002971	XP_026484521.1	JC_00246-RA, JC_00245-RA
OG0002972	XP_026489473.1	JC_09288-RA
OG0002973	XP_026490741.1	JC_11786-RA, JC_11785-RA, JC_03327-RA
OG0002974	XP_026484079.1	JC_15445-RA
OG0002975	XP_026483307.1	JC_11050-RA
OG0002976	XP_026496775.1	JC_15444-RA
OG0002977	XP_026501769.1, XP_026501768.1	JC_15443-RA
OG0002978	XP_026485760.1, XP_026485759.1	JC_04953-RA
OG0002979	XP_026489442.1	JC_09279-RA
OG0002980	XP_026487367.1	JC_08484-RA
OG0002981	XP_026497814.1	JC_13532-RA, JC_13531-RA
OG0002982	XP_026497054.1, XP_026497044.1	JC_01822-RA
OG0002983	XP_026485674.1	JC_07216-RA
OG0002984	XP_026493315.1, XP_026493314.1	JC_05852-RA
OG0002985	XP_026497083.1	JC_01819-RA
OG0002986	XP_026497018.1, XP_026496991.1	JC_01818-RA
OG0002987	XP_026487564.1	JC_08488-RA
OG0002988	XP_026486531.1	JC_07217-RA
OG0002989	XP_026497725.1	JC_13515-RA
OG0002990	XP_026492863.1	JC_09078-RA
OG0002991	XP_026484068.1	JC_15340-RA
OG0002992	XP_026486535.1	JC_07219-RA
OG0002993	XP_026496460.1	JC_10409-RA
OG0002994	XP_026490318.1, XP_026490319.1	JC_11066-RA
OG0002995	XP_026496081.1	JC_07810-RA
OG0002996	XP_026484676.1	JC_00226-RA
OG0002997	XP_026484673.1	JC_00223-RA
OG0002998	XP_026492757.1	JC_09069-RA
OG0002999	XP_026501562.1	JC_04215-RA
OG0003000	XP_026484709.1	JC_00222-RA
OG0003002	XP_026491480.1	JC_02842-RA, JC_09902-RA
OG0003003	XP_026496069.1	JC_07816-RA, JC_07817-RA
OG0003004	XP_026500057.1	JC_00849-RA
OG0003005	XP_026489766.1	JC_07228-RA
OG0003006	XP_026484682.1	JC_00214-RA
OG0003007	XP_026492763.1	JC_09091-RA
OG0003008	XP_026496075.1	JC_07820-RA
OG0003009	XP_026488233.1	JC_03195-RA
OG0003010	XP_026486215.1	JC_04981-RA, JC_04980-RA
OG0003012	XP_026492605.1, XP_026492606.1	JC_00856-RA, JC_00837-RA
OG0003013	XP_026501204.1	JC_00745-RA
OG0003015	XP_026501737.1	JC_15411-RA
OG0003016	XP_026488170.1	JC_07845-RA
OG0003017	XP_026497172.1	JC_01670-RA
OG0003018	XP_026486257.1	JC_04986-RA
OG0003019	XP_026484655.1, XP_026484656.1	JC_00182-RA
OG0003020	XP_026501740.1	JC_15405-RA
OG0003021	XP_026492992.1, XP_026492994.1, XP_026492993.1	JC_06581-RA
OG0003022	XP_026492989.1	JC_06579-RA
OG0003023	XP_026501590.1	JC_04378-RA
OG0003024	XP_026484651.1	JC_00176-RA
OG0003025	XP_026494484.1	JC_11839-RA
OG0003026	XP_026491210.1	JC_02847-RA
OG0003027	XP_026501591.1	JC_04376-RA
OG0003029	XP_026488151.1	JC_07857-RA
OG0003030	XP_026500645.1	JC_01721-RA, JC_01722-RA, JC_01720-RA
OG0003031	XP_026492674.1	JC_00866-RA
OG0003032	XP_026498339.1	JC_06573-RA
OG0003033	XP_026500693.1	JC_01719-RA
OG0003034	XP_026491348.1	JC_02845-RA
OG0003035	XP_026488136.1	JC_07864-RA
OG0003036	XP_026492641.1	JC_00874-RA
OG0003037	XP_026492676.1	JC_00876-RA
OG0003038	XP_026489821.1	JC_05173-RA
OG0003039	XP_026491866.1	JC_13480-RA
OG0003040	XP_026486453.1	JC_09197-RA, JC_09196-RA
OG0003041	XP_026490900.1	JC_03060-RA
OG0003042	XP_026486445.1	JC_09195-RA
OG0003043	XP_026501780.1	JC_15398-RA
OG0003044	XP_026484819.1	JC_00150-RA
OG0003045	XP_026499942.1	JC_07258-RA, JC_07257-RA
OG0003046	XP_026499943.1	JC_07261-RA
OG0003047	XP_026500041.1	JC_11883-RA
OG0003048	XP_026494561.1	JC_07872-RA, JC_07873-RA
OG0003049	XP_026487004.1	JC_03040-RA
OG0003050	XP_026489192.1	JC_09126-RA
OG0003051	XP_026491977.1	JC_13465-RA
OG0003052	XP_026487214.1	JC_07878-RA
OG0003053	XP_026494129.1	JC_15126-RA
OG0003054	XP_026488769.1	JC_08529-RA
OG0003055	XP_026484893.1	JC_00123-RA
OG0003056	XP_026492690.1, XP_026492689.1	JC_00920-RA
OG0003058	XP_026491365.1	JC_02816-RA, JC_02815-RA
OG0003059	XP_026486301.1	JC_05031-RA
OG0003060	XP_026491876.1	JC_13447-RA
OG0003061	XP_026487123.1	JC_11899-RA
OG0003062	XP_026483303.1, XP_026483302.1	JC_09174-RA
OG0003063	XP_026500728.1, XP_026500729.1	JC_01702-RA
OG0003064	XP_026487145.1	JC_11909-RA
OG0003065	XP_026501650.1	JC_04323-RA
OG0003065	XP_026501557.1	JC_04324-RA
OG0003066	XP_026485670.1	JC_03016-RA
OG0003067	XP_026497080.1	JC_00933-RA
OG0003068	XP_026497057.1	JC_00936-RA
OG0003069	XP_026485872.1	JC_05078-RA
OG0003070	XP_026497390.1, XP_026497381.1	JC_01662-RA
OG0003071	XP_026484483.1	JC_00101-RA
OG0003072	XP_026501461.1	JC_04303-RA
OG0003073	XP_026500652.1	JC_01697-RA
OG0003074	XP_026500038.1	JC_11562-RA
OG0003075	XP_026497966.1	JC_03004-RA
OG0003076	XP_026488588.1	JC_11571-RA
OG0003077	XP_026497108.1	JC_00962-RA
OG0003078	XP_026497373.1, XP_026497365.1	JC_01664-RA
OG0003079	XP_026490549.1	JC_08607-RA
OG0003080	XP_026497150.1	JC_00974-RA, JC_00973-RA
OG0003081	XP_026491965.1	JC_13406-RA
OG0003083	XP_026490529.1	JC_08600-RA
OG0003084	XP_026485831.1	JC_05064-RA
OG0003085	XP_026486652.1	JC_02968-RA, JC_02969-RA
OG0003086	XP_026486664.1	JC_02971-RA
OG0003087	XP_026497052.1	JC_00977-RA
OG0003088	XP_026501284.1	JC_11616-RA
OG0003089	XP_026490474.1	JC_08576-RA
OG0003090	XP_026497119.1	JC_00981-RA, JC_00982-RA
OG0003092	XP_026490440.1	JC_08570-RA
OG0003093	XP_026491077.1	JC_02766-RA
OG0003094	XP_026491957.1	JC_13381-RA
OG0003095	XP_026490448.1	JC_08565-RA, JC_08566-RA
OG0003096	XP_026501601.1	JC_04249-RA, JC_04248-RA
OG0003097	XP_026491774.1	JC_02762-RA
OG0003098	XP_026491893.1, XP_026491892.1	JC_13354-RA
OG0003099	XP_026491651.1	JC_02750-RA
OG0003100	XP_026491653.1	JC_02749-RA
OG0003101	XP_026497089.1	JC_01002-RA
OG0003102	XP_026488785.1	JC_08539-RA
OG0003103	XP_026490322.1	JC_01741-RA
OG0003103	XP_026498533.1	JC_01740-RA
OG0003105	XP_026497046.1	JC_01015-RA
OG0003106	XP_026497176.1	JC_01017-RA
OG0003109	XP_026483145.1	JC_16427-RA
OG0003110	XP_026488356.1	JC_03332-RA
OG0003111	XP_026499263.1, XP_026499262.1	JC_06899-RA
OG0003112	XP_026483233.1	JC_07883-RA, JC_07885-RA
OG0003114	XP_026498652.1	JC_05277-RA, JC_05276-RA, JC_05278-RA, JC_05279-RA
OG0003115	XP_026499025.1, XP_026499024.1	JC_03573-RA
OG0003117	XP_026486385.1	JC_13884-RA
OG0003118	XP_026486905.1	JC_07056-RA
OG0003120	XP_026486698.1	JC_12597-RA
OG0003121	XP_026486171.1	JC_04957-RA
OG0003122	XP_026492142.1	JC_07328-RA
OG0003123	XP_026491526.1	JC_02647-RA, JC_02649-RA
OG0003125	XP_026499180.1, XP_026499179.1	JC_07029-RA
OG0003126	XP_026487073.1, XP_026487075.1, XP_026487072.1, XP_026487074.1	JC_01571-RA
OG0003128	XP_026501256.1	JC_13855-RA
OG0003130	XP_026495129.1	JC_03996-RA
OG0003131	XP_026486323.1, XP_026486324.1, XP_026486325.1	JC_04745-RA
OG0003132	XP_026489169.1	JC_09120-RA
OG0003133	XP_026490796.1	JC_03076-RA
OG0003134	XP_026486184.1, XP_026486185.1	JC_04580-RA
OG0003137	XP_026498174.1, XP_026498173.1, XP_026498176.1	JC_05902-RA, JC_05903-RA, JC_05900-RA
OG0003144	XP_026497535.1	JC_13287-RA, JC_13297-RA, JC_13299-RA, JC_13292-RA, JC_13295-RA, JC_13291-RA
OG0003145	XP_026489429.1	JC_16983-RA
OG0003149	XP_026499995.1	JC_14575-RA
OG0003150	XP_026488750.1	JC_16128-RA
OG0003151	XP_026498840.1	JC_14862-RA
OG0003152	XP_026484401.1	JC_00571-RA
OG0003154	XP_026488372.1	JC_03321-RA
OG0003155	XP_026483996.1	JC_15487-RA
OG0003156	XP_026497370.1	JC_13120-RA
OG0003157	XP_026490811.1	JC_03070-RA
OG0003158	XP_026500934.1	JC_17166-RA
OG0003159	XP_026499322.1	JC_05612-RA
OG0003160	XP_026484018.1	JC_15339-RA
OG0003161	XP_026497438.1	JC_13122-RA
OG0003162	XP_026498767.1	JC_14830-RA
OG0003164	XP_026484553.1	JC_00696-RA
OG0003165	XP_026497539.1	JC_13124-RA
OG0003166	XP_026483377.1	JC_16180-RA
OG0003167	XP_026489983.1	JC_03641-RA
OG0003168	XP_026496420.1	JC_05598-RA
OG0003169	XP_026497268.1	JC_13127-RA
OG0003170	XP_026493535.1	JC_05680-RA
OG0003171	XP_026483950.1, XP_026483948.1	JC_15232-RA
OG0003173	XP_026493098.1	JC_05681-RA
OG0003174	XP_026493865.1, XP_026493086.1	JC_09699-RA
OG0003175	XP_026483505.1	JC_16171-RA
OG0003176	XP_026489316.1	JC_07912-RA, JC_07911-RA
OG0003177	XP_026485653.1	JC_06339-RA
OG0003178	XP_026490035.1	JC_04414-RA
OG0003179	XP_026501007.1	JC_10459-RA
OG0003180	XP_026483898.1	JC_15219-RA
OG0003181	XP_026499507.1	JC_17126-RA
OG0003182	XP_026500841.1	JC_01900-RA
OG0003184	XP_026489308.1	JC_14644-RA, JC_14645-RA
OG0003185	XP_026500791.1	JC_02218-RA
OG0003186	XP_026500411.1	JC_09708-RA
OG0003187	XP_026490704.1	JC_17022-RA, JC_17023-RA
OG0003188	XP_026493326.1	JC_05689-RA
OG0003189	XP_026496163.1	JC_08669-RA
OG0003190	XP_026498021.1	JC_11485-RA
OG0003191	XP_026496331.1	JC_05578-RA
OG0003192	XP_026496455.1	JC_17180-RA, JC_17181-RA
OG0003193	XP_026490112.1, XP_026490113.1	JC_04428-RA
OG0003194	XP_026496450.1	JC_17176-RA
OG0003195	XP_026496445.1	JC_17177-RA
OG0003196	XP_026491245.1	JC_02413-RA
OG0003197	XP_026485241.1	JC_14631-RA
OG0003198	XP_026485261.1, XP_026485262.1	JC_14630-RA
OG0003199	XP_026498415.1, XP_026485254.1	JC_14629-RA
OG0003200	XP_026491003.1	JC_12808-RA
OG0003201	XP_026490110.1	JC_04439-RA
OG0003202	XP_026485245.1, XP_026498414.1	JC_14625-RA
OG0003203	XP_026488533.1, XP_026488534.1	JC_05574-RA
OG0003204	XP_026485246.1	JC_14623-RA
OG0003205	XP_026497995.1	JC_15577-RA
OG0003206	XP_026497322.1	JC_13138-RA
OG0003207	XP_026500297.1	JC_01964-RA, JC_01963-RA
OG0003208	XP_026485235.1	JC_14617-RA
OG0003211	XP_026501029.1	JC_10471-RA
OG0003212	XP_026501088.1	JC_00725-RA
OG0003213	XP_026485517.1	JC_06309-RA
OG0003214	XP_026501041.1	JC_10477-RA
OG0003215	XP_026492127.1	JC_07324-RA
OG0003216	XP_026487286.1, XP_026487285.1	JC_06703-RA
OG0003217	XP_026485658.1	JC_15565-RA
OG0003218	XP_026499430.1	JC_15052-RA
OG0003219	XP_026491490.1, XP_026491489.1	JC_02397-RA
OG0003220	XP_026487282.1	JC_06710-RA
OG0003221	XP_026491488.1	JC_02396-RA
OG0003222	XP_026488246.1	JC_03232-RA
OG0003223	XP_026487292.1	JC_06713-RA
OG0003224	XP_026483605.1	JC_17155-RA
OG0003225	XP_026499040.1	JC_03540-RA
OG0003226	XP_026491728.1	JC_02388-RA
OG0003227	XP_026489334.1	JC_07932-RA
OG0003228	XP_026500914.1, XP_026500913.1	JC_09746-RA
OG0003229	XP_026491732.1	JC_02387-RA
OG0003230	XP_026497280.1, XP_026497281.1	JC_13163-RA
OG0003231	XP_026483105.1	JC_16693-RA
OG0003232	XP_026500300.1	JC_01955-RA, JC_01954-RA
OG0003233	XP_026492518.1	JC_14057-RA
OG0003234	XP_026497118.1	JC_01666-RA
OG0003235	XP_026500930.1	JC_17162-RA
OG0003236	XP_026492513.1	JC_14065-RA, JC_14064-RA
OG0003237	XP_026489250.1	JC_07935-RA
OG0003238	XP_026483443.1	JC_16236-RA, JC_16234-RA
OG0003239	XP_026489864.1	JC_14589-RA
OG0003241	XP_026499436.1	JC_15041-RA, JC_15042-RA
OG0003242	XP_026501810.1	JC_15549-RA, JC_15512-RA
OG0003243	XP_026495268.1	JC_10275-RA
OG0003244	XP_026499002.1	JC_03550-RA
OG0003245	XP_026498983.1	JC_03553-RA
OG0003246	XP_026498990.1	JC_03554-RA
OG0003247	XP_026498984.1	JC_03555-RA
OG0003248	XP_026493159.1	JC_05653-RA
OG0003249	XP_026483137.1	JC_16707-RA
OG0003250	XP_026491319.1	JC_02369-RA, JC_02370-RA
OG0003252	XP_026490039.1, XP_026490040.1	JC_04454-RA
OG0003253	XP_026493157.1, XP_026493158.1	JC_05658-RA
OG0003255	XP_026487237.1, XP_026487236.1	JC_06756-RA
OG0003256	XP_026498971.1, XP_026498970.1	JC_03560-RA
OG0003257	XP_026490989.1	JC_12803-RA
OG0003258	XP_026484603.1	JC_00711-RA
OG0003259	XP_026487233.1	JC_06760-RA
OG0003260	XP_026498973.1, XP_026498972.1	JC_03561-RA
OG0003261	XP_026496364.1, XP_026496365.1	JC_05543-RA
OG0003262	XP_026489284.1	JC_07950-RA
OG0003263	XP_026500183.1	JC_13001-RA
OG0003264	XP_026489959.1	JC_03659-RA
OG0003265	XP_026484004.1	JC_15193-RA, JC_15191-RA
OG0003266	XP_026489283.1	JC_07954-RA, JC_07953-RA
OG0003269	XP_026484023.1	JC_15192-RA
OG0003270	XP_026492113.1	JC_07358-RA
OG0003271	XP_026483125.1	JC_16719-RA
OG0003272	XP_026490053.1	JC_04464-RA
OG0003273	XP_026489243.1	JC_07961-RA
OG0003274	XP_026489925.1	JC_03662-RA
OG0003275	XP_026490972.1	JC_12800-RA
OG0003277	XP_026491025.1	JC_12798-RA
OG0003278	XP_026487942.1	JC_11518-RA, JC_11519-RA
OG0003279	XP_026501213.1	JC_00734-RA
OG0003280	XP_026490978.1	JC_12794-RA
OG0003281	XP_026487849.1	JC_01310-RA
OG0003282	XP_026489287.1	JC_07963-RA
OG0003283	XP_026490979.1	JC_12792-RA
OG0003284	XP_026491195.1	JC_02361-RA
OG0003285	XP_026484251.1	JC_08730-RA
OG0003286	XP_026492134.1	JC_07364-RA
OG0003287	XP_026487049.1	JC_01583-RA
OG0003288	XP_026501806.1	JC_09766-RA
OG0003289	XP_026500951.1	JC_16731-RA
OG0003290	XP_026501199.1	JC_00742-RA
OG0003291	XP_026487293.1	JC_06776-RA
OG0003292	XP_026501203.1	JC_00743-RA
OG0003293	XP_026487033.1	JC_01577-RA
OG0003294	XP_026501207.1	JC_00746-RA
OG0003295	XP_026498689.1	JC_17099-RA
OG0003296	XP_026489926.1	JC_03675-RA
OG0003297	XP_026501201.1	JC_00748-RA, JC_00749-RA
OG0003298	XP_026501698.1	JC_15513-RA
OG0003299	XP_026500317.1	JC_06081-RA
OG0003300	XP_026492104.1	JC_07366-RA
OG0003301	XP_026500997.1, XP_026500998.1	JC_10525-RA
OG0003302	XP_026487957.1	JC_11546-RA, JC_11547-RA
OG0003304	XP_026483497.1	JC_16164-RA
OG0003306	XP_026501175.1	JC_00754-RA
OG0003307	XP_026487954.1	JC_11548-RA
OG0003308	XP_026494185.1	JC_12430-RA
OG0003309	XP_026501176.1	JC_00758-RA
OG0003310	XP_026501163.1	JC_00759-RA
OG0003311	XP_026489920.1	JC_03682-RA
OG0003312	XP_026495849.1	JC_10537-RA, JC_10544-RA
OG0003313	XP_026500961.1	JC_16750-RA
OG0003314	XP_026500318.1	JC_06090-RA
OG0003315	XP_026490071.1	JC_04473-RA
OG0003316	XP_026500341.1	JC_06092-RA, JC_06093-RA
OG0003317	XP_026496156.1	JC_08678-RA
OG0003319	XP_026500433.1	JC_02283-RA
OG0003320	XP_026487254.1	JC_06797-RA
OG0003321	XP_026487245.1	JC_06795-RA
OG0003322	XP_026490204.1	JC_14558-RA, JC_14559-RA
OG0003323	XP_026493239.1, XP_026494842.1	JC_00475-RA, JC_07361-RA, JC_09576-RA, JC_15249-RA
OG0003324	XP_026496125.1	JC_14112-RA
OG0003325	XP_026483343.1	JC_16246-RA
OG0003326	XP_026490073.1, XP_026490074.1	JC_04478-RA
OG0003327	XP_026496291.1	JC_05524-RA
OG0003328	XP_026495506.1	JC_10547-RA, JC_10548-RA
OG0003329	XP_026500947.1	JC_12418-RA
OG0003330	XP_026496036.1	JC_16585-RA
OG0003331	XP_026496186.1	JC_08682-RA
OG0003332	XP_026500901.1	JC_11440-RA
OG0003333	XP_026499522.1	JC_17118-RA
OG0003334	XP_026496178.1	JC_08684-RA
OG0003335	XP_026490063.1	JC_04487-RA
OG0003336	XP_026495996.1	JC_10552-RA
OG0003337	XP_026495998.1	JC_10553-RA
OG0003338	XP_026497207.1	JC_06097-RA
OG0003339	XP_026500506.1, XP_026500508.1	JC_02261-RA
OG0003340	XP_026495794.1	JC_10554-RA
OG0003341	XP_026497221.1	JC_06104-RA, JC_06101-RA
OG0003342	XP_026491128.1, XP_026491127.1	JC_02337-RA
OG0003343	XP_026501138.1	JC_00776-RA
OG0003344	XP_026492975.1	JC_11425-RA
OG0003345	XP_026490174.1	JC_14533-RA
OG0003346	XP_026483237.1	JC_02986-RA
OG0003347	XP_026495413.1, XP_026495412.1	JC_10321-RA
OG0003348	XP_026495739.1, XP_026495737.1	JC_10562-RA
OG0003349	XP_026498807.1	JC_14883-RA
OG0003350	XP_026492363.1	JC_07373-RA, JC_07376-RA
OG0003351	XP_026491531.1	JC_02335-RA
OG0003353	XP_026490220.1	JC_14522-RA
OG0003355	XP_026499515.1	JC_17077-RA
OG0003357	XP_026498433.1	JC_06139-RA
OG0003358	XP_026498429.1	JC_06138-RA
OG0003359	XP_026495861.1	JC_10566-RA
OG0003360	XP_026495417.1	JC_10322-RA
OG0003361	XP_026495425.1	JC_10325-RA
OG0003362	XP_026491528.1, XP_026491527.1	JC_02332-RA
OG0003363	XP_026496411.1	JC_05504-RA
OG0003364	XP_026492964.1	JC_11412-RA
OG0003366	XP_026489964.1	JC_03705-RA
OG0003367	XP_026499312.1	JC_02309-RA
OG0003368	XP_026492194.1	JC_07399-RA
OG0003369	XP_026498084.1, XP_026498085.1	JC_01548-RA
OG0003370	XP_026492195.1, XP_026492196.1	JC_07400-RA
OG0003371	XP_026498829.1	JC_14870-RA
OG0003372	XP_026496284.1	JC_05498-RA, JC_05499-RA
OG0003373	XP_026484277.1	JC_08699-RA
OG0003374	XP_026488726.1	JC_16008-RA
OG0003375	XP_026493979.1	JC_10254-RA
OG0003376	XP_026492152.1	JC_07404-RA
OG0003377	XP_026498046.1	JC_01544-RA
OG0003378	XP_026488108.1	JC_03633-RA
OG0003379	XP_026483546.1, XP_026483545.1	JC_16274-RA
OG0003380	XP_026501189.1, XP_026501188.1	JC_00795-RA
OG0003381	XP_026488764.1	JC_16011-RA
OG0003382	XP_026490164.1	JC_14126-RA
OG0003383	XP_026494474.1	JC_10249-RA
OG0003384	XP_026488766.1	JC_16014-RA
OG0003385	XP_026490161.1	JC_14127-RA
OG0003386	XP_026484266.1	JC_08704-RA
OG0003387	XP_026490317.1	JC_09780-RA
OG0003389	XP_026497211.1	JC_06125-RA, JC_06123-RA
OG0003390	XP_026484235.1	JC_08709-RA
OG0003391	XP_026492375.1	JC_07413-RA
OG0003392	XP_026490190.1	JC_14514-RA, JC_14520-RA
OG0003393	XP_026484236.1	JC_08707-RA
OG0003395	XP_026489671.1	JC_12334-RA
OG0003399	XP_026483444.1, XP_026483445.1	JC_16284-RA
OG0003400	XP_026500190.1	JC_12959-RA
OG0003401	XP_026489746.1	JC_12408-RA
OG0003402	XP_026498691.1	JC_14138-RA
OG0003403	XP_026496333.1	JC_05489-RA
OG0003404	XP_026490224.1	JC_14506-RA
OG0003405	XP_026490118.1	JC_04511-RA, JC_04510-RA
OG0003406	XP_026493634.1	JC_16230-RA, JC_03600-RA
OG0003407	XP_026490660.1	JC_16021-RA
OG0003408	XP_026490223.1	JC_14505-RA
OG0003409	XP_026493635.1	JC_03597-RA
OG0003410	XP_026494763.1	JC_10229-RA
OG0003411	XP_026498111.1	JC_01527-RA, JC_01526-RA
OG0003412	XP_026490654.1	JC_16024-RA
OG0003413	XP_026494588.1	JC_11391-RA
OG0003414	XP_026484268.1	JC_08722-RA
OG0003415	XP_026491394.1	JC_02319-RA
OG0003416	XP_026498105.1	JC_01525-RA
OG0003417	XP_026490649.1	JC_16027-RA
OG0003418	XP_026490707.1	JC_07166-RA, JC_03939-RA
OG0003419	XP_026491228.1	JC_02317-RA
OG0003420	XP_026489885.1	JC_03716-RA
OG0003421	XP_026494641.1	JC_11390-RA
OG0003422	XP_026490090.1	JC_04512-RA
OG0003423	XP_026497205.1	JC_06115-RA
OG0003424	XP_026490084.1	JC_04514-RA
OG0003425	XP_026490213.1	JC_14497-RA
OG0003426	XP_026498106.1	JC_01523-RA
OG0003429	XP_026501091.1	JC_00830-RA
OG0003430	XP_026489894.1, XP_026489893.1	JC_03726-RA
OG0003432	XP_026498467.1	JC_06150-RA
OG0003433	XP_026489275.1	JC_07989-RA
OG0003434	XP_026490720.1	JC_17027-RA
OG0003435	XP_026490016.1	JC_03733-RA, JC_03732-RA
OG0003436	XP_026493307.1, XP_026493308.1, XP_026493306.1	JC_05623-RA
OG0003437	XP_026496026.1	JC_10597-RA, JC_10596-RA
OG0003438	XP_026498462.1, XP_026498461.1	JC_06153-RA
OG0003439	XP_026501122.1	JC_00821-RA, JC_00820-RA
OG0003440	XP_026483281.1	JC_14482-RA
OG0003441	XP_026498450.1	JC_06155-RA
OG0003442	XP_026492489.1, XP_026492490.1	JC_14905-RA
OG0003443	XP_026484830.1, XP_026491791.1, XP_026493651.1, XP_026497450.1, XP_026500171.1	JC_04679-RA
OG0003444	XP_026495921.1	JC_10599-RA
OG0003445	XP_026490281.1	JC_11088-RA
OG0003446	XP_026486613.1, XP_026486612.1	JC_01517-RA
OG0003447	XP_026493641.1	JC_03586-RA
OG0003448	XP_026501103.1, XP_026501102.1	JC_00817-RA
OG0003449	XP_026498443.1	JC_06156-RA
OG0003450	XP_026483282.1	JC_14477-RA
OG0003451	XP_026498437.1	JC_06157-RA
OG0003452	XP_026493623.1	JC_03584-RA
OG0003453	XP_026494387.1	JC_10187-RA
OG0003454	XP_026498444.1	JC_06158-RA, JC_06159-RA
OG0003455	XP_026484246.1	JC_08729-RA, JC_08728-RA
OG0003456	XP_026500115.1	JC_12947-RA
OG0003457	XP_026490724.1	JC_17030-RA
