Orthogroup	Vanessa_tameamea	Danaus_plexippus
OG0002447	XP_026492906.1, XP_026492907.1	DPOGS212010-PA
OG0002448	XP_026498491.1	DPOGS204118-PA, DPOGS204119-PA, DPOGS200473-PA
OG0002449	XP_026500252.1, XP_026500253.1	DPOGS215211-PA
OG0002450	XP_026492612.1, XP_026492619.1	DPOGS202937-PA
OG0002451	XP_026500226.1	DPOGS215209-PA, DPOGS204775-PA, DPOGS215210-PA
OG0002452	XP_026486621.1	DPOGS215745-PA
OG0002453	XP_026490637.1	DPOGS200006-PA
OG0002455	XP_026491082.1	DPOGS202033-PA
OG0002456	XP_026498743.1, XP_026486518.1	DPOGS201600-PA
OG0002457	XP_026500852.1	DPOGS200903-PA, DPOGS213775-PA
OG0002458	XP_026498810.1	DPOGS207209-PA
OG0002459	XP_026492508.1, XP_026492501.1	DPOGS202931-PA
OG0002460	XP_026487157.1, XP_026487158.1, XP_026487159.1	DPOGS210869-PA
OG0002461	XP_026492564.1, XP_026492556.1	DPOGS207536-PA, DPOGS211509-PA
OG0002462	XP_026498856.1, XP_026498857.1, XP_026498855.1	DPOGS212904-PA
OG0002463	XP_026490375.1, XP_026490374.1, XP_026490373.1	DPOGS213785-PA
OG0002464	XP_026495987.1	DPOGS216049-PA
OG0002465	XP_026495985.1	DPOGS216056-PA
OG0002466	XP_026490494.1, XP_026490478.1, XP_026490488.1	DPOGS207535-PA
OG0002467	XP_026498866.1	DPOGS206205-PA
OG0002469	XP_026495727.1	DPOGS215000-PA, DPOGS214999-PA, DPOGS215003-PA
OG0002470	XP_026498873.1	DPOGS200778-PA
OG0002471	XP_026499307.1	DPOGS201937-PA
OG0002472	XP_026498869.1	DPOGS200775-PA, DPOGS200774-PA
OG0002474	XP_026490759.1	DPOGS202381-PA, DPOGS202380-PA, DPOGS206962-PA, DPOGS206963-PA
OG0002475	XP_026484230.1	DPOGS209003-PA
OG0002476	XP_026487574.1, XP_026488603.1	DPOGS200665-PA
OG0002477	XP_026484231.1, XP_026484232.1	DPOGS209018-PA
OG0002478	XP_026494125.1	DPOGS209338-PA
OG0002479	XP_026498838.1	DPOGS215556-PA
OG0002480	XP_026492246.1	DPOGS202947-PA, DPOGS204945-PA, DPOGS203376-PA, DPOGS204944-PA
OG0002481	XP_026498707.1	DPOGS207216-PA
OG0002482	XP_026492303.1, XP_026492302.1	DPOGS204934-PA
OG0002483	XP_026494399.1	DPOGS211310-PA
OG0002484	XP_026500209.1	DPOGS211708-PA
OG0002485	XP_026501243.1	DPOGS209282-PA
OG0002486	XP_026495829.1	DPOGS204523-PA
OG0002487	XP_026488569.1	DPOGS211171-PA
OG0002488	XP_026483560.1	DPOGS210773-PA
OG0002489	XP_026485598.1	DPOGS210982-PA
OG0002490	XP_026493320.1, XP_026493321.1	DPOGS204591-PA
OG0002491	XP_026490986.1	DPOGS207532-PA
OG0002493	XP_026499354.1	DPOGS204527-PA, DPOGS204526-PA
OG0002494	XP_026483628.1	DPOGS209093-PA, DPOGS206215-PA
OG0002495	XP_026497923.1	DPOGS215754-PA
OG0002496	XP_026483626.1	DPOGS209095-PA
OG0002497	XP_026490116.1	DPOGS203275-PA
OG0002498	XP_026486539.1	DPOGS200508-PA
OG0002499	XP_026490233.1	DPOGS200795-PA
OG0002500	XP_026499338.1	DPOGS204555-PA
OG0002501	XP_026487161.1	DPOGS210875-PA
OG0002502	XP_026497920.1	DPOGS215756-PA
OG0002503	XP_026500180.1	DPOGS207672-PA
OG0002504	XP_026496384.1	DPOGS205286-PA
OG0002505	XP_026499325.1, XP_026486540.1, XP_026486490.1	DPOGS200510-PA
OG0002506	XP_026491061.1	DPOGS207530-PA
OG0002507	XP_026497935.1	DPOGS215661-PA
OG0002508	XP_026487195.1	DPOGS210786-PA
OG0002509	XP_026500163.1	DPOGS207674-PA
OG0002510	XP_026486485.1	DPOGS200513-PA, DPOGS200514-PA
OG0002511	XP_026495568.1	DPOGS207386-PA
OG0002512	XP_026501044.1	DPOGS213676-PA
OG0002513	XP_026500146.1	DPOGS207676-PA
OG0002514	XP_026494624.1, XP_026494622.1, XP_026494625.1	DPOGS211366-PA
OG0002515	XP_026499364.1	DPOGS204552-PA
OG0002516	XP_026491168.1, XP_026491160.1	DPOGS207509-PA
OG0002517	XP_026490579.1	DPOGS206746-PA
OG0002518	XP_026492248.1, XP_026492314.1	DPOGS204938-PA
OG0002519	XP_026484621.1	DPOGS213139-PA
OG0002520	XP_026491316.1	DPOGS205178-PA
OG0002521	XP_026490240.1	DPOGS200576-PA
OG0002522	XP_026499238.1	DPOGS213718-PA
OG0002523	XP_026485602.1	DPOGS210997-PA
OG0002524	XP_026497361.1	DPOGS205000-PA
OG0002525	XP_026493687.1	DPOGS203793-PA
OG0002526	XP_026500354.1	DPOGS213664-PA
OG0002527	XP_026501717.1	DPOGS200581-PA
OG0002528	XP_026490630.1	DPOGS201826-PA
OG0002529	XP_026497291.1	DPOGS205009-PA
OG0002530	XP_026497837.1	DPOGS215648-PA, DPOGS215649-PA
OG0002531	XP_026489376.1	DPOGS205213-PA
OG0002532	XP_026488865.1	DPOGS213660-PA
OG0002533	XP_026487308.1, XP_026487310.1	DPOGS211152-PA
OG0002534	XP_026499261.1	DPOGS213569-PA
OG0002535	XP_026492670.1	DPOGS207513-PA, DPOGS207512-PA
OG0002536	XP_026497282.1	DPOGS205011-PA
OG0002537	XP_026491206.1, XP_026491028.1	DPOGS205157-PA
OG0002538	XP_026499225.1	DPOGS211008-PA, DPOGS213573-PA
OG0002539	XP_026499394.1	DPOGS213480-PA
OG0002540	XP_026496909.1, XP_026496907.1, XP_026496908.1	DPOGS204514-PA
OG0002541	XP_026500289.1	DPOGS200909-PA
OG0002542	XP_026486546.1	DPOGS212947-PA
OG0002543	XP_026494836.1	DPOGS212135-PA
OG0002544	XP_026490952.1	DPOGS214715-PA
OG0002545	XP_026488532.1	DPOGS201354-PA
OG0002547	XP_026495343.1	DPOGS212131-PA
OG0002548	XP_026488262.1, XP_026488261.1	DPOGS205905-PA
OG0002549	XP_026486830.1	DPOGS208588-PA
OG0002550	XP_026495604.1	DPOGS208429-PA
OG0002551	XP_026483736.1, XP_026483727.1	DPOGS208498-PA
OG0002552	XP_026484949.1	DPOGS204217-PA
OG0002553	XP_026488579.1	DPOGS212766-PA
OG0002554	XP_026491862.1	DPOGS216097-PA
OG0002555	XP_026500679.1	DPOGS208486-PA
OG0002557	XP_026485131.1, XP_026485130.1	DPOGS213125-PA
OG0002558	XP_026497110.1	DPOGS201417-PA
OG0002559	XP_026487280.1	DPOGS201345-PA
OG0002560	XP_026497859.1	DPOGS215780-PA
OG0002562	XP_026496634.1	DPOGS211278-PA
OG0002563	XP_026487152.1	DPOGS205366-PA
OG0002564	XP_026497552.1	DPOGS202683-PA
OG0002565	XP_026489431.1	DPOGS205381-PA, DPOGS207454-PA
OG0002566	XP_026495543.1	DPOGS208437-PA
OG0002567	XP_026493463.1	DPOGS202534-PA
OG0002568	XP_026490995.1, XP_026490996.1	DPOGS214724-PA
OG0002569	XP_026492355.1	DPOGS209750-PA, DPOGS209749-PA
OG0002570	XP_026495363.1, XP_026495362.1	DPOGS208111-PA
OG0002571	XP_026495367.1, XP_026495366.1	DPOGS208131-PA
OG0002572	XP_026489203.1	DPOGS214805-PA
OG0002573	XP_026483149.1	DPOGS215605-PA
OG0002574	XP_026485091.1	DPOGS213079-PA, DPOGS213081-PA
OG0002575	XP_026490969.1	DPOGS214599-PA
OG0002576	XP_026487824.1	DPOGS201325-PA
OG0002577	XP_026500853.1	DPOGS208483-PA
OG0002578	XP_026491545.1, XP_026491544.1	DPOGS211883-PA
OG0002580	XP_026493275.1	DPOGS204820-PA
OG0002581	XP_026499399.1	DPOGS213494-PA, DPOGS213465-PA, DPOGS213495-PA
OG0002582	XP_026485775.1	DPOGS215877-PA
OG0002583	XP_026483881.1, XP_026483880.1	DPOGS203861-PA
OG0002584	XP_026501194.1	DPOGS208477-PA
OG0002585	XP_026484345.1	DPOGS213114-PA
OG0002586	XP_026492923.1	DPOGS215935-PA
OG0002587	XP_026490985.1	DPOGS214626-PA
OG0002588	XP_026500390.1	DPOGS201323-PA
OG0002589	XP_026485923.1	DPOGS208167-PA
OG0002590	XP_026484846.1	DPOGS213090-PA
OG0002591	XP_026489390.1	DPOGS205195-PA
OG0002592	XP_026488186.1	DPOGS203241-PA
OG0002593	XP_026499889.1	DPOGS209234-PA
OG0002594	XP_026492159.1	DPOGS201663-PA
OG0002595	XP_026494962.1, XP_026494960.1	DPOGS208129-PA
OG0002596	XP_026500414.1	DPOGS211120-PA
OG0002597	XP_026497572.1, XP_026497571.1	DPOGS208173-PA, DPOGS208172-PA
OG0002598	XP_026483771.1	DPOGS212510-PA
OG0002599	XP_026500379.1	DPOGS214628-PA
OG0002600	XP_026492453.1	DPOGS210450-PA
OG0002601	XP_026500381.1	DPOGS204164-PA
OG0002602	XP_026483773.1	DPOGS212241-PA, DPOGS212242-PA
OG0002603	XP_026492331.1	DPOGS206448-PA
OG0002604	XP_026484801.1	DPOGS213108-PA
OG0002605	XP_026494894.1	DPOGS208122-PA
OG0002606	XP_026483132.1, XP_026483133.1, XP_026483130.1, XP_026483129.1, XP_026483131.1, XP_026483134.1	DPOGS204909-PA
OG0002607	XP_026485832.1	DPOGS216191-PA
OG0002608	XP_026483143.1	DPOGS204919-PA
OG0002609	XP_026493557.1	DPOGS210447-PA, DPOGS210446-PA
OG0002610	XP_026486923.1	DPOGS214819-PA
OG0002611	XP_026499663.1	DPOGS207786-PA
OG0002612	XP_026483550.1	DPOGS203191-PA
OG0002613	XP_026499174.1	DPOGS213527-PA, DPOGS213528-PA
OG0002614	XP_026499661.1	DPOGS207775-PA
OG0002615	XP_026496370.1, XP_026496371.1	DPOGS209222-PA, DPOGS209223-PA
OG0002616	XP_026491807.1	DPOGS211961-PA
OG0002616	XP_026491808.1	DPOGS211960-PA
OG0002617	XP_026488316.1	DPOGS203252-PA
OG0002618	XP_026492471.1	DPOGS200253-PA
OG0002619	XP_026491473.1	DPOGS211863-PA
OG0002620	XP_026495263.1	DPOGS213796-PA
OG0002621	XP_026498738.1	DPOGS202082-PA
OG0002622	XP_026491472.1, XP_026491471.1	DPOGS211967-PA
OG0002623	XP_026490679.1	DPOGS203076-PA, DPOGS210434-PA
OG0002624	XP_026484779.1, XP_026484594.1	DPOGS204508-PA
OG0002625	XP_026496296.1, XP_026496297.1	DPOGS209219-PA
OG0002626	XP_026490541.1	DPOGS210462-PA
OG0002627	XP_026487908.1	DPOGS215799-PA
OG0002628	XP_026484405.1	DPOGS204377-PA
OG0002629	XP_026495491.1	DPOGS215489-PA
OG0002630	XP_026492108.1	DPOGS210467-PA
OG0002632	XP_026492029.1	DPOGS210429-PA
OG0002633	XP_026487878.1	DPOGS215621-PA
OG0002634	XP_026489236.1	DPOGS214606-PA
OG0002635	XP_026486506.1	DPOGS208597-PA
OG0002636	XP_026487662.1	DPOGS211202-PA
OG0002637	XP_026484658.1, XP_026484649.1	DPOGS208581-PA
OG0002638	XP_026496434.1	DPOGS203135-PA
OG0002639	XP_026484680.1, XP_026484671.1	DPOGS208457-PA
OG0002640	XP_026491951.1	DPOGS210475-PA
OG0002641	XP_026486234.1	DPOGS208607-PA
OG0002642	XP_026497985.1	DPOGS209683-PA
OG0002643	XP_026491974.1	DPOGS210422-PA
OG0002644	XP_026483347.1	DPOGS203104-PA
OG0002645	XP_026494773.1	DPOGS201748-PA
OG0002646	XP_026499057.1	DPOGS213540-PA
OG0002647	XP_026496146.1	DPOGS213259-PA
OG0002648	XP_026495835.1, XP_026495836.1, XP_026495837.1	DPOGS200438-PA
OG0002649	XP_026495194.1	DPOGS213806-PA
OG0002650	XP_026494751.1	DPOGS201757-PA, DPOGS201758-PA
OG0002651	XP_026488950.1	DPOGS212782-PA
OG0002652	XP_026483641.1	DPOGS212465-PA, DPOGS212464-PA
OG0002653	XP_026484410.1	DPOGS204389-PA
OG0002654	XP_026485466.1	DPOGS211594-PA
OG0002655	XP_026484395.1	DPOGS204390-PA
OG0002656	XP_026498038.1	DPOGS210005-PA
OG0002657	XP_026498025.1	DPOGS210013-PA
OG0002658	XP_026484390.1	DPOGS204497-PA
OG0002659	XP_026491860.1	DPOGS209128-PA
OG0002660	XP_026499640.1	DPOGS206463-PA
OG0002661	XP_026497648.1	DPOGS209874-PA
OG0002662	XP_026484420.1	DPOGS204393-PA
OG0002663	XP_026483721.1, XP_026483722.1	DPOGS212061-PA, DPOGS212060-PA
OG0002664	XP_026498745.1	DPOGS210020-PA
OG0002665	XP_026487400.1	DPOGS211089-PA
OG0002666	XP_026499306.1	DPOGS213583-PA, DPOGS213582-PA
OG0002667	XP_026498741.1	DPOGS210028-PA
OG0002668	XP_026497332.1	DPOGS200943-PA
OG0002669	XP_026488257.1	DPOGS209247-PA
OG0002670	XP_026487346.1	DPOGS211088-PA
OG0002671	XP_026486093.1, XP_026486094.1	DPOGS200920-PA
OG0002672	XP_026488979.1, XP_026488978.1	DPOGS212710-PA
OG0002673	XP_026493177.1	DPOGS205421-PA
OG0002674	XP_026493646.1	DPOGS203850-PA
OG0002675	XP_026497000.1, XP_026497002.1	DPOGS201261-PA
OG0002676	XP_026493645.1	DPOGS203649-PA
OG0002677	XP_026495293.1, XP_026495294.1, XP_026495292.1	DPOGS203051-PA
OG0002678	XP_026491810.1	DPOGS209214-PA
OG0002679	XP_026499078.1	DPOGS213579-PA
OG0002680	XP_026484387.1	DPOGS204494-PA
OG0002681	XP_026501298.1	DPOGS201816-PA
OG0002682	XP_026491179.1	DPOGS209131-PA
OG0002683	XP_026498705.1	DPOGS204802-PA
OG0002684	XP_026485459.1	DPOGS211586-PA
OG0002685	XP_026483813.1	DPOGS209122-PA
OG0002686	XP_026488598.1	DPOGS206871-PA
OG0002687	XP_026497033.1	DPOGS201041-PA, DPOGS201047-PA
OG0002688	XP_026499046.1	DPOGS213551-PA, DPOGS200521-PA
OG0002689	XP_026497475.1	DPOGS200963-PA
OG0002690	XP_026485780.1, XP_026485781.1	DPOGS207951-PA
OG0002691	XP_026499297.1	DPOGS213577-PA
OG0002692	XP_026489624.1, XP_026489623.1, XP_026489625.1	DPOGS214568-PA
OG0002693	XP_026487619.1	DPOGS211076-PA
OG0002695	XP_026494434.1	DPOGS212675-PA, DPOGS212676-PA
OG0002696	XP_026486388.1	DPOGS205980-PA
OG0002697	XP_026489725.1, XP_026489743.1, XP_026489733.1	DPOGS201392-PA
OG0002698	XP_026485899.1	DPOGS207947-PA
OG0002699	XP_026498732.1	DPOGS206278-PA
OG0002700	XP_026486855.1	DPOGS214796-PA
OG0002701	XP_026489844.1	DPOGS209172-PA
OG0002702	XP_026498753.1, XP_026498752.1	DPOGS206280-PA
OG0002703	XP_026500471.1	DPOGS206798-PA
OG0002704	XP_026493613.1	DPOGS204649-PA
OG0002705	XP_026486754.1	DPOGS214483-PA
OG0002706	XP_026485207.1	DPOGS214491-PA
OG0002707	XP_026483715.1	DPOGS201731-PA
OG0002708	XP_026484433.1	DPOGS204482-PA
OG0002709	XP_026489108.1	DPOGS212711-PA
OG0002710	XP_026484882.1	DPOGS204400-PA
OG0002711	XP_026489734.1	DPOGS214574-PA
OG0002712	XP_026492429.1	DPOGS206016-PA
OG0002713	XP_026489735.1	DPOGS214638-PA
OG0002714	XP_026494551.1	DPOGS200561-PA
OG0002715	XP_026489790.1	DPOGS213728-PA
OG0002716	XP_026493981.1	DPOGS206705-PA
OG0002717	XP_026489789.1	DPOGS203760-PA, DPOGS213735-PA
OG0002718	XP_026484760.1	DPOGS204405-PA
OG0002719	XP_026501070.1	DPOGS201597-PA
OG0002720	XP_026500883.1	DPOGS203899-PA
OG0002721	XP_026494455.1, XP_026494457.1	DPOGS212667-PA
OG0002722	XP_026495034.1	DPOGS206074-PA
OG0002723	XP_026496826.1	DPOGS202013-PA
OG0002724	XP_026493101.1	DPOGS209696-PA
OG0002725	XP_026489800.1, XP_026489799.1	DPOGS203759-PA
OG0002726	XP_026494308.1	DPOGS214944-PA
OG0002727	XP_026492320.1	DPOGS210490-PA
OG0002728	XP_026494465.1	DPOGS201118-PA
OG0002729	XP_026493077.1	DPOGS209703-PA
OG0002730	XP_026486357.1	DPOGS207975-PA
OG0002731	XP_026494552.1	DPOGS200552-PA
OG0002732	XP_026489093.1	DPOGS212741-PA
OG0002734	XP_026484158.1, XP_026484192.1	DPOGS201647-PA
OG0002735	XP_026495965.1	DPOGS216029-PA
OG0002736	XP_026493051.1	DPOGS203741-PA
OG0002737	XP_026500789.1	DPOGS203984-PA
OG0002738	XP_026493044.1	DPOGS203740-PA
OG0002739	XP_026494521.1	DPOGS201685-PA
OG0002740	XP_026494022.1	DPOGS206594-PA
OG0002741	XP_026495059.1	DPOGS205074-PA
OG0002742	XP_026494003.1, XP_026494004.1	DPOGS206595-PA
OG0002744	XP_026486930.1, XP_026486932.1, XP_026486929.1	DPOGS207242-PA
OG0002745	XP_026487611.1	DPOGS215812-PA
OG0002746	XP_026487597.1, XP_026487596.1	DPOGS215813-PA
OG0002747	XP_026491084.1	DPOGS207482-PA
OG0002748	XP_026495653.1	DPOGS216075-PA
OG0002749	XP_026488276.1	DPOGS204328-PA, DPOGS204329-PA
OG0002750	XP_026500272.1	DPOGS203981-PA
OG0002751	XP_026491271.1	DPOGS207483-PA
OG0002752	XP_026498624.1	DPOGS203153-PA, DPOGS203152-PA
OG0002753	XP_026492642.1	DPOGS203665-PA
OG0002754	XP_026488900.1	DPOGS207061-PA
OG0002755	XP_026486917.1	DPOGS207311-PA
OG0002756	XP_026494525.1	DPOGS201690-PA
OG0002757	XP_026486149.1	DPOGS207992-PA
OG0002758	XP_026486908.1	DPOGS207309-PA
OG0002759	XP_026491147.1	DPOGS210502-PA
OG0002760	XP_026496107.1	DPOGS203958-PA
OG0002761	XP_026497506.1	DPOGS212043-PA
OG0002762	XP_026492740.1	DPOGS210504-PA
OG0002763	XP_026499856.1	DPOGS203216-PA
OG0002764	XP_026488414.1	DPOGS214050-PA
OG0002765	XP_026485823.1	DPOGS215568-PA
OG0002766	XP_026492618.1	DPOGS203825-PA
OG0002767	XP_026493026.1	DPOGS200771-PA
OG0002768	XP_026492268.1	DPOGS203428-PA, DPOGS211255-PA
OG0002769	XP_026494366.1	DPOGS202239-PA
OG0002770	XP_026492270.1, XP_026492269.1	DPOGS211254-PA, DPOGS203430-PA
OG0002771	XP_026484799.1	DPOGS204460-PA
OG0002772	XP_026492372.1, XP_026492371.1	DPOGS211256-PA
OG0002773	XP_026484806.1	DPOGS204428-PA
OG0002774	XP_026496980.1, XP_026496979.1, XP_026496978.1	DPOGS208857-PA
OG0002775	XP_026492708.1	DPOGS203670-PA
OG0002776	XP_026485264.1, XP_026485272.1, XP_026485279.1	DPOGS214069-PA
OG0002777	XP_026493612.1	DPOGS203768-PA, DPOGS200386-PA, DPOGS200385-PA
OG0002778	XP_026496689.1	DPOGS203928-PA
OG0002780	XP_026496142.1	DPOGS203926-PA
OG0002781	XP_026498613.1	DPOGS203163-PA
OG0002782	XP_026498619.1	DPOGS203210-PA, DPOGS203209-PA
OG0002783	XP_026498116.1	DPOGS209318-PA
OG0002784	XP_026485613.1, XP_026485614.1	DPOGS202600-PA
OG0002785	XP_026491197.1	DPOGS213270-PA
OG0002786	XP_026496532.1, XP_026496540.1	DPOGS203967-PA
OG0002787	XP_026495626.1	DPOGS200980-PA
OG0002788	XP_026495254.1	DPOGS205060-PA
OG0002788	XP_026495255.1	DPOGS205061-PA
OG0002789	XP_026488849.1	DPOGS206886-PA
OG0002790	XP_026497021.1	DPOGS208859-PA, DPOGS200126-PA
OG0002791	XP_026497346.1	DPOGS212034-PA
OG0002792	XP_026493881.1	DPOGS206602-PA
OG0002793	XP_026494325.1, XP_026494324.1	DPOGS202248-PA
OG0002794	XP_026493885.1	DPOGS206691-PA
OG0002795	XP_026498188.1	DPOGS201071-PA
OG0002796	XP_026485768.1, XP_026485772.1	DPOGS207595-PA
OG0002797	XP_026494350.1	DPOGS202332-PA
OG0002798	XP_026499013.1	DPOGS206049-PA
OG0002799	XP_026485079.1	DPOGS208081-PA
OG0002800	XP_026484730.1	DPOGS214065-PA
OG0002801	XP_026484903.1	DPOGS204244-PA
OG0002802	XP_026484154.1	DPOGS209669-PA
OG0002803	XP_026497367.1, XP_026497368.1	DPOGS212036-PA
OG0002804	XP_026489580.1	DPOGS206269-PA
OG0002805	XP_026493707.1	DPOGS209414-PA
OG0002806	XP_026496896.1	DPOGS208863-PA
OG0002807	XP_026493894.1	DPOGS206610-PA
OG0002808	XP_026489576.1	DPOGS206288-PA, DPOGS206287-PA, DPOGS206285-PA
OG0002809	XP_026485871.1	DPOGS207552-PA
OG0002810	XP_026495845.1	DPOGS200624-PA, DPOGS200623-PA
OG0002811	XP_026501526.1	DPOGS212436-PA
OG0002812	XP_026485857.1, XP_026485858.1, XP_026485859.1	DPOGS207589-PA
OG0002813	XP_026498304.1, XP_026498303.1	DPOGS200573-PA
OG0002814	XP_026489595.1	DPOGS206264-PA
OG0002815	XP_026491582.1	DPOGS207469-PA
OG0002816	XP_026486785.1	DPOGS207251-PA
OG0002817	XP_026495623.1	DPOGS201030-PA
OG0002818	XP_026486320.1, XP_026486321.1	DPOGS207585-PA
OG0002819	XP_026484914.1	DPOGS204307-PA
OG0002820	XP_026486317.1, XP_026486318.1	DPOGS207558-PA
OG0002821	XP_026498597.1	DPOGS213736-PA, DPOGS212297-PA
OG0002822	XP_026498538.1	DPOGS212250-PA, DPOGS212251-PA
OG0002823	XP_026488558.1	DPOGS206573-PA
OG0002824	XP_026493683.1, XP_026493684.1	DPOGS203696-PA
OG0002825	XP_026495427.1	DPOGS201987-PA
OG0002826	XP_026495133.1, XP_026495134.1	DPOGS205042-PA
OG0002827	XP_026485774.1	DPOGS207561-PA
OG0002828	XP_026500563.1	DPOGS203388-PA
OG0002829	XP_026489604.1	DPOGS204069-PA
OG0002830	XP_026494168.1	DPOGS202694-PA
OG0002831	XP_026500550.1	DPOGS212566-PA
OG0002832	XP_026487790.1	DPOGS214204-PA
OG0002833	XP_026487727.1	DPOGS214172-PA
OG0002834	XP_026501371.1	DPOGS207029-PA
OG0002835	XP_026492335.1, XP_026492334.1	DPOGS206444-PA
OG0002836	XP_026501343.1	DPOGS207026-PA
OG0002837	XP_026495466.1	DPOGS214316-PA
OG0002838	XP_026491175.1	DPOGS205636-PA
OG0002839	XP_026487717.1	DPOGS214165-PA
OG0002840	XP_026499578.1	DPOGS207792-PA
OG0002841	XP_026487777.1	DPOGS214210-PA
OG0002842	XP_026499568.1	DPOGS207768-PA
OG0002843	XP_026497012.1	DPOGS208983-PA, DPOGS208982-PA
OG0002844	XP_026495614.1	DPOGS209716-PA
OG0002845	XP_026498309.1	DPOGS207398-PA
OG0002846	XP_026497424.1	DPOGS214844-PA
OG0002847	XP_026498314.1, XP_026498315.1, XP_026498313.1	DPOGS207434-PA
OG0002848	XP_026484940.1	DPOGS204216-PA
OG0002849	XP_026485529.1, XP_026485528.1	DPOGS210669-PA
OG0002850	XP_026493873.1	DPOGS206623-PA
OG0002851	XP_026496940.1	DPOGS208978-PA
OG0002852	XP_026493952.1	DPOGS206672-PA
OG0002853	XP_026495741.1	DPOGS209718-PA
OG0002854	XP_026495435.1	DPOGS214354-PA
OG0002855	XP_026492037.1	DPOGS206580-PA
OG0002856	XP_026498678.1	DPOGS212258-PA, DPOGS212259-PA
OG0002857	XP_026497004.1	DPOGS208891-PA
OG0002858	XP_026494164.1	DPOGS204049-PA
OG0002859	XP_026495944.1	DPOGS209731-PA
OG0002860	XP_026493550.1	DPOGS208025-PA
OG0002861	XP_026491640.1	DPOGS205156-PA
OG0002862	XP_026498775.1, XP_026498774.1	DPOGS212184-PA
OG0002863	XP_026485538.1	DPOGS210758-PA
OG0002864	XP_026491663.1	DPOGS212213-PA
OG0002865	XP_026492015.1	DPOGS206561-PA, DPOGS206562-PA
OG0002866	XP_026486635.1, XP_026486636.1	DPOGS214309-PA
OG0002867	XP_026493834.1	DPOGS202629-PA
OG0002868	XP_026497385.1	DPOGS214857-PA
OG0002869	XP_026498279.1, XP_026498280.1	DPOGS207406-PA
OG0002870	XP_026497402.1	DPOGS214855-PA
OG0002871	XP_026489032.1	DPOGS206949-PA
OG0002872	XP_026488388.1	DPOGS203594-PA, DPOGS203596-PA
OG0002873	XP_026491683.1	DPOGS216019-PA
OG0002874	XP_026496885.1	DPOGS208947-PA
OG0002875	XP_026487312.1	DPOGS214248-PA
OG0002876	XP_026499650.1	DPOGS207815-PA
OG0002877	XP_026496484.1, XP_026496485.1	DPOGS202894-PA
OG0002878	XP_026490303.1, XP_026490304.1	DPOGS205750-PA
OG0002879	XP_026498946.1	DPOGS204023-PA
OG0002880	XP_026499844.1	DPOGS205746-PA
OG0002881	XP_026494028.1	DPOGS201771-PA
OG0002882	XP_026498920.1	DPOGS204028-PA
OG0002883	XP_026491678.1	DPOGS215955-PA
OG0002884	XP_026493377.1	DPOGS209542-PA
OG0002885	XP_026483206.1	DPOGS209027-PA
OG0002886	XP_026486204.1	DPOGS200484-PA
OG0002887	XP_026486873.1	DPOGS207276-PA
OG0002888	XP_026487576.1	DPOGS214289-PA
OG0002889	XP_026486424.1, XP_026484875.1	DPOGS205718-PA
OG0002890	XP_026488244.1	DPOGS213434-PA
OG0002891	XP_026486040.1	DPOGS202456-PA
OG0002892	XP_026485162.1	DPOGS208646-PA
OG0002893	XP_026499926.1	DPOGS206127-PA
OG0002894	XP_026484072.1	DPOGS202420-PA, DPOGS201220-PA
OG0002895	XP_026493020.1	DPOGS210728-PA
OG0002896	XP_026496548.1	DPOGS200494-PA
OG0002897	XP_026493290.1	DPOGS209553-PA
OG0002898	XP_026486083.1, XP_026486084.1	DPOGS202462-PA
OG0002899	XP_026498289.1	DPOGS205859-PA
OG0002900	XP_026485693.1	DPOGS207598-PA, DPOGS212641-PA
OG0002901	XP_026485694.1	DPOGS207547-PA
OG0002902	XP_026498233.1, XP_026498234.1	DPOGS205819-PA
OG0002903	XP_026483935.1	DPOGS211989-PA, DPOGS205921-PA
OG0002904	XP_026483200.1	DPOGS209038-PA
OG0002905	XP_026485318.1, XP_026485317.1	DPOGS210751-PA
OG0002907	XP_026499768.1	DPOGS207840-PA
OG0002908	XP_026483201.1	DPOGS209039-PA
OG0002909	XP_026498932.1	DPOGS212879-PA
OG0002910	XP_026496679.1	DPOGS208898-PA
OG0002911	XP_026498929.1	DPOGS212876-PA
OG0002912	XP_026499346.1, XP_026499336.1	DPOGS203974-PA
OG0002913	XP_026488196.1, XP_026488197.1	DPOGS214695-PA
OG0002914	XP_026499367.1, XP_026499359.1	DPOGS203975-PA
OG0002915	XP_026484473.1, XP_026484471.1	DPOGS204254-PA
OG0002916	XP_026494040.1, XP_026494041.1	DPOGS207239-PA
OG0002917	XP_026498901.1	DPOGS212871-PA
OG0002918	XP_026496665.1	DPOGS208896-PA
OG0002919	XP_026488280.1	DPOGS214694-PA
OG0002920	XP_026489043.1, XP_026489042.1	DPOGS206943-PA
OG0002921	XP_026495725.1	DPOGS201025-PA
OG0002922	XP_026498898.1	DPOGS212870-PA
OG0002923	XP_026484450.1	DPOGS204292-PA
OG0002924	XP_026486668.1	DPOGS212817-PA
OG0002925	XP_026487578.1	DPOGS214129-PA
OG0002926	XP_026496790.1	DPOGS208893-PA
OG0002927	XP_026496544.1	DPOGS209891-PA
OG0002928	XP_026499290.1	DPOGS204884-PA, DPOGS211659-PA
OG0002929	XP_026491514.1, XP_026491516.1	DPOGS211902-PA
OG0002930	XP_026488422.1, XP_026488421.1	DPOGS213311-PA
OG0002931	XP_026493286.1	DPOGS215399-PA, DPOGS215397-PA
