Orthogroup	Vanessa_tameamea	Vanessa_cardui
OG0001408	XP_026486410.1	Vcard_DToL18842-RA, Vcard_DToL18843-RA
OG0001408	XP_026495804.1	Vcard_DToL18841-RA
OG0001409	XP_026498953.1	Vcard_DToL03995-RA
OG0001410	XP_026494212.1	Vcard_DToL14596-RA
OG0001412	XP_026495658.1	Vcard_DToL12849-RA
OG0001413	XP_026500441.1, XP_026500432.1, XP_026500422.1	Vcard_DToL06892-RA
OG0001414	XP_026494123.1	Vcard_DToL17974-RA
OG0001415	XP_026490122.1	Vcard_DToL04893-RA
OG0001416	XP_026501240.1	Vcard_DToL18567-RA
OG0001418	XP_026497912.1	Vcard_DToL00996-RA
OG0001419	XP_026497922.1	Vcard_DToL00999-RA
OG0001421	XP_026500098.1	Vcard_DToL14969-RA
OG0001422	XP_026490363.1	Vcard_DToL14016-RA
OG0001423	XP_026485603.1	Vcard_DToL10568-RA
OG0001424	XP_026500442.1	Vcard_DToL00079-RA, Vcard_DToL00077-RA
OG0001426	XP_026498319.1	Vcard_DToL07669-RA
OG0001427	XP_026500290.1	Vcard_DToL06613-RA
OG0001428	XP_026500310.1, XP_026500311.1, XP_026500312.1	Vcard_DToL00085-RA
OG0001429	XP_026491251.1	Vcard_DToL03500-RA
OG0001430	XP_026497290.1	Vcard_DToL15247-RA
OG0001431	XP_026483633.1, XP_026483637.1, XP_026483635.1, XP_026483634.1	Vcard_DToL17562-RA
OG0001432	XP_026500306.1, XP_026500307.1	Vcard_DToL00179-RA
OG0001433	XP_026497749.1	Vcard_DToL15617-RA
OG0001434	XP_026491379.1	Vcard_DToL13431-RA
OG0001435	XP_026494917.1, XP_026494916.1	Vcard_DToL08845-RA
OG0001436	XP_026483660.1	Vcard_DToL17557-RA
OG0001437	XP_026484373.1, XP_026484363.1	Vcard_DToL06635-RA
OG0001438	XP_026494987.1	Vcard_DToL08591-RA
OG0001439	XP_026486195.1	Vcard_DToL04947-RA
OG0001439	XP_026485934.1	Vcard_DToL04952-RA
OG0001440	XP_026491008.1	Vcard_DToL14880-RA, Vcard_DToL14879-RA
OG0001441	XP_026488190.1, XP_026488189.1	Vcard_DToL04229-RA
OG0001442	XP_026492340.1	Vcard_DToL09535-RA
OG0001443	XP_026497872.1	Vcard_DToL01109-RA, Vcard_DToL01108-RA, Vcard_DToL01106-RA
OG0001445	XP_026489425.1	Vcard_DToL18139-RA
OG0001446	XP_026499141.1	Vcard_DToL12205-RA
OG0001447	XP_026486202.1, XP_026486203.1, XP_026486201.1, XP_026486206.1	Vcard_DToL04970-RA
OG0001448	XP_026497562.1	Vcard_DToL15202-RA
OG0001449	XP_026495130.1	Vcard_DToL08688-RA
OG0001449	XP_026483204.1	Vcard_DToL06535-RA
OG0001450	XP_026493801.1	Vcard_DToL13377-RA
OG0001451	XP_026488205.1, XP_026488203.1	Vcard_DToL04223-RA
OG0001452	XP_026493544.1	Vcard_DToL13359-RA
OG0001453	XP_026489389.1	Vcard_DToL18154-RA
OG0001454	XP_026497595.1	Vcard_DToL15185-RA
OG0001455	XP_026491445.1	Vcard_DToL03551-RA, Vcard_DToL03554-RA
OG0001456	XP_026499115.1	Vcard_DToL12239-RA
OG0001457	XP_026484568.1, XP_026484566.1, XP_026484567.1	Vcard_DToL02036-RA
OG0001458	XP_026499124.1	Vcard_DToL12241-RA
OG0001459	XP_026499155.1, XP_026499156.1, XP_026499154.1	Vcard_DToL12244-RA
OG0001460	XP_026498002.1	Vcard_DToL00297-RA
OG0001462	XP_026483899.1	Vcard_DToL06512-RA
OG0001463	XP_026495888.1	Vcard_DToL12914-RA
OG0001464	XP_026495267.1, XP_026495264.1, XP_026495266.1, XP_026495265.1	Vcard_DToL08795-RA
OG0001465	XP_026495641.1	Vcard_DToL12920-RA
OG0001466	XP_026487913.1, XP_026487914.1, XP_026487915.1, XP_026487916.1	Vcard_DToL01151-RA
OG0001468	XP_026491839.1	Vcard_DToL13968-RA
OG0001469	XP_026495820.1	Vcard_DToL12933-RA
OG0001470	XP_026486942.1	Vcard_DToL12117-RA
OG0001471	XP_026491390.1	Vcard_DToL03591-RA
OG0001471	XP_026491391.1	Vcard_DToL03590-RA
OG0001472	XP_026496951.1, XP_026497714.1, XP_026496176.1	Vcard_DToL06502-RA
OG0001473	XP_026488630.1	Vcard_DToL18089-RA
OG0001474	XP_026483665.1, XP_026483664.1, XP_026483666.1	Vcard_DToL17493-RA
OG0001475	XP_026496104.1, XP_026496103.1, XP_026496105.1	Vcard_DToL13950-RA
OG0001476	XP_026483800.1, XP_026483799.1	Vcard_DToL17495-RA
OG0001478	XP_026485906.1	Vcard_DToL05012-RA
OG0001479	XP_026494781.1	Vcard_DToL01519-RA
OG0001480	XP_026495826.1	Vcard_DToL12741-RA
OG0001481	XP_026489676.1	Vcard_DToL14805-RA
OG0001482	XP_026497641.1	Vcard_DToL16374-RA
OG0001482	XP_026497652.1	Vcard_DToL16373-RA
OG0001483	XP_026484399.1, XP_026484397.1, XP_026484398.1	Vcard_DToL02077-RA, Vcard_DToL02075-RA
OG0001484	XP_026498026.1	Vcard_DToL11297-RA, Vcard_DToL11295-RA
OG0001485	XP_026486096.1, XP_026486095.1, XP_026486097.1	Vcard_DToL05028-RA
OG0001486	XP_026485427.1, XP_026485426.1	Vcard_DToL10483-RA
OG0001487	XP_026483216.1	Vcard_DToL06866-RA
OG0001488	XP_026498693.1	Vcard_DToL16150-RA
OG0001490	XP_026486742.1, XP_026486744.1, XP_026486743.1	Vcard_DToL17003-RA
OG0001491	XP_026499924.1	Vcard_DToL11830-RA
OG0001492	XP_026489643.1, XP_026489634.1	Vcard_DToL00233-RA
OG0001494	XP_026495817.1	Vcard_DToL14143-RA
OG0001495	XP_026497317.1, XP_026497318.1	Vcard_DToL15360-RA
OG0001498	XP_026486914.1	Vcard_DToL11963-RA, Vcard_DToL11964-RA, Vcard_DToL11962-RA
OG0001499	XP_026494309.1	Vcard_DToL14467-RA
OG0001500	XP_026493073.1	Vcard_DToL09827-RA
OG0001501	XP_026494472.1	Vcard_DToL16298-RA
OG0001502	XP_026501789.1	Vcard_DToL09420-RA
OG0001502	XP_026501788.1	Vcard_DToL09421-RA
OG0001503	XP_026488932.1, XP_026488931.1	Vcard_DToL07844-RA
OG0001505	XP_026492726.1, XP_026492725.1	Vcard_DToL01576-RA
OG0001506	XP_026494310.1	Vcard_DToL14469-RA, Vcard_DToL14470-RA
OG0001507	XP_026497522.1	Vcard_DToL15367-RA
OG0001508	XP_026486344.1, XP_026486346.1, XP_026486345.1	Vcard_DToL05107-RA
OG0001509	XP_026492656.1	Vcard_DToL01578-RA
OG0001511	XP_026492734.1, XP_026492735.1	Vcard_DToL01580-RA
OG0001512	XP_026488358.1, XP_026488357.1, XP_026488360.1, XP_026488359.1, XP_026488361.1	Vcard_DToL04336-RA
OG0001513	XP_026489564.1	Vcard_DToL16220-RA
OG0001514	XP_026498635.1	Vcard_DToL02938-RA
OG0001515	XP_026492628.1	Vcard_DToL01607-RA, Vcard_DToL01605-RA
OG0001516	XP_026486832.1, XP_026486831.1	Vcard_DToL11984-RA
OG0001517	XP_026494174.1	Vcard_DToL14477-RA, Vcard_DToL14479-RA, Vcard_DToL14481-RA
OG0001518	XP_026486109.1, XP_026486108.1, XP_026486107.1, XP_026486106.1	Vcard_DToL05150-RA
OG0001520	XP_026500927.1, XP_026488920.1	Vcard_DToL07900-RA
OG0001521	XP_026488912.1	Vcard_DToL07903-RA
OG0001522	XP_026487358.1, XP_026487357.1, XP_026487359.1	Vcard_DToL05882-RA
OG0001523	XP_026493737.1, XP_026493738.1	Vcard_DToL01293-RA
OG0001523	XP_026493739.1	Vcard_DToL01292-RA
OG0001524	XP_026494337.1	Vcard_DToL14501-RA
OG0001525	XP_026496694.1	Vcard_DToL07366-RA, Vcard_DToL07365-RA, Vcard_DToL07364-RA, Vcard_DToL07367-RA
OG0001526	XP_026498165.1	Vcard_DToL09797-RA
OG0001529	XP_026497342.1, XP_026497344.1, XP_026497340.1, XP_026497343.1	Vcard_DToL15383-RA
OG0001530	XP_026484922.1, XP_026484921.1	Vcard_DToL02295-RA
OG0001532	XP_026489010.1, XP_026489012.1, XP_026489013.1, XP_026489011.1	Vcard_DToL07918-RA
OG0001534	XP_026493897.1	Vcard_DToL11037-RA
OG0001535	XP_026493776.1	Vcard_DToL01261-RA
OG0001536	XP_026484740.1	Vcard_DToL06720-RA
OG0001537	XP_026500547.1	Vcard_DToL00424-RA
OG0001538	XP_026485764.1	Vcard_DToL05362-RA
OG0001539	XP_026484950.1	Vcard_DToL02363-RA
OG0001540	XP_026491318.1	Vcard_DToL03711-RA
OG0001541	XP_026488349.1	Vcard_DToL04389-RA
OG0001542	XP_026489598.1	Vcard_DToL16209-RA, Vcard_DToL16210-RA
OG0001543	XP_026501270.1	Vcard_DToL07985-RA
OG0001544	XP_026488298.1, XP_026488300.1, XP_026488297.1	Vcard_DToL04391-RA
OG0001546	XP_026486788.1	Vcard_DToL11992-RA
OG0001547	XP_026489570.1	Vcard_DToL16203-RA, Vcard_DToL16204-RA
OG0001548	XP_026497007.1	Vcard_DToL07385-RA
OG0001549	XP_026486240.1	Vcard_DToL05390-RA
OG0001550	XP_026500557.1, XP_026500556.1, XP_026500555.1	Vcard_DToL00446-RA
OG0001551	XP_026494372.1	Vcard_DToL14439-RA
OG0001552	XP_026484928.1	Vcard_DToL02321-RA
OG0001553	XP_026501346.1, XP_026501348.1, XP_026501347.1	Vcard_DToL07965-RA
OG0001554	XP_026495452.1	Vcard_DToL13688-RA
OG0001555	XP_026487711.1, XP_026487712.1	Vcard_DToL05816-RA
OG0001556	XP_026487709.1, XP_026487708.1, XP_026487706.1	Vcard_DToL05804-RA
OG0001557	XP_026492211.1	Vcard_DToL09491-RA
OG0001558	XP_026497429.1, XP_026497430.1	Vcard_DToL15411-RA
OG0001559	XP_026499579.1	Vcard_DToL09331-RA
OG0001560	XP_026486816.1	Vcard_DToL12030-RA
OG0001561	XP_026495277.1	Vcard_DToL08548-RA
OG0001562	XP_026499558.1	Vcard_DToL09312-RA
OG0001563	XP_026495774.1	Vcard_DToL12614-RA
OG0001564	XP_026498242.1	Vcard_DToL14249-RA
OG0001565	XP_026493299.1	Vcard_DToL10212-RA
OG0001566	XP_026489022.1, XP_026489021.1	Vcard_DToL07805-RA
OG0001567	XP_026485355.1	Vcard_DToL10392-RA
OG0001568	XP_026497754.1	Vcard_DToL15592-RA
OG0001569	XP_026486797.1	Vcard_DToL12053-RA, Vcard_DToL12050-RA
OG0001570	XP_026485516.1	Vcard_DToL10379-RA
OG0001572	XP_026486030.1, XP_026486031.1	Vcard_DToL05435-RA
OG0001573	XP_026498284.1	Vcard_DToL14280-RA, Vcard_DToL14279-RA
OG0001574	XP_026494872.1	Vcard_DToL08516-RA
OG0001575	XP_026483196.1	Vcard_DToL15464-RA
OG0001576	XP_026488458.1	Vcard_DToL04467-RA, Vcard_DToL04466-RA, Vcard_DToL04470-RA
OG0001577	XP_026485161.1	Vcard_DToL02245-RA
OG0001578	XP_026496574.1	Vcard_DToL01406-RA, Vcard_DToL01409-RA
OG0001579	XP_026485077.1, XP_026485078.1	Vcard_DToL02239-RA
OG0001580	XP_026493169.1	Vcard_DToL10092-RA
OG0001581	XP_026484993.1	Vcard_DToL02374-RA
OG0001581	XP_026484956.1	Vcard_DToL02373-RA
OG0001582	XP_026484932.1, XP_026484930.1, XP_026484931.1	Vcard_DToL02376-RA
OG0001583	XP_026483961.1	Vcard_DToL17235-RA
OG0001584	XP_026484727.1	Vcard_DToL02382-RA, Vcard_DToL02381-RA
OG0001586	XP_026484000.1	Vcard_DToL17223-RA
OG0001587	XP_026496528.1	Vcard_DToL13816-RA
OG0001588	XP_026493152.1	Vcard_DToL10102-RA
OG0001591	XP_026493956.1	Vcard_DToL10939-RA, Vcard_DToL10938-RA
OG0001592	XP_026485300.1	Vcard_DToL10362-RA, Vcard_DToL10359-RA, Vcard_DToL10360-RA, Vcard_DToL10361-RA
OG0001593	XP_026496620.1, XP_026496619.1	Vcard_DToL01433-RA
OG0001594	XP_026486277.1	Vcard_DToL05175-RA
OG0001595	XP_026486677.1, XP_026486675.1	Vcard_DToL14337-RA
OG0001597	XP_026487546.1	Vcard_DToL05686-RA
OG0001598	XP_026488417.1	Vcard_DToL04528-RA
OG0001600	XP_026500937.1	Vcard_DToL09212-RA
OG0001601	XP_026492818.1	Vcard_DToL07526-RA, Vcard_DToL07527-RA
OG0001602	XP_026493519.1, XP_026493520.1	Vcard_DToL10072-RA
OG0001603	XP_026483598.1	Vcard_DToL18545-RA, Vcard_DToL18549-RA
OG0001604	XP_026488081.1	Vcard_DToL08204-RA
OG0001605	XP_026499763.1	Vcard_DToL08193-RA
OG0001607	XP_026484793.1	Vcard_DToL02483-RA
OG0001608	XP_026489223.1	Vcard_DToL11904-RA, Vcard_DToL11905-RA
OG0001609	XP_026501757.1	Vcard_DToL17130-RA
OG0001610	XP_026487626.1, XP_026487627.1	Vcard_DToL05644-RA
OG0001611	XP_026492762.1	Vcard_DToL07575-RA
OG0001612	XP_026490876.1	Vcard_DToL04572-RA, Vcard_DToL04574-RA
OG0001613	XP_026490875.1	Vcard_DToL04580-RA
OG0001614	XP_026501748.1, XP_026501749.1, XP_026501747.1	Vcard_DToL17111-RA, Vcard_DToL17113-RA, Vcard_DToL17112-RA
OG0001615	XP_026497791.1	Vcard_DToL15712-RA
OG0001616	XP_026487977.1	Vcard_DToL12507-RA, Vcard_DToL12508-RA
OG0001617	XP_026492764.1	Vcard_DToL07583-RA
OG0001618	XP_026492767.1, XP_026492769.1, XP_026492768.1	Vcard_DToL07584-RA
OG0001619	XP_026489522.1	Vcard_DToL06963-RA
OG0001620	XP_026490274.1	Vcard_DToL10890-RA
OG0001621	XP_026488147.1	Vcard_DToL09129-RA
OG0001622	XP_026493474.1, XP_026493471.1, XP_026493472.1, XP_026493473.1	Vcard_DToL10149-RA
OG0001623	XP_026485037.1	Vcard_DToL02567-RA
OG0001624	XP_026486458.1, XP_026486459.1	Vcard_DToL07013-RA
OG0001625	XP_026498357.1	Vcard_DToL10265-RA, Vcard_DToL10264-RA
OG0001626	XP_026487500.1	Vcard_DToL05604-RA
OG0001627	XP_026486456.1	Vcard_DToL07015-RA
OG0001629	XP_026492625.1, XP_026492626.1	Vcard_DToL01668-RA
OG0001630	XP_026490854.1	Vcard_DToL04657-RA
OG0001631	XP_026492578.1	Vcard_DToL01660-RA
OG0001632	XP_026491901.1	Vcard_DToL15767-RA
OG0001634	XP_026486475.1, XP_026486476.1	Vcard_DToL07035-RA
OG0001635	XP_026487218.1	Vcard_DToL09096-RA, Vcard_DToL09094-RA
OG0001636	XP_026492705.1	Vcard_DToL01628-RA, Vcard_DToL01626-RA
OG0001638	XP_026487129.1	Vcard_DToL08065-RA, Vcard_DToL08067-RA
OG0001639	XP_026500665.1	Vcard_DToL00771-RA, Vcard_DToL00770-RA
OG0001640	XP_026489179.1	Vcard_DToL07641-RA
OG0001641	XP_026487142.1	Vcard_DToL08059-RA
OG0001642	XP_026501791.1	Vcard_DToL08049-RA
OG0001643	XP_026484515.1	Vcard_DToL02634-RA
OG0001644	XP_026497238.1, XP_026497246.1	Vcard_DToL00619-RA
OG0001645	XP_026491953.1	Vcard_DToL15830-RA
OG0001648	XP_026491940.1, XP_026491941.1	Vcard_DToL15834-RA
OG0001649	XP_026491356.1	Vcard_DToL03935-RA, Vcard_DToL03934-RA
OG0001650	XP_026490538.1, XP_026490546.1, XP_026490547.1	Vcard_DToL05529-RA
OG0001652	XP_026501288.1, XP_026501289.1	Vcard_DToL08041-RA, Vcard_DToL08040-RA
OG0001653	XP_026501446.1, XP_026501447.1	Vcard_DToL08426-RA
OG0001654	XP_026494710.1	Vcard_DToL01488-RA, Vcard_DToL01486-RA
OG0001656	XP_026494425.1	Vcard_DToL16353-RA
OG0001656	XP_026494432.1	Vcard_DToL16354-RA
OG0001657	XP_026491594.1	Vcard_DToL06468-RA
OG0001657	XP_026501241.1	Vcard_DToL06469-RA
OG0001658	XP_026497609.1, XP_026497611.1	Vcard_DToL16388-RA, Vcard_DToL16387-RA
OG0001659	XP_026486533.1	Vcard_DToL11896-RA
OG0001660	XP_026501389.1	Vcard_DToL07988-RA
OG0001670	XP_026483575.1	Vcard_DToL18281-RA, Vcard_DToL18280-RA
OG0001671	XP_026492427.1	Vcard_DToL15965-RA, Vcard_DToL15964-RA
OG0001673	XP_026499860.1	Vcard_DToL16408-RA, Vcard_DToL16409-RA
OG0001674	XP_026483785.1	Vcard_DToL17574-RA
OG0001675	XP_026498027.1	Vcard_DToL11304-RA
OG0001676	XP_026498702.1	Vcard_DToL16135-RA
OG0001677	XP_026497303.1	Vcard_DToL15281-RA, Vcard_DToL15280-RA
OG0001678	XP_026484554.1	Vcard_DToL01906-RA, Vcard_DToL01905-RA
OG0001680	XP_026501021.1	Vcard_DToL13129-RA
OG0001680	XP_026500973.1	Vcard_DToL13126-RA
OG0001681	XP_026486764.1	Vcard_DToL17899-RA
OG0001682	XP_026493095.1, XP_026493094.1	Vcard_DToL09969-RA
OG0001683	XP_026485420.1, XP_026485421.1	Vcard_DToL10614-RA
OG0001684	XP_026485423.1	Vcard_DToL10613-RA
OG0001685	XP_026484025.1, XP_026484024.1	Vcard_DToL17339-RA
OG0001686	XP_026498748.1	Vcard_DToL16117-RA
OG0001687	XP_026485415.1, XP_026485416.1	Vcard_DToL10615-RA
OG0001688	XP_026493323.1	Vcard_DToL09966-RA
OG0001689	XP_026483164.1	Vcard_DToL18718-RA
OG0001690	XP_026491006.1	Vcard_DToL14933-RA
OG0001691	XP_026483496.1	Vcard_DToL18483-RA, Vcard_DToL18485-RA
OG0001692	XP_026483403.1	Vcard_DToL18348-RA
OG0001693	XP_026500238.1	Vcard_DToL15042-RA
OG0001695	XP_026492109.1	Vcard_DToL09701-RA
OG0001696	XP_026494005.1	Vcard_DToL13592-RA
OG0001697	XP_026499021.1, XP_026499023.1	Vcard_DToL04011-RA
OG0001698	XP_026491046.1	Vcard_DToL03314-RA
OG0001700	XP_026494155.1	Vcard_DToL18210-RA
OG0001701	XP_026485244.1, XP_026498413.1	Vcard_DToL16739-RA
OG0001702	XP_026483394.1, XP_026483395.1	Vcard_DToL18333-RA
OG0001703	XP_026500295.1	Vcard_DToL00164-RA
OG0001704	XP_026483161.1	Vcard_DToL18701-RA
OG0001705	XP_026485229.1, XP_026485227.1, XP_026485230.1	Vcard_DToL16729-RA
OG0001706	XP_026497225.1, XP_026497224.1	Vcard_DToL17783-RA
OG0001707	XP_026483102.1	Vcard_DToL18702-RA
OG0001709	XP_026500981.1	Vcard_DToL13102-RA
OG0001710	XP_026499448.1	Vcard_DToL15901-RA
OG0001711	XP_026485657.1, XP_026485656.1	Vcard_DToL16806-RA
OG0001713	XP_026484084.1, XP_026484083.1	Vcard_DToL17367-RA
OG0001714	XP_026501813.1, XP_026501811.1	Vcard_DToL16802-RA
OG0001715	XP_026490025.1	Vcard_DToL04845-RA
OG0001716	XP_026490121.1	Vcard_DToL04843-RA
OG0001717	XP_026496358.1	Vcard_DToL03086-RA
OG0001718	XP_026490993.1	Vcard_DToL14925-RA
OG0001719	XP_026483122.1, XP_026483123.1	Vcard_DToL18721-RA
OG0001720	XP_026495091.1	Vcard_DToL13621-RA, Vcard_DToL13619-RA
OG0001722	XP_026496423.1	Vcard_DToL03091-RA
OG0001723	XP_026496359.1	Vcard_DToL03100-RA
OG0001724	XP_026489951.1	Vcard_DToL09045-RA
OG0001725	XP_026499984.1	Vcard_DToL16699-RA
OG0001726	XP_026501693.1, XP_026501707.1	Vcard_DToL16787-RA
OG0001727	XP_026483571.1	Vcard_DToL18524-RA
OG0001728	XP_026496260.1	Vcard_DToL03110-RA
OG0001729	XP_026501708.1	Vcard_DToL16783-RA
OG0001730	XP_026499988.1	Vcard_DToL16698-RA
OG0001731	XP_026490966.1	Vcard_DToL14903-RA, Vcard_DToL14907-RA
OG0001733	XP_026500449.1	Vcard_DToL00034-RA
OG0001734	XP_026501714.1	Vcard_DToL16780-RA, Vcard_DToL16779-RA
OG0001735	XP_026496268.1, XP_026496266.1	Vcard_DToL03112-RA
OG0001736	XP_026499007.1	Vcard_DToL04073-RA
OG0001737	XP_026497704.1	Vcard_DToL16562-RA
OG0001738	XP_026491353.1, XP_026491351.1, XP_026491352.1	Vcard_DToL03366-RA
OG0001739	XP_026491019.1	Vcard_DToL14898-RA
OG0001740	XP_026487047.1, XP_026487046.1	Vcard_DToL00853-RA
OG0001742	XP_026501005.1	Vcard_DToL13071-RA
OG0001743	XP_026501000.1	Vcard_DToL13066-RA
OG0001744	XP_026483100.1	Vcard_DToL06394-RA
OG0001745	XP_026501705.1, XP_026501704.1	Vcard_DToL16776-RA
OG0001746	XP_026501430.1	Vcard_DToL08393-RA
OG0001747	XP_026501509.1, XP_026501510.1	Vcard_DToL08388-RA
OG0001748	XP_026493653.1, XP_026493654.1	Vcard_DToL17838-RA
OG0001749	XP_026490650.1, XP_026490640.1, XP_026490632.1	Vcard_DToL13641-RA
OG0001750	XP_026483484.1	Vcard_DToL18509-RA
OG0001751	XP_026492414.1, XP_026492415.1, XP_026493618.1, XP_026493616.1	Vcard_DToL18742-RA
OG0001752	XP_026500322.1, XP_026500323.1	Vcard_DToL10827-RA
OG0001753	XP_026493700.1	Vcard_DToL01250-RA
OG0001754	XP_026500900.1	Vcard_DToL11281-RA
OG0001755	XP_026500169.1	Vcard_DToL15086-RA
OG0001756	XP_026483345.1	Vcard_DToL18414-RA, Vcard_DToL18413-RA
OG0001757	XP_026496191.1	Vcard_DToL07144-RA
OG0001757	XP_026496190.1	Vcard_DToL07143-RA
OG0001758	XP_026497208.1	Vcard_DToL10815-RA
OG0001759	XP_026488112.1	Vcard_DToL04126-RA, Vcard_DToL04128-RA
OG0001760	XP_026498794.1	Vcard_DToL16059-RA
OG0001761	XP_026497218.1	Vcard_DToL10807-RA
OG0001762	XP_026495995.1, XP_026495994.1	Vcard_DToL13016-RA
OG0001763	XP_026484067.1	Vcard_DToL06397-RA
OG0001764	XP_026490214.1	Vcard_DToL16670-RA
OG0001765	XP_026496108.1, XP_026496109.1	Vcard_DToL13890-RA
OG0001766	XP_026500160.1	Vcard_DToL15098-RA, Vcard_DToL15099-RA
OG0001767	XP_026494132.1	Vcard_DToL12387-RA
OG0001768	XP_026492951.1	Vcard_DToL11262-RA
OG0001769	XP_026495432.1	Vcard_DToL13673-RA
OG0001770	XP_026492952.1	Vcard_DToL11255-RA
OG0001771	XP_026500266.1	Vcard_DToL00188-RA
OG0001772	XP_026490671.1	Vcard_DToL18778-RA
OG0001773	XP_026500521.1	Vcard_DToL00014-RA
OG0001773	XP_026499310.1	Vcard_DToL00011-RA
OG0001774	XP_026495812.1	Vcard_DToL13007-RA
OG0001776	XP_026499616.1, XP_026499617.1	Vcard_DToL09301-RA
OG0001777	XP_026484243.1, XP_026484241.1, XP_026484242.1	Vcard_DToL07112-RA, Vcard_DToL07109-RA
OG0001778	XP_026483534.1, XP_026483535.1, XP_026483533.1	Vcard_DToL18470-RA
OG0001779	XP_026501208.1	Vcard_DToL01769-RA
OG0001780	XP_026484234.1	Vcard_DToL07106-RA
OG0001781	XP_026492505.1, XP_026492049.1, XP_026492050.1, XP_026492506.1	Vcard_DToL17706-RA
OG0001782	XP_026492378.1	Vcard_DToL09613-RA
OG0001783	XP_026484267.1	Vcard_DToL07103-RA, Vcard_DToL07100-RA, Vcard_DToL07101-RA
OG0001784	XP_026490684.1	Vcard_DToL18787-RA
OG0001785	XP_026497199.1	Vcard_DToL10797-RA
OG0001786	XP_026490651.1	Vcard_DToL17704-RA
OG0001787	XP_026492896.1	Vcard_DToL16855-RA, Vcard_DToL16854-RA
OG0001789	XP_026483446.1	Vcard_DToL18479-RA
OG0001790	XP_026497204.1	Vcard_DToL10804-RA
OG0001791	XP_026489704.1	Vcard_DToL14683-RA
OG0001793	XP_026494576.1, XP_026494577.1	Vcard_DToL11236-RA
OG0001794	XP_026490226.1, XP_026490225.1	Vcard_DToL16651-RA
OG0001795	XP_026490641.1, XP_026490639.1, XP_026490642.1	Vcard_DToL17692-RA
OG0001796	XP_026498435.1	Vcard_DToL10778-RA
OG0001797	XP_026494660.1, XP_026494659.1, XP_026494661.1	Vcard_DToL11232-RA
OG0001798	XP_026493957.1	Vcard_DToL13516-RA
OG0001799	XP_026490017.1	Vcard_DToL08959-RA
OG0001800	XP_026494515.1	Vcard_DToL13513-RA
OG0001801	XP_026494593.1	Vcard_DToL11229-RA
OG0001802	XP_026484287.1	Vcard_DToL07086-RA
OG0001803	XP_026501227.1	Vcard_DToL01737-RA
OG0001805	XP_026501365.1	Vcard_DToL06411-RA
OG0001806	XP_026495846.1	Vcard_DToL12976-RA
OG0001807	XP_026497253.1, XP_026497252.1	Vcard_DToL13837-RA
OG0001808	XP_026489618.1	Vcard_DToL14726-RA
OG0001809	XP_026501644.1	Vcard_DToL06433-RA
OG0001810	XP_026486419.1	Vcard_DToL18822-RA, Vcard_DToL18827-RA
OG0001811	XP_026497702.1, XP_026497701.1	Vcard_DToL16588-RA
OG0001812	XP_026490330.1	Vcard_DToL14062-RA
OG0001813	XP_026494224.1	Vcard_DToL13502-RA, Vcard_DToL13500-RA, Vcard_DToL13501-RA
OG0001814	XP_026499460.1	Vcard_DToL04774-RA
OG0001815	XP_026494260.1	Vcard_DToL13498-RA
OG0001816	XP_026491714.1	Vcard_DToL06470-RA
OG0001817	XP_026496033.1	Vcard_DToL12953-RA
OG0001818	XP_026489897.1	Vcard_DToL08944-RA, Vcard_DToL08943-RA
OG0001819	XP_026494250.1	Vcard_DToL14587-RA
OG0001821	XP_026483392.1	Vcard_DToL18371-RA
OG0001822	XP_026489831.1	Vcard_DToL02861-RA, Vcard_DToL02862-RA
OG0001823	XP_026490584.1	Vcard_DToL17659-RA, Vcard_DToL17657-RA
OG0001824	XP_026495707.1	Vcard_DToL12836-RA
OG0001825	XP_026494581.1	Vcard_DToL11218-RA
OG0001827	XP_026484441.1	Vcard_DToL01982-RA
OG0001828	XP_026485136.1	Vcard_DToL06448-RA
OG0001829	XP_026494830.1	Vcard_DToL08917-RA
OG0001830	XP_026484549.1, XP_026484550.1	Vcard_DToL01911-RA
OG0001831	XP_026487501.1	Vcard_DToL06198-RA
OG0001834	XP_026486556.1	Vcard_DToL16974-RA
OG0001835	XP_026484544.1	Vcard_DToL01916-RA
OG0001836	XP_026498798.1	Vcard_DToL16090-RA, Vcard_DToL16088-RA
OG0001838	XP_026483642.1	Vcard_DToL17596-RA
OG0001839	XP_026486616.1	Vcard_DToL00986-RA
OG0001840	XP_026483674.1	Vcard_DToL17598-RA
OG0001841	XP_026494972.1	Vcard_DToL08888-RA
OG0001842	XP_026490356.1	Vcard_DToL14026-RA
OG0001843	XP_026499348.1	Vcard_DToL16504-RA
OG0001844	XP_026497341.1, XP_026497335.1	Vcard_DToL00605-RA
OG0001845	XP_026491309.1, XP_026491310.1	Vcard_DToL03467-RA
OG0001846	XP_026496353.1	Vcard_DToL03190-RA
OG0001847	XP_026490388.1	Vcard_DToL14018-RA
OG0001848	XP_026490634.1, XP_026490631.1, XP_026490633.1	Vcard_DToL17653-RA
OG0001849	XP_026491313.1	Vcard_DToL03470-RA
OG0001850	XP_026483470.1	Vcard_DToL18392-RA
OG0001852	XP_026490230.1	Vcard_DToL15952-RA
OG0001853	XP_026491307.1	Vcard_DToL03472-RA
OG0001854	XP_026494283.1	Vcard_DToL14639-RA
OG0001855	XP_026496270.1	Vcard_DToL03200-RA
OG0001856	XP_026495694.1	Vcard_DToL12858-RA
OG0001857	XP_026497955.1, XP_026497954.1	Vcard_DToL01017-RA
