Orthogroup	Vanessa_tameamea	Bicyclus_anynana
OG0001574	XP_026494872.1	Bany_03161-RA
OG0001575	XP_026483196.1	Bany_17373-RA
OG0001576	XP_026488458.1	Bany_08396-RA
OG0001577	XP_026485161.1	Bany_00588-RA
OG0001578	XP_026496574.1	Bany_04862-RA, Bany_04863-RA
OG0001579	XP_026485077.1, XP_026485078.1	Bany_00592-RA
OG0001581	XP_026484993.1, XP_026484956.1	Bany_00601-RA
OG0001582	XP_026484932.1, XP_026484930.1, XP_026484931.1	Bany_00603-RA
OG0001584	XP_026484727.1	Bany_00606-RA
OG0001585	XP_026490019.1, XP_026490021.1	Bany_07683-RA
OG0001586	XP_026484000.1	Bany_07060-RA
OG0001587	XP_026496528.1	Bany_11738-RA
OG0001589	XP_026495918.1	Bany_14778-RA
OG0001590	XP_026489112.1	Bany_01542-RA, Bany_01543-RA
OG0001591	XP_026493956.1	Bany_13499-RA, Bany_13498-RA
OG0001592	XP_026485300.1	Bany_11001-RA
OG0001593	XP_026496620.1, XP_026496619.1	Bany_04886-RA
OG0001594	XP_026486277.1	Bany_10384-RA
OG0001595	XP_026486677.1, XP_026486675.1	Bany_09842-RA
OG0001596	XP_026486843.1	Bany_14118-RA
OG0001598	XP_026488417.1	Bany_08433-RA, Bany_08432-RA
OG0001599	XP_026494697.1	Bany_04907-RA
OG0001600	XP_026500937.1	Bany_09167-RA
OG0001601	XP_026492818.1	Bany_12288-RA
OG0001602	XP_026493519.1, XP_026493520.1	Bany_15348-RA
OG0001603	XP_026483598.1	Bany_09886-RA
OG0001605	XP_026499763.1	Bany_01598-RA
OG0001607	XP_026484793.1	Bany_00672-RA
OG0001608	XP_026489223.1	Bany_14168-RA
OG0001609	XP_026501757.1	Bany_07118-RA, Bany_07119-RA
OG0001610	XP_026487626.1, XP_026487627.1	Bany_04086-RA
OG0001611	XP_026492762.1	Bany_12335-RA, Bany_12338-RA, Bany_12337-RA
OG0001612	XP_026490876.1	Bany_08475-RA, Bany_08476-RA
OG0001614	XP_026501748.1, XP_026501749.1, XP_026501747.1	Bany_07137-RA
OG0001615	XP_026497791.1	Bany_02441-RA
OG0001616	XP_026487977.1	Bany_14851-RA, Bany_14852-RA
OG0001617	XP_026492764.1	Bany_12348-RA
OG0001618	XP_026492767.1, XP_026492769.1, XP_026492768.1	Bany_12349-RA, Bany_12350-RA
OG0001619	XP_026489522.1	Bany_06447-RA
OG0001620	XP_026490274.1	Bany_13575-RA
OG0001621	XP_026488147.1	Bany_09245-RA
OG0001622	XP_026493474.1, XP_026493471.1, XP_026493472.1, XP_026493473.1	Bany_15420-RA
OG0001623	XP_026485037.1	Bany_00751-RA
OG0001624	XP_026486458.1, XP_026486459.1	Bany_06487-RA
OG0001625	XP_026498357.1	Bany_11098-RA, Bany_11099-RA
OG0001626	XP_026487500.1	Bany_04136-RA
OG0001627	XP_026486456.1	Bany_06493-RA, Bany_06543-RA, Bany_06492-RA, Bany_06491-RA
OG0001628	XP_026492573.1	Bany_04988-RA
OG0001629	XP_026492625.1, XP_026492626.1	Bany_04989-RA
OG0001630	XP_026490854.1	Bany_08557-RA
OG0001631	XP_026492578.1	Bany_04998-RA
OG0001632	XP_026491901.1	Bany_02480-RA
OG0001633	XP_026484626.1	Bany_00772-RA
OG0001634	XP_026486475.1, XP_026486476.1	Bany_06515-RA
OG0001635	XP_026487218.1	Bany_09282-RA, Bany_09283-RA
OG0001636	XP_026492705.1	Bany_05025-RA
OG0001637	XP_026489178.1, XP_026489177.1	Bany_12397-RA, Bany_12400-RA, Bany_12399-RA
OG0001638	XP_026487129.1	Bany_01709-RA, Bany_01707-RA
OG0001639	XP_026500665.1	Bany_07801-RA, Bany_07803-RA
OG0001640	XP_026489179.1	Bany_12410-RA
OG0001641	XP_026487142.1	Bany_01717-RA
OG0001642	XP_026501791.1	Bany_01723-RA
OG0001643	XP_026484515.1	Bany_00822-RA
OG0001644	XP_026497238.1, XP_026497246.1	Bany_07851-RA
OG0001645	XP_026491953.1	Bany_02551-RA
OG0001647	XP_026486662.1	Bany_08624-RA
OG0001648	XP_026491940.1, XP_026491941.1	Bany_02554-RA, Bany_02556-RA
OG0001649	XP_026491356.1	Bany_05819-RA, Bany_05818-RA
OG0001650	XP_026490538.1	Bany_04234-RA
OG0001651	XP_026501333.1	Bany_01789-RA
OG0001652	XP_026501288.1, XP_026501289.1	Bany_01794-RA
OG0001653	XP_026501446.1, XP_026501447.1	Bany_03430-RA
OG0001654	XP_026494710.1	Bany_05167-RA, Bany_05166-RA, Bany_05168-RA
OG0001669	XP_026492488.1	Bany_16765-RA, Bany_18156-RA, Bany_18157-RA, Bany_10317-RA, Bany_09999-RA, Bany_05804-RA, Bany_12087-RA, Bany_07028-RA, Bany_17899-RA, Bany_15247-RA, Bany_02515-RA
OG0001670	XP_026483575.1	Bany_18177-RA
OG0001671	XP_026492427.1	Bany_17862-RA, Bany_18175-RA
OG0001672	XP_026498434.1	Bany_18142-RA
OG0001673	XP_026499860.1	Bany_02162-RA, Bany_18164-RA
OG0001674	XP_026483785.1	Bany_18140-RA, Bany_06772-RA, Bany_06774-RA
OG0001675	XP_026498027.1	Bany_13022-RA, Bany_13312-RA
OG0001676	XP_026498702.1, XP_026498770.1	Bany_17690-RA
OG0001677	XP_026497303.1	Bany_16928-RA, Bany_14907-RA
OG0001678	XP_026484554.1	Bany_00003-RA
OG0001679	XP_026487098.1	Bany_04295-RA, Bany_04297-RA
OG0001680	XP_026501021.1	Bany_14262-RA
OG0001680	XP_026500973.1	Bany_14263-RA
OG0001681	XP_026486764.1	Bany_12450-RA
OG0001682	XP_026493095.1, XP_026493094.1	Bany_14890-RA
OG0001683	XP_026485420.1, XP_026485421.1	Bany_10547-RA
OG0001685	XP_026484025.1, XP_026484024.1	Bany_06549-RA
OG0001686	XP_026498748.1	Bany_17698-RA, Bany_17696-RA
OG0001687	XP_026485415.1, XP_026485416.1	Bany_10550-RA
OG0001688	XP_026493323.1	Bany_14891-RA
OG0001689	XP_026483164.1	Bany_16086-RA, Bany_07180-RA
OG0001690	XP_026491006.1	Bany_09345-RA
OG0001691	XP_026483496.1	Bany_00938-RA
OG0001692	XP_026483403.1	Bany_00943-RA
OG0001693	XP_026500238.1	Bany_13031-RA, Bany_17085-RA, Bany_17084-RA
OG0001695	XP_026492109.1	Bany_08671-RA
OG0001696	XP_026494005.1	Bany_11147-RA, Bany_11148-RA
OG0001697	XP_026499021.1, XP_026499023.1	Bany_07942-RA
OG0001698	XP_026491046.1	Bany_05196-RA
OG0001699	XP_026491241.1	Bany_05198-RA
OG0001700	XP_026494155.1	Bany_16460-RA, Bany_16458-RA
OG0001701	XP_026485244.1, XP_026498413.1	Bany_01853-RA
OG0001702	XP_026483394.1, XP_026483395.1	Bany_00955-RA
OG0001703	XP_026500295.1	Bany_07194-RA, Bany_07196-RA
OG0001704	XP_026483161.1	Bany_00873-RA, Bany_00036-RA, Bany_16064-RA, Bany_00874-RA
OG0001705	XP_026485229.1, XP_026485227.1, XP_026485230.1	Bany_01868-RA
OG0001706	XP_026498696.1	Bany_12486-RA
OG0001706	XP_026497225.1, XP_026497224.1	Bany_08429-RA
OG0001707	XP_026483102.1	Bany_16065-RA, Bany_05334-RA
OG0001709	XP_026500981.1	Bany_14297-RA, Bany_14298-RA
OG0001710	XP_026499448.1	Bany_17720-RA
OG0001711	XP_026485657.1, XP_026485656.1	Bany_17421-RA
OG0001713	XP_026484084.1, XP_026484083.1	Bany_06570-RA
OG0001714	XP_026501813.1, XP_026501811.1	Bany_17426-RA
OG0001715	XP_026490025.1	Bany_09937-RA
OG0001716	XP_026490121.1	Bany_09939-RA
OG0001717	XP_026496358.1	Bany_15495-RA
OG0001718	XP_026490993.1	Bany_09353-RA
OG0001719	XP_026483122.1, XP_026483123.1	Bany_16084-RA
OG0001720	XP_026495091.1	Bany_11161-RA
OG0001721	XP_026501823.1, XP_026501822.1	Bany_17435-RA
OG0001722	XP_026496423.1	Bany_15501-RA
OG0001723	XP_026496359.1	Bany_15507-RA
OG0001724	XP_026489951.1	Bany_02669-RA
OG0001725	XP_026499984.1	Bany_01904-RA, Bany_01901-RA, Bany_01902-RA
OG0001726	XP_026501693.1	Bany_17444-RA
OG0001726	XP_026501707.1	Bany_17443-RA
OG0001727	XP_026483571.1	Bany_00998-RA
OG0001728	XP_026496260.1	Bany_15521-RA, Bany_15522-RA
OG0001729	XP_026501708.1	Bany_17447-RA
OG0001730	XP_026499988.1	Bany_01906-RA, Bany_01905-RA
OG0001731	XP_026490966.1	Bany_09371-RA
OG0001733	XP_026500449.1	Bany_07218-RA
OG0001733	XP_026500484.1	Bany_07222-RA
OG0001734	XP_026501714.1	Bany_17450-RA
OG0001735	XP_026496268.1, XP_026496266.1	Bany_15523-RA
OG0001736	XP_026499007.1	Bany_07991-RA
OG0001737	XP_026497704.1	Bany_02019-RA
OG0001738	XP_026491353.1, XP_026491351.1, XP_026491352.1	Bany_05239-RA
OG0001739	XP_026491019.1	Bany_09374-RA
OG0001740	XP_026487047.1, XP_026487046.1	Bany_04382-RA
OG0001742	XP_026501005.1	Bany_14326-RA
OG0001743	XP_026501000.1	Bany_14330-RA
OG0001744	XP_026483100.1	Bany_05925-RA
OG0001745	XP_026501705.1, XP_026501704.1	Bany_17455-RA
OG0001746	XP_026501430.1	Bany_06600-RA, Bany_02825-RA
OG0001747	XP_026501509.1, XP_026501510.1	Bany_06603-RA, Bany_06602-RA
OG0001748	XP_026493653.1, XP_026493654.1, XP_026497993.1	Bany_12550-RA
OG0001749	XP_026490650.1, XP_026490640.1, XP_026490632.1	Bany_11184-RA
OG0001750	XP_026483484.1	Bany_01007-RA
OG0001751	XP_026492414.1, XP_026492415.1, XP_026493618.1, XP_026493616.1	Bany_16120-RA
OG0001752	XP_026500322.1, XP_026500323.1	Bany_10663-RA
OG0001753	XP_026493700.1	Bany_04780-RA, Bany_08818-RA, Bany_14947-RA, Bany_01471-RA
OG0001754	XP_026500900.1	Bany_13110-RA
OG0001755	XP_026500169.1	Bany_17006-RA, Bany_17008-RA
OG0001756	XP_026483344.1	Bany_01016-RA
OG0001757	XP_026496190.1	Bany_11876-RA
OG0001758	XP_026497208.1	Bany_10671-RA
OG0001759	XP_026488112.1	Bany_08009-RA, Bany_08008-RA
OG0001760	XP_026498794.1	Bany_17758-RA
OG0001761	XP_026497218.1	Bany_10677-RA
OG0001762	XP_026495995.1, XP_026495994.1	Bany_14355-RA
OG0001763	XP_026484067.1	Bany_05934-RA
OG0001764	XP_026490214.1	Bany_01934-RA
OG0001765	XP_026496108.1, XP_026496109.1	Bany_16521-RA
OG0001766	XP_026500160.1	Bany_17019-RA, Bany_17020-RA
OG0001767	XP_026494132.1	Bany_13735-RA
OG0001768	XP_026492951.1	Bany_13137-RA
OG0001769	XP_026495432.1	Bany_11222-RA
OG0001770	XP_026492952.1	Bany_13145-RA
OG0001771	XP_026500266.1	Bany_12602-RA, Bany_07510-RA
OG0001772	XP_026490671.1	Bany_16163-RA
OG0001773	XP_026500521.1	Bany_07249-RA
OG0001774	XP_026495812.1	Bany_14371-RA
OG0001775	XP_026490201.1, XP_026490202.1, XP_026490198.1	Bany_01943-RA, Bany_01944-RA, Bany_01946-RA
OG0001776	XP_026499616.1, XP_026499617.1	Bany_06629-RA, Bany_09070-RA
OG0001777	XP_026484243.1, XP_026484241.1, XP_026484242.1	Bany_11892-RA
OG0001778	XP_026483534.1, XP_026483535.1, XP_026483533.1	Bany_01040-RA
OG0001779	XP_026501208.1	Bany_00114-RA
OG0001780	XP_026484234.1	Bany_11894-RA, Bany_11895-RA
OG0001781	XP_026492505.1, XP_026492049.1, XP_026492050.1, XP_026492506.1	Bany_06632-RA
OG0001782	XP_026492378.1	Bany_08754-RA, Bany_08756-RA
OG0001783	XP_026484267.1	Bany_11900-RA
OG0001784	XP_026490684.1	Bany_16173-RA
OG0001785	XP_026497199.1	Bany_10782-RA, Bany_10695-RA
OG0001786	XP_026490651.1	Bany_06635-RA
OG0001787	XP_026492896.1	Bany_17494-RA
OG0001788	XP_026488903.1	Bany_13747-RA
OG0001789	XP_026483446.1	Bany_01050-RA
OG0001790	XP_026497204.1	Bany_10700-RA
OG0001791	XP_026489704.1	Bany_09421-RA
OG0001793	XP_026494576.1, XP_026494577.1	Bany_13162-RA
OG0001794	XP_026490226.1, XP_026490225.1	Bany_01968-RA
OG0001795	XP_026490641.1, XP_026490639.1, XP_026490642.1	Bany_06645-RA
OG0001796	XP_026498435.1	Bany_10703-RA
OG0001797	XP_026494660.1, XP_026494659.1, XP_026494661.1	Bany_13166-RA
OG0001798	XP_026493957.1	Bany_11283-RA, Bany_11280-RA
OG0001799	XP_026490017.1	Bany_02756-RA
OG0001800	XP_026494515.1	Bany_11285-RA
OG0001801	XP_026494593.1	Bany_13178-RA
OG0001802	XP_026484287.1	Bany_11941-RA, Bany_11916-RA, Bany_11915-RA
OG0001803	XP_026501227.1	Bany_00156-RA
OG0001804	XP_026490681.1	Bany_16198-RA
OG0001806	XP_026495846.1	Bany_14398-RA
OG0001807	XP_026497253.1, XP_026497252.1	Bany_16572-RA
OG0001808	XP_026489618.1	Bany_09453-RA
OG0001809	XP_026501644.1	Bany_05973-RA
OG0001810	XP_026486419.1	Bany_16207-RA
OG0001811	XP_026497702.1, XP_026497701.1	Bany_01997-RA
OG0001812	XP_026490330.1	Bany_16589-RA
OG0001813	XP_026494224.1	Bany_11295-RA, Bany_11296-RA
OG0001814	XP_026499460.1	Bany_10004-RA
OG0001815	XP_026494260.1	Bany_11297-RA
OG0001816	XP_026491714.1	Bany_06005-RA
OG0001817	XP_026496033.1	Bany_14422-RA
OG0001818	XP_026489897.1	Bany_02767-RA
OG0001819	XP_026494250.1	Bany_09484-RA
OG0001821	XP_026483392.1	Bany_01080-RA
OG0001822	XP_026489831.1	Bany_15718-RA, Bany_12682-RA
OG0001823	XP_026490584.1	Bany_06694-RA, Bany_06695-RA
OG0001824	XP_026495917.1	Bany_14434-RA
OG0001825	XP_026494581.1	Bany_13195-RA
OG0001826	XP_026486591.1	Bany_04490-RA
OG0001827	XP_026484441.1	Bany_00248-RA
OG0001828	XP_026485136.1	Bany_06026-RA
OG0001829	XP_026494830.1	Bany_02787-RA
OG0001830	XP_026484549.1, XP_026484550.1	Bany_00200-RA
OG0001833	XP_026483368.1	Bany_01096-RA
OG0001835	XP_026484544.1	Bany_00208-RA
OG0001836	XP_026498798.1	Bany_17848-RA
OG0001837	XP_026499843.1, XP_026497976.1	Bany_02479-RA, Bany_12883-RA, Bany_02056-RA
OG0001837	XP_026499744.1	Bany_04165-RA
OG0001839	XP_026486616.1	Bany_04502-RA, Bany_04501-RA
OG0001840	XP_026483674.1	Bany_06708-RA
OG0001841	XP_026494972.1	Bany_02820-RA
OG0001842	XP_026490356.1	Bany_16616-RA
OG0001843	XP_026499348.1	Bany_02068-RA, Bany_02069-RA, Bany_02067-RA
OG0001844	XP_026497341.1, XP_026497335.1	Bany_07739-RA, Bany_07314-RA
OG0001845	XP_026491309.1, XP_026491310.1	Bany_05350-RA
OG0001846	XP_026496353.1	Bany_15625-RA
OG0001847	XP_026490388.1	Bany_16622-RA
OG0001848	XP_026490634.1, XP_026490631.1, XP_026490633.1	Bany_06726-RA
OG0001849	XP_026491313.1	Bany_05353-RA
OG0001851	XP_026494285.1	Bany_09527-RA
OG0001852	XP_026490230.1	Bany_17873-RA
OG0001853	XP_026491307.1	Bany_05354-RA
OG0001854	XP_026498338.1	Bany_11115-RA
OG0001854	XP_026494283.1	Bany_09528-RA
OG0001855	XP_026496270.1	Bany_15636-RA
OG0001856	XP_026495694.1	Bany_14454-RA
OG0001857	XP_026497955.1, XP_026497954.1	Bany_04522-RA
OG0001859	XP_026497868.1	Bany_04531-RA
OG0001860	XP_026500511.1, XP_026500510.1	Bany_07327-RA
OG0001861	XP_026499395.1	Bany_02093-RA
OG0001862	XP_026500958.1	Bany_06061-RA
OG0001863	XP_026486359.1	Bany_10048-RA
OG0001866	XP_026488192.1, XP_026488201.1	Bany_03644-RA
OG0001867	XP_026494601.1	Bany_13233-RA
OG0001868	XP_026490377.1	Bany_16634-RA, Bany_16632-RA, Bany_16633-RA
OG0001869	XP_026485525.1	Bany_10816-RA
OG0001870	XP_026494833.1	Bany_02836-RA
OG0001871	XP_026499385.1, XP_026499386.1	Bany_02100-RA
OG0001872	XP_026499378.1	Bany_02103-RA
OG0001873	XP_026497836.1	Bany_04548-RA
OG0001874	XP_026492284.1	Bany_08815-RA
OG0001875	XP_026486116.1	Bany_08817-RA, Bany_10259-RA
OG0001876	XP_026484631.1	Bany_00242-RA, Bany_14823-RA
OG0001877	XP_026483153.1	Bany_16306-RA
OG0001878	XP_026497822.1, XP_026497819.1, XP_026497821.1, XP_026497820.1	Bany_04552-RA
OG0001879	XP_026499337.1	Bany_02110-RA
OG0001880	XP_026496915.1	Bany_11982-RA
OG0001881	XP_026491463.1, XP_026491470.1	Bany_11361-RA
OG0001882	XP_026488307.1	Bany_08138-RA
OG0001883	XP_026485597.1	Bany_17543-RA
OG0001884	XP_026483085.1, XP_026483095.1, XP_026483112.1, XP_026483104.1	Bany_06101-RA
OG0001885	XP_026493393.1	Bany_15042-RA
OG0001886	XP_026493392.1	Bany_15044-RA
OG0001887	XP_026486544.1	Bany_16334-RA
OG0001887	XP_026499486.1	Bany_16337-RA, Bany_08224-RA
OG0001889	XP_026496439.1, XP_026496436.1	Bany_07356-RA
OG0001890	XP_026488271.1	Bany_08145-RA, Bany_08144-RA
OG0001891	XP_026483744.1, XP_026483687.1, XP_026483686.1	Bany_06793-RA
OG0001892	XP_026489106.1	Bany_01166-RA, Bany_01165-RA
OG0001893	XP_026488874.1	Bany_01167-RA
OG0001894	XP_026494946.1, XP_026494948.1, XP_026494947.1	Bany_02878-RA
OG0001895	XP_026499664.1	Bany_06118-RA
OG0001896	XP_026489430.1	Bany_12818-RA
OG0001899	XP_026496699.1, XP_026496701.1, XP_026496700.1	Bany_12005-RA
OG0001900	XP_026493458.1	Bany_15062-RA
OG0001901	XP_026489204.1	Bany_13834-RA
OG0001902	XP_026488602.1	Bany_03704-RA
OG0001904	XP_026493278.1, XP_026493277.1	Bany_15064-RA
OG0001905	XP_026497937.1	Bany_04593-RA, Bany_04592-RA
OG0001907	XP_026490939.1	Bany_09566-RA, Bany_09565-RA
OG0001908	XP_026492162.1	Bany_08859-RA, Bany_07560-RA
OG0001909	XP_026492451.1	Bany_17907-RA
OG0001911	XP_026491740.1, XP_026491741.1, XP_026491742.1, XP_026491743.1	Bany_05406-RA
OG0001912	XP_026497818.1	Bany_07365-RA
OG0001914	XP_026490945.1	Bany_09569-RA
OG0001915	XP_026483172.1, XP_026483174.1, XP_026483173.1	Bany_16376-RA
OG0001916	XP_026500417.1	Bany_03714-RA, Bany_03718-RA
OG0001917	XP_026485763.1, XP_026485761.1	Bany_10113-RA
OG0001918	XP_026499135.1, XP_026499134.1	Bany_13856-RA
OG0001919	XP_026495607.1	Bany_14499-RA
OG0001920	XP_026485806.1, XP_026485798.1	Bany_00418-RA, Bany_08421-RA, Bany_17571-RA
OG0001921	XP_026499172.1, XP_026499137.1	Bany_13864-RA
OG0001922	XP_026492474.1, XP_026492473.1, XP_026492475.1	Bany_17923-RA
OG0001923	XP_026497858.1	Bany_07376-RA
OG0001925	XP_026501544.1	Bany_03347-RA, Bany_17924-RA
OG0001926	XP_026493213.1	Bany_11525-RA, Bany_04606-RA
OG0001927	XP_026483150.1	Bany_16394-RA
OG0001928	XP_026496919.1	Bany_12024-RA
OG0001929	XP_026497675.1	Bany_07382-RA, Bany_07381-RA
OG0001931	XP_026483097.1	Bany_16397-RA
OG0001932	XP_026488210.1	Bany_08191-RA
OG0001933	XP_026496271.1, XP_026496272.1	Bany_15661-RA
OG0001934	XP_026485039.1, XP_026485032.1	Bany_06162-RA
OG0001935	XP_026491574.1	Bany_05433-RA
OG0001936	XP_026499881.1, XP_026499880.1	Bany_02167-RA
OG0001937	XP_026483753.1	Bany_06833-RA
OG0001938	XP_026487826.1, XP_026487827.1	Bany_04609-RA
OG0001939	XP_026493389.1	Bany_15082-RA
OG0001940	XP_026483113.1, XP_026483114.1	Bany_16405-RA
OG0001941	XP_026487922.1	Bany_04610-RA
OG0001942	XP_026492432.1	Bany_17934-RA, Bany_17937-RA
OG0001943	XP_026499666.1, XP_026499665.1	Bany_08899-RA
OG0001944	XP_026483945.1, XP_026483937.1	Bany_06174-RA
OG0001945	XP_026494122.1	Bany_12894-RA
OG0001946	XP_026487887.1	Bany_04616-RA
OG0001947	XP_026487892.1	Bany_04618-RA
OG0001948	XP_026485357.1	Bany_06179-RA, Bany_06181-RA, Bany_06182-RA
OG0001949	XP_026499659.1	Bany_08900-RA
OG0001950	XP_026499876.1, XP_026499874.1	Bany_02174-RA
OG0001951	XP_026491465.1, XP_026491464.1	Bany_05448-RA
OG0001952	XP_026488295.1	Bany_08201-RA, Bany_08202-RA, Bany_10515-RA
OG0001953	XP_026500703.1, XP_026500714.1	Bany_06186-RA
OG0001954	XP_026487381.1, XP_026487382.1	Bany_03759-RA
OG0001955	XP_026500179.1	Bany_06188-RA, Bany_17647-RA
OG0001956	XP_026497557.1	Bany_17222-RA
OG0001957	XP_026487428.1	Bany_03767-RA
OG0001958	XP_026485757.1	Bany_17581-RA
OG0001959	XP_026490146.1, XP_026490154.1, XP_026490137.1	Bany_12921-RA, Bany_07693-RA
OG0001960	XP_026488367.1	Bany_08288-RA, Bany_08287-RA, Bany_08208-RA
OG0001961	XP_026483817.1	Bany_06849-RA, Bany_03173-RA
OG0001962	XP_026491750.1	Bany_11458-RA
OG0001963	XP_026496346.1, XP_026496347.1	Bany_15675-RA
OG0001964	XP_026493811.1	Bany_13300-RA
OG0001965	XP_026497607.1	Bany_02187-RA
OG0001966	XP_026498368.1	Bany_16684-RA
OG0001967	XP_026496838.1, XP_026496837.1	Bany_12058-RA, Bany_12062-RA
OG0001968	XP_026491286.1	Bany_05468-RA
OG0001969	XP_026487412.1, XP_026487413.1	Bany_03779-RA
OG0001970	XP_026491285.1	Bany_05469-RA
OG0001971	XP_026497656.1	Bany_02197-RA
OG0001972	XP_026492016.1	Bany_11485-RA
OG0001973	XP_026485329.1	Bany_10877-RA
OG0001974	XP_026498006.1	Bany_13322-RA
OG0001975	XP_026488987.1, XP_026488988.1	Bany_01230-RA
OG0001976	XP_026491825.1	Bany_06204-RA
OG0001977	XP_026488230.1	Bany_08225-RA
OG0001978	XP_026483738.1	Bany_06881-RA
OG0001979	XP_026501252.1	Bany_16710-RA
OG0001980	XP_026499109.1	Bany_13926-RA
OG0001981	XP_026497642.1	Bany_02208-RA
OG0001982	XP_026485890.1	Bany_10169-RA
OG0001983	XP_026496400.1	Bany_15689-RA, Bany_15688-RA
OG0001984	XP_026499096.1	Bany_13935-RA
OG0001985	XP_026494913.1	Bany_02957-RA, Bany_07863-RA
OG0001986	XP_026499085.1, XP_026499086.1, XP_026499084.1, XP_026499083.1	Bany_13938-RA
OG0001987	XP_026494467.1, XP_026494466.1	Bany_02218-RA
OG0001988	XP_026496803.1	Bany_12077-RA
OG0001989	XP_026496058.1	Bany_12988-RA
OG0001990	XP_026499073.1, XP_026499072.1	Bany_13948-RA
OG0001992	XP_026497272.1, XP_026497273.1	Bany_17262-RA
OG0001993	XP_026493902.1	Bany_11515-RA
OG0001994	XP_026496884.1	Bany_12084-RA
OG0001995	XP_026493629.1	Bany_11517-RA, Bany_11518-RA
OG0001996	XP_026492560.1, XP_026492559.1	Bany_02229-RA
OG0001997	XP_026499674.1	Bany_08961-RA
OG0001998	XP_026493640.1	Bany_11519-RA
OG0001999	XP_026494423.1	Bany_02232-RA
OG0002000	XP_026488253.1	Bany_08246-RA
OG0002001	XP_026489514.1	Bany_06247-RA, Bany_07477-RA
OG0002002	XP_026501360.1, XP_026501359.1	Bany_01275-RA
OG0002003	XP_026493959.1, XP_026493958.1	Bany_13350-RA
OG0002004	XP_026486177.1	Bany_10200-RA
OG0002005	XP_026488250.1	Bany_08250-RA
OG0002006	XP_026494623.1	Bany_06246-RA
OG0002007	XP_026498295.1	Bany_13014-RA
OG0002008	XP_026501045.1	Bany_04684-RA
OG0002009	XP_026495666.1, XP_026495667.1	Bany_14600-RA
OG0002010	XP_026489663.1	Bany_09654-RA
OG0002011	XP_026498694.1	Bany_06258-RA
OG0002012	XP_026486947.1	Bany_13956-RA
OG0002014	XP_026483645.1	Bany_06930-RA
OG0002015	XP_026483255.1	Bany_16729-RA
OG0002016	XP_026496643.1, XP_026496644.1, XP_026496645.1	Bany_12106-RA
OG0002017	XP_026493069.1	Bany_15160-RA
OG0002018	XP_026493045.1	Bany_17629-RA, Bany_17630-RA
OG0002019	XP_026494539.1	Bany_18032-RA
OG0002020	XP_026497507.1	Bany_17287-RA, Bany_17286-RA
OG0002021	XP_026484463.1, XP_026484464.1, XP_026484462.1	Bany_00413-RA
OG0002022	XP_026494516.1	Bany_18038-RA
OG0002024	XP_026492260.1	Bany_08977-RA
OG0002025	XP_026495957.1, XP_026495955.1	Bany_14623-RA
OG0002026	XP_026484358.1	Bany_00416-RA
OG0002027	XP_026491176.1	Bany_05553-RA
OG0002028	XP_026491085.1, XP_026491086.1	Bany_05555-RA
OG0002029	XP_026485504.1	Bany_10921-RA
OG0002030	XP_026490948.1, XP_026490940.1	Bany_11579-RA
OG0002031	XP_026484889.1	Bany_00431-RA
OG0002032	XP_026495223.1	Bany_03057-RA
OG0002034	XP_026485588.1, XP_026485589.1	Bany_10923-RA
OG0002035	XP_026496895.1	Bany_12121-RA
OG0002036	XP_026499974.1	Bany_02271-RA
OG0002037	XP_026483263.1	Bany_16743-RA
OG0002038	XP_026484512.1, XP_026484520.1	Bany_06273-RA
OG0002039	XP_026488366.1	Bany_08290-RA
OG0002040	XP_026492540.1	Bany_11594-RA
OG0002041	XP_026484474.1	Bany_06277-RA
OG0002042	XP_026496982.1	Bany_12130-RA
OG0002043	XP_026485020.1	Bany_00446-RA
OG0002044	XP_026492685.1	Bany_04738-RA
OG0002045	XP_026498141.1	Bany_02292-RA
OG0002046	XP_026492693.1	Bany_04740-RA
OG0002047	XP_026493765.1	Bany_04741-RA
OG0002048	XP_026498592.1, XP_026498591.1	Bany_15844-RA, Bany_15785-RA, Bany_15843-RA, Bany_15842-RA
OG0002049	XP_026495236.1	Bany_03078-RA, Bany_03079-RA
OG0002050	XP_026493662.1	Bany_04754-RA
OG0002051	XP_026500619.1, XP_026500618.1	Bany_07552-RA
OG0002052	XP_026487629.1, XP_026487631.1	Bany_03882-RA
OG0002053	XP_026495298.1	Bany_06294-RA
OG0002054	XP_026486297.1	Bany_10282-RA
OG0002055	XP_026496523.1	Bany_03883-RA
OG0002056	XP_026484790.1	Bany_06296-RA, Bany_06298-RA
OG0002057	XP_026484704.1	Bany_06301-RA
OG0002058	XP_026487641.1, XP_026487640.1	Bany_03885-RA
OG0002059	XP_026498291.1, XP_026498292.1, XP_026498293.1	Bany_16790-RA
OG0002060	XP_026493658.1	Bany_04775-RA, Bany_04773-RA
OG0002061	XP_026494240.1, XP_026494241.1	Bany_09714-RA
OG0002062	XP_026484958.1, XP_026484957.1	Bany_00479-RA
OG0002063	XP_026501344.1, XP_026501345.1	Bany_01395-RA
OG0002064	XP_026493896.1	Bany_13419-RA
OG0002065	XP_026487703.1	Bany_03898-RA
OG0002066	XP_026493110.1	Bany_11618-RA
OG0002067	XP_026488551.1	Bany_02324-RA
OG0002068	XP_026500534.1	Bany_07569-RA
OG0002069	XP_026491583.1	Bany_05585-RA
OG0002070	XP_026488490.1	Bany_08337-RA
OG0002071	XP_026486786.1	Bany_13995-RA
OG0002072	XP_026491788.1	Bany_05590-RA
