Orthogroup	Vanessa_tameamea	Heliconius_melpomene_melpomene
OG0001031	XP_026495585.1	HMEL012241g1.t1
OG0001032	XP_026496610.1	HMEL015972g1.t1
OG0001033	XP_026495647.1	HMEL037024g1.t1, HMEL035600g1.t1, HMEL031595g1.t1, HMEL034479g1.t1, HMEL031231g1.t1, HMEL037247g1.t1
OG0001034	XP_026501778.1	HMEL011667g1.t1, HMEL032145g1.t1, HMEL007262g1.t1, HMEL035515g1.t1, HMEL034610g1.t1, HMEL038065g1.t1, HMEL030326g1.t1, HMEL031203g1.t1, HMEL031597g1.t1
OG0001035	XP_026488090.1	HMEL032146g1.t1, HMEL013743g1.t1, HMEL033248g1.t1, HMEL008304g1.t1
OG0001036	XP_026490504.1, XP_026490459.1	HMEL033149g1.t1, HMEL013969g1.t1, HMEL033150g1.t1, HMEL013970g1.t1
OG0001037	XP_026501177.1	HMEL015432g1.t1
OG0001043	XP_026493100.1	HMEL022528-RA, HMEL022550-RA, HMEL035504g1.t1
OG0001044	XP_026491428.1	HMEL033923g1.t1
OG0001045	XP_026496414.1	HMEL003250g1.t1
OG0001046	XP_026499015.1	HMEL032879g1.t1, HMEL032880g1.t1
OG0001047	XP_026485367.1	HMEL036179g1.t1
OG0001048	XP_026492565.1, XP_026492569.1, XP_026492562.1, XP_026492566.1	HMEL022544g1.t1
OG0001049	XP_026483110.1	HMEL010734g1.t1
OG0001050	XP_026499428.1	HMEL008688g1.t1
OG0001051	XP_026493203.1	HMEL036396g1.t1, HMEL005647g1.t1, HMEL021324g1.t1
OG0001052	XP_026490604.1, XP_026490577.1	HMEL026002g1.t1, HMEL026001g1.t1
OG0001053	XP_026487078.1	HMEL010898g1.t1
OG0001054	XP_026497959.1, XP_026497951.1	HMEL025046g1.t1
OG0001055	XP_026501117.1, XP_026501116.1, XP_026501118.1	HMEL031236g1.t1
OG0001056	XP_026500031.1	HMEL004721g1.t1
OG0001057	XP_026483127.1	HMEL022596g1.t1
OG0001058	XP_026483527.1	HMEL035405g1.t1
OG0001059	XP_026500173.1	HMEL002210g1.t1, HMEL030429g1.t1
OG0001060	XP_026499433.1	HMEL003577g1.t1
OG0001061	XP_026498995.1	HMEL032900g1.t1, HMEL032899g1.t1, HMEL032898g1.t1
OG0001062	XP_026495784.1, XP_026493644.1, XP_026493794.1, XP_026493643.1, XP_026493795.1	HMEL008011g1.t1
OG0001064	XP_026501024.1	HMEL017078g1.t1
OG0001065	XP_026493054.1	HMEL036391g1.t1
OG0001066	XP_026483940.1	HMEL004277g1.t1
OG0001067	XP_026494075.1, XP_026494074.1, XP_026494076.1, XP_026494080.1	HMEL010794g1.t1
OG0001068	XP_026489984.1	HMEL003615g1.t1, HMEL007241g1.t1
OG0001069	XP_026501233.1, XP_026501232.1	HMEL004190g1.t1
OG0001070	XP_026487281.1	HMEL004443g1.t1
OG0001071	XP_026483594.1	HMEL014188g1.t1
OG0001072	XP_026493245.1	HMEL003110-RA
OG0001074	XP_026492928.1	HMEL005255g1.t1, HMEL005256g1.t1
OG0001075	XP_026494187.1	HMEL037991g1.t1
OG0001076	XP_026486434.1	HMEL014816g1.t1
OG0001077	XP_026486438.1	HMEL014812g1.t1
OG0001078	XP_026500439.1	HMEL035808g1.t1, HMEL035815g1.t1
OG0001079	XP_026484060.1	HMEL004336g1.t1
OG0001080	XP_026487222.1	HMEL021096g1.t1
OG0001080	XP_026487226.1	HMEL037485g1.t1
OG0001082	XP_026485996.1	HMEL032034g1.t1
OG0001083	XP_026492947.1	HMEL008071g1.t1
OG0001084	XP_026483526.1	HMEL035376g1.t1, HMEL006339g1.t1
OG0001086	XP_026500157.1	HMEL022538-RA, HMEL022619-RA
OG0001087	XP_026498050.1	HMEL009638g1.t1
OG0001088	XP_026485267.1	HMEL012370g1.t1
OG0001089	XP_026489917.1, XP_026489915.1	HMEL017035g1.t1
OG0001091	XP_026489294.1	HMEL030152g1.t1, HMEL030151g1.t1
OG0001093	XP_026493626.1, XP_026493627.1	HMEL017781g1.t1
OG0001094	XP_026493451.1	HMEL036407g1.t1
OG0001095	XP_026484288.1	HMEL008988g1.t1
OG0001096	XP_026498724.1	HMEL003150g1.t1
OG0001097	XP_026490709.1	HMEL013235g1.t1
OG0001097	XP_026490717.1	HMEL013236g1.t1
OG0001098	XP_026496027.1, XP_026496028.1	HMEL016252g1.t1
OG0001099	XP_026500118.1, XP_026500116.1, XP_026500117.1, XP_026500119.1	HMEL010279g1.t1
OG0001101	XP_026490575.1	HMEL009515g1.t1
OG0001102	XP_026489636.1, XP_026489637.1	HMEL038062g1.t1, HMEL004119g1.t1
OG0001103	XP_026498438.1	HMEL012909g1.t1
OG0001105	XP_026501711.1	HMEL004504g1.t1, HMEL005331g1.t1
OG0001106	XP_026485679.1	HMEL003410g1.t1
OG0001107	XP_026488918.1	HMEL010195g1.t1
OG0001108	XP_026486417.1, XP_026486416.1	HMEL014413g1.t1
OG0001109	XP_026492290.1	HMEL002721g1.t1, HMEL002724g1.t1
OG0001110	XP_026488028.1	HMEL022090g1.t1, HMEL036858g1.t1
OG0001111	XP_026484260.1, XP_026484261.1, XP_026484259.1, XP_026484263.1	HMEL011868g1.t1
OG0001112	XP_026483549.1	HMEL010414g1.t1
OG0001114	XP_026488582.1	HMEL011675-RA, HMEL011676-RA, HMEL011677-RA
OG0001115	XP_026500196.1, XP_026500197.1	HMEL030485g1.t1
OG0001116	XP_026497668.1, XP_026497669.1, XP_026497671.1, XP_026497670.1	HMEL013206g1.t1
OG0001117	XP_026489388.1	HMEL013458g1.t1
OG0001118	XP_026490099.1	HMEL031819g1.t1, HMEL020594g1.t1, HMEL031818g1.t1
OG0001119	XP_026490933.1	HMEL000037-RA
OG0001120	XP_026494404.1	HMEL037977g1.t1
OG0001121	XP_026492435.1	HMEL016964g1.t1
OG0001122	XP_026500902.1	HMEL014256g1.t1
OG0001123	XP_026494636.1	HMEL002797g1.t1
OG0001124	XP_026494594.1	HMEL033585g1.t1
OG0001126	XP_026484584.1	HMEL031207g1.t1
OG0001128	XP_026492277.1	HMEL003636g1.t1
OG0001129	XP_026495979.1, XP_026495978.1, XP_026495977.1	HMEL036672g1.t1
OG0001130	XP_026490228.1, XP_026490227.1	HMEL016949g1.t1
OG0001131	XP_026497372.1	HMEL009462g1.t1
OG0001132	XP_026485836.1, XP_026485835.1	HMEL015354g1.t1
OG0001133	XP_026489605.1, XP_026489606.1, XP_026495992.1	HMEL036632g1.t1
OG0001134	XP_026488363.1	HMEL030205g1.t1
OG0001135	XP_026499328.1, XP_026499329.1	HMEL031380g1.t1
OG0001136	XP_026495547.1	HMEL007844g1.t1
OG0001137	XP_026495302.1, XP_026495303.1	HMEL007733g1.t1
OG0001138	XP_026493276.1	HMEL016506g1.t1, HMEL007444g1.t1
OG0001140	XP_026486148.1	HMEL015853g1.t1
OG0001141	XP_026491830.1	HMEL032208g1.t1
OG0001142	XP_026488303.1	HMEL005383g1.t1
OG0001143	XP_026495357.1	HMEL003823g1.t1
OG0001144	XP_026486183.1	HMEL009039g1.t1
OG0001145	XP_026497409.1, XP_026497410.1, XP_026497407.1, XP_026497408.1, XP_026497406.1	HMEL014644g1.t1
OG0001146	XP_026489273.1	HMEL005223g1.t1
OG0001147	XP_026489423.1	HMEL013450g1.t1
OG0001147	XP_026489391.1	HMEL013452g1.t1
OG0001148	XP_026492254.1	HMEL011915g1.t1
OG0001149	XP_026489221.1	HMEL037723g1.t1
OG0001149	XP_026489219.1	HMEL013391g1.t1
OG0001150	XP_026485944.1	HMEL008645g1.t1
OG0001150	XP_026485935.1	HMEL031876g1.t1
OG0001151	XP_026485839.1	HMEL031870g1.t1
OG0001152	XP_026491523.1	HMEL005168g1.t1
OG0001153	XP_026499405.1, XP_026499407.1	HMEL016829g1.t1
OG0001154	XP_026496833.1	HMEL021017g1.t1, HMEL012181g1.t1
OG0001155	XP_026497998.1	HMEL009538g1.t1
OG0001156	XP_026498270.1, XP_026498247.1, XP_026498254.1, XP_026498262.1	HMEL008467g1.t1
OG0001157	XP_026499862.1	HMEL016817g1.t1
OG0001158	XP_026500384.1	HMEL037897g1.t1
OG0001160	XP_026499869.1, XP_026499868.1	HMEL016808g1.t1
OG0001161	XP_026487094.1	HMEL014274g1.t1
OG0001162	XP_026491627.1	HMEL032534g1.t1
OG0001163	XP_026499858.1, XP_026499857.1	HMEL016803g1.t1
OG0001164	XP_026498416.1	HMEL016800g1.t1
OG0001165	XP_026487684.1, XP_026487685.1	HMEL012451g1.t1
OG0001166	XP_026491724.1	HMEL033853g1.t1
OG0001166	XP_026491723.1	HMEL018047g1.t1
OG0001167	XP_026491295.1, XP_026491294.1, XP_026491293.1, XP_026491292.1, XP_026491290.1, XP_026491291.1	HMEL018044g1.t1
OG0001168	XP_026489722.1, XP_026489721.1	HMEL009960g1.t1
OG0001169	XP_026483801.1	HMEL009343g1.t1
OG0001170	XP_026485608.1	HMEL022612g1.t1
OG0001171	XP_026493160.1	HMEL036494g1.t1, HMEL036491g1.t1
OG0001172	XP_026497328.1	HMEL007488g1.t1
OG0001173	XP_026498750.1	HMEL034637g1.t1
OG0001174	XP_026500012.1	HMEL033651g1.t1
OG0001175	XP_026489699.1	HMEL037926g1.t1, HMEL037923g1.t1
OG0001176	XP_026486074.1, XP_026486014.1	HMEL031902g1.t1
OG0001177	XP_026487391.1, XP_026487390.1, XP_026487389.1	HMEL012494g1.t1
OG0001178	XP_026498729.1	HMEL013178g1.t1
OG0001179	XP_026496872.1	HMEL005366g1.t1
OG0001180	XP_026484773.1	HMEL015680g1.t1
OG0001181	XP_026494449.1	HMEL031340g1.t1
OG0001183	XP_026489806.1, XP_026489805.1	HMEL002563g1.t1
OG0001184	XP_026495772.1	HMEL035756g1.t1
OG0001185	XP_026500585.1	HMEL035460g1.t1
OG0001188	XP_026486934.1, XP_026486933.1	HMEL011054g1.t1
OG0001189	XP_026495963.1, XP_026495962.1	HMEL036689g1.t1
OG0001190	XP_026497975.1	HMEL014022g1.t1
OG0001191	XP_026489077.1	HMEL033208g1.t1
OG0001192	XP_026484577.1	HMEL006260g1.t1
OG0001193	XP_026493592.1	HMEL002965g1.t1
OG0001194	XP_026497493.1	HMEL003706g1.t1
OG0001195	XP_026493941.1, XP_026485225.1	HMEL020198g1.t1
OG0001196	XP_026495256.1, XP_026495258.1, XP_026495259.1, XP_026495260.1	HMEL005744g1.t1
OG0001197	XP_026492701.1	HMEL013338g1.t1
OG0001198	XP_026495635.1	HMEL036737g1.t1, HMEL014730g1.t1
OG0001199	XP_026495527.1	HMEL036739g1.t1
OG0001200	XP_026498205.1, XP_026498204.1	HMEL010538g1.t1
OG0001201	XP_026493725.1, XP_026493724.1	HMEL013327g1.t1
OG0001202	XP_026489026.1	HMEL014366g1.t1
OG0001203	XP_026498256.1	HMEL012888g1.t1
OG0001203	XP_026498259.1	HMEL032109g1.t1
OG0001204	XP_026484152.1	HMEL015674g1.t1
OG0001205	XP_026486858.1	HMEL009804g1.t1, HMEL008255g1.t1
OG0001206	XP_026487555.1	HMEL002295g1.t1
OG0001207	XP_026495001.1	HMEL035167g1.t1
OG0001208	XP_026491065.1	HMEL016688g1.t1
OG0001209	XP_026493771.1	HMEL013308g1.t1
OG0001210	XP_026488465.1	HMEL022029g1.t1
OG0001210	XP_026488489.1	HMEL022028g1.t1
OG0001211	XP_026494396.1	HMEL005001g1.t1
OG0001212	XP_026492338.1, XP_026492337.1	HMEL014000g1.t1
OG0001214	XP_026497453.1	HMEL007613-RA
OG0001215	XP_026489557.1	HMEL013143g1.t1
OG0001216	XP_026499693.1, XP_026499695.1	HMEL017551g1.t1
OG0001217	XP_026484063.1	HMEL014545g1.t1
OG0001218	XP_026494242.1, XP_026494165.1	HMEL011614g1.t1
OG0001219	XP_026484901.1	HMEL004312g1.t1
OG0001220	XP_026488955.1, XP_026488956.1, XP_026488957.1	HMEL014351g1.t1
OG0001221	XP_026493855.1, XP_026493854.1, XP_026493853.1	HMEL012304g1.t1
OG0001222	XP_026498642.1, XP_026498643.1	HMEL014925g1.t1, HMEL034254g1.t1
OG0001223	XP_026484983.1	HMEL011728g1.t1
OG0001224	XP_026496507.1	HMEL032331g1.t1
OG0001225	XP_026496479.1, XP_026496480.1	HMEL032332g1.t1
OG0001226	XP_026484874.1	HMEL011755g1.t1
OG0001227	XP_026499609.1	HMEL007389g1.t1
OG0001228	XP_026498889.1	HMEL008168g1.t1
OG0001229	XP_026495405.1	HMEL004617g1.t1
OG0001231	XP_026498688.1, XP_026483067.1	HMEL007767g1.t1
OG0001232	XP_026496016.1	HMEL021525g1.t1
OG0001233	XP_026498231.1	HMEL032083g1.t1
OG0001235	XP_026499143.1	HMEL037594g1.t1
OG0001236	XP_026499223.1	HMEL006300g1.t1
OG0001237	XP_026484890.1	HMEL015193g1.t1
OG0001239	XP_026497717.1, XP_026497716.1	HMEL030640g1.t1
OG0001240	XP_026496577.1	HMEL015940g1.t1
OG0001241	XP_026484610.1, XP_026484611.1	HMEL015203g1.t1
OG0001242	XP_026487512.1	HMEL011401g1.t1
OG0001243	XP_026488060.1, XP_026488059.1	HMEL008671g1.t1
OG0001244	XP_026489226.1	HMEL037718g1.t1
OG0001246	XP_026486549.1	HMEL008434g1.t1
OG0001247	XP_026497810.1, XP_026497807.1, XP_026497812.1, XP_026497809.1, XP_026497808.1	HMEL030630g1.t1
OG0001248	XP_026492988.1	HMEL006430g1.t1
OG0001249	XP_026496492.1	HMEL014583g1.t1
OG0001250	XP_026486163.1, XP_026486160.1, XP_026486162.1	HMEL017389g1.t1
OG0001251	XP_026498520.1, XP_026497197.1	HMEL011480g1.t1
OG0001252	XP_026499508.1, XP_026499509.1	HMEL008098g1.t1
OG0001253	XP_026487818.1	HMEL033069g1.t1
OG0001255	XP_026497323.1	HMEL016623g1.t1
OG0001257	XP_026488036.1	HMEL012721g1.t1
OG0001258	XP_026494490.1	HMEL014046g1.t1
OG0001259	XP_026492576.1	HMEL030952g1.t1
OG0001260	XP_026494508.1, XP_026494510.1, XP_026494507.1, XP_026494509.1	HMEL014052g1.t1
OG0001262	XP_026491173.1, XP_026491174.1	HMEL008961g1.t1
OG0001263	XP_026490792.1	HMEL000006-RA, HMEL000004-RA
OG0001264	XP_026491982.1, XP_026491983.1, XP_026491984.1	HMEL003125g1.t1
OG0001266	XP_026492000.1, XP_026492002.1, XP_026491998.1, XP_026492001.1	HMEL022606-RA
OG0001267	XP_026491976.1	HMEL031716g1.t1, HMEL033291g1.t1, HMEL007379g1.t1
OG0001269	XP_026497128.1, XP_026497131.1, XP_026497129.1, XP_026497130.1	HMEL006982g1.t1
OG0001270	XP_026484478.1	HMEL010884g1.t1
OG0001271	XP_026485669.1	HMEL032664g1.t1, HMEL032666g1.t1
OG0001272	XP_026491935.1	HMEL030599g1.t1
OG0001273	XP_026497035.1	HMEL009056g1.t1, HMEL009058g1.t1
OG0001274	XP_026485035.1, XP_026485034.1	HMEL031001g1.t1
OG0001275	XP_026491955.1	HMEL017342g1.t1
OG0001276	XP_026490492.1	HMEL033131g1.t1
OG0001277	XP_026501377.1	HMEL009593g1.t1
OG0001278	XP_026491373.1, XP_026491692.1, XP_026491693.1	HMEL007099g1.t1
OG0001279	XP_026498441.1	HMEL008795g1.t1
OG0001280	XP_026501326.1, XP_026501325.1	HMEL013260g1.t1
OG0001281	XP_026490497.1, XP_026490512.1	HMEL033115g1.t1
OG0001283	XP_026500075.1	HMEL030577g1.t1
OG0001284	XP_026500078.1	HMEL013626g1.t1
OG0001285	XP_026500742.1, XP_026500740.1	HMEL006372g1.t1
OG0001286	XP_026488676.1	HMEL034214g1.t1
OG0001287	XP_026490669.1	HMEL037279g1.t1
OG0001291	XP_026491230.1, XP_026491232.1, XP_026491234.1, XP_026491231.1, XP_026491229.1, XP_026491233.1	HMEL002231g1.t1
OG0001292	XP_026485929.1, XP_026485925.1	HMEL002316g1.t1, HMEL031860g1.t1, HMEL021936g1.t1
OG0001293	XP_026498457.1	HMEL036239g1.t1, HMEL036240g1.t1, HMEL036238g1.t1, HMEL036242g1.t1
OG0001296	XP_026493495.1, XP_026491056.1	HMEL036284g1.t1, HMEL030603g1.t1
OG0001301	XP_026498115.1	HMEL037207g1.t1
OG0001301	XP_026486529.1	HMEL010746g1.t1
OG0001302	XP_026486757.1	HMEL034092g1.t1
OG0001303	XP_026498020.1	HMEL006753g1.t1
OG0001304	XP_026498011.1	HMEL006754g1.t1
OG0001305	XP_026490029.1	HMEL031807g1.t1, HMEL005061g1.t1
OG0001306	XP_026498534.1	HMEL014928g1.t1
OG0001307	XP_026485315.1, XP_026485314.1	HMEL021108g1.t1
OG0001308	XP_026497471.1, XP_026497469.1, XP_026497472.1, XP_026497473.1	HMEL009501g1.t1
OG0001309	XP_026490981.1	HMEL020285g1.t1
OG0001310	XP_026486765.1	HMEL008123g1.t1
OG0001311	XP_026492051.1	HMEL017127g1.t1
OG0001312	XP_026483485.1, XP_026483486.1	HMEL035396g1.t1
OG0001315	XP_026492534.1, XP_026492533.1	HMEL002195g1.t1
OG0001316	XP_026497451.1	HMEL013537g1.t1
OG0001318	XP_026492433.1	HMEL016976g1.t1
OG0001319	XP_026496182.1, XP_026496181.1, XP_026496183.1	HMEL012154g1.t1
OG0001320	XP_026487303.1	HMEL037453g1.t1
OG0001321	XP_026483430.1	HMEL012791g1.t1, HMEL008224g1.t1, HMEL035401g1.t1
OG0001322	XP_026483378.1	HMEL008225g1.t1
OG0001323	XP_026496443.1	HMEL034033g1.t1
OG0001324	XP_026498028.1	HMEL013004g1.t1
OG0001325	XP_026500862.1, XP_026500859.1, XP_026500860.1	HMEL007717g1.t1
OG0001326	XP_026488535.1	HMEL014787g1.t1
OG0001327	XP_026499380.1	HMEL016574g1.t1
OG0001328	XP_026499411.1	HMEL031400g1.t1
OG0001329	XP_026499538.1	HMEL007255g1.t1
OG0001331	XP_026500938.1, XP_026495487.1	HMEL012998g1.t1
OG0001333	XP_026492523.1	HMEL032244g1.t1
OG0001335	XP_026492236.1	HMEL004743g1.t1
OG0001336	XP_026487290.1	HMEL013828g1.t1
OG0001336	XP_026487261.1	HMEL037460g1.t1
OG0001338	XP_026483820.1	HMEL009345g1.t1
OG0001339	XP_026492514.1	HMEL007407g1.t1
OG0001342	XP_026501819.1	HMEL015559g1.t1
OG0001343	XP_026500123.1	HMEL008858g1.t1
OG0001344	XP_026483336.1	HMEL035408g1.t1
OG0001345	XP_026501139.1	HMEL005557g1.t1
OG0001346	XP_026489325.1	HMEL003956g1.t1
OG0001347	XP_026487241.1	HMEL008905g1.t1
OG0001348	XP_026499431.1	HMEL002359g1.t1
OG0001349	XP_026499432.1	HMEL002358g1.t1
OG0001350	XP_026494530.1	HMEL016880g1.t1
OG0001352	XP_026490961.1	HMEL037839g1.t1
OG0001353	XP_026496068.1	HMEL014831g1.t1
OG0001354	XP_026494114.1, XP_026494116.1, XP_026494106.1, XP_026494098.1	HMEL014819g1.t1
OG0001355	XP_026500378.1	HMEL037893g1.t1
OG0001356	XP_026495449.1	HMEL032358g1.t1
OG0001359	XP_026496134.1	HMEL017678g1.t1
OG0001360	XP_026483342.1	HMEL035367g1.t1
OG0001361	XP_026488810.1, XP_026488807.1, XP_026488821.1, XP_026488818.1	HMEL005612g1.t1, HMEL005611g1.t1
OG0001362	XP_026496195.1	HMEL009004g1.t1
OG0001363	XP_026486421.1	HMEL008726g1.t1
OG0001364	XP_026488756.1	HMEL016062g1.t1
OG0001365	XP_026490006.1	HMEL017017g1.t1
OG0001366	XP_026500479.1, XP_026500477.1	HMEL012190g1.t1
OG0001368	XP_026500493.1	HMEL012191g1.t1
OG0001369	XP_026490046.1	HMEL011789g1.t1
OG0001370	XP_026498809.1	HMEL011628g1.t1, HMEL011625g1.t1
OG0001371	XP_026484265.1	HMEL008408g1.t1, HMEL008410g1.t1
OG0001372	XP_026495799.1	HMEL016273g1.t1
OG0001373	XP_026484844.1	HMEL031223g1.t1
OG0001374	XP_026498072.1	HMEL009642g1.t1
OG0001375	XP_026501108.1	HMEL031254g1.t1
OG0001376	XP_026501187.1	HMEL031273g1.t1
OG0001377	XP_026490169.1	HMEL011336g1.t1, HMEL034081g1.t1, HMEL010557g1.t1
OG0001378	XP_026499983.1	HMEL032110g1.t1
OG0001379	XP_026501147.1	HMEL010016g1.t1
OG0001380	XP_026500500.1	HMEL025047g1.t1
OG0001381	XP_026495930.1	HMEL010148g1.t1
OG0001382	XP_026496035.1	HMEL016262g1.t1
OG0001383	XP_026494058.1	HMEL033959g1.t1
OG0001384	XP_026490674.1	HMEL016082g1.t1
OG0001385	XP_026484302.1	HMEL008986g1.t1
OG0001386	XP_026493637.1	HMEL010446g1.t1
OG0001387	XP_026489931.1, XP_026489929.1, XP_026489930.1	HMEL017044g1.t1
OG0001388	XP_026493628.1	HMEL032930g1.t1
OG0001389	XP_026484291.1, XP_026484292.1, XP_026484293.1	HMEL008991g1.t1
OG0001391	XP_026501310.1	HMEL034938g1.t1
OG0001392	XP_026483265.1, XP_026483266.1	HMEL009623g1.t1
OG0001393	XP_026499479.1, XP_026499471.1	HMEL006999g1.t1
OG0001394	XP_026496216.1	HMEL016218g1.t1, HMEL034371g1.t1
OG0001395	XP_026499543.1	HMEL032287g1.t1
OG0001396	XP_026490573.1, XP_026490574.1	HMEL009522g1.t1
OG0001397	XP_026498951.1	HMEL003408g1.t1
OG0001399	XP_026483441.1	HMEL014564g1.t1
OG0001400	XP_026494291.1	HMEL007642g1.t1
OG0001401	XP_026498501.1	HMEL012924g1.t1
OG0001402	XP_026494172.1	HMEL038074g1.t1
OG0001404	XP_026496274.1	HMEL016225g1.t1, HMEL016224g1.t1
OG0001405	XP_026498773.1	HMEL034631g1.t1
OG0001406	XP_026492204.1	HMEL002726g1.t1
OG0001407	XP_026483547.1	HMEL021313g1.t1
OG0001408	XP_026495804.1	HMEL022657g1.t1
OG0001409	XP_026498953.1	HMEL032874g1.t1
OG0001410	XP_026494212.1	HMEL037963g1.t1
OG0001411	XP_026498956.1, XP_026498954.1, XP_026498955.1	HMEL032872g1.t1
OG0001412	XP_026495658.1	HMEL015054g1.t1
OG0001413	XP_026500441.1, XP_026500432.1, XP_026500422.1	HMEL005064g1.t1, HMEL008596g1.t1
OG0001414	XP_026494123.1	HMEL013249g1.t1
OG0001415	XP_026490122.1	HMEL031826g1.t1
OG0001416	XP_026483305.1	HMEL037194g1.t1
OG0001416	XP_026501240.1	HMEL037192g1.t1
OG0001417	XP_026492970.1	HMEL032477g1.t1
OG0001418	XP_026497912.1	HMEL014142g1.t1
OG0001419	XP_026497922.1	HMEL030737g1.t1
OG0001420	XP_026487872.1, XP_026487865.1	HMEL017215g1.t1
OG0001421	XP_026500098.1	HMEL014898g1.t1
OG0001422	XP_026490363.1	HMEL020501g1.t1, HMEL032224g1.t1
OG0001423	XP_026485603.1	HMEL025049-RA
OG0001424	XP_026500442.1	HMEL012199g1.t1
OG0001426	XP_026500133.1	HMEL033252g1.t1
OG0001427	XP_026500290.1	HMEL034838g1.t1
OG0001428	XP_026500310.1, XP_026500311.1, XP_026500312.1	HMEL010553g1.t1
OG0001429	XP_026491251.1	HMEL021822g1.t1, HMEL033899g1.t1
OG0001430	XP_026497290.1	HMEL014632g1.t1
OG0001432	XP_026500306.1, XP_026500307.1	HMEL012734g1.t1
OG0001433	XP_026497749.1	HMEL017163-RA
OG0001434	XP_026491379.1	HMEL032488g1.t1
OG0001435	XP_026494917.1, XP_026494916.1	HMEL003817g1.t1, HMEL004985g1.t1
OG0001436	XP_026483660.1	HMEL037395g1.t1
OG0001437	XP_026484373.1, XP_026484363.1	HMEL008753g1.t1
OG0001438	XP_026494987.1	HMEL035164g1.t1
OG0001439	XP_026486195.1	HMEL005738g1.t1
OG0001440	XP_026491008.1	HMEL008593g1.t1
OG0001441	XP_026488190.1, XP_026488189.1	HMEL008703g1.t1
OG0001443	XP_026497872.1	HMEL008542g1.t1
OG0001445	XP_026489425.1	HMEL013447g1.t1
OG0001446	XP_026499141.1	HMEL017847g1.t1
OG0001447	XP_026486202.1, XP_026486203.1, XP_026486201.1, XP_026486206.1	HMEL005406g1.t1
OG0001448	XP_026497562.1	HMEL015712g1.t1
OG0001449	XP_026495130.1	HMEL005769g1.t1
OG0001449	XP_026483204.1	HMEL003260g1.t1
OG0001450	XP_026493801.1	HMEL032514g1.t1
OG0001451	XP_026488205.1	HMEL008707g1.t1
OG0001452	XP_026493544.1	HMEL032521g1.t1
OG0001453	XP_026489389.1, XP_026489368.1	HMEL034143g1.t1
OG0001454	XP_026497595.1	HMEL006651g1.t1
OG0001455	XP_026491445.1	HMEL033872g1.t1
OG0001456	XP_026499115.1	HMEL013679g1.t1
OG0001457	XP_026484568.1, XP_026484566.1, XP_026484567.1	HMEL006548g1.t1
OG0001458	XP_026499124.1	HMEL013678g1.t1, HMEL022148g1.t1
OG0001459	XP_026499155.1, XP_026499156.1, XP_026499154.1	HMEL037574g1.t1
OG0001460	XP_026498002.1	HMEL002157g1.t1
OG0001461	XP_026487095.1	HMEL008842g1.t1
OG0001464	XP_026495267.1, XP_026495264.1, XP_026495266.1, XP_026495265.1	HMEL012285g1.t1
OG0001465	XP_026495641.1	HMEL003427g1.t1
OG0001466	XP_026487913.1, XP_026487914.1, XP_026487915.1, XP_026487916.1	HMEL030790g1.t1
OG0001467	XP_026483696.1	HMEL037412g1.t1
OG0001469	XP_026495820.1	HMEL008349g1.t1
OG0001470	XP_026486942.1	HMEL009954g1.t1
OG0001471	XP_026491390.1	HMEL033860g1.t1
OG0001472	XP_026496951.1, XP_026497714.1, XP_026496176.1	HMEL008055g1.t1
OG0001473	XP_026488630.1	HMEL004569g1.t1
OG0001474	XP_026483665.1, XP_026483664.1, XP_026483666.1	HMEL009339g1.t1
OG0001475	XP_026496104.1, XP_026496103.1, XP_026496105.1	HMEL003053g1.t1
OG0001476	XP_026483800.1, XP_026483799.1	HMEL009340g1.t1
OG0001478	XP_026485906.1	HMEL031891g1.t1
OG0001479	XP_026494781.1	HMEL006707g1.t1
OG0001480	XP_026495826.1	HMEL036724g1.t1
OG0001481	XP_026489676.1	HMEL037917g1.t1
OG0001482	XP_026497641.1, XP_026497652.1	HMEL007963g1.t1
OG0001483	XP_026484399.1, XP_026484397.1, XP_026484398.1	HMEL031152g1.t1
OG0001484	XP_026498026.1	HMEL009872g1.t1
OG0001486	XP_026485427.1, XP_026485426.1	HMEL036085g1.t1
OG0001487	XP_026483216.1	HMEL012051g1.t1
OG0001488	XP_026498751.1, XP_026498693.1	HMEL013180g1.t1
OG0001489	XP_026494441.1	HMEL007510g1.t1
OG0001490	XP_026486742.1, XP_026486744.1, XP_026486743.1	HMEL034496g1.t1
OG0001491	XP_026499924.1	HMEL005299g1.t1
OG0001492	XP_026489643.1, XP_026489634.1	HMEL012851g1.t1
OG0001493	XP_026500221.1, XP_026489096.1	HMEL031450g1.t1
OG0001494	XP_026497190.1	HMEL032144g1.t1
OG0001495	XP_026497317.1, XP_026497318.1	HMEL013609g1.t1
OG0001496	XP_026498334.1	HMEL014221g1.t1
OG0001497	XP_026500425.1	HMEL011823g1.t1
OG0001498	XP_026486914.1	HMEL037702g1.t1
OG0001499	XP_026494309.1	HMEL038091g1.t1
OG0001500	XP_026493073.1	HMEL022328g1.t1, HMEL016306g1.t1
OG0001501	XP_026494472.1	HMEL031326g1.t1, HMEL017983g1.t1
OG0001502	XP_026501788.1	HMEL012673g1.t1
OG0001503	XP_026488932.1, XP_026488931.1	HMEL008312g1.t1
OG0001504	XP_026483716.1	HMEL013747g1.t1
OG0001504	XP_026483810.1	HMEL037448g1.t1
OG0001505	XP_026492726.1, XP_026492725.1	HMEL006947g1.t1
