Orthogroup	Vanessa_tameamea	Heliconius_erato_lativitta
OG0002659	XP_026491860.1	HEL_006587-RA
OG0002661	XP_026497648.1	HEL_004837-RA
OG0002662	XP_026484420.1	HEL_001553-RA
OG0002664	XP_026498745.1	HEL_011864-RA, HEL_011863-RA
OG0002665	XP_026487400.1	HEL_002480-RA
OG0002666	XP_026499306.1	HEL_000869-RA
OG0002667	XP_026498741.1	HEL_011865-RA
OG0002668	XP_026497332.1	HEL_001855-RA
OG0002669	XP_026488257.1	HEL_007553-RA
OG0002670	XP_026487346.1	HEL_002482-RA
OG0002671	XP_026486093.1, XP_026486094.1	HEL_010871-RA
OG0002672	XP_026488979.1, XP_026488978.1	HEL_014548-RA, HEL_014549-RA
OG0002673	XP_026493177.1	HEL_011557-RA
OG0002674	XP_026493646.1	HEL_002891-RA, HEL_002890-RA
OG0002675	XP_026497000.1, XP_026497002.1	HEL_006154-RA
OG0002676	XP_026493645.1	HEL_002889-RA
OG0002677	XP_026495293.1, XP_026495294.1, XP_026495292.1	HEL_009200-RA
OG0002678	XP_026491810.1	HEL_006589-RA
OG0002679	XP_026499078.1	HEL_000863-RA
OG0002681	XP_026501298.1	HEL_009917-RA
OG0002682	XP_026491179.1	HEL_006591-RA, HEL_006590-RA
OG0002683	XP_026498705.1	HEL_011870-RA
OG0002684	XP_026485459.1	HEL_004273-RA
OG0002685	XP_026483813.1	HEL_000633-RA, HEL_000631-RA
OG0002686	XP_026488598.1	HEL_009921-RA
OG0002687	XP_026497033.1	HEL_006150-RA
OG0002689	XP_026497475.1	HEL_001852-RA
OG0002690	XP_026485780.1, XP_026485781.1	HEL_010887-RA
OG0002691	XP_026499297.1	HEL_000859-RA
OG0002692	XP_026489624.1, XP_026489623.1, XP_026489625.1	HEL_005221-RA
OG0002693	XP_026487619.1	HEL_002501-RA, HEL_002502-RA
OG0002695	XP_026494434.1	HEL_004821-RA
OG0002696	XP_026486388.1	HEL_000317-RA
OG0002697	XP_026489725.1, XP_026489743.1, XP_026489733.1	HEL_007185-RA
OG0002698	XP_026485899.1	HEL_010892-RA
OG0002699	XP_026498732.1	HEL_011882-RA
OG0002700	XP_026486855.1	HEL_009808-RA, HEL_009807-RA
OG0002701	XP_026489844.1	HEL_005611-RA
OG0002702	XP_026498752.1	HEL_011885-RA
OG0002703	XP_026500471.1	HEL_013249-RA
OG0002704	XP_026493613.1	HEL_006605-RA
OG0002705	XP_026486754.1	HEL_004682-RA, HEL_004681-RA, HEL_004683-RA
OG0002706	XP_026485207.1	HEL_004685-RA
OG0002707	XP_026483715.1	HEL_000643-RA, HEL_000642-RA
OG0002709	XP_026489108.1	HEL_009859-RA
OG0002710	XP_026484882.1	HEL_001524-RA, HEL_001522-RA, HEL_001523-RA
OG0002711	XP_026489734.1	HEL_013818-RA
OG0002712	XP_026492429.1	HEL_012783-RA
OG0002713	XP_026489735.1	HEL_013823-RA
OG0002715	XP_026489790.1	HEL_005599-RA, HEL_005600-RA
OG0002716	XP_026493981.1	HEL_012478-RA
OG0002717	XP_026489789.1	HEL_005598-RA, HEL_005597-RA
OG0002718	XP_026484760.1	HEL_001517-RA, HEL_001516-RA
OG0002719	XP_026501070.1	HEL_004097-RA
OG0002720	XP_026500883.1	HEL_007169-RA
OG0002721	XP_026494455.1, XP_026494457.1	HEL_004778-RA
OG0002723	XP_026496826.1	HEL_006132-RA
OG0002724	XP_026493101.1	HEL_011572-RA, HEL_011573-RA
OG0002725	XP_026489800.1, XP_026489799.1	HEL_005592-RA, HEL_005593-RA
OG0002726	XP_026494308.1	HEL_003777-RA
OG0002727	XP_026492320.1	HEL_014094-RA
OG0002728	XP_026494465.1	HEL_004759-RA, HEL_004760-RA, HEL_004758-RA
OG0002729	XP_026493077.1	HEL_011584-RA
OG0002731	XP_026494552.1	HEL_009572-RA, HEL_009571-RA
OG0002732	XP_026489093.1	HEL_009877-RA
OG0002734	XP_026484192.1	HEL_006012-RA
OG0002735	XP_026495965.1	HEL_005851-RA
OG0002738	XP_026493044.1	HEL_004746-RA
OG0002739	XP_026494521.1	HEL_009564-RA
OG0002740	XP_026494022.1	HEL_012488-RA
OG0002744	XP_026486930.1, XP_026486932.1, XP_026486929.1	HEL_001121-RA
OG0002745	XP_026487611.1	HEL_002967-RA
OG0002746	XP_026487597.1, XP_026487596.1	HEL_002969-RA
OG0002747	XP_026491084.1	HEL_008683-RA, HEL_008681-RA, HEL_008680-RA
OG0002748	XP_026495653.1	HEL_005843-RA
OG0002749	XP_026488276.1	HEL_007515-RA, HEL_007513-RA
OG0002750	XP_026500272.1	HEL_010426-RA
OG0002751	XP_026491271.1	HEL_008678-RA
OG0002752	XP_026498624.1	HEL_005577-RA
OG0002753	XP_026492642.1	HEL_002842-RA, HEL_002843-RA, HEL_002844-RA
OG0002754	XP_026488900.1	HEL_009943-RA, HEL_009938-RA
OG0002755	XP_026486917.1	HEL_001050-RA, HEL_001051-RA, HEL_001048-RA
OG0002756	XP_026494525.1	HEL_009555-RA, HEL_009553-RA
OG0002757	XP_026486149.1	HEL_010941-RA
OG0002758	XP_026486908.1	HEL_001060-RA
OG0002759	XP_026491147.1	HEL_014111-RA, HEL_014112-RA
OG0002760	XP_026496107.1	HEL_010433-RA
OG0002761	XP_026497506.1	HEL_001823-RA
OG0002762	XP_026492740.1	HEL_014114-RA
OG0002763	XP_026499856.1	HEL_005563-RA
OG0002764	XP_026488414.1	HEL_006355-RA
OG0002765	XP_026485823.1	HEL_010954-RA
OG0002766	XP_026492618.1	HEL_002833-RA
OG0002767	XP_026493026.1	HEL_014568-RA
OG0002768	XP_026492268.1	HEL_010770-RA
OG0002769	XP_026494366.1	HEL_003744-RA, HEL_003742-RA
OG0002770	XP_026492270.1, XP_026492269.1	HEL_010769-RA
OG0002771	XP_026484799.1	HEL_001482-RA, HEL_001481-RA
OG0002772	XP_026492372.1, XP_026492371.1	HEL_010768-RA
OG0002773	XP_026484806.1	HEL_001479-RA
OG0002774	XP_026496980.1, XP_026496979.1, XP_026496978.1	HEL_006105-RA
OG0002775	XP_026492708.1	HEL_002831-RA
OG0002777	XP_026493612.1	HEL_004734-RA, HEL_004733-RA
OG0002778	XP_026496689.1	HEL_010441-RA
OG0002780	XP_026496142.1	HEL_010445-RA
OG0002781	XP_026498613.1	HEL_005552-RA
OG0002782	XP_026498619.1	HEL_005548-RA
OG0002783	XP_026498116.1	HEL_006951-RA
OG0002785	XP_026491197.1	HEL_014374-RA
OG0002786	XP_026496532.1, XP_026496540.1	HEL_010453-RA
OG0002789	XP_026488849.1	HEL_009967-RA
OG0002790	XP_026497021.1	HEL_006095-RA
OG0002791	XP_026497346.1	HEL_001818-RA
OG0002792	XP_026493881.1	HEL_013726-RA
OG0002793	XP_026494325.1, XP_026494324.1	HEL_003719-RA
OG0002794	XP_026493885.1	HEL_013731-RA
OG0002795	XP_026498188.1	HEL_012897-RA
OG0002796	XP_026485768.1	HEL_000057-RA
OG0002797	XP_026494350.1	HEL_003713-RA, HEL_003715-RA, HEL_003714-RA
OG0002798	XP_026499013.1	HEL_007001-RA
OG0002799	XP_026485079.1	HEL_001446-RA
OG0002800	XP_026484730.1	HEL_006276-RA, HEL_006281-RA, HEL_006277-RA
OG0002801	XP_026484903.1	HEL_001330-RA, HEL_001331-RA
OG0002802	XP_026484154.1	HEL_005996-RA
OG0002803	XP_026497367.1, XP_026497368.1	HEL_001816-RA
OG0002804	XP_026489580.1	HEL_009533-RA, HEL_009532-RA
OG0002805	XP_026493707.1	HEL_012765-RA
OG0002806	XP_026496896.1	HEL_006090-RA
OG0002807	XP_026493894.1	HEL_013749-RA, HEL_013748-RA
OG0002808	XP_026489576.1	HEL_009531-RA
OG0002809	XP_026485871.1	HEL_000049-RA
OG0002810	XP_026495845.1	HEL_012752-RA, HEL_012754-RA
OG0002812	XP_026485857.1, XP_026485858.1, XP_026485859.1	HEL_000047-RA
OG0002814	XP_026489595.1	HEL_009526-RA
OG0002815	XP_026491582.1	HEL_004575-RA, HEL_004574-RA, HEL_004577-RA
OG0002816	XP_026486785.1	HEL_001079-RA
OG0002817	XP_026495623.1	HEL_013594-RA
OG0002818	XP_026486320.1, XP_026486321.1	HEL_000038-RA
OG0002819	XP_026484914.1	HEL_001350-RA
OG0002820	XP_026486317.1, XP_026486318.1	HEL_000037-RA
OG0002821	XP_026498597.1	HEL_005519-RA
OG0002822	XP_026498538.1	HEL_005518-RA
OG0002823	XP_026488558.1	HEL_006924-RA, HEL_006925-RA
OG0002824	XP_026493683.1	HEL_002768-RA
OG0002824	XP_026493684.1	HEL_002767-RA
OG0002825	XP_026495427.1	HEL_006293-RA
OG0002827	XP_026485774.1	HEL_000029-RA
OG0002828	XP_026500563.1	HEL_014469-RA
OG0002829	XP_026489604.1	HEL_009512-RA
OG0002830	XP_026494168.1	HEL_003801-RA
OG0002832	XP_026487790.1	HEL_003030-RA
OG0002833	XP_026487727.1	HEL_003033-RA
OG0002836	XP_026501343.1	HEL_010017-RA
OG0002838	XP_026491175.1	HEL_004503-RA
OG0002839	XP_026487717.1	HEL_003042-RA
OG0002840	XP_026499578.1	HEL_012146-RA, HEL_012147-RA
OG0002841	XP_026487777.1	HEL_003046-RA
OG0002842	XP_026499568.1	HEL_012157-RA
OG0002843	XP_026497012.1	HEL_006073-RA, HEL_006074-RA
OG0002844	XP_026495614.1	HEL_013639-RA
OG0002845	XP_026498309.1	HEL_000270-RA
OG0002846	XP_026497424.1	HEL_012346-RA, HEL_012345-RA, HEL_012344-RA
OG0002847	XP_026498314.1, XP_026498315.1, XP_026498313.1	HEL_000269-RA
OG0002848	XP_026484940.1	HEL_001380-RA
OG0002849	XP_026485529.1, XP_026485528.1	HEL_004208-RA
OG0002850	XP_026493873.1	HEL_012250-RA
OG0002851	XP_026496940.1	HEL_006065-RA
OG0002852	XP_026493952.1	HEL_012254-RA, HEL_012255-RA
OG0002853	XP_026495741.1	HEL_013646-RA
OG0002854	XP_026495435.1	HEL_008187-RA, HEL_008186-RA
OG0002855	XP_026492037.1	HEL_006944-RA
OG0002856	XP_026498678.1	HEL_005505-RA
OG0002857	XP_026497004.1	HEL_006049-RA
OG0002858	XP_026494164.1	HEL_003828-RA
OG0002859	XP_026495944.1	HEL_013650-RA
OG0002860	XP_026493550.1	HEL_007322-RA
OG0002861	XP_026491640.1	HEL_004535-RA
OG0002862	XP_026498775.1, XP_026498774.1	HEL_011902-RA, HEL_011903-RA
OG0002863	XP_026485538.1	HEL_004204-RA, HEL_004205-RA
OG0002864	XP_026491663.1	HEL_004531-RA
OG0002865	XP_026492015.1	HEL_006881-RA
OG0002866	XP_026486635.1, XP_026486636.1	HEL_008240-RA, HEL_008241-RA
OG0002867	XP_026493834.1	HEL_012462-RA
OG0002868	XP_026497385.1	HEL_012319-RA
OG0002869	XP_026498279.1, XP_026498280.1	HEL_000243-RA
OG0002870	XP_026497402.1	HEL_012318-RA
OG0002871	XP_026489032.1	HEL_013348-RA
OG0002872	XP_026488388.1	HEL_000675-RA, HEL_007408-RA
OG0002874	XP_026496885.1	HEL_010580-RA
OG0002875	XP_026487312.1	HEL_003093-RA
OG0002877	XP_026496484.1, XP_026496485.1	HEL_008159-RA
OG0002878	XP_026490303.1, XP_026490304.1	HEL_008601-RA
OG0002879	XP_026498946.1	HEL_003843-RA
OG0002880	XP_026499844.1	HEL_008602-RA
OG0002881	XP_026494028.1	HEL_008598-RA
OG0002882	XP_026498920.1	HEL_003856-RA
OG0002883	XP_026491678.1	HEL_014163-RA
OG0002884	XP_026493377.1	HEL_007268-RA
OG0002885	XP_026483206.1	HEL_013484-RA, HEL_013486-RA
OG0002886	XP_026486204.1	HEL_006332-RA, HEL_006333-RA
OG0002887	XP_026486873.1	HEL_001029-RA, HEL_001035-RA, HEL_001031-RA
OG0002888	XP_026487576.1	HEL_003174-RA
OG0002890	XP_026488244.1	HEL_007404-RA
OG0002891	XP_026486040.1	HEL_011007-RA, HEL_000002-RA
OG0002892	XP_026485162.1	HEL_001426-RA
OG0002893	XP_026499926.1	HEL_007008-RA
OG0002894	XP_026484072.1	HEL_005956-RA
OG0002896	XP_026496548.1	HEL_008723-RA, HEL_008722-RA
OG0002897	XP_026493290.1	HEL_007260-RA, HEL_010377-RA, HEL_010379-RA
OG0002898	XP_026486083.1, XP_026486084.1	HEL_010999-RA
OG0002899	XP_026498289.1	HEL_000225-RA
OG0002900	XP_026485693.1	HEL_010993-RA
OG0002901	XP_026485694.1	HEL_010998-RA, HEL_010997-RA
OG0002902	XP_026498234.1	HEL_000221-RA, HEL_000220-RA
OG0002903	XP_026483935.1	HEL_005953-RA
OG0002904	XP_026483200.1	HEL_013457-RA
OG0002905	XP_026485318.1, XP_026485317.1	HEL_012382-RA
OG0002907	XP_026499768.1	HEL_012239-RA
OG0002908	XP_026483201.1	HEL_013456-RA
OG0002909	XP_026498932.1	HEL_003868-RA
OG0002911	XP_026498929.1	HEL_003871-RA
OG0002912	XP_026499346.1, XP_026499336.1	HEL_007024-RA
OG0002913	XP_026488196.1, XP_026488197.1	HEL_007384-RA
OG0002914	XP_026499367.1, XP_026499359.1	HEL_007025-RA
OG0002915	XP_026484473.1, XP_026484471.1	HEL_001315-RA
OG0002916	XP_026494040.1, XP_026494041.1	HEL_008581-RA
OG0002918	XP_026496665.1	HEL_010619-RA
OG0002920	XP_026489043.1, XP_026489042.1	HEL_013132-RA
OG0002921	XP_026495725.1	HEL_013584-RA, HEL_013585-RA, HEL_013586-RA
OG0002922	XP_026498898.1	HEL_003881-RA
OG0002923	XP_026484450.1	HEL_001311-RA
OG0002925	XP_026487578.1	HEL_008942-RA, HEL_003110-RA, HEL_003107-RA
OG0002926	XP_026496790.1	HEL_010625-RA
OG0002927	XP_026496544.1	HEL_008110-RA
OG0002929	XP_026491514.1, XP_026491516.1	HEL_004385-RA
OG0002930	XP_026488422.1, XP_026488421.1	HEL_007363-RA, HEL_007362-RA
OG0002931	XP_026493286.1	HEL_007239-RA
OG0002932	XP_026500032.1	HEL_000975-RA
OG0002933	XP_026500033.1	HEL_000980-RA
OG0002934	XP_026486703.1	HEL_003893-RA
OG0002935	XP_026492824.1	HEL_010638-RA, HEL_010637-RA, HEL_010630-RA
OG0002936	XP_026495690.1	HEL_013559-RA
OG0002941	XP_026500044.1	HEL_011998-RA
OG0002942	XP_026495749.1	HEL_013384-RA, HEL_013385-RA
OG0002944	XP_026484588.1	HEL_001302-RA, HEL_001301-RA, HEL_001300-RA
OG0002945	XP_026496598.1	HEL_006800-RA
OG0002946	XP_026497750.1	HEL_014425-RA
OG0002947	XP_026488013.1	HEL_011999-RA
OG0002948	XP_026486673.1	HEL_003912-RA
OG0002949	XP_026486846.1	HEL_001011-RA, HEL_001010-RA
OG0002950	XP_026486491.1	HEL_012600-RA
OG0002951	XP_026487811.1	HEL_003134-RA
OG0002952	XP_026493483.1	HEL_007223-RA
OG0002953	XP_026497880.1	HEL_008555-RA, HEL_008554-RA
OG0002955	XP_026499210.1	HEL_000936-RA
OG0002957	XP_026488185.1	HEL_012606-RA
OG0002959	XP_026484362.1	HEL_001290-RA
OG0002960	XP_026494347.1	HEL_003791-RA, HEL_003790-RA
OG0002961	XP_026484589.1	HEL_001289-RA, HEL_001283-RA
OG0002962	XP_026494392.1	HEL_003792-RA
OG0002963	XP_026485144.1	HEL_001279-RA
OG0002964	XP_026486575.1	HEL_012609-RA
OG0002965	XP_026483582.1	HEL_009611-RA, HEL_009608-RA, HEL_009609-RA
OG0002966	XP_026484269.1	HEL_009614-RA, HEL_009613-RA
OG0002967	XP_026487520.1	HEL_003153-RA, HEL_003155-RA
OG0002968	XP_026485326.1	HEL_014265-RA, HEL_014264-RA
OG0002969	XP_026486289.1	HEL_000079-RA
OG0002970	XP_026489227.1, XP_026489228.1	HEL_009771-RA
OG0002972	XP_026489473.1	HEL_014123-RA, HEL_014121-RA
OG0002973	XP_026490741.1	HEL_014179-RA
OG0002974	XP_026484079.1	HEL_005891-RA
OG0002975	XP_026483307.1	HEL_008669-RA, HEL_008670-RA
OG0002976	XP_026496775.1	HEL_005889-RA
OG0002977	XP_026501769.1, XP_026501768.1	HEL_005888-RA
OG0002978	XP_026485760.1, XP_026485759.1	HEL_000100-RA
OG0002979	XP_026489442.1	HEL_013957-RA, HEL_014131-RA
OG0002980	XP_026487367.1	HEL_003163-RA
OG0002981	XP_026497814.1	HEL_012943-RA
OG0002982	XP_026497054.1, XP_026497044.1	HEL_007054-RA
OG0002984	XP_026493315.1, XP_026493314.1	HEL_007193-RA
OG0002985	XP_026497083.1	HEL_007056-RA
OG0002986	XP_026497018.1, XP_026496991.1	HEL_007057-RA
OG0002987	XP_026487564.1	HEL_003165-RA, HEL_003166-RA, HEL_003167-RA
OG0002988	XP_026486531.1	HEL_009810-RA, HEL_009809-RA
OG0002989	XP_026497725.1	HEL_012932-RA
OG0002990	XP_026492863.1	HEL_010683-RA
OG0002991	XP_026484068.1	HEL_005981-RA
OG0002992	XP_026486535.1	HEL_009813-RA
OG0002993	XP_026496460.1	HEL_008149-RA
OG0002994	XP_026490318.1, XP_026490319.1	HEL_008652-RA
OG0002995	XP_026496081.1	HEL_011916-RA
OG0002996	XP_026484676.1	HEL_001255-RA
OG0002997	XP_026484673.1	HEL_001252-RA
OG0002998	XP_026492757.1	HEL_010688-RA
OG0002999	XP_026501562.1	HEL_011611-RA
OG0003000	XP_026484709.1	HEL_001251-RA
OG0003002	XP_026491480.1	HEL_004430-RA
OG0003003	XP_026496069.1	HEL_011919-RA
OG0003005	XP_026489766.1	HEL_009824-RA
OG0003006	XP_026484682.1	HEL_001244-RA
OG0003007	XP_026492763.1	HEL_010691-RA
OG0003009	XP_026488233.1	HEL_007371-RA, HEL_007374-RA, HEL_007373-RA
OG0003010	XP_026486215.1	HEL_000134-RA, HEL_000133-RA
OG0003011	XP_026484224.1, XP_026489792.1	HEL_005445-RA
OG0003012	XP_026492605.1, XP_026492606.1	HEL_006627-RA
OG0003015	XP_026501737.1	HEL_005866-RA, HEL_005867-RA
OG0003016	XP_026488170.1	HEL_011942-RA
OG0003017	XP_026497172.1	HEL_007143-RA
OG0003019	XP_026484655.1, XP_026484656.1	HEL_001219-RA, HEL_001218-RA
OG0003020	XP_026501740.1	HEL_005862-RA
OG0003021	XP_026492992.1, XP_026492994.1, XP_026492993.1	HEL_012885-RA
OG0003022	XP_026492989.1	HEL_012886-RA
OG0003023	XP_026501590.1	HEL_010047-RA
OG0003024	XP_026484651.1	HEL_001215-RA
OG0003025	XP_026494484.1	HEL_008301-RA
OG0003026	XP_026491210.1	HEL_004422-RA
OG0003028	XP_026499953.1	HEL_009829-RA
OG0003029	XP_026488151.1	HEL_011950-RA
OG0003030	XP_026500645.1	HEL_010384-RA
OG0003031	XP_026492674.1	HEL_006641-RA
OG0003032	XP_026498339.1	HEL_013069-RA
OG0003033	XP_026500693.1	HEL_010385-RA
OG0003035	XP_026499314.1, XP_026497198.1, XP_026488136.1	HEL_011958-RA
OG0003036	XP_026492641.1, XP_026492640.1	HEL_006646-RA
OG0003037	XP_026492676.1	HEL_006648-RA
OG0003038	XP_026489821.1	HEL_005454-RA
OG0003039	XP_026491866.1	HEL_008559-RA
OG0003040	XP_026486453.1	HEL_009600-RA, HEL_009599-RA
OG0003042	XP_026486445.1	HEL_009598-RA
OG0003043	XP_026501780.1	HEL_005858-RA, HEL_005857-RA
OG0003044	XP_026484819.1	HEL_001185-RA, HEL_001186-RA
OG0003045	XP_026499942.1	HEL_009856-RA
OG0003046	XP_026499943.1	HEL_014598-RA, HEL_014597-RA, HEL_014595-RA
OG0003047	XP_026500041.1	HEL_008333-RA
OG0003048	XP_026494561.1	HEL_011965-RA
OG0003049	XP_026487004.1	HEL_011417-RA
OG0003050	XP_026489192.1	HEL_010334-RA
OG0003051	XP_026491977.1	HEL_008535-RA
OG0003052	XP_026487214.1	HEL_011972-RA
OG0003053	XP_026494129.1	HEL_010790-RA
OG0003056	XP_026492690.1, XP_026492689.1	HEL_006682-RA
OG0003057	XP_026486315.1	HEL_000173-RA, HEL_000172-RA
OG0003058	XP_026491365.1	HEL_004456-RA
OG0003059	XP_026486301.1	HEL_000175-RA
OG0003060	XP_026491876.1	HEL_008516-RA
OG0003061	XP_026487123.1	HEL_008346-RA
OG0003062	XP_026483303.1, XP_026483302.1	HEL_009586-RA
OG0003063	XP_026500728.1, XP_026500729.1	HEL_010395-RA
OG0003064	XP_026487145.1	HEL_008356-RA
OG0003066	XP_026485670.1	HEL_012859-RA
OG0003067	XP_026497080.1	HEL_006694-RA
OG0003068	XP_026497057.1	HEL_006700-RA, HEL_006696-RA, HEL_006697-RA
OG0003069	XP_026485872.1	HEL_000203-RA
OG0003070	XP_026497390.1, XP_026497381.1	HEL_007136-RA
OG0003071	XP_026484483.1	HEL_001154-RA
OG0003074	XP_026500038.1	HEL_008428-RA
OG0003075	XP_026497966.1	HEL_006491-RA, HEL_006492-RA, HEL_006490-RA
OG0003076	XP_026488588.1	HEL_008422-RA
OG0003077	XP_026497108.1	HEL_006715-RA
OG0003078	XP_026497373.1, XP_026497365.1	HEL_007138-RA
OG0003079	XP_026490549.1	HEL_003306-RA
OG0003080	XP_026497150.1	HEL_006726-RA
OG0003081	XP_026491965.1	HEL_008493-RA
OG0003083	XP_026490529.1	HEL_003299-RA
OG0003084	XP_026485831.1	HEL_000210-RA, HEL_000206-RA, HEL_000208-RA
OG0003085	XP_026486652.1	HEL_012813-RA
OG0003087	XP_026497156.1	HEL_006729-RA
OG0003088	XP_026501284.1	HEL_008386-RA, HEL_008387-RA
OG0003089	XP_026490474.1	HEL_003273-RA, HEL_003272-RA
OG0003090	XP_026497119.1	HEL_006731-RA
OG0003091	XP_026491690.1	HEL_004502-RA
OG0003092	XP_026490440.1	HEL_003266-RA
OG0003093	XP_026491077.1	HEL_004505-RA
OG0003094	XP_026491957.1	HEL_008478-RA
OG0003095	XP_026490448.1	HEL_003261-RA, HEL_003262-RA
OG0003096	XP_026501601.1	HEL_011641-RA
OG0003097	XP_026491774.1	HEL_004510-RA
OG0003098	XP_026491893.1, XP_026491892.1	HEL_008452-RA
OG0003099	XP_026491651.1	HEL_004522-RA, HEL_004526-RA, HEL_004525-RA
OG0003100	XP_026491653.1	HEL_004527-RA, HEL_004523-RA
OG0003101	XP_026497089.1	HEL_006745-RA, HEL_006746-RA
OG0003102	XP_026488785.1	HEL_003234-RA
OG0003103	XP_026498533.1	HEL_007122-RA
OG0003104	XP_026485109.1	HEL_010653-RA, HEL_013416-RA
OG0003105	XP_026497046.1	HEL_006757-RA
OG0003106	XP_026497176.1	HEL_006759-RA
OG0003109	XP_026483145.1	HEL_013010-RA
OG0003111	XP_026499263.1, XP_026499262.1	HEL_000844-RA
OG0003112	XP_026483233.1	HEL_011978-RA
OG0003114	XP_026498652.1	HEL_005532-RA
OG0003115	XP_026499025.1, XP_026499024.1	HEL_010255-RA
OG0003117	XP_026486385.1	HEL_000315-RA
OG0003118	XP_026486905.1	HEL_000993-RA
OG0003120	XP_026486698.1	HEL_003917-RA, HEL_003916-RA
OG0003121	XP_026486171.1, XP_026486172.1	HEL_000108-RA
OG0003122	XP_026492142.1	HEL_003463-RA
OG0003123	XP_026491526.1	HEL_008704-RA
OG0003125	XP_026499180.1, XP_026499179.1	HEL_000969-RA, HEL_000967-RA
OG0003126	XP_026487073.1, XP_026487075.1, XP_026487072.1, XP_026487074.1	HEL_012414-RA
OG0003128	XP_026501256.1	HEL_000299-RA, HEL_000298-RA
OG0003131	XP_026486323.1, XP_026486324.1, XP_026486325.1	HEL_010912-RA
OG0003132	XP_026489169.1	HEL_010324-RA
OG0003133	XP_026490796.1	HEL_011459-RA, HEL_011458-RA
OG0003134	XP_026486184.1, XP_026486185.1	HEL_013271-RA, HEL_013268-RA
OG0003149	XP_026499995.1	HEL_003362-RA
OG0003151	XP_026498840.1	HEL_011825-RA
OG0003152	XP_026484401.1	HEL_001577-RA
OG0003154	XP_026488372.1	HEL_007483-RA
OG0003155	XP_026483996.1	HEL_005922-RA
OG0003156	XP_026497370.1	HEL_001915-RA
OG0003157	XP_026490811.1	HEL_011452-RA
OG0003158	XP_026500934.1	HEL_004035-RA
OG0003159	XP_026499322.1	HEL_005365-RA, HEL_005364-RA
OG0003160	XP_026484018.1	HEL_005982-RA
OG0003161	XP_026497438.1	HEL_001911-RA, HEL_001906-RA
OG0003162	XP_026498767.1	HEL_011851-RA
OG0003163	XP_026486526.1	HEL_013955-RA
OG0003164	XP_026484553.1	HEL_001697-RA
OG0003165	XP_026497539.1	HEL_001904-RA
OG0003166	XP_026483377.1	HEL_012691-RA
OG0003167	XP_026489983.1	HEL_010480-RA
OG0003168	XP_026496420.1	HEL_005359-RA
OG0003169	XP_026497268.1	HEL_001899-RA
OG0003170	XP_026493535.1	HEL_007344-RA
OG0003171	XP_026483950.1, XP_026483948.1	HEL_002181-RA
OG0003172	XP_026485492.1	HEL_008063-RA
OG0003173	XP_026493098.1	HEL_007342-RA, HEL_007340-RA
OG0003174	XP_026493865.1, XP_026493086.1	HEL_008064-RA
OG0003175	XP_026483505.1	HEL_012699-RA, HEL_012700-RA
OG0003176	XP_026489316.1	HEL_002227-RA
OG0003177	XP_026485653.1	HEL_011010-RA
OG0003178	XP_026490035.1	HEL_007655-RA
OG0003179	XP_026501007.1	HEL_012504-RA
OG0003180	XP_026483898.1	HEL_002191-RA
OG0003181	XP_026499507.1, XP_026501068.1	HEL_004096-RA
OG0003182	XP_026500841.1	HEL_009698-RA
OG0003183	XP_026486768.1, XP_026486772.1	HEL_004170-RA
OG0003184	XP_026489308.1	HEL_003418-RA
OG0003185	XP_026500791.1	HEL_009686-RA
OG0003186	XP_026500411.1	HEL_008072-RA
OG0003187	XP_026490704.1	HEL_004143-RA
OG0003188	XP_026493326.1	HEL_007326-RA
OG0003189	XP_026496163.1	HEL_007744-RA
OG0003190	XP_026498021.1	HEL_008954-RA, HEL_008955-RA
OG0003191	XP_026496331.1	HEL_005340-RA
OG0003192	XP_026496455.1	HEL_004049-RA
OG0003193	XP_026490112.1, XP_026490113.1	HEL_007634-RA
OG0003194	XP_026496450.1	HEL_004044-RA
OG0003195	XP_026496445.1	HEL_004045-RA
OG0003196	XP_026491245.1	HEL_004016-RA, HEL_004015-RA
OG0003197	XP_026485241.1	HEL_003404-RA, HEL_003405-RA
OG0003198	XP_026485261.1, XP_026485262.1	HEL_003403-RA
OG0003199	XP_026498415.1, XP_026485254.1	HEL_003402-RA
OG0003200	XP_026491003.1	HEL_005085-RA
OG0003201	XP_026490110.1	HEL_007631-RA
OG0003202	XP_026485245.1, XP_026498414.1	HEL_003400-RA
OG0003203	XP_026488533.1, XP_026488534.1	HEL_005336-RA
OG0003204	XP_026485246.1	HEL_003399-RA
OG0003205	XP_026497995.1	HEL_005373-RA
OG0003206	XP_026497322.1	HEL_001876-RA, HEL_001875-RA
OG0003207	XP_026500297.1	HEL_012098-RA
OG0003208	XP_026485235.1	HEL_003397-RA
OG0003211	XP_026501029.1	HEL_012512-RA
OG0003212	XP_026501088.1	HEL_001718-RA
OG0003213	XP_026485517.1	HEL_011029-RA
OG0003214	XP_026501041.1	HEL_012518-RA
OG0003215	XP_026492127.1	HEL_003460-RA
OG0003216	XP_026487286.1, XP_026487285.1	HEL_000706-RA
OG0003217	XP_026485658.1	HEL_005380-RA
OG0003218	XP_026499430.1	HEL_009215-RA
OG0003219	XP_026491490.1, XP_026491489.1	HEL_004003-RA
OG0003220	XP_026487282.1	HEL_000719-RA
OG0003221	XP_026491488.1	HEL_004002-RA
OG0003223	XP_026487292.1	HEL_000722-RA
OG0003224	XP_026483605.1	HEL_004027-RA
OG0003226	XP_026491728.1	HEL_003997-RA, HEL_003996-RA
