Orthogroup	Junonia_coenia	Heliconius_melpomene_melpomene
OG0002125	JC_09000-RA, JC_08998-RA	HMEL037068g1.t1
OG0002126	JC_08405-RA, JC_08406-RA	HMEL012836g1.t1
OG0002127	JC_03215-RA, JC_03214-RA	HMEL032735g1.t1
OG0002128	JC_01856-RA	HMEL003979g1.t1
OG0002129	JC_08383-RA	HMEL033019g1.t1, HMEL016407g1.t1
OG0002130	JC_15385-RA	HMEL014993g1.t1
OG0002132	JC_05797-RA	HMEL003676g1.t1
OG0002133	JC_01069-RA	HMEL015948g1.t1
OG0002134	JC_09025-RA	HMEL037079g1.t1
OG0002135	JC_01851-RA	HMEL012100g1.t1
OG0002136	JC_02881-RA	HMEL017704g1.t1
OG0002137	JC_11117-RA, JC_11116-RA	HMEL010590g1.t1
OG0002138	JC_05821-RA	HMEL017420g1.t1
OG0002139	JC_15465-RA	HMEL030034g1.t1
OG0002140	JC_06986-RA	HMEL007789g1.t1
OG0002141	JC_07199-RA	HMEL037722g1.t1
OG0002142	JC_09053-RA	HMEL004758g1.t1
OG0002143	JC_09054-RA	HMEL004757g1.t1
OG0002144	JC_09055-RA	HMEL004756g1.t1
OG0002146	JC_04186-RA	HMEL037777g1.t1
OG0002147	JC_06625-RA	HMEL035959g1.t1, HMEL035958g1.t1
OG0002148	JC_00262-RA	HMEL003317g1.t1
OG0002149	JC_03157-RA	HMEL006365g1.t1
OG0002150	JC_03154-RA	HMEL032713g1.t1, HMEL037780g1.t1
OG0002152	JC_09283-RA, JC_09282-RA	HMEL003642g1.t1
OG0002154	JC_05123-RA	HMEL003863g1.t1
OG0002154	JC_05128-RA	HMEL034210g1.t1
OG0002155	JC_11792-RA	HMEL010625g1.t1
OG0002156	JC_04959-RA, JC_04960-RA	HMEL032028g1.t1
OG0002158	JC_10419-RA, JC_10418-RA	HMEL032326g1.t1
OG0002159	JC_11061-RA	HMEL032990g1.t1
OG0002160	JC_11063-RA	HMEL032989g1.t1
OG0002161	JC_07809-RA	HMEL011476g1.t1
OG0002162	JC_05474-RA, JC_05473-RA, JC_05472-RA, JC_13800-RA, JC_13803-RA, JC_13804-RA, JC_13801-RA, JC_13802-RA, JC_13805-RA, JC_13806-RA	HMEL032104g1.t1
OG0002163	JC_00840-RA	HMEL030968g1.t1
OG0002165	JC_00218-RA	HMEL015269g1.t1
OG0002166	JC_11076-RA	HMEL014304g1.t1
OG0002167	JC_08503-RA, JC_08504-RA	HMEL011434-RA
OG0002168	JC_07825-RA	HMEL031694g1.t1, HMEL012626g1.t1
OG0002169	JC_06592-RA	HMEL035969g1.t1
OG0002170	JC_01795-RA	HMEL016640g1.t1
OG0002170	JC_01794-RA	HMEL016641g1.t1
OG0002171	JC_07833-RA	HMEL031696g1.t1
OG0002171	JC_07832-RA	HMEL012634g1.t1
OG0002173	JC_11098-RA	HMEL032980g1.t1
OG0002174	JC_03094-RA	HMEL032681g1.t1
OG0002175	JC_15407-RA	HMEL022585g1.t1
OG0002176	JC_09950-RA, JC_12998-RA, JC_16283-RA, JC_14180-RA	HMEL033973g1.t1, HMEL035397g1.t1, HMEL034174g1.t1
OG0002177	JC_07241-RA, JC_07240-RA	HMEL037751g1.t1
OG0002178	JC_08519-RA	HMEL033078g1.t1
OG0002179	JC_08520-RA	HMEL033080g1.t1, HMEL033079g1.t1
OG0002180	JC_04365-RA	HMEL035297g1.t1
OG0002181	JC_03066-RA	HMEL000015g1.t1
OG0002182	JC_11271-RA	HMEL011150g1.t1
OG0002184	JC_01916-RA, JC_03052-RA	HMEL000003g1.t1
OG0002185	JC_02830-RA	HMEL003098g1.t1
OG0002186	JC_03044-RA, JC_03042-RA, JC_03043-RA	HMEL002012g1.t1
OG0002188	JC_09135-RA, JC_09134-RA	HMEL037148g1.t1
OG0002189	JC_13454-RA	HMEL007380g1.t1
OG0002190	JC_13448-RA, JC_13449-RA	HMEL007376g1.t1
OG0002191	JC_07892-RA, JC_07893-RA	HMEL007291g1.t1
OG0002192	JC_01691-RA, JC_01692-RA, JC_01693-RA	HMEL011042g1.t1
OG0002193	JC_09153-RA	HMEL037152g1.t1
OG0002194	JC_07902-RA	HMEL007296g1.t1
OG0002195	JC_11907-RA	HMEL031146g1.t1, HMEL031147g1.t1, HMEL031141g1.t1, HMEL013278g1.t1
OG0002196	JC_04329-RA	HMEL035286g1.t1
OG0002197	JC_00113-RA, JC_00114-RA	HMEL010893g1.t1
OG0002198	JC_00106-RA	HMEL010885g1.t1
OG0002199	JC_08629-RA	HMEL005344g1.t1
OG0002199	JC_08631-RA	HMEL033145g1.t1
OG0002200	JC_09807-RA	HMEL010880g1.t1
OG0002201	JC_00096-RA	HMEL010878g1.t1
OG0002202	JC_09164-RA	HMEL020446g1.t1
OG0002204	JC_05069-RA	HMEL020781g1.t1
OG0002205	JC_01654-RA	HMEL003136g1.t1, HMEL013531g1.t1
OG0002206	JC_02800-RA	HMEL006211g1.t1
OG0002207	JC_02796-RA, JC_02797-RA, JC_02798-RA	HMEL033781g1.t1
OG0002208	JC_02972-RA	HMEL013114g1.t1
OG0002209	JC_00069-RA, JC_00068-RA, JC_00067-RA	HMEL030996g1.t1
OG0002210	JC_00054-RA, JC_00056-RA, JC_00045-RA, JC_00061-RA, JC_00042-RA, JC_00055-RA	HMEL030994g1.t1
OG0002211	JC_08581-RA	HMEL033124g1.t1
OG0002212	JC_11613-RA	HMEL009606g1.t1
OG0002213	JC_02774-RA	HMEL007106g1.t1
OG0002214	JC_02771-RA	HMEL033791g1.t1
OG0002216	JC_01728-RA	HMEL008790g1.t1
OG0002217	JC_08559-RA	HMEL033114g1.t1, HMEL010908g1.t1
OG0002218	JC_08555-RA, JC_08554-RA	HMEL033112g1.t1
OG0002219	JC_13366-RA, JC_13367-RA	HMEL013670g1.t1
OG0002220	JC_13355-RA	HMEL013657g1.t1
OG0002221	JC_01001-RA	HMEL015485g1.t1
OG0002223	JC_01742-RA	HMEL012071g1.t1
OG0002224	JC_01012-RA, JC_01014-RA	HMEL015505g1.t1
OG0002225	JC_00001-RA	HMEL030982g1.t1
OG0002226	JC_01019-RA	HMEL030896g1.t1
OG0002229	JC_15172-RA	HMEL034154g1.t1
OG0002231	JC_06501-RA	HMEL016116g1.t1, HMEL017913g1.t1
OG0002232	JC_01535-RA	HMEL009651g1.t1
OG0002233	JC_05811-RA, JC_05812-RA	HMEL017417g1.t1
OG0002234	JC_07519-RA	HMEL031568g1.t1
OG0002235	JC_03190-RA	HMEL022056g1.t1, HMEL011883g1.t1
OG0002238	JC_10055-RA	HMEL032523g1.t1, HMEL004043g1.t1
OG0002240	JC_00794-RA	HMEL008281g1.t1
OG0002247	JC_02525-RA	HMEL005164g1.t1
OG0002248	JC_13936-RA	HMEL032181g1.t1
OG0002250	JC_05600-RA	HMEL003243g1.t1
OG0002251	JC_03528-RA, JC_03527-RA	HMEL007830g1.t1
OG0002253	JC_05599-RA	HMEL003244g1.t1
OG0002254	JC_05679-RA	HMEL036379g1.t1
OG0002256	JC_14657-RA	HMEL008586g1.t1
OG0002257	JC_07357-RA	HMEL017124g1.t1
OG0002259	JC_07974-RA, JC_07973-RA	HMEL015824g1.t1
OG0002260	JC_12826-RA, JC_12827-RA	HMEL016499g1.t1, HMEL037812g1.t1
OG0002261	JC_17046-RA, JC_17045-RA	HMEL013218g1.t1
OG0002262	JC_17120-RA	HMEL008108g1.t1
OG0002263	JC_15673-RA	HMEL015851g1.t1
OG0002264	JC_03515-RA	HMEL032878g1.t1
OG0002264	JC_03517-RA	HMEL005024g1.t1
OG0002265	JC_13130-RA	HMEL030379g1.t1
OG0002266	JC_16188-RA	HMEL037762g1.t1, HMEL032424g1.t1, HMEL035402g1.t1
OG0002267	JC_01612-RA, JC_01613-RA	HMEL030693g1.t1
OG0002268	JC_07344-RA	HMEL017134g1.t1
OG0002269	JC_10266-RA	HMEL032410g1.t1
OG0002270	JC_14983-RA	HMEL016966g1.t1
OG0002271	JC_00732-RA	HMEL031240g1.t1
OG0002272	JC_08666-RA	HMEL012153g1.t1
OG0002273	JC_16789-RA	HMEL022594g1.t1
OG0002274	JC_09727-RA	HMEL034895g1.t1
OG0002276	JC_07535-RA	HMEL011943g1.t1
OG0002277	JC_16220-RA	HMEL008227g1.t1
OG0002278	JC_15578-RA	HMEL034416g1.t1
OG0002279	JC_03532-RA	HMEL032884g1.t1, HMEL032885g1.t1
OG0002280	JC_03534-RA	HMEL016064g1.t1, HMEL008749g1.t1
OG0002281	JC_03533-RA	HMEL032888g1.t1
OG0002282	JC_14618-RA	HMEL016384g1.t1
OG0002283	JC_17170-RA	HMEL010165g1.t1
OG0002284	JC_03536-RA	HMEL020190g1.t1
OG0002287	JC_15566-RA	HMEL034420g1.t1
OG0002288	JC_09734-RA	HMEL034893g1.t1
OG0002289	JC_15218-RA	HMEL002604g1.t1
OG0002290	JC_01957-RA	HMEL013405g1.t1
OG0002291	JC_06706-RA	HMEL037459g1.t1
OG0002293	JC_07931-RA	HMEL011608g1.t1
OG0002294	JC_14606-RA	HMEL016374g1.t1
OG0002295	JC_17154-RA	HMEL010153g1.t1
OG0002296	JC_02392-RA	HMEL034000g1.t1
OG0002297	JC_01600-RA, JC_01599-RA	HMEL030699g1.t1
OG0002298	JC_15049-RA	HMEL034558g1.t1
OG0002299	JC_15045-RA	HMEL003233g1.t1
OG0002300	JC_00723-RA, JC_00722-RA	HMEL004914g1.t1
OG0002302	JC_16697-RA	HMEL010818g1.t1
OG0002303	JC_17164-RA	HMEL010163g1.t1
OG0002304	JC_16700-RA	HMEL010817g1.t1
OG0002305	JC_02269-RA	HMEL002096g1.t1
OG0002306	JC_02379-RA	HMEL021856g1.t1, HMEL003467g1.t1, HMEL033996g1.t1
OG0002307	JC_02376-RA	HMEL033992g1.t1
OG0002308	JC_04449-RA	HMEL031786g1.t1
OG0002309	JC_11220-RA	HMEL008839g1.t1
OG0002310	JC_16239-RA	HMEL006484g1.t1
OG0002311	JC_16701-RA	HMEL037248g1.t1
OG0002312	JC_15550-RA	HMEL015561g1.t1
OG0002313	JC_15040-RA, JC_15039-RA	HMEL012018g1.t1
OG0002314	JC_07303-RA	HMEL015903g1.t1
OG0002315	JC_14073-RA, JC_14074-RA	HMEL032253g1.t1
OG0002316	JC_14586-RA	HMEL031452g1.t1
OG0002317	JC_16709-RA	HMEL009525g1.t1
OG0002318	JC_13008-RA	HMEL008860g1.t1
OG0002319	JC_05722-RA	HMEL036364g1.t1
OG0002320	JC_12157-RA	HMEL031472g1.t1
OG0002321	JC_10282-RA	HMEL007937g1.t1
OG0002322	JC_10283-RA	HMEL032402g1.t1
OG0002323	JC_13004-RA	HMEL008862g1.t1
OG0002324	JC_04455-RA, JC_04456-RA	HMEL031784g1.t1
OG0002326	JC_15199-RA, JC_15200-RA	HMEL004276g1.t1
OG0002327	JC_04457-RA	HMEL002983g1.t1
OG0002328	JC_16201-RA	HMEL010610g1.t1
OG0002329	JC_12999-RA	HMEL008868g1.t1
OG0002330	JC_16205-RA	HMEL035410g1.t1
OG0002331	JC_04459-RA, JC_04458-RA	HMEL002982g1.t1
OG0002333	JC_10514-RA	HMEL015999g1.t1
OG0002334	JC_15187-RA	HMEL022587g1.t1
OG0002335	JC_01589-RA, JC_01590-RA	HMEL009011g1.t1
OG0002336	JC_16213-RA	HMEL022221g1.t1, HMEL012880g1.t1
OG0002337	JC_08945-RA	HMEL008977g1.t1
OG0002338	JC_09759-RA	HMEL011814g1.t1
OG0002339	JC_01582-RA	HMEL030711g1.t1
OG0002340	JC_02355-RA	HMEL022206g1.t1
OG0002341	JC_12987-RA	HMEL010768-RA
OG0002342	JC_17101-RA	HMEL034028g1.t1
OG0002344	JC_14893-RA	HMEL003523g1.t1
OG0002346	JC_12433-RA	HMEL016482g1.t1
OG0002347	JC_07966-RA, JC_07967-RA	HMEL003506g1.t1
OG0002348	JC_15587-RA	HMEL034438g1.t1
OG0002349	JC_14560-RA	HMEL014490g1.t1
OG0002350	JC_12422-RA	HMEL038058g1.t1
OG0002351	JC_17071-RA	HMEL014811g1.t1
OG0002352	JC_14891-RA	HMEL003917g1.t1
OG0002353	JC_17021-RA	HMEL034088g1.t1
OG0002354	JC_02258-RA, JC_02259-RA	HMEL035668g1.t1
OG0002355	JC_05518-RA	HMEL017841g1.t1
OG0002356	JC_16578-RA, JC_16543-RA	HMEL003810g1.t1
OG0002358	JC_08693-RA	HMEL003926g1.t1
OG0002360	JC_17075-RA	HMEL008101g1.t1
OG0002361	JC_01559-RA	HMEL009633g1.t1
OG0002362	JC_14527-RA	HMEL012753g1.t1
OG0002363	JC_11423-RA	HMEL011800g1.t1
OG0002364	JC_12977-RA	HMEL022641-RA
OG0002365	JC_16626-RA	HMEL009560g1.t1
OG0002366	JC_05640-RA, JC_05639-RA	HMEL017923g1.t1
OG0002367	JC_03693-RA	HMEL017022g1.t1
OG0002368	JC_08695-RA	HMEL008412g1.t1
OG0002369	JC_15997-RA, JC_15996-RA	HMEL037342g1.t1
OG0002371	JC_14117-RA	HMEL017670g1.t1
OG0002372	JC_11413-RA	HMEL007888g1.t1
OG0002373	JC_03702-RA	HMEL017034g1.t1
OG0002375	JC_10330-RA, JC_10329-RA	HMEL006361g1.t1
OG0002376	JC_03704-RA	HMEL017036g1.t1
OG0002377	JC_16268-RA	HMEL035361g1.t1
OG0002378	JC_15628-RA	HMEL034456g1.t1
OG0002378	JC_15629-RA	HMEL036002g1.t1
OG0002379	JC_16270-RA	HMEL035360g1.t1
OG0002380	JC_15723-RA	HMEL013924g1.t1
OG0002381	JC_15626-RA, JC_15627-RA	HMEL005842g1.t1
OG0002382	JC_10574-RA	HMEL016271g1.t1
OG0002383	JC_00801-RA	HMEL010021g1.t1
OG0002384	JC_01542-RA	HMEL009647g1.t1
OG0002385	JC_10578-RA	HMEL016265g1.t1
OG0002386	JC_07409-RA	HMEL031523g1.t1
OG0002387	JC_06826-RA	HMEL037490g1.t1
OG0002388	JC_00803-RA	HMEL010017g1.t1
OG0002389	JC_16282-RA, JC_16281-RA	HMEL035354g1.t1
OG0002390	JC_07971-RA	HMEL015826g1.t1
OG0002391	JC_01531-RA	HMEL009652g1.t1
OG0002392	JC_12411-RA	HMEL020079g1.t1, HMEL038001g1.t1, HMEL038000g1.t1
OG0002393	JC_07415-RA	HMEL012591g1.t1
OG0002394	JC_11401-RA	HMEL017534g1.t1
OG0002395	JC_06828-RA	HMEL017797g1.t1, HMEL037491g1.t1
OG0002397	JC_02326-RA	HMEL002225g1.t1
OG0002398	JC_08719-RA	HMEL008987g1.t1
OG0002399	JC_14996-RA	HMEL016957g1.t1
OG0002400	JC_14503-RA	HMEL031408g1.t1
OG0002401	JC_10223-RA	HMEL020811g1.t1
OG0002402	JC_03937-RA	HMEL013239g1.t1
OG0002403	JC_02297-RA	HMEL035834g1.t1
OG0002404	JC_07421-RA	HMEL012587-RA
OG0002405	JC_16029-RA	HMEL016133g1.t1
OG0002406	JC_02296-RA	HMEL013047g1.t1
OG0002407	JC_14865-RA	HMEL003436g1.t1
OG0002408	JC_16033-RA	HMEL016136g1.t1
OG0002409	JC_10200-RA	HMEL032448g1.t1
OG0002409	JC_10201-RA	HMEL032447g1.t1
OG0002410	JC_02425-RA	HMEL033952g1.t1
OG0002411	JC_12400-RA	HMEL037992g1.t1
OG0002412	JC_02281-RA	HMEL035803g1.t1
OG0002413	JC_12396-RA, JC_12398-RA	HMEL037985g1.t1
OG0002414	JC_00825-RA	HMEL031259g1.t1
OG0002415	JC_12389-RA	HMEL038031g1.t1, HMEL038032g1.t1
OG0002416	JC_14903-RA, JC_14904-RA	HMEL013960g1.t1
OG0002417	JC_12384-RA	HMEL009905g1.t1
OG0002418	JC_16769-RA	HMEL037258g1.t1
OG0002419	JC_14474-RA	HMEL005535g1.t1
OG0002420	JC_14147-RA	HMEL032270g1.t1
OG0002421	JC_09799-RA	HMEL005329g1.t1
OG0002422	JC_08002-RA	HMEL015802g1.t1
OG0002423	JC_00808-RA	HMEL031264g1.t1, HMEL031267g1.t1
OG0002424	JC_14159-RA, JC_14158-RA	HMEL009454g1.t1
OG0002425	JC_17084-RA, JC_17086-RA	HMEL013248g1.t1
OG0002426	JC_01515-RA	HMEL004065g1.t1
OG0002427	JC_10615-RA	HMEL036626g1.t1
OG0002428	JC_09804-RA	HMEL004501g1.t1
OG0002429	JC_12938-RA, JC_12939-RA	HMEL009258g1.t1
OG0002430	JC_01513-RA	HMEL004069g1.t1
OG0002431	JC_01512-RA	HMEL004070g1.t1
OG0002432	JC_16587-RA, JC_16588-RA	HMEL014409g1.t1
OG0002433	JC_03739-RA	HMEL035017g1.t1
OG0002435	JC_14894-RA	HMEL003521g1.t1
OG0002436	JC_06179-RA, JC_06180-RA	HMEL036247g1.t1
OG0002437	JC_00710-RA	HMEL015097g1.t1
OG0002438	JC_16402-RA	HMEL035345g1.t1
OG0002439	JC_16400-RA	HMEL012322g1.t1, HMEL035344g1.t1
OG0002440	JC_16137-RA	HMEL011161g1.t1
OG0002441	JC_16397-RA	HMEL035342g1.t1
OG0002442	JC_14030-RA	HMEL013913g1.t1
OG0002443	JC_08740-RA	HMEL006762-RA, HMEL013859-RA
OG0002444	JC_06194-RA, JC_06196-RA	HMEL036256g1.t1
OG0002445	JC_16683-RA	HMEL014417g1.t1
OG0002446	JC_16393-RA	HMEL004695g1.t1, HMEL021546g1.t1
OG0002447	JC_15607-RA	HMEL005852g1.t1
OG0002448	JC_06209-RA	HMEL012901g1.t1
OG0002449	JC_12898-RA	HMEL030490g1.t1
OG0002450	JC_10175-RA	HMEL017820g1.t1
OG0002451	JC_12897-RA	HMEL003867g1.t1
OG0002452	JC_01498-RA	HMEL004081g1.t1
OG0002453	JC_16070-RA	HMEL011192g1.t1
OG0002455	JC_02455-RA	HMEL033927g1.t1
OG0002456	JC_17066-RA, JC_17065-RA	HMEL013216g1.t1
OG0002457	JC_01943-RA	HMEL035770g1.t1
OG0002459	JC_10163-RA	HMEL032470g1.t1
OG0002460	JC_03504-RA	HMEL014181g1.t1
OG0002461	JC_10161-RA	HMEL032473g1.t1
OG0002463	JC_14023-RA	HMEL005076g1.t1
OG0002464	JC_10726-RA	HMEL015051g1.t1, HMEL015049g1.t1
OG0002465	JC_10725-RA	HMEL015052g1.t1
OG0002466	JC_10159-RA	HMEL032474g1.t1
OG0002467	JC_16652-RA, JC_16651-RA	HMEL022541g1.t1
OG0002469	JC_17041-RA	HMEL013243g1.t1
OG0002470	JC_16559-RA	HMEL022546g1.t1
OG0002471	JC_06854-RA	HMEL002313g1.t1
OG0002472	JC_16558-RA, JC_16557-RA	HMEL014446g1.t1
OG0002473	JC_12882-RA	HMEL009672g1.t1
OG0002474	JC_11815-RA, JC_11816-RA	HMEL033367g1.t1
OG0002475	JC_08753-RA	HMEL002547g1.t1
OG0002477	JC_08754-RA	HMEL002546g1.t1
OG0002478	JC_17081-RA	HMEL013251g1.t1
OG0002480	JC_07483-RA	HMEL010525g1.t1
OG0002481	JC_14835-RA	HMEL006186g1.t1
OG0002482	JC_07480-RA, JC_07481-RA	HMEL002550g1.t1
OG0002483	JC_06547-RA, JC_12460-RA	HMEL037978g1.t1
OG0002484	JC_12876-RA	HMEL009677g1.t1
OG0002486	JC_14378-RA	HMEL008730g1.t1
OG0002487	JC_08048-RA	HMEL016665g1.t1, HMEL030188g1.t1
OG0002488	JC_16338-RA	HMEL021639g1.t1
OG0002489	JC_06353-RA	HMEL025002g1.t1
OG0002490	JC_06060-RA	HMEL008386g1.t1
OG0002491	JC_10148-RA, JC_10149-RA	HMEL032478g1.t1
OG0002493	JC_14369-RA	HMEL008737g1.t1
OG0002495	JC_01472-RA	HMEL014139g1.t1
OG0002496	JC_16115-RA	HMEL037388g1.t1
OG0002497	JC_04548-RA	HMEL031832g1.t1
OG0002498	JC_16486-RA, JC_16485-RA	HMEL017628g1.t1
OG0002499	JC_14999-RA, JC_14998-RA	HMEL016955g1.t1
OG0002500	JC_14366-RA	HMEL008738g1.t1
OG0002501	JC_03488-RA	HMEL032860g1.t1
OG0002502	JC_01465-RA	HMEL014134g1.t1
OG0002503	JC_12835-RA	HMEL011591g1.t1
OG0002504	JC_05441-RA	HMEL017484g1.t1
OG0002505	JC_16483-RA	HMEL037200g1.t1
OG0002506	JC_10143-RA	HMEL013522g1.t1, HMEL017958g1.t1
OG0002507	JC_01457-RA	HMEL014128g1.t1
OG0002508	JC_03485-RA	HMEL032858g1.t1
OG0002509	JC_12838-RA, JC_12837-RA	HMEL014904g1.t1
OG0002512	JC_09646-RA	HMEL016609g1.t1
OG0002513	JC_12845-RA	HMEL014902g1.t1
OG0002514	JC_11348-RA	HMEL002790g1.t1
OG0002515	JC_14359-RA	HMEL016578g1.t1
OG0002516	JC_10138-RA	HMEL032494g1.t1
OG0002517	JC_16081-RA	HMEL011178g1.t1
OG0002518	JC_07473-RA	HMEL003639g1.t1
OG0002519	JC_00657-RA	HMEL031204g1.t1
OG0002520	JC_02495-RA	HMEL033910g1.t1
OG0002521	JC_15004-RA	HMEL016951g1.t1
OG0002522	JC_06866-RA	HMEL037527g1.t1
OG0002523	JC_06381-RA, JC_06380-RA	HMEL025048-RA
OG0002524	JC_13114-RA	HMEL009471g1.t1
OG0002526	JC_09600-RA	HMEL015724g1.t1
OG0002527	JC_15012-RA	HMEL009712g1.t1
OG0002528	JC_16064-RA	HMEL011198g1.t1
OG0002529	JC_13097-RA, JC_13098-RA	HMEL009457g1.t1
OG0002530	JC_01434-RA	HMEL014114g1.t1
OG0002531	JC_16885-RA	HMEL034160g1.t1
OG0002532	JC_09586-RA	HMEL015727g1.t1
OG0002533	JC_08097-RA	HMEL017189g1.t1
OG0002534	JC_06901-RA	HMEL010863g1.t1
OG0002535	JC_10131-RA	HMEL015567g1.t1
OG0002536	JC_13094-RA	HMEL014631g1.t1
OG0002537	JC_02512-RA	HMEL009876-RA
OG0002538	JC_06893-RA	HMEL010870g1.t1
OG0002539	JC_14340-RA	HMEL016857g1.t1
OG0002540	JC_08946-RA	HMEL008976g1.t1
OG0002541	JC_01952-RA	HMEL012219g1.t1
OG0002542	JC_16500-RA	HMEL010737g1.t1
OG0002543	JC_03830-RA	HMEL035046g1.t1
OG0002544	JC_12779-RA, JC_12778-RA	HMEL004693g1.t1
OG0002545	JC_08106-RA, JC_02433-RA, JC_08375-RA	HMEL012378g1.t1
OG0002546	JC_06040-RA	HMEL007436g1.t1
OG0002547	JC_03838-RA	HMEL003821g1.t1
OG0002548	JC_03463-RA	HMEL013012g1.t1
OG0002549	JC_15672-RA	HMEL015850g1.t1
OG0002550	JC_10641-RA, JC_10640-RA	HMEL007212g1.t1
OG0002551	JC_09609-RA	HMEL008758g1.t1
OG0002552	JC_00366-RA	HMEL015135g1.t1
OG0002553	JC_11712-RA, JC_11711-RA, JC_11713-RA	HMEL033230g1.t1
OG0002554	JC_13978-RA	HMEL009698g1.t1
OG0002555	JC_09634-RA	HMEL016440g1.t1
OG0002557	JC_00635-RA	HMEL007186g1.t1
OG0002558	JC_00965-RA	HMEL009065g1.t1
OG0002559	JC_08116-RA	HMEL012390g1.t1
OG0002561	JC_08168-RA, JC_02333-RA, JC_06831-RA, JC_16136-RA	HMEL031726g1.t1
OG0002562	JC_08931-RA	HMEL002651g1.t1
OG0002563	JC_15022-RA	HMEL002743g1.t1
OG0002564	JC_13068-RA	HMEL030398g1.t1
OG0002565	JC_16964-RA	HMEL034131g1.t1
OG0002566	JC_10648-RA	HMEL007222g1.t1
OG0002568	JC_12755-RA	HMEL037873g1.t1
OG0002569	JC_07443-RA	HMEL031566g1.t1
OG0002570	JC_03850-RA	HMEL035052g1.t1
OG0002571	JC_03852-RA	HMEL035053g1.t1
OG0002572	JC_07194-RA	HMEL013395g1.t1
OG0002574	JC_00628-RA	HMEL009770g1.t1
OG0002575	JC_12746-RA	HMEL037877g1.t1
OG0002576	JC_08144-RA	HMEL012406g1.t1
OG0002577	JC_09547-RA	HMEL034820g1.t1
OG0002578	JC_02527-RA	HMEL033884g1.t1
OG0002579	JC_16993-RA, JC_16995-RA	HMEL013446g1.t1
OG0002580	JC_06020-RA	HMEL016505g1.t1
OG0002581	JC_14319-RA	HMEL016833g1.t1
OG0002582	JC_04624-RA	HMEL005403g1.t1
OG0002583	JC_15937-RA	HMEL010314g1.t1
OG0002584	JC_09536-RA	HMEL003261g1.t1
OG0002585	JC_00616-RA	HMEL009788g1.t1
OG0002586	JC_10076-RA	HMEL032512g1.t1
OG0002587	JC_12735-RA	HMEL037884g1.t1
OG0002588	JC_08154-RA	HMEL012413g1.t1
OG0002589	JC_15656-RA	HMEL034468g1.t1
OG0002590	JC_00612-RA	HMEL009792g1.t1
OG0002592	JC_03433-RA	HMEL032813g1.t1
OG0002593	JC_14248-RA	HMEL016823g1.t1
OG0002594	JC_07526-RA	HMEL011933g1.t1
OG0002595	JC_03859-RA	HMEL012267g1.t1
OG0002596	JC_08165-RA	HMEL012422g1.t1
OG0002597	JC_13051-RA	HMEL015719g1.t1
OG0002598	JC_15904-RA	HMEL009320g1.t1
OG0002599	JC_12725-RA, JC_12727-RA	HMEL037892g1.t1, HMEL037894g1.t1
OG0002601	JC_12719-RA	HMEL016935g1.t1
OG0002602	JC_15914-RA	HMEL007135g1.t1
OG0002604	JC_00605-RA	HMEL006546g1.t1
OG0002607	JC_15637-RA, JC_15638-RA	HMEL016325g1.t1
OG0002608	JC_16456-RA	HMEL037185g1.t1
OG0002608	JC_16455-RA	HMEL037186g1.t1
OG0002610	JC_07171-RA	HMEL004972g1.t1
OG0002611	JC_07649-RA	HMEL031624g1.t1
OG0002612	JC_16367-RA	HMEL015033g1.t1
OG0002613	JC_06941-RA	HMEL037568g1.t1
OG0002614	JC_07648-RA	HMEL017579g1.t1
OG0002615	JC_05414-RA	HMEL034326g1.t1
OG0002616	JC_02564-RA	HMEL004807g1.t1
OG0002617	JC_03419-RA	HMEL032805g1.t1
OG0002618	JC_14926-RA	HMEL010660g1.t1
OG0002619	JC_02570-RA	HMEL017729g1.t1
OG0002620	JC_03880-RA	HMEL012284g1.t1
OG0002621	JC_14824-RA	HMEL003149g1.t1
OG0002622	JC_02575-RA	HMEL017733g1.t1
OG0002623	JC_10044-RA	HMEL032533g1.t1
OG0002624	JC_00589-RA	HMEL006561g1.t1
OG0002625	JC_05410-RA	HMEL034320g1.t1, HMEL022280g1.t1
OG0002626	JC_10037-RA, JC_10036-RA	HMEL013410g1.t1
OG0002627	JC_01329-RA, JC_01330-RA, JC_01331-RA	HMEL005927g1.t1
OG0002628	JC_00586-RA	HMEL005717g1.t1
OG0002629	JC_10695-RA	HMEL008353g1.t1
OG0002630	JC_10029-RA	HMEL008462g1.t1
OG0002631	JC_02159-RA, JC_03884-RA, JC_03886-RA, JC_03885-RA	HMEL035079g1.t1
OG0002632	JC_06583-RA, JC_10026-RA, JC_10028-RA	HMEL032538g1.t1
OG0002633	JC_01326-RA	HMEL005930g1.t1
OG0002634	JC_16530-RA	HMEL022503g1.t1
OG0002635	JC_15705-RA, JC_15706-RA	HMEL016598g1.t1
OG0002637	JC_09499-RA	HMEL004936g1.t1
OG0002638	JC_05407-RA, JC_05408-RA	HMEL017512g1.t1, HMEL022420g1.t1
OG0002639	JC_09498-RA	HMEL004937g1.t1
OG0002640	JC_10016-RA	HMEL011945g1.t1
OG0002641	JC_11355-RA, JC_15707-RA	HMEL016599g1.t1
OG0002642	JC_02022-RA, JC_02021-RA	HMEL002164g1.t1
OG0002643	JC_10011-RA	HMEL032546g1.t1
OG0002644	JC_16297-RA	HMEL014884g1.t1
OG0002645	JC_01129-RA	HMEL006706g1.t1
OG0002646	JC_06919-RA	HMEL005480g1.t1
OG0002647	JC_13937-RA	HMEL032183g1.t1
