Orthogroup	Junonia_coenia	Maniola_hyperantus
OG0001791	JC_12403-RA, JC_12404-RA	XP_034833693.1
OG0001793	JC_11387-RA	XP_034832847.1, XP_034832846.1
OG0001794	JC_14494-RA	XP_034826608.1
OG0001795	JC_16032-RA	XP_034838718.1
OG0001796	JC_06147-RA	XP_034828783.1, XP_034828912.1, XP_034828784.1
OG0001797	JC_11385-RA	XP_034832604.1
OG0001798	JC_10197-RA, JC_10198-RA	XP_034835646.1
OG0001799	JC_03735-RA	XP_034840329.1
OG0001800	JC_10195-RA	XP_034835679.1
OG0001801	JC_11378-RA	XP_034832569.1
OG0001802	JC_08726-RA	XP_034830023.1
OG0001803	JC_00815-RA, JC_00814-RA	XP_034840881.1
OG0001804	JC_16772-RA	XP_034838905.1
OG0001805	JC_09790-RA	XP_034826912.1
OG0001806	JC_10605-RA, JC_10607-RA	XP_034834686.1
OG0001807	JC_14154-RA, JC_14153-RA	XP_034836681.1
OG0001808	JC_12373-RA	XP_034833893.1
OG0001809	JC_09808-RA	XP_034826937.1
OG0001810	JC_16595-RA	XP_034838755.1
OG0001811	JC_14435-RA	XP_034825842.1, XP_034825843.1
OG0001812	JC_14038-RA	XP_034836604.1, XP_034836603.1, XP_034836602.1
OG0001813	JC_10183-RA	XP_034835178.1
OG0001814	JC_04532-RA, JC_04533-RA	XP_034824710.1
OG0001815	JC_10180-RA, JC_10181-RA	XP_034835205.1
OG0001816	JC_09690-RA	XP_034826787.1
OG0001818	JC_03746-RA, JC_03747-RA	XP_034840445.1
OG0001819	JC_12494-RA	XP_034834214.1
OG0001820	JC_09682-RA	XP_034827031.1
OG0001821	JC_16390-RA, JC_16389-RA	XP_034828145.1
OG0001822	JC_05357-RA	XP_034829303.1
OG0001823	JC_16068-RA	XP_034838653.1
OG0001824	JC_10733-RA	XP_034834580.1
OG0001825	JC_11369-RA	XP_034833005.1
OG0001826	JC_01495-RA	XP_034835557.1
OG0001827	JC_00644-RA	XP_034841422.1
OG0001828	JC_09662-RA	XP_034826829.1, XP_034826830.1, XP_034826832.1, XP_034826831.1, XP_034826828.1
OG0001829	JC_03768-RA	XP_034840362.1
OG0001830	JC_00689-RA	XP_034841475.1
OG0001831	JC_08018-RA, JC_08017-RA	XP_034824696.1
OG0001832	JC_14245-RA, JC_05222-RA, JC_11669-RA	XP_034830054.1
OG0001833	JC_16347-RA, JC_16348-RA, JC_16346-RA, JC_16345-RA, JC_16344-RA	XP_034828238.1
OG0001834	JC_15694-RA	XP_034836948.1
OG0001835	JC_00682-RA	XP_034824021.1, XP_034824022.1, XP_034824023.1
OG0001836	JC_14860-RA	XP_034837134.1
OG0001838	JC_15978-RA	XP_034838717.1
OG0001839	JC_01481-RA	XP_034839135.1, XP_034839206.1
OG0001840	JC_15982-RA, JC_15980-RA, JC_15983-RA	XP_034838409.1
OG0001841	JC_03789-RA	XP_034839601.1, XP_034839595.1
OG0001842	JC_14015-RA	XP_034836508.1
OG0001843	JC_14371-RA, JC_14370-RA	XP_034825913.1
OG0001844	JC_01810-RA	XP_034834551.1
OG0001845	JC_02489-RA, JC_02488-RA	XP_034825086.1
OG0001847	JC_14011-RA	XP_034836333.1
OG0001848	JC_16073-RA	XP_034838394.1
OG0001849	JC_02491-RA	XP_034825449.1
OG0001850	JC_16325-RA	XP_034827895.1
OG0001852	JC_15001-RA	XP_034837382.1
OG0001853	JC_02493-RA	XP_034825067.1
OG0001854	JC_06552-RA	XP_034828338.1
OG0001854	JC_12440-RA	XP_034834132.1
OG0001855	JC_05438-RA	XP_034829106.1
OG0001856	JC_10716-RA	XP_034834903.1, XP_034834904.1
OG0001857	JC_01456-RA	XP_034831331.1, XP_034831316.1, XP_034831324.1
OG0001858	JC_06067-RA	XP_034833464.1, XP_034833465.1
OG0001859	JC_01447-RA, JC_01448-RA, JC_01446-RA	XP_034830430.1
OG0001860	JC_02277-RA	XP_034839264.1
OG0001863	JC_04558-RA, JC_04556-RA	XP_034824942.1
OG0001864	JC_14352-RA	XP_034826489.1
OG0001865	JC_03482-RA	XP_034830846.1
OG0001866	JC_08079-RA	XP_034823968.1
OG0001867	JC_11335-RA	XP_034832777.1
OG0001868	JC_14000-RA	XP_034836668.1
OG0001869	JC_06387-RA	XP_034828592.1
OG0001870	JC_03808-RA, JC_03807-RA	XP_034840563.1
OG0001871	JC_14348-RA	XP_034826406.1, XP_034826407.1
OG0001874	JC_07464-RA, JC_07465-RA	XP_034832465.1
OG0001875	JC_04798-RA	XP_034824804.1
OG0001876	JC_00650-RA	XP_034840861.1
OG0001877	JC_16453-RA, JC_16452-RA	XP_034838738.1
OG0001878	JC_01425-RA	XP_034834534.1
OG0001879	JC_14341-RA	XP_034826498.1
OG0001879	JC_14343-RA	XP_034826181.1
OG0001880	JC_08948-RA	XP_034829532.1
OG0001882	JC_03467-RA, JC_03466-RA, JC_03465-RA	XP_034830551.1
OG0001883	JC_15674-RA	XP_034836798.1
OG0001884	JC_09569-RA	XP_034826989.1
OG0001885	JC_06038-RA	XP_034833372.1
OG0001886	JC_06036-RA	XP_034833459.1
OG0001888	JC_01411-RA	XP_034832043.1
OG0001889	JC_01971-RA	XP_034839828.1
OG0001890	JC_03460-RA	XP_034830983.1
OG0001891	JC_15944-RA, JC_15945-RA	XP_034838373.1
OG0001892	JC_12217-RA	XP_034827493.1
OG0001893	JC_12212-RA, JC_12213-RA	XP_034827488.1
OG0001894	JC_03846-RA	XP_034840190.1
OG0001895	JC_09621-RA, JC_09620-RA	XP_034827129.1
OG0001896	JC_16962-RA	XP_034838329.1
OG0001897	JC_02520-RA	XP_034825379.1, XP_034825380.1
OG0001898	JC_08285-RA	XP_034831737.1
OG0001899	JC_08925-RA	XP_034829690.1
OG0001900	JC_06025-RA	XP_034833506.1
OG0001901	JC_07196-RA	XP_034831357.1
OG0001902	JC_08146-RA, JC_08145-RA	XP_034827003.1
OG0001903	JC_10652-RA, JC_10654-RA, JC_10655-RA, JC_10653-RA	XP_034834957.1
OG0001904	JC_06023-RA	XP_034833522.1, XP_034833523.1
OG0001905	JC_01366-RA, JC_01368-RA, JC_01369-RA	XP_034830829.1
OG0001906	JC_09191-RA, JC_09178-RA, JC_09190-RA	XP_034827117.1, XP_034827118.1
OG0001907	JC_12741-RA, JC_12742-RA	XP_034833791.1
OG0001908	JC_07518-RA	XP_034832112.1, XP_034839619.1
OG0001909	JC_14969-RA	XP_034837324.1, XP_034837323.1
OG0001910	JC_15657-RA, JC_15659-RA	XP_034836876.1
OG0001911	JC_02532-RA	XP_034825515.1
OG0001912	JC_01979-RA	XP_034839541.1
OG0001913	JC_12738-RA	XP_034833811.1
OG0001914	JC_12736-RA	XP_034833795.1
OG0001915	JC_16433-RA	XP_034838856.1
OG0001916	JC_08155-RA	XP_034826666.1, XP_034826673.1
OG0001917	JC_04633-RA	XP_034824535.1, XP_034824534.1
OG0001918	JC_06968-RA	XP_034831026.1, XP_034831025.1, XP_034831027.1
OG0001919	JC_10657-RA	XP_034834330.1
OG0001920	JC_15645-RA, JC_15644-RA	XP_034836878.1
OG0001921	JC_06961-RA	XP_034831079.1
OG0001922	JC_14944-RA	XP_034837300.1
OG0001923	JC_01991-RA	XP_034839677.1, XP_034839675.1, XP_034839676.1
OG0001925	JC_04314-RA	XP_034839898.1, XP_034839905.1
OG0001926	JC_09928-RA	XP_034835147.1, XP_034835146.1
OG0001927	JC_16422-RA	XP_034838844.1
OG0001928	JC_08914-RA	XP_034829823.1
OG0001929	JC_01999-RA	XP_034839682.1
OG0001931	JC_16527-RA	XP_034839098.1
OG0001932	JC_03423-RA	XP_034830968.1, XP_034830967.1
OG0001933	JC_05422-RA	XP_034829072.1
OG0001934	JC_09532-RA	XP_034827259.1, XP_034827260.1
OG0001935	JC_02558-RA, JC_02559-RA	XP_034825476.1, XP_034825475.1
OG0001936	JC_14259-RA	XP_034826105.1, XP_034826104.1
OG0001937	JC_15922-RA	XP_034838693.1, XP_034838694.1
OG0001938	JC_01350-RA	XP_034830201.1
OG0001939	JC_06007-RA	XP_034833685.1
OG0001940	JC_16525-RA, JC_16526-RA	XP_034838955.1
OG0001942	JC_14929-RA, JC_14928-RA	XP_034837307.1
OG0001943	JC_07647-RA	XP_034832092.1, XP_034832093.1
OG0001944	JC_09521-RA	XP_034827299.1, XP_034827298.1
OG0001945	JC_17079-RA	XP_034838338.1
OG0001946	JC_01344-RA	XP_034830219.1
OG0001947	JC_01342-RA, JC_01343-RA	XP_034830375.1
OG0001948	JC_09515-RA	XP_034826848.1, XP_034826847.1
OG0001949	JC_07646-RA	XP_034832085.1, XP_034832086.1, XP_034832084.1
OG0001950	JC_14267-RA	XP_034826107.1
OG0001951	JC_02580-RA	XP_034825057.1
OG0001952	JC_03409-RA	XP_034830955.1
OG0001953	JC_09512-RA	XP_034827332.1
OG0001954	JC_08191-RA	XP_034826505.1, XP_034826510.1, XP_034826519.1
OG0001955	JC_10644-RA, JC_09511-RA	XP_034827325.1
OG0001956	JC_13039-RA	XP_034836115.1
OG0001957	JC_08196-RA	XP_034826655.1
OG0001958	JC_15635-RA	XP_034836715.1
OG0001959	JC_01847-RA	XP_034839578.1
OG0001960	JC_03325-RA, JC_03326-RA	XP_034830374.1
OG0001961	JC_15873-RA	XP_034838419.1
OG0001962	JC_10032-RA	XP_034835330.1
OG0001963	JC_05409-RA	XP_034829178.1
OG0001964	JC_11278-RA	XP_034832624.1
OG0001965	JC_14277-RA, JC_14278-RA	XP_034826100.1
OG0001966	JC_13943-RA, JC_13945-RA	XP_034836494.1
OG0001967	JC_08894-RA	XP_034830156.1
OG0001968	JC_02603-RA	XP_034825271.1
OG0001969	JC_08207-RA	XP_034826354.1
OG0001970	JC_02605-RA	XP_034825288.1
OG0001971	JC_14295-RA, JC_14293-RA	XP_034826117.1
OG0001973	JC_06440-RA	XP_034828711.1
OG0001974	JC_11465-RA	XP_034832807.1
OG0001975	JC_12229-RA	XP_034828315.1, XP_034828314.1
OG0001976	JC_09490-RA	XP_034827185.1
OG0001977	JC_03389-RA	XP_034830389.1
OG0001978	JC_15854-RA	XP_034838599.1
OG0001979	JC_13878-RA	XP_034836446.1
OG0001980	JC_06909-RA, JC_06908-RA	XP_034831053.1
OG0001981	JC_14240-RA	XP_034826204.1, XP_034826205.1, XP_034826206.1
OG0001982	JC_04693-RA, JC_04694-RA, JC_04692-RA	XP_034824444.1
OG0001983	JC_05391-RA	XP_034829396.1, XP_034829397.1
OG0001984	JC_06872-RA	XP_034831061.1, XP_034831062.1
OG0001985	JC_03961-RA	XP_034840755.1
OG0001986	JC_06874-RA	XP_034831065.1
OG0001988	JC_08878-RA	XP_034829648.1, XP_034829646.1, XP_034829647.1
OG0001989	JC_16849-RA, JC_16847-RA	XP_034837998.1
OG0001990	JC_06885-RA	XP_034831193.1, XP_034831194.1
OG0001991	JC_03972-RA, JC_03971-RA	XP_034840511.1, XP_034840512.1, XP_034840513.1
OG0001992	JC_13185-RA	XP_034835943.1
OG0001993	JC_09967-RA, JC_09965-RA	XP_034835300.1
OG0001994	JC_08872-RA	XP_034836991.1, XP_034829649.1
OG0001995	JC_09961-RA	XP_034835150.1, XP_034835151.1
OG0001996	JC_14217-RA	XP_034826560.1
OG0001997	JC_07597-RA, JC_07599-RA, JC_07598-RA	XP_034832311.1
OG0001998	JC_09958-RA	XP_034835031.1
OG0001998	JC_09959-RA	XP_034835556.1
OG0001999	JC_14213-RA, JC_14214-RA	XP_034826561.1
OG0002000	JC_03379-RA	XP_034830264.1
OG0002002	JC_11684-RA, JC_11681-RA	XP_034828208.1
OG0002003	JC_11172-RA	XP_034832693.1, XP_034832694.1
OG0002004	JC_04721-RA, JC_04723-RA	XP_034824461.1
OG0002005	JC_03374-RA	XP_034830288.1
OG0002006	JC_09460-RA, JC_09461-RA, JC_09459-RA	XP_034827276.1, XP_034827072.1
OG0002007	JC_16872-RA, JC_16871-RA	XP_034838328.1
OG0002008	JC_01153-RA	XP_034833284.1
OG0002009	JC_10785-RA, JC_10783-RA, JC_10784-RA	XP_034834968.1
OG0002010	JC_12359-RA, JC_12360-RA	XP_034834245.1
OG0002011	JC_09447-RA	XP_034827356.1
OG0002012	JC_07177-RA	XP_034831299.1
OG0002013	JC_12367-RA	XP_034833891.1
OG0002014	JC_15808-RA, JC_15807-RA	XP_034838547.1
OG0002015	JC_13905-RA	XP_034836459.1
OG0002016	JC_08856-RA	XP_034829796.1
OG0002017	JC_05943-RA	XP_034833314.1
OG0002018	JC_15784-RA, JC_15783-RA	XP_034836846.1
OG0002019	JC_14687-RA	XP_034837171.1
OG0002020	JC_13209-RA, JC_13208-RA	XP_034836208.1
OG0002021	JC_00515-RA	XP_034824048.1
OG0002022	JC_14679-RA	XP_034837045.1
OG0002023	JC_11197-RA, JC_11196-RA	XP_034832527.1, XP_034832528.1
OG0002024	JC_07589-RA	XP_034832313.1
OG0002025	JC_10759-RA	XP_034834354.1
OG0002026	JC_00512-RA	XP_034824045.1
OG0002027	JC_02669-RA	XP_034825670.1
OG0002028	JC_02671-RA	XP_034825674.1
OG0002029	JC_06497-RA	XP_034828732.1
OG0002030	JC_09837-RA	XP_034835193.1
OG0002031	JC_00499-RA, JC_04734-RA	XP_034824052.1, XP_034824053.1
OG0002032	JC_04044-RA	XP_034840233.1
OG0002033	JC_08276-RA	XP_034829305.1
OG0002034	JC_06499-RA	XP_034828737.1, XP_034828738.1
OG0002035	JC_08842-RA	XP_034829684.1
OG0002036	JC_14165-RA	XP_034826282.1, XP_034826533.1
OG0002038	JC_09432-RA	XP_034827178.1, XP_034827176.1
OG0002039	JC_03323-RA	XP_034830999.1
OG0002040	JC_09891-RA	XP_034835200.1
OG0002041	JC_09429-RA	XP_034827146.1
OG0002042	JC_08832-RA	XP_034830238.1
OG0002043	JC_00481-RA, JC_00482-RA, JC_00483-RA	XP_034823921.1, XP_034823920.1
OG0002044	JC_01214-RA	XP_034831250.1
OG0002045	JC_13728-RA	XP_034825818.1
OG0002046	JC_01215-RA	XP_034833690.1
OG0002047	JC_01216-RA	XP_034838299.1
OG0002048	JC_05236-RA	XP_034829442.1
OG0002049	JC_04076-RA, JC_04074-RA, JC_04075-RA	XP_034839652.1
OG0002050	JC_01231-RA	XP_034838863.1
OG0002051	JC_02131-RA	XP_034839608.1
OG0002052	JC_08293-RA	XP_034829224.1
OG0002053	JC_09413-RA	XP_034827077.1
OG0002054	JC_04909-RA, JC_04908-RA	XP_034824971.1
OG0002055	JC_08296-RA	XP_034829280.1, XP_034829274.1
OG0002056	JC_09411-RA	XP_034827182.1, XP_034827180.1
OG0002057	JC_09408-RA	XP_034827142.1
OG0002058	JC_08298-RA	XP_034840408.1, XP_034824495.1
OG0002059	JC_13820-RA	XP_034836369.1
OG0002060	JC_01250-RA	XP_034836274.1, XP_034836269.1
OG0002061	JC_12547-RA	XP_034833949.1, XP_034833948.1, XP_034833947.1
OG0002062	JC_00322-RA	XP_034841094.1
OG0002063	JC_11965-RA	XP_034827983.1, XP_034827984.1
OG0002064	JC_11235-RA	XP_034832772.1
OG0002065	JC_08307-RA	XP_034827305.1
OG0002066	JC_09916-RA	XP_034835183.1
OG0002067	JC_13698-RA, JC_13699-RA, JC_13700-RA	XP_034825984.1
OG0002068	JC_02147-RA	XP_034839380.1
OG0002069	JC_02700-RA	XP_034825111.1, XP_034825110.1
OG0002070	JC_03277-RA	XP_034830427.1
OG0002071	JC_07136-RA, JC_07135-RA	XP_034831632.1
OG0002072	JC_02708-RA, JC_02710-RA	XP_034825570.1
OG0002073	JC_00342-RA	XP_034823930.1
OG0002074	JC_14748-RA	XP_034837418.1
OG0002075	JC_05865-RA	XP_034833363.1, XP_034833364.1
OG0002077	JC_16445-RA	XP_034839077.1
OG0002078	JC_02719-RA	XP_034825512.1
OG0002079	JC_07550-RA	XP_034832138.1
OG0002080	JC_11998-RA, JC_11997-RA	XP_034828214.1
OG0002081	JC_10357-RA	XP_034835190.1, XP_034835192.1, XP_034835191.1
OG0002082	JC_05244-RA	XP_034829268.1
OG0002083	JC_15497-RA	XP_034837756.1
OG0002083	JC_15498-RA	XP_034837641.1
OG0002084	JC_10361-RA	XP_034835156.1
OG0002085	JC_02738-RA	XP_034825246.1, XP_034825245.1, XP_034825247.1, XP_034825243.1
OG0002086	JC_13267-RA, JC_05563-RA	XP_034836018.1
OG0002087	JC_08788-RA	XP_034829907.1, XP_034829905.1
OG0002088	JC_13659-RA	XP_034826261.1
OG0002089	JC_10931-RA	XP_034834522.1
OG0002090	JC_03250-RA	XP_034830665.1
OG0002090	JC_03249-RA	XP_034830812.1
OG0002091	JC_12019-RA	XP_034827834.1
OG0002092	JC_13648-RA	XP_034826249.1
OG0002093	JC_03243-RA, JC_03244-RA	XP_034830652.1
OG0002094	JC_05704-RA	XP_034833394.1
OG0002095	JC_07694-RA	XP_034831980.1, XP_034831979.1
OG0002096	JC_12026-RA	XP_034828054.1, XP_034828056.1, XP_034828055.1
OG0002097	JC_05714-RA, JC_05713-RA	XP_034833594.1
OG0002098	JC_02942-RA	XP_034825731.1, XP_034825730.1, XP_034825638.1
OG0002099	JC_01289-RA	XP_034838782.1
OG0002101	JC_04854-RA	XP_034824606.1
OG0002103	JC_10401-RA, JC_10400-RA	XP_034835447.1
OG0002104	JC_09352-RA	XP_034826908.1
OG0002105	JC_03236-RA	XP_034830549.1
OG0002106	JC_09349-RA	XP_034826752.1
OG0002107	JC_08410-RA	XP_034828234.1
OG0002108	JC_12661-RA, JC_12660-RA, JC_12662-RA	XP_034834163.1
OG0002109	JC_11130-RA	XP_034832923.1
OG0002110	JC_13630-RA	XP_034826492.1
OG0002111	JC_01293-RA	XP_034830554.1
OG0002112	JC_10390-RA, JC_10389-RA	XP_034835635.1
OG0002113	JC_09345-RA, JC_09344-RA, JC_09346-RA	XP_034827314.1
OG0002114	JC_05769-RA, JC_05767-RA, JC_05768-RA	XP_034833217.1
OG0002115	JC_07090-RA	XP_034831684.1
OG0002116	JC_13310-RA	XP_034836195.1
OG0002117	JC_04847-RA, JC_04845-RA, JC_04846-RA	XP_034824765.1
OG0002118	JC_03225-RA	XP_034830302.1
OG0002119	JC_04839-RA	XP_034824502.1
OG0002120	JC_08990-RA	XP_034829978.1
OG0002121	JC_12042-RA	XP_034827938.1
OG0002122	JC_04154-RA	XP_034840732.1, XP_034840734.1, XP_034840735.1, XP_034840736.1
OG0002123	JC_01867-RA	XP_034839583.1
OG0002124	JC_07733-RA	XP_034831732.1
OG0002125	JC_08998-RA	XP_034829559.1
OG0002126	JC_08405-RA, JC_08406-RA	XP_034828190.1, XP_034840163.1
OG0002127	JC_03215-RA, JC_03214-RA	XP_034830294.1
OG0002128	JC_01856-RA	XP_034839581.1
OG0002129	JC_08383-RA	XP_034828713.1
OG0002130	JC_15385-RA	XP_034837752.1
OG0002131	JC_13579-RA	XP_034826222.1, XP_034826221.1
OG0002132	JC_05797-RA	XP_034833309.1, XP_034833308.1, XP_034833307.1, XP_034833310.1
OG0002133	JC_01069-RA	XP_034832868.1, XP_034832876.1
OG0002134	JC_09025-RA	XP_034830042.1
OG0002135	JC_01851-RA	XP_034839128.1
OG0002136	JC_02881-RA	XP_034825364.1, XP_034825363.1
OG0002137	JC_11117-RA, JC_11116-RA	XP_034832714.1
OG0002138	JC_05821-RA	XP_034833556.1, XP_034833159.1
OG0002139	JC_15465-RA	XP_034837557.1
OG0002140	JC_06984-RA, JC_06986-RA	XP_034831562.1
OG0002141	JC_07199-RA	XP_034831354.1
OG0002142	JC_09053-RA	XP_034829925.1
OG0002143	JC_09054-RA	XP_034829941.1
OG0002144	JC_09055-RA	XP_034829940.1
OG0002145	JC_11766-RA	XP_034827606.1
OG0002146	JC_04186-RA	XP_034840116.1
OG0002147	JC_06625-RA	XP_034828673.1
OG0002148	JC_00262-RA	XP_034841470.1
OG0002149	JC_03157-RA	XP_034830802.1
OG0002150	JC_03154-RA	XP_034830422.1
OG0002152	JC_09283-RA, JC_09282-RA	XP_034827105.1
OG0002153	JC_13536-RA	XP_034825793.1
OG0002154	JC_05128-RA	XP_034828930.1
OG0002155	JC_11794-RA, JC_11792-RA	XP_034827597.1
OG0002156	JC_04959-RA, JC_04960-RA	XP_034824269.1
OG0002157	JC_15395-RA, JC_15476-RA, JC_15394-RA, JC_15477-RA, JC_15496-RA	XP_034837757.1
OG0002158	JC_10419-RA, JC_10418-RA	XP_034835446.1
OG0002160	JC_11063-RA, JC_11064-RA, JC_11065-RA	XP_034827039.1
OG0002161	JC_07809-RA	XP_034832498.1
OG0002163	JC_00840-RA	XP_034830964.1
OG0002164	JC_03118-RA	XP_034830510.1
OG0002165	JC_00218-RA	XP_034841400.1, XP_034841401.1
OG0002166	JC_11076-RA	XP_034833107.1
OG0002167	JC_08504-RA	XP_034824299.1
OG0002168	JC_07825-RA	XP_034832501.1
OG0002170	JC_01795-RA, JC_01794-RA	XP_034839565.1
OG0002171	JC_07832-RA	XP_034832016.1
OG0002172	JC_13506-RA, JC_13507-RA	XP_034826379.1
OG0002173	JC_11098-RA	XP_034833102.1
OG0002174	JC_03094-RA	XP_034830499.1
OG0002177	JC_07241-RA, JC_07240-RA	XP_034831644.1
OG0002178	JC_08519-RA	XP_034827879.1
OG0002179	JC_08520-RA	XP_034827850.1
OG0002180	JC_04361-RA	XP_034840424.1, XP_034840428.1
OG0002181	JC_03066-RA	XP_034830786.1, XP_034830750.1
OG0002182	JC_11271-RA	XP_034832634.1, XP_034832635.1
OG0002183	JC_02831-RA	XP_034825177.1, XP_034825178.1, XP_034825180.1, XP_034825179.1
OG0002184	JC_01916-RA, JC_03052-RA	XP_034830890.1, XP_034830891.1
OG0002185	JC_02830-RA	XP_034825010.1
OG0002186	JC_03042-RA	XP_034830780.1
OG0002187	JC_02827-RA	XP_034824993.1
OG0002188	JC_09135-RA, JC_09134-RA	XP_034829681.1
OG0002189	JC_13454-RA	XP_034826396.1
OG0002190	JC_13449-RA	XP_034826296.1
OG0002191	JC_07892-RA	XP_034831842.1
OG0002192	JC_01694-RA, JC_01691-RA, JC_01692-RA, JC_01693-RA	XP_034839513.1
OG0002193	JC_09153-RA	XP_034829983.1
OG0002194	JC_07902-RA	XP_034831755.1, XP_034831757.1, XP_034831756.1
OG0002195	JC_11907-RA	XP_034828199.1
OG0002196	JC_04327-RA, JC_04329-RA	XP_034840151.1
OG0002197	JC_00113-RA, JC_00114-RA	XP_034823915.1, XP_034823916.1
OG0002198	JC_00105-RA	XP_034823908.1
OG0002199	JC_08629-RA, JC_08632-RA, JC_08631-RA	XP_034831262.1
OG0002200	JC_09807-RA	XP_034841048.1
OG0002201	JC_00096-RA	XP_034841041.1, XP_034841042.1, XP_034841043.1
OG0002203	JC_01680-RA	XP_034839522.1
OG0002204	JC_05069-RA	XP_034824434.1
OG0002205	JC_01654-RA	XP_034825664.1, XP_034825663.1, XP_034825662.1
OG0002206	JC_02800-RA	XP_034825297.1, XP_034825296.1, XP_034825298.1
OG0002207	JC_02796-RA, JC_02797-RA, JC_02798-RA	XP_034825596.1
OG0002208	JC_02972-RA	XP_034830674.1, XP_034830673.1
OG0002209	JC_00069-RA, JC_00068-RA, JC_00067-RA	XP_034841013.1
OG0002210	JC_00054-RA, JC_00056-RA, JC_00045-RA, JC_00061-RA, JC_00042-RA, JC_00055-RA	XP_034841002.1
OG0002211	JC_08581-RA	XP_034826736.1
OG0002212	JC_11613-RA	XP_034827894.1
OG0002213	JC_02774-RA	XP_034825130.1
OG0002214	JC_02771-RA	XP_034825156.1
OG0002216	JC_01728-RA	XP_034839198.1
OG0002217	JC_08559-RA	XP_034824670.1
OG0002218	JC_08555-RA	XP_034824415.1
OG0002219	JC_13366-RA, JC_13367-RA	XP_034826297.1
OG0002220	JC_13357-RA, JC_13355-RA	XP_034825909.1, XP_034825910.1
OG0002221	JC_01001-RA	XP_034831820.1
OG0002222	JC_08546-RA, JC_08545-RA	XP_034828501.1
OG0002223	JC_01742-RA, JC_01745-RA	XP_034839236.1
OG0002224	JC_01010-RA, JC_01012-RA, JC_01014-RA	XP_034836631.1
OG0002225	JC_00001-RA	XP_034841070.1
OG0002227	JC_01117-RA	XP_034834289.1
OG0002230	JC_13361-RA, JC_13362-RA	XP_034826184.1, XP_034826186.1
OG0002231	JC_06501-RA	XP_034838460.1
OG0002232	JC_01533-RA	XP_034834899.1
OG0002233	JC_05812-RA	XP_034833562.1
OG0002234	JC_07519-RA	XP_034832146.1
OG0002235	JC_03190-RA	XP_034830979.1, XP_034824722.1
OG0002238	JC_10055-RA	XP_034835437.1
OG0002240	JC_00794-RA	XP_034841071.1
OG0002247	JC_02525-RA	XP_034825378.1
OG0002248	JC_13936-RA	XP_034836430.1
OG0002250	JC_05600-RA	XP_034829507.1
OG0002251	JC_03527-RA	XP_034830869.1
OG0002253	JC_05599-RA	XP_034839918.1, XP_034828988.1
OG0002254	JC_05679-RA	XP_034833201.1
OG0002256	JC_14657-RA	XP_034826138.1, XP_034826137.1, XP_034826136.1
OG0002257	JC_07357-RA	XP_034831878.1
OG0002258	JC_06338-RA	XP_034828707.1, XP_034828708.1
OG0002259	JC_07974-RA, JC_07973-RA	XP_034841226.1
OG0002260	JC_12826-RA, JC_12827-RA	XP_034833716.1
OG0002261	JC_17046-RA, JC_17045-RA	XP_034838268.1
OG0002262	JC_17120-RA	XP_034838185.1
OG0002263	JC_15673-RA	XP_034836802.1
OG0002264	JC_03515-RA, JC_03517-RA	XP_034830919.1
OG0002265	JC_13130-RA	XP_034836104.1, XP_034836103.1, XP_034836105.1
OG0002266	JC_16188-RA	XP_034827749.1
OG0002267	JC_01612-RA	XP_034832145.1
OG0002268	JC_07344-RA	XP_034832291.1, XP_034832292.1
OG0002269	JC_10266-RA	XP_034835624.1
OG0002270	JC_14983-RA	XP_034837378.1
OG0002271	JC_00732-RA	XP_034823941.1, XP_034823942.1
OG0002272	JC_08666-RA	XP_034839948.1, XP_034829553.1
OG0002273	JC_16789-RA	XP_034838828.1
OG0002274	JC_09729-RA, JC_09727-RA	XP_034826789.1
OG0002275	JC_14627-RA	XP_034826434.1, XP_034826439.1, XP_034826437.1
OG0002276	JC_07535-RA	XP_034832115.1
OG0002277	JC_16220-RA	XP_034827754.1
OG0002278	JC_15578-RA	XP_034836720.1
OG0002279	JC_03532-RA	XP_034830452.1
OG0002280	JC_03534-RA	XP_034830455.1
OG0002281	JC_03533-RA	XP_034830461.1
OG0002282	JC_14618-RA	XP_034826192.1, XP_034826193.1
OG0002283	JC_17170-RA	XP_034837818.1
OG0002284	JC_03536-RA	XP_034830450.1
OG0002285	JC_06030-RA	XP_034829948.1, XP_034830081.1
OG0002286	JC_11498-RA	XP_034832723.1, XP_034832724.1
OG0002287	JC_15566-RA	XP_034836845.1
OG0002288	JC_09734-RA	XP_034826812.1
OG0002289	JC_15218-RA	XP_034837715.1
OG0002290	JC_01957-RA	XP_034839325.1
OG0002291	JC_06706-RA	XP_034831351.1
OG0002293	JC_07931-RA	XP_034824279.1
OG0002294	JC_14606-RA	XP_034825852.1
OG0002295	JC_17154-RA	XP_034838192.1
OG0002296	JC_02392-RA, JC_02394-RA	XP_034825325.1
OG0002297	JC_01600-RA, JC_01599-RA	XP_034831010.1
OG0002298	JC_15049-RA	XP_034837142.1
OG0002299	JC_15045-RA	XP_034837420.1
OG0002300	JC_00723-RA	XP_034840843.1
OG0002301	JC_16694-RA	XP_034838804.1
OG0002302	JC_16697-RA	XP_034839036.1
OG0002303	JC_17164-RA	XP_034838177.1
OG0002305	JC_02269-RA	XP_034839429.1
OG0002306	JC_02379-RA	XP_034825302.1
OG0002307	JC_02376-RA	XP_034825528.1
OG0002308	JC_04449-RA	XP_034824727.1
OG0002310	JC_16239-RA	XP_034827965.1, XP_034827964.1
