Orthogroup	Junonia_coenia	Vanessa_tameamea
OG0001494	JC_13900-RA	XP_026495817.1
OG0001495	JC_13203-RA	XP_026497317.1, XP_026497318.1
OG0001496	JC_16879-RA, JC_16876-RA	XP_026498334.1
OG0001497	JC_13903-RA	XP_026483256.1
OG0001498	JC_07167-RA	XP_026486914.1
OG0001499	JC_12253-RA, JC_12252-RA, JC_12251-RA	XP_026494309.1
OG0001500	JC_05946-RA, JC_05945-RA	XP_026493073.1
OG0001501	JC_14184-RA	XP_026494472.1
OG0001502	JC_07592-RA	XP_026501789.1
OG0001503	JC_12113-RA, JC_12114-RA	XP_026488932.1, XP_026488931.1
OG0001504	JC_15823-RA	XP_026483716.1
OG0001504	JC_15824-RA	XP_026483810.1
OG0001505	JC_01179-RA	XP_026492726.1, XP_026492725.1
OG0001506	JC_12248-RA	XP_026494310.1
OG0001507	JC_13207-RA	XP_026497522.1
OG0001508	JC_04758-RA	XP_026486344.1, XP_026486346.1, XP_026486345.1
OG0001509	JC_01182-RA	XP_026492656.1
OG0001511	JC_01183-RA	XP_026492734.1, XP_026492735.1
OG0001512	JC_03334-RA	XP_026488358.1, XP_026488357.1, XP_026488360.1, XP_026488359.1, XP_026488361.1
OG0001513	JC_14719-RA	XP_026489564.1
OG0001514	JC_05308-RA, JC_05309-RA	XP_026498635.1
OG0001515	JC_01204-RA, JC_01206-RA, JC_01203-RA	XP_026492628.1
OG0001516	JC_07152-RA	XP_026486832.1, XP_026486831.1
OG0001517	JC_12605-RA	XP_026494174.1
OG0001519	JC_05304-RA	XP_026498626.1
OG0001520	JC_11924-RA	XP_026500927.1, XP_026488920.1
OG0001521	JC_11927-RA	XP_026488912.1
OG0001522	JC_08287-RA	XP_026487358.1, XP_026487357.1, XP_026487359.1
OG0001523	JC_01217-RA	XP_026493739.1
OG0001524	JC_12565-RA	XP_026494337.1
OG0001525	JC_08830-RA	XP_026496694.1
OG0001526	JC_05905-RA, JC_05907-RA, JC_05909-RA, JC_05906-RA	XP_026498165.1
OG0001527	JC_13717-RA	XP_026498133.1, XP_026498132.1
OG0001528	JC_04915-RA	XP_026486152.1
OG0001529	JC_13222-RA	XP_026497342.1, XP_026497344.1, XP_026497340.1, XP_026497343.1
OG0001530	JC_00383-RA	XP_026484922.1, XP_026484921.1
OG0001531	JC_15748-RA	XP_026493601.1
OG0001532	JC_11949-RA	XP_026489010.1, XP_026489012.1, XP_026489013.1, XP_026489011.1
OG0001533	JC_02135-RA	XP_026500602.1, XP_026500603.1
OG0001534	JC_11225-RA	XP_026493897.1
OG0001535	JC_01246-RA	XP_026493776.1
OG0001536	JC_09406-RA	XP_026484740.1
OG0001537	JC_15505-RA	XP_026497741.1
OG0001537	JC_02137-RA	XP_026500547.1
OG0001538	JC_04902-RA	XP_026485764.1
OG0001539	JC_00319-RA	XP_026484950.1
OG0001540	JC_02694-RA	XP_026491318.1
OG0001541	JC_03281-RA	XP_026488349.1
OG0001542	JC_14737-RA, JC_14736-RA, JC_14735-RA	XP_026489598.1
OG0001543	JC_11971-RA	XP_026501270.1
OG0001544	JC_03279-RA	XP_026488298.1, XP_026488300.1, XP_026488297.1
OG0001546	JC_07140-RA	XP_026486788.1
OG0001547	JC_14744-RA	XP_026489570.1
OG0001548	JC_08810-RA	XP_026497007.1
OG0001549	JC_04879-RA, JC_04880-RA	XP_026486240.1
OG0001550	JC_02154-RA	XP_026500557.1, XP_026500556.1, XP_026500555.1
OG0001551	JC_12280-RA	XP_026494372.1
OG0001552	JC_00360-RA	XP_026484928.1
OG0001553	JC_11986-RA	XP_026501346.1, XP_026501348.1, XP_026501347.1
OG0001554	JC_10348-RA	XP_026495452.1
OG0001555	JC_08335-RA	XP_026487711.1, XP_026487712.1
OG0001556	JC_08344-RA	XP_026487709.1, XP_026487708.1, XP_026487706.1
OG0001557	JC_07539-RA	XP_026492211.1
OG0001558	JC_13260-RA	XP_026497429.1, XP_026497430.1
OG0001559	JC_07666-RA	XP_026499583.1
OG0001559	JC_07665-RA	XP_026499579.1
OG0001560	JC_07112-RA	XP_026486816.1
OG0001561	JC_04130-RA	XP_026495277.1
OG0001562	JC_07683-RA	XP_026499558.1
OG0001564	JC_13756-RA, JC_13755-RA	XP_026498242.1
OG0001565	JC_00260-RA, JC_05711-RA	XP_026493299.1
OG0001566	JC_12036-RA, JC_12037-RA	XP_026489022.1, XP_026489021.1
OG0001567	JC_06671-RA	XP_026485355.1
OG0001568	JC_13626-RA	XP_026497754.1, XP_026498871.1
OG0001569	JC_07093-RA	XP_026486797.1
OG0001570	JC_06664-RA	XP_026485516.1
OG0001572	JC_04852-RA	XP_026486030.1, XP_026486031.1
OG0001573	JC_13789-RA, JC_13788-RA	XP_026498284.1
OG0001574	JC_04151-RA, JC_04153-RA	XP_026494872.1
OG0001576	JC_03220-RA	XP_026488458.1
OG0001577	JC_00428-RA, JC_00427-RA	XP_026485161.1
OG0001578	JC_01049-RA, JC_01050-RA	XP_026496574.1
OG0001579	JC_00435-RA	XP_026485077.1, XP_026485078.1
OG0001581	JC_00310-RA	XP_026484993.1, XP_026484956.1
OG0001582	JC_00308-RA	XP_026484932.1, XP_026484930.1, XP_026484931.1
OG0001583	JC_15382-RA	XP_026483961.1
OG0001584	JC_00301-RA, JC_00302-RA, JC_00303-RA	XP_026484727.1
OG0001585	JC_01854-RA, JC_01853-RA	XP_026490019.1, XP_026490021.1
OG0001586	JC_15509-RA	XP_026484000.1
OG0001587	JC_10452-RA	XP_026496528.1
OG0001588	JC_05794-RA	XP_026493152.1
OG0001589	JC_10972-RA	XP_026495918.1
OG0001590	JC_12078-RA, JC_12079-RA, JC_12080-RA	XP_026489112.1
OG0001591	JC_11145-RA	XP_026493956.1
OG0001592	JC_06652-RA	XP_026485300.1
OG0001593	JC_01070-RA	XP_026496620.1, XP_026496619.1
OG0001594	JC_04815-RA	XP_026486277.1
OG0001595	JC_12576-RA	XP_026486677.1, XP_026486675.1
OG0001596	JC_07054-RA	XP_026486892.1
OG0001598	JC_03174-RA, JC_03175-RA, JC_03176-RA	XP_026488417.1
OG0001599	JC_01096-RA	XP_026494697.1
OG0001600	JC_07776-RA	XP_026500937.1
OG0001601	JC_09039-RA, JC_09040-RA, JC_09041-RA	XP_026492818.1
OG0001602	JC_05831-RA	XP_026493519.1, XP_026493520.1
OG0001603	JC_16192-RA, JC_16195-RA, JC_16194-RA, JC_16196-RA	XP_026483598.1
OG0001604	JC_11772-RA	XP_026488081.1
OG0001605	JC_11779-RA	XP_026499763.1
OG0001607	JC_00240-RA	XP_026484793.1
OG0001608	JC_07212-RA, JC_07211-RA	XP_026489223.1
OG0001609	JC_15432-RA, JC_15433-RA	XP_026501757.1
OG0001610	JC_08490-RA	XP_026487626.1, XP_026487627.1
OG0001611	JC_09071-RA	XP_026492762.1
OG0001612	JC_03126-RA, JC_03125-RA	XP_026490876.1
OG0001613	JC_03119-RA	XP_026490875.1
OG0001614	JC_15419-RA	XP_026501748.1, XP_026501749.1, XP_026501747.1
OG0001615	JC_13514-RA	XP_026497791.1
OG0001616	JC_11030-RA, JC_11029-RA	XP_026487977.1
OG0001617	JC_09095-RA	XP_026492764.1
OG0001619	JC_09252-RA	XP_026489522.1
OG0001620	JC_11093-RA, JC_11092-RA	XP_026490274.1
OG0001621	JC_07851-RA	XP_026488147.1
OG0001622	JC_05743-RA	XP_026493474.1, XP_026493471.1, XP_026493472.1, XP_026493473.1
OG0001623	JC_00164-RA	XP_026485037.1
OG0001624	JC_09204-RA, JC_09203-RA	XP_026486458.1, XP_026486459.1
OG0001626	JC_08524-RA	XP_026487500.1
OG0001627	JC_09199-RA, JC_09200-RA	XP_026486456.1
OG0001628	JC_15510-RA, JC_00880-RA	XP_026492573.1
OG0001628	JC_00881-RA	XP_026492572.1
OG0001629	JC_00882-RA	XP_026492625.1, XP_026492626.1
OG0001630	JC_03050-RA	XP_026490854.1
OG0001631	JC_00890-RA	XP_026492578.1
OG0001632	JC_13468-RA	XP_026491901.1
OG0001633	JC_00149-RA	XP_026484626.1
OG0001633	JC_00146-RA, JC_00132-RA	XP_026484619.1
OG0001634	JC_09188-RA	XP_026486475.1, XP_026486476.1
OG0001635	JC_07877-RA	XP_026487218.1
OG0001636	JC_10949-RA	XP_026492705.1
OG0001637	JC_09147-RA, JC_09146-RA, JC_09144-RA, JC_09143-RA	XP_026489178.1, XP_026489177.1
OG0001638	JC_11905-RA, JC_11903-RA	XP_026487129.1
OG0001639	JC_01700-RA, JC_01701-RA	XP_026500665.1
OG0001640	JC_09157-RA	XP_026489179.1
OG0001641	JC_11649-RA	XP_026487142.1
OG0001642	JC_11634-RA	XP_026501791.1
OG0001643	JC_00093-RA	XP_026484515.1
OG0001644	JC_01678-RA	XP_026497238.1, XP_026497246.1
OG0001645	JC_13398-RA	XP_026491953.1
OG0001647	JC_02963-RA	XP_026486662.1
OG0001648	JC_13393-RA	XP_026491940.1, XP_026491941.1
OG0001649	JC_02784-RA, JC_02786-RA	XP_026491356.1
OG0001650	JC_08580-RA	XP_026490538.1, XP_026490546.1, XP_026490547.1
OG0001651	JC_11621-RA	XP_026501333.1
OG0001652	JC_11625-RA, JC_11624-RA	XP_026501288.1, XP_026501289.1
OG0001653	JC_04245-RA	XP_026501446.1, XP_026501447.1
OG0001654	JC_01111-RA	XP_026494710.1
OG0001656	JC_14231-RA	XP_026494425.1
OG0001656	JC_14233-RA	XP_026494432.1
OG0001657	JC_09689-RA, JC_09687-RA	XP_026491594.1
OG0001658	JC_14276-RA	XP_026497609.1, XP_026497611.1
OG0001659	JC_07218-RA	XP_026486533.1
OG0001660	JC_11968-RA	XP_026501389.1
OG0001670	JC_16375-RA	XP_026483575.1
OG0001671	JC_14989-RA, JC_14990-RA, JC_14992-RA	XP_026492427.1
OG0001672	JC_06135-RA	XP_026498434.1
OG0001673	JC_14256-RA, JC_14255-RA	XP_026499860.1
OG0001674	JC_15959-RA	XP_026483785.1
OG0001675	JC_11472-RA, JC_11471-RA	XP_026498027.1
OG0001676	JC_14829-RA	XP_026498770.1
OG0001677	JC_13121-RA	XP_026497303.1
OG0001678	JC_00695-RA, JC_00694-RA	XP_026484554.1
OG0001679	JC_01604-RA, JC_01605-RA, JC_01606-RA	XP_026487098.1
OG0001680	JC_10461-RA	XP_026500973.1
OG0001681	JC_17049-RA	XP_026486764.1
OG0001682	JC_05686-RA	XP_026493095.1, XP_026493094.1
OG0001683	JC_06333-RA	XP_026485420.1, XP_026485421.1
OG0001684	JC_06336-RA	XP_026485423.1
OG0001685	JC_15228-RA	XP_026484025.1, XP_026484024.1
OG0001686	JC_14834-RA	XP_026498748.1
OG0001687	JC_06331-RA	XP_026485415.1, XP_026485416.1
OG0001688	JC_05687-RA	XP_026493323.1
OG0001689	JC_16705-RA	XP_026483164.1
OG0001690	JC_12816-RA, JC_12815-RA, JC_12814-RA	XP_026491006.1
OG0001691	JC_16179-RA	XP_026483496.1
OG0001692	JC_16187-RA, JC_16184-RA	XP_026483403.1
OG0001693	JC_07699-RA	XP_026500238.1
OG0001695	JC_07342-RA	XP_026492109.1
OG0001696	JC_10265-RA, JC_10264-RA	XP_026494005.1
OG0001697	JC_03529-RA	XP_026499021.1, XP_026499023.1
OG0001698	JC_02411-RA	XP_026491046.1
OG0001699	JC_02408-RA, JC_02409-RA	XP_026491241.1
OG0001701	JC_14626-RA	XP_026485244.1, XP_026498413.1
OG0001702	JC_16221-RA	XP_026483394.1, XP_026483395.1
OG0001703	JC_01962-RA	XP_026500295.1
OG0001704	JC_16690-RA	XP_026483161.1
OG0001705	JC_14608-RA	XP_026485229.1, XP_026485227.1, XP_026485230.1
OG0001706	JC_17153-RA	XP_026498696.1
OG0001707	JC_16691-RA	XP_026483102.1
OG0001709	JC_10485-RA	XP_026500981.1
OG0001710	JC_15047-RA	XP_026499448.1
OG0001711	JC_15559-RA	XP_026485657.1, XP_026485656.1
OG0001713	JC_15209-RA	XP_026484084.1, XP_026484083.1
OG0001714	JC_15555-RA	XP_026501813.1, XP_026501811.1
OG0001715	JC_04448-RA	XP_026490025.1
OG0001716	JC_04451-RA, JC_04450-RA	XP_026490121.1
OG0001718	JC_12806-RA	XP_026490993.1
OG0001719	JC_16704-RA	XP_026483122.1, XP_026483123.1
OG0001720	JC_10279-RA, JC_10277-RA	XP_026495091.1
OG0001721	JC_15546-RA	XP_026501823.1, XP_026501822.1
OG0001722	JC_05551-RA	XP_026496423.1
OG0001723	JC_05538-RA, JC_05541-RA	XP_026496359.1
OG0001724	JC_03658-RA	XP_026489951.1
OG0001725	JC_14568-RA, JC_14569-RA	XP_026499984.1
OG0001726	JC_15526-RA	XP_026501693.1, XP_026501707.1
OG0001727	JC_16152-RA	XP_026483571.1
OG0001728	JC_05530-RA	XP_026496260.1
OG0001729	JC_15521-RA	XP_026501708.1
OG0001730	JC_14564-RA, JC_14565-RA	XP_026499988.1
OG0001731	JC_12788-RA, JC_12790-RA	XP_026490966.1
OG0001733	JC_02288-RA	XP_026500449.1
OG0001733	JC_02287-RA	XP_026500484.1
OG0001734	JC_15519-RA, JC_15518-RA	XP_026501714.1
OG0001735	JC_05529-RA	XP_026496268.1, XP_026496266.1
OG0001736	JC_03567-RA	XP_026499007.1
OG0001738	JC_02357-RA	XP_026491353.1, XP_026491351.1, XP_026491352.1
OG0001739	JC_12785-RA	XP_026491019.1
OG0001740	JC_01581-RA	XP_026487047.1, XP_026487046.1
OG0001742	JC_10521-RA, JC_10520-RA	XP_026501005.1
OG0001743	JC_10522-RA	XP_026501000.1
OG0001744	JC_09772-RA, JC_09773-RA	XP_026483100.1
OG0001745	JC_15516-RA	XP_026501705.1, XP_026501704.1
OG0001746	JC_04269-RA	XP_026501430.1
OG0001747	JC_04272-RA	XP_026501509.1, XP_026501510.1
OG0001748	JC_17106-RA	XP_026493653.1, XP_026493654.1
OG0001749	JC_10298-RA	XP_026490650.1, XP_026490640.1, XP_026490632.1
OG0001750	JC_16165-RA	XP_026483484.1
OG0001751	JC_16739-RA	XP_026492414.1, XP_026492415.1, XP_026493618.1, XP_026493616.1
OG0001752	JC_06089-RA	XP_026500322.1, XP_026500323.1
OG0001753	JC_01255-RA	XP_026493700.1
OG0001754	JC_11442-RA, JC_11444-RA, JC_11443-RA, JC_11441-RA	XP_026500900.1
OG0001755	JC_12984-RA, JC_12982-RA, JC_12983-RA	XP_026500169.1
OG0001756	JC_16248-RA	XP_026483345.1
OG0001756	JC_16247-RA	XP_026483344.1
OG0001757	JC_08688-RA	XP_026496190.1
OG0001758	JC_06100-RA	XP_026497208.1
OG0001759	JC_03611-RA	XP_026488112.1
OG0001760	JC_14884-RA	XP_026498794.1
OG0001761	JC_06110-RA, JC_06111-RA	XP_026497218.1
OG0001762	JC_10560-RA	XP_026495995.1, XP_026495994.1
OG0001763	JC_09776-RA	XP_026484067.1
OG0001764	JC_14524-RA	XP_026490214.1
OG0001765	JC_14113-RA	XP_026496108.1, XP_026496109.1
OG0001766	JC_12970-RA, JC_12969-RA	XP_026500160.1
OG0001767	JC_06817-RA	XP_026494132.1
OG0001768	JC_11416-RA	XP_026492951.1
OG0001769	JC_10331-RA	XP_026495432.1
OG0001770	JC_11411-RA, JC_11410-RA	XP_026492952.1
OG0001771	JC_02029-RA	XP_026500266.1
OG0001772	JC_16763-RA	XP_026490671.1
OG0001773	JC_02304-RA	XP_026500521.1, XP_026499310.1
OG0001774	JC_10573-RA	XP_026495812.1
OG0001775	JC_14519-RA, JC_14518-RA	XP_026490201.1, XP_026490202.1, XP_026490198.1
OG0001776	JC_07690-RA	XP_026499616.1, XP_026499617.1
OG0001777	JC_08702-RA	XP_026484243.1, XP_026484241.1, XP_026484242.1
OG0001778	JC_16277-RA	XP_026483534.1, XP_026483535.1, XP_026483533.1
OG0001779	JC_00802-RA	XP_026501208.1
OG0001780	JC_08705-RA, JC_08706-RA	XP_026484234.1
OG0001781	JC_16017-RA	XP_026492505.1, XP_026492049.1, XP_026492050.1, XP_026492506.1
OG0001782	JC_07414-RA	XP_026492378.1
OG0001783	JC_08710-RA	XP_026484267.1
OG0001784	JC_16641-RA	XP_026490684.1
OG0001785	JC_06121-RA, JC_06120-RA	XP_026497199.1
OG0001786	JC_16018-RA	XP_026490651.1
OG0001787	JC_15593-RA, JC_15592-RA	XP_026492896.1
OG0001788	JC_06829-RA	XP_026488903.1
OG0001789	JC_16287-RA	XP_026483446.1
OG0001790	JC_06114-RA	XP_026497204.1
OG0001791	JC_12403-RA, JC_12404-RA	XP_026489704.1
OG0001793	JC_11387-RA	XP_026494576.1, XP_026494577.1
OG0001794	JC_14494-RA	XP_026490226.1, XP_026490225.1
OG0001795	JC_16032-RA	XP_026490641.1, XP_026490639.1, XP_026490642.1
OG0001796	JC_06147-RA	XP_026498435.1
OG0001797	JC_11385-RA	XP_026494660.1, XP_026494659.1, XP_026494661.1
OG0001798	JC_10197-RA, JC_10198-RA	XP_026493957.1
OG0001799	JC_03735-RA	XP_026490017.1
OG0001800	JC_10195-RA	XP_026494515.1
OG0001801	JC_11381-RA	XP_026494593.1
OG0001802	JC_08726-RA, JC_08727-RA	XP_026484287.1
OG0001803	JC_00814-RA	XP_026501227.1
OG0001804	JC_16772-RA	XP_026490681.1
OG0001805	JC_09790-RA	XP_026501365.1
OG0001806	JC_10605-RA, JC_10607-RA	XP_026495846.1
OG0001807	JC_14154-RA, JC_14153-RA	XP_026497253.1, XP_026497252.1
OG0001808	JC_12373-RA	XP_026489618.1
OG0001810	JC_16595-RA	XP_026486419.1
OG0001811	JC_14435-RA	XP_026497702.1, XP_026497701.1
OG0001812	JC_14038-RA	XP_026490330.1
OG0001813	JC_10184-RA, JC_10183-RA	XP_026494224.1
OG0001814	JC_04533-RA	XP_026499460.1
OG0001815	JC_10181-RA	XP_026494260.1
OG0001816	JC_09690-RA	XP_026491714.1
OG0001818	JC_03746-RA, JC_03747-RA	XP_026489897.1
OG0001819	JC_12494-RA	XP_026494250.1
OG0001821	JC_16390-RA	XP_026483392.1
OG0001822	JC_05357-RA	XP_026489831.1
OG0001823	JC_16069-RA, JC_16068-RA	XP_026490584.1
OG0001824	JC_10732-RA	XP_026495707.1
OG0001824	JC_10733-RA	XP_026495917.1
OG0001825	JC_11369-RA	XP_026494581.1
OG0001826	JC_01495-RA	XP_026486591.1
OG0001827	JC_00644-RA	XP_026484441.1
OG0001828	JC_09662-RA	XP_026485136.1
OG0001829	JC_03768-RA	XP_026494830.1
OG0001830	JC_00689-RA	XP_026484549.1, XP_026484550.1
OG0001831	JC_08018-RA	XP_026487501.1
OG0001833	JC_16347-RA, JC_16348-RA, JC_16346-RA, JC_16345-RA, JC_16344-RA	XP_026483368.1
OG0001835	JC_00682-RA	XP_026484544.1
OG0001836	JC_14860-RA	XP_026498798.1
OG0001838	JC_15978-RA	XP_026483642.1
OG0001839	JC_01481-RA	XP_026486616.1
OG0001840	JC_15982-RA, JC_15980-RA, JC_15983-RA	XP_026483674.1
OG0001841	JC_03789-RA	XP_026494972.1
OG0001842	JC_14015-RA	XP_026490356.1
OG0001843	JC_14371-RA	XP_026499348.1
OG0001844	JC_01810-RA	XP_026497341.1, XP_026497335.1
OG0001845	JC_02489-RA, JC_02488-RA	XP_026491309.1, XP_026491310.1
OG0001847	JC_14011-RA	XP_026490388.1
OG0001848	JC_16073-RA	XP_026490634.1, XP_026490631.1, XP_026490633.1
OG0001849	JC_02491-RA	XP_026491313.1
OG0001850	JC_16325-RA	XP_026483470.1
OG0001852	JC_15001-RA	XP_026490230.1
OG0001853	JC_02493-RA	XP_026491307.1
OG0001854	JC_06552-RA	XP_026498338.1
OG0001854	JC_12440-RA	XP_026494283.1
OG0001855	JC_05438-RA	XP_026496270.1
OG0001856	JC_10716-RA	XP_026495694.1
OG0001857	JC_01456-RA	XP_026497955.1, XP_026497954.1
OG0001858	JC_06067-RA	XP_026493122.1, XP_026493123.1
OG0001859	JC_01447-RA, JC_01448-RA, JC_01446-RA	XP_026497868.1
OG0001860	JC_02277-RA	XP_026500511.1, XP_026500510.1
OG0001863	JC_04556-RA	XP_026486359.1
OG0001864	JC_14352-RA	XP_026499369.1
OG0001865	JC_03482-RA	XP_026487199.1
OG0001866	JC_08079-RA	XP_026488192.1, XP_026488201.1
OG0001867	JC_11335-RA	XP_026494602.1, XP_026494601.1
OG0001868	JC_14000-RA	XP_026490377.1
OG0001870	JC_03808-RA, JC_03807-RA	XP_026494833.1
OG0001871	JC_14348-RA	XP_026499385.1, XP_026499386.1
OG0001872	JC_14347-RA	XP_026499378.1
OG0001873	JC_01429-RA	XP_026497836.1
OG0001874	JC_07464-RA, JC_07465-RA	XP_026492284.1
OG0001875	JC_04798-RA	XP_026486116.1
OG0001876	JC_00650-RA	XP_026484631.1
OG0001877	JC_16453-RA, JC_16452-RA	XP_026483153.1
OG0001878	JC_01425-RA	XP_026497822.1, XP_026497819.1, XP_026497821.1, XP_026497820.1
OG0001879	JC_14341-RA, JC_14343-RA	XP_026499337.1
OG0001880	JC_08948-RA	XP_026496915.1
OG0001882	JC_03467-RA, JC_03466-RA, JC_03465-RA	XP_026488307.1
OG0001883	JC_15674-RA	XP_026485597.1
OG0001884	JC_09569-RA	XP_026483085.1, XP_026483095.1, XP_026483112.1, XP_026483104.1
OG0001885	JC_06038-RA	XP_026493393.1
OG0001886	JC_06036-RA	XP_026493392.1
OG0001887	JC_16498-RA	XP_026499486.1
OG0001888	JC_01411-RA	XP_026497947.1
OG0001889	JC_01971-RA	XP_026496439.1, XP_026496436.1
OG0001890	JC_03460-RA	XP_026488271.1
OG0001891	JC_15944-RA	XP_026483744.1
OG0001891	JC_15945-RA	XP_026483687.1, XP_026483686.1
OG0001892	JC_12217-RA, JC_12216-RA	XP_026489106.1
OG0001893	JC_12212-RA	XP_026488874.1
OG0001894	JC_03846-RA	XP_026494946.1, XP_026494948.1, XP_026494947.1
OG0001895	JC_09621-RA	XP_026499664.1
OG0001896	JC_16962-RA	XP_026489430.1
OG0001897	JC_02520-RA	XP_026491152.1
OG0001899	JC_08925-RA	XP_026496699.1, XP_026496701.1, XP_026496700.1
OG0001900	JC_06025-RA	XP_026493458.1
OG0001901	JC_07196-RA	XP_026489204.1
OG0001902	JC_08146-RA, JC_08145-RA	XP_026488602.1
OG0001903	JC_10654-RA, JC_10655-RA, JC_10653-RA	XP_026495851.1
OG0001904	JC_06023-RA	XP_026493278.1, XP_026493277.1
OG0001905	JC_01366-RA, JC_01368-RA, JC_01369-RA	XP_026497937.1
OG0001907	JC_12741-RA, JC_12742-RA	XP_026490939.1
OG0001908	JC_07518-RA	XP_026492162.1
OG0001909	JC_14969-RA	XP_026492451.1
OG0001910	JC_15659-RA	XP_026485985.1
OG0001911	JC_02532-RA	XP_026491740.1, XP_026491741.1, XP_026491742.1, XP_026491743.1
OG0001912	JC_01979-RA	XP_026497818.1
OG0001913	JC_12739-RA	XP_026490943.1
OG0001914	JC_12736-RA	XP_026490945.1
OG0001915	JC_16433-RA	XP_026483172.1, XP_026483174.1, XP_026483173.1
OG0001916	JC_08155-RA	XP_026500417.1
OG0001917	JC_04633-RA	XP_026485763.1, XP_026485761.1
OG0001918	JC_06968-RA	XP_026499135.1, XP_026499134.1
OG0001919	JC_10657-RA	XP_026495607.1
OG0001920	JC_15645-RA, JC_15644-RA	XP_026485806.1, XP_026485798.1
OG0001921	JC_06961-RA	XP_026499172.1
OG0001922	JC_14944-RA	XP_026492474.1, XP_026492473.1, XP_026492475.1
OG0001923	JC_01991-RA	XP_026497858.1
OG0001925	JC_04314-RA	XP_026501544.1
OG0001926	JC_09928-RA	XP_026493213.1
OG0001927	JC_17228-RA, JC_16422-RA	XP_026483150.1
OG0001928	JC_08914-RA	XP_026496919.1
OG0001929	JC_02000-RA, JC_01999-RA, JC_01998-RA	XP_026497675.1
OG0001931	JC_16527-RA	XP_026483097.1
OG0001932	JC_03423-RA	XP_026488210.1
OG0001933	JC_05422-RA, JC_05425-RA	XP_026496271.1, XP_026496272.1
OG0001934	JC_09532-RA	XP_026485039.1, XP_026485032.1
OG0001935	JC_02558-RA, JC_02559-RA	XP_026491574.1
OG0001936	JC_14259-RA	XP_026499881.1, XP_026499880.1
OG0001937	JC_15922-RA, JC_15921-RA	XP_026483753.1
OG0001938	JC_01350-RA	XP_026487826.1, XP_026487827.1
OG0001939	JC_06007-RA	XP_026493389.1
OG0001940	JC_16525-RA	XP_026483113.1, XP_026483114.1
OG0001942	JC_14929-RA, JC_14928-RA	XP_026492432.1
OG0001943	JC_07647-RA	XP_026499666.1, XP_026499665.1
OG0001944	JC_09521-RA	XP_026483945.1, XP_026483937.1
OG0001945	JC_17080-RA	XP_026494124.1
OG0001945	JC_17079-RA	XP_026494122.1
OG0001946	JC_01344-RA	XP_026487887.1
OG0001947	JC_01342-RA, JC_01343-RA	XP_026487892.1
OG0001948	JC_09515-RA	XP_026485357.1
OG0001949	JC_07646-RA	XP_026499659.1
OG0001950	JC_14267-RA	XP_026499876.1, XP_026499874.1
OG0001951	JC_02580-RA	XP_026491465.1, XP_026491464.1
OG0001952	JC_03410-RA, JC_03409-RA	XP_026488295.1
OG0001953	JC_09512-RA	XP_026500703.1, XP_026500714.1
OG0001954	JC_08191-RA	XP_026487381.1, XP_026487382.1
OG0001955	JC_10644-RA, JC_09511-RA, JC_09510-RA	XP_026500179.1
OG0001956	JC_13039-RA	XP_026497557.1
OG0001957	JC_08196-RA	XP_026487428.1
OG0001958	JC_15635-RA	XP_026485757.1
OG0001959	JC_01847-RA	XP_026490146.1, XP_026490154.1, XP_026490137.1
OG0001960	JC_03325-RA, JC_03326-RA	XP_026488367.1
OG0001961	JC_15872-RA, JC_15873-RA	XP_026483817.1
OG0001962	JC_10032-RA	XP_026491750.1
OG0001963	JC_05409-RA	XP_026496346.1, XP_026496347.1
OG0001964	JC_11278-RA	XP_026493811.1
OG0001965	JC_14277-RA, JC_14278-RA	XP_026497607.1
OG0001966	JC_13945-RA	XP_026498368.1
OG0001967	JC_08894-RA	XP_026496838.1, XP_026496837.1
OG0001968	JC_02603-RA	XP_026491286.1
OG0001970	JC_02605-RA	XP_026491285.1
OG0001971	JC_14295-RA, JC_14293-RA	XP_026497656.1
OG0001972	JC_09997-RA	XP_026492016.1
OG0001973	JC_06440-RA	XP_026485329.1
OG0001974	JC_11465-RA	XP_026498006.1
OG0001975	JC_12229-RA	XP_026488987.1, XP_026488988.1
OG0001976	JC_09490-RA	XP_026491825.1
OG0001977	JC_03389-RA	XP_026488230.1
OG0001978	JC_15854-RA	XP_026483738.1
OG0001979	JC_13878-RA	XP_026501252.1
OG0001980	JC_06909-RA, JC_06908-RA	XP_026499109.1
OG0001981	JC_14241-RA, JC_14240-RA	XP_026497642.1
OG0001982	JC_04693-RA, JC_04694-RA, JC_04692-RA	XP_026485890.1
OG0001983	JC_05391-RA	XP_026496400.1
OG0001984	JC_06872-RA	XP_026499096.1
OG0001985	JC_03961-RA	XP_026494913.1
OG0001986	JC_06874-RA	XP_026499085.1, XP_026499086.1, XP_026499084.1, XP_026499083.1
OG0001988	JC_08878-RA	XP_026496803.1
OG0001989	JC_16849-RA	XP_026496058.1
OG0001989	JC_16847-RA	XP_026499761.1
OG0001990	JC_06885-RA	XP_026499073.1, XP_026499072.1
OG0001991	JC_03971-RA	XP_026495079.1
OG0001993	JC_09965-RA	XP_026493902.1
OG0001994	JC_08872-RA	XP_026496884.1
OG0001995	JC_09961-RA	XP_026493629.1
OG0001996	JC_14217-RA	XP_026492560.1, XP_026492559.1
OG0001997	JC_07597-RA, JC_07599-RA, JC_07598-RA	XP_026499674.1
OG0001998	JC_09958-RA	XP_026493640.1
OG0001998	JC_09959-RA	XP_026493656.1
OG0001999	JC_14213-RA, JC_14214-RA	XP_026494423.1
