Orthogroup	Junonia_coenia	Pararge_aegeria
OG0001408	JC_16671-RA	XP_039762587.1
OG0001409	JC_03509-RA	XP_039764119.1, XP_039754175.1
OG0001410	JC_12483-RA	XP_039757905.1
OG0001411	JC_03507-RA	XP_039753955.1
OG0001412	JC_10722-RA, JC_10721-RA	XP_039756667.1
OG0001413	JC_09659-RA	XP_039751578.1
OG0001415	JC_04383-RA	XP_039748916.1, XP_039748913.1
OG0001416	JC_16470-RA	XP_039762472.1
OG0001417	JC_10152-RA, JC_10153-RA	XP_039759248.1
OG0001418	JC_01476-RA	XP_039752660.1, XP_039752677.1, XP_039752651.1, XP_039752668.1
OG0001419	JC_01471-RA	XP_039760343.1, XP_039760355.1, XP_039760337.1, XP_039760348.1
OG0001420	JC_08062-RA	XP_039765082.1, XP_039765081.1
OG0001421	JC_12853-RA	XP_039759878.1
OG0001422	JC_14008-RA	XP_039748075.1
OG0001423	JC_06382-RA	XP_039750623.1
OG0001424	JC_02249-RA, JC_02251-RA	XP_039763105.1, XP_039763106.1
OG0001426	JC_12134-RA	XP_039751992.1
OG0001427	JC_09592-RA, JC_09591-RA, JC_09590-RA	XP_039751573.1, XP_039751570.1, XP_039751571.1, XP_039751572.1
OG0001428	JC_02244-RA	XP_039763658.1, XP_039763659.1, XP_039763657.1
OG0001429	JC_02508-RA	XP_039745803.1
OG0001430	JC_13093-RA	XP_039760340.1, XP_039760154.1
OG0001431	JC_15950-RA	XP_039747954.1, XP_039747953.1
OG0001432	JC_01948-RA, JC_01949-RA	XP_039763710.1
OG0001433	JC_13570-RA, JC_13562-RA	XP_039747168.1
OG0001434	JC_10120-RA	XP_039759142.1
OG0001435	JC_03834-RA	XP_039747067.1, XP_039747066.1
OG0001436	JC_15948-RA	XP_039747959.1
OG0001437	JC_09566-RA	XP_039751175.1, XP_039751176.1
OG0001438	JC_04097-RA	XP_039746690.1
OG0001438	JC_04095-RA	XP_039747307.1
OG0001439	JC_04581-RA	XP_039748591.1
OG0001440	JC_12763-RA	XP_039757669.1
OG0001441	JC_03432-RA	XP_039754472.1, XP_039754473.1
OG0001442	JC_07446-RA	XP_039753712.1
OG0001443	JC_01386-RA	XP_039759440.1
OG0001445	JC_16997-RA	XP_039762254.1, XP_039762235.1, XP_039762236.1
OG0001446	JC_06972-RA, JC_06973-RA	XP_039755714.1
OG0001447	JC_04628-RA	XP_039748741.1
OG0001448	JC_13061-RA	XP_039759872.1, XP_039759873.1, XP_039759871.1
OG0001449	JC_09535-RA	XP_039751646.1
OG0001450	JC_10074-RA	XP_039759024.1
OG0001451	JC_03436-RA	XP_039754035.1, XP_039754490.1
OG0001452	JC_10059-RA	XP_039759586.1
OG0001453	JC_16904-RA	XP_039761905.1
OG0001454	JC_13046-RA	XP_039759817.1, XP_039759818.1
OG0001455	JC_02553-RA, JC_02552-RA	XP_039745573.1
OG0001456	JC_06950-RA, JC_06949-RA, JC_06948-RA	XP_039755344.1
OG0001457	JC_00602-RA	XP_039765366.1
OG0001458	JC_06947-RA	XP_039755440.1, XP_039755441.1
OG0001459	JC_06944-RA	XP_039755540.1, XP_039755539.1
OG0001460	JC_02010-RA	XP_039764221.1, XP_039763384.1
OG0001461	JC_16506-RA, JC_16505-RA, JC_16504-RA	XP_039762603.1, XP_039762606.1, XP_039762605.1, XP_039762604.1
OG0001462	JC_09519-RA	XP_039751086.1
OG0001463	JC_10676-RA, JC_10674-RA	XP_039756040.1
OG0001464	JC_03881-RA	XP_039746907.1, XP_039746906.1
OG0001465	JC_10679-RA	XP_039756056.1
OG0001467	JC_15866-RA, JC_15869-RA, JC_15868-RA	XP_039747645.1
OG0001468	JC_13959-RA	XP_039747779.1
OG0001469	JC_10688-RA, JC_10690-RA	XP_039756746.1
OG0001470	JC_07040-RA	XP_039755908.1
OG0001471	JC_02583-RA	XP_039745928.1
OG0001472	JC_09506-RA	XP_039751368.1, XP_039751369.1, XP_039751367.1
OG0001473	JC_16931-RA, JC_16929-RA, JC_16930-RA	XP_039762035.1
OG0001474	JC_15883-RA	XP_039748159.1, XP_039748160.1, XP_039748158.1
OG0001475	JC_13942-RA	XP_039748208.1
OG0001476	JC_15884-RA	XP_039747643.1, XP_039747642.1
OG0001477	JC_13941-RA	XP_039747591.1
OG0001479	JC_01131-RA	XP_039752980.1, XP_039752971.1
OG0001480	JC_10826-RA	XP_039756470.1
OG0001481	JC_12315-RA, JC_12316-RA	XP_039757783.1
OG0001482	JC_14287-RA, JC_14288-RA	XP_039750565.1
OG0001483	JC_00567-RA	XP_039745039.1
OG0001484	JC_11468-RA	XP_039756760.1
OG0001485	JC_04678-RA	XP_039749054.1
OG0001486	JC_06467-RA	XP_039750280.1
OG0001487	JC_09482-RA	XP_039751182.1
OG0001487	JC_09481-RA	XP_039751645.1
OG0001488	JC_14801-RA	XP_039760557.1, XP_039760554.1, XP_039760553.1, XP_039760552.1
OG0001489	JC_14226-RA, JC_03240-RA	XP_039746201.1, XP_039750312.1
OG0001490	JC_15721-RA	XP_039760957.1, XP_039760956.1
OG0001492	JC_02060-RA	XP_039763807.1, XP_039763806.1, XP_039763805.1
OG0001493	JC_11666-RA	XP_039751976.1
OG0001494	JC_13899-RA, JC_13900-RA	XP_039747924.1
OG0001495	JC_13203-RA	XP_039760300.1
OG0001496	JC_16879-RA, JC_16876-RA	XP_039762038.1
OG0001496	JC_16877-RA	XP_039762039.1
OG0001497	JC_13903-RA	XP_039747625.1
OG0001499	JC_12253-RA, JC_12252-RA	XP_039757438.1
OG0001500	JC_05946-RA, JC_05945-RA	XP_039758714.1
OG0001502	JC_07592-RA	XP_039753113.1
OG0001503	JC_12113-RA, JC_12114-RA	XP_039752222.1
OG0001504	JC_15823-RA	XP_039747615.1
OG0001505	JC_01179-RA	XP_039757966.1, XP_039757980.1, XP_039757972.1
OG0001506	JC_12248-RA	XP_039758152.1
OG0001507	JC_13207-RA	XP_039759792.1, XP_039759793.1, XP_039759794.1
OG0001508	JC_04758-RA	XP_039749107.1, XP_039749108.1
OG0001509	JC_01182-RA	XP_039757386.1
OG0001511	JC_01183-RA	XP_039759240.1, XP_039759233.1
OG0001512	JC_03334-RA	XP_039754261.1
OG0001513	JC_14719-RA	XP_039760662.1
OG0001514	JC_05309-RA	XP_039755054.1
OG0001515	JC_01203-RA	XP_039754948.1
OG0001516	JC_07152-RA	XP_039755265.1, XP_039755264.1
OG0001519	JC_05305-RA	XP_039755028.1, XP_039755031.1
OG0001519	JC_05304-RA	XP_039755029.1
OG0001520	JC_11924-RA	XP_039752217.1
OG0001521	JC_11927-RA	XP_039752572.1, XP_039751967.1, XP_039752372.1
OG0001522	JC_08287-RA	XP_039764189.1
OG0001523	JC_01217-RA	XP_039753871.1, XP_039753880.1
OG0001524	JC_12565-RA	XP_039757758.1
OG0001526	JC_05905-RA, JC_05907-RA, JC_05909-RA, JC_05906-RA	XP_039758402.1, XP_039758403.1
OG0001527	JC_13718-RA	XP_039748701.1, XP_039749338.1
OG0001528	JC_04916-RA, JC_04915-RA	XP_039749086.1
OG0001529	JC_13222-RA	XP_039759892.1, XP_039759891.1
OG0001530	JC_00384-RA	XP_039765461.1
OG0001531	JC_15748-RA, JC_15749-RA	XP_039761092.1
OG0001532	JC_11949-RA	XP_039752483.1, XP_039752484.1
OG0001533	JC_02135-RA	XP_039764069.1
OG0001534	JC_11225-RA	XP_039756920.1
OG0001535	JC_01246-RA	XP_039760193.1
OG0001536	JC_09406-RA	XP_039751482.1
OG0001537	JC_15505-RA	XP_039750272.1
OG0001537	JC_02137-RA	XP_039763556.1
OG0001538	JC_04902-RA	XP_039748989.1
OG0001539	JC_00319-RA	XP_039765800.1
OG0001540	JC_02694-RA	XP_039745692.1
OG0001541	JC_03281-RA	XP_039754515.1
OG0001542	JC_14737-RA, JC_14736-RA	XP_039760399.1
OG0001543	JC_11971-RA	XP_039752123.1
OG0001544	JC_03279-RA	XP_039754257.1, XP_039754256.1, XP_039754258.1
OG0001545	JC_13676-RA, JC_13693-RA	XP_039755016.1
OG0001546	JC_07140-RA	XP_039755564.1
OG0001547	JC_14744-RA	XP_039760657.1
OG0001548	JC_08810-RA	XP_039749487.1
OG0001549	JC_04879-RA, JC_04880-RA	XP_039748777.1
OG0001550	JC_02154-RA	XP_039764135.1, XP_039764133.1, XP_039764132.1
OG0001551	JC_12280-RA	XP_039757810.1
OG0001552	JC_00359-RA	XP_039765681.1
OG0001553	JC_11986-RA	XP_039752172.1, XP_039752173.1
OG0001554	JC_10344-RA, JC_10348-RA	XP_039759155.1
OG0001555	JC_08335-RA	XP_039764590.1, XP_039764589.1, XP_039764591.1
OG0001556	JC_08344-RA	XP_039765115.1, XP_039765114.1, XP_039765113.1
OG0001557	JC_07539-RA	XP_039752955.1
OG0001558	JC_13260-RA	XP_039759940.1, XP_039759941.1, XP_039759939.1, XP_039759942.1
OG0001559	JC_07666-RA	XP_039753039.1
OG0001559	JC_07665-RA	XP_039753034.1
OG0001560	JC_07112-RA	XP_039755309.1
OG0001561	JC_04130-RA	XP_039746747.1
OG0001562	JC_07686-RA	XP_039753735.1
OG0001563	JC_10933-RA	XP_039756185.1
OG0001564	JC_13755-RA	XP_039748058.1
OG0001565	JC_00260-RA, JC_05711-RA	XP_039758569.1
OG0001566	JC_12036-RA, JC_12037-RA	XP_039752429.1, XP_039752426.1, XP_039752428.1
OG0001567	JC_06671-RA	XP_039750485.1, XP_039750483.1, XP_039750484.1
OG0001568	JC_13626-RA	XP_039757390.1
OG0001570	JC_06664-RA	XP_039750961.1, XP_039750960.1
OG0001571	JC_09341-RA	XP_039751365.1, XP_039751606.1
OG0001572	JC_04852-RA	XP_039748790.1, XP_039748788.1
OG0001573	JC_13789-RA, JC_13788-RA	XP_039747538.1
OG0001574	JC_04150-RA, JC_04151-RA, JC_04153-RA	XP_039746777.1
OG0001576	JC_03220-RA	XP_039754559.1
OG0001577	JC_00429-RA, JC_00428-RA, JC_00427-RA	XP_039765716.1
OG0001578	JC_01050-RA	XP_039755377.1
OG0001579	JC_00435-RA	XP_039765723.1, XP_039765722.1
OG0001580	JC_05805-RA	XP_039758699.1
OG0001581	JC_00310-RA	XP_039765478.1
OG0001582	JC_00308-RA	XP_039765781.1
OG0001583	JC_15382-RA	XP_039761620.1
OG0001584	JC_00301-RA, JC_00302-RA, JC_00303-RA	XP_039745361.1
OG0001585	JC_01854-RA, JC_01853-RA	XP_039763348.1
OG0001586	JC_15509-RA	XP_039761614.1, XP_039761615.1, XP_039761616.1, XP_039761617.1
OG0001587	JC_10452-RA	XP_039758938.1, XP_039758939.1
OG0001588	JC_05794-RA	XP_039758799.1
OG0001589	JC_10972-RA	XP_039756425.1, XP_039756354.1
OG0001590	JC_12078-RA, JC_12079-RA, JC_12080-RA	XP_039752580.1, XP_039752608.1
OG0001591	JC_11145-RA	XP_039757047.1
OG0001592	JC_06652-RA	XP_039750463.1
OG0001593	JC_01070-RA	XP_039752613.1
OG0001594	JC_04815-RA	XP_039748597.1
OG0001595	JC_12576-RA	XP_039757987.1, XP_039757984.1, XP_039757985.1, XP_039757986.1
OG0001596	JC_07054-RA	XP_039755684.1
OG0001597	JC_08454-RA, JC_08455-RA	XP_039765053.1
OG0001598	JC_03176-RA	XP_039754452.1
OG0001599	JC_01096-RA	XP_039761439.1
OG0001600	JC_07776-RA	XP_039764307.1, XP_039763087.1, XP_039764328.1, XP_039752854.1
OG0001601	JC_09039-RA, JC_09040-RA, JC_09041-RA	XP_039749451.1, XP_039749452.1
OG0001602	JC_05831-RA, JC_05832-RA	XP_039758235.1, XP_039758236.1
OG0001603	JC_16192-RA, JC_16195-RA, JC_16194-RA, JC_16196-RA	XP_039752017.1
OG0001604	JC_11772-RA	XP_039752131.1
OG0001605	JC_11779-RA	XP_039751954.1
OG0001607	JC_00240-RA	XP_039765861.1, XP_039765559.1
OG0001608	JC_07212-RA, JC_07211-RA	XP_039755545.1
OG0001610	JC_08490-RA	XP_039764742.1, XP_039764741.1, XP_039764743.1
OG0001611	JC_09071-RA	XP_039749959.1
OG0001612	JC_03126-RA, JC_03125-RA	XP_039754096.1
OG0001613	JC_03121-RA	XP_039754356.1
OG0001614	JC_15419-RA	XP_039761581.1
OG0001615	JC_13514-RA	XP_039748653.1
OG0001616	JC_11030-RA, JC_11029-RA	XP_039756696.1
OG0001617	JC_09097-RA, JC_09095-RA, JC_09096-RA	XP_039749569.1
OG0001619	JC_09252-RA	XP_039751498.1
OG0001620	JC_11093-RA, JC_11092-RA	XP_039756794.1
OG0001621	JC_07851-RA	XP_039752948.1
OG0001622	JC_05743-RA	XP_039758579.1, XP_039758581.1
OG0001623	JC_00164-RA	XP_039745442.1
OG0001624	JC_09204-RA	XP_039751064.1
OG0001626	JC_08523-RA, JC_08524-RA	XP_039763113.1
OG0001627	JC_09199-RA, JC_09200-RA	XP_039751062.1
OG0001628	JC_15510-RA, JC_00880-RA	XP_039755112.1
OG0001629	JC_00882-RA	XP_039755588.1
OG0001630	JC_03050-RA	XP_039753835.1, XP_039753836.1
OG0001631	JC_00890-RA	XP_039753824.1
OG0001632	JC_13468-RA	XP_039746478.1, XP_039746496.1, XP_039746487.1, XP_039746513.1, XP_039746505.1
OG0001633	JC_00149-RA	XP_039745126.1
OG0001633	JC_00146-RA, JC_00132-RA	XP_039765306.1
OG0001634	JC_09188-RA	XP_039751214.1
OG0001635	JC_07877-RA	XP_039753684.1
OG0001636	JC_10949-RA	XP_039757137.1
OG0001637	JC_09147-RA, JC_09146-RA, JC_09144-RA, JC_09143-RA	XP_039749966.1
OG0001638	JC_11905-RA, JC_11903-RA	XP_039751932.1
OG0001639	JC_01701-RA	XP_039764054.1
OG0001640	JC_09157-RA	XP_039749969.1, XP_039749970.1
OG0001641	JC_11649-RA	XP_039752595.1
OG0001642	JC_11634-RA	XP_039751879.1, XP_039751880.1
OG0001643	JC_00093-RA	XP_039745253.1, XP_039745252.1, XP_039745251.1, XP_039745254.1
OG0001644	JC_01678-RA	XP_039763781.1, XP_039763782.1, XP_039763783.1
OG0001645	JC_13398-RA	XP_039764940.1, XP_039764950.1, XP_039764928.1, XP_039764918.1
OG0001647	JC_02963-RA	XP_039753772.1
OG0001648	JC_13393-RA	XP_039752542.1
OG0001649	JC_02784-RA, JC_02786-RA	XP_039745589.1
OG0001650	JC_08580-RA	XP_039765029.1
OG0001651	JC_11621-RA	XP_039751919.1
OG0001652	JC_11625-RA	XP_039764413.1
OG0001652	JC_11624-RA	XP_039751865.1
OG0001653	JC_04245-RA, JC_04244-RA	XP_039746980.1
OG0001656	JC_14231-RA	XP_039745395.1
OG0001657	JC_09689-RA, JC_09687-RA	XP_039751356.1
OG0001659	JC_11999-RA, JC_07218-RA	XP_039755619.1, XP_039755618.1
OG0001660	JC_11968-RA	XP_039751979.1, XP_039751978.1
OG0001662	JC_14583-RA, JC_10787-RA, JC_11918-RA, JC_15183-RA, JC_11244-RA, JC_08349-RA, JC_02956-RA, JC_15326-RA, JC_12021-RA, JC_05960-RA	XP_039748898.1
OG0001670	JC_16374-RA, JC_16375-RA	XP_039752328.1
OG0001671	JC_14990-RA, JC_14992-RA	XP_039760873.1
OG0001672	JC_06135-RA	XP_039750874.1
OG0001673	JC_14256-RA, JC_14255-RA	XP_039750977.1
OG0001674	JC_15959-RA	XP_039748470.1, XP_039748469.1
OG0001676	JC_14829-RA	XP_039760651.1
OG0001677	JC_13121-RA	XP_039760334.1
OG0001678	JC_00695-RA, JC_00694-RA	XP_039765920.1
OG0001680	JC_10461-RA	XP_039756447.1
OG0001681	JC_17049-RA	XP_039762345.1, XP_039762343.1, XP_039762344.1, XP_039761455.1
OG0001682	JC_05686-RA	XP_039758468.1, XP_039758467.1
OG0001683	JC_06333-RA	XP_039750302.1, XP_039750303.1, XP_039750304.1
OG0001684	JC_06335-RA, JC_06336-RA	XP_039750695.1, XP_039750693.1
OG0001685	JC_15228-RA	XP_039761780.1, XP_039761781.1
OG0001686	JC_14834-RA	XP_039760792.1
OG0001687	JC_06331-RA	XP_039750239.1, XP_039750238.1
OG0001688	JC_05687-RA	XP_039758774.1, XP_039758773.1
OG0001689	JC_16705-RA, JC_16706-RA	XP_039762773.1
OG0001690	JC_12816-RA, JC_12815-RA, JC_12814-RA	XP_039758088.1
OG0001691	JC_16179-RA, JC_16178-RA	XP_039751825.1
OG0001692	JC_16187-RA, JC_16184-RA	XP_039752165.1, XP_039752166.1
OG0001693	JC_07699-RA	XP_039760126.1, XP_039760125.1
OG0001695	JC_07342-RA	XP_039753720.1, XP_039753443.1
OG0001696	JC_10265-RA	XP_039759693.1
OG0001697	JC_03529-RA	XP_039754513.1, XP_039754514.1
OG0001698	JC_02411-RA	XP_039745999.1, XP_039745998.1, XP_039745996.1, XP_039745997.1
OG0001699	JC_02408-RA, JC_02409-RA	XP_039745952.1, XP_039745950.1
OG0001701	JC_14626-RA	XP_039747919.1
OG0001702	JC_16221-RA	XP_039752381.1, XP_039752383.1, XP_039752382.1
OG0001703	JC_01962-RA	XP_039763276.1, XP_039763275.1
OG0001704	JC_16690-RA	XP_039762961.1
OG0001705	JC_14608-RA	XP_039748723.1
OG0001706	JC_17153-RA	XP_039761971.1
OG0001707	JC_16691-RA	XP_039762832.1
OG0001708	JC_06290-RA	XP_039750681.1, XP_039750683.1
OG0001709	JC_10485-RA	XP_039756000.1
OG0001710	JC_15047-RA	XP_039760828.1
OG0001711	JC_15559-RA	XP_039761122.1
OG0001713	JC_15209-RA	XP_039761657.1, XP_039761655.1, XP_039761656.1
OG0001714	JC_15555-RA	XP_039761023.1, XP_039761022.1
OG0001715	JC_04448-RA	XP_039749102.1
OG0001716	JC_04451-RA, JC_04450-RA	XP_039749051.1
OG0001718	JC_12805-RA, JC_12806-RA	XP_039757617.1
OG0001719	JC_16704-RA	XP_039762639.1, XP_039762638.1
OG0001720	JC_10277-RA	XP_039759108.1
OG0001721	JC_15546-RA	XP_039761317.1, XP_039761326.1
OG0001722	JC_05551-RA	XP_039755039.1, XP_039755239.1
OG0001723	JC_05538-RA, JC_05541-RA	XP_039754635.1
OG0001724	JC_03658-RA	XP_039747334.1
OG0001725	JC_14568-RA, JC_14569-RA	XP_039765865.1
OG0001726	JC_15526-RA	XP_039761235.1
OG0001727	JC_16152-RA	XP_039751759.1
OG0001728	JC_05530-RA	XP_039754993.1
OG0001729	JC_15521-RA	XP_039761074.1
OG0001730	JC_14564-RA, JC_14565-RA	XP_039746873.1, XP_039749398.1
OG0001731	JC_12788-RA	XP_039757729.1
OG0001733	JC_02288-RA, JC_02287-RA	XP_039763212.1
OG0001734	JC_15518-RA	XP_039761144.1
OG0001735	JC_05529-RA	XP_039755235.1
OG0001736	JC_03567-RA	XP_039754315.1
OG0001738	JC_02357-RA	XP_039746370.1
OG0001739	JC_12785-RA	XP_039757445.1
OG0001740	JC_01581-RA	XP_039759366.1, XP_039759375.1
OG0001742	JC_10521-RA, JC_10520-RA	XP_039756643.1, XP_039756200.1
OG0001743	JC_10522-RA	XP_039756160.1
OG0001744	JC_09771-RA, JC_09772-RA, JC_09773-RA	XP_039751503.1
OG0001745	JC_15516-RA	XP_039761247.1, XP_039761249.1, XP_039761248.1
OG0001746	JC_04269-RA	XP_039747489.1, XP_039747490.1, XP_039747488.1
OG0001747	JC_04272-RA	XP_039747052.1
OG0001748	JC_17106-RA	XP_039762103.1
OG0001749	JC_10298-RA	XP_039759533.1, XP_039759531.1, XP_039759532.1
OG0001750	JC_16165-RA	XP_039752115.1
OG0001751	JC_16739-RA	XP_039762970.1
OG0001752	JC_06089-RA	XP_039750834.1, XP_039750835.1
OG0001753	JC_01255-RA	XP_039756669.1
OG0001754	JC_11442-RA, JC_11444-RA, JC_11443-RA, JC_11441-RA	XP_039757401.1
OG0001755	JC_12984-RA, JC_12982-RA, JC_12983-RA	XP_039760272.1
OG0001756	JC_16247-RA	XP_039752408.1
OG0001757	JC_08688-RA	XP_039749447.1, XP_039749445.1
OG0001758	JC_06099-RA, JC_06100-RA	XP_039750251.1
OG0001759	JC_03611-RA	XP_039753884.1
OG0001760	JC_14884-RA	XP_039760607.1
OG0001761	JC_06110-RA, JC_06111-RA	XP_039750954.1, XP_039750956.1, XP_039750955.1
OG0001762	JC_10560-RA	XP_039756754.1, XP_039756753.1
OG0001763	JC_09776-RA	XP_039751523.1, XP_039751522.1, XP_039751525.1, XP_039751524.1
OG0001764	JC_14524-RA	XP_039745557.1
OG0001765	JC_14113-RA	XP_039747523.1, XP_039747522.1
OG0001767	JC_06817-RA	XP_039755340.1
OG0001768	JC_00171-RA, JC_11416-RA	XP_039757151.1
OG0001769	JC_10331-RA	XP_039759016.1
OG0001770	JC_11411-RA, JC_11410-RA	XP_039756852.1
OG0001771	JC_02029-RA	XP_039763978.1
OG0001772	JC_16764-RA, JC_16763-RA, JC_16765-RA	XP_039762761.1
OG0001773	JC_02304-RA	XP_039763404.1
OG0001774	JC_10573-RA	XP_039756058.1
OG0001775	JC_14519-RA, JC_14518-RA	XP_039745088.1
OG0001776	JC_07690-RA	XP_039753160.1, XP_039753159.1
OG0001777	JC_08702-RA	XP_039749665.1
OG0001778	JC_16277-RA	XP_039752197.1
OG0001779	JC_00802-RA	XP_039745429.1
OG0001780	JC_08705-RA, JC_08706-RA	XP_039749975.1
OG0001781	JC_16017-RA	XP_039748358.1
OG0001782	JC_07414-RA	XP_039752884.1, XP_039752883.1, XP_039752885.1
OG0001783	JC_08710-RA	XP_039749924.1
OG0001784	JC_16641-RA	XP_039762914.1
OG0001785	JC_06121-RA, JC_06120-RA	XP_039750264.1
OG0001786	JC_16018-RA	XP_039747903.1, XP_039747904.1, XP_039747902.1
OG0001787	JC_15592-RA	XP_039761057.1
OG0001788	JC_06829-RA	XP_039755586.1, XP_039755587.1
OG0001789	JC_16287-RA	XP_039752045.1
OG0001790	JC_06114-RA	XP_039750559.1
OG0001791	JC_12403-RA, JC_12404-RA	XP_039757818.1
OG0001793	JC_11387-RA	XP_039757416.1, XP_039757415.1
OG0001794	JC_14494-RA	XP_039765028.1, XP_039765046.1, XP_039765038.1
OG0001795	JC_16032-RA	XP_039747760.1
OG0001796	JC_06147-RA	XP_039750966.1, XP_039750469.1
OG0001797	JC_11385-RA	XP_039757171.1, XP_039757173.1
OG0001798	JC_10197-RA, JC_10198-RA	XP_039758923.1
OG0001799	JC_03735-RA, JC_03734-RA	XP_039747141.1
OG0001800	JC_10196-RA, JC_10195-RA	XP_039759214.1
OG0001801	JC_11381-RA	XP_039756926.1
OG0001802	JC_08726-RA	XP_039749904.1
OG0001803	JC_00815-RA, JC_00814-RA	XP_039745125.1
OG0001804	JC_16772-RA	XP_039762585.1, XP_039762584.1
OG0001805	JC_09790-RA	XP_039751564.1
OG0001806	JC_10605-RA, JC_10607-RA	XP_039756380.1, XP_039756379.1, XP_039756381.1
OG0001807	JC_14154-RA, JC_14153-RA	XP_039748104.1
OG0001808	JC_12373-RA	XP_039757781.1
OG0001810	JC_16595-RA	XP_039762548.1, XP_039762547.1
OG0001811	JC_14435-RA	XP_039764876.1, XP_039764885.1
OG0001812	JC_14038-RA	XP_039748089.1
OG0001813	JC_10183-RA	XP_039759477.1
OG0001814	JC_04532-RA, JC_04533-RA	XP_039749170.1
OG0001815	JC_10180-RA, JC_10181-RA	XP_039759243.1
OG0001816	JC_09690-RA	XP_039751719.1
OG0001818	JC_03746-RA	XP_039747244.1
OG0001819	JC_12493-RA, JC_12494-RA	XP_039757639.1
OG0001820	JC_09682-RA	XP_039751310.1
OG0001821	JC_16390-RA, JC_16389-RA	XP_039752187.1
OG0001822	JC_05357-RA	XP_039754690.1
OG0001823	JC_16068-RA	XP_039748260.1
OG0001824	JC_10732-RA, JC_10733-RA	XP_039756337.1
OG0001826	JC_01495-RA	XP_039761466.1
OG0001827	JC_00644-RA	XP_039745475.1
OG0001828	JC_09662-RA	XP_039751692.1
OG0001829	JC_03768-RA	XP_039747297.1, XP_039747295.1, XP_039747296.1
OG0001830	JC_00689-RA	XP_039745310.1, XP_039745309.1
OG0001831	JC_08018-RA	XP_039765108.1
OG0001832	JC_14245-RA, JC_05222-RA, JC_11669-RA	XP_039760435.1, XP_039759559.1
OG0001833	JC_16347-RA, JC_16348-RA, JC_16346-RA, JC_16345-RA, JC_16344-RA	XP_039752723.1
OG0001834	JC_15694-RA	XP_039761302.1
OG0001835	JC_00682-RA	XP_039765482.1, XP_039765481.1
OG0001836	JC_14860-RA	XP_039760593.1
OG0001838	JC_15978-RA	XP_039747822.1
OG0001839	JC_01481-RA	XP_039752754.1, XP_039752724.1
OG0001840	JC_15982-RA, JC_15980-RA, JC_15983-RA	XP_039747925.1
OG0001841	JC_03789-RA	XP_039747365.1
OG0001842	JC_14015-RA	XP_039748229.1
OG0001843	JC_14371-RA, JC_14370-RA	XP_039761190.1
OG0001844	JC_01810-RA	XP_039763876.1, XP_039763877.1
OG0001845	JC_02489-RA, JC_02488-RA	XP_039746016.1, XP_039746018.1
OG0001847	JC_14011-RA	XP_039747899.1
OG0001848	JC_16073-RA	XP_039748382.1, XP_039748381.1, XP_039748383.1
OG0001849	JC_02491-RA	XP_039746011.1
OG0001850	JC_16325-RA	XP_039752230.1
OG0001851	JC_12443-RA, JC_12439-RA	XP_039757855.1
OG0001852	JC_15001-RA	XP_039760691.1
OG0001853	JC_02493-RA	XP_039745881.1
OG0001854	JC_06552-RA	XP_039750333.1
OG0001854	JC_12440-RA	XP_039757854.1
OG0001855	JC_05438-RA	XP_039754855.1
OG0001856	JC_10716-RA	XP_039756561.1, XP_039756562.1
OG0001857	JC_01456-RA	XP_039758313.1
OG0001858	JC_06067-RA	XP_039758363.1
OG0001859	JC_01447-RA, JC_01448-RA, JC_01446-RA	XP_039756539.1, XP_039756530.1, XP_039756547.1
OG0001860	JC_02277-RA	XP_039763822.1
OG0001863	JC_04558-RA, JC_04556-RA	XP_039748573.1
OG0001864	JC_14352-RA	XP_039751341.1
OG0001865	JC_03482-RA	XP_039754174.1
OG0001866	JC_08079-RA	XP_039764793.1
OG0001867	JC_11335-RA	XP_039757377.1
OG0001868	JC_14000-RA	XP_039748102.1, XP_039748101.1
OG0001869	JC_06387-RA	XP_039750903.1
OG0001870	JC_03808-RA, JC_03807-RA	XP_039747145.1
OG0001871	JC_14348-RA	XP_039747949.1, XP_039747941.1
OG0001873	JC_01429-RA	XP_039754308.1, XP_039754301.1
OG0001874	JC_07464-RA, JC_07465-RA	XP_039753173.1
OG0001875	JC_04798-RA	XP_039748527.1, XP_039749226.1
OG0001876	JC_00650-RA	XP_039765641.1
OG0001877	JC_16453-RA, JC_16452-RA	XP_039762661.1
OG0001878	JC_01425-RA	XP_039756822.1
OG0001879	JC_14341-RA, JC_14343-RA	XP_039749804.1
OG0001880	JC_08948-RA	XP_039749369.1
OG0001882	JC_03467-RA, JC_03466-RA	XP_039753924.1
OG0001883	JC_15674-RA	XP_039760926.1, XP_039760929.1, XP_039760927.1, XP_039760928.1
OG0001884	JC_09569-RA	XP_039751020.1
OG0001885	JC_06038-RA	XP_039758483.1, XP_039758484.1, XP_039758485.1, XP_039758486.1
OG0001886	JC_06036-RA	XP_039758646.1
OG0001888	JC_01411-RA	XP_039758893.1
OG0001889	JC_01971-RA	XP_039763610.1, XP_039763611.1
OG0001890	JC_03460-RA	XP_039753764.1, XP_039753763.1
OG0001891	JC_15944-RA, JC_15945-RA	XP_039747882.1
OG0001892	JC_12217-RA	XP_039751920.1
OG0001894	JC_03846-RA	XP_039747479.1
OG0001895	JC_09621-RA, JC_09620-RA	XP_039751016.1
OG0001896	JC_16962-RA	XP_039761926.1, XP_039761927.1, XP_039761924.1
OG0001898	JC_08285-RA	XP_039752987.1, XP_039752988.1
OG0001899	JC_08925-RA	XP_039750142.1, XP_039750093.1
