Orthogroup	Junonia_coenia	Bicyclus_anynana
OG0001603	JC_16192-RA, JC_16195-RA, JC_16194-RA, JC_16196-RA	Bany_09886-RA
OG0001605	JC_11779-RA	Bany_01598-RA
OG0001606	JC_14452-RA, JC_16717-RA, JC_14584-RA, JC_16251-RA, JC_05117-RA, JC_14175-RA, JC_05673-RA, JC_05842-RA, JC_10085-RA, JC_05672-RA, JC_14116-RA, JC_09161-RA	Bany_15963-RA
OG0001607	JC_00240-RA	Bany_00672-RA
OG0001608	JC_07212-RA, JC_07211-RA	Bany_14168-RA
OG0001609	JC_15433-RA	Bany_07118-RA
OG0001610	JC_08490-RA	Bany_04086-RA
OG0001611	JC_09071-RA	Bany_12335-RA
OG0001612	JC_03125-RA	Bany_08476-RA
OG0001613	JC_03121-RA	Bany_08480-RA
OG0001614	JC_15419-RA	Bany_07137-RA
OG0001615	JC_13513-RA	Bany_02442-RA
OG0001615	JC_13514-RA	Bany_02441-RA
OG0001616	JC_11030-RA	Bany_14851-RA
OG0001616	JC_11029-RA	Bany_14852-RA
OG0001617	JC_09097-RA, JC_09095-RA, JC_09096-RA	Bany_12348-RA
OG0001619	JC_09252-RA	Bany_06447-RA
OG0001620	JC_11093-RA	Bany_13575-RA
OG0001621	JC_07851-RA	Bany_09245-RA
OG0001622	JC_05743-RA	Bany_15420-RA
OG0001623	JC_00165-RA	Bany_00750-RA
OG0001623	JC_00164-RA	Bany_00751-RA
OG0001624	JC_09204-RA, JC_09203-RA	Bany_06487-RA
OG0001626	JC_08523-RA	Bany_04133-RA
OG0001626	JC_08524-RA	Bany_04136-RA
OG0001627	JC_09200-RA	Bany_06492-RA, Bany_06491-RA
OG0001628	JC_15510-RA, JC_00880-RA	Bany_04988-RA
OG0001629	JC_00882-RA	Bany_04989-RA
OG0001629	JC_00883-RA	Bany_04990-RA, Bany_04991-RA
OG0001630	JC_03050-RA	Bany_08557-RA
OG0001631	JC_00889-RA	Bany_04997-RA
OG0001631	JC_00890-RA	Bany_04998-RA
OG0001632	JC_13468-RA	Bany_02480-RA
OG0001633	JC_00149-RA	Bany_00772-RA
OG0001634	JC_09189-RA	Bany_06516-RA
OG0001634	JC_09188-RA	Bany_06515-RA
OG0001635	JC_07877-RA	Bany_09283-RA
OG0001636	JC_10949-RA	Bany_05025-RA
OG0001637	JC_09147-RA, JC_09146-RA, JC_09144-RA, JC_09143-RA	Bany_12397-RA, Bany_12400-RA, Bany_12399-RA
OG0001638	JC_11905-RA	Bany_01709-RA
OG0001638	JC_11903-RA	Bany_01707-RA
OG0001639	JC_01701-RA	Bany_07803-RA
OG0001640	JC_09157-RA	Bany_12410-RA
OG0001640	JC_09158-RA	Bany_12409-RA
OG0001641	JC_11649-RA	Bany_01717-RA
OG0001642	JC_11634-RA	Bany_01723-RA
OG0001643	JC_00093-RA	Bany_00822-RA
OG0001644	JC_01678-RA	Bany_07851-RA
OG0001645	JC_13398-RA	Bany_02551-RA
OG0001647	JC_02963-RA	Bany_08624-RA
OG0001648	JC_13393-RA	Bany_02554-RA, Bany_02556-RA
OG0001649	JC_02784-RA	Bany_05819-RA
OG0001649	JC_02786-RA	Bany_05818-RA
OG0001650	JC_08580-RA	Bany_04234-RA
OG0001651	JC_11622-RA	Bany_01791-RA, Bany_01790-RA
OG0001651	JC_11621-RA	Bany_01789-RA
OG0001652	JC_11624-RA	Bany_01794-RA
OG0001653	JC_04245-RA	Bany_03430-RA
OG0001653	JC_04244-RA	Bany_03429-RA
OG0001654	JC_01111-RA	Bany_05167-RA
OG0001670	JC_16374-RA	Bany_01190-RA
OG0001670	JC_16375-RA	Bany_18177-RA
OG0001671	JC_14990-RA, JC_14992-RA	Bany_17862-RA, Bany_18175-RA
OG0001672	JC_06135-RA	Bany_18142-RA
OG0001673	JC_14256-RA	Bany_02162-RA
OG0001673	JC_14255-RA	Bany_18164-RA
OG0001674	JC_15959-RA	Bany_18140-RA, Bany_06772-RA, Bany_06774-RA
OG0001675	JC_11471-RA	Bany_13022-RA
OG0001676	JC_14829-RA	Bany_17690-RA
OG0001677	JC_13121-RA	Bany_16928-RA
OG0001678	JC_00695-RA, JC_00694-RA	Bany_00003-RA
OG0001679	JC_01604-RA	Bany_04295-RA
OG0001680	JC_10461-RA	Bany_14263-RA
OG0001681	JC_17049-RA	Bany_12450-RA
OG0001682	JC_05686-RA	Bany_14890-RA
OG0001683	JC_06333-RA	Bany_10547-RA
OG0001684	JC_06335-RA	Bany_10548-RA
OG0001685	JC_15228-RA	Bany_06549-RA
OG0001686	JC_14834-RA	Bany_17698-RA, Bany_17696-RA
OG0001687	JC_06331-RA	Bany_10550-RA
OG0001688	JC_05687-RA	Bany_14891-RA
OG0001689	JC_16705-RA, JC_16706-RA	Bany_16086-RA, Bany_07180-RA
OG0001690	JC_12816-RA, JC_12815-RA, JC_12814-RA	Bany_09345-RA
OG0001691	JC_16179-RA, JC_16178-RA	Bany_00938-RA
OG0001692	JC_16187-RA, JC_16184-RA	Bany_00943-RA
OG0001693	JC_07699-RA	Bany_13031-RA, Bany_17085-RA, Bany_17084-RA
OG0001694	JC_07941-RA	Bany_05524-RA
OG0001695	JC_07342-RA	Bany_08671-RA
OG0001696	JC_10265-RA	Bany_11147-RA
OG0001696	JC_10264-RA	Bany_11148-RA
OG0001697	JC_03529-RA	Bany_07942-RA
OG0001698	JC_02411-RA	Bany_05196-RA
OG0001699	JC_02408-RA, JC_02409-RA	Bany_05198-RA
OG0001701	JC_14626-RA	Bany_01853-RA
OG0001702	JC_16221-RA	Bany_00955-RA
OG0001703	JC_01962-RA	Bany_07194-RA, Bany_07196-RA
OG0001704	JC_16690-RA	Bany_00873-RA, Bany_00036-RA
OG0001705	JC_14608-RA	Bany_01868-RA
OG0001706	JC_17153-RA	Bany_12486-RA
OG0001707	JC_16691-RA	Bany_16065-RA, Bany_05334-RA
OG0001708	JC_06290-RA	Bany_10636-RA
OG0001708	JC_06299-RA	Bany_10613-RA, Bany_10578-RA
OG0001709	JC_10485-RA	Bany_14297-RA, Bany_14298-RA
OG0001710	JC_15047-RA	Bany_17720-RA, Bany_17628-RA
OG0001711	JC_15559-RA	Bany_17421-RA
OG0001713	JC_15209-RA	Bany_06570-RA
OG0001714	JC_15555-RA	Bany_17426-RA
OG0001715	JC_04448-RA	Bany_09937-RA
OG0001716	JC_04451-RA, JC_04450-RA	Bany_09939-RA
OG0001718	JC_12805-RA	Bany_09354-RA
OG0001718	JC_12806-RA	Bany_09353-RA
OG0001719	JC_16704-RA	Bany_16084-RA
OG0001720	JC_10277-RA	Bany_11161-RA
OG0001721	JC_15546-RA	Bany_17435-RA
OG0001722	JC_05551-RA	Bany_15501-RA
OG0001723	JC_05538-RA, JC_05541-RA	Bany_15507-RA
OG0001724	JC_03658-RA	Bany_02669-RA
OG0001725	JC_14568-RA, JC_14569-RA	Bany_01904-RA, Bany_01901-RA
OG0001726	JC_15526-RA	Bany_17444-RA, Bany_17443-RA
OG0001727	JC_16152-RA	Bany_00998-RA
OG0001728	JC_05530-RA	Bany_15522-RA
OG0001729	JC_15521-RA	Bany_17447-RA
OG0001730	JC_14564-RA, JC_14565-RA	Bany_01906-RA, Bany_01905-RA
OG0001731	JC_12788-RA	Bany_09371-RA
OG0001732	JC_15182-RA	Bany_06592-RA
OG0001732	JC_15181-RA, JC_15185-RA	Bany_06593-RA, Bany_06589-RA
OG0001733	JC_02288-RA	Bany_07218-RA
OG0001733	JC_02287-RA	Bany_07222-RA
OG0001734	JC_15518-RA	Bany_17450-RA
OG0001735	JC_05529-RA	Bany_15523-RA
OG0001736	JC_03567-RA	Bany_07991-RA
OG0001737	JC_14414-RA	Bany_06591-RA, Bany_02024-RA
OG0001738	JC_02357-RA	Bany_05239-RA
OG0001739	JC_12785-RA	Bany_09374-RA
OG0001740	JC_01581-RA	Bany_04382-RA
OG0001742	JC_10521-RA, JC_10520-RA	Bany_14326-RA
OG0001743	JC_10522-RA	Bany_14330-RA
OG0001744	JC_09771-RA, JC_09772-RA, JC_09773-RA	Bany_05925-RA
OG0001745	JC_15516-RA	Bany_17455-RA
OG0001746	JC_04269-RA	Bany_06600-RA, Bany_02825-RA
OG0001747	JC_04272-RA	Bany_06603-RA, Bany_06602-RA
OG0001748	JC_17106-RA	Bany_12550-RA
OG0001749	JC_10298-RA	Bany_11184-RA
OG0001750	JC_16165-RA	Bany_01007-RA
OG0001751	JC_16739-RA	Bany_16120-RA
OG0001752	JC_06089-RA	Bany_10663-RA
OG0001753	JC_01255-RA	Bany_04780-RA, Bany_08818-RA, Bany_14947-RA, Bany_01471-RA
OG0001754	JC_11442-RA, JC_11444-RA, JC_11443-RA, JC_11441-RA	Bany_13110-RA
OG0001755	JC_12984-RA, JC_12982-RA, JC_12983-RA	Bany_17006-RA, Bany_17008-RA
OG0001756	JC_16247-RA	Bany_01016-RA
OG0001757	JC_08688-RA	Bany_11876-RA
OG0001758	JC_06099-RA, JC_06100-RA	Bany_10671-RA
OG0001759	JC_03611-RA	Bany_08009-RA
OG0001760	JC_14884-RA	Bany_17758-RA
OG0001761	JC_06110-RA, JC_06111-RA	Bany_10677-RA
OG0001762	JC_10560-RA	Bany_14355-RA
OG0001763	JC_09776-RA	Bany_05934-RA
OG0001764	JC_14524-RA	Bany_01934-RA
OG0001765	JC_14113-RA	Bany_16521-RA
OG0001766	JC_12970-RA	Bany_17019-RA
OG0001767	JC_06817-RA	Bany_13735-RA, Bany_13732-RA
OG0001768	JC_00171-RA, JC_11416-RA	Bany_13137-RA
OG0001769	JC_10331-RA	Bany_11222-RA
OG0001770	JC_11411-RA, JC_11410-RA	Bany_13145-RA
OG0001771	JC_02029-RA	Bany_12602-RA, Bany_07510-RA
OG0001772	JC_16764-RA, JC_16763-RA, JC_16765-RA	Bany_16163-RA
OG0001773	JC_02304-RA	Bany_07249-RA
OG0001774	JC_10573-RA	Bany_14371-RA
OG0001775	JC_14519-RA	Bany_01943-RA
OG0001775	JC_14518-RA	Bany_01944-RA, Bany_01946-RA
OG0001776	JC_07690-RA	Bany_06629-RA, Bany_09070-RA
OG0001777	JC_08702-RA	Bany_11892-RA
OG0001778	JC_16277-RA	Bany_01040-RA
OG0001779	JC_00802-RA	Bany_00114-RA
OG0001780	JC_08705-RA	Bany_11894-RA
OG0001780	JC_08706-RA	Bany_11895-RA
OG0001781	JC_16017-RA	Bany_06632-RA
OG0001782	JC_07414-RA	Bany_08754-RA, Bany_08756-RA
OG0001783	JC_08710-RA	Bany_11900-RA
OG0001784	JC_16641-RA	Bany_16173-RA
OG0001785	JC_06121-RA	Bany_10782-RA, Bany_10695-RA
OG0001786	JC_16018-RA	Bany_06635-RA
OG0001787	JC_15593-RA	Bany_17494-RA
OG0001788	JC_06829-RA	Bany_13747-RA
OG0001788	JC_06830-RA	Bany_13749-RA
OG0001789	JC_16287-RA	Bany_01050-RA
OG0001790	JC_06114-RA	Bany_10700-RA
OG0001791	JC_12403-RA, JC_12404-RA	Bany_09421-RA
OG0001792	JC_13422-RA, JC_14097-RA, JC_13502-RA, JC_14961-RA, JC_15649-RA, JC_05264-RA, JC_12873-RA, JC_10027-RA	Bany_11909-RA
OG0001793	JC_11387-RA	Bany_13162-RA
OG0001794	JC_14494-RA	Bany_01968-RA
OG0001795	JC_16032-RA	Bany_06645-RA
OG0001796	JC_06147-RA	Bany_10703-RA
OG0001797	JC_11385-RA	Bany_13166-RA
OG0001798	JC_10197-RA, JC_10198-RA	Bany_11283-RA, Bany_11280-RA
OG0001799	JC_03735-RA	Bany_02756-RA
OG0001799	JC_03734-RA	Bany_02755-RA
OG0001800	JC_10196-RA	Bany_11284-RA
OG0001800	JC_10195-RA	Bany_11285-RA
OG0001801	JC_11381-RA, JC_11378-RA, JC_11379-RA	Bany_13178-RA
OG0001802	JC_08726-RA	Bany_11941-RA, Bany_11916-RA
OG0001802	JC_08727-RA	Bany_11915-RA
OG0001803	JC_00815-RA	Bany_00155-RA
OG0001803	JC_00814-RA	Bany_00156-RA
OG0001804	JC_16772-RA	Bany_16199-RA, Bany_16198-RA
OG0001806	JC_10605-RA, JC_10607-RA	Bany_14398-RA
OG0001807	JC_14154-RA, JC_14153-RA	Bany_16572-RA
OG0001808	JC_12373-RA	Bany_09453-RA
OG0001809	JC_09808-RA	Bany_05976-RA
OG0001810	JC_16595-RA	Bany_16207-RA
OG0001811	JC_14435-RA	Bany_01997-RA
OG0001812	JC_14038-RA	Bany_16589-RA
OG0001813	JC_10184-RA	Bany_11295-RA
OG0001813	JC_10183-RA	Bany_11296-RA
OG0001814	JC_04532-RA	Bany_10006-RA
OG0001814	JC_04533-RA	Bany_10004-RA
OG0001815	JC_10180-RA	Bany_11298-RA
OG0001815	JC_10181-RA	Bany_11297-RA
OG0001816	JC_09690-RA	Bany_06005-RA
OG0001818	JC_03747-RA	Bany_02767-RA
OG0001819	JC_12493-RA, JC_12494-RA	Bany_09484-RA
OG0001820	JC_09682-RA	Bany_06012-RA
OG0001821	JC_16390-RA, JC_16389-RA	Bany_01080-RA
OG0001822	JC_05357-RA	Bany_12682-RA
OG0001823	JC_16069-RA	Bany_06694-RA
OG0001823	JC_16068-RA	Bany_06695-RA
OG0001824	JC_10733-RA	Bany_14434-RA
OG0001826	JC_01495-RA	Bany_04490-RA
OG0001826	JC_01493-RA	Bany_04489-RA
OG0001827	JC_00644-RA	Bany_00248-RA
OG0001827	JC_00645-RA	Bany_00196-RA
OG0001828	JC_09662-RA	Bany_06026-RA
OG0001829	JC_03768-RA	Bany_02787-RA
OG0001830	JC_00689-RA	Bany_00200-RA
OG0001831	JC_08017-RA	Bany_03580-RA
OG0001832	JC_14245-RA, JC_05222-RA, JC_11669-RA	Bany_04492-RA, Bany_14088-RA, Bany_01633-RA, Bany_13781-RA
OG0001833	JC_16347-RA, JC_16348-RA, JC_16346-RA, JC_16345-RA, JC_16344-RA	Bany_01096-RA
OG0001834	JC_15694-RA	Bany_17526-RA
OG0001835	JC_00682-RA	Bany_00208-RA
OG0001836	JC_14860-RA	Bany_17848-RA
OG0001839	JC_01481-RA	Bany_04502-RA, Bany_04501-RA
OG0001840	JC_15980-RA	Bany_06708-RA
OG0001841	JC_03789-RA	Bany_02820-RA
OG0001842	JC_14015-RA	Bany_16616-RA
OG0001843	JC_14371-RA	Bany_02068-RA, Bany_02069-RA, Bany_02067-RA
OG0001844	JC_01810-RA	Bany_07739-RA, Bany_07314-RA
OG0001845	JC_02489-RA, JC_02488-RA	Bany_05350-RA
OG0001847	JC_14011-RA	Bany_16622-RA
OG0001848	JC_16073-RA	Bany_06726-RA
OG0001849	JC_02491-RA	Bany_05353-RA
OG0001850	JC_16324-RA	Bany_01117-RA
OG0001851	JC_12443-RA, JC_12439-RA	Bany_09527-RA
OG0001852	JC_15001-RA	Bany_17873-RA
OG0001853	JC_02493-RA	Bany_05354-RA
OG0001854	JC_06552-RA	Bany_11115-RA
OG0001854	JC_12440-RA	Bany_09528-RA
OG0001855	JC_05438-RA	Bany_15636-RA
OG0001856	JC_10716-RA	Bany_14454-RA
OG0001857	JC_01456-RA	Bany_04522-RA
OG0001859	JC_01446-RA	Bany_04531-RA
OG0001860	JC_02277-RA	Bany_07327-RA
OG0001863	JC_04558-RA, JC_04556-RA	Bany_10048-RA
OG0001867	JC_11335-RA	Bany_13233-RA
OG0001868	JC_14000-RA	Bany_16634-RA, Bany_16632-RA, Bany_16633-RA
OG0001869	JC_06387-RA	Bany_10815-RA
OG0001870	JC_03808-RA, JC_03807-RA	Bany_02836-RA
OG0001871	JC_14348-RA	Bany_02100-RA
OG0001872	JC_14347-RA	Bany_02103-RA
OG0001873	JC_01429-RA	Bany_04548-RA
OG0001874	JC_07464-RA, JC_07465-RA	Bany_08815-RA
OG0001875	JC_04798-RA	Bany_08817-RA, Bany_10259-RA
OG0001876	JC_00650-RA	Bany_00242-RA, Bany_14823-RA
OG0001877	JC_16453-RA, JC_16452-RA	Bany_16306-RA
OG0001878	JC_01425-RA	Bany_04552-RA
OG0001879	JC_14341-RA, JC_14343-RA	Bany_02110-RA
OG0001880	JC_08948-RA	Bany_11982-RA
OG0001882	JC_03467-RA, JC_03466-RA	Bany_08138-RA
OG0001883	JC_15674-RA	Bany_17543-RA
OG0001884	JC_09569-RA	Bany_06101-RA
OG0001885	JC_06038-RA	Bany_15042-RA
OG0001886	JC_06036-RA	Bany_15047-RA, Bany_15044-RA
OG0001887	JC_16498-RA	Bany_16337-RA, Bany_08224-RA
OG0001889	JC_01971-RA	Bany_07356-RA
OG0001890	JC_03460-RA	Bany_08144-RA
OG0001891	JC_15944-RA, JC_15945-RA	Bany_06793-RA
OG0001892	JC_12217-RA	Bany_01166-RA
OG0001892	JC_12216-RA	Bany_01165-RA
OG0001893	JC_12212-RA	Bany_01167-RA
OG0001894	JC_03846-RA	Bany_02878-RA
OG0001895	JC_09621-RA, JC_09620-RA	Bany_06118-RA
OG0001896	JC_16962-RA	Bany_12818-RA
OG0001898	JC_08285-RA	Bany_08845-RA
OG0001899	JC_08925-RA	Bany_12005-RA
OG0001900	JC_06025-RA	Bany_15062-RA
OG0001901	JC_07196-RA	Bany_13834-RA
OG0001902	JC_08145-RA	Bany_03704-RA
OG0001903	JC_10652-RA	Bany_14497-RA
OG0001904	JC_06023-RA	Bany_15064-RA
OG0001905	JC_01366-RA	Bany_04593-RA
OG0001905	JC_01368-RA, JC_01369-RA	Bany_04592-RA
OG0001906	JC_09191-RA, JC_09178-RA, JC_09190-RA	Bany_06519-RA, Bany_17904-RA
OG0001907	JC_12741-RA	Bany_09566-RA
OG0001907	JC_12742-RA	Bany_09565-RA
OG0001908	JC_07518-RA	Bany_08859-RA, Bany_07560-RA
OG0001909	JC_14969-RA	Bany_17907-RA
OG0001910	JC_15657-RA	Bany_17559-RA
OG0001911	JC_02532-RA	Bany_05406-RA
OG0001912	JC_01979-RA	Bany_07365-RA
OG0001913	JC_12738-RA	Bany_09567-RA
OG0001914	JC_12736-RA	Bany_09569-RA
OG0001915	JC_16433-RA	Bany_16376-RA
OG0001916	JC_08155-RA	Bany_03714-RA, Bany_03718-RA
OG0001917	JC_04633-RA	Bany_10113-RA
OG0001918	JC_06968-RA	Bany_13856-RA
OG0001919	JC_10657-RA	Bany_14499-RA
OG0001920	JC_15645-RA, JC_15644-RA	Bany_00418-RA, Bany_08421-RA, Bany_17571-RA
OG0001921	JC_06961-RA	Bany_13864-RA
OG0001922	JC_14944-RA	Bany_17923-RA
OG0001923	JC_01991-RA	Bany_07376-RA
OG0001924	JC_16898-RA	Bany_12871-RA
OG0001925	JC_04314-RA	Bany_03347-RA, Bany_17924-RA
OG0001926	JC_09928-RA	Bany_11525-RA, Bany_04606-RA
OG0001927	JC_16422-RA	Bany_16394-RA
OG0001929	JC_02000-RA	Bany_07382-RA
OG0001929	JC_01999-RA	Bany_07381-RA
OG0001930	JC_02922-RA, JC_02924-RA	Bany_06372-RA, Bany_06376-RA
OG0001930	JC_12202-RA	Bany_07009-RA
OG0001930	JC_12200-RA, JC_12195-RA, JC_12197-RA	Bany_01179-RA
OG0001931	JC_16527-RA	Bany_16397-RA
OG0001932	JC_03423-RA	Bany_08191-RA
OG0001933	JC_05422-RA	Bany_15661-RA
OG0001934	JC_09532-RA	Bany_06162-RA
OG0001935	JC_02558-RA	Bany_05433-RA
OG0001936	JC_14259-RA	Bany_02167-RA
OG0001937	JC_15922-RA	Bany_06833-RA
OG0001938	JC_01350-RA	Bany_04609-RA
OG0001939	JC_06007-RA	Bany_15082-RA
OG0001940	JC_16525-RA	Bany_16405-RA
OG0001942	JC_14929-RA	Bany_17934-RA
OG0001942	JC_14928-RA	Bany_17937-RA
OG0001943	JC_07647-RA	Bany_08899-RA
OG0001944	JC_09521-RA	Bany_06174-RA
OG0001945	JC_17079-RA	Bany_12894-RA
OG0001946	JC_01344-RA	Bany_04616-RA
OG0001947	JC_01342-RA, JC_01343-RA	Bany_04618-RA
OG0001948	JC_09515-RA	Bany_06179-RA, Bany_06181-RA, Bany_06182-RA
OG0001949	JC_07646-RA	Bany_08900-RA
OG0001950	JC_14267-RA, JC_14266-RA	Bany_02174-RA
OG0001951	JC_02580-RA	Bany_05448-RA
OG0001952	JC_03410-RA	Bany_08201-RA
OG0001952	JC_03409-RA	Bany_08202-RA, Bany_10515-RA
OG0001953	JC_09512-RA, JC_09513-RA	Bany_06186-RA
OG0001954	JC_08191-RA	Bany_03759-RA
OG0001955	JC_10644-RA, JC_09511-RA	Bany_06188-RA
OG0001955	JC_09510-RA	Bany_17647-RA
OG0001956	JC_13042-RA	Bany_17221-RA
OG0001956	JC_13039-RA	Bany_17222-RA
OG0001957	JC_08196-RA	Bany_03767-RA
OG0001958	JC_15635-RA	Bany_17581-RA
OG0001959	JC_01847-RA	Bany_12921-RA, Bany_07693-RA
OG0001960	JC_03325-RA	Bany_08288-RA
OG0001960	JC_03326-RA	Bany_08287-RA, Bany_08208-RA
OG0001961	JC_15872-RA	Bany_06849-RA
OG0001961	JC_15873-RA	Bany_03173-RA
OG0001962	JC_10032-RA	Bany_11458-RA
OG0001963	JC_05409-RA	Bany_15675-RA
OG0001964	JC_11278-RA	Bany_13300-RA
OG0001965	JC_14277-RA, JC_14278-RA	Bany_02187-RA
OG0001966	JC_13943-RA	Bany_16685-RA
OG0001966	JC_13945-RA	Bany_16684-RA
OG0001967	JC_08894-RA	Bany_12058-RA, Bany_12062-RA
OG0001968	JC_02602-RA, JC_02603-RA	Bany_05468-RA
OG0001969	JC_08207-RA	Bany_03779-RA
OG0001970	JC_02604-RA, JC_02605-RA	Bany_05469-RA
OG0001971	JC_14295-RA, JC_14293-RA	Bany_02197-RA
OG0001972	JC_09997-RA	Bany_11485-RA
OG0001974	JC_11465-RA	Bany_13322-RA
OG0001975	JC_12229-RA	Bany_01230-RA
OG0001976	JC_09490-RA	Bany_06204-RA
OG0001977	JC_03389-RA	Bany_08225-RA
OG0001978	JC_15854-RA	Bany_06881-RA
OG0001978	JC_15853-RA, JC_15852-RA	Bany_06883-RA
OG0001979	JC_13878-RA	Bany_16710-RA
OG0001980	JC_06909-RA, JC_06908-RA	Bany_13926-RA
OG0001981	JC_14240-RA	Bany_02208-RA
OG0001982	JC_04693-RA, JC_04694-RA, JC_04692-RA	Bany_10169-RA
OG0001983	JC_05391-RA	Bany_15689-RA
OG0001984	JC_06872-RA	Bany_13935-RA
OG0001985	JC_03961-RA	Bany_02957-RA, Bany_07863-RA
OG0001986	JC_06874-RA	Bany_13938-RA
OG0001988	JC_08878-RA	Bany_12077-RA
OG0001989	JC_16849-RA	Bany_12988-RA
OG0001990	JC_06885-RA	Bany_13948-RA
OG0001991	JC_03972-RA	Bany_02972-RA
OG0001992	JC_13185-RA	Bany_17262-RA
OG0001993	JC_09965-RA	Bany_11515-RA
OG0001994	JC_08872-RA	Bany_12084-RA
OG0001995	JC_09961-RA	Bany_11517-RA, Bany_11518-RA
OG0001996	JC_14217-RA	Bany_02229-RA
OG0001997	JC_07599-RA, JC_07598-RA	Bany_08961-RA
OG0001998	JC_09958-RA	Bany_11519-RA
OG0001999	JC_14213-RA, JC_14214-RA	Bany_02232-RA
OG0002000	JC_03379-RA	Bany_08246-RA
OG0002001	JC_09457-RA	Bany_06247-RA
OG0002002	JC_11684-RA	Bany_01275-RA
OG0002003	JC_11172-RA	Bany_13350-RA
OG0002004	JC_04721-RA, JC_04723-RA	Bany_10200-RA
OG0002005	JC_03374-RA	Bany_08250-RA
OG0002006	JC_09460-RA, JC_09461-RA, JC_09459-RA	Bany_06246-RA
OG0002007	JC_16872-RA	Bany_13014-RA
OG0002008	JC_01153-RA	Bany_04684-RA
OG0002009	JC_10785-RA, JC_10783-RA, JC_10784-RA	Bany_14600-RA
OG0002010	JC_12360-RA	Bany_09654-RA
OG0002011	JC_09447-RA	Bany_06258-RA
OG0002012	JC_07177-RA	Bany_13956-RA
OG0002014	JC_15808-RA, JC_15807-RA	Bany_06930-RA
OG0002015	JC_13905-RA	Bany_16729-RA
OG0002016	JC_08856-RA	Bany_12106-RA
OG0002017	JC_05943-RA	Bany_15160-RA
OG0002018	JC_15784-RA	Bany_17629-RA
OG0002018	JC_15783-RA	Bany_17630-RA
OG0002019	JC_14686-RA	Bany_18032-RA
OG0002019	JC_14687-RA	Bany_18031-RA
OG0002020	JC_13209-RA, JC_13208-RA	Bany_17286-RA
OG0002021	JC_00515-RA	Bany_00413-RA
OG0002022	JC_14679-RA	Bany_18038-RA
OG0002023	JC_11196-RA	Bany_13375-RA
OG0002024	JC_07589-RA	Bany_08977-RA
OG0002025	JC_10759-RA	Bany_14623-RA
OG0002026	JC_00512-RA	Bany_00416-RA
OG0002027	JC_02669-RA	Bany_05553-RA
OG0002028	JC_02671-RA	Bany_05555-RA
OG0002029	JC_06497-RA	Bany_10921-RA
OG0002030	JC_09837-RA	Bany_11579-RA
OG0002031	JC_00499-RA, JC_04734-RA	Bany_00431-RA
OG0002032	JC_04044-RA	Bany_03054-RA
OG0002033	JC_08276-RA	Bany_03862-RA
OG0002034	JC_06499-RA	Bany_10923-RA
OG0002035	JC_08842-RA	Bany_12121-RA
OG0002036	JC_14165-RA	Bany_02271-RA
OG0002038	JC_09432-RA	Bany_06273-RA
OG0002039	JC_03323-RA	Bany_08290-RA
OG0002040	JC_09891-RA	Bany_11594-RA
OG0002041	JC_09428-RA, JC_09429-RA	Bany_06277-RA
OG0002042	JC_08833-RA	Bany_12130-RA
OG0002043	JC_00481-RA, JC_00482-RA, JC_00483-RA	Bany_00446-RA
OG0002044	JC_01214-RA	Bany_04738-RA
OG0002045	JC_13728-RA	Bany_02292-RA, Bany_02291-RA
OG0002046	JC_01215-RA	Bany_04740-RA
OG0002047	JC_01216-RA	Bany_04741-RA
OG0002048	JC_05233-RA	Bany_15844-RA
OG0002048	JC_05236-RA	Bany_15785-RA
OG0002048	JC_05234-RA	Bany_15842-RA
OG0002049	JC_04076-RA	Bany_03078-RA
OG0002049	JC_04075-RA	Bany_03079-RA
OG0002050	JC_01231-RA	Bany_04754-RA, Bany_04756-RA
OG0002051	JC_02131-RA	Bany_07552-RA
OG0002052	JC_08293-RA, JC_08291-RA	Bany_03882-RA
OG0002053	JC_09413-RA	Bany_06294-RA
OG0002054	JC_04909-RA	Bany_10281-RA
OG0002054	JC_04908-RA	Bany_10282-RA
OG0002055	JC_08296-RA	Bany_03883-RA
OG0002056	JC_09411-RA	Bany_06296-RA, Bany_06298-RA
OG0002057	JC_09408-RA	Bany_06301-RA
OG0002058	JC_08298-RA	Bany_03885-RA
OG0002059	JC_13820-RA	Bany_16790-RA
OG0002060	JC_01250-RA	Bany_04775-RA
OG0002061	JC_12547-RA	Bany_09714-RA
OG0002062	JC_00322-RA	Bany_00479-RA
OG0002063	JC_11965-RA	Bany_01395-RA
OG0002064	JC_11233-RA	Bany_13417-RA
OG0002064	JC_11235-RA	Bany_13419-RA
OG0002065	JC_08307-RA	Bany_03898-RA
OG0002066	JC_09916-RA	Bany_11618-RA
OG0002067	JC_13698-RA, JC_13699-RA	Bany_02324-RA
OG0002068	JC_02147-RA	Bany_07569-RA
OG0002069	JC_02700-RA	Bany_05585-RA
OG0002070	JC_03277-RA	Bany_08337-RA
OG0002071	JC_07136-RA	Bany_13995-RA
OG0002072	JC_02708-RA, JC_02710-RA	Bany_05590-RA
OG0002073	JC_00342-RA	Bany_00494-RA
OG0002073	JC_00340-RA	Bany_00496-RA
OG0002074	JC_14748-RA	Bany_00847-RA, Bany_18085-RA
OG0002075	JC_05865-RA	Bany_15223-RA
OG0002077	JC_16445-RA	Bany_10952-RA
OG0002078	JC_02719-RA	Bany_05599-RA
OG0002079	JC_07550-RA	Bany_09027-RA
OG0002080	JC_11997-RA	Bany_01439-RA, Bany_01438-RA
