Orthogroup	Junonia_coenia	Heliconius_erato_lativitta
OG0002587	JC_12735-RA	HEL_005155-RA, HEL_005147-RA
OG0002588	JC_08154-RA	HEL_002404-RA
OG0002589	JC_15656-RA	HEL_004621-RA
OG0002590	JC_00613-RA, JC_00612-RA	HEL_001615-RA
OG0002592	JC_03433-RA	HEL_009388-RA, HEL_009384-RA
OG0002593	JC_14248-RA	HEL_004895-RA
OG0002594	JC_07526-RA	HEL_010726-RA
OG0002595	JC_03859-RA	HEL_009171-RA
OG0002596	JC_08165-RA	HEL_002412-RA
OG0002597	JC_13051-RA	HEL_002003-RA
OG0002598	JC_15904-RA	HEL_000592-RA
OG0002599	JC_12725-RA, JC_12727-RA	HEL_005165-RA
OG0002601	JC_12719-RA	HEL_005172-RA
OG0002602	JC_15914-RA	HEL_000577-RA
OG0002604	JC_00605-RA	HEL_001604-RA, HEL_001606-RA, HEL_001605-RA
OG0002605	JC_03870-RA	HEL_009177-RA
OG0002606	JC_16461-RA	HEL_013926-RA
OG0002607	JC_15637-RA, JC_15638-RA	HEL_004608-RA
OG0002608	JC_16456-RA, JC_16455-RA	HEL_013927-RA
OG0002610	JC_07171-RA	HEL_001128-RA
OG0002611	JC_07649-RA	HEL_012138-RA
OG0002612	JC_16367-RA	HEL_010050-RA
OG0002614	JC_07648-RA	HEL_012137-RA
OG0002615	JC_05414-RA	HEL_013979-RA
OG0002617	JC_03419-RA, JC_03421-RA	HEL_009374-RA
OG0002618	JC_14926-RA	HEL_009340-RA
OG0002619	JC_02570-RA	HEL_008774-RA
OG0002620	JC_03880-RA	HEL_009185-RA
OG0002621	JC_14824-RA	HEL_011857-RA
OG0002622	JC_02575-RA	HEL_008771-RA
OG0002623	JC_10044-RA	HEL_006546-RA, HEL_006548-RA
OG0002624	JC_00589-RA	HEL_001589-RA
OG0002625	JC_05410-RA	HEL_013975-RA
OG0002626	JC_10036-RA	HEL_006552-RA
OG0002627	JC_01329-RA, JC_01330-RA, JC_01331-RA	HEL_002684-RA
OG0002628	JC_00586-RA	HEL_001586-RA, HEL_001587-RA
OG0002629	JC_10695-RA	HEL_005742-RA
OG0002630	JC_10029-RA	HEL_009634-RA, HEL_006556-RA
OG0002632	JC_06583-RA, JC_10026-RA, JC_10028-RA	HEL_006557-RA
OG0002633	JC_01326-RA	HEL_002687-RA
OG0002634	JC_16530-RA	HEL_012988-RA, HEL_012989-RA, HEL_012990-RA
OG0002635	JC_15705-RA, JC_15706-RA	HEL_004664-RA
OG0002637	JC_09499-RA	HEL_007895-RA
OG0002638	JC_05407-RA, JC_05408-RA	HEL_013973-RA
OG0002639	JC_09498-RA	HEL_007894-RA
OG0002640	JC_10016-RA	HEL_006567-RA
OG0002641	JC_11355-RA	HEL_004666-RA
OG0002641	JC_15707-RA	HEL_004665-RA
OG0002642	JC_02022-RA	HEL_009628-RA
OG0002644	JC_16298-RA	HEL_010071-RA
OG0002644	JC_16297-RA	HEL_010072-RA
OG0002645	JC_01129-RA	HEL_002905-RA, HEL_002906-RA
OG0002646	JC_06920-RA, JC_06919-RA	HEL_000874-RA
OG0002647	JC_13937-RA	HEL_000344-RA, HEL_000345-RA
OG0002648	JC_10825-RA	HEL_012714-RA
OG0002650	JC_01136-RA	HEL_002898-RA, HEL_002899-RA
OG0002652	JC_15893-RA	HEL_000616-RA
OG0002654	JC_06444-RA, JC_06443-RA	HEL_004286-RA
OG0002655	JC_00564-RA	HEL_001560-RA, HEL_001561-RA, HEL_001563-RA
OG0002656	JC_11466-RA	HEL_008982-RA, HEL_008980-RA, HEL_008979-RA
OG0002657	JC_11461-RA, JC_11460-RA	HEL_008985-RA
OG0002658	JC_00558-RA	HEL_001554-RA, HEL_001555-RA
OG0002659	JC_09992-RA	HEL_006587-RA
OG0002660	JC_07625-RA	HEL_012117-RA
OG0002661	JC_14304-RA, JC_14302-RA	HEL_004837-RA
OG0002662	JC_00557-RA	HEL_001553-RA
OG0002664	JC_14813-RA	HEL_011864-RA, HEL_011863-RA
OG0002665	JC_08229-RA, JC_08230-RA	HEL_002480-RA
OG0002666	JC_06912-RA	HEL_000869-RA
OG0002667	JC_14812-RA	HEL_011865-RA
OG0002668	JC_13169-RA	HEL_001855-RA
OG0002669	JC_03387-RA	HEL_007552-RA
OG0002671	JC_04685-RA	HEL_010871-RA
OG0002672	JC_12224-RA	HEL_014549-RA
OG0002673	JC_05977-RA, JC_05978-RA	HEL_011557-RA
OG0002674	JC_01145-RA, JC_01144-RA	HEL_002891-RA, HEL_002890-RA
OG0002675	JC_08888-RA	HEL_006154-RA
OG0002676	JC_01146-RA	HEL_002889-RA
OG0002677	JC_03915-RA	HEL_009200-RA
OG0002678	JC_09986-RA	HEL_006589-RA
OG0002679	JC_06873-RA	HEL_000863-RA
OG0002681	JC_11695-RA	HEL_009917-RA
OG0002682	JC_09983-RA	HEL_006591-RA
OG0002682	JC_09985-RA	HEL_006590-RA
OG0002683	JC_14806-RA	HEL_011870-RA
OG0002684	JC_06462-RA	HEL_004273-RA
OG0002685	JC_15846-RA	HEL_000633-RA, HEL_000631-RA
OG0002686	JC_11698-RA	HEL_009922-RA, HEL_003629-RA
OG0002687	JC_08883-RA	HEL_006150-RA
OG0002690	JC_04703-RA	HEL_010887-RA
OG0002691	JC_06882-RA	HEL_000859-RA
OG0002692	JC_12329-RA	HEL_005221-RA
OG0002693	JC_08244-RA	HEL_002501-RA, HEL_002502-RA
OG0002695	JC_14225-RA	HEL_004821-RA
OG0002695	JC_14224-RA	HEL_004820-RA
OG0002696	JC_13888-RA	HEL_000317-RA
OG0002697	JC_02071-RA	HEL_007185-RA
OG0002698	JC_04709-RA	HEL_010889-RA
OG0002698	JC_04708-RA	HEL_010892-RA
OG0002699	JC_14793-RA	HEL_011882-RA
OG0002700	JC_07184-RA	HEL_009808-RA, HEL_009807-RA
OG0002701	JC_05358-RA	HEL_005611-RA
OG0002702	JC_14791-RA	HEL_011885-RA
OG0002703	JC_02290-RA	HEL_013249-RA
OG0002704	JC_09955-RA	HEL_006606-RA
OG0002704	JC_09957-RA	HEL_006605-RA
OG0002705	JC_15724-RA	HEL_004682-RA, HEL_004681-RA, HEL_004683-RA
OG0002706	JC_15727-RA, JC_15726-RA	HEL_004685-RA
OG0002707	JC_15833-RA, JC_15830-RA	HEL_000643-RA, HEL_000642-RA
OG0002709	JC_12083-RA	HEL_009859-RA
OG0002710	JC_00534-RA	HEL_001524-RA, HEL_001522-RA, HEL_001523-RA
OG0002711	JC_12347-RA	HEL_013818-RA
OG0002712	JC_09886-RA	HEL_012783-RA
OG0002713	JC_12354-RA	HEL_013823-RA
OG0002715	JC_05347-RA, JC_05349-RA	HEL_005599-RA, HEL_005600-RA
OG0002716	JC_11180-RA	HEL_012478-RA
OG0002717	JC_05348-RA	HEL_005598-RA, HEL_005597-RA
OG0002718	JC_00529-RA	HEL_001517-RA
OG0002719	JC_17187-RA	HEL_004097-RA
OG0002720	JC_02050-RA	HEL_007169-RA
OG0002721	JC_14198-RA	HEL_004778-RA
OG0002723	JC_08865-RA	HEL_006132-RA
OG0002724	JC_05953-RA	HEL_011572-RA
OG0002725	JC_05342-RA	HEL_005592-RA, HEL_005593-RA
OG0002726	JC_12259-RA	HEL_003777-RA
OG0002727	JC_09852-RA	HEL_014094-RA
OG0002728	JC_14185-RA	HEL_004759-RA, HEL_004760-RA, HEL_004758-RA
OG0002729	JC_05944-RA	HEL_011584-RA
OG0002730	JC_04754-RA	HEL_010921-RA
OG0002731	JC_14684-RA	HEL_009572-RA, HEL_009571-RA
OG0002732	JC_12116-RA	HEL_009877-RA
OG0002733	JC_00521-RA, JC_00523-RA, JC_00520-RA, JC_00522-RA	HEL_001509-RA
OG0002734	JC_15275-RA	HEL_006012-RA
OG0002735	JC_10766-RA	HEL_005851-RA
OG0002736	JC_15782-RA	HEL_004749-RA
OG0002738	JC_15779-RA, JC_15778-RA	HEL_004746-RA
OG0002739	JC_14676-RA	HEL_009564-RA
OG0002740	JC_11199-RA	HEL_012488-RA
OG0002744	JC_07158-RA	HEL_001121-RA
OG0002745	JC_08269-RA	HEL_002967-RA
OG0002746	JC_08272-RA	HEL_002969-RA
OG0002747	JC_02670-RA	HEL_008683-RA, HEL_008681-RA, HEL_008680-RA
OG0002748	JC_10754-RA	HEL_005843-RA
OG0002749	JC_03341-RA	HEL_007515-RA, HEL_007513-RA
OG0002750	JC_02082-RA	HEL_010426-RA
OG0002751	JC_02672-RA	HEL_008678-RA
OG0002752	JC_05321-RA	HEL_005577-RA
OG0002753	JC_01194-RA	HEL_002842-RA, HEL_002843-RA, HEL_002844-RA
OG0002754	JC_11912-RA	HEL_009943-RA, HEL_009938-RA
OG0002755	JC_07156-RA	HEL_001050-RA, HEL_001051-RA, HEL_001048-RA
OG0002756	JC_14666-RA	HEL_009555-RA, HEL_009553-RA
OG0002757	JC_04782-RA	HEL_010941-RA
OG0002758	JC_07153-RA	HEL_001060-RA
OG0002759	JC_09833-RA, JC_09832-RA	HEL_014111-RA, HEL_014112-RA
OG0002760	JC_02091-RA	HEL_010433-RA
OG0002761	JC_13213-RA	HEL_001823-RA
OG0002762	JC_09830-RA	HEL_014114-RA
OG0002763	JC_05310-RA	HEL_005563-RA
OG0002764	JC_09433-RA, JC_10946-RA, JC_10947-RA	HEL_006355-RA
OG0002765	JC_04787-RA	HEL_010954-RA
OG0002766	JC_01202-RA	HEL_002833-RA
OG0002767	JC_09923-RA	HEL_014568-RA, HEL_014567-RA
OG0002768	JC_07577-RA	HEL_010770-RA
OG0002769	JC_12687-RA, JC_12686-RA, JC_12685-RA	HEL_003744-RA, HEL_003742-RA
OG0002770	JC_07576-RA	HEL_010769-RA
OG0002771	JC_00489-RA	HEL_001482-RA, HEL_001481-RA
OG0002772	JC_07575-RA	HEL_010768-RA
OG0002773	JC_00488-RA	HEL_001480-RA, HEL_001479-RA
OG0002774	JC_08834-RA	HEL_006105-RA
OG0002775	JC_01207-RA	HEL_002831-RA
OG0002778	JC_02101-RA	HEL_010442-RA, HEL_010441-RA
OG0002780	JC_02107-RA	HEL_010445-RA
OG0002781	JC_05296-RA	HEL_005552-RA
OG0002782	JC_05293-RA	HEL_005548-RA
OG0002783	JC_13722-RA, JC_13725-RA	HEL_006951-RA
OG0002785	JC_02684-RA	HEL_014374-RA
OG0002786	JC_02122-RA	HEL_010453-RA
OG0002789	JC_11940-RA, JC_11942-RA, JC_11938-RA	HEL_009967-RA
OG0002790	JC_08824-RA	HEL_006095-RA
OG0002792	JC_11213-RA	HEL_013726-RA
OG0002793	JC_12560-RA	HEL_003719-RA
OG0002794	JC_11217-RA	HEL_013731-RA
OG0002795	JC_05893-RA, JC_05894-RA, JC_05895-RA	HEL_012897-RA
OG0002796	JC_04906-RA	HEL_000057-RA
OG0002797	JC_12557-RA	HEL_003713-RA, HEL_003715-RA, HEL_003714-RA
OG0002798	JC_01888-RA	HEL_007001-RA
OG0002799	JC_00442-RA	HEL_001446-RA
OG0002800	JC_09407-RA	HEL_006276-RA, HEL_006281-RA, HEL_006277-RA
OG0002801	JC_00315-RA	HEL_001330-RA
OG0002801	JC_00316-RA	HEL_001331-RA
OG0002802	JC_15309-RA, JC_15323-RA	HEL_005996-RA
OG0002803	JC_13225-RA	HEL_001816-RA
OG0002804	JC_14723-RA	HEL_009533-RA, HEL_009532-RA
OG0002805	JC_09910-RA, JC_09911-RA	HEL_012765-RA
OG0002806	JC_08819-RA	HEL_006090-RA
OG0002807	JC_11232-RA	HEL_013749-RA, HEL_013748-RA
OG0002809	JC_04895-RA	HEL_000049-RA
OG0002810	JC_10860-RA	HEL_012752-RA, HEL_012754-RA
OG0002812	JC_04894-RA	HEL_000047-RA
OG0002814	JC_14734-RA	HEL_009525-RA
OG0002814	JC_14733-RA	HEL_009526-RA
OG0002815	JC_02699-RA	HEL_004575-RA, HEL_004574-RA, HEL_004577-RA
OG0002816	JC_07139-RA	HEL_001079-RA
OG0002817	JC_10961-RA	HEL_013594-RA
OG0002818	JC_04886-RA	HEL_000038-RA
OG0002819	JC_00335-RA	HEL_001350-RA
OG0002820	JC_04885-RA	HEL_000037-RA
OG0002821	JC_05263-RA	HEL_005519-RA
OG0002822	JC_05262-RA	HEL_005518-RA
OG0002823	JC_13690-RA, JC_13694-RA, JC_13689-RA	HEL_006924-RA, HEL_006925-RA
OG0002824	JC_01260-RA	HEL_002768-RA
OG0002825	JC_09395-RA	HEL_006293-RA
OG0002827	JC_04875-RA	HEL_000029-RA
OG0002828	JC_02152-RA, JC_02150-RA, JC_02151-RA	HEL_014469-RA
OG0002829	JC_14754-RA, JC_14753-RA	HEL_009512-RA
OG0002830	JC_13426-RA, JC_13425-RA, JC_13424-RA, JC_12282-RA	HEL_003801-RA
OG0002832	JC_08332-RA	HEL_003030-RA
OG0002833	JC_08334-RA	HEL_003033-RA
OG0002836	JC_11995-RA	HEL_010017-RA
OG0002837	JC_10354-RA	HEL_008200-RA
OG0002838	JC_02768-RA	HEL_004503-RA
OG0002839	JC_08345-RA	HEL_003042-RA
OG0002840	JC_07660-RA	HEL_012146-RA, HEL_012147-RA
OG0002841	JC_08351-RA	HEL_003046-RA
OG0002842	JC_07667-RA	HEL_012157-RA
OG0002843	JC_08799-RA	HEL_006073-RA, HEL_006074-RA
OG0002844	JC_10920-RA	HEL_013639-RA
OG0002845	JC_13745-RA, JC_13746-RA	HEL_000270-RA
OG0002846	JC_13264-RA	HEL_012346-RA, HEL_012345-RA, HEL_012344-RA
OG0002847	JC_13747-RA	HEL_000269-RA
OG0002848	JC_00368-RA	HEL_001380-RA
OG0002849	JC_06539-RA	HEL_004208-RA
OG0002850	JC_11255-RA	HEL_012250-RA
OG0002851	JC_08790-RA	HEL_006065-RA, HEL_006066-RA
OG0002852	JC_11258-RA	HEL_012254-RA
OG0002852	JC_11257-RA	HEL_012255-RA
OG0002854	JC_10367-RA	HEL_008187-RA, HEL_008186-RA
OG0002855	JC_13664-RA	HEL_006944-RA
OG0002856	JC_05241-RA	HEL_005505-RA
OG0002857	JC_08787-RA	HEL_006047-RA, HEL_006049-RA
OG0002858	JC_12297-RA	HEL_003828-RA
OG0002859	JC_10930-RA	HEL_013650-RA
OG0002860	JC_05694-RA	HEL_007322-RA
OG0002861	JC_02741-RA	HEL_004535-RA
OG0002862	JC_14781-RA	HEL_011902-RA, HEL_011903-RA
OG0002863	JC_06541-RA	HEL_004204-RA, HEL_004205-RA
OG0002864	JC_02745-RA	HEL_004531-RA
OG0002865	JC_13652-RA	HEL_006881-RA
OG0002867	JC_11156-RA	HEL_012462-RA
OG0002868	JC_13283-RA	HEL_012319-RA
OG0002869	JC_13767-RA	HEL_000243-RA
OG0002870	JC_13284-RA	HEL_012318-RA
OG0002871	JC_12028-RA, JC_12030-RA	HEL_013348-RA
OG0002872	JC_03238-RA, JC_03237-RA	HEL_000675-RA, HEL_007408-RA
OG0002874	JC_08974-RA	HEL_010580-RA
OG0002875	JC_08417-RA	HEL_003093-RA
OG0002877	JC_10402-RA	HEL_008159-RA
OG0002878	JC_11120-RA	HEL_008601-RA
OG0002879	JC_12671-RA	HEL_003843-RA
OG0002880	JC_11121-RA	HEL_008602-RA
OG0002881	JC_11126-RA	HEL_008598-RA
OG0002882	JC_12656-RA	HEL_003856-RA
OG0002883	JC_02919-RA	HEL_014163-RA
OG0002884	JC_05752-RA	HEL_007268-RA
OG0002885	JC_13309-RA	HEL_013484-RA
OG0002885	JC_13308-RA	HEL_013486-RA
OG0002886	JC_09343-RA	HEL_006332-RA
OG0002886	JC_09342-RA	HEL_006333-RA
OG0002887	JC_07088-RA	HEL_001029-RA, HEL_001035-RA, HEL_001031-RA
OG0002888	JC_08496-RA	HEL_003174-RA
OG0002890	JC_03233-RA	HEL_007404-RA
OG0002891	JC_04849-RA	HEL_000002-RA
OG0002892	JC_00420-RA	HEL_001426-RA
OG0002893	JC_01879-RA	HEL_007008-RA
OG0002896	JC_09336-RA	HEL_008723-RA, HEL_008722-RA
OG0002897	JC_05781-RA	HEL_007260-RA, HEL_010377-RA, HEL_010379-RA
OG0002898	JC_04834-RA	HEL_010999-RA
OG0002899	JC_13790-RA	HEL_000225-RA
OG0002900	JC_04831-RA	HEL_010993-RA
OG0002901	JC_04827-RA, JC_04826-RA	HEL_010998-RA, HEL_010997-RA
OG0002902	JC_13795-RA	HEL_000221-RA, HEL_000220-RA
OG0002903	JC_15375-RA	HEL_005953-RA
OG0002904	JC_13329-RA, JC_13330-RA	HEL_013457-RA
OG0002905	JC_06656-RA	HEL_012382-RA
OG0002907	JC_07742-RA, JC_07745-RA, JC_07743-RA	HEL_012239-RA
OG0002908	JC_13331-RA, JC_13332-RA	HEL_013456-RA
OG0002909	JC_12644-RA, JC_12207-RA, JC_00040-RA	HEL_003868-RA
OG0002910	JC_09006-RA, JC_09005-RA	HEL_010614-RA
OG0002911	JC_12639-RA	HEL_003871-RA
OG0002912	JC_01861-RA	HEL_007024-RA
OG0002913	JC_03210-RA	HEL_007384-RA
OG0002914	JC_01860-RA	HEL_007025-RA
OG0002915	JC_00297-RA	HEL_001315-RA
OG0002916	JC_11143-RA	HEL_008581-RA
OG0002917	JC_12634-RA	HEL_003876-RA
OG0002918	JC_09013-RA	HEL_010619-RA
OG0002919	JC_03207-RA	HEL_007381-RA
OG0002920	JC_12071-RA	HEL_013132-RA
OG0002921	JC_10968-RA	HEL_013584-RA, HEL_013585-RA, HEL_013586-RA
OG0002922	JC_12627-RA	HEL_003881-RA
OG0002923	JC_00291-RA	HEL_001311-RA
OG0002925	JC_08427-RA	HEL_008942-RA, HEL_003110-RA, HEL_003107-RA
OG0002926	JC_09022-RA	HEL_010625-RA
OG0002927	JC_10449-RA	HEL_008110-RA
OG0002928	JC_07033-RA	HEL_000974-RA
OG0002929	JC_02909-RA	HEL_004385-RA
OG0002930	JC_03188-RA	HEL_007363-RA, HEL_007362-RA
OG0002931	JC_05801-RA	HEL_007239-RA
OG0002932	JC_07034-RA	HEL_000975-RA
OG0002933	JC_07035-RA	HEL_000980-RA
OG0002934	JC_12568-RA, JC_12570-RA	HEL_003893-RA
OG0002935	JC_09026-RA	HEL_010638-RA, HEL_010637-RA, HEL_010630-RA
OG0002936	JC_10990-RA	HEL_013559-RA
OG0002941	JC_10993-RA	HEL_011998-RA
OG0002942	JC_11748-RA	HEL_013384-RA, HEL_013385-RA
OG0002944	JC_00277-RA	HEL_001302-RA, HEL_001301-RA, HEL_001300-RA
OG0002945	JC_01071-RA	HEL_006800-RA
OG0002946	JC_13553-RA, JC_13554-RA	HEL_014425-RA
OG0002947	JC_10995-RA	HEL_011999-RA
OG0002948	JC_12594-RA, JC_12593-RA	HEL_003912-RA
OG0002949	JC_07062-RA	HEL_001011-RA, HEL_001010-RA
OG0002950	JC_07775-RA	HEL_012600-RA
OG0002951	JC_08457-RA, JC_08456-RA	HEL_003134-RA
OG0002952	JC_05819-RA	HEL_007223-RA
OG0002953	JC_01391-RA	HEL_008555-RA, HEL_008554-RA
OG0002955	JC_06981-RA	HEL_000936-RA
OG0002957	JC_07779-RA	HEL_012606-RA
OG0002959	JC_00266-RA, JC_00265-RA	HEL_001290-RA
OG0002960	JC_12274-RA	HEL_003791-RA, HEL_003790-RA
OG0002961	JC_00263-RA	HEL_001289-RA, HEL_001283-RA
OG0002962	JC_12275-RA	HEL_003792-RA
OG0002963	JC_00257-RA	HEL_001279-RA
OG0002964	JC_07777-RA	HEL_012609-RA
OG0002965	JC_09302-RA	HEL_009611-RA, HEL_009608-RA, HEL_009609-RA
OG0002966	JC_09301-RA	HEL_009614-RA, HEL_009613-RA
OG0002967	JC_08477-RA	HEL_003153-RA, HEL_003155-RA
OG0002968	JC_06621-RA	HEL_014265-RA, HEL_014264-RA
OG0002969	JC_04933-RA	HEL_000079-RA
OG0002970	JC_07209-RA	HEL_009771-RA
OG0002972	JC_09288-RA	HEL_014123-RA
OG0002973	JC_11786-RA, JC_11785-RA, JC_03327-RA	HEL_014179-RA
OG0002974	JC_15445-RA	HEL_005891-RA
OG0002975	JC_11050-RA	HEL_008669-RA
OG0002976	JC_15444-RA	HEL_005889-RA
OG0002977	JC_15443-RA	HEL_005888-RA
OG0002978	JC_04953-RA	HEL_000100-RA
OG0002979	JC_09279-RA	HEL_013957-RA, HEL_014131-RA
OG0002980	JC_08484-RA	HEL_003163-RA
OG0002981	JC_13531-RA	HEL_012943-RA
OG0002982	JC_01822-RA	HEL_007054-RA
OG0002984	JC_05852-RA	HEL_007193-RA
OG0002985	JC_01819-RA	HEL_007056-RA
OG0002986	JC_01818-RA	HEL_007057-RA
OG0002987	JC_08488-RA	HEL_003165-RA, HEL_003166-RA, HEL_003167-RA
OG0002988	JC_07217-RA	HEL_009810-RA, HEL_009809-RA
OG0002989	JC_13515-RA	HEL_012932-RA
OG0002990	JC_09078-RA	HEL_010683-RA
OG0002991	JC_15340-RA	HEL_005981-RA
OG0002992	JC_07219-RA	HEL_009813-RA
OG0002993	JC_10409-RA	HEL_008149-RA
OG0002994	JC_11066-RA	HEL_008652-RA
OG0002995	JC_07810-RA	HEL_011916-RA
OG0002996	JC_00226-RA	HEL_001255-RA
OG0002997	JC_00223-RA	HEL_001252-RA
OG0002998	JC_09069-RA	HEL_010688-RA
OG0003000	JC_00222-RA, JC_00221-RA	HEL_001251-RA
OG0003002	JC_02842-RA, JC_09902-RA	HEL_004430-RA
OG0003003	JC_07817-RA	HEL_011919-RA
OG0003004	JC_00849-RA	HEL_006618-RA
OG0003005	JC_07228-RA	HEL_009824-RA
OG0003006	JC_00214-RA, JC_00213-RA	HEL_001244-RA
OG0003007	JC_09091-RA	HEL_010691-RA
OG0003008	JC_07819-RA	HEL_011921-RA
OG0003009	JC_03195-RA	HEL_007374-RA, HEL_007373-RA
OG0003010	JC_04981-RA	HEL_000134-RA
OG0003010	JC_04980-RA	HEL_000133-RA
OG0003012	JC_00856-RA, JC_00837-RA	HEL_006627-RA
OG0003014	JC_13493-RA, JC_13498-RA, JC_13488-RA	HEL_008567-RA
OG0003015	JC_15411-RA	HEL_005866-RA, HEL_005867-RA
OG0003016	JC_07845-RA, JC_07847-RA	HEL_011942-RA
OG0003017	JC_01676-RA	HEL_007145-RA
OG0003017	JC_01670-RA	HEL_007143-RA
OG0003018	JC_04987-RA	HEL_000144-RA
OG0003019	JC_00182-RA	HEL_001219-RA, HEL_001218-RA
OG0003020	JC_15405-RA	HEL_005862-RA
OG0003021	JC_06581-RA	HEL_012885-RA
OG0003022	JC_06579-RA	HEL_012886-RA, HEL_012888-RA
OG0003023	JC_04378-RA	HEL_010047-RA
OG0003024	JC_00176-RA	HEL_001215-RA
OG0003025	JC_11839-RA	HEL_008301-RA
OG0003026	JC_02847-RA	HEL_004422-RA, HEL_004423-RA
OG0003027	JC_04375-RA	HEL_010045-RA
OG0003029	JC_07857-RA	HEL_011950-RA
OG0003030	JC_01722-RA, JC_01720-RA	HEL_010384-RA
OG0003031	JC_00866-RA	HEL_006641-RA
OG0003032	JC_06573-RA	HEL_013069-RA
OG0003033	JC_01719-RA	HEL_010385-RA
OG0003034	JC_02845-RA	HEL_004427-RA
OG0003035	JC_07864-RA	HEL_011958-RA
OG0003036	JC_00874-RA	HEL_006646-RA
OG0003037	JC_00876-RA	HEL_006648-RA
OG0003038	JC_05173-RA	HEL_005454-RA
OG0003039	JC_13480-RA	HEL_008559-RA
OG0003040	JC_09197-RA	HEL_009600-RA
OG0003040	JC_09196-RA	HEL_009599-RA
OG0003042	JC_09195-RA	HEL_009598-RA
OG0003043	JC_15398-RA	HEL_005858-RA
OG0003044	JC_00150-RA	HEL_001185-RA, HEL_001186-RA
OG0003045	JC_07257-RA	HEL_009856-RA
OG0003046	JC_07261-RA	HEL_014598-RA, HEL_014597-RA, HEL_014595-RA
OG0003047	JC_11883-RA	HEL_008333-RA, HEL_008334-RA
OG0003048	JC_07872-RA	HEL_011965-RA
OG0003049	JC_03040-RA	HEL_011417-RA
OG0003051	JC_13465-RA	HEL_008535-RA
OG0003052	JC_07878-RA	HEL_011972-RA, HEL_011971-RA
OG0003053	JC_15126-RA	HEL_010790-RA
OG0003055	JC_00122-RA	HEL_001173-RA
OG0003056	JC_00920-RA	HEL_006682-RA
OG0003058	JC_02816-RA, JC_02815-RA	HEL_004456-RA
OG0003059	JC_05027-RA, JC_05031-RA	HEL_000175-RA
OG0003060	JC_13447-RA	HEL_008516-RA
OG0003061	JC_11899-RA, JC_11898-RA	HEL_008346-RA
OG0003062	JC_09174-RA	HEL_009586-RA
OG0003063	JC_01702-RA	HEL_010395-RA
OG0003064	JC_11909-RA	HEL_008356-RA
OG0003066	JC_03016-RA	HEL_012859-RA
OG0003067	JC_00933-RA	HEL_006694-RA
OG0003068	JC_00936-RA	HEL_006700-RA, HEL_006696-RA, HEL_006697-RA
OG0003069	JC_05079-RA, JC_05078-RA	HEL_000203-RA
OG0003070	JC_01662-RA	HEL_007136-RA
OG0003071	JC_00101-RA	HEL_001154-RA
OG0003074	JC_11562-RA	HEL_008428-RA
OG0003075	JC_03004-RA	HEL_006491-RA, HEL_006492-RA, HEL_006490-RA
OG0003076	JC_11571-RA	HEL_008422-RA
OG0003077	JC_00962-RA	HEL_006715-RA
OG0003078	JC_01664-RA	HEL_007138-RA
OG0003079	JC_08607-RA	HEL_003306-RA
OG0003080	JC_00974-RA, JC_00973-RA	HEL_006726-RA
OG0003081	JC_13406-RA	HEL_008493-RA
OG0003082	JC_11590-RA	HEL_008408-RA
OG0003083	JC_08600-RA	HEL_003299-RA
OG0003084	JC_05064-RA	HEL_000208-RA
OG0003085	JC_02968-RA, JC_02969-RA	HEL_012813-RA
OG0003088	JC_11616-RA	HEL_008386-RA, HEL_008387-RA
OG0003089	JC_08576-RA	HEL_003273-RA, HEL_003272-RA
OG0003090	JC_00981-RA, JC_00982-RA	HEL_006731-RA
OG0003092	JC_08570-RA	HEL_003266-RA
OG0003093	JC_02766-RA	HEL_004505-RA
OG0003094	JC_13380-RA, JC_13381-RA	HEL_008478-RA
OG0003095	JC_08565-RA	HEL_003261-RA
OG0003095	JC_08566-RA	HEL_003262-RA
OG0003097	JC_02762-RA	HEL_004510-RA
OG0003098	JC_13354-RA	HEL_008452-RA
OG0003099	JC_02750-RA	HEL_004522-RA, HEL_004526-RA, HEL_004525-RA
OG0003100	JC_02749-RA	HEL_004527-RA, HEL_004523-RA
OG0003101	JC_01002-RA	HEL_006745-RA, HEL_006746-RA
OG0003102	JC_08539-RA	HEL_003234-RA
OG0003103	JC_01740-RA	HEL_007122-RA
OG0003105	JC_01015-RA	HEL_006757-RA
OG0003106	JC_01017-RA	HEL_006759-RA
OG0003109	JC_16427-RA	HEL_013010-RA
OG0003110	JC_03331-RA	HEL_007496-RA, HEL_007498-RA
OG0003111	JC_06899-RA	HEL_000844-RA
OG0003112	JC_07883-RA	HEL_011978-RA
OG0003113	JC_06249-RA, JC_06227-RA, JC_06229-RA, JC_06228-RA	HEL_011065-RA
OG0003114	JC_05277-RA, JC_05276-RA, JC_05278-RA, JC_05279-RA	HEL_005532-RA
OG0003115	JC_03573-RA	HEL_010255-RA
OG0003117	JC_13884-RA	HEL_000315-RA
OG0003118	JC_07056-RA	HEL_000993-RA
OG0003120	JC_12597-RA	HEL_003917-RA, HEL_003916-RA
OG0003121	JC_04957-RA	HEL_000108-RA
OG0003122	JC_07328-RA	HEL_003463-RA
OG0003123	JC_02647-RA, JC_02649-RA	HEL_008704-RA
OG0003125	JC_07029-RA	HEL_000969-RA, HEL_000967-RA
OG0003126	JC_01571-RA	HEL_012414-RA
OG0003127	JC_14383-RA	HEL_004992-RA, HEL_004993-RA, HEL_004991-RA
OG0003128	JC_13855-RA	HEL_000299-RA, HEL_000298-RA
