Orthogroup	Vanessa_cardui	Vanessa_tameamea
OG0002688	Vcard_DToL12305-RA, Vcard_DToL12306-RA	XP_026499046.1
OG0002689	Vcard_DToL15341-RA	XP_026497475.1
OG0002690	Vcard_DToL05051-RA, Vcard_DToL05052-RA	XP_026485780.1, XP_026485781.1
OG0002691	Vcard_DToL12311-RA	XP_026499297.1
OG0002692	Vcard_DToL14787-RA	XP_026489624.1, XP_026489623.1, XP_026489625.1
OG0002693	Vcard_DToL05943-RA	XP_026487619.1
OG0002696	Vcard_DToL14154-RA	XP_026486388.1
OG0002697	Vcard_DToL00249-RA	XP_026489725.1, XP_026489743.1, XP_026489733.1
OG0002698	Vcard_DToL05056-RA	XP_026485899.1
OG0002699	Vcard_DToL16159-RA	XP_026498732.1
OG0002700	Vcard_DToL11946-RA	XP_026486855.1
OG0002701	Vcard_DToL02857-RA	XP_026489844.1
OG0002703	Vcard_DToL00033-RA	XP_026500471.1
OG0002704	Vcard_DToL13239-RA	XP_026493613.1
OG0002705	Vcard_DToL17005-RA	XP_026486754.1
OG0002706	Vcard_DToL17006-RA	XP_026485207.1
OG0002707	Vcard_DToL17439-RA	XP_026483715.1
OG0002708	Vcard_DToL02118-RA, Vcard_DToL02119-RA	XP_026484433.1
OG0002709	Vcard_DToL07831-RA	XP_026489108.1
OG0002710	Vcard_DToL02124-RA	XP_026484882.1
OG0002711	Vcard_DToL14759-RA	XP_026489734.1
OG0002713	Vcard_DToL14752-RA, Vcard_DToL14754-RA	XP_026489735.1
OG0002714	Vcard_DToL16265-RA	XP_026494551.1
OG0002715	Vcard_DToL02872-RA	XP_026489790.1
OG0002716	Vcard_DToL10979-RA	XP_026493981.1
OG0002717	Vcard_DToL02873-RA	XP_026489789.1
OG0002718	Vcard_DToL02133-RA	XP_026484760.1
OG0002719	Vcard_DToL17870-RA	XP_026501070.1
OG0002720	Vcard_DToL00219-RA	XP_026500883.1
OG0002721	Vcard_DToL16313-RA	XP_026494455.1, XP_026494457.1
OG0002722	Vcard_DToL08701-RA, Vcard_DToL08702-RA	XP_026495034.1
OG0002723	Vcard_DToL07321-RA	XP_026496826.1
OG0002724	Vcard_DToL09833-RA	XP_026493101.1
OG0002725	Vcard_DToL02876-RA	XP_026489800.1, XP_026489799.1
OG0002726	Vcard_DToL14462-RA, Vcard_DToL14461-RA	XP_026494308.1
OG0002727	Vcard_DToL13169-RA	XP_026492320.1
OG0002728	Vcard_DToL16299-RA	XP_026494465.1
OG0002730	Vcard_DToL05103-RA	XP_026486357.1
OG0002731	Vcard_DToL16258-RA	XP_026494552.1
OG0002732	Vcard_DToL07847-RA	XP_026489093.1
OG0002734	Vcard_DToL17322-RA	XP_026484158.1
OG0002734	Vcard_DToL17323-RA	XP_026484192.1
OG0002735	Vcard_DToL12800-RA	XP_026495965.1
OG0002736	Vcard_DToL17085-RA	XP_026493051.1
OG0002737	Vcard_DToL00193-RA, Vcard_DToL00192-RA	XP_026500789.1
OG0002738	Vcard_DToL17083-RA	XP_026493044.1
OG0002739	Vcard_DToL16251-RA	XP_026494521.1
OG0002740	Vcard_DToL11002-RA	XP_026494022.1
OG0002741	Vcard_DToL08661-RA	XP_026495059.1
OG0002742	Vcard_DToL11004-RA	XP_026494003.1, XP_026494004.1
OG0002744	Vcard_DToL11975-RA	XP_026486930.1, XP_026486932.1, XP_026486929.1
OG0002745	Vcard_DToL05907-RA	XP_026487611.1
OG0002746	Vcard_DToL05905-RA	XP_026487597.1, XP_026487596.1
OG0002747	Vcard_DToL03681-RA	XP_026491084.1
OG0002748	Vcard_DToL12808-RA	XP_026495653.1
OG0002749	Vcard_DToL04325-RA	XP_026488276.1
OG0002750	Vcard_DToL00184-RA	XP_026500272.1
OG0002751	Vcard_DToL03684-RA, Vcard_DToL03685-RA	XP_026491271.1
OG0002752	Vcard_DToL02925-RA	XP_026498624.1
OG0002753	Vcard_DToL01594-RA	XP_026492642.1
OG0002754	Vcard_DToL07891-RA	XP_026488900.1
OG0002755	Vcard_DToL11978-RA	XP_026486917.1
OG0002756	Vcard_DToL16240-RA	XP_026494525.1
OG0002757	Vcard_DToL05132-RA	XP_026486149.1
OG0002758	Vcard_DToL11983-RA	XP_026486908.1
OG0002759	Vcard_DToL13146-RA	XP_026491147.1
OG0002760	Vcard_DToL00366-RA	XP_026496107.1
OG0002761	Vcard_DToL15374-RA	XP_026497506.1
OG0002762	Vcard_DToL13144-RA	XP_026492740.1
OG0002763	Vcard_DToL06564-RA, Vcard_DToL02936-RA	XP_026499856.1
OG0002764	Vcard_DToL06695-RA	XP_026488414.1
OG0002765	Vcard_DToL05140-RA	XP_026485823.1
OG0002766	Vcard_DToL01601-RA	XP_026492618.1
OG0002767	Vcard_DToL13226-RA, Vcard_DToL13228-RA	XP_026493026.1
OG0002768	Vcard_DToL09442-RA, Vcard_DToL09443-RA	XP_026492268.1
OG0002769	Vcard_DToL14476-RA	XP_026494366.1
OG0002770	Vcard_DToL09445-RA	XP_026492270.1, XP_026492269.1
OG0002771	Vcard_DToL02182-RA	XP_026484799.1
OG0002772	Vcard_DToL09446-RA	XP_026492372.1, XP_026492371.1
OG0002773	Vcard_DToL02183-RA	XP_026484806.1
OG0002774	Vcard_DToL07358-RA	XP_026496980.1, XP_026496979.1, XP_026496978.1
OG0002775	Vcard_DToL01608-RA	XP_026492708.1
OG0002776	Vcard_DToL06705-RA	XP_026485264.1, XP_026485272.1, XP_026485279.1
OG0002777	Vcard_DToL17066-RA	XP_026493612.1
OG0002778	Vcard_DToL00386-RA, Vcard_DToL00388-RA	XP_026496689.1
OG0002780	Vcard_DToL00392-RA	XP_026496142.1
OG0002781	Vcard_DToL02954-RA	XP_026498613.1
OG0002782	Vcard_DToL02958-RA	XP_026498619.1
OG0002783	Vcard_DToL15512-RA	XP_026498116.1
OG0002784	Vcard_DToL10434-RA	XP_026485613.1
OG0002784	Vcard_DToL10431-RA	XP_026485614.1
OG0002785	Vcard_DToL03699-RA	XP_026491197.1
OG0002786	Vcard_DToL00404-RA	XP_026496532.1, XP_026496540.1
OG0002787	Vcard_DToL12592-RA	XP_026495626.1
OG0002788	Vcard_DToL08614-RA	XP_026495255.1
OG0002790	Vcard_DToL07374-RA	XP_026497021.1
OG0002791	Vcard_DToL15382-RA	XP_026497346.1
OG0002792	Vcard_DToL11022-RA	XP_026493881.1
OG0002793	Vcard_DToL14507-RA	XP_026494325.1, XP_026494324.1
OG0002794	Vcard_DToL11028-RA, Vcard_DToL11027-RA	XP_026493885.1
OG0002795	Vcard_DToL09789-RA	XP_026498188.1
OG0002796	Vcard_DToL05358-RA	XP_026485768.1
OG0002797	Vcard_DToL14511-RA	XP_026494350.1
OG0002798	Vcard_DToL00510-RA	XP_026499013.1
OG0002799	Vcard_DToL02229-RA	XP_026485079.1
OG0002800	Vcard_DToL06718-RA	XP_026484730.1
OG0002801	Vcard_DToL02367-RA	XP_026484903.1
OG0002802	Vcard_DToL17305-RA	XP_026484154.1
OG0002803	Vcard_DToL15387-RA	XP_026497367.1, XP_026497368.1
OG0002804	Vcard_DToL16218-RA, Vcard_DToL16217-RA	XP_026489580.1
OG0002806	Vcard_DToL07379-RA	XP_026496896.1
OG0002808	Vcard_DToL16216-RA	XP_026489576.1
OG0002809	Vcard_DToL05370-RA, Vcard_DToL05371-RA	XP_026485871.1
OG0002810	Vcard_DToL12691-RA	XP_026495845.1
OG0002811	Vcard_DToL08378-RA	XP_026501526.1
OG0002812	Vcard_DToL05374-RA	XP_026485857.1, XP_026485858.1, XP_026485859.1
OG0002813	Vcard_DToL14227-RA	XP_026498304.1, XP_026498303.1
OG0002814	Vcard_DToL16212-RA	XP_026489595.1
OG0002815	Vcard_DToL03715-RA	XP_026491582.1
OG0002816	Vcard_DToL11993-RA	XP_026486785.1
OG0002817	Vcard_DToL12590-RA	XP_026495623.1
OG0002818	Vcard_DToL05384-RA	XP_026486320.1, XP_026486321.1
OG0002819	Vcard_DToL02346-RA	XP_026484914.1
OG0002820	Vcard_DToL05385-RA	XP_026486317.1, XP_026486318.1
OG0002821	Vcard_DToL02980-RA	XP_026498597.1
OG0002822	Vcard_DToL02981-RA	XP_026498538.1
OG0002824	Vcard_DToL01245-RA	XP_026493684.1
OG0002825	Vcard_DToL06733-RA	XP_026495427.1
OG0002826	Vcard_DToL08571-RA	XP_026495133.1, XP_026495134.1
OG0002827	Vcard_DToL05393-RA	XP_026485774.1
OG0002828	Vcard_DToL00442-RA	XP_026500563.1
OG0002829	Vcard_DToL16196-RA	XP_026489604.1
OG0002831	Vcard_DToL00451-RA	XP_026500550.1
OG0002832	Vcard_DToL05820-RA	XP_026487790.1
OG0002833	Vcard_DToL05817-RA	XP_026487727.1
OG0002834	Vcard_DToL07957-RA, Vcard_DToL07960-RA	XP_026501371.1
OG0002835	Vcard_DToL09486-RA	XP_026492335.1
OG0002835	Vcard_DToL09484-RA	XP_026492334.1
OG0002836	Vcard_DToL07952-RA	XP_026501343.1
OG0002838	Vcard_DToL03957-RA	XP_026491175.1
OG0002839	Vcard_DToL05801-RA, Vcard_DToL05802-RA	XP_026487717.1
OG0002840	Vcard_DToL09337-RA	XP_026499578.1
OG0002841	Vcard_DToL05797-RA	XP_026487777.1
OG0002842	Vcard_DToL09329-RA	XP_026499568.1
OG0002843	Vcard_DToL07398-RA	XP_026497012.1
OG0002844	Vcard_DToL12638-RA	XP_026495614.1
OG0002845	Vcard_DToL14238-RA, Vcard_DToL14240-RA	XP_026498309.1
OG0002846	Vcard_DToL15416-RA	XP_026497424.1
OG0002847	Vcard_DToL14243-RA	XP_026498314.1, XP_026498315.1, XP_026498313.1
OG0002848	Vcard_DToL02310-RA	XP_026484940.1
OG0002849	Vcard_DToL10401-RA	XP_026485529.1, XP_026485528.1
OG0002850	Vcard_DToL11074-RA	XP_026493873.1
OG0002851	Vcard_DToL07404-RA	XP_026496940.1
OG0002852	Vcard_DToL11077-RA	XP_026493952.1
OG0002853	Vcard_DToL12629-RA, Vcard_DToL12627-RA, Vcard_DToL12628-RA	XP_026495741.1
OG0002854	Vcard_DToL13709-RA	XP_026495435.1
OG0002855	Vcard_DToL15562-RA	XP_026492037.1
OG0002856	Vcard_DToL03000-RA	XP_026498678.1
OG0002857	Vcard_DToL07411-RA, Vcard_DToL07410-RA	XP_026497004.1
OG0002858	Vcard_DToL14418-RA	XP_026494164.1
OG0002859	Vcard_DToL12623-RA	XP_026495944.1
OG0002860	Vcard_DToL09957-RA	XP_026493550.1
OG0002861	Vcard_DToL03761-RA	XP_026491640.1
OG0002862	Vcard_DToL16169-RA	XP_026498775.1, XP_026498774.1
OG0002864	Vcard_DToL03766-RA	XP_026491663.1
OG0002865	Vcard_DToL15573-RA	XP_026492015.1
OG0002868	Vcard_DToL15432-RA	XP_026497385.1
OG0002869	Vcard_DToL14265-RA	XP_026498279.1, XP_026498280.1
OG0002870	Vcard_DToL15435-RA	XP_026497402.1
OG0002871	Vcard_DToL07800-RA	XP_026489032.1
OG0002872	Vcard_DToL04448-RA	XP_026488388.1
OG0002874	Vcard_DToL07447-RA	XP_026496885.1
OG0002875	Vcard_DToL05724-RA	XP_026487312.1
OG0002876	Vcard_DToL09288-RA	XP_026499650.1
OG0002877	Vcard_DToL13754-RA	XP_026496484.1, XP_026496485.1
OG0002878	Vcard_DToL10913-RA	XP_026490303.1, XP_026490304.1
OG0002879	Vcard_DToL14399-RA	XP_026498946.1
OG0002880	Vcard_DToL10914-RA	XP_026499844.1
OG0002881	Vcard_DToL10917-RA	XP_026494028.1
OG0002882	Vcard_DToL14385-RA	XP_026498920.1
OG0002883	Vcard_DToL03797-RA	XP_026491678.1
OG0002884	Vcard_DToL10141-RA	XP_026493377.1
OG0002885	Vcard_DToL15448-RA	XP_026483206.1
OG0002886	Vcard_DToL06794-RA	XP_026486204.1
OG0002887	Vcard_DToL12058-RA	XP_026486873.1
OG0002888	Vcard_DToL05640-RA	XP_026487576.1
OG0002890	Vcard_DToL04455-RA	XP_026488244.1
OG0002891	Vcard_DToL05438-RA	XP_026486040.1
OG0002892	Vcard_DToL02257-RA	XP_026485162.1
OG0002893	Vcard_DToL00522-RA	XP_026499926.1
OG0002895	Vcard_DToL10308-RA	XP_026493020.1
OG0002897	Vcard_DToL10119-RA	XP_026493290.1
OG0002898	Vcard_DToL05195-RA	XP_026486083.1, XP_026486084.1
OG0002899	Vcard_DToL14281-RA	XP_026498289.1
OG0002900	Vcard_DToL05191-RA	XP_026485693.1
OG0002901	Vcard_DToL05186-RA	XP_026485694.1
OG0002902	Vcard_DToL14294-RA	XP_026498233.1, XP_026498234.1
OG0002903	Vcard_DToL17242-RA	XP_026483935.1
OG0002904	Vcard_DToL15475-RA	XP_026483200.1
OG0002905	Vcard_DToL10366-RA	XP_026485318.1, XP_026485317.1
OG0002907	Vcard_DToL09241-RA	XP_026499768.1
OG0002908	Vcard_DToL15477-RA, Vcard_DToL15476-RA	XP_026483201.1
OG0002909	Vcard_DToL14373-RA	XP_026498932.1
OG0002910	Vcard_DToL07488-RA	XP_026496679.1
OG0002911	Vcard_DToL14369-RA	XP_026498929.1
OG0002912	Vcard_DToL00550-RA	XP_026499346.1, XP_026499336.1
OG0002913	Vcard_DToL04490-RA	XP_026488196.1, XP_026488197.1
OG0002914	Vcard_DToL00551-RA	XP_026499367.1, XP_026499359.1
OG0002915	Vcard_DToL02387-RA	XP_026484473.1
OG0002915	Vcard_DToL02386-RA	XP_026484471.1
OG0002916	Vcard_DToL10937-RA	XP_026494040.1, XP_026494041.1
OG0002917	Vcard_DToL14362-RA	XP_026498901.1
OG0002918	Vcard_DToL07498-RA	XP_026496665.1
OG0002919	Vcard_DToL04494-RA	XP_026488280.1
OG0002920	Vcard_DToL07822-RA	XP_026489043.1, XP_026489042.1
OG0002921	Vcard_DToL12579-RA	XP_026495725.1
OG0002922	Vcard_DToL14357-RA, Vcard_DToL14358-RA	XP_026498898.1
OG0002923	Vcard_DToL02398-RA	XP_026484450.1
OG0002924	Vcard_DToL14351-RA	XP_026486668.1
OG0002925	Vcard_DToL05710-RA	XP_026487578.1
OG0002926	Vcard_DToL07506-RA	XP_026496790.1
OG0002927	Vcard_DToL13811-RA	XP_026496544.1
OG0002928	Vcard_DToL12128-RA	XP_026499290.1
OG0002929	Vcard_DToL03810-RA	XP_026491514.1, XP_026491516.1
OG0002930	Vcard_DToL04518-RA	XP_026488422.1, XP_026488421.1
OG0002931	Vcard_DToL10097-RA	XP_026493286.1
OG0002932	Vcard_DToL12127-RA, Vcard_DToL12123-RA	XP_026500032.1
OG0002933	Vcard_DToL12122-RA	XP_026500033.1
OG0002934	Vcard_DToL14344-RA, Vcard_DToL14343-RA	XP_026486703.1
OG0002935	Vcard_DToL07510-RA	XP_026492824.1
OG0002936	Vcard_DToL12559-RA	XP_026495690.1
OG0002937	Vcard_DToL13797-RA	XP_026496525.1
OG0002938	Vcard_DToL10357-RA	XP_026485304.1
OG0002939	Vcard_DToL05176-RA	XP_026486080.1, XP_026486079.1
OG0002940	Vcard_DToL06595-RA	XP_026501268.1
OG0002941	Vcard_DToL12555-RA	XP_026500044.1
OG0002942	Vcard_DToL08229-RA	XP_026495749.1
OG0002943	Vcard_DToL05693-RA	XP_026487801.1
OG0002944	Vcard_DToL02412-RA	XP_026484588.1
OG0002945	Vcard_DToL01434-RA	XP_026496598.1
OG0002946	Vcard_DToL15611-RA	XP_026497750.1
OG0002947	Vcard_DToL12553-RA	XP_026488013.1
OG0002949	Vcard_DToL12091-RA	XP_026486846.1
OG0002950	Vcard_DToL09214-RA	XP_026486491.1
OG0002951	Vcard_DToL05682-RA	XP_026487811.1
OG0002952	Vcard_DToL10078-RA	XP_026493483.1
OG0002953	Vcard_DToL01102-RA, Vcard_DToL01098-RA	XP_026497880.1
OG0002954	Vcard_DToL10343-RA	XP_026485350.1
OG0002955	Vcard_DToL12194-RA	XP_026499210.1
OG0002956	Vcard_DToL02726-RA	XP_026501798.1, XP_026501799.1, XP_026501800.1
OG0002958	Vcard_DToL05666-RA	XP_026487415.1
OG0002959	Vcard_DToL02430-RA, Vcard_DToL02429-RA	XP_026484362.1
OG0002960	Vcard_DToL14444-RA, Vcard_DToL14445-RA	XP_026494347.1
OG0002961	Vcard_DToL02433-RA	XP_026484589.1
OG0002962	Vcard_DToL14443-RA	XP_026494392.1
OG0002963	Vcard_DToL02440-RA	XP_026485144.1
OG0002964	Vcard_DToL09210-RA	XP_026486575.1
OG0002965	Vcard_DToL06756-RA	XP_026483582.1
OG0002966	Vcard_DToL06656-RA	XP_026484269.1
OG0002967	Vcard_DToL05659-RA	XP_026487520.1
OG0002968	Vcard_DToL10327-RA	XP_026485326.1
OG0002969	Vcard_DToL05334-RA	XP_026486289.1
OG0002970	Vcard_DToL11907-RA	XP_026489227.1, XP_026489228.1
OG0002971	Vcard_DToL02474-RA	XP_026484521.1
OG0002972	Vcard_DToL06932-RA	XP_026489473.1
OG0002973	Vcard_DToL08188-RA	XP_026490741.1
OG0002974	Vcard_DToL17142-RA, Vcard_DToL17144-RA	XP_026484079.1
OG0002975	Vcard_DToL10855-RA, Vcard_DToL10854-RA	XP_026483307.1
OG0002976	Vcard_DToL17139-RA	XP_026496775.1
OG0002977	Vcard_DToL17137-RA	XP_026501769.1, XP_026501768.1
OG0002978	Vcard_DToL05316-RA	XP_026485760.1, XP_026485759.1
OG0002979	Vcard_DToL06959-RA	XP_026489442.1
OG0002980	Vcard_DToL05649-RA	XP_026487367.1
OG0002981	Vcard_DToL15696-RA	XP_026497814.1
OG0002982	Vcard_DToL00593-RA	XP_026497054.1
OG0002982	Vcard_DToL00594-RA	XP_026497044.1
OG0002983	Vcard_DToL11899-RA	XP_026485674.1, XP_026499542.1
OG0002984	Vcard_DToL10053-RA	XP_026493315.1, XP_026493314.1
OG0002985	Vcard_DToL00596-RA	XP_026497083.1
OG0002986	Vcard_DToL00597-RA	XP_026497018.1, XP_026496991.1
OG0002987	Vcard_DToL05647-RA	XP_026487564.1
OG0002988	Vcard_DToL11897-RA	XP_026486531.1
OG0002990	Vcard_DToL07572-RA	XP_026492863.1
OG0002991	Vcard_DToL17292-RA	XP_026484068.1
OG0002992	Vcard_DToL11895-RA	XP_026486535.1
OG0002993	Vcard_DToL13766-RA	XP_026496460.1
OG0002994	Vcard_DToL10870-RA	XP_026490318.1, XP_026490319.1
OG0002995	Vcard_DToL09170-RA	XP_026496081.1
OG0002996	Vcard_DToL02496-RA	XP_026484676.1
OG0002997	Vcard_DToL02504-RA	XP_026484673.1
OG0002999	Vcard_DToL08452-RA	XP_026501562.1
OG0003000	Vcard_DToL02505-RA	XP_026484709.1
OG0003002	Vcard_DToL03879-RA	XP_026491480.1
OG0003003	Vcard_DToL09164-RA	XP_026496069.1
OG0003004	Vcard_DToL01719-RA	XP_026500057.1
OG0003006	Vcard_DToL02513-RA	XP_026484682.1
OG0003007	Vcard_DToL07580-RA	XP_026492763.1
OG0003008	Vcard_DToL09161-RA	XP_026496075.1
OG0003009	Vcard_DToL04509-RA	XP_026488233.1
OG0003010	Vcard_DToL05276-RA	XP_026486215.1
OG0003011	Vcard_DToL02832-RA	XP_026489792.1
OG0003012	Vcard_DToL01704-RA	XP_026492605.1, XP_026492606.1
OG0003013	Vcard_DToL01834-RA	XP_026501204.1
OG0003015	Vcard_DToL17102-RA	XP_026501737.1
OG0003016	Vcard_DToL09137-RA	XP_026488170.1
OG0003017	Vcard_DToL00615-RA	XP_026497172.1
OG0003018	Vcard_DToL05270-RA	XP_026486257.1
OG0003019	Vcard_DToL02543-RA	XP_026484655.1, XP_026484656.1
OG0003020	Vcard_DToL17098-RA	XP_026501740.1
OG0003021	Vcard_DToL10286-RA	XP_026492992.1, XP_026492994.1, XP_026492993.1
OG0003022	Vcard_DToL10285-RA	XP_026492989.1
OG0003023	Vcard_DToL08289-RA	XP_026501590.1
OG0003024	Vcard_DToL02551-RA	XP_026484651.1
OG0003025	Vcard_DToL08137-RA, Vcard_DToL08136-RA	XP_026494484.1
OG0003026	Vcard_DToL03873-RA	XP_026491210.1
OG0003027	Vcard_DToL08291-RA	XP_026501591.1
OG0003028	Vcard_DToL11876-RA	XP_026499953.1
OG0003029	Vcard_DToL09122-RA	XP_026488151.1
OG0003031	Vcard_DToL01689-RA	XP_026492674.1
OG0003032	Vcard_DToL10273-RA	XP_026498339.1
OG0003033	Vcard_DToL00786-RA, Vcard_DToL00785-RA	XP_026500693.1
OG0003034	Vcard_DToL03878-RA	XP_026491348.1
OG0003035	Vcard_DToL09112-RA	XP_026499314.1, XP_026497198.1
OG0003036	Vcard_DToL01681-RA	XP_026492641.1
OG0003037	Vcard_DToL01676-RA, Vcard_DToL01673-RA	XP_026492676.1
OG0003038	Vcard_DToL02841-RA	XP_026489821.1
OG0003039	Vcard_DToL15751-RA	XP_026491866.1
OG0003040	Vcard_DToL07019-RA	XP_026486453.1
OG0003041	Vcard_DToL04645-RA, Vcard_DToL04646-RA	XP_026490900.1
OG0003042	Vcard_DToL07020-RA	XP_026486445.1
OG0003043	Vcard_DToL17089-RA	XP_026501780.1
OG0003044	Vcard_DToL02585-RA	XP_026484819.1
OG0003045	Vcard_DToL11848-RA	XP_026499942.1
OG0003046	Vcard_DToL11844-RA	XP_026499943.1
OG0003047	Vcard_DToL08087-RA	XP_026500041.1
OG0003048	Vcard_DToL09103-RA	XP_026494561.1
OG0003049	Vcard_DToL04668-RA	XP_026487004.1
OG0003050	Vcard_DToL07611-RA, Vcard_DToL07612-RA	XP_026489192.1
OG0003051	Vcard_DToL15773-RA, Vcard_DToL15774-RA	XP_026491977.1
OG0003052	Vcard_DToL09092-RA	XP_026487214.1
OG0003054	Vcard_DToL05600-RA	XP_026488769.1
OG0003055	Vcard_DToL02601-RA	XP_026484893.1
OG0003056	Vcard_DToL01623-RA	XP_026492690.1, XP_026492689.1
OG0003058	Vcard_DToL03909-RA	XP_026491365.1
OG0003059	Vcard_DToL05236-RA	XP_026486301.1
OG0003060	Vcard_DToL15795-RA	XP_026491876.1
OG0003061	Vcard_DToL08072-RA	XP_026487123.1
OG0003062	Vcard_DToL07041-RA	XP_026483303.1, XP_026483302.1
OG0003063	Vcard_DToL00773-RA	XP_026500728.1
OG0003063	Vcard_DToL00772-RA	XP_026500729.1
OG0003064	Vcard_DToL08061-RA	XP_026487145.1
OG0003065	Vcard_DToL08345-RA	XP_026501557.1
OG0003066	Vcard_DToL04693-RA, Vcard_DToL04696-RA	XP_026485670.1
OG0003067	Vcard_DToL01308-RA	XP_026497080.1
OG0003068	Vcard_DToL01309-RA	XP_026497057.1
OG0003069	Vcard_DToL05197-RA	XP_026485872.1
OG0003070	Vcard_DToL00608-RA	XP_026497390.1, XP_026497381.1
OG0003071	Vcard_DToL02622-RA	XP_026484483.1
OG0003072	Vcard_DToL08359-RA	XP_026501461.1
OG0003073	Vcard_DToL00768-RA	XP_026500652.1
OG0003074	Vcard_DToL08279-RA	XP_026500038.1
OG0003075	Vcard_DToL04710-RA	XP_026497966.1
OG0003076	Vcard_DToL08271-RA	XP_026488588.1
OG0003077	Vcard_DToL01324-RA	XP_026497108.1
OG0003078	Vcard_DToL00611-RA	XP_026497373.1, XP_026497365.1
OG0003079	Vcard_DToL05491-RA	XP_026490549.1
OG0003081	Vcard_DToL15823-RA	XP_026491965.1
OG0003082	Vcard_DToL08006-RA	XP_026501295.1
OG0003083	Vcard_DToL05500-RA	XP_026490529.1
OG0003084	Vcard_DToL05203-RA	XP_026485831.1
OG0003085	Vcard_DToL04735-RA, Vcard_DToL04736-RA	XP_026486652.1
OG0003086	Vcard_DToL04733-RA	XP_026486664.1
OG0003087	Vcard_DToL01341-RA	XP_026497052.1
OG0003088	Vcard_DToL08033-RA, Vcard_DToL08032-RA	XP_026501284.1
OG0003089	Vcard_DToL05536-RA	XP_026490474.1
OG0003090	Vcard_DToL01347-RA	XP_026497119.1
OG0003091	Vcard_DToL03954-RA	XP_026491690.1
OG0003092	Vcard_DToL05544-RA	XP_026490440.1
OG0003093	Vcard_DToL03960-RA	XP_026491077.1
OG0003094	Vcard_DToL15841-RA	XP_026491957.1
OG0003095	Vcard_DToL05552-RA	XP_026490448.1
OG0003096	Vcard_DToL08422-RA	XP_026501601.1
OG0003097	Vcard_DToL03968-RA	XP_026491774.1
OG0003098	Vcard_DToL15865-RA	XP_026491893.1, XP_026491892.1
OG0003099	Vcard_DToL03776-RA	XP_026491651.1
OG0003100	Vcard_DToL03774-RA, Vcard_DToL03775-RA	XP_026491653.1
OG0003101	Vcard_DToL01365-RA	XP_026497089.1
OG0003102	Vcard_DToL05585-RA, Vcard_DToL05586-RA	XP_026488785.1
OG0003103	Vcard_DToL00646-RA	XP_026490322.1
OG0003104	Vcard_DToL02684-RA	XP_026485109.1
OG0003105	Vcard_DToL01376-RA	XP_026497046.1
OG0003106	Vcard_DToL01378-RA	XP_026497176.1
OG0003109	Vcard_DToL18631-RA	XP_026483145.1
OG0003110	Vcard_DToL04338-RA	XP_026488356.1
OG0003111	Vcard_DToL12329-RA	XP_026499263.1, XP_026499262.1
OG0003112	Vcard_DToL09085-RA, Vcard_DToL09082-RA	XP_026483233.1
OG0003114	Vcard_DToL02965-RA	XP_026498652.1
OG0003115	Vcard_DToL04083-RA	XP_026499025.1, XP_026499024.1
OG0003117	Vcard_DToL14157-RA	XP_026486385.1
OG0003118	Vcard_DToL12104-RA, Vcard_DToL12103-RA	XP_026486905.1
OG0003120	Vcard_DToL14306-RA	XP_026486698.1
OG0003121	Vcard_DToL05311-RA	XP_026486171.1
OG0003122	Vcard_DToL09718-RA	XP_026492142.1
OG0003123	Vcard_DToL03658-RA, Vcard_DToL03659-RA	XP_026491526.1
OG0003125	Vcard_DToL12136-RA	XP_026499180.1, XP_026499179.1
OG0003126	Vcard_DToL00861-RA	XP_026487073.1, XP_026487075.1, XP_026487072.1, XP_026487074.1
OG0003128	Vcard_DToL14177-RA	XP_026501256.1
OG0003130	Vcard_DToL08711-RA	XP_026495129.1
OG0003131	Vcard_DToL05094-RA	XP_026486323.1, XP_026486324.1, XP_026486325.1
OG0003132	Vcard_DToL07605-RA	XP_026489169.1
OG0003133	Vcard_DToL04626-RA	XP_026490796.1
OG0003134	Vcard_DToL04946-RA	XP_026486184.1, XP_026486185.1
OG0003137	Vcard_DToL09795-RA	XP_026498174.1, XP_026498173.1, XP_026498176.1
OG0003145	Vcard_DToL18126-RA	XP_026489429.1
OG0003149	Vcard_DToL16704-RA	XP_026499995.1
OG0003150	Vcard_DToL17737-RA, Vcard_DToL17738-RA	XP_026488750.1
OG0003151	Vcard_DToL16086-RA	XP_026498840.1
OG0003152	Vcard_DToL02065-RA	XP_026484401.1
OG0003154	Vcard_DToL04350-RA	XP_026488372.1
OG0003155	Vcard_DToL17182-RA	XP_026483996.1
OG0003156	Vcard_DToL15279-RA	XP_026497370.1
OG0003157	Vcard_DToL04634-RA	XP_026490811.1
OG0003158	Vcard_DToL17798-RA	XP_026500934.1
OG0003160	Vcard_DToL17293-RA	XP_026484018.1
OG0003161	Vcard_DToL15285-RA	XP_026497438.1
OG0003162	Vcard_DToL16121-RA	XP_026498767.1
OG0003163	Vcard_DToL18586-RA	XP_026486526.1
OG0003164	Vcard_DToL01904-RA, Vcard_DToL01901-RA	XP_026484553.1
OG0003165	Vcard_DToL15287-RA	XP_026497539.1
OG0003166	Vcard_DToL18343-RA	XP_026483377.1
OG0003167	Vcard_DToL09060-RA	XP_026489983.1
OG0003168	Vcard_DToL03300-RA, Vcard_DToL03299-RA	XP_026496420.1
OG0003169	Vcard_DToL15290-RA	XP_026497268.1
OG0003170	Vcard_DToL09976-RA, Vcard_DToL09977-RA	XP_026493535.1
OG0003171	Vcard_DToL17336-RA	XP_026483950.1, XP_026483948.1
