Orthogroup	Vanessa_cardui	Pararge_aegeria
OG0001611	Vcard_DToL07575-RA	XP_039749959.1, XP_039749960.1
OG0001612	Vcard_DToL04572-RA, Vcard_DToL04574-RA	XP_039754096.1
OG0001614	Vcard_DToL17111-RA, Vcard_DToL17113-RA, Vcard_DToL17112-RA	XP_039761581.1
OG0001615	Vcard_DToL15712-RA	XP_039748653.1
OG0001616	Vcard_DToL12507-RA, Vcard_DToL12508-RA	XP_039756696.1
OG0001617	Vcard_DToL07583-RA	XP_039749569.1
OG0001618	Vcard_DToL07584-RA	XP_039749573.1, XP_039749572.1
OG0001619	Vcard_DToL06963-RA	XP_039751498.1
OG0001620	Vcard_DToL10890-RA	XP_039756794.1
OG0001621	Vcard_DToL09129-RA	XP_039752948.1
OG0001622	Vcard_DToL10149-RA	XP_039758579.1, XP_039758581.1
OG0001623	Vcard_DToL02567-RA	XP_039745442.1
OG0001624	Vcard_DToL07013-RA	XP_039751064.1
OG0001625	Vcard_DToL10265-RA, Vcard_DToL10264-RA	XP_039750595.1
OG0001626	Vcard_DToL05607-RA, Vcard_DToL05604-RA	XP_039763113.1
OG0001627	Vcard_DToL07015-RA	XP_039751062.1
OG0001629	Vcard_DToL01668-RA	XP_039755588.1
OG0001630	Vcard_DToL04657-RA	XP_039753835.1, XP_039753836.1
OG0001631	Vcard_DToL01660-RA	XP_039753824.1
OG0001632	Vcard_DToL15767-RA	XP_039746478.1, XP_039746496.1, XP_039746487.1, XP_039746513.1, XP_039746505.1
OG0001634	Vcard_DToL07035-RA	XP_039751214.1
OG0001635	Vcard_DToL09096-RA, Vcard_DToL09094-RA	XP_039753684.1
OG0001636	Vcard_DToL01628-RA, Vcard_DToL01626-RA	XP_039757137.1
OG0001638	Vcard_DToL08065-RA, Vcard_DToL08067-RA	XP_039751932.1
OG0001640	Vcard_DToL07641-RA	XP_039749969.1, XP_039749970.1
OG0001641	Vcard_DToL08059-RA	XP_039752595.1
OG0001642	Vcard_DToL08049-RA	XP_039751879.1, XP_039751880.1
OG0001643	Vcard_DToL02634-RA	XP_039745253.1, XP_039745252.1, XP_039745251.1, XP_039745254.1
OG0001644	Vcard_DToL00619-RA	XP_039763781.1, XP_039763782.1, XP_039763783.1
OG0001645	Vcard_DToL15830-RA	XP_039764940.1, XP_039764950.1, XP_039764928.1, XP_039764918.1
OG0001648	Vcard_DToL15834-RA	XP_039752542.1
OG0001649	Vcard_DToL03935-RA, Vcard_DToL03934-RA	XP_039745589.1
OG0001650	Vcard_DToL05529-RA	XP_039765029.1
OG0001652	Vcard_DToL08041-RA	XP_039764413.1
OG0001652	Vcard_DToL08040-RA	XP_039751865.1
OG0001653	Vcard_DToL08426-RA	XP_039746980.1
OG0001654	Vcard_DToL01486-RA	XP_039753908.1
OG0001656	Vcard_DToL16353-RA	XP_039745395.1
OG0001657	Vcard_DToL06468-RA, Vcard_DToL06469-RA	XP_039751356.1
OG0001659	Vcard_DToL11896-RA	XP_039755619.1, XP_039755618.1
OG0001660	Vcard_DToL07988-RA	XP_039751979.1, XP_039751978.1
OG0001670	Vcard_DToL18281-RA, Vcard_DToL18280-RA	XP_039752328.1
OG0001671	Vcard_DToL15964-RA	XP_039760873.1
OG0001673	Vcard_DToL16408-RA, Vcard_DToL16409-RA	XP_039750977.1
OG0001674	Vcard_DToL17574-RA	XP_039748470.1, XP_039748469.1
OG0001677	Vcard_DToL15281-RA, Vcard_DToL15280-RA	XP_039760334.1
OG0001678	Vcard_DToL01906-RA, Vcard_DToL01905-RA	XP_039765920.1
OG0001680	Vcard_DToL13129-RA, Vcard_DToL13126-RA	XP_039756447.1
OG0001681	Vcard_DToL17899-RA	XP_039762345.1, XP_039762343.1, XP_039762344.1, XP_039761455.1
OG0001682	Vcard_DToL09969-RA	XP_039758468.1, XP_039758467.1
OG0001683	Vcard_DToL10614-RA	XP_039750302.1, XP_039750303.1, XP_039750304.1
OG0001684	Vcard_DToL10613-RA	XP_039750695.1, XP_039750693.1
OG0001685	Vcard_DToL17339-RA	XP_039761780.1, XP_039761781.1
OG0001686	Vcard_DToL16117-RA	XP_039760792.1
OG0001687	Vcard_DToL10615-RA	XP_039750239.1, XP_039750238.1
OG0001688	Vcard_DToL09966-RA	XP_039758774.1, XP_039758773.1
OG0001689	Vcard_DToL18718-RA, Vcard_DToL18716-RA	XP_039762773.1
OG0001690	Vcard_DToL14933-RA	XP_039758088.1
OG0001691	Vcard_DToL18483-RA, Vcard_DToL18485-RA	XP_039751825.1
OG0001692	Vcard_DToL18348-RA	XP_039752165.1, XP_039752166.1
OG0001693	Vcard_DToL15042-RA	XP_039760126.1, XP_039760125.1
OG0001695	Vcard_DToL09701-RA	XP_039753720.1, XP_039753443.1
OG0001696	Vcard_DToL13592-RA	XP_039759693.1
OG0001697	Vcard_DToL04011-RA	XP_039754513.1, XP_039754514.1
OG0001698	Vcard_DToL03314-RA	XP_039745999.1, XP_039745998.1, XP_039745996.1, XP_039745997.1
OG0001700	Vcard_DToL18210-RA	XP_039762325.1
OG0001701	Vcard_DToL16739-RA	XP_039747919.1
OG0001702	Vcard_DToL18333-RA	XP_039752381.1, XP_039752383.1, XP_039752382.1
OG0001703	Vcard_DToL00164-RA	XP_039763276.1, XP_039763275.1
OG0001704	Vcard_DToL18701-RA	XP_039762961.1
OG0001705	Vcard_DToL16729-RA	XP_039748723.1
OG0001707	Vcard_DToL18702-RA	XP_039762832.1
OG0001708	Vcard_DToL10686-RA	XP_039750681.1, XP_039750683.1
OG0001709	Vcard_DToL13102-RA	XP_039756000.1
OG0001710	Vcard_DToL15901-RA	XP_039760828.1
OG0001711	Vcard_DToL16806-RA	XP_039761122.1
OG0001713	Vcard_DToL17367-RA	XP_039761657.1, XP_039761655.1, XP_039761656.1
OG0001714	Vcard_DToL16802-RA	XP_039761023.1, XP_039761022.1
OG0001715	Vcard_DToL04845-RA	XP_039749102.1
OG0001716	Vcard_DToL04843-RA	XP_039749051.1
OG0001717	Vcard_DToL03086-RA	XP_039754843.1
OG0001718	Vcard_DToL14925-RA	XP_039757617.1
OG0001719	Vcard_DToL18721-RA	XP_039762639.1, XP_039762638.1
OG0001720	Vcard_DToL13619-RA	XP_039759108.1
OG0001722	Vcard_DToL03091-RA	XP_039755239.1
OG0001723	Vcard_DToL03100-RA	XP_039754635.1
OG0001724	Vcard_DToL09045-RA	XP_039747334.1
OG0001725	Vcard_DToL16699-RA	XP_039765865.1
OG0001726	Vcard_DToL16787-RA	XP_039761235.1
OG0001727	Vcard_DToL18524-RA	XP_039751759.1
OG0001729	Vcard_DToL16783-RA	XP_039761074.1
OG0001730	Vcard_DToL16698-RA	XP_039746873.1, XP_039749398.1
OG0001731	Vcard_DToL14903-RA	XP_039757729.1
OG0001733	Vcard_DToL00034-RA	XP_039763212.1
OG0001734	Vcard_DToL16780-RA	XP_039761144.1
OG0001735	Vcard_DToL03112-RA	XP_039755235.1
OG0001736	Vcard_DToL04073-RA	XP_039754315.1
OG0001737	Vcard_DToL16562-RA	XP_039764465.1
OG0001738	Vcard_DToL03366-RA	XP_039746370.1
OG0001739	Vcard_DToL14898-RA	XP_039757445.1
OG0001740	Vcard_DToL00853-RA	XP_039759366.1, XP_039759375.1
OG0001742	Vcard_DToL13071-RA	XP_039756643.1, XP_039756200.1
OG0001743	Vcard_DToL13066-RA, Vcard_DToL13069-RA	XP_039756160.1
OG0001744	Vcard_DToL06392-RA, Vcard_DToL06394-RA	XP_039751503.1
OG0001745	Vcard_DToL16776-RA	XP_039761247.1, XP_039761249.1, XP_039761248.1
OG0001746	Vcard_DToL08393-RA	XP_039747489.1, XP_039747490.1, XP_039747488.1
OG0001747	Vcard_DToL08388-RA	XP_039747052.1
OG0001748	Vcard_DToL17838-RA	XP_039762103.1
OG0001749	Vcard_DToL13641-RA	XP_039759533.1, XP_039759531.1, XP_039759532.1
OG0001750	Vcard_DToL18509-RA	XP_039752115.1
OG0001751	Vcard_DToL18742-RA	XP_039762970.1
OG0001752	Vcard_DToL10827-RA	XP_039750834.1, XP_039750835.1
OG0001753	Vcard_DToL01250-RA	XP_039756669.1
OG0001754	Vcard_DToL11281-RA	XP_039757401.1, XP_039757055.1
OG0001755	Vcard_DToL15086-RA	XP_039760272.1
OG0001757	Vcard_DToL07143-RA	XP_039749447.1, XP_039749445.1
OG0001758	Vcard_DToL10815-RA	XP_039750251.1
OG0001759	Vcard_DToL04126-RA, Vcard_DToL04128-RA	XP_039753884.1
OG0001760	Vcard_DToL16059-RA	XP_039760607.1
OG0001761	Vcard_DToL10807-RA	XP_039750954.1, XP_039750956.1, XP_039750955.1
OG0001762	Vcard_DToL13016-RA	XP_039756754.1, XP_039756753.1
OG0001763	Vcard_DToL06397-RA	XP_039751523.1, XP_039751522.1, XP_039751525.1, XP_039751524.1
OG0001764	Vcard_DToL16670-RA	XP_039745557.1
OG0001765	Vcard_DToL13890-RA	XP_039747523.1, XP_039747522.1
OG0001767	Vcard_DToL12387-RA	XP_039755340.1
OG0001768	Vcard_DToL11262-RA	XP_039757151.1
OG0001769	Vcard_DToL13673-RA	XP_039759016.1
OG0001770	Vcard_DToL11255-RA	XP_039756852.1
OG0001771	Vcard_DToL00188-RA	XP_039763978.1
OG0001772	Vcard_DToL18778-RA	XP_039762761.1
OG0001773	Vcard_DToL00011-RA	XP_039763404.1
OG0001774	Vcard_DToL13007-RA	XP_039756058.1
OG0001776	Vcard_DToL09301-RA	XP_039753160.1, XP_039753159.1
OG0001777	Vcard_DToL07112-RA	XP_039749665.1
OG0001778	Vcard_DToL18470-RA	XP_039752197.1
OG0001779	Vcard_DToL01769-RA	XP_039745429.1
OG0001780	Vcard_DToL07106-RA	XP_039749975.1
OG0001781	Vcard_DToL17706-RA	XP_039748358.1
OG0001782	Vcard_DToL09613-RA	XP_039752884.1, XP_039752883.1, XP_039752885.1
OG0001783	Vcard_DToL07100-RA	XP_039749924.1
OG0001784	Vcard_DToL18787-RA	XP_039762914.1
OG0001785	Vcard_DToL10797-RA	XP_039750264.1
OG0001786	Vcard_DToL17704-RA	XP_039747903.1, XP_039747904.1, XP_039747902.1
OG0001787	Vcard_DToL16854-RA	XP_039761057.1
OG0001789	Vcard_DToL18479-RA	XP_039752045.1
OG0001790	Vcard_DToL10804-RA, Vcard_DToL10803-RA	XP_039750559.1
OG0001791	Vcard_DToL14683-RA	XP_039757818.1
OG0001793	Vcard_DToL11236-RA	XP_039757416.1, XP_039757415.1
OG0001794	Vcard_DToL16651-RA	XP_039765028.1, XP_039765046.1, XP_039765038.1
OG0001795	Vcard_DToL17692-RA	XP_039747760.1
OG0001796	Vcard_DToL10778-RA	XP_039750966.1, XP_039750469.1
OG0001797	Vcard_DToL11232-RA	XP_039757171.1, XP_039757173.1
OG0001798	Vcard_DToL13516-RA	XP_039758923.1
OG0001799	Vcard_DToL08959-RA, Vcard_DToL08961-RA	XP_039747141.1
OG0001800	Vcard_DToL13514-RA, Vcard_DToL13513-RA	XP_039759214.1
OG0001801	Vcard_DToL11229-RA	XP_039756926.1
OG0001803	Vcard_DToL01739-RA, Vcard_DToL01737-RA	XP_039745125.1
OG0001805	Vcard_DToL06410-RA, Vcard_DToL06411-RA	XP_039751564.1
OG0001806	Vcard_DToL12976-RA	XP_039756380.1, XP_039756379.1, XP_039756381.1
OG0001807	Vcard_DToL13837-RA	XP_039748104.1
OG0001808	Vcard_DToL14726-RA	XP_039757781.1
OG0001809	Vcard_DToL06433-RA	XP_039751654.1
OG0001810	Vcard_DToL18822-RA	XP_039762548.1, XP_039762547.1
OG0001811	Vcard_DToL16588-RA	XP_039764876.1, XP_039764885.1
OG0001812	Vcard_DToL14062-RA	XP_039748089.1
OG0001813	Vcard_DToL13501-RA	XP_039759477.1
OG0001814	Vcard_DToL04775-RA, Vcard_DToL04774-RA	XP_039749170.1
OG0001815	Vcard_DToL13497-RA, Vcard_DToL13498-RA	XP_039759243.1
OG0001816	Vcard_DToL06470-RA	XP_039751719.1
OG0001817	Vcard_DToL12953-RA	XP_039756178.1, XP_039756179.1, XP_039756180.1
OG0001818	Vcard_DToL08944-RA	XP_039747244.1
OG0001819	Vcard_DToL14587-RA	XP_039757639.1
OG0001821	Vcard_DToL18371-RA	XP_039752187.1
OG0001822	Vcard_DToL02862-RA	XP_039754690.1
OG0001823	Vcard_DToL17657-RA	XP_039748260.1
OG0001824	Vcard_DToL12836-RA	XP_039756337.1
OG0001825	Vcard_DToL11218-RA	XP_039757141.1
OG0001827	Vcard_DToL01982-RA	XP_039745475.1
OG0001828	Vcard_DToL06448-RA	XP_039751692.1
OG0001829	Vcard_DToL08917-RA	XP_039747297.1, XP_039747295.1, XP_039747296.1
OG0001830	Vcard_DToL01911-RA	XP_039745310.1, XP_039745309.1
OG0001831	Vcard_DToL06198-RA	XP_039765108.1
OG0001832	Vcard_DToL07554-RA	XP_039760435.1, XP_039759559.1
OG0001834	Vcard_DToL16975-RA, Vcard_DToL16974-RA	XP_039761302.1
OG0001835	Vcard_DToL01916-RA	XP_039765482.1, XP_039765481.1
OG0001836	Vcard_DToL16090-RA, Vcard_DToL16088-RA	XP_039760593.1
OG0001838	Vcard_DToL17595-RA, Vcard_DToL17596-RA	XP_039747822.1
OG0001839	Vcard_DToL00986-RA	XP_039752754.1, XP_039752724.1
OG0001840	Vcard_DToL17598-RA	XP_039747925.1
OG0001841	Vcard_DToL08888-RA	XP_039747365.1
OG0001842	Vcard_DToL14026-RA	XP_039748229.1
OG0001843	Vcard_DToL16504-RA	XP_039761190.1
OG0001844	Vcard_DToL00605-RA	XP_039763876.1, XP_039763877.1
OG0001845	Vcard_DToL03467-RA	XP_039746016.1, XP_039746018.1
OG0001846	Vcard_DToL03190-RA	XP_039754830.1
OG0001847	Vcard_DToL14018-RA	XP_039747899.1
OG0001848	Vcard_DToL17653-RA	XP_039748382.1, XP_039748381.1, XP_039748383.1
OG0001849	Vcard_DToL03470-RA	XP_039746011.1
OG0001850	Vcard_DToL18392-RA	XP_039752230.1
OG0001851	Vcard_DToL14638-RA	XP_039757855.1
OG0001852	Vcard_DToL15952-RA	XP_039760691.1
OG0001853	Vcard_DToL03472-RA	XP_039745881.1
OG0001854	Vcard_DToL14639-RA	XP_039757854.1
OG0001855	Vcard_DToL03200-RA	XP_039754855.1
OG0001856	Vcard_DToL12857-RA, Vcard_DToL12858-RA	XP_039756561.1, XP_039756562.1
OG0001857	Vcard_DToL01017-RA	XP_039758313.1
OG0001858	Vcard_DToL10233-RA, Vcard_DToL10232-RA	XP_039758363.1
OG0001859	Vcard_DToL01026-RA	XP_039756539.1, XP_039756530.1, XP_039756547.1
OG0001860	Vcard_DToL00051-RA	XP_039763822.1
OG0001861	Vcard_DToL16480-RA	XP_039746688.1
OG0001862	Vcard_DToL06597-RA	XP_039751542.1
OG0001863	Vcard_DToL04921-RA, Vcard_DToL04919-RA	XP_039748573.1
OG0001864	Vcard_DToL16477-RA	XP_039751341.1
OG0001865	Vcard_DToL04172-RA	XP_039754174.1
OG0001866	Vcard_DToL06127-RA, Vcard_DToL06123-RA	XP_039764793.1
OG0001867	Vcard_DToL11171-RA, Vcard_DToL11172-RA	XP_039757377.1
OG0001868	Vcard_DToL14010-RA	XP_039748102.1, XP_039748101.1
OG0001869	Vcard_DToL10563-RA, Vcard_DToL10562-RA	XP_039750903.1
OG0001870	Vcard_DToL08871-RA	XP_039747145.1
OG0001871	Vcard_DToL16471-RA	XP_039747949.1, XP_039747941.1
OG0001873	Vcard_DToL01047-RA	XP_039754308.1, XP_039754301.1
OG0001874	Vcard_DToL09551-RA, Vcard_DToL09552-RA	XP_039753173.1
OG0001875	Vcard_DToL05153-RA	XP_039748527.1, XP_039749226.1
OG0001876	Vcard_DToL01970-RA	XP_039765641.1
OG0001877	Vcard_DToL18659-RA	XP_039762661.1
OG0001878	Vcard_DToL01053-RA	XP_039756822.1
OG0001879	Vcard_DToL16465-RA	XP_039749804.1
OG0001880	Vcard_DToL07220-RA	XP_039749369.1
OG0001881	Vcard_DToL13435-RA	XP_039759444.1
OG0001882	Vcard_DToL04184-RA	XP_039753924.1
OG0001883	Vcard_DToL16957-RA	XP_039760926.1, XP_039760929.1, XP_039760927.1, XP_039760928.1
OG0001884	Vcard_DToL06633-RA	XP_039751020.1
OG0001885	Vcard_DToL09932-RA	XP_039758483.1, XP_039758484.1, XP_039758485.1, XP_039758486.1
OG0001886	Vcard_DToL09925-RA	XP_039758646.1
OG0001887	Vcard_DToL18590-RA	XP_039762904.1
OG0001888	Vcard_DToL01077-RA, Vcard_DToL01078-RA	XP_039758893.1
OG0001889	Vcard_DToL00344-RA	XP_039763610.1, XP_039763611.1
OG0001890	Vcard_DToL04194-RA, Vcard_DToL04193-RA	XP_039753764.1, XP_039753763.1
OG0001891	Vcard_DToL17555-RA	XP_039747882.1
OG0001892	Vcard_DToL07712-RA	XP_039751920.1
OG0001894	Vcard_DToL08830-RA	XP_039747479.1
OG0001895	Vcard_DToL06579-RA, Vcard_DToL06580-RA	XP_039751016.1
OG0001896	Vcard_DToL18110-RA	XP_039761926.1, XP_039761927.1, XP_039761924.1
OG0001898	Vcard_DToL05886-RA, Vcard_DToL05887-RA	XP_039752987.1, XP_039752988.1
OG0001899	Vcard_DToL07251-RA	XP_039750142.1, XP_039750093.1
OG0001900	Vcard_DToL09904-RA, Vcard_DToL09907-RA, Vcard_DToL09903-RA	XP_039758479.1
OG0001901	Vcard_DToL11924-RA	XP_039755727.1
OG0001902	Vcard_DToL06060-RA	XP_039765197.1
OG0001903	Vcard_DToL12893-RA, Vcard_DToL12894-RA	XP_039756553.1
OG0001904	Vcard_DToL09902-RA	XP_039758203.1, XP_039758204.1
OG0001906	Vcard_DToL07038-RA	XP_039751391.1
OG0001907	Vcard_DToL14853-RA, Vcard_DToL14854-RA	XP_039758039.1
OG0001908	Vcard_DToL09519-RA	XP_039753118.1
OG0001909	Vcard_DToL15986-RA, Vcard_DToL15985-RA	XP_039760492.1, XP_039760491.1
OG0001910	Vcard_DToL16926-RA	XP_039760922.1
OG0001911	Vcard_DToL03530-RA	XP_039745563.1
OG0001912	Vcard_DToL00335-RA	XP_039763537.1
OG0001914	Vcard_DToL14850-RA	XP_039757657.1
OG0001916	Vcard_DToL06051-RA	XP_039765066.1
OG0001917	Vcard_DToL04977-RA	XP_039748563.1, XP_039748562.1
OG0001918	Vcard_DToL12212-RA	XP_039755957.1, XP_039755956.1
OG0001919	Vcard_DToL12898-RA	XP_039756176.1
OG0001920	Vcard_DToL16915-RA	XP_039761093.1
OG0001921	Vcard_DToL12222-RA, Vcard_DToL12223-RA	XP_039755802.1
OG0001922	Vcard_DToL16000-RA	XP_039760807.1
OG0001923	Vcard_DToL00321-RA	XP_039763266.1, XP_039763267.1
OG0001925	Vcard_DToL08352-RA	XP_039747405.1, XP_039747403.1, XP_039747404.1
OG0001926	Vcard_DToL13235-RA	XP_039759468.1
OG0001927	Vcard_DToL18650-RA	XP_039762972.1
OG0001928	Vcard_DToL07262-RA	XP_039749617.1
OG0001931	Vcard_DToL18652-RA	XP_039762775.1
OG0001932	Vcard_DToL04239-RA	XP_039754521.1, XP_039754518.1, XP_039754519.1
OG0001933	Vcard_DToL03216-RA	XP_039755110.1
OG0001934	Vcard_DToL06530-RA	XP_039751121.1, XP_039751122.1
OG0001935	Vcard_DToL03561-RA	XP_039746216.1
OG0001936	Vcard_DToL16405-RA	XP_039745965.1, XP_039745973.1
OG0001937	Vcard_DToL17528-RA	XP_039748432.1
OG0001938	Vcard_DToL01138-RA	XP_039760981.1, XP_039760992.1
OG0001939	Vcard_DToL09883-RA	XP_039758621.1, XP_039758620.1, XP_039758619.1, XP_039758618.1
OG0001940	Vcard_DToL18664-RA	XP_039762807.1
OG0001941	Vcard_DToL01140-RA	XP_039761006.1
OG0001942	Vcard_DToL16007-RA, Vcard_DToL16009-RA	XP_039760818.1
OG0001943	Vcard_DToL09350-RA	XP_039752833.1, XP_039752832.1
OG0001944	Vcard_DToL06516-RA	XP_039751084.1, XP_039751085.1
OG0001945	Vcard_DToL17971-RA	XP_039761992.1
OG0001946	Vcard_DToL01147-RA	XP_039756451.1
OG0001947	Vcard_DToL01148-RA	XP_039754000.1
OG0001948	Vcard_DToL06509-RA	XP_039751029.1
OG0001949	Vcard_DToL09351-RA	XP_039753104.1
OG0001950	Vcard_DToL16399-RA	XP_039765677.1
OG0001951	Vcard_DToL03587-RA	XP_039746361.1, XP_039746360.1, XP_039746362.1
OG0001953	Vcard_DToL06506-RA	XP_039751730.1
OG0001954	Vcard_DToL06015-RA	XP_039765175.1
OG0001955	Vcard_DToL06503-RA	XP_039751696.1
OG0001956	Vcard_DToL15178-RA, Vcard_DToL15176-RA	XP_039759788.1
OG0001957	Vcard_DToL06010-RA	XP_039764701.1, XP_039764699.1
OG0001958	Vcard_DToL16906-RA	XP_039761034.1, XP_039761033.1, XP_039761032.1
OG0001960	Vcard_DToL04346-RA	XP_039754432.1
OG0001962	Vcard_DToL13320-RA, Vcard_DToL13322-RA	XP_039759079.1
OG0001963	Vcard_DToL03233-RA, Vcard_DToL03232-RA	XP_039754909.1
OG0001964	Vcard_DToL11110-RA	XP_039756842.1, XP_039756841.1
OG0001965	Vcard_DToL16386-RA	XP_039745487.1
OG0001966	Vcard_DToL13951-RA	XP_039747621.1
OG0001968	Vcard_DToL03615-RA	XP_039745654.1
OG0001968	Vcard_DToL03616-RA	XP_039746169.1
OG0001969	Vcard_DToL05999-RA, Vcard_DToL05998-RA	XP_039763336.1
OG0001970	Vcard_DToL03617-RA	XP_039745651.1, XP_039745652.1, XP_039745649.1
OG0001971	Vcard_DToL16369-RA, Vcard_DToL16368-RA	XP_039751023.1
OG0001972	Vcard_DToL13276-RA	XP_039758989.1
OG0001974	Vcard_DToL11293-RA	XP_039757318.1, XP_039757317.1, XP_039757319.1
OG0001975	Vcard_DToL07722-RA	XP_039752681.1, XP_039752680.1
OG0001976	Vcard_DToL06483-RA, Vcard_DToL06479-RA	XP_039751394.1
OG0001977	Vcard_DToL04275-RA	XP_039754215.1
OG0001979	Vcard_DToL14164-RA	XP_039748146.1
OG0001980	Vcard_DToL12293-RA, Vcard_DToL12292-RA	XP_039755961.1, XP_039755962.1
OG0001982	Vcard_DToL05040-RA, Vcard_DToL05039-RA	XP_039749206.1
OG0001984	Vcard_DToL12298-RA	XP_039755590.1
OG0001985	Vcard_DToL08745-RA	XP_039747193.1, XP_039747192.1, XP_039747194.1
OG0001986	Vcard_DToL12302-RA	XP_039755510.1
OG0001987	Vcard_DToL16312-RA	XP_039750846.1
OG0001988	Vcard_DToL07303-RA	XP_039750159.1
OG0001989	Vcard_DToL18221-RA, Vcard_DToL18220-RA	XP_039762342.1
OG0001990	Vcard_DToL12316-RA	XP_039755664.1, XP_039755665.1
OG0001992	Vcard_DToL15348-RA, Vcard_DToL15345-RA	XP_039759796.1
OG0001993	Vcard_DToL13247-RA, Vcard_DToL13245-RA	XP_039759667.1
OG0001994	Vcard_DToL07314-RA	XP_039749550.1, XP_039749549.1
OG0001995	Vcard_DToL13242-RA	XP_039759228.1
OG0001996	Vcard_DToL16336-RA	XP_039748047.1
OG0001997	Vcard_DToL09415-RA	XP_039753563.1, XP_039753562.1
OG0001998	Vcard_DToL13240-RA, Vcard_DToL13241-RA	XP_039759604.1
OG0001999	Vcard_DToL16333-RA, Vcard_DToL16334-RA	XP_039746125.1
OG0002000	Vcard_DToL04289-RA	XP_039753740.1
OG0002001	Vcard_DToL00237-RA	XP_039763779.1
OG0002002	Vcard_DToL07937-RA	XP_039752796.1
OG0002003	Vcard_DToL10968-RA	XP_039756877.1, XP_039756876.1
OG0002004	Vcard_DToL05077-RA, Vcard_DToL05075-RA	XP_039748725.1
OG0002005	Vcard_DToL04298-RA, Vcard_DToL04296-RA	XP_039753963.1
OG0002007	Vcard_DToL18250-RA, Vcard_DToL18248-RA, Vcard_DToL18249-RA	XP_039762210.1, XP_039762209.1
OG0002008	Vcard_DToL01547-RA	XP_039762010.1
OG0002009	Vcard_DToL12783-RA	XP_039756728.1, XP_039756726.1
OG0002010	Vcard_DToL14744-RA, Vcard_DToL14743-RA	XP_039757864.1
OG0002011	Vcard_DToL06679-RA	XP_039751110.1
OG0002012	Vcard_DToL11949-RA	XP_039755970.1
OG0002013	Vcard_DToL14729-RA	XP_039757597.1
OG0002014	Vcard_DToL17422-RA, Vcard_DToL17423-RA	XP_039747601.1
OG0002015	Vcard_DToL14139-RA	XP_039748071.1
OG0002016	Vcard_DToL07329-RA	XP_039749419.1, XP_039749420.1
OG0002019	Vcard_DToL16259-RA	XP_039760520.1
OG0002020	Vcard_DToL15369-RA	XP_039759974.1
OG0002021	Vcard_DToL02150-RA	XP_039745041.1
OG0002022	Vcard_DToL16253-RA	XP_039760571.1, XP_039760570.1, XP_039760572.1
OG0002023	Vcard_DToL10998-RA	XP_039756831.1, XP_039756832.1
OG0002024	Vcard_DToL09426-RA	XP_039752902.1
OG0002025	Vcard_DToL12803-RA	XP_039756456.1, XP_039756454.1, XP_039756455.1
OG0002026	Vcard_DToL02155-RA, Vcard_DToL02153-RA, Vcard_DToL02154-RA	XP_039765497.1
OG0002027	Vcard_DToL03678-RA	XP_039745843.1
OG0002028	Vcard_DToL03682-RA	XP_039745756.1, XP_039745758.1, XP_039745757.1
OG0002030	Vcard_DToL13148-RA	XP_039759253.1, XP_039759252.1
OG0002031	Vcard_DToL02171-RA	XP_039745073.1
OG0002032	Vcard_DToL08649-RA, Vcard_DToL08651-RA, Vcard_DToL08653-RA	XP_039746870.1
OG0002033	Vcard_DToL05897-RA, Vcard_DToL05896-RA	XP_039763912.1, XP_039763919.1, XP_039763904.1
OG0002034	Vcard_DToL10448-RA	XP_039750888.1, XP_039750889.1
OG0002035	Vcard_DToL07347-RA	XP_039750155.1
OG0002036	Vcard_DToL16285-RA	XP_039748752.1, XP_039748743.1, XP_039748734.1
OG0002038	Vcard_DToL06696-RA	XP_039751612.1, XP_039751611.1
OG0002039	Vcard_DToL04348-RA	XP_039754218.1
OG0002040	Vcard_DToL13195-RA, Vcard_DToL13196-RA	XP_039759203.1
OG0002041	Vcard_DToL06702-RA, Vcard_DToL06699-RA	XP_039751488.1
OG0002042	Vcard_DToL07359-RA	XP_039749519.1
OG0002044	Vcard_DToL01617-RA	XP_039754529.1, XP_039754520.1
OG0002045	Vcard_DToL15506-RA	XP_039749913.1
OG0002046	Vcard_DToL01619-RA	XP_039760105.1
OG0002047	Vcard_DToL01294-RA	XP_039754278.1
OG0002049	Vcard_DToL08618-RA, Vcard_DToL08620-RA	XP_039746547.1
OG0002050	Vcard_DToL01280-RA	XP_039754048.1, XP_039754040.1
OG0002051	Vcard_DToL00415-RA, Vcard_DToL00414-RA	XP_039763094.1, XP_039763093.1
OG0002052	Vcard_DToL05872-RA, Vcard_DToL05873-RA	XP_039762791.1
OG0002053	Vcard_DToL06711-RA	XP_039751359.1
OG0002054	Vcard_DToL05356-RA, Vcard_DToL05357-RA	XP_039748759.1
OG0002055	Vcard_DToL05869-RA	XP_039764716.1
OG0002056	Vcard_DToL06714-RA	XP_039751041.1, XP_039751429.1
OG0002057	Vcard_DToL06717-RA	XP_039751200.1, XP_039751201.1
OG0002058	Vcard_DToL05867-RA	XP_039764788.1
OG0002059	Vcard_DToL14216-RA	XP_039748367.1, XP_039748365.1, XP_039748366.1
OG0002060	Vcard_DToL01254-RA, Vcard_DToL01256-RA	XP_039755158.1
OG0002061	Vcard_DToL14526-RA	XP_039758128.1
OG0002062	Vcard_DToL02358-RA	XP_039765616.1, XP_039765614.1, XP_039765615.1
OG0002063	Vcard_DToL07994-RA	XP_039752434.1, XP_039752433.1
OG0002064	Vcard_DToL11049-RA	XP_039757061.1
