Orthogroup	Vanessa_cardui	Danaus_plexippus
OG0002583	Vcard_DToL17547-RA	DPOGS203861-PA
OG0002584	Vcard_DToL06536-RA	DPOGS208477-PA
OG0002585	Vcard_DToL02019-RA	DPOGS213114-PA
OG0002586	Vcard_DToL13383-RA	DPOGS215935-PA
OG0002587	Vcard_DToL14849-RA	DPOGS214626-PA
OG0002588	Vcard_DToL06052-RA	DPOGS201323-PA
OG0002589	Vcard_DToL16925-RA, Vcard_DToL16924-RA	DPOGS208167-PA
OG0002590	Vcard_DToL02022-RA	DPOGS213090-PA
OG0002592	Vcard_DToL04228-RA	DPOGS203241-PA
OG0002593	Vcard_DToL16419-RA	DPOGS209234-PA
OG0002594	Vcard_DToL09511-RA	DPOGS201663-PA
OG0002595	Vcard_DToL08818-RA	DPOGS208129-PA
OG0002596	Vcard_DToL06039-RA, Vcard_DToL06040-RA	DPOGS211120-PA
OG0002597	Vcard_DToL15189-RA	DPOGS208173-PA, DPOGS208172-PA
OG0002598	Vcard_DToL17517-RA	DPOGS212510-PA
OG0002599	Vcard_DToL14838-RA	DPOGS214628-PA
OG0002600	Vcard_DToL13354-RA	DPOGS210450-PA
OG0002601	Vcard_DToL14831-RA, Vcard_DToL16993-RA	DPOGS204164-PA
OG0002602	Vcard_DToL17521-RA	DPOGS212241-PA, DPOGS212242-PA
OG0002603	Vcard_DToL09501-RA	DPOGS206448-PA
OG0002604	Vcard_DToL02032-RA	DPOGS213108-PA
OG0002605	Vcard_DToL08810-RA	DPOGS208122-PA
OG0002607	Vcard_DToL16911-RA, Vcard_DToL16909-RA	DPOGS216191-PA
OG0002608	Vcard_DToL18657-RA	DPOGS204919-PA
OG0002610	Vcard_DToL11959-RA	DPOGS214819-PA
OG0002611	Vcard_DToL09348-RA	DPOGS207786-PA
OG0002612	Vcard_DToL18307-RA, Vcard_DToL18306-RA	DPOGS203191-PA
OG0002613	Vcard_DToL12247-RA	DPOGS213527-PA, DPOGS213528-PA
OG0002614	Vcard_DToL09349-RA	DPOGS207775-PA
OG0002615	Vcard_DToL03226-RA	DPOGS209222-PA, DPOGS209223-PA
OG0002616	Vcard_DToL03571-RA	DPOGS211961-PA
OG0002616	Vcard_DToL03570-RA	DPOGS211960-PA
OG0002617	Vcard_DToL04243-RA, Vcard_DToL04242-RA	DPOGS203252-PA
OG0002618	Vcard_DToL16012-RA	DPOGS200253-PA
OG0002619	Vcard_DToL03576-RA, Vcard_DToL03577-RA	DPOGS211863-PA
OG0002620	Vcard_DToL08798-RA	DPOGS213796-PA
OG0002621	Vcard_DToL16125-RA	DPOGS202082-PA
OG0002622	Vcard_DToL03583-RA	DPOGS211967-PA
OG0002623	Vcard_DToL13334-RA	DPOGS203076-PA, DPOGS210434-PA
OG0002624	Vcard_DToL02050-RA	DPOGS204508-PA
OG0002625	Vcard_DToL03231-RA	DPOGS209219-PA
OG0002626	Vcard_DToL13327-RA	DPOGS210462-PA
OG0002627	Vcard_DToL01163-RA	DPOGS215799-PA
OG0002628	Vcard_DToL02053-RA	DPOGS204377-PA
OG0002630	Vcard_DToL13319-RA	DPOGS210467-PA
OG0002631	Vcard_DToL08784-RA	DPOGS213813-PA
OG0002632	Vcard_DToL13318-RA	DPOGS210429-PA
OG0002633	Vcard_DToL01168-RA	DPOGS215621-PA
OG0002634	Vcard_DToL18614-RA	DPOGS214606-PA
OG0002635	Vcard_DToL16988-RA	DPOGS208598-PA
OG0002636	Vcard_DToL06002-RA	DPOGS211202-PA
OG0002636	Vcard_DToL06001-RA	DPOGS211203-PA
OG0002637	Vcard_DToL06492-RA	DPOGS208581-PA
OG0002638	Vcard_DToL03234-RA	DPOGS203135-PA
OG0002639	Vcard_DToL06491-RA	DPOGS208457-PA
OG0002640	Vcard_DToL13308-RA	DPOGS210475-PA
OG0002641	Vcard_DToL16989-RA	DPOGS208607-PA
OG0002642	Vcard_DToL00276-RA	DPOGS209683-PA
OG0002643	Vcard_DToL13302-RA	DPOGS210422-PA
OG0002644	Vcard_DToL18262-RA	DPOGS203104-PA
OG0002645	Vcard_DToL01518-RA, Vcard_DToL01517-RA	DPOGS201748-PA
OG0002646	Vcard_DToL12278-RA, Vcard_DToL12277-RA	DPOGS213540-PA
OG0002647	Vcard_DToL13946-RA	DPOGS213259-PA
OG0002648	Vcard_DToL12742-RA	DPOGS200438-PA
OG0002649	Vcard_DToL08766-RA	DPOGS213806-PA
OG0002650	Vcard_DToL01525-RA	DPOGS201757-PA, DPOGS201758-PA
OG0002651	Vcard_DToL07702-RA	DPOGS212782-PA
OG0002652	Vcard_DToL17504-RA	DPOGS212465-PA, DPOGS212464-PA
OG0002653	Vcard_DToL02079-RA	DPOGS204389-PA
OG0002654	Vcard_DToL10505-RA, Vcard_DToL10506-RA	DPOGS211594-PA
OG0002655	Vcard_DToL02081-RA	DPOGS204390-PA
OG0002656	Vcard_DToL11294-RA, Vcard_DToL11296-RA	DPOGS210005-PA
OG0002657	Vcard_DToL11292-RA	DPOGS210013-PA
OG0002658	Vcard_DToL02090-RA	DPOGS204497-PA
OG0002659	Vcard_DToL13272-RA	DPOGS209128-PA
OG0002660	Vcard_DToL09383-RA	DPOGS206463-PA
OG0002661	Vcard_DToL16360-RA	DPOGS209874-PA
OG0002663	Vcard_DToL17459-RA	DPOGS212061-PA, DPOGS212060-PA
OG0002664	Vcard_DToL16141-RA, Vcard_DToL16138-RA	DPOGS210020-PA
OG0002665	Vcard_DToL05967-RA	DPOGS211089-PA
OG0002666	Vcard_DToL12288-RA	DPOGS213583-PA, DPOGS213582-PA
OG0002667	Vcard_DToL16142-RA	DPOGS210028-PA
OG0002668	Vcard_DToL15335-RA	DPOGS200943-PA
OG0002669	Vcard_DToL04279-RA	DPOGS209247-PA
OG0002670	Vcard_DToL05453-RA	DPOGS202465-PA
OG0002671	Vcard_DToL05030-RA	DPOGS200920-PA
OG0002672	Vcard_DToL07719-RA	DPOGS212710-PA
OG0002673	Vcard_DToL09855-RA	DPOGS205421-PA
OG0002674	Vcard_DToL01534-RA	DPOGS203850-PA
OG0002675	Vcard_DToL07297-RA	DPOGS201261-PA
OG0002676	Vcard_DToL01536-RA, Vcard_DToL01535-RA	DPOGS203649-PA
OG0002677	Vcard_DToL08752-RA	DPOGS203051-PA
OG0002678	Vcard_DToL13266-RA, Vcard_DToL13264-RA	DPOGS209214-PA
OG0002679	Vcard_DToL12300-RA, Vcard_DToL12299-RA	DPOGS213579-PA
OG0002680	Vcard_DToL02103-RA	DPOGS204494-PA
OG0002681	Vcard_DToL07671-RA, Vcard_DToL07928-RA	DPOGS201816-PA
OG0002682	Vcard_DToL13263-RA	DPOGS209131-PA
OG0002683	Vcard_DToL16146-RA	DPOGS204802-PA
OG0002684	Vcard_DToL10486-RA	DPOGS211586-PA
OG0002686	Vcard_DToL08264-RA	DPOGS206871-PA
OG0002687	Vcard_DToL07301-RA	DPOGS201041-PA, DPOGS201047-PA
OG0002688	Vcard_DToL12305-RA	DPOGS213551-PA
OG0002688	Vcard_DToL12306-RA	DPOGS200521-PA
OG0002689	Vcard_DToL15340-RA	DPOGS200941-PA
OG0002689	Vcard_DToL15341-RA	DPOGS200963-PA
OG0002690	Vcard_DToL05051-RA, Vcard_DToL05052-RA	DPOGS207951-PA
OG0002691	Vcard_DToL12312-RA, Vcard_DToL12311-RA	DPOGS213577-PA
OG0002692	Vcard_DToL14787-RA	DPOGS214568-PA
OG0002693	Vcard_DToL05943-RA	DPOGS211076-PA
OG0002696	Vcard_DToL14154-RA	DPOGS205980-PA
OG0002697	Vcard_DToL00249-RA	DPOGS201392-PA
OG0002698	Vcard_DToL05056-RA	DPOGS207947-PA
OG0002699	Vcard_DToL16160-RA, Vcard_DToL16159-RA	DPOGS206278-PA
OG0002700	Vcard_DToL11946-RA	DPOGS214796-PA
OG0002701	Vcard_DToL02859-RA, Vcard_DToL02857-RA	DPOGS209172-PA
OG0002703	Vcard_DToL00033-RA	DPOGS206798-PA
OG0002704	Vcard_DToL13239-RA	DPOGS204649-PA
OG0002705	Vcard_DToL17005-RA	DPOGS214483-PA
OG0002706	Vcard_DToL17010-RA, Vcard_DToL17006-RA	DPOGS214491-PA
OG0002707	Vcard_DToL17439-RA	DPOGS201731-PA
OG0002708	Vcard_DToL02118-RA, Vcard_DToL02119-RA	DPOGS204482-PA
OG0002709	Vcard_DToL07831-RA	DPOGS212711-PA
OG0002710	Vcard_DToL02124-RA	DPOGS204400-PA
OG0002711	Vcard_DToL14760-RA, Vcard_DToL14759-RA	DPOGS214574-PA
OG0002713	Vcard_DToL14752-RA, Vcard_DToL14754-RA	DPOGS214638-PA
OG0002714	Vcard_DToL16265-RA	DPOGS200561-PA
OG0002715	Vcard_DToL02872-RA	DPOGS213728-PA
OG0002716	Vcard_DToL10979-RA	DPOGS206705-PA
OG0002717	Vcard_DToL02873-RA	DPOGS203760-PA, DPOGS213735-PA
OG0002718	Vcard_DToL02133-RA	DPOGS204405-PA
OG0002719	Vcard_DToL17870-RA	DPOGS201597-PA
OG0002720	Vcard_DToL00219-RA	DPOGS203899-PA
OG0002720	Vcard_DToL00220-RA	DPOGS203901-PA
OG0002721	Vcard_DToL16313-RA	DPOGS212667-PA
OG0002722	Vcard_DToL08701-RA, Vcard_DToL08702-RA	DPOGS206074-PA
OG0002723	Vcard_DToL07321-RA	DPOGS202013-PA
OG0002724	Vcard_DToL09833-RA	DPOGS209696-PA
OG0002725	Vcard_DToL02876-RA	DPOGS203759-PA
OG0002726	Vcard_DToL14462-RA, Vcard_DToL14461-RA	DPOGS214944-PA
OG0002727	Vcard_DToL13169-RA	DPOGS210490-PA
OG0002728	Vcard_DToL16299-RA	DPOGS201118-PA
OG0002730	Vcard_DToL05103-RA	DPOGS207975-PA
OG0002731	Vcard_DToL16258-RA	DPOGS200552-PA
OG0002732	Vcard_DToL07847-RA	DPOGS212741-PA
OG0002733	Vcard_DToL02142-RA	DPOGS204477-PA
OG0002734	Vcard_DToL17322-RA, Vcard_DToL17323-RA	DPOGS201647-PA
OG0002735	Vcard_DToL12800-RA	DPOGS216029-PA
OG0002736	Vcard_DToL17085-RA	DPOGS203741-PA
OG0002737	Vcard_DToL00193-RA, Vcard_DToL00192-RA	DPOGS203984-PA
OG0002738	Vcard_DToL17083-RA	DPOGS203740-PA
OG0002739	Vcard_DToL16251-RA	DPOGS201685-PA
OG0002740	Vcard_DToL11001-RA, Vcard_DToL11002-RA	DPOGS206594-PA
OG0002741	Vcard_DToL08661-RA	DPOGS205074-PA
OG0002742	Vcard_DToL11004-RA	DPOGS206595-PA
OG0002744	Vcard_DToL11975-RA	DPOGS207242-PA
OG0002745	Vcard_DToL05907-RA	DPOGS215812-PA
OG0002746	Vcard_DToL05905-RA	DPOGS215813-PA
OG0002747	Vcard_DToL03681-RA	DPOGS207482-PA
OG0002748	Vcard_DToL12808-RA, Vcard_DToL12809-RA	DPOGS216075-PA
OG0002749	Vcard_DToL04325-RA	DPOGS204328-PA, DPOGS204329-PA
OG0002750	Vcard_DToL00184-RA	DPOGS203981-PA
OG0002751	Vcard_DToL03684-RA, Vcard_DToL03685-RA	DPOGS207483-PA
OG0002752	Vcard_DToL02925-RA	DPOGS203153-PA
OG0002753	Vcard_DToL01594-RA	DPOGS203665-PA
OG0002754	Vcard_DToL07891-RA	DPOGS207061-PA
OG0002755	Vcard_DToL11978-RA	DPOGS207311-PA
OG0002756	Vcard_DToL16240-RA	DPOGS201690-PA
OG0002757	Vcard_DToL05132-RA	DPOGS207992-PA
OG0002758	Vcard_DToL11983-RA	DPOGS207309-PA
OG0002759	Vcard_DToL13146-RA	DPOGS210502-PA
OG0002760	Vcard_DToL00368-RA, Vcard_DToL00366-RA, Vcard_DToL00364-RA	DPOGS203958-PA
OG0002761	Vcard_DToL15374-RA	DPOGS212043-PA
OG0002762	Vcard_DToL13144-RA	DPOGS210504-PA
OG0002763	Vcard_DToL02937-RA, Vcard_DToL06564-RA, Vcard_DToL02936-RA	DPOGS203216-PA
OG0002764	Vcard_DToL06695-RA	DPOGS214050-PA
OG0002765	Vcard_DToL05140-RA	DPOGS215568-PA
OG0002766	Vcard_DToL01601-RA	DPOGS203825-PA
OG0002767	Vcard_DToL13226-RA, Vcard_DToL13228-RA	DPOGS200771-PA
OG0002768	Vcard_DToL09442-RA	DPOGS203428-PA
OG0002768	Vcard_DToL09443-RA	DPOGS211255-PA
OG0002769	Vcard_DToL14476-RA	DPOGS202239-PA
OG0002770	Vcard_DToL09445-RA	DPOGS211254-PA, DPOGS203430-PA
OG0002771	Vcard_DToL02182-RA	DPOGS204460-PA
OG0002772	Vcard_DToL09446-RA	DPOGS211256-PA
OG0002773	Vcard_DToL02183-RA	DPOGS204428-PA
OG0002774	Vcard_DToL07358-RA	DPOGS208857-PA
OG0002775	Vcard_DToL01608-RA	DPOGS203670-PA
OG0002776	Vcard_DToL06705-RA	DPOGS214069-PA
OG0002777	Vcard_DToL17066-RA	DPOGS203768-PA, DPOGS200386-PA, DPOGS200385-PA
OG0002778	Vcard_DToL00386-RA, Vcard_DToL00388-RA	DPOGS203928-PA
OG0002780	Vcard_DToL00392-RA	DPOGS203926-PA
OG0002781	Vcard_DToL02953-RA, Vcard_DToL02954-RA	DPOGS203163-PA
OG0002782	Vcard_DToL02958-RA	DPOGS203210-PA, DPOGS203209-PA
OG0002783	Vcard_DToL15515-RA, Vcard_DToL15512-RA	DPOGS209318-PA
OG0002784	Vcard_DToL10434-RA, Vcard_DToL10431-RA	DPOGS202600-PA
OG0002785	Vcard_DToL03699-RA	DPOGS213270-PA
OG0002786	Vcard_DToL00404-RA	DPOGS203967-PA
OG0002787	Vcard_DToL12592-RA	DPOGS204736-PA, DPOGS200980-PA
OG0002788	Vcard_DToL08614-RA	DPOGS205061-PA
OG0002790	Vcard_DToL07374-RA	DPOGS208859-PA, DPOGS200126-PA
OG0002791	Vcard_DToL15382-RA	DPOGS212034-PA
OG0002792	Vcard_DToL11022-RA	DPOGS206602-PA
OG0002793	Vcard_DToL14507-RA	DPOGS202248-PA
OG0002794	Vcard_DToL11028-RA, Vcard_DToL11027-RA	DPOGS206691-PA
OG0002795	Vcard_DToL09789-RA	DPOGS201071-PA
OG0002796	Vcard_DToL05358-RA	DPOGS207595-PA
OG0002797	Vcard_DToL14511-RA	DPOGS202332-PA
OG0002798	Vcard_DToL00510-RA	DPOGS206049-PA
OG0002799	Vcard_DToL02229-RA	DPOGS208081-PA
OG0002800	Vcard_DToL06718-RA	DPOGS214065-PA
OG0002801	Vcard_DToL02367-RA	DPOGS204244-PA
OG0002802	Vcard_DToL17305-RA	DPOGS209669-PA
OG0002803	Vcard_DToL15387-RA	DPOGS212036-PA
OG0002804	Vcard_DToL16218-RA, Vcard_DToL16217-RA	DPOGS206269-PA
OG0002805	Vcard_DToL13210-RA	DPOGS209413-PA
OG0002806	Vcard_DToL07379-RA	DPOGS208863-PA
OG0002808	Vcard_DToL16216-RA	DPOGS206288-PA, DPOGS206287-PA
OG0002809	Vcard_DToL05370-RA, Vcard_DToL05371-RA	DPOGS207552-PA
OG0002810	Vcard_DToL12691-RA	DPOGS200624-PA, DPOGS200623-PA
OG0002811	Vcard_DToL08378-RA	DPOGS212436-PA
OG0002812	Vcard_DToL05374-RA	DPOGS207589-PA
OG0002813	Vcard_DToL14227-RA	DPOGS200573-PA
OG0002814	Vcard_DToL16212-RA	DPOGS206264-PA
OG0002815	Vcard_DToL03715-RA	DPOGS207469-PA
OG0002816	Vcard_DToL11993-RA	DPOGS207251-PA
OG0002817	Vcard_DToL12588-RA, Vcard_DToL12590-RA	DPOGS201030-PA
OG0002818	Vcard_DToL05384-RA	DPOGS207585-PA
OG0002819	Vcard_DToL02345-RA, Vcard_DToL02346-RA	DPOGS204307-PA
OG0002820	Vcard_DToL05385-RA	DPOGS207558-PA
OG0002821	Vcard_DToL02980-RA	DPOGS213736-PA, DPOGS212297-PA
OG0002822	Vcard_DToL02981-RA	DPOGS212250-PA, DPOGS212251-PA
OG0002824	Vcard_DToL01245-RA	DPOGS203696-PA
OG0002825	Vcard_DToL06733-RA	DPOGS201987-PA
OG0002826	Vcard_DToL08570-RA, Vcard_DToL08571-RA	DPOGS205042-PA
OG0002827	Vcard_DToL05393-RA	DPOGS207561-PA
OG0002828	Vcard_DToL00442-RA	DPOGS203388-PA
OG0002829	Vcard_DToL16196-RA	DPOGS204069-PA
OG0002831	Vcard_DToL00453-RA	DPOGS212567-PA
OG0002831	Vcard_DToL00451-RA	DPOGS212566-PA
OG0002832	Vcard_DToL05820-RA	DPOGS214204-PA
OG0002833	Vcard_DToL05817-RA	DPOGS214172-PA
OG0002834	Vcard_DToL07957-RA, Vcard_DToL07960-RA	DPOGS207029-PA
OG0002835	Vcard_DToL09486-RA, Vcard_DToL09484-RA	DPOGS206444-PA
OG0002836	Vcard_DToL07952-RA	DPOGS207026-PA
OG0002837	Vcard_DToL13692-RA	DPOGS214316-PA
OG0002838	Vcard_DToL03957-RA	DPOGS205636-PA
OG0002839	Vcard_DToL05801-RA, Vcard_DToL05802-RA	DPOGS214165-PA
OG0002840	Vcard_DToL09337-RA	DPOGS207792-PA
OG0002841	Vcard_DToL05797-RA	DPOGS214210-PA
OG0002842	Vcard_DToL09329-RA, Vcard_DToL09330-RA	DPOGS207768-PA
OG0002843	Vcard_DToL07398-RA	DPOGS208983-PA, DPOGS208982-PA
OG0002844	Vcard_DToL12638-RA	DPOGS209716-PA
OG0002845	Vcard_DToL14238-RA, Vcard_DToL14240-RA	DPOGS207398-PA
OG0002846	Vcard_DToL15416-RA	DPOGS214844-PA
OG0002847	Vcard_DToL14243-RA	DPOGS207434-PA
OG0002848	Vcard_DToL02310-RA	DPOGS204216-PA
OG0002849	Vcard_DToL10401-RA	DPOGS210669-PA
OG0002850	Vcard_DToL11074-RA	DPOGS206623-PA
OG0002851	Vcard_DToL07404-RA	DPOGS208978-PA
OG0002852	Vcard_DToL11077-RA	DPOGS206672-PA
OG0002853	Vcard_DToL12629-RA, Vcard_DToL12627-RA, Vcard_DToL12628-RA	DPOGS209718-PA
OG0002854	Vcard_DToL13709-RA	DPOGS214354-PA
OG0002855	Vcard_DToL15562-RA	DPOGS206580-PA
OG0002856	Vcard_DToL03000-RA	DPOGS212258-PA, DPOGS212259-PA
OG0002857	Vcard_DToL07411-RA, Vcard_DToL07410-RA	DPOGS208891-PA
OG0002858	Vcard_DToL14418-RA	DPOGS204049-PA
OG0002859	Vcard_DToL12622-RA	DPOGS204011-PA
OG0002859	Vcard_DToL12623-RA	DPOGS209731-PA
OG0002860	Vcard_DToL09957-RA	DPOGS208025-PA
OG0002861	Vcard_DToL03761-RA	DPOGS205156-PA
OG0002862	Vcard_DToL16169-RA	DPOGS212184-PA
OG0002864	Vcard_DToL03766-RA	DPOGS212213-PA
OG0002865	Vcard_DToL15574-RA, Vcard_DToL15573-RA	DPOGS206561-PA, DPOGS206562-PA
OG0002867	Vcard_DToL10950-RA	DPOGS202629-PA
OG0002868	Vcard_DToL15432-RA	DPOGS214857-PA
OG0002868	Vcard_DToL15434-RA	DPOGS214856-PA
OG0002869	Vcard_DToL14265-RA	DPOGS207406-PA
OG0002870	Vcard_DToL15435-RA	DPOGS214855-PA
OG0002871	Vcard_DToL07800-RA	DPOGS206949-PA
OG0002872	Vcard_DToL04448-RA	DPOGS203594-PA, DPOGS203596-PA
OG0002873	Vcard_DToL03784-RA	DPOGS216018-PA
OG0002874	Vcard_DToL07447-RA	DPOGS208947-PA
OG0002875	Vcard_DToL05724-RA	DPOGS214248-PA
OG0002876	Vcard_DToL09288-RA	DPOGS207815-PA
OG0002877	Vcard_DToL13754-RA	DPOGS202894-PA
OG0002878	Vcard_DToL10913-RA	DPOGS205750-PA
OG0002879	Vcard_DToL14399-RA	DPOGS204023-PA
OG0002880	Vcard_DToL10914-RA	DPOGS205746-PA
OG0002881	Vcard_DToL10917-RA, Vcard_DToL10916-RA	DPOGS201771-PA
OG0002882	Vcard_DToL14385-RA	DPOGS204028-PA
OG0002883	Vcard_DToL03797-RA	DPOGS215955-PA
OG0002884	Vcard_DToL10141-RA	DPOGS209542-PA
OG0002885	Vcard_DToL15448-RA	DPOGS209027-PA
OG0002886	Vcard_DToL06794-RA	DPOGS200484-PA
OG0002887	Vcard_DToL12058-RA	DPOGS207276-PA
OG0002888	Vcard_DToL05640-RA	DPOGS214289-PA
OG0002890	Vcard_DToL04455-RA	DPOGS213434-PA
OG0002891	Vcard_DToL05438-RA	DPOGS202456-PA
OG0002892	Vcard_DToL02257-RA, Vcard_DToL02258-RA	DPOGS208646-PA
OG0002893	Vcard_DToL00524-RA, Vcard_DToL00522-RA	DPOGS206127-PA
OG0002895	Vcard_DToL10308-RA	DPOGS210728-PA
OG0002897	Vcard_DToL10119-RA	DPOGS209553-PA
OG0002898	Vcard_DToL05195-RA	DPOGS202462-PA
OG0002899	Vcard_DToL14281-RA	DPOGS205859-PA
OG0002900	Vcard_DToL05191-RA	DPOGS207598-PA, DPOGS212641-PA
OG0002901	Vcard_DToL05186-RA	DPOGS207547-PA
OG0002902	Vcard_DToL14294-RA	DPOGS205819-PA
OG0002903	Vcard_DToL17242-RA	DPOGS211989-PA, DPOGS205921-PA
OG0002904	Vcard_DToL15475-RA	DPOGS209038-PA
OG0002905	Vcard_DToL10366-RA	DPOGS210751-PA
OG0002907	Vcard_DToL09241-RA	DPOGS207840-PA
OG0002908	Vcard_DToL15477-RA, Vcard_DToL15476-RA	DPOGS209039-PA
OG0002909	Vcard_DToL14373-RA	DPOGS212879-PA
OG0002910	Vcard_DToL07490-RA, Vcard_DToL07488-RA	DPOGS208898-PA
OG0002911	Vcard_DToL14368-RA	DPOGS212875-PA
OG0002911	Vcard_DToL14369-RA	DPOGS212876-PA
OG0002912	Vcard_DToL00550-RA	DPOGS203974-PA
OG0002913	Vcard_DToL04490-RA	DPOGS214695-PA
OG0002914	Vcard_DToL00551-RA	DPOGS203975-PA
OG0002915	Vcard_DToL02387-RA, Vcard_DToL02386-RA	DPOGS204254-PA
OG0002916	Vcard_DToL10937-RA	DPOGS207239-PA
OG0002917	Vcard_DToL14362-RA, Vcard_DToL14360-RA	DPOGS212871-PA
OG0002918	Vcard_DToL07498-RA	DPOGS208896-PA
OG0002919	Vcard_DToL04493-RA, Vcard_DToL04494-RA	DPOGS214694-PA
OG0002920	Vcard_DToL07822-RA	DPOGS206943-PA
OG0002921	Vcard_DToL12579-RA	DPOGS201025-PA
OG0002922	Vcard_DToL14357-RA, Vcard_DToL14358-RA	DPOGS212870-PA
OG0002923	Vcard_DToL02398-RA	DPOGS204292-PA
OG0002924	Vcard_DToL14351-RA, Vcard_DToL14350-RA	DPOGS212817-PA
OG0002925	Vcard_DToL05710-RA	DPOGS214129-PA
OG0002926	Vcard_DToL07506-RA	DPOGS208893-PA
OG0002927	Vcard_DToL13812-RA, Vcard_DToL13811-RA	DPOGS209891-PA
OG0002928	Vcard_DToL12128-RA, Vcard_DToL12129-RA	DPOGS204884-PA, DPOGS211659-PA
OG0002929	Vcard_DToL03810-RA	DPOGS211902-PA
OG0002930	Vcard_DToL04518-RA	DPOGS213311-PA
OG0002931	Vcard_DToL10097-RA	DPOGS215399-PA, DPOGS215397-PA
OG0002932	Vcard_DToL12127-RA, Vcard_DToL12123-RA	DPOGS204882-PA
OG0002933	Vcard_DToL12122-RA	DPOGS204885-PA
OG0002934	Vcard_DToL14344-RA, Vcard_DToL14343-RA	DPOGS212820-PA
OG0002935	Vcard_DToL07510-RA	DPOGS208945-PA
OG0002936	Vcard_DToL12559-RA	DPOGS201017-PA
OG0002937	Vcard_DToL13797-RA	DPOGS209885-PA
OG0002938	Vcard_DToL10357-RA	DPOGS210692-PA
OG0002939	Vcard_DToL05176-RA	DPOGS205766-PA
OG0002940	Vcard_DToL06769-RA, Vcard_DToL06595-RA	DPOGS207669-PA
OG0002941	Vcard_DToL12555-RA	DPOGS200993-PA
OG0002942	Vcard_DToL08229-RA	DPOGS206996-PA
OG0002943	Vcard_DToL05693-RA	DPOGS214264-PA
OG0002943	Vcard_DToL05692-RA	DPOGS214265-PA
OG0002944	Vcard_DToL02412-RA	DPOGS204267-PA
OG0002945	Vcard_DToL01434-RA	DPOGS201468-PA
OG0002946	Vcard_DToL15611-RA	DPOGS202368-PA
OG0002947	Vcard_DToL12553-RA	DPOGS201014-PA
OG0002948	Vcard_DToL14314-RA	DPOGS212846-PA
OG0002949	Vcard_DToL12091-RA	DPOGS204836-PA
OG0002950	Vcard_DToL09214-RA	DPOGS207706-PA
OG0002951	Vcard_DToL05682-RA	DPOGS214119-PA
OG0002952	Vcard_DToL10078-RA	DPOGS215384-PA
OG0002953	Vcard_DToL01102-RA, Vcard_DToL01098-RA	DPOGS214059-PA
OG0002954	Vcard_DToL10343-RA	DPOGS210709-PA
OG0002955	Vcard_DToL12194-RA	DPOGS200663-PA, DPOGS213624-PA
OG0002956	Vcard_DToL02726-RA	DPOGS209988-PA
OG0002958	Vcard_DToL05666-RA, Vcard_DToL05665-RA	DPOGS214275-PA
OG0002959	Vcard_DToL02430-RA, Vcard_DToL02429-RA	DPOGS204270-PA
OG0002960	Vcard_DToL14444-RA, Vcard_DToL14445-RA	DPOGS202703-PA
OG0002961	Vcard_DToL02433-RA	DPOGS204271-PA
OG0002962	Vcard_DToL14443-RA	DPOGS202690-PA
OG0002963	Vcard_DToL02443-RA, Vcard_DToL02440-RA	DPOGS204277-PA
OG0002964	Vcard_DToL09210-RA	DPOGS207703-PA
OG0002965	Vcard_DToL06756-RA	DPOGS207665-PA
OG0002966	Vcard_DToL06656-RA	DPOGS207653-PA, DPOGS207654-PA
OG0002967	Vcard_DToL05659-RA	DPOGS214109-PA, DPOGS214110-PA
OG0002968	Vcard_DToL10327-RA	DPOGS210735-PA
OG0002969	Vcard_DToL05334-RA	DPOGS211400-PA
OG0002970	Vcard_DToL11907-RA	DPOGS212323-PA, DPOGS212322-PA
OG0002971	Vcard_DToL02474-RA	DPOGS213961-PA
OG0002972	Vcard_DToL06932-RA	DPOGS202799-PA
OG0002973	Vcard_DToL08188-RA	DPOGS206924-PA
OG0002974	Vcard_DToL17142-RA	DPOGS205514-PA
OG0002974	Vcard_DToL17144-RA	DPOGS207696-PA
OG0002975	Vcard_DToL10855-RA, Vcard_DToL10854-RA	DPOGS203502-PA
OG0002976	Vcard_DToL17139-RA	DPOGS205515-PA
OG0002977	Vcard_DToL17137-RA	DPOGS205527-PA
OG0002978	Vcard_DToL05316-RA	DPOGS211395-PA
OG0002979	Vcard_DToL06959-RA	DPOGS202816-PA
OG0002980	Vcard_DToL05649-RA	DPOGS214286-PA
OG0002981	Vcard_DToL15696-RA	DPOGS202373-PA
OG0002982	Vcard_DToL00593-RA, Vcard_DToL00594-RA	DPOGS212577-PA
OG0002983	Vcard_DToL11899-RA	DPOGS212398-PA, DPOGS212397-PA
OG0002984	Vcard_DToL10053-RA	DPOGS215421-PA
OG0002985	Vcard_DToL00596-RA	DPOGS212576-PA
OG0002986	Vcard_DToL00597-RA	DPOGS212575-PA
OG0002987	Vcard_DToL05647-RA	DPOGS214099-PA
OG0002988	Vcard_DToL11897-RA	DPOGS212400-PA
OG0002989	Vcard_DToL15708-RA	DPOGS210308-PA
OG0002990	Vcard_DToL07572-RA	DPOGS200120-PA, DPOGS200119-PA
OG0002991	Vcard_DToL17292-RA	DPOGS201620-PA
OG0002992	Vcard_DToL11895-RA	DPOGS212330-PA
OG0002993	Vcard_DToL13766-RA	DPOGS202886-PA
OG0002994	Vcard_DToL10870-RA	DPOGS203490-PA
OG0002995	Vcard_DToL09170-RA	DPOGS200871-PA
OG0002996	Vcard_DToL02496-RA	DPOGS213946-PA
OG0002997	Vcard_DToL02503-RA	DPOGS213949-PA
