Orthogroup	Vanessa_cardui	Heliconius_erato_lativitta
OG0001888	Vcard_DToL01078-RA	HEL_002618-RA, HEL_002617-RA
OG0001889	Vcard_DToL00344-RA	HEL_012079-RA
OG0001890	Vcard_DToL04193-RA	HEL_009409-RA
OG0001891	Vcard_DToL17555-RA	HEL_000554-RA
OG0001892	Vcard_DToL07712-RA	HEL_013532-RA
OG0001894	Vcard_DToL08830-RA	HEL_009153-RA, HEL_009154-RA
OG0001895	Vcard_DToL06579-RA	HEL_008099-RA
OG0001895	Vcard_DToL06580-RA	HEL_008100-RA
OG0001896	Vcard_DToL18110-RA	HEL_013701-RA
OG0001897	Vcard_DToL03511-RA	HEL_008828-RA
OG0001898	Vcard_DToL05886-RA, Vcard_DToL05887-RA	HEL_002980-RA
OG0001899	Vcard_DToL07251-RA	HEL_006184-RA
OG0001900	Vcard_DToL09904-RA, Vcard_DToL09907-RA, Vcard_DToL09903-RA	HEL_013787-RA
OG0001902	Vcard_DToL06059-RA	HEL_002397-RA
OG0001902	Vcard_DToL06060-RA	HEL_002396-RA
OG0001903	Vcard_DToL12894-RA	HEL_005783-RA
OG0001904	Vcard_DToL09902-RA	HEL_013788-RA
OG0001906	Vcard_DToL07038-RA	HEL_009588-RA
OG0001907	Vcard_DToL14853-RA	HEL_005142-RA
OG0001908	Vcard_DToL09519-RA	HEL_010721-RA
OG0001909	Vcard_DToL15986-RA, Vcard_DToL15985-RA	HEL_009307-RA
OG0001910	Vcard_DToL16926-RA	HEL_004620-RA
OG0001911	Vcard_DToL03530-RA	HEL_008809-RA
OG0001912	Vcard_DToL00335-RA	HEL_013219-RA, HEL_013218-RA
OG0001914	Vcard_DToL14850-RA	HEL_005146-RA, HEL_005150-RA, HEL_005152-RA, HEL_005149-RA
OG0001916	Vcard_DToL06051-RA	HEL_002405-RA
OG0001917	Vcard_DToL04977-RA	HEL_013314-RA
OG0001918	Vcard_DToL12212-RA	HEL_000919-RA
OG0001919	Vcard_DToL12898-RA	HEL_005779-RA
OG0001920	Vcard_DToL16915-RA	HEL_004627-RA
OG0001921	Vcard_DToL12222-RA	HEL_000914-RA
OG0001922	Vcard_DToL16000-RA	HEL_009327-RA, HEL_009326-RA
OG0001923	Vcard_DToL00321-RA	HEL_009652-RA
OG0001926	Vcard_DToL13235-RA	HEL_006608-RA
OG0001927	Vcard_DToL18650-RA	HEL_010380-RA, HEL_010381-RA
OG0001928	Vcard_DToL07262-RA	HEL_006177-RA
OG0001929	Vcard_DToL00303-RA	HEL_009647-RA
OG0001931	Vcard_DToL18652-RA	HEL_013925-RA
OG0001932	Vcard_DToL04239-RA	HEL_009377-RA
OG0001933	Vcard_DToL03216-RA, Vcard_DToL03215-RA	HEL_013989-RA
OG0001934	Vcard_DToL06530-RA	HEL_007929-RA
OG0001936	Vcard_DToL16405-RA	HEL_004886-RA
OG0001937	Vcard_DToL17528-RA	HEL_000568-RA
OG0001938	Vcard_DToL01138-RA	HEL_002656-RA
OG0001939	Vcard_DToL09883-RA	HEL_011532-RA
OG0001941	Vcard_DToL01140-RA	HEL_002660-RA, HEL_002661-RA, HEL_002658-RA
OG0001942	Vcard_DToL16009-RA	HEL_009337-RA
OG0001943	Vcard_DToL09350-RA	HEL_012135-RA
OG0001944	Vcard_DToL06516-RA	HEL_007917-RA
OG0001945	Vcard_DToL17971-RA	HEL_004138-RA
OG0001946	Vcard_DToL01147-RA	HEL_002666-RA
OG0001947	Vcard_DToL01148-RA	HEL_002670-RA
OG0001948	Vcard_DToL06509-RA	HEL_007910-RA
OG0001949	Vcard_DToL09351-RA	HEL_012134-RA
OG0001950	Vcard_DToL16399-RA, Vcard_DToL16400-RA	HEL_004876-RA
OG0001951	Vcard_DToL03587-RA	HEL_008768-RA
OG0001954	Vcard_DToL06015-RA	HEL_002432-RA
OG0001955	Vcard_DToL06503-RA	HEL_007905-RA, HEL_007904-RA
OG0001956	Vcard_DToL15178-RA	HEL_002011-RA
OG0001958	Vcard_DToL16906-RA	HEL_004607-RA, HEL_004606-RA
OG0001959	Vcard_DToL00567-RA, Vcard_DToL00566-RA	HEL_007037-RA
OG0001962	Vcard_DToL13320-RA, Vcard_DToL13322-RA	HEL_006555-RA
OG0001963	Vcard_DToL03233-RA	HEL_013974-RA
OG0001964	Vcard_DToL11110-RA	HEL_012283-RA, HEL_012284-RA, HEL_012285-RA
OG0001965	Vcard_DToL16386-RA	HEL_004855-RA, HEL_004854-RA
OG0001966	Vcard_DToL13951-RA	HEL_000354-RA
OG0001968	Vcard_DToL03615-RA, Vcard_DToL03616-RA	HEL_008744-RA
OG0001969	Vcard_DToL05999-RA	HEL_002450-RA
OG0001969	Vcard_DToL05998-RA	HEL_002451-RA
OG0001970	Vcard_DToL03617-RA	HEL_008743-RA
OG0001971	Vcard_DToL16369-RA, Vcard_DToL16368-RA	HEL_004843-RA
OG0001972	Vcard_DToL13276-RA	HEL_006585-RA
OG0001973	Vcard_DToL10509-RA	HEL_004291-RA
OG0001974	Vcard_DToL11293-RA	HEL_008981-RA, HEL_008984-RA
OG0001975	Vcard_DToL07722-RA	HEL_014552-RA
OG0001976	Vcard_DToL06483-RA	HEL_007890-RA
OG0001976	Vcard_DToL06479-RA	HEL_007889-RA
OG0001977	Vcard_DToL04275-RA	HEL_007556-RA, HEL_007557-RA, HEL_007555-RA
OG0001979	Vcard_DToL14164-RA	HEL_000309-RA
OG0001980	Vcard_DToL12293-RA, Vcard_DToL12292-RA	HEL_000867-RA
OG0001982	Vcard_DToL05039-RA	HEL_010877-RA, HEL_010876-RA
OG0001983	Vcard_DToL03254-RA, Vcard_DToL03255-RA	HEL_005635-RA
OG0001985	Vcard_DToL08745-RA	HEL_009195-RA
OG0001986	Vcard_DToL12302-RA	HEL_000862-RA
OG0001987	Vcard_DToL16312-RA	HEL_004770-RA, HEL_004769-RA
OG0001988	Vcard_DToL07303-RA	HEL_006148-RA
OG0001989	Vcard_DToL18220-RA	HEL_004193-RA
OG0001990	Vcard_DToL12316-RA	HEL_000856-RA
OG0001992	Vcard_DToL15345-RA	HEL_001847-RA
OG0001993	Vcard_DToL13247-RA	HEL_006601-RA
OG0001994	Vcard_DToL07314-RA	HEL_006144-RA
OG0001995	Vcard_DToL13242-RA	HEL_006602-RA, HEL_006603-RA
OG0001996	Vcard_DToL16336-RA	HEL_004794-RA
OG0001997	Vcard_DToL09415-RA	HEL_010786-RA
OG0001998	Vcard_DToL13240-RA, Vcard_DToL13241-RA	HEL_006604-RA
OG0001999	Vcard_DToL16333-RA, Vcard_DToL16334-RA	HEL_004791-RA
OG0002000	Vcard_DToL04288-RA	HEL_007543-RA
OG0002001	Vcard_DToL00237-RA	HEL_007179-RA
OG0002002	Vcard_DToL07937-RA	HEL_009906-RA
OG0002003	Vcard_DToL10968-RA	HEL_012473-RA
OG0002004	Vcard_DToL05077-RA	HEL_010901-RA
OG0002005	Vcard_DToL04298-RA	HEL_007534-RA
OG0002005	Vcard_DToL04296-RA	HEL_007537-RA
OG0002007	Vcard_DToL18248-RA, Vcard_DToL18249-RA	HEL_013661-RA
OG0002008	Vcard_DToL01547-RA	HEL_002880-RA, HEL_002881-RA
OG0002010	Vcard_DToL14743-RA	HEL_013830-RA
OG0002011	Vcard_DToL06679-RA	HEL_007842-RA, HEL_007845-RA, HEL_007844-RA, HEL_007846-RA
OG0002012	Vcard_DToL11949-RA	HEL_001134-RA
OG0002012	Vcard_DToL11952-RA	HEL_001135-RA
OG0002013	Vcard_DToL14736-RA	HEL_003666-RA
OG0002013	Vcard_DToL14729-RA	HEL_003663-RA
OG0002014	Vcard_DToL17423-RA	HEL_000667-RA
OG0002015	Vcard_DToL14139-RA	HEL_000327-RA
OG0002016	Vcard_DToL07329-RA	HEL_006125-RA
OG0002019	Vcard_DToL16259-RA	HEL_009574-RA, HEL_009575-RA
OG0002020	Vcard_DToL15369-RA	HEL_001826-RA, HEL_001827-RA
OG0002021	Vcard_DToL02151-RA	HEL_001504-RA
OG0002022	Vcard_DToL16253-RA	HEL_009566-RA
OG0002024	Vcard_DToL09426-RA	HEL_010781-RA
OG0002025	Vcard_DToL12803-RA	HEL_005848-RA
OG0002026	Vcard_DToL02153-RA	HEL_001502-RA
OG0002026	Vcard_DToL02154-RA	HEL_001503-RA
OG0002027	Vcard_DToL03678-RA	HEL_008684-RA, HEL_008685-RA, HEL_008686-RA, HEL_013241-RA
OG0002028	Vcard_DToL03682-RA	HEL_008679-RA
OG0002029	Vcard_DToL10450-RA	HEL_004242-RA
OG0002030	Vcard_DToL13148-RA	HEL_014108-RA
OG0002031	Vcard_DToL02171-RA	HEL_001489-RA
OG0002033	Vcard_DToL05896-RA	HEL_002974-RA
OG0002034	Vcard_DToL10448-RA	HEL_004238-RA
OG0002035	Vcard_DToL07347-RA	HEL_006111-RA
OG0002035	Vcard_DToL07348-RA	HEL_006110-RA
OG0002037	Vcard_DToL14128-RA	HEL_000334-RA
OG0002038	Vcard_DToL06696-RA	HEL_006356-RA
OG0002039	Vcard_DToL04348-RA	HEL_007485-RA, HEL_009387-RA, HEL_009386-RA, HEL_007486-RA
OG0002040	Vcard_DToL13196-RA	HEL_012780-RA, HEL_012778-RA
OG0002041	Vcard_DToL06699-RA	HEL_006359-RA
OG0002042	Vcard_DToL07359-RA	HEL_006104-RA
OG0002044	Vcard_DToL01617-RA	HEL_002824-RA, HEL_002823-RA, HEL_002822-RA
OG0002046	Vcard_DToL01619-RA	HEL_002820-RA, HEL_002819-RA, HEL_002818-RA, HEL_002817-RA
OG0002047	Vcard_DToL01294-RA	HEL_002815-RA, HEL_002814-RA, HEL_002816-RA, HEL_002813-RA
OG0002050	Vcard_DToL01280-RA	HEL_002803-RA
OG0002051	Vcard_DToL00415-RA, Vcard_DToL00414-RA	HEL_010460-RA
OG0002052	Vcard_DToL05872-RA	HEL_002987-RA
OG0002053	Vcard_DToL06711-RA	HEL_006368-RA, HEL_006367-RA
OG0002054	Vcard_DToL05357-RA	HEL_000059-RA
OG0002055	Vcard_DToL05869-RA	HEL_002989-RA
OG0002056	Vcard_DToL06714-RA	HEL_006372-RA
OG0002057	Vcard_DToL06717-RA	HEL_006273-RA, HEL_006275-RA, HEL_006274-RA
OG0002058	Vcard_DToL05867-RA	HEL_002991-RA, HEL_002990-RA
OG0002059	Vcard_DToL14216-RA	HEL_000283-RA
OG0002060	Vcard_DToL01254-RA	HEL_002779-RA
OG0002061	Vcard_DToL14526-RA	HEL_003705-RA
OG0002062	Vcard_DToL02358-RA	HEL_001342-RA
OG0002063	Vcard_DToL07994-RA	HEL_009983-RA
OG0002065	Vcard_DToL05851-RA	HEL_003001-RA
OG0002066	Vcard_DToL13218-RA	HEL_012761-RA
OG0002068	Vcard_DToL18298-RA	HEL_010475-RA
OG0002069	Vcard_DToL03717-RA	HEL_004573-RA, HEL_004576-RA
OG0002070	Vcard_DToL04393-RA	HEL_007444-RA, HEL_007445-RA, HEL_007446-RA, HEL_007447-RA
OG0002071	Vcard_DToL11998-RA	HEL_001082-RA
OG0002072	Vcard_DToL03722-RA, Vcard_DToL03723-RA	HEL_004568-RA, HEL_004567-RA
OG0002073	Vcard_DToL02342-RA	HEL_001352-RA
OG0002074	Vcard_DToL16200-RA	HEL_009516-RA
OG0002075	Vcard_DToL09768-RA	HEL_012919-RA
OG0002076	Vcard_DToL10417-RA	HEL_004217-RA
OG0002077	Vcard_DToL18621-RA	HEL_013001-RA
OG0002078	Vcard_DToL03733-RA	HEL_004561-RA
OG0002078	Vcard_DToL03732-RA	HEL_004563-RA
OG0002079	Vcard_DToL09481-RA	HEL_010746-RA, HEL_010747-RA, HEL_010745-RA
OG0002080	Vcard_DToL07949-RA	HEL_010019-RA
OG0002081	Vcard_DToL13698-RA	HEL_008197-RA
OG0002082	Vcard_DToL02997-RA	HEL_005506-RA
OG0002083	Vcard_DToL17210-RA	HEL_005930-RA
OG0002084	Vcard_DToL13702-RA	HEL_008195-RA
OG0002085	Vcard_DToL03756-RA	HEL_004539-RA
OG0002087	Vcard_DToL07409-RA	HEL_006061-RA, HEL_006057-RA, HEL_006058-RA
OG0002089	Vcard_DToL12620-RA	HEL_013652-RA
OG0002089	Vcard_DToL12618-RA	HEL_013653-RA
OG0002090	Vcard_DToL04431-RA	HEL_007417-RA
OG0002091	Vcard_DToL07791-RA	HEL_013338-RA
OG0002092	Vcard_DToL15580-RA	HEL_006877-RA
OG0002093	Vcard_DToL04441-RA, Vcard_DToL04439-RA	HEL_007413-RA, HEL_007414-RA
OG0002094	Vcard_DToL09948-RA	HEL_007315-RA
OG0002095	Vcard_DToL09298-RA	HEL_012189-RA
OG0002096	Vcard_DToL07798-RA	HEL_013347-RA
OG0002097	Vcard_DToL10206-RA	HEL_007305-RA
OG0002097	Vcard_DToL10208-RA	HEL_007306-RA
OG0002098	Vcard_DToL03985-RA	HEL_014148-RA
OG0002099	Vcard_DToL01210-RA	HEL_002722-RA
OG0002100	Vcard_DToL13764-RA	HEL_008151-RA
OG0002102	Vcard_DToL02290-RA	HEL_001398-RA
OG0002104	Vcard_DToL06801-RA	HEL_006326-RA
OG0002105	Vcard_DToL04451-RA	HEL_007407-RA
OG0002106	Vcard_DToL06798-RA	HEL_006328-RA
OG0002107	Vcard_DToL05736-RA, Vcard_DToL05735-RA	HEL_003087-RA
OG0002108	Vcard_DToL14387-RA, Vcard_DToL14388-RA	HEL_003854-RA
OG0002109	Vcard_DToL10922-RA, Vcard_DToL10921-RA	HEL_008595-RA
OG0002110	Vcard_DToL15590-RA	HEL_006862-RA
OG0002111	Vcard_DToL01205-RA	HEL_002718-RA
OG0002113	Vcard_DToL06796-RA	HEL_006331-RA
OG0002114	Vcard_DToL10135-RA	HEL_007264-RA
OG0002115	Vcard_DToL12056-RA	HEL_001038-RA, HEL_001037-RA
OG0002116	Vcard_DToL15456-RA	HEL_013479-RA, HEL_013481-RA
OG0002118	Vcard_DToL04461-RA, Vcard_DToL04460-RA	HEL_007399-RA
OG0002119	Vcard_DToL05447-RA	HEL_011002-RA
OG0002120	Vcard_DToL07469-RA, Vcard_DToL07468-RA	HEL_010598-RA, HEL_010597-RA
OG0002123	Vcard_DToL00541-RA	HEL_007020-RA
OG0002124	Vcard_DToL09252-RA	HEL_012230-RA
OG0002125	Vcard_DToL07484-RA	HEL_010610-RA
OG0002126	Vcard_DToL05740-RA	HEL_003083-RA
OG0002127	Vcard_DToL04482-RA	HEL_007387-RA, HEL_007388-RA
OG0002128	Vcard_DToL00553-RA, Vcard_DToL00554-RA	HEL_007028-RA, HEL_007027-RA
OG0002129	Vcard_DToL05759-RA	HEL_003069-RA
OG0002130	Vcard_DToL17232-RA	HEL_005944-RA
OG0002132	Vcard_DToL10101-RA	HEL_007242-RA
OG0002133	Vcard_DToL01432-RA	HEL_006797-RA, HEL_006794-RA, HEL_006795-RA
OG0002134	Vcard_DToL07509-RA	HEL_010632-RA, HEL_010628-RA, HEL_010635-RA, HEL_010629-RA
OG0002135	Vcard_DToL00561-RA	HEL_007033-RA
OG0002136	Vcard_DToL03835-RA	HEL_004406-RA
OG0002137	Vcard_DToL10910-RA	HEL_008603-RA
OG0002138	Vcard_DToL10076-RA	HEL_007221-RA
OG0002139	Vcard_DToL17161-RA	HEL_005904-RA
OG0002140	Vcard_DToL12190-RA	HEL_000941-RA, HEL_000938-RA
OG0002141	Vcard_DToL11921-RA	HEL_009782-RA, HEL_009784-RA, HEL_009783-RA, HEL_009785-RA
OG0002142	Vcard_DToL07545-RA	HEL_010657-RA
OG0002143	Vcard_DToL07546-RA	HEL_010660-RA, HEL_010661-RA, HEL_010659-RA, HEL_010658-RA
OG0002144	Vcard_DToL07547-RA	HEL_010662-RA
OG0002146	Vcard_DToL08479-RA	HEL_011589-RA
OG0002147	Vcard_DToL10332-RA	HEL_014259-RA
OG0002147	Vcard_DToL10331-RA	HEL_014260-RA
OG0002148	Vcard_DToL02435-RA	HEL_001281-RA, HEL_001285-RA, HEL_001286-RA, HEL_001288-RA
OG0002149	Vcard_DToL04539-RA	HEL_013430-RA, HEL_014610-RA
OG0002150	Vcard_DToL04542-RA	HEL_013428-RA, HEL_014608-RA
OG0002152	Vcard_DToL06940-RA	HEL_014128-RA, HEL_014129-RA
OG0002153	Vcard_DToL15690-RA	HEL_012948-RA
OG0002155	Vcard_DToL08181-RA	HEL_014190-RA, HEL_014189-RA
OG0002156	Vcard_DToL05308-RA	HEL_000111-RA
OG0002156	Vcard_DToL05309-RA	HEL_000110-RA
OG0002157	Vcard_DToL17209-RA	HEL_005929-RA
OG0002158	Vcard_DToL13776-RA	HEL_008142-RA, HEL_008143-RA
OG0002160	Vcard_DToL10869-RA	HEL_008654-RA, HEL_008653-RA
OG0002161	Vcard_DToL09173-RA	HEL_011914-RA
OG0002164	Vcard_DToL04583-RA	HEL_011500-RA, HEL_011497-RA
OG0002164	Vcard_DToL04581-RA	HEL_011502-RA
OG0002165	Vcard_DToL02510-RA	HEL_001247-RA
OG0002166	Vcard_DToL10879-RA	HEL_008641-RA
OG0002167	Vcard_DToL05631-RA	HEL_003181-RA
OG0002168	Vcard_DToL09156-RA	HEL_011925-RA
OG0002170	Vcard_DToL00692-RA	HEL_007081-RA
OG0002171	Vcard_DToL09148-RA, Vcard_DToL09149-RA	HEL_011931-RA
OG0002172	Vcard_DToL15727-RA	HEL_008571-RA
OG0002173	Vcard_DToL10892-RA	HEL_008623-RA
OG0002174	Vcard_DToL04610-RA, Vcard_DToL04609-RA	HEL_011478-RA
OG0002174	Vcard_DToL04611-RA	HEL_011477-RA
OG0002177	Vcard_DToL11872-RA	HEL_009837-RA, HEL_009836-RA
OG0002178	Vcard_DToL05612-RA	HEL_003205-RA
OG0002179	Vcard_DToL05611-RA, Vcard_DToL16691-RA	HEL_003207-RA
OG0002180	Vcard_DToL08302-RA	HEL_010035-RA
OG0002181	Vcard_DToL04637-RA	HEL_011446-RA
OG0002182	Vcard_DToL11101-RA	HEL_012267-RA
OG0002183	Vcard_DToL03896-RA	HEL_004440-RA
OG0002184	Vcard_DToL04655-RA	HEL_011429-RA, HEL_011428-RA
OG0002185	Vcard_DToL03897-RA	HEL_004445-RA, HEL_004444-RA
OG0002186	Vcard_DToL04666-RA	HEL_011419-RA
OG0002187	Vcard_DToL03902-RA	HEL_004449-RA
OG0002188	Vcard_DToL07623-RA	HEL_010344-RA
OG0002189	Vcard_DToL15786-RA	HEL_008523-RA
OG0002189	Vcard_DToL15785-RA	HEL_008525-RA, HEL_008526-RA
OG0002190	Vcard_DToL15793-RA, Vcard_DToL15792-RA	HEL_008518-RA
OG0002191	Vcard_DToL09075-RA	HEL_011984-RA
OG0002193	Vcard_DToL07635-RA	HEL_010356-RA, HEL_010357-RA
OG0002194	Vcard_DToL09066-RA	HEL_011992-RA, HEL_011991-RA
OG0002195	Vcard_DToL08062-RA	HEL_008355-RA
OG0002197	Vcard_DToL02605-RA	HEL_001166-RA
OG0002201	Vcard_DToL02628-RA	HEL_001147-RA
OG0002202	Vcard_DToL07648-RA	HEL_010372-RA
OG0002203	Vcard_DToL00621-RA, Vcard_DToL00620-RA	HEL_007147-RA
OG0002205	Vcard_DToL00717-RA	HEL_010422-RA
OG0002206	Vcard_DToL03923-RA	HEL_004469-RA
OG0002207	Vcard_DToL03925-RA	HEL_004471-RA, HEL_004473-RA
OG0002208	Vcard_DToL04732-RA	HEL_012815-RA, HEL_012817-RA
OG0002209	Vcard_DToL02654-RA	HEL_013108-RA
OG0002211	Vcard_DToL05528-RA	HEL_003281-RA
OG0002212	Vcard_DToL08030-RA	HEL_008389-RA
OG0002213	Vcard_DToL03949-RA	HEL_004495-RA, HEL_004493-RA, HEL_004494-RA, HEL_004492-RA
OG0002214	Vcard_DToL03952-RA, Vcard_DToL03953-RA	HEL_004499-RA, HEL_004497-RA, HEL_004498-RA
OG0002215	Vcard_DToL15838-RA, Vcard_DToL15836-RA, Vcard_DToL15837-RA	HEL_008480-RA, HEL_008481-RA
OG0002216	Vcard_DToL00629-RA	HEL_007151-RA
OG0002217	Vcard_DToL05560-RA	HEL_003252-RA, HEL_003253-RA
OG0002218	Vcard_DToL05564-RA	HEL_003249-RA
OG0002219	Vcard_DToL15856-RA	HEL_008469-RA
OG0002220	Vcard_DToL15864-RA	HEL_008453-RA
OG0002221	Vcard_DToL01388-RA, Vcard_DToL01361-RA	HEL_006744-RA
OG0002222	Vcard_DToL05572-RA	HEL_003239-RA
OG0002223	Vcard_DToL00649-RA	HEL_007121-RA
OG0002224	Vcard_DToL01373-RA	HEL_006753-RA
OG0002225	Vcard_DToL02686-RA	HEL_013413-RA, HEL_013410-RA, HEL_013411-RA, HEL_013412-RA
OG0002226	Vcard_DToL01382-RA	HEL_006762-RA
OG0002227	Vcard_DToL01497-RA	HEL_002921-RA, HEL_002922-RA, HEL_002923-RA, HEL_002920-RA, HEL_002926-RA
OG0002228	Vcard_DToL16976-RA	HEL_004650-RA
OG0002228	Vcard_DToL16939-RA	HEL_004649-RA
OG0002230	Vcard_DToL15859-RA	HEL_008464-RA, HEL_008461-RA
OG0002231	Vcard_DToL10445-RA	HEL_011265-RA, HEL_011264-RA
OG0002232	Vcard_DToL00907-RA	HEL_012436-RA
OG0002232	Vcard_DToL00909-RA	HEL_012438-RA
OG0002233	Vcard_DToL10086-RA	HEL_007225-RA, HEL_007224-RA
OG0002233	Vcard_DToL10085-RA	HEL_007226-RA
OG0002234	Vcard_DToL09518-RA	HEL_010722-RA
OG0002235	Vcard_DToL04513-RA	HEL_007365-RA, HEL_007368-RA
OG0002236	Vcard_DToL09732-RA, Vcard_DToL09740-RA	HEL_003448-RA
OG0002237	Vcard_DToL07727-RA, Vcard_DToL07724-RA, Vcard_DToL07733-RA, Vcard_DToL07739-RA, Vcard_DToL07731-RA, Vcard_DToL07730-RA, Vcard_DToL07763-RA, Vcard_DToL07755-RA, Vcard_DToL07749-RA, Vcard_DToL07726-RA, Vcard_DToL07736-RA	HEL_014557-RA
OG0002240	Vcard_DToL01779-RA	HEL_001772-RA, HEL_001769-RA, HEL_001768-RA, HEL_001770-RA, HEL_001771-RA
OG0002247	Vcard_DToL03518-RA	HEL_008821-RA
OG0002248	Vcard_DToL13944-RA	HEL_000343-RA
OG0002249	Vcard_DToL18585-RA	HEL_013956-RA
OG0002250	Vcard_DToL03304-RA, Vcard_DToL03303-RA	HEL_005361-RA
OG0002251	Vcard_DToL04010-RA	HEL_009472-RA
OG0002253	Vcard_DToL03302-RA	HEL_005360-RA
OG0002255	Vcard_DToL01075-RA, Vcard_DToL06336-RA, Vcard_DToL06337-RA	HEL_002226-RA
OG0002256	Vcard_DToL16767-RA	HEL_003424-RA
OG0002257	Vcard_DToL09681-RA	HEL_003495-RA
OG0002258	Vcard_DToL10608-RA	HEL_011011-RA
OG0002259	Vcard_DToL06251-RA	HEL_002275-RA
OG0002261	Vcard_DToL17896-RA	HEL_004169-RA
OG0002262	Vcard_DToL17860-RA	HEL_004087-RA, HEL_004088-RA
OG0002263	Vcard_DToL16955-RA, Vcard_DToL16956-RA	HEL_004635-RA
OG0002264	Vcard_DToL04001-RA	HEL_009465-RA
OG0002265	Vcard_DToL15296-RA	HEL_001893-RA
OG0002266	Vcard_DToL18349-RA	HEL_012686-RA
OG0002267	Vcard_DToL00810-RA	HEL_006975-RA
OG0002268	Vcard_DToL09695-RA	HEL_003481-RA
OG0002269	Vcard_DToL13596-RA	HEL_014060-RA
OG0002270	Vcard_DToL15971-RA	HEL_009290-RA, HEL_009291-RA
OG0002271	Vcard_DToL01853-RA	HEL_001721-RA
OG0002272	Vcard_DToL07166-RA	HEL_007742-RA
OG0002273	Vcard_DToL18692-RA	HEL_013029-RA
OG0002275	Vcard_DToL16740-RA	HEL_003401-RA
OG0002276	Vcard_DToL09500-RA	HEL_010737-RA
OG0002277	Vcard_DToL18335-RA	HEL_012696-RA
OG0002278	Vcard_DToL16831-RA	HEL_005372-RA
OG0002279	Vcard_DToL04015-RA	HEL_009478-RA, HEL_009477-RA
OG0002280	Vcard_DToL04016-RA	HEL_009479-RA, HEL_008012-RA
OG0002281	Vcard_DToL04017-RA	HEL_009480-RA
OG0002282	Vcard_DToL16737-RA, Vcard_DToL16734-RA	HEL_003398-RA
OG0002283	Vcard_DToL17801-RA	HEL_004037-RA, HEL_004036-RA
OG0002284	Vcard_DToL04024-RA, Vcard_DToL04020-RA, Vcard_DToL06181-RA	HEL_009481-RA
OG0002286	Vcard_DToL11333-RA	HEL_008943-RA, HEL_008945-RA, HEL_008944-RA
OG0002287	Vcard_DToL16816-RA	HEL_005396-RA
OG0002289	Vcard_DToL17356-RA, Vcard_DToL00421-RA	HEL_002192-RA
OG0002290	Vcard_DToL00167-RA	HEL_012094-RA
OG0002291	Vcard_DToL12466-RA	HEL_000710-RA, HEL_000709-RA, HEL_000712-RA
OG0002292	Vcard_DToL15320-RA	HEL_001866-RA
OG0002293	Vcard_DToL06312-RA	HEL_002242-RA
OG0002294	Vcard_DToL16727-RA	HEL_003387-RA
OG0002295	Vcard_DToL17786-RA, Vcard_DToL17784-RA, Vcard_DToL17785-RA	HEL_004026-RA
OG0002296	Vcard_DToL03334-RA	HEL_004000-RA, HEL_003999-RA
OG0002297	Vcard_DToL00827-RA	HEL_006988-RA
OG0002298	Vcard_DToL15898-RA, Vcard_DToL15899-RA	HEL_009218-RA
OG0002299	Vcard_DToL15903-RA	HEL_009224-RA, HEL_009223-RA
OG0002301	Vcard_DToL18707-RA	HEL_013057-RA
OG0002302	Vcard_DToL18725-RA	HEL_013056-RA
OG0002303	Vcard_DToL17797-RA	HEL_004034-RA
OG0002305	Vcard_DToL00058-RA	HEL_009656-RA
OG0002306	Vcard_DToL03349-RA	HEL_003987-RA
OG0002307	Vcard_DToL03350-RA	HEL_003986-RA
OG0002308	Vcard_DToL04844-RA	HEL_007623-RA, HEL_007622-RA, HEL_007617-RA
OG0002309	Vcard_DToL11030-RA	HEL_013732-RA
OG0002310	Vcard_DToL18427-RA	HEL_012662-RA
OG0002311	Vcard_DToL18723-RA	HEL_013054-RA
OG0002312	Vcard_DToL16797-RA	HEL_005388-RA
OG0002315	Vcard_DToL14082-RA, Vcard_DToL14081-RA	HEL_000464-RA
OG0002316	Vcard_DToL16712-RA	HEL_003371-RA
OG0002316	Vcard_DToL16713-RA	HEL_003373-RA
OG0002317	Vcard_DToL18713-RA	HEL_011297-RA
OG0002318	Vcard_DToL15141-RA	HEL_002048-RA
OG0002319	Vcard_DToL10163-RA	HEL_007293-RA
OG0002321	Vcard_DToL13625-RA	HEL_014460-RA
OG0002322	Vcard_DToL13628-RA, Vcard_DToL13627-RA	HEL_014462-RA
OG0002323	Vcard_DToL15138-RA	HEL_002051-RA
OG0002324	Vcard_DToL04839-RA	HEL_007610-RA
OG0002325	Vcard_DToL18712-RA	HEL_011675-RA
OG0002326	Vcard_DToL17377-RA	HEL_002207-RA
OG0002327	Vcard_DToL04837-RA	HEL_007606-RA
OG0002327	Vcard_DToL04836-RA	HEL_007605-RA
OG0002328	Vcard_DToL18541-RA	HEL_012652-RA
OG0002329	Vcard_DToL15068-RA	HEL_002060-RA, HEL_002056-RA
OG0002330	Vcard_DToL18536-RA	HEL_012647-RA
OG0002331	Vcard_DToL04834-RA, Vcard_DToL04835-RA	HEL_007604-RA
OG0002332	Vcard_DToL11346-RA, Vcard_DToL11345-RA	HEL_008934-RA
OG0002332	Vcard_DToL11284-RA	HEL_008991-RA
OG0002333	Vcard_DToL13074-RA	HEL_012567-RA
OG0002334	Vcard_DToL17385-RA	HEL_002214-RA
OG0002335	Vcard_DToL00843-RA	HEL_012401-RA
OG0002337	Vcard_DToL07226-RA	HEL_007806-RA
OG0002338	Vcard_DToL06383-RA, Vcard_DToL06384-RA	HEL_010193-RA
