Orthogroup	Vanessa_cardui	Heliconius_melpomene_melpomene
OG0001652	Vcard_DToL08041-RA	HMEL013261g1.t1
OG0001653	Vcard_DToL08426-RA	HMEL006882g1.t1
OG0001654	Vcard_DToL01488-RA	HMEL030865g1.t1
OG0001656	Vcard_DToL16353-RA	HMEL007516g1.t1
OG0001656	Vcard_DToL16354-RA	HMEL007518g1.t1
OG0001658	Vcard_DToL16388-RA, Vcard_DToL16387-RA	HMEL033793g1.t1, HMEL031354g1.t1, HMEL003607g1.t1
OG0001659	Vcard_DToL11896-RA	HMEL013941g1.t1
OG0001660	Vcard_DToL07988-RA	HMEL006855g1.t1
OG0001670	Vcard_DToL18280-RA	HMEL015026g1.t1
OG0001673	Vcard_DToL16408-RA, Vcard_DToL16409-RA	HMEL016816g1.t1
OG0001674	Vcard_DToL17574-RA	HMEL011251g1.t1
OG0001675	Vcard_DToL11304-RA	HMEL033641g1.t1
OG0001677	Vcard_DToL15281-RA	HMEL009488g1.t1
OG0001678	Vcard_DToL01906-RA, Vcard_DToL01905-RA	HMEL015080g1.t1
OG0001680	Vcard_DToL13129-RA, Vcard_DToL13126-RA	HMEL010289g1.t1
OG0001681	Vcard_DToL17899-RA	HMEL013221g1.t1
OG0001682	Vcard_DToL09969-RA	HMEL036377g1.t1
OG0001683	Vcard_DToL10614-RA	HMEL008376g1.t1
OG0001684	Vcard_DToL10613-RA	HMEL008377g1.t1
OG0001685	Vcard_DToL17339-RA	HMEL014531g1.t1
OG0001686	Vcard_DToL16117-RA	HMEL006188-RA
OG0001687	Vcard_DToL10615-RA	HMEL008375g1.t1
OG0001688	Vcard_DToL09966-RA	HMEL014602g1.t1, HMEL036376g1.t1
OG0001689	Vcard_DToL18718-RA, Vcard_DToL18716-RA	HMEL010809g1.t1
OG0001690	Vcard_DToL14933-RA	HMEL007410g1.t1
OG0001691	Vcard_DToL18483-RA	HMEL004470g1.t1
OG0001692	Vcard_DToL18348-RA	HMEL012787g1.t1
OG0001693	Vcard_DToL15042-RA	HMEL003868g1.t1
OG0001695	Vcard_DToL09701-RA	HMEL022579g1.t1, HMEL022656g1.t1
OG0001696	Vcard_DToL13592-RA	HMEL017653g1.t1
OG0001697	Vcard_DToL04011-RA	HMEL007829g1.t1
OG0001698	Vcard_DToL03314-RA	HMEL034009g1.t1
OG0001700	Vcard_DToL18210-RA	HMEL013466g1.t1, HMEL002734g1.t1
OG0001701	Vcard_DToL16739-RA	HMEL016388g1.t1
OG0001702	Vcard_DToL18333-RA	HMEL004472g1.t1
OG0001703	Vcard_DToL00164-RA	HMEL009821g1.t1, HMEL033426g1.t1
OG0001704	Vcard_DToL18701-RA	HMEL022523g1.t1
OG0001705	Vcard_DToL16729-RA	HMEL016375g1.t1
OG0001706	Vcard_DToL17783-RA	HMEL010152g1.t1
OG0001708	Vcard_DToL10644-RA	HMEL036199g1.t1
OG0001709	Vcard_DToL13102-RA	HMEL002991g1.t1
OG0001710	Vcard_DToL15901-RA	HMEL003059g1.t1, HMEL003231g1.t1
OG0001711	Vcard_DToL16806-RA	HMEL006069g1.t1
OG0001713	Vcard_DToL17367-RA	HMEL014145g1.t1
OG0001714	Vcard_DToL16802-RA	HMEL006071g1.t1
OG0001715	Vcard_DToL04845-RA	HMEL031787g1.t1
OG0001716	Vcard_DToL04843-RA	HMEL021844g1.t1
OG0001717	Vcard_DToL03086-RA, Vcard_DToL03088-RA	HMEL014765g1.t1
OG0001718	Vcard_DToL14925-RA	HMEL037832g1.t1
OG0001719	Vcard_DToL18721-RA	HMEL010808g1.t1
OG0001720	Vcard_DToL13621-RA	HMEL032403g1.t1
OG0001720	Vcard_DToL13619-RA	HMEL032404g1.t1
OG0001722	Vcard_DToL03091-RA	HMEL034401g1.t1
OG0001723	Vcard_DToL03100-RA	HMEL010067g1.t1
OG0001724	Vcard_DToL09045-RA	HMEL007249g1.t1
OG0001725	Vcard_DToL16699-RA	HMEL014498g1.t1
OG0001726	Vcard_DToL16787-RA	HMEL004321g1.t1, HMEL015547g1.t1
OG0001727	Vcard_DToL18524-RA, Vcard_DToL18522-RA	HMEL035386g1.t1
OG0001728	Vcard_DToL03110-RA	HMEL010054g1.t1
OG0001731	Vcard_DToL14903-RA, Vcard_DToL14907-RA	HMEL012076g1.t1, HMEL037843g1.t1
OG0001734	Vcard_DToL16780-RA, Vcard_DToL16779-RA	HMEL034432g1.t1
OG0001735	Vcard_DToL03112-RA	HMEL002273g1.t1
OG0001736	Vcard_DToL04073-RA	HMEL032918g1.t1
OG0001737	Vcard_DToL16562-RA	HMEL013208g1.t1
OG0001738	Vcard_DToL03366-RA	HMEL014519-RA
OG0001739	Vcard_DToL14898-RA	HMEL021960g1.t1, HMEL030447g1.t1, HMEL009803g1.t1, HMEL006003g1.t1
OG0001740	Vcard_DToL00853-RA	HMEL030714g1.t1
OG0001742	Vcard_DToL13071-RA	HMEL016003g1.t1
OG0001743	Vcard_DToL13066-RA, Vcard_DToL13069-RA	HMEL016005g1.t1
OG0001744	Vcard_DToL06392-RA, Vcard_DToL06394-RA	HMEL011818g1.t1
OG0001745	Vcard_DToL16776-RA	HMEL005250g1.t1
OG0001747	Vcard_DToL08388-RA	HMEL035265g1.t1, HMEL035264g1.t1
OG0001749	Vcard_DToL13641-RA	HMEL003458g1.t1
OG0001750	Vcard_DToL18509-RA	HMEL002059g1.t1
OG0001751	Vcard_DToL18742-RA	HMEL010786g1.t1
OG0001752	Vcard_DToL10827-RA	HMEL036277g1.t1
OG0001753	Vcard_DToL01250-RA	HMEL013310g1.t1
OG0001754	Vcard_DToL11281-RA	HMEL008077g1.t1
OG0001755	Vcard_DToL15086-RA	HMEL010773g1.t1
OG0001757	Vcard_DToL07143-RA	HMEL009003g1.t1
OG0001758	Vcard_DToL10815-RA	HMEL003474g1.t1
OG0001759	Vcard_DToL04126-RA, Vcard_DToL04128-RA	HMEL032960g1.t1
OG0001760	Vcard_DToL16059-RA	HMEL003915g1.t1
OG0001761	Vcard_DToL10807-RA	HMEL003470g1.t1
OG0001762	Vcard_DToL13016-RA	HMEL016022g1.t1
OG0001763	Vcard_DToL06397-RA	HMEL017603g1.t1
OG0001764	Vcard_DToL16670-RA	HMEL031439g1.t1
OG0001765	Vcard_DToL13890-RA	HMEL017672g1.t1
OG0001766	Vcard_DToL15098-RA, Vcard_DToL15099-RA	HMEL006916g1.t1
OG0001767	Vcard_DToL12387-RA, Vcard_DToL12390-RA, Vcard_DToL12388-RA	HMEL020746g1.t1
OG0001768	Vcard_DToL11262-RA	HMEL007885g1.t1
OG0001769	Vcard_DToL13673-RA	HMEL006360g1.t1
OG0001770	Vcard_DToL11255-RA	HMEL017542g1.t1
OG0001771	Vcard_DToL00188-RA	HMEL017931g1.t1
OG0001772	Vcard_DToL18778-RA	HMEL004921g1.t1
OG0001773	Vcard_DToL00014-RA	HMEL011562g1.t1
OG0001774	Vcard_DToL13007-RA	HMEL016272g1.t1
OG0001776	Vcard_DToL09301-RA	HMEL011955g1.t1
OG0001777	Vcard_DToL07112-RA, Vcard_DToL07109-RA	HMEL004347g1.t1
OG0001778	Vcard_DToL18470-RA	HMEL020608g1.t1
OG0001779	Vcard_DToL01769-RA	HMEL010020g1.t1
OG0001780	Vcard_DToL07106-RA	HMEL004344g1.t1
OG0001781	Vcard_DToL17706-RA	HMEL016120g1.t1
OG0001782	Vcard_DToL09613-RA	HMEL012592g1.t1
OG0001784	Vcard_DToL18787-RA	HMEL016081g1.t1
OG0001785	Vcard_DToL10797-RA	HMEL017401g1.t1
OG0001786	Vcard_DToL17704-RA	HMEL016123g1.t1
OG0001787	Vcard_DToL16855-RA, Vcard_DToL16854-RA	HMEL004589g1.t1
OG0001789	Vcard_DToL18479-RA	HMEL005467g1.t1
OG0001790	Vcard_DToL10804-RA, Vcard_DToL10803-RA	HMEL017406g1.t1
OG0001791	Vcard_DToL14683-RA	HMEL037996g1.t1
OG0001792	Vcard_DToL15719-RA	HMEL033532g1.t1, HMEL035057g1.t1
OG0001793	Vcard_DToL11236-RA	HMEL017524g1.t1
OG0001794	Vcard_DToL16651-RA	HMEL016549g1.t1
OG0001795	Vcard_DToL17692-RA	HMEL037352g1.t1
OG0001796	Vcard_DToL10778-RA	HMEL017413g1.t1
OG0001797	Vcard_DToL11232-RA	HMEL017521g1.t1
OG0001798	Vcard_DToL13516-RA	HMEL003392g1.t1
OG0001799	Vcard_DToL08959-RA, Vcard_DToL08961-RA	HMEL017062g1.t1
OG0001800	Vcard_DToL13514-RA, Vcard_DToL13513-RA	HMEL032450g1.t1
OG0001803	Vcard_DToL01739-RA, Vcard_DToL01737-RA	HMEL031263g1.t1
OG0001804	Vcard_DToL18769-RA	HMEL015582g1.t1
OG0001805	Vcard_DToL06411-RA	HMEL013378g1.t1
OG0001806	Vcard_DToL12976-RA	HMEL008251g1.t1
OG0001807	Vcard_DToL13837-RA	HMEL032275g1.t1
OG0001808	Vcard_DToL14726-RA	HMEL038026g1.t1
OG0001809	Vcard_DToL06434-RA	HMEL034945g1.t1
OG0001810	Vcard_DToL18822-RA	HMEL014411-RA
OG0001811	Vcard_DToL16588-RA	HMEL004113g1.t1
OG0001812	Vcard_DToL14062-RA	HMEL008452g1.t1, HMEL010716g1.t1
OG0001813	Vcard_DToL13502-RA, Vcard_DToL13500-RA, Vcard_DToL13501-RA	HMEL014216g1.t1
OG0001815	Vcard_DToL13498-RA	HMEL032461g1.t1
OG0001816	Vcard_DToL06470-RA	HMEL002475g1.t1
OG0001817	Vcard_DToL12953-RA	HMEL036638g1.t1
OG0001818	Vcard_DToL08944-RA	HMEL012564g1.t1
OG0001819	Vcard_DToL14587-RA	HMEL037957g1.t1
OG0001821	Vcard_DToL18371-RA	HMEL021549g1.t1
OG0001822	Vcard_DToL02861-RA, Vcard_DToL02862-RA	HMEL013710g1.t1
OG0001823	Vcard_DToL17659-RA, Vcard_DToL17657-RA	HMEL011193g1.t1
OG0001824	Vcard_DToL12836-RA	HMEL015044g1.t1
OG0001825	Vcard_DToL11218-RA	HMEL011487g1.t1
OG0001827	Vcard_DToL01982-RA, Vcard_DToL01981-RA	HMEL013579g1.t1
OG0001828	Vcard_DToL06448-RA	HMEL017877g1.t1
OG0001829	Vcard_DToL08917-RA	HMEL012550g1.t1
OG0001830	Vcard_DToL01911-RA	HMEL010318g1.t1
OG0001831	Vcard_DToL06198-RA, Vcard_DToL06200-RA	HMEL017250g1.t1
OG0001834	Vcard_DToL16975-RA, Vcard_DToL16974-RA	HMEL034483g1.t1
OG0001835	Vcard_DToL01916-RA	HMEL010326g1.t1
OG0001836	Vcard_DToL16088-RA	HMEL006169g1.t1
OG0001838	Vcard_DToL17596-RA	HMEL011232g1.t1
OG0001839	Vcard_DToL00986-RA	HMEL016358g1.t1
OG0001840	Vcard_DToL17598-RA	HMEL011229g1.t1
OG0001841	Vcard_DToL08888-RA	HMEL035026g1.t1
OG0001842	Vcard_DToL14026-RA	HMEL007320g1.t1, HMEL002266g1.t1
OG0001843	Vcard_DToL16504-RA	HMEL008736g1.t1
OG0001844	Vcard_DToL00605-RA	HMEL016624g1.t1
OG0001845	Vcard_DToL03467-RA	HMEL033919g1.t1
OG0001846	Vcard_DToL03190-RA	HMEL017479-RA
OG0001847	Vcard_DToL14018-RA	HMEL009735g1.t1
OG0001849	Vcard_DToL03471-RA	HMEL021836g1.t1
OG0001849	Vcard_DToL03470-RA	HMEL033917g1.t1, HMEL033911g1.t1
OG0001850	Vcard_DToL18392-RA	HMEL035326g1.t1
OG0001852	Vcard_DToL15952-RA	HMEL016953g1.t1, HMEL034591g1.t1
OG0001853	Vcard_DToL03472-RA	HMEL033915g1.t1
OG0001855	Vcard_DToL03200-RA	HMEL017486g1.t1
OG0001857	Vcard_DToL01017-RA	HMEL014127g1.t1
OG0001858	Vcard_DToL10233-RA, Vcard_DToL10232-RA	HMEL008380g1.t1
OG0001860	Vcard_DToL00051-RA	HMEL011796g1.t1
OG0001861	Vcard_DToL16480-RA	HMEL016573g1.t1
OG0001862	Vcard_DToL06597-RA	HMEL016421g1.t1
OG0001863	Vcard_DToL04921-RA	HMEL031836g1.t1, HMEL004638g1.t1
OG0001864	Vcard_DToL16477-RA	HMEL031401g1.t1
OG0001866	Vcard_DToL06127-RA	HMEL017203g1.t1
OG0001866	Vcard_DToL06123-RA	HMEL036306g1.t1
OG0001867	Vcard_DToL11171-RA	HMEL022616g1.t1
OG0001867	Vcard_DToL11172-RA	HMEL033578g1.t1
OG0001868	Vcard_DToL14010-RA	HMEL011443g1.t1
OG0001869	Vcard_DToL10563-RA, Vcard_DToL10562-RA	HMEL025054-RA
OG0001870	Vcard_DToL08871-RA	HMEL022556-RA
OG0001871	Vcard_DToL16471-RA	HMEL004115g1.t1
OG0001872	Vcard_DToL16470-RA	HMEL004116g1.t1
OG0001873	Vcard_DToL01047-RA	HMEL014110g1.t1
OG0001874	Vcard_DToL09551-RA, Vcard_DToL09552-RA	HMEL011895g1.t1
OG0001875	Vcard_DToL05153-RA	HMEL020214g1.t1, HMEL016918-RA
OG0001876	Vcard_DToL01970-RA	HMEL022042g1.t1
OG0001877	Vcard_DToL18661-RA, Vcard_DToL18659-RA	HMEL014259g1.t1
OG0001878	Vcard_DToL01053-RA	HMEL014104g1.t1
OG0001879	Vcard_DToL16465-RA	HMEL016858g1.t1
OG0001880	Vcard_DToL07220-RA	HMEL015393g1.t1, HMEL008974g1.t1
OG0001881	Vcard_DToL13435-RA	HMEL005517g1.t1
OG0001882	Vcard_DToL04184-RA	HMEL032839g1.t1
OG0001883	Vcard_DToL16957-RA	HMEL034474g1.t1
OG0001884	Vcard_DToL06633-RA	HMEL008751g1.t1
OG0001885	Vcard_DToL09932-RA	HMEL007435g1.t1
OG0001886	Vcard_DToL09930-RA	HMEL007432g1.t1
OG0001887	Vcard_DToL18590-RA	HMEL010739g1.t1
OG0001888	Vcard_DToL01077-RA, Vcard_DToL01078-RA	HMEL014094g1.t1
OG0001889	Vcard_DToL00344-RA	HMEL035739g1.t1, HMEL035867g1.t1
OG0001890	Vcard_DToL04193-RA	HMEL032831g1.t1
OG0001891	Vcard_DToL17555-RA	HMEL008498g1.t1
OG0001892	Vcard_DToL07712-RA	HMEL014159g1.t1
OG0001894	Vcard_DToL08830-RA	HMEL006224g1.t1
OG0001895	Vcard_DToL06580-RA	HMEL034879g1.t1
OG0001896	Vcard_DToL18110-RA	HMEL034130g1.t1
OG0001898	Vcard_DToL05886-RA, Vcard_DToL05887-RA	HMEL011641g1.t1
OG0001899	Vcard_DToL07251-RA	HMEL002657g1.t1
OG0001900	Vcard_DToL09904-RA, Vcard_DToL09907-RA, Vcard_DToL09903-RA	HMEL036468g1.t1
OG0001901	Vcard_DToL11924-RA	HMEL037724g1.t1
OG0001902	Vcard_DToL06060-RA	HMEL030220g1.t1
OG0001904	Vcard_DToL09902-RA	HMEL016507g1.t1
OG0001906	Vcard_DToL07038-RA	HMEL002699g1.t1
OG0001907	Vcard_DToL14853-RA, Vcard_DToL14854-RA	HMEL037881g1.t1
OG0001908	Vcard_DToL09519-RA	HMEL011928g1.t1, HMEL012070g1.t1
OG0001909	Vcard_DToL15986-RA, Vcard_DToL15985-RA	HMEL016977g1.t1
OG0001910	Vcard_DToL16926-RA	HMEL015837g1.t1
OG0001911	Vcard_DToL03530-RA	HMEL033888g1.t1
OG0001912	Vcard_DToL00335-RA	HMEL035794g1.t1
OG0001914	Vcard_DToL14850-RA	HMEL037883g1.t1
OG0001916	Vcard_DToL06051-RA	HMEL012414g1.t1, HMEL031919g1.t1
OG0001917	Vcard_DToL04977-RA	HMEL004896g1.t1
OG0001921	Vcard_DToL12222-RA, Vcard_DToL12223-RA	HMEL013688g1.t1
OG0001922	Vcard_DToL16000-RA	HMEL008613g1.t1
OG0001923	Vcard_DToL00321-RA	HMEL035655g1.t1
OG0001925	Vcard_DToL08352-RA	HMEL012056g1.t1
OG0001926	Vcard_DToL13235-RA	HMEL032584g1.t1
OG0001927	Vcard_DToL18650-RA	HMEL007179g1.t1
OG0001929	Vcard_DToL00303-RA	HMEL008464g1.t1
OG0001931	Vcard_DToL18652-RA	HMEL010825g1.t1
OG0001932	Vcard_DToL04239-RA	HMEL021393g1.t1
OG0001933	Vcard_DToL03215-RA	HMEL034329g1.t1
OG0001934	Vcard_DToL06530-RA	HMEL004304g1.t1
OG0001935	Vcard_DToL03561-RA	HMEL033870g1.t1
OG0001935	Vcard_DToL03562-RA	HMEL033869g1.t1
OG0001936	Vcard_DToL16405-RA	HMEL016814g1.t1
OG0001937	Vcard_DToL17528-RA	HMEL037406g1.t1
OG0001938	Vcard_DToL01138-RA	HMEL005815g1.t1
OG0001939	Vcard_DToL09883-RA	HMEL014392g1.t1
OG0001940	Vcard_DToL18664-RA	HMEL037224g1.t1
OG0001941	Vcard_DToL01140-RA	HMEL005814g1.t1
OG0001942	Vcard_DToL16007-RA, Vcard_DToL16009-RA	HMEL010655g1.t1
OG0001943	Vcard_DToL09350-RA	HMEL017580g1.t1
OG0001944	Vcard_DToL06516-RA	HMEL004292g1.t1
OG0001945	Vcard_DToL17971-RA	HMEL013245g1.t1
OG0001947	Vcard_DToL01148-RA	HMEL030788g1.t1
OG0001948	Vcard_DToL06509-RA	HMEL034812g1.t1
OG0001949	Vcard_DToL09351-RA	HMEL017581g1.t1
OG0001950	Vcard_DToL16399-RA	HMEL016806g1.t1
OG0001951	Vcard_DToL03587-RA	HMEL004877g1.t1
OG0001953	Vcard_DToL06506-RA	HMEL008054-RA
OG0001954	Vcard_DToL06015-RA	HMEL012441g1.t1
OG0001956	Vcard_DToL15178-RA, Vcard_DToL15176-RA	HMEL008474g1.t1
OG0001958	Vcard_DToL16906-RA	HMEL016327g1.t1
OG0001959	Vcard_DToL00567-RA, Vcard_DToL00566-RA	HMEL012089g1.t1
OG0001960	Vcard_DToL04346-RA	HMEL032775g1.t1
OG0001962	Vcard_DToL13320-RA, Vcard_DToL13322-RA	HMEL013414g1.t1
OG0001963	Vcard_DToL03233-RA	HMEL017513g1.t1, HMEL017517g1.t1
OG0001964	Vcard_DToL11110-RA	HMEL011141-RA
OG0001965	Vcard_DToL16386-RA	HMEL005669g1.t1
OG0001966	Vcard_DToL13951-RA	HMEL003054g1.t1
OG0001967	Vcard_DToL07289-RA	HMEL005351g1.t1
OG0001968	Vcard_DToL03615-RA, Vcard_DToL03616-RA	HMEL018043g1.t1
OG0001969	Vcard_DToL05999-RA	HMEL012457g1.t1
OG0001970	Vcard_DToL03617-RA	HMEL020917g1.t1
OG0001971	Vcard_DToL16369-RA, Vcard_DToL16368-RA	HMEL007961g1.t1
OG0001972	Vcard_DToL13276-RA	HMEL032578g1.t1
OG0001974	Vcard_DToL11293-RA	HMEL033647g1.t1
OG0001975	Vcard_DToL07722-RA	HMEL033191g1.t1
OG0001976	Vcard_DToL06483-RA	HMEL034805g1.t1
OG0001976	Vcard_DToL06479-RA	HMEL016101g1.t1
OG0001977	Vcard_DToL04275-RA	HMEL032824g1.t1, HMEL032797g1.t1
OG0001979	Vcard_DToL14164-RA	HMEL021151g1.t1, HMEL007544g1.t1
OG0001980	Vcard_DToL12293-RA, Vcard_DToL12292-RA	HMEL017906g1.t1
OG0001983	Vcard_DToL03254-RA, Vcard_DToL03255-RA	HMEL003068g1.t1
OG0001984	Vcard_DToL12298-RA	HMEL017910g1.t1
OG0001985	Vcard_DToL08745-RA	HMEL016154g1.t1
OG0001986	Vcard_DToL12302-RA	HMEL037547g1.t1
OG0001987	Vcard_DToL16312-RA	HMEL017974g1.t1, HMEL031552g1.t1, HMEL017975g1.t1
OG0001988	Vcard_DToL07303-RA	HMEL005364g1.t1
OG0001989	Vcard_DToL18220-RA	HMEL007794g1.t1
OG0001990	Vcard_DToL12316-RA	HMEL021710g1.t1
OG0001991	Vcard_DToL08735-RA	HMEL014070g1.t1
OG0001992	Vcard_DToL15348-RA, Vcard_DToL15345-RA	HMEL013594g1.t1
OG0001993	Vcard_DToL13247-RA	HMEL005607g1.t1
OG0001993	Vcard_DToL13245-RA	HMEL032570g1.t1
OG0001994	Vcard_DToL07314-RA	HMEL005368g1.t1, HMEL005367g1.t1
OG0001995	Vcard_DToL13242-RA	HMEL005529g1.t1
OG0001996	Vcard_DToL16336-RA	HMEL011003g1.t1
OG0001997	Vcard_DToL09415-RA	HMEL003590g1.t1
OG0001999	Vcard_DToL16333-RA, Vcard_DToL16334-RA	HMEL011006g1.t1
OG0002000	Vcard_DToL04289-RA, Vcard_DToL04288-RA	HMEL008264g1.t1
OG0002001	Vcard_DToL00237-RA	HMEL012854g1.t1
OG0002002	Vcard_DToL07937-RA	HMEL008335g1.t1
OG0002003	Vcard_DToL10968-RA	HMEL033494g1.t1
OG0002004	Vcard_DToL05077-RA, Vcard_DToL05075-RA	HMEL031911g1.t1
OG0002005	Vcard_DToL04298-RA	HMEL009373g1.t1
OG0002005	Vcard_DToL04296-RA	HMEL010583g1.t1
OG0002008	Vcard_DToL01547-RA	HMEL006931g1.t1, HMEL007805g1.t1
OG0002009	Vcard_DToL12783-RA	HMEL012240g1.t1
OG0002010	Vcard_DToL14744-RA, Vcard_DToL14743-RA	HMEL037951g1.t1
OG0002011	Vcard_DToL06679-RA	HMEL011575g1.t1
OG0002012	Vcard_DToL11949-RA	HMEL037706g1.t1
OG0002013	Vcard_DToL14736-RA, Vcard_DToL14729-RA	HMEL038023g1.t1
OG0002014	Vcard_DToL17422-RA, Vcard_DToL17423-RA	HMEL015879g1.t1
OG0002015	Vcard_DToL14139-RA	HMEL032149g1.t1
OG0002016	Vcard_DToL07329-RA	HMEL037031g1.t1
OG0002019	Vcard_DToL16259-RA	HMEL016868g1.t1
OG0002021	Vcard_DToL02150-RA	HMEL006268g1.t1
OG0002022	Vcard_DToL16253-RA	HMEL016873g1.t1
OG0002023	Vcard_DToL10999-RA, Vcard_DToL10998-RA	HMEL021562g1.t1
OG0002025	Vcard_DToL12803-RA	HMEL008945g1.t1
OG0002026	Vcard_DToL02154-RA	HMEL006266g1.t1
OG0002027	Vcard_DToL03678-RA	HMEL014853g1.t1
OG0002028	Vcard_DToL03682-RA	HMEL033820g1.t1
OG0002030	Vcard_DToL13148-RA	HMEL020272g1.t1, HMEL032634g1.t1
OG0002031	Vcard_DToL02171-RA	HMEL006254g1.t1
OG0002032	Vcard_DToL08649-RA, Vcard_DToL08651-RA, Vcard_DToL08653-RA	HMEL012124g1.t1
OG0002033	Vcard_DToL05896-RA	HMEL011647-RA
OG0002034	Vcard_DToL10448-RA	HMEL036076g1.t1
OG0002035	Vcard_DToL07347-RA	HMEL016779g1.t1
OG0002036	Vcard_DToL16285-RA	HMEL031312g1.t1
OG0002037	Vcard_DToL14128-RA	HMEL007173-RA
OG0002038	Vcard_DToL06696-RA	HMEL012870g1.t1
OG0002039	Vcard_DToL04348-RA	HMEL005388g1.t1
OG0002040	Vcard_DToL13196-RA	HMEL022231g1.t1
OG0002041	Vcard_DToL06699-RA	HMEL012865g1.t1
OG0002042	Vcard_DToL07359-RA	HMEL016787g1.t1
OG0002044	Vcard_DToL01617-RA	HMEL030832g1.t1
OG0002045	Vcard_DToL15506-RA	HMEL030680g1.t1
OG0002045	Vcard_DToL15505-RA	HMEL005868g1.t1
OG0002046	Vcard_DToL01619-RA	HMEL013335g1.t1
OG0002047	Vcard_DToL01294-RA	HMEL013334g1.t1
OG0002049	Vcard_DToL08618-RA	HMEL035893g1.t1
OG0002050	Vcard_DToL01280-RA	HMEL013326g1.t1
OG0002051	Vcard_DToL00415-RA, Vcard_DToL00414-RA	HMEL007271g1.t1
OG0002052	Vcard_DToL05872-RA	HMEL011633g1.t1
OG0002053	Vcard_DToL06711-RA	HMEL017952g1.t1, HMEL005616g1.t1
OG0002054	Vcard_DToL05357-RA	HMEL009730g1.t1
OG0002055	Vcard_DToL05869-RA	HMEL011631g1.t1
OG0002056	Vcard_DToL06714-RA	HMEL004981g1.t1
OG0002057	Vcard_DToL06717-RA	HMEL008270g1.t1
OG0002058	Vcard_DToL05867-RA	HMEL030284g1.t1
OG0002060	Vcard_DToL01254-RA	HMEL013312g1.t1
OG0002061	Vcard_DToL14526-RA	HMEL038050g1.t1
OG0002062	Vcard_DToL02358-RA	HMEL031067g1.t1
OG0002063	Vcard_DToL07994-RA	HMEL033282g1.t1
OG0002064	Vcard_DToL11049-RA	HMEL006571g1.t1
OG0002065	Vcard_DToL05851-RA	HMEL002293g1.t1
OG0002066	Vcard_DToL13218-RA	HMEL032592g1.t1
OG0002067	Vcard_DToL15539-RA	HMEL006889g1.t1
OG0002068	Vcard_DToL00437-RA	HMEL003963g1.t1
OG0002069	Vcard_DToL03717-RA	HMEL016682g1.t1
OG0002070	Vcard_DToL04393-RA	HMEL004550g1.t1
OG0002071	Vcard_DToL11997-RA	HMEL008260g1.t1
OG0002071	Vcard_DToL11998-RA	HMEL037658g1.t1
OG0002072	Vcard_DToL03722-RA, Vcard_DToL03723-RA	HMEL016685g1.t1
OG0002073	Vcard_DToL02342-RA	HMEL015157g1.t1
OG0002074	Vcard_DToL16200-RA	HMEL034653g1.t1
OG0002075	Vcard_DToL09768-RA	HMEL005005g1.t1
OG0002076	Vcard_DToL10417-RA	HMEL008042g1.t1
OG0002077	Vcard_DToL18621-RA	HMEL011513g1.t1
OG0002078	Vcard_DToL03733-RA, Vcard_DToL03732-RA	HMEL016690g1.t1
OG0002079	Vcard_DToL09481-RA	HMEL003482g1.t1, HMEL003481g1.t1
OG0002080	Vcard_DToL07949-RA	HMEL016095g1.t1
OG0002081	Vcard_DToL13698-RA	HMEL007605g1.t1
OG0002082	Vcard_DToL02996-RA, Vcard_DToL02997-RA	HMEL014936g1.t1
OG0002083	Vcard_DToL17210-RA	HMEL015005g1.t1
OG0002084	Vcard_DToL13702-RA	HMEL004540g1.t1
OG0002085	Vcard_DToL03756-RA	HMEL016705-RA
OG0002086	Vcard_DToL15417-RA	HMEL007020g1.t1
OG0002087	Vcard_DToL07409-RA	HMEL003891g1.t1
OG0002089	Vcard_DToL12618-RA	HMEL036803g1.t1
OG0002091	Vcard_DToL07791-RA	HMEL014358g1.t1
OG0002092	Vcard_DToL15580-RA	HMEL004372g1.t1
OG0002093	Vcard_DToL04441-RA, Vcard_DToL04439-RA	HMEL032747g1.t1
OG0002094	Vcard_DToL09948-RA	HMEL017805g1.t1, HMEL036372g1.t1
OG0002095	Vcard_DToL09298-RA, Vcard_DToL09299-RA	HMEL011964g1.t1
OG0002096	Vcard_DToL07798-RA	HMEL014363g1.t1
OG0002097	Vcard_DToL10208-RA	HMEL036368g1.t1
OG0002098	Vcard_DToL03985-RA	HMEL005887g1.t1
OG0002099	Vcard_DToL01211-RA, Vcard_DToL01210-RA	HMEL030804g1.t1
OG0002100	Vcard_DToL13764-RA	HMEL032330g1.t1
OG0002104	Vcard_DToL06801-RA	HMEL012803g1.t1
OG0002105	Vcard_DToL04451-RA	HMEL016726g1.t1
OG0002107	Vcard_DToL05736-RA, Vcard_DToL05735-RA	HMEL012833g1.t1
OG0002108	Vcard_DToL14387-RA, Vcard_DToL14388-RA	HMEL004952g1.t1
OG0002109	Vcard_DToL10922-RA, Vcard_DToL10921-RA	HMEL009393g1.t1
OG0002111	Vcard_DToL01205-RA	HMEL005949g1.t1
OG0002112	Vcard_DToL13739-RA	HMEL004687g1.t1, HMEL022313g1.t1
OG0002113	Vcard_DToL06796-RA	HMEL004387g1.t1, HMEL034775g1.t1
OG0002114	Vcard_DToL10135-RA	HMEL036347g1.t1
OG0002115	Vcard_DToL12056-RA	HMEL037643g1.t1, HMEL037644g1.t1, HMEL002409g1.t1
OG0002116	Vcard_DToL15456-RA	HMEL005276g1.t1
OG0002117	Vcard_DToL05441-RA	HMEL015651g1.t1
