Orthogroup	Vanessa_cardui	Maniola_hyperantus
OG0002403	Vcard_DToL00024-RA	XP_034839262.1, XP_034839263.1
OG0002404	Vcard_DToL09607-RA	XP_034832102.1
OG0002405	Vcard_DToL17693-RA	XP_034838728.1, XP_034838727.1
OG0002406	Vcard_DToL00026-RA	XP_034839151.1
OG0002407	Vcard_DToL16081-RA	XP_034837349.1
OG0002408	Vcard_DToL17691-RA	XP_034838482.1
OG0002410	Vcard_DToL03430-RA	XP_034825683.1
OG0002411	Vcard_DToL14689-RA	XP_034834103.1
OG0002412	Vcard_DToL00047-RA	XP_034839280.1
OG0002413	Vcard_DToL14693-RA	XP_034834096.1
OG0002415	Vcard_DToL14705-RA	XP_034834249.1
OG0002416	Vcard_DToL16038-RA	XP_034837111.1
OG0002417	Vcard_DToL14711-RA	XP_034834116.1
OG0002418	Vcard_DToL18768-RA	XP_034839040.1
OG0002420	Vcard_DToL13844-RA	XP_034836362.1
OG0002421	Vcard_DToL06424-RA, Vcard_DToL06425-RA	XP_034827354.1
OG0002422	Vcard_DToL06229-RA	XP_034824998.1
OG0002423	Vcard_DToL01728-RA	XP_034841555.1
OG0002425	Vcard_DToL17975-RA, Vcard_DToL17976-RA	XP_034837952.1
OG0002426	Vcard_DToL00933-RA	XP_034835417.1
OG0002427	Vcard_DToL12970-RA	XP_034834722.1, XP_034834721.1, XP_034834723.1
OG0002428	Vcard_DToL06432-RA	XP_034827346.1
OG0002429	Vcard_DToL15134-RA	XP_034836122.1
OG0002430	Vcard_DToL00935-RA	XP_034835456.1
OG0002431	Vcard_DToL00936-RA	XP_034837673.1
OG0002432	Vcard_DToL18819-RA	XP_034839044.1
OG0002433	Vcard_DToL08952-RA, Vcard_DToL08953-RA	XP_034840356.1
OG0002434	Vcard_DToL14548-RA	XP_034833740.1, XP_034833739.1
OG0002435	Vcard_DToL16050-RA	XP_034837192.1
OG0002436	Vcard_DToL10741-RA	XP_034828362.1
OG0002437	Vcard_DToL01879-RA	XP_034840894.1
OG0002438	Vcard_DToL18359-RA	XP_034828020.1, XP_034828021.1
OG0002439	Vcard_DToL18362-RA, Vcard_DToL18361-RA	XP_034828026.1
OG0002441	Vcard_DToL18364-RA	XP_034827655.1
OG0002442	Vcard_DToL14052-RA	XP_034836411.1
OG0002443	Vcard_DToL07064-RA	XP_034830031.1
OG0002444	Vcard_DToL10730-RA	XP_034828720.1
OG0002445	Vcard_DToL18833-RA, Vcard_DToL18834-RA	XP_034838975.1
OG0002446	Vcard_DToL18367-RA	XP_034828153.1, XP_034828152.1
OG0002447	Vcard_DToL16868-RA	XP_034836788.1, XP_034836787.1
OG0002448	Vcard_DToL10716-RA	XP_034828482.1
OG0002449	Vcard_DToL15040-RA	XP_034836163.1, XP_034836162.1
OG0002450	Vcard_DToL13493-RA	XP_034835181.1
OG0002451	Vcard_DToL15043-RA	XP_034836137.1
OG0002452	Vcard_DToL00954-RA	XP_034835487.1
OG0002453	Vcard_DToL17656-RA, Vcard_DToL17655-RA	XP_034838391.1
OG0002455	Vcard_DToL03445-RA, Vcard_DToL03443-RA	XP_034825155.1
OG0002456	Vcard_DToL17876-RA	XP_034838139.1
OG0002457	Vcard_DToL00159-RA	XP_034839431.1
OG0002458	Vcard_DToL16103-RA, Vcard_DToL16102-RA	XP_034837185.1
OG0002459	Vcard_DToL13480-RA	XP_034835399.1
OG0002460	Vcard_DToL04144-RA	XP_034830733.1
OG0002461	Vcard_DToL13479-RA	XP_034835324.1
OG0002462	Vcard_DToL18848-RA	XP_034838910.1
OG0002463	Vcard_DToL14044-RA	XP_034836487.1
OG0002464	Vcard_DToL12845-RA	XP_034834337.1
OG0002465	Vcard_DToL12846-RA	XP_034834338.1
OG0002466	Vcard_DToL13477-RA	XP_034835527.1
OG0002467	Vcard_DToL18853-RA, Vcard_DToL18851-RA	XP_034838744.1
OG0002469	Vcard_DToL17891-RA	XP_034838248.1
OG0002470	Vcard_DToL18856-RA	XP_034839108.1
OG0002471	Vcard_DToL12353-RA, Vcard_DToL12352-RA	XP_034831264.1
OG0002472	Vcard_DToL18858-RA	XP_034838740.1
OG0002473	Vcard_DToL15055-RA	XP_034835769.1
OG0002475	Vcard_DToL07047-RA	XP_034829665.1
OG0002477	Vcard_DToL07046-RA	XP_034830125.1
OG0002479	Vcard_DToL16087-RA	XP_034837353.1, XP_034837135.1
OG0002481	Vcard_DToL16115-RA	XP_034837340.1
OG0002484	Vcard_DToL15060-RA, Vcard_DToL15059-RA	XP_034835931.1
OG0002485	Vcard_DToL18566-RA	XP_034838893.1
OG0002486	Vcard_DToL16510-RA	XP_034825926.1
OG0002487	Vcard_DToL06156-RA	XP_034825947.1
OG0002488	Vcard_DToL18408-RA	XP_034827906.1
OG0002489	Vcard_DToL10594-RA	XP_034828510.1
OG0002490	Vcard_DToL10240-RA	XP_034833167.1
OG0002491	Vcard_DToL13461-RA, Vcard_DToL13463-RA	XP_034835393.1
OG0002492	Vcard_DToL11208-RA	XP_034832575.1, XP_034832572.1, XP_034832574.1
OG0002493	Vcard_DToL16503-RA	XP_034825922.1
OG0002494	Vcard_DToL17619-RA	XP_034838384.1
OG0002495	Vcard_DToL00998-RA	XP_034839217.1
OG0002496	Vcard_DToL17622-RA, Vcard_DToL17620-RA	XP_034838638.1
OG0002497	Vcard_DToL04910-RA, Vcard_DToL04907-RA	XP_034824333.1
OG0002498	Vcard_DToL18582-RA, Vcard_DToL18581-RA	XP_034839049.1
OG0002499	Vcard_DToL15956-RA	XP_034837385.1
OG0002500	Vcard_DToL16501-RA	XP_034825912.1
OG0002501	Vcard_DToL04163-RA	XP_034830564.1, XP_034830565.1
OG0002502	Vcard_DToL01003-RA	XP_034832553.1
OG0002503	Vcard_DToL14956-RA	XP_034835935.1
OG0002504	Vcard_DToL03195-RA	XP_034829103.1
OG0002505	Vcard_DToL18579-RA	XP_034838886.1
OG0002506	Vcard_DToL13456-RA	XP_034835614.1
OG0002507	Vcard_DToL01015-RA, Vcard_DToL01014-RA	XP_034831342.1
OG0002508	Vcard_DToL04167-RA	XP_034830556.1
OG0002509	Vcard_DToL14957-RA	XP_034835939.1, XP_034835742.1
OG0002510	Vcard_DToL18573-RA	XP_034838938.1, XP_034838940.1
OG0002511	Vcard_DToL12779-RA, Vcard_DToL12780-RA	XP_034834967.1
OG0002512	Vcard_DToL06911-RA	XP_034826869.1
OG0002513	Vcard_DToL14960-RA	XP_034835938.1, XP_034835937.1
OG0002514	Vcard_DToL11189-RA	XP_034832817.1
OG0002515	Vcard_DToL16489-RA, Vcard_DToL16490-RA	XP_034825924.1
OG0002516	Vcard_DToL13450-RA, Vcard_DToL13449-RA	XP_034835046.1
OG0002517	Vcard_DToL17647-RA	XP_034838496.1, XP_034838497.1
OG0002518	Vcard_DToL09566-RA	XP_034832296.1
OG0002519	Vcard_DToL01955-RA	XP_034841558.1
OG0002520	Vcard_DToL03478-RA	XP_034825706.1
OG0002521	Vcard_DToL15947-RA	XP_034837164.1
OG0002522	Vcard_DToL12343-RA	XP_034831646.1
OG0002523	Vcard_DToL10569-RA	XP_034828811.1
OG0002524	Vcard_DToL15269-RA	XP_034836065.1
OG0002526	Vcard_DToL06605-RA	XP_034827237.1
OG0002528	Vcard_DToL17662-RA, Vcard_DToL17663-RA	XP_034838685.1
OG0002529	Vcard_DToL15252-RA	XP_034836042.1
OG0002530	Vcard_DToL01044-RA	XP_034835155.1
OG0002531	Vcard_DToL18171-RA	XP_034837904.1
OG0002532	Vcard_DToL06615-RA	XP_034827006.1
OG0002533	Vcard_DToL06103-RA	XP_034824079.1, XP_034824072.1
OG0002534	Vcard_DToL12331-RA	XP_034831121.1
OG0002535	Vcard_DToL13441-RA	XP_034835531.1
OG0002536	Vcard_DToL15248-RA	XP_034836031.1
OG0002537	Vcard_DToL03504-RA, Vcard_DToL03503-RA	XP_034825460.1
OG0002538	Vcard_DToL12322-RA	XP_034831112.1
OG0002539	Vcard_DToL16464-RA	XP_034826276.1
OG0002540	Vcard_DToL07223-RA	XP_034830142.1
OG0002541	Vcard_DToL00176-RA	XP_034839758.1
OG0002542	Vcard_DToL18596-RA	XP_034838880.1
OG0002543	Vcard_DToL08847-RA, Vcard_DToL08850-RA	XP_034840136.1
OG0002544	Vcard_DToL14889-RA	XP_034833890.1
OG0002546	Vcard_DToL09937-RA	XP_034833340.1, XP_034833338.1, XP_034833339.1
OG0002547	Vcard_DToL08842-RA	XP_034840685.1
OG0002548	Vcard_DToL04188-RA	XP_034830568.1
OG0002549	Vcard_DToL16954-RA	XP_034836812.1, XP_034836811.1
OG0002550	Vcard_DToL12879-RA	XP_034834462.1
OG0002551	Vcard_DToL06591-RA	XP_034826998.1, XP_034826999.1
OG0002552	Vcard_DToL02313-RA, Vcard_DToL02314-RA	XP_034841163.1
OG0002553	Vcard_DToL08250-RA	XP_034827487.1
OG0002554	Vcard_DToL13988-RA	XP_034836399.1
OG0002555	Vcard_DToL06558-RA	XP_034829767.1, XP_034839833.1
OG0002556	Vcard_DToL11938-RA	XP_034831364.1, XP_034831362.1, XP_034831363.1
OG0002557	Vcard_DToL01995-RA	XP_034841512.1
OG0002558	Vcard_DToL01325-RA	XP_034836989.1
OG0002559	Vcard_DToL06085-RA	XP_034839190.1, XP_034839122.1
OG0002560	Vcard_DToL01092-RA	XP_034835950.1, XP_034835942.1
OG0002562	Vcard_DToL07245-RA	XP_034829742.1, XP_034829741.1
OG0002563	Vcard_DToL15925-RA	XP_034837252.1
OG0002564	Vcard_DToL15213-RA	XP_034835914.1
OG0002565	Vcard_DToL18111-RA	XP_034838330.1
OG0002566	Vcard_DToL12892-RA, Vcard_DToL12889-RA	XP_034834443.1
OG0002567	Vcard_DToL09916-RA	XP_034833509.1
OG0002568	Vcard_DToL14870-RA, Vcard_DToL14869-RA	XP_034833780.1
OG0002569	Vcard_DToL09531-RA	XP_034832454.1
OG0002570	Vcard_DToL08824-RA	XP_034840376.1
OG0002571	Vcard_DToL08823-RA	XP_034840078.1, XP_034840077.1
OG0002572	Vcard_DToL11932-RA	XP_034831355.1
OG0002574	Vcard_DToL02003-RA	XP_034841496.1
OG0002575	Vcard_DToL14858-RA	XP_034834222.1
OG0002576	Vcard_DToL06061-RA	XP_034826677.1, XP_034826676.1
OG0002577	Vcard_DToL06552-RA	XP_034827059.1
OG0002578	Vcard_DToL03521-RA	XP_034825376.1
OG0002579	Vcard_DToL18136-RA	XP_034837901.1
OG0002580	Vcard_DToL09899-RA	XP_034833517.1
OG0002581	Vcard_DToL16434-RA	XP_034826140.1
OG0002582	Vcard_DToL04967-RA	XP_034824527.1, XP_034824528.1, XP_034824526.1
OG0002583	Vcard_DToL17547-RA	XP_034838565.1
OG0002584	Vcard_DToL06536-RA	XP_034827062.1
OG0002585	Vcard_DToL02019-RA	XP_034841493.1
OG0002586	Vcard_DToL13383-RA	XP_034835316.1
OG0002587	Vcard_DToL14849-RA	XP_034833808.1
OG0002588	Vcard_DToL06052-RA	XP_034826536.1, XP_034826544.1, XP_034826530.1
OG0002589	Vcard_DToL16924-RA	XP_034836775.1
OG0002590	Vcard_DToL02022-RA	XP_034841482.1
OG0002592	Vcard_DToL04228-RA	XP_034830861.1
OG0002593	Vcard_DToL16419-RA	XP_034826292.1
OG0002594	Vcard_DToL09511-RA	XP_034832123.1
OG0002595	Vcard_DToL08818-RA	XP_034840659.1, XP_034840658.1
OG0002597	Vcard_DToL15189-RA	XP_034836112.1
OG0002598	Vcard_DToL17517-RA	XP_034838604.1, XP_034838605.1
OG0002599	Vcard_DToL14838-RA	XP_034833955.1, XP_034834225.1
OG0002600	Vcard_DToL13354-RA	XP_034835431.1, XP_034835430.1
OG0002601	Vcard_DToL14831-RA	XP_034833953.1
OG0002602	Vcard_DToL17521-RA	XP_034838611.1, XP_034838609.1
OG0002603	Vcard_DToL09501-RA	XP_034832155.1, XP_034832153.1, XP_034832154.1
OG0002604	Vcard_DToL02032-RA	XP_034824012.1
OG0002605	Vcard_DToL08810-RA	XP_034840288.1, XP_034840289.1, XP_034840290.1, XP_034840287.1
OG0002607	Vcard_DToL16911-RA, Vcard_DToL16909-RA	XP_034836909.1
OG0002608	Vcard_DToL18657-RA	XP_034838954.1
OG0002610	Vcard_DToL11959-RA	XP_034831590.1
OG0002611	Vcard_DToL09348-RA	XP_034832366.1, XP_034832368.1, XP_034832369.1
OG0002612	Vcard_DToL18306-RA	XP_034828233.1
OG0002613	Vcard_DToL12247-RA	XP_034831201.1
OG0002614	Vcard_DToL09349-RA	XP_034832364.1, XP_034832363.1
OG0002615	Vcard_DToL03226-RA	XP_034829008.1
OG0002616	Vcard_DToL03571-RA, Vcard_DToL03570-RA	XP_034825555.1
OG0002617	Vcard_DToL04243-RA	XP_034830951.1
OG0002618	Vcard_DToL16012-RA	XP_034837106.1
OG0002619	Vcard_DToL03576-RA, Vcard_DToL03577-RA	XP_034825557.1
OG0002620	Vcard_DToL08798-RA	XP_034840759.1
OG0002621	Vcard_DToL16125-RA	XP_034837397.1
OG0002622	Vcard_DToL03583-RA	XP_034825055.1, XP_034825056.1
OG0002623	Vcard_DToL13334-RA	XP_034835550.1
OG0002624	Vcard_DToL02050-RA	XP_034840940.1
OG0002625	Vcard_DToL03231-RA	XP_034829186.1
OG0002626	Vcard_DToL13327-RA	XP_034835412.1
OG0002627	Vcard_DToL01163-RA	XP_034838924.1
OG0002630	Vcard_DToL13319-RA	XP_034835373.1
OG0002631	Vcard_DToL08784-RA	XP_034840753.1
OG0002632	Vcard_DToL13318-RA	XP_034835365.1
OG0002633	Vcard_DToL01168-RA	XP_034837791.1
OG0002634	Vcard_DToL18614-RA	XP_034838814.1
OG0002635	Vcard_DToL16988-RA	XP_034836950.1
OG0002636	Vcard_DToL06002-RA, Vcard_DToL06001-RA	XP_034826235.1
OG0002637	Vcard_DToL06492-RA	XP_034827322.1, XP_034827321.1
OG0002638	Vcard_DToL03234-RA	XP_034829190.1
OG0002639	Vcard_DToL06491-RA	XP_034827319.1
OG0002640	Vcard_DToL13308-RA	XP_034835356.1, XP_034835354.1
OG0002641	Vcard_DToL16989-RA	XP_034836967.1
OG0002642	Vcard_DToL00276-RA	XP_034839812.1, XP_034839813.1
OG0002643	Vcard_DToL13302-RA	XP_034835359.1, XP_034835360.1
OG0002644	Vcard_DToL18262-RA	XP_034828299.1
OG0002645	Vcard_DToL01518-RA, Vcard_DToL01517-RA	XP_034833481.1
OG0002646	Vcard_DToL12278-RA, Vcard_DToL12277-RA	XP_034831172.1
OG0002647	Vcard_DToL13946-RA	XP_034836313.1
OG0002648	Vcard_DToL12742-RA	XP_034834795.1
OG0002649	Vcard_DToL08766-RA	XP_034840606.1
OG0002650	Vcard_DToL01525-RA	XP_034834607.1
OG0002651	Vcard_DToL07702-RA	XP_034827532.1
OG0002652	Vcard_DToL17504-RA	XP_034838516.1
OG0002653	Vcard_DToL02079-RA	XP_034840942.1, XP_034840941.1
OG0002654	Vcard_DToL10505-RA, Vcard_DToL10506-RA	XP_034828710.1
OG0002655	Vcard_DToL02081-RA	XP_034840981.1
OG0002656	Vcard_DToL11294-RA, Vcard_DToL11296-RA	XP_034832731.1
OG0002657	Vcard_DToL11292-RA	XP_034832814.1
OG0002658	Vcard_DToL02090-RA	XP_034841456.1
OG0002659	Vcard_DToL13272-RA	XP_034835357.1
OG0002660	Vcard_DToL09383-RA	XP_034832072.1
OG0002661	Vcard_DToL16360-RA	XP_034826662.1, XP_034826663.1
OG0002663	Vcard_DToL17459-RA	XP_034838423.1
OG0002664	Vcard_DToL16141-RA, Vcard_DToL16138-RA	XP_034837444.1
OG0002665	Vcard_DToL05967-RA	XP_034827440.1
OG0002666	Vcard_DToL12288-RA	XP_034831059.1
OG0002667	Vcard_DToL16142-RA	XP_034837446.1
OG0002668	Vcard_DToL15335-RA	XP_034836217.1
OG0002669	Vcard_DToL04279-RA	XP_034830892.1
OG0002670	Vcard_DToL05453-RA	XP_034824361.1
OG0002671	Vcard_DToL05030-RA	XP_034824443.1
OG0002672	Vcard_DToL07719-RA	XP_034828310.1
OG0002673	Vcard_DToL09855-RA	XP_034833655.1
OG0002674	Vcard_DToL01534-RA	XP_034832404.1
OG0002675	Vcard_DToL07297-RA	XP_034829866.1, XP_034829865.1
OG0002676	Vcard_DToL01536-RA	XP_034832393.1
OG0002677	Vcard_DToL08752-RA	XP_034840611.1
OG0002678	Vcard_DToL13266-RA	XP_034835379.1
OG0002679	Vcard_DToL12300-RA, Vcard_DToL12299-RA	XP_034831046.1
OG0002680	Vcard_DToL02103-RA	XP_034841362.1
OG0002681	Vcard_DToL07671-RA, Vcard_DToL07928-RA	XP_034827560.1
OG0002682	Vcard_DToL13263-RA	XP_034835337.1
OG0002683	Vcard_DToL16146-RA	XP_034837173.1
OG0002684	Vcard_DToL10486-RA	XP_034828468.1, XP_034828469.1
OG0002686	Vcard_DToL08264-RA	XP_034827564.1
OG0002687	Vcard_DToL07301-RA	XP_034829871.1
OG0002688	Vcard_DToL12305-RA, Vcard_DToL12306-RA	XP_034831044.1
OG0002689	Vcard_DToL15341-RA	XP_034835954.1
OG0002690	Vcard_DToL05051-RA, Vcard_DToL05052-RA	XP_034824438.1
OG0002691	Vcard_DToL12311-RA	XP_034831057.1
OG0002692	Vcard_DToL14787-RA	XP_034834279.1
OG0002693	Vcard_DToL05943-RA	XP_034840574.1, XP_034828920.1
OG0002696	Vcard_DToL14154-RA	XP_034836588.1
OG0002697	Vcard_DToL00249-RA	XP_034839502.1
OG0002698	Vcard_DToL05056-RA	XP_034824968.1
OG0002699	Vcard_DToL16160-RA, Vcard_DToL16159-RA	XP_034837296.1
OG0002700	Vcard_DToL11946-RA	XP_034831419.1
OG0002701	Vcard_DToL02859-RA, Vcard_DToL02857-RA	XP_034829455.1
OG0002703	Vcard_DToL00033-RA	XP_034839285.1, XP_034839284.1, XP_034839283.1
OG0002704	Vcard_DToL13239-RA	XP_034835029.1
OG0002705	Vcard_DToL17005-RA	XP_034836853.1
OG0002706	Vcard_DToL17006-RA	XP_034836819.1
OG0002707	Vcard_DToL17439-RA	XP_034838431.1
OG0002708	Vcard_DToL02119-RA	XP_034841237.1
OG0002709	Vcard_DToL07831-RA	XP_034827950.1
OG0002710	Vcard_DToL02124-RA	XP_034841232.1
OG0002711	Vcard_DToL14760-RA, Vcard_DToL14759-RA	XP_034833895.1
OG0002713	Vcard_DToL14752-RA, Vcard_DToL14754-RA	XP_034833904.1
OG0002714	Vcard_DToL16265-RA	XP_034837053.1
OG0002715	Vcard_DToL02872-RA	XP_034829345.1
OG0002716	Vcard_DToL10979-RA	XP_034832543.1
OG0002717	Vcard_DToL02873-RA	XP_034829366.1
OG0002718	Vcard_DToL02133-RA	XP_034841299.1
OG0002719	Vcard_DToL17870-RA	XP_034837839.1
OG0002720	Vcard_DToL00219-RA	XP_034839494.1
OG0002721	Vcard_DToL16313-RA	XP_034825856.1
OG0002722	Vcard_DToL08701-RA, Vcard_DToL08702-RA	XP_034840270.1
OG0002723	Vcard_DToL07321-RA	XP_034834380.1, XP_034829639.1, XP_034829634.1
OG0002724	Vcard_DToL09833-RA	XP_034833128.1
OG0002725	Vcard_DToL02876-RA	XP_034829347.1
OG0002726	Vcard_DToL14462-RA, Vcard_DToL14461-RA	XP_034834026.1
OG0002727	Vcard_DToL13169-RA	XP_034835233.1, XP_034835232.1
OG0002728	Vcard_DToL16299-RA	XP_034825870.1
OG0002730	Vcard_DToL05103-RA	XP_034824818.1
OG0002731	Vcard_DToL16258-RA	XP_034837169.1
OG0002732	Vcard_DToL07847-RA	XP_034828002.1, XP_034828001.1
OG0002733	Vcard_DToL02142-RA	XP_034841166.1
OG0002734	Vcard_DToL17323-RA	XP_034837643.1
OG0002735	Vcard_DToL12800-RA	XP_034834373.1, XP_034834372.1
OG0002736	Vcard_DToL17085-RA	XP_034836824.1
OG0002737	Vcard_DToL00193-RA, Vcard_DToL00192-RA	XP_034839762.1
OG0002738	Vcard_DToL17083-RA	XP_034836702.1
OG0002739	Vcard_DToL16251-RA	XP_034837179.1
OG0002740	Vcard_DToL11001-RA, Vcard_DToL11002-RA	XP_034832533.1
OG0002741	Vcard_DToL08661-RA	XP_034840217.1
OG0002742	Vcard_DToL11004-RA	XP_034832547.1, XP_034832546.1
OG0002744	Vcard_DToL11975-RA	XP_034831489.1
OG0002745	Vcard_DToL05907-RA	XP_034829513.1
OG0002746	Vcard_DToL05905-RA	XP_034824900.1
OG0002747	Vcard_DToL03681-RA	XP_034825669.1
OG0002748	Vcard_DToL12808-RA, Vcard_DToL12809-RA	XP_034834589.1
OG0002749	Vcard_DToL04325-RA	XP_034830385.1
OG0002750	Vcard_DToL00184-RA	XP_034839840.1, XP_034839839.1
OG0002751	Vcard_DToL03684-RA, Vcard_DToL03685-RA	XP_034825744.1
OG0002753	Vcard_DToL01594-RA	XP_034837972.1
OG0002754	Vcard_DToL07891-RA	XP_034828251.1
OG0002755	Vcard_DToL11978-RA	XP_034831610.1
OG0002756	Vcard_DToL16240-RA	XP_034837277.1
OG0002757	Vcard_DToL05132-RA	XP_034824616.1, XP_034824617.1, XP_034824615.1
OG0002758	Vcard_DToL11983-RA	XP_034831608.1, XP_034831606.1
OG0002759	Vcard_DToL13146-RA	XP_034835113.1
OG0002760	Vcard_DToL00368-RA	XP_034839290.1
OG0002761	Vcard_DToL15374-RA	XP_034835791.1, XP_034835792.1
OG0002762	Vcard_DToL13144-RA	XP_034835589.1
OG0002763	Vcard_DToL02937-RA, Vcard_DToL06564-RA, Vcard_DToL02936-RA	XP_034829155.1
OG0002764	Vcard_DToL06695-RA	XP_034827379.1
OG0002765	Vcard_DToL05140-RA	XP_034824629.1, XP_034824627.1, XP_034824628.1
OG0002766	Vcard_DToL01601-RA	XP_034830759.1
OG0002767	Vcard_DToL13226-RA, Vcard_DToL13228-RA	XP_034835560.1
OG0002768	Vcard_DToL09442-RA	XP_034832323.1
OG0002769	Vcard_DToL14476-RA	XP_034833838.1
OG0002770	Vcard_DToL09445-RA	XP_034832327.1
OG0002771	Vcard_DToL02182-RA	XP_034823926.1
OG0002772	Vcard_DToL09446-RA	XP_034832328.1, XP_034832329.1
OG0002773	Vcard_DToL02183-RA	XP_034823923.1
OG0002774	Vcard_DToL07358-RA	XP_034829545.1
OG0002775	Vcard_DToL01608-RA	XP_034834420.1
OG0002776	Vcard_DToL06705-RA	XP_034827160.1
OG0002777	Vcard_DToL17066-RA	XP_034836741.1
OG0002778	Vcard_DToL00386-RA, Vcard_DToL00388-RA	XP_034839612.1
OG0002780	Vcard_DToL00392-RA	XP_034839384.1
OG0002781	Vcard_DToL02954-RA	XP_034829387.1
OG0002782	Vcard_DToL02958-RA	XP_034828984.1
OG0002783	Vcard_DToL15515-RA, Vcard_DToL15512-RA	XP_034826652.1
OG0002784	Vcard_DToL10431-RA	XP_034828832.1
OG0002785	Vcard_DToL03699-RA	XP_034825754.1
OG0002786	Vcard_DToL00404-RA	XP_034839408.1
OG0002787	Vcard_DToL12592-RA	XP_034834988.1, XP_034834642.1
OG0002788	Vcard_DToL08614-RA	XP_034840073.1
OG0002790	Vcard_DToL07374-RA	XP_034829882.1, XP_034829883.1
OG0002791	Vcard_DToL15382-RA	XP_034835836.1
OG0002792	Vcard_DToL11022-RA	XP_034832740.1
OG0002793	Vcard_DToL14507-RA	XP_034834039.1
OG0002794	Vcard_DToL11028-RA, Vcard_DToL11027-RA	XP_034832743.1
OG0002795	Vcard_DToL09789-RA	XP_034833630.1
OG0002796	Vcard_DToL05358-RA	XP_034824975.1
OG0002797	Vcard_DToL14511-RA	XP_034834202.1
OG0002798	Vcard_DToL00510-RA	XP_034839690.1
OG0002799	Vcard_DToL02229-RA	XP_034840819.1
OG0002800	Vcard_DToL06718-RA	XP_034827150.1
OG0002801	Vcard_DToL02367-RA	XP_034841257.1
OG0002802	Vcard_DToL17305-RA	XP_034837554.1
OG0002803	Vcard_DToL15387-RA	XP_034835846.1, XP_034835845.1
OG0002804	Vcard_DToL16218-RA, Vcard_DToL16217-RA	XP_034837283.1
OG0002805	Vcard_DToL13210-RA	XP_034835564.1
OG0002806	Vcard_DToL07379-RA	XP_034829879.1
OG0002808	Vcard_DToL16216-RA	XP_034837360.1
OG0002809	Vcard_DToL05370-RA, Vcard_DToL05371-RA	XP_034824685.1
OG0002810	Vcard_DToL12691-RA	XP_034834341.1
OG0002811	Vcard_DToL08378-RA	XP_034839927.1
OG0002812	Vcard_DToL05374-RA	XP_034824663.1
OG0002813	Vcard_DToL14227-RA	XP_034836373.1
OG0002814	Vcard_DToL16212-RA	XP_034837362.1
OG0002815	Vcard_DToL03715-RA	XP_034825061.1
OG0002816	Vcard_DToL11993-RA	XP_034831631.1
OG0002817	Vcard_DToL12588-RA, Vcard_DToL12590-RA	XP_034834989.1
OG0002818	Vcard_DToL05384-RA	XP_034824684.1, XP_034824683.1
OG0002819	Vcard_DToL02346-RA	XP_034823928.1
OG0002820	Vcard_DToL05385-RA	XP_034824823.1, XP_034824693.1
OG0002821	Vcard_DToL02980-RA	XP_034829374.1, XP_034831598.1
OG0002822	Vcard_DToL02981-RA	XP_034829379.1, XP_034829380.1
OG0002824	Vcard_DToL01245-RA	XP_034836502.1
OG0002825	Vcard_DToL06733-RA	XP_034827082.1, XP_034827084.1, XP_034827083.1
OG0002826	Vcard_DToL08570-RA, Vcard_DToL08571-RA	XP_034840364.1
OG0002827	Vcard_DToL05393-RA	XP_034824682.1, XP_034824681.1
OG0002828	Vcard_DToL00442-RA	XP_034839353.1
OG0002829	Vcard_DToL16196-RA	XP_034837321.1
OG0002831	Vcard_DToL00453-RA, Vcard_DToL00451-RA	XP_034839480.1
OG0002832	Vcard_DToL05820-RA	XP_034829074.1
OG0002833	Vcard_DToL05817-RA	XP_034835903.1
OG0002834	Vcard_DToL07957-RA	XP_034828317.1
OG0002835	Vcard_DToL09486-RA	XP_034832124.1
OG0002836	Vcard_DToL07952-RA	XP_034827739.1, XP_034827738.1, XP_034827740.1
OG0002837	Vcard_DToL13692-RA	XP_034835570.1
OG0002838	Vcard_DToL03957-RA	XP_034825437.1
OG0002839	Vcard_DToL05801-RA, Vcard_DToL05802-RA	XP_034840337.1
OG0002840	Vcard_DToL09337-RA	XP_034832391.1, XP_034832390.1
OG0002841	Vcard_DToL05797-RA	XP_034825215.1
OG0002842	Vcard_DToL09329-RA, Vcard_DToL09330-RA	XP_034831997.1
OG0002843	Vcard_DToL07398-RA	XP_034829643.1
OG0002844	Vcard_DToL12638-RA	XP_034834552.1
OG0002845	Vcard_DToL14238-RA, Vcard_DToL14240-RA	XP_034836273.1
OG0002846	Vcard_DToL15416-RA	XP_034836020.1
OG0002847	Vcard_DToL14243-RA	XP_034836534.1
OG0002848	Vcard_DToL02310-RA	XP_034824166.1
OG0002849	Vcard_DToL10401-RA	XP_034828339.1
OG0002850	Vcard_DToL11074-RA	XP_034832874.1
OG0002851	Vcard_DToL07404-RA	XP_034829901.1
OG0002852	Vcard_DToL11077-RA	XP_034832904.1
OG0002853	Vcard_DToL12627-RA	XP_034834521.1
OG0002854	Vcard_DToL13709-RA	XP_034835494.1, XP_034835642.1
OG0002855	Vcard_DToL15562-RA	XP_034826201.1
OG0002856	Vcard_DToL03000-RA	XP_034829260.1
OG0002857	Vcard_DToL07411-RA, Vcard_DToL07410-RA	XP_034830065.1
OG0002858	Vcard_DToL14418-RA	XP_034833711.1
OG0002859	Vcard_DToL12623-RA	XP_034834554.1
OG0002860	Vcard_DToL09957-RA	XP_034833393.1
OG0002861	Vcard_DToL03761-RA	XP_034825599.1
OG0002862	Vcard_DToL16169-RA	XP_034837432.1
OG0002864	Vcard_DToL03766-RA	XP_034825605.1
