Orthogroup	Heliconius_melpomene_melpomene	Vanessa_cardui
OG0001617	HMEL037119g1.t1	Vcard_DToL07583-RA
OG0001618	HMEL037120g1.t1	Vcard_DToL07584-RA
OG0001619	HMEL003013g1.t1, HMEL006294g1.t1, HMEL016620g1.t1	Vcard_DToL06963-RA
OG0001621	HMEL003531g1.t1	Vcard_DToL09129-RA
OG0001622	HMEL036356g1.t1	Vcard_DToL10149-RA
OG0001623	HMEL015222g1.t1	Vcard_DToL02567-RA
OG0001624	HMEL002679-RA	Vcard_DToL07013-RA
OG0001625	HMEL035985g1.t1	Vcard_DToL10265-RA
OG0001625	HMEL035986g1.t1	Vcard_DToL10264-RA
OG0001626	HMEL006157g1.t1	Vcard_DToL05607-RA
OG0001627	HMEL002683g1.t1	Vcard_DToL07015-RA
OG0001629	HMEL009180g1.t1	Vcard_DToL01668-RA
OG0001630	HMEL002017g1.t1, HMEL032674g1.t1	Vcard_DToL04657-RA
OG0001631	HMEL009186g1.t1	Vcard_DToL01660-RA
OG0001632	HMEL003126g1.t1	Vcard_DToL15767-RA
OG0001634	HMEL002697g1.t1	Vcard_DToL07035-RA
OG0001635	HMEL012324g1.t1	Vcard_DToL09096-RA
OG0001635	HMEL014796g1.t1	Vcard_DToL09094-RA
OG0001636	HMEL009211g1.t1	Vcard_DToL01627-RA
OG0001638	HMEL013281g1.t1	Vcard_DToL08065-RA
OG0001638	HMEL033388g1.t1	Vcard_DToL08067-RA
OG0001639	HMEL011045-RA	Vcard_DToL00770-RA
OG0001640	HMEL037155g1.t1	Vcard_DToL07641-RA
OG0001641	HMEL013273g1.t1	Vcard_DToL08059-RA
OG0001642	HMEL013264g1.t1	Vcard_DToL08049-RA
OG0001643	HMEL031002g1.t1	Vcard_DToL02634-RA
OG0001644	HMEL017948g1.t1	Vcard_DToL00619-RA
OG0001645	HMEL017359g1.t1	Vcard_DToL15830-RA
OG0001647	HMEL013105g1.t1	Vcard_DToL04748-RA
OG0001648	HMEL030593g1.t1, HMEL030591g1.t1	Vcard_DToL15834-RA
OG0001649	HMEL007097g1.t1	Vcard_DToL03935-RA
OG0001650	HMEL033123g1.t1	Vcard_DToL05529-RA
OG0001651	HMEL013258g1.t1	Vcard_DToL08038-RA
OG0001652	HMEL013261g1.t1	Vcard_DToL08041-RA
OG0001653	HMEL006882g1.t1	Vcard_DToL08426-RA
OG0001654	HMEL030865g1.t1	Vcard_DToL01488-RA
OG0001656	HMEL007516g1.t1	Vcard_DToL16353-RA
OG0001656	HMEL007518g1.t1	Vcard_DToL16354-RA
OG0001658	HMEL033793g1.t1, HMEL031354g1.t1, HMEL003607g1.t1	Vcard_DToL16388-RA, Vcard_DToL16387-RA
OG0001659	HMEL013941g1.t1	Vcard_DToL11896-RA
OG0001660	HMEL006855g1.t1	Vcard_DToL07988-RA
OG0001670	HMEL015026g1.t1	Vcard_DToL18280-RA
OG0001673	HMEL016816g1.t1	Vcard_DToL16408-RA, Vcard_DToL16409-RA
OG0001674	HMEL011251g1.t1	Vcard_DToL17574-RA
OG0001675	HMEL033641g1.t1	Vcard_DToL11304-RA
OG0001677	HMEL009488g1.t1	Vcard_DToL15281-RA
OG0001678	HMEL015080g1.t1	Vcard_DToL01906-RA, Vcard_DToL01905-RA
OG0001680	HMEL010289g1.t1	Vcard_DToL13129-RA, Vcard_DToL13126-RA
OG0001681	HMEL013221g1.t1	Vcard_DToL17899-RA
OG0001682	HMEL036377g1.t1	Vcard_DToL09969-RA
OG0001683	HMEL008376g1.t1	Vcard_DToL10614-RA
OG0001684	HMEL008377g1.t1	Vcard_DToL10613-RA
OG0001685	HMEL014531g1.t1	Vcard_DToL17339-RA
OG0001686	HMEL006188-RA	Vcard_DToL16117-RA
OG0001687	HMEL008375g1.t1	Vcard_DToL10615-RA
OG0001688	HMEL014602g1.t1, HMEL036376g1.t1	Vcard_DToL09966-RA
OG0001689	HMEL010809g1.t1	Vcard_DToL18718-RA, Vcard_DToL18716-RA
OG0001690	HMEL007410g1.t1	Vcard_DToL14933-RA
OG0001691	HMEL004470g1.t1	Vcard_DToL18483-RA
OG0001692	HMEL012787g1.t1	Vcard_DToL18348-RA
OG0001693	HMEL003868g1.t1	Vcard_DToL15042-RA
OG0001695	HMEL022579g1.t1, HMEL022656g1.t1	Vcard_DToL09701-RA
OG0001696	HMEL017653g1.t1	Vcard_DToL13592-RA
OG0001697	HMEL007829g1.t1	Vcard_DToL04011-RA
OG0001698	HMEL034009g1.t1	Vcard_DToL03314-RA
OG0001700	HMEL013466g1.t1, HMEL002734g1.t1	Vcard_DToL18210-RA
OG0001701	HMEL016388g1.t1	Vcard_DToL16739-RA
OG0001702	HMEL004472g1.t1	Vcard_DToL18333-RA
OG0001703	HMEL009821g1.t1, HMEL033426g1.t1	Vcard_DToL00164-RA
OG0001704	HMEL022523g1.t1	Vcard_DToL18701-RA
OG0001705	HMEL016375g1.t1	Vcard_DToL16729-RA
OG0001706	HMEL010152g1.t1	Vcard_DToL17783-RA
OG0001708	HMEL036199g1.t1	Vcard_DToL10644-RA
OG0001709	HMEL002991g1.t1	Vcard_DToL13102-RA
OG0001710	HMEL003059g1.t1, HMEL003231g1.t1	Vcard_DToL15901-RA
OG0001711	HMEL006069g1.t1	Vcard_DToL16806-RA
OG0001713	HMEL014145g1.t1	Vcard_DToL17367-RA
OG0001714	HMEL006071g1.t1	Vcard_DToL16802-RA
OG0001715	HMEL031787g1.t1	Vcard_DToL04845-RA
OG0001716	HMEL021844g1.t1	Vcard_DToL04843-RA
OG0001717	HMEL014765g1.t1	Vcard_DToL03086-RA, Vcard_DToL03088-RA
OG0001718	HMEL037832g1.t1	Vcard_DToL14925-RA
OG0001719	HMEL010808g1.t1	Vcard_DToL18721-RA
OG0001720	HMEL032403g1.t1	Vcard_DToL13621-RA
OG0001720	HMEL032404g1.t1	Vcard_DToL13619-RA
OG0001722	HMEL034401g1.t1	Vcard_DToL03091-RA
OG0001723	HMEL010067g1.t1	Vcard_DToL03100-RA
OG0001724	HMEL007249g1.t1	Vcard_DToL09045-RA
OG0001725	HMEL014498g1.t1	Vcard_DToL16699-RA
OG0001726	HMEL004321g1.t1, HMEL015547g1.t1	Vcard_DToL16787-RA
OG0001727	HMEL035386g1.t1	Vcard_DToL18524-RA, Vcard_DToL18522-RA
OG0001728	HMEL010054g1.t1	Vcard_DToL03110-RA
OG0001731	HMEL012076g1.t1, HMEL037843g1.t1	Vcard_DToL14903-RA, Vcard_DToL14907-RA
OG0001734	HMEL034432g1.t1	Vcard_DToL16780-RA, Vcard_DToL16779-RA
OG0001735	HMEL002273g1.t1	Vcard_DToL03112-RA
OG0001736	HMEL032918g1.t1	Vcard_DToL04073-RA
OG0001737	HMEL013208g1.t1	Vcard_DToL16562-RA
OG0001738	HMEL014519-RA	Vcard_DToL03366-RA
OG0001739	HMEL021960g1.t1, HMEL030447g1.t1, HMEL009803g1.t1, HMEL006003g1.t1	Vcard_DToL14898-RA
OG0001740	HMEL030714g1.t1	Vcard_DToL00853-RA
OG0001742	HMEL016003g1.t1	Vcard_DToL13071-RA
OG0001743	HMEL016005g1.t1	Vcard_DToL13066-RA, Vcard_DToL13069-RA
OG0001744	HMEL011818g1.t1	Vcard_DToL06392-RA, Vcard_DToL06394-RA
OG0001745	HMEL005250g1.t1	Vcard_DToL16776-RA
OG0001747	HMEL035265g1.t1, HMEL035264g1.t1	Vcard_DToL08388-RA
OG0001749	HMEL003458g1.t1	Vcard_DToL13641-RA
OG0001750	HMEL002059g1.t1	Vcard_DToL18509-RA
OG0001751	HMEL010786g1.t1	Vcard_DToL18742-RA
OG0001752	HMEL036277g1.t1	Vcard_DToL10827-RA
OG0001753	HMEL013310g1.t1	Vcard_DToL01250-RA
OG0001754	HMEL008077g1.t1	Vcard_DToL11281-RA
OG0001755	HMEL010773g1.t1	Vcard_DToL15086-RA
OG0001757	HMEL009003g1.t1	Vcard_DToL07143-RA
OG0001758	HMEL003474g1.t1	Vcard_DToL10815-RA
OG0001759	HMEL032960g1.t1	Vcard_DToL04126-RA, Vcard_DToL04128-RA
OG0001760	HMEL003915g1.t1	Vcard_DToL16059-RA
OG0001761	HMEL003470g1.t1	Vcard_DToL10807-RA
OG0001762	HMEL016022g1.t1	Vcard_DToL13016-RA
OG0001763	HMEL017603g1.t1	Vcard_DToL06397-RA
OG0001764	HMEL031439g1.t1	Vcard_DToL16670-RA
OG0001765	HMEL017672g1.t1	Vcard_DToL13890-RA
OG0001766	HMEL006916g1.t1	Vcard_DToL15098-RA, Vcard_DToL15099-RA
OG0001767	HMEL020746g1.t1	Vcard_DToL12387-RA, Vcard_DToL12390-RA, Vcard_DToL12388-RA
OG0001768	HMEL007885g1.t1	Vcard_DToL11262-RA
OG0001769	HMEL006360g1.t1	Vcard_DToL13673-RA
OG0001770	HMEL017542g1.t1	Vcard_DToL11255-RA
OG0001771	HMEL017931g1.t1	Vcard_DToL00188-RA
OG0001772	HMEL004921g1.t1	Vcard_DToL18778-RA
OG0001773	HMEL011562g1.t1	Vcard_DToL00014-RA
OG0001774	HMEL016272g1.t1	Vcard_DToL13007-RA
OG0001776	HMEL011955g1.t1	Vcard_DToL09301-RA
OG0001777	HMEL004347g1.t1	Vcard_DToL07112-RA, Vcard_DToL07109-RA
OG0001778	HMEL020608g1.t1	Vcard_DToL18470-RA
OG0001779	HMEL010020g1.t1	Vcard_DToL01769-RA
OG0001780	HMEL004344g1.t1	Vcard_DToL07106-RA
OG0001781	HMEL016120g1.t1	Vcard_DToL17706-RA
OG0001782	HMEL012592g1.t1	Vcard_DToL09613-RA
OG0001784	HMEL016081g1.t1	Vcard_DToL18787-RA
OG0001785	HMEL017401g1.t1	Vcard_DToL10797-RA
OG0001786	HMEL016123g1.t1	Vcard_DToL17704-RA
OG0001787	HMEL004589g1.t1	Vcard_DToL16855-RA, Vcard_DToL16854-RA
OG0001789	HMEL005467g1.t1	Vcard_DToL18479-RA
OG0001790	HMEL017406g1.t1	Vcard_DToL10804-RA, Vcard_DToL10803-RA
OG0001791	HMEL037996g1.t1	Vcard_DToL14683-RA
OG0001792	HMEL033532g1.t1, HMEL035057g1.t1	Vcard_DToL15719-RA
OG0001793	HMEL017524g1.t1	Vcard_DToL11236-RA
OG0001794	HMEL016549g1.t1	Vcard_DToL16651-RA
OG0001795	HMEL037352g1.t1	Vcard_DToL17692-RA
OG0001796	HMEL017413g1.t1	Vcard_DToL10778-RA
OG0001797	HMEL017521g1.t1	Vcard_DToL11232-RA
OG0001798	HMEL003392g1.t1	Vcard_DToL13516-RA
OG0001799	HMEL017062g1.t1	Vcard_DToL08959-RA, Vcard_DToL08961-RA
OG0001800	HMEL032450g1.t1	Vcard_DToL13514-RA, Vcard_DToL13513-RA
OG0001803	HMEL031263g1.t1	Vcard_DToL01739-RA, Vcard_DToL01737-RA
OG0001804	HMEL015582g1.t1	Vcard_DToL18769-RA
OG0001805	HMEL013378g1.t1	Vcard_DToL06411-RA
OG0001806	HMEL008251g1.t1	Vcard_DToL12976-RA
OG0001807	HMEL032275g1.t1	Vcard_DToL13837-RA
OG0001808	HMEL038026g1.t1	Vcard_DToL14726-RA
OG0001809	HMEL034945g1.t1	Vcard_DToL06434-RA
OG0001810	HMEL014411-RA	Vcard_DToL18822-RA
OG0001811	HMEL004113g1.t1	Vcard_DToL16588-RA
OG0001812	HMEL008452g1.t1, HMEL010716g1.t1	Vcard_DToL14062-RA
OG0001813	HMEL014216g1.t1	Vcard_DToL13502-RA, Vcard_DToL13500-RA, Vcard_DToL13501-RA
OG0001815	HMEL032461g1.t1	Vcard_DToL13498-RA
OG0001816	HMEL002475g1.t1	Vcard_DToL06470-RA
OG0001817	HMEL036638g1.t1	Vcard_DToL12953-RA
OG0001818	HMEL012564g1.t1	Vcard_DToL08944-RA
OG0001819	HMEL037957g1.t1	Vcard_DToL14587-RA
OG0001821	HMEL021549g1.t1	Vcard_DToL18371-RA
OG0001822	HMEL013710g1.t1	Vcard_DToL02861-RA, Vcard_DToL02862-RA
OG0001823	HMEL011193g1.t1	Vcard_DToL17659-RA, Vcard_DToL17657-RA
OG0001824	HMEL015044g1.t1	Vcard_DToL12836-RA
OG0001825	HMEL011487g1.t1	Vcard_DToL11218-RA
OG0001827	HMEL013579g1.t1	Vcard_DToL01982-RA, Vcard_DToL01981-RA
OG0001828	HMEL017877g1.t1	Vcard_DToL06448-RA
OG0001829	HMEL012550g1.t1	Vcard_DToL08917-RA
OG0001830	HMEL010318g1.t1	Vcard_DToL01911-RA
OG0001831	HMEL017250g1.t1	Vcard_DToL06198-RA, Vcard_DToL06200-RA
OG0001834	HMEL034483g1.t1	Vcard_DToL16975-RA, Vcard_DToL16974-RA
OG0001835	HMEL010326g1.t1	Vcard_DToL01916-RA
OG0001836	HMEL006169g1.t1	Vcard_DToL16088-RA
OG0001838	HMEL011232g1.t1	Vcard_DToL17596-RA
OG0001839	HMEL016358g1.t1	Vcard_DToL00986-RA
OG0001840	HMEL011229g1.t1	Vcard_DToL17598-RA
OG0001841	HMEL035026g1.t1	Vcard_DToL08888-RA
OG0001842	HMEL007320g1.t1, HMEL002266g1.t1	Vcard_DToL14026-RA
OG0001843	HMEL008736g1.t1	Vcard_DToL16504-RA
OG0001844	HMEL016624g1.t1	Vcard_DToL00605-RA
OG0001845	HMEL033919g1.t1	Vcard_DToL03467-RA
OG0001846	HMEL017479-RA	Vcard_DToL03190-RA
OG0001847	HMEL009735g1.t1	Vcard_DToL14018-RA
OG0001849	HMEL021836g1.t1	Vcard_DToL03471-RA
OG0001849	HMEL033917g1.t1, HMEL033911g1.t1	Vcard_DToL03470-RA
OG0001850	HMEL035326g1.t1	Vcard_DToL18392-RA
OG0001852	HMEL016953g1.t1, HMEL034591g1.t1	Vcard_DToL15952-RA
OG0001853	HMEL033915g1.t1	Vcard_DToL03472-RA
OG0001855	HMEL017486g1.t1	Vcard_DToL03200-RA
OG0001857	HMEL014127g1.t1	Vcard_DToL01017-RA
OG0001858	HMEL008380g1.t1	Vcard_DToL10233-RA, Vcard_DToL10232-RA
OG0001860	HMEL011796g1.t1	Vcard_DToL00051-RA
OG0001861	HMEL016573g1.t1	Vcard_DToL16480-RA
OG0001862	HMEL016421g1.t1	Vcard_DToL06597-RA
OG0001863	HMEL031836g1.t1, HMEL004638g1.t1	Vcard_DToL04921-RA
OG0001864	HMEL031401g1.t1	Vcard_DToL16477-RA
OG0001866	HMEL017203g1.t1	Vcard_DToL06127-RA
OG0001866	HMEL036306g1.t1	Vcard_DToL06123-RA
OG0001867	HMEL022616g1.t1	Vcard_DToL11171-RA
OG0001867	HMEL033578g1.t1	Vcard_DToL11172-RA
OG0001868	HMEL011443g1.t1	Vcard_DToL14010-RA
OG0001869	HMEL025054-RA	Vcard_DToL10563-RA, Vcard_DToL10562-RA
OG0001870	HMEL022556-RA	Vcard_DToL08871-RA
OG0001871	HMEL004115g1.t1	Vcard_DToL16471-RA
OG0001872	HMEL004116g1.t1	Vcard_DToL16470-RA
OG0001873	HMEL014110g1.t1	Vcard_DToL01047-RA
OG0001874	HMEL011895g1.t1	Vcard_DToL09551-RA, Vcard_DToL09552-RA
OG0001875	HMEL020214g1.t1, HMEL016918-RA	Vcard_DToL05153-RA
OG0001876	HMEL022042g1.t1	Vcard_DToL01970-RA
OG0001877	HMEL014259g1.t1	Vcard_DToL18661-RA, Vcard_DToL18659-RA
OG0001878	HMEL014104g1.t1	Vcard_DToL01053-RA
OG0001879	HMEL016858g1.t1	Vcard_DToL16465-RA
OG0001880	HMEL015393g1.t1, HMEL008974g1.t1	Vcard_DToL07220-RA
OG0001881	HMEL005517g1.t1	Vcard_DToL13435-RA
OG0001882	HMEL032839g1.t1	Vcard_DToL04184-RA
OG0001883	HMEL034474g1.t1	Vcard_DToL16957-RA
OG0001884	HMEL008751g1.t1	Vcard_DToL06633-RA
OG0001885	HMEL007435g1.t1	Vcard_DToL09932-RA
OG0001886	HMEL007432g1.t1	Vcard_DToL09930-RA
OG0001887	HMEL010739g1.t1	Vcard_DToL18590-RA
OG0001888	HMEL014094g1.t1	Vcard_DToL01077-RA, Vcard_DToL01078-RA
OG0001889	HMEL035739g1.t1, HMEL035867g1.t1	Vcard_DToL00344-RA
OG0001890	HMEL032831g1.t1	Vcard_DToL04193-RA
OG0001891	HMEL008498g1.t1	Vcard_DToL17555-RA
OG0001892	HMEL014159g1.t1	Vcard_DToL07712-RA
OG0001894	HMEL006224g1.t1	Vcard_DToL08830-RA
OG0001895	HMEL034879g1.t1	Vcard_DToL06580-RA
OG0001896	HMEL034130g1.t1	Vcard_DToL18110-RA
OG0001898	HMEL011641g1.t1	Vcard_DToL05886-RA, Vcard_DToL05887-RA
OG0001899	HMEL002657g1.t1	Vcard_DToL07251-RA
OG0001900	HMEL036468g1.t1	Vcard_DToL09904-RA, Vcard_DToL09907-RA, Vcard_DToL09903-RA
OG0001901	HMEL037724g1.t1	Vcard_DToL11924-RA
OG0001902	HMEL030220g1.t1	Vcard_DToL06060-RA
OG0001904	HMEL016507g1.t1	Vcard_DToL09902-RA
OG0001906	HMEL002699g1.t1	Vcard_DToL07038-RA
OG0001907	HMEL037881g1.t1	Vcard_DToL14853-RA, Vcard_DToL14854-RA
OG0001908	HMEL011928g1.t1, HMEL012070g1.t1	Vcard_DToL09519-RA
OG0001909	HMEL016977g1.t1	Vcard_DToL15986-RA, Vcard_DToL15985-RA
OG0001910	HMEL015837g1.t1	Vcard_DToL16926-RA
OG0001911	HMEL033888g1.t1	Vcard_DToL03530-RA
OG0001912	HMEL035794g1.t1	Vcard_DToL00335-RA
OG0001914	HMEL037883g1.t1	Vcard_DToL14850-RA
OG0001916	HMEL012414g1.t1, HMEL031919g1.t1	Vcard_DToL06051-RA
OG0001917	HMEL004896g1.t1	Vcard_DToL04977-RA
OG0001921	HMEL013688g1.t1	Vcard_DToL12222-RA, Vcard_DToL12223-RA
OG0001922	HMEL008613g1.t1	Vcard_DToL16000-RA
OG0001923	HMEL035655g1.t1	Vcard_DToL00321-RA
OG0001925	HMEL012056g1.t1	Vcard_DToL08352-RA
OG0001926	HMEL032584g1.t1	Vcard_DToL13235-RA
OG0001927	HMEL007179g1.t1	Vcard_DToL18650-RA
OG0001929	HMEL008464g1.t1	Vcard_DToL00303-RA
OG0001931	HMEL010825g1.t1	Vcard_DToL18652-RA
OG0001932	HMEL021393g1.t1	Vcard_DToL04239-RA
OG0001933	HMEL034329g1.t1	Vcard_DToL03215-RA
OG0001934	HMEL004304g1.t1	Vcard_DToL06530-RA
OG0001935	HMEL033870g1.t1	Vcard_DToL03561-RA
OG0001935	HMEL033869g1.t1	Vcard_DToL03562-RA
OG0001936	HMEL016814g1.t1	Vcard_DToL16405-RA
OG0001937	HMEL037406g1.t1	Vcard_DToL17528-RA
OG0001938	HMEL005815g1.t1	Vcard_DToL01138-RA
OG0001939	HMEL014392g1.t1	Vcard_DToL09883-RA
OG0001940	HMEL037224g1.t1	Vcard_DToL18664-RA
OG0001941	HMEL005814g1.t1	Vcard_DToL01140-RA
OG0001942	HMEL010655g1.t1	Vcard_DToL16007-RA, Vcard_DToL16009-RA
OG0001943	HMEL017580g1.t1	Vcard_DToL09350-RA
OG0001944	HMEL004292g1.t1	Vcard_DToL06516-RA
OG0001945	HMEL013245g1.t1	Vcard_DToL17971-RA
OG0001947	HMEL030788g1.t1	Vcard_DToL01148-RA
OG0001948	HMEL034812g1.t1	Vcard_DToL06509-RA
OG0001949	HMEL017581g1.t1	Vcard_DToL09351-RA
OG0001950	HMEL016806g1.t1	Vcard_DToL16399-RA
OG0001951	HMEL004877g1.t1	Vcard_DToL03587-RA
OG0001953	HMEL008054-RA	Vcard_DToL06506-RA
OG0001954	HMEL012441g1.t1	Vcard_DToL06015-RA
OG0001956	HMEL008474g1.t1	Vcard_DToL15178-RA, Vcard_DToL15176-RA
OG0001958	HMEL016327g1.t1	Vcard_DToL16906-RA
OG0001959	HMEL012089g1.t1	Vcard_DToL00567-RA, Vcard_DToL00566-RA
OG0001960	HMEL032775g1.t1	Vcard_DToL04346-RA
OG0001962	HMEL013414g1.t1	Vcard_DToL13320-RA, Vcard_DToL13322-RA
OG0001963	HMEL017513g1.t1, HMEL017517g1.t1	Vcard_DToL03233-RA
OG0001964	HMEL011141-RA	Vcard_DToL11110-RA
OG0001965	HMEL005669g1.t1	Vcard_DToL16386-RA
OG0001966	HMEL003054g1.t1	Vcard_DToL13951-RA
OG0001967	HMEL005351g1.t1	Vcard_DToL07289-RA
OG0001968	HMEL018043g1.t1	Vcard_DToL03615-RA, Vcard_DToL03616-RA
OG0001969	HMEL012457g1.t1	Vcard_DToL05999-RA
OG0001970	HMEL020917g1.t1	Vcard_DToL03617-RA
OG0001971	HMEL007961g1.t1	Vcard_DToL16369-RA, Vcard_DToL16368-RA
OG0001972	HMEL032578g1.t1	Vcard_DToL13276-RA
OG0001974	HMEL033647g1.t1	Vcard_DToL11293-RA
OG0001975	HMEL033191g1.t1	Vcard_DToL07722-RA
OG0001976	HMEL034805g1.t1	Vcard_DToL06483-RA
OG0001976	HMEL016101g1.t1	Vcard_DToL06479-RA
OG0001977	HMEL032824g1.t1, HMEL032797g1.t1	Vcard_DToL04275-RA
OG0001979	HMEL021151g1.t1, HMEL007544g1.t1	Vcard_DToL14164-RA
OG0001980	HMEL017906g1.t1	Vcard_DToL12293-RA, Vcard_DToL12292-RA
OG0001983	HMEL003068g1.t1	Vcard_DToL03254-RA, Vcard_DToL03255-RA
OG0001984	HMEL017910g1.t1	Vcard_DToL12298-RA
OG0001985	HMEL016154g1.t1	Vcard_DToL08745-RA
OG0001986	HMEL037547g1.t1	Vcard_DToL12302-RA
OG0001987	HMEL017974g1.t1, HMEL031552g1.t1, HMEL017975g1.t1	Vcard_DToL16312-RA
OG0001988	HMEL005364g1.t1	Vcard_DToL07303-RA
OG0001989	HMEL007794g1.t1	Vcard_DToL18220-RA
OG0001990	HMEL021710g1.t1	Vcard_DToL12316-RA
OG0001991	HMEL014070g1.t1	Vcard_DToL08735-RA
OG0001992	HMEL013594g1.t1	Vcard_DToL15348-RA, Vcard_DToL15345-RA
OG0001993	HMEL005607g1.t1	Vcard_DToL13247-RA
OG0001993	HMEL032570g1.t1	Vcard_DToL13245-RA
OG0001994	HMEL005368g1.t1, HMEL005367g1.t1	Vcard_DToL07314-RA
OG0001995	HMEL005529g1.t1	Vcard_DToL13242-RA
OG0001996	HMEL011003g1.t1	Vcard_DToL16336-RA
OG0001997	HMEL003590g1.t1	Vcard_DToL09415-RA
OG0001999	HMEL011006g1.t1	Vcard_DToL16333-RA, Vcard_DToL16334-RA
OG0002000	HMEL008264g1.t1	Vcard_DToL04289-RA, Vcard_DToL04288-RA
OG0002001	HMEL012854g1.t1	Vcard_DToL00237-RA
OG0002002	HMEL008335g1.t1	Vcard_DToL07937-RA
OG0002003	HMEL033494g1.t1	Vcard_DToL10968-RA
OG0002004	HMEL031911g1.t1	Vcard_DToL05077-RA, Vcard_DToL05075-RA
OG0002005	HMEL009373g1.t1	Vcard_DToL04298-RA
OG0002005	HMEL010583g1.t1	Vcard_DToL04296-RA
OG0002008	HMEL006931g1.t1, HMEL007805g1.t1	Vcard_DToL01547-RA
OG0002009	HMEL012240g1.t1	Vcard_DToL12783-RA
OG0002010	HMEL037951g1.t1	Vcard_DToL14744-RA, Vcard_DToL14743-RA
OG0002011	HMEL011575g1.t1	Vcard_DToL06679-RA
OG0002012	HMEL037706g1.t1	Vcard_DToL11949-RA
OG0002013	HMEL038023g1.t1	Vcard_DToL14736-RA, Vcard_DToL14729-RA
OG0002014	HMEL015879g1.t1	Vcard_DToL17422-RA, Vcard_DToL17423-RA
OG0002015	HMEL032149g1.t1	Vcard_DToL14139-RA
OG0002016	HMEL037031g1.t1	Vcard_DToL07329-RA
OG0002019	HMEL016868g1.t1	Vcard_DToL16259-RA
OG0002021	HMEL006268g1.t1	Vcard_DToL02150-RA
OG0002022	HMEL016873g1.t1	Vcard_DToL16253-RA
OG0002023	HMEL021562g1.t1	Vcard_DToL10999-RA, Vcard_DToL10998-RA
OG0002025	HMEL008945g1.t1	Vcard_DToL12803-RA
OG0002026	HMEL006266g1.t1	Vcard_DToL02154-RA
OG0002027	HMEL014853g1.t1	Vcard_DToL03678-RA
OG0002028	HMEL033820g1.t1	Vcard_DToL03682-RA
OG0002030	HMEL020272g1.t1, HMEL032634g1.t1	Vcard_DToL13148-RA
OG0002031	HMEL006254g1.t1	Vcard_DToL02171-RA
OG0002032	HMEL012124g1.t1	Vcard_DToL08649-RA, Vcard_DToL08651-RA, Vcard_DToL08653-RA
OG0002033	HMEL011647-RA	Vcard_DToL05896-RA
OG0002034	HMEL036076g1.t1	Vcard_DToL10448-RA
OG0002035	HMEL016779g1.t1	Vcard_DToL07347-RA
OG0002036	HMEL031312g1.t1	Vcard_DToL16285-RA
OG0002037	HMEL007173-RA	Vcard_DToL14128-RA
OG0002038	HMEL012870g1.t1	Vcard_DToL06696-RA
OG0002039	HMEL005388g1.t1	Vcard_DToL04348-RA
OG0002040	HMEL022231g1.t1	Vcard_DToL13196-RA
OG0002041	HMEL012865g1.t1	Vcard_DToL06699-RA
OG0002042	HMEL016787g1.t1	Vcard_DToL07359-RA
OG0002044	HMEL030832g1.t1	Vcard_DToL01617-RA
OG0002045	HMEL030680g1.t1	Vcard_DToL15506-RA
OG0002045	HMEL005868g1.t1	Vcard_DToL15505-RA
OG0002046	HMEL013335g1.t1	Vcard_DToL01619-RA
OG0002047	HMEL013334g1.t1	Vcard_DToL01294-RA
OG0002049	HMEL035893g1.t1	Vcard_DToL08618-RA
OG0002050	HMEL013326g1.t1	Vcard_DToL01280-RA
OG0002051	HMEL007271g1.t1	Vcard_DToL00415-RA, Vcard_DToL00414-RA
OG0002052	HMEL011633g1.t1	Vcard_DToL05872-RA
OG0002053	HMEL017952g1.t1, HMEL005616g1.t1	Vcard_DToL06711-RA
OG0002054	HMEL009730g1.t1	Vcard_DToL05357-RA
OG0002055	HMEL011631g1.t1	Vcard_DToL05869-RA
OG0002056	HMEL004981g1.t1	Vcard_DToL06714-RA
OG0002057	HMEL008270g1.t1	Vcard_DToL06717-RA
OG0002058	HMEL030284g1.t1	Vcard_DToL05867-RA
OG0002060	HMEL013312g1.t1	Vcard_DToL01254-RA
OG0002061	HMEL038050g1.t1	Vcard_DToL14526-RA
OG0002062	HMEL031067g1.t1	Vcard_DToL02358-RA
OG0002063	HMEL033282g1.t1	Vcard_DToL07994-RA
OG0002064	HMEL006571g1.t1	Vcard_DToL11049-RA
OG0002065	HMEL002293g1.t1	Vcard_DToL05851-RA
OG0002066	HMEL032592g1.t1	Vcard_DToL13218-RA
OG0002067	HMEL006889g1.t1	Vcard_DToL15539-RA
OG0002068	HMEL003963g1.t1	Vcard_DToL00437-RA
OG0002069	HMEL016682g1.t1	Vcard_DToL03717-RA
OG0002070	HMEL004550g1.t1	Vcard_DToL04393-RA
OG0002071	HMEL008260g1.t1	Vcard_DToL11997-RA
OG0002071	HMEL037658g1.t1	Vcard_DToL11998-RA
OG0002072	HMEL016685g1.t1	Vcard_DToL03722-RA, Vcard_DToL03723-RA
OG0002073	HMEL015157g1.t1	Vcard_DToL02342-RA
OG0002074	HMEL034653g1.t1	Vcard_DToL16200-RA
OG0002075	HMEL005005g1.t1	Vcard_DToL09768-RA
OG0002076	HMEL008042g1.t1	Vcard_DToL10417-RA
OG0002077	HMEL011513g1.t1	Vcard_DToL18621-RA
OG0002078	HMEL016690g1.t1	Vcard_DToL03733-RA, Vcard_DToL03732-RA
OG0002079	HMEL003482g1.t1, HMEL003481g1.t1	Vcard_DToL09481-RA
OG0002080	HMEL016095g1.t1	Vcard_DToL07949-RA
