Orthogroup	Heliconius_melpomene_melpomene	Vanessa_tameamea
OG0002486	HMEL008730g1.t1	XP_026495829.1
OG0002487	HMEL016665g1.t1, HMEL030188g1.t1	XP_026488569.1
OG0002488	HMEL021639g1.t1	XP_026483560.1
OG0002489	HMEL025002g1.t1	XP_026485598.1
OG0002490	HMEL008386g1.t1	XP_026493320.1, XP_026493321.1
OG0002491	HMEL032478g1.t1	XP_026490986.1
OG0002493	HMEL008737g1.t1	XP_026499354.1
OG0002494	HMEL011219g1.t1	XP_026483628.1
OG0002495	HMEL014139g1.t1	XP_026497923.1
OG0002496	HMEL037388g1.t1	XP_026483626.1
OG0002497	HMEL031832g1.t1	XP_026490116.1
OG0002498	HMEL017628g1.t1	XP_026486539.1
OG0002499	HMEL016955g1.t1	XP_026490233.1
OG0002500	HMEL008738g1.t1	XP_026499338.1
OG0002501	HMEL032860g1.t1	XP_026487161.1
OG0002502	HMEL014134g1.t1	XP_026497920.1
OG0002503	HMEL011591g1.t1	XP_026500180.1
OG0002504	HMEL017484g1.t1	XP_026496384.1
OG0002505	HMEL037200g1.t1	XP_026499325.1, XP_026486540.1, XP_026486490.1
OG0002506	HMEL013522g1.t1, HMEL017958g1.t1	XP_026491061.1
OG0002507	HMEL014128g1.t1	XP_026497935.1
OG0002508	HMEL032858g1.t1, HMEL032852g1.t1	XP_026487195.1
OG0002509	HMEL014904g1.t1	XP_026500163.1
OG0002510	HMEL017621g1.t1	XP_026486485.1
OG0002512	HMEL016609g1.t1	XP_026501044.1
OG0002513	HMEL014902g1.t1	XP_026500146.1
OG0002514	HMEL002790g1.t1	XP_026494624.1, XP_026494622.1, XP_026494625.1
OG0002515	HMEL016578g1.t1	XP_026499364.1
OG0002516	HMEL032494g1.t1	XP_026491168.1, XP_026491160.1
OG0002517	HMEL011178g1.t1	XP_026490579.1
OG0002518	HMEL003639g1.t1	XP_026492248.1
OG0002519	HMEL031204g1.t1	XP_026484621.1
OG0002520	HMEL033910g1.t1	XP_026491316.1
OG0002521	HMEL016951g1.t1	XP_026490240.1
OG0002522	HMEL037527g1.t1	XP_026499238.1
OG0002523	HMEL025048-RA	XP_026485602.1
OG0002524	HMEL009471g1.t1	XP_026497361.1
OG0002526	HMEL015724g1.t1	XP_026500354.1
OG0002527	HMEL009712g1.t1	XP_026501717.1
OG0002528	HMEL011198g1.t1	XP_026490630.1
OG0002529	HMEL009457g1.t1	XP_026497291.1
OG0002530	HMEL014114g1.t1	XP_026497837.1
OG0002531	HMEL034160g1.t1	XP_026489376.1
OG0002532	HMEL015727g1.t1	XP_026488865.1
OG0002533	HMEL017189g1.t1	XP_026487308.1, XP_026487310.1
OG0002534	HMEL010863g1.t1	XP_026499261.1
OG0002535	HMEL015567g1.t1	XP_026492670.1
OG0002536	HMEL014631g1.t1	XP_026497282.1
OG0002537	HMEL009876-RA	XP_026491206.1, XP_026491028.1
OG0002538	HMEL010870g1.t1	XP_026499225.1
OG0002539	HMEL016857g1.t1	XP_026499394.1
OG0002540	HMEL008976g1.t1	XP_026496909.1, XP_026496907.1, XP_026496908.1
OG0002541	HMEL003415g1.t1, HMEL012219g1.t1	XP_026500289.1
OG0002542	HMEL010737g1.t1	XP_026486546.1
OG0002543	HMEL035046g1.t1	XP_026494836.1
OG0002544	HMEL004693g1.t1	XP_026490952.1
OG0002545	HMEL012378g1.t1	XP_026488532.1
OG0002546	HMEL007436g1.t1	XP_026493064.1, XP_026493063.1
OG0002547	HMEL003821g1.t1	XP_026495343.1
OG0002548	HMEL013012g1.t1	XP_026488262.1, XP_026488261.1
OG0002549	HMEL015850g1.t1	XP_026486830.1
OG0002550	HMEL007212g1.t1	XP_026495604.1
OG0002551	HMEL008758g1.t1	XP_026483736.1, XP_026483727.1
OG0002552	HMEL015135g1.t1	XP_026484949.1
OG0002553	HMEL033230g1.t1	XP_026488579.1
OG0002554	HMEL009698g1.t1	XP_026491862.1
OG0002555	HMEL016440g1.t1	XP_026500679.1
OG0002556	HMEL037729g1.t1	XP_026486851.1, XP_026486852.1, XP_026486850.1
OG0002557	HMEL007186g1.t1	XP_026485131.1, XP_026485130.1
OG0002558	HMEL009065g1.t1	XP_026497110.1
OG0002559	HMEL012390g1.t1	XP_026487280.1
OG0002562	HMEL002651g1.t1	XP_026496634.1
OG0002563	HMEL002743g1.t1	XP_026487152.1
OG0002564	HMEL030398g1.t1	XP_026497552.1
OG0002565	HMEL034131g1.t1	XP_026489431.1
OG0002566	HMEL007222g1.t1	XP_026495543.1
OG0002568	HMEL037873g1.t1	XP_026490995.1, XP_026490996.1
OG0002569	HMEL031566g1.t1	XP_026492355.1
OG0002570	HMEL035052g1.t1	XP_026495363.1, XP_026495362.1
OG0002571	HMEL035053g1.t1	XP_026495367.1, XP_026495366.1
OG0002572	HMEL013395g1.t1	XP_026489203.1
OG0002574	HMEL009770g1.t1	XP_026485091.1
OG0002575	HMEL037877g1.t1	XP_026490969.1
OG0002576	HMEL012406g1.t1	XP_026487824.1
OG0002577	HMEL034820g1.t1	XP_026500853.1
OG0002578	HMEL033884g1.t1	XP_026491545.1, XP_026491544.1
OG0002580	HMEL016505g1.t1	XP_026493275.1
OG0002581	HMEL016833g1.t1	XP_026499399.1
OG0002582	HMEL005403g1.t1	XP_026485775.1
OG0002583	HMEL010314g1.t1	XP_026483881.1, XP_026483880.1
OG0002584	HMEL003261g1.t1	XP_026501194.1
OG0002585	HMEL009788g1.t1	XP_026484345.1
OG0002586	HMEL032512g1.t1	XP_026492923.1
OG0002587	HMEL037884g1.t1	XP_026490985.1
OG0002588	HMEL012413g1.t1	XP_026500390.1
OG0002589	HMEL034468g1.t1	XP_026485923.1
OG0002590	HMEL009792g1.t1	XP_026484846.1
OG0002592	HMEL032813g1.t1	XP_026488186.1
OG0002593	HMEL016823g1.t1	XP_026499889.1
OG0002594	HMEL011933g1.t1	XP_026492159.1
OG0002595	HMEL012267g1.t1	XP_026494962.1, XP_026494960.1
OG0002596	HMEL012422g1.t1	XP_026500414.1
OG0002597	HMEL015719g1.t1	XP_026497572.1, XP_026497571.1
OG0002598	HMEL009320g1.t1	XP_026483771.1
OG0002599	HMEL037892g1.t1, HMEL037894g1.t1	XP_026500379.1
OG0002601	HMEL016935g1.t1	XP_026500381.1
OG0002602	HMEL007135g1.t1	XP_026483773.1
OG0002603	HMEL011941g1.t1	XP_026492331.1
OG0002604	HMEL006546g1.t1	XP_026484801.1
OG0002607	HMEL016325g1.t1	XP_026485832.1
OG0002608	HMEL037185g1.t1, HMEL037186g1.t1	XP_026483143.1
OG0002609	HMEL032526g1.t1	XP_026493557.1
OG0002610	HMEL004972g1.t1	XP_026486923.1
OG0002611	HMEL031624g1.t1	XP_026499663.1
OG0002612	HMEL015033g1.t1	XP_026483550.1
OG0002613	HMEL037571g1.t1, HMEL037568g1.t1	XP_026499174.1
OG0002614	HMEL017579g1.t1	XP_026499661.1
OG0002615	HMEL034326g1.t1	XP_026496370.1, XP_026496371.1
OG0002616	HMEL004807g1.t1	XP_026491807.1, XP_026491808.1
OG0002617	HMEL032805g1.t1	XP_026488316.1
OG0002618	HMEL010660g1.t1	XP_026492471.1
OG0002619	HMEL017729g1.t1	XP_026491473.1
OG0002620	HMEL012284g1.t1	XP_026495263.1
OG0002621	HMEL003149g1.t1	XP_026498738.1
OG0002622	HMEL017733g1.t1	XP_026491472.1, XP_026491471.1
OG0002623	HMEL032533g1.t1	XP_026490679.1
OG0002624	HMEL006561g1.t1	XP_026484779.1, XP_026484594.1
OG0002625	HMEL034320g1.t1, HMEL022280g1.t1	XP_026496296.1, XP_026496297.1
OG0002626	HMEL013410g1.t1	XP_026490541.1
OG0002627	HMEL005927g1.t1	XP_026487908.1
OG0002628	HMEL005717g1.t1	XP_026484405.1
OG0002629	HMEL008353g1.t1	XP_026495491.1
OG0002630	HMEL008462g1.t1	XP_026492108.1
OG0002632	HMEL032538g1.t1	XP_026492029.1
OG0002633	HMEL030794g1.t1, HMEL005930g1.t1	XP_026487878.1
OG0002635	HMEL016598g1.t1	XP_026486506.1
OG0002636	HMEL012455g1.t1	XP_026487662.1
OG0002637	HMEL004936g1.t1	XP_026484658.1, XP_026484649.1
OG0002638	HMEL017512g1.t1, HMEL022420g1.t1	XP_026496434.1
OG0002639	HMEL004937g1.t1	XP_026484680.1, XP_026484671.1
OG0002640	HMEL011945g1.t1	XP_026491951.1
OG0002641	HMEL016599g1.t1	XP_026486234.1
OG0002642	HMEL002164g1.t1	XP_026497985.1
OG0002643	HMEL032546g1.t1	XP_026491974.1
OG0002644	HMEL014884g1.t1	XP_026483347.1
OG0002645	HMEL006706g1.t1	XP_026494773.1
OG0002646	HMEL005480g1.t1	XP_026499057.1
OG0002647	HMEL032183g1.t1	XP_026496146.1
OG0002648	HMEL036722g1.t1	XP_026495835.1, XP_026495836.1, XP_026495837.1
OG0002649	HMEL035088g1.t1, HMEL008796g1.t1, HMEL014724g1.t1, HMEL035087g1.t1	XP_026495194.1
OG0002650	HMEL006712g1.t1	XP_026494751.1
OG0002651	HMEL007057g1.t1	XP_026488950.1
OG0002652	HMEL009346g1.t1	XP_026483641.1
OG0002653	HMEL007817g1.t1	XP_026484410.1
OG0002654	HMEL002524g1.t1	XP_026485466.1
OG0002655	HMEL031155g1.t1	XP_026484395.1
OG0002657	HMEL009874g1.t1	XP_026498025.1
OG0002659	HMEL032548g1.t1	XP_026491860.1
OG0002660	HMEL012936g1.t1	XP_026499640.1
OG0002661	HMEL007532g1.t1	XP_026497648.1
OG0002662	HMEL031159g1.t1	XP_026484420.1
OG0002663	HMEL009355g1.t1	XP_026483721.1, XP_026483722.1
OG0002664	HMEL034638g1.t1	XP_026498745.1
OG0002665	HMEL012485g1.t1	XP_026487400.1
OG0002666	HMEL022456g1.t1, HMEL037551g1.t1	XP_026499306.1
OG0002667	HMEL034639g1.t1	XP_026498741.1
OG0002668	HMEL007489g1.t1, HMEL007493g1.t1	XP_026497332.1
OG0002669	HMEL016738g1.t1	XP_026488257.1
OG0002671	HMEL002515g1.t1	XP_026486093.1, XP_026486094.1
OG0002672	HMEL014154g1.t1	XP_026488979.1, XP_026488978.1
OG0002673	HMEL022324g1.t1	XP_026493177.1
OG0002674	HMEL006724g1.t1	XP_026493646.1
OG0002676	HMEL030854g1.t1	XP_026493645.1
OG0002677	HMEL016147g1.t1	XP_026495293.1, XP_026495294.1, XP_026495292.1
OG0002678	HMEL020782g1.t1	XP_026491810.1
OG0002679	HMEL037549g1.t1	XP_026499078.1
OG0002680	HMEL031145g1.t1, HMEL031144g1.t1	XP_026484387.1
OG0002681	HMEL003592g1.t1	XP_026501298.1
OG0002682	HMEL032551g1.t1	XP_026491179.1
OG0002683	HMEL013184g1.t1	XP_026498705.1
OG0002684	HMEL016996g1.t1	XP_026485459.1
OG0002685	HMEL008440g1.t1	XP_026483813.1
OG0002686	HMEL003593g1.t1	XP_026488598.1
OG0002687	HMEL005362g1.t1	XP_026497033.1
OG0002688	HMEL037546g1.t1	XP_026499046.1
OG0002689	HMEL003969g1.t1	XP_026497475.1
OG0002690	HMEL014330g1.t1	XP_026485780.1, XP_026485781.1
OG0002691	HMEL021712g1.t1	XP_026499297.1
OG0002692	HMEL002509g1.t1	XP_026489624.1, XP_026489623.1, XP_026489625.1
OG0002693	HMEL002217g1.t1	XP_026487619.1
OG0002695	HMEL007508g1.t1	XP_026494434.1
OG0002696	HMEL032137g1.t1	XP_026486388.1
OG0002697	HMEL014709g1.t1	XP_026489725.1, XP_026489743.1, XP_026489733.1
OG0002698	HMEL014211g1.t1	XP_026485899.1
OG0002699	HMEL013173g1.t1	XP_026498732.1
OG0002700	HMEL021351g1.t1, HMEL017295g1.t1	XP_026486855.1
OG0002701	HMEL034304g1.t1	XP_026489844.1
OG0002702	HMEL013170g1.t1	XP_026498752.1
OG0002703	HMEL035831g1.t1	XP_026500471.1
OG0002704	HMEL005531g1.t1	XP_026493613.1
OG0002705	HMEL013925g1.t1	XP_026486754.1
OG0002706	HMEL034502g1.t1	XP_026485207.1
OG0002707	HMEL015858g1.t1	XP_026483715.1
OG0002708	HMEL015689g1.t1	XP_026484433.1
OG0002709	HMEL015544g1.t1	XP_026489108.1
OG0002710	HMEL015685g1.t1	XP_026484882.1
OG0002711	HMEL037946g1.t1	XP_026489734.1
OG0002712	HMEL014615g1.t1	XP_026492429.1
OG0002713	HMEL037949g1.t1	XP_026489735.1
OG0002714	HMEL034676g1.t1, HMEL004881g1.t1, HMEL002617g1.t1	XP_026494551.1
OG0002715	HMEL002567g1.t1	XP_026489790.1
OG0002716	HMEL004850g1.t1	XP_026493981.1
OG0002717	HMEL002565g1.t1	XP_026489789.1
OG0002718	HMEL031136g1.t1	XP_026484760.1
OG0002719	HMEL034052g1.t1, HMEL008115g1.t1	XP_026501070.1
OG0002721	HMEL005971g1.t1	XP_026494455.1, XP_026494457.1
OG0002722	HMEL035129g1.t1	XP_026495034.1
OG0002723	HMEL004099g1.t1	XP_026496826.1
OG0002724	HMEL009841g1.t1	XP_026493101.1
OG0002725	HMEL002562g1.t1	XP_026489800.1, XP_026489799.1
OG0002726	HMEL015588g1.t1	XP_026494308.1
OG0002727	HMEL035588g1.t1, HMEL016342g1.t1	XP_026492320.1
OG0002728	HMEL017982g1.t1	XP_026494465.1
OG0002729	HMEL016307g1.t1, HMEL022329g1.t1, HMEL036524g1.t1	XP_026493077.1
OG0002730	HMEL031923g1.t1	XP_026486357.1
OG0002731	HMEL016870g1.t1	XP_026494552.1
OG0002732	HMEL035572g1.t1	XP_026489093.1
OG0002734	HMEL014549g1.t1	XP_026484192.1
OG0002735	HMEL008949g1.t1	XP_026495965.1
OG0002736	HMEL002955g1.t1	XP_026493051.1
OG0002737	HMEL017925g1.t1	XP_026500789.1
OG0002738	HMEL002960g1.t1	XP_026493044.1
OG0002739	HMEL016875g1.t1	XP_026494521.1
OG0002740	HMEL017316-RA	XP_026494022.1
OG0002741	HMEL012117g1.t1	XP_026495059.1
OG0002742	HMEL033504g1.t1	XP_026494003.1, XP_026494004.1
OG0002743	HMEL021415g1.t1	XP_026485847.1, XP_026485846.1
OG0002744	HMEL012318g1.t1	XP_026486930.1, XP_026486932.1, XP_026486929.1
OG0002745	HMEL030276g1.t1	XP_026487611.1
OG0002746	HMEL011652g1.t1	XP_026487597.1, XP_026487596.1
OG0002747	HMEL033821g1.t1	XP_026491084.1
OG0002748	HMEL008940g1.t1	XP_026495653.1
OG0002749	HMEL002319g1.t1	XP_026488276.1
OG0002750	HMEL013527g1.t1	XP_026500272.1
OG0002751	HMEL033819g1.t1	XP_026491271.1
OG0002752	HMEL006505g1.t1	XP_026498624.1
OG0002753	HMEL013353g1.t1	XP_026492642.1
OG0002754	HMEL033262g1.t1, HMEL033261g1.t1	XP_026488900.1
OG0002755	HMEL006285g1.t1	XP_026486917.1
OG0002756	HMEL034666g1.t1	XP_026494525.1
OG0002757	HMEL006020g1.t1	XP_026486149.1
OG0002758	HMEL037636g1.t1	XP_026486908.1
OG0002759	HMEL004630g1.t1	XP_026491147.1
OG0002760	HMEL013518g1.t1	XP_026496107.1
OG0002761	HMEL003705g1.t1	XP_026497506.1
OG0002762	HMEL009246g1.t1, HMEL004633g1.t1	XP_026492740.1
OG0002763	HMEL006492g1.t1	XP_026499856.1
OG0002764	HMEL034781g1.t1	XP_026488414.1
OG0002765	HMEL031940g1.t1	XP_026485823.1
OG0002766	HMEL013346g1.t1	XP_026492618.1
OG0002767	HMEL011060g1.t1	XP_026493026.1
OG0002768	HMEL031604g1.t1	XP_026492268.1
OG0002770	HMEL012689g1.t1	XP_026492270.1, XP_026492269.1
OG0002771	HMEL006246g1.t1	XP_026484799.1
OG0002772	HMEL012690g1.t1	XP_026492372.1, XP_026492371.1
OG0002774	HMEL016786g1.t1	XP_026496980.1, XP_026496979.1, XP_026496978.1
OG0002775	HMEL013344g1.t1	XP_026492708.1
OG0002777	HMEL004231g1.t1	XP_026493612.1
OG0002778	HMEL013510g1.t1	XP_026496689.1
OG0002780	HMEL013505g1.t1	XP_026496142.1
OG0002781	HMEL010973g1.t1	XP_026498613.1
OG0002782	HMEL010977g1.t1	XP_026498619.1
OG0002783	HMEL018077g1.t1	XP_026498116.1
OG0002784	HMEL002453g1.t1	XP_026485613.1
OG0002785	HMEL016664g1.t1	XP_026491197.1
OG0002786	HMEL013496g1.t1	XP_026496532.1, XP_026496540.1
OG0002787	HMEL002378g1.t1	XP_026495626.1
OG0002789	HMEL006874g1.t1	XP_026488849.1
OG0002790	HMEL002923g1.t1	XP_026497021.1
OG0002791	HMEL030323g1.t1	XP_026497346.1
OG0002792	HMEL008833g1.t1	XP_026493881.1
OG0002793	HMEL038070g1.t1	XP_026494325.1, XP_026494324.1
OG0002794	HMEL008838g1.t1	XP_026493885.1
OG0002795	HMEL036544g1.t1	XP_026498188.1
OG0002796	HMEL009729g1.t1	XP_026485768.1
OG0002797	HMEL006595-RA	XP_026494350.1
OG0002798	HMEL035524g1.t1	XP_026499013.1
OG0002799	HMEL003350g1.t1	XP_026485079.1
OG0002800	HMEL008271g1.t1	XP_026484730.1
OG0002801	HMEL015174g1.t1	XP_026484903.1
OG0002802	HMEL030085g1.t1	XP_026484154.1
OG0002803	HMEL018068g1.t1	XP_026497367.1, XP_026497368.1
OG0002804	HMEL016902g1.t1	XP_026489580.1
OG0002805	HMEL009796g1.t1	XP_026493707.1
OG0002806	HMEL037015g1.t1	XP_026496896.1
OG0002807	HMEL033528g1.t1	XP_026493894.1
OG0002808	HMEL016904g1.t1	XP_026489576.1
OG0002809	HMEL031994g1.t1	XP_026485871.1
OG0002810	HMEL035972g1.t1	XP_026495845.1
OG0002811	HMEL035274g1.t1	XP_026501526.1
OG0002812	HMEL031993g1.t1	XP_026485857.1, XP_026485858.1, XP_026485859.1
OG0002813	HMEL005491g1.t1	XP_026498304.1, XP_026498303.1
OG0002814	HMEL013120g1.t1	XP_026489595.1
OG0002815	HMEL016681g1.t1	XP_026491582.1
OG0002816	HMEL035491g1.t1, HMEL021699g1.t1, HMEL037655g1.t1	XP_026486785.1
OG0002817	HMEL002379g1.t1	XP_026495623.1
OG0002818	HMEL018022g1.t1	XP_026486320.1, XP_026486321.1
OG0002819	HMEL015159g1.t1	XP_026484914.1
OG0002820	HMEL018021g1.t1	XP_026486317.1, XP_026486318.1
OG0002821	HMEL014954g1.t1	XP_026498597.1
OG0002822	HMEL034267g1.t1	XP_026498538.1
OG0002823	HMEL030670g1.t1	XP_026488558.1
OG0002824	HMEL013305g1.t1	XP_026493683.1, XP_026493684.1
OG0002825	HMEL005681g1.t1	XP_026495427.1
OG0002826	HMEL035170g1.t1	XP_026495133.1, XP_026495134.1
OG0002827	HMEL017143g1.t1	XP_026485774.1
OG0002828	HMEL012043g1.t1	XP_026500563.1
OG0002829	HMEL013133g1.t1	XP_026489604.1
OG0002830	HMEL004997g1.t1	XP_026494168.1
OG0002831	HMEL008805g1.t1	XP_026500550.1
OG0002832	HMEL033000g1.t1	XP_026487790.1
OG0002833	HMEL006817g1.t1	XP_026487727.1
OG0002834	HMEL009427g1.t1	XP_026501371.1
OG0002835	HMEL013999g1.t1	XP_026492335.1, XP_026492334.1
OG0002836	HMEL016093g1.t1	XP_026501343.1
OG0002837	HMEL005011g1.t1	XP_026495466.1
OG0002838	HMEL006586g1.t1	XP_026491175.1
OG0002839	HMEL006806g1.t1	XP_026487717.1
OG0002840	HMEL031630g1.t1	XP_026499578.1
OG0002841	HMEL006802g1.t1	XP_026487777.1
OG0002842	HMEL031632g1.t1	XP_026499568.1
OG0002843	HMEL003899g1.t1	XP_026497012.1
OG0002844	HMEL011352g1.t1	XP_026495614.1
OG0002845	HMEL015622g1.t1	XP_026498309.1
OG0002846	HMEL007609g1.t1	XP_026497424.1
OG0002847	HMEL015621g1.t1	XP_026498314.1, XP_026498315.1, XP_026498313.1
OG0002848	HMEL015133g1.t1	XP_026484940.1
OG0002849	HMEL036050g1.t1	XP_026485529.1, XP_026485528.1
OG0002850	HMEL012312g1.t1	XP_026493873.1
OG0002851	HMEL003893g1.t1	XP_026496940.1
OG0002852	HMEL033539g1.t1	XP_026493952.1
OG0002853	HMEL036802g1.t1	XP_026495741.1
OG0002854	HMEL004781g1.t1	XP_026495435.1
OG0002855	HMEL018082g1.t1	XP_026492037.1
OG0002856	HMEL034258g1.t1	XP_026498678.1
OG0002858	HMEL004639g1.t1, HMEL037175g1.t1, HMEL038128g1.t1	XP_026494164.1
OG0002859	HMEL011360g1.t1	XP_026495944.1
OG0002860	HMEL010895g1.t1, HMEL036385g1.t1	XP_026493550.1
OG0002861	HMEL006829g1.t1	XP_026491640.1
OG0002862	HMEL013155-RA	XP_026498775.1, XP_026498774.1
OG0002863	HMEL004886g1.t1, HMEL018084g1.t1	XP_026485538.1
OG0002864	HMEL006832g1.t1	XP_026491663.1
OG0002865	HMEL004369-RA	XP_026492015.1
OG0002866	HMEL004658g1.t1, HMEL032390g1.t1, HMEL032391g1.t1	XP_026486635.1, XP_026486636.1
OG0002867	HMEL010218g1.t1	XP_026493834.1
OG0002869	HMEL002071g1.t1	XP_026498279.1, XP_026498280.1
OG0002870	HMEL014362g1.t1, HMEL015009g1.t1	XP_026497402.1
OG0002871	HMEL014365g1.t1	XP_026489032.1
OG0002873	HMEL033695g1.t1	XP_026491683.1
OG0002874	HMEL002639g1.t1	XP_026496885.1
OG0002875	HMEL004440g1.t1	XP_026487312.1
OG0002876	HMEL011972g1.t1	XP_026499650.1
OG0002877	HMEL014249g1.t1	XP_026496484.1, XP_026496485.1
OG0002878	HMEL009398g1.t1	XP_026490303.1, XP_026490304.1
OG0002879	HMEL038144g1.t1	XP_026498946.1
OG0002880	HMEL018119-RA, HMEL018120-RA	XP_026499844.1
OG0002881	HMEL033476g1.t1, HMEL009396g1.t1	XP_026494028.1
OG0002882	HMEL004950g1.t1	XP_026498920.1
OG0002883	HMEL016456g1.t1	XP_026491678.1
OG0002884	HMEL036348g1.t1, HMEL016525g1.t1	XP_026493377.1
OG0002885	HMEL005272g1.t1	XP_026483206.1
OG0002886	HMEL034776g1.t1	XP_026486204.1
OG0002887	HMEL037635g1.t1	XP_026486873.1
OG0002888	HMEL011427g1.t1	XP_026487576.1
OG0002889	HMEL035431g1.t1, HMEL030450g1.t1	XP_026486424.1, XP_026484875.1
OG0002890	HMEL032740g1.t1	XP_026488244.1
OG0002891	HMEL015652g1.t1, HMEL031982g1.t1	XP_026486040.1
OG0002892	HMEL011758g1.t1	XP_026485162.1
OG0002893	HMEL002828g1.t1	XP_026499926.1
OG0002894	HMEL010071g1.t1	XP_026484072.1
OG0002895	HMEL035951g1.t1	XP_026493020.1
OG0002896	HMEL002242g1.t1, HMEL033875g1.t1	XP_026496548.1
OG0002897	HMEL016536g1.t1	XP_026493290.1
OG0002898	HMEL015644g1.t1	XP_026486083.1, XP_026486084.1
OG0002899	HMEL009974g1.t1	XP_026498289.1
OG0002900	HMEL031974g1.t1, HMEL031985g1.t1	XP_026485693.1
OG0002901	HMEL031978g1.t1	XP_026485694.1
OG0002902	HMEL032084g1.t1	XP_026498233.1, XP_026498234.1
OG0002903	HMEL014984g1.t1	XP_026483935.1
OG0002904	HMEL006091g1.t1	XP_026483200.1
OG0002905	HMEL021515g1.t1	XP_026485318.1, XP_026485317.1
OG0002907	HMEL031668g1.t1	XP_026499768.1
OG0002908	HMEL006090g1.t1	XP_026483201.1
OG0002909	HMEL008173g1.t1	XP_026498932.1
OG0002910	HMEL015772g1.t1	XP_026496679.1
OG0002911	HMEL008176g1.t1	XP_026498929.1
OG0002912	HMEL003975g1.t1	XP_026499346.1, XP_026499336.1
OG0002913	HMEL013591g1.t1	XP_026488196.1, XP_026488197.1
OG0002914	HMEL003976g1.t1	XP_026499367.1, XP_026499359.1
OG0002915	HMEL015188g1.t1	XP_026484473.1, XP_026484471.1
OG0002916	HMEL012656g1.t1	XP_026494040.1, XP_026494041.1
OG0002917	HMEL008182g1.t1	XP_026498901.1
OG0002918	HMEL037071g1.t1	XP_026496665.1
OG0002919	HMEL021946g1.t1	XP_026488280.1
OG0002920	HMEL011074g1.t1	XP_026489043.1, XP_026489042.1
OG0002921	HMEL036818g1.t1	XP_026495725.1
OG0002922	HMEL008184g1.t1	XP_026498898.1
OG0002923	HMEL015191g1.t1	XP_026484450.1
OG0002924	HMEL008187g1.t1	XP_026486668.1
OG0002925	HMEL011369g1.t1	XP_026487578.1
OG0002926	HMEL015783-RA	XP_026496790.1
OG0002927	HMEL010486g1.t1	XP_026496544.1
OG0002928	HMEL006306g1.t1	XP_026499290.1
OG0002929	HMEL033716g1.t1	XP_026491514.1, XP_026491516.1
OG0002930	HMEL003724g1.t1	XP_026488422.1, XP_026488421.1
OG0002931	HMEL003675g1.t1	XP_026493286.1
OG0002932	HMEL006307g1.t1, HMEL005755g1.t1	XP_026500032.1
OG0002933	HMEL006308g1.t1	XP_026500033.1
OG0002934	HMEL038166g1.t1	XP_026486703.1
OG0002935	HMEL037080g1.t1	XP_026492824.1
OG0002937	HMEL032310g1.t1	XP_026496525.1
OG0002938	HMEL020585g1.t1	XP_026485302.1, XP_026485303.1
OG0002939	HMEL031955g1.t1	XP_026486080.1, XP_026486079.1
OG0002940	HMEL006460g1.t1	XP_026495770.1, XP_026501268.1
OG0002941	HMEL004651g1.t1, HMEL036831g1.t1	XP_026500044.1
OG0002942	HMEL002114g1.t1	XP_026495749.1
OG0002943	HMEL033043g1.t1	XP_026487801.1
OG0002944	HMEL015200g1.t1	XP_026484588.1
OG0002945	HMEL030880g1.t1	XP_026496598.1
OG0002946	HMEL017168g1.t1	XP_026497750.1
OG0002947	HMEL013779g1.t1	XP_026488013.1
OG0002948	HMEL004477g1.t1	XP_026486673.1
OG0002949	HMEL035919g1.t1, HMEL013903g1.t1	XP_026486846.1
OG0002951	HMEL011389g1.t1	XP_026487811.1
OG0002952	HMEL017418g1.t1	XP_026493483.1
OG0002953	HMEL011086g1.t1	XP_026497880.1
OG0002955	HMEL007787g1.t1	XP_026499210.1
OG0002956	HMEL034175g1.t1, HMEL034178g1.t1	XP_026501798.1, XP_026501799.1, XP_026501800.1
OG0002957	HMEL008415g1.t1	XP_026488185.1
OG0002959	HMEL003314g1.t1	XP_026484362.1
OG0002960	HMEL021635g1.t1	XP_026494347.1
OG0002961	HMEL031055g1.t1	XP_026484589.1
OG0002962	HMEL038112g1.t1	XP_026494392.1
OG0002963	HMEL003320g1.t1	XP_026485144.1
OG0002965	HMEL002677g1.t1	XP_026483582.1
OG0002966	HMEL034701g1.t1	XP_026484269.1
OG0002967	HMEL033057g1.t1	XP_026487520.1
OG0002968	HMEL007078g1.t1	XP_026485326.1
OG0002969	HMEL032015g1.t1	XP_026486289.1
OG0002971	HMEL031051g1.t1, HMEL002846g1.t1	XP_026484521.1
OG0002972	HMEL003652g1.t1, HMEL002660g1.t1	XP_026489473.1
OG0002973	HMEL033347g1.t1	XP_026490741.1
OG0002974	HMEL011297g1.t1	XP_026484079.1
OG0002975	HMEL002832g1.t1	XP_026483307.1
OG0002976	HMEL011299g1.t1	XP_026496775.1
OG0002977	HMEL011300g1.t1	XP_026501769.1, XP_026501768.1
OG0002978	HMEL032010g1.t1	XP_026485760.1, XP_026485759.1
OG0002979	HMEL010743g1.t1, HMEL005993g1.t1	XP_026489442.1
OG0002980	HMEL011418g1.t1	XP_026487367.1
OG0002981	HMEL002890g1.t1	XP_026497814.1
OG0002982	HMEL008823g1.t1	XP_026497054.1, XP_026497044.1
OG0002983	HMEL017296g1.t1	XP_026499542.1
OG0002984	HMEL017455g1.t1	XP_026493315.1, XP_026493314.1
OG0002985	HMEL008820g1.t1	XP_026497083.1
OG0002986	HMEL008819g1.t1	XP_026497018.1, XP_026496991.1
