Orthogroup	Heliconius_melpomene_melpomene	Danaus_plexippus
OG0002407	HMEL003436g1.t1	DPOGS215553-PA
OG0002408	HMEL016136g1.t1	DPOGS214931-PA, DPOGS214932-PA
OG0002409	HMEL032448g1.t1, HMEL032447g1.t1	DPOGS208402-PA
OG0002410	HMEL020241g1.t1, HMEL033952g1.t1	DPOGS202659-PA
OG0002411	HMEL037992g1.t1	DPOGS211293-PA, DPOGS211292-PA, DPOGS211242-PA
OG0002412	HMEL035803g1.t1	DPOGS206794-PA, DPOGS206795-PA
OG0002413	HMEL037985g1.t1	DPOGS211232-PA
OG0002414	HMEL031259g1.t1	DPOGS215341-PA, DPOGS215340-PA
OG0002415	HMEL038031g1.t1, HMEL038032g1.t1	DPOGS208630-PA, DPOGS204159-PA
OG0002416	HMEL013960g1.t1	DPOGS206192-PA
OG0002417	HMEL009905g1.t1	DPOGS204197-PA
OG0002418	HMEL037258g1.t1	DPOGS209433-PA
OG0002419	HMEL005535g1.t1	DPOGS215529-PA
OG0002420	HMEL032270g1.t1	DPOGS204636-PA
OG0002421	HMEL005329g1.t1	DPOGS209460-PA
OG0002422	HMEL015802g1.t1	DPOGS200670-PA
OG0002423	HMEL031264g1.t1, HMEL031267g1.t1	DPOGS203857-PA
OG0002424	HMEL009454g1.t1	DPOGS204642-PA
OG0002425	HMEL013248g1.t1	DPOGS203882-PA
OG0002426	HMEL004065g1.t1	DPOGS215689-PA
OG0002427	HMEL036626g1.t1	DPOGS204697-PA
OG0002428	HMEL004501g1.t1	DPOGS209445-PA
OG0002429	HMEL009258g1.t1	DPOGS215221-PA
OG0002430	HMEL004069g1.t1	DPOGS215736-PA, DPOGS215735-PA
OG0002431	HMEL004070g1.t1	DPOGS215686-PA
OG0002432	HMEL014409g1.t1	DPOGS204597-PA, DPOGS209938-PA
OG0002433	HMEL035017g1.t1	DPOGS212181-PA
OG0002434	HMEL007646g1.t1	DPOGS202269-PA
OG0002435	HMEL003521g1.t1	DPOGS210285-PA
OG0002436	HMEL036247g1.t1	DPOGS204134-PA
OG0002437	HMEL015097g1.t1	DPOGS208802-PA
OG0002438	HMEL035345g1.t1	DPOGS200468-PA
OG0002439	HMEL012322g1.t1, HMEL035344g1.t1	DPOGS203188-PA
OG0002440	HMEL011161g1.t1	DPOGS206764-PA
OG0002441	HMEL035342g1.t1	DPOGS203185-PA
OG0002441	HMEL022157g1.t1	DPOGS203186-PA
OG0002442	HMEL013913g1.t1	DPOGS213789-PA
OG0002443	HMEL006762-RA, HMEL013859-RA	DPOGS209813-PA
OG0002444	HMEL036256g1.t1	DPOGS204131-PA
OG0002445	HMEL014417g1.t1	DPOGS200154-PA, DPOGS200153-PA
OG0002446	HMEL004695g1.t1, HMEL021546g1.t1	DPOGS203197-PA
OG0002447	HMEL005852g1.t1	DPOGS212010-PA
OG0002448	HMEL012901g1.t1	DPOGS204119-PA, DPOGS200473-PA
OG0002449	HMEL030490g1.t1	DPOGS215211-PA
OG0002450	HMEL017820g1.t1	DPOGS202937-PA
OG0002451	HMEL003867g1.t1	DPOGS215209-PA, DPOGS204775-PA, DPOGS215210-PA
OG0002452	HMEL004081g1.t1	DPOGS215745-PA
OG0002453	HMEL011192g1.t1	DPOGS200006-PA
OG0002455	HMEL033927g1.t1	DPOGS202033-PA
OG0002456	HMEL013216g1.t1	DPOGS201600-PA
OG0002457	HMEL035770g1.t1	DPOGS200903-PA, DPOGS213775-PA
OG0002459	HMEL032470g1.t1	DPOGS202931-PA
OG0002460	HMEL014181g1.t1	DPOGS210869-PA
OG0002461	HMEL032473g1.t1	DPOGS207536-PA, DPOGS211509-PA
OG0002463	HMEL005076g1.t1	DPOGS213785-PA
OG0002464	HMEL015051g1.t1, HMEL015049g1.t1	DPOGS216049-PA
OG0002465	HMEL015052g1.t1	DPOGS216056-PA
OG0002466	HMEL032474g1.t1	DPOGS207535-PA
OG0002467	HMEL022541g1.t1	DPOGS206205-PA
OG0002468	HMEL022584g1.t1	DPOGS215446-PA
OG0002469	HMEL013243g1.t1	DPOGS215000-PA, DPOGS214999-PA, DPOGS215003-PA
OG0002470	HMEL022546g1.t1	DPOGS200778-PA
OG0002471	HMEL020120g1.t1, HMEL002313g1.t1	DPOGS201937-PA
OG0002472	HMEL014446g1.t1	DPOGS200775-PA, DPOGS200774-PA
OG0002473	HMEL009672g1.t1	DPOGS205594-PA
OG0002474	HMEL033367g1.t1	DPOGS202381-PA, DPOGS202380-PA, DPOGS206962-PA, DPOGS206963-PA
OG0002475	HMEL002547g1.t1	DPOGS209003-PA
OG0002476	HMEL037210g1.t1, HMEL030839g1.t1, HMEL034063g1.t1, HMEL004168g1.t1, HMEL033873g1.t1, HMEL037268g1.t1	DPOGS200665-PA
OG0002477	HMEL002546g1.t1	DPOGS209018-PA
OG0002478	HMEL013251g1.t1	DPOGS209338-PA
OG0002479	HMEL006168g1.t1, HMEL034618g1.t1	DPOGS215556-PA
OG0002480	HMEL010525g1.t1	DPOGS202947-PA, DPOGS204945-PA, DPOGS203376-PA, DPOGS204944-PA
OG0002481	HMEL006186g1.t1	DPOGS207216-PA
OG0002482	HMEL002550g1.t1	DPOGS204934-PA
OG0002483	HMEL037978g1.t1	DPOGS211310-PA, DPOGS211322-PA
OG0002484	HMEL009677g1.t1	DPOGS211708-PA
OG0002485	HMEL017618g1.t1	DPOGS209282-PA
OG0002486	HMEL008730g1.t1	DPOGS204523-PA
OG0002487	HMEL016665g1.t1, HMEL030188g1.t1	DPOGS211171-PA
OG0002488	HMEL021639g1.t1	DPOGS210773-PA
OG0002489	HMEL025002g1.t1	DPOGS210982-PA
OG0002490	HMEL008386g1.t1	DPOGS204591-PA
OG0002491	HMEL032478g1.t1	DPOGS207532-PA
OG0002493	HMEL008737g1.t1	DPOGS204527-PA, DPOGS204526-PA
OG0002494	HMEL011219g1.t1	DPOGS206215-PA
OG0002495	HMEL014139g1.t1	DPOGS215754-PA
OG0002496	HMEL037388g1.t1	DPOGS209095-PA
OG0002497	HMEL031832g1.t1	DPOGS203275-PA
OG0002498	HMEL017628g1.t1	DPOGS200508-PA
OG0002499	HMEL016955g1.t1	DPOGS200795-PA
OG0002500	HMEL008738g1.t1	DPOGS204555-PA
OG0002501	HMEL032860g1.t1	DPOGS210875-PA
OG0002502	HMEL014134g1.t1	DPOGS215756-PA
OG0002503	HMEL011591g1.t1	DPOGS207672-PA
OG0002504	HMEL017484g1.t1	DPOGS205286-PA
OG0002505	HMEL037200g1.t1	DPOGS200510-PA
OG0002506	HMEL013522g1.t1, HMEL017958g1.t1	DPOGS207530-PA
OG0002507	HMEL014128g1.t1	DPOGS215661-PA
OG0002508	HMEL032858g1.t1, HMEL032852g1.t1	DPOGS210786-PA
OG0002509	HMEL014904g1.t1	DPOGS207674-PA
OG0002510	HMEL017621g1.t1	DPOGS200513-PA, DPOGS200514-PA
OG0002512	HMEL016609g1.t1	DPOGS213676-PA
OG0002513	HMEL014902g1.t1	DPOGS207676-PA
OG0002514	HMEL002790g1.t1	DPOGS211366-PA
OG0002515	HMEL016578g1.t1	DPOGS204552-PA
OG0002516	HMEL032494g1.t1	DPOGS207509-PA
OG0002517	HMEL011178g1.t1	DPOGS206746-PA
OG0002518	HMEL003639g1.t1	DPOGS204938-PA
OG0002519	HMEL031204g1.t1	DPOGS213139-PA
OG0002520	HMEL033910g1.t1	DPOGS205178-PA
OG0002521	HMEL016951g1.t1	DPOGS200576-PA
OG0002522	HMEL037527g1.t1	DPOGS213718-PA
OG0002523	HMEL025048-RA	DPOGS210997-PA
OG0002524	HMEL009471g1.t1	DPOGS205000-PA
OG0002525	HMEL017209g1.t1	DPOGS211163-PA
OG0002526	HMEL015724g1.t1	DPOGS213664-PA
OG0002527	HMEL009712g1.t1	DPOGS200581-PA
OG0002528	HMEL011198g1.t1	DPOGS201826-PA
OG0002529	HMEL009457g1.t1	DPOGS205009-PA
OG0002530	HMEL014114g1.t1	DPOGS215648-PA, DPOGS215649-PA
OG0002531	HMEL034160g1.t1	DPOGS205213-PA
OG0002532	HMEL015727g1.t1	DPOGS213660-PA
OG0002533	HMEL017189g1.t1	DPOGS211152-PA
OG0002534	HMEL010863g1.t1	DPOGS213569-PA
OG0002535	HMEL015567g1.t1	DPOGS207513-PA, DPOGS207512-PA
OG0002536	HMEL014631g1.t1	DPOGS205011-PA
OG0002537	HMEL009876-RA	DPOGS205157-PA
OG0002538	HMEL010870g1.t1	DPOGS211008-PA, DPOGS213573-PA
OG0002539	HMEL016857g1.t1	DPOGS213480-PA
OG0002540	HMEL008976g1.t1	DPOGS204514-PA
OG0002541	HMEL003415g1.t1, HMEL012219g1.t1	DPOGS200909-PA
OG0002542	HMEL010737g1.t1	DPOGS212947-PA
OG0002543	HMEL035046g1.t1	DPOGS212135-PA
OG0002544	HMEL004693g1.t1	DPOGS214715-PA
OG0002545	HMEL012378g1.t1	DPOGS201354-PA
OG0002547	HMEL003821g1.t1	DPOGS212131-PA
OG0002548	HMEL013012g1.t1	DPOGS205905-PA
OG0002549	HMEL015850g1.t1	DPOGS208588-PA
OG0002550	HMEL007212g1.t1	DPOGS208429-PA
OG0002551	HMEL008758g1.t1	DPOGS208498-PA
OG0002552	HMEL015135g1.t1	DPOGS204217-PA
OG0002553	HMEL033230g1.t1	DPOGS212766-PA
OG0002554	HMEL009698g1.t1	DPOGS216097-PA
OG0002555	HMEL016440g1.t1	DPOGS208486-PA
OG0002557	HMEL007186g1.t1	DPOGS213125-PA
OG0002558	HMEL009065g1.t1	DPOGS201417-PA
OG0002559	HMEL012390g1.t1	DPOGS201345-PA
OG0002561	HMEL032815g1.t1, HMEL036915g1.t1, HMEL031726g1.t1	DPOGS215288-PA
OG0002562	HMEL002651g1.t1	DPOGS211278-PA
OG0002563	HMEL002743g1.t1	DPOGS205366-PA
OG0002564	HMEL030398g1.t1	DPOGS202683-PA
OG0002565	HMEL034131g1.t1	DPOGS205381-PA, DPOGS207454-PA
OG0002566	HMEL007222g1.t1	DPOGS208437-PA
OG0002568	HMEL037873g1.t1	DPOGS214724-PA
OG0002569	HMEL031566g1.t1	DPOGS209750-PA
OG0002570	HMEL035052g1.t1	DPOGS208111-PA
OG0002571	HMEL035053g1.t1	DPOGS208131-PA
OG0002572	HMEL013395g1.t1	DPOGS214805-PA
OG0002572	HMEL037726g1.t1	DPOGS214806-PA
OG0002574	HMEL009770g1.t1	DPOGS213079-PA, DPOGS213081-PA
OG0002575	HMEL037877g1.t1	DPOGS214599-PA
OG0002576	HMEL012406g1.t1	DPOGS201325-PA
OG0002577	HMEL034820g1.t1	DPOGS208483-PA
OG0002578	HMEL033884g1.t1	DPOGS211883-PA
OG0002579	HMEL013446g1.t1	DPOGS205190-PA, DPOGS205383-PA
OG0002580	HMEL016505g1.t1	DPOGS204820-PA
OG0002581	HMEL016833g1.t1	DPOGS213494-PA, DPOGS213465-PA, DPOGS213495-PA
OG0002582	HMEL005403g1.t1	DPOGS215877-PA
OG0002583	HMEL010314g1.t1	DPOGS203861-PA
OG0002584	HMEL003261g1.t1	DPOGS208477-PA
OG0002585	HMEL009788g1.t1	DPOGS213114-PA
OG0002586	HMEL032512g1.t1	DPOGS215935-PA
OG0002587	HMEL037884g1.t1	DPOGS214626-PA
OG0002588	HMEL012413g1.t1	DPOGS201323-PA
OG0002589	HMEL034468g1.t1	DPOGS208167-PA
OG0002590	HMEL009792g1.t1	DPOGS213090-PA
OG0002592	HMEL032813g1.t1	DPOGS203241-PA
OG0002593	HMEL016823g1.t1	DPOGS209234-PA
OG0002594	HMEL011933g1.t1	DPOGS201663-PA
OG0002595	HMEL012267g1.t1	DPOGS208129-PA
OG0002596	HMEL012422g1.t1	DPOGS211120-PA
OG0002597	HMEL015719g1.t1	DPOGS208173-PA, DPOGS208172-PA
OG0002598	HMEL009320g1.t1	DPOGS212510-PA, DPOGS205886-PA
OG0002599	HMEL037892g1.t1, HMEL037894g1.t1	DPOGS214628-PA
OG0002601	HMEL016935g1.t1	DPOGS204164-PA
OG0002602	HMEL007135g1.t1	DPOGS212241-PA
OG0002603	HMEL011941g1.t1	DPOGS206448-PA
OG0002604	HMEL006546g1.t1	DPOGS213108-PA
OG0002607	HMEL016325g1.t1	DPOGS216191-PA
OG0002608	HMEL037185g1.t1, HMEL037186g1.t1	DPOGS204919-PA
OG0002609	HMEL032526g1.t1	DPOGS210447-PA
OG0002610	HMEL004972g1.t1	DPOGS214819-PA
OG0002611	HMEL031624g1.t1	DPOGS207786-PA
OG0002612	HMEL015033g1.t1	DPOGS203191-PA
OG0002613	HMEL037571g1.t1	DPOGS213527-PA
OG0002613	HMEL037568g1.t1	DPOGS213528-PA
OG0002614	HMEL017579g1.t1	DPOGS207775-PA
OG0002615	HMEL034326g1.t1	DPOGS209222-PA, DPOGS209223-PA
OG0002616	HMEL004807g1.t1	DPOGS211961-PA, DPOGS211960-PA
OG0002617	HMEL032805g1.t1	DPOGS203252-PA
OG0002618	HMEL010660g1.t1	DPOGS200253-PA
OG0002619	HMEL017729g1.t1	DPOGS211863-PA
OG0002620	HMEL012284g1.t1	DPOGS213796-PA
OG0002621	HMEL003149g1.t1	DPOGS202082-PA
OG0002622	HMEL017733g1.t1	DPOGS211967-PA
OG0002623	HMEL032533g1.t1	DPOGS203076-PA, DPOGS210434-PA
OG0002624	HMEL006561g1.t1	DPOGS204508-PA
OG0002625	HMEL034320g1.t1, HMEL022280g1.t1	DPOGS209219-PA
OG0002626	HMEL013410g1.t1	DPOGS210462-PA
OG0002627	HMEL005927g1.t1	DPOGS215799-PA
OG0002628	HMEL005717g1.t1	DPOGS204377-PA
OG0002629	HMEL008353g1.t1	DPOGS215489-PA
OG0002630	HMEL008462g1.t1	DPOGS210467-PA
OG0002631	HMEL035079g1.t1	DPOGS213814-PA, DPOGS213813-PA
OG0002632	HMEL032538g1.t1	DPOGS210429-PA
OG0002633	HMEL030794g1.t1, HMEL005930g1.t1	DPOGS215621-PA
OG0002634	HMEL022503g1.t1	DPOGS214606-PA
OG0002635	HMEL016598g1.t1	DPOGS208598-PA, DPOGS208597-PA
OG0002636	HMEL012455g1.t1	DPOGS211202-PA
OG0002637	HMEL004936g1.t1	DPOGS208581-PA
OG0002638	HMEL017512g1.t1, HMEL022420g1.t1	DPOGS203135-PA
OG0002639	HMEL004937g1.t1	DPOGS208457-PA
OG0002640	HMEL011945g1.t1	DPOGS210475-PA
OG0002641	HMEL016599g1.t1	DPOGS208607-PA
OG0002642	HMEL002164g1.t1	DPOGS209683-PA
OG0002643	HMEL032546g1.t1	DPOGS210422-PA
OG0002644	HMEL014884g1.t1	DPOGS203104-PA
OG0002645	HMEL006706g1.t1	DPOGS201748-PA
OG0002646	HMEL005480g1.t1	DPOGS213540-PA
OG0002647	HMEL032183g1.t1	DPOGS213259-PA
OG0002648	HMEL036722g1.t1	DPOGS200438-PA
OG0002649	HMEL035088g1.t1, HMEL008796g1.t1, HMEL014724g1.t1, HMEL035087g1.t1	DPOGS213806-PA
OG0002650	HMEL006712g1.t1	DPOGS201757-PA
OG0002651	HMEL007058g1.t1	DPOGS212780-PA
OG0002651	HMEL007057g1.t1	DPOGS212782-PA
OG0002652	HMEL009346g1.t1	DPOGS212465-PA, DPOGS212464-PA
OG0002653	HMEL007817g1.t1	DPOGS204389-PA
OG0002654	HMEL002524g1.t1	DPOGS211594-PA
OG0002655	HMEL031155g1.t1	DPOGS204390-PA
OG0002657	HMEL009874g1.t1	DPOGS210013-PA
OG0002658	HMEL007824g1.t1	DPOGS204497-PA
OG0002659	HMEL032548g1.t1	DPOGS209128-PA
OG0002660	HMEL012936g1.t1	DPOGS206463-PA
OG0002661	HMEL007532g1.t1	DPOGS209874-PA
OG0002662	HMEL031159g1.t1	DPOGS204393-PA
OG0002663	HMEL009355g1.t1	DPOGS212061-PA, DPOGS212060-PA
OG0002664	HMEL034638g1.t1	DPOGS210020-PA
OG0002665	HMEL012485g1.t1	DPOGS211089-PA
OG0002666	HMEL022456g1.t1, HMEL037551g1.t1	DPOGS213583-PA, DPOGS213582-PA
OG0002667	HMEL034639g1.t1	DPOGS210028-PA
OG0002668	HMEL007489g1.t1, HMEL007493g1.t1	DPOGS200943-PA
OG0002669	HMEL016738g1.t1	DPOGS209247-PA
OG0002670	HMEL032065g1.t1	DPOGS202465-PA
OG0002671	HMEL002515g1.t1	DPOGS200920-PA
OG0002672	HMEL014154g1.t1	DPOGS212710-PA
OG0002673	HMEL022324g1.t1	DPOGS205421-PA
OG0002674	HMEL006724g1.t1	DPOGS203850-PA
OG0002676	HMEL030854g1.t1	DPOGS203649-PA
OG0002677	HMEL016147g1.t1	DPOGS203051-PA
OG0002678	HMEL020782g1.t1	DPOGS209214-PA
OG0002679	HMEL037549g1.t1	DPOGS213579-PA
OG0002680	HMEL031145g1.t1, HMEL031144g1.t1	DPOGS204494-PA
OG0002681	HMEL003592g1.t1	DPOGS201816-PA
OG0002682	HMEL032551g1.t1	DPOGS209131-PA
OG0002683	HMEL013184g1.t1	DPOGS204802-PA
OG0002684	HMEL016996g1.t1	DPOGS211586-PA
OG0002685	HMEL008440g1.t1	DPOGS209122-PA
OG0002686	HMEL003593g1.t1	DPOGS206871-PA
OG0002687	HMEL005362g1.t1	DPOGS201041-PA, DPOGS201047-PA
OG0002688	HMEL037546g1.t1	DPOGS213551-PA, DPOGS200521-PA
OG0002689	HMEL003969g1.t1	DPOGS200963-PA
OG0002690	HMEL014330g1.t1	DPOGS207951-PA
OG0002691	HMEL021712g1.t1	DPOGS213577-PA
OG0002692	HMEL002509g1.t1	DPOGS214568-PA
OG0002693	HMEL002217g1.t1	DPOGS211076-PA
OG0002694	HMEL030340g1.t1	DPOGS212014-PA
OG0002694	HMEL030339g1.t1	DPOGS212013-PA
OG0002695	HMEL007508g1.t1	DPOGS212675-PA, DPOGS212676-PA
OG0002696	HMEL032137g1.t1	DPOGS205980-PA
OG0002697	HMEL014709g1.t1	DPOGS201392-PA
OG0002698	HMEL014211g1.t1	DPOGS207947-PA
OG0002699	HMEL013173g1.t1	DPOGS206278-PA
OG0002700	HMEL021351g1.t1, HMEL017295g1.t1	DPOGS214796-PA
OG0002701	HMEL034304g1.t1	DPOGS209172-PA
OG0002702	HMEL013170g1.t1	DPOGS206280-PA
OG0002703	HMEL035831g1.t1	DPOGS206798-PA
OG0002704	HMEL005531g1.t1	DPOGS204649-PA
OG0002705	HMEL013925g1.t1	DPOGS214483-PA
OG0002706	HMEL034502g1.t1	DPOGS214491-PA
OG0002707	HMEL015858g1.t1	DPOGS201731-PA
OG0002708	HMEL015689g1.t1	DPOGS204482-PA
OG0002709	HMEL015544g1.t1	DPOGS212711-PA
OG0002710	HMEL015685g1.t1	DPOGS204400-PA
OG0002711	HMEL037946g1.t1	DPOGS214574-PA
OG0002712	HMEL014615g1.t1	DPOGS206016-PA
OG0002713	HMEL037949g1.t1	DPOGS214638-PA
OG0002714	HMEL034676g1.t1, HMEL004881g1.t1, HMEL002617g1.t1	DPOGS200561-PA
OG0002715	HMEL002567g1.t1	DPOGS213728-PA
OG0002716	HMEL004850g1.t1	DPOGS206705-PA
OG0002717	HMEL002565g1.t1	DPOGS203760-PA, DPOGS213735-PA
OG0002718	HMEL031136g1.t1	DPOGS204405-PA
OG0002719	HMEL034052g1.t1, HMEL008115g1.t1	DPOGS201597-PA
OG0002721	HMEL005971g1.t1	DPOGS212667-PA
OG0002722	HMEL035129g1.t1	DPOGS206074-PA
OG0002723	HMEL004099g1.t1	DPOGS202013-PA
OG0002724	HMEL009841g1.t1	DPOGS209696-PA
OG0002725	HMEL002562g1.t1	DPOGS203759-PA
OG0002726	HMEL015588g1.t1	DPOGS214944-PA
OG0002727	HMEL035588g1.t1, HMEL016342g1.t1	DPOGS210490-PA
OG0002728	HMEL017982g1.t1	DPOGS201118-PA
OG0002729	HMEL016307g1.t1, HMEL022329g1.t1, HMEL036524g1.t1	DPOGS209703-PA
OG0002730	HMEL007003g1.t1, HMEL031923g1.t1	DPOGS207975-PA
OG0002731	HMEL016870g1.t1	DPOGS200552-PA
OG0002732	HMEL035572g1.t1	DPOGS212741-PA
OG0002733	HMEL031131g1.t1	DPOGS204477-PA
OG0002734	HMEL014549g1.t1	DPOGS201647-PA
OG0002735	HMEL008949g1.t1	DPOGS216029-PA
OG0002736	HMEL002955g1.t1	DPOGS203741-PA
OG0002737	HMEL017925g1.t1	DPOGS203984-PA
OG0002738	HMEL002960g1.t1	DPOGS203740-PA
OG0002739	HMEL016875g1.t1	DPOGS201685-PA
OG0002740	HMEL017316-RA	DPOGS206594-PA
OG0002741	HMEL012117g1.t1	DPOGS205074-PA
OG0002742	HMEL033504g1.t1	DPOGS206595-PA
OG0002744	HMEL012318g1.t1	DPOGS207242-PA
OG0002745	HMEL030276g1.t1	DPOGS215812-PA
OG0002746	HMEL011652g1.t1	DPOGS215813-PA
OG0002747	HMEL033821g1.t1	DPOGS207482-PA
OG0002748	HMEL008940g1.t1	DPOGS216075-PA
OG0002749	HMEL002319g1.t1	DPOGS204328-PA, DPOGS204329-PA
OG0002750	HMEL013527g1.t1	DPOGS203981-PA
OG0002751	HMEL033819g1.t1	DPOGS207483-PA
OG0002752	HMEL006505g1.t1	DPOGS203153-PA
OG0002753	HMEL013353g1.t1	DPOGS203665-PA
OG0002754	HMEL033262g1.t1, HMEL033261g1.t1	DPOGS207061-PA
OG0002755	HMEL006285g1.t1	DPOGS207311-PA
OG0002756	HMEL034666g1.t1	DPOGS201690-PA
OG0002757	HMEL006020g1.t1	DPOGS207992-PA
OG0002758	HMEL037636g1.t1	DPOGS207309-PA
OG0002759	HMEL004630g1.t1	DPOGS210502-PA
OG0002760	HMEL013518g1.t1	DPOGS203958-PA
OG0002761	HMEL003705g1.t1	DPOGS212043-PA
OG0002762	HMEL009246g1.t1, HMEL004633g1.t1	DPOGS210504-PA
OG0002763	HMEL006492g1.t1	DPOGS203216-PA
OG0002764	HMEL034781g1.t1	DPOGS214050-PA
OG0002765	HMEL031940g1.t1	DPOGS215568-PA
OG0002766	HMEL013346g1.t1	DPOGS203825-PA
OG0002767	HMEL011060g1.t1	DPOGS200771-PA
OG0002768	HMEL031604g1.t1	DPOGS211255-PA
OG0002770	HMEL012689g1.t1	DPOGS211254-PA, DPOGS203430-PA
OG0002771	HMEL006246g1.t1	DPOGS204460-PA
OG0002772	HMEL012690g1.t1	DPOGS211256-PA
OG0002773	HMEL006245g1.t1	DPOGS204427-PA
OG0002774	HMEL016786g1.t1	DPOGS208857-PA
OG0002775	HMEL013344g1.t1	DPOGS203670-PA
OG0002777	HMEL004231g1.t1	DPOGS203768-PA, DPOGS200386-PA, DPOGS200385-PA
OG0002778	HMEL013510g1.t1	DPOGS203928-PA
OG0002780	HMEL013505g1.t1	DPOGS203926-PA
OG0002781	HMEL010973g1.t1	DPOGS203163-PA
OG0002782	HMEL010977g1.t1	DPOGS203210-PA, DPOGS203209-PA
OG0002783	HMEL018077g1.t1	DPOGS209318-PA
OG0002784	HMEL002453g1.t1	DPOGS202600-PA
OG0002785	HMEL016664g1.t1	DPOGS213270-PA
OG0002786	HMEL013496g1.t1	DPOGS203967-PA
OG0002787	HMEL002378g1.t1	DPOGS200980-PA
OG0002789	HMEL006874g1.t1	DPOGS206886-PA
OG0002790	HMEL002923g1.t1	DPOGS208859-PA, DPOGS200126-PA
OG0002791	HMEL030323g1.t1	DPOGS212034-PA
OG0002792	HMEL008833g1.t1	DPOGS206602-PA
OG0002793	HMEL038070g1.t1	DPOGS202248-PA
OG0002794	HMEL008838g1.t1	DPOGS206691-PA
OG0002795	HMEL036544g1.t1	DPOGS201071-PA
OG0002796	HMEL009729g1.t1	DPOGS207595-PA
OG0002797	HMEL006595-RA	DPOGS202332-PA
OG0002798	HMEL035524g1.t1	DPOGS206049-PA
OG0002799	HMEL003350g1.t1	DPOGS208081-PA
OG0002800	HMEL008271g1.t1	DPOGS214065-PA
OG0002801	HMEL015174g1.t1	DPOGS204244-PA
OG0002802	HMEL030085g1.t1	DPOGS209669-PA
OG0002803	HMEL018068g1.t1	DPOGS212036-PA
OG0002804	HMEL016902g1.t1	DPOGS206269-PA
OG0002805	HMEL009796g1.t1	DPOGS209413-PA, DPOGS209414-PA
OG0002806	HMEL037015g1.t1	DPOGS208863-PA
OG0002807	HMEL033528g1.t1	DPOGS206610-PA
OG0002808	HMEL016904g1.t1	DPOGS206288-PA, DPOGS206287-PA
OG0002809	HMEL031994g1.t1	DPOGS207552-PA
OG0002810	HMEL035972g1.t1	DPOGS200624-PA, DPOGS200623-PA
OG0002811	HMEL035274g1.t1	DPOGS212436-PA
OG0002812	HMEL031993g1.t1	DPOGS207589-PA
OG0002813	HMEL005491g1.t1	DPOGS200573-PA
OG0002814	HMEL013120g1.t1	DPOGS206264-PA
OG0002815	HMEL016681g1.t1	DPOGS207469-PA
OG0002816	HMEL035491g1.t1, HMEL021699g1.t1, HMEL037655g1.t1	DPOGS207251-PA
OG0002817	HMEL002379g1.t1	DPOGS201030-PA
OG0002818	HMEL018022g1.t1	DPOGS207585-PA
OG0002819	HMEL015159g1.t1	DPOGS204307-PA
OG0002820	HMEL018021g1.t1	DPOGS207558-PA
OG0002821	HMEL014954g1.t1	DPOGS213736-PA, DPOGS212297-PA
OG0002822	HMEL034267g1.t1	DPOGS212250-PA, DPOGS212251-PA
OG0002823	HMEL030670g1.t1	DPOGS206573-PA
OG0002824	HMEL013305g1.t1	DPOGS203696-PA
OG0002825	HMEL005681g1.t1	DPOGS201987-PA
OG0002826	HMEL022278g1.t1, HMEL035170g1.t1	DPOGS205042-PA
OG0002827	HMEL017143g1.t1	DPOGS207561-PA
OG0002828	HMEL012043g1.t1	DPOGS203388-PA
OG0002829	HMEL013133g1.t1	DPOGS204069-PA
OG0002830	HMEL004997g1.t1	DPOGS202694-PA
OG0002831	HMEL008805g1.t1	DPOGS212567-PA, DPOGS212566-PA
OG0002832	HMEL033000g1.t1	DPOGS214204-PA
OG0002833	HMEL006817g1.t1	DPOGS214172-PA
OG0002834	HMEL009427g1.t1	DPOGS207029-PA
OG0002835	HMEL013999g1.t1	DPOGS206444-PA
OG0002836	HMEL016093g1.t1	DPOGS207026-PA
OG0002837	HMEL005011g1.t1	DPOGS214316-PA
OG0002838	HMEL006586g1.t1	DPOGS205636-PA
OG0002839	HMEL006806g1.t1	DPOGS214165-PA
OG0002840	HMEL031630g1.t1	DPOGS207792-PA
OG0002841	HMEL006802g1.t1	DPOGS214210-PA
OG0002842	HMEL031632g1.t1	DPOGS207768-PA
OG0002843	HMEL003899g1.t1	DPOGS208983-PA, DPOGS208982-PA
OG0002844	HMEL011352g1.t1	DPOGS209716-PA
OG0002845	HMEL015622g1.t1	DPOGS207398-PA
OG0002846	HMEL007609g1.t1	DPOGS214844-PA
OG0002847	HMEL015621g1.t1	DPOGS207434-PA
OG0002848	HMEL015133g1.t1	DPOGS204216-PA
OG0002849	HMEL036050g1.t1	DPOGS210669-PA
OG0002850	HMEL012312g1.t1	DPOGS206623-PA
OG0002851	HMEL003893g1.t1	DPOGS208978-PA
OG0002852	HMEL033539g1.t1	DPOGS206672-PA
OG0002853	HMEL036802g1.t1	DPOGS209718-PA
OG0002854	HMEL004781g1.t1	DPOGS214354-PA
OG0002855	HMEL018082g1.t1	DPOGS206580-PA
OG0002856	HMEL034258g1.t1	DPOGS212258-PA
OG0002857	HMEL008894-RA	DPOGS208891-PA
OG0002858	HMEL004639g1.t1, HMEL037175g1.t1, HMEL038128g1.t1	DPOGS204049-PA
OG0002859	HMEL011360g1.t1	DPOGS209731-PA
OG0002860	HMEL010895g1.t1, HMEL036385g1.t1	DPOGS208025-PA
OG0002861	HMEL006829g1.t1	DPOGS205156-PA
OG0002862	HMEL013155-RA	DPOGS212184-PA
