Orthogroup	Heliconius_melpomene_melpomene	Pararge_aegeria
OG0001293	HMEL036239g1.t1, HMEL036240g1.t1, HMEL036238g1.t1, HMEL036242g1.t1	XP_039750857.1, XP_039750875.1
OG0001296	HMEL036284g1.t1, HMEL030603g1.t1	XP_039757344.1, XP_039755553.1, XP_039764333.1, XP_039753330.1, XP_039750779.1, XP_039751387.1, XP_039748169.1, XP_039760393.1, XP_039763066.1, XP_039756626.1
OG0001302	HMEL034092g1.t1	XP_039762312.1, XP_039762311.1
OG0001303	HMEL006753g1.t1	XP_039757077.1
OG0001304	HMEL006754g1.t1	XP_039756811.1
OG0001305	HMEL031807g1.t1, HMEL005061g1.t1	XP_039748578.1, XP_039748577.1
OG0001307	HMEL021108g1.t1	XP_039750247.1, XP_039750248.1, XP_039750246.1
OG0001308	HMEL009501g1.t1	XP_039760230.1, XP_039760231.1
OG0001309	HMEL020285g1.t1	XP_039757523.1, XP_039757520.1, XP_039757525.1, XP_039757521.1, XP_039757519.1, XP_039757522.1
OG0001310	HMEL008123g1.t1	XP_039762097.1, XP_039762096.1
OG0001311	HMEL017127g1.t1	XP_039753048.1
OG0001312	HMEL035396g1.t1	XP_039752818.1, XP_039752819.1
OG0001314	HMEL033207g1.t1	XP_039758661.1
OG0001315	HMEL002195g1.t1	XP_039747968.1, XP_039747965.1, XP_039747967.1, XP_039747966.1
OG0001316	HMEL013537g1.t1	XP_039760150.1
OG0001318	HMEL016976g1.t1	XP_039760692.1
OG0001319	HMEL012154g1.t1	XP_039749732.1, XP_039749729.1, XP_039749731.1
OG0001320	HMEL037453g1.t1	XP_039755284.1
OG0001321	HMEL012791g1.t1, HMEL008224g1.t1, HMEL035401g1.t1	XP_039752455.1
OG0001322	HMEL012792g1.t1, HMEL002147g1.t1, HMEL008225g1.t1	XP_039752091.1
OG0001323	HMEL034033g1.t1	XP_039762404.1
OG0001324	HMEL013004g1.t1	XP_039757034.1
OG0001325	HMEL007717g1.t1	XP_039764004.1
OG0001326	HMEL014787g1.t1	XP_039754919.1, XP_039755244.1
OG0001327	HMEL016574g1.t1	XP_039746704.1
OG0001328	HMEL031400g1.t1	XP_039752499.1
OG0001331	HMEL012998g1.t1	XP_039756943.1
OG0001333	HMEL032244g1.t1	XP_039748485.1
OG0001335	HMEL004743g1.t1	XP_039752912.1
OG0001336	HMEL037460g1.t1	XP_039755306.1
OG0001337	HMEL035404g1.t1	XP_039751837.1
OG0001338	HMEL009345g1.t1	XP_039747851.1
OG0001339	HMEL007407g1.t1	XP_039748053.1
OG0001341	HMEL010160g1.t1	XP_039762446.1
OG0001342	HMEL015559g1.t1	XP_039761208.1, XP_039761293.1
OG0001344	HMEL035408g1.t1	XP_039752802.1
OG0001345	HMEL005557g1.t1	XP_039765421.1, XP_039765420.1, XP_039765419.1
OG0001346	HMEL003956g1.t1	XP_039764683.1
OG0001348	HMEL002359g1.t1	XP_039760638.1
OG0001349	HMEL002358g1.t1	XP_039760519.1
OG0001350	HMEL016880g1.t1	XP_039760581.1
OG0001352	HMEL037839g1.t1	XP_039758109.1, XP_039758111.1, XP_039758110.1, XP_039758108.1
OG0001353	HMEL014831g1.t1	XP_039762354.1, XP_039762353.1, XP_039762352.1
OG0001354	HMEL014819g1.t1	XP_039762402.1
OG0001355	HMEL037893g1.t1	XP_039757908.1, XP_039758027.1
OG0001356	HMEL032358g1.t1	XP_039759321.1
OG0001358	HMEL015426g1.t1	XP_039765536.1
OG0001359	HMEL002590g1.t1	XP_039753472.1
OG0001360	HMEL035367g1.t1	XP_039752039.1, XP_039752041.1, XP_039752040.1
OG0001361	HMEL005612g1.t1, HMEL005611g1.t1	XP_039746214.1, XP_039746097.1
OG0001362	HMEL009004g1.t1	XP_039749828.1
OG0001363	HMEL008726g1.t1	XP_039746017.1
OG0001364	HMEL007653g1.t1, HMEL016062g1.t1	XP_039748200.1
OG0001365	HMEL017017g1.t1	XP_039746915.1, XP_039746914.1
OG0001366	HMEL012190g1.t1	XP_039763630.1, XP_039763628.1, XP_039763629.1
OG0001368	HMEL012191g1.t1	XP_039763088.1, XP_039763625.1
OG0001369	HMEL011789g1.t1	XP_039749141.1
OG0001370	HMEL011628g1.t1, HMEL011625g1.t1	XP_039760702.1
OG0001371	HMEL008408g1.t1	XP_039749891.1
OG0001373	HMEL015084g1.t1, HMEL031223g1.t1	XP_039745437.1
OG0001374	HMEL009642g1.t1	XP_039754894.1, XP_039754886.1, XP_039754879.1
OG0001376	HMEL031273g1.t1	XP_039765362.1
OG0001377	HMEL011336g1.t1, HMEL034081g1.t1, HMEL010557g1.t1	XP_039748165.1
OG0001378	HMEL032110g1.t1	XP_039748265.1
OG0001379	HMEL010016g1.t1	XP_039745331.1, XP_039745330.1
OG0001380	HMEL025047g1.t1	XP_039764219.1
OG0001381	HMEL010148g1.t1	XP_039761973.1
OG0001382	HMEL016262g1.t1	XP_039756130.1
OG0001383	HMEL033959g1.t1	XP_039745946.1
OG0001384	HMEL016082g1.t1	XP_039762783.1, XP_039764237.1, XP_039764269.1
OG0001385	HMEL008986g1.t1	XP_039749675.1
OG0001386	HMEL010446g1.t1	XP_039754451.1
OG0001387	HMEL017044g1.t1	XP_039747348.1, XP_039747347.1
OG0001388	HMEL032930g1.t1	XP_039754429.1
OG0001389	HMEL008991g1.t1	XP_039749902.1
OG0001391	HMEL034938g1.t1	XP_039751294.1
OG0001392	HMEL009623g1.t1	XP_039747512.1
OG0001393	HMEL006999g1.t1	XP_039749067.1
OG0001394	HMEL016218g1.t1	XP_039754943.1
OG0001395	HMEL032287g1.t1	XP_039748324.1
OG0001396	HMEL009522g1.t1	XP_039748191.1
OG0001397	HMEL003408g1.t1	XP_039762864.1
OG0001398	HMEL003515g1.t1, HMEL022565g1.t1	XP_039760531.1
OG0001399	HMEL014564g1.t1	XP_039752126.1
OG0001400	HMEL007642g1.t1	XP_039757805.1, XP_039757807.1, XP_039757808.1, XP_039757806.1
OG0001401	HMEL012924g1.t1	XP_039750656.1
OG0001402	HMEL002720g1.t1	XP_039753366.1, XP_039753367.1
OG0001402	HMEL038074g1.t1	XP_039758144.1
OG0001404	HMEL016225g1.t1, HMEL016224g1.t1	XP_039754612.1
OG0001405	HMEL034631g1.t1	XP_039760744.1
OG0001406	HMEL002726g1.t1	XP_039753546.1, XP_039753545.1
OG0001407	HMEL021313g1.t1	XP_039752299.1
OG0001408	HMEL022657g1.t1	XP_039762587.1
OG0001409	HMEL014177g1.t1, HMEL032874g1.t1	XP_039764119.1, XP_039754175.1
OG0001410	HMEL037963g1.t1	XP_039757905.1
OG0001410	HMEL005584g1.t1	XP_039758006.1
OG0001411	HMEL032872g1.t1	XP_039753955.1
OG0001412	HMEL015054g1.t1	XP_039756667.1
OG0001413	HMEL005064g1.t1, HMEL008596g1.t1	XP_039751578.1
OG0001415	HMEL031826g1.t1	XP_039748916.1, XP_039748913.1
OG0001416	HMEL037192g1.t1	XP_039762472.1
OG0001417	HMEL032477g1.t1	XP_039759248.1
OG0001418	HMEL014142g1.t1	XP_039752660.1, XP_039752677.1, XP_039752651.1, XP_039752668.1
OG0001419	HMEL030737g1.t1	XP_039760343.1, XP_039760355.1, XP_039760337.1, XP_039760348.1
OG0001420	HMEL017215g1.t1	XP_039765082.1, XP_039765081.1
OG0001421	HMEL014898g1.t1	XP_039759878.1
OG0001422	HMEL020501g1.t1, HMEL032224g1.t1	XP_039748075.1
OG0001423	HMEL025049-RA	XP_039750623.1
OG0001424	HMEL012199g1.t1	XP_039763105.1, XP_039763106.1
OG0001427	HMEL034838g1.t1	XP_039751573.1, XP_039751570.1, XP_039751571.1, XP_039751572.1
OG0001428	HMEL010553g1.t1	XP_039763658.1, XP_039763659.1, XP_039763657.1
OG0001430	HMEL014632g1.t1	XP_039760154.1
OG0001432	HMEL012734g1.t1, HMEL012221g1.t1	XP_039763710.1
OG0001433	HMEL017163-RA	XP_039747168.1
OG0001434	HMEL032488g1.t1	XP_039759142.1
OG0001435	HMEL003817g1.t1, HMEL004985g1.t1	XP_039747067.1, XP_039747066.1
OG0001436	HMEL037395g1.t1	XP_039747959.1
OG0001437	HMEL008753g1.t1	XP_039751175.1, XP_039751176.1
OG0001438	HMEL035164g1.t1	XP_039746690.1, XP_039747307.1
OG0001439	HMEL005738g1.t1	XP_039748591.1
OG0001440	HMEL008593g1.t1	XP_039757669.1
OG0001441	HMEL008703g1.t1	XP_039754472.1, XP_039754473.1
OG0001442	HMEL011914g1.t1	XP_039753712.1
OG0001443	HMEL008542g1.t1	XP_039759440.1
OG0001445	HMEL013447g1.t1	XP_039762254.1, XP_039762235.1, XP_039762236.1
OG0001446	HMEL017847g1.t1	XP_039755714.1
OG0001447	HMEL005406g1.t1	XP_039748741.1
OG0001448	HMEL015712g1.t1	XP_039759872.1, XP_039759873.1, XP_039759871.1
OG0001449	HMEL003260g1.t1	XP_039751646.1
OG0001450	HMEL032514g1.t1	XP_039759024.1
OG0001451	HMEL008707g1.t1	XP_039754035.1
OG0001452	HMEL032521g1.t1	XP_039759586.1
OG0001453	HMEL034143g1.t1	XP_039762310.1, XP_039761905.1
OG0001454	HMEL006651g1.t1	XP_039759817.1, XP_039759818.1
OG0001455	HMEL033872g1.t1	XP_039745573.1
OG0001456	HMEL013679g1.t1	XP_039755344.1
OG0001457	HMEL006548g1.t1	XP_039765366.1
OG0001458	HMEL022148g1.t1	XP_039755440.1, XP_039755441.1
OG0001459	HMEL037574g1.t1	XP_039755540.1, XP_039755539.1
OG0001460	HMEL002157g1.t1	XP_039764221.1, XP_039763384.1
OG0001461	HMEL008842g1.t1	XP_039762603.1, XP_039762606.1, XP_039762605.1, XP_039762604.1
OG0001462	HMEL004290g1.t1	XP_039751086.1
OG0001463	HMEL003422g1.t1	XP_039756040.1
OG0001464	HMEL012285g1.t1	XP_039746907.1, XP_039746906.1
OG0001465	HMEL003427g1.t1	XP_039756056.1
OG0001466	HMEL030790g1.t1	XP_039762168.1, XP_039762174.1
OG0001467	HMEL037412g1.t1	XP_039747645.1
OG0001468	HMEL032190g1.t1	XP_039747779.1
OG0001469	HMEL008349g1.t1	XP_039756746.1
OG0001470	HMEL009954g1.t1, HMEL005591g1.t1	XP_039755908.1
OG0001472	HMEL008055g1.t1	XP_039751368.1, XP_039751369.1, XP_039751367.1
OG0001473	HMEL004569g1.t1	XP_039762035.1
OG0001474	HMEL009339g1.t1	XP_039748159.1, XP_039748160.1, XP_039748158.1
OG0001475	HMEL003053g1.t1	XP_039748208.1
OG0001476	HMEL009340g1.t1	XP_039747643.1, XP_039747642.1
OG0001477	HMEL032186g1.t1, HMEL012582g1.t1, HMEL032185g1.t1	XP_039747591.1
OG0001478	HMEL031892g1.t1	XP_039749155.1
OG0001479	HMEL006707g1.t1	XP_039752980.1, XP_039752971.1
OG0001480	HMEL036724g1.t1	XP_039756470.1
OG0001481	HMEL037917g1.t1, HMEL037918g1.t1	XP_039757783.1
OG0001482	HMEL007963g1.t1	XP_039750565.1
OG0001483	HMEL031152g1.t1	XP_039745039.1
OG0001484	HMEL009872g1.t1	XP_039756760.1
OG0001485	HMEL002517g1.t1	XP_039749054.1
OG0001486	HMEL036085g1.t1	XP_039750280.1
OG0001487	HMEL012051g1.t1	XP_039751182.1, XP_039751645.1
OG0001488	HMEL013180g1.t1	XP_039760557.1, XP_039760554.1, XP_039760553.1, XP_039760552.1
OG0001489	HMEL007510g1.t1	XP_039746201.1, XP_039750312.1
OG0001490	HMEL034496g1.t1	XP_039760957.1, XP_039760956.1
OG0001491	HMEL005299g1.t1	XP_039755780.1
OG0001491	HMEL014064g1.t1	XP_039746829.1
OG0001492	HMEL012851g1.t1	XP_039763807.1, XP_039763806.1, XP_039763805.1
OG0001494	HMEL032144g1.t1	XP_039747924.1
OG0001495	HMEL013609g1.t1	XP_039760300.1
OG0001496	HMEL014221g1.t1	XP_039762038.1, XP_039762039.1
OG0001497	HMEL011823g1.t1	XP_039747625.1
OG0001498	HMEL037702g1.t1	XP_039755271.1
OG0001499	HMEL038091g1.t1	XP_039757438.1
OG0001500	HMEL022328g1.t1, HMEL016306g1.t1	XP_039758714.1
OG0001502	HMEL012673g1.t1	XP_039753113.1
OG0001503	HMEL008312g1.t1	XP_039752222.1
OG0001504	HMEL013747g1.t1	XP_039747615.1
OG0001505	HMEL006947g1.t1	XP_039757966.1, XP_039757980.1, XP_039757972.1
OG0001506	HMEL038105g1.t1, HMEL021832g1.t1	XP_039758152.1
OG0001507	HMEL012974g1.t1	XP_039759792.1, XP_039759793.1, XP_039759794.1
OG0001508	HMEL007006g1.t1	XP_039749107.1, XP_039749108.1
OG0001509	HMEL006950g1.t1	XP_039757386.1
OG0001511	HMEL006952g1.t1	XP_039759240.1, XP_039759233.1
OG0001512	HMEL005396g1.t1	XP_039754261.1
OG0001513	HMEL016898g1.t1	XP_039760662.1
OG0001514	HMEL006491g1.t1	XP_039755054.1
OG0001515	HMEL013345g1.t1	XP_039754948.1
OG0001516	HMEL016503g1.t1	XP_039755265.1, XP_039755264.1
OG0001518	HMEL016921g1.t1	XP_039749225.1
OG0001519	HMEL010966g1.t1	XP_039755029.1
OG0001520	HMEL010501g1.t1	XP_039752217.1
OG0001521	HMEL010499g1.t1	XP_039752572.1, XP_039751967.1, XP_039752372.1
OG0001522	HMEL011639g1.t1	XP_039764189.1
OG0001523	HMEL030831g1.t1	XP_039753871.1, XP_039753880.1
OG0001524	HMEL038009g1.t1	XP_039757758.1
OG0001525	HMEL037021g1.t1	XP_039749832.1
OG0001526	HMEL005553-RA	XP_039758402.1, XP_039758403.1
OG0001528	HMEL009102g1.t1, HMEL021756g1.t1, HMEL032000g1.t1	XP_039749086.1
OG0001529	HMEL018069g1.t1	XP_039759892.1, XP_039759891.1
OG0001531	HMEL034512g1.t1	XP_039761092.1
OG0001532	HMEL006869g1.t1	XP_039752483.1, XP_039752484.1
OG0001533	HMEL005226g1.t1, HMEL035035g1.t1, HMEL036595g1.t1, HMEL031211g1.t1, HMEL007277g1.t1	XP_039764069.1
OG0001534	HMEL006579g1.t1	XP_039756920.1
OG0001535	HMEL013314g1.t1	XP_039760193.1
OG0001536	HMEL008272g1.t1	XP_039751482.1
OG0001537	HMEL037456g1.t1	XP_039750272.1
OG0001537	HMEL007281g1.t1	XP_039763556.1
OG0001538	HMEL031995g1.t1	XP_039748989.1
OG0001539	HMEL015171g1.t1	XP_039765800.1
OG0001540	HMEL016677g1.t1	XP_039745692.1
OG0001542	HMEL013122g1.t1	XP_039760399.1, XP_039760594.1
OG0001543	HMEL006852g1.t1	XP_039752123.1
OG0001544	HMEL004553g1.t1	XP_039754257.1, XP_039754256.1, XP_039754258.1
OG0001546	HMEL037654g1.t1, HMEL026005g1.t1	XP_039755564.1
OG0001547	HMEL013125g1.t1	XP_039760657.1
OG0001548	HMEL017106g1.t1	XP_039749487.1
OG0001549	HMEL017139g1.t1, HMEL017140g1.t1	XP_039748777.1
OG0001550	HMEL008814g1.t1	XP_039764135.1, XP_039764133.1, XP_039764132.1
OG0001551	HMEL004996g1.t1	XP_039757810.1
OG0001552	HMEL015141g1.t1	XP_039765681.1
OG0001553	HMEL009421g1.t1	XP_039752172.1, XP_039752173.1
OG0001554	HMEL005016g1.t1	XP_039759155.1
OG0001555	HMEL006816g1.t1	XP_039764590.1, XP_039764589.1, XP_039764591.1
OG0001556	HMEL006808g1.t1	XP_039765115.1, XP_039765114.1, XP_039765113.1
OG0001557	HMEL031578g1.t1	XP_039752955.1
OG0001558	HMEL007616g1.t1	XP_039759940.1, XP_039759941.1, XP_039759939.1, XP_039759942.1
OG0001559	HMEL017564g1.t1	XP_039753039.1, XP_039753034.1
OG0001560	HMEL037679g1.t1	XP_039755309.1
OG0001561	HMEL012293g1.t1	XP_039746747.1
OG0001563	HMEL011363g1.t1	XP_039756185.1
OG0001564	HMEL005447g1.t1	XP_039748058.1
OG0001565	HMEL008155g1.t1, HMEL035719g1.t1, HMEL031255g1.t1, HMEL017808g1.t1	XP_039758569.1
OG0001566	HMEL015459g1.t1	XP_039752429.1, XP_039752426.1, XP_039752428.1
OG0001567	HMEL014556g1.t1	XP_039750485.1, XP_039750483.1, XP_039750484.1
OG0001568	HMEL006080g1.t1	XP_039757390.1
OG0001569	HMEL015765g1.t1	XP_039755486.1
OG0001570	HMEL036038g1.t1	XP_039750961.1, XP_039750960.1
OG0001572	HMEL031983g1.t1	XP_039748790.1, XP_039748788.1
OG0001573	HMEL032085g1.t1	XP_039747538.1
OG0001574	HMEL007698g1.t1	XP_039746777.1
OG0001575	HMEL004647g1.t1	XP_039759947.1
OG0001576	HMEL032738g1.t1	XP_039754559.1
OG0001577	HMEL031107g1.t1	XP_039765716.1
OG0001578	HMEL030889g1.t1	XP_039755377.1
OG0001579	HMEL003344-RA	XP_039765723.1, XP_039765722.1
OG0001580	HMEL009715g1.t1	XP_039758699.1
OG0001581	HMEL015180g1.t1	XP_039765478.1
OG0001582	HMEL031064g1.t1	XP_039765781.1
OG0001583	HMEL014990g1.t1	XP_039761620.1
OG0001584	HMEL015185g1.t1	XP_039745361.1
OG0001585	HMEL012101g1.t1	XP_039763348.1
OG0001586	HMEL014998g1.t1	XP_039761614.1, XP_039761615.1, XP_039761616.1, XP_039761617.1
OG0001587	HMEL006750g1.t1, HMEL006749g1.t1	XP_039758938.1, XP_039758939.1
OG0001588	HMEL003677g1.t1	XP_039758799.1
OG0001589	HMEL036820g1.t1	XP_039756425.1
OG0001590	HMEL002125g1.t1	XP_039752580.1, XP_039752608.1
OG0001591	HMEL017468g1.t1	XP_039757047.1
OG0001592	HMEL036027g1.t1	XP_039750463.1
OG0001593	HMEL015947g1.t1	XP_039752613.1
OG0001594	HMEL007749g1.t1	XP_039748597.1
OG0001595	HMEL010115g1.t1	XP_039757987.1, XP_039757984.1, XP_039757985.1, XP_039757986.1
OG0001596	HMEL037603g1.t1	XP_039755687.1
OG0001596	HMEL037602g1.t1	XP_039755684.1
OG0001597	HMEL011387g1.t1	XP_039765053.1
OG0001598	HMEL009428g1.t1	XP_039754452.1
OG0001599	HMEL015929g1.t1, HMEL035874g1.t1, HMEL037288g1.t1, HMEL035634g1.t1, HMEL030834g1.t1, HMEL021207g1.t1	XP_039761439.1
OG0001600	HMEL003438g1.t1	XP_039764307.1, XP_039763087.1, XP_039764328.1, XP_039752854.1
OG0001601	HMEL004766g1.t1	XP_039749451.1, XP_039749452.1
OG0001602	HMEL017425g1.t1	XP_039758235.1, XP_039758236.1
OG0001603	HMEL010618g1.t1	XP_039752017.1
OG0001604	HMEL014373g1.t1	XP_039752128.1, XP_039752130.1, XP_039752131.1
OG0001605	HMEL015465g1.t1	XP_039751954.1
OG0001605	HMEL033343g1.t1	XP_039752195.1
OG0001607	HMEL015290g1.t1	XP_039765861.1, XP_039765559.1
OG0001608	HMEL037712g1.t1	XP_039755545.1
OG0001609	HMEL030026g1.t1	XP_039761575.1
OG0001611	HMEL015997g1.t1	XP_039749959.1, XP_039749960.1
OG0001612	HMEL000061g1.t1	XP_039754096.1
OG0001613	HMEL000056g1.t1	XP_039754356.1
OG0001614	HMEL003784g1.t1	XP_039761581.1
OG0001615	HMEL010621g1.t1	XP_039748653.1
OG0001616	HMEL020101g1.t1, HMEL036871g1.t1	XP_039756696.1
OG0001617	HMEL037119g1.t1	XP_039749569.1
OG0001618	HMEL037120g1.t1	XP_039749573.1, XP_039749572.1
OG0001619	HMEL003013g1.t1, HMEL006294g1.t1, HMEL016620g1.t1	XP_039751498.1
OG0001620	HMEL014313g1.t1	XP_039756794.1
OG0001621	HMEL003531g1.t1	XP_039752948.1
OG0001622	HMEL036356g1.t1	XP_039758579.1, XP_039758581.1
OG0001623	HMEL015222g1.t1	XP_039745442.1
OG0001625	HMEL035985g1.t1, HMEL035986g1.t1	XP_039750595.1
OG0001626	HMEL006157g1.t1	XP_039763113.1
OG0001627	HMEL002683g1.t1	XP_039751062.1
OG0001629	HMEL009180g1.t1	XP_039755588.1
OG0001630	HMEL002017g1.t1, HMEL032674g1.t1	XP_039753835.1, XP_039753836.1
OG0001631	HMEL009186g1.t1	XP_039753824.1
OG0001632	HMEL003126g1.t1	XP_039746478.1, XP_039746496.1, XP_039746487.1, XP_039746513.1, XP_039746505.1
OG0001634	HMEL002697g1.t1	XP_039751214.1
OG0001635	HMEL012324g1.t1, HMEL014796g1.t1	XP_039753684.1
OG0001637	HMEL017754-RA	XP_039749966.1
OG0001638	HMEL013281g1.t1, HMEL033388g1.t1	XP_039751932.1
OG0001640	HMEL037155g1.t1	XP_039749969.1, XP_039749970.1
OG0001641	HMEL013273g1.t1	XP_039752595.1
OG0001642	HMEL013264g1.t1	XP_039751879.1, XP_039751880.1
OG0001643	HMEL031002g1.t1	XP_039745253.1, XP_039745252.1, XP_039745251.1, XP_039745254.1
OG0001644	HMEL017948g1.t1	XP_039763781.1, XP_039763782.1, XP_039763783.1
OG0001645	HMEL017359g1.t1	XP_039764940.1, XP_039764950.1, XP_039764928.1, XP_039764918.1
OG0001648	HMEL030593g1.t1, HMEL030591g1.t1	XP_039752542.1
OG0001649	HMEL007097g1.t1	XP_039745589.1
OG0001650	HMEL033123g1.t1	XP_039765029.1
OG0001651	HMEL013258g1.t1	XP_039751919.1
OG0001652	HMEL013261g1.t1	XP_039764413.1
OG0001653	HMEL006882g1.t1, HMEL021508g1.t1	XP_039746980.1
OG0001656	HMEL007516g1.t1	XP_039745395.1
OG0001659	HMEL013941g1.t1	XP_039755619.1, XP_039755618.1
OG0001660	HMEL006855g1.t1	XP_039751979.1, XP_039751978.1
OG0001662	HMEL014508g1.t1	XP_039748898.1
OG0001670	HMEL015026g1.t1	XP_039752328.1
OG0001672	HMEL004018g1.t1	XP_039750874.1
OG0001673	HMEL016816g1.t1	XP_039750977.1
OG0001674	HMEL011251g1.t1	XP_039748470.1, XP_039748469.1
OG0001675	HMEL033641g1.t1	XP_039757112.1, XP_039757113.1
OG0001676	HMEL006197g1.t1	XP_039760651.1
OG0001677	HMEL009488g1.t1	XP_039760334.1
OG0001678	HMEL015080g1.t1	XP_039765920.1
OG0001680	HMEL010289g1.t1	XP_039756447.1
OG0001681	HMEL013221g1.t1	XP_039762345.1, XP_039762343.1, XP_039762344.1, XP_039761455.1
OG0001682	HMEL036377g1.t1	XP_039758468.1, XP_039758467.1
OG0001683	HMEL008376g1.t1	XP_039750302.1, XP_039750303.1, XP_039750304.1
OG0001684	HMEL008377g1.t1	XP_039750695.1, XP_039750693.1
OG0001685	HMEL014531g1.t1	XP_039761780.1, XP_039761781.1
OG0001686	HMEL006188-RA	XP_039760792.1
OG0001687	HMEL008375g1.t1	XP_039750239.1, XP_039750238.1
OG0001688	HMEL014602g1.t1, HMEL036376g1.t1	XP_039758774.1, XP_039758773.1
OG0001689	HMEL010809g1.t1	XP_039762773.1
OG0001690	HMEL007410g1.t1	XP_039758088.1
OG0001691	HMEL004470g1.t1	XP_039751825.1
OG0001692	HMEL012787g1.t1	XP_039752165.1, XP_039752166.1
OG0001693	HMEL003868g1.t1	XP_039760126.1, XP_039760125.1
OG0001694	HMEL036695g1.t1	XP_039761835.1
OG0001695	HMEL022656g1.t1	XP_039753720.1, XP_039753443.1
OG0001696	HMEL017653g1.t1	XP_039759693.1
OG0001697	HMEL007829g1.t1	XP_039754513.1, XP_039754514.1
OG0001698	HMEL034009g1.t1	XP_039745999.1, XP_039745998.1, XP_039745996.1, XP_039745997.1
OG0001699	HMEL034007g1.t1	XP_039745952.1, XP_039745950.1
OG0001700	HMEL013466g1.t1, HMEL002734g1.t1	XP_039762325.1
OG0001701	HMEL016388g1.t1	XP_039747919.1
OG0001702	HMEL004472g1.t1	XP_039752381.1, XP_039752383.1, XP_039752382.1
OG0001703	HMEL009821g1.t1, HMEL033426g1.t1	XP_039763276.1, XP_039763275.1
OG0001704	HMEL022523g1.t1	XP_039762961.1
OG0001705	HMEL016375g1.t1	XP_039748723.1
OG0001706	HMEL010152g1.t1	XP_039761971.1
OG0001707	HMEL022501g1.t1	XP_039762832.1
OG0001709	HMEL002991g1.t1	XP_039756000.1
OG0001710	HMEL003059g1.t1	XP_039760828.1
OG0001711	HMEL006069g1.t1	XP_039761122.1
OG0001713	HMEL014145g1.t1	XP_039761657.1, XP_039761655.1, XP_039761656.1
OG0001714	HMEL006071g1.t1	XP_039761023.1, XP_039761022.1
OG0001715	HMEL031787g1.t1	XP_039749102.1
OG0001716	HMEL021844g1.t1	XP_039749051.1
OG0001717	HMEL014765g1.t1	XP_039754843.1
OG0001718	HMEL037832g1.t1	XP_039757617.1
OG0001719	HMEL010808g1.t1	XP_039762639.1, XP_039762638.1
OG0001720	HMEL032404g1.t1	XP_039759108.1
OG0001721	HMEL015557g1.t1	XP_039761317.1, XP_039761326.1
OG0001722	HMEL014760g1.t1	XP_039755039.1
OG0001722	HMEL034401g1.t1	XP_039755239.1
OG0001723	HMEL010067g1.t1	XP_039754635.1
OG0001724	HMEL007249g1.t1	XP_039747334.1
OG0001725	HMEL014498g1.t1	XP_039765865.1
OG0001726	HMEL015547g1.t1	XP_039761235.1
OG0001727	HMEL035386g1.t1	XP_039751759.1
OG0001728	HMEL004136g1.t1	XP_039754993.1
OG0001731	HMEL012076g1.t1, HMEL037843g1.t1	XP_039757729.1
OG0001733	HMEL013041g1.t1	XP_039763212.1
OG0001734	HMEL034432g1.t1	XP_039761144.1
OG0001735	HMEL002273g1.t1	XP_039755235.1
OG0001736	HMEL032918g1.t1	XP_039754315.1
OG0001737	HMEL013208g1.t1	XP_039764465.1
OG0001738	HMEL014519-RA	XP_039746370.1
OG0001739	HMEL021960g1.t1, HMEL030447g1.t1, HMEL009803g1.t1, HMEL006003g1.t1	XP_039757445.1
OG0001740	HMEL030714g1.t1	XP_039759366.1, XP_039759375.1
OG0001742	HMEL016003g1.t1	XP_039756643.1, XP_039756200.1
OG0001743	HMEL016005g1.t1	XP_039756160.1
OG0001744	HMEL011818g1.t1	XP_039751503.1
OG0001745	HMEL005250g1.t1	XP_039761247.1, XP_039761249.1, XP_039761248.1
OG0001747	HMEL035265g1.t1, HMEL035264g1.t1	XP_039747052.1
OG0001748	HMEL014822g1.t1	XP_039762103.1
OG0001749	HMEL003458g1.t1	XP_039759533.1, XP_039759531.1, XP_039759532.1
OG0001750	HMEL002059g1.t1	XP_039752115.1
OG0001751	HMEL010786g1.t1	XP_039762970.1
OG0001752	HMEL036277g1.t1	XP_039750834.1, XP_039750835.1
OG0001753	HMEL013310g1.t1	XP_039756669.1
OG0001754	HMEL008077g1.t1	XP_039757401.1, XP_039757055.1
OG0001755	HMEL010773g1.t1	XP_039760272.1
OG0001756	HMEL005376g1.t1	XP_039752408.1
OG0001757	HMEL009003g1.t1	XP_039749447.1, XP_039749445.1
OG0001758	HMEL003474g1.t1	XP_039750251.1
OG0001759	HMEL032960g1.t1	XP_039753884.1
OG0001760	HMEL003915g1.t1	XP_039760607.1
OG0001761	HMEL003470g1.t1	XP_039750954.1, XP_039750956.1, XP_039750955.1
OG0001762	HMEL016022g1.t1	XP_039756754.1, XP_039756753.1
OG0001763	HMEL017603g1.t1	XP_039751523.1, XP_039751522.1, XP_039751525.1, XP_039751524.1
OG0001764	HMEL031439g1.t1	XP_039745557.1
OG0001765	HMEL017672g1.t1	XP_039747523.1, XP_039747522.1
OG0001766	HMEL006916g1.t1	XP_039760357.1
OG0001767	HMEL020746g1.t1	XP_039755340.1
OG0001768	HMEL007885g1.t1	XP_039757151.1
OG0001769	HMEL006360g1.t1	XP_039759016.1
OG0001770	HMEL017542g1.t1	XP_039756852.1
OG0001771	HMEL017931g1.t1	XP_039763978.1
OG0001772	HMEL004921g1.t1	XP_039762761.1
OG0001774	HMEL016272g1.t1	XP_039756058.1
