Orthogroup	Heliconius_melpomene_melpomene	Maniola_hyperantus
OG0002374	HMEL033658g1.t1	XP_034832588.1
OG0002375	HMEL006361g1.t1	XP_034835500.1
OG0002377	HMEL035361g1.t1	XP_034827684.1, XP_034827683.1
OG0002378	HMEL034456g1.t1	XP_034836772.1
OG0002379	HMEL035360g1.t1	XP_034827770.1
OG0002380	HMEL013924g1.t1	XP_034837035.1
OG0002381	HMEL005842g1.t1	XP_034836795.1
OG0002382	HMEL016271g1.t1	XP_034834673.1
OG0002383	HMEL010021g1.t1	XP_034841065.1, XP_034841063.1
OG0002384	HMEL009647g1.t1	XP_034838130.1
OG0002385	HMEL016265g1.t1	XP_034834662.1
OG0002386	HMEL031523g1.t1	XP_034831726.1
OG0002387	HMEL037490g1.t1	XP_034831100.1
OG0002388	HMEL010017g1.t1	XP_034841069.1
OG0002389	HMEL035354g1.t1	XP_034828083.1
OG0002390	HMEL015826g1.t1	XP_034825295.1
OG0002391	HMEL009652g1.t1	XP_034834925.1
OG0002392	HMEL020079g1.t1, HMEL038001g1.t1, HMEL038000g1.t1	XP_034833827.1
OG0002393	HMEL012591g1.t1	XP_034832441.1
OG0002394	HMEL017534g1.t1	XP_034832686.1
OG0002395	HMEL017797g1.t1, HMEL037491g1.t1	XP_034831625.1
OG0002396	HMEL037998g1.t1	XP_034833692.1
OG0002397	HMEL002225g1.t1	XP_034825347.1
OG0002398	HMEL008987g1.t1	XP_034830187.1
OG0002399	HMEL016957g1.t1	XP_034837392.1
OG0002400	HMEL031408g1.t1	XP_034826021.1
OG0002401	HMEL020811g1.t1	XP_034835652.1
OG0002402	HMEL013239g1.t1	XP_034838209.1
OG0002403	HMEL035834g1.t1	XP_034839262.1, XP_034839263.1
OG0002404	HMEL004608g1.t1, HMEL012587-RA	XP_034832102.1
OG0002405	HMEL016133g1.t1	XP_034838728.1, XP_034838727.1
OG0002406	HMEL013047g1.t1	XP_034839151.1
OG0002407	HMEL003436g1.t1	XP_034837349.1
OG0002408	HMEL016136g1.t1	XP_034838482.1
OG0002409	HMEL032448g1.t1	XP_034835522.1
OG0002410	HMEL033952g1.t1	XP_034825683.1
OG0002411	HMEL037992g1.t1	XP_034834103.1
OG0002412	HMEL035803g1.t1	XP_034839280.1
OG0002413	HMEL037985g1.t1	XP_034834096.1
OG0002414	HMEL031259g1.t1	XP_034841533.1
OG0002415	HMEL038031g1.t1, HMEL038032g1.t1	XP_034834249.1
OG0002416	HMEL013960g1.t1	XP_034837111.1
OG0002417	HMEL009905g1.t1	XP_034834116.1
OG0002418	HMEL037258g1.t1	XP_034839040.1
OG0002419	HMEL005535g1.t1	XP_034826479.1, XP_034826478.1
OG0002420	HMEL032270g1.t1	XP_034836362.1
OG0002421	HMEL005329g1.t1	XP_034827354.1
OG0002422	HMEL015802g1.t1	XP_034824998.1
OG0002423	HMEL031264g1.t1, HMEL031267g1.t1	XP_034841555.1
OG0002425	HMEL013248g1.t1	XP_034837952.1
OG0002426	HMEL004065g1.t1	XP_034835417.1
OG0002427	HMEL036626g1.t1	XP_034834722.1, XP_034834721.1, XP_034834723.1
OG0002428	HMEL004501g1.t1	XP_034827346.1
OG0002429	HMEL009258g1.t1	XP_034836122.1
OG0002430	HMEL004069g1.t1	XP_034835456.1
OG0002431	HMEL004070g1.t1	XP_034837673.1
OG0002432	HMEL014409g1.t1	XP_034839044.1
OG0002433	HMEL035017g1.t1	XP_034840356.1
OG0002434	HMEL007646g1.t1	XP_034833740.1, XP_034833739.1
OG0002435	HMEL003521g1.t1	XP_034837192.1
OG0002436	HMEL036247g1.t1	XP_034828362.1
OG0002437	HMEL015097g1.t1	XP_034840894.1
OG0002438	HMEL035345g1.t1	XP_034828020.1, XP_034828021.1
OG0002439	HMEL012322g1.t1, HMEL035344g1.t1	XP_034828026.1
OG0002440	HMEL011161g1.t1	XP_034838563.1
OG0002441	HMEL022157g1.t1	XP_034827655.1
OG0002442	HMEL013913g1.t1	XP_034836411.1
OG0002443	HMEL006762-RA, HMEL013859-RA	XP_034830031.1
OG0002444	HMEL036256g1.t1	XP_034828720.1
OG0002445	HMEL014417g1.t1	XP_034838975.1
OG0002446	HMEL004695g1.t1, HMEL021546g1.t1	XP_034828153.1, XP_034828152.1
OG0002447	HMEL005852g1.t1	XP_034836788.1, XP_034836787.1
OG0002449	HMEL030490g1.t1	XP_034836163.1, XP_034836162.1
OG0002450	HMEL017820g1.t1	XP_034835181.1
OG0002451	HMEL003867g1.t1	XP_034836137.1
OG0002452	HMEL004081g1.t1	XP_034835487.1
OG0002453	HMEL011192g1.t1	XP_034838391.1
OG0002455	HMEL033927g1.t1	XP_034825155.1
OG0002456	HMEL013216g1.t1	XP_034838139.1
OG0002457	HMEL035770g1.t1	XP_034839431.1
OG0002459	HMEL032470g1.t1	XP_034835399.1
OG0002460	HMEL014181g1.t1	XP_034830733.1
OG0002461	HMEL032473g1.t1	XP_034835324.1
OG0002463	HMEL005076g1.t1	XP_034836487.1
OG0002464	HMEL015051g1.t1, HMEL015049g1.t1	XP_034834337.1
OG0002465	HMEL015052g1.t1	XP_034834338.1
OG0002466	HMEL032474g1.t1	XP_034835527.1
OG0002467	HMEL022541g1.t1	XP_034838744.1
OG0002469	HMEL013243g1.t1	XP_034838248.1
OG0002470	HMEL022546g1.t1	XP_034839108.1
OG0002471	HMEL020120g1.t1, HMEL002313g1.t1	XP_034831264.1
OG0002472	HMEL014446g1.t1	XP_034838740.1
OG0002473	HMEL009672g1.t1	XP_034835769.1
OG0002475	HMEL002547g1.t1	XP_034829665.1
OG0002477	HMEL002546g1.t1	XP_034830125.1
OG0002478	HMEL013251g1.t1	XP_034837890.1
OG0002479	HMEL006168g1.t1, HMEL034618g1.t1	XP_034837353.1, XP_034837135.1
OG0002480	HMEL010525g1.t1	XP_034832244.1
OG0002481	HMEL006186g1.t1	XP_034837340.1
OG0002483	HMEL037978g1.t1	XP_034834044.1
OG0002484	HMEL009677g1.t1	XP_034835931.1
OG0002485	HMEL017618g1.t1	XP_034838893.1
OG0002486	HMEL008730g1.t1	XP_034825926.1
OG0002487	HMEL016665g1.t1, HMEL030188g1.t1	XP_034825947.1
OG0002489	HMEL025002g1.t1	XP_034828510.1
OG0002490	HMEL008386g1.t1	XP_034833167.1
OG0002491	HMEL032478g1.t1	XP_034835393.1
OG0002493	HMEL008737g1.t1	XP_034825922.1
OG0002494	HMEL011219g1.t1	XP_034838384.1
OG0002495	HMEL014139g1.t1	XP_034839217.1
OG0002496	HMEL037388g1.t1	XP_034838638.1
OG0002497	HMEL031832g1.t1	XP_034824333.1
OG0002498	HMEL017628g1.t1	XP_034839049.1
OG0002499	HMEL016955g1.t1	XP_034837385.1
OG0002500	HMEL008738g1.t1	XP_034825912.1
OG0002501	HMEL032860g1.t1	XP_034830564.1, XP_034830565.1
OG0002502	HMEL014134g1.t1	XP_034832553.1
OG0002503	HMEL011591g1.t1	XP_034835935.1
OG0002504	HMEL017484g1.t1	XP_034829103.1
OG0002505	HMEL037200g1.t1	XP_034838886.1
OG0002506	HMEL013522g1.t1, HMEL017958g1.t1	XP_034835614.1
OG0002507	HMEL014128g1.t1	XP_034831342.1
OG0002508	HMEL032852g1.t1	XP_034830556.1
OG0002509	HMEL014904g1.t1	XP_034835939.1, XP_034835742.1
OG0002510	HMEL017621g1.t1	XP_034838938.1, XP_034838940.1
OG0002512	HMEL016609g1.t1	XP_034826869.1
OG0002513	HMEL014902g1.t1	XP_034835938.1, XP_034835937.1
OG0002514	HMEL002790g1.t1	XP_034832817.1
OG0002515	HMEL016578g1.t1	XP_034825924.1
OG0002516	HMEL032494g1.t1	XP_034835046.1
OG0002517	HMEL011178g1.t1	XP_034838496.1, XP_034838497.1
OG0002518	HMEL003639g1.t1	XP_034832296.1
OG0002519	HMEL031204g1.t1	XP_034841558.1
OG0002520	HMEL033910g1.t1	XP_034825706.1
OG0002521	HMEL016951g1.t1	XP_034837164.1
OG0002522	HMEL037527g1.t1	XP_034831646.1
OG0002523	HMEL025048-RA	XP_034828811.1
OG0002524	HMEL009471g1.t1	XP_034836065.1
OG0002525	HMEL017209g1.t1	XP_034828090.1
OG0002526	HMEL015724g1.t1	XP_034827237.1
OG0002527	HMEL009712g1.t1	XP_034837322.1
OG0002528	HMEL011198g1.t1	XP_034838685.1
OG0002529	HMEL009457g1.t1	XP_034836042.1
OG0002530	HMEL014114g1.t1	XP_034835155.1
OG0002531	HMEL034160g1.t1	XP_034837904.1
OG0002532	HMEL015727g1.t1	XP_034827006.1
OG0002533	HMEL017189g1.t1	XP_034824079.1, XP_034824072.1
OG0002534	HMEL010863g1.t1	XP_034831121.1
OG0002535	HMEL015567g1.t1	XP_034835531.1
OG0002536	HMEL014631g1.t1	XP_034836031.1
OG0002537	HMEL009876-RA	XP_034825460.1
OG0002538	HMEL010870g1.t1	XP_034831112.1
OG0002539	HMEL016857g1.t1	XP_034826276.1
OG0002540	HMEL008976g1.t1	XP_034830142.1
OG0002541	HMEL003415g1.t1, HMEL012219g1.t1	XP_034839758.1
OG0002542	HMEL010737g1.t1	XP_034838880.1
OG0002543	HMEL035046g1.t1	XP_034840136.1
OG0002544	HMEL004693g1.t1	XP_034833890.1
OG0002545	HMEL012378g1.t1	XP_034829177.1
OG0002546	HMEL007436g1.t1	XP_034833340.1, XP_034833338.1, XP_034833339.1
OG0002547	HMEL003821g1.t1	XP_034840685.1
OG0002548	HMEL013012g1.t1	XP_034830568.1
OG0002549	HMEL015850g1.t1	XP_034836812.1, XP_034836811.1
OG0002550	HMEL007212g1.t1	XP_034834462.1
OG0002551	HMEL008758g1.t1	XP_034826998.1, XP_034826999.1
OG0002552	HMEL015135g1.t1	XP_034841163.1
OG0002553	HMEL033230g1.t1	XP_034827487.1
OG0002554	HMEL009698g1.t1	XP_034836399.1
OG0002555	HMEL016440g1.t1	XP_034829767.1, XP_034839833.1
OG0002556	HMEL037729g1.t1	XP_034831364.1, XP_034831362.1, XP_034831363.1
OG0002557	HMEL007186g1.t1	XP_034841512.1
OG0002558	HMEL009065g1.t1	XP_034836989.1
OG0002559	HMEL012390g1.t1	XP_034839190.1, XP_034839122.1
OG0002561	HMEL032815g1.t1, HMEL036915g1.t1, HMEL031726g1.t1	XP_034837761.1
OG0002562	HMEL002651g1.t1	XP_034829742.1, XP_034829741.1
OG0002563	HMEL002743g1.t1	XP_034837252.1
OG0002564	HMEL030398g1.t1	XP_034835914.1
OG0002565	HMEL034131g1.t1	XP_034838330.1
OG0002566	HMEL007222g1.t1	XP_034834443.1
OG0002568	HMEL037873g1.t1	XP_034833780.1
OG0002569	HMEL031566g1.t1	XP_034832454.1
OG0002570	HMEL035052g1.t1	XP_034840376.1
OG0002571	HMEL035053g1.t1	XP_034840078.1, XP_034840077.1
OG0002572	HMEL013395g1.t1, HMEL037726g1.t1	XP_034831355.1
OG0002574	HMEL009770g1.t1	XP_034841496.1
OG0002575	HMEL037877g1.t1	XP_034834222.1
OG0002576	HMEL012406g1.t1	XP_034826677.1, XP_034826676.1
OG0002577	HMEL034820g1.t1	XP_034827059.1
OG0002578	HMEL033884g1.t1	XP_034825376.1
OG0002579	HMEL013446g1.t1	XP_034837899.1, XP_034837901.1
OG0002580	HMEL016505g1.t1	XP_034833517.1
OG0002581	HMEL016833g1.t1	XP_034826140.1
OG0002582	HMEL005403g1.t1	XP_034824527.1, XP_034824528.1, XP_034824526.1
OG0002583	HMEL010314g1.t1	XP_034838565.1
OG0002584	HMEL003261g1.t1	XP_034827062.1
OG0002585	HMEL009788g1.t1	XP_034841493.1
OG0002586	HMEL032512g1.t1	XP_034835316.1
OG0002587	HMEL037884g1.t1	XP_034833808.1
OG0002588	HMEL012413g1.t1	XP_034826536.1, XP_034826544.1, XP_034826530.1
OG0002589	HMEL034468g1.t1	XP_034836775.1
OG0002590	HMEL009792g1.t1	XP_034841482.1
OG0002592	HMEL032813g1.t1	XP_034830861.1
OG0002593	HMEL016823g1.t1	XP_034826292.1
OG0002594	HMEL011933g1.t1	XP_034832123.1
OG0002595	HMEL012267g1.t1	XP_034840659.1, XP_034840658.1
OG0002597	HMEL015719g1.t1	XP_034836112.1
OG0002598	HMEL009320g1.t1	XP_034838604.1, XP_034838605.1
OG0002599	HMEL037892g1.t1, HMEL037894g1.t1	XP_034833955.1, XP_034834225.1
OG0002601	HMEL016935g1.t1	XP_034833953.1
OG0002602	HMEL007135g1.t1	XP_034838611.1, XP_034838609.1
OG0002603	HMEL011941g1.t1	XP_034832153.1, XP_034832154.1
OG0002604	HMEL006546g1.t1	XP_034824012.1
OG0002607	HMEL016325g1.t1	XP_034836909.1
OG0002608	HMEL037185g1.t1, HMEL037186g1.t1	XP_034838954.1
OG0002609	HMEL032526g1.t1	XP_034835414.1
OG0002610	HMEL004972g1.t1	XP_034831590.1
OG0002611	HMEL031624g1.t1	XP_034832366.1, XP_034832368.1, XP_034832369.1
OG0002612	HMEL015033g1.t1	XP_034828233.1
OG0002613	HMEL037571g1.t1, HMEL037568g1.t1	XP_034831201.1
OG0002614	HMEL017579g1.t1	XP_034832364.1, XP_034832363.1
OG0002615	HMEL034326g1.t1	XP_034829008.1
OG0002616	HMEL004807g1.t1	XP_034825555.1
OG0002617	HMEL032805g1.t1	XP_034830951.1
OG0002618	HMEL010660g1.t1	XP_034837106.1
OG0002619	HMEL017729g1.t1	XP_034825557.1
OG0002620	HMEL012284g1.t1	XP_034840759.1
OG0002621	HMEL003149g1.t1	XP_034837397.1
OG0002622	HMEL017733g1.t1	XP_034825055.1, XP_034825056.1
OG0002623	HMEL032533g1.t1	XP_034835550.1
OG0002624	HMEL006561g1.t1	XP_034840940.1
OG0002625	HMEL034320g1.t1, HMEL022280g1.t1	XP_034829186.1
OG0002626	HMEL013410g1.t1	XP_034835412.1
OG0002627	HMEL005927g1.t1	XP_034838924.1
OG0002628	HMEL005717g1.t1	XP_034840937.1
OG0002629	HMEL008353g1.t1	XP_034835011.1, XP_034835012.1
OG0002631	HMEL035079g1.t1	XP_034840753.1
OG0002632	HMEL032538g1.t1	XP_034835365.1
OG0002633	HMEL030794g1.t1, HMEL005930g1.t1	XP_034837791.1
OG0002634	HMEL022503g1.t1	XP_034838814.1
OG0002635	HMEL016598g1.t1	XP_034836950.1
OG0002636	HMEL012455g1.t1	XP_034826235.1
OG0002637	HMEL004936g1.t1	XP_034827322.1, XP_034827321.1
OG0002638	HMEL017512g1.t1, HMEL022420g1.t1	XP_034829190.1
OG0002639	HMEL004937g1.t1	XP_034827319.1
OG0002640	HMEL011945g1.t1	XP_034835356.1, XP_034835354.1
OG0002641	HMEL016599g1.t1	XP_034836967.1
OG0002642	HMEL002164g1.t1	XP_034839812.1, XP_034839813.1
OG0002643	HMEL032546g1.t1	XP_034835359.1, XP_034835360.1
OG0002644	HMEL014884g1.t1	XP_034828299.1
OG0002645	HMEL006706g1.t1	XP_034833481.1
OG0002646	HMEL005480g1.t1	XP_034831172.1
OG0002647	HMEL032183g1.t1	XP_034836313.1
OG0002648	HMEL036722g1.t1	XP_034834795.1
OG0002649	HMEL035088g1.t1, HMEL008796g1.t1, HMEL014724g1.t1, HMEL035087g1.t1	XP_034840606.1
OG0002651	HMEL007057g1.t1	XP_034827532.1
OG0002652	HMEL009346g1.t1	XP_034838516.1
OG0002653	HMEL007817g1.t1	XP_034840942.1, XP_034840941.1
OG0002654	HMEL002524g1.t1	XP_034828710.1
OG0002655	HMEL031155g1.t1	XP_034840981.1
OG0002657	HMEL009874g1.t1	XP_034832814.1
OG0002658	HMEL007824g1.t1	XP_034841456.1
OG0002659	HMEL032548g1.t1	XP_034835357.1
OG0002660	HMEL012936g1.t1	XP_034832072.1
OG0002661	HMEL007532g1.t1	XP_034826662.1, XP_034826663.1
OG0002662	HMEL031159g1.t1	XP_034824093.1, XP_034824089.1, XP_034824092.1
OG0002663	HMEL009355g1.t1	XP_034838423.1
OG0002664	HMEL034638g1.t1	XP_034837444.1
OG0002665	HMEL012485g1.t1	XP_034827440.1
OG0002666	HMEL022456g1.t1, HMEL037551g1.t1	XP_034831059.1
OG0002667	HMEL034639g1.t1	XP_034837446.1
OG0002668	HMEL007489g1.t1, HMEL007493g1.t1	XP_034836217.1
OG0002669	HMEL016738g1.t1	XP_034830892.1
OG0002670	HMEL032065g1.t1	XP_034824361.1
OG0002671	HMEL002515g1.t1	XP_034824443.1
OG0002672	HMEL014154g1.t1	XP_034828310.1
OG0002673	HMEL022324g1.t1	XP_034833655.1
OG0002674	HMEL006724g1.t1	XP_034832404.1
OG0002676	HMEL030854g1.t1	XP_034832393.1
OG0002677	HMEL016147g1.t1	XP_034840611.1
OG0002678	HMEL020782g1.t1	XP_034835379.1
OG0002679	HMEL037549g1.t1	XP_034831046.1
OG0002680	HMEL031145g1.t1, HMEL031144g1.t1	XP_034841362.1
OG0002681	HMEL003592g1.t1	XP_034827560.1
OG0002682	HMEL032551g1.t1	XP_034835337.1
OG0002683	HMEL013184g1.t1	XP_034837173.1
OG0002684	HMEL016996g1.t1	XP_034828468.1, XP_034828469.1
OG0002685	HMEL008440g1.t1	XP_034838597.1, XP_034838427.1
OG0002686	HMEL003593g1.t1	XP_034827564.1
OG0002687	HMEL005362g1.t1	XP_034829871.1
OG0002688	HMEL037546g1.t1	XP_034831044.1
OG0002689	HMEL003969g1.t1	XP_034835954.1
OG0002690	HMEL014330g1.t1	XP_034824438.1
OG0002691	HMEL021712g1.t1	XP_034831057.1
OG0002692	HMEL002509g1.t1	XP_034834279.1
OG0002693	HMEL002217g1.t1	XP_034840574.1, XP_034828920.1
OG0002694	HMEL030340g1.t1	XP_034835985.1
OG0002694	HMEL030339g1.t1	XP_034835986.1
OG0002695	HMEL007508g1.t1	XP_034826070.1
OG0002696	HMEL032137g1.t1	XP_034836588.1
OG0002697	HMEL014709g1.t1	XP_034839502.1
OG0002698	HMEL014211g1.t1	XP_034824968.1
OG0002699	HMEL013173g1.t1	XP_034837296.1
OG0002700	HMEL021351g1.t1, HMEL017295g1.t1	XP_034831419.1
OG0002701	HMEL034304g1.t1	XP_034829455.1
OG0002702	HMEL013170g1.t1	XP_034837081.1
OG0002703	HMEL035831g1.t1	XP_034839285.1, XP_034839284.1, XP_034839283.1
OG0002704	HMEL005531g1.t1	XP_034835029.1
OG0002705	HMEL013925g1.t1	XP_034836853.1
OG0002706	HMEL034502g1.t1	XP_034836819.1
OG0002707	HMEL015858g1.t1	XP_034838431.1
OG0002708	HMEL015689g1.t1	XP_034841237.1
OG0002709	HMEL015544g1.t1	XP_034827950.1
OG0002710	HMEL015685g1.t1	XP_034841232.1
OG0002711	HMEL037946g1.t1	XP_034833895.1
OG0002712	HMEL014615g1.t1	XP_034835604.1, XP_034835606.1
OG0002713	HMEL037949g1.t1	XP_034833904.1
OG0002714	HMEL004881g1.t1	XP_034837053.1
OG0002715	HMEL002567g1.t1	XP_034829345.1
OG0002716	HMEL004850g1.t1	XP_034832543.1
OG0002717	HMEL002565g1.t1	XP_034829366.1
OG0002718	HMEL031136g1.t1	XP_034841299.1
OG0002719	HMEL034052g1.t1, HMEL008115g1.t1	XP_034837839.1
OG0002721	HMEL005971g1.t1	XP_034825856.1
OG0002722	HMEL035129g1.t1	XP_034840270.1
OG0002723	HMEL004099g1.t1	XP_034834380.1, XP_034829639.1, XP_034829634.1
OG0002724	HMEL009841g1.t1	XP_034833128.1
OG0002725	HMEL002562g1.t1	XP_034829347.1
OG0002726	HMEL015588g1.t1	XP_034834026.1
OG0002727	HMEL035588g1.t1, HMEL016342g1.t1	XP_034835233.1, XP_034835232.1
OG0002728	HMEL017982g1.t1	XP_034825870.1
OG0002729	HMEL016307g1.t1, HMEL022329g1.t1, HMEL036524g1.t1	XP_034833471.1
OG0002730	HMEL007003g1.t1, HMEL031923g1.t1	XP_034824818.1
OG0002731	HMEL016870g1.t1	XP_034837169.1
OG0002732	HMEL035572g1.t1	XP_034828002.1, XP_034828001.1
OG0002733	HMEL031131g1.t1	XP_034841166.1
OG0002734	HMEL014549g1.t1	XP_034837643.1
OG0002735	HMEL008949g1.t1	XP_034834373.1, XP_034834372.1
OG0002736	HMEL002955g1.t1	XP_034836824.1
OG0002737	HMEL017925g1.t1	XP_034839762.1
OG0002738	HMEL002960g1.t1	XP_034836702.1
OG0002739	HMEL016875g1.t1	XP_034837179.1
OG0002740	HMEL017316-RA	XP_034832533.1
OG0002741	HMEL012117g1.t1	XP_034840217.1
OG0002742	HMEL033504g1.t1	XP_034832547.1, XP_034832546.1
OG0002743	HMEL021415g1.t1	XP_034824812.1
OG0002744	HMEL012318g1.t1	XP_034831489.1
OG0002745	HMEL030276g1.t1	XP_034829513.1
OG0002746	HMEL011652g1.t1	XP_034824900.1
OG0002747	HMEL033821g1.t1	XP_034825669.1
OG0002748	HMEL008940g1.t1	XP_034834589.1
OG0002749	HMEL002319g1.t1	XP_034830385.1
OG0002750	HMEL013527g1.t1	XP_034839840.1, XP_034839839.1
OG0002751	HMEL033819g1.t1	XP_034825744.1
OG0002753	HMEL013353g1.t1	XP_034837972.1
OG0002754	HMEL033262g1.t1, HMEL033261g1.t1	XP_034828251.1
OG0002755	HMEL006285g1.t1	XP_034831610.1
OG0002756	HMEL034666g1.t1	XP_034837277.1
OG0002757	HMEL006020g1.t1	XP_034824616.1, XP_034824617.1, XP_034824615.1
OG0002758	HMEL037636g1.t1	XP_034831608.1, XP_034831606.1
OG0002759	HMEL004630g1.t1	XP_034835113.1
OG0002760	HMEL013518g1.t1	XP_034839290.1
OG0002761	HMEL003705g1.t1	XP_034835791.1, XP_034835792.1
OG0002762	HMEL009246g1.t1, HMEL004633g1.t1	XP_034835589.1
OG0002763	HMEL006492g1.t1	XP_034829155.1
OG0002764	HMEL034781g1.t1	XP_034827379.1
OG0002765	HMEL031940g1.t1	XP_034824629.1, XP_034824627.1, XP_034824628.1
OG0002766	HMEL013346g1.t1	XP_034830759.1
OG0002767	HMEL011060g1.t1	XP_034835560.1
OG0002770	HMEL012689g1.t1	XP_034832327.1
OG0002771	HMEL006246g1.t1	XP_034823926.1
OG0002772	HMEL012690g1.t1	XP_034832328.1, XP_034832329.1
OG0002773	HMEL006245g1.t1	XP_034823923.1
OG0002774	HMEL016786g1.t1	XP_034829545.1
OG0002775	HMEL013344g1.t1	XP_034834420.1
OG0002777	HMEL004231g1.t1	XP_034836741.1
OG0002778	HMEL013510g1.t1	XP_034839612.1
OG0002780	HMEL013505g1.t1	XP_034839384.1
OG0002781	HMEL010973g1.t1	XP_034829387.1
OG0002782	HMEL010977g1.t1	XP_034828984.1
OG0002783	HMEL018077g1.t1	XP_034826652.1
OG0002785	HMEL016664g1.t1	XP_034825754.1
OG0002786	HMEL013496g1.t1	XP_034839408.1
OG0002789	HMEL006874g1.t1	XP_034827991.1
OG0002790	HMEL002923g1.t1	XP_034829882.1, XP_034829883.1
OG0002791	HMEL030323g1.t1	XP_034835836.1
OG0002792	HMEL008833g1.t1	XP_034832740.1
OG0002793	HMEL038070g1.t1	XP_034834039.1
OG0002794	HMEL008838g1.t1	XP_034832743.1
OG0002795	HMEL036544g1.t1	XP_034833630.1
OG0002796	HMEL009729g1.t1	XP_034824975.1
OG0002797	HMEL006595-RA	XP_034834202.1
OG0002798	HMEL035524g1.t1	XP_034839690.1
OG0002799	HMEL003350g1.t1	XP_034840819.1
OG0002800	HMEL008271g1.t1	XP_034827150.1
OG0002802	HMEL030085g1.t1	XP_034837554.1
OG0002803	HMEL018068g1.t1	XP_034835846.1, XP_034835845.1
OG0002804	HMEL016902g1.t1	XP_034837283.1
OG0002805	HMEL009796g1.t1	XP_034835564.1
OG0002806	HMEL037015g1.t1	XP_034829879.1
OG0002807	HMEL033528g1.t1	XP_034833087.1
OG0002808	HMEL016904g1.t1	XP_034837360.1
OG0002809	HMEL031994g1.t1	XP_034824685.1
OG0002810	HMEL035972g1.t1	XP_034834341.1
OG0002811	HMEL035274g1.t1	XP_034839927.1
OG0002812	HMEL031993g1.t1	XP_034824663.1
OG0002813	HMEL005491g1.t1	XP_034836373.1
OG0002814	HMEL013120g1.t1	XP_034837362.1
OG0002815	HMEL016681g1.t1	XP_034825061.1
OG0002816	HMEL035491g1.t1, HMEL021699g1.t1, HMEL037655g1.t1	XP_034831631.1
OG0002817	HMEL002379g1.t1	XP_034834989.1
OG0002818	HMEL018022g1.t1	XP_034824684.1, XP_034824683.1
OG0002819	HMEL015159g1.t1	XP_034823928.1
OG0002820	HMEL018021g1.t1	XP_034824823.1, XP_034824693.1
OG0002821	HMEL014954g1.t1	XP_034829374.1, XP_034831598.1
OG0002822	HMEL034267g1.t1	XP_034829379.1, XP_034829380.1
OG0002823	HMEL030670g1.t1	XP_034826319.1
OG0002824	HMEL013305g1.t1	XP_034836502.1
OG0002825	HMEL005681g1.t1	XP_034827082.1, XP_034827084.1, XP_034827083.1
OG0002826	HMEL022278g1.t1, HMEL035170g1.t1	XP_034840364.1
OG0002827	HMEL017143g1.t1	XP_034824682.1, XP_034824681.1
OG0002828	HMEL012043g1.t1	XP_034839353.1
OG0002829	HMEL013133g1.t1	XP_034837321.1
OG0002830	HMEL004997g1.t1	XP_034833770.1
OG0002831	HMEL008805g1.t1	XP_034839480.1
OG0002832	HMEL033000g1.t1	XP_034829074.1
OG0002833	HMEL006817g1.t1	XP_034835903.1
OG0002834	HMEL009427g1.t1	XP_034828317.1
OG0002835	HMEL013999g1.t1	XP_034832124.1
OG0002836	HMEL016093g1.t1	XP_034827739.1, XP_034827738.1, XP_034827740.1
OG0002837	HMEL005011g1.t1	XP_034835570.1
OG0002838	HMEL006586g1.t1	XP_034825437.1
OG0002839	HMEL006806g1.t1	XP_034840337.1
OG0002840	HMEL031630g1.t1	XP_034832391.1, XP_034832390.1
OG0002841	HMEL006802g1.t1	XP_034825215.1
OG0002842	HMEL031632g1.t1	XP_034831997.1
OG0002843	HMEL003899g1.t1	XP_034829643.1
OG0002844	HMEL011352g1.t1	XP_034834552.1
OG0002845	HMEL015622g1.t1	XP_034836273.1
OG0002846	HMEL007609g1.t1	XP_034836020.1
OG0002847	HMEL015621g1.t1	XP_034836534.1
OG0002848	HMEL015133g1.t1	XP_034824166.1
OG0002849	HMEL036050g1.t1	XP_034828339.1
OG0002850	HMEL012312g1.t1	XP_034832874.1
OG0002851	HMEL003893g1.t1	XP_034829901.1
OG0002852	HMEL033539g1.t1	XP_034832904.1
OG0002854	HMEL004781g1.t1	XP_034835494.1, XP_034835642.1
OG0002855	HMEL018082g1.t1	XP_034826201.1
OG0002857	HMEL008894-RA	XP_034830065.1
OG0002858	HMEL004639g1.t1, HMEL037175g1.t1, HMEL038128g1.t1	XP_034833711.1
OG0002859	HMEL011360g1.t1	XP_034834554.1
OG0002860	HMEL010895g1.t1, HMEL036385g1.t1	XP_034833393.1
OG0002861	HMEL006829g1.t1	XP_034825599.1
OG0002862	HMEL013155-RA	XP_034837432.1
OG0002863	HMEL004886g1.t1, HMEL018084g1.t1	XP_034828341.1
OG0002864	HMEL006832g1.t1	XP_034825605.1
OG0002865	HMEL004369-RA	XP_034826262.1
OG0002866	HMEL004658g1.t1, HMEL032390g1.t1, HMEL032391g1.t1	XP_034835196.1
OG0002869	HMEL002071g1.t1	XP_034836270.1
OG0002870	HMEL014362g1.t1, HMEL015009g1.t1	XP_034836182.1
OG0002871	HMEL014365g1.t1	XP_034828060.1
OG0002873	HMEL033695g1.t1	XP_034825723.1
OG0002874	HMEL002639g1.t1	XP_034829970.1
OG0002875	HMEL004440g1.t1	XP_034828167.1
OG0002876	HMEL011972g1.t1	XP_034832340.1
OG0002877	HMEL014249g1.t1	XP_034835467.1
OG0002878	HMEL009398g1.t1	XP_034832647.1, XP_034832646.1
OG0002879	HMEL038144g1.t1	XP_034834153.1
