Orthogroup	Pararge_aegeria	Heliconius_erato_lativitta
OG0002723	XP_039749839.1	HEL_006132-RA
OG0002724	XP_039758695.1, XP_039758696.1	HEL_011572-RA, HEL_011573-RA
OG0002725	XP_039754793.1	HEL_005592-RA, HEL_005593-RA
OG0002726	XP_039757603.1	HEL_003777-RA
OG0002727	XP_039759647.1	HEL_014094-RA
OG0002728	XP_039746910.1	HEL_004759-RA, HEL_004760-RA, HEL_004758-RA
OG0002729	XP_039758719.1	HEL_011584-RA
OG0002730	XP_039749214.1	HEL_010921-RA
OG0002731	XP_039760836.1	HEL_009572-RA, HEL_009571-RA
OG0002732	XP_039752155.1	HEL_009877-RA
OG0002733	XP_039745373.1	HEL_001509-RA
OG0002734	XP_039761438.1	HEL_006012-RA
OG0002735	XP_039756460.1, XP_039756461.1	HEL_005851-RA
OG0002736	XP_039761150.1	HEL_004749-RA
OG0002738	XP_039761170.1	HEL_004746-RA
OG0002739	XP_039760615.1	HEL_009564-RA
OG0002740	XP_039757283.1	HEL_012488-RA
OG0002744	XP_039755551.1	HEL_001121-RA
OG0002745	XP_039764661.1, XP_039764660.1, XP_039764659.1	HEL_002967-RA
OG0002746	XP_039764563.1, XP_039764560.1	HEL_002969-RA
OG0002747	XP_039745889.1	HEL_008683-RA, HEL_008681-RA, HEL_008680-RA
OG0002748	XP_039756673.1, XP_039756202.1	HEL_005843-RA
OG0002749	XP_039754188.1	HEL_007515-RA, HEL_007513-RA
OG0002750	XP_039763992.1, XP_039763993.1	HEL_010426-RA
OG0002751	XP_039746297.1	HEL_008678-RA
OG0002752	XP_039754598.1	HEL_005577-RA
OG0002753	XP_039760443.1	HEL_002842-RA, HEL_002843-RA, HEL_002844-RA
OG0002754	XP_039752216.1	HEL_009943-RA, HEL_009938-RA
OG0002755	XP_039755444.1	HEL_001050-RA, HEL_001051-RA, HEL_001048-RA
OG0002756	XP_039760633.1, XP_039760632.1	HEL_009555-RA, HEL_009553-RA
OG0002757	XP_039748980.1	HEL_010941-RA
OG0002758	XP_039755516.1, XP_039755515.1	HEL_001060-RA
OG0002759	XP_039759309.1	HEL_014111-RA, HEL_014112-RA
OG0002760	XP_039764188.1	HEL_010433-RA
OG0002761	XP_039760152.1, XP_039760151.1	HEL_001823-RA
OG0002762	XP_039759160.1	HEL_014114-RA
OG0002763	XP_039755120.1	HEL_005563-RA
OG0002764	XP_039751265.1	HEL_006355-RA
OG0002765	XP_039748640.1	HEL_010954-RA
OG0002766	XP_039757422.1	HEL_002833-RA
OG0002767	XP_039759428.1	HEL_014568-RA, HEL_014567-RA
OG0002769	XP_039758033.1	HEL_003744-RA, HEL_003742-RA
OG0002770	XP_039753168.1	HEL_010769-RA
OG0002771	XP_039745035.1, XP_039745036.1	HEL_001482-RA, HEL_001481-RA
OG0002772	XP_039753026.1	HEL_010768-RA
OG0002773	XP_039765770.1	HEL_001480-RA, HEL_001479-RA
OG0002774	XP_039749524.1	HEL_006105-RA
OG0002775	XP_039754763.1, XP_039754755.1, XP_039754746.1	HEL_002831-RA
OG0002777	XP_039761200.1	HEL_004734-RA, HEL_004733-RA
OG0002778	XP_039763671.1	HEL_010441-RA
OG0002780	XP_039763155.1, XP_039763156.1, XP_039763154.1	HEL_010445-RA
OG0002781	XP_039754752.1, XP_039754751.1	HEL_005552-RA
OG0002782	XP_039754749.1	HEL_005548-RA
OG0002783	XP_039750396.1	HEL_006951-RA
OG0002785	XP_039746054.1, XP_039746055.1, XP_039746053.1	HEL_014374-RA
OG0002786	XP_039763834.1, XP_039763835.1	HEL_010453-RA
OG0002789	XP_039751966.1	HEL_009967-RA
OG0002790	XP_039749851.1	HEL_006095-RA
OG0002791	XP_039759931.1	HEL_001818-RA
OG0002792	XP_039757295.1, XP_039757292.1, XP_039757294.1	HEL_013726-RA
OG0002793	XP_039757624.1, XP_039757623.1	HEL_003719-RA
OG0002794	XP_039757218.1	HEL_013731-RA
OG0002795	XP_039758635.1	HEL_012897-RA
OG0002796	XP_039749124.1	HEL_000057-RA
OG0002797	XP_039757833.1	HEL_003713-RA, HEL_003715-RA, HEL_003714-RA
OG0002798	XP_039764096.1, XP_039764095.1	HEL_007001-RA
OG0002799	XP_039745083.1, XP_039745081.1, XP_039745082.1	HEL_001446-RA
OG0002800	XP_039751481.1	HEL_006276-RA, HEL_006281-RA, HEL_006277-RA
OG0002801	XP_039765875.1	HEL_001330-RA
OG0002802	XP_039761442.1	HEL_005996-RA, HEL_005995-RA
OG0002803	XP_039760058.1	HEL_001816-RA
OG0002804	XP_039760851.1	HEL_009533-RA, HEL_009532-RA
OG0002805	XP_039759522.1	HEL_012765-RA
OG0002806	XP_039749940.1, XP_039749939.1, XP_039749938.1	HEL_006090-RA
OG0002807	XP_039757075.1	HEL_013749-RA, HEL_013748-RA
OG0002808	XP_039760705.1	HEL_009531-RA
OG0002809	XP_039748819.1	HEL_000049-RA
OG0002810	XP_039756453.1	HEL_012752-RA, HEL_012754-RA
OG0002812	XP_039748542.1	HEL_000047-RA
OG0002814	XP_039760641.1	HEL_009526-RA
OG0002815	XP_039745776.1	HEL_004575-RA, HEL_004574-RA, HEL_004577-RA
OG0002816	XP_039755536.1	HEL_001079-RA
OG0002817	XP_039756203.1	HEL_013594-RA
OG0002818	XP_039749033.1	HEL_000038-RA
OG0002819	XP_039745489.1	HEL_001350-RA
OG0002820	XP_039749032.1	HEL_000037-RA
OG0002821	XP_039754844.1	HEL_005519-RA
OG0002822	XP_039755062.1	HEL_005518-RA
OG0002823	XP_039746781.1	HEL_006924-RA, HEL_006925-RA
OG0002824	XP_039762080.1	HEL_002768-RA, HEL_002767-RA
OG0002825	XP_039751360.1	HEL_006293-RA
OG0002827	XP_039748946.1	HEL_000029-RA
OG0002828	XP_039763846.1	HEL_014469-RA
OG0002829	XP_039760684.1	HEL_009512-RA
OG0002830	XP_039758156.1	HEL_003801-RA
OG0002831	XP_039763500.1	HEL_014477-RA
OG0002832	XP_039763017.1, XP_039762998.1, XP_039763008.1	HEL_003030-RA
OG0002833	XP_039762854.1, XP_039762844.1, XP_039762835.1	HEL_003033-RA
OG0002836	XP_039752662.1	HEL_010017-RA
OG0002837	XP_039759521.1, XP_039759520.1	HEL_008200-RA
OG0002838	XP_039746120.1, XP_039746121.1	HEL_004503-RA
OG0002839	XP_039764099.1	HEL_003042-RA
OG0002840	XP_039753448.1	HEL_012146-RA, HEL_012147-RA
OG0002841	XP_039764672.1, XP_039764671.1, XP_039764673.1	HEL_003046-RA
OG0002842	XP_039753027.1	HEL_012157-RA, HEL_012155-RA
OG0002843	XP_039749521.1	HEL_006073-RA, HEL_006074-RA
OG0002844	XP_039756133.1	HEL_013639-RA
OG0002845	XP_039747547.1	HEL_000270-RA
OG0002846	XP_039760306.1	HEL_012346-RA, HEL_012345-RA, HEL_012344-RA
OG0002847	XP_039748387.1	HEL_000269-RA
OG0002848	XP_039765524.1	HEL_001380-RA
OG0002849	XP_039750209.1, XP_039750210.1	HEL_004208-RA
OG0002850	XP_039757057.1, XP_039757058.1, XP_039757056.1	HEL_012250-RA
OG0002851	XP_039749400.1	HEL_006065-RA
OG0002852	XP_039756910.1	HEL_012254-RA, HEL_012255-RA
OG0002854	XP_039759551.1	HEL_008187-RA, HEL_008186-RA
OG0002855	XP_039764505.1, XP_039764515.1, XP_039764511.1	HEL_006944-RA
OG0002857	XP_039750173.1	HEL_006047-RA, HEL_006049-RA
OG0002858	XP_039757836.1	HEL_003828-RA
OG0002859	XP_039756370.1	HEL_013650-RA
OG0002860	XP_039758559.1	HEL_007322-RA
OG0002861	XP_039746092.1, XP_039746091.1, XP_039746089.1	HEL_004535-RA
OG0002862	XP_039760658.1	HEL_011902-RA, HEL_011903-RA
OG0002863	XP_039750598.1	HEL_004204-RA, HEL_004205-RA
OG0002864	XP_039746282.1, XP_039746280.1, XP_039746281.1	HEL_004531-RA
OG0002865	XP_039764499.1	HEL_006881-RA
OG0002866	XP_039759556.1	HEL_008240-RA, HEL_008241-RA
OG0002868	XP_039760280.1	HEL_012319-RA
OG0002869	XP_039747982.1, XP_039747983.1	HEL_000243-RA
OG0002870	XP_039760098.1	HEL_012318-RA
OG0002871	XP_039751773.1	HEL_013348-RA
OG0002872	XP_039754134.1	HEL_000675-RA, HEL_007408-RA
OG0002874	XP_039749935.1, XP_039749936.1, XP_039749937.1	HEL_010580-RA
OG0002875	XP_039764440.1, XP_039764442.1, XP_039764441.1	HEL_003093-RA
OG0002877	XP_039758967.1, XP_039758968.1	HEL_008159-RA
OG0002878	XP_039757079.1	HEL_008601-RA
OG0002879	XP_039758010.1	HEL_003843-RA
OG0002880	XP_039757348.1	HEL_008602-RA
OG0002881	XP_039756804.1	HEL_008598-RA
OG0002882	XP_039757838.1, XP_039757778.1	HEL_003856-RA
OG0002883	XP_039745851.1	HEL_014163-RA
OG0002884	XP_039758269.1, XP_039758270.1	HEL_007268-RA
OG0002885	XP_039759803.1	HEL_013484-RA, HEL_013486-RA
OG0002886	XP_039751530.1	HEL_006332-RA, HEL_006333-RA
OG0002887	XP_039755775.1	HEL_001029-RA, HEL_001035-RA, HEL_001031-RA
OG0002888	XP_039755176.1, XP_039764423.1	HEL_003174-RA
OG0002890	XP_039753759.1, XP_039753761.1	HEL_007404-RA
OG0002891	XP_039748664.1	HEL_011007-RA, HEL_000002-RA
OG0002892	XP_039745453.1, XP_039745452.1	HEL_001426-RA
OG0002893	XP_039763195.1	HEL_007008-RA
OG0002894	XP_039761785.1, XP_039761786.1	HEL_005956-RA
OG0002895	XP_039750371.1	HEL_014290-RA
OG0002896	XP_039751366.1	HEL_008723-RA, HEL_008722-RA
OG0002897	XP_039758438.1	HEL_007260-RA, HEL_010377-RA, HEL_010379-RA
OG0002898	XP_039748846.1, XP_039748845.1	HEL_010999-RA
OG0002899	XP_039747541.1, XP_039747542.1, XP_039747543.1	HEL_000225-RA
OG0002900	XP_039748680.1	HEL_010993-RA
OG0002901	XP_039748706.1	HEL_010998-RA, HEL_010997-RA
OG0002902	XP_039748398.1	HEL_000221-RA, HEL_000220-RA
OG0002903	XP_039761668.1	HEL_005953-RA
OG0002904	XP_039760060.1, XP_039760059.1	HEL_013457-RA
OG0002905	XP_039750313.1	HEL_012382-RA
OG0002907	XP_039752917.1	HEL_012239-RA
OG0002908	XP_039760277.1	HEL_013456-RA
OG0002909	XP_039757935.1	HEL_003868-RA
OG0002910	XP_039750078.1	HEL_010614-RA
OG0002911	XP_039758019.1	HEL_003871-RA
OG0002912	XP_039763524.1, XP_039763525.1	HEL_007024-RA
OG0002913	XP_039754572.1	HEL_007384-RA
OG0002914	XP_039763472.1	HEL_007025-RA
OG0002915	XP_039765887.1	HEL_001315-RA
OG0002916	XP_039757030.1	HEL_008581-RA
OG0002917	XP_039757861.1	HEL_003876-RA
OG0002918	XP_039750062.1, XP_039750061.1	HEL_010619-RA
OG0002919	XP_039754146.1	HEL_007381-RA
OG0002920	XP_039752038.1	HEL_013132-RA
OG0002921	XP_039756341.1	HEL_013584-RA, HEL_013585-RA, HEL_013586-RA
OG0002922	XP_039757442.1	HEL_003881-RA
OG0002923	XP_039765391.1	HEL_001311-RA
OG0002925	XP_039764773.1	HEL_008942-RA, HEL_003110-RA, HEL_003107-RA
OG0002926	XP_039749837.1	HEL_010625-RA
OG0002927	XP_039759287.1	HEL_008110-RA
OG0002929	XP_039746105.1, XP_039746106.1	HEL_004385-RA
OG0002930	XP_039754212.1	HEL_007363-RA, HEL_007362-RA
OG0002931	XP_039758687.1, XP_039758686.1	HEL_007239-RA
OG0002932	XP_039755409.1	HEL_000975-RA
OG0002933	XP_039755718.1	HEL_000980-RA
OG0002934	XP_039757653.1	HEL_003893-RA
OG0002935	XP_039749593.1	HEL_010638-RA, HEL_010637-RA, HEL_010630-RA
OG0002936	XP_039755997.1	HEL_013559-RA
OG0002941	XP_039756068.1	HEL_011998-RA
OG0002942	XP_039751860.1	HEL_013384-RA, HEL_013385-RA
OG0002944	XP_039745086.1	HEL_001302-RA, HEL_001301-RA, HEL_001300-RA
OG0002945	XP_039752056.1, XP_039752065.1	HEL_006800-RA
OG0002947	XP_039763496.1, XP_039756172.1	HEL_011999-RA
OG0002948	XP_039757478.1	HEL_003912-RA
OG0002949	XP_039755469.1	HEL_001011-RA, HEL_001010-RA
OG0002950	XP_039753305.1	HEL_012600-RA
OG0002951	XP_039764751.1	HEL_003134-RA
OG0002952	XP_039758251.1, XP_039758252.1	HEL_007223-RA
OG0002953	XP_039758465.1	HEL_008555-RA, HEL_008554-RA
OG0002955	XP_039755782.1, XP_039755781.1	HEL_000936-RA
OG0002957	XP_039753332.1, XP_039764312.1, XP_039764304.1, XP_039763071.1	HEL_012606-RA
OG0002959	XP_039765354.1	HEL_001290-RA
OG0002960	XP_039757584.1	HEL_003791-RA, HEL_003790-RA
OG0002961	XP_039765612.1	HEL_001289-RA, HEL_001283-RA
OG0002962	XP_039757588.1, XP_039757591.1, XP_039757590.1	HEL_003792-RA
OG0002963	XP_039765400.1	HEL_001279-RA
OG0002964	XP_039764308.1, XP_039764329.1, XP_039763089.1, XP_039753604.1	HEL_012609-RA
OG0002965	XP_039751154.1	HEL_009611-RA, HEL_009608-RA, HEL_009609-RA
OG0002966	XP_039751091.1	HEL_009614-RA, HEL_009613-RA
OG0002967	XP_039764603.1	HEL_003153-RA, HEL_003155-RA
OG0002968	XP_039750358.1, XP_039750359.1	HEL_014265-RA, HEL_014264-RA
OG0002969	XP_039749060.1, XP_039749061.1	HEL_000079-RA
OG0002970	XP_039755343.1	HEL_009771-RA
OG0002972	XP_039751581.1	HEL_014123-RA, HEL_014121-RA
OG0002973	XP_039752756.1	HEL_014179-RA
OG0002974	XP_039761550.1	HEL_005891-RA
OG0002975	XP_039757335.1	HEL_008670-RA
OG0002976	XP_039761494.1, XP_039761492.1, XP_039761493.1	HEL_005889-RA
OG0002977	XP_039761473.1	HEL_005888-RA
OG0002978	XP_039749330.1	HEL_000100-RA
OG0002979	XP_039751653.1	HEL_013957-RA, HEL_014131-RA
OG0002980	XP_039764225.1, XP_039764224.1	HEL_003163-RA
OG0002982	XP_039763850.1	HEL_007054-RA
OG0002984	XP_039758884.1	HEL_007193-RA
OG0002985	XP_039763505.1, XP_039763508.1, XP_039763507.1	HEL_007056-RA
OG0002986	XP_039764043.1, XP_039764042.1	HEL_007057-RA
OG0002987	XP_039765205.1	HEL_003165-RA, HEL_003166-RA, HEL_003167-RA
OG0002988	XP_039755972.1	HEL_009810-RA, HEL_009809-RA
OG0002989	XP_039749176.1	HEL_012932-RA
OG0002990	XP_039749656.1	HEL_010683-RA
OG0002991	XP_039761545.1, XP_039761782.1	HEL_005981-RA
OG0002992	XP_039755713.1	HEL_009813-RA
OG0002993	XP_039759408.1, XP_039759409.1, XP_039759410.1	HEL_008149-RA
OG0002994	XP_039757169.1, XP_039757168.1	HEL_008652-RA
OG0002995	XP_039753600.1	HEL_011916-RA
OG0002996	XP_039765459.1	HEL_001255-RA
OG0002997	XP_039765929.1	HEL_001252-RA
OG0002998	XP_039749961.1	HEL_010688-RA
OG0002999	XP_039746509.1	HEL_011611-RA
OG0003000	XP_039765659.1	HEL_001251-RA
OG0003001	XP_039765661.1, XP_039765664.1, XP_039765662.1, XP_039765663.1, XP_039765666.1	HEL_001250-RA
OG0003002	XP_039746082.1	HEL_004430-RA
OG0003004	XP_039760148.1	HEL_006618-RA
OG0003005	XP_039755317.1	HEL_009824-RA
OG0003006	XP_039765541.1	HEL_001244-RA
OG0003007	XP_039749767.1	HEL_010691-RA
OG0003009	XP_039753829.1	HEL_007371-RA, HEL_007374-RA, HEL_007373-RA
OG0003010	XP_039748713.1	HEL_000134-RA, HEL_000133-RA
OG0003011	XP_039754787.1	HEL_005445-RA
OG0003012	XP_039758561.1	HEL_006627-RA
OG0003014	XP_039745804.1	HEL_008567-RA
OG0003015	XP_039761608.1, XP_039761607.1	HEL_005866-RA, HEL_005867-RA
OG0003016	XP_039753550.1	HEL_011942-RA
OG0003017	XP_039763147.1	HEL_007145-RA, HEL_007143-RA
OG0003018	XP_039748984.1, XP_039748983.1	HEL_000144-RA
OG0003019	XP_039745428.1	HEL_001219-RA, HEL_001218-RA
OG0003021	XP_039750502.1, XP_039750503.1	HEL_012885-RA
OG0003022	XP_039750643.1	HEL_012886-RA, HEL_012888-RA
OG0003023	XP_039746727.1	HEL_010048-RA, HEL_010047-RA
OG0003024	XP_039765719.1	HEL_001215-RA
OG0003025	XP_039751808.1	HEL_008301-RA, HEL_008305-RA
OG0003026	XP_039745664.1	HEL_004422-RA
OG0003028	XP_039755746.1, XP_039755745.1	HEL_009829-RA
OG0003029	XP_039753258.1, XP_039753259.1	HEL_011950-RA
OG0003030	XP_039763108.1	HEL_010384-RA
OG0003031	XP_039754708.1	HEL_006641-RA
OG0003032	XP_039750704.1	HEL_013069-RA
OG0003033	XP_039763544.1	HEL_010385-RA
OG0003035	XP_039753293.1	HEL_011958-RA
OG0003036	XP_039758737.1	HEL_006646-RA
OG0003037	XP_039752189.1	HEL_006648-RA
OG0003038	XP_039755013.1	HEL_005454-RA
OG0003039	XP_039746145.1, XP_039746160.1, XP_039746152.1	HEL_008559-RA
OG0003040	XP_039751682.1	HEL_009600-RA, HEL_009599-RA
OG0003042	XP_039751683.1, XP_039751684.1	HEL_009598-RA
OG0003043	XP_039761482.1	HEL_005858-RA, HEL_005857-RA
OG0003044	XP_039765297.1	HEL_001185-RA, HEL_001186-RA
OG0003045	XP_039755326.1	HEL_009856-RA
OG0003046	XP_039755806.1	HEL_014598-RA, HEL_014597-RA, HEL_014595-RA
OG0003047	XP_039751748.1	HEL_008333-RA, HEL_008334-RA
OG0003048	XP_039753210.1	HEL_011965-RA
OG0003049	XP_039753923.1	HEL_011417-RA
OG0003050	XP_039749841.1	HEL_010334-RA
OG0003051	XP_039745038.1	HEL_008535-RA
OG0003052	XP_039753558.1	HEL_011972-RA, HEL_011971-RA
OG0003054	XP_039764313.1	HEL_003221-RA
OG0003056	XP_039752275.1, XP_039752283.1	HEL_006682-RA
OG0003057	XP_039749117.1	HEL_000173-RA, HEL_000172-RA
OG0003059	XP_039749004.1	HEL_000175-RA
OG0003060	XP_039746070.1, XP_039746079.1	HEL_008516-RA, HEL_008517-RA
OG0003061	XP_039751933.1	HEL_008346-RA
OG0003062	XP_039751245.1	HEL_009586-RA
OG0003063	XP_039763663.1	HEL_010395-RA
OG0003064	XP_039752629.1, XP_039752628.1	HEL_008356-RA
OG0003066	XP_039754455.1	HEL_012859-RA
OG0003067	XP_039753802.1, XP_039753793.1, XP_039753811.1	HEL_006694-RA
OG0003068	XP_039755169.1	HEL_006700-RA, HEL_006696-RA, HEL_006697-RA
OG0003069	XP_039749012.1	HEL_000203-RA
OG0003070	XP_039764172.1	HEL_007136-RA
OG0003071	XP_039765908.1	HEL_001154-RA
OG0003074	XP_039751929.1	HEL_008428-RA
OG0003075	XP_039754173.1	HEL_006491-RA, HEL_006492-RA, HEL_006490-RA
OG0003076	XP_039752748.1	HEL_008422-RA
OG0003077	XP_039754201.1, XP_039754192.1, XP_039754184.1	HEL_006715-RA
OG0003078	XP_039763974.1	HEL_007138-RA
OG0003079	XP_039764528.1	HEL_003306-RA
OG0003080	XP_039755202.1, XP_039761913.1	HEL_006726-RA
OG0003081	XP_039745850.1	HEL_008493-RA
OG0003083	XP_039765286.1	HEL_003299-RA
OG0003084	XP_039749001.1	HEL_000210-RA, HEL_000206-RA, HEL_000208-RA
OG0003085	XP_039754380.1	HEL_012813-RA
OG0003087	XP_039756835.1	HEL_006729-RA
OG0003088	XP_039751871.1	HEL_008386-RA, HEL_008387-RA
OG0003089	XP_039764332.1	HEL_003273-RA, HEL_003272-RA
OG0003090	XP_039755219.1	HEL_006731-RA
OG0003091	XP_039746150.1	HEL_004502-RA
OG0003092	XP_039764431.1	HEL_003266-RA
OG0003093	XP_039745735.1	HEL_004505-RA
OG0003094	XP_039748363.1, XP_039748289.1	HEL_008478-RA
OG0003095	XP_039764656.1, XP_039764657.1	HEL_003261-RA, HEL_003262-RA
OG0003096	XP_039746498.1	HEL_011641-RA
OG0003097	XP_039746394.1, XP_039746393.1, XP_039746395.1	HEL_004510-RA
OG0003098	XP_039749921.1	HEL_008452-RA
OG0003099	XP_039745775.1	HEL_004522-RA, HEL_004526-RA, HEL_004525-RA
OG0003100	XP_039746437.1	HEL_004527-RA, HEL_004523-RA
OG0003101	XP_039756152.1	HEL_006745-RA, HEL_006746-RA
OG0003102	XP_039764913.1	HEL_003234-RA
OG0003103	XP_039763420.1	HEL_007122-RA
OG0003104	XP_039765596.1, XP_039765597.1	HEL_010653-RA, HEL_013416-RA
OG0003105	XP_039762121.1	HEL_006757-RA
OG0003106	XP_039760011.1	HEL_006759-RA
OG0003107	XP_039761883.1	HEL_005339-RA
OG0003109	XP_039762681.1	HEL_013010-RA
OG0003110	XP_039753830.1	HEL_007496-RA, HEL_007498-RA
OG0003111	XP_039755984.1, XP_039755983.1, XP_039755982.1	HEL_000844-RA
OG0003112	XP_039753521.1	HEL_011978-RA
OG0003113	XP_039750850.1	HEL_011065-RA
OG0003114	XP_039754902.1	HEL_005532-RA
OG0003115	XP_039753970.1, XP_039753971.1	HEL_010255-RA
OG0003117	XP_039747554.1, XP_039747558.1, XP_039747557.1, XP_039747556.1	HEL_000315-RA
OG0003118	XP_039755688.1	HEL_000993-RA
OG0003120	XP_039758005.1, XP_039758003.1, XP_039758004.1	HEL_003917-RA, HEL_003916-RA
OG0003121	XP_039749286.1, XP_039749287.1	HEL_000108-RA
OG0003122	XP_039752910.1, XP_039752911.1	HEL_003463-RA
OG0003123	XP_039746009.1	HEL_008704-RA
OG0003125	XP_039755508.1, XP_039755507.1	HEL_000969-RA, HEL_000967-RA
OG0003126	XP_039753973.1	HEL_012414-RA
OG0003127	XP_039750723.1	HEL_004992-RA, HEL_004993-RA, HEL_004991-RA
OG0003128	XP_039748465.1	HEL_000299-RA, HEL_000298-RA
OG0003131	XP_039748661.1, XP_039748660.1	HEL_010912-RA
OG0003132	XP_039749500.1	HEL_010325-RA, HEL_010328-RA, HEL_010324-RA
OG0003133	XP_039754292.1	HEL_011459-RA, HEL_011458-RA
OG0003134	XP_039748581.1	HEL_013271-RA
OG0003149	XP_039759768.1	HEL_003362-RA
OG0003151	XP_039760795.1	HEL_011825-RA
OG0003152	XP_039765516.1	HEL_001577-RA
OG0003154	XP_039754046.1	HEL_007483-RA
OG0003155	XP_039761619.1	HEL_005922-RA
OG0003156	XP_039759902.1	HEL_001915-RA
OG0003157	XP_039754210.1	HEL_011452-RA
OG0003158	XP_039762197.1	HEL_004035-RA
OG0003159	XP_039755258.1	HEL_005365-RA, HEL_005364-RA
OG0003161	XP_039759958.1	HEL_001911-RA, HEL_001906-RA
OG0003162	XP_039760652.1, XP_039760653.1	HEL_011851-RA
OG0003163	XP_039762934.1, XP_039762935.1	HEL_013955-RA
OG0003164	XP_039765735.1	HEL_001697-RA
OG0003165	XP_039759786.1, XP_039759787.1	HEL_001904-RA
OG0003166	XP_039752559.1	HEL_012691-RA
OG0003167	XP_039746705.1	HEL_010480-RA
OG0003168	XP_039754649.1	HEL_005359-RA
OG0003169	XP_039760339.1, XP_039760020.1	HEL_001899-RA
OG0003170	XP_039758239.1	HEL_007344-RA
OG0003171	XP_039761562.1	HEL_002181-RA
OG0003172	XP_039751544.1	HEL_008063-RA
OG0003173	XP_039758241.1	HEL_007342-RA, HEL_007340-RA
OG0003174	XP_039751550.1	HEL_008064-RA
OG0003175	XP_039752395.1	HEL_012699-RA, HEL_012700-RA
OG0003176	XP_039764437.1	HEL_002227-RA
OG0003177	XP_039750527.1	HEL_011010-RA
OG0003178	XP_039749156.1	HEL_007655-RA
OG0003179	XP_039756369.1	HEL_012504-RA
OG0003180	XP_039761523.1	HEL_002191-RA
OG0003181	XP_039762303.1	HEL_004096-RA
OG0003182	XP_039763755.1	HEL_009698-RA
OG0003183	XP_039762230.1	HEL_004170-RA
OG0003184	XP_039764496.1	HEL_003418-RA
OG0003185	XP_039763173.1, XP_039763174.1	HEL_009686-RA
OG0003186	XP_039751179.1, XP_039751178.1	HEL_008072-RA
OG0003187	XP_039762348.1	HEL_004143-RA
OG0003188	XP_039758727.1	HEL_007326-RA
OG0003189	XP_039749671.1	HEL_007744-RA
OG0003190	XP_039756864.1	HEL_008954-RA, HEL_008955-RA
OG0003191	XP_039755055.1	HEL_005340-RA
OG0003192	XP_039762412.1	HEL_004049-RA
OG0003193	XP_039748719.1	HEL_007634-RA
OG0003194	XP_039762399.1	HEL_004044-RA
OG0003195	XP_039762193.1	HEL_004045-RA
OG0003196	XP_039745738.1	HEL_004016-RA, HEL_004015-RA
OG0003197	XP_039765903.1	HEL_003404-RA, HEL_003405-RA
OG0003198	XP_039765916.1	HEL_003403-RA
OG0003199	XP_039749091.1	HEL_003402-RA
OG0003200	XP_039757942.1	HEL_005085-RA
OG0003201	XP_039748593.1	HEL_007631-RA
OG0003202	XP_039745362.1	HEL_003400-RA
OG0003203	XP_039754759.1	HEL_005336-RA
OG0003204	XP_039765348.1, XP_039765342.1	HEL_003399-RA
OG0003205	XP_039761217.1	HEL_005373-RA
OG0003206	XP_039760208.1	HEL_001876-RA, HEL_001875-RA
OG0003207	XP_039763375.1	HEL_012098-RA
OG0003208	XP_039745811.1	HEL_003397-RA
OG0003210	XP_039762139.1	HEL_004039-RA, HEL_004038-RA
OG0003211	XP_039756419.1	HEL_012512-RA
OG0003212	XP_039745434.1, XP_039745436.1	HEL_001718-RA
OG0003213	XP_039750342.1, XP_039750341.1, XP_039750343.1	HEL_011029-RA
OG0003214	XP_039756502.1, XP_039756501.1	HEL_012518-RA
OG0003215	XP_039753400.1, XP_039753401.1	HEL_003460-RA
OG0003216	XP_039755892.1	HEL_000706-RA
OG0003217	XP_039761193.1	HEL_005380-RA, HEL_005379-RA
OG0003218	XP_039760534.1, XP_039760533.1	HEL_009215-RA
OG0003219	XP_039746049.1	HEL_004003-RA
OG0003220	XP_039755416.1, XP_039755417.1	HEL_000719-RA
OG0003221	XP_039746046.1, XP_039746047.1	HEL_004002-RA
OG0003223	XP_039755499.1	HEL_000722-RA
OG0003224	XP_039762378.1	HEL_004027-RA
OG0003226	XP_039745897.1	HEL_003997-RA, HEL_003996-RA
OG0003227	XP_039764177.1	HEL_002243-RA
OG0003228	XP_039751276.1	HEL_010178-RA
OG0003229	XP_039745964.1, XP_039745963.1	HEL_003995-RA
OG0003230	XP_039760153.1	HEL_001864-RA
OG0003231	XP_039762871.1	HEL_013059-RA, HEL_013058-RA
OG0003233	XP_039748001.1	HEL_000456-RA
OG0003234	XP_039764094.1	HEL_007141-RA
OG0003235	XP_039762249.1, XP_039762248.1	HEL_004033-RA
OG0003236	XP_039748111.1	HEL_000459-RA
OG0003237	XP_039764809.1	HEL_002246-RA
OG0003238	XP_039751993.1	HEL_012663-RA
OG0003239	XP_039765189.1	HEL_003374-RA, HEL_003375-RA
OG0003241	XP_039760634.1	HEL_009228-RA
OG0003242	XP_039760977.1	HEL_005389-RA
OG0003243	XP_039759238.1	HEL_014450-RA
OG0003244	XP_039754295.1	HEL_009491-RA
OG0003245	XP_039754541.1	HEL_009494-RA
OG0003246	XP_039754466.1	HEL_009495-RA
OG0003247	XP_039754187.1	HEL_009496-RA
OG0003248	XP_039758504.1	HEL_013874-RA
OG0003249	XP_039762909.1, XP_039762910.1	HEL_013051-RA
OG0003251	XP_039756175.1	HEL_012395-RA
OG0003252	XP_039749183.1	HEL_007611-RA
OG0003253	XP_039758827.1	HEL_013870-RA
OG0003255	XP_039755698.1	HEL_000729-RA
OG0003257	XP_039757486.1	HEL_005089-RA
OG0003258	XP_039745095.1	HEL_001709-RA
