Orthogroup	Pararge_aegeria	Vanessa_tameamea
OG0002457	XP_039764090.1, XP_039764089.1	XP_026500852.1
OG0002458	XP_039760717.1	XP_026498810.1
OG0002459	XP_039759488.1, XP_039759487.1	XP_026492508.1, XP_026492501.1
OG0002460	XP_039753892.1	XP_026487157.1, XP_026487158.1, XP_026487159.1
OG0002461	XP_039759315.1	XP_026492564.1, XP_026492556.1
OG0002462	XP_039762988.1	XP_026498856.1, XP_026498857.1, XP_026498855.1
OG0002463	XP_039748412.1, XP_039748411.1	XP_026490375.1, XP_026490374.1, XP_026490373.1
OG0002464	XP_039756670.1	XP_026495987.1
OG0002465	XP_039756512.1	XP_026495985.1
OG0002466	XP_039759461.1	XP_026490494.1, XP_026490478.1, XP_026490488.1
OG0002467	XP_039762883.1	XP_026498866.1
OG0002469	XP_039762329.1	XP_026495727.1
OG0002470	XP_039762887.1	XP_026498873.1
OG0002471	XP_039755390.1	XP_026499307.1
OG0002472	XP_039762833.1	XP_026498869.1
OG0002474	XP_039750534.1	XP_026490759.1
OG0002475	XP_039749753.1, XP_039749755.1, XP_039749754.1	XP_026484230.1
OG0002477	XP_039749708.1	XP_026484231.1, XP_026484232.1
OG0002478	XP_039761986.1, XP_039762361.1	XP_026494125.1
OG0002479	XP_039760644.1	XP_026498838.1
OG0002480	XP_039753724.1	XP_026492246.1
OG0002481	XP_039760506.1	XP_026498707.1
OG0002482	XP_039753487.1	XP_026492303.1, XP_026492302.1
OG0002483	XP_039757658.1	XP_026494399.1
OG0002484	XP_039760147.1	XP_026500209.1
OG0002485	XP_039762810.1, XP_039762814.1, XP_039762809.1, XP_039762811.1	XP_026501243.1
OG0002487	XP_039765099.1	XP_026488569.1
OG0002488	XP_039752665.1	XP_026483560.1
OG0002489	XP_039750830.1	XP_026485598.1
OG0002490	XP_039758518.1	XP_026493320.1, XP_026493321.1
OG0002491	XP_039759530.1	XP_026490986.1
OG0002492	XP_039757235.1, XP_039757234.1	XP_026494644.1
OG0002493	XP_039748311.1	XP_026499354.1
OG0002494	XP_039748305.1	XP_026483628.1
OG0002495	XP_039758833.1, XP_039758828.1, XP_039758839.1	XP_026497923.1
OG0002496	XP_039748189.1	XP_026483626.1
OG0002497	XP_039749172.1	XP_026490116.1
OG0002498	XP_039762971.1	XP_026486539.1
OG0002499	XP_039760778.1	XP_026490233.1
OG0002500	XP_039748300.1	XP_026499338.1
OG0002501	XP_039754511.1, XP_039754510.1	XP_026487161.1
OG0002502	XP_039757117.1, XP_039757125.1	XP_026497920.1
OG0002503	XP_039760254.1	XP_026500180.1
OG0002504	XP_039754736.1, XP_039754732.1	XP_026496384.1
OG0002505	XP_039762861.1	XP_026486490.1
OG0002506	XP_039759194.1	XP_026491061.1
OG0002507	XP_039754081.1	XP_026497935.1
OG0002508	XP_039754480.1	XP_026487195.1
OG0002509	XP_039759926.1	XP_026500163.1
OG0002510	XP_039762917.1	XP_026486485.1
OG0002511	XP_039756314.1	XP_026495568.1
OG0002512	XP_039751675.1	XP_026501044.1
OG0002513	XP_039760046.1, XP_039760047.1	XP_026500146.1
OG0002514	XP_039756797.1	XP_026494624.1, XP_026494622.1, XP_026494625.1
OG0002515	XP_039746413.1	XP_026499364.1
OG0002516	XP_039759003.1	XP_026491168.1, XP_026491160.1
OG0002517	XP_039748437.1	XP_026490579.1
OG0002518	XP_039753556.1	XP_026492248.1, XP_026492314.1
OG0002519	XP_039745501.1	XP_026484621.1
OG0002520	XP_039746334.1	XP_026491316.1
OG0002521	XP_039760819.1	XP_026490240.1
OG0002522	XP_039755498.1	XP_026499238.1
OG0002523	XP_039750825.1	XP_026485602.1
OG0002524	XP_039759918.1, XP_039759919.1, XP_039759917.1	XP_026497361.1
OG0002525	XP_039761818.1	XP_026493687.1
OG0002526	XP_039751333.1, XP_039751331.1, XP_039751013.1	XP_026500354.1
OG0002527	XP_039760696.1	XP_026501717.1
OG0002528	XP_039747709.1	XP_026490630.1
OG0002529	XP_039759881.1	XP_026497291.1
OG0002530	XP_039759741.1	XP_026497837.1
OG0002531	XP_039761965.1	XP_026489376.1
OG0002532	XP_039751519.1	XP_026488865.1
OG0002533	XP_039763662.1	XP_026487308.1, XP_026487310.1
OG0002534	XP_039755335.1	XP_026499261.1
OG0002535	XP_039763085.1, XP_039759485.1	XP_026492670.1
OG0002536	XP_039759761.1	XP_026497282.1
OG0002537	XP_039745798.1	XP_026491206.1, XP_026491028.1
OG0002538	XP_039755766.1	XP_026499225.1
OG0002539	XP_039750475.1, XP_039750482.1, XP_039750466.1	XP_026499394.1
OG0002540	XP_039749404.1	XP_026496909.1, XP_026496907.1, XP_026496908.1
OG0002541	XP_039763689.1	XP_026500289.1
OG0002542	XP_039762685.1	XP_026486546.1
OG0002543	XP_039746658.1	XP_026494836.1
OG0002544	XP_039757572.1	XP_026490952.1
OG0002546	XP_039758489.1, XP_039758490.1	XP_026493064.1, XP_026493063.1
OG0002547	XP_039747234.1	XP_026495343.1
OG0002548	XP_039754144.1, XP_039754143.1	XP_026488262.1, XP_026488261.1
OG0002549	XP_039761334.1, XP_039761335.1	XP_026486830.1
OG0002550	XP_039756531.1	XP_026495604.1
OG0002551	XP_039751247.1	XP_026483736.1, XP_026483727.1
OG0002552	XP_039765527.1	XP_026484949.1
OG0002553	XP_039752502.1	XP_026488579.1
OG0002554	XP_039748173.1, XP_039748172.1, XP_039748175.1	XP_026491862.1
OG0002555	XP_039763527.1	XP_026500679.1
OG0002556	XP_039755480.1	XP_026486851.1, XP_026486852.1, XP_026486850.1
OG0002557	XP_039765953.1	XP_026485131.1, XP_026485130.1
OG0002558	XP_039753138.1, XP_039753128.1	XP_026497110.1
OG0002559	XP_039763456.1, XP_039763448.1	XP_026487280.1
OG0002560	XP_039757632.1, XP_039757622.1	XP_026497859.1
OG0002562	XP_039749991.1, XP_039749992.1	XP_026496634.1
OG0002563	XP_039760832.1, XP_039760830.1, XP_039760833.1	XP_026487152.1
OG0002564	XP_039760186.1	XP_026497552.1
OG0002565	XP_039761929.1, XP_039761928.1	XP_026489431.1
OG0002566	XP_039756335.1	XP_026495543.1
OG0002567	XP_039758310.1	XP_026493463.1
OG0002568	XP_039757604.1	XP_026490995.1, XP_026490996.1
OG0002569	XP_039752858.1, XP_039752857.1	XP_026492355.1
OG0002570	XP_039747228.1	XP_026495363.1, XP_026495362.1
OG0002571	XP_039747229.1	XP_026495367.1, XP_026495366.1
OG0002572	XP_039755936.1	XP_026489203.1
OG0002573	XP_039762488.1, XP_039762484.1	XP_026483149.1
OG0002574	XP_039765646.1	XP_026485091.1
OG0002575	XP_039757667.1	XP_026490969.1
OG0002576	XP_039765199.1, XP_039765200.1	XP_026487824.1
OG0002577	XP_039751664.1	XP_026500853.1
OG0002578	XP_039745818.1, XP_039745817.1	XP_026491545.1, XP_026491544.1
OG0002580	XP_039758502.1	XP_026493275.1
OG0002581	XP_039745509.1	XP_026499399.1
OG0002582	XP_039748744.1	XP_026485775.1
OG0002583	XP_039747672.1	XP_026483881.1, XP_026483880.1
OG0002584	XP_039751561.1	XP_026501194.1
OG0002585	XP_039745477.1	XP_026484345.1
OG0002586	XP_039759527.1, XP_039759528.1, XP_039759526.1	XP_026492923.1
OG0002587	XP_039757733.1, XP_039757732.1	XP_026490985.1
OG0002588	XP_039764859.1	XP_026500390.1
OG0002589	XP_039761339.1, XP_039761340.1	XP_026485923.1
OG0002590	XP_039745190.1	XP_026484846.1
OG0002591	XP_039762450.1	XP_026489390.1
OG0002592	XP_039753950.1	XP_026488186.1
OG0002593	XP_039750578.1	XP_026499889.1
OG0002594	XP_039752931.1, XP_039752929.1, XP_039752930.1	XP_026492159.1
OG0002595	XP_039747143.1	XP_026494962.1, XP_026494960.1
OG0002596	XP_039763574.1	XP_026500414.1
OG0002597	XP_039759963.1	XP_026497572.1, XP_026497571.1
OG0002598	XP_039747805.1	XP_026483771.1
OG0002600	XP_039759589.1, XP_039759431.1, XP_039759474.1, XP_039759588.1	XP_026492453.1
OG0002601	XP_039758141.1, XP_039758140.1	XP_026500381.1
OG0002602	XP_039747572.1	XP_026483773.1
OG0002603	XP_039752839.1	XP_026492331.1
OG0002604	XP_039765807.1	XP_026484801.1
OG0002605	XP_039746612.1	XP_026494894.1
OG0002607	XP_039761364.1	XP_026485832.1
OG0002608	XP_039762580.1	XP_026483143.1
OG0002609	XP_039759403.1	XP_026493557.1
OG0002610	XP_039755649.1	XP_026486923.1
OG0002611	XP_039753147.1	XP_026499663.1
OG0002612	XP_039751769.1, XP_039751770.1	XP_026483550.1
OG0002613	XP_039755449.1	XP_026499174.1
OG0002614	XP_039752829.1, XP_039752830.1	XP_026499661.1
OG0002615	XP_039754762.1	XP_026496370.1, XP_026496371.1
OG0002616	XP_039746175.1	XP_026491807.1, XP_026491808.1
OG0002617	XP_039754586.1	XP_026488316.1
OG0002618	XP_039760721.1	XP_026492471.1
OG0002619	XP_039746118.1	XP_026491473.1
OG0002620	XP_039746749.1, XP_039746750.1, XP_039746751.1	XP_026495263.1
OG0002621	XP_039760568.1, XP_039760569.1, XP_039760567.1	XP_026498738.1
OG0002622	XP_039745763.1	XP_026491472.1, XP_026491471.1
OG0002623	XP_039759683.1	XP_026490679.1
OG0002624	XP_039765794.1	XP_026484779.1, XP_026484594.1
OG0002625	XP_039754938.1	XP_026496296.1, XP_026496297.1
OG0002626	XP_039759072.1	XP_026490541.1
OG0002627	XP_039753187.1	XP_026487908.1
OG0002628	XP_039765593.1	XP_026484405.1
OG0002629	XP_039756030.1, XP_039756027.1, XP_039756028.1	XP_026495491.1
OG0002630	XP_039759075.1, XP_039759276.1	XP_026492108.1
OG0002632	XP_039759424.1	XP_026492029.1
OG0002633	XP_039762040.1	XP_026487878.1
OG0002635	XP_039761350.1	XP_026486506.1
OG0002636	XP_039764938.1	XP_026487662.1
OG0002637	XP_039751649.1	XP_026484658.1, XP_026484649.1
OG0002638	XP_039755105.1	XP_026496434.1
OG0002639	XP_039751186.1, XP_039751185.1	XP_026484680.1, XP_026484671.1
OG0002640	XP_039759172.1, XP_039759171.1	XP_026491951.1
OG0002641	XP_039761357.1	XP_026486234.1
OG0002642	XP_039763726.1	XP_026497985.1
OG0002643	XP_039759116.1, XP_039759113.1, XP_039759114.1	XP_026491974.1
OG0002644	XP_039751874.1	XP_026483347.1
OG0002645	XP_039752950.1	XP_026494773.1
OG0002646	XP_039755420.1	XP_026499057.1
OG0002647	XP_039748217.1, XP_039748216.1	XP_026496146.1
OG0002648	XP_039756472.1	XP_026495835.1, XP_026495836.1, XP_026495837.1
OG0002649	XP_039747155.1	XP_026495194.1
OG0002650	XP_039754587.1	XP_026494751.1
OG0002651	XP_039752237.1	XP_026488950.1
OG0002652	XP_039747850.1	XP_026483641.1
OG0002653	XP_039765654.1, XP_039765655.1	XP_026484410.1
OG0002654	XP_039750659.1	XP_026485466.1
OG0002655	XP_039765466.1	XP_026484395.1
OG0002656	XP_039757225.1	XP_026498038.1
OG0002657	XP_039757183.1	XP_026498025.1
OG0002658	XP_039765913.1	XP_026484390.1
OG0002659	XP_039758985.1, XP_039758984.1, XP_039758983.1	XP_026491860.1
OG0002660	XP_039753517.1	XP_026499640.1
OG0002661	XP_039748209.1	XP_026497648.1
OG0002662	XP_039745164.1, XP_039745163.1	XP_026484420.1
OG0002663	XP_039747819.1, XP_039747818.1	XP_026483721.1, XP_026483722.1
OG0002664	XP_039760794.1	XP_026498745.1
OG0002665	XP_039764426.1	XP_026487400.1
OG0002666	XP_039755485.1	XP_026499306.1
OG0002667	XP_039760549.1	XP_026498741.1
OG0002668	XP_039759925.1	XP_026497332.1
OG0002669	XP_039753866.1	XP_026488257.1
OG0002670	XP_039765206.1	XP_026487346.1
OG0002671	XP_039749053.1, XP_039749052.1	XP_026486093.1, XP_026486094.1
OG0002672	XP_039751990.1	XP_026488979.1, XP_026488978.1
OG0002673	XP_039758287.1	XP_026493177.1
OG0002674	XP_039761413.1	XP_026493646.1
OG0002675	XP_039749371.1, XP_039749373.1	XP_026497000.1, XP_026497002.1
OG0002676	XP_039752995.1	XP_026493645.1
OG0002677	XP_039747272.1	XP_026495293.1, XP_026495294.1, XP_026495292.1
OG0002678	XP_039758992.1	XP_026491810.1
OG0002679	XP_039755589.1	XP_026499078.1
OG0002680	XP_039765863.1	XP_026484387.1
OG0002681	XP_039751989.1	XP_026501298.1
OG0002682	XP_039758977.1	XP_026491179.1
OG0002683	XP_039760470.1	XP_026498705.1
OG0002684	XP_039753438.1, XP_039750558.1	XP_026485459.1
OG0002685	XP_039747848.1	XP_026483813.1
OG0002686	XP_039752605.1	XP_026488598.1
OG0002687	XP_039749963.1	XP_026497033.1
OG0002688	XP_039755864.1	XP_026499046.1
OG0002689	XP_039760224.1	XP_026497475.1
OG0002690	XP_039748599.1	XP_026485780.1, XP_026485781.1
OG0002691	XP_039755673.1	XP_026499297.1
OG0002692	XP_039758116.1	XP_026489624.1, XP_026489623.1, XP_026489625.1
OG0002693	XP_039763975.1	XP_026487619.1
OG0002695	XP_039745784.1	XP_026494434.1
OG0002696	XP_039748201.1	XP_026486388.1
OG0002697	XP_039763328.1	XP_026489725.1, XP_026489743.1, XP_026489733.1
OG0002698	XP_039748732.1	XP_026485899.1
OG0002699	XP_039760859.1, XP_039760858.1	XP_026498732.1
OG0002700	XP_039755570.1	XP_026486855.1
OG0002701	XP_039754689.1	XP_026489844.1
OG0002703	XP_039763879.1	XP_026500471.1
OG0002704	XP_039759281.1	XP_026493613.1
OG0002705	XP_039761192.1	XP_026486754.1
OG0002706	XP_039761003.1	XP_026485207.1
OG0002707	XP_039748218.1	XP_026483715.1
OG0002708	XP_039765791.1, XP_039765787.1	XP_026484433.1
OG0002709	XP_039752552.1, XP_039752553.1, XP_039752551.1	XP_026489108.1
OG0002710	XP_039765489.1	XP_026484882.1
OG0002711	XP_039757689.1	XP_026489734.1
OG0002712	XP_039759458.1	XP_026492429.1
OG0002713	XP_039757994.1	XP_026489735.1
OG0002714	XP_039760391.1	XP_026494551.1
OG0002715	XP_039754898.1	XP_026489790.1
OG0002716	XP_039757179.1, XP_039757177.1, XP_039757178.1	XP_026493981.1
OG0002717	XP_039754899.1	XP_026489789.1
OG0002718	XP_039745296.1	XP_026484760.1
OG0002719	XP_039762406.1	XP_026501070.1
OG0002720	XP_039763443.1	XP_026500883.1
OG0002721	XP_039745288.1	XP_026494455.1, XP_026494457.1
OG0002722	XP_039747258.1	XP_026495034.1
OG0002723	XP_039749839.1	XP_026496826.1
OG0002724	XP_039758695.1, XP_039758696.1	XP_026493101.1
OG0002725	XP_039754793.1	XP_026489800.1, XP_026489799.1
OG0002726	XP_039757603.1	XP_026494308.1
OG0002727	XP_039759647.1	XP_026492320.1
OG0002728	XP_039746910.1	XP_026494465.1
OG0002729	XP_039758719.1	XP_026493077.1
OG0002730	XP_039749214.1	XP_026486357.1
OG0002731	XP_039760836.1	XP_026494552.1
OG0002732	XP_039752155.1	XP_026489093.1
OG0002734	XP_039761438.1	XP_026484158.1, XP_026484192.1
OG0002735	XP_039756460.1, XP_039756461.1	XP_026495965.1
OG0002736	XP_039761150.1	XP_026493051.1
OG0002737	XP_039764175.1	XP_026500789.1
OG0002738	XP_039761170.1	XP_026493044.1
OG0002739	XP_039760615.1	XP_026494521.1
OG0002740	XP_039757283.1	XP_026494022.1
OG0002741	XP_039746881.1	XP_026495059.1
OG0002742	XP_039756873.1, XP_039756872.1	XP_026494003.1, XP_026494004.1
OG0002743	XP_039749217.1	XP_026485847.1, XP_026485846.1
OG0002744	XP_039755551.1	XP_026486930.1, XP_026486932.1, XP_026486929.1
OG0002745	XP_039764661.1, XP_039764660.1, XP_039764659.1	XP_026487611.1
OG0002746	XP_039764563.1, XP_039764560.1	XP_026487597.1, XP_026487596.1
OG0002747	XP_039745889.1	XP_026491084.1
OG0002748	XP_039756673.1	XP_026495653.1
OG0002749	XP_039754188.1	XP_026488276.1
OG0002750	XP_039763992.1, XP_039763993.1	XP_026500272.1
OG0002751	XP_039746297.1	XP_026491271.1
OG0002752	XP_039754598.1	XP_026498624.1
OG0002753	XP_039760443.1	XP_026492642.1
OG0002754	XP_039752216.1	XP_026488900.1
OG0002755	XP_039755444.1	XP_026486917.1
OG0002756	XP_039760633.1, XP_039760632.1	XP_026494525.1
OG0002757	XP_039748980.1	XP_026486149.1
OG0002758	XP_039755516.1, XP_039755515.1	XP_026486908.1
OG0002759	XP_039759309.1	XP_026491147.1
OG0002761	XP_039760152.1, XP_039760151.1	XP_026497506.1
OG0002762	XP_039759160.1	XP_026492740.1
OG0002763	XP_039755120.1	XP_026499856.1
OG0002764	XP_039751265.1	XP_026488414.1
OG0002765	XP_039748640.1	XP_026485823.1
OG0002766	XP_039757422.1	XP_026492618.1
OG0002767	XP_039759428.1	XP_026493026.1
OG0002768	XP_039753167.1	XP_026492268.1
OG0002769	XP_039758033.1	XP_026494366.1
OG0002770	XP_039753168.1	XP_026492270.1, XP_026492269.1
OG0002771	XP_039745035.1, XP_039745036.1	XP_026484799.1
OG0002772	XP_039753026.1	XP_026492372.1, XP_026492371.1
OG0002773	XP_039765770.1	XP_026484806.1
OG0002774	XP_039749524.1	XP_026496980.1, XP_026496979.1, XP_026496978.1
OG0002775	XP_039754763.1, XP_039754755.1, XP_039754746.1	XP_026492708.1
OG0002776	XP_039751146.1, XP_039751149.1, XP_039751148.1	XP_026485264.1, XP_026485272.1, XP_026485279.1
OG0002777	XP_039761200.1	XP_026493612.1
OG0002778	XP_039763671.1	XP_026496689.1
OG0002780	XP_039763155.1, XP_039763156.1, XP_039763154.1	XP_026496142.1
OG0002781	XP_039754751.1	XP_026498613.1
OG0002782	XP_039754749.1	XP_026498619.1
OG0002783	XP_039750396.1	XP_026498116.1
OG0002784	XP_039750811.1	XP_026485614.1
OG0002785	XP_039746054.1, XP_039746055.1, XP_039746053.1	XP_026491197.1
OG0002786	XP_039763834.1, XP_039763835.1	XP_026496532.1, XP_026496540.1
OG0002788	XP_039747335.1	XP_026495254.1
OG0002788	XP_039747336.1	XP_026495255.1
OG0002789	XP_039751966.1	XP_026488849.1
OG0002790	XP_039749851.1	XP_026497021.1
OG0002791	XP_039759931.1	XP_026497346.1
OG0002792	XP_039757295.1, XP_039757292.1, XP_039757294.1	XP_026493881.1
OG0002793	XP_039757624.1, XP_039757623.1	XP_026494325.1, XP_026494324.1
OG0002794	XP_039757218.1	XP_026493885.1
OG0002795	XP_039758635.1	XP_026498188.1
OG0002796	XP_039749124.1	XP_026485768.1, XP_026485772.1
OG0002797	XP_039757833.1	XP_026494350.1
OG0002798	XP_039764096.1, XP_039764095.1	XP_026499013.1
OG0002799	XP_039745083.1, XP_039745081.1, XP_039745082.1	XP_026485079.1
OG0002800	XP_039751481.1	XP_026484730.1
OG0002801	XP_039765875.1	XP_026484903.1
OG0002802	XP_039761442.1	XP_026484154.1
OG0002803	XP_039760058.1	XP_026497367.1, XP_026497368.1
OG0002804	XP_039760851.1	XP_026489580.1
OG0002806	XP_039749940.1, XP_039749939.1, XP_039749938.1	XP_026496896.1
OG0002807	XP_039757075.1	XP_026493894.1
OG0002808	XP_039760705.1	XP_026489576.1
OG0002809	XP_039748819.1	XP_026485871.1
OG0002810	XP_039756453.1	XP_026495845.1
OG0002811	XP_039746542.1	XP_026501526.1
OG0002812	XP_039748542.1	XP_026485857.1, XP_026485858.1, XP_026485859.1
OG0002813	XP_039748095.1, XP_039748094.1	XP_026498304.1, XP_026498303.1
OG0002814	XP_039760641.1	XP_026489595.1
OG0002815	XP_039745776.1	XP_026491582.1
OG0002816	XP_039755536.1	XP_026486785.1
OG0002817	XP_039756203.1	XP_026495623.1
OG0002818	XP_039749033.1	XP_026486320.1, XP_026486321.1
OG0002819	XP_039745489.1	XP_026484914.1
OG0002820	XP_039749032.1	XP_026486317.1, XP_026486318.1
OG0002821	XP_039754844.1	XP_026498597.1
OG0002822	XP_039755062.1	XP_026498538.1
OG0002823	XP_039746781.1	XP_026488558.1
OG0002824	XP_039762080.1	XP_026493683.1, XP_026493684.1
OG0002825	XP_039751360.1	XP_026495427.1
OG0002826	XP_039746691.1	XP_026495133.1, XP_026495134.1
OG0002827	XP_039748946.1	XP_026485774.1
OG0002828	XP_039763846.1	XP_026500563.1
OG0002829	XP_039760684.1	XP_026489604.1
OG0002830	XP_039758156.1	XP_026494168.1
OG0002831	XP_039763500.1	XP_026500550.1
OG0002832	XP_039763017.1, XP_039762998.1, XP_039763008.1	XP_026487790.1
OG0002833	XP_039762854.1, XP_039762844.1, XP_039762835.1	XP_026487727.1
OG0002834	XP_039752245.1	XP_026501371.1
OG0002835	XP_039753491.1	XP_026492335.1
OG0002836	XP_039752662.1	XP_026501343.1
OG0002837	XP_039759521.1, XP_039759520.1	XP_026495466.1
OG0002838	XP_039746120.1, XP_039746121.1	XP_026491175.1
OG0002839	XP_039764099.1	XP_026487717.1
OG0002840	XP_039753448.1	XP_026499578.1
OG0002841	XP_039764672.1, XP_039764671.1, XP_039764673.1	XP_026487777.1
OG0002842	XP_039753027.1	XP_026499568.1
OG0002843	XP_039749521.1	XP_026497012.1
OG0002844	XP_039756133.1	XP_026495614.1
OG0002845	XP_039747547.1	XP_026498309.1
OG0002846	XP_039760306.1	XP_026497424.1
OG0002847	XP_039748387.1	XP_026498314.1, XP_026498315.1, XP_026498313.1
OG0002848	XP_039765524.1	XP_026484940.1
OG0002849	XP_039750209.1, XP_039750210.1	XP_026485529.1, XP_026485528.1
OG0002850	XP_039757057.1, XP_039757058.1, XP_039757056.1	XP_026493873.1
OG0002851	XP_039749400.1	XP_026496940.1
OG0002852	XP_039756910.1	XP_026493952.1
OG0002853	XP_039756059.1	XP_026495741.1
OG0002854	XP_039759551.1	XP_026495435.1
OG0002855	XP_039764505.1, XP_039764515.1, XP_039764511.1	XP_026492037.1
OG0002856	XP_039755170.1	XP_026498678.1
OG0002857	XP_039750173.1	XP_026497004.1
OG0002858	XP_039757836.1	XP_026494164.1
OG0002859	XP_039756370.1	XP_026495944.1
OG0002860	XP_039758559.1	XP_026493550.1
OG0002861	XP_039746092.1, XP_039746091.1, XP_039746089.1	XP_026491640.1
OG0002862	XP_039760658.1	XP_026498775.1, XP_026498774.1
OG0002863	XP_039750598.1	XP_026485538.1
OG0002864	XP_039746282.1, XP_039746280.1, XP_039746281.1	XP_026491663.1
OG0002865	XP_039764499.1	XP_026492015.1
OG0002866	XP_039759556.1	XP_026486635.1, XP_026486636.1
OG0002868	XP_039760280.1	XP_026497385.1
OG0002869	XP_039747982.1, XP_039747983.1	XP_026498279.1, XP_026498280.1
OG0002870	XP_039760098.1	XP_026497402.1
OG0002871	XP_039751773.1	XP_026489032.1
OG0002872	XP_039754134.1	XP_026488388.1
OG0002873	XP_039746459.1	XP_026491683.1
OG0002874	XP_039749935.1, XP_039749936.1, XP_039749937.1	XP_026496885.1
OG0002875	XP_039764440.1, XP_039764442.1, XP_039764441.1	XP_026487312.1
OG0002876	XP_039753541.1, XP_039753542.1, XP_039753539.1, XP_039753540.1, XP_039753538.1	XP_026499650.1
OG0002877	XP_039758967.1, XP_039758968.1	XP_026496484.1, XP_026496485.1
OG0002878	XP_039757079.1	XP_026490303.1, XP_026490304.1
OG0002879	XP_039758010.1	XP_026498946.1
OG0002880	XP_039757348.1	XP_026499844.1
OG0002881	XP_039756804.1	XP_026494028.1
OG0002882	XP_039757838.1, XP_039757778.1	XP_026498920.1
OG0002883	XP_039745851.1	XP_026491678.1
OG0002884	XP_039758269.1, XP_039758270.1	XP_026493377.1
OG0002885	XP_039759803.1	XP_026483206.1
OG0002886	XP_039751530.1	XP_026486204.1
OG0002887	XP_039755775.1	XP_026486873.1
OG0002888	XP_039755176.1, XP_039764423.1	XP_026487576.1
OG0002889	XP_039748786.1, XP_039750607.1	XP_026486424.1, XP_026484875.1
OG0002890	XP_039753759.1	XP_026488244.1
OG0002891	XP_039748664.1	XP_026486040.1
OG0002892	XP_039745453.1, XP_039745452.1	XP_026485162.1
OG0002893	XP_039763195.1	XP_026499926.1
OG0002894	XP_039761785.1, XP_039761786.1	XP_026484072.1
OG0002895	XP_039750371.1	XP_026493020.1
OG0002896	XP_039751366.1	XP_026496548.1
OG0002897	XP_039758438.1	XP_026493290.1
OG0002898	XP_039748846.1, XP_039748845.1	XP_026486083.1, XP_026486084.1
OG0002899	XP_039747541.1, XP_039747542.1, XP_039747543.1	XP_026498289.1
OG0002900	XP_039748680.1	XP_026485693.1
OG0002901	XP_039748706.1	XP_026485694.1
OG0002902	XP_039748398.1	XP_026498233.1, XP_026498234.1
OG0002903	XP_039761668.1	XP_026483935.1
OG0002904	XP_039760060.1, XP_039760059.1	XP_026483200.1
OG0002905	XP_039750313.1	XP_026485318.1, XP_026485317.1
OG0002907	XP_039752917.1	XP_026499768.1
OG0002908	XP_039760277.1	XP_026483201.1
OG0002909	XP_039757935.1	XP_026498932.1
OG0002910	XP_039750078.1	XP_026496679.1
OG0002911	XP_039758019.1	XP_026498929.1
OG0002912	XP_039763524.1, XP_039763525.1	XP_026499346.1, XP_026499336.1
OG0002913	XP_039754572.1	XP_026488196.1, XP_026488197.1
OG0002914	XP_039763472.1	XP_026499367.1, XP_026499359.1
OG0002915	XP_039765887.1	XP_026484473.1, XP_026484471.1
OG0002916	XP_039757030.1	XP_026494040.1, XP_026494041.1
