Orthogroup	Pararge_aegeria	Heliconius_melpomene_melpomene
OG0001894	XP_039747479.1	HMEL006224g1.t1
OG0001895	XP_039751016.1	HMEL034879g1.t1
OG0001896	XP_039761926.1, XP_039761927.1, XP_039761924.1	HMEL034130g1.t1
OG0001897	XP_039745709.1, XP_039745701.1	HMEL003191g1.t1
OG0001898	XP_039752987.1, XP_039752988.1	HMEL011641g1.t1
OG0001899	XP_039750142.1, XP_039750093.1	HMEL002657g1.t1
OG0001900	XP_039758479.1	HMEL036468g1.t1
OG0001901	XP_039755727.1	HMEL013392g1.t1, HMEL037724g1.t1
OG0001902	XP_039765197.1	HMEL030220g1.t1
OG0001904	XP_039758203.1, XP_039758204.1	HMEL016507g1.t1
OG0001906	XP_039751391.1	HMEL002699g1.t1
OG0001907	XP_039758039.1	HMEL037881g1.t1
OG0001908	XP_039753118.1	HMEL011928g1.t1, HMEL012070g1.t1
OG0001909	XP_039760492.1, XP_039760491.1	HMEL016977g1.t1
OG0001910	XP_039760922.1	HMEL015837g1.t1, HMEL016314g1.t1
OG0001911	XP_039745563.1	HMEL033888g1.t1
OG0001912	XP_039763537.1	HMEL035794g1.t1
OG0001913	XP_039758099.1	HMEL022637-RA
OG0001914	XP_039757657.1	HMEL037883g1.t1
OG0001915	XP_039762927.1	HMEL022597-RA
OG0001916	XP_039765066.1	HMEL012414g1.t1, HMEL031919g1.t1
OG0001917	XP_039748563.1, XP_039748562.1	HMEL004896g1.t1
OG0001919	XP_039756176.1	HMEL036657g1.t1
OG0001921	XP_039755802.1	HMEL013688g1.t1
OG0001922	XP_039760807.1	HMEL008613g1.t1
OG0001923	XP_039763266.1, XP_039763267.1	HMEL035655g1.t1
OG0001924	XP_039761906.1	HMEL034145g1.t1
OG0001924	XP_039762020.1	HMEL034146g1.t1, HMEL034148g1.t1
OG0001925	XP_039747405.1, XP_039747403.1, XP_039747404.1	HMEL012056g1.t1
OG0001926	XP_039759468.1	HMEL032584g1.t1
OG0001927	XP_039762972.1	HMEL007179g1.t1
OG0001931	XP_039762775.1	HMEL010825g1.t1
OG0001932	XP_039754521.1, XP_039754518.1, XP_039754519.1	HMEL021393g1.t1
OG0001934	XP_039751121.1, XP_039751122.1	HMEL004304g1.t1
OG0001935	XP_039746216.1	HMEL033870g1.t1
OG0001936	XP_039745965.1, XP_039745973.1	HMEL016814g1.t1
OG0001937	XP_039748432.1	HMEL037406g1.t1
OG0001938	XP_039760981.1, XP_039760992.1	HMEL005815g1.t1
OG0001939	XP_039758621.1, XP_039758620.1, XP_039758619.1, XP_039758618.1	HMEL014392g1.t1
OG0001940	XP_039762807.1	HMEL037224g1.t1
OG0001941	XP_039761006.1	HMEL005814g1.t1
OG0001942	XP_039760818.1	HMEL010655g1.t1
OG0001943	XP_039752833.1, XP_039752832.1	HMEL017580g1.t1
OG0001944	XP_039751084.1, XP_039751085.1	HMEL004292g1.t1
OG0001945	XP_039761992.1	HMEL013245g1.t1
OG0001947	XP_039754000.1	HMEL030789g1.t1, HMEL030788g1.t1
OG0001948	XP_039751029.1	HMEL034812g1.t1
OG0001949	XP_039753104.1	HMEL017581g1.t1
OG0001950	XP_039765677.1	HMEL016806g1.t1
OG0001951	XP_039746361.1, XP_039746360.1, XP_039746362.1	HMEL004877g1.t1
OG0001952	XP_039754152.1	HMEL020790g1.t1, HMEL016732g1.t1, HMEL022364g1.t1
OG0001953	XP_039751730.1	HMEL008054-RA
OG0001954	XP_039765175.1	HMEL012441g1.t1
OG0001956	XP_039759788.1	HMEL008474g1.t1
OG0001957	XP_039764700.1	HMEL012446g1.t1
OG0001958	XP_039761034.1, XP_039761033.1, XP_039761032.1	HMEL016327g1.t1
OG0001960	XP_039754432.1	HMEL032775g1.t1
OG0001961	XP_039748222.1	HMEL009328g1.t1, HMEL037414g1.t1
OG0001962	XP_039759079.1	HMEL013414g1.t1
OG0001963	XP_039754909.1	HMEL017513g1.t1, HMEL017517g1.t1
OG0001964	XP_039756842.1, XP_039756841.1	HMEL011141-RA
OG0001965	XP_039745487.1	HMEL005669g1.t1
OG0001966	XP_039747621.1	HMEL003054g1.t1
OG0001967	XP_039749600.1	HMEL005351g1.t1
OG0001968	XP_039745654.1, XP_039746169.1	HMEL018043g1.t1
OG0001969	XP_039763336.1	HMEL012457g1.t1
OG0001970	XP_039745651.1, XP_039745652.1, XP_039745649.1	HMEL020917g1.t1
OG0001971	XP_039751023.1	HMEL007961g1.t1
OG0001972	XP_039758989.1	HMEL032578g1.t1
OG0001973	XP_039750592.1	HMEL036095g1.t1
OG0001974	XP_039757318.1, XP_039757317.1, XP_039757319.1	HMEL033647g1.t1
OG0001975	XP_039752681.1, XP_039752680.1	HMEL033191g1.t1
OG0001976	XP_039751394.1	HMEL034805g1.t1, HMEL016101g1.t1
OG0001977	XP_039754215.1	HMEL032824g1.t1, HMEL032797g1.t1
OG0001979	XP_039748146.1	HMEL021151g1.t1, HMEL007544g1.t1, HMEL021576g1.t1
OG0001980	XP_039755961.1, XP_039755962.1	HMEL017906g1.t1
OG0001981	XP_039750072.1, XP_039750064.1	HMEL007526g1.t1
OG0001983	XP_039754630.1	HMEL003068g1.t1
OG0001984	XP_039755590.1	HMEL017910g1.t1
OG0001985	XP_039747193.1, XP_039747192.1, XP_039747194.1	HMEL016154g1.t1
OG0001986	XP_039755510.1	HMEL037547g1.t1
OG0001987	XP_039750846.1	HMEL017974g1.t1, HMEL031552g1.t1, HMEL017975g1.t1
OG0001988	XP_039750159.1	HMEL005364g1.t1
OG0001989	XP_039762342.1	HMEL007794g1.t1
OG0001990	XP_039755664.1, XP_039755665.1	HMEL021710g1.t1
OG0001991	XP_039746684.1, XP_039746685.1	HMEL014070g1.t1
OG0001992	XP_039759796.1	HMEL013594g1.t1
OG0001993	XP_039759667.1	HMEL005607g1.t1, HMEL032570g1.t1
OG0001994	XP_039749550.1, XP_039749549.1	HMEL005368g1.t1, HMEL005367g1.t1
OG0001995	XP_039759228.1	HMEL005529g1.t1
OG0001996	XP_039748047.1	HMEL011003g1.t1
OG0001997	XP_039753563.1, XP_039753562.1	HMEL003590g1.t1
OG0001999	XP_039746125.1	HMEL011006g1.t1
OG0002000	XP_039753740.1	HMEL008264g1.t1
OG0002001	XP_039763779.1	HMEL012854g1.t1
OG0002002	XP_039752796.1	HMEL008335g1.t1
OG0002003	XP_039756877.1, XP_039756876.1	HMEL033494g1.t1
OG0002004	XP_039748725.1	HMEL031911g1.t1
OG0002005	XP_039753963.1	HMEL009373g1.t1, HMEL010583g1.t1
OG0002006	XP_039751353.1	HMEL012212g1.t1, HMEL012211g1.t1
OG0002008	XP_039762010.1	HMEL006931g1.t1, HMEL007805g1.t1
OG0002009	XP_039756728.1, XP_039756726.1	HMEL012240g1.t1
OG0002010	XP_039757864.1	HMEL037951g1.t1
OG0002011	XP_039751110.1	HMEL011575g1.t1
OG0002012	XP_039755970.1	HMEL037706g1.t1
OG0002013	XP_039757597.1	HMEL038023g1.t1
OG0002014	XP_039747601.1	HMEL015879g1.t1
OG0002015	XP_039748071.1	HMEL032149g1.t1
OG0002016	XP_039749419.1, XP_039749420.1	HMEL037031g1.t1
OG0002017	XP_039758784.1, XP_039758782.1, XP_039758783.1	HMEL036515g1.t1
OG0002018	XP_039761131.1	HMEL017112g1.t1
OG0002019	XP_039760520.1	HMEL016868g1.t1
OG0002021	XP_039745041.1	HMEL006268g1.t1
OG0002022	XP_039760571.1, XP_039760570.1, XP_039760572.1	HMEL016873g1.t1
OG0002023	XP_039756831.1, XP_039756832.1	HMEL021562g1.t1
OG0002024	XP_039752903.1	HMEL012675g1.t1
OG0002025	XP_039756456.1, XP_039756454.1, XP_039756455.1	HMEL008945g1.t1
OG0002026	XP_039765497.1	HMEL006266g1.t1
OG0002027	XP_039745843.1	HMEL014853g1.t1
OG0002028	XP_039745756.1, XP_039745758.1, XP_039745757.1	HMEL033820g1.t1
OG0002029	XP_039750919.1	HMEL021227g1.t1
OG0002030	XP_039759253.1, XP_039759252.1	HMEL020272g1.t1, HMEL032634g1.t1
OG0002031	XP_039745073.1	HMEL006254g1.t1
OG0002032	XP_039746870.1	HMEL012124g1.t1
OG0002033	XP_039763912.1, XP_039763919.1, XP_039763904.1	HMEL011647-RA
OG0002034	XP_039750888.1, XP_039750889.1	HMEL036076g1.t1
OG0002035	XP_039750155.1	HMEL016779g1.t1
OG0002036	XP_039748752.1, XP_039748743.1, XP_039748734.1	HMEL031312g1.t1
OG0002038	XP_039751612.1, XP_039751611.1	HMEL012870g1.t1
OG0002039	XP_039754218.1	HMEL005388g1.t1
OG0002040	XP_039759203.1	HMEL022231g1.t1
OG0002041	XP_039751488.1	HMEL012865g1.t1
OG0002043	XP_039765815.1	HMEL006241g1.t1
OG0002044	XP_039754529.1, XP_039754520.1	HMEL030832g1.t1
OG0002045	XP_039749913.1	HMEL030680g1.t1
OG0002046	XP_039760105.1	HMEL013335g1.t1
OG0002047	XP_039754278.1	HMEL013334g1.t1
OG0002049	XP_039746547.1	HMEL035893g1.t1
OG0002051	XP_039763094.1, XP_039763093.1	HMEL007271g1.t1
OG0002052	XP_039762791.1	HMEL011633g1.t1
OG0002053	XP_039751359.1	HMEL005616g1.t1
OG0002054	XP_039748759.1	HMEL009730g1.t1
OG0002055	XP_039764716.1	HMEL011631g1.t1
OG0002056	XP_039751041.1, XP_039751429.1	HMEL004981g1.t1
OG0002057	XP_039751200.1, XP_039751201.1	HMEL008270g1.t1
OG0002058	XP_039764788.1	HMEL030284g1.t1
OG0002060	XP_039755158.1	HMEL013312g1.t1
OG0002061	XP_039758128.1	HMEL038050g1.t1
OG0002062	XP_039765616.1, XP_039765614.1, XP_039765615.1	HMEL031067g1.t1
OG0002063	XP_039752434.1, XP_039752433.1	HMEL033282g1.t1
OG0002064	XP_039757061.1	HMEL006571g1.t1
OG0002065	XP_039764921.1	HMEL002293g1.t1
OG0002066	XP_039759607.1	HMEL032592g1.t1
OG0002067	XP_039745724.1	HMEL006889g1.t1
OG0002068	XP_039763422.1	HMEL003963g1.t1
OG0002069	XP_039745777.1, XP_039745778.1	HMEL016682g1.t1
OG0002070	XP_039754422.1	HMEL004550g1.t1
OG0002071	XP_039755450.1	HMEL008260g1.t1
OG0002072	XP_039745892.1	HMEL016685g1.t1
OG0002073	XP_039765703.1	HMEL015157g1.t1
OG0002074	XP_039760490.1, XP_039760489.1	HMEL034653g1.t1
OG0002075	XP_039758512.1, XP_039758513.1	HMEL005005g1.t1
OG0002076	XP_039746346.1, XP_039750549.1, XP_039750550.1, XP_039750551.1	HMEL008042g1.t1
OG0002077	XP_039762993.1	HMEL011513g1.t1
OG0002078	XP_039745824.1	HMEL016690g1.t1
OG0002079	XP_039753139.1	HMEL003482g1.t1, HMEL003481g1.t1
OG0002080	XP_039751947.1	HMEL016095g1.t1
OG0002081	XP_039759200.1, XP_039759201.1	HMEL007605g1.t1
OG0002082	XP_039754711.1, XP_039754710.1	HMEL014936g1.t1
OG0002083	XP_039761488.1	HMEL015005g1.t1
OG0002084	XP_039758935.1, XP_039758936.1	HMEL004540g1.t1
OG0002085	XP_039746470.1	HMEL016705-RA
OG0002086	XP_039760114.1	HMEL007020g1.t1
OG0002087	XP_039749470.1	HMEL003891g1.t1
OG0002088	XP_039765878.1	HMEL011840g1.t1
OG0002089	XP_039756163.1	HMEL036803g1.t1
OG0002091	XP_039752101.1, XP_039752099.1, XP_039752100.1, XP_039752098.1	HMEL014358g1.t1
OG0002092	XP_039762006.1	HMEL004372g1.t1
OG0002093	XP_039753827.1	HMEL032747g1.t1
OG0002094	XP_039758222.1, XP_039758223.1	HMEL017805g1.t1, HMEL036372g1.t1
OG0002095	XP_039753197.1	HMEL011964g1.t1
OG0002096	XP_039752066.1, XP_039752064.1	HMEL014363g1.t1
OG0002097	XP_039758347.1	HMEL036368g1.t1
OG0002098	XP_039745845.1	HMEL005887g1.t1
OG0002099	XP_039761358.1	HMEL030804g1.t1
OG0002101	XP_039748964.1, XP_039748901.1	HMEL006685g1.t1
OG0002103	XP_039759256.1	HMEL014250g1.t1, HMEL004897-RA
OG0002104	XP_039751502.1	HMEL012803g1.t1
OG0002105	XP_039754154.1	HMEL016726g1.t1
OG0002106	XP_039751504.1	HMEL012804g1.t1
OG0002107	XP_039764863.1, XP_039764864.1	HMEL012833g1.t1
OG0002108	XP_039757763.1	HMEL004952g1.t1
OG0002109	XP_039756986.1	HMEL009393g1.t1
OG0002110	XP_039751944.1	HMEL007597g1.t1
OG0002111	XP_039753007.1, XP_039753014.1, XP_039753022.1	HMEL005949g1.t1
OG0002112	XP_039759411.1	HMEL004687g1.t1, HMEL022313g1.t1, HMEL016292g1.t1
OG0002113	XP_039751494.1	HMEL004387g1.t1, HMEL034775g1.t1
OG0002114	XP_039758342.1	HMEL036347g1.t1
OG0002115	XP_039755327.1	HMEL037643g1.t1, HMEL037644g1.t1, HMEL002409g1.t1
OG0002116	XP_039760030.1	HMEL005276g1.t1
OG0002117	XP_039748695.1	HMEL015651g1.t1
OG0002118	XP_039754128.1, XP_039754126.1, XP_039754084.1	HMEL009851g1.t1
OG0002119	XP_039748852.1	HMEL015647g1.t1, HMEL031979g1.t1
OG0002120	XP_039750014.1	HMEL014671g1.t1
OG0002121	XP_039752554.1	HMEL003153g1.t1
OG0002122	XP_039747044.1, XP_039747045.1	HMEL007697g1.t1
OG0002123	XP_039763688.1	HMEL008048g1.t1
OG0002124	XP_039753019.1	HMEL015301g1.t1
OG0002125	XP_039749634.1	HMEL037068g1.t1
OG0002126	XP_039764838.1	HMEL012836g1.t1
OG0002127	XP_039754591.1	HMEL032735g1.t1
OG0002128	XP_039763175.1	HMEL003979g1.t1
OG0002129	XP_039763317.1	HMEL033019g1.t1, HMEL016407g1.t1
OG0002130	XP_039761559.1, XP_039761558.1, XP_039761560.1	HMEL014993g1.t1
OG0002132	XP_039758568.1	HMEL003676g1.t1
OG0002133	XP_039760631.1	HMEL015948g1.t1
OG0002134	XP_039749594.1	HMEL037079g1.t1
OG0002135	XP_039763386.1, XP_039764092.1	HMEL012100g1.t1
OG0002136	XP_039746314.1, XP_039746315.1	HMEL017704g1.t1
OG0002137	XP_039756978.1	HMEL010590g1.t1
OG0002138	XP_039758697.1, XP_039758698.1	HMEL017420g1.t1
OG0002139	XP_039761721.1, XP_039761725.1, XP_039761724.1, XP_039761723.1	HMEL030034g1.t1
OG0002140	XP_039755639.1	HMEL007789g1.t1
OG0002141	XP_039755678.1	HMEL037722g1.t1
OG0002142	XP_039750177.1	HMEL004758g1.t1
OG0002143	XP_039749822.1	HMEL004757g1.t1
OG0002144	XP_039749820.1, XP_039749821.1, XP_039749819.1	HMEL004756g1.t1
OG0002146	XP_039747171.1, XP_039747172.1	HMEL037777g1.t1
OG0002147	XP_039750923.1	HMEL035959g1.t1, HMEL035958g1.t1
OG0002148	XP_039765919.1	HMEL003317g1.t1
OG0002149	XP_039753815.1	HMEL006365g1.t1
OG0002150	XP_039754283.1	HMEL032713g1.t1, HMEL037780g1.t1
OG0002152	XP_039751192.1	HMEL003642g1.t1
OG0002153	XP_039747409.1, XP_039747401.1, XP_039747391.1	HMEL002896g1.t1
OG0002154	XP_039754989.1	HMEL034210g1.t1
OG0002155	XP_039751845.1	HMEL010625g1.t1
OG0002156	XP_039749082.1	HMEL032028g1.t1
OG0002158	XP_039758959.1	HMEL032326g1.t1
OG0002159	XP_039757339.1	HMEL032990g1.t1
OG0002160	XP_039757340.1	HMEL032989g1.t1
OG0002161	XP_039753644.1, XP_039753645.1, XP_039753643.1	HMEL011476g1.t1
OG0002163	XP_039760077.1, XP_039760085.1, XP_039760093.1	HMEL030968g1.t1
OG0002164	XP_039754155.1	HMEL000055g1.t1
OG0002165	XP_039745242.1	HMEL015269g1.t1
OG0002166	XP_039757006.1	HMEL014304g1.t1
OG0002167	XP_039765181.1	HMEL011434-RA
OG0002168	XP_039752868.1, XP_039752869.1	HMEL012626g1.t1
OG0002169	XP_039750562.1	HMEL035968g1.t1
OG0002170	XP_039764141.1	HMEL016640g1.t1, HMEL016641g1.t1
OG0002171	XP_039753279.1	HMEL012634g1.t1
OG0002172	XP_039764865.1	HMEL011115g1.t1
OG0002173	XP_039757310.1	HMEL032980g1.t1
OG0002174	XP_039753972.1	HMEL032681g1.t1
OG0002175	XP_039761529.1	HMEL030018g1.t1
OG0002176	XP_039750828.1, XP_039762520.1	HMEL033973g1.t1, HMEL035397g1.t1, HMEL034174g1.t1
OG0002177	XP_039755410.1	HMEL037751g1.t1
OG0002178	XP_039764588.1	HMEL033078g1.t1
OG0002179	XP_039764593.1, XP_039764592.1	HMEL033079g1.t1
OG0002180	XP_039746722.1	HMEL035297g1.t1
OG0002181	XP_039754361.1	HMEL000015g1.t1
OG0002182	XP_039757231.1, XP_039757232.1, XP_039757230.1	HMEL011150g1.t1
OG0002184	XP_039754578.1	HMEL000003g1.t1
OG0002185	XP_039746140.1	HMEL003098g1.t1
OG0002186	XP_039754193.1	HMEL002012g1.t1
OG0002187	XP_039745846.1	HMEL033764g1.t1
OG0002188	XP_039749965.1	HMEL037148g1.t1
OG0002189	XP_039765303.1	HMEL007380g1.t1
OG0002190	XP_039750275.1	HMEL007376g1.t1
OG0002191	XP_039753407.1, XP_039753408.1	HMEL007291g1.t1
OG0002192	XP_039764052.1	HMEL011042g1.t1
OG0002194	XP_039753190.1	HMEL007296g1.t1
OG0002195	XP_039751782.1	HMEL031146g1.t1, HMEL031147g1.t1, HMEL031141g1.t1, HMEL013278g1.t1
OG0002196	XP_039747127.1	HMEL035286g1.t1
OG0002197	XP_039765907.1, XP_039765906.1	HMEL010893g1.t1
OG0002198	XP_039745322.1	HMEL010885g1.t1
OG0002199	XP_039764532.1	HMEL005344g1.t1, HMEL033145g1.t1
OG0002200	XP_039765315.1, XP_039765313.1, XP_039765312.1	HMEL010880g1.t1
OG0002201	XP_039765316.1	HMEL010878g1.t1
OG0002202	XP_039749976.1	HMEL020446g1.t1
OG0002204	XP_039749267.1	HMEL020781g1.t1
OG0002205	XP_039746242.1	HMEL003136g1.t1, HMEL013531g1.t1
OG0002206	XP_039746366.1, XP_039746365.1	HMEL006211g1.t1
OG0002207	XP_039746246.1	HMEL033781g1.t1
OG0002208	XP_039753854.1	HMEL013114g1.t1
OG0002209	XP_039765974.1	HMEL030996g1.t1
OG0002210	XP_039765333.1	HMEL030994g1.t1
OG0002211	XP_039764704.1	HMEL033124g1.t1
OG0002212	XP_039751922.1	HMEL009606g1.t1
OG0002213	XP_039746083.1	HMEL007106g1.t1
OG0002214	XP_039746149.1	HMEL033791g1.t1
OG0002215	XP_039745498.1	HMEL030586g1.t1
OG0002216	XP_039763767.1, XP_039763766.1, XP_039763765.1	HMEL008790g1.t1
OG0002217	XP_039764694.1	HMEL033114g1.t1, HMEL010908g1.t1
OG0002218	XP_039764763.1	HMEL033112g1.t1
OG0002219	XP_039765824.1, XP_039765833.1	HMEL013670g1.t1
OG0002220	XP_039765979.1	HMEL013657g1.t1
OG0002221	XP_039761198.1	HMEL015485g1.t1
OG0002222	XP_039763702.1	HMEL006321g1.t1
OG0002223	XP_039763548.1	HMEL012071g1.t1
OG0002224	XP_039757656.1	HMEL015505g1.t1
OG0002225	XP_039765680.1	HMEL030982g1.t1
OG0002226	XP_039757782.1	HMEL015990g1.t1
OG0002228	XP_039761176.1	HMEL016592g1.t1
OG0002230	XP_039748528.1	HMEL030580g1.t1
OG0002231	XP_039748429.1	HMEL016116g1.t1, HMEL017913g1.t1
OG0002233	XP_039758442.1	HMEL017417g1.t1
OG0002234	XP_039753397.1, XP_039753394.1, XP_039753398.1, XP_039753395.1, XP_039753396.1	HMEL031568g1.t1
OG0002235	XP_039754141.1, XP_039754139.1	HMEL022056g1.t1, HMEL011883g1.t1
OG0002238	XP_039759360.1, XP_039759359.1, XP_039759362.1, XP_039759361.1	HMEL032523g1.t1, HMEL004043g1.t1
OG0002240	XP_039765352.1, XP_039765351.1	HMEL008281g1.t1
OG0002247	XP_039746322.1	HMEL005164g1.t1
OG0002248	XP_039748106.1	HMEL032182g1.t1
OG0002249	XP_039762933.1	HMEL010744g1.t1
OG0002250	XP_039755256.1	HMEL003243g1.t1
OG0002251	XP_039754011.1	HMEL007830g1.t1
OG0002253	XP_039754884.1	HMEL003244g1.t1
OG0002254	XP_039758755.1, XP_039758757.1, XP_039758754.1	HMEL036379g1.t1
OG0002255	XP_039764436.1	HMEL004332g1.t1
OG0002256	XP_039746474.1	HMEL008586g1.t1
OG0002257	XP_039753384.1	HMEL017124g1.t1
OG0002259	XP_039764827.1	HMEL015824g1.t1
OG0002260	XP_039757776.1	HMEL016499g1.t1, HMEL037812g1.t1
OG0002261	XP_039762056.1	HMEL013218g1.t1
OG0002262	XP_039762141.1	HMEL008108g1.t1
OG0002263	XP_039761013.1	HMEL015851g1.t1
OG0002264	XP_039754216.1	HMEL005024g1.t1
OG0002265	XP_039760265.1	HMEL030379g1.t1
OG0002266	XP_039752030.1	HMEL037762g1.t1, HMEL032424g1.t1, HMEL035402g1.t1
OG0002267	XP_039756319.1	HMEL030693g1.t1
OG0002268	XP_039753504.1	HMEL017134g1.t1
OG0002269	XP_039759491.1	HMEL032410g1.t1
OG0002270	XP_039760764.1	HMEL016966g1.t1
OG0002271	XP_039765843.1	HMEL031240g1.t1
OG0002272	XP_039749565.1	HMEL012153g1.t1
OG0002273	XP_039763006.1, XP_039763007.1	HMEL022594g1.t1
OG0002274	XP_039751499.1	HMEL034895g1.t1
OG0002276	XP_039752835.1, XP_039752836.1	HMEL011943g1.t1
OG0002277	XP_039752018.1	HMEL035400g1.t1, HMEL008227g1.t1
OG0002279	XP_039754176.1	HMEL032884g1.t1, HMEL032885g1.t1
OG0002280	XP_039753949.1	HMEL016064g1.t1, HMEL008749g1.t1
OG0002281	XP_039754437.1, XP_039754436.1	HMEL032888g1.t1
OG0002282	XP_039746305.1	HMEL016384g1.t1
OG0002283	XP_039762265.1	HMEL010165g1.t1
OG0002284	XP_039754434.1	HMEL020190g1.t1
OG0002287	XP_039761091.1	HMEL034420g1.t1
OG0002288	XP_039751598.1	HMEL034893g1.t1
OG0002289	XP_039761595.1, XP_039761596.1	HMEL002604g1.t1
OG0002290	XP_039763858.1	HMEL013405g1.t1
OG0002291	XP_039755559.1	HMEL037459g1.t1
OG0002292	XP_039759729.1	HMEL035521g1.t1, HMEL012086g1.t1, HMEL007477g1.t1
OG0002293	XP_039764878.1, XP_039764879.1	HMEL011608g1.t1
OG0002294	XP_039746948.1	HMEL016374g1.t1
OG0002295	XP_039762148.1	HMEL010153g1.t1
OG0002296	XP_039746295.1	HMEL034000g1.t1
OG0002297	XP_039753347.1	HMEL030699g1.t1
OG0002298	XP_039760381.1, XP_039760380.1	HMEL034558g1.t1
OG0002300	XP_039765581.1	HMEL004914g1.t1
OG0002301	XP_039762925.1, XP_039762924.1	HMEL010819g1.t1
OG0002302	XP_039762919.1	HMEL010818g1.t1
OG0002303	XP_039762175.1	HMEL010163g1.t1
OG0002305	XP_039763488.1	HMEL002096g1.t1
OG0002306	XP_039746134.1	HMEL021856g1.t1, HMEL003467g1.t1, HMEL033996g1.t1
OG0002307	XP_039746130.1, XP_039763099.1, XP_039763937.1	HMEL033992g1.t1
OG0002309	XP_039757070.1	HMEL008839g1.t1
OG0002310	XP_039752302.1, XP_039752303.1	HMEL006484g1.t1
OG0002311	XP_039762589.1	HMEL037248g1.t1
OG0002312	XP_039761209.1	HMEL015561g1.t1
OG0002313	XP_039760870.1	HMEL012018g1.t1
OG0002314	XP_039753530.1	HMEL015903g1.t1
OG0002315	XP_039747727.1	HMEL032253g1.t1
OG0002316	XP_039746934.1	HMEL031452g1.t1
OG0002317	XP_039762505.1	HMEL010813g1.t1, HMEL009525g1.t1
OG0002318	XP_039759983.1, XP_039759984.1	HMEL008860g1.t1
OG0002319	XP_039758361.1	HMEL036364g1.t1
OG0002320	XP_039751537.1	HMEL031472g1.t1, HMEL031481g1.t1, HMEL031479g1.t1, HMEL031473g1.t1
OG0002321	XP_039759220.1	HMEL007937g1.t1
OG0002322	XP_039759414.1, XP_039759413.1	HMEL032402g1.t1
OG0002323	XP_039760073.1	HMEL008862g1.t1
OG0002324	XP_039748538.1	HMEL031784g1.t1
OG0002326	XP_039761815.1	HMEL004276g1.t1
OG0002327	XP_039748536.1	HMEL002983g1.t1
OG0002328	XP_039752059.1	HMEL010610g1.t1
OG0002329	XP_039760137.1, XP_039760138.1	HMEL008868g1.t1
OG0002330	XP_039751817.1, XP_039751818.1	HMEL035410g1.t1
OG0002331	XP_039749180.1	HMEL002982g1.t1
OG0002333	XP_039756066.1, XP_039756065.1	HMEL015999g1.t1
OG0002334	XP_039761592.1	HMEL022587g1.t1
OG0002335	XP_039754116.1	HMEL009011g1.t1
OG0002336	XP_039752015.1	HMEL014573g1.t1, HMEL022221g1.t1, HMEL012880g1.t1
OG0002337	XP_039749914.1	HMEL008977g1.t1
OG0002338	XP_039751662.1	HMEL011814g1.t1
OG0002339	XP_039759260.1, XP_039759251.1	HMEL030711g1.t1
OG0002340	XP_039746230.1	HMEL022206g1.t1
OG0002341	XP_039759946.1	HMEL010768-RA
OG0002342	XP_039761979.1	HMEL034028g1.t1
OG0002344	XP_039760511.1, XP_039760510.1	HMEL003523g1.t1
OG0002346	XP_039757563.1	HMEL016482g1.t1
OG0002347	XP_039764689.1	HMEL003506g1.t1
OG0002348	XP_039761237.1	HMEL034438g1.t1
OG0002349	XP_039764722.1, XP_039764731.1	HMEL014490g1.t1
OG0002350	XP_039757815.1, XP_039757817.1	HMEL038058g1.t1
OG0002351	XP_039762195.1	HMEL014811g1.t1
OG0002352	XP_039760689.1	HMEL003917g1.t1
OG0002353	XP_039762346.1	HMEL034088g1.t1
OG0002354	XP_039764038.1	HMEL035668g1.t1
OG0002355	XP_039754765.1	HMEL017841g1.t1
OG0002356	XP_039762868.1	HMEL003810g1.t1
OG0002358	XP_039749888.1	HMEL003926g1.t1
OG0002359	XP_039754868.1	HMEL014098g1.t1
OG0002360	XP_039761847.1	HMEL008101g1.t1
OG0002361	XP_039752398.1	HMEL009633g1.t1
OG0002362	XP_039747801.1	HMEL012753g1.t1
OG0002363	XP_039757270.1	HMEL011800g1.t1
OG0002364	XP_039760005.1, XP_039760004.1	HMEL022641-RA, HMEL022628-RA
OG0002365	XP_039762693.1	HMEL009560g1.t1
OG0002366	XP_039758731.1	HMEL017923g1.t1
OG0002367	XP_039747218.1	HMEL017022g1.t1
OG0002368	XP_039749722.1, XP_039749723.1	HMEL008412g1.t1
OG0002369	XP_039748348.1	HMEL037342g1.t1
OG0002372	XP_039757103.1	HMEL007888g1.t1
OG0002373	XP_039746902.1, XP_039746904.1	HMEL017034g1.t1
OG0002374	XP_039757071.1	HMEL033658g1.t1
OG0002375	XP_039759672.1	HMEL006361g1.t1
OG0002376	XP_039746787.1	HMEL017036g1.t1
OG0002377	XP_039752809.1	HMEL035361g1.t1
OG0002378	XP_039761035.1	HMEL034456g1.t1
OG0002379	XP_039751960.1	HMEL035360g1.t1
OG0002380	XP_039761018.1	HMEL013924g1.t1
OG0002381	XP_039760963.1	HMEL005842g1.t1
OG0002382	XP_039756749.1	HMEL016271g1.t1
OG0002383	XP_039765904.1	HMEL010021g1.t1
OG0002384	XP_039761968.1, XP_039761977.1	HMEL009647g1.t1
OG0002385	XP_039756409.1	HMEL016265g1.t1
OG0002386	XP_039752840.1	HMEL031523g1.t1
OG0002387	XP_039755474.1	HMEL037490g1.t1
OG0002388	XP_039745474.1	HMEL010017g1.t1
OG0002389	XP_039752253.1	HMEL035354g1.t1
OG0002390	XP_039764631.1	HMEL015826g1.t1
OG0002391	XP_039758987.1	HMEL009652g1.t1
