Orthogroup	Pararge_aegeria	Bicyclus_anynana
OG0001926	XP_039759468.1	Bany_11525-RA, Bany_04606-RA
OG0001927	XP_039762972.1	Bany_16394-RA
OG0001928	XP_039749617.1	Bany_12024-RA
OG0001929	XP_039763929.1	Bany_07381-RA
OG0001931	XP_039762775.1	Bany_16397-RA
OG0001932	XP_039754521.1, XP_039754518.1, XP_039754519.1	Bany_08191-RA
OG0001933	XP_039755110.1	Bany_15661-RA
OG0001934	XP_039751121.1, XP_039751122.1	Bany_06162-RA
OG0001935	XP_039746216.1	Bany_05433-RA
OG0001936	XP_039745965.1, XP_039745973.1	Bany_02167-RA
OG0001937	XP_039748432.1	Bany_06833-RA
OG0001938	XP_039760981.1, XP_039760992.1	Bany_04609-RA
OG0001939	XP_039758621.1, XP_039758620.1, XP_039758619.1, XP_039758618.1	Bany_15082-RA
OG0001940	XP_039762807.1	Bany_16405-RA
OG0001941	XP_039761006.1	Bany_04610-RA
OG0001942	XP_039760818.1	Bany_17934-RA, Bany_17937-RA
OG0001943	XP_039752833.1, XP_039752832.1	Bany_08899-RA
OG0001944	XP_039751084.1, XP_039751085.1	Bany_06174-RA
OG0001945	XP_039761992.1	Bany_12894-RA
OG0001946	XP_039756451.1	Bany_04616-RA
OG0001947	XP_039754000.1	Bany_04618-RA
OG0001948	XP_039751029.1	Bany_06179-RA, Bany_06181-RA, Bany_06182-RA
OG0001949	XP_039753104.1	Bany_08900-RA
OG0001950	XP_039765677.1	Bany_02174-RA
OG0001951	XP_039746361.1, XP_039746360.1, XP_039746362.1	Bany_05448-RA
OG0001952	XP_039754152.1	Bany_08201-RA, Bany_08202-RA, Bany_10515-RA
OG0001953	XP_039751730.1	Bany_06186-RA
OG0001954	XP_039765175.1	Bany_03759-RA
OG0001955	XP_039751696.1	Bany_06188-RA, Bany_17647-RA
OG0001956	XP_039759788.1	Bany_17221-RA, Bany_17222-RA
OG0001957	XP_039764701.1, XP_039764699.1	Bany_03767-RA
OG0001958	XP_039761034.1, XP_039761033.1, XP_039761032.1	Bany_17581-RA
OG0001960	XP_039754432.1	Bany_08288-RA, Bany_08287-RA, Bany_08208-RA
OG0001961	XP_039748222.1	Bany_06849-RA, Bany_03173-RA
OG0001962	XP_039759079.1	Bany_11458-RA
OG0001963	XP_039754909.1	Bany_15675-RA
OG0001964	XP_039756842.1, XP_039756841.1	Bany_13300-RA
OG0001965	XP_039745487.1	Bany_02187-RA
OG0001966	XP_039747621.1	Bany_16685-RA, Bany_16684-RA
OG0001967	XP_039749600.1	Bany_12058-RA, Bany_12062-RA
OG0001968	XP_039745654.1, XP_039746169.1	Bany_05468-RA
OG0001969	XP_039763336.1	Bany_03779-RA
OG0001970	XP_039745651.1, XP_039745652.1, XP_039745649.1	Bany_05469-RA
OG0001971	XP_039751023.1	Bany_02197-RA
OG0001972	XP_039758989.1	Bany_11485-RA
OG0001972	XP_039757132.1	Bany_13501-RA
OG0001973	XP_039750592.1	Bany_10877-RA
OG0001974	XP_039757318.1, XP_039757317.1, XP_039757319.1	Bany_13322-RA
OG0001975	XP_039752681.1, XP_039752680.1	Bany_01230-RA
OG0001976	XP_039751394.1	Bany_06204-RA
OG0001977	XP_039754215.1	Bany_08225-RA
OG0001978	XP_039748037.1	Bany_06881-RA
OG0001979	XP_039748146.1	Bany_16710-RA
OG0001980	XP_039755961.1, XP_039755962.1	Bany_13926-RA
OG0001981	XP_039750072.1, XP_039750064.1	Bany_02208-RA
OG0001982	XP_039749206.1	Bany_10169-RA
OG0001983	XP_039754630.1	Bany_15688-RA
OG0001984	XP_039755590.1	Bany_13935-RA
OG0001985	XP_039747193.1, XP_039747192.1, XP_039747194.1	Bany_02957-RA, Bany_07863-RA
OG0001986	XP_039755510.1	Bany_13938-RA
OG0001987	XP_039750846.1	Bany_02218-RA
OG0001988	XP_039750159.1	Bany_12077-RA
OG0001989	XP_039762342.1	Bany_12988-RA
OG0001990	XP_039755664.1, XP_039755665.1	Bany_13948-RA
OG0001991	XP_039746684.1, XP_039746685.1	Bany_02972-RA
OG0001992	XP_039759796.1	Bany_17262-RA
OG0001993	XP_039759667.1	Bany_11515-RA
OG0001994	XP_039749550.1, XP_039749549.1	Bany_12084-RA
OG0001995	XP_039759228.1	Bany_11517-RA, Bany_11518-RA
OG0001996	XP_039748047.1	Bany_02229-RA
OG0001997	XP_039753563.1, XP_039753562.1	Bany_08961-RA
OG0001998	XP_039759604.1	Bany_11519-RA
OG0001999	XP_039746125.1	Bany_02232-RA
OG0002000	XP_039753740.1	Bany_08246-RA
OG0002001	XP_039763779.1	Bany_07477-RA
OG0002002	XP_039752796.1	Bany_01275-RA
OG0002003	XP_039756877.1, XP_039756876.1	Bany_13350-RA
OG0002004	XP_039748725.1	Bany_10200-RA, Bany_10198-RA
OG0002005	XP_039753963.1	Bany_08250-RA
OG0002006	XP_039751353.1	Bany_06246-RA
OG0002007	XP_039762210.1, XP_039762209.1	Bany_13014-RA
OG0002008	XP_039762010.1	Bany_04684-RA
OG0002009	XP_039756728.1, XP_039756726.1	Bany_14600-RA
OG0002010	XP_039757864.1	Bany_09654-RA
OG0002011	XP_039751110.1	Bany_06258-RA
OG0002012	XP_039755970.1	Bany_13956-RA
OG0002013	XP_039757597.1	Bany_09659-RA
OG0002014	XP_039747601.1	Bany_06930-RA
OG0002015	XP_039748071.1	Bany_16729-RA
OG0002016	XP_039749419.1, XP_039749420.1	Bany_12106-RA
OG0002017	XP_039758784.1, XP_039758782.1, XP_039758783.1	Bany_15160-RA
OG0002018	XP_039761131.1	Bany_17630-RA
OG0002019	XP_039760520.1	Bany_18032-RA, Bany_18031-RA
OG0002020	XP_039759974.1	Bany_17287-RA
OG0002021	XP_039745041.1	Bany_00413-RA
OG0002022	XP_039760571.1, XP_039760570.1, XP_039760572.1	Bany_18038-RA
OG0002023	XP_039756831.1, XP_039756832.1	Bany_13375-RA
OG0002024	XP_039752903.1	Bany_08977-RA
OG0002025	XP_039756456.1, XP_039756454.1, XP_039756455.1	Bany_14623-RA
OG0002026	XP_039765497.1	Bany_00416-RA
OG0002027	XP_039745843.1	Bany_05553-RA
OG0002028	XP_039745756.1, XP_039745758.1, XP_039745757.1	Bany_05555-RA
OG0002029	XP_039750919.1	Bany_10921-RA
OG0002030	XP_039759253.1, XP_039759252.1	Bany_11579-RA
OG0002031	XP_039745073.1	Bany_00431-RA
OG0002032	XP_039746870.1	Bany_03057-RA, Bany_03054-RA
OG0002033	XP_039763912.1, XP_039763919.1, XP_039763904.1	Bany_03862-RA
OG0002034	XP_039750888.1, XP_039750889.1	Bany_10923-RA
OG0002035	XP_039750155.1	Bany_12121-RA
OG0002036	XP_039748752.1, XP_039748743.1, XP_039748734.1	Bany_02271-RA
OG0002038	XP_039751612.1, XP_039751611.1	Bany_06273-RA
OG0002039	XP_039754218.1	Bany_08290-RA
OG0002040	XP_039759203.1	Bany_11594-RA
OG0002041	XP_039751488.1	Bany_06277-RA
OG0002043	XP_039765815.1	Bany_00446-RA
OG0002044	XP_039754529.1, XP_039754520.1	Bany_04738-RA
OG0002045	XP_039749913.1	Bany_02292-RA
OG0002046	XP_039760105.1	Bany_04740-RA
OG0002047	XP_039754278.1	Bany_04741-RA
OG0002048	XP_039760368.1	Bany_15844-RA, Bany_15785-RA, Bany_15843-RA, Bany_15842-RA
OG0002049	XP_039746547.1	Bany_03078-RA, Bany_03079-RA
OG0002050	XP_039754048.1, XP_039754040.1	Bany_04754-RA
OG0002051	XP_039763094.1, XP_039763093.1	Bany_07552-RA
OG0002052	XP_039762791.1	Bany_03882-RA
OG0002053	XP_039751359.1	Bany_06294-RA
OG0002054	XP_039748759.1	Bany_10281-RA, Bany_10282-RA
OG0002055	XP_039764716.1	Bany_03883-RA
OG0002056	XP_039751041.1	Bany_06296-RA
OG0002056	XP_039751429.1	Bany_06298-RA
OG0002057	XP_039751200.1, XP_039751201.1	Bany_06301-RA
OG0002058	XP_039764788.1	Bany_03885-RA
OG0002059	XP_039748367.1, XP_039748365.1, XP_039748366.1	Bany_16790-RA
OG0002060	XP_039755158.1	Bany_04775-RA, Bany_04773-RA
OG0002061	XP_039758128.1	Bany_09714-RA
OG0002062	XP_039765616.1, XP_039765614.1, XP_039765615.1	Bany_00479-RA
OG0002063	XP_039752434.1, XP_039752433.1	Bany_01395-RA
OG0002064	XP_039757061.1	Bany_13419-RA
OG0002065	XP_039764921.1	Bany_03898-RA
OG0002066	XP_039759607.1	Bany_11618-RA
OG0002067	XP_039745724.1	Bany_02324-RA
OG0002068	XP_039763422.1	Bany_07569-RA
OG0002069	XP_039745777.1, XP_039745778.1	Bany_05585-RA
OG0002070	XP_039754422.1	Bany_08337-RA
OG0002071	XP_039755450.1	Bany_13995-RA
OG0002072	XP_039745892.1	Bany_05590-RA
OG0002073	XP_039765703.1	Bany_00494-RA
OG0002074	XP_039760490.1, XP_039760489.1	Bany_00847-RA, Bany_18085-RA
OG0002075	XP_039758512.1, XP_039758513.1	Bany_15223-RA
OG0002076	XP_039750549.1, XP_039750550.1, XP_039750551.1	Bany_10951-RA
OG0002077	XP_039762993.1	Bany_10952-RA
OG0002078	XP_039745824.1	Bany_05599-RA
OG0002079	XP_039753139.1	Bany_09027-RA
OG0002080	XP_039751947.1	Bany_01439-RA, Bany_01438-RA
OG0002081	XP_039759200.1, XP_039759201.1	Bany_11658-RA
OG0002082	XP_039754711.1, XP_039754710.1	Bany_15830-RA
OG0002083	XP_039761488.1	Bany_07012-RA
OG0002084	XP_039758935.1, XP_039758936.1	Bany_11661-RA, Bany_11662-RA
OG0002085	XP_039746470.1	Bany_05624-RA
OG0002086	XP_039760114.1	Bany_17331-RA
OG0002087	XP_039749470.1	Bany_12178-RA
OG0002088	XP_039765878.1	Bany_02346-RA, Bany_02344-RA
OG0002089	XP_039756163.1	Bany_14722-RA
OG0002090	XP_039754345.1	Bany_08368-RA
OG0002091	XP_039752101.1, XP_039752099.1, XP_039752100.1, XP_039752098.1	Bany_01479-RA
OG0002092	XP_039762006.1	Bany_02355-RA
OG0002093	XP_039753827.1	Bany_08373-RA
OG0002094	XP_039758222.1, XP_039758223.1	Bany_15262-RA
OG0002095	XP_039753197.1	Bany_09073-RA
OG0002096	XP_039752066.1, XP_039752064.1	Bany_01487-RA
OG0002097	XP_039758347.1	Bany_15270-RA
OG0002098	XP_039745845.1	Bany_05647-RA
OG0002099	XP_039761358.1	Bany_04834-RA
OG0002100	XP_039759652.1, XP_039759653.1	Bany_11684-RA
OG0002101	XP_039748964.1, XP_039748901.1	Bany_10343-RA, Bany_10341-RA
OG0002102	XP_039765867.1	Bany_00553-RA
OG0002103	XP_039759256.1	Bany_11692-RA
OG0002104	XP_039751502.1	Bany_06353-RA
OG0002104	XP_039751501.1	Bany_06354-RA
OG0002105	XP_039754154.1	Bany_08382-RA, Bany_08383-RA, Bany_08384-RA, Bany_08386-RA
OG0002106	XP_039751504.1	Bany_06358-RA, Bany_06356-RA, Bany_06357-RA
OG0002107	XP_039764863.1, XP_039764864.1	Bany_03984-RA
OG0002108	XP_039757763.1	Bany_09786-RA
OG0002109	XP_039756986.1	Bany_13479-RA
OG0002110	XP_039751944.1	Bany_02365-RA
OG0002111	XP_039753007.1, XP_039753014.1, XP_039753022.1	Bany_04841-RA
OG0002112	XP_039759411.1	Bany_11704-RA
OG0002113	XP_039751494.1	Bany_06360-RA
OG0002114	XP_039758342.1	Bany_15297-RA, Bany_12436-RA
OG0002115	XP_039755327.1	Bany_14048-RA
OG0002116	XP_039760030.1	Bany_17361-RA
OG0002117	XP_039748695.1	Bany_10353-RA
OG0002118	XP_039754128.1, XP_039754126.1, XP_039754084.1	Bany_08392-RA
OG0002119	XP_039748852.1	Bany_10356-RA
OG0002120	XP_039750014.1	Bany_12238-RA
OG0002121	XP_039752554.1	Bany_01507-RA
OG0002122	XP_039747044.1, XP_039747045.1	Bany_03168-RA
OG0002123	XP_039763688.1	Bany_07665-RA, Bany_07667-RA
OG0002124	XP_039753019.1	Bany_09125-RA, Bany_09124-RA
OG0002125	XP_039749634.1	Bany_12250-RA
OG0002126	XP_039764838.1	Bany_03992-RA
OG0002127	XP_039754591.1	Bany_08403-RA
OG0002128	XP_039763175.1	Bany_07682-RA
OG0002129	XP_039763317.1	Bany_04006-RA, Bany_04005-RA
OG0002130	XP_039761559.1, XP_039761558.1, XP_039761560.1	Bany_07057-RA
OG0002131	XP_039748108.1, XP_039748120.1, XP_039748128.1	Bany_02389-RA
OG0002132	XP_039758568.1	Bany_15324-RA
OG0002133	XP_039760631.1	Bany_04885-RA
OG0002134	XP_039749594.1	Bany_12271-RA
OG0002135	XP_039763386.1, XP_039764092.1	Bany_07687-RA
OG0002136	XP_039746314.1, XP_039746315.1	Bany_05707-RA, Bany_05703-RA
OG0002137	XP_039756978.1	Bany_13507-RA
OG0002138	XP_039758697.1, XP_039758698.1	Bany_15343-RA
OG0002139	XP_039761721.1, XP_039761725.1, XP_039761724.1, XP_039761723.1	Bany_07088-RA
OG0002140	XP_039755639.1	Bany_14150-RA
OG0002141	XP_039755678.1	Bany_14153-RA
OG0002142	XP_039750177.1	Bany_12297-RA
OG0002143	XP_039749822.1	Bany_12298-RA
OG0002144	XP_039749820.1, XP_039749821.1, XP_039749819.1	Bany_12300-RA
OG0002145	XP_039752510.1	Bany_01584-RA
OG0002146	XP_039747171.1, XP_039747172.1	Bany_03205-RA
OG0002147	XP_039750923.1	Bany_11026-RA
OG0002148	XP_039765919.1	Bany_00656-RA
OG0002149	XP_039753815.1	Bany_08447-RA
OG0002150	XP_039754283.1	Bany_08449-RA
OG0002152	XP_039751192.1	Bany_06425-RA
OG0002153	XP_039747409.1, XP_039747401.1, XP_039747391.1	Bany_02422-RA
OG0002154	XP_039754989.1	Bany_15973-RA
OG0002155	XP_039751845.1	Bany_01612-RA
OG0002156	XP_039749082.1	Bany_10424-RA
OG0002157	XP_039761503.1	Bany_07122-RA
OG0002158	XP_039758959.1	Bany_11811-RA
OG0002159	XP_039757339.1	Bany_13548-RA, Bany_13547-RA
OG0002160	XP_039757340.1	Bany_13550-RA
OG0002161	XP_039753644.1, XP_039753645.1, XP_039753643.1	Bany_09208-RA
OG0002163	XP_039760077.1, XP_039760085.1, XP_039760093.1	Bany_04935-RA
OG0002164	XP_039754155.1	Bany_08481-RA
OG0002165	XP_039745242.1	Bany_00697-RA
OG0002166	XP_039757006.1	Bany_13562-RA
OG0002167	XP_039765181.1	Bany_04101-RA, Bany_04102-RA
OG0002168	XP_039752868.1, XP_039752869.1	Bany_09221-RA
OG0002169	XP_039750562.1	Bany_11067-RA
OG0002170	XP_039764141.1	Bany_07744-RA
OG0002171	XP_039753279.1	Bany_09227-RA
OG0002172	XP_039764865.1	Bany_02452-RA
OG0002173	XP_039757310.1	Bany_13579-RA
OG0002174	XP_039753972.1	Bany_08506-RA
OG0002176	XP_039750828.1, XP_039762520.1	Bany_09243-RA
OG0002177	XP_039755410.1	Bany_14206-RA
OG0002178	XP_039764588.1	Bany_04129-RA
OG0002179	XP_039764593.1, XP_039764592.1	Bany_04130-RA
OG0002180	XP_039746722.1	Bany_03290-RA
OG0002181	XP_039754361.1	Bany_08537-RA, Bany_08542-RA
OG0002182	XP_039757231.1, XP_039757232.1, XP_039757230.1	Bany_13597-RA
OG0002183	XP_039745858.1	Bany_05776-RA
OG0002184	XP_039754578.1	Bany_08556-RA
OG0002185	XP_039746140.1	Bany_05777-RA
OG0002186	XP_039754193.1	Bany_08564-RA
OG0002187	XP_039745846.1	Bany_05782-RA, Bany_05780-RA, Bany_05781-RA
OG0002188	XP_039749965.1	Bany_12389-RA, Bany_12388-RA
OG0002189	XP_039765303.1	Bany_02497-RA
OG0002190	XP_039750275.1	Bany_02502-RA
OG0002191	XP_039753407.1, XP_039753408.1	Bany_09300-RA
OG0002192	XP_039764052.1	Bany_07799-RA, Bany_07800-RA
OG0002193	XP_039749424.1, XP_039749423.1	Bany_12403-RA
OG0002194	XP_039753190.1	Bany_09309-RA
OG0002195	XP_039751782.1	Bany_01713-RA
OG0002196	XP_039747127.1	Bany_03332-RA, Bany_03331-RA
OG0002197	XP_039765907.1, XP_039765906.1	Bany_00796-RA
OG0002198	XP_039745322.1	Bany_00806-RA, Bany_00808-RA
OG0002199	XP_039764532.1	Bany_04181-RA
OG0002200	XP_039765315.1, XP_039765313.1, XP_039765312.1	Bany_00814-RA
OG0002201	XP_039765316.1	Bany_00816-RA
OG0002202	XP_039749976.1	Bany_12419-RA
OG0002204	XP_039749267.1	Bany_10530-RA, Bany_10529-RA
OG0002205	XP_039746242.1	Bany_05807-RA
OG0002206	XP_039746366.1, XP_039746365.1	Bany_05809-RA
OG0002207	XP_039746246.1	Bany_05810-RA
OG0002208	XP_039753854.1	Bany_08634-RA
OG0002209	XP_039765974.1	Bany_00845-RA
OG0002210	XP_039765333.1	Bany_00849-RA
OG0002211	XP_039764704.1	Bany_04233-RA
OG0002212	XP_039751922.1, XP_039751799.1	Bany_01777-RA
OG0002213	XP_039746083.1	Bany_05827-RA
OG0002214	XP_039746149.1	Bany_05830-RA
OG0002215	XP_039745498.1	Bany_02563-RA
OG0002216	XP_039763767.1, XP_039763766.1, XP_039763765.1	Bany_07864-RA
OG0002217	XP_039764694.1	Bany_04259-RA
OG0002218	XP_039764763.1	Bany_04264-RA
OG0002219	XP_039765824.1, XP_039765833.1	Bany_02584-RA
OG0002220	XP_039765979.1	Bany_02591-RA, Bany_02593-RA
OG0002221	XP_039761198.1	Bany_05108-RA
OG0002222	XP_039763702.1	Bany_04274-RA, Bany_04275-RA
OG0002223	XP_039763548.1	Bany_07881-RA, Bany_07883-RA
OG0002224	XP_039757656.1	Bany_05121-RA
OG0002225	XP_039765680.1	Bany_00881-RA
OG0002226	XP_039757782.1	Bany_05131-RA
OG0002227	XP_039759999.1	Bany_05159-RA
OG0002247	XP_039746322.1	Bany_05396-RA, Bany_18161-RA
OG0002248	XP_039748106.1	Bany_16696-RA, Bany_18180-RA
OG0002249	XP_039762933.1	Bany_16029-RA, Bany_16294-RA
OG0002250	XP_039755256.1	Bany_15437-RA
OG0002251	XP_039754011.1	Bany_07941-RA
OG0002253	XP_039754884.1	Bany_15438-RA
OG0002254	XP_039758755.1, XP_039758757.1, XP_039758754.1	Bany_14881-RA
OG0002255	XP_039764436.1	Bany_03454-RA
OG0002256	XP_039746474.1	Bany_01814-RA
OG0002257	XP_039753384.1	Bany_08657-RA
OG0002258	XP_039750528.1, XP_039750529.1	Bany_10545-RA
OG0002259	XP_039764827.1	Bany_03532-RA, Bany_07173-RA
OG0002260	XP_039757776.1	Bany_09341-RA
OG0002261	XP_039762056.1	Bany_00040-RA, Bany_12456-RA
OG0002262	XP_039762141.1	Bany_15991-RA, Bany_12458-RA
OG0002263	XP_039761013.1	Bany_17544-RA
OG0002264	XP_039754216.1	Bany_07932-RA
OG0002265	XP_039760265.1	Bany_16943-RA
OG0002266	XP_039752030.1	Bany_00942-RA
OG0002267	XP_039756319.1	Bany_04317-RA
OG0002268	XP_039753504.1	Bany_08669-RA
OG0002269	XP_039759491.1	Bany_11145-RA
OG0002270	XP_039760764.1	Bany_17705-RA
OG0002271	XP_039765843.1	Bany_00015-RA, Bany_00017-RA
OG0002272	XP_039749565.1	Bany_11840-RA
OG0002273	XP_039763006.1, XP_039763007.1	Bany_16052-RA, Bany_16053-RA
OG0002274	XP_039751499.1	Bany_05887-RA, Bany_05886-RA
OG0002275	XP_039749208.1	Bany_01852-RA
OG0002276	XP_039752835.1, XP_039752836.1	Bany_08879-RA, Bany_11149-RA
OG0002277	XP_039752018.1	Bany_00952-RA
OG0002278	XP_039760932.1	Bany_17409-RA
OG0002279	XP_039754176.1	Bany_07947-RA
OG0002280	XP_039753949.1	Bany_07948-RA
OG0002281	XP_039754437.1, XP_039754436.1	Bany_07949-RA
OG0002282	XP_039746305.1	Bany_01859-RA
OG0002283	XP_039762265.1	Bany_12479-RA, Bany_12483-RA
OG0002285	XP_039749953.1	Bany_12311-RA, Bany_12310-RA, Bany_04819-RA, Bany_12307-RA, Bany_12309-RA, Bany_12308-RA, Bany_09350-RA
OG0002286	XP_039757083.1	Bany_13043-RA
OG0002287	XP_039761091.1	Bany_17416-RA, Bany_17417-RA
OG0002289	XP_039761595.1, XP_039761596.1	Bany_06563-RA
OG0002290	XP_039763858.1	Bany_07199-RA
OG0002291	XP_039755559.1	Bany_13639-RA
OG0002292	XP_039759729.1	Bany_16961-RA
OG0002293	XP_039764878.1, XP_039764879.1	Bany_03484-RA
OG0002295	XP_039762148.1	Bany_12487-RA
OG0002296	XP_039746295.1	Bany_05205-RA
OG0002297	XP_039753347.1	Bany_04337-RA
OG0002298	XP_039760381.1, XP_039760380.1	Bany_17719-RA
OG0002299	XP_039760743.1	Bany_17724-RA
OG0002300	XP_039765581.1	Bany_00025-RA
OG0002301	XP_039762925.1, XP_039762924.1	Bany_16075-RA
OG0002302	XP_039762919.1	Bany_16077-RA
OG0002303	XP_039762175.1	Bany_12498-RA
OG0002304	XP_039762504.1	Bany_16081-RA
OG0002305	XP_039763488.1	Bany_07204-RA, Bany_07203-RA
OG0002306	XP_039746134.1	Bany_05220-RA
OG0002307	XP_039746130.1, XP_039763099.1, XP_039763937.1	Bany_05221-RA
OG0002308	XP_039749103.1	Bany_09938-RA
OG0002309	XP_039757070.1	Bany_13401-RA
OG0002310	XP_039752302.1, XP_039752303.1	Bany_00968-RA
OG0002311	XP_039762589.1	Bany_16082-RA, Bany_16083-RA
OG0002312	XP_039761209.1	Bany_17429-RA
OG0002313	XP_039760870.1	Bany_17734-RA
OG0002314	XP_039753530.1	Bany_08694-RA
OG0002315	XP_039747727.1	Bany_16494-RA
OG0002316	XP_039746934.1	Bany_01886-RA
OG0002317	XP_039762505.1	Bany_16091-RA, Bany_16092-RA
OG0002318	XP_039759983.1, XP_039759984.1	Bany_16987-RA
OG0002319	XP_039758361.1	Bany_15277-RA, Bany_14926-RA
OG0002320	XP_039751537.1	Bany_08700-RA
OG0002321	XP_039759220.1	Bany_11168-RA
OG0002322	XP_039759414.1, XP_039759413.1	Bany_11169-RA
OG0002323	XP_039760073.1	Bany_16990-RA
OG0002324	XP_039748538.1	Bany_09944-RA
OG0002325	XP_039762786.1	Bany_16095-RA
OG0002326	XP_039761815.1	Bany_06580-RA
OG0002327	XP_039748536.1	Bany_09946-RA
OG0002328	XP_039752059.1	Bany_00984-RA, Bany_12727-RA
OG0002329	XP_039760137.1, XP_039760138.1	Bany_16995-RA
OG0002330	XP_039751817.1, XP_039751818.1	Bany_00987-RA
OG0002331	XP_039749180.1	Bany_09948-RA
OG0002332	XP_039757278.1	Bany_13056-RA
OG0002333	XP_039756066.1, XP_039756065.1	Bany_14322-RA
OG0002334	XP_039761592.1	Bany_06588-RA
OG0002335	XP_039754116.1	Bany_04372-RA, Bany_04371-RA
OG0002336	XP_039752015.1	Bany_00997-RA
OG0002337	XP_039749914.1	Bany_14323-RA, Bany_07007-RA, Bany_11985-RA
OG0002338	XP_039751662.1	Bany_05918-RA
OG0002339	XP_039759260.1, XP_039759251.1	Bany_04381-RA
OG0002340	XP_039746230.1	Bany_05242-RA
OG0002341	XP_039759946.1	Bany_17002-RA
OG0002342	XP_039761979.1	Bany_12546-RA
OG0002344	XP_039760511.1, XP_039760510.1	Bany_17754-RA
OG0002346	XP_039757563.1	Bany_09386-RA
OG0002347	XP_039764689.1	Bany_03518-RA, Bany_03519-RA
OG0002348	XP_039761237.1	Bany_17462-RA
OG0002349	XP_039764722.1, XP_039764731.1	Bany_01909-RA, Bany_01912-RA
OG0002350	XP_039757815.1, XP_039757817.1	Bany_09398-RA
OG0002351	XP_039762195.1	Bany_12558-RA
OG0002352	XP_039760689.1	Bany_17756-RA
OG0002353	XP_039762346.1	Bany_12561-RA
OG0002354	XP_039764038.1	Bany_07233-RA
OG0002355	XP_039754765.1	Bany_15539-RA
OG0002356	XP_039762868.1	Bany_16134-RA
OG0002357	XP_039762706.1	Bany_16138-RA
OG0002358	XP_039749888.1	Bany_11879-RA
OG0002359	XP_039754868.1	Bany_04561-RA, Bany_03526-RA
OG0002360	XP_039761847.1	Bany_12575-RA, Bany_12576-RA
OG0002361	XP_039752398.1	Bany_04404-RA, Bany_04403-RA, Bany_04405-RA
OG0002362	XP_039747801.1	Bany_01932-RA
OG0002363	XP_039757270.1	Bany_13127-RA
OG0002364	XP_039760005.1, XP_039760004.1	Bany_17018-RA
OG0002365	XP_039762693.1	Bany_16144-RA
OG0002366	XP_039758731.1	Bany_14963-RA
OG0002367	XP_039747218.1	Bany_02703-RA
OG0002368	XP_039749722.1, XP_039749723.1	Bany_11883-RA
OG0002369	XP_039748348.1	Bany_06616-RA
OG0002371	XP_039748360.1	Bany_16528-RA
OG0002372	XP_039757103.1	Bany_13140-RA, Bany_13142-RA
OG0002374	XP_039757071.1	Bany_13141-RA
OG0002375	XP_039759672.1	Bany_11221-RA
OG0002376	XP_039746786.1	Bany_02714-RA
OG0002377	XP_039752809.1	Bany_01031-RA
OG0002378	XP_039761035.1	Bany_17483-RA
OG0002379	XP_039751960.1	Bany_01032-RA, Bany_01034-RA
OG0002380	XP_039761018.1	Bany_17612-RA
OG0002381	XP_039760963.1	Bany_17484-RA
OG0002382	XP_039756749.1	Bany_14372-RA
OG0002383	XP_039765904.1	Bany_00113-RA
OG0002384	XP_039761968.1, XP_039761977.1	Bany_04430-RA
OG0002385	XP_039756409.1	Bany_14378-RA, Bany_14377-RA
OG0002386	XP_039752840.1	Bany_08750-RA, Bany_08748-RA
OG0002387	XP_039755474.1	Bany_13742-RA, Bany_13739-RA
OG0002388	XP_039745474.1	Bany_00120-RA, Bany_00116-RA
OG0002389	XP_039752253.1	Bany_01042-RA
OG0002390	XP_039764631.1	Bany_03530-RA, Bany_03529-RA
OG0002391	XP_039758987.1	Bany_04438-RA
OG0002392	XP_039757892.1	Bany_09412-RA
OG0002393	XP_039752924.1, XP_039752926.1	Bany_08762-RA
OG0002394	XP_039757389.1	Bany_13152-RA, Bany_13154-RA
OG0002395	XP_039755430.1	Bany_13746-RA, Bany_13883-RA
OG0002396	XP_039758112.1	Bany_09419-RA
OG0002397	XP_039746241.1	Bany_05277-RA
OG0002398	XP_039749639.1	Bany_11906-RA, Bany_11905-RA
OG0002399	XP_039760582.1	Bany_17868-RA, Bany_16546-RA, Bany_16547-RA
OG0002400	XP_039748464.1	Bany_01961-RA
OG0002401	XP_039759092.1	Bany_11265-RA
OG0002402	XP_039762190.1, XP_039762189.1, XP_039762192.1	Bany_12621-RA
OG0002403	XP_039763486.1, XP_039763487.1	Bany_07263-RA
OG0002404	XP_039753153.1	Bany_08767-RA
OG0002405	XP_039747956.1, XP_039747957.1	Bany_06644-RA
OG0002406	XP_039763986.1	Bany_07265-RA
OG0002407	XP_039760665.1	Bany_17790-RA, Bany_17789-RA
OG0002408	XP_039747769.1	Bany_06646-RA
OG0002409	XP_039759037.1	Bany_11278-RA
OG0002410	XP_039746468.1	Bany_05291-RA
OG0002411	XP_039757696.1	Bany_09426-RA
OG0002412	XP_039763501.1	Bany_07268-RA
OG0002413	XP_039757770.1	Bany_09428-RA
OG0002414	XP_039745221.1, XP_039745220.1	Bany_00141-RA
OG0002415	XP_039757741.1, XP_039757801.1	Bany_09437-RA
OG0002416	XP_039760484.1	Bany_17802-RA
OG0002417	XP_039757796.1	Bany_09443-RA
OG0002418	XP_039762766.1	Bany_16200-RA
OG0002419	XP_039747122.1	Bany_01988-RA
OG0002420	XP_039748423.1	Bany_16564-RA
OG0002421	XP_039751497.1	Bany_05960-RA
OG0002422	XP_039764461.1	Bany_03562-RA
OG0002424	XP_039747559.1	Bany_16578-RA, Bany_16576-RA
OG0002425	XP_039762003.1	Bany_12652-RA
