Orthogroup	Pararge_aegeria	Junonia_coenia
OG0001754	XP_039757401.1	JC_11442-RA, JC_11444-RA, JC_11443-RA, JC_11441-RA
OG0001755	XP_039760272.1	JC_12984-RA, JC_12982-RA, JC_12983-RA
OG0001756	XP_039752408.1	JC_16247-RA
OG0001757	XP_039749447.1, XP_039749445.1	JC_08688-RA
OG0001758	XP_039750251.1	JC_06099-RA, JC_06100-RA
OG0001759	XP_039753884.1	JC_03611-RA
OG0001760	XP_039760607.1	JC_14884-RA
OG0001761	XP_039750954.1, XP_039750956.1, XP_039750955.1	JC_06110-RA, JC_06111-RA
OG0001762	XP_039756754.1, XP_039756753.1	JC_10560-RA
OG0001763	XP_039751523.1, XP_039751522.1, XP_039751525.1, XP_039751524.1	JC_09776-RA
OG0001764	XP_039745557.1	JC_14524-RA
OG0001765	XP_039747523.1, XP_039747522.1	JC_14113-RA
OG0001767	XP_039755340.1	JC_06817-RA
OG0001768	XP_039757151.1	JC_00171-RA, JC_11416-RA
OG0001769	XP_039759016.1	JC_10331-RA
OG0001770	XP_039756852.1	JC_11411-RA, JC_11410-RA
OG0001771	XP_039763978.1	JC_02029-RA
OG0001772	XP_039762761.1	JC_16764-RA, JC_16763-RA, JC_16765-RA
OG0001773	XP_039763404.1	JC_02304-RA
OG0001774	XP_039756058.1	JC_10573-RA
OG0001775	XP_039745088.1	JC_14519-RA, JC_14518-RA
OG0001776	XP_039753160.1, XP_039753159.1	JC_07690-RA
OG0001777	XP_039749665.1	JC_08702-RA
OG0001778	XP_039752197.1	JC_16277-RA
OG0001779	XP_039745429.1	JC_00802-RA
OG0001780	XP_039749975.1	JC_08705-RA, JC_08706-RA
OG0001781	XP_039748358.1	JC_16017-RA
OG0001782	XP_039752884.1, XP_039752883.1, XP_039752885.1	JC_07414-RA
OG0001783	XP_039749924.1	JC_08710-RA
OG0001784	XP_039762914.1	JC_16641-RA
OG0001785	XP_039750264.1	JC_06121-RA, JC_06120-RA
OG0001786	XP_039747903.1, XP_039747904.1, XP_039747902.1	JC_16018-RA
OG0001787	XP_039761057.1	JC_15592-RA
OG0001788	XP_039755586.1, XP_039755587.1	JC_06829-RA
OG0001789	XP_039752045.1	JC_16287-RA
OG0001790	XP_039750559.1	JC_06114-RA
OG0001791	XP_039757818.1	JC_12403-RA, JC_12404-RA
OG0001793	XP_039757416.1, XP_039757415.1	JC_11387-RA
OG0001794	XP_039765028.1, XP_039765046.1, XP_039765038.1	JC_14494-RA
OG0001795	XP_039747760.1	JC_16032-RA
OG0001796	XP_039750966.1, XP_039750469.1	JC_06147-RA
OG0001797	XP_039757171.1, XP_039757173.1	JC_11385-RA
OG0001798	XP_039758923.1	JC_10197-RA, JC_10198-RA
OG0001799	XP_039747141.1	JC_03735-RA, JC_03734-RA
OG0001800	XP_039759214.1	JC_10196-RA, JC_10195-RA
OG0001801	XP_039756926.1	JC_11381-RA
OG0001802	XP_039749904.1	JC_08726-RA
OG0001803	XP_039745125.1	JC_00815-RA, JC_00814-RA
OG0001804	XP_039762585.1, XP_039762584.1	JC_16772-RA
OG0001805	XP_039751564.1	JC_09790-RA
OG0001806	XP_039756380.1, XP_039756379.1, XP_039756381.1	JC_10605-RA, JC_10607-RA
OG0001807	XP_039748104.1	JC_14154-RA, JC_14153-RA
OG0001808	XP_039757781.1	JC_12373-RA
OG0001810	XP_039762548.1, XP_039762547.1	JC_16595-RA
OG0001811	XP_039764876.1, XP_039764885.1	JC_14435-RA
OG0001812	XP_039748089.1	JC_14038-RA
OG0001813	XP_039759477.1	JC_10183-RA
OG0001814	XP_039749170.1	JC_04532-RA, JC_04533-RA
OG0001815	XP_039759243.1	JC_10180-RA, JC_10181-RA
OG0001816	XP_039751719.1	JC_09690-RA
OG0001818	XP_039747244.1	JC_03746-RA
OG0001819	XP_039757639.1	JC_12493-RA, JC_12494-RA
OG0001820	XP_039751310.1	JC_09682-RA
OG0001821	XP_039752187.1	JC_16390-RA, JC_16389-RA
OG0001822	XP_039754690.1	JC_05357-RA
OG0001823	XP_039748260.1	JC_16068-RA
OG0001824	XP_039756337.1	JC_10732-RA, JC_10733-RA
OG0001826	XP_039761466.1	JC_01495-RA
OG0001827	XP_039745475.1	JC_00644-RA
OG0001828	XP_039751692.1	JC_09662-RA
OG0001829	XP_039747297.1, XP_039747295.1, XP_039747296.1	JC_03768-RA
OG0001830	XP_039745310.1, XP_039745309.1	JC_00689-RA
OG0001831	XP_039765108.1	JC_08018-RA
OG0001832	XP_039760435.1, XP_039759559.1	JC_14245-RA, JC_05222-RA, JC_11669-RA
OG0001833	XP_039752723.1	JC_16347-RA, JC_16348-RA, JC_16346-RA, JC_16345-RA, JC_16344-RA
OG0001834	XP_039761302.1	JC_15694-RA
OG0001835	XP_039765482.1, XP_039765481.1	JC_00682-RA
OG0001836	XP_039760593.1	JC_14860-RA
OG0001838	XP_039747822.1	JC_15978-RA
OG0001839	XP_039752754.1, XP_039752724.1	JC_01481-RA
OG0001840	XP_039747925.1	JC_15982-RA, JC_15980-RA, JC_15983-RA
OG0001841	XP_039747365.1	JC_03789-RA
OG0001842	XP_039748229.1	JC_14015-RA
OG0001843	XP_039761190.1	JC_14371-RA, JC_14370-RA
OG0001844	XP_039763876.1, XP_039763877.1	JC_01810-RA
OG0001845	XP_039746016.1, XP_039746018.1	JC_02489-RA, JC_02488-RA
OG0001847	XP_039747899.1	JC_14011-RA
OG0001848	XP_039748382.1, XP_039748381.1, XP_039748383.1	JC_16073-RA
OG0001849	XP_039746011.1	JC_02491-RA
OG0001850	XP_039752230.1	JC_16325-RA
OG0001851	XP_039757855.1	JC_12443-RA, JC_12439-RA
OG0001852	XP_039760691.1	JC_15001-RA
OG0001853	XP_039745881.1	JC_02493-RA
OG0001854	XP_039750333.1	JC_06552-RA
OG0001854	XP_039757854.1	JC_12440-RA
OG0001855	XP_039754855.1	JC_05438-RA
OG0001856	XP_039756561.1, XP_039756562.1	JC_10716-RA
OG0001857	XP_039758313.1	JC_01456-RA
OG0001858	XP_039758363.1	JC_06067-RA
OG0001859	XP_039756539.1, XP_039756530.1, XP_039756547.1	JC_01447-RA, JC_01448-RA, JC_01446-RA
OG0001860	XP_039763822.1	JC_02277-RA
OG0001863	XP_039748573.1	JC_04558-RA, JC_04556-RA
OG0001864	XP_039751341.1	JC_14352-RA
OG0001865	XP_039754174.1	JC_03482-RA
OG0001866	XP_039764793.1	JC_08079-RA
OG0001867	XP_039757377.1	JC_11335-RA
OG0001868	XP_039748102.1, XP_039748101.1	JC_14000-RA
OG0001869	XP_039750903.1	JC_06387-RA
OG0001870	XP_039747145.1	JC_03808-RA, JC_03807-RA
OG0001871	XP_039747949.1, XP_039747941.1	JC_14348-RA
OG0001873	XP_039754308.1, XP_039754301.1	JC_01429-RA
OG0001874	XP_039753173.1	JC_07464-RA, JC_07465-RA
OG0001875	XP_039748527.1, XP_039749226.1	JC_04798-RA
OG0001876	XP_039765641.1	JC_00650-RA
OG0001877	XP_039762661.1	JC_16453-RA, JC_16452-RA
OG0001878	XP_039756822.1	JC_01425-RA
OG0001879	XP_039749804.1	JC_14341-RA, JC_14343-RA
OG0001880	XP_039749369.1	JC_08948-RA
OG0001882	XP_039753924.1	JC_03467-RA, JC_03466-RA
OG0001883	XP_039760926.1, XP_039760929.1, XP_039760927.1, XP_039760928.1	JC_15674-RA
OG0001884	XP_039751020.1	JC_09569-RA
OG0001885	XP_039758483.1, XP_039758484.1, XP_039758485.1, XP_039758486.1	JC_06038-RA
OG0001886	XP_039758646.1	JC_06036-RA
OG0001888	XP_039758893.1	JC_01411-RA
OG0001889	XP_039763610.1, XP_039763611.1	JC_01971-RA
OG0001890	XP_039753764.1, XP_039753763.1	JC_03460-RA
OG0001891	XP_039747882.1	JC_15944-RA, JC_15945-RA
OG0001892	XP_039751920.1	JC_12217-RA
OG0001894	XP_039747479.1	JC_03846-RA
OG0001895	XP_039751016.1	JC_09621-RA, JC_09620-RA
OG0001896	XP_039761926.1, XP_039761927.1, XP_039761924.1	JC_16962-RA
OG0001898	XP_039752987.1, XP_039752988.1	JC_08285-RA
OG0001899	XP_039750142.1, XP_039750093.1	JC_08925-RA
OG0001900	XP_039758479.1	JC_06025-RA
OG0001901	XP_039755727.1	JC_07196-RA
OG0001902	XP_039765197.1	JC_08145-RA
OG0001903	XP_039756553.1	JC_10652-RA, JC_10654-RA, JC_10655-RA, JC_10653-RA
OG0001904	XP_039758203.1, XP_039758204.1	JC_06023-RA
OG0001905	XP_039758139.1	JC_01368-RA, JC_01369-RA
OG0001906	XP_039751391.1	JC_09191-RA, JC_09178-RA, JC_09190-RA
OG0001907	XP_039758039.1	JC_12741-RA, JC_12742-RA
OG0001908	XP_039753118.1	JC_07518-RA
OG0001909	XP_039760492.1, XP_039760491.1	JC_14969-RA
OG0001910	XP_039760922.1	JC_15657-RA, JC_15659-RA
OG0001911	XP_039745563.1	JC_02532-RA
OG0001912	XP_039763537.1	JC_01979-RA
OG0001913	XP_039758099.1	JC_12738-RA
OG0001913	XP_039758114.1	JC_12739-RA
OG0001914	XP_039757657.1	JC_12736-RA
OG0001915	XP_039762927.1	JC_16433-RA
OG0001916	XP_039765066.1	JC_08155-RA
OG0001917	XP_039748563.1, XP_039748562.1	JC_04633-RA
OG0001918	XP_039755957.1, XP_039755956.1	JC_06968-RA
OG0001919	XP_039756176.1	JC_10657-RA
OG0001920	XP_039761093.1	JC_15645-RA, JC_15644-RA
OG0001921	XP_039755802.1	JC_06961-RA
OG0001922	XP_039760807.1	JC_14944-RA
OG0001923	XP_039763266.1, XP_039763267.1	JC_01991-RA
OG0001924	XP_039761906.1	JC_16899-RA
OG0001924	XP_039762020.1	JC_16898-RA
OG0001925	XP_039747405.1, XP_039747403.1, XP_039747404.1	JC_04314-RA
OG0001926	XP_039759468.1	JC_09928-RA
OG0001927	XP_039762972.1	JC_16422-RA
OG0001929	XP_039763929.1	JC_01999-RA
OG0001931	XP_039762775.1	JC_16527-RA
OG0001932	XP_039754521.1, XP_039754518.1, XP_039754519.1	JC_03423-RA
OG0001933	XP_039755110.1	JC_05422-RA
OG0001934	XP_039751121.1, XP_039751122.1	JC_09532-RA
OG0001935	XP_039746216.1	JC_02558-RA
OG0001936	XP_039745965.1, XP_039745973.1	JC_14259-RA
OG0001937	XP_039748432.1	JC_15922-RA
OG0001938	XP_039760981.1, XP_039760992.1	JC_01350-RA
OG0001939	XP_039758621.1, XP_039758620.1, XP_039758619.1, XP_039758618.1	JC_06007-RA
OG0001940	XP_039762807.1	JC_16525-RA, JC_16526-RA
OG0001942	XP_039760818.1	JC_14929-RA, JC_14928-RA
OG0001943	XP_039752833.1, XP_039752832.1	JC_07647-RA
OG0001944	XP_039751084.1, XP_039751085.1	JC_09521-RA
OG0001945	XP_039761992.1	JC_17080-RA, JC_17079-RA
OG0001946	XP_039756451.1	JC_01344-RA
OG0001947	XP_039754000.1	JC_01342-RA, JC_01343-RA
OG0001948	XP_039751029.1	JC_09515-RA
OG0001949	XP_039753104.1	JC_07646-RA
OG0001950	XP_039765677.1	JC_14267-RA
OG0001951	XP_039746361.1, XP_039746360.1, XP_039746362.1	JC_02580-RA
OG0001952	XP_039754152.1	JC_03410-RA, JC_03409-RA
OG0001953	XP_039751730.1	JC_09512-RA
OG0001954	XP_039765175.1	JC_08191-RA
OG0001955	XP_039751696.1	JC_10644-RA, JC_09511-RA, JC_09510-RA
OG0001956	XP_039759788.1	JC_13042-RA, JC_13039-RA
OG0001957	XP_039764701.1, XP_039764699.1	JC_08196-RA
OG0001958	XP_039761034.1, XP_039761033.1, XP_039761032.1	JC_15635-RA
OG0001960	XP_039754432.1	JC_03325-RA, JC_03326-RA
OG0001961	XP_039748222.1	JC_15872-RA, JC_15873-RA
OG0001962	XP_039759079.1	JC_10032-RA
OG0001963	XP_039754909.1	JC_05409-RA
OG0001964	XP_039756842.1, XP_039756841.1	JC_11278-RA
OG0001965	XP_039745487.1	JC_14277-RA, JC_14278-RA
OG0001966	XP_039747621.1	JC_13943-RA, JC_13945-RA
OG0001967	XP_039749600.1	JC_08894-RA
OG0001968	XP_039745654.1	JC_02602-RA
OG0001968	XP_039746169.1	JC_02603-RA
OG0001969	XP_039763336.1	JC_08207-RA
OG0001970	XP_039745651.1, XP_039745652.1, XP_039745649.1	JC_02605-RA
OG0001971	XP_039751023.1	JC_14295-RA, JC_14293-RA
OG0001972	XP_039758989.1	JC_09997-RA
OG0001974	XP_039757318.1, XP_039757317.1, XP_039757319.1	JC_11465-RA
OG0001975	XP_039752681.1, XP_039752680.1	JC_12229-RA
OG0001976	XP_039751394.1	JC_09490-RA
OG0001977	XP_039754215.1	JC_03389-RA
OG0001978	XP_039748037.1	JC_15854-RA
OG0001979	XP_039748146.1	JC_13878-RA
OG0001980	XP_039755961.1, XP_039755962.1	JC_06909-RA, JC_06908-RA
OG0001981	XP_039750072.1, XP_039750064.1	JC_14240-RA
OG0001982	XP_039749206.1	JC_04693-RA, JC_04694-RA, JC_04692-RA
OG0001984	XP_039755590.1	JC_06872-RA
OG0001985	XP_039747193.1, XP_039747192.1, XP_039747194.1	JC_03961-RA
OG0001986	XP_039755510.1	JC_06874-RA
OG0001988	XP_039750159.1	JC_08878-RA
OG0001989	XP_039762342.1	JC_16849-RA, JC_16847-RA
OG0001990	XP_039755664.1, XP_039755665.1	JC_06885-RA
OG0001991	XP_039746684.1, XP_039746685.1	JC_03972-RA
OG0001992	XP_039759796.1	JC_13185-RA
OG0001993	XP_039759667.1	JC_09967-RA, JC_09965-RA
OG0001994	XP_039749550.1, XP_039749549.1	JC_08872-RA
OG0001995	XP_039759228.1	JC_09961-RA
OG0001996	XP_039748047.1	JC_14217-RA
OG0001997	XP_039753563.1, XP_039753562.1	JC_07597-RA, JC_07599-RA, JC_07598-RA
OG0001998	XP_039759604.1	JC_09958-RA, JC_09959-RA
OG0001999	XP_039746125.1	JC_14213-RA, JC_14214-RA
OG0002000	XP_039753740.1	JC_03379-RA
OG0002002	XP_039752796.1	JC_11684-RA, JC_11681-RA
OG0002003	XP_039756877.1, XP_039756876.1	JC_11172-RA
OG0002004	XP_039748725.1	JC_04721-RA, JC_04723-RA
OG0002005	XP_039753963.1	JC_03374-RA
OG0002006	XP_039751353.1	JC_09460-RA, JC_09461-RA, JC_09459-RA
OG0002007	XP_039762210.1, XP_039762209.1	JC_16872-RA, JC_16871-RA
OG0002008	XP_039762010.1	JC_01153-RA
OG0002009	XP_039756728.1, XP_039756726.1	JC_10785-RA, JC_10783-RA, JC_10784-RA
OG0002010	XP_039757864.1	JC_12359-RA, JC_12360-RA
OG0002011	XP_039751110.1	JC_09447-RA
OG0002012	XP_039755970.1	JC_07177-RA
OG0002014	XP_039747601.1	JC_15808-RA, JC_15807-RA
OG0002015	XP_039748071.1	JC_13905-RA
OG0002016	XP_039749419.1, XP_039749420.1	JC_08856-RA
OG0002017	XP_039758784.1, XP_039758782.1, XP_039758783.1	JC_05943-RA
OG0002018	XP_039761131.1	JC_15783-RA
OG0002019	XP_039760520.1	JC_14686-RA, JC_14687-RA
OG0002021	XP_039745041.1	JC_00515-RA
OG0002022	XP_039760571.1, XP_039760570.1, XP_039760572.1	JC_14679-RA
OG0002023	XP_039756831.1, XP_039756832.1	JC_11196-RA
OG0002024	XP_039752903.1	JC_07589-RA
OG0002024	XP_039752902.1	JC_07590-RA
OG0002025	XP_039756456.1, XP_039756454.1, XP_039756455.1	JC_10759-RA
OG0002026	XP_039765497.1	JC_00512-RA
OG0002027	XP_039745843.1	JC_02669-RA
OG0002028	XP_039745756.1, XP_039745758.1, XP_039745757.1	JC_02671-RA
OG0002029	XP_039750919.1	JC_06497-RA
OG0002030	XP_039759253.1, XP_039759252.1	JC_09837-RA
OG0002031	XP_039745073.1	JC_00499-RA, JC_04734-RA
OG0002032	XP_039746870.1	JC_04044-RA
OG0002033	XP_039763912.1, XP_039763919.1, XP_039763904.1	JC_08276-RA
OG0002034	XP_039750888.1, XP_039750889.1	JC_06499-RA
OG0002035	XP_039750155.1	JC_08842-RA
OG0002036	XP_039748752.1, XP_039748743.1, XP_039748734.1	JC_14165-RA
OG0002038	XP_039751612.1, XP_039751611.1	JC_09432-RA
OG0002039	XP_039754218.1	JC_03323-RA
OG0002040	XP_039759203.1	JC_09891-RA
OG0002041	XP_039751488.1	JC_09428-RA, JC_09429-RA
OG0002042	XP_039749519.1	JC_08832-RA
OG0002043	XP_039765815.1	JC_00481-RA, JC_00482-RA, JC_00483-RA
OG0002044	XP_039754529.1, XP_039754520.1	JC_01214-RA
OG0002045	XP_039749913.1	JC_13728-RA
OG0002046	XP_039760105.1	JC_01215-RA
OG0002047	XP_039754278.1	JC_01216-RA
OG0002048	XP_039760368.1	JC_05233-RA, JC_05236-RA, JC_05234-RA
OG0002049	XP_039746547.1	JC_04076-RA, JC_04074-RA, JC_04075-RA
OG0002050	XP_039754048.1, XP_039754040.1	JC_01231-RA
OG0002051	XP_039763094.1, XP_039763093.1	JC_02131-RA
OG0002052	XP_039762791.1	JC_08293-RA, JC_08291-RA
OG0002053	XP_039751359.1	JC_09413-RA
OG0002054	XP_039748759.1	JC_04909-RA, JC_04908-RA
OG0002055	XP_039764716.1	JC_08296-RA
OG0002056	XP_039751041.1, XP_039751429.1	JC_09411-RA
OG0002057	XP_039751200.1, XP_039751201.1	JC_09408-RA
OG0002058	XP_039764788.1	JC_08298-RA
OG0002059	XP_039748367.1, XP_039748365.1, XP_039748366.1	JC_13820-RA
OG0002060	XP_039755158.1	JC_01250-RA
OG0002061	XP_039758128.1	JC_12547-RA
OG0002062	XP_039765616.1, XP_039765614.1, XP_039765615.1	JC_00322-RA
OG0002063	XP_039752434.1, XP_039752433.1	JC_11965-RA
OG0002064	XP_039757061.1	JC_11235-RA
OG0002065	XP_039764921.1	JC_08307-RA
OG0002066	XP_039759607.1	JC_09916-RA
OG0002067	XP_039745724.1	JC_13698-RA, JC_13699-RA, JC_13700-RA
OG0002068	XP_039763422.1	JC_02147-RA
OG0002069	XP_039745777.1, XP_039745778.1	JC_02700-RA
OG0002070	XP_039754422.1	JC_03277-RA
OG0002071	XP_039755450.1	JC_07136-RA
OG0002072	XP_039745892.1	JC_02708-RA, JC_02710-RA
OG0002073	XP_039765703.1	JC_00342-RA
OG0002074	XP_039760490.1, XP_039760489.1	JC_14748-RA
OG0002075	XP_039758512.1, XP_039758513.1	JC_05865-RA
OG0002077	XP_039762993.1	JC_16445-RA
OG0002078	XP_039745824.1	JC_02719-RA, JC_02718-RA
OG0002079	XP_039753139.1	JC_07550-RA
OG0002080	XP_039751947.1	JC_11997-RA
OG0002081	XP_039759200.1, XP_039759201.1	JC_10357-RA
OG0002082	XP_039754711.1, XP_039754710.1	JC_05244-RA
OG0002083	XP_039761488.1	JC_15497-RA
OG0002084	XP_039758935.1, XP_039758936.1	JC_10361-RA
OG0002085	XP_039746470.1	JC_02738-RA
OG0002086	XP_039760114.1	JC_13267-RA, JC_05563-RA
OG0002087	XP_039749470.1	JC_08788-RA
OG0002088	XP_039765878.1	JC_13659-RA
OG0002089	XP_039756163.1	JC_10931-RA
OG0002090	XP_039754345.1	JC_03250-RA, JC_03249-RA
OG0002091	XP_039752101.1, XP_039752099.1, XP_039752100.1, XP_039752098.1	JC_12019-RA
OG0002092	XP_039762006.1	JC_13648-RA
OG0002093	XP_039753827.1	JC_03243-RA, JC_03244-RA
OG0002094	XP_039758222.1, XP_039758223.1	JC_05704-RA
OG0002095	XP_039753197.1	JC_07694-RA
OG0002096	XP_039752066.1, XP_039752064.1	JC_12026-RA
OG0002097	XP_039758347.1	JC_05714-RA, JC_05713-RA
OG0002098	XP_039745845.1	JC_02942-RA
OG0002099	XP_039761358.1	JC_01289-RA
OG0002100	XP_039759652.1, XP_039759653.1	JC_10408-RA
OG0002101	XP_039748964.1, XP_039748901.1	JC_04854-RA
OG0002103	XP_039759256.1	JC_10401-RA, JC_10400-RA
OG0002104	XP_039751502.1	JC_09352-RA
OG0002104	XP_039751501.1	JC_09351-RA
OG0002105	XP_039754154.1	JC_03236-RA
OG0002106	XP_039751504.1	JC_09349-RA
OG0002107	XP_039764863.1, XP_039764864.1	JC_08410-RA
OG0002108	XP_039757763.1	JC_12661-RA, JC_12660-RA, JC_12662-RA
OG0002109	XP_039756986.1	JC_11130-RA
OG0002110	XP_039751944.1	JC_13630-RA
OG0002111	XP_039753007.1, XP_039753014.1, XP_039753022.1	JC_01293-RA
OG0002112	XP_039759411.1	JC_10390-RA, JC_10389-RA
OG0002113	XP_039751494.1	JC_09345-RA, JC_09344-RA, JC_09346-RA
OG0002114	XP_039758342.1	JC_05769-RA, JC_05767-RA, JC_05768-RA
OG0002115	XP_039755327.1	JC_07090-RA
OG0002116	XP_039760030.1	JC_13310-RA
OG0002117	XP_039748695.1	JC_04847-RA, JC_04845-RA, JC_04846-RA
OG0002118	XP_039754128.1, XP_039754126.1, XP_039754084.1	JC_03225-RA
OG0002119	XP_039748852.1	JC_04839-RA
OG0002120	XP_039750014.1	JC_08990-RA
OG0002121	XP_039752554.1	JC_12042-RA
OG0002122	XP_039747044.1, XP_039747045.1	JC_04154-RA
OG0002123	XP_039763688.1	JC_01867-RA
OG0002124	XP_039753019.1	JC_07733-RA
OG0002125	XP_039749634.1	JC_08998-RA
OG0002126	XP_039764838.1	JC_08405-RA, JC_08406-RA
OG0002127	XP_039754591.1	JC_03215-RA, JC_03214-RA
OG0002128	XP_039763175.1	JC_01856-RA
OG0002129	XP_039763317.1	JC_08383-RA
OG0002130	XP_039761559.1, XP_039761558.1, XP_039761560.1	JC_15385-RA
OG0002131	XP_039748108.1, XP_039748120.1, XP_039748128.1	JC_13579-RA
OG0002132	XP_039758568.1	JC_05797-RA
OG0002133	XP_039760631.1	JC_01069-RA
OG0002134	XP_039749594.1	JC_09025-RA
OG0002136	XP_039746314.1, XP_039746315.1	JC_02881-RA
OG0002137	XP_039756978.1	JC_11117-RA, JC_11116-RA
OG0002138	XP_039758697.1, XP_039758698.1	JC_05821-RA
OG0002139	XP_039761721.1, XP_039761725.1, XP_039761724.1, XP_039761723.1	JC_15465-RA
OG0002140	XP_039755639.1	JC_06984-RA, JC_06986-RA
OG0002141	XP_039755678.1	JC_07199-RA
OG0002142	XP_039750177.1	JC_09053-RA
OG0002143	XP_039749822.1	JC_09054-RA
OG0002144	XP_039749820.1, XP_039749821.1, XP_039749819.1	JC_09055-RA
OG0002145	XP_039752510.1	JC_11766-RA
OG0002146	XP_039747171.1, XP_039747172.1	JC_04186-RA
OG0002147	XP_039750923.1	JC_06625-RA
OG0002148	XP_039765919.1	JC_00262-RA
OG0002149	XP_039753815.1	JC_03157-RA
OG0002150	XP_039754283.1	JC_03154-RA
OG0002152	XP_039751192.1	JC_09283-RA, JC_09282-RA
OG0002153	XP_039747409.1, XP_039747401.1, XP_039747391.1	JC_13536-RA
OG0002154	XP_039754989.1	JC_05128-RA
OG0002155	XP_039751845.1	JC_11794-RA, JC_11792-RA
OG0002156	XP_039749082.1	JC_04959-RA, JC_04960-RA
OG0002157	XP_039761503.1	JC_15395-RA, JC_15476-RA, JC_15394-RA, JC_15477-RA, JC_15496-RA
OG0002158	XP_039758959.1	JC_10419-RA, JC_10418-RA
OG0002159	XP_039757339.1	JC_11061-RA
OG0002160	XP_039757340.1	JC_11063-RA, JC_11064-RA, JC_11065-RA
OG0002161	XP_039753644.1, XP_039753645.1, XP_039753643.1	JC_07809-RA
OG0002163	XP_039760077.1, XP_039760085.1, XP_039760093.1	JC_00840-RA
OG0002164	XP_039754155.1	JC_03118-RA
OG0002165	XP_039745242.1	JC_00218-RA
OG0002166	XP_039757006.1	JC_11076-RA
OG0002167	XP_039765181.1	JC_08504-RA
OG0002168	XP_039752868.1, XP_039752869.1	JC_07825-RA
OG0002170	XP_039764141.1	JC_01795-RA, JC_01794-RA
OG0002171	XP_039753279.1	JC_07832-RA
OG0002172	XP_039764865.1	JC_13506-RA, JC_13507-RA
OG0002173	XP_039757310.1	JC_11098-RA
OG0002174	XP_039753972.1	JC_03094-RA
OG0002176	XP_039750828.1, XP_039762520.1	JC_09950-RA, JC_12998-RA, JC_16283-RA, JC_14180-RA
OG0002177	XP_039755410.1	JC_07241-RA, JC_07240-RA
OG0002178	XP_039764588.1	JC_08519-RA
OG0002179	XP_039764593.1, XP_039764592.1	JC_08520-RA
OG0002180	XP_039746722.1	JC_04361-RA, JC_04365-RA
OG0002181	XP_039754361.1	JC_03066-RA
OG0002182	XP_039757231.1, XP_039757232.1, XP_039757230.1	JC_11271-RA
OG0002183	XP_039745858.1	JC_02831-RA
OG0002184	XP_039754578.1	JC_01916-RA, JC_03052-RA
OG0002185	XP_039746140.1	JC_02830-RA
OG0002186	XP_039754193.1	JC_03042-RA
OG0002187	XP_039745846.1	JC_02827-RA
OG0002188	XP_039749965.1	JC_09135-RA, JC_09134-RA
OG0002189	XP_039765303.1	JC_13454-RA
OG0002190	XP_039750275.1	JC_13449-RA
OG0002191	XP_039753407.1, XP_039753408.1	JC_07892-RA, JC_07893-RA
OG0002192	XP_039764052.1	JC_01694-RA, JC_01691-RA, JC_01692-RA, JC_01693-RA
OG0002193	XP_039749424.1, XP_039749423.1	JC_09153-RA
OG0002194	XP_039753190.1	JC_07902-RA
OG0002195	XP_039751782.1	JC_11907-RA
OG0002196	XP_039747127.1	JC_04327-RA, JC_04329-RA
OG0002197	XP_039765907.1, XP_039765906.1	JC_00113-RA, JC_00114-RA
OG0002198	XP_039745322.1	JC_00106-RA, JC_00105-RA
OG0002199	XP_039764532.1	JC_08629-RA, JC_08632-RA, JC_08631-RA
OG0002200	XP_039765315.1, XP_039765313.1, XP_039765312.1	JC_09807-RA
OG0002201	XP_039765316.1	JC_00096-RA
OG0002202	XP_039749976.1	JC_09164-RA, JC_09163-RA
OG0002204	XP_039749267.1	JC_05069-RA
OG0002205	XP_039746242.1	JC_01654-RA
OG0002206	XP_039746366.1, XP_039746365.1	JC_02800-RA
OG0002207	XP_039746246.1	JC_02796-RA, JC_02797-RA, JC_02798-RA
OG0002208	XP_039753854.1	JC_02972-RA
OG0002209	XP_039765974.1	JC_00069-RA, JC_00068-RA, JC_00067-RA
OG0002210	XP_039765333.1	JC_00054-RA, JC_00056-RA, JC_00045-RA, JC_00061-RA, JC_00042-RA, JC_00055-RA
OG0002211	XP_039764704.1	JC_08581-RA
OG0002212	XP_039751922.1	JC_11613-RA
OG0002213	XP_039746083.1	JC_02774-RA
OG0002214	XP_039746149.1	JC_02771-RA
OG0002216	XP_039763767.1, XP_039763766.1, XP_039763765.1	JC_01728-RA
OG0002217	XP_039764694.1	JC_08559-RA
OG0002218	XP_039764763.1	JC_08555-RA
OG0002219	XP_039765824.1, XP_039765833.1	JC_13366-RA, JC_13367-RA
OG0002220	XP_039765979.1	JC_13357-RA, JC_13355-RA
OG0002221	XP_039761198.1	JC_01001-RA
OG0002222	XP_039763702.1	JC_08546-RA, JC_08545-RA
OG0002223	XP_039763548.1	JC_01742-RA, JC_01745-RA
OG0002224	XP_039757656.1	JC_01010-RA, JC_01012-RA, JC_01014-RA
OG0002225	XP_039765680.1	JC_00001-RA
OG0002227	XP_039759999.1	JC_01117-RA
OG0002230	XP_039748528.1	JC_13361-RA, JC_13362-RA
OG0002231	XP_039748429.1	JC_06501-RA
OG0002232	XP_039760371.1	JC_01533-RA
OG0002233	XP_039758442.1	JC_05812-RA
OG0002234	XP_039753397.1, XP_039753394.1, XP_039753398.1, XP_039753395.1, XP_039753396.1	JC_07519-RA
OG0002235	XP_039754141.1, XP_039754139.1	JC_03190-RA
OG0002238	XP_039759360.1, XP_039759359.1, XP_039759362.1, XP_039759361.1	JC_10055-RA
OG0002240	XP_039765352.1, XP_039765351.1	JC_00794-RA
