Orthogroup	Pararge_aegeria	Vanessa_cardui
OG0001592	XP_039750463.1	Vcard_DToL10362-RA, Vcard_DToL10359-RA, Vcard_DToL10360-RA, Vcard_DToL10361-RA
OG0001593	XP_039752613.1	Vcard_DToL01433-RA
OG0001594	XP_039748597.1	Vcard_DToL05174-RA, Vcard_DToL05175-RA
OG0001595	XP_039757987.1, XP_039757984.1, XP_039757985.1, XP_039757986.1	Vcard_DToL14337-RA
OG0001597	XP_039765053.1	Vcard_DToL05684-RA, Vcard_DToL05686-RA
OG0001600	XP_039764307.1, XP_039763087.1, XP_039764328.1, XP_039752854.1	Vcard_DToL09212-RA
OG0001601	XP_039749451.1, XP_039749452.1	Vcard_DToL07526-RA, Vcard_DToL07527-RA
OG0001602	XP_039758235.1, XP_039758236.1	Vcard_DToL10072-RA, Vcard_DToL10071-RA
OG0001603	XP_039752017.1	Vcard_DToL18545-RA, Vcard_DToL18549-RA
OG0001604	XP_039752128.1, XP_039752130.1	Vcard_DToL08203-RA
OG0001604	XP_039752131.1	Vcard_DToL08204-RA
OG0001605	XP_039751954.1	Vcard_DToL08193-RA
OG0001607	XP_039765861.1, XP_039765559.1	Vcard_DToL02483-RA
OG0001608	XP_039755545.1	Vcard_DToL11904-RA, Vcard_DToL11905-RA
OG0001610	XP_039764742.1, XP_039764741.1, XP_039764743.1	Vcard_DToL05644-RA
OG0001611	XP_039749959.1, XP_039749960.1	Vcard_DToL07575-RA
OG0001612	XP_039754096.1	Vcard_DToL04572-RA, Vcard_DToL04574-RA
OG0001614	XP_039761581.1	Vcard_DToL17111-RA, Vcard_DToL17113-RA, Vcard_DToL17112-RA
OG0001615	XP_039748653.1	Vcard_DToL15712-RA
OG0001616	XP_039756696.1	Vcard_DToL12507-RA, Vcard_DToL12508-RA
OG0001617	XP_039749569.1	Vcard_DToL07583-RA
OG0001618	XP_039749573.1, XP_039749572.1	Vcard_DToL07584-RA
OG0001619	XP_039751498.1	Vcard_DToL06963-RA
OG0001620	XP_039756794.1	Vcard_DToL10890-RA
OG0001621	XP_039752948.1	Vcard_DToL09129-RA
OG0001622	XP_039758579.1, XP_039758581.1	Vcard_DToL10149-RA
OG0001623	XP_039745442.1	Vcard_DToL02567-RA
OG0001624	XP_039751064.1	Vcard_DToL07013-RA
OG0001625	XP_039750595.1	Vcard_DToL10265-RA, Vcard_DToL10264-RA
OG0001626	XP_039763113.1	Vcard_DToL05607-RA, Vcard_DToL05604-RA
OG0001627	XP_039751062.1	Vcard_DToL07015-RA
OG0001629	XP_039755588.1	Vcard_DToL01668-RA
OG0001630	XP_039753835.1, XP_039753836.1	Vcard_DToL04657-RA
OG0001631	XP_039753824.1	Vcard_DToL01660-RA
OG0001632	XP_039746478.1, XP_039746496.1, XP_039746487.1, XP_039746513.1, XP_039746505.1	Vcard_DToL15767-RA
OG0001634	XP_039751214.1	Vcard_DToL07035-RA
OG0001635	XP_039753684.1	Vcard_DToL09096-RA, Vcard_DToL09094-RA
OG0001636	XP_039757137.1	Vcard_DToL01628-RA, Vcard_DToL01626-RA
OG0001638	XP_039751932.1	Vcard_DToL08065-RA, Vcard_DToL08067-RA
OG0001640	XP_039749969.1, XP_039749970.1	Vcard_DToL07641-RA
OG0001641	XP_039752595.1	Vcard_DToL08059-RA
OG0001642	XP_039751879.1, XP_039751880.1	Vcard_DToL08049-RA
OG0001643	XP_039745253.1, XP_039745252.1, XP_039745251.1, XP_039745254.1	Vcard_DToL02634-RA
OG0001644	XP_039763781.1, XP_039763782.1, XP_039763783.1	Vcard_DToL00619-RA
OG0001645	XP_039764940.1, XP_039764950.1, XP_039764928.1, XP_039764918.1	Vcard_DToL15830-RA
OG0001648	XP_039752542.1	Vcard_DToL15834-RA
OG0001649	XP_039745589.1	Vcard_DToL03935-RA, Vcard_DToL03934-RA
OG0001650	XP_039765029.1	Vcard_DToL05529-RA
OG0001652	XP_039764413.1	Vcard_DToL08041-RA
OG0001652	XP_039751865.1	Vcard_DToL08040-RA
OG0001653	XP_039746980.1	Vcard_DToL08426-RA
OG0001654	XP_039753908.1	Vcard_DToL01486-RA
OG0001656	XP_039745395.1	Vcard_DToL16353-RA
OG0001657	XP_039751356.1	Vcard_DToL06468-RA, Vcard_DToL06469-RA
OG0001659	XP_039755619.1, XP_039755618.1	Vcard_DToL11896-RA
OG0001660	XP_039751979.1, XP_039751978.1	Vcard_DToL07988-RA
OG0001670	XP_039752328.1	Vcard_DToL18281-RA, Vcard_DToL18280-RA
OG0001671	XP_039760873.1	Vcard_DToL15964-RA
OG0001673	XP_039750977.1	Vcard_DToL16408-RA, Vcard_DToL16409-RA
OG0001674	XP_039748470.1, XP_039748469.1	Vcard_DToL17574-RA
OG0001677	XP_039760334.1	Vcard_DToL15281-RA, Vcard_DToL15280-RA
OG0001678	XP_039765920.1	Vcard_DToL01906-RA, Vcard_DToL01905-RA
OG0001680	XP_039756447.1	Vcard_DToL13129-RA, Vcard_DToL13126-RA
OG0001681	XP_039762345.1, XP_039762343.1, XP_039762344.1, XP_039761455.1	Vcard_DToL17899-RA
OG0001682	XP_039758468.1, XP_039758467.1	Vcard_DToL09969-RA
OG0001683	XP_039750302.1, XP_039750303.1, XP_039750304.1	Vcard_DToL10614-RA
OG0001684	XP_039750695.1, XP_039750693.1	Vcard_DToL10613-RA
OG0001685	XP_039761780.1, XP_039761781.1	Vcard_DToL17339-RA
OG0001686	XP_039760792.1	Vcard_DToL16117-RA
OG0001687	XP_039750239.1, XP_039750238.1	Vcard_DToL10615-RA
OG0001688	XP_039758774.1, XP_039758773.1	Vcard_DToL09966-RA
OG0001689	XP_039762773.1	Vcard_DToL18718-RA, Vcard_DToL18716-RA
OG0001690	XP_039758088.1	Vcard_DToL14933-RA
OG0001691	XP_039751825.1	Vcard_DToL18483-RA, Vcard_DToL18485-RA
OG0001692	XP_039752165.1, XP_039752166.1	Vcard_DToL18348-RA
OG0001693	XP_039760126.1, XP_039760125.1	Vcard_DToL15042-RA
OG0001695	XP_039753720.1, XP_039753443.1	Vcard_DToL09701-RA
OG0001696	XP_039759693.1	Vcard_DToL13592-RA
OG0001697	XP_039754513.1, XP_039754514.1	Vcard_DToL04011-RA
OG0001698	XP_039745999.1, XP_039745998.1, XP_039745996.1, XP_039745997.1	Vcard_DToL03314-RA
OG0001700	XP_039762325.1	Vcard_DToL18210-RA
OG0001701	XP_039747919.1	Vcard_DToL16739-RA
OG0001702	XP_039752381.1, XP_039752383.1, XP_039752382.1	Vcard_DToL18333-RA
OG0001703	XP_039763276.1, XP_039763275.1	Vcard_DToL00164-RA
OG0001704	XP_039762961.1	Vcard_DToL18701-RA
OG0001705	XP_039748723.1	Vcard_DToL16729-RA
OG0001707	XP_039762832.1	Vcard_DToL18702-RA
OG0001708	XP_039750681.1, XP_039750683.1	Vcard_DToL10686-RA
OG0001709	XP_039756000.1	Vcard_DToL13102-RA
OG0001710	XP_039760828.1	Vcard_DToL15901-RA
OG0001711	XP_039761122.1	Vcard_DToL16806-RA
OG0001713	XP_039761657.1, XP_039761655.1, XP_039761656.1	Vcard_DToL17367-RA
OG0001714	XP_039761023.1, XP_039761022.1	Vcard_DToL16802-RA
OG0001715	XP_039749102.1	Vcard_DToL04845-RA
OG0001716	XP_039749051.1	Vcard_DToL04843-RA
OG0001717	XP_039754843.1	Vcard_DToL03086-RA
OG0001718	XP_039757617.1	Vcard_DToL14925-RA
OG0001719	XP_039762639.1, XP_039762638.1	Vcard_DToL18721-RA
OG0001720	XP_039759108.1	Vcard_DToL13619-RA
OG0001722	XP_039755239.1	Vcard_DToL03091-RA
OG0001723	XP_039754635.1	Vcard_DToL03100-RA
OG0001724	XP_039747334.1	Vcard_DToL09045-RA
OG0001725	XP_039765865.1	Vcard_DToL16699-RA
OG0001726	XP_039761235.1	Vcard_DToL16787-RA
OG0001727	XP_039751759.1	Vcard_DToL18524-RA
OG0001729	XP_039761074.1	Vcard_DToL16783-RA
OG0001730	XP_039746873.1, XP_039749398.1	Vcard_DToL16698-RA
OG0001731	XP_039757729.1	Vcard_DToL14903-RA
OG0001733	XP_039763212.1	Vcard_DToL00034-RA
OG0001734	XP_039761144.1	Vcard_DToL16780-RA
OG0001735	XP_039755235.1	Vcard_DToL03112-RA
OG0001736	XP_039754315.1	Vcard_DToL04073-RA
OG0001737	XP_039764465.1	Vcard_DToL16562-RA
OG0001738	XP_039746370.1	Vcard_DToL03366-RA
OG0001739	XP_039757445.1	Vcard_DToL14898-RA
OG0001740	XP_039759366.1, XP_039759375.1	Vcard_DToL00853-RA
OG0001742	XP_039756643.1, XP_039756200.1	Vcard_DToL13071-RA
OG0001743	XP_039756160.1	Vcard_DToL13066-RA, Vcard_DToL13069-RA
OG0001744	XP_039751503.1	Vcard_DToL06392-RA, Vcard_DToL06394-RA
OG0001745	XP_039761247.1, XP_039761249.1, XP_039761248.1	Vcard_DToL16776-RA
OG0001746	XP_039747489.1, XP_039747490.1, XP_039747488.1	Vcard_DToL08393-RA
OG0001747	XP_039747052.1	Vcard_DToL08388-RA
OG0001748	XP_039762103.1	Vcard_DToL17838-RA
OG0001749	XP_039759533.1, XP_039759531.1, XP_039759532.1	Vcard_DToL13641-RA
OG0001750	XP_039752115.1	Vcard_DToL18509-RA
OG0001751	XP_039762970.1	Vcard_DToL18742-RA
OG0001752	XP_039750834.1, XP_039750835.1	Vcard_DToL10827-RA
OG0001753	XP_039756669.1	Vcard_DToL01250-RA
OG0001754	XP_039757401.1, XP_039757055.1	Vcard_DToL11281-RA
OG0001755	XP_039760272.1	Vcard_DToL15086-RA
OG0001757	XP_039749447.1, XP_039749445.1	Vcard_DToL07143-RA
OG0001758	XP_039750251.1	Vcard_DToL10815-RA
OG0001759	XP_039753884.1	Vcard_DToL04126-RA, Vcard_DToL04128-RA
OG0001760	XP_039760607.1	Vcard_DToL16059-RA
OG0001761	XP_039750954.1, XP_039750956.1, XP_039750955.1	Vcard_DToL10807-RA
OG0001762	XP_039756754.1, XP_039756753.1	Vcard_DToL13016-RA
OG0001763	XP_039751523.1, XP_039751522.1, XP_039751525.1, XP_039751524.1	Vcard_DToL06397-RA
OG0001764	XP_039745557.1	Vcard_DToL16670-RA
OG0001765	XP_039747523.1, XP_039747522.1	Vcard_DToL13890-RA
OG0001767	XP_039755340.1	Vcard_DToL12387-RA
OG0001768	XP_039757151.1	Vcard_DToL11262-RA
OG0001769	XP_039759016.1	Vcard_DToL13673-RA
OG0001770	XP_039756852.1	Vcard_DToL11255-RA
OG0001771	XP_039763978.1	Vcard_DToL00188-RA
OG0001772	XP_039762761.1	Vcard_DToL18778-RA
OG0001773	XP_039763404.1	Vcard_DToL00011-RA
OG0001774	XP_039756058.1	Vcard_DToL13007-RA
OG0001776	XP_039753160.1, XP_039753159.1	Vcard_DToL09301-RA
OG0001777	XP_039749665.1	Vcard_DToL07112-RA
OG0001778	XP_039752197.1	Vcard_DToL18470-RA
OG0001779	XP_039745429.1	Vcard_DToL01769-RA
OG0001780	XP_039749975.1	Vcard_DToL07106-RA
OG0001781	XP_039748358.1	Vcard_DToL17706-RA
OG0001782	XP_039752884.1, XP_039752883.1, XP_039752885.1	Vcard_DToL09613-RA
OG0001783	XP_039749924.1	Vcard_DToL07100-RA
OG0001784	XP_039762914.1	Vcard_DToL18787-RA
OG0001785	XP_039750264.1	Vcard_DToL10797-RA
OG0001786	XP_039747903.1, XP_039747904.1, XP_039747902.1	Vcard_DToL17704-RA
OG0001787	XP_039761057.1	Vcard_DToL16854-RA
OG0001789	XP_039752045.1	Vcard_DToL18479-RA
OG0001790	XP_039750559.1	Vcard_DToL10804-RA, Vcard_DToL10803-RA
OG0001791	XP_039757818.1	Vcard_DToL14683-RA
OG0001793	XP_039757416.1, XP_039757415.1	Vcard_DToL11236-RA
OG0001794	XP_039765028.1, XP_039765046.1, XP_039765038.1	Vcard_DToL16651-RA
OG0001795	XP_039747760.1	Vcard_DToL17692-RA
OG0001796	XP_039750966.1, XP_039750469.1	Vcard_DToL10778-RA
OG0001797	XP_039757171.1, XP_039757173.1	Vcard_DToL11232-RA
OG0001798	XP_039758923.1	Vcard_DToL13516-RA
OG0001799	XP_039747141.1	Vcard_DToL08959-RA, Vcard_DToL08961-RA
OG0001800	XP_039759214.1	Vcard_DToL13514-RA, Vcard_DToL13513-RA
OG0001801	XP_039756926.1	Vcard_DToL11229-RA
OG0001803	XP_039745125.1	Vcard_DToL01739-RA, Vcard_DToL01737-RA
OG0001805	XP_039751564.1	Vcard_DToL06410-RA, Vcard_DToL06411-RA
OG0001806	XP_039756380.1, XP_039756379.1, XP_039756381.1	Vcard_DToL12976-RA
OG0001807	XP_039748104.1	Vcard_DToL13837-RA
OG0001808	XP_039757781.1	Vcard_DToL14726-RA
OG0001809	XP_039751654.1	Vcard_DToL06433-RA
OG0001810	XP_039762548.1, XP_039762547.1	Vcard_DToL18822-RA
OG0001811	XP_039764876.1, XP_039764885.1	Vcard_DToL16588-RA
OG0001812	XP_039748089.1	Vcard_DToL14062-RA
OG0001813	XP_039759477.1	Vcard_DToL13501-RA
OG0001814	XP_039749170.1	Vcard_DToL04775-RA, Vcard_DToL04774-RA
OG0001815	XP_039759243.1	Vcard_DToL13497-RA, Vcard_DToL13498-RA
OG0001816	XP_039751719.1	Vcard_DToL06470-RA
OG0001817	XP_039756178.1, XP_039756179.1, XP_039756180.1	Vcard_DToL12953-RA
OG0001818	XP_039747244.1	Vcard_DToL08944-RA
OG0001819	XP_039757639.1	Vcard_DToL14587-RA
OG0001821	XP_039752187.1	Vcard_DToL18371-RA
OG0001822	XP_039754690.1	Vcard_DToL02862-RA
OG0001823	XP_039748260.1	Vcard_DToL17657-RA
OG0001824	XP_039756337.1	Vcard_DToL12836-RA
OG0001825	XP_039757141.1	Vcard_DToL11218-RA
OG0001827	XP_039745475.1	Vcard_DToL01982-RA
OG0001828	XP_039751692.1	Vcard_DToL06448-RA
OG0001829	XP_039747297.1, XP_039747295.1, XP_039747296.1	Vcard_DToL08917-RA
OG0001830	XP_039745310.1, XP_039745309.1	Vcard_DToL01911-RA
OG0001831	XP_039765108.1	Vcard_DToL06198-RA
OG0001832	XP_039760435.1, XP_039759559.1	Vcard_DToL07554-RA
OG0001834	XP_039761302.1	Vcard_DToL16975-RA, Vcard_DToL16974-RA
OG0001835	XP_039765482.1, XP_039765481.1	Vcard_DToL01916-RA
OG0001836	XP_039760593.1	Vcard_DToL16090-RA, Vcard_DToL16088-RA
OG0001838	XP_039747822.1	Vcard_DToL17595-RA, Vcard_DToL17596-RA
OG0001839	XP_039752754.1, XP_039752724.1	Vcard_DToL00986-RA
OG0001840	XP_039747925.1	Vcard_DToL17598-RA
OG0001841	XP_039747365.1	Vcard_DToL08888-RA
OG0001842	XP_039748229.1	Vcard_DToL14026-RA
OG0001843	XP_039761190.1	Vcard_DToL16504-RA
OG0001844	XP_039763876.1, XP_039763877.1	Vcard_DToL00605-RA
OG0001845	XP_039746016.1, XP_039746018.1	Vcard_DToL03467-RA
OG0001846	XP_039754830.1	Vcard_DToL03190-RA
OG0001847	XP_039747899.1	Vcard_DToL14018-RA
OG0001848	XP_039748382.1, XP_039748381.1, XP_039748383.1	Vcard_DToL17653-RA
OG0001849	XP_039746011.1	Vcard_DToL03470-RA
OG0001850	XP_039752230.1	Vcard_DToL18392-RA
OG0001851	XP_039757855.1	Vcard_DToL14638-RA
OG0001852	XP_039760691.1	Vcard_DToL15952-RA
OG0001853	XP_039745881.1	Vcard_DToL03472-RA
OG0001854	XP_039757854.1	Vcard_DToL14639-RA
OG0001855	XP_039754855.1	Vcard_DToL03200-RA
OG0001856	XP_039756561.1, XP_039756562.1	Vcard_DToL12857-RA, Vcard_DToL12858-RA
OG0001857	XP_039758313.1	Vcard_DToL01017-RA
OG0001858	XP_039758363.1	Vcard_DToL10233-RA, Vcard_DToL10232-RA
OG0001859	XP_039756539.1, XP_039756530.1, XP_039756547.1	Vcard_DToL01026-RA
OG0001860	XP_039763822.1	Vcard_DToL00051-RA
OG0001861	XP_039746688.1	Vcard_DToL16480-RA
OG0001862	XP_039751542.1	Vcard_DToL06597-RA
OG0001863	XP_039748573.1	Vcard_DToL04921-RA, Vcard_DToL04919-RA
OG0001864	XP_039751341.1	Vcard_DToL16477-RA
OG0001865	XP_039754174.1	Vcard_DToL04172-RA
OG0001866	XP_039764793.1	Vcard_DToL06127-RA, Vcard_DToL06123-RA
OG0001867	XP_039757377.1	Vcard_DToL11171-RA, Vcard_DToL11172-RA
OG0001868	XP_039748102.1, XP_039748101.1	Vcard_DToL14010-RA
OG0001869	XP_039750903.1	Vcard_DToL10563-RA, Vcard_DToL10562-RA
OG0001870	XP_039747145.1	Vcard_DToL08871-RA
OG0001871	XP_039747949.1, XP_039747941.1	Vcard_DToL16471-RA
OG0001873	XP_039754308.1, XP_039754301.1	Vcard_DToL01047-RA
OG0001874	XP_039753173.1	Vcard_DToL09551-RA, Vcard_DToL09552-RA
OG0001875	XP_039748527.1, XP_039749226.1	Vcard_DToL05153-RA
OG0001876	XP_039765641.1	Vcard_DToL01970-RA
OG0001877	XP_039762661.1	Vcard_DToL18659-RA
OG0001878	XP_039756822.1	Vcard_DToL01053-RA
OG0001879	XP_039749804.1	Vcard_DToL16465-RA
OG0001880	XP_039749369.1	Vcard_DToL07220-RA
OG0001881	XP_039759444.1	Vcard_DToL13435-RA
OG0001882	XP_039753924.1	Vcard_DToL04184-RA
OG0001883	XP_039760926.1, XP_039760929.1, XP_039760927.1, XP_039760928.1	Vcard_DToL16957-RA
OG0001884	XP_039751020.1	Vcard_DToL06633-RA
OG0001885	XP_039758483.1, XP_039758484.1, XP_039758485.1, XP_039758486.1	Vcard_DToL09932-RA
OG0001886	XP_039758646.1	Vcard_DToL09925-RA
OG0001887	XP_039762904.1	Vcard_DToL18590-RA
OG0001888	XP_039758893.1	Vcard_DToL01077-RA, Vcard_DToL01078-RA
OG0001889	XP_039763610.1, XP_039763611.1	Vcard_DToL00344-RA
OG0001890	XP_039753764.1, XP_039753763.1	Vcard_DToL04194-RA, Vcard_DToL04193-RA
OG0001891	XP_039747882.1	Vcard_DToL17555-RA
OG0001892	XP_039751920.1	Vcard_DToL07712-RA
OG0001894	XP_039747479.1	Vcard_DToL08830-RA
OG0001895	XP_039751016.1	Vcard_DToL06579-RA, Vcard_DToL06580-RA
OG0001896	XP_039761926.1, XP_039761927.1, XP_039761924.1	Vcard_DToL18110-RA
OG0001898	XP_039752987.1, XP_039752988.1	Vcard_DToL05886-RA, Vcard_DToL05887-RA
OG0001899	XP_039750142.1, XP_039750093.1	Vcard_DToL07251-RA
OG0001900	XP_039758479.1	Vcard_DToL09904-RA, Vcard_DToL09907-RA, Vcard_DToL09903-RA
OG0001901	XP_039755727.1	Vcard_DToL11924-RA
OG0001902	XP_039765197.1	Vcard_DToL06060-RA
OG0001903	XP_039756553.1	Vcard_DToL12893-RA, Vcard_DToL12894-RA
OG0001904	XP_039758203.1, XP_039758204.1	Vcard_DToL09902-RA
OG0001906	XP_039751391.1	Vcard_DToL07038-RA
OG0001907	XP_039758039.1	Vcard_DToL14853-RA, Vcard_DToL14854-RA
OG0001908	XP_039753118.1	Vcard_DToL09519-RA
OG0001909	XP_039760492.1, XP_039760491.1	Vcard_DToL15986-RA, Vcard_DToL15985-RA
OG0001910	XP_039760922.1	Vcard_DToL16926-RA
OG0001911	XP_039745563.1	Vcard_DToL03530-RA
OG0001912	XP_039763537.1	Vcard_DToL00335-RA
OG0001914	XP_039757657.1	Vcard_DToL14850-RA
OG0001916	XP_039765066.1	Vcard_DToL06051-RA
OG0001917	XP_039748563.1, XP_039748562.1	Vcard_DToL04977-RA
OG0001918	XP_039755957.1, XP_039755956.1	Vcard_DToL12212-RA
OG0001919	XP_039756176.1	Vcard_DToL12898-RA
OG0001920	XP_039761093.1	Vcard_DToL16915-RA
OG0001921	XP_039755802.1	Vcard_DToL12222-RA, Vcard_DToL12223-RA
OG0001922	XP_039760807.1	Vcard_DToL16000-RA
OG0001923	XP_039763266.1, XP_039763267.1	Vcard_DToL00321-RA
OG0001925	XP_039747405.1, XP_039747403.1, XP_039747404.1	Vcard_DToL08352-RA
OG0001926	XP_039759468.1	Vcard_DToL13235-RA
OG0001927	XP_039762972.1	Vcard_DToL18650-RA
OG0001928	XP_039749617.1	Vcard_DToL07262-RA
OG0001931	XP_039762775.1	Vcard_DToL18652-RA
OG0001932	XP_039754521.1, XP_039754518.1, XP_039754519.1	Vcard_DToL04239-RA
OG0001933	XP_039755110.1	Vcard_DToL03216-RA
OG0001934	XP_039751121.1, XP_039751122.1	Vcard_DToL06530-RA
OG0001935	XP_039746216.1	Vcard_DToL03561-RA
OG0001936	XP_039745965.1, XP_039745973.1	Vcard_DToL16405-RA
OG0001937	XP_039748432.1	Vcard_DToL17528-RA
OG0001938	XP_039760981.1, XP_039760992.1	Vcard_DToL01138-RA
OG0001939	XP_039758621.1, XP_039758620.1, XP_039758619.1, XP_039758618.1	Vcard_DToL09883-RA
OG0001940	XP_039762807.1	Vcard_DToL18664-RA
OG0001941	XP_039761006.1	Vcard_DToL01140-RA
OG0001942	XP_039760818.1	Vcard_DToL16007-RA, Vcard_DToL16009-RA
OG0001943	XP_039752833.1, XP_039752832.1	Vcard_DToL09350-RA
OG0001944	XP_039751084.1, XP_039751085.1	Vcard_DToL06516-RA
OG0001945	XP_039761992.1	Vcard_DToL17971-RA
OG0001946	XP_039756451.1	Vcard_DToL01147-RA
OG0001947	XP_039754000.1	Vcard_DToL01148-RA
OG0001948	XP_039751029.1	Vcard_DToL06509-RA
OG0001949	XP_039753104.1	Vcard_DToL09351-RA
OG0001950	XP_039765677.1	Vcard_DToL16399-RA
OG0001951	XP_039746361.1, XP_039746360.1, XP_039746362.1	Vcard_DToL03587-RA
OG0001953	XP_039751730.1	Vcard_DToL06506-RA
OG0001954	XP_039765175.1	Vcard_DToL06015-RA
OG0001955	XP_039751696.1	Vcard_DToL06503-RA
OG0001956	XP_039759788.1	Vcard_DToL15178-RA, Vcard_DToL15176-RA
OG0001957	XP_039764701.1, XP_039764699.1	Vcard_DToL06010-RA
OG0001958	XP_039761034.1, XP_039761033.1, XP_039761032.1	Vcard_DToL16906-RA
OG0001960	XP_039754432.1	Vcard_DToL04346-RA
OG0001962	XP_039759079.1	Vcard_DToL13320-RA, Vcard_DToL13322-RA
OG0001963	XP_039754909.1	Vcard_DToL03233-RA, Vcard_DToL03232-RA
OG0001964	XP_039756842.1, XP_039756841.1	Vcard_DToL11110-RA
OG0001965	XP_039745487.1	Vcard_DToL16386-RA
OG0001966	XP_039747621.1	Vcard_DToL13951-RA
OG0001968	XP_039745654.1	Vcard_DToL03615-RA
OG0001968	XP_039746169.1	Vcard_DToL03616-RA
OG0001969	XP_039763336.1	Vcard_DToL05999-RA, Vcard_DToL05998-RA
OG0001970	XP_039745651.1, XP_039745652.1, XP_039745649.1	Vcard_DToL03617-RA
OG0001971	XP_039751023.1	Vcard_DToL16369-RA, Vcard_DToL16368-RA
OG0001972	XP_039758989.1	Vcard_DToL13276-RA
OG0001974	XP_039757318.1, XP_039757317.1, XP_039757319.1	Vcard_DToL11293-RA
OG0001975	XP_039752681.1, XP_039752680.1	Vcard_DToL07722-RA
OG0001976	XP_039751394.1	Vcard_DToL06483-RA, Vcard_DToL06479-RA
OG0001977	XP_039754215.1	Vcard_DToL04275-RA
OG0001979	XP_039748146.1	Vcard_DToL14164-RA
OG0001980	XP_039755961.1, XP_039755962.1	Vcard_DToL12293-RA, Vcard_DToL12292-RA
OG0001982	XP_039749206.1	Vcard_DToL05040-RA, Vcard_DToL05039-RA
OG0001984	XP_039755590.1	Vcard_DToL12298-RA
OG0001985	XP_039747193.1, XP_039747192.1, XP_039747194.1	Vcard_DToL08745-RA
OG0001986	XP_039755510.1	Vcard_DToL12302-RA
OG0001987	XP_039750846.1	Vcard_DToL16312-RA
OG0001988	XP_039750159.1	Vcard_DToL07303-RA
OG0001989	XP_039762342.1	Vcard_DToL18221-RA, Vcard_DToL18220-RA
OG0001990	XP_039755664.1, XP_039755665.1	Vcard_DToL12316-RA
OG0001992	XP_039759796.1	Vcard_DToL15348-RA, Vcard_DToL15345-RA
OG0001993	XP_039759667.1	Vcard_DToL13247-RA, Vcard_DToL13245-RA
OG0001994	XP_039749550.1, XP_039749549.1	Vcard_DToL07314-RA
OG0001995	XP_039759228.1	Vcard_DToL13242-RA
OG0001996	XP_039748047.1	Vcard_DToL16336-RA
OG0001997	XP_039753563.1, XP_039753562.1	Vcard_DToL09415-RA
OG0001998	XP_039759604.1	Vcard_DToL13240-RA, Vcard_DToL13241-RA
OG0001999	XP_039746125.1	Vcard_DToL16333-RA, Vcard_DToL16334-RA
OG0002000	XP_039753740.1	Vcard_DToL04289-RA
OG0002001	XP_039763779.1	Vcard_DToL00237-RA
OG0002002	XP_039752796.1	Vcard_DToL07937-RA
OG0002003	XP_039756877.1, XP_039756876.1	Vcard_DToL10968-RA
OG0002004	XP_039748725.1	Vcard_DToL05077-RA, Vcard_DToL05075-RA
OG0002005	XP_039753963.1	Vcard_DToL04298-RA, Vcard_DToL04296-RA
OG0002007	XP_039762210.1, XP_039762209.1	Vcard_DToL18250-RA, Vcard_DToL18248-RA, Vcard_DToL18249-RA
OG0002008	XP_039762010.1	Vcard_DToL01547-RA
OG0002009	XP_039756728.1, XP_039756726.1	Vcard_DToL12783-RA
OG0002010	XP_039757864.1	Vcard_DToL14744-RA, Vcard_DToL14743-RA
OG0002011	XP_039751110.1	Vcard_DToL06679-RA
OG0002012	XP_039755970.1	Vcard_DToL11949-RA
OG0002013	XP_039757597.1	Vcard_DToL14729-RA
OG0002014	XP_039747601.1	Vcard_DToL17422-RA, Vcard_DToL17423-RA
OG0002015	XP_039748071.1	Vcard_DToL14139-RA
OG0002016	XP_039749419.1, XP_039749420.1	Vcard_DToL07329-RA
OG0002019	XP_039760520.1	Vcard_DToL16259-RA
OG0002020	XP_039759974.1	Vcard_DToL15369-RA
OG0002021	XP_039745041.1	Vcard_DToL02150-RA
OG0002022	XP_039760571.1, XP_039760570.1, XP_039760572.1	Vcard_DToL16253-RA
OG0002023	XP_039756831.1, XP_039756832.1	Vcard_DToL10998-RA
OG0002024	XP_039752902.1	Vcard_DToL09426-RA
OG0002025	XP_039756456.1, XP_039756454.1, XP_039756455.1	Vcard_DToL12803-RA
OG0002026	XP_039765497.1	Vcard_DToL02155-RA, Vcard_DToL02153-RA, Vcard_DToL02154-RA
OG0002027	XP_039745843.1	Vcard_DToL03678-RA
OG0002028	XP_039745756.1, XP_039745758.1, XP_039745757.1	Vcard_DToL03682-RA
OG0002030	XP_039759253.1, XP_039759252.1	Vcard_DToL13148-RA
OG0002031	XP_039745073.1	Vcard_DToL02171-RA
OG0002032	XP_039746870.1	Vcard_DToL08649-RA, Vcard_DToL08651-RA, Vcard_DToL08653-RA
OG0002033	XP_039763912.1, XP_039763919.1, XP_039763904.1	Vcard_DToL05897-RA, Vcard_DToL05896-RA
OG0002034	XP_039750888.1, XP_039750889.1	Vcard_DToL10448-RA
OG0002035	XP_039750155.1	Vcard_DToL07347-RA
OG0002036	XP_039748752.1, XP_039748743.1, XP_039748734.1	Vcard_DToL16285-RA
OG0002038	XP_039751612.1, XP_039751611.1	Vcard_DToL06696-RA
OG0002039	XP_039754218.1	Vcard_DToL04348-RA
OG0002040	XP_039759203.1	Vcard_DToL13195-RA, Vcard_DToL13196-RA
OG0002041	XP_039751488.1	Vcard_DToL06702-RA, Vcard_DToL06699-RA
OG0002042	XP_039749519.1	Vcard_DToL07359-RA
OG0002044	XP_039754529.1, XP_039754520.1	Vcard_DToL01617-RA
OG0002045	XP_039749913.1	Vcard_DToL15506-RA
