Orthogroup	Pararge_aegeria	Danaus_plexippus
OG0002300	XP_039765581.1	DPOGS208792-PA
OG0002301	XP_039762925.1, XP_039762924.1	DPOGS207368-PA, DPOGS205041-PA
OG0002302	XP_039762919.1	DPOGS209118-PA, DPOGS209117-PA
OG0002303	XP_039762175.1	DPOGS207912-PA
OG0002304	XP_039762504.1	DPOGS209115-PA
OG0002305	XP_039763488.1	DPOGS207178-PA, DPOGS207179-PA
OG0002306	XP_039746134.1	DPOGS204746-PA
OG0002307	XP_039746130.1, XP_039763099.1, XP_039763937.1	DPOGS204776-PA
OG0002308	XP_039749103.1	DPOGS210104-PA
OG0002309	XP_039757070.1	DPOGS206604-PA
OG0002310	XP_039752302.1, XP_039752303.1	DPOGS214391-PA
OG0002311	XP_039762589.1	DPOGS205014-PA
OG0002312	XP_039761209.1	DPOGS213915-PA
OG0002313	XP_039760870.1	DPOGS208205-PA
OG0002314	XP_039753530.1	DPOGS201201-PA
OG0002315	XP_039747727.1	DPOGS216123-PA
OG0002316	XP_039746934.1	DPOGS213342-PA
OG0002317	XP_039762505.1	DPOGS209112-PA
OG0002318	XP_039759983.1, XP_039759984.1	DPOGS207358-PA, DPOGS207357-PA
OG0002319	XP_039758361.1	DPOGS205964-PA, DPOGS208057-PA
OG0002321	XP_039759220.1	DPOGS211794-PA
OG0002322	XP_039759414.1, XP_039759413.1	DPOGS211764-PA
OG0002323	XP_039760073.1	DPOGS207324-PA
OG0002324	XP_039748538.1	DPOGS210103-PA
OG0002325	XP_039762786.1	DPOGS203887-PA
OG0002326	XP_039761815.1	DPOGS211813-PA
OG0002327	XP_039748536.1	DPOGS210060-PA
OG0002328	XP_039752059.1	DPOGS214414-PA
OG0002329	XP_039760137.1, XP_039760138.1	DPOGS207362-PA
OG0002330	XP_039751817.1, XP_039751818.1	DPOGS214402-PA
OG0002331	XP_039749180.1	DPOGS210061-PA
OG0002332	XP_039757278.1	DPOGS204716-PA
OG0002333	XP_039756066.1, XP_039756065.1	DPOGS205330-PA
OG0002334	XP_039761592.1	DPOGS211816-PA
OG0002335	XP_039754116.1	DPOGS206387-PA
OG0002336	XP_039752015.1	DPOGS214403-PA
OG0002337	XP_039749914.1	DPOGS204519-PA
OG0002338	XP_039751662.1	DPOGS205114-PA, DPOGS205923-PA
OG0002339	XP_039759260.1, XP_039759251.1	DPOGS206374-PA
OG0002340	XP_039746230.1	DPOGS202677-PA, DPOGS202641-PA
OG0002341	XP_039759946.1	DPOGS207321-PA, DPOGS200216-PA
OG0002342	XP_039761979.1	DPOGS207911-PA
OG0002343	XP_039750970.1	DPOGS210538-PA
OG0002344	XP_039760511.1, XP_039760510.1	DPOGS210284-PA
OG0002346	XP_039757563.1	DPOGS204146-PA
OG0002347	XP_039764689.1	DPOGS210900-PA
OG0002348	XP_039761237.1	DPOGS213651-PA
OG0002349	XP_039764722.1, XP_039764731.1	DPOGS210177-PA
OG0002350	XP_039757815.1, XP_039757817.1	DPOGS204203-PA
OG0002351	XP_039762195.1	DPOGS215029-PA
OG0002352	XP_039760689.1	DPOGS202585-PA
OG0002353	XP_039762346.1	DPOGS211524-PA
OG0002354	XP_039764038.1	DPOGS207171-PA
OG0002355	XP_039754765.1	DPOGS214513-PA
OG0002356	XP_039762868.1	DPOGS204601-PA
OG0002357	XP_039762706.1	DPOGS211263-PA, DPOGS206210-PA, DPOGS211262-PA
OG0002358	XP_039749888.1	DPOGS209840-PA
OG0002360	XP_039761847.1	DPOGS214972-PA
OG0002361	XP_039752398.1	DPOGS215710-PA
OG0002362	XP_039747801.1	DPOGS210173-PA, DPOGS203944-PA
OG0002363	XP_039757270.1	DPOGS205491-PA
OG0002364	XP_039760005.1, XP_039760004.1	DPOGS209776-PA
OG0002365	XP_039762693.1	DPOGS206213-PA
OG0002366	XP_039758731.1	DPOGS206253-PA
OG0002367	XP_039747218.1	DPOGS209626-PA, DPOGS209627-PA
OG0002368	XP_039749722.1, XP_039749723.1	DPOGS209838-PA
OG0002369	XP_039748348.1	DPOGS214557-PA
OG0002371	XP_039748360.1	DPOGS211546-PA
OG0002372	XP_039757103.1	DPOGS202721-PA
OG0002373	XP_039746902.1, XP_039746904.1	DPOGS209633-PA
OG0002374	XP_039757071.1	DPOGS202707-PA
OG0002375	XP_039759672.1	DPOGS202868-PA, DPOGS214362-PA
OG0002376	XP_039746786.1	DPOGS209635-PA
OG0002376	XP_039746787.1	DPOGS209634-PA
OG0002377	XP_039752809.1	DPOGS200883-PA
OG0002378	XP_039761035.1	DPOGS216204-PA
OG0002379	XP_039751960.1	DPOGS203093-PA
OG0002380	XP_039761018.1	DPOGS214490-PA
OG0002381	XP_039760963.1	DPOGS216187-PA
OG0002382	XP_039756749.1	DPOGS209488-PA, DPOGS209487-PA
OG0002383	XP_039765904.1	DPOGS215326-PA
OG0002384	XP_039761968.1, XP_039761977.1	DPOGS215722-PA
OG0002385	XP_039756409.1	DPOGS209522-PA
OG0002386	XP_039752840.1	DPOGS206345-PA
OG0002387	XP_039755474.1	DPOGS212969-PA
OG0002388	XP_039745474.1	DPOGS215307-PA
OG0002389	XP_039752253.1	DPOGS211699-PA
OG0002390	XP_039764631.1	DPOGS210902-PA
OG0002391	XP_039758987.1	DPOGS215726-PA
OG0002392	XP_039757892.1	DPOGS204149-PA
OG0002393	XP_039752924.1, XP_039752926.1	DPOGS206341-PA, DPOGS206342-PA
OG0002394	XP_039757389.1	DPOGS200222-PA
OG0002395	XP_039755430.1	DPOGS212970-PA
OG0002396	XP_039758112.1	DPOGS211332-PA
OG0002397	XP_039746241.1	DPOGS202655-PA
OG0002398	XP_039749639.1	DPOGS209800-PA
OG0002399	XP_039760582.1	DPOGS200797-PA
OG0002400	XP_039748464.1	DPOGS216160-PA
OG0002401	XP_039759092.1	DPOGS208417-PA, DPOGS208416-PA
OG0002402	XP_039762190.1, XP_039762189.1, XP_039762192.1	DPOGS211505-PA
OG0002403	XP_039763486.1, XP_039763487.1	DPOGS206799-PA
OG0002404	XP_039753153.1	DPOGS206339-PA
OG0002405	XP_039747956.1, XP_039747957.1	DPOGS213891-PA
OG0002406	XP_039763986.1	DPOGS207159-PA
OG0002407	XP_039760665.1	DPOGS215553-PA
OG0002408	XP_039747769.1	DPOGS214931-PA, DPOGS214932-PA
OG0002409	XP_039759037.1	DPOGS208402-PA
OG0002410	XP_039746468.1	DPOGS202659-PA
OG0002411	XP_039757696.1	DPOGS211293-PA, DPOGS211292-PA, DPOGS211242-PA
OG0002412	XP_039763501.1	DPOGS206794-PA, DPOGS206795-PA
OG0002413	XP_039757770.1	DPOGS211232-PA
OG0002414	XP_039745221.1, XP_039745220.1	DPOGS215341-PA, DPOGS215340-PA
OG0002415	XP_039757741.1, XP_039757801.1	DPOGS208630-PA, DPOGS204159-PA
OG0002416	XP_039760484.1	DPOGS206192-PA
OG0002417	XP_039757796.1	DPOGS204197-PA
OG0002418	XP_039762766.1	DPOGS209433-PA
OG0002419	XP_039750498.1, XP_039747122.1	DPOGS215529-PA
OG0002420	XP_039748423.1	DPOGS204636-PA
OG0002421	XP_039751497.1	DPOGS209460-PA
OG0002422	XP_039764461.1	DPOGS200670-PA
OG0002423	XP_039745122.1	DPOGS203856-PA
OG0002424	XP_039747559.1	DPOGS204642-PA
OG0002425	XP_039762003.1	DPOGS203882-PA
OG0002426	XP_039761895.1, XP_039761901.1	DPOGS215689-PA
OG0002427	XP_039756230.1	DPOGS204697-PA
OG0002428	XP_039751215.1	DPOGS209445-PA
OG0002429	XP_039759852.1	DPOGS215221-PA
OG0002430	XP_039756660.1	DPOGS215736-PA, DPOGS215735-PA
OG0002431	XP_039757840.1	DPOGS215686-PA
OG0002432	XP_039763005.1	DPOGS204597-PA, DPOGS209938-PA
OG0002433	XP_039747014.1	DPOGS212181-PA
OG0002434	XP_039757708.1, XP_039757707.1	DPOGS202269-PA
OG0002435	XP_039760635.1	DPOGS210285-PA
OG0002436	XP_039750967.1	DPOGS204134-PA
OG0002437	XP_039745484.1	DPOGS208802-PA
OG0002438	XP_039752632.1, XP_039752633.1	DPOGS200468-PA
OG0002439	XP_039752425.1	DPOGS203188-PA
OG0002440	XP_039748006.1	DPOGS206764-PA
OG0002441	XP_039752771.1	DPOGS203186-PA
OG0002442	XP_039748116.1	DPOGS213789-PA
OG0002443	XP_039750057.1	DPOGS209813-PA
OG0002444	XP_039750326.1	DPOGS204131-PA
OG0002445	XP_039762839.1	DPOGS200154-PA, DPOGS200153-PA
OG0002446	XP_039752616.1	DPOGS203197-PA
OG0002447	XP_039761077.1	DPOGS212010-PA
OG0002448	XP_039750724.1	DPOGS204118-PA
OG0002449	XP_039760169.1	DPOGS215211-PA
OG0002450	XP_039759493.1, XP_039759494.1	DPOGS202937-PA
OG0002451	XP_039760106.1	DPOGS215209-PA, DPOGS204775-PA, DPOGS215210-PA
OG0002452	XP_039753285.1	DPOGS215745-PA
OG0002453	XP_039748212.1	DPOGS200006-PA
OG0002455	XP_039745613.1	DPOGS202033-PA
OG0002456	XP_039762215.1	DPOGS201600-PA
OG0002457	XP_039764090.1, XP_039764089.1	DPOGS200903-PA, DPOGS213775-PA
OG0002458	XP_039760717.1	DPOGS207209-PA
OG0002459	XP_039759488.1, XP_039759487.1	DPOGS202931-PA
OG0002460	XP_039753892.1	DPOGS210869-PA
OG0002461	XP_039759315.1	DPOGS207536-PA
OG0002462	XP_039762988.1	DPOGS212904-PA
OG0002463	XP_039748412.1, XP_039748411.1	DPOGS213785-PA
OG0002464	XP_039756670.1	DPOGS216049-PA
OG0002465	XP_039756512.1	DPOGS216056-PA
OG0002466	XP_039759461.1	DPOGS207535-PA
OG0002467	XP_039762883.1	DPOGS206205-PA
OG0002469	XP_039762329.1	DPOGS215000-PA
OG0002470	XP_039762887.1	DPOGS200778-PA
OG0002471	XP_039755390.1	DPOGS201937-PA
OG0002472	XP_039762833.1	DPOGS200775-PA, DPOGS200774-PA
OG0002473	XP_039760142.1, XP_039760140.1, XP_039760143.1, XP_039760141.1	DPOGS205594-PA
OG0002474	XP_039750534.1	DPOGS202381-PA, DPOGS202380-PA, DPOGS206962-PA, DPOGS206963-PA
OG0002475	XP_039749753.1, XP_039749755.1, XP_039749754.1	DPOGS209003-PA
OG0002477	XP_039749708.1	DPOGS209018-PA
OG0002478	XP_039761986.1, XP_039762361.1	DPOGS209338-PA
OG0002479	XP_039760644.1	DPOGS215556-PA
OG0002480	XP_039753724.1	DPOGS202947-PA, DPOGS204945-PA, DPOGS203376-PA, DPOGS204944-PA
OG0002481	XP_039760506.1	DPOGS207216-PA
OG0002482	XP_039753487.1	DPOGS204934-PA
OG0002483	XP_039757658.1	DPOGS211310-PA
OG0002484	XP_039760147.1	DPOGS211708-PA
OG0002485	XP_039762810.1, XP_039762814.1, XP_039762809.1, XP_039762811.1	DPOGS209282-PA
OG0002486	XP_039749554.1	DPOGS204523-PA
OG0002487	XP_039765099.1	DPOGS211171-PA
OG0002488	XP_039752665.1	DPOGS210773-PA
OG0002489	XP_039750830.1	DPOGS210982-PA
OG0002490	XP_039758518.1	DPOGS204591-PA
OG0002491	XP_039759530.1	DPOGS207532-PA
OG0002493	XP_039748311.1	DPOGS204527-PA, DPOGS204526-PA
OG0002494	XP_039748305.1	DPOGS206215-PA
OG0002495	XP_039758833.1, XP_039758828.1, XP_039758839.1	DPOGS215754-PA
OG0002496	XP_039748189.1	DPOGS209095-PA
OG0002497	XP_039749172.1	DPOGS203275-PA
OG0002498	XP_039762971.1	DPOGS200508-PA
OG0002499	XP_039760778.1	DPOGS200795-PA
OG0002500	XP_039748300.1	DPOGS204555-PA
OG0002501	XP_039754511.1, XP_039754510.1	DPOGS210875-PA
OG0002502	XP_039757117.1, XP_039757125.1	DPOGS215756-PA
OG0002503	XP_039760254.1	DPOGS207672-PA
OG0002504	XP_039754736.1, XP_039754732.1	DPOGS205286-PA
OG0002505	XP_039762861.1	DPOGS200510-PA
OG0002506	XP_039759194.1	DPOGS207530-PA
OG0002507	XP_039754081.1	DPOGS215661-PA
OG0002508	XP_039754480.1	DPOGS210786-PA
OG0002509	XP_039759926.1	DPOGS207674-PA
OG0002510	XP_039762917.1	DPOGS200513-PA, DPOGS200514-PA
OG0002511	XP_039756314.1	DPOGS207386-PA
OG0002512	XP_039751675.1	DPOGS213676-PA
OG0002513	XP_039760046.1, XP_039760047.1	DPOGS207676-PA
OG0002514	XP_039756797.1	DPOGS211366-PA
OG0002515	XP_039746413.1	DPOGS204552-PA
OG0002516	XP_039759003.1	DPOGS207509-PA
OG0002517	XP_039748437.1	DPOGS206746-PA
OG0002518	XP_039753556.1	DPOGS204938-PA
OG0002519	XP_039745501.1	DPOGS213139-PA
OG0002520	XP_039746334.1	DPOGS205178-PA
OG0002521	XP_039760819.1	DPOGS200576-PA
OG0002522	XP_039755498.1	DPOGS213718-PA
OG0002523	XP_039750825.1	DPOGS210997-PA
OG0002524	XP_039759918.1, XP_039759919.1, XP_039759917.1	DPOGS205000-PA
OG0002525	XP_039761818.1	DPOGS203793-PA
OG0002526	XP_039751333.1, XP_039751331.1, XP_039751013.1	DPOGS213664-PA
OG0002527	XP_039760696.1	DPOGS200581-PA
OG0002528	XP_039747709.1	DPOGS201826-PA
OG0002529	XP_039759881.1	DPOGS205009-PA
OG0002530	XP_039759741.1	DPOGS215648-PA, DPOGS215649-PA
OG0002531	XP_039761965.1	DPOGS205213-PA
OG0002532	XP_039751519.1	DPOGS213660-PA
OG0002533	XP_039763662.1	DPOGS211152-PA
OG0002534	XP_039755335.1	DPOGS213569-PA
OG0002535	XP_039763085.1, XP_039759485.1	DPOGS207513-PA, DPOGS207512-PA
OG0002536	XP_039759761.1	DPOGS205011-PA
OG0002537	XP_039745798.1	DPOGS205157-PA
OG0002538	XP_039755766.1	DPOGS211008-PA, DPOGS213573-PA
OG0002539	XP_039750475.1, XP_039750482.1, XP_039750466.1	DPOGS213480-PA
OG0002540	XP_039749404.1	DPOGS204514-PA
OG0002541	XP_039763689.1	DPOGS200909-PA
OG0002542	XP_039762685.1	DPOGS212947-PA
OG0002543	XP_039746658.1	DPOGS212135-PA
OG0002544	XP_039757572.1	DPOGS214715-PA
OG0002545	XP_039764960.1	DPOGS201354-PA
OG0002547	XP_039747234.1	DPOGS212131-PA
OG0002548	XP_039754144.1, XP_039754143.1	DPOGS205905-PA
OG0002549	XP_039761334.1, XP_039761335.1	DPOGS208588-PA
OG0002550	XP_039756531.1	DPOGS208429-PA
OG0002551	XP_039751247.1	DPOGS208498-PA
OG0002552	XP_039765527.1	DPOGS204217-PA
OG0002553	XP_039752502.1	DPOGS212766-PA
OG0002554	XP_039748173.1, XP_039748172.1, XP_039748175.1	DPOGS216097-PA
OG0002555	XP_039763527.1	DPOGS208486-PA
OG0002557	XP_039765953.1	DPOGS213125-PA
OG0002558	XP_039753138.1, XP_039753128.1	DPOGS201417-PA
OG0002559	XP_039763456.1, XP_039763448.1	DPOGS201345-PA
OG0002560	XP_039757632.1, XP_039757622.1	DPOGS215780-PA
OG0002561	XP_039764500.1	DPOGS215288-PA
OG0002562	XP_039749991.1, XP_039749992.1	DPOGS211278-PA
OG0002563	XP_039760832.1, XP_039760830.1, XP_039760833.1	DPOGS205366-PA
OG0002564	XP_039760186.1	DPOGS202683-PA
OG0002565	XP_039761929.1, XP_039761928.1	DPOGS205381-PA, DPOGS207454-PA
OG0002566	XP_039756335.1	DPOGS208437-PA
OG0002567	XP_039758310.1	DPOGS202534-PA
OG0002568	XP_039757604.1	DPOGS214724-PA
OG0002569	XP_039752858.1, XP_039752857.1	DPOGS209750-PA, DPOGS209749-PA
OG0002570	XP_039747228.1	DPOGS208111-PA
OG0002571	XP_039747229.1	DPOGS208131-PA
OG0002572	XP_039755936.1	DPOGS214805-PA
OG0002573	XP_039762488.1, XP_039762484.1, XP_039762295.1, XP_039762485.1	DPOGS215605-PA
OG0002574	XP_039765646.1	DPOGS213079-PA, DPOGS213081-PA
OG0002575	XP_039757667.1	DPOGS214599-PA
OG0002576	XP_039765199.1, XP_039765200.1	DPOGS201325-PA
OG0002577	XP_039751664.1	DPOGS208483-PA
OG0002578	XP_039745818.1, XP_039745817.1	DPOGS211883-PA
OG0002579	XP_039762425.1	DPOGS205190-PA, DPOGS205383-PA
OG0002580	XP_039758502.1	DPOGS204820-PA
OG0002581	XP_039745509.1	DPOGS213494-PA, DPOGS213465-PA, DPOGS213495-PA
OG0002582	XP_039748744.1	DPOGS215877-PA
OG0002583	XP_039747672.1	DPOGS203861-PA
OG0002584	XP_039751561.1	DPOGS208477-PA
OG0002585	XP_039745320.1, XP_039765563.1, XP_039745477.1	DPOGS213114-PA
OG0002586	XP_039759527.1, XP_039759528.1, XP_039759526.1	DPOGS215935-PA
OG0002587	XP_039757733.1, XP_039757732.1	DPOGS214626-PA
OG0002588	XP_039764859.1	DPOGS201323-PA
OG0002589	XP_039761339.1, XP_039761340.1	DPOGS208167-PA
OG0002590	XP_039745190.1	DPOGS213090-PA
OG0002591	XP_039762450.1	DPOGS205195-PA
OG0002592	XP_039753950.1	DPOGS203241-PA
OG0002593	XP_039750578.1	DPOGS209234-PA
OG0002594	XP_039752931.1, XP_039752929.1, XP_039752930.1	DPOGS201663-PA
OG0002595	XP_039747143.1	DPOGS208129-PA
OG0002596	XP_039763574.1	DPOGS211120-PA
OG0002597	XP_039759963.1	DPOGS208173-PA, DPOGS208172-PA
OG0002598	XP_039747805.1	DPOGS212510-PA, DPOGS205886-PA
OG0002600	XP_039759589.1, XP_039759431.1, XP_039759474.1, XP_039759588.1	DPOGS210450-PA
OG0002601	XP_039758141.1, XP_039758140.1	DPOGS204164-PA
OG0002602	XP_039747572.1	DPOGS212241-PA, DPOGS212242-PA
OG0002603	XP_039752839.1	DPOGS206448-PA
OG0002604	XP_039765807.1	DPOGS213108-PA
OG0002605	XP_039746612.1	DPOGS208122-PA
OG0002607	XP_039761364.1	DPOGS216191-PA
OG0002608	XP_039762580.1	DPOGS204919-PA
OG0002609	XP_039759403.1	DPOGS210447-PA, DPOGS210446-PA
OG0002610	XP_039755649.1	DPOGS214819-PA
OG0002611	XP_039753147.1	DPOGS207786-PA
OG0002612	XP_039751769.1, XP_039751770.1	DPOGS203191-PA
OG0002613	XP_039755449.1	DPOGS213527-PA, DPOGS213528-PA
OG0002614	XP_039752829.1, XP_039752830.1	DPOGS207775-PA
OG0002615	XP_039754762.1	DPOGS209222-PA, DPOGS209223-PA
OG0002616	XP_039746175.1	DPOGS211961-PA, DPOGS211960-PA
OG0002617	XP_039754586.1	DPOGS203252-PA
OG0002618	XP_039760721.1	DPOGS200253-PA
OG0002619	XP_039746118.1	DPOGS211863-PA
OG0002620	XP_039746749.1, XP_039746750.1, XP_039746751.1	DPOGS213796-PA
OG0002621	XP_039760568.1, XP_039760569.1, XP_039760567.1	DPOGS202082-PA
OG0002622	XP_039745763.1	DPOGS211967-PA
OG0002623	XP_039759683.1	DPOGS203076-PA, DPOGS210434-PA
OG0002624	XP_039765794.1	DPOGS204508-PA
OG0002625	XP_039754938.1	DPOGS209219-PA
OG0002626	XP_039759072.1	DPOGS210462-PA
OG0002627	XP_039753187.1	DPOGS215799-PA
OG0002628	XP_039765593.1	DPOGS204377-PA
OG0002629	XP_039756030.1, XP_039756027.1, XP_039756028.1	DPOGS215489-PA
OG0002630	XP_039759075.1, XP_039759276.1	DPOGS210467-PA
OG0002632	XP_039759424.1	DPOGS210429-PA
OG0002633	XP_039762040.1	DPOGS215621-PA
OG0002634	XP_039762540.1	DPOGS214606-PA
OG0002635	XP_039761350.1	DPOGS208598-PA, DPOGS208597-PA
OG0002636	XP_039764938.1	DPOGS211202-PA, DPOGS211203-PA
OG0002637	XP_039751649.1	DPOGS208581-PA
OG0002638	XP_039755105.1	DPOGS203135-PA
OG0002639	XP_039751186.1, XP_039751185.1	DPOGS208457-PA
OG0002640	XP_039759172.1, XP_039759171.1	DPOGS210475-PA
OG0002641	XP_039761357.1	DPOGS208607-PA
OG0002642	XP_039763726.1	DPOGS209683-PA
OG0002643	XP_039759116.1, XP_039759113.1, XP_039759114.1	DPOGS210422-PA
OG0002644	XP_039751874.1	DPOGS203104-PA
OG0002645	XP_039752950.1	DPOGS201748-PA
OG0002646	XP_039755420.1	DPOGS213540-PA
OG0002647	XP_039748217.1, XP_039748216.1	DPOGS213259-PA
OG0002648	XP_039756472.1	DPOGS200438-PA
OG0002649	XP_039747155.1	DPOGS213806-PA
OG0002650	XP_039754587.1	DPOGS201757-PA, DPOGS201758-PA
OG0002651	XP_039752237.1	DPOGS212782-PA
OG0002652	XP_039747850.1	DPOGS212465-PA, DPOGS212464-PA
OG0002653	XP_039765654.1, XP_039765655.1	DPOGS204389-PA
OG0002654	XP_039750659.1	DPOGS211594-PA
OG0002655	XP_039765466.1	DPOGS204390-PA
OG0002656	XP_039757225.1	DPOGS210005-PA
OG0002657	XP_039757183.1	DPOGS210013-PA
OG0002658	XP_039765913.1	DPOGS204497-PA
OG0002659	XP_039758985.1, XP_039758984.1, XP_039758983.1	DPOGS209128-PA
OG0002660	XP_039753517.1	DPOGS206463-PA
OG0002661	XP_039748209.1	DPOGS209874-PA
OG0002662	XP_039745164.1, XP_039745163.1	DPOGS204393-PA
OG0002663	XP_039747819.1, XP_039747818.1	DPOGS212061-PA, DPOGS212060-PA
OG0002664	XP_039760794.1	DPOGS210020-PA
OG0002665	XP_039764426.1	DPOGS211089-PA
OG0002666	XP_039755485.1	DPOGS213583-PA, DPOGS213582-PA
OG0002667	XP_039760549.1	DPOGS210028-PA, DPOGS213965-PA
OG0002668	XP_039759925.1	DPOGS200943-PA
OG0002669	XP_039753866.1	DPOGS209247-PA
OG0002670	XP_039748565.1	DPOGS202465-PA
OG0002670	XP_039765206.1	DPOGS211088-PA
OG0002671	XP_039749053.1, XP_039749052.1	DPOGS200920-PA
OG0002672	XP_039751990.1	DPOGS212710-PA
OG0002673	XP_039758287.1	DPOGS205421-PA
OG0002674	XP_039761413.1	DPOGS203850-PA
OG0002675	XP_039749371.1, XP_039749373.1	DPOGS201261-PA
OG0002676	XP_039752995.1	DPOGS203649-PA
OG0002677	XP_039747272.1	DPOGS203051-PA
OG0002678	XP_039758992.1	DPOGS209214-PA
OG0002679	XP_039755589.1	DPOGS213579-PA
OG0002680	XP_039765863.1	DPOGS204494-PA
OG0002681	XP_039751989.1	DPOGS201816-PA
OG0002682	XP_039758977.1	DPOGS209131-PA
OG0002683	XP_039760470.1	DPOGS204802-PA
OG0002684	XP_039753438.1, XP_039750558.1	DPOGS211586-PA
OG0002685	XP_039747848.1	DPOGS209122-PA
OG0002686	XP_039752605.1	DPOGS206871-PA
OG0002687	XP_039749963.1	DPOGS201041-PA, DPOGS201047-PA
OG0002688	XP_039755864.1	DPOGS213551-PA, DPOGS200521-PA
OG0002689	XP_039760224.1	DPOGS200963-PA
OG0002690	XP_039748599.1	DPOGS207951-PA
OG0002691	XP_039755673.1	DPOGS213577-PA
OG0002692	XP_039758116.1	DPOGS214568-PA
OG0002693	XP_039763975.1	DPOGS211076-PA
OG0002694	XP_039760328.1	DPOGS212014-PA
OG0002694	XP_039760329.1	DPOGS212013-PA
OG0002695	XP_039745784.1	DPOGS212675-PA, DPOGS212676-PA
OG0002696	XP_039748201.1	DPOGS205980-PA
OG0002697	XP_039763328.1	DPOGS201392-PA
OG0002698	XP_039748732.1	DPOGS207947-PA
OG0002699	XP_039760859.1, XP_039760858.1	DPOGS206278-PA
OG0002700	XP_039755570.1	DPOGS214796-PA
OG0002701	XP_039754689.1	DPOGS209172-PA
OG0002703	XP_039763879.1	DPOGS206798-PA
OG0002704	XP_039759281.1	DPOGS204649-PA
OG0002705	XP_039761192.1	DPOGS214483-PA
OG0002706	XP_039761003.1	DPOGS214491-PA
OG0002707	XP_039748218.1	DPOGS201731-PA
OG0002708	XP_039765791.1, XP_039765787.1	DPOGS204482-PA
OG0002709	XP_039752552.1, XP_039752553.1, XP_039752551.1	DPOGS212711-PA
OG0002710	XP_039765489.1	DPOGS204400-PA
OG0002711	XP_039757689.1	DPOGS214574-PA
OG0002712	XP_039759458.1	DPOGS206016-PA
OG0002713	XP_039757994.1	DPOGS214638-PA
OG0002714	XP_039760391.1	DPOGS200561-PA
OG0002715	XP_039754898.1	DPOGS213728-PA
OG0002716	XP_039757179.1, XP_039757177.1, XP_039757178.1	DPOGS206705-PA
OG0002717	XP_039754899.1	DPOGS203760-PA, DPOGS213735-PA
OG0002718	XP_039745296.1	DPOGS204405-PA
OG0002719	XP_039762406.1	DPOGS201597-PA
OG0002720	XP_039763443.1	DPOGS203899-PA
OG0002721	XP_039745288.1	DPOGS212667-PA
OG0002722	XP_039747258.1	DPOGS206074-PA
OG0002723	XP_039749839.1	DPOGS202013-PA
OG0002724	XP_039758695.1, XP_039758696.1	DPOGS209696-PA
OG0002725	XP_039754793.1	DPOGS203759-PA
OG0002726	XP_039757603.1	DPOGS214944-PA
OG0002727	XP_039759647.1	DPOGS210490-PA
OG0002728	XP_039746910.1	DPOGS201118-PA
OG0002729	XP_039758719.1	DPOGS209703-PA
OG0002730	XP_039749214.1	DPOGS207975-PA
OG0002731	XP_039760836.1	DPOGS200552-PA
OG0002732	XP_039752155.1	DPOGS212741-PA
OG0002733	XP_039745373.1	DPOGS204477-PA
OG0002734	XP_039761438.1	DPOGS201647-PA
OG0002735	XP_039756460.1, XP_039756461.1	DPOGS216029-PA
OG0002736	XP_039761150.1	DPOGS203741-PA
OG0002737	XP_039764175.1	DPOGS203984-PA
OG0002738	XP_039761170.1	DPOGS203740-PA
OG0002739	XP_039760615.1	DPOGS201685-PA
OG0002740	XP_039757283.1	DPOGS206594-PA
OG0002741	XP_039746881.1	DPOGS205074-PA
OG0002742	XP_039756873.1, XP_039756872.1	DPOGS206595-PA
OG0002744	XP_039755551.1	DPOGS207242-PA
OG0002745	XP_039764661.1, XP_039764660.1, XP_039764659.1	DPOGS215812-PA
OG0002746	XP_039764563.1, XP_039764560.1	DPOGS215813-PA
OG0002747	XP_039745889.1	DPOGS207482-PA
OG0002748	XP_039756673.1, XP_039756202.1	DPOGS216075-PA
OG0002749	XP_039754188.1	DPOGS204328-PA, DPOGS204329-PA
OG0002750	XP_039763992.1, XP_039763993.1	DPOGS203981-PA
OG0002751	XP_039746297.1	DPOGS207483-PA
OG0002752	XP_039754598.1	DPOGS203152-PA
OG0002753	XP_039760443.1	DPOGS203665-PA
OG0002754	XP_039752216.1	DPOGS207061-PA
OG0002755	XP_039755444.1	DPOGS207311-PA
OG0002756	XP_039760633.1, XP_039760632.1	DPOGS201690-PA
OG0002757	XP_039748980.1	DPOGS207992-PA
OG0002758	XP_039755516.1, XP_039755515.1	DPOGS207309-PA
OG0002759	XP_039759309.1	DPOGS210502-PA
OG0002760	XP_039764188.1	DPOGS203958-PA
OG0002761	XP_039760152.1, XP_039760151.1	DPOGS212043-PA
OG0002762	XP_039759160.1	DPOGS210504-PA
OG0002763	XP_039755120.1	DPOGS203216-PA
OG0002764	XP_039751265.1	DPOGS214050-PA
OG0002765	XP_039748640.1	DPOGS215568-PA
OG0002766	XP_039757422.1	DPOGS203825-PA
OG0002767	XP_039759428.1	DPOGS200771-PA
OG0002768	XP_039753167.1	DPOGS203428-PA
OG0002769	XP_039758033.1	DPOGS202239-PA
OG0002770	XP_039753168.1	DPOGS211254-PA, DPOGS203430-PA
OG0002771	XP_039745035.1, XP_039745036.1	DPOGS204460-PA
OG0002772	XP_039753026.1	DPOGS211256-PA
OG0002773	XP_039765770.1	DPOGS204427-PA, DPOGS204428-PA
OG0002774	XP_039749524.1	DPOGS208857-PA
OG0002775	XP_039754763.1, XP_039754755.1, XP_039754746.1	DPOGS203670-PA
