Orthogroup	Heliconius_erato_lativitta	Maniola_hyperantus
OG0001982	HEL_010877-RA, HEL_010876-RA	XP_034824444.1
OG0001983	HEL_005635-RA	XP_034829396.1, XP_034829397.1
OG0001985	HEL_009195-RA	XP_034840755.1
OG0001986	HEL_000862-RA	XP_034831065.1
OG0001987	HEL_004770-RA, HEL_004769-RA	XP_034826238.1
OG0001988	HEL_006148-RA	XP_034829648.1, XP_034829646.1, XP_034829647.1
OG0001989	HEL_004193-RA	XP_034837998.1
OG0001990	HEL_000856-RA	XP_034831193.1, XP_034831194.1
OG0001993	HEL_006601-RA	XP_034835300.1
OG0001994	HEL_006144-RA	XP_034836991.1, XP_034829649.1
OG0001995	HEL_006602-RA, HEL_006603-RA	XP_034835150.1, XP_034835151.1
OG0001996	HEL_004794-RA	XP_034826560.1
OG0001997	HEL_010786-RA	XP_034832311.1
OG0001998	HEL_006604-RA	XP_034835031.1, XP_034835556.1
OG0001999	HEL_004790-RA, HEL_004791-RA	XP_034826561.1
OG0002001	HEL_007179-RA	XP_034839782.1
OG0002002	HEL_009906-RA	XP_034828208.1
OG0002003	HEL_012473-RA	XP_034832693.1, XP_034832694.1
OG0002004	HEL_010901-RA	XP_034824461.1
OG0002005	HEL_007534-RA, HEL_007537-RA	XP_034830288.1
OG0002006	HEL_007858-RA	XP_034827276.1, XP_034827072.1
OG0002007	HEL_013661-RA	XP_034838328.1
OG0002008	HEL_002880-RA, HEL_002881-RA	XP_034833284.1
OG0002010	HEL_013830-RA, HEL_013829-RA	XP_034834245.1
OG0002011	HEL_007842-RA, HEL_007845-RA, HEL_007844-RA, HEL_007846-RA	XP_034827356.1
OG0002012	HEL_001134-RA, HEL_001135-RA	XP_034831299.1
OG0002013	HEL_003666-RA, HEL_003663-RA	XP_034833891.1
OG0002014	HEL_000668-RA, HEL_000667-RA	XP_034838547.1
OG0002015	HEL_000327-RA	XP_034836459.1
OG0002016	HEL_006125-RA	XP_034829796.1
OG0002017	HEL_011588-RA, HEL_011587-RA, HEL_011586-RA	XP_034833314.1
OG0002018	HEL_004750-RA, HEL_005366-RA	XP_034836846.1
OG0002020	HEL_001826-RA, HEL_001827-RA	XP_034836208.1
OG0002022	HEL_009566-RA	XP_034837045.1
OG0002024	HEL_010780-RA	XP_034832313.1
OG0002025	HEL_005848-RA	XP_034834354.1
OG0002026	HEL_001502-RA, HEL_001503-RA	XP_034824045.1
OG0002027	HEL_008684-RA, HEL_008685-RA, HEL_008686-RA, HEL_013241-RA	XP_034825670.1
OG0002028	HEL_008679-RA	XP_034825674.1
OG0002030	HEL_014108-RA	XP_034835193.1
OG0002031	HEL_001489-RA	XP_034824052.1, XP_034824053.1
OG0002033	HEL_002974-RA	XP_034829305.1
OG0002034	HEL_004238-RA	XP_034828737.1, XP_034828738.1
OG0002035	HEL_006111-RA	XP_034829684.1
OG0002037	HEL_000334-RA	XP_034836419.1
OG0002038	HEL_006356-RA	XP_034827178.1, XP_034827176.1
OG0002039	HEL_007485-RA, HEL_009387-RA, HEL_009386-RA, HEL_007486-RA	XP_034830999.1
OG0002040	HEL_012780-RA, HEL_012778-RA	XP_034835200.1
OG0002041	HEL_006359-RA	XP_034827146.1
OG0002043	HEL_001470-RA, HEL_001474-RA	XP_034823921.1, XP_034823920.1
OG0002044	HEL_002824-RA, HEL_002823-RA, HEL_002822-RA	XP_034831250.1
OG0002046	HEL_002819-RA, HEL_002818-RA, HEL_002817-RA	XP_034833690.1
OG0002047	HEL_002815-RA, HEL_002814-RA, HEL_002816-RA, HEL_002813-RA	XP_034838299.1
OG0002050	HEL_002803-RA	XP_034838863.1
OG0002051	HEL_010460-RA	XP_034839608.1
OG0002052	HEL_002987-RA	XP_034829224.1
OG0002053	HEL_006367-RA	XP_034827077.1
OG0002054	HEL_000059-RA	XP_034824971.1
OG0002055	HEL_002989-RA	XP_034829280.1, XP_034829274.1
OG0002056	HEL_006372-RA	XP_034827182.1, XP_034827180.1
OG0002057	HEL_006273-RA, HEL_006275-RA, HEL_006274-RA	XP_034827142.1
OG0002058	HEL_002991-RA	XP_034840408.1
OG0002058	HEL_002990-RA	XP_034824495.1
OG0002059	HEL_000283-RA	XP_034836369.1
OG0002060	HEL_002779-RA	XP_034836274.1, XP_034836269.1
OG0002061	HEL_003705-RA	XP_034833949.1, XP_034833948.1, XP_034833947.1
OG0002062	HEL_001342-RA	XP_034841094.1
OG0002063	HEL_009983-RA	XP_034827983.1, XP_034827984.1
OG0002065	HEL_003001-RA	XP_034827305.1
OG0002066	HEL_012761-RA	XP_034835183.1
OG0002069	HEL_004573-RA, HEL_004576-RA	XP_034825111.1, XP_034825110.1
OG0002070	HEL_007444-RA, HEL_007445-RA, HEL_007446-RA, HEL_007447-RA	XP_034830427.1
OG0002071	HEL_001082-RA	XP_034831632.1
OG0002072	HEL_004568-RA, HEL_004567-RA	XP_034825570.1
OG0002073	HEL_001352-RA	XP_034823930.1
OG0002074	HEL_009516-RA	XP_034837418.1
OG0002075	HEL_012919-RA	XP_034833363.1, XP_034833364.1
OG0002076	HEL_004217-RA	XP_034824267.1, XP_034828615.1
OG0002077	HEL_013001-RA	XP_034839077.1
OG0002078	HEL_004561-RA	XP_034825512.1
OG0002079	HEL_010746-RA, HEL_010747-RA, HEL_010745-RA	XP_034832138.1
OG0002080	HEL_010019-RA	XP_034828214.1
OG0002081	HEL_008197-RA	XP_034835190.1, XP_034835192.1, XP_034835191.1
OG0002083	HEL_005930-RA	XP_034837756.1
OG0002084	HEL_008195-RA	XP_034835156.1
OG0002085	HEL_004539-RA	XP_034825246.1, XP_034825245.1, XP_034825247.1, XP_034825243.1
OG0002086	HEL_012341-RA, HEL_012340-RA	XP_034836018.1
OG0002087	HEL_006061-RA, HEL_006057-RA, HEL_006058-RA	XP_034829907.1, XP_034829905.1
OG0002088	HEL_006883-RA	XP_034826261.1
OG0002089	HEL_013652-RA, HEL_013653-RA	XP_034834522.1
OG0002090	HEL_007417-RA	XP_034830665.1
OG0002091	HEL_013338-RA	XP_034827834.1
OG0002092	HEL_006877-RA	XP_034826249.1
OG0002093	HEL_007413-RA, HEL_007414-RA	XP_034830652.1
OG0002094	HEL_007315-RA	XP_034833394.1
OG0002095	HEL_012189-RA	XP_034831980.1, XP_034831979.1
OG0002096	HEL_013347-RA	XP_034828054.1, XP_034828056.1, XP_034828055.1
OG0002097	HEL_007305-RA, HEL_007306-RA	XP_034833594.1
OG0002098	HEL_014148-RA	XP_034825731.1, XP_034825730.1, XP_034825638.1
OG0002099	HEL_002722-RA	XP_034838782.1
OG0002100	HEL_008151-RA	XP_034835444.1
OG0002101	HEL_000006-RA	XP_034824606.1
OG0002103	HEL_008160-RA, HEL_008161-RA	XP_034835447.1
OG0002104	HEL_006326-RA	XP_034826908.1
OG0002105	HEL_007407-RA	XP_034830549.1
OG0002106	HEL_006327-RA, HEL_006328-RA	XP_034826752.1
OG0002107	HEL_003087-RA	XP_034828234.1
OG0002108	HEL_003854-RA	XP_034834163.1
OG0002109	HEL_008595-RA	XP_034832923.1
OG0002110	HEL_006864-RA	XP_034826492.1
OG0002111	HEL_002718-RA	XP_034830554.1
OG0002112	HEL_008169-RA	XP_034835635.1
OG0002113	HEL_006331-RA	XP_034827314.1
OG0002114	HEL_007264-RA	XP_034833217.1
OG0002115	HEL_001038-RA, HEL_001037-RA	XP_034831684.1
OG0002116	HEL_013479-RA, HEL_013481-RA	XP_034836195.1
OG0002117	HEL_011006-RA	XP_034824765.1
OG0002118	HEL_007399-RA	XP_034830302.1
OG0002119	HEL_011002-RA, HEL_011001-RA	XP_034824502.1
OG0002120	HEL_010598-RA, HEL_010597-RA	XP_034829978.1
OG0002121	HEL_013151-RA, HEL_013152-RA, HEL_013153-RA, HEL_013154-RA	XP_034827938.1
OG0002123	HEL_007020-RA	XP_034839583.1
OG0002124	HEL_012230-RA	XP_034831732.1
OG0002125	HEL_010609-RA	XP_034829559.1
OG0002126	HEL_003083-RA	XP_034828190.1, XP_034840163.1
OG0002127	HEL_007387-RA, HEL_007388-RA	XP_034830294.1
OG0002128	HEL_007028-RA, HEL_007027-RA	XP_034839581.1
OG0002129	HEL_003069-RA	XP_034828713.1
OG0002130	HEL_005944-RA	XP_034837752.1
OG0002132	HEL_007242-RA	XP_034833309.1, XP_034833308.1, XP_034833307.1, XP_034833310.1
OG0002133	HEL_006797-RA, HEL_006794-RA, HEL_006795-RA	XP_034832868.1, XP_034832876.1
OG0002134	HEL_010632-RA, HEL_010628-RA, HEL_010635-RA, HEL_010629-RA	XP_034830042.1
OG0002135	HEL_007033-RA	XP_034839128.1
OG0002136	HEL_004406-RA	XP_034825364.1, XP_034825363.1
OG0002137	HEL_008603-RA	XP_034832714.1
OG0002138	HEL_007221-RA	XP_034833556.1, XP_034833159.1
OG0002139	HEL_005904-RA	XP_034837557.1
OG0002140	HEL_000941-RA, HEL_000938-RA	XP_034831562.1
OG0002141	HEL_009782-RA, HEL_009784-RA, HEL_009783-RA, HEL_009785-RA	XP_034831354.1
OG0002142	HEL_010657-RA	XP_034829925.1
OG0002143	HEL_010660-RA, HEL_010661-RA, HEL_010659-RA, HEL_010658-RA	XP_034829941.1
OG0002144	HEL_010662-RA	XP_034829940.1
OG0002145	HEL_013365-RA, HEL_013361-RA, HEL_013363-RA, HEL_013364-RA, HEL_013362-RA	XP_034827606.1
OG0002146	HEL_011589-RA	XP_034840116.1
OG0002147	HEL_014259-RA, HEL_014260-RA	XP_034828673.1
OG0002148	HEL_001281-RA, HEL_001285-RA, HEL_001286-RA, HEL_001288-RA	XP_034841470.1
OG0002150	HEL_013428-RA, HEL_014608-RA	XP_034830422.1
OG0002152	HEL_014128-RA, HEL_014129-RA	XP_034827105.1
OG0002153	HEL_012948-RA	XP_034825793.1
OG0002155	HEL_014190-RA, HEL_014189-RA	XP_034827597.1
OG0002156	HEL_000111-RA, HEL_000110-RA	XP_034824269.1
OG0002157	HEL_005929-RA	XP_034837757.1
OG0002158	HEL_008142-RA, HEL_008143-RA	XP_034835446.1
OG0002159	HEL_008657-RA, HEL_008656-RA	XP_034832609.1
OG0002160	HEL_008654-RA, HEL_008653-RA	XP_034827039.1
OG0002161	HEL_011914-RA	XP_034832498.1
OG0002164	HEL_011500-RA, HEL_011497-RA, HEL_011502-RA	XP_034830510.1
OG0002165	HEL_001247-RA	XP_034841400.1, XP_034841401.1
OG0002166	HEL_008641-RA	XP_034833107.1
OG0002167	HEL_003181-RA	XP_034824299.1
OG0002168	HEL_011925-RA	XP_034832501.1
OG0002170	HEL_007081-RA	XP_034839565.1
OG0002171	HEL_011931-RA	XP_034832016.1
OG0002172	HEL_008571-RA	XP_034826379.1
OG0002173	HEL_008623-RA	XP_034833102.1
OG0002174	HEL_011478-RA, HEL_011477-RA	XP_034830499.1
OG0002177	HEL_009837-RA, HEL_009836-RA	XP_034831644.1
OG0002178	HEL_003206-RA	XP_034827879.1
OG0002179	HEL_003207-RA	XP_034827850.1
OG0002180	HEL_010034-RA	XP_034840424.1, XP_034840428.1
OG0002181	HEL_011446-RA	XP_034830786.1, XP_034830750.1
OG0002182	HEL_012267-RA	XP_034832634.1, XP_034832635.1
OG0002183	HEL_004440-RA	XP_034825177.1, XP_034825178.1, XP_034825180.1, XP_034825179.1
OG0002184	HEL_011429-RA, HEL_011428-RA	XP_034830890.1, XP_034830891.1
OG0002185	HEL_004445-RA, HEL_004444-RA	XP_034825010.1
OG0002186	HEL_011419-RA	XP_034830780.1
OG0002187	HEL_004449-RA	XP_034824993.1
OG0002188	HEL_010343-RA, HEL_010344-RA	XP_034829681.1
OG0002189	HEL_008523-RA	XP_034826396.1
OG0002190	HEL_008518-RA	XP_034826296.1
OG0002191	HEL_011984-RA	XP_034831842.1, XP_034831833.1
OG0002192	HEL_010397-RA	XP_034839513.1
OG0002193	HEL_010357-RA	XP_034829983.1
OG0002194	HEL_011992-RA, HEL_011991-RA	XP_034831755.1, XP_034831757.1, XP_034831756.1
OG0002195	HEL_008355-RA	XP_034828199.1
OG0002197	HEL_001166-RA	XP_034823915.1, XP_034823916.1
OG0002200	HEL_001149-RA	XP_034841048.1
OG0002201	HEL_001147-RA	XP_034841041.1, XP_034841042.1, XP_034841043.1
OG0002203	HEL_007147-RA	XP_034839522.1, XP_034839397.1
OG0002205	HEL_010422-RA	XP_034825664.1, XP_034825663.1, XP_034825662.1
OG0002206	HEL_004469-RA	XP_034825297.1, XP_034825296.1, XP_034825298.1
OG0002207	HEL_004471-RA, HEL_004473-RA	XP_034825596.1
OG0002208	HEL_012815-RA, HEL_012817-RA	XP_034830674.1, XP_034830673.1
OG0002209	HEL_013108-RA	XP_034841013.1
OG0002211	HEL_003281-RA	XP_034826736.1
OG0002212	HEL_008389-RA, HEL_008390-RA	XP_034827894.1
OG0002213	HEL_004495-RA, HEL_004493-RA, HEL_004494-RA, HEL_004492-RA	XP_034825130.1
OG0002214	HEL_004499-RA, HEL_004497-RA, HEL_004498-RA	XP_034825156.1
OG0002215	HEL_008480-RA, HEL_008481-RA	XP_034826631.1
OG0002216	HEL_007151-RA	XP_034839198.1
OG0002219	HEL_008469-RA	XP_034826297.1
OG0002220	HEL_008453-RA	XP_034825909.1, XP_034825910.1
OG0002221	HEL_006744-RA	XP_034831820.1
OG0002222	HEL_003239-RA	XP_034828501.1
OG0002223	HEL_007121-RA	XP_034839236.1
OG0002224	HEL_006753-RA	XP_034836631.1
OG0002225	HEL_013413-RA, HEL_013410-RA, HEL_013411-RA, HEL_013412-RA	XP_034841070.1
OG0002226	HEL_006762-RA	XP_034836582.1
OG0002227	HEL_002921-RA, HEL_002922-RA, HEL_002923-RA, HEL_002920-RA, HEL_002926-RA	XP_034834289.1
OG0002228	HEL_004649-RA	XP_034836859.1
OG0002230	HEL_008464-RA, HEL_008461-RA	XP_034826184.1, XP_034826186.1
OG0002231	HEL_011265-RA, HEL_011264-RA	XP_034838460.1
OG0002233	HEL_007226-RA	XP_034833562.1
OG0002234	HEL_010722-RA	XP_034832146.1
OG0002235	HEL_007365-RA, HEL_007368-RA	XP_034830979.1, XP_034824722.1
OG0002238	HEL_006530-RA	XP_034835437.1
OG0002240	HEL_001772-RA, HEL_001769-RA, HEL_001768-RA, HEL_001770-RA, HEL_001771-RA	XP_034841071.1
OG0002247	HEL_008821-RA	XP_034825378.1
OG0002248	HEL_000343-RA	XP_034836430.1
OG0002249	HEL_013956-RA	XP_034839119.1, XP_034839118.1
OG0002250	HEL_005361-RA	XP_034829507.1
OG0002253	HEL_005360-RA	XP_034839918.1, XP_034828988.1
OG0002254	HEL_007346-RA, HEL_007345-RA	XP_034833201.1
OG0002255	HEL_002226-RA	XP_034823922.1
OG0002256	HEL_003424-RA	XP_034826138.1, XP_034826137.1, XP_034826136.1
OG0002257	HEL_003495-RA	XP_034831878.1
OG0002258	HEL_011011-RA	XP_034828707.1, XP_034828708.1
OG0002259	HEL_002275-RA	XP_034841226.1
OG0002260	HEL_005070-RA, HEL_005069-RA	XP_034833716.1
OG0002261	HEL_004169-RA	XP_034838268.1
OG0002262	HEL_004087-RA, HEL_004088-RA	XP_034838185.1
OG0002263	HEL_004635-RA	XP_034836802.1
OG0002264	HEL_009465-RA	XP_034830919.1
OG0002265	HEL_001893-RA	XP_034836104.1, XP_034836103.1, XP_034836105.1
OG0002266	HEL_012686-RA	XP_034827749.1
OG0002268	HEL_003481-RA	XP_034832291.1, XP_034832292.1
OG0002269	HEL_014060-RA	XP_034835624.1
OG0002270	HEL_009290-RA, HEL_009291-RA	XP_034837378.1
OG0002271	HEL_001721-RA	XP_034823941.1, XP_034823942.1
OG0002272	HEL_007742-RA	XP_034839948.1, XP_034829553.1
OG0002273	HEL_013029-RA	XP_034838828.1
OG0002274	HEL_010162-RA, HEL_010163-RA	XP_034826789.1
OG0002275	HEL_003401-RA	XP_034826434.1, XP_034826439.1, XP_034826437.1
OG0002276	HEL_010737-RA	XP_034832115.1
OG0002277	HEL_012698-RA, HEL_012696-RA	XP_034827754.1
OG0002278	HEL_005372-RA	XP_034836720.1
OG0002279	HEL_009478-RA, HEL_009477-RA	XP_034830452.1
OG0002280	HEL_009479-RA, HEL_008012-RA	XP_034830455.1
OG0002281	HEL_009480-RA	XP_034830461.1
OG0002282	HEL_003398-RA	XP_034826192.1, XP_034826193.1
OG0002283	HEL_004037-RA, HEL_004036-RA	XP_034837818.1
OG0002284	HEL_009481-RA	XP_034830450.1
OG0002286	HEL_008943-RA, HEL_008945-RA, HEL_008944-RA	XP_034832723.1, XP_034832724.1
OG0002287	HEL_005396-RA, HEL_005378-RA	XP_034836845.1
OG0002289	HEL_002192-RA	XP_034837715.1
OG0002290	HEL_012093-RA, HEL_012094-RA	XP_034839325.1
OG0002291	HEL_000710-RA, HEL_000709-RA, HEL_000712-RA	XP_034831351.1
OG0002292	HEL_001866-RA	XP_034839604.1, XP_034839521.1
OG0002293	HEL_002242-RA	XP_034824279.1
OG0002294	HEL_003387-RA	XP_034825852.1
OG0002295	HEL_004026-RA	XP_034838192.1
OG0002296	HEL_004000-RA, HEL_003999-RA	XP_034825325.1
OG0002297	HEL_006988-RA	XP_034831010.1
OG0002298	HEL_009218-RA	XP_034837142.1
OG0002301	HEL_013057-RA	XP_034838804.1
OG0002302	HEL_013056-RA	XP_034839036.1
OG0002303	HEL_004034-RA	XP_034838177.1
OG0002306	HEL_003987-RA	XP_034825302.1
OG0002307	HEL_003986-RA	XP_034825528.1
OG0002308	HEL_007623-RA, HEL_007622-RA, HEL_007617-RA	XP_034824727.1
OG0002310	HEL_012662-RA	XP_034827965.1, XP_034827964.1
OG0002311	HEL_013054-RA	XP_034839029.1
OG0002312	HEL_005388-RA	XP_034836700.1, XP_034836701.1
OG0002313	HEL_009229-RA	XP_034837217.1
OG0002314	HEL_003449-RA	XP_034831921.1
OG0002315	HEL_000464-RA	XP_034836560.1
OG0002316	HEL_003371-RA, HEL_003373-RA	XP_034826358.1
OG0002317	HEL_011297-RA	XP_034838807.1
OG0002318	HEL_002048-RA	XP_034836130.1
OG0002319	HEL_007293-RA	XP_034833395.1
OG0002321	HEL_014460-RA	XP_034835244.1
OG0002322	HEL_014462-RA	XP_034835508.1
OG0002323	HEL_002051-RA	XP_034836128.1
OG0002324	HEL_007610-RA	XP_034824647.1
OG0002325	HEL_011675-RA	XP_034838943.1
OG0002326	HEL_002207-RA	XP_034837719.1
OG0002327	HEL_007606-RA, HEL_007605-RA	XP_034824932.1
OG0002328	HEL_012652-RA	XP_034828288.1, XP_034828287.1
OG0002329	HEL_002060-RA, HEL_002056-RA	XP_034835858.1
OG0002330	HEL_012647-RA	XP_034827672.1
OG0002331	HEL_007604-RA	XP_034824725.1
OG0002332	HEL_008934-RA, HEL_008991-RA	XP_034832958.1, XP_034832959.1
OG0002333	HEL_012567-RA	XP_034834835.1
OG0002334	HEL_002214-RA	XP_034837724.1
OG0002335	HEL_012401-RA	XP_034837563.1
OG0002336	HEL_012639-RA, HEL_012640-RA	XP_034827762.1
OG0002337	HEL_007806-RA	XP_034830141.1
OG0002338	HEL_010193-RA	XP_034826885.1
OG0002339	HEL_012406-RA	XP_034837430.1
OG0002340	HEL_003974-RA	XP_034825121.1
OG0002341	HEL_002067-RA, HEL_002064-RA	XP_034835765.1
OG0002342	HEL_004069-RA	XP_034838102.1
OG0002344	HEL_013506-RA, HEL_013505-RA	XP_034837206.1
OG0002346	HEL_014590-RA	XP_034834063.1
OG0002348	HEL_005418-RA, HEL_005416-RA, HEL_005417-RA	XP_034836902.1
OG0002349	HEL_003351-RA	XP_034826332.1
OG0002350	HEL_003614-RA	XP_034834023.1, XP_034834024.1
OG0002351	HEL_004077-RA	XP_034838089.1
OG0002352	HEL_013507-RA	XP_034837200.1
OG0002354	HEL_009660-RA	XP_034839258.1
OG0002355	HEL_005260-RA	XP_034828954.1
OG0002356	HEL_011767-RA, HEL_011766-RA	XP_034838991.1
OG0002357	HEL_011762-RA	XP_034838981.1
OG0002358	HEL_007777-RA, HEL_007779-RA, HEL_007778-RA	XP_034829899.1
OG0002359	HEL_002614-RA	XP_034838552.1, XP_034838558.1
OG0002360	HEL_004082-RA	XP_034838136.1
OG0002361	HEL_012419-RA	XP_034834776.1
OG0002362	HEL_003326-RA	XP_034826336.1, XP_034826335.1
OG0002363	HEL_009011-RA, HEL_009012-RA, HEL_009013-RA	XP_034833051.1
OG0002364	HEL_002078-RA	XP_034836073.1
OG0002365	HEL_011750-RA	XP_034839000.1, XP_034839001.1, XP_034838999.1
OG0002366	HEL_009705-RA	XP_034833315.1
OG0002367	HEL_010526-RA, HEL_010525-RA	XP_034840713.1
OG0002371	HEL_000477-RA	XP_034836384.1
OG0002372	HEL_009027-RA	XP_034832589.1
OG0002373	HEL_010540-RA	XP_034840718.1
OG0002374	HEL_009031-RA, HEL_009028-RA, HEL_009029-RA, HEL_009030-RA	XP_034832588.1
OG0002375	HEL_008217-RA	XP_034835500.1
OG0002377	HEL_013884-RA, HEL_013883-RA	XP_034827684.1, XP_034827683.1
OG0002379	HEL_010152-RA	XP_034827770.1
OG0002381	HEL_004599-RA, HEL_004598-RA	XP_034836795.1
OG0002382	HEL_005682-RA, HEL_005683-RA	XP_034834673.1
OG0002383	HEL_001778-RA	XP_034841065.1, XP_034841063.1
OG0002384	HEL_012432-RA	XP_034838130.1
OG0002386	HEL_003537-RA, HEL_003536-RA	XP_034831726.1
OG0002387	HEL_000793-RA, HEL_000792-RA	XP_034831100.1
OG0002388	HEL_001786-RA	XP_034841069.1
OG0002389	HEL_010146-RA	XP_034828083.1
OG0002390	HEL_002273-RA	XP_034825295.1
OG0002391	HEL_012439-RA	XP_034834925.1
OG0002392	HEL_003601-RA, HEL_003600-RA	XP_034833827.1
OG0002393	HEL_003542-RA	XP_034832441.1
OG0002395	HEL_000795-RA	XP_034831625.1
OG0002396	HEL_003596-RA	XP_034833692.1
OG0002397	HEL_003953-RA	XP_034825347.1
OG0002398	HEL_007796-RA	XP_034830187.1
OG0002399	HEL_009278-RA	XP_034837392.1
OG0002400	HEL_003859-RA, HEL_005036-RA, HEL_005038-RA	XP_034826021.1
OG0002402	HEL_004145-RA	XP_034838209.1
OG0002403	HEL_013254-RA	XP_034839262.1, XP_034839263.1
OG0002404	HEL_003546-RA, HEL_003545-RA	XP_034832102.1
OG0002405	HEL_011279-RA	XP_034838728.1, XP_034838727.1
OG0002406	HEL_013252-RA, HEL_013253-RA	XP_034839151.1
OG0002407	HEL_011821-RA	XP_034837349.1
OG0002408	HEL_011283-RA, HEL_011282-RA	XP_034838482.1
OG0002409	HEL_006397-RA	XP_034835522.1
OG0002410	HEL_003944-RA	XP_034825683.1
OG0002411	HEL_003588-RA	XP_034834103.1
OG0002412	HEL_013235-RA	XP_034839280.1
OG0002416	HEL_009365-RA, HEL_009364-RA	XP_034837111.1
OG0002417	HEL_003627-RA	XP_034834116.1
OG0002418	HEL_011696-RA, HEL_011695-RA, HEL_011694-RA	XP_034839040.1
OG0002419	HEL_005062-RA	XP_034826479.1
OG0002419	HEL_005061-RA	XP_034826478.1
OG0002420	HEL_000497-RA, HEL_000498-RA, HEL_000499-RA	XP_034836362.1
OG0002421	HEL_010222-RA	XP_034827354.1
OG0002422	HEL_002290-RA, HEL_002287-RA, HEL_002288-RA	XP_034824998.1
OG0002425	HEL_004136-RA	XP_034837952.1
OG0002426	HEL_002518-RA, HEL_002514-RA	XP_034835417.1
OG0002428	HEL_010230-RA	XP_034827346.1
OG0002429	HEL_002126-RA	XP_034836122.1
OG0002430	HEL_002521-RA	XP_034835456.1
OG0002431	HEL_002522-RA	XP_034837673.1
OG0002432	HEL_011774-RA	XP_034839044.1
OG0002433	HEL_009035-RA, HEL_009036-RA	XP_034840356.1
OG0002434	HEL_003680-RA, HEL_003685-RA	XP_034833740.1, XP_034833739.1
OG0002435	HEL_013503-RA, HEL_013502-RA	XP_034837192.1
OG0002437	HEL_001708-RA	XP_034840894.1
OG0002438	HEL_010116-RA	XP_034828020.1, XP_034828021.1
OG0002439	HEL_010114-RA	XP_034828026.1
OG0002440	HEL_011310-RA	XP_034838563.1
OG0002442	HEL_000430-RA	XP_034836411.1
OG0002443	HEL_006019-RA	XP_034830031.1
OG0002444	HEL_011117-RA	XP_034828720.1
OG0002445	HEL_011784-RA	XP_034838975.1
OG0002446	HEL_010109-RA	XP_034828153.1, XP_034828152.1
OG0002447	HEL_004589-RA	XP_034836788.1, XP_034836787.1
OG0002449	HEL_002148-RA	XP_034836163.1, XP_034836162.1
OG0002450	HEL_006416-RA	XP_034835181.1
OG0002451	HEL_002150-RA	XP_034836137.1
OG0002452	HEL_002535-RA	XP_034835487.1
OG0002453	HEL_011344-RA	XP_034838391.1
OG0002455	HEL_014049-RA, HEL_014051-RA	XP_034825155.1
OG0002456	HEL_004171-RA	XP_034838139.1
OG0002457	HEL_012103-RA	XP_034839431.1
OG0002458	HEL_011839-RA	XP_034837185.1
OG0002459	HEL_006426-RA	XP_034835399.1
OG0002460	HEL_009449-RA	XP_034830733.1
OG0002462	HEL_011800-RA	XP_034838910.1
OG0002464	HEL_005814-RA, HEL_005813-RA	XP_034834337.1
OG0002465	HEL_005809-RA, HEL_005810-RA, HEL_005811-RA	XP_034834338.1
OG0002466	HEL_006431-RA	XP_034835527.1
OG0002467	HEL_011808-RA	XP_034838744.1
OG0002469	HEL_004141-RA	XP_034838248.1
OG0002470	HEL_011813-RA, HEL_011814-RA, HEL_011815-RA	XP_034839108.1
OG0002471	HEL_000819-RA	XP_034831264.1
OG0002472	HEL_011816-RA	XP_034838740.1
OG0002473	HEL_002160-RA	XP_034835769.1
OG0002475	HEL_007837-RA	XP_034829665.1
OG0002477	HEL_007836-RA	XP_034830125.1
OG0002478	HEL_004134-RA	XP_034837890.1
OG0002479	HEL_011827-RA, HEL_011826-RA	XP_034837353.1, XP_034837135.1
OG0002480	HEL_003567-RA	XP_034832244.1
OG0002481	HEL_011846-RA	XP_034837340.1
OG0002484	HEL_002163-RA, HEL_002164-RA	XP_034835931.1
OG0002485	HEL_013937-RA	XP_034838893.1
OG0002486	HEL_004998-RA, HEL_004997-RA	XP_034825926.1
OG0002487	HEL_014373-RA, HEL_002328-RA	XP_034825947.1
OG0002488	HEL_010079-RA	XP_034827906.1
OG0002489	HEL_004368-RA, HEL_004367-RA	XP_034828510.1
OG0002490	HEL_009748-RA, HEL_009747-RA	XP_034833167.1
OG0002491	HEL_006443-RA	XP_034835393.1
OG0002492	HEL_011205-RA	XP_034832575.1, XP_034832572.1, XP_034832574.1
OG0002493	HEL_005007-RA	XP_034825922.1
OG0002495	HEL_002563-RA	XP_034839217.1
OG0002496	HEL_011391-RA, HEL_011393-RA	XP_034838638.1
OG0002497	HEL_007707-RA	XP_034824333.1
OG0002498	HEL_013946-RA	XP_034839049.1
OG0002499	HEL_009276-RA	XP_034837385.1
OG0002500	HEL_005008-RA	XP_034825912.1
OG0002502	HEL_002569-RA	XP_034832553.1
OG0002503	HEL_014385-RA, HEL_014386-RA, HEL_014384-RA	XP_034835935.1
OG0002504	HEL_010825-RA	XP_034829103.1
OG0002505	HEL_013948-RA	XP_034838886.1
OG0002506	HEL_006448-RA, HEL_006447-RA	XP_034835614.1
OG0002507	HEL_002577-RA	XP_034831342.1
OG0002508	HEL_009428-RA	XP_034830556.1
OG0002509	HEL_014383-RA	XP_034835939.1, XP_034835742.1
OG0002510	HEL_013940-RA	XP_034838938.1, XP_034838940.1
OG0002512	HEL_008088-RA	XP_034826869.1
OG0002513	HEL_014381-RA	XP_034835938.1, XP_034835937.1
OG0002514	HEL_011191-RA	XP_034832817.1
OG0002515	HEL_005016-RA	XP_034825924.1
OG0002516	HEL_006452-RA	XP_034835046.1
OG0002517	HEL_011334-RA	XP_034838496.1, XP_034838497.1
