Orthogroup	Heliconius_erato_lativitta	Pararge_aegeria
OG0002028	HEL_008679-RA	XP_039745756.1, XP_039745758.1, XP_039745757.1
OG0002030	HEL_014108-RA	XP_039759253.1, XP_039759252.1
OG0002031	HEL_001489-RA	XP_039745073.1
OG0002033	HEL_002974-RA	XP_039763912.1, XP_039763919.1, XP_039763904.1
OG0002034	HEL_004238-RA	XP_039750888.1, XP_039750889.1
OG0002035	HEL_006111-RA	XP_039750155.1
OG0002038	HEL_006356-RA	XP_039751612.1, XP_039751611.1
OG0002039	HEL_007485-RA, HEL_009387-RA, HEL_009386-RA, HEL_007486-RA	XP_039754218.1
OG0002040	HEL_012780-RA, HEL_012778-RA	XP_039759203.1
OG0002041	HEL_006359-RA	XP_039751488.1
OG0002043	HEL_001470-RA, HEL_001474-RA	XP_039765815.1
OG0002044	HEL_002824-RA, HEL_002823-RA, HEL_002822-RA	XP_039754529.1, XP_039754520.1
OG0002046	HEL_002820-RA, HEL_002819-RA, HEL_002818-RA, HEL_002817-RA	XP_039760105.1
OG0002047	HEL_002815-RA, HEL_002814-RA, HEL_002816-RA, HEL_002813-RA	XP_039754278.1
OG0002050	HEL_002803-RA	XP_039754048.1, XP_039754040.1
OG0002051	HEL_010460-RA	XP_039763094.1, XP_039763093.1
OG0002052	HEL_002987-RA	XP_039762791.1
OG0002053	HEL_006367-RA	XP_039751359.1
OG0002054	HEL_000059-RA	XP_039748759.1
OG0002055	HEL_002989-RA	XP_039764716.1
OG0002056	HEL_006372-RA	XP_039751041.1, XP_039751429.1
OG0002057	HEL_006273-RA, HEL_006275-RA, HEL_006274-RA	XP_039751200.1, XP_039751201.1
OG0002058	HEL_002991-RA, HEL_002990-RA	XP_039764788.1
OG0002059	HEL_000283-RA	XP_039748367.1, XP_039748365.1, XP_039748366.1
OG0002060	HEL_002779-RA	XP_039755158.1
OG0002061	HEL_003705-RA	XP_039758128.1
OG0002062	HEL_001342-RA	XP_039765616.1, XP_039765614.1, XP_039765615.1
OG0002063	HEL_009983-RA	XP_039752434.1, XP_039752433.1
OG0002065	HEL_003001-RA	XP_039764921.1
OG0002066	HEL_012761-RA	XP_039759607.1
OG0002069	HEL_004573-RA, HEL_004576-RA	XP_039745777.1, XP_039745778.1
OG0002070	HEL_007444-RA, HEL_007445-RA, HEL_007446-RA, HEL_007447-RA	XP_039754422.1
OG0002072	HEL_004568-RA, HEL_004567-RA	XP_039745892.1
OG0002073	HEL_001352-RA	XP_039765703.1
OG0002074	HEL_009516-RA	XP_039760490.1, XP_039760489.1
OG0002075	HEL_012919-RA	XP_039758512.1, XP_039758513.1
OG0002076	HEL_004217-RA	XP_039746346.1, XP_039750549.1, XP_039750550.1, XP_039750551.1
OG0002077	HEL_013001-RA	XP_039762993.1
OG0002078	HEL_004561-RA, HEL_004563-RA	XP_039745824.1
OG0002079	HEL_010746-RA, HEL_010747-RA, HEL_010745-RA	XP_039753139.1
OG0002080	HEL_010019-RA	XP_039751947.1
OG0002081	HEL_008197-RA	XP_039759200.1, XP_039759201.1
OG0002083	HEL_005930-RA	XP_039761488.1
OG0002084	HEL_008195-RA	XP_039758935.1, XP_039758936.1
OG0002085	HEL_004539-RA	XP_039746470.1
OG0002086	HEL_012341-RA, HEL_012340-RA	XP_039760114.1
OG0002087	HEL_006061-RA, HEL_006057-RA, HEL_006058-RA	XP_039749470.1
OG0002088	HEL_006883-RA	XP_039765878.1
OG0002089	HEL_013652-RA, HEL_013653-RA	XP_039756163.1
OG0002090	HEL_007417-RA	XP_039754345.1
OG0002091	HEL_013338-RA	XP_039752101.1, XP_039752099.1, XP_039752100.1, XP_039752098.1
OG0002092	HEL_006877-RA	XP_039762006.1
OG0002093	HEL_007413-RA, HEL_007414-RA	XP_039753827.1
OG0002094	HEL_007315-RA	XP_039758222.1, XP_039758223.1
OG0002095	HEL_012189-RA	XP_039753197.1
OG0002096	HEL_013347-RA	XP_039752066.1, XP_039752064.1
OG0002097	HEL_007305-RA, HEL_007306-RA	XP_039758347.1
OG0002098	HEL_014148-RA	XP_039745845.1
OG0002099	HEL_002722-RA	XP_039761358.1
OG0002101	HEL_000006-RA	XP_039748964.1, XP_039748901.1
OG0002103	HEL_008160-RA, HEL_008161-RA	XP_039759256.1
OG0002104	HEL_006326-RA	XP_039751502.1
OG0002105	HEL_007407-RA	XP_039754154.1
OG0002106	HEL_006327-RA, HEL_006328-RA	XP_039751504.1
OG0002107	HEL_003087-RA	XP_039764863.1, XP_039764864.1
OG0002108	HEL_003854-RA	XP_039757763.1
OG0002109	HEL_008595-RA	XP_039756986.1
OG0002110	HEL_006864-RA	XP_039751944.1
OG0002111	HEL_002718-RA	XP_039753007.1, XP_039753014.1, XP_039753022.1
OG0002112	HEL_008169-RA	XP_039759411.1
OG0002113	HEL_006331-RA	XP_039751494.1
OG0002114	HEL_007264-RA	XP_039758342.1
OG0002115	HEL_001038-RA, HEL_001037-RA	XP_039755327.1
OG0002116	HEL_013479-RA, HEL_013481-RA	XP_039760030.1
OG0002117	HEL_011006-RA	XP_039748695.1
OG0002118	HEL_007399-RA	XP_039754128.1, XP_039754126.1, XP_039754084.1
OG0002119	HEL_011002-RA, HEL_011001-RA	XP_039748852.1
OG0002120	HEL_010598-RA, HEL_010597-RA	XP_039750014.1
OG0002121	HEL_013151-RA, HEL_013152-RA, HEL_013153-RA, HEL_013154-RA	XP_039752554.1
OG0002123	HEL_007020-RA	XP_039763688.1
OG0002124	HEL_012230-RA	XP_039753019.1
OG0002125	HEL_010609-RA	XP_039749634.1
OG0002126	HEL_003083-RA	XP_039764838.1
OG0002127	HEL_007387-RA, HEL_007388-RA	XP_039754591.1
OG0002128	HEL_007028-RA, HEL_007027-RA	XP_039763175.1
OG0002129	HEL_003069-RA	XP_039763317.1
OG0002130	HEL_005944-RA	XP_039761559.1, XP_039761558.1, XP_039761560.1
OG0002132	HEL_007242-RA	XP_039758568.1
OG0002133	HEL_006797-RA, HEL_006794-RA, HEL_006795-RA	XP_039760631.1
OG0002134	HEL_010632-RA, HEL_010628-RA, HEL_010635-RA, HEL_010629-RA	XP_039749594.1
OG0002136	HEL_004406-RA	XP_039746314.1, XP_039746315.1
OG0002137	HEL_008603-RA	XP_039756978.1
OG0002138	HEL_007221-RA	XP_039758697.1, XP_039758698.1
OG0002139	HEL_005904-RA	XP_039761721.1, XP_039761725.1, XP_039761724.1, XP_039761723.1
OG0002140	HEL_000941-RA, HEL_000938-RA	XP_039755639.1
OG0002141	HEL_009782-RA, HEL_009784-RA, HEL_009783-RA, HEL_009785-RA	XP_039755678.1
OG0002142	HEL_010657-RA	XP_039750177.1
OG0002143	HEL_010660-RA, HEL_010661-RA, HEL_010659-RA, HEL_010658-RA	XP_039749822.1
OG0002144	HEL_010662-RA	XP_039749820.1, XP_039749821.1, XP_039749819.1
OG0002145	HEL_013365-RA, HEL_013361-RA, HEL_013363-RA, HEL_013364-RA, HEL_013362-RA	XP_039752510.1
OG0002146	HEL_011589-RA	XP_039747171.1, XP_039747172.1
OG0002147	HEL_014259-RA, HEL_014260-RA	XP_039750923.1
OG0002148	HEL_001281-RA, HEL_001285-RA, HEL_001286-RA, HEL_001288-RA	XP_039765919.1
OG0002150	HEL_013428-RA, HEL_014608-RA	XP_039754283.1
OG0002152	HEL_014128-RA, HEL_014129-RA	XP_039751192.1
OG0002153	HEL_012948-RA	XP_039747409.1, XP_039747401.1, XP_039747391.1
OG0002155	HEL_014190-RA, HEL_014189-RA	XP_039751845.1
OG0002156	HEL_000111-RA, HEL_000110-RA	XP_039749082.1
OG0002157	HEL_005929-RA	XP_039761503.1
OG0002158	HEL_008142-RA, HEL_008143-RA	XP_039758959.1
OG0002159	HEL_008657-RA, HEL_008656-RA	XP_039757339.1
OG0002160	HEL_008654-RA, HEL_008653-RA	XP_039757340.1
OG0002161	HEL_011914-RA	XP_039753644.1, XP_039753645.1, XP_039753643.1
OG0002164	HEL_011500-RA, HEL_011497-RA, HEL_011502-RA	XP_039754155.1
OG0002165	HEL_001247-RA	XP_039745242.1
OG0002166	HEL_008641-RA	XP_039757006.1
OG0002167	HEL_003181-RA	XP_039765181.1
OG0002168	HEL_011925-RA	XP_039752868.1, XP_039752869.1
OG0002170	HEL_007081-RA	XP_039764141.1
OG0002171	HEL_011931-RA	XP_039753279.1
OG0002172	HEL_008571-RA	XP_039764865.1
OG0002173	HEL_008623-RA	XP_039757310.1
OG0002174	HEL_011478-RA, HEL_011477-RA	XP_039753972.1
OG0002177	HEL_009837-RA, HEL_009836-RA	XP_039755410.1
OG0002178	HEL_003206-RA	XP_039764588.1
OG0002179	HEL_003207-RA	XP_039764593.1, XP_039764592.1
OG0002180	HEL_010034-RA, HEL_010035-RA	XP_039746722.1
OG0002181	HEL_011446-RA	XP_039754361.1
OG0002182	HEL_012267-RA	XP_039757231.1, XP_039757232.1, XP_039757230.1
OG0002183	HEL_004440-RA	XP_039745858.1
OG0002184	HEL_011429-RA, HEL_011428-RA	XP_039754578.1
OG0002185	HEL_004445-RA, HEL_004444-RA	XP_039746140.1
OG0002186	HEL_011419-RA	XP_039754193.1
OG0002187	HEL_004449-RA	XP_039745846.1
OG0002188	HEL_010343-RA, HEL_010344-RA	XP_039749965.1
OG0002189	HEL_008523-RA	XP_039765303.1
OG0002190	HEL_008518-RA	XP_039750275.1
OG0002191	HEL_011984-RA	XP_039753407.1, XP_039753408.1
OG0002192	HEL_010397-RA	XP_039764052.1
OG0002193	HEL_010357-RA	XP_039749424.1, XP_039749423.1
OG0002194	HEL_011992-RA, HEL_011991-RA	XP_039753190.1
OG0002195	HEL_008355-RA	XP_039751782.1
OG0002197	HEL_001166-RA	XP_039765907.1, XP_039765906.1
OG0002200	HEL_001149-RA	XP_039765315.1, XP_039765313.1, XP_039765312.1
OG0002201	HEL_001147-RA	XP_039765316.1
OG0002202	HEL_010372-RA	XP_039749976.1
OG0002203	HEL_007147-RA	XP_039763719.1, XP_039763720.1
OG0002205	HEL_010422-RA	XP_039746242.1
OG0002206	HEL_004469-RA	XP_039746366.1, XP_039746365.1
OG0002207	HEL_004471-RA, HEL_004473-RA	XP_039746246.1
OG0002208	HEL_012815-RA, HEL_012817-RA	XP_039753854.1
OG0002209	HEL_013108-RA	XP_039765974.1
OG0002211	HEL_003281-RA	XP_039764704.1
OG0002212	HEL_008389-RA	XP_039751922.1
OG0002213	HEL_004495-RA, HEL_004493-RA, HEL_004494-RA, HEL_004492-RA	XP_039746083.1
OG0002214	HEL_004499-RA, HEL_004497-RA, HEL_004498-RA	XP_039746149.1
OG0002215	HEL_008480-RA, HEL_008481-RA	XP_039745498.1
OG0002216	HEL_007151-RA	XP_039763767.1, XP_039763766.1, XP_039763765.1
OG0002217	HEL_003252-RA, HEL_003253-RA	XP_039764694.1
OG0002219	HEL_008469-RA	XP_039765824.1, XP_039765833.1
OG0002220	HEL_008453-RA	XP_039765979.1
OG0002221	HEL_006744-RA	XP_039761198.1
OG0002222	HEL_003239-RA	XP_039763702.1
OG0002223	HEL_007121-RA	XP_039763548.1
OG0002224	HEL_006753-RA	XP_039757656.1
OG0002225	HEL_013413-RA, HEL_013410-RA, HEL_013411-RA, HEL_013412-RA	XP_039765680.1
OG0002226	HEL_006762-RA	XP_039757782.1
OG0002227	HEL_002921-RA, HEL_002922-RA, HEL_002923-RA, HEL_002920-RA, HEL_002926-RA	XP_039759999.1
OG0002228	HEL_004649-RA	XP_039761176.1
OG0002230	HEL_008464-RA, HEL_008461-RA	XP_039748528.1
OG0002231	HEL_011265-RA, HEL_011264-RA	XP_039748429.1
OG0002233	HEL_007226-RA	XP_039758442.1
OG0002234	HEL_010722-RA	XP_039753397.1, XP_039753394.1, XP_039753398.1, XP_039753395.1, XP_039753396.1
OG0002235	HEL_007365-RA, HEL_007368-RA	XP_039754141.1, XP_039754139.1
OG0002238	HEL_006530-RA	XP_039759360.1, XP_039759359.1, XP_039759362.1, XP_039759361.1
OG0002240	HEL_001772-RA, HEL_001769-RA, HEL_001768-RA, HEL_001770-RA, HEL_001771-RA	XP_039765352.1, XP_039765351.1
OG0002247	HEL_008821-RA	XP_039746322.1
OG0002249	HEL_013956-RA	XP_039762933.1
OG0002250	HEL_005361-RA	XP_039755256.1
OG0002253	HEL_005360-RA	XP_039754884.1
OG0002254	HEL_007346-RA, HEL_007345-RA	XP_039758755.1, XP_039758757.1, XP_039758754.1
OG0002255	HEL_002226-RA	XP_039764436.1
OG0002256	HEL_003424-RA	XP_039746474.1
OG0002257	HEL_003495-RA	XP_039753384.1
OG0002258	HEL_011011-RA	XP_039750528.1, XP_039750529.1
OG0002259	HEL_002275-RA	XP_039764827.1
OG0002260	HEL_005070-RA, HEL_005069-RA	XP_039757776.1
OG0002261	HEL_004169-RA	XP_039762056.1
OG0002262	HEL_004087-RA, HEL_004088-RA	XP_039762141.1
OG0002263	HEL_004635-RA	XP_039761013.1
OG0002265	HEL_001893-RA	XP_039760265.1
OG0002266	HEL_012686-RA	XP_039752030.1
OG0002268	HEL_003481-RA	XP_039753504.1
OG0002269	HEL_014060-RA	XP_039759491.1
OG0002270	HEL_009290-RA, HEL_009291-RA	XP_039760764.1
OG0002271	HEL_001721-RA	XP_039765843.1
OG0002272	HEL_007742-RA	XP_039749565.1
OG0002273	HEL_013029-RA	XP_039763006.1, XP_039763007.1
OG0002274	HEL_010162-RA, HEL_010163-RA	XP_039751499.1
OG0002275	HEL_003401-RA	XP_039749208.1
OG0002276	HEL_010737-RA	XP_039752835.1, XP_039752836.1
OG0002277	HEL_012698-RA, HEL_012696-RA	XP_039752018.1
OG0002278	HEL_005372-RA	XP_039760932.1
OG0002279	HEL_009478-RA, HEL_009477-RA	XP_039754176.1
OG0002280	HEL_009479-RA, HEL_008012-RA	XP_039753949.1
OG0002281	HEL_009480-RA	XP_039754437.1, XP_039754436.1
OG0002282	HEL_003398-RA	XP_039746305.1
OG0002283	HEL_004037-RA, HEL_004036-RA	XP_039762265.1
OG0002284	HEL_009481-RA	XP_039754434.1
OG0002286	HEL_008943-RA, HEL_008945-RA, HEL_008944-RA	XP_039757083.1
OG0002287	HEL_005396-RA, HEL_005378-RA	XP_039761091.1
OG0002289	HEL_002192-RA	XP_039761595.1, XP_039761596.1
OG0002290	HEL_012093-RA	XP_039763858.1
OG0002291	HEL_000710-RA, HEL_000709-RA, HEL_000712-RA	XP_039755559.1
OG0002292	HEL_001866-RA	XP_039759729.1
OG0002293	HEL_002242-RA	XP_039764878.1, XP_039764879.1
OG0002294	HEL_003387-RA	XP_039746948.1
OG0002295	HEL_004026-RA	XP_039762148.1
OG0002296	HEL_004000-RA, HEL_003999-RA	XP_039746295.1
OG0002297	HEL_006988-RA	XP_039753347.1
OG0002298	HEL_009218-RA	XP_039760381.1, XP_039760380.1
OG0002301	HEL_013057-RA	XP_039762925.1, XP_039762924.1
OG0002302	HEL_013056-RA	XP_039762919.1
OG0002303	HEL_004034-RA	XP_039762175.1
OG0002305	HEL_009656-RA	XP_039763488.1
OG0002306	HEL_003987-RA	XP_039746134.1
OG0002307	HEL_003986-RA	XP_039746130.1, XP_039763099.1, XP_039763937.1
OG0002308	HEL_007623-RA, HEL_007622-RA	XP_039749103.1
OG0002310	HEL_012662-RA	XP_039752302.1, XP_039752303.1
OG0002311	HEL_013054-RA	XP_039762589.1
OG0002312	HEL_005388-RA	XP_039761209.1
OG0002313	HEL_009229-RA	XP_039760870.1
OG0002314	HEL_003449-RA	XP_039753530.1
OG0002315	HEL_000464-RA	XP_039747727.1
OG0002316	HEL_003373-RA	XP_039746934.1
OG0002317	HEL_011297-RA	XP_039762505.1
OG0002318	HEL_002048-RA	XP_039759983.1, XP_039759984.1
OG0002319	HEL_007293-RA	XP_039758361.1
OG0002321	HEL_014460-RA	XP_039759220.1
OG0002322	HEL_014462-RA	XP_039759414.1, XP_039759413.1
OG0002323	HEL_002051-RA	XP_039760073.1
OG0002324	HEL_007610-RA	XP_039748538.1
OG0002325	HEL_011675-RA	XP_039762786.1
OG0002326	HEL_002207-RA	XP_039761815.1
OG0002327	HEL_007606-RA	XP_039748536.1
OG0002328	HEL_012652-RA	XP_039752059.1
OG0002329	HEL_002060-RA, HEL_002056-RA	XP_039760137.1, XP_039760138.1
OG0002330	HEL_012647-RA	XP_039751817.1, XP_039751818.1
OG0002331	HEL_007604-RA	XP_039749180.1
OG0002332	HEL_008991-RA	XP_039757278.1
OG0002333	HEL_012567-RA	XP_039756066.1, XP_039756065.1
OG0002334	HEL_002214-RA	XP_039761592.1
OG0002335	HEL_012401-RA	XP_039754116.1
OG0002336	HEL_012639-RA, HEL_012640-RA	XP_039752015.1
OG0002337	HEL_007806-RA	XP_039749914.1
OG0002338	HEL_010193-RA	XP_039751662.1
OG0002339	HEL_012406-RA	XP_039759260.1, XP_039759251.1
OG0002340	HEL_003974-RA	XP_039746230.1
OG0002341	HEL_002067-RA, HEL_002064-RA	XP_039759946.1
OG0002342	HEL_004069-RA	XP_039761979.1
OG0002344	HEL_013506-RA, HEL_013505-RA	XP_039760511.1, XP_039760510.1
OG0002346	HEL_014590-RA	XP_039757563.1
OG0002348	HEL_005418-RA, HEL_005416-RA, HEL_005417-RA	XP_039761237.1
OG0002349	HEL_003351-RA	XP_039764722.1, XP_039764731.1
OG0002350	HEL_003614-RA	XP_039757815.1, XP_039757817.1
OG0002351	HEL_004076-RA	XP_039762195.1
OG0002352	HEL_013507-RA	XP_039760689.1
OG0002354	HEL_009660-RA	XP_039764038.1
OG0002355	HEL_005260-RA, HEL_005261-RA	XP_039754765.1
OG0002356	HEL_011767-RA, HEL_011766-RA	XP_039762868.1
OG0002357	HEL_011762-RA	XP_039762706.1
OG0002358	HEL_007777-RA, HEL_007779-RA, HEL_007778-RA	XP_039749888.1
OG0002359	HEL_002614-RA	XP_039754868.1
OG0002360	HEL_004082-RA	XP_039761847.1
OG0002361	HEL_012419-RA	XP_039752398.1
OG0002362	HEL_003326-RA	XP_039747801.1
OG0002363	HEL_009011-RA, HEL_009012-RA, HEL_009013-RA	XP_039757270.1
OG0002364	HEL_002078-RA	XP_039760005.1, XP_039760004.1
OG0002365	HEL_011750-RA	XP_039762693.1
OG0002366	HEL_009705-RA	XP_039758731.1
OG0002367	HEL_010526-RA, HEL_010525-RA	XP_039747218.1
OG0002371	HEL_000477-RA	XP_039748360.1
OG0002372	HEL_009027-RA	XP_039757103.1
OG0002373	HEL_010540-RA	XP_039746902.1, XP_039746904.1
OG0002374	HEL_009031-RA, HEL_009028-RA, HEL_009029-RA, HEL_009030-RA	XP_039757071.1
OG0002375	HEL_008217-RA	XP_039759672.1
OG0002376	HEL_010543-RA	XP_039746787.1
OG0002377	HEL_013884-RA, HEL_013883-RA	XP_039752809.1
OG0002379	HEL_010152-RA	XP_039751960.1
OG0002381	HEL_004599-RA, HEL_004598-RA	XP_039760963.1
OG0002382	HEL_005682-RA, HEL_005683-RA	XP_039756749.1
OG0002383	HEL_001778-RA	XP_039765904.1
OG0002384	HEL_012432-RA	XP_039761968.1, XP_039761977.1
OG0002386	HEL_003537-RA, HEL_003536-RA	XP_039752840.1
OG0002387	HEL_000793-RA, HEL_000792-RA	XP_039755474.1
OG0002388	HEL_001786-RA	XP_039745474.1
OG0002389	HEL_010146-RA	XP_039752253.1
OG0002390	HEL_002273-RA	XP_039764631.1
OG0002391	HEL_012439-RA	XP_039758987.1
OG0002392	HEL_003601-RA, HEL_003600-RA	XP_039757892.1
OG0002393	HEL_003542-RA	XP_039752924.1, XP_039752926.1
OG0002394	HEL_008876-RA, HEL_008877-RA	XP_039757389.1
OG0002395	HEL_000795-RA	XP_039755430.1
OG0002396	HEL_003596-RA	XP_039758112.1
OG0002397	HEL_003953-RA	XP_039746241.1
OG0002398	HEL_007796-RA	XP_039749639.1
OG0002399	HEL_009278-RA	XP_039760582.1
OG0002400	HEL_003859-RA, HEL_005036-RA, HEL_005038-RA	XP_039748464.1
OG0002402	HEL_004145-RA	XP_039762190.1, XP_039762189.1, XP_039762192.1
OG0002403	HEL_013254-RA	XP_039763486.1, XP_039763487.1
OG0002404	HEL_003546-RA, HEL_003545-RA	XP_039753153.1
OG0002405	HEL_011279-RA	XP_039747956.1, XP_039747957.1
OG0002406	HEL_013252-RA, HEL_013253-RA	XP_039763986.1
OG0002407	HEL_011821-RA	XP_039760665.1
OG0002408	HEL_011283-RA, HEL_011282-RA	XP_039747769.1
OG0002409	HEL_006397-RA	XP_039759037.1
OG0002410	HEL_003944-RA	XP_039746468.1
OG0002411	HEL_003588-RA	XP_039757696.1
OG0002412	HEL_013235-RA	XP_039763501.1
OG0002416	HEL_009365-RA, HEL_009364-RA	XP_039760484.1
OG0002417	HEL_003627-RA	XP_039757796.1
OG0002418	HEL_011696-RA, HEL_011695-RA, HEL_011694-RA	XP_039762766.1
OG0002419	HEL_005062-RA	XP_039750498.1
OG0002419	HEL_005061-RA	XP_039747122.1
OG0002420	HEL_000497-RA, HEL_000498-RA, HEL_000499-RA	XP_039748423.1
OG0002421	HEL_010222-RA	XP_039751497.1
OG0002422	HEL_002290-RA, HEL_002287-RA, HEL_002288-RA	XP_039764461.1
OG0002424	HEL_000510-RA	XP_039747559.1
OG0002425	HEL_004136-RA	XP_039762003.1
OG0002426	HEL_002518-RA, HEL_002514-RA	XP_039761895.1, XP_039761901.1
OG0002428	HEL_010230-RA	XP_039751215.1
OG0002429	HEL_002126-RA	XP_039759852.1
OG0002430	HEL_002521-RA	XP_039756660.1
OG0002431	HEL_002522-RA	XP_039757840.1
OG0002432	HEL_011774-RA	XP_039763005.1
OG0002433	HEL_009035-RA, HEL_009036-RA	XP_039747014.1
OG0002434	HEL_003680-RA, HEL_003685-RA	XP_039757708.1, XP_039757707.1
OG0002435	HEL_013503-RA, HEL_013502-RA	XP_039760635.1
OG0002437	HEL_001708-RA	XP_039745484.1
OG0002438	HEL_010116-RA	XP_039752632.1, XP_039752633.1
OG0002439	HEL_010114-RA	XP_039752425.1
OG0002440	HEL_011310-RA	XP_039748006.1
OG0002442	HEL_000430-RA	XP_039748116.1
OG0002443	HEL_006019-RA	XP_039750057.1
OG0002444	HEL_011117-RA	XP_039750326.1
OG0002445	HEL_011784-RA	XP_039762839.1
OG0002446	HEL_010109-RA	XP_039752616.1
OG0002447	HEL_004589-RA	XP_039761077.1
OG0002449	HEL_002148-RA	XP_039760169.1
OG0002450	HEL_006416-RA	XP_039759493.1, XP_039759494.1
OG0002451	HEL_002150-RA	XP_039760106.1
OG0002452	HEL_002535-RA	XP_039753285.1
OG0002453	HEL_011344-RA	XP_039748212.1
OG0002455	HEL_014049-RA, HEL_014051-RA	XP_039745613.1
OG0002456	HEL_004171-RA	XP_039762215.1
OG0002457	HEL_012103-RA	XP_039764090.1, XP_039764089.1
OG0002458	HEL_011839-RA	XP_039760717.1
OG0002459	HEL_006426-RA	XP_039759488.1, XP_039759487.1
OG0002460	HEL_009449-RA	XP_039753892.1
OG0002462	HEL_011800-RA	XP_039762988.1
OG0002464	HEL_005814-RA, HEL_005813-RA	XP_039756670.1
OG0002465	HEL_005809-RA, HEL_005810-RA, HEL_005811-RA	XP_039756512.1
OG0002466	HEL_006431-RA	XP_039759461.1
OG0002467	HEL_011808-RA	XP_039762883.1
OG0002469	HEL_004141-RA	XP_039762329.1
OG0002470	HEL_011813-RA, HEL_011814-RA, HEL_011815-RA	XP_039762887.1
OG0002471	HEL_000819-RA	XP_039755390.1
OG0002472	HEL_011816-RA	XP_039762833.1
OG0002473	HEL_002160-RA	XP_039760142.1, XP_039760140.1, XP_039760143.1, XP_039760141.1
OG0002475	HEL_007837-RA	XP_039749753.1, XP_039749755.1, XP_039749754.1
OG0002477	HEL_007836-RA	XP_039749708.1
OG0002478	HEL_004134-RA	XP_039761986.1, XP_039762361.1
OG0002479	HEL_011827-RA, HEL_011826-RA	XP_039760644.1
OG0002480	HEL_003567-RA	XP_039753724.1
OG0002481	HEL_011846-RA	XP_039760506.1
OG0002482	HEL_003570-RA	XP_039753487.1
OG0002484	HEL_002163-RA, HEL_002164-RA	XP_039760147.1
OG0002485	HEL_013937-RA	XP_039762810.1, XP_039762814.1, XP_039762809.1, XP_039762811.1
OG0002486	HEL_004997-RA	XP_039749554.1
OG0002487	HEL_014373-RA, HEL_002328-RA	XP_039765099.1
OG0002488	HEL_010080-RA, HEL_010079-RA	XP_039752665.1
OG0002489	HEL_004368-RA, HEL_004367-RA	XP_039750830.1
OG0002490	HEL_009748-RA, HEL_009747-RA	XP_039758518.1
OG0002492	HEL_011205-RA	XP_039757235.1, XP_039757234.1
OG0002493	HEL_005007-RA	XP_039748311.1
OG0002495	HEL_002563-RA	XP_039758833.1, XP_039758828.1, XP_039758839.1
OG0002496	HEL_011391-RA, HEL_011393-RA	XP_039748189.1
OG0002498	HEL_013946-RA	XP_039762971.1
OG0002499	HEL_009276-RA	XP_039760778.1
OG0002500	HEL_005008-RA	XP_039748300.1
OG0002502	HEL_002569-RA	XP_039757117.1, XP_039757125.1
OG0002503	HEL_014385-RA, HEL_014386-RA, HEL_014384-RA	XP_039760254.1
OG0002504	HEL_010825-RA	XP_039754736.1, XP_039754732.1
OG0002505	HEL_013948-RA	XP_039762861.1
OG0002506	HEL_006448-RA, HEL_006447-RA	XP_039759194.1
OG0002507	HEL_002577-RA	XP_039754081.1
OG0002508	HEL_009427-RA, HEL_009428-RA	XP_039754480.1
OG0002509	HEL_014383-RA	XP_039759926.1
OG0002510	HEL_013940-RA	XP_039762917.1
OG0002512	HEL_008088-RA	XP_039751675.1
OG0002513	HEL_014381-RA	XP_039760046.1, XP_039760047.1
OG0002514	HEL_011191-RA	XP_039756797.1
OG0002515	HEL_005016-RA	XP_039746413.1
OG0002516	HEL_006452-RA	XP_039759003.1
OG0002517	HEL_011334-RA	XP_039748437.1
OG0002518	HEL_003574-RA	XP_039753556.1
OG0002519	HEL_001659-RA, HEL_001658-RA	XP_039745501.1
OG0002520	HEL_008862-RA	XP_039746334.1
OG0002521	HEL_009265-RA, HEL_009267-RA	XP_039760819.1
OG0002522	HEL_000827-RA	XP_039755498.1
OG0002523	HEL_004345-RA, HEL_004344-RA	XP_039750825.1
OG0002524	HEL_001928-RA	XP_039759918.1, XP_039759919.1, XP_039759917.1
OG0002525	HEL_002752-RA	XP_039761818.1
OG0002526	HEL_007988-RA	XP_039751333.1, XP_039751331.1, XP_039751013.1
OG0002527	HEL_009260-RA	XP_039760696.1
OG0002528	HEL_011349-RA	XP_039747709.1
OG0002529	HEL_001950-RA, HEL_001949-RA	XP_039759881.1
OG0002530	HEL_002592-RA, HEL_002593-RA	XP_039759741.1
OG0002531	HEL_014533-RA, HEL_014534-RA, HEL_014532-RA	XP_039761965.1
OG0002532	HEL_007995-RA, HEL_007996-RA, HEL_007998-RA	XP_039751519.1
OG0002533	HEL_002361-RA	XP_039763662.1
OG0002534	HEL_000842-RA	XP_039755335.1
OG0002535	HEL_006458-RA	XP_039763085.1, XP_039759485.1
OG0002536	HEL_001953-RA	XP_039759761.1
OG0002537	HEL_008838-RA	XP_039745798.1
OG0002538	HEL_000851-RA	XP_039755766.1
OG0002539	HEL_004928-RA	XP_039750475.1, XP_039750482.1, XP_039750466.1
OG0002540	HEL_007807-RA	XP_039749404.1
OG0002541	HEL_012091-RA, HEL_012090-RA	XP_039763689.1
OG0002542	HEL_013964-RA	XP_039762685.1
OG0002543	HEL_009126-RA, HEL_009127-RA	XP_039746658.1
OG0002544	HEL_005108-RA, HEL_005109-RA	XP_039757572.1
OG0002545	HEL_002366-RA	XP_039764960.1
OG0002547	HEL_009137-RA	XP_039747234.1
OG0002548	HEL_009413-RA	XP_039754144.1, XP_039754143.1
OG0002549	HEL_004634-RA	XP_039761334.1, XP_039761335.1
OG0002550	HEL_005791-RA	XP_039756531.1
