Orthogroup	Heliconius_erato_lativitta	Vanessa_tameamea
OG0002037	HEL_000334-RA	XP_026483263.1
OG0002038	HEL_006356-RA	XP_026484512.1, XP_026484520.1
OG0002039	HEL_007485-RA, HEL_009387-RA, HEL_009386-RA, HEL_007486-RA	XP_026488366.1
OG0002040	HEL_012780-RA, HEL_012778-RA	XP_026492540.1
OG0002041	HEL_006359-RA	XP_026484474.1
OG0002042	HEL_006104-RA	XP_026496982.1
OG0002043	HEL_001470-RA, HEL_001474-RA	XP_026485020.1
OG0002044	HEL_002824-RA, HEL_002823-RA, HEL_002822-RA	XP_026492685.1
OG0002046	HEL_002820-RA, HEL_002819-RA, HEL_002818-RA, HEL_002817-RA	XP_026492693.1
OG0002047	HEL_002815-RA, HEL_002814-RA, HEL_002816-RA, HEL_002813-RA	XP_026493765.1
OG0002050	HEL_002803-RA	XP_026493662.1
OG0002051	HEL_010460-RA	XP_026500619.1, XP_026500618.1
OG0002052	HEL_002987-RA	XP_026487629.1, XP_026487631.1
OG0002053	HEL_006367-RA	XP_026495298.1
OG0002054	HEL_000059-RA	XP_026486297.1
OG0002055	HEL_002989-RA	XP_026496523.1, XP_026487635.1, XP_026487634.1
OG0002056	HEL_006372-RA	XP_026484790.1
OG0002057	HEL_006273-RA, HEL_006275-RA, HEL_006274-RA	XP_026484704.1
OG0002058	HEL_002991-RA, HEL_002990-RA	XP_026487641.1, XP_026487640.1
OG0002059	HEL_000283-RA	XP_026498291.1, XP_026498292.1, XP_026498293.1
OG0002060	HEL_002779-RA	XP_026493658.1
OG0002061	HEL_003705-RA	XP_026494240.1, XP_026494241.1
OG0002062	HEL_001342-RA	XP_026484958.1, XP_026484957.1
OG0002063	HEL_009983-RA	XP_026501344.1, XP_026501345.1
OG0002065	HEL_003001-RA	XP_026487703.1
OG0002066	HEL_012761-RA	XP_026493110.1
OG0002069	HEL_004573-RA, HEL_004576-RA	XP_026491583.1
OG0002070	HEL_007444-RA, HEL_007445-RA, HEL_007446-RA, HEL_007447-RA	XP_026488490.1
OG0002071	HEL_001082-RA	XP_026486786.1
OG0002072	HEL_004568-RA, HEL_004567-RA	XP_026491788.1
OG0002073	HEL_001352-RA	XP_026485017.1
OG0002074	HEL_009516-RA	XP_026489600.1, XP_026489599.1
OG0002075	HEL_012919-RA	XP_026489539.1, XP_026489540.1
OG0002076	HEL_004217-RA	XP_026485386.1
OG0002077	HEL_013001-RA	XP_026492567.1, XP_026492561.1, XP_026492568.1, XP_026492563.1
OG0002078	HEL_004563-RA	XP_026491598.1
OG0002079	HEL_010746-RA, HEL_010747-RA, HEL_010745-RA	XP_026492262.1
OG0002080	HEL_010019-RA	XP_026501301.1
OG0002081	HEL_008197-RA	XP_026495442.1
OG0002083	HEL_005930-RA	XP_026483954.1
OG0002084	HEL_008195-RA	XP_026495475.1, XP_026495476.1
OG0002085	HEL_004539-RA	XP_026491652.1
OG0002087	HEL_006061-RA, HEL_006057-RA, HEL_006058-RA	XP_026497006.1
OG0002089	HEL_013652-RA, HEL_013653-RA	XP_026495937.1, XP_026495936.1
OG0002090	HEL_007417-RA	XP_026488289.1
OG0002091	HEL_013338-RA	XP_026488938.1
OG0002092	HEL_006877-RA	XP_026492549.1, XP_026492543.1, XP_026492550.1, XP_026492553.1
OG0002093	HEL_007413-RA, HEL_007414-RA	XP_026488486.1
OG0002094	HEL_007315-RA	XP_026493546.1, XP_026493547.1
OG0002096	HEL_013347-RA	XP_026489023.1
OG0002097	HEL_007305-RA	XP_026493429.1
OG0002098	HEL_014148-RA	XP_026491564.1, XP_026491563.1
OG0002099	HEL_002722-RA	XP_026493689.1, XP_026493691.1, XP_026493690.1
OG0002100	HEL_008151-RA	XP_026496511.1
OG0002101	HEL_000006-RA	XP_026486138.1
OG0002103	HEL_008160-RA, HEL_008161-RA	XP_026496476.1, XP_026496477.1
OG0002104	HEL_006326-RA	XP_026500061.1
OG0002105	HEL_007407-RA	XP_026488392.1
OG0002106	HEL_006327-RA, HEL_006328-RA	XP_026501106.1
OG0002107	HEL_003087-RA	XP_026487418.1
OG0002108	HEL_003854-RA	XP_026498912.1
OG0002109	HEL_008595-RA	XP_026493923.1
OG0002110	HEL_006864-RA	XP_026500066.1
OG0002111	HEL_002718-RA	XP_026487859.1, XP_026487858.1
OG0002113	HEL_006331-RA	XP_026496662.1
OG0002114	HEL_007264-RA	XP_026493329.1
OG0002115	HEL_001038-RA, HEL_001037-RA	XP_026486872.1
OG0002116	HEL_013479-RA, HEL_013481-RA	XP_026483179.1, XP_026483178.1, XP_026483180.1
OG0002118	HEL_007399-RA	XP_026488390.1
OG0002119	HEL_011002-RA, HEL_011001-RA	XP_026486022.1
OG0002120	HEL_010598-RA, HEL_010597-RA	XP_026496735.1
OG0002121	HEL_013151-RA, HEL_013152-RA, HEL_013153-RA, HEL_013154-RA	XP_026489029.1, XP_026489028.1
OG0002123	HEL_007020-RA	XP_026499527.1
OG0002124	HEL_012230-RA	XP_026499833.1, XP_026499832.1, XP_026499834.1
OG0002125	HEL_010610-RA, HEL_010609-RA	XP_026496779.1
OG0002126	HEL_003083-RA	XP_026487446.1
OG0002127	HEL_007387-RA, HEL_007388-RA	XP_026488501.1
OG0002128	HEL_007028-RA, HEL_007027-RA	XP_026499283.1
OG0002129	HEL_003069-RA	XP_026487552.1
OG0002130	HEL_005944-RA	XP_026483975.1, XP_026483974.1
OG0002132	HEL_007242-RA	XP_026493317.1
OG0002133	HEL_006797-RA, HEL_006794-RA, HEL_006795-RA	XP_026496560.1
OG0002134	HEL_010632-RA, HEL_010628-RA, HEL_010635-RA, HEL_010629-RA	XP_026492838.1
OG0002135	HEL_007033-RA	XP_026489927.1, XP_026489937.1
OG0002136	HEL_004406-RA	XP_026491171.1
OG0002137	HEL_008603-RA	XP_026490301.1, XP_026490302.1
OG0002138	HEL_007221-RA	XP_026493236.1
OG0002139	HEL_005904-RA	XP_026483926.1
OG0002140	HEL_000941-RA, HEL_000938-RA	XP_026499117.1
OG0002141	HEL_009782-RA, HEL_009784-RA, HEL_009783-RA, HEL_009785-RA	XP_026489210.1
OG0002142	HEL_010657-RA	XP_026492815.1, XP_026492816.1, XP_026492814.1, XP_026492813.1
OG0002143	HEL_010660-RA, HEL_010661-RA, HEL_010659-RA, HEL_010658-RA	XP_026492825.1
OG0002144	HEL_010662-RA	XP_026492823.1, XP_026492822.1
OG0002145	HEL_013365-RA, HEL_013361-RA, HEL_013363-RA, HEL_013364-RA, HEL_013362-RA	XP_026488073.1, XP_026488074.1
OG0002146	HEL_011589-RA	XP_026494978.1
OG0002147	HEL_014260-RA	XP_026485623.1
OG0002148	HEL_001281-RA, HEL_001285-RA, HEL_001286-RA, HEL_001288-RA	XP_026484506.1
OG0002150	HEL_013428-RA, HEL_014608-RA	XP_026490834.1
OG0002152	HEL_014128-RA, HEL_014129-RA	XP_026489517.1
OG0002153	HEL_012948-RA	XP_026497805.1
OG0002155	HEL_014190-RA, HEL_014189-RA	XP_026490771.1
OG0002156	HEL_000111-RA, HEL_000110-RA	XP_026485997.1
OG0002157	HEL_005929-RA	XP_026483959.1
OG0002159	HEL_008657-RA, HEL_008656-RA	XP_026490310.1, XP_026490272.1
OG0002160	HEL_008654-RA, HEL_008653-RA	XP_026490255.1
OG0002161	HEL_011914-RA	XP_026496087.1, XP_026496086.1
OG0002164	HEL_011500-RA, HEL_011497-RA, HEL_011502-RA	XP_026490802.1
OG0002165	HEL_001247-RA	XP_026484695.1, XP_026484694.1, XP_026484696.1
OG0002166	HEL_008641-RA	XP_026500025.1
OG0002167	HEL_003181-RA	XP_026487660.1
OG0002168	HEL_011925-RA	XP_026500782.1, XP_026496077.1
OG0002170	HEL_007081-RA	XP_026500638.1
OG0002171	HEL_011931-RA	XP_026485222.1
OG0002172	HEL_008571-RA	XP_026497795.1
OG0002173	HEL_008623-RA	XP_026490259.1, XP_026490260.1, XP_026490261.1, XP_026490262.1
OG0002174	HEL_011478-RA	XP_026490930.1
OG0002177	HEL_009837-RA, HEL_009836-RA	XP_026499916.1
OG0002178	HEL_003206-RA	XP_026487505.1
OG0002179	HEL_003207-RA	XP_026487493.1
OG0002180	HEL_010034-RA, HEL_010035-RA	XP_026501654.1
OG0002181	HEL_011446-RA	XP_026490794.1, XP_026490817.1
OG0002182	HEL_012267-RA	XP_026493922.1
OG0002183	HEL_004440-RA	XP_026491090.1, XP_026491089.1
OG0002184	HEL_011429-RA, HEL_011428-RA	XP_026490856.1
OG0002185	HEL_004445-RA, HEL_004444-RA	XP_026491702.1
OG0002186	HEL_011419-RA	XP_026486999.1
OG0002187	HEL_004449-RA	XP_026491388.1
OG0002188	HEL_010343-RA, HEL_010344-RA	XP_026489197.1
OG0002189	HEL_008523-RA	XP_026491996.1
OG0002190	HEL_008518-RA	XP_026491923.1
OG0002191	HEL_011984-RA	XP_026483231.1
OG0002192	HEL_010397-RA	XP_026500675.1
OG0002193	HEL_010356-RA, HEL_010357-RA	XP_026489124.1, XP_026489125.1
OG0002194	HEL_011992-RA, HEL_011991-RA	XP_026486494.1
OG0002195	HEL_008355-RA	XP_026487140.1, XP_026487139.1
OG0002197	HEL_001166-RA	XP_026485056.1
OG0002201	HEL_001147-RA	XP_026484517.1, XP_026484516.1
OG0002202	HEL_010372-RA	XP_026500030.1
OG0002203	HEL_007147-RA	XP_026497209.1, XP_026497203.1
OG0002205	HEL_010422-RA	XP_026500424.1
OG0002206	HEL_004469-RA	XP_026491380.1
OG0002207	HEL_004471-RA, HEL_004473-RA	XP_026491364.1
OG0002208	HEL_012815-RA, HEL_012817-RA	XP_026486650.1, XP_026486651.1
OG0002211	HEL_003281-RA	XP_026490544.1, XP_026490542.1, XP_026490543.1, XP_026490540.1
OG0002212	HEL_008389-RA	XP_026501312.1
OG0002213	HEL_004495-RA, HEL_004493-RA, HEL_004494-RA, HEL_004492-RA	XP_026491543.1
OG0002214	HEL_004499-RA, HEL_004497-RA, HEL_004498-RA	XP_026491064.1
OG0002215	HEL_008480-RA, HEL_008481-RA	XP_026491947.1
OG0002216	HEL_007151-RA	XP_026498353.1, XP_026498343.1
OG0002217	HEL_003252-RA, HEL_003253-RA	XP_026490513.1
OG0002219	HEL_008469-RA	XP_026491969.1
OG0002220	HEL_008453-RA	XP_026491891.1
OG0002222	HEL_003239-RA	XP_026488794.1
OG0002224	HEL_006753-RA	XP_026497064.1
OG0002225	HEL_013413-RA, HEL_013410-RA, HEL_013411-RA, HEL_013412-RA	XP_026485104.1
OG0002226	HEL_006762-RA	XP_026497162.1
OG0002227	HEL_002921-RA, HEL_002922-RA, HEL_002923-RA, HEL_002920-RA, HEL_002926-RA	XP_026494733.1
OG0002228	HEL_004650-RA	XP_026486271.1
OG0002230	HEL_008464-RA, HEL_008461-RA	XP_026492009.1
OG0002231	HEL_011265-RA, HEL_011264-RA	XP_026488767.1
OG0002232	HEL_012436-RA, HEL_012438-RA	XP_026498086.1
OG0002233	HEL_007226-RA	XP_026493190.1
OG0002234	HEL_010722-RA	XP_026492165.1
OG0002235	HEL_007365-RA, HEL_007368-RA	XP_026488428.1
OG0002238	HEL_006530-RA	XP_026492479.1, XP_026492470.1, XP_026492463.1
OG0002240	HEL_001772-RA, HEL_001769-RA, HEL_001768-RA, HEL_001770-RA, HEL_001771-RA	XP_026501113.1
OG0002247	HEL_008821-RA	XP_026491546.1
OG0002248	HEL_000343-RA	XP_026496151.1
OG0002249	HEL_013956-RA	XP_026486524.1, XP_026486525.1
OG0002250	HEL_005361-RA	XP_026496247.1
OG0002251	HEL_009472-RA	XP_026499016.1
OG0002253	HEL_005360-RA	XP_026496251.1
OG0002254	HEL_007346-RA, HEL_007345-RA	XP_026493398.1
OG0002255	HEL_002226-RA	XP_026489247.1
OG0002256	HEL_003424-RA	XP_026496916.1
OG0002257	HEL_003495-RA	XP_026492137.1
OG0002258	HEL_011011-RA	XP_026485654.1, XP_026485655.1
OG0002259	HEL_002275-RA	XP_026489304.1
OG0002260	HEL_005070-RA, HEL_005069-RA	XP_026490982.1
OG0002261	HEL_004169-RA	XP_026486769.1
OG0002262	HEL_004087-RA, HEL_004088-RA	XP_026498530.1
OG0002263	HEL_004635-RA	XP_026486170.1
OG0002264	HEL_009465-RA	XP_026499012.1
OG0002265	HEL_001893-RA	XP_026497421.1
OG0002266	HEL_012686-RA	XP_026483391.1
OG0002267	HEL_006975-RA	XP_026487100.1
OG0002268	HEL_003481-RA	XP_026492118.1, XP_026492117.1
OG0002269	HEL_014060-RA	XP_026494030.1
OG0002270	HEL_009290-RA, HEL_009291-RA	XP_026492418.1
OG0002271	HEL_001721-RA	XP_026501210.1
OG0002273	HEL_013029-RA	XP_026483106.1
OG0002274	HEL_010162-RA, HEL_010163-RA	XP_026500922.1
OG0002275	HEL_003401-RA	XP_026485242.1, XP_026498412.1
OG0002276	HEL_010737-RA	XP_026492318.1
OG0002277	HEL_012696-RA	XP_026483386.1
OG0002278	HEL_005372-RA	XP_026492882.1, XP_026492888.1
OG0002279	HEL_009478-RA, HEL_009477-RA	XP_026499031.1
OG0002280	HEL_009479-RA, HEL_008012-RA	XP_026499008.1
OG0002281	HEL_009480-RA	XP_026499009.1
OG0002282	HEL_003398-RA	XP_026485258.1
OG0002283	HEL_004037-RA, HEL_004036-RA	XP_026496447.1
OG0002284	HEL_009481-RA	XP_026498958.1
OG0002286	HEL_008943-RA, HEL_008945-RA, HEL_008944-RA	XP_026495486.1
OG0002287	HEL_005396-RA, HEL_005378-RA	XP_026485660.1
OG0002289	HEL_002192-RA	XP_026483888.1
OG0002290	HEL_012093-RA, HEL_012094-RA	XP_026500296.1
OG0002291	HEL_000710-RA, HEL_000709-RA, HEL_000712-RA	XP_026487287.1
OG0002292	HEL_001866-RA	XP_026497422.1
OG0002293	HEL_002242-RA	XP_026489331.1, XP_026489332.1
OG0002294	HEL_003387-RA	XP_026485256.1
OG0002295	HEL_004026-RA	XP_026483603.1
OG0002296	HEL_004000-RA, HEL_003999-RA	XP_026491039.1
OG0002297	HEL_006988-RA	XP_026487013.1
OG0002298	HEL_009218-RA	XP_026499449.1
OG0002299	HEL_009224-RA, HEL_009223-RA	XP_026499437.1
OG0002300	HEL_001715-RA	XP_026501221.1
OG0002301	HEL_013057-RA	XP_026483162.1
OG0002302	HEL_013056-RA	XP_026494077.1, XP_026494081.1
OG0002303	HEL_004034-RA	XP_026500932.1
OG0002304	HEL_013055-RA	XP_026483079.1
OG0002306	HEL_003987-RA	XP_026491144.1
OG0002307	HEL_003986-RA	XP_026491145.1
OG0002308	HEL_007623-RA, HEL_007622-RA, HEL_007617-RA	XP_026490026.1
OG0002309	HEL_013732-RA	XP_026493884.1
OG0002310	HEL_012662-RA	XP_026483472.1
OG0002311	HEL_013054-RA	XP_026483069.1
OG0002312	HEL_005388-RA	XP_026501820.1, XP_026501821.1
OG0002313	HEL_009229-RA	XP_026499435.1, XP_026499434.1
OG0002314	HEL_003449-RA	XP_026492207.1
OG0002315	HEL_000464-RA	XP_026490366.1
OG0002316	HEL_003373-RA	XP_026489860.1
OG0002317	HEL_011297-RA	XP_026483118.1
OG0002318	HEL_002048-RA	XP_026500153.1
OG0002319	HEL_007293-RA	XP_026493141.1
OG0002321	HEL_014460-RA	XP_026495220.1, XP_026495228.1, XP_026495211.1
OG0002322	HEL_014462-RA	XP_026495191.1
OG0002323	HEL_002051-RA	XP_026500254.1
OG0002325	HEL_011675-RA	XP_026483099.1
OG0002326	HEL_002207-RA	XP_026483938.1
OG0002327	HEL_007606-RA, HEL_007605-RA	XP_026490043.1
OG0002328	HEL_012652-RA	XP_026483337.1
OG0002329	HEL_002060-RA, HEL_002056-RA	XP_026500222.1
OG0002330	HEL_012647-RA	XP_026483334.1
OG0002331	HEL_007604-RA	XP_026490049.1
OG0002333	HEL_012567-RA	XP_026500968.1, XP_026500967.1
OG0002334	HEL_002214-RA	XP_026484180.1
OG0002335	HEL_012401-RA	XP_026487058.1
OG0002336	HEL_012640-RA	XP_026483596.1
OG0002337	HEL_007806-RA	XP_026496905.1
OG0002338	HEL_010193-RA	XP_026489738.1
OG0002339	HEL_012406-RA	XP_026487035.1, XP_026487034.1
OG0002340	HEL_003974-RA	XP_026491253.1, XP_026491254.1
OG0002342	HEL_004069-RA	XP_026494108.1, XP_026494107.1, XP_026494099.1, XP_026494100.1
OG0002344	HEL_013506-RA, HEL_013505-RA	XP_026498827.1
OG0002346	HEL_014590-RA	XP_026494275.1
OG0002348	HEL_005418-RA, HEL_005416-RA, HEL_005417-RA	XP_026492921.1
OG0002349	HEL_003351-RA	XP_026483221.1
OG0002350	HEL_003614-RA	XP_026500944.1
OG0002351	HEL_004076-RA	XP_026500009.1
OG0002352	HEL_013507-RA	XP_026498808.1
OG0002354	HEL_009661-RA, HEL_009660-RA	XP_026500480.1
OG0002355	HEL_005260-RA	XP_026496304.1, XP_026496303.1
OG0002356	HEL_011767-RA, HEL_011766-RA	XP_026500070.1
OG0002358	HEL_007777-RA, HEL_007779-RA, HEL_007778-RA	XP_026484247.1
OG0002359	HEL_002614-RA	XP_026497884.1
OG0002360	HEL_004082-RA	XP_026499513.1
OG0002361	HEL_012419-RA	XP_026498081.1
OG0002362	HEL_003326-RA	XP_026490217.1
OG0002363	HEL_009011-RA, HEL_009012-RA, HEL_009013-RA	XP_026492965.1
OG0002364	HEL_002078-RA	XP_026500156.1
OG0002365	HEL_011750-RA	XP_026498216.1
OG0002366	HEL_009705-RA	XP_026493403.1, XP_026498223.1
OG0002367	HEL_010526-RA, HEL_010525-RA	XP_026489999.1
OG0002371	HEL_000476-RA, HEL_000477-RA	XP_026496147.1
OG0002372	HEL_009027-RA	XP_026492940.1
OG0002373	HEL_010540-RA	XP_026489978.1
OG0002374	HEL_009031-RA, HEL_009028-RA, HEL_009029-RA, HEL_009030-RA	XP_026492939.1
OG0002375	HEL_008217-RA	XP_026495453.1
OG0002377	HEL_013884-RA, HEL_013883-RA	XP_026483529.1
OG0002379	HEL_010152-RA	XP_026483518.1
OG0002380	HEL_004678-RA	XP_026486739.1, XP_026486740.1
OG0002381	HEL_004598-RA	XP_026486716.1
OG0002382	HEL_005682-RA, HEL_005683-RA	XP_026495808.1
OG0002383	HEL_001778-RA	XP_026501110.1, XP_026501111.1
OG0002384	HEL_012432-RA	XP_026498103.1, XP_026498104.1
OG0002386	HEL_003537-RA, HEL_003536-RA	XP_026492206.1
OG0002387	HEL_000793-RA, HEL_000792-RA	XP_026488876.1
OG0002388	HEL_001786-RA, HEL_001787-RA	XP_026501158.1
OG0002389	HEL_010146-RA	XP_026483513.1
OG0002390	HEL_002273-RA	XP_026489346.1
OG0002391	HEL_012439-RA	XP_026498096.1, XP_026498097.1, XP_026498098.1
OG0002392	HEL_003601-RA, HEL_003600-RA	XP_026489616.1
OG0002393	HEL_003542-RA	XP_026492381.1
OG0002395	HEL_000795-RA	XP_026488839.1
OG0002396	HEL_003596-RA	XP_026489730.1, XP_026489731.1, XP_026489732.1, XP_026489729.1
OG0002397	HEL_003953-RA	XP_026500051.1, XP_026491773.1
OG0002398	HEL_007796-RA	XP_026484300.1
OG0002399	HEL_009278-RA	XP_026490235.1
OG0002400	HEL_003859-RA, HEL_005036-RA, HEL_005038-RA	XP_026490173.1
OG0002402	HEL_004145-RA	XP_026490705.1
OG0002403	HEL_013254-RA	XP_026500470.1
OG0002404	HEL_003546-RA, HEL_003545-RA	XP_026492292.1
OG0002405	HEL_011279-RA	XP_026490652.1
OG0002406	HEL_013252-RA, HEL_013253-RA	XP_026500450.1, XP_026500451.1
OG0002407	HEL_011821-RA	XP_026498836.1
OG0002408	HEL_011283-RA, HEL_011282-RA	XP_026490657.1
OG0002409	HEL_006397-RA	XP_026494188.1
OG0002410	HEL_003944-RA	XP_026491167.1
OG0002411	HEL_003588-RA	XP_026489645.1
OG0002412	HEL_013235-RA	XP_026500519.1, XP_026500520.1
OG0002416	HEL_009365-RA, HEL_009364-RA	XP_026492492.1
OG0002417	HEL_003627-RA	XP_026489711.1
OG0002418	HEL_011696-RA, HEL_011695-RA, HEL_011694-RA	XP_026490680.1
OG0002419	HEL_005061-RA	XP_026483291.1
OG0002420	HEL_000497-RA, HEL_000498-RA, HEL_000499-RA	XP_026497244.1
OG0002421	HEL_010222-RA	XP_026500911.1, XP_026500832.1
OG0002422	HEL_002290-RA, HEL_002287-RA, HEL_002288-RA	XP_026487771.1
OG0002424	HEL_000510-RA	XP_026497241.1
OG0002425	HEL_004136-RA	XP_026494126.1
OG0002426	HEL_002518-RA	XP_026486618.1
OG0002428	HEL_010230-RA	XP_026501585.1, XP_026501575.1, XP_026501565.1
OG0002429	HEL_002126-RA	XP_026500085.1
OG0002430	HEL_002521-RA	XP_026486590.1
OG0002431	HEL_002522-RA	XP_026486589.1
OG0002432	HEL_011774-RA	XP_026496053.1
OG0002433	HEL_009035-RA, HEL_009036-RA	XP_026489987.1
OG0002434	HEL_003680-RA, HEL_003685-RA	XP_026494205.1
OG0002435	HEL_013503-RA, HEL_013502-RA	XP_026498819.1
OG0002437	HEL_001708-RA	XP_026484807.1
OG0002438	HEL_010116-RA	XP_026483405.1
OG0002439	HEL_010114-RA	XP_026483417.1
OG0002440	HEL_011310-RA	XP_026488754.1
OG0002442	HEL_000430-RA	XP_026490337.1, XP_026490338.1, XP_026490336.1
OG0002443	HEL_006019-RA	XP_026484273.1
OG0002444	HEL_011117-RA	XP_026498480.1, XP_026498481.1
OG0002446	HEL_010109-RA	XP_026483419.1
OG0002447	HEL_004589-RA	XP_026492906.1, XP_026492907.1
OG0002448	HEL_011073-RA	XP_026498491.1
OG0002449	HEL_002148-RA	XP_026500252.1, XP_026500253.1
OG0002450	HEL_006416-RA	XP_026492612.1, XP_026492619.1
OG0002451	HEL_002150-RA	XP_026500226.1
OG0002452	HEL_002535-RA	XP_026486621.1
OG0002453	HEL_011344-RA	XP_026490637.1
OG0002455	HEL_014049-RA	XP_026491082.1
OG0002456	HEL_004171-RA	XP_026486518.1
OG0002457	HEL_012103-RA	XP_026500852.1
OG0002458	HEL_011839-RA	XP_026498810.1
OG0002459	HEL_006426-RA	XP_026492508.1, XP_026492501.1
OG0002460	HEL_009449-RA	XP_026487157.1, XP_026487158.1, XP_026487159.1
OG0002461	HEL_006430-RA	XP_026492564.1, XP_026492556.1
OG0002462	HEL_011800-RA	XP_026498856.1, XP_026498857.1, XP_026498855.1
OG0002464	HEL_005814-RA, HEL_005813-RA	XP_026495987.1
OG0002465	HEL_005809-RA, HEL_005810-RA, HEL_005811-RA	XP_026495985.1
OG0002466	HEL_006431-RA	XP_026490494.1, XP_026490478.1, XP_026490488.1
OG0002467	HEL_011808-RA	XP_026498866.1
OG0002469	HEL_004141-RA	XP_026495727.1
OG0002470	HEL_011813-RA, HEL_011814-RA, HEL_011815-RA	XP_026498873.1
OG0002471	HEL_000819-RA	XP_026499307.1
OG0002472	HEL_011816-RA	XP_026498869.1
OG0002475	HEL_007837-RA	XP_026484230.1
OG0002476	HEL_013216-RA	XP_026487574.1
OG0002477	HEL_007836-RA	XP_026484231.1, XP_026484232.1
OG0002478	HEL_004134-RA	XP_026494125.1
OG0002479	HEL_011827-RA, HEL_011826-RA	XP_026498838.1
OG0002480	HEL_003567-RA	XP_026492246.1
OG0002481	HEL_011846-RA	XP_026498707.1
OG0002482	HEL_003570-RA	XP_026492303.1, XP_026492302.1
OG0002484	HEL_002163-RA, HEL_002164-RA	XP_026500209.1
OG0002485	HEL_013937-RA	XP_026501243.1
OG0002486	HEL_004998-RA	XP_026495829.1
OG0002487	HEL_014373-RA, HEL_002328-RA	XP_026488569.1
OG0002488	HEL_010080-RA, HEL_010079-RA	XP_026483560.1
OG0002489	HEL_004368-RA, HEL_004367-RA	XP_026485598.1
OG0002490	HEL_009748-RA, HEL_009747-RA	XP_026493320.1, XP_026493321.1
OG0002492	HEL_011205-RA	XP_026494644.1
OG0002493	HEL_005007-RA	XP_026499354.1
OG0002494	HEL_011394-RA	XP_026483628.1
OG0002495	HEL_002563-RA	XP_026497923.1
OG0002496	HEL_011391-RA, HEL_011393-RA	XP_026483626.1
OG0002497	HEL_007707-RA	XP_026490116.1
OG0002498	HEL_013946-RA	XP_026486539.1
OG0002499	HEL_009276-RA	XP_026490233.1
OG0002500	HEL_005008-RA	XP_026499338.1
OG0002502	HEL_002569-RA	XP_026497920.1
OG0002503	HEL_014385-RA, HEL_014386-RA, HEL_014384-RA	XP_026500180.1
OG0002504	HEL_010825-RA	XP_026496384.1
OG0002505	HEL_013948-RA	XP_026499325.1, XP_026486540.1, XP_026486490.1
OG0002506	HEL_006448-RA, HEL_006447-RA	XP_026491061.1
OG0002507	HEL_002577-RA	XP_026497935.1
OG0002508	HEL_009427-RA, HEL_009428-RA	XP_026487195.1
OG0002509	HEL_014383-RA	XP_026500163.1
OG0002510	HEL_013940-RA	XP_026486485.1
OG0002512	HEL_008088-RA	XP_026501044.1
OG0002513	HEL_014381-RA	XP_026500146.1
OG0002514	HEL_011191-RA	XP_026494624.1, XP_026494622.1, XP_026494625.1
OG0002515	HEL_005016-RA	XP_026499364.1
OG0002516	HEL_006452-RA	XP_026491168.1, XP_026491160.1
OG0002517	HEL_011334-RA	XP_026490579.1
OG0002518	HEL_003574-RA	XP_026492248.1
OG0002519	HEL_001659-RA, HEL_001658-RA	XP_026484621.1
OG0002520	HEL_008863-RA, HEL_008862-RA	XP_026491316.1
OG0002521	HEL_009265-RA, HEL_009267-RA	XP_026490240.1
OG0002522	HEL_000827-RA	XP_026499238.1
OG0002523	HEL_004345-RA, HEL_004344-RA	XP_026485602.1
OG0002524	HEL_001928-RA	XP_026497361.1
OG0002525	HEL_002752-RA	XP_026493687.1
OG0002526	HEL_007988-RA	XP_026500354.1
OG0002527	HEL_009260-RA	XP_026501717.1
OG0002528	HEL_011349-RA	XP_026490630.1
OG0002529	HEL_001950-RA, HEL_001949-RA	XP_026497291.1
OG0002530	HEL_002592-RA, HEL_002593-RA	XP_026497837.1
OG0002531	HEL_014533-RA, HEL_014534-RA, HEL_014532-RA	XP_026489376.1
OG0002532	HEL_007995-RA, HEL_007996-RA, HEL_007998-RA	XP_026488865.1
OG0002533	HEL_002361-RA	XP_026487308.1, XP_026487310.1
OG0002534	HEL_000842-RA, HEL_000841-RA	XP_026499261.1
OG0002535	HEL_006458-RA	XP_026492670.1
OG0002536	HEL_001953-RA	XP_026497282.1
OG0002537	HEL_008838-RA	XP_026491206.1, XP_026491028.1
OG0002538	HEL_000851-RA	XP_026499225.1
OG0002539	HEL_004928-RA	XP_026499394.1
OG0002540	HEL_007807-RA	XP_026496909.1, XP_026496907.1, XP_026496908.1
OG0002541	HEL_012091-RA, HEL_012090-RA	XP_026500289.1
OG0002542	HEL_013964-RA	XP_026486546.1
OG0002543	HEL_009126-RA	XP_026494836.1
OG0002544	HEL_005109-RA	XP_026490952.1
OG0002545	HEL_002366-RA	XP_026488532.1
OG0002547	HEL_009137-RA	XP_026495343.1
OG0002548	HEL_009413-RA	XP_026488262.1, XP_026488261.1
OG0002549	HEL_004634-RA	XP_026486830.1
OG0002550	HEL_005791-RA	XP_026495604.1
OG0002551	HEL_008025-RA	XP_026483736.1, XP_026483727.1
OG0002552	HEL_001378-RA	XP_026484949.1
OG0002553	HEL_014403-RA	XP_026488579.1
OG0002554	HEL_000384-RA	XP_026491862.1
OG0002555	HEL_007959-RA	XP_026500679.1
OG0002556	HEL_009796-RA	XP_026486851.1, XP_026486852.1, XP_026486850.1
OG0002557	HEL_001636-RA, HEL_001637-RA	XP_026485131.1, XP_026485130.1
OG0002558	HEL_006716-RA	XP_026497110.1
OG0002559	HEL_002376-RA	XP_026487280.1
OG0002560	HEL_002626-RA	XP_026497859.1
OG0002562	HEL_006190-RA	XP_026496634.1
