Orthogroup	Heliconius_erato_lativitta	Danaus_plexippus
OG0001323	HEL_004046-RA	DPOGS214988-PA
OG0001323	HEL_004047-RA	DPOGS214989-PA
OG0001324	HEL_008953-RA, HEL_008952-RA	DPOGS210396-PA
OG0001325	HEL_009694-RA, HEL_009693-RA	DPOGS206782-PA
OG0001326	HEL_005337-RA	DPOGS209137-PA
OG0001327	HEL_005020-RA	DPOGS204550-PA
OG0001328	HEL_005019-RA	DPOGS204534-PA
OG0001329	HEL_000703-RA, HEL_000702-RA, HEL_000701-RA, HEL_000700-RA, HEL_000704-RA, HEL_000705-RA	DPOGS210338-PA
OG0001330	HEL_009211-RA, HEL_009213-RA, HEL_010028-RA	DPOGS208217-PA
OG0001331	HEL_008949-RA	DPOGS205465-PA
OG0001332	HEL_004010-RA	DPOGS209286-PA
OG0001333	HEL_000452-RA	DPOGS216117-PA
OG0001334	HEL_003394-RA, HEL_003393-RA, HEL_003395-RA, HEL_003392-RA	DPOGS213352-PA
OG0001335	HEL_003461-RA	DPOGS201172-PA
OG0001336	HEL_000714-RA, HEL_000713-RA	DPOGS210363-PA
OG0001337	HEL_012667-RA	DPOGS206521-PA
OG0001337	HEL_012673-RA	DPOGS214419-PA
OG0001338	HEL_000615-RA	DPOGS212528-PA, DPOGS212529-PA
OG0001339	HEL_000457-RA	DPOGS216104-PA
OG0001341	HEL_004031-RA	DPOGS215016-PA, DPOGS215020-PA, DPOGS215018-PA, DPOGS215017-PA, DPOGS214983-PA, DPOGS215019-PA
OG0001342	HEL_005390-RA	DPOGS213914-PA, DPOGS213913-PA
OG0001343	HEL_002045-RA	DPOGS207354-PA, DPOGS207355-PA
OG0001344	HEL_012656-RA, HEL_012655-RA	DPOGS214436-PA
OG0001345	HEL_001710-RA	DPOGS208799-PA
OG0001346	HEL_002250-RA	DPOGS210934-PA
OG0001347	HEL_000739-RA	DPOGS210325-PA
OG0001348	HEL_009232-RA, HEL_009234-RA	DPOGS208207-PA
OG0001349	HEL_009236-RA	DPOGS208208-PA
OG0001350	HEL_009559-RA	DPOGS201689-PA
OG0001351	HEL_005400-RA, HEL_005399-RA	DPOGS200108-PA, DPOGS213918-PA, DPOGS213920-PA, DPOGS213909-PA, DPOGS213907-PA, DPOGS200110-PA, DPOGS200111-PA, DPOGS200112-PA, DPOGS200113-PA
OG0001352	HEL_005091-RA	DPOGS214751-PA
OG0001353	HEL_004056-RA	DPOGS214996-PA, DPOGS214994-PA
OG0001354	HEL_004067-RA	DPOGS214982-PA, DPOGS214981-PA
OG0001356	HEL_008191-RA, HEL_008190-RA	DPOGS214334-PA
OG0001358	HEL_001749-RA	DPOGS208842-PA
OG0001359	HEL_003563-RA, HEL_000471-RA	DPOGS204783-PA
OG0001360	HEL_013893-RA	DPOGS211704-PA
OG0001362	HEL_007781-RA	DPOGS209789-PA
OG0001363	HEL_004995-RA	DPOGS204522-PA
OG0001364	HEL_011253-RA	DPOGS206226-PA, DPOGS209125-PA
OG0001365	HEL_010520-RA, HEL_010521-RA	DPOGS209624-PA
OG0001366	HEL_009662-RA	DPOGS206793-PA
OG0001367	HEL_001762-RA	DPOGS215320-PA
OG0001368	HEL_009663-RA	DPOGS207144-PA
OG0001369	HEL_007577-RA, HEL_007576-RA	DPOGS210087-PA
OG0001370	HEL_013517-RA, HEL_013518-RA	DPOGS215543-PA
OG0001371	HEL_007769-RA	DPOGS209837-PA
OG0001372	HEL_005679-RA	DPOGS209490-PA
OG0001373	HEL_001700-RA, HEL_001699-RA	DPOGS208812-PA
OG0001374	HEL_012428-RA	DPOGS215715-PA
OG0001375	HEL_001767-RA	DPOGS215310-PA
OG0001377	HEL_000488-RA, HEL_000489-RA	DPOGS213330-PA
OG0001378	HEL_000293-RA	DPOGS208424-PA
OG0001379	HEL_001788-RA	DPOGS215328-PA, DPOGS215329-PA
OG0001380	HEL_013229-RA	DPOGS206797-PA
OG0001381	HEL_004022-RA	DPOGS201582-PA
OG0001382	HEL_005692-RA	DPOGS208422-PA
OG0001382	HEL_005691-RA	DPOGS209523-PA
OG0001383	HEL_003956-RA, HEL_003957-RA	DPOGS202665-PA
OG0001384	HEL_011721-RA, HEL_011722-RA	DPOGS208098-PA
OG0001385	HEL_007797-RA	DPOGS209826-PA
OG0001386	HEL_010273-RA	DPOGS201143-PA
OG0001387	HEL_010554-RA	DPOGS209575-PA
OG0001388	HEL_010270-RA	DPOGS201145-PA
OG0001389	HEL_007793-RA	DPOGS209802-PA
OG0001392	HEL_005065-RA	DPOGS215519-PA, DPOGS215520-PA
OG0001393	HEL_007565-RA	DPOGS209999-PA
OG0001394	HEL_010851-RA	DPOGS205271-PA
OG0001395	HEL_000511-RA	DPOGS204643-PA
OG0001396	HEL_011296-RA	DPOGS210199-PA, DPOGS210197-PA
OG0001397	HEL_011684-RA	DPOGS209431-PA
OG0001398	HEL_013498-RA, HEL_013497-RA	DPOGS210282-PA
OG0001399	HEL_010123-RA	DPOGS200462-PA
OG0001400	HEL_003675-RA	DPOGS202271-PA
OG0001401	HEL_011100-RA, HEL_011101-RA, HEL_011103-RA, HEL_011102-RA, HEL_011104-RA	DPOGS204101-PA
OG0001402	HEL_003556-RA	DPOGS206334-PA
OG0001404	HEL_010843-RA, HEL_010844-RA	DPOGS205297-PA
OG0001405	HEL_011844-RA	DPOGS207214-PA, DPOGS207215-PA
OG0001406	HEL_003561-RA	DPOGS214084-PA
OG0001407	HEL_010105-RA, HEL_010104-RA	DPOGS203179-PA
OG0001408	HEL_011792-RA	DPOGS203345-PA, DPOGS205256-PA
OG0001409	HEL_009453-RA, HEL_009455-RA, HEL_009452-RA	DPOGS210798-PA
OG0001410	HEL_013861-RA	DPOGS202295-PA
OG0001410	HEL_013860-RA	DPOGS202296-PA
OG0001411	HEL_009451-RA	DPOGS210868-PA
OG0001412	HEL_005806-RA	DPOGS216054-PA, DPOGS216053-PA
OG0001413	HEL_008075-RA	DPOGS206178-PA
OG0001414	HEL_004135-RA	DPOGS209348-PA
OG0001415	HEL_007699-RA, HEL_007698-RA, HEL_007697-RA	DPOGS210031-PA
OG0001416	HEL_013938-RA	DPOGS209280-PA
OG0001417	HEL_006437-RA, HEL_006435-RA, HEL_006872-RA	DPOGS207502-PA
OG0001418	HEL_002561-RA	DPOGS215753-PA
OG0001419	HEL_002565-RA	DPOGS215667-PA
OG0001420	HEL_002339-RA	DPOGS211138-PA
OG0001421	HEL_014378-RA	DPOGS207682-PA
OG0001423	HEL_004339-RA, HEL_004338-RA, HEL_004340-RA, HEL_004343-RA, HEL_004341-RA	DPOGS210998-PA
OG0001426	HEL_014220-RA	DPOGS201787-PA
OG0001426	HEL_014219-RA	DPOGS212750-PA
OG0001428	HEL_009669-RA	DPOGS206806-PA
OG0001429	HEL_008843-RA, HEL_008842-RA	DPOGS205186-PA
OG0001430	HEL_001956-RA	DPOGS205012-PA
OG0001432	HEL_012088-RA, HEL_012089-RA	DPOGS200895-PA
OG0001434	HEL_006475-RA, HEL_006473-RA, HEL_006470-RA	DPOGS207522-PA
OG0001435	HEL_009131-RA, HEL_009130-RA	DPOGS212134-PA
OG0001436	HEL_000551-RA	DPOGS205580-PA
OG0001436	HEL_000552-RA	DPOGS205579-PA
OG0001437	HEL_008018-RA, HEL_008019-RA, HEL_008017-RA	DPOGS208500-PA
OG0001439	HEL_013272-RA, HEL_013276-RA	DPOGS215897-PA
OG0001440	HEL_005120-RA	DPOGS205744-PA
OG0001441	HEL_009383-RA	DPOGS203247-PA
OG0001442	HEL_010705-RA, HEL_010706-RA	DPOGS209766-PA
OG0001443	HEL_002631-RA	DPOGS215632-PA
OG0001446	HEL_000927-RA, HEL_000928-RA, HEL_000926-RA, HEL_000925-RA	DPOGS213513-PA
OG0001447	HEL_013306-RA	DPOGS215917-PA
OG0001448	HEL_001994-RA, HEL_001993-RA	DPOGS208188-PA
OG0001449	HEL_007933-RA	DPOGS208563-PA
OG0001450	HEL_006516-RA	DPOGS210436-PA
OG0001452	HEL_006522-RA, HEL_006527-RA	DPOGS210452-PA
OG0001454	HEL_002007-RA	DPOGS208176-PA
OG0001455	HEL_008788-RA	DPOGS211951-PA
OG0001455	HEL_008787-RA	DPOGS201770-PA
OG0001456	HEL_000905-RA, HEL_000903-RA, HEL_000902-RA	DPOGS213608-PA
OG0001457	HEL_001601-RA, HEL_001600-RA	DPOGS213107-PA
OG0001458	HEL_000900-RA, HEL_000901-RA	DPOGS213525-PA
OG0001459	HEL_000898-RA, HEL_000896-RA	DPOGS213526-PA
OG0001460	HEL_009642-RA	DPOGS201376-PA
OG0001461	HEL_013738-RA	DPOGS205015-PA
OG0001462	HEL_007914-RA, HEL_007913-RA, HEL_007915-RA	DPOGS208466-PA
OG0001463	HEL_005764-RA, HEL_005765-RA	DPOGS215482-PA
OG0001464	HEL_009186-RA	DPOGS213818-PA
OG0001465	HEL_005756-RA, HEL_005757-RA, HEL_005761-RA	DPOGS215465-PA
OG0001466	HEL_002675-RA	DPOGS215612-PA
OG0001468	HEL_000365-RA, HEL_000366-RA, HEL_000368-RA, HEL_000364-RA	DPOGS213245-PA
OG0001469	HEL_005747-RA	DPOGS215462-PA
OG0001470	HEL_000985-RA	DPOGS204888-PA
OG0001471	HEL_008765-RA	DPOGS211852-PA
OG0001472	HEL_007903-RA	DPOGS208578-PA
OG0001473	HEL_013682-RA, HEL_013681-RA	DPOGS200659-PA
OG0001474	HEL_000610-RA	DPOGS212525-PA
OG0001475	HEL_000353-RA	DPOGS213255-PA
OG0001476	HEL_000611-RA	DPOGS212468-PA
OG0001477	HEL_000348-RA, HEL_000349-RA, HEL_000350-RA, HEL_000352-RA, HEL_000351-RA	DPOGS213258-PA
OG0001478	HEL_014444-RA, HEL_014445-RA	DPOGS215854-PA
OG0001479	HEL_002904-RA	DPOGS201760-PA
OG0001480	HEL_012715-RA	DPOGS200417-PA
OG0001480	HEL_012716-RA	DPOGS200418-PA
OG0001481	HEL_005200-RA	DPOGS204176-PA
OG0001482	HEL_004846-RA, HEL_004845-RA	DPOGS212226-PA
OG0001483	HEL_001571-RA, HEL_001572-RA	DPOGS204388-PA
OG0001484	HEL_008975-RA, HEL_008973-RA, HEL_008974-RA, HEL_008978-RA	DPOGS210014-PA
OG0001485	HEL_010869-RA	DPOGS200931-PA, DPOGS200930-PA
OG0001486	HEL_004269-RA, HEL_004271-RA, HEL_004270-RA	DPOGS211581-PA
OG0001487	HEL_007877-RA	DPOGS205793-PA
OG0001488	HEL_011876-RA	DPOGS204799-PA
OG0001489	HEL_004823-RA	DPOGS212673-PA, DPOGS212674-PA
OG0001490	HEL_004677-RA	DPOGS214485-PA
OG0001491	HEL_014607-RA	DPOGS212357-PA
OG0001492	HEL_007176-RA	DPOGS201401-PA
OG0001494	HEL_000321-RA, HEL_000322-RA	DPOGS215506-PA
OG0001495	HEL_001834-RA, HEL_001833-RA	DPOGS212023-PA
OG0001496	HEL_013662-RA	DPOGS215111-PA
OG0001497	HEL_000326-RA, HEL_000324-RA, HEL_000325-RA, HEL_000323-RA	DPOGS206164-PA
OG0001498	HEL_001126-RA	DPOGS214789-PA
OG0001498	HEL_001125-RA	DPOGS206173-PA
OG0001499	HEL_003765-RA, HEL_003767-RA, HEL_003763-RA	DPOGS214948-PA
OG0001500	HEL_011583-RA	DPOGS209693-PA
OG0001501	HEL_004755-RA	DPOGS201113-PA
OG0001502	HEL_010783-RA	DPOGS202732-PA, DPOGS202731-PA
OG0001503	HEL_009875-RA	DPOGS212719-PA
OG0001504	HEL_000684-RA	DPOGS211669-PA
OG0001504	HEL_000683-RA	DPOGS211670-PA
OG0001505	HEL_002856-RA	DPOGS203836-PA
OG0001506	HEL_003756-RA	DPOGS212885-PA
OG0001507	HEL_001828-RA	DPOGS201159-PA
OG0001509	HEL_002854-RA	DPOGS203835-PA, DPOGS203834-PA
OG0001511	HEL_002851-RA, HEL_002853-RA	DPOGS203661-PA
OG0001512	HEL_007499-RA	DPOGS204340-PA
OG0001513	HEL_009536-RA, HEL_009535-RA	DPOGS206271-PA
OG0001514	HEL_005562-RA	DPOGS203214-PA
OG0001515	HEL_002832-RA	DPOGS203668-PA
OG0001516	HEL_001066-RA, HEL_001069-RA	DPOGS207246-PA
OG0001517	HEL_003741-RA	DPOGS202240-PA
OG0001517	HEL_003740-RA	DPOGS202241-PA
OG0001518	HEL_010961-RA	DPOGS215597-PA
OG0001519	HEL_005558-RA	DPOGS203159-PA
OG0001520	HEL_009957-RA, HEL_009956-RA	DPOGS206877-PA
OG0001522	HEL_002982-RA	DPOGS215829-PA
OG0001523	HEL_002812-RA	DPOGS203675-PA
OG0001524	HEL_003722-RA, HEL_001151-RA, HEL_003723-RA	DPOGS202246-PA
OG0001526	HEL_014016-RA	DPOGS215094-PA
OG0001527	HEL_006945-RA	DPOGS206424-PA
OG0001529	HEL_001817-RA	DPOGS212041-PA
OG0001530	HEL_001393-RA	DPOGS208634-PA
OG0001531	HEL_004710-RA	DPOGS214470-PA
OG0001531	HEL_004711-RA	DPOGS214469-PA
OG0001532	HEL_009972-RA	DPOGS207046-PA
OG0001533	HEL_010465-RA	DPOGS203329-PA
OG0001534	HEL_013741-RA, HEL_013740-RA	DPOGS206688-PA
OG0001535	HEL_002783-RA, HEL_002787-RA, HEL_002785-RA, HEL_002784-RA, HEL_002782-RA	DPOGS203690-PA
OG0001536	HEL_006279-RA, HEL_006282-RA, HEL_006278-RA, HEL_006280-RA, HEL_006283-RA	DPOGS214061-PA
OG0001537	HEL_010467-RA	DPOGS203327-PA
OG0001538	HEL_000055-RA	DPOGS207594-PA
OG0001539	HEL_001339-RA, HEL_001336-RA, HEL_001338-RA, HEL_001337-RA, HEL_001335-RA	DPOGS204242-PA
OG0001540	HEL_004582-RA	DPOGS204596-PA
OG0001541	HEL_007451-RA	DPOGS205348-PA
OG0001541	HEL_007452-RA	DPOGS205346-PA, DPOGS205347-PA
OG0001542	HEL_009523-RA	DPOGS206291-PA
OG0001543	HEL_009993-RA	DPOGS206901-PA
OG0001543	HEL_009994-RA	DPOGS206900-PA
OG0001544	HEL_007449-RA	DPOGS205355-PA
OG0001546	HEL_001077-RA, HEL_001078-RA, HEL_001076-RA	DPOGS207307-PA
OG0001547	HEL_009519-RA	DPOGS214929-PA
OG0001547	HEL_009520-RA	DPOGS206294-PA, DPOGS206293-PA
OG0001548	HEL_006084-RA	DPOGS208870-PA
OG0001548	HEL_006083-RA	DPOGS208868-PA
OG0001549	HEL_000033-RA, HEL_000032-RA	DPOGS207560-PA
OG0001550	HEL_014472-RA	DPOGS203320-PA
OG0001551	HEL_003799-RA, HEL_003800-RA, HEL_003796-RA	DPOGS202692-PA
OG0001552	HEL_001374-RA, HEL_001371-RA	DPOGS204223-PA
OG0001553	HEL_010008-RA, HEL_010007-RA	DPOGS207030-PA
OG0001554	HEL_008204-RA	DPOGS214369-PA
OG0001555	HEL_003034-RA	DPOGS214205-PA
OG0001556	HEL_003040-RA	DPOGS214166-PA
OG0001557	HEL_010741-RA	DPOGS206445-PA
OG0001558	HEL_012354-RA	DPOGS214872-PA
OG0001559	HEL_012154-RA	DPOGS207795-PA
OG0001562	HEL_012174-RA	DPOGS207805-PA
OG0001563	HEL_013654-RA	DPOGS209728-PA
OG0001563	HEL_013655-RA	DPOGS209727-PA
OG0001564	HEL_000258-RA, HEL_000259-RA	DPOGS207428-PA
OG0001565	HEL_013183-RA	DPOGS208020-PA
OG0001567	HEL_012394-RA	DPOGS210755-PA
OG0001568	HEL_006859-RA	DPOGS209533-PA
OG0001568	HEL_006860-RA, HEL_006861-RA	DPOGS209534-PA
OG0001569	HEL_001039-RA	DPOGS207281-PA
OG0001570	HEL_012389-RA	DPOGS210676-PA
OG0001571	HEL_006334-RA, HEL_006335-RA, HEL_006338-RA, HEL_006340-RA, HEL_006339-RA, HEL_006336-RA	DPOGS200485-PA
OG0001572	HEL_000003-RA	DPOGS202452-PA
OG0001573	HEL_000226-RA	DPOGS205821-PA
OG0001575	HEL_013470-RA	DPOGS209033-PA
OG0001576	HEL_007398-RA	DPOGS213439-PA
OG0001577	HEL_001435-RA, HEL_001433-RA	DPOGS208072-PA
OG0001578	HEL_006780-RA, HEL_006781-RA	DPOGS201524-PA
OG0001579	HEL_001439-RA	DPOGS208077-PA
OG0001580	HEL_007234-RA	DPOGS215402-PA
OG0001580	HEL_007235-RA	DPOGS215401-PA
OG0001581	HEL_001326-RA, HEL_001325-RA	DPOGS204297-PA
OG0001582	HEL_001322-RA	DPOGS204296-PA
OG0001583	HEL_005948-RA	DPOGS211985-PA
OG0001584	HEL_001318-RA	DPOGS204253-PA
OG0001585	HEL_007030-RA, HEL_007032-RA, HEL_007031-RA	DPOGS203978-PA
OG0001586	HEL_005940-RA	DPOGS205871-PA
OG0001587	HEL_008106-RA, HEL_008105-RA, HEL_008104-RA	DPOGS209893-PA
OG0001588	HEL_007243-RA	DPOGS204610-PA
OG0001589	HEL_013581-RA	DPOGS200985-PA, DPOGS201023-PA
OG0001591	HEL_008579-RA, HEL_008580-RA	DPOGS200699-PA
OG0001592	HEL_012379-RA	DPOGS210690-PA
OG0001593	HEL_006799-RA, HEL_006798-RA	DPOGS201486-PA
OG0001594	HEL_010979-RA, HEL_010981-RA, HEL_010980-RA	DPOGS205768-PA
OG0001595	HEL_003898-RA	DPOGS212822-PA
OG0001596	HEL_000992-RA, HEL_000991-RA, HEL_000990-RA	DPOGS204896-PA
OG0001597	HEL_003132-RA	DPOGS214120-PA
OG0001597	HEL_003131-RA	DPOGS214121-PA
OG0001598	HEL_013435-RA, HEL_013438-RA	DPOGS213307-PA
OG0001600	HEL_012602-RA	DPOGS207704-PA
OG0001601	HEL_010651-RA	DPOGS208937-PA
OG0001602	HEL_007214-RA	DPOGS215410-PA
OG0001603	HEL_012657-RA	DPOGS214438-PA
OG0001604	HEL_013355-RA	DPOGS207008-PA
OG0001605	HEL_014173-RA	DPOGS207011-PA
OG0001607	HEL_001265-RA	DPOGS213958-PA
OG0001608	HEL_009768-RA, HEL_009767-RA, HEL_009769-RA	DPOGS212394-PA
OG0001609	HEL_005883-RA	DPOGS205524-PA
OG0001609	HEL_005881-RA	DPOGS205523-PA
OG0001610	HEL_003169-RA	DPOGS214095-PA
OG0001611	HEL_010686-RA	DPOGS206488-PA, DPOGS209809-PA
OG0001612	HEL_011513-RA, HEL_011512-RA	DPOGS200326-PA
OG0001613	HEL_011503-RA	DPOGS200299-PA
OG0001614	HEL_005870-RA	DPOGS201950-PA
OG0001615	HEL_012930-RA, HEL_012931-RA	DPOGS214913-PA
OG0001616	HEL_012050-RA	DPOGS215248-PA
OG0001617	HEL_010299-RA, HEL_010298-RA	DPOGS206486-PA
OG0001618	HEL_010300-RA	DPOGS205554-PA
OG0001619	HEL_006209-RA, HEL_006210-RA	DPOGS202785-PA
OG0001620	HEL_008628-RA, HEL_008627-RA, HEL_008629-RA, HEL_008626-RA	DPOGS211606-PA
OG0001621	HEL_011945-RA	DPOGS200840-PA
OG0001623	HEL_001204-RA, HEL_001203-RA	DPOGS208748-PA
OG0001624	HEL_009605-RA, HEL_009606-RA, HEL_009604-RA	DPOGS202775-PA
OG0001625	HEL_013076-RA, HEL_013077-RA	DPOGS202349-PA
OG0001626	HEL_003211-RA	DPOGS207635-PA
OG0001627	HEL_009601-RA	DPOGS202774-PA
OG0001628	HEL_006650-RA	DPOGS202229-PA, DPOGS202230-PA
OG0001630	HEL_011426-RA, HEL_011427-RA	DPOGS215038-PA
OG0001631	HEL_006654-RA	DPOGS202191-PA
OG0001632	HEL_008540-RA	DPOGS211535-PA
OG0001633	HEL_001184-RA	DPOGS208756-PA, DPOGS208679-PA
OG0001635	HEL_011969-RA, HEL_011970-RA	DPOGS207444-PA
OG0001636	HEL_006681-RA	DPOGS208325-PA
OG0001636	HEL_006680-RA	DPOGS210165-PA
OG0001638	HEL_008351-RA	DPOGS206842-PA
OG0001640	HEL_010362-RA	DPOGS210227-PA
OG0001641	HEL_008357-RA	DPOGS207108-PA
OG0001641	HEL_008369-RA	DPOGS206838-PA
OG0001642	HEL_008368-RA	DPOGS207111-PA
OG0001643	HEL_001144-RA	DPOGS202158-PA
OG0001644	HEL_007146-RA	DPOGS206053-PA
OG0001645	HEL_008487-RA	DPOGS211725-PA
OG0001647	HEL_012805-RA, HEL_012806-RA	DPOGS209357-PA
OG0001648	HEL_008486-RA, HEL_008484-RA	DPOGS214960-PA
OG0001649	HEL_004482-RA, HEL_004483-RA	DPOGS205630-PA
OG0001650	HEL_003280-RA, HEL_003279-RA	DPOGS201856-PA
OG0001651	HEL_008375-RA, HEL_008378-RA	DPOGS206836-PA
OG0001652	HEL_008373-RA	DPOGS206837-PA
OG0001653	HEL_011637-RA	DPOGS200142-PA
OG0001654	HEL_002930-RA	DPOGS201737-PA
OG0001656	HEL_004827-RA, HEL_004829-RA	DPOGS212670-PA
OG0001658	HEL_004857-RA, HEL_004858-RA, HEL_004856-RA	DPOGS212233-PA
OG0001659	HEL_009811-RA, HEL_009812-RA	DPOGS212315-PA
OG0001660	HEL_009987-RA, HEL_009988-RA, HEL_009989-RA, HEL_009991-RA, HEL_009990-RA	DPOGS206899-PA
OG0001670	HEL_010056-RA	DPOGS203453-PA
OG0001671	HEL_009284-RA	DPOGS213233-PA
OG0001672	HEL_013179-RA, HEL_013177-RA, HEL_013180-RA, HEL_013178-RA	DPOGS204432-PA
OG0001673	HEL_004888-RA	DPOGS213433-PA
OG0001674	HEL_000541-RA	DPOGS210573-PA
OG0001675	HEL_008968-RA	DPOGS210002-PA
OG0001676	HEL_011852-RA	DPOGS207220-PA
OG0001677	HEL_001914-RA	DPOGS204980-PA
OG0001678	HEL_001696-RA, HEL_001695-RA	DPOGS213161-PA
OG0001679	HEL_006972-RA, HEL_006973-RA	DPOGS206385-PA
OG0001680	HEL_012506-RA	DPOGS213192-PA
OG0001681	HEL_004168-RA	DPOGS211528-PA
OG0001682	HEL_007333-RA	DPOGS208030-PA
OG0001683	HEL_011014-RA	DPOGS208298-PA
OG0001684	HEL_011013-RA	DPOGS208225-PA
OG0001685	HEL_002184-RA	DPOGS212548-PA
OG0001686	HEL_011848-RA	DPOGS206773-PA
OG0001687	HEL_011015-RA	DPOGS208226-PA
OG0001688	HEL_007330-RA	DPOGS208029-PA
OG0001689	HEL_013050-RA	DPOGS205020-PA
OG0001690	HEL_005081-RA, HEL_005075-RA	DPOGS214703-PA
OG0001691	HEL_012681-RA, HEL_012680-RA	DPOGS200452-PA
OG0001692	HEL_012687-RA	DPOGS200466-PA
OG0001693	HEL_002149-RA	DPOGS215199-PA
OG0001695	HEL_003478-RA, HEL_003476-RA	DPOGS201181-PA
OG0001696	HEL_014059-RA	DPOGS211781-PA, DPOGS211780-PA
OG0001697	HEL_009473-RA	DPOGS210861-PA
OG0001698	HEL_004014-RA	DPOGS209289-PA
OG0001699	HEL_004012-RA, HEL_004013-RA	DPOGS209288-PA
OG0001700	HEL_014530-RA	DPOGS209854-PA, DPOGS205208-PA, DPOGS205231-PA
OG0001702	HEL_012678-RA	DPOGS214425-PA
OG0001703	HEL_012097-RA	DPOGS200897-PA
OG0001704	HEL_013045-RA	DPOGS205035-PA
OG0001705	HEL_003388-RA	DPOGS213349-PA, DPOGS213350-PA
OG0001706	HEL_004025-RA	DPOGS204614-PA
OG0001707	HEL_013047-RA	DPOGS205032-PA
OG0001707	HEL_013046-RA	DPOGS214445-PA
OG0001709	HEL_012527-RA, HEL_012530-RA, HEL_012529-RA	DPOGS213212-PA
OG0001710	HEL_009221-RA	DPOGS209823-PA
OG0001711	HEL_005384-RA	DPOGS213906-PA
OG0001713	HEL_002199-RA	DPOGS205152-PA
OG0001714	HEL_005386-RA	DPOGS213917-PA
OG0001715	HEL_007618-RA, HEL_007619-RA, HEL_007625-RA, HEL_007621-RA	DPOGS210055-PA
OG0001716	HEL_007615-RA, HEL_007624-RA, HEL_007616-RA	DPOGS210056-PA
OG0001717	HEL_005314-RA	DPOGS215576-PA
OG0001718	HEL_005087-RA, HEL_005086-RA	DPOGS214756-PA
OG0001719	HEL_013049-RA	DPOGS205031-PA
OG0001720	HEL_014453-RA	DPOGS211768-PA
OG0001721	HEL_005392-RA	DPOGS200762-PA, DPOGS213912-PA
OG0001722	HEL_005307-RA	DPOGS215578-PA
OG0001723	HEL_005292-RA, HEL_005295-RA, HEL_005294-RA	DPOGS215581-PA
OG0001724	HEL_010490-RA, HEL_010492-RA, HEL_010491-RA	DPOGS209615-PA
OG0001725	HEL_003356-RA	DPOGS213403-PA
OG0001726	HEL_005402-RA	DPOGS200071-PA
OG0001727	HEL_012638-RA	DPOGS202685-PA
OG0001727	HEL_012637-RA	DPOGS215498-PA
OG0001728	HEL_005277-RA, HEL_005276-RA	DPOGS214534-PA
OG0001729	HEL_005405-RA	DPOGS200105-PA
OG0001729	HEL_005404-RA	DPOGS200106-PA, DPOGS200107-PA
OG0001730	HEL_003354-RA	DPOGS214928-PA
OG0001731	HEL_005100-RA	DPOGS214746-PA
OG0001732	HEL_002215-RA	DPOGS211817-PA
OG0001734	HEL_005406-RA, HEL_005407-RA	DPOGS200103-PA
OG0001735	HEL_005255-RA	DPOGS214522-PA
OG0001736	HEL_010250-RA, HEL_010247-RA, HEL_010248-RA, HEL_010246-RA	DPOGS210843-PA
OG0001737	HEL_004957-RA	DPOGS203545-PA
OG0001738	HEL_003977-RA	DPOGS202678-PA
OG0001739	HEL_005102-RA	DPOGS214743-PA
OG0001740	HEL_012407-RA	DPOGS206394-PA
OG0001742	HEL_012568-RA, HEL_012569-RA	DPOGS205312-PA
OG0001743	HEL_012570-RA	DPOGS205327-PA, DPOGS212462-PA
OG0001744	HEL_010197-RA	DPOGS204354-PA
OG0001745	HEL_005411-RA	DPOGS200075-PA
OG0001746	HEL_011656-RA	DPOGS212404-PA
OG0001747	HEL_011658-RA	DPOGS212441-PA
OG0001748	HEL_004064-RA	DPOGS215431-PA
OG0001750	HEL_013887-RA, HEL_013889-RA	DPOGS201959-PA, DPOGS201958-PA
OG0001751	HEL_013062-RA	DPOGS210660-PA
OG0001752	HEL_013202-RA	DPOGS210542-PA
OG0001753	HEL_002776-RA	DPOGS203693-PA
OG0001754	HEL_008995-RA	DPOGS205483-PA
OG0001755	HEL_002069-RA	DPOGS200214-PA
OG0001756	HEL_013905-RA	DPOGS208136-PA
OG0001757	HEL_007782-RA	DPOGS209841-PA
OG0001758	HEL_013195-RA, HEL_013194-RA, HEL_013192-RA	DPOGS210548-PA
OG0001759	HEL_014342-RA, HEL_014341-RA	DPOGS201133-PA
OG0001760	HEL_013512-RA, HEL_013511-RA, HEL_013510-RA, HEL_013513-RA	DPOGS215544-PA
OG0001761	HEL_013188-RA	DPOGS210549-PA
OG0001762	HEL_005667-RA	DPOGS209498-PA, DPOGS212681-PA
OG0001763	HEL_010200-RA	DPOGS204357-PA
OG0001764	HEL_003324-RA, HEL_003325-RA	DPOGS210180-PA
OG0001765	HEL_000473-RA	DPOGS204793-PA
OG0001766	HEL_002086-RA	DPOGS215237-PA
OG0001767	HEL_000787-RA	DPOGS212939-PA
OG0001768	HEL_009023-RA, HEL_009024-RA, HEL_009022-RA	DPOGS202570-PA
OG0001769	HEL_008216-RA, HEL_008215-RA	DPOGS214322-PA
OG0001770	HEL_008887-RA, HEL_008888-RA, HEL_008889-RA	DPOGS202706-PA
OG0001771	HEL_007131-RA, HEL_007130-RA	DPOGS203904-PA
OG0001772	HEL_011738-RA, HEL_011737-RA	DPOGS213283-PA
OG0001773	HEL_013230-RA, HEL_013231-RA	DPOGS207167-PA
OG0001774	HEL_005680-RA	DPOGS209518-PA, DPOGS209516-PA
OG0001774	HEL_005681-RA	DPOGS209517-PA
OG0001776	HEL_012185-RA	DPOGS207757-PA
