Orthogroup	Heliconius_erato_lativitta	Heliconius_melpomene_melpomene
OG0001442	HEL_010705-RA	HMEL011914g1.t1
OG0001446	HEL_000927-RA, HEL_000928-RA, HEL_000926-RA, HEL_000925-RA	HMEL017847g1.t1
OG0001447	HEL_013306-RA	HMEL005406g1.t1
OG0001448	HEL_001994-RA, HEL_001993-RA	HMEL015712g1.t1
OG0001449	HEL_007933-RA	HMEL005769g1.t1, HMEL003260g1.t1
OG0001452	HEL_006522-RA, HEL_006527-RA	HMEL032521g1.t1
OG0001454	HEL_002007-RA	HMEL010049g1.t1
OG0001455	HEL_008788-RA	HMEL033872g1.t1
OG0001456	HEL_000905-RA, HEL_000903-RA, HEL_000902-RA	HMEL013679g1.t1
OG0001457	HEL_001601-RA, HEL_001600-RA	HMEL006548g1.t1
OG0001458	HEL_000900-RA	HMEL013678g1.t1
OG0001458	HEL_000901-RA	HMEL022148g1.t1
OG0001459	HEL_000898-RA, HEL_000896-RA	HMEL037574g1.t1
OG0001460	HEL_009642-RA	HMEL002157g1.t1
OG0001461	HEL_013738-RA	HMEL008842g1.t1
OG0001462	HEL_007914-RA, HEL_007913-RA, HEL_007915-RA	HMEL004290g1.t1
OG0001463	HEL_005764-RA	HMEL003422g1.t1
OG0001464	HEL_009186-RA	HMEL012285g1.t1
OG0001465	HEL_005761-RA	HMEL003427g1.t1
OG0001466	HEL_002675-RA	HMEL030790g1.t1
OG0001468	HEL_000365-RA, HEL_000366-RA, HEL_000368-RA	HMEL032190g1.t1
OG0001469	HEL_005747-RA	HMEL008349g1.t1
OG0001470	HEL_000985-RA	HMEL009954g1.t1
OG0001471	HEL_008765-RA	HMEL033860g1.t1
OG0001472	HEL_007903-RA	HMEL008055g1.t1
OG0001473	HEL_013682-RA, HEL_013681-RA	HMEL004569g1.t1
OG0001474	HEL_000610-RA	HMEL009339g1.t1
OG0001475	HEL_000353-RA	HMEL003053g1.t1
OG0001476	HEL_000611-RA	HMEL009340g1.t1
OG0001477	HEL_000350-RA	HMEL032186g1.t1
OG0001477	HEL_000352-RA	HMEL012582g1.t1
OG0001477	HEL_000351-RA	HMEL032185g1.t1
OG0001478	HEL_014444-RA	HMEL031891g1.t1
OG0001478	HEL_014445-RA	HMEL031892g1.t1
OG0001479	HEL_002904-RA	HMEL006707g1.t1
OG0001480	HEL_012715-RA	HMEL036724g1.t1
OG0001480	HEL_012716-RA	HMEL036723g1.t1, HMEL036725g1.t1
OG0001481	HEL_005200-RA	HMEL037918g1.t1
OG0001482	HEL_004846-RA, HEL_004845-RA	HMEL007963g1.t1
OG0001483	HEL_001571-RA, HEL_001572-RA	HMEL031152g1.t1
OG0001484	HEL_008975-RA, HEL_008973-RA, HEL_008974-RA, HEL_008978-RA	HMEL009872g1.t1
OG0001485	HEL_010869-RA	HMEL002517g1.t1
OG0001486	HEL_004271-RA, HEL_004270-RA	HMEL036085g1.t1
OG0001487	HEL_007877-RA	HMEL012051g1.t1
OG0001488	HEL_011876-RA	HMEL013180g1.t1
OG0001489	HEL_004823-RA	HMEL007510g1.t1
OG0001490	HEL_004677-RA	HMEL034496g1.t1
OG0001491	HEL_014607-RA	HMEL005299g1.t1
OG0001492	HEL_007176-RA	HMEL012851g1.t1
OG0001494	HEL_000322-RA	HMEL032144g1.t1
OG0001495	HEL_001834-RA, HEL_001833-RA	HMEL013609g1.t1
OG0001496	HEL_013662-RA	HMEL014221g1.t1
OG0001497	HEL_000323-RA	HMEL011823g1.t1
OG0001498	HEL_001126-RA	HMEL037702g1.t1
OG0001499	HEL_003765-RA	HMEL038091g1.t1
OG0001500	HEL_011583-RA	HMEL022328g1.t1, HMEL016306g1.t1
OG0001501	HEL_004757-RA	HMEL031326g1.t1
OG0001501	HEL_004755-RA	HMEL017985g1.t1
OG0001502	HEL_010783-RA	HMEL012673g1.t1
OG0001503	HEL_009875-RA	HMEL008312g1.t1
OG0001504	HEL_000684-RA	HMEL013747g1.t1
OG0001504	HEL_000683-RA	HMEL037448g1.t1
OG0001505	HEL_002856-RA	HMEL006947g1.t1
OG0001506	HEL_003751-RA, HEL_003756-RA	HMEL038105g1.t1
OG0001507	HEL_001828-RA	HMEL012974g1.t1
OG0001509	HEL_002854-RA	HMEL006950g1.t1
OG0001511	HEL_002851-RA, HEL_002853-RA	HMEL006952g1.t1
OG0001512	HEL_007499-RA	HMEL005396g1.t1
OG0001514	HEL_005562-RA	HMEL006490g1.t1
OG0001515	HEL_002832-RA	HMEL013345g1.t1
OG0001516	HEL_001066-RA, HEL_001069-RA	HMEL016503g1.t1
OG0001517	HEL_003741-RA	HMEL021872g1.t1
OG0001518	HEL_010961-RA	HMEL016921g1.t1
OG0001522	HEL_002982-RA	HMEL011639g1.t1
OG0001523	HEL_002812-RA	HMEL030831g1.t1
OG0001524	HEL_003722-RA, HEL_001151-RA, HEL_003723-RA	HMEL038009g1.t1
OG0001526	HEL_014016-RA	HMEL005553-RA
OG0001529	HEL_001817-RA	HMEL018069g1.t1
OG0001530	HEL_001393-RA	HMEL011731g1.t1
OG0001531	HEL_004710-RA, HEL_004711-RA	HMEL034512g1.t1
OG0001532	HEL_009972-RA	HMEL006869g1.t1
OG0001533	HEL_010465-RA	HMEL005226g1.t1, HMEL035035g1.t1, HMEL036595g1.t1, HMEL031211g1.t1, HMEL007277g1.t1
OG0001534	HEL_013741-RA, HEL_013740-RA	HMEL006579g1.t1
OG0001535	HEL_002783-RA, HEL_002787-RA, HEL_002785-RA, HEL_002784-RA, HEL_002782-RA	HMEL013314g1.t1
OG0001536	HEL_006279-RA, HEL_006282-RA, HEL_006278-RA, HEL_006280-RA, HEL_006283-RA	HMEL008272g1.t1
OG0001537	HEL_010467-RA	HMEL037456g1.t1, HMEL007281g1.t1
OG0001538	HEL_000055-RA	HMEL031995g1.t1
OG0001539	HEL_001339-RA, HEL_001336-RA, HEL_001338-RA, HEL_001337-RA, HEL_001335-RA	HMEL015171g1.t1
OG0001540	HEL_004582-RA	HMEL016677g1.t1
OG0001541	HEL_007452-RA	HMEL006152g1.t1
OG0001542	HEL_009523-RA	HMEL013122g1.t1
OG0001543	HEL_009994-RA	HMEL006852g1.t1
OG0001544	HEL_007449-RA	HMEL004553g1.t1
OG0001545	HEL_006922-RA	HMEL015367g1.t1
OG0001545	HEL_006921-RA	HMEL030667g1.t1
OG0001546	HEL_001077-RA, HEL_001078-RA	HMEL037654g1.t1
OG0001546	HEL_001076-RA	HMEL026005g1.t1
OG0001547	HEL_009519-RA, HEL_009520-RA	HMEL013125g1.t1
OG0001548	HEL_006084-RA, HEL_006083-RA	HMEL017106g1.t1
OG0001549	HEL_000033-RA	HMEL017139g1.t1
OG0001549	HEL_000032-RA	HMEL017140g1.t1
OG0001550	HEL_014472-RA	HMEL008814g1.t1
OG0001551	HEL_003799-RA, HEL_003800-RA, HEL_003796-RA	HMEL004996g1.t1
OG0001552	HEL_001374-RA, HEL_001371-RA	HMEL015141g1.t1
OG0001553	HEL_010008-RA, HEL_010007-RA	HMEL009421g1.t1
OG0001554	HEL_008204-RA	HMEL005016g1.t1
OG0001555	HEL_003034-RA	HMEL006816g1.t1
OG0001556	HEL_003040-RA	HMEL006808g1.t1
OG0001557	HEL_010741-RA	HMEL031578g1.t1
OG0001558	HEL_012354-RA	HMEL007616g1.t1
OG0001559	HEL_012154-RA	HMEL017564g1.t1
OG0001560	HEL_001110-RA	HMEL037674g1.t1
OG0001562	HEL_012174-RA	HMEL011949g1.t1
OG0001563	HEL_013654-RA	HMEL011363g1.t1
OG0001564	HEL_000258-RA	HMEL007504g1.t1
OG0001564	HEL_000259-RA	HMEL005447g1.t1
OG0001565	HEL_013183-RA	HMEL008155g1.t1
OG0001567	HEL_012394-RA	HMEL014556g1.t1
OG0001568	HEL_006859-RA	HMEL006080g1.t1
OG0001569	HEL_001039-RA	HMEL020641g1.t1
OG0001570	HEL_012389-RA	HMEL004837g1.t1
OG0001571	HEL_006335-RA, HEL_006338-RA, HEL_006340-RA	HMEL034777g1.t1
OG0001572	HEL_000003-RA	HMEL031983g1.t1
OG0001573	HEL_000226-RA	HMEL032085g1.t1
OG0001575	HEL_013470-RA	HMEL038217g1.t1
OG0001576	HEL_007398-RA	HMEL002079g1.t1
OG0001577	HEL_001433-RA	HMEL031107g1.t1
OG0001578	HEL_006780-RA, HEL_006781-RA	HMEL030889g1.t1
OG0001579	HEL_001439-RA	HMEL003344-RA
OG0001580	HEL_007234-RA	HMEL009715g1.t1
OG0001581	HEL_001326-RA, HEL_001325-RA	HMEL015180g1.t1
OG0001582	HEL_001322-RA	HMEL031064g1.t1
OG0001583	HEL_005948-RA	HMEL014990g1.t1
OG0001584	HEL_001318-RA	HMEL015185g1.t1
OG0001585	HEL_007030-RA, HEL_007032-RA, HEL_007031-RA	HMEL012101g1.t1
OG0001586	HEL_005940-RA	HMEL014998g1.t1
OG0001587	HEL_008106-RA, HEL_008105-RA	HMEL006750g1.t1
OG0001587	HEL_008104-RA	HMEL006749g1.t1
OG0001588	HEL_007243-RA	HMEL036327g1.t1
OG0001589	HEL_013581-RA	HMEL036820g1.t1
OG0001591	HEL_008579-RA	HMEL002752g1.t1
OG0001591	HEL_008580-RA	HMEL017468g1.t1
OG0001592	HEL_012379-RA	HMEL036027g1.t1
OG0001593	HEL_006799-RA, HEL_006798-RA	HMEL015947g1.t1
OG0001594	HEL_010979-RA, HEL_010981-RA, HEL_010980-RA	HMEL007749g1.t1
OG0001595	HEL_003898-RA	HMEL010115g1.t1
OG0001596	HEL_000992-RA, HEL_000991-RA	HMEL037603g1.t1
OG0001596	HEL_000990-RA	HMEL037602g1.t1
OG0001597	HEL_003131-RA	HMEL011387g1.t1
OG0001598	HEL_013435-RA, HEL_013438-RA	HMEL009428g1.t1
OG0001600	HEL_012602-RA	HMEL003438g1.t1
OG0001601	HEL_010651-RA	HMEL004766g1.t1
OG0001602	HEL_007214-RA	HMEL017425g1.t1
OG0001603	HEL_012657-RA	HMEL010618g1.t1
OG0001604	HEL_013355-RA	HMEL014373g1.t1
OG0001605	HEL_014173-RA	HMEL015465g1.t1
OG0001607	HEL_001265-RA	HMEL015290g1.t1
OG0001608	HEL_009768-RA, HEL_009767-RA	HMEL037712g1.t1
OG0001609	HEL_005883-RA, HEL_005881-RA	HMEL030026g1.t1
OG0001611	HEL_010686-RA	HMEL015997g1.t1
OG0001612	HEL_011513-RA, HEL_011512-RA	HMEL000061g1.t1
OG0001613	HEL_011503-RA	HMEL032689g1.t1
OG0001614	HEL_005870-RA	HMEL003784g1.t1
OG0001615	HEL_012930-RA, HEL_012931-RA	HMEL010621g1.t1
OG0001616	HEL_012050-RA	HMEL020101g1.t1, HMEL036871g1.t1
OG0001617	HEL_010298-RA	HMEL037119g1.t1
OG0001618	HEL_010300-RA	HMEL037120g1.t1
OG0001619	HEL_006209-RA	HMEL003013g1.t1
OG0001619	HEL_006210-RA	HMEL006294g1.t1
OG0001620	HEL_008628-RA, HEL_008627-RA, HEL_008629-RA, HEL_008626-RA	HMEL014313g1.t1
OG0001621	HEL_011945-RA	HMEL003531g1.t1
OG0001623	HEL_001204-RA, HEL_001203-RA	HMEL015222g1.t1
OG0001624	HEL_009606-RA, HEL_009604-RA	HMEL002679-RA
OG0001625	HEL_013076-RA	HMEL035985g1.t1
OG0001625	HEL_013077-RA	HMEL035986g1.t1
OG0001626	HEL_003211-RA	HMEL006157g1.t1
OG0001627	HEL_009601-RA	HMEL002683g1.t1
OG0001628	HEL_006650-RA	HMEL009179g1.t1
OG0001630	HEL_011426-RA	HMEL002017g1.t1
OG0001630	HEL_011427-RA	HMEL032674g1.t1
OG0001631	HEL_006654-RA	HMEL009186g1.t1
OG0001632	HEL_008540-RA	HMEL003126g1.t1
OG0001635	HEL_011969-RA	HMEL012324g1.t1
OG0001635	HEL_011970-RA	HMEL014796g1.t1
OG0001636	HEL_006681-RA	HMEL009211g1.t1
OG0001637	HEL_010353-RA	HMEL017754-RA
OG0001638	HEL_008351-RA	HMEL033388g1.t1
OG0001640	HEL_010362-RA	HMEL037155g1.t1
OG0001641	HEL_008357-RA	HMEL013273g1.t1
OG0001641	HEL_008369-RA	HMEL033395g1.t1
OG0001642	HEL_008368-RA	HMEL013264g1.t1
OG0001643	HEL_001144-RA	HMEL031002g1.t1
OG0001644	HEL_007146-RA	HMEL017948g1.t1
OG0001645	HEL_008487-RA	HMEL017359g1.t1
OG0001647	HEL_012805-RA	HMEL013105g1.t1
OG0001648	HEL_008486-RA	HMEL030593g1.t1
OG0001648	HEL_008484-RA	HMEL030591g1.t1
OG0001649	HEL_004482-RA, HEL_004483-RA	HMEL007097g1.t1
OG0001650	HEL_003280-RA, HEL_003279-RA	HMEL033123g1.t1
OG0001651	HEL_008375-RA, HEL_008378-RA	HMEL013258g1.t1
OG0001652	HEL_008373-RA	HMEL013261g1.t1
OG0001653	HEL_011637-RA	HMEL006882g1.t1
OG0001656	HEL_004827-RA	HMEL007516g1.t1
OG0001656	HEL_004829-RA	HMEL007518g1.t1
OG0001658	HEL_004857-RA	HMEL033793g1.t1
OG0001658	HEL_004858-RA	HMEL031354g1.t1
OG0001658	HEL_004856-RA	HMEL003607g1.t1
OG0001659	HEL_009811-RA, HEL_009812-RA	HMEL013941g1.t1
OG0001660	HEL_009987-RA, HEL_009988-RA, HEL_009989-RA, HEL_009991-RA, HEL_009990-RA	HMEL006855g1.t1
OG0001661	HEL_007068-RA	HMEL008797g1.t1
OG0001661	HEL_010503-RA, HEL_007067-RA, HEL_013529-RA, HEL_014337-RA, HEL_000233-RA, HEL_013423-RA, HEL_013579-RA, HEL_010500-RA, HEL_013528-RA	HMEL022241g1.t1, HMEL008810g1.t1
OG0001662	HEL_003366-RA	HMEL014508g1.t1
OG0001670	HEL_010056-RA	HMEL015026g1.t1
OG0001672	HEL_013179-RA, HEL_013177-RA, HEL_013180-RA, HEL_013178-RA	HMEL004018g1.t1
OG0001673	HEL_004888-RA	HMEL016816g1.t1
OG0001674	HEL_000541-RA	HMEL011251g1.t1
OG0001675	HEL_008968-RA	HMEL033641g1.t1
OG0001676	HEL_011852-RA	HMEL006197g1.t1
OG0001678	HEL_001696-RA, HEL_001695-RA	HMEL015080g1.t1
OG0001679	HEL_006972-RA	HMEL014875g1.t1
OG0001680	HEL_012506-RA	HMEL010289g1.t1
OG0001681	HEL_004168-RA	HMEL013221g1.t1
OG0001682	HEL_007333-RA	HMEL036377g1.t1
OG0001683	HEL_011014-RA	HMEL008376g1.t1
OG0001684	HEL_011013-RA	HMEL008377g1.t1
OG0001685	HEL_002184-RA	HMEL014531g1.t1
OG0001686	HEL_011848-RA	HMEL006188-RA
OG0001687	HEL_011015-RA	HMEL008375g1.t1
OG0001688	HEL_007330-RA	HMEL014602g1.t1, HMEL036376g1.t1
OG0001689	HEL_013050-RA	HMEL010809g1.t1
OG0001690	HEL_005081-RA, HEL_005075-RA	HMEL007410g1.t1
OG0001691	HEL_012681-RA	HMEL004470g1.t1
OG0001692	HEL_012687-RA	HMEL012787g1.t1
OG0001693	HEL_002149-RA	HMEL003868g1.t1
OG0001695	HEL_003478-RA	HMEL022579g1.t1
OG0001695	HEL_003476-RA	HMEL022656g1.t1
OG0001696	HEL_014059-RA	HMEL017653g1.t1
OG0001697	HEL_009473-RA	HMEL007829g1.t1
OG0001698	HEL_004014-RA	HMEL034009g1.t1
OG0001699	HEL_004012-RA, HEL_004013-RA	HMEL034007g1.t1
OG0001700	HEL_014530-RA	HMEL013466g1.t1, HMEL002734g1.t1
OG0001702	HEL_012678-RA	HMEL004472g1.t1
OG0001703	HEL_012097-RA	HMEL009821g1.t1, HMEL033426g1.t1
OG0001704	HEL_013045-RA	HMEL022523g1.t1
OG0001705	HEL_003388-RA	HMEL016375g1.t1
OG0001706	HEL_004025-RA	HMEL010152g1.t1
OG0001707	HEL_013047-RA	HMEL022501g1.t1
OG0001709	HEL_012527-RA, HEL_012530-RA	HMEL002991g1.t1
OG0001710	HEL_009221-RA	HMEL003231g1.t1
OG0001711	HEL_005384-RA	HMEL006069g1.t1
OG0001713	HEL_002199-RA	HMEL014145g1.t1
OG0001714	HEL_005386-RA	HMEL006071g1.t1
OG0001715	HEL_007618-RA, HEL_007619-RA, HEL_007625-RA, HEL_007621-RA	HMEL031787g1.t1
OG0001716	HEL_007615-RA, HEL_007624-RA, HEL_007616-RA	HMEL021844g1.t1
OG0001717	HEL_005314-RA	HMEL014765g1.t1
OG0001718	HEL_005087-RA, HEL_005086-RA	HMEL037832g1.t1
OG0001719	HEL_013049-RA	HMEL010808g1.t1
OG0001720	HEL_014453-RA	HMEL032403g1.t1
OG0001721	HEL_005392-RA	HMEL015557g1.t1
OG0001722	HEL_005307-RA	HMEL014760g1.t1
OG0001723	HEL_005292-RA, HEL_005295-RA, HEL_005294-RA	HMEL010067g1.t1
OG0001724	HEL_010490-RA, HEL_010492-RA, HEL_010491-RA	HMEL007249g1.t1
OG0001725	HEL_003356-RA	HMEL014498g1.t1
OG0001726	HEL_005402-RA	HMEL004321g1.t1
OG0001727	HEL_012638-RA, HEL_012637-RA	HMEL035386g1.t1
OG0001728	HEL_005277-RA	HMEL010054g1.t1
OG0001728	HEL_005276-RA	HMEL004136g1.t1
OG0001731	HEL_005100-RA	HMEL012076g1.t1, HMEL037843g1.t1
OG0001732	HEL_002215-RA	HMEL010942g1.t1
OG0001734	HEL_005406-RA, HEL_005407-RA	HMEL034432g1.t1
OG0001735	HEL_005255-RA	HMEL004134g1.t1, HMEL002273g1.t1
OG0001736	HEL_010250-RA, HEL_010247-RA, HEL_010248-RA, HEL_010246-RA	HMEL032918g1.t1
OG0001737	HEL_004957-RA	HMEL013208g1.t1
OG0001738	HEL_003977-RA	HMEL014519-RA
OG0001739	HEL_005102-RA	HMEL021960g1.t1, HMEL030447g1.t1, HMEL009803g1.t1, HMEL006003g1.t1
OG0001740	HEL_012407-RA	HMEL030714g1.t1
OG0001742	HEL_012568-RA, HEL_012569-RA	HMEL016003g1.t1
OG0001743	HEL_012570-RA	HMEL016005g1.t1
OG0001744	HEL_010197-RA	HMEL011818g1.t1
OG0001745	HEL_005411-RA	HMEL005250g1.t1
OG0001747	HEL_011658-RA	HMEL035265g1.t1, HMEL035264g1.t1
OG0001750	HEL_013887-RA, HEL_013889-RA	HMEL002059g1.t1
OG0001751	HEL_013062-RA	HMEL010786g1.t1
OG0001752	HEL_013202-RA	HMEL036277g1.t1
OG0001753	HEL_002776-RA	HMEL013310g1.t1
OG0001754	HEL_008995-RA	HMEL008077g1.t1
OG0001755	HEL_002069-RA	HMEL010773g1.t1
OG0001756	HEL_013905-RA	HMEL005376g1.t1
OG0001757	HEL_007782-RA	HMEL009003g1.t1
OG0001758	HEL_013195-RA, HEL_013194-RA, HEL_013192-RA	HMEL003474g1.t1
OG0001759	HEL_014342-RA, HEL_014341-RA	HMEL032960g1.t1
OG0001760	HEL_013512-RA, HEL_013511-RA, HEL_013510-RA, HEL_013513-RA	HMEL003915g1.t1
OG0001761	HEL_013188-RA	HMEL003470g1.t1
OG0001762	HEL_005667-RA	HMEL016022g1.t1
OG0001763	HEL_010200-RA	HMEL017603g1.t1
OG0001764	HEL_003325-RA	HMEL031439g1.t1
OG0001765	HEL_000473-RA	HMEL017672g1.t1
OG0001766	HEL_002086-RA	HMEL006916g1.t1
OG0001767	HEL_000787-RA	HMEL020746g1.t1
OG0001768	HEL_009023-RA, HEL_009024-RA, HEL_009022-RA	HMEL007885g1.t1
OG0001769	HEL_008216-RA	HMEL006360g1.t1
OG0001770	HEL_008887-RA, HEL_008888-RA, HEL_008889-RA	HMEL017542g1.t1
OG0001771	HEL_007131-RA, HEL_007130-RA	HMEL017931g1.t1
OG0001772	HEL_011738-RA, HEL_011737-RA	HMEL004921g1.t1
OG0001773	HEL_013231-RA	HMEL011562g1.t1
OG0001774	HEL_005680-RA	HMEL016272g1.t1
OG0001776	HEL_012185-RA	HMEL011955g1.t1
OG0001777	HEL_007762-RA	HMEL004347g1.t1
OG0001778	HEL_010148-RA	HMEL020608g1.t1
OG0001779	HEL_001784-RA, HEL_001782-RA, HEL_001781-RA, HEL_001785-RA	HMEL010020g1.t1
OG0001780	HEL_007760-RA	HMEL004344g1.t1
OG0001781	HEL_011269-RA	HMEL016120g1.t1
OG0001782	HEL_003541-RA	HMEL012592g1.t1
OG0001784	HEL_011723-RA	HMEL016081g1.t1
OG0001785	HEL_013167-RA	HMEL017401g1.t1
OG0001786	HEL_011272-RA	HMEL016123g1.t1
OG0001787	HEL_005427-RA	HMEL004589g1.t1
OG0001788	HEL_000798-RA	HMEL037492g1.t1
OG0001789	HEL_010141-RA	HMEL005467g1.t1
OG0001790	HEL_013163-RA, HEL_013164-RA	HMEL017406g1.t1
OG0001791	HEL_003593-RA, HEL_003592-RA	HMEL037996g1.t1
OG0001793	HEL_008867-RA	HMEL017524g1.t1
OG0001794	HEL_005045-RA	HMEL016549g1.t1
OG0001795	HEL_011281-RA, HEL_011280-RA	HMEL037352g1.t1
OG0001796	HEL_013159-RA	HMEL017413g1.t1
OG0001797	HEL_008864-RA	HMEL017521g1.t1
OG0001798	HEL_006400-RA	HMEL003392g1.t1
OG0001799	HEL_010572-RA	HMEL017062g1.t1
OG0001800	HEL_006401-RA	HMEL032450g1.t1
OG0001801	HEL_011234-RA	HMEL017519g1.t1
OG0001802	HEL_007791-RA	HMEL008995g1.t1
OG0001803	HEL_001801-RA	HMEL031263g1.t1
OG0001804	HEL_011698-RA, HEL_011699-RA	HMEL015582g1.t1
OG0001805	HEL_010215-RA	HMEL013378g1.t1
OG0001806	HEL_005709-RA	HMEL008251g1.t1
OG0001807	HEL_000506-RA, HEL_000507-RA	HMEL032275g1.t1
OG0001808	HEL_003653-RA, HEL_003652-RA	HMEL038026g1.t1
OG0001808	HEL_003657-RA	HMEL038025g1.t1
OG0001810	HEL_011777-RA	HMEL014411-RA
OG0001811	HEL_004937-RA	HMEL004113g1.t1
OG0001812	HEL_000437-RA	HMEL008452g1.t1, HMEL010716g1.t1
OG0001815	HEL_006412-RA	HMEL032461g1.t1
OG0001816	HEL_008051-RA, HEL_008052-RA	HMEL002475g1.t1
OG0001817	HEL_005727-RA	HMEL036638g1.t1
OG0001819	HEL_013850-RA, HEL_013849-RA, HEL_013846-RA	HMEL037957g1.t1
OG0001820	HEL_002236-RA	HMEL030119g1.t1
OG0001820	HEL_002235-RA, HEL_002233-RA, HEL_002237-RA	HMEL003304g1.t1
OG0001821	HEL_010106-RA	HMEL021549g1.t1
OG0001822	HEL_005609-RA, HEL_005608-RA	HMEL013710g1.t1
OG0001823	HEL_011345-RA	HMEL011193g1.t1
OG0001824	HEL_005818-RA	HMEL015044g1.t1
OG0001825	HEL_011221-RA, HEL_011219-RA	HMEL011487g1.t1
OG0001826	HEL_002545-RA	HMEL004083g1.t1
OG0001827	HEL_001643-RA	HMEL013579g1.t1
OG0001829	HEL_009062-RA	HMEL012550g1.t1
OG0001830	HEL_001688-RA	HMEL010318g1.t1
OG0001831	HEL_002305-RA	HMEL017250g1.t1
OG0001833	HEL_010091-RA	HMEL035332g1.t1
OG0001834	HEL_004648-RA, HEL_004647-RA	HMEL034483g1.t1
OG0001835	HEL_001683-RA	HMEL010326g1.t1
OG0001836	HEL_011828-RA	HMEL006169g1.t1
OG0001838	HEL_000522-RA	HMEL011232g1.t1
OG0001839	HEL_002555-RA	HMEL016358g1.t1
OG0001840	HEL_000516-RA, HEL_000515-RA	HMEL011229g1.t1
OG0001841	HEL_009088-RA, HEL_009086-RA, HEL_009087-RA	HMEL035026g1.t1
OG0001842	HEL_000420-RA	HMEL007320g1.t1
OG0001842	HEL_000421-RA, HEL_000419-RA	HMEL002266g1.t1
OG0001843	HEL_005003-RA	HMEL008736g1.t1
OG0001844	HEL_007064-RA	HMEL016624g1.t1
OG0001845	HEL_014027-RA	HMEL033919g1.t1
OG0001846	HEL_010834-RA, HEL_010830-RA, HEL_010833-RA, HEL_010832-RA, HEL_010836-RA	HMEL017479-RA
OG0001847	HEL_000411-RA, HEL_000413-RA, HEL_000412-RA, HEL_000410-RA	HMEL009735g1.t1
OG0001849	HEL_014025-RA	HMEL021836g1.t1, HMEL033917g1.t1, HMEL033911g1.t1
OG0001850	HEL_010087-RA	HMEL035326g1.t1
OG0001851	HEL_014224-RA, HEL_014223-RA	HMEL016476g1.t1
OG0001852	HEL_009269-RA	HMEL016953g1.t1
OG0001852	HEL_009274-RA, HEL_009273-RA	HMEL034591g1.t1
OG0001853	HEL_014020-RA, HEL_014024-RA, HEL_014019-RA, HEL_014022-RA	HMEL033915g1.t1
OG0001855	HEL_010819-RA, HEL_010822-RA, HEL_010821-RA, HEL_010820-RA	HMEL017486g1.t1
OG0001857	HEL_002578-RA	HMEL014127g1.t1
OG0001858	HEL_009757-RA	HMEL008380g1.t1
OG0001860	HEL_013239-RA	HMEL017740g1.t1
OG0001860	HEL_013238-RA	HMEL011796g1.t1
OG0001861	HEL_005021-RA	HMEL016573g1.t1
OG0001862	HEL_007978-RA	HMEL016421g1.t1
OG0001863	HEL_007714-RA	HMEL031836g1.t1, HMEL004638g1.t1
OG0001864	HEL_005024-RA	HMEL007886g1.t1
OG0001865	HEL_009426-RA	HMEL014339g1.t1
OG0001866	HEL_002349-RA	HMEL017203g1.t1
OG0001867	HEL_011173-RA	HMEL022616g1.t1
OG0001868	HEL_000405-RA	HMEL011443g1.t1
OG0001869	HEL_004334-RA	HMEL025054-RA
OG0001870	HEL_009107-RA, HEL_009106-RA	HMEL022556-RA
OG0001871	HEL_004935-RA	HMEL004115g1.t1
OG0001872	HEL_004934-RA	HMEL004116g1.t1
OG0001873	HEL_002599-RA, HEL_002597-RA, HEL_002598-RA, HEL_002601-RA	HMEL014110g1.t1
OG0001874	HEL_003582-RA, HEL_003581-RA	HMEL011895g1.t1
OG0001875	HEL_010964-RA	HMEL020214g1.t1, HMEL016918-RA
OG0001876	HEL_001647-RA	HMEL013583g1.t1
OG0001876	HEL_001652-RA	HMEL022042g1.t1
OG0001877	HEL_013930-RA	HMEL014259g1.t1
OG0001878	HEL_002605-RA	HMEL014104g1.t1
OG0001879	HEL_004930-RA, HEL_004929-RA	HMEL016858g1.t1
OG0001881	HEL_006466-RA	HMEL005519g1.t1
OG0001881	HEL_006463-RA	HMEL005517g1.t1
OG0001882	HEL_009415-RA	HMEL032839g1.t1
OG0001883	HEL_004636-RA	HMEL034474g1.t1
OG0001884	HEL_008014-RA	HMEL008751g1.t1
OG0001885	HEL_013770-RA	HMEL007435g1.t1
OG0001887	HEL_013960-RA	HMEL010739g1.t1
OG0001888	HEL_002618-RA, HEL_002617-RA	HMEL014094g1.t1
OG0001889	HEL_012079-RA	HMEL035739g1.t1, HMEL035867g1.t1
OG0001890	HEL_009409-RA	HMEL032831g1.t1
OG0001891	HEL_000554-RA	HMEL008498g1.t1
OG0001892	HEL_013532-RA	HMEL014159g1.t1
OG0001893	HEL_013534-RA	HMEL014161g1.t1
OG0001894	HEL_009153-RA, HEL_009154-RA	HMEL006224g1.t1
OG0001895	HEL_008100-RA	HMEL034879g1.t1
OG0001896	HEL_013701-RA	HMEL034130g1.t1
OG0001897	HEL_008828-RA	HMEL003191g1.t1
OG0001898	HEL_002980-RA	HMEL011641g1.t1
OG0001899	HEL_006184-RA	HMEL002657g1.t1
OG0001900	HEL_013787-RA, HEL_013786-RA	HMEL036468g1.t1
OG0001901	HEL_009789-RA	HMEL013392g1.t1
OG0001902	HEL_002396-RA	HMEL030220g1.t1
OG0001904	HEL_013788-RA	HMEL016507g1.t1
OG0001905	HEL_002639-RA	HMEL008536g1.t1
OG0001906	HEL_009588-RA	HMEL002699g1.t1
OG0001907	HEL_005142-RA	HMEL037881g1.t1
