Orthogroup	Heliconius_erato_lativitta	Junonia_coenia
OG0001950	HEL_004876-RA	JC_14267-RA, JC_14266-RA
OG0001951	HEL_008768-RA	JC_02580-RA
OG0001953	HEL_007908-RA, HEL_007906-RA	JC_09513-RA
OG0001954	HEL_002432-RA	JC_08191-RA
OG0001955	HEL_007905-RA	JC_10644-RA, JC_09511-RA
OG0001955	HEL_007904-RA	JC_09510-RA
OG0001956	HEL_002011-RA	JC_13042-RA
OG0001958	HEL_004607-RA, HEL_004606-RA	JC_15635-RA
OG0001959	HEL_007037-RA	JC_01847-RA
OG0001960	HEL_007487-RA	JC_03325-RA
OG0001961	HEL_000601-RA	JC_15872-RA
OG0001961	HEL_000602-RA	JC_15873-RA
OG0001962	HEL_006555-RA	JC_10032-RA
OG0001963	HEL_013974-RA	JC_05409-RA
OG0001964	HEL_012283-RA, HEL_012284-RA, HEL_012285-RA	JC_11278-RA
OG0001965	HEL_004855-RA, HEL_004854-RA	JC_14278-RA
OG0001966	HEL_000354-RA	JC_13945-RA
OG0001967	HEL_006158-RA	JC_08894-RA
OG0001968	HEL_008744-RA	JC_02602-RA, JC_02603-RA
OG0001969	HEL_002451-RA	JC_08207-RA
OG0001970	HEL_008743-RA	JC_02605-RA
OG0001971	HEL_004843-RA	JC_14295-RA, JC_14293-RA
OG0001972	HEL_006585-RA	JC_09997-RA
OG0001973	HEL_004291-RA	JC_06440-RA
OG0001974	HEL_008981-RA, HEL_008984-RA	JC_11465-RA
OG0001975	HEL_014552-RA	JC_12229-RA
OG0001976	HEL_007890-RA, HEL_007889-RA	JC_09490-RA
OG0001977	HEL_007556-RA, HEL_007557-RA, HEL_007555-RA	JC_03389-RA
OG0001978	HEL_000624-RA	JC_15853-RA, JC_15852-RA
OG0001979	HEL_000309-RA	JC_13878-RA
OG0001980	HEL_000867-RA	JC_06909-RA, JC_06908-RA
OG0001981	HEL_004831-RA	JC_14241-RA
OG0001982	HEL_010877-RA, HEL_010876-RA	JC_04692-RA
OG0001983	HEL_005635-RA	JC_05391-RA
OG0001985	HEL_009195-RA	JC_03961-RA
OG0001986	HEL_000862-RA	JC_06874-RA
OG0001988	HEL_006148-RA	JC_08878-RA
OG0001989	HEL_004193-RA	JC_16847-RA
OG0001990	HEL_000856-RA	JC_06885-RA
OG0001993	HEL_006601-RA	JC_09967-RA
OG0001994	HEL_006144-RA	JC_08872-RA
OG0001995	HEL_006602-RA, HEL_006603-RA	JC_09961-RA
OG0001996	HEL_004794-RA	JC_14217-RA
OG0001997	HEL_010786-RA	JC_07597-RA, JC_07599-RA, JC_07598-RA
OG0001998	HEL_006604-RA	JC_09958-RA, JC_09959-RA
OG0001999	HEL_004791-RA	JC_14214-RA
OG0002001	HEL_007179-RA	JC_09457-RA
OG0002002	HEL_009906-RA	JC_11681-RA
OG0002003	HEL_012473-RA	JC_11172-RA
OG0002004	HEL_010901-RA	JC_04721-RA, JC_04723-RA
OG0002005	HEL_007537-RA	JC_03374-RA
OG0002006	HEL_007858-RA	JC_09460-RA, JC_09461-RA, JC_09459-RA
OG0002007	HEL_013661-RA	JC_16871-RA
OG0002008	HEL_002880-RA, HEL_002881-RA	JC_01153-RA
OG0002010	HEL_013830-RA, HEL_013829-RA	JC_12360-RA
OG0002011	HEL_007842-RA, HEL_007845-RA, HEL_007844-RA, HEL_007846-RA	JC_09447-RA
OG0002012	HEL_001134-RA	JC_07177-RA
OG0002013	HEL_003666-RA	JC_12367-RA
OG0002014	HEL_000667-RA	JC_15807-RA
OG0002015	HEL_000327-RA	JC_13905-RA
OG0002016	HEL_006125-RA	JC_08856-RA
OG0002017	HEL_011588-RA, HEL_011587-RA, HEL_011586-RA	JC_05943-RA
OG0002018	HEL_004750-RA, HEL_005366-RA	JC_15783-RA
OG0002019	HEL_009575-RA	JC_14686-RA
OG0002020	HEL_001827-RA	JC_13209-RA, JC_13208-RA
OG0002021	HEL_001504-RA	JC_00515-RA
OG0002022	HEL_009566-RA	JC_14679-RA
OG0002024	HEL_010780-RA	JC_07589-RA
OG0002024	HEL_010781-RA	JC_07590-RA
OG0002025	HEL_005848-RA	JC_10759-RA
OG0002026	HEL_001502-RA, HEL_001503-RA	JC_00512-RA
OG0002027	HEL_008684-RA, HEL_008685-RA, HEL_008686-RA, HEL_013241-RA	JC_02669-RA
OG0002028	HEL_008679-RA	JC_02671-RA
OG0002029	HEL_004242-RA	JC_06498-RA
OG0002030	HEL_014108-RA	JC_09837-RA
OG0002031	HEL_001489-RA	JC_00499-RA, JC_04734-RA
OG0002033	HEL_002974-RA	JC_08276-RA
OG0002034	HEL_004238-RA	JC_06499-RA
OG0002035	HEL_006111-RA, HEL_006110-RA	JC_08842-RA
OG0002038	HEL_006356-RA	JC_09432-RA
OG0002039	HEL_007485-RA, HEL_009387-RA, HEL_009386-RA, HEL_007486-RA	JC_03323-RA
OG0002040	HEL_012780-RA, HEL_012778-RA	JC_09891-RA
OG0002041	HEL_006359-RA	JC_09429-RA
OG0002042	HEL_006104-RA	JC_08833-RA
OG0002043	HEL_001470-RA, HEL_001474-RA	JC_00481-RA, JC_00482-RA, JC_00483-RA
OG0002044	HEL_002824-RA, HEL_002823-RA, HEL_002822-RA	JC_01214-RA
OG0002046	HEL_002819-RA, HEL_002818-RA, HEL_002817-RA	JC_01215-RA
OG0002047	HEL_002815-RA, HEL_002814-RA, HEL_002816-RA, HEL_002813-RA	JC_01216-RA
OG0002050	HEL_002803-RA	JC_01231-RA
OG0002051	HEL_010460-RA	JC_02131-RA
OG0002052	HEL_002987-RA	JC_08293-RA
OG0002053	HEL_006367-RA	JC_09413-RA
OG0002054	HEL_000059-RA	JC_04908-RA
OG0002055	HEL_002989-RA	JC_08296-RA
OG0002056	HEL_006372-RA	JC_09411-RA
OG0002057	HEL_006273-RA, HEL_006275-RA, HEL_006274-RA	JC_09408-RA
OG0002058	HEL_002991-RA, HEL_002990-RA	JC_08298-RA
OG0002059	HEL_000283-RA	JC_13820-RA
OG0002060	HEL_002779-RA	JC_01250-RA
OG0002061	HEL_003705-RA	JC_12547-RA
OG0002062	HEL_001342-RA	JC_00322-RA
OG0002063	HEL_009983-RA	JC_11965-RA
OG0002065	HEL_003001-RA	JC_08307-RA
OG0002066	HEL_012761-RA	JC_09916-RA
OG0002068	HEL_010475-RA	JC_02146-RA
OG0002069	HEL_004573-RA, HEL_004576-RA	JC_02700-RA
OG0002070	HEL_007444-RA, HEL_007445-RA, HEL_007446-RA, HEL_007447-RA	JC_03277-RA
OG0002071	HEL_001082-RA	JC_07135-RA
OG0002072	HEL_004568-RA, HEL_004567-RA	JC_02708-RA, JC_02710-RA
OG0002073	HEL_001352-RA	JC_00342-RA, JC_00340-RA
OG0002074	HEL_009516-RA	JC_14748-RA
OG0002075	HEL_012919-RA	JC_05865-RA
OG0002077	HEL_013001-RA	JC_16445-RA
OG0002078	HEL_004561-RA	JC_02719-RA
OG0002078	HEL_004563-RA	JC_02718-RA
OG0002079	HEL_010746-RA, HEL_010747-RA, HEL_010745-RA	JC_07550-RA
OG0002080	HEL_010019-RA	JC_11997-RA
OG0002081	HEL_008197-RA	JC_10357-RA
OG0002082	HEL_005506-RA	JC_05244-RA
OG0002083	HEL_005930-RA	JC_15497-RA
OG0002084	HEL_008195-RA	JC_10361-RA
OG0002085	HEL_004539-RA	JC_02738-RA
OG0002086	HEL_012341-RA, HEL_012340-RA	JC_05563-RA
OG0002087	HEL_006061-RA, HEL_006057-RA, HEL_006058-RA	JC_08788-RA
OG0002088	HEL_006883-RA	JC_13659-RA
OG0002089	HEL_013652-RA	JC_10931-RA
OG0002090	HEL_007417-RA	JC_03250-RA
OG0002091	HEL_013338-RA	JC_12019-RA
OG0002092	HEL_006877-RA	JC_13648-RA
OG0002093	HEL_007413-RA	JC_03243-RA
OG0002093	HEL_007414-RA	JC_03244-RA
OG0002094	HEL_007315-RA	JC_05704-RA
OG0002096	HEL_013347-RA	JC_12026-RA
OG0002097	HEL_007305-RA	JC_05714-RA
OG0002097	HEL_007306-RA	JC_05713-RA
OG0002098	HEL_014148-RA	JC_02942-RA
OG0002099	HEL_002722-RA	JC_01289-RA
OG0002101	HEL_000006-RA	JC_04854-RA
OG0002102	HEL_001397-RA	JC_16172-RA
OG0002102	HEL_001398-RA	JC_00392-RA
OG0002103	HEL_008160-RA	JC_10401-RA
OG0002103	HEL_008161-RA	JC_10400-RA
OG0002104	HEL_006326-RA	JC_09352-RA
OG0002105	HEL_007407-RA	JC_03236-RA
OG0002106	HEL_006327-RA	JC_09349-RA
OG0002107	HEL_003087-RA	JC_08410-RA
OG0002108	HEL_003854-RA	JC_12661-RA, JC_12660-RA, JC_12662-RA
OG0002109	HEL_008595-RA	JC_11130-RA, JC_11129-RA
OG0002110	HEL_006862-RA	JC_13628-RA
OG0002110	HEL_006864-RA	JC_13630-RA
OG0002111	HEL_002718-RA	JC_01293-RA
OG0002112	HEL_008169-RA	JC_10389-RA
OG0002113	HEL_006331-RA	JC_09345-RA, JC_09344-RA, JC_09346-RA
OG0002114	HEL_007264-RA	JC_05769-RA, JC_05767-RA, JC_05768-RA
OG0002116	HEL_013479-RA, HEL_013481-RA	JC_13310-RA
OG0002117	HEL_011006-RA	JC_04847-RA, JC_04845-RA, JC_04846-RA
OG0002118	HEL_007399-RA	JC_03225-RA
OG0002119	HEL_011002-RA	JC_04839-RA
OG0002120	HEL_010598-RA, HEL_010597-RA	JC_08990-RA
OG0002121	HEL_013151-RA, HEL_013152-RA, HEL_013153-RA, HEL_013154-RA	JC_12042-RA
OG0002124	HEL_012230-RA	JC_07733-RA
OG0002125	HEL_010610-RA	JC_09000-RA
OG0002125	HEL_010609-RA	JC_08998-RA
OG0002126	HEL_003083-RA	JC_08405-RA
OG0002127	HEL_007387-RA, HEL_007388-RA	JC_03215-RA, JC_03214-RA
OG0002128	HEL_007028-RA, HEL_007027-RA	JC_01856-RA
OG0002129	HEL_003069-RA	JC_08383-RA
OG0002130	HEL_005944-RA	JC_15385-RA
OG0002132	HEL_007242-RA	JC_05797-RA
OG0002133	HEL_006797-RA, HEL_006794-RA, HEL_006795-RA	JC_01069-RA
OG0002134	HEL_010632-RA, HEL_010628-RA, HEL_010635-RA, HEL_010629-RA	JC_09025-RA
OG0002135	HEL_007033-RA	JC_01851-RA
OG0002136	HEL_004406-RA	JC_02881-RA
OG0002137	HEL_008603-RA	JC_11116-RA
OG0002138	HEL_007221-RA	JC_05821-RA
OG0002139	HEL_005904-RA	JC_15465-RA
OG0002140	HEL_000941-RA, HEL_000938-RA	JC_06986-RA
OG0002141	HEL_009782-RA, HEL_009784-RA, HEL_009783-RA, HEL_009785-RA	JC_07199-RA
OG0002142	HEL_010657-RA	JC_09053-RA
OG0002143	HEL_010660-RA, HEL_010661-RA, HEL_010659-RA, HEL_010658-RA	JC_09054-RA
OG0002144	HEL_010662-RA	JC_09055-RA
OG0002145	HEL_013365-RA, HEL_013361-RA, HEL_013363-RA, HEL_013364-RA, HEL_013362-RA	JC_11766-RA
OG0002146	HEL_011589-RA	JC_04186-RA
OG0002147	HEL_014259-RA, HEL_014260-RA	JC_06625-RA
OG0002148	HEL_001281-RA, HEL_001285-RA, HEL_001286-RA, HEL_001288-RA	JC_00262-RA
OG0002149	HEL_013430-RA, HEL_014610-RA	JC_03157-RA
OG0002150	HEL_013428-RA, HEL_014608-RA	JC_03154-RA
OG0002152	HEL_014128-RA, HEL_014129-RA	JC_09282-RA
OG0002155	HEL_014190-RA, HEL_014189-RA	JC_11792-RA
OG0002156	HEL_000111-RA	JC_04959-RA
OG0002156	HEL_000110-RA	JC_04960-RA
OG0002157	HEL_005929-RA	JC_15395-RA, JC_15476-RA, JC_15394-RA, JC_15477-RA
OG0002158	HEL_008142-RA, HEL_008143-RA	JC_10419-RA
OG0002159	HEL_008657-RA, HEL_008656-RA	JC_11061-RA
OG0002160	HEL_008654-RA	JC_11063-RA
OG0002160	HEL_008653-RA	JC_11064-RA, JC_11065-RA
OG0002161	HEL_011914-RA	JC_07809-RA
OG0002164	HEL_011502-RA	JC_03118-RA
OG0002165	HEL_001247-RA	JC_00218-RA
OG0002166	HEL_008641-RA	JC_11076-RA
OG0002167	HEL_003181-RA	JC_08504-RA
OG0002168	HEL_011925-RA	JC_07825-RA
OG0002170	HEL_007081-RA	JC_01795-RA
OG0002171	HEL_011931-RA	JC_07833-RA, JC_07832-RA
OG0002173	HEL_008623-RA	JC_11098-RA
OG0002174	HEL_011478-RA, HEL_011477-RA	JC_03094-RA
OG0002175	HEL_005863-RA	JC_15407-RA
OG0002177	HEL_009837-RA, HEL_009836-RA	JC_07241-RA, JC_07240-RA
OG0002178	HEL_003205-RA	JC_08518-RA
OG0002178	HEL_003206-RA	JC_08519-RA
OG0002179	HEL_003207-RA	JC_08520-RA
OG0002180	HEL_010034-RA	JC_04361-RA
OG0002180	HEL_010035-RA	JC_04365-RA
OG0002181	HEL_011446-RA	JC_03066-RA
OG0002182	HEL_012267-RA	JC_11271-RA
OG0002183	HEL_004440-RA	JC_02831-RA
OG0002184	HEL_011429-RA, HEL_011428-RA	JC_01916-RA
OG0002185	HEL_004445-RA, HEL_004444-RA	JC_02830-RA
OG0002186	HEL_011419-RA	JC_03042-RA
OG0002188	HEL_010343-RA	JC_09135-RA
OG0002188	HEL_010344-RA	JC_09134-RA
OG0002189	HEL_008523-RA, HEL_008525-RA, HEL_008526-RA	JC_13454-RA
OG0002190	HEL_008518-RA	JC_13448-RA, JC_13449-RA
OG0002191	HEL_011984-RA	JC_07892-RA, JC_07893-RA
OG0002192	HEL_010397-RA	JC_01694-RA
OG0002193	HEL_010356-RA, HEL_010357-RA	JC_09153-RA
OG0002194	HEL_011992-RA, HEL_011991-RA	JC_07902-RA
OG0002195	HEL_008355-RA	JC_11907-RA
OG0002197	HEL_001166-RA	JC_00114-RA
OG0002200	HEL_001149-RA	JC_09807-RA
OG0002201	HEL_001147-RA	JC_00096-RA
OG0002202	HEL_010372-RA	JC_09164-RA
OG0002203	HEL_007147-RA	JC_01680-RA
OG0002205	HEL_010422-RA	JC_01654-RA
OG0002206	HEL_004469-RA	JC_02800-RA
OG0002207	HEL_004471-RA	JC_02797-RA
OG0002207	HEL_004473-RA	JC_02798-RA
OG0002208	HEL_012815-RA, HEL_012817-RA	JC_02972-RA
OG0002209	HEL_013108-RA	JC_00069-RA
OG0002211	HEL_003281-RA	JC_08581-RA
OG0002212	HEL_008389-RA	JC_11613-RA
OG0002213	HEL_004495-RA, HEL_004493-RA, HEL_004494-RA, HEL_004492-RA	JC_02774-RA
OG0002214	HEL_004499-RA, HEL_004497-RA, HEL_004498-RA	JC_02771-RA
OG0002216	HEL_007151-RA	JC_01728-RA
OG0002217	HEL_003252-RA, HEL_003253-RA	JC_08559-RA
OG0002218	HEL_003248-RA	JC_08554-RA
OG0002219	HEL_008469-RA	JC_13366-RA, JC_13367-RA
OG0002220	HEL_008453-RA	JC_13357-RA, JC_13355-RA
OG0002223	HEL_007121-RA	JC_01745-RA
OG0002224	HEL_006753-RA	JC_01012-RA, JC_01014-RA
OG0002225	HEL_013413-RA, HEL_013410-RA, HEL_013411-RA, HEL_013412-RA	JC_00001-RA
OG0002227	HEL_002921-RA, HEL_002922-RA, HEL_002923-RA, HEL_002920-RA, HEL_002926-RA	JC_01117-RA
OG0002228	HEL_004650-RA	JC_15695-RA
OG0002229	HEL_003880-RA	JC_15172-RA
OG0002230	HEL_008464-RA	JC_13361-RA, JC_13362-RA
OG0002231	HEL_011265-RA, HEL_011264-RA	JC_06501-RA
OG0002232	HEL_012436-RA	JC_01535-RA
OG0002232	HEL_012438-RA	JC_01532-RA
OG0002233	HEL_007225-RA, HEL_007224-RA	JC_05811-RA
OG0002233	HEL_007226-RA	JC_05812-RA
OG0002234	HEL_010722-RA	JC_07519-RA
OG0002235	HEL_007365-RA, HEL_007368-RA	JC_03190-RA
OG0002236	HEL_003448-RA	JC_07291-RA, JC_07289-RA, JC_07288-RA, JC_07292-RA, JC_07295-RA, JC_07297-RA, JC_07287-RA, JC_07299-RA
OG0002238	HEL_006530-RA	JC_10055-RA
OG0002239	HEL_009507-RA, HEL_009508-RA	JC_14554-RA, JC_14543-RA, JC_14556-RA, JC_14540-RA, JC_09670-RA, JC_09300-RA, JC_12872-RA, JC_11144-RA, JC_14579-RA, JC_15599-RA
OG0002240	HEL_001772-RA, HEL_001769-RA, HEL_001768-RA, HEL_001770-RA, HEL_001771-RA	JC_00794-RA
OG0002247	HEL_008821-RA	JC_02525-RA
OG0002248	HEL_000343-RA	JC_13936-RA
OG0002250	HEL_005361-RA	JC_05600-RA
OG0002251	HEL_009472-RA	JC_03528-RA
OG0002253	HEL_005360-RA	JC_05599-RA
OG0002254	HEL_007346-RA, HEL_007345-RA	JC_05679-RA
OG0002256	HEL_003424-RA	JC_14657-RA
OG0002257	HEL_003495-RA	JC_07357-RA
OG0002258	HEL_011011-RA	JC_06338-RA
OG0002259	HEL_002275-RA	JC_07974-RA, JC_07973-RA
OG0002260	HEL_005070-RA	JC_12826-RA
OG0002260	HEL_005069-RA	JC_12827-RA
OG0002261	HEL_004169-RA	JC_17046-RA, JC_17045-RA
OG0002262	HEL_004087-RA, HEL_004088-RA	JC_17120-RA
OG0002263	HEL_004635-RA	JC_15673-RA
OG0002264	HEL_009465-RA	JC_03515-RA
OG0002265	HEL_001893-RA	JC_13130-RA
OG0002266	HEL_012686-RA	JC_16188-RA
OG0002267	HEL_006975-RA	JC_01613-RA
OG0002268	HEL_003481-RA	JC_07344-RA
OG0002269	HEL_014060-RA	JC_10266-RA
OG0002270	HEL_009290-RA, HEL_009291-RA	JC_14983-RA
OG0002271	HEL_001721-RA	JC_00732-RA
OG0002272	HEL_007742-RA	JC_08666-RA
OG0002273	HEL_013029-RA	JC_16789-RA
OG0002274	HEL_010162-RA	JC_09729-RA
OG0002274	HEL_010163-RA	JC_09727-RA
OG0002275	HEL_003401-RA	JC_14627-RA
OG0002276	HEL_010737-RA	JC_07535-RA
OG0002277	HEL_012696-RA	JC_16220-RA
OG0002278	HEL_005372-RA	JC_15578-RA
OG0002279	HEL_009478-RA, HEL_009477-RA	JC_03532-RA
OG0002280	HEL_009479-RA, HEL_008012-RA	JC_03534-RA
OG0002281	HEL_009480-RA	JC_03533-RA
OG0002282	HEL_003398-RA	JC_14618-RA
OG0002283	HEL_004037-RA, HEL_004036-RA	JC_17170-RA
OG0002284	HEL_009481-RA	JC_03536-RA
OG0002286	HEL_008943-RA, HEL_008945-RA, HEL_008944-RA	JC_11498-RA
OG0002287	HEL_005396-RA, HEL_005378-RA	JC_15566-RA
OG0002288	HEL_010155-RA	JC_09736-RA
OG0002289	HEL_002192-RA	JC_15218-RA
OG0002290	HEL_012093-RA	JC_01957-RA
OG0002291	HEL_000710-RA, HEL_000709-RA, HEL_000712-RA	JC_06706-RA
OG0002293	HEL_002242-RA	JC_07931-RA
OG0002294	HEL_003387-RA	JC_14606-RA
OG0002295	HEL_004026-RA	JC_17154-RA
OG0002296	HEL_004000-RA, HEL_003999-RA	JC_02392-RA
OG0002297	HEL_006988-RA	JC_01599-RA
OG0002298	HEL_009218-RA	JC_15049-RA
OG0002299	HEL_009224-RA, HEL_009223-RA	JC_15045-RA
OG0002300	HEL_001715-RA	JC_00722-RA
OG0002302	HEL_013056-RA	JC_16697-RA
OG0002303	HEL_004034-RA	JC_17164-RA
OG0002304	HEL_013055-RA	JC_16700-RA
OG0002305	HEL_009656-RA	JC_02269-RA
OG0002306	HEL_003987-RA	JC_02379-RA
OG0002307	HEL_003986-RA	JC_02376-RA
OG0002308	HEL_007623-RA, HEL_007622-RA, HEL_007617-RA	JC_04449-RA
OG0002309	HEL_013732-RA	JC_11220-RA
OG0002310	HEL_012662-RA	JC_16239-RA
OG0002311	HEL_013054-RA	JC_16701-RA
OG0002312	HEL_005388-RA	JC_15550-RA
OG0002313	HEL_009229-RA	JC_15039-RA
OG0002314	HEL_003449-RA	JC_07303-RA
OG0002315	HEL_000464-RA	JC_14073-RA, JC_14074-RA
OG0002316	HEL_003373-RA	JC_14586-RA
OG0002317	HEL_011297-RA	JC_16709-RA
OG0002318	HEL_002048-RA	JC_13008-RA
OG0002319	HEL_007293-RA	JC_05722-RA
OG0002321	HEL_014460-RA	JC_10282-RA
OG0002322	HEL_014462-RA	JC_10283-RA
OG0002323	HEL_002050-RA	JC_13005-RA
OG0002323	HEL_002051-RA	JC_13004-RA
OG0002324	HEL_007610-RA	JC_04455-RA
OG0002325	HEL_011675-RA	JC_16712-RA
OG0002326	HEL_002207-RA	JC_15199-RA, JC_15200-RA
OG0002327	HEL_007606-RA	JC_04457-RA
OG0002328	HEL_012652-RA	JC_16201-RA
OG0002329	HEL_002060-RA, HEL_002056-RA	JC_12999-RA
OG0002330	HEL_012647-RA	JC_16205-RA
OG0002331	HEL_007604-RA	JC_04459-RA, JC_04458-RA
OG0002332	HEL_008991-RA	JC_11507-RA
OG0002333	HEL_012567-RA	JC_10514-RA
OG0002334	HEL_002214-RA	JC_15187-RA
OG0002335	HEL_012401-RA	JC_01589-RA, JC_01590-RA
OG0002336	HEL_012640-RA	JC_16213-RA
OG0002337	HEL_007806-RA	JC_08945-RA
OG0002338	HEL_010193-RA	JC_09759-RA
OG0002339	HEL_012406-RA	JC_01582-RA
OG0002340	HEL_003974-RA	JC_02355-RA
OG0002341	HEL_002067-RA, HEL_002064-RA	JC_12987-RA
OG0002342	HEL_004069-RA	JC_17101-RA
OG0002344	HEL_013506-RA, HEL_013505-RA	JC_14893-RA
OG0002346	HEL_014590-RA	JC_12433-RA
OG0002348	HEL_005418-RA, HEL_005416-RA, HEL_005417-RA	JC_15587-RA
OG0002349	HEL_003351-RA	JC_14560-RA
OG0002350	HEL_003614-RA	JC_12422-RA
OG0002351	HEL_004077-RA, HEL_004076-RA	JC_17071-RA
OG0002352	HEL_013507-RA	JC_14891-RA
OG0002354	HEL_009661-RA	JC_02258-RA
OG0002354	HEL_009660-RA	JC_02259-RA
OG0002355	HEL_005260-RA	JC_05518-RA
OG0002356	HEL_011767-RA, HEL_011766-RA	JC_16578-RA, JC_16543-RA
OG0002357	HEL_011762-RA	JC_16566-RA
OG0002358	HEL_007777-RA, HEL_007779-RA, HEL_007778-RA	JC_08693-RA
OG0002360	HEL_004082-RA	JC_17075-RA
OG0002361	HEL_012419-RA	JC_01559-RA
OG0002362	HEL_003326-RA	JC_14527-RA
OG0002363	HEL_009011-RA, HEL_009012-RA, HEL_009013-RA	JC_11423-RA
OG0002364	HEL_002078-RA	JC_12977-RA
OG0002365	HEL_011750-RA	JC_16626-RA
OG0002366	HEL_009705-RA	JC_05640-RA, JC_05639-RA
OG0002367	HEL_010526-RA, HEL_010525-RA	JC_03693-RA
OG0002369	HEL_011246-RA, HEL_011247-RA	JC_15996-RA
OG0002371	HEL_000476-RA	JC_14117-RA
OG0002371	HEL_000477-RA	JC_14118-RA
OG0002372	HEL_009027-RA	JC_11413-RA
OG0002373	HEL_010540-RA	JC_03702-RA
OG0002375	HEL_008217-RA	JC_10330-RA, JC_10329-RA
OG0002376	HEL_010543-RA	JC_03704-RA
OG0002377	HEL_013884-RA, HEL_013883-RA	JC_16268-RA
OG0002379	HEL_010152-RA	JC_16270-RA
OG0002380	HEL_004678-RA	JC_15723-RA
OG0002381	HEL_004598-RA	JC_15626-RA, JC_15627-RA
OG0002382	HEL_005682-RA, HEL_005683-RA	JC_10574-RA
OG0002383	HEL_001778-RA	JC_00801-RA
OG0002384	HEL_012432-RA	JC_01542-RA
OG0002386	HEL_003537-RA	JC_07410-RA
OG0002386	HEL_003536-RA	JC_07409-RA
OG0002387	HEL_000793-RA, HEL_000792-RA	JC_06826-RA
OG0002388	HEL_001786-RA	JC_00803-RA
OG0002389	HEL_010146-RA	JC_16282-RA, JC_16281-RA
OG0002390	HEL_002273-RA	JC_07971-RA
OG0002391	HEL_012439-RA	JC_01531-RA
OG0002392	HEL_003601-RA, HEL_003600-RA	JC_12411-RA
OG0002393	HEL_003542-RA	JC_07415-RA
OG0002394	HEL_008876-RA, HEL_008877-RA	JC_11401-RA
OG0002395	HEL_000795-RA	JC_06828-RA
OG0002397	HEL_003953-RA	JC_02326-RA
OG0002398	HEL_007796-RA	JC_08720-RA, JC_08719-RA
OG0002399	HEL_009278-RA	JC_14996-RA
OG0002400	HEL_005038-RA	JC_14503-RA
OG0002402	HEL_004145-RA	JC_03937-RA
OG0002403	HEL_013254-RA	JC_02297-RA
OG0002404	HEL_003545-RA	JC_07421-RA
OG0002405	HEL_011279-RA	JC_16029-RA
OG0002406	HEL_013252-RA, HEL_013253-RA	JC_02296-RA
OG0002407	HEL_011821-RA	JC_14865-RA
OG0002408	HEL_011283-RA, HEL_011282-RA	JC_16033-RA
OG0002409	HEL_006397-RA	JC_10200-RA, JC_10201-RA
OG0002410	HEL_003944-RA	JC_02425-RA
OG0002411	HEL_003588-RA	JC_12400-RA
OG0002412	HEL_013235-RA	JC_02281-RA
OG0002413	HEL_003586-RA	JC_12398-RA
OG0002416	HEL_009365-RA	JC_14903-RA
OG0002416	HEL_009364-RA	JC_14904-RA
OG0002417	HEL_003627-RA	JC_12384-RA
OG0002418	HEL_011696-RA, HEL_011695-RA, HEL_011694-RA	JC_16769-RA
OG0002419	HEL_005061-RA	JC_14474-RA
OG0002420	HEL_000497-RA, HEL_000498-RA, HEL_000499-RA	JC_14147-RA
OG0002421	HEL_010222-RA	JC_09799-RA
OG0002422	HEL_002290-RA, HEL_002287-RA, HEL_002288-RA	JC_08002-RA
OG0002424	HEL_000510-RA	JC_14158-RA
OG0002425	HEL_004136-RA	JC_17086-RA
OG0002426	HEL_002518-RA	JC_01515-RA
OG0002428	HEL_010230-RA	JC_09804-RA
OG0002429	HEL_002126-RA	JC_12938-RA, JC_12939-RA
OG0002430	HEL_002521-RA	JC_01513-RA
OG0002431	HEL_002522-RA	JC_01512-RA
OG0002432	HEL_011774-RA	JC_16588-RA
OG0002433	HEL_009035-RA, HEL_009036-RA	JC_03739-RA
OG0002435	HEL_013503-RA, HEL_013502-RA	JC_14894-RA
OG0002437	HEL_001708-RA	JC_00710-RA
OG0002438	HEL_010116-RA	JC_16402-RA
OG0002439	HEL_010114-RA	JC_16400-RA
OG0002440	HEL_011310-RA	JC_16138-RA, JC_16137-RA
OG0002442	HEL_000430-RA	JC_14030-RA
OG0002443	HEL_006019-RA	JC_08740-RA
OG0002444	HEL_011117-RA	JC_06194-RA, JC_06196-RA
OG0002445	HEL_011784-RA	JC_16683-RA
OG0002446	HEL_010109-RA	JC_16393-RA
OG0002447	HEL_004589-RA	JC_15607-RA
OG0002448	HEL_011073-RA	JC_06209-RA
OG0002449	HEL_002148-RA	JC_12898-RA
OG0002450	HEL_006416-RA	JC_10175-RA
OG0002451	HEL_002150-RA	JC_12897-RA
OG0002452	HEL_002535-RA	JC_01497-RA, JC_01498-RA
OG0002453	HEL_011344-RA	JC_16070-RA
OG0002455	HEL_014049-RA	JC_02455-RA
OG0002456	HEL_004171-RA	JC_17065-RA
OG0002457	HEL_012103-RA	JC_01943-RA
OG0002458	HEL_011839-RA	JC_14844-RA
OG0002459	HEL_006426-RA	JC_10163-RA
OG0002460	HEL_009449-RA	JC_03504-RA
OG0002461	HEL_006430-RA	JC_10161-RA
OG0002462	HEL_011800-RA	JC_16661-RA
OG0002464	HEL_005814-RA, HEL_005813-RA	JC_10726-RA
OG0002465	HEL_005809-RA, HEL_005810-RA, HEL_005811-RA	JC_10725-RA
OG0002466	HEL_006431-RA	JC_10159-RA
OG0002467	HEL_011808-RA	JC_16652-RA, JC_16651-RA
OG0002468	HEL_004651-RA	JC_15665-RA, JC_15698-RA
OG0002469	HEL_004141-RA	JC_17041-RA
