Orthogroup	Maniola_hyperantus	Heliconius_melpomene_melpomene
OG0001112	XP_034828018.1	HMEL010414g1.t1
OG0001114	XP_034825038.1	HMEL011675-RA, HMEL011676-RA, HMEL011677-RA
OG0001115	XP_034836146.1, XP_034836144.1, XP_034836145.1	HMEL030485g1.t1
OG0001116	XP_034825957.1	HMEL013206g1.t1
OG0001117	XP_034838290.1	HMEL013458g1.t1
OG0001118	XP_034824743.1	HMEL031819g1.t1, HMEL020594g1.t1, HMEL031818g1.t1
OG0001119	XP_034830504.1	HMEL000037-RA
OG0001119	XP_034830792.1	HMEL013472g1.t1
OG0001120	XP_034834048.1, XP_034834047.1	HMEL037977g1.t1
OG0001121	XP_034837403.1	HMEL016964g1.t1
OG0001122	XP_034838901.1, XP_034838898.1, XP_034838899.1, XP_034838897.1	HMEL014256g1.t1
OG0001123	XP_034832680.1	HMEL002797g1.t1
OG0001126	XP_034840858.1	HMEL031207g1.t1
OG0001128	XP_034832467.1	HMEL003636g1.t1
OG0001129	XP_034834475.1, XP_034834474.1	HMEL036672g1.t1
OG0001130	XP_034837088.1	HMEL016949g1.t1
OG0001131	XP_034836038.1, XP_034836036.1, XP_034836035.1, XP_034836037.1	HMEL009462g1.t1
OG0001132	XP_034824604.1	HMEL015354g1.t1
OG0001133	XP_034840559.1, XP_034834952.1	HMEL036632g1.t1
OG0001134	XP_034829785.1	HMEL030205g1.t1
OG0001135	XP_034825809.1, XP_034825808.1, XP_034825807.1, XP_034825810.1	HMEL031380g1.t1
OG0001137	XP_034840540.1	HMEL007733g1.t1
OG0001138	XP_034833161.1, XP_034833511.1, XP_034833510.1	HMEL016506g1.t1, HMEL007444g1.t1
OG0001140	XP_034836804.1, XP_034836805.1, XP_034836806.1	HMEL015853g1.t1
OG0001141	XP_034836663.1	HMEL032209g1.t1, HMEL032208g1.t1
OG0001142	XP_034830995.1	HMEL005383g1.t1
OG0001143	XP_034840687.1	HMEL003823g1.t1
OG0001144	XP_034824512.1	HMEL009039g1.t1
OG0001145	XP_034835897.1	HMEL014644g1.t1
OG0001146	XP_034838301.1	HMEL005223g1.t1
OG0001147	XP_034838076.1	HMEL013450g1.t1
OG0001147	XP_034838051.1	HMEL013452g1.t1
OG0001148	XP_034832452.1	HMEL011915g1.t1
OG0001149	XP_034831368.1	HMEL013391g1.t1
OG0001150	XP_034824576.1	HMEL008645g1.t1
OG0001150	XP_034824760.1	HMEL031876g1.t1
OG0001151	XP_034824557.1	HMEL031870g1.t1
OG0001152	XP_034825389.1	HMEL021063g1.t1, HMEL005168g1.t1
OG0001153	XP_034826585.1, XP_034826584.1	HMEL016829g1.t1
OG0001154	XP_034833781.1	HMEL021017g1.t1, HMEL012181g1.t1
OG0001155	XP_034836561.1, XP_034830347.1, XP_034825366.1, XP_034836448.1, XP_034833518.1, XP_034838208.1	HMEL009538g1.t1
OG0001156	XP_034839671.1, XP_034839674.1, XP_034839673.1	HMEL008467g1.t1
OG0001157	XP_034826098.1	HMEL016817g1.t1
OG0001158	XP_034833960.1	HMEL037897g1.t1
OG0001160	XP_034826096.1	HMEL016808g1.t1
OG0001161	XP_034838809.1	HMEL014274g1.t1
OG0001162	XP_034835409.1	HMEL032534g1.t1
OG0001163	XP_034826095.1	HMEL016803g1.t1
OG0001164	XP_034826091.1, XP_034826090.1	HMEL016800g1.t1
OG0001165	XP_034826246.1	HMEL012451g1.t1
OG0001166	XP_034825287.1	HMEL018047g1.t1
OG0001167	XP_034825281.1	HMEL018044g1.t1
OG0001168	XP_034834232.1, XP_034834014.1	HMEL009960g1.t1
OG0001169	XP_034838587.1	HMEL009343g1.t1
OG0001170	XP_034828867.1	HMEL022612g1.t1
OG0001171	XP_034833356.1	HMEL036494g1.t1, HMEL036491g1.t1
OG0001172	XP_034835945.1	HMEL007488g1.t1
OG0001173	XP_034837183.1, XP_034837184.1	HMEL034637g1.t1
OG0001174	XP_034833042.1	HMEL033651g1.t1
OG0001175	XP_034834051.1	HMEL037926g1.t1, HMEL037923g1.t1
OG0001176	XP_034824477.1, XP_034824482.1, XP_034824476.1	HMEL031902g1.t1
OG0001177	XP_034840319.1, XP_034840327.1	HMEL012494g1.t1
OG0001178	XP_034837294.1	HMEL013178g1.t1
OG0001179	XP_034830210.1	HMEL005366g1.t1
OG0001180	XP_034841316.1, XP_034841315.1, XP_034841314.1	HMEL015680g1.t1
OG0001181	XP_034826072.1	HMEL031340g1.t1
OG0001183	XP_034829358.1, XP_034829357.1	HMEL002563g1.t1
OG0001184	XP_034834353.1	HMEL035756g1.t1
OG0001187	XP_034829367.1	HMEL002556-RA
OG0001188	XP_034831673.1, XP_034831671.1, XP_034831672.1	HMEL011054g1.t1
OG0001189	XP_034834972.1, XP_034834364.1	HMEL036689g1.t1
OG0001190	XP_034830052.1	HMEL014022g1.t1
OG0001191	XP_034827993.1	HMEL033208g1.t1
OG0001192	XP_034824062.1	HMEL006260g1.t1
OG0001193	XP_034836714.1	HMEL002965g1.t1
OG0001194	XP_034835748.1	HMEL003708g1.t1, HMEL003706g1.t1
OG0001195	XP_034832916.1, XP_034833222.1	HMEL020198g1.t1
OG0001196	XP_034840223.1, XP_034840224.1	HMEL005744g1.t1
OG0001197	XP_034831272.1, XP_034831281.1, XP_034831263.1	HMEL013338g1.t1
OG0001198	XP_034834513.1	HMEL036737g1.t1
OG0001199	XP_034834503.1, XP_034834504.1	HMEL036739g1.t1
OG0001200	XP_034833497.1, XP_034833539.1	HMEL010538g1.t1
OG0001201	XP_034838882.1, XP_034838904.1, XP_034838913.1, XP_034838889.1, XP_034838896.1	HMEL013327g1.t1
OG0001202	XP_034828058.1	HMEL014366g1.t1
OG0001203	XP_034836279.1	HMEL012888g1.t1
OG0001204	XP_034837555.1	HMEL015674g1.t1
OG0001205	XP_034831170.1	HMEL009804g1.t1, HMEL008255g1.t1
OG0001206	XP_034840383.1	HMEL002294g1.t1, HMEL002295g1.t1
OG0001207	XP_034840664.1	HMEL035167g1.t1
OG0001208	XP_034825505.1, XP_034825504.1	HMEL016688g1.t1
OG0001209	XP_034836456.1	HMEL013308g1.t1
OG0001210	XP_034830819.1	HMEL022029g1.t1, HMEL022028g1.t1
OG0001211	XP_034834192.1	HMEL005001g1.t1
OG0001212	XP_034832142.1, XP_034832141.1	HMEL014000g1.t1
OG0001214	XP_034835902.1	HMEL007612g1.t1, HMEL007613-RA
OG0001215	XP_034837439.1	HMEL013143g1.t1
OG0001216	XP_034832433.1, XP_034832434.1	HMEL017551g1.t1
OG0001217	XP_034837596.1	HMEL014545g1.t1
OG0001218	XP_034833710.1, XP_034834190.1	HMEL011614g1.t1
OG0001219	XP_034824167.1	HMEL004312g1.t1
OG0001220	XP_034828014.1, XP_034828013.1, XP_034828015.1	HMEL014351g1.t1
OG0001221	XP_034832905.1	HMEL012304g1.t1
OG0001222	XP_034829021.1	HMEL014925g1.t1, HMEL034254g1.t1
OG0001223	XP_034841159.1	HMEL011728g1.t1
OG0001224	XP_034835469.1	HMEL032331g1.t1
OG0001225	XP_034835451.1, XP_034835452.1	HMEL032332g1.t1
OG0001226	XP_034841118.1	HMEL011755g1.t1
OG0001227	XP_034832201.1	HMEL007389g1.t1
OG0001228	XP_034834276.1	HMEL008168g1.t1
OG0001229	XP_034835280.1	HMEL004617g1.t1
OG0001231	XP_034830312.1	HMEL007767g1.t1
OG0001232	XP_034834376.1	HMEL021525g1.t1
OG0001233	XP_034836278.1	HMEL032083g1.t1
OG0001235	XP_034831031.1	HMEL037594g1.t1
OG0001236	XP_034831373.1	HMEL006300g1.t1
OG0001237	XP_034824160.1	HMEL015193g1.t1
OG0001238	XP_034826626.1	HMEL017165g1.t1
OG0001239	XP_034826592.1	HMEL030640g1.t1
OG0001241	XP_034824158.1	HMEL015203g1.t1
OG0001242	XP_034829134.1	HMEL011401g1.t1
OG0001243	XP_034827609.1	HMEL008671g1.t1
OG0001244	XP_034831455.1	HMEL037718g1.t1
OG0001245	XP_034833551.1	HMEL017434g1.t1, HMEL017435g1.t1
OG0001246	XP_034832346.1, XP_034832345.1	HMEL008434g1.t1
OG0001247	XP_034825795.1	HMEL030630g1.t1
OG0001248	XP_034828882.1	HMEL006430g1.t1
OG0001249	XP_034835488.1	HMEL014583g1.t1
OG0001250	XP_034824192.1	HMEL017389g1.t1
OG0001251	XP_034832481.1	HMEL011480g1.t1
OG0001252	XP_034834275.1	HMEL008098g1.t1
OG0001253	XP_034837110.1	HMEL033069g1.t1
OG0001254	XP_034835443.1	HMEL022040g1.t1
OG0001255	XP_034839819.1, XP_034839818.1	HMEL016623g1.t1
OG0001257	XP_034834377.1	HMEL012721g1.t1
OG0001258	XP_034828050.1	HMEL014046g1.t1
OG0001259	XP_034833898.1, XP_034831947.1, XP_034831888.1	HMEL030952g1.t1
OG0001260	XP_034827877.1	HMEL014052g1.t1
OG0001261	XP_034827114.1	HMEL009298g1.t1
OG0001262	XP_034825170.1, XP_034825171.1, XP_034825172.1	HMEL008961g1.t1
OG0001263	XP_034830781.1	HMEL000006-RA, HMEL000004-RA
OG0001264	XP_034826427.1, XP_034826429.1	HMEL003125g1.t1
OG0001265	XP_034824130.1	HMEL004177g1.t1
OG0001266	XP_034826395.1	HMEL022606-RA
OG0001267	XP_034826392.1	HMEL031716g1.t1, HMEL033291g1.t1, HMEL007379g1.t1
OG0001268	XP_034824114.1	HMEL031006g1.t1, HMEL013431g1.t1
OG0001269	XP_034838229.1	HMEL006982g1.t1
OG0001270	XP_034823896.1	HMEL010884g1.t1
OG0001271	XP_034830324.1	HMEL032664g1.t1, HMEL032666g1.t1
OG0001272	XP_034826041.1, XP_034826043.1, XP_034826042.1	HMEL030599g1.t1
OG0001273	XP_034833728.1	HMEL009056g1.t1, HMEL009058g1.t1
OG0001274	XP_034841034.1	HMEL031001g1.t1
OG0001275	XP_034826623.1	HMEL017342g1.t1
OG0001276	XP_034832997.1	HMEL033131g1.t1
OG0001277	XP_034827922.1	HMEL009593g1.t1
OG0001278	XP_034825137.1, XP_034825138.1	HMEL007099g1.t1
OG0001279	XP_034839309.1	HMEL008795g1.t1
OG0001280	XP_034827668.1, XP_034827667.1	HMEL013260g1.t1
OG0001281	XP_034837316.1, XP_034823897.1	HMEL033115g1.t1
OG0001282	XP_034825906.1	HMEL013658g1.t1
OG0001283	XP_034826641.1	HMEL030577g1.t1
OG0001284	XP_034825986.1	HMEL013626g1.t1
OG0001285	XP_034839183.1, XP_034839180.1, XP_034839181.1, XP_034839182.1	HMEL006372g1.t1
OG0001286	XP_034829144.1	HMEL034214g1.t1
OG0001287	XP_034838780.1	HMEL037279g1.t1
OG0001288	XP_034826294.1	HMEL030932g1.t1
OG0001291	XP_034825351.1	HMEL002231g1.t1
OG0001292	XP_034824565.1	HMEL002316g1.t1, HMEL031860g1.t1, HMEL021936g1.t1
OG0001293	XP_034828779.1, XP_034828780.1	HMEL036239g1.t1, HMEL036240g1.t1, HMEL036238g1.t1, HMEL036242g1.t1
OG0001301	XP_034838883.1	HMEL010746g1.t1
OG0001302	XP_034838205.1	HMEL034092g1.t1
OG0001303	XP_034832766.1	HMEL006753g1.t1
OG0001304	XP_034832552.1	HMEL006754g1.t1
OG0001305	XP_034824886.1, XP_034824887.1	HMEL031807g1.t1, HMEL005061g1.t1
OG0001307	XP_034828698.1	HMEL021108g1.t1
OG0001308	XP_034835917.1	HMEL009501g1.t1
OG0001309	XP_034834270.1	HMEL020285g1.t1
OG0001310	XP_034838269.1	HMEL008123g1.t1
OG0001311	XP_034831927.1	HMEL017127g1.t1
OG0001312	XP_034828137.1	HMEL035396g1.t1
OG0001314	XP_034832227.1, XP_034832783.1	HMEL033207g1.t1
OG0001315	XP_034836482.1	HMEL002195g1.t1
OG0001316	XP_034835989.1	HMEL013537g1.t1
OG0001318	XP_034837374.1, XP_034837375.1	HMEL016976g1.t1
OG0001319	XP_034829763.1	HMEL012154g1.t1
OG0001320	XP_034831208.1	HMEL037453g1.t1
OG0001321	XP_034827752.1	HMEL012791g1.t1, HMEL008224g1.t1, HMEL035401g1.t1
OG0001322	XP_034828119.1	HMEL012792g1.t1, HMEL002147g1.t1, HMEL008225g1.t1
OG0001323	XP_034838138.1	HMEL034033g1.t1
OG0001324	XP_034839153.1, XP_034833034.1	HMEL013004g1.t1
OG0001326	XP_034829479.1, XP_034829480.1	HMEL014787g1.t1
OG0001327	XP_034825940.1	HMEL016574g1.t1
OG0001328	XP_034826488.1	HMEL031400g1.t1
OG0001331	XP_034832716.1	HMEL012998g1.t1
OG0001332	XP_034825051.1	HMEL034004g1.t1
OG0001333	XP_034836564.1	HMEL032244g1.t1
OG0001335	XP_034832416.1	HMEL004741g1.t1
OG0001335	XP_034832265.1	HMEL004743g1.t1
OG0001336	XP_034831099.1	HMEL013828g1.t1
OG0001336	XP_034831438.1	HMEL037460g1.t1
OG0001337	XP_034827744.1	HMEL035404g1.t1
OG0001338	XP_034838518.1, XP_034838520.1	HMEL009345g1.t1
OG0001339	XP_034836583.1	HMEL007407g1.t1
OG0001341	XP_034837819.1	HMEL010160g1.t1
OG0001342	XP_034836699.1, XP_034836698.1	HMEL015559g1.t1
OG0001344	XP_034827757.1	HMEL035408g1.t1
OG0001345	XP_034841253.1, XP_034841254.1, XP_034841255.1	HMEL005557g1.t1
OG0001346	XP_034827262.1	HMEL003956g1.t1
OG0001347	XP_034831803.1, XP_034834941.1	HMEL008905g1.t1
OG0001348	XP_034837151.1	HMEL002359g1.t1
OG0001349	XP_034837152.1	HMEL002358g1.t1
OG0001350	XP_034837059.1	HMEL016880g1.t1
OG0001352	XP_034833865.1, XP_034833864.1	HMEL037839g1.t1
OG0001353	XP_034838083.1	HMEL014831g1.t1
OG0001354	XP_034838100.1	HMEL014819g1.t1
OG0001355	XP_034833929.1	HMEL037893g1.t1
OG0001356	XP_034835640.1	HMEL032358g1.t1
OG0001358	XP_034823935.1	HMEL015426g1.t1
OG0001359	XP_034836349.1	HMEL002590g1.t1, HMEL017678g1.t1
OG0001360	XP_034827422.1	HMEL035367g1.t1
OG0001361	XP_034825169.1	HMEL005612g1.t1, HMEL005611g1.t1
OG0001363	XP_034826672.1	HMEL008726g1.t1
OG0001364	XP_034838374.1	HMEL007653g1.t1, HMEL016062g1.t1
OG0001365	XP_034840691.1	HMEL017017g1.t1
OG0001366	XP_034839249.1, XP_034839248.1	HMEL012190g1.t1
OG0001368	XP_034839243.1	HMEL012191g1.t1
OG0001369	XP_034824608.1	HMEL011789g1.t1
OG0001370	XP_034837131.1	HMEL011628g1.t1, HMEL011625g1.t1
OG0001371	XP_034830252.1	HMEL008408g1.t1
OG0001371	XP_034830017.1	HMEL008410g1.t1
OG0001372	XP_034834669.1	HMEL016273g1.t1
OG0001373	XP_034841206.1	HMEL015084g1.t1, HMEL031223g1.t1
OG0001374	XP_034830093.1, XP_034830078.1, XP_034830086.1	HMEL009642g1.t1
OG0001376	XP_034840967.1	HMEL031273g1.t1
OG0001377	XP_034836354.1	HMEL011336g1.t1, HMEL034081g1.t1, HMEL010557g1.t1
OG0001378	XP_034836288.1	HMEL032110g1.t1
OG0001379	XP_034841161.1	HMEL010016g1.t1
OG0001380	XP_034839256.1, XP_034839255.1	HMEL025047g1.t1
OG0001381	XP_034837833.1	HMEL010148g1.t1
OG0001382	XP_034834693.1	HMEL016262g1.t1
OG0001383	XP_034825348.1	HMEL033959g1.t1
OG0001384	XP_034838779.1	HMEL016082g1.t1
OG0001385	XP_034830199.1	HMEL008986g1.t1
OG0001386	XP_034830597.1	HMEL010446g1.t1
OG0001387	XP_034840696.1, XP_034840695.1	HMEL017044g1.t1
OG0001388	XP_034830598.1	HMEL032930g1.t1
OG0001389	XP_034830022.1	HMEL008991g1.t1
OG0001391	XP_034826943.1	HMEL034938g1.t1
OG0001392	XP_034826373.1, XP_034826374.1, XP_034826375.1	HMEL009623g1.t1
OG0001393	XP_034824609.1	HMEL006999g1.t1
OG0001394	XP_034829243.1	HMEL016218g1.t1, HMEL034371g1.t1
OG0001395	XP_034840436.1	HMEL032287g1.t1
OG0001396	XP_034838464.1	HMEL009522g1.t1
OG0001397	XP_034839043.1	HMEL003408g1.t1
OG0001398	XP_034837202.1, XP_034837201.1, XP_034837204.1, XP_034837203.1	HMEL003515g1.t1, HMEL022565g1.t1
OG0001399	XP_034827772.1	HMEL014564g1.t1
OG0001400	XP_034833747.1, XP_034833746.1	HMEL007642g1.t1
OG0001401	XP_034828694.1	HMEL012924g1.t1
OG0001402	XP_034833834.1	HMEL038074g1.t1
OG0001404	XP_034829463.1	HMEL016225g1.t1, HMEL016224g1.t1
OG0001405	XP_034837292.1	HMEL034631g1.t1
OG0001406	XP_034831994.1	HMEL002726g1.t1
OG0001407	XP_034827665.1	HMEL021313g1.t1
OG0001409	XP_034830345.1	HMEL014177g1.t1, HMEL032874g1.t1
OG0001410	XP_034834325.1	HMEL037963g1.t1
OG0001411	XP_034830731.1, XP_034830732.1	HMEL032872g1.t1
OG0001412	XP_034834436.1, XP_034834429.1	HMEL015054g1.t1
OG0001413	XP_034827042.1	HMEL005064g1.t1, HMEL008596g1.t1
OG0001414	XP_034838246.1, XP_034838245.1	HMEL013249g1.t1
OG0001415	XP_034824281.1	HMEL031826g1.t1
OG0001416	XP_034838894.1	HMEL037194g1.t1
OG0001417	XP_034835528.1	HMEL032477g1.t1
OG0001418	XP_034839064.1, XP_034839056.1	HMEL014142g1.t1
OG0001419	XP_034839160.1, XP_034839163.1	HMEL030737g1.t1
OG0001420	XP_034825788.1, XP_034825790.1, XP_034825805.1, XP_034825797.1	HMEL017215g1.t1
OG0001421	XP_034835893.1	HMEL014898g1.t1
OG0001422	XP_034836329.1, XP_034836330.1	HMEL020501g1.t1, HMEL032224g1.t1
OG0001422	XP_034836331.1	HMEL032225g1.t1
OG0001423	XP_034828812.1	HMEL025049-RA
OG0001427	XP_034827000.1	HMEL034838g1.t1
OG0001428	XP_034839670.1	HMEL010553g1.t1
OG0001430	XP_034836040.1	HMEL014632g1.t1
OG0001432	XP_034839655.1	HMEL012734g1.t1, HMEL012221g1.t1
OG0001433	XP_034826630.1	HMEL017163-RA
OG0001434	XP_034835533.1	HMEL032488g1.t1
OG0001435	XP_034840684.1	HMEL003817g1.t1, HMEL004985g1.t1
OG0001436	XP_034838543.1	HMEL037395g1.t1
OG0001437	XP_034826990.1	HMEL008753g1.t1
OG0001438	XP_034840044.1	HMEL035164g1.t1
OG0001439	XP_034824573.1	HMEL005738g1.t1
OG0001440	XP_034833783.1, XP_034833785.1, XP_034833784.1	HMEL008593g1.t1
OG0001441	XP_034830862.1, XP_034830863.1	HMEL008703g1.t1
OG0001442	XP_034832448.1	HMEL011914g1.t1
OG0001443	XP_034837216.1	HMEL008542g1.t1
OG0001445	XP_034838000.1, XP_034838038.1, XP_034838039.1	HMEL013447g1.t1
OG0001446	XP_034831613.1	HMEL017847g1.t1
OG0001447	XP_034824520.1, XP_034824519.1	HMEL005406g1.t1
OG0001448	XP_034836174.1, XP_034836175.1	HMEL015712g1.t1
OG0001449	XP_034840267.1	HMEL005769g1.t1
OG0001449	XP_034827271.1	HMEL003260g1.t1
OG0001450	XP_034835313.1, XP_034835312.1	HMEL032514g1.t1
OG0001451	XP_034830474.1	HMEL008707g1.t1
OG0001452	XP_034835442.1	HMEL032521g1.t1
OG0001453	XP_034838091.1, XP_034837892.1	HMEL034143g1.t1
OG0001454	XP_034835750.1	HMEL006651g1.t1
OG0001455	XP_034825687.1	HMEL033872g1.t1
OG0001456	XP_034831248.1	HMEL013679g1.t1
OG0001457	XP_034823961.1, XP_034823959.1	HMEL006548g1.t1
OG0001458	XP_034831510.1, XP_034831511.1	HMEL013678g1.t1, HMEL022148g1.t1
OG0001459	XP_034831514.1	HMEL037574g1.t1
OG0001460	XP_034839202.1	HMEL002157g1.t1
OG0001461	XP_034838838.1	HMEL008842g1.t1
OG0001462	XP_034827297.1	HMEL004290g1.t1
OG0001463	XP_034834351.1	HMEL003422g1.t1
OG0001464	XP_034840763.1	HMEL012285g1.t1
OG0001465	XP_034834634.1	HMEL003427g1.t1
OG0001466	XP_034830130.1, XP_034830140.1	HMEL030790g1.t1
OG0001467	XP_034838622.1	HMEL037412g1.t1
OG0001468	XP_034836585.1	HMEL032190g1.t1
OG0001469	XP_034834951.1	HMEL008349g1.t1
OG0001470	XP_034831229.1	HMEL005591g1.t1
OG0001471	XP_034825561.1	HMEL033860g1.t1
OG0001472	XP_034827326.1	HMEL008055g1.t1
OG0001473	XP_034838054.1	HMEL004569g1.t1
OG0001474	XP_034838462.1	HMEL009339g1.t1
OG0001475	XP_034836500.1, XP_034836501.1	HMEL003053g1.t1
OG0001476	XP_034838472.1, XP_034838473.1, XP_034838471.1	HMEL009340g1.t1
OG0001477	XP_034836499.1	HMEL032186g1.t1, HMEL012582g1.t1, HMEL032185g1.t1
OG0001478	XP_034824785.1, XP_034824315.1	HMEL031891g1.t1
OG0001478	XP_034824602.1	HMEL031892g1.t1
OG0001479	XP_034836093.1, XP_034836100.1, XP_034836077.1, XP_034836087.1	HMEL006707g1.t1
OG0001480	XP_034834788.1	HMEL036724g1.t1
OG0001481	XP_034834016.1	HMEL037917g1.t1
OG0001482	XP_034826122.1	HMEL007963g1.t1
OG0001483	XP_034840929.1	HMEL031152g1.t1
OG0001484	XP_034833039.1	HMEL009872g1.t1
OG0001486	XP_034828447.1	HMEL036085g1.t1
OG0001487	XP_034827344.1, XP_034826881.1	HMEL012051g1.t1
OG0001488	XP_034837408.1	HMEL013180g1.t1
OG0001489	XP_034826177.1, XP_034826176.1	HMEL007510g1.t1
OG0001490	XP_034837028.1, XP_034837026.1	HMEL034496g1.t1
OG0001491	XP_034840480.1	HMEL014064g1.t1
OG0001492	XP_034839774.1, XP_034839775.1	HMEL012851g1.t1
OG0001494	XP_034836485.1	HMEL032144g1.t1
OG0001495	XP_034835960.1, XP_034835959.1, XP_034835958.1	HMEL013609g1.t1
OG0001496	XP_034838057.1	HMEL014221g1.t1
OG0001497	XP_034836461.1	HMEL011823g1.t1
OG0001498	XP_034831589.1	HMEL037702g1.t1
OG0001499	XP_034833714.1	HMEL038091g1.t1
OG0001500	XP_034833470.1, XP_034833469.1	HMEL022328g1.t1, HMEL016306g1.t1
OG0001502	XP_034832319.1	HMEL012673g1.t1
OG0001504	XP_034838360.1	HMEL013747g1.t1
OG0001505	XP_034837992.1, XP_034837983.1	HMEL006947g1.t1
OG0001506	XP_034834165.1	HMEL038105g1.t1, HMEL021832g1.t1
OG0001507	XP_034836205.1	HMEL012974g1.t1
OG0001508	XP_034824312.1, XP_034824313.1, XP_034824314.1	HMEL007006g1.t1
OG0001509	XP_034833218.1, XP_034833184.1, XP_034833226.1, XP_034833205.1	HMEL006950g1.t1
OG0001511	XP_034837822.1	HMEL006952g1.t1
OG0001512	XP_034830691.1	HMEL005396g1.t1
OG0001513	XP_034837159.1	HMEL016898g1.t1
OG0001514	XP_034829452.1	HMEL006490g1.t1, HMEL006491g1.t1
OG0001515	XP_034830715.1	HMEL013345g1.t1
OG0001516	XP_034831102.1, XP_034831103.1	HMEL016503g1.t1
OG0001517	XP_034834079.1	HMEL021872g1.t1
OG0001518	XP_034824603.1	HMEL016921g1.t1
OG0001521	XP_034828262.1, XP_034828259.1	HMEL010499g1.t1
OG0001522	XP_034829363.1, XP_034829354.1, XP_034829368.1	HMEL011639g1.t1
OG0001523	XP_034833123.1	HMEL030831g1.t1
OG0001524	XP_034834134.1	HMEL038009g1.t1
OG0001525	XP_034830205.1	HMEL037021g1.t1
OG0001526	XP_034833628.1	HMEL005553-RA
OG0001528	XP_034824798.1	HMEL009102g1.t1, HMEL021756g1.t1, HMEL032000g1.t1
OG0001529	XP_034836203.1	HMEL018069g1.t1
OG0001531	XP_034836778.1	HMEL034512g1.t1
OG0001532	XP_034827520.1	HMEL006869g1.t1
OG0001533	XP_034839607.1	HMEL005226g1.t1, HMEL035035g1.t1, HMEL036595g1.t1, HMEL031211g1.t1, HMEL007277g1.t1
OG0001534	XP_034832988.1	HMEL006579g1.t1
OG0001535	XP_034836255.1	HMEL013314g1.t1
OG0001536	XP_034827154.1	HMEL008272g1.t1
OG0001537	XP_034839415.1	HMEL007281g1.t1
OG0001539	XP_034841051.1	HMEL015171g1.t1
OG0001540	XP_034825335.1, XP_034825332.1	HMEL016677g1.t1
OG0001542	XP_034837423.1	HMEL013122g1.t1
OG0001543	XP_034827828.1	HMEL006852g1.t1
OG0001544	XP_034830487.1	HMEL004553g1.t1
OG0001546	XP_034831586.1, XP_034831585.1	HMEL037654g1.t1, HMEL026005g1.t1
OG0001547	XP_034837415.1	HMEL013125g1.t1
OG0001548	XP_034829918.1	HMEL017106g1.t1
OG0001549	XP_034839524.1, XP_034824824.1	HMEL017139g1.t1, HMEL017140g1.t1
OG0001550	XP_034839471.1	HMEL008814g1.t1
OG0001551	XP_034834195.1, XP_034834239.1	HMEL004996g1.t1
OG0001552	XP_034841560.1	HMEL015141g1.t1
OG0001553	XP_034827445.1	HMEL009421g1.t1
OG0001554	XP_034835499.1	HMEL005016g1.t1
OG0001555	XP_034835795.1, XP_034835726.1	HMEL006816g1.t1
OG0001556	XP_034835517.1	HMEL006808g1.t1
OG0001557	XP_034832113.1, XP_034832114.1	HMEL031578g1.t1
OG0001558	XP_034835793.1	HMEL007616g1.t1
OG0001559	XP_034832012.1, XP_034832009.1	HMEL017564g1.t1
OG0001560	XP_034831156.1	HMEL037679g1.t1
OG0001561	XP_034840029.1	HMEL012293g1.t1
OG0001562	XP_034832402.1	HMEL011949g1.t1
OG0001563	XP_034834544.1	HMEL011363g1.t1
OG0001564	XP_034836391.1	HMEL007504g1.t1, HMEL005447g1.t1
OG0001565	XP_034833399.1	HMEL008155g1.t1, HMEL035719g1.t1, HMEL031255g1.t1, HMEL017808g1.t1
OG0001566	XP_034827835.1, XP_034828294.1	HMEL015459g1.t1
OG0001567	XP_034828855.1, XP_034828856.1, XP_034828485.1	HMEL014556g1.t1
OG0001568	XP_034826570.1	HMEL006080g1.t1
OG0001569	XP_034831185.1	HMEL020641g1.t1
OG0001569	XP_034831683.1	HMEL015765g1.t1
OG0001570	XP_034828365.1	HMEL036038g1.t1
OG0001572	XP_034824377.1, XP_034824376.1, XP_034824375.1	HMEL031983g1.t1
OG0001573	XP_034836633.1	HMEL032085g1.t1
OG0001574	XP_034840729.1	HMEL007698g1.t1
OG0001575	XP_034835896.1	HMEL004647g1.t1
OG0001576	XP_034830292.1	HMEL032738g1.t1
OG0001577	XP_034841147.1	HMEL031107g1.t1
OG0001578	XP_034833589.1	HMEL030889g1.t1
OG0001579	XP_034841127.1, XP_034841126.1, XP_034841125.1	HMEL003344-RA
OG0001580	XP_034833565.1	HMEL009715g1.t1
OG0001581	XP_034841270.1, XP_034841265.1	HMEL015180g1.t1
OG0001582	XP_034841440.1, XP_034841438.1, XP_034841441.1	HMEL031064g1.t1
OG0001583	XP_034837751.1	HMEL030054g1.t1
OG0001583	XP_034837704.1	HMEL014990g1.t1
OG0001584	XP_034841445.1	HMEL015185g1.t1
OG0001585	XP_034839579.1, XP_034839580.1	HMEL012101g1.t1
OG0001586	XP_034837701.1, XP_034837702.1	HMEL014998g1.t1
OG0001587	XP_034835471.1	HMEL006750g1.t1, HMEL006749g1.t1
OG0001588	XP_034833568.1	HMEL003677g1.t1
OG0001589	XP_034835009.1	HMEL036820g1.t1
OG0001590	XP_034827664.1	HMEL002125g1.t1
OG0001591	XP_034832934.1	HMEL017468g1.t1
OG0001592	XP_034828640.1	HMEL036027g1.t1
OG0001593	XP_034838767.1, XP_034838761.1, XP_034838772.1	HMEL015947g1.t1
OG0001594	XP_034824934.1	HMEL007749g1.t1
OG0001595	XP_034833978.1	HMEL010115g1.t1
