Orthogroup	Maniola_hyperantus	Bicyclus_anynana
OG0000988	XP_034836311.1	Bany_03939-RA
OG0000989	XP_034833762.1	Bany_09757-RA, Bany_09758-RA
OG0000990	XP_034839820.1	Bany_07728-RA
OG0000990	XP_034832003.1	Bany_09057-RA
OG0000991	XP_034837231.1, XP_034837230.1, XP_034837229.1	Bany_18103-RA
OG0000992	XP_034828007.1	Bany_01468-RA
OG0000992	XP_034828006.1	Bany_01469-RA
OG0000993	XP_034836179.1	Bany_17339-RA
OG0000994	XP_034836260.1	Bany_16828-RA
OG0000995	XP_034831087.1	Bany_14033-RA
OG0000996	XP_034825166.1, XP_034825639.1	Bany_05649-RA
OG0000997	XP_034824494.1, XP_034824492.1, XP_034824491.1	Bany_10342-RA
OG0000998	XP_034835638.1	Bany_11699-RA
OG0000999	XP_034836630.1, XP_034836632.1, XP_034836629.1	Bany_16852-RA
OG0001000	XP_034829207.1	Bany_15864-RA
OG0001000	XP_034829200.1	Bany_15865-RA
OG0001001	XP_034831775.1	Bany_09142-RA
OG0001002	XP_034828169.1	Bany_01544-RA
OG0001002	XP_034827645.1	Bany_01602-RA
OG0001003	XP_034837759.1	Bany_07121-RA
OG0001003	XP_034837760.1	Bany_07068-RA
OG0001004	XP_034828972.1	Bany_04024-RA
OG0001005	XP_034829944.1	Bany_12276-RA
OG0001006	XP_034831334.1, XP_034831573.1	Bany_14129-RA, Bany_14128-RA
OG0001007	XP_034834875.1	Bany_14811-RA, Bany_14827-RA, Bany_14812-RA
OG0001008	XP_034827309.1	Bany_06406-RA
OG0001009	XP_034833109.1	Bany_13543-RA
OG0001010	XP_034830795.1	Bany_08482-RA
OG0001011	XP_034834391.1	Bany_14865-RA, Bany_14867-RA
OG0001012	XP_034824854.1	Bany_10446-RA
OG0001013	XP_034831912.1	Bany_04971-RA
OG0001013	XP_034833911.1	Bany_04970-RA
OG0001014	XP_034830212.1	Bany_12362-RA
OG0001015	XP_034827878.1	Bany_01660-RA, Bany_01661-RA
OG0001016	XP_034830088.1	Bany_12368-RA
OG0001017	XP_034834212.1	Bany_04142-RA
OG0001017	XP_034834313.1	Bany_04139-RA
OG0001018	XP_034830090.1	Bany_12379-RA, Bany_12378-RA
OG0001019	XP_034828897.1	Bany_11130-RA
OG0001019	XP_034828896.1	Bany_11119-RA
OG0001020	XP_034830777.1	Bany_08572-RA
OG0001021	XP_034832023.1	Bany_09304-RA
OG0001021	XP_034832178.1	Bany_09303-RA
OG0001021	XP_034832177.1	Bany_09305-RA
OG0001022	XP_034826059.1	Bany_02512-RA, Bany_02509-RA
OG0001023	XP_034830297.1	Bany_04193-RA
OG0001024	XP_034841238.1	Bany_00828-RA
OG0001025	XP_034826525.1	Bany_02547-RA
OG0001026	XP_034830434.1, XP_034830432.1, XP_034830433.1	Bany_08649-RA
OG0001028	XP_034840201.1	Bany_03443-RA, Bany_03442-RA, Bany_03441-RA, Bany_03439-RA
OG0001029	XP_034828473.1	Bany_04273-RA
OG0001030	XP_034833508.1, XP_034828512.1	Bany_04278-RA
OG0001031	XP_034841110.1	Bany_04287-RA
OG0001032	XP_034836752.1	Bany_05152-RA
OG0001032	XP_034833598.1	Bany_05151-RA
OG0001042	XP_034838572.1	Bany_18151-RA, Bany_06856-RA
OG0001043	XP_034833200.1	Bany_14886-RA
OG0001045	XP_034829503.1	Bany_15450-RA
OG0001046	XP_034830921.1	Bany_07933-RA, Bany_07935-RA
OG0001047	XP_034828374.1	Bany_10558-RA
OG0001048	XP_034838818.1	Bany_16045-RA
OG0001049	XP_034838826.1	Bany_00851-RA, Bany_03765-RA, Bany_03764-RA, Bany_16051-RA
OG0001050	XP_034837346.1	Bany_17708-RA, Bany_17709-RA
OG0001051	XP_034833265.1	Bany_14922-RA, Bany_14916-RA, Bany_14921-RA
OG0001052	XP_034834771.1	Bany_06733-RA, Bany_06735-RA, Bany_14280-RA
OG0001053	XP_034838494.1	Bany_04328-RA, Bany_04329-RA
OG0001054	XP_034839679.1	Bany_07374-RA
OG0001055	XP_034841008.1, XP_034841009.1, XP_034841007.1	Bany_00020-RA
OG0001056	XP_034839487.1	Bany_07201-RA
OG0001057	XP_034839035.1, XP_034839034.1	Bany_16070-RA
OG0001058	XP_034827962.1	Bany_00970-RA, Bany_00964-RA
OG0001059	XP_034835825.1, XP_034835826.1	Bany_16973-RA
OG0001060	XP_034837215.1	Bany_17731-RA
OG0001061	XP_034830942.1	Bany_07974-RA, Bany_07970-RA
OG0001062	XP_034836574.1	Bany_16490-RA, Bany_16491-RA
OG0001063	XP_034835922.1	Bany_16983-RA
OG0001064	XP_034834297.1	Bany_09523-RA
OG0001064	XP_034834861.1	Bany_14315-RA
OG0001065	XP_034833499.1	Bany_14930-RA
OG0001066	XP_034837801.1	Bany_06582-RA
OG0001067	XP_034838795.1	Bany_16106-RA, Bany_17783-RA
OG0001068	XP_034840209.1	Bany_02676-RA
OG0001069	XP_034823955.1, XP_034823956.1	Bany_00041-RA
OG0001070	XP_034831392.1	Bany_13681-RA
OG0001070	XP_034831531.1	Bany_13679-RA, Bany_13678-RA
OG0001071	XP_034827978.1	Bany_01000-RA
OG0001072	XP_034833223.1	Bany_14942-RA
OG0001073	XP_034841271.1, XP_034841258.1	Bany_03517-RA
OG0001074	XP_034837024.1	Bany_17460-RA
OG0001075	XP_034833848.1	Bany_09396-RA, Bany_09394-RA
OG0001076	XP_034837806.1	Bany_12556-RA
OG0001077	XP_034837805.1	Bany_12557-RA
OG0001078	XP_034839274.1	Bany_07227-RA
OG0001079	XP_034837727.1	Bany_11604-RA, Bany_06604-RA
OG0001080	XP_034831414.1	Bany_13711-RA
OG0001080	XP_034831413.1	Bany_13710-RA
OG0001081	XP_034835075.1, XP_034835502.1, XP_034835503.1	Bany_11200-RA, Bany_11206-RA
OG0001082	XP_034840692.1	Bany_02695-RA
OG0001083	XP_034832656.1	Bany_13117-RA
OG0001083	XP_034832655.1	Bany_13118-RA
OG0001084	XP_034827677.1	Bany_01026-RA, Bany_01024-RA
OG0001085	XP_034839008.1	Bany_16141-RA
OG0001086	XP_034836239.1	Bany_17017-RA
OG0001087	XP_034832679.1, XP_034832673.1, XP_034832692.1, XP_034832685.1	Bany_04415-RA
OG0001088	XP_034830406.1	Bany_08023-RA, Bany_08026-RA, Bany_08025-RA
OG0001089	XP_034840700.1, XP_034840699.1	Bany_02713-RA
OG0001090	XP_034839154.1, XP_034831540.1	Bany_13738-RA
OG0001091	XP_034825289.1	Bany_03535-RA
OG0001092	XP_034833151.1	Bany_15084-RA
OG0001093	XP_034830595.1, XP_034830594.1, XP_034830593.1, XP_034830877.1, XP_034830878.1	Bany_08032-RA
OG0001094	XP_034833234.1	Bany_14969-RA
OG0001095	XP_034830203.1	Bany_11907-RA
OG0001096	XP_034837370.1	Bany_17784-RA, Bany_17795-RA
OG0001097	XP_034838217.1	Bany_12625-RA
OG0001098	XP_034834741.1, XP_034834742.1	Bany_14390-RA
OG0001099	XP_034836243.1	Bany_17041-RA
OG0001100	XP_034839327.1	Bany_13806-RA
OG0001101	XP_034838468.1	Bany_06651-RA
OG0001102	XP_034834095.1	Bany_09435-RA
OG0001103	XP_034828547.1, XP_034828548.1	Bany_10715-RA
OG0001104	XP_034837928.1	Bany_12648-RA, Bany_12649-RA
OG0001105	XP_034827355.1	Bany_05968-RA, Bany_05965-RA
OG0001106	XP_034839047.1	Bany_16203-RA
OG0001107	XP_034828272.1	Bany_01340-RA
OG0001108	XP_034838964.1, XP_034838961.1, XP_034838962.1	Bany_16209-RA
OG0001109	XP_034832251.1	Bany_08783-RA
OG0001110	XP_034834412.1, XP_034834406.1, XP_034834405.1	Bany_15605-RA, Bany_14864-RA
OG0001111	XP_034829845.1, XP_034829846.1	Bany_11923-RA
OG0001112	XP_034828018.1	Bany_01067-RA
OG0001113	XP_034839814.1, XP_034840561.1	Bany_15025-RA, Bany_10172-RA, Bany_10008-RA
OG0001114	XP_034825038.1	Bany_05297-RA
OG0001115	XP_034836146.1, XP_034836144.1, XP_034836145.1	Bany_17075-RA
OG0001116	XP_034825957.1	Bany_02029-RA, Bany_02028-RA, Bany_02030-RA
OG0001117	XP_034838290.1	Bany_12874-RA
OG0001117	XP_034837968.1	Bany_12703-RA
OG0001118	XP_034824743.1	Bany_10032-RA
OG0001119	XP_034830504.1	Bany_08508-RA
OG0001119	XP_034830792.1	Bany_11945-RA
OG0001120	XP_034834048.1	Bany_09511-RA
OG0001120	XP_034834047.1	Bany_09514-RA
OG0001121	XP_034837403.1	Bany_17859-RA
OG0001122	XP_034838901.1, XP_034838898.1, XP_034838899.1, XP_034838897.1	Bany_16274-RA
OG0001123	XP_034832680.1	Bany_13211-RA
OG0001124	XP_034833061.1	Bany_13214-RA
OG0001125	XP_034825746.1	Bany_03631-RA
OG0001126	XP_034840858.1, XP_034841559.1	Bany_00233-RA
OG0001127	XP_034834767.1	Bany_04532-RA
OG0001128	XP_034832467.1	Bany_08810-RA
OG0001129	XP_034834475.1, XP_034834474.1	Bany_14458-RA
OG0001130	XP_034837088.1	Bany_17882-RA, Bany_17881-RA, Bany_17880-RA
OG0001131	XP_034836038.1, XP_034836036.1, XP_034836035.1, XP_034836037.1	Bany_17158-RA
OG0001132	XP_034824604.1	Bany_10053-RA
OG0001133	XP_034840559.1	Bany_02837-RA
OG0001133	XP_034834952.1	Bany_14521-RA
OG0001134	XP_034829785.1	Bany_03654-RA
OG0001135	XP_034825809.1, XP_034825808.1, XP_034825807.1, XP_034825810.1	Bany_02107-RA
OG0001136	XP_034834960.1	Bany_14471-RA
OG0001137	XP_034840540.1	Bany_02853-RA, Bany_02852-RA
OG0001138	XP_034833161.1, XP_034833511.1, XP_034833510.1	Bany_15033-RA
OG0001139	XP_034824215.1, XP_034824214.1	Bany_10067-RA, Bany_10068-RA
OG0001140	XP_034836804.1, XP_034836805.1, XP_034836806.1	Bany_17542-RA
OG0001141	XP_034836663.1	Bany_16646-RA
OG0001142	XP_034830995.1	Bany_16323-RA, Bany_08294-RA
OG0001144	XP_034824512.1	Bany_10070-RA
OG0001145	XP_034835897.1	Bany_17179-RA
OG0001146	XP_034838301.1	Bany_12811-RA
OG0001147	XP_034838076.1	Bany_12834-RA
OG0001147	XP_034838051.1	Bany_12821-RA
OG0001148	XP_034832452.1	Bany_08841-RA
OG0001148	XP_034832455.1	Bany_08842-RA
OG0001149	XP_034831368.1	Bany_13835-RA
OG0001150	XP_034824760.1	Bany_10098-RA
OG0001151	XP_034824551.1, XP_034824549.1, XP_034824557.1	Bany_10103-RA
OG0001152	XP_034825389.1	Bany_05400-RA
OG0001153	XP_034826585.1, XP_034826584.1	Bany_02149-RA
OG0001154	XP_034833781.1	Bany_09576-RA
OG0001155	XP_034836561.1, XP_034830347.1, XP_034825366.1, XP_034836448.1, XP_034833518.1, XP_034838208.1	Bany_13280-RA
OG0001156	XP_034839671.1, XP_034839674.1, XP_034839673.1	Bany_07377-RA
OG0001157	XP_034826098.1	Bany_02216-RA, Bany_02160-RA
OG0001158	XP_034833960.1	Bany_09581-RA
OG0001159	XP_034836428.1	Bany_08886-RA, Bany_10897-RA
OG0001160	XP_034826096.1	Bany_02171-RA
OG0001161	XP_034838809.1	Bany_16409-RA, Bany_16410-RA
OG0001162	XP_034835409.1	Bany_11447-RA, Bany_11451-RA, Bany_11445-RA
OG0001163	XP_034826095.1	Bany_02178-RA
OG0001164	XP_034826091.1, XP_034826090.1	Bany_02184-RA
OG0001165	XP_034826246.1	Bany_03772-RA
OG0001167	XP_034825281.1	Bany_05467-RA
OG0001168	XP_034834232.1, XP_034834014.1	Bany_09615-RA, Bany_09603-RA
OG0001169	XP_034838587.1	Bany_06868-RA, Bany_06867-RA, Bany_06869-RA
OG0001170	XP_034828867.1	Bany_10881-RA
OG0001171	XP_034833356.1	Bany_15107-RA, Bany_15112-RA
OG0001172	XP_034835945.1	Bany_17243-RA
OG0001173	XP_034837183.1	Bany_17975-RA
OG0001173	XP_034837184.1	Bany_17974-RA
OG0001174	XP_034833042.1	Bany_13327-RA
OG0001175	XP_034834051.1	Bany_09620-RA, Bany_09622-RA
OG0001176	XP_034824477.1, XP_034824482.1, XP_034824476.1	Bany_10168-RA
OG0001177	XP_034840319.1, XP_034840327.1	Bany_03813-RA
OG0001178	XP_034837108.1	Bany_17997-RA
OG0001178	XP_034837294.1	Bany_17994-RA
OG0001179	XP_034830210.1	Bany_12078-RA, Bany_12081-RA, Bany_12080-RA
OG0001180	XP_034841316.1, XP_034841315.1, XP_034841314.1	Bany_04677-RA
OG0001181	XP_034826072.1	Bany_02236-RA
OG0001182	XP_034833247.1, XP_034833246.1, XP_034833248.1	Bany_06913-RA
OG0001183	XP_034829358.1, XP_034829357.1	Bany_15729-RA
OG0001184	XP_034834353.1	Bany_14609-RA
OG0001186	XP_034837832.1	Bany_04700-RA
OG0001187	XP_034829367.1	Bany_15739-RA, Bany_15740-RA
OG0001188	XP_034831673.1, XP_034831671.1, XP_034831672.1	Bany_13968-RA
OG0001189	XP_034834972.1	Bany_14621-RA
OG0001189	XP_034834364.1	Bany_14620-RA
OG0001190	XP_034830052.1	Bany_12118-RA
OG0001190	XP_034830994.1	Bany_08597-RA
OG0001191	XP_034827993.1	Bany_01326-RA
OG0001192	XP_034824062.1	Bany_00425-RA
OG0001193	XP_034836714.1	Bany_17642-RA
OG0001194	XP_034835748.1	Bany_17299-RA, Bany_17298-RA
OG0001195	XP_034832916.1	Bany_13425-RA
OG0001195	XP_034833222.1	Bany_15169-RA
OG0001196	XP_034840223.1, XP_034840224.1	Bany_03067-RA, Bany_03069-RA
OG0001197	XP_034831272.1, XP_034831281.1, XP_034831263.1	Bany_04736-RA
OG0001198	XP_034834513.1, XP_034834506.1	Bany_14642-RA
OG0001199	XP_034834503.1, XP_034834504.1	Bany_14645-RA
OG0001200	XP_034833497.1, XP_034833539.1	Bany_15180-RA
OG0001201	XP_034838882.1, XP_034838904.1, XP_034838913.1, XP_034838889.1, XP_034838896.1	Bany_04752-RA
OG0001202	XP_034828058.1	Bany_01493-RA, Bany_01491-RA, Bany_07859-RA, Bany_13411-RA, Bany_17683-RA, Bany_17302-RA
OG0001203	XP_034836279.1	Bany_16786-RA
OG0001204	XP_034837555.1	Bany_07001-RA
OG0001205	XP_034831170.1	Bany_13987-RA, Bany_13988-RA
OG0001206	XP_034840383.1	Bany_03899-RA
OG0001207	XP_034840664.1	Bany_03104-RA
OG0001208	XP_034825505.1, XP_034825504.1	Bany_05591-RA, Bany_05596-RA
OG0001209	XP_034836432.1	Bany_04782-RA
OG0001209	XP_034836456.1	Bany_04783-RA
OG0001210	XP_034830819.1	Bany_08346-RA
OG0001211	XP_034834192.1	Bany_09747-RA
OG0001212	XP_034832142.1	Bany_09032-RA
OG0001212	XP_034832141.1	Bany_09034-RA
OG0001213	XP_034830818.1	Bany_08359-RA
OG0001214	XP_034835902.1	Bany_17326-RA
OG0001215	XP_034837439.1	Bany_18097-RA
OG0001216	XP_034832433.1	Bany_09059-RA
OG0001217	XP_034837596.1	Bany_07020-RA
OG0001218	XP_034833710.1	Bany_09760-RA
OG0001218	XP_034834190.1	Bany_09759-RA
OG0001219	XP_034841357.1	Bany_00539-RA
OG0001219	XP_034824167.1	Bany_00538-RA
OG0001220	XP_034828014.1, XP_034828013.1, XP_034828015.1	Bany_01472-RA
OG0001221	XP_034832905.1	Bany_13448-RA
OG0001222	XP_034829021.1	Bany_15852-RA, Bany_15850-RA
OG0001223	XP_034841159.1, XP_034841160.1	Bany_00546-RA
OG0001224	XP_034835469.1	Bany_11687-RA
OG0001225	XP_034835451.1, XP_034835452.1	Bany_11689-RA
OG0001226	XP_034841118.1	Bany_00578-RA, Bany_00575-RA
OG0001227	XP_034832201.1	Bany_09112-RA
OG0001228	XP_034834276.1	Bany_09795-RA, Bany_09801-RA
OG0001229	XP_034835280.1	Bany_11709-RA
OG0001229	XP_034835279.1	Bany_11711-RA, Bany_11710-RA
OG0001230	XP_034836277.1	Bany_16865-RA
OG0001231	XP_034830312.1	Bany_08397-RA
OG0001232	XP_034834376.1	Bany_14746-RA, Bany_14747-RA
OG0001233	XP_034836278.1	Bany_16873-RA
OG0001234	XP_034828410.1, XP_034828407.1	Bany_03993-RA
OG0001235	XP_034831031.1	Bany_14085-RA, Bany_14087-RA, Bany_14084-RA
OG0001236	XP_034831373.1	Bany_14091-RA
OG0001237	XP_034824160.1	Bany_00622-RA, Bany_00621-RA
OG0001238	XP_034826626.1	Bany_02394-RA
OG0001239	XP_034826592.1	Bany_02396-RA
OG0001240	XP_034831568.1	Bany_04893-RA
OG0001241	XP_034824158.1	Bany_00635-RA
OG0001242	XP_034829134.1	Bany_04055-RA
OG0001243	XP_034827609.1	Bany_01574-RA
OG0001244	XP_034831455.1	Bany_14164-RA
OG0001245	XP_034833551.1, XP_034833158.1, XP_034833435.1	Bany_15358-RA
OG0001246	XP_034832346.1, XP_034832345.1	Bany_09189-RA
OG0001247	XP_034825795.1	Bany_02426-RA
OG0001248	XP_034828882.1	Bany_11049-RA
OG0001249	XP_034835488.1	Bany_11804-RA
OG0001250	XP_034824192.1	Bany_10423-RA
OG0001251	XP_034832481.1	Bany_09202-RA
OG0001252	XP_034834275.1	Bany_14177-RA
OG0001254	XP_034835443.1	Bany_11816-RA
OG0001255	XP_034839819.1, XP_034839818.1	Bany_07729-RA
OG0001256	XP_034827381.1	Bany_06454-RA
OG0001257	XP_034834377.1	Bany_14868-RA, Bany_14876-RA
OG0001258	XP_034828050.1	Bany_01649-RA
OG0001258	XP_034828052.1	Bany_01650-RA
OG0001259	XP_034833898.1, XP_034831947.1, XP_034831888.1	Bany_04973-RA
OG0001260	XP_034827877.1	Bany_01658-RA
OG0001261	XP_034827114.1, XP_034826926.1	Bany_06479-RA
OG0001262	XP_034825170.1, XP_034825171.1, XP_034825172.1	Bany_05764-RA
OG0001263	XP_034830781.1	Bany_08554-RA, Bany_08555-RA
OG0001264	XP_034826427.1, XP_034826429.1	Bany_02481-RA
OG0001265	XP_034824128.1	Bany_00780-RA
OG0001266	XP_034826395.1	Bany_02496-RA
OG0001267	XP_034826392.1	Bany_02498-RA
OG0001268	XP_034824114.1	Bany_00792-RA, Bany_00791-RA
OG0001269	XP_034838229.1	Bany_05044-RA
OG0001270	XP_034823896.1	Bany_00809-RA
OG0001271	XP_034830324.1	Bany_08592-RA
OG0001272	XP_034826041.1, XP_034826043.1, XP_034826042.1	Bany_02532-RA
OG0001273	XP_034833728.1	Bany_05060-RA, Bany_05061-RA
OG0001274	XP_034841034.1	Bany_00827-RA
OG0001275	XP_034826623.1	Bany_02543-RA
OG0001277	XP_034827922.1	Bany_01762-RA
OG0001278	XP_034825138.1	Bany_05820-RA
OG0001279	XP_034839309.1	Bany_07860-RA, Bany_07856-RA
OG0001280	XP_034827668.1, XP_034827667.1	Bany_01792-RA
OG0001281	XP_034823897.1	Bany_04258-RA
OG0001282	XP_034825907.1, XP_034825906.1	Bany_02592-RA
OG0001283	XP_034826641.1	Bany_02607-RA
OG0001284	XP_034825986.1	Bany_02612-RA
OG0001285	XP_034839183.1, XP_034839180.1, XP_034839181.1, XP_034839182.1	Bany_07903-RA
OG0001301	XP_034838883.1	Bany_16296-RA, Bany_16027-RA
OG0001302	XP_034838205.1	Bany_12443-RA, Bany_12442-RA
OG0001303	XP_034832766.1	Bany_13023-RA
OG0001304	XP_034832552.1	Bany_13024-RA
OG0001305	XP_034824886.1, XP_034824887.1	Bany_09904-RA
OG0001306	XP_034829014.1	Bany_15845-RA
OG0001307	XP_034828698.1	Bany_10546-RA
OG0001308	XP_034835917.1	Bany_16941-RA
OG0001309	XP_034834270.1	Bany_09338-RA
OG0001310	XP_034838269.1	Bany_06897-RA
OG0001312	XP_034828137.1	Bany_00930-RA
OG0001314	XP_034832227.1, XP_034832783.1	Bany_07931-RA, Bany_15191-RA, Bany_15190-RA, Bany_07929-RA, Bany_07930-RA, Bany_15192-RA
OG0001315	XP_034836482.1	Bany_16446-RA
OG0001316	XP_034835989.1	Bany_16948-RA
OG0001318	XP_034837374.1, XP_034837375.1	Bany_17701-RA
OG0001319	XP_034829763.1	Bany_11839-RA
OG0001320	XP_034831208.1	Bany_13624-RA, Bany_13627-RA
OG0001321	XP_034827752.1	Bany_00948-RA
OG0001322	XP_034828119.1	Bany_00949-RA
OG0001323	XP_034838138.1	Bany_12471-RA
OG0001324	XP_034839156.1, XP_034833035.1, XP_034839153.1, XP_034833034.1	Bany_13035-RA
OG0001325	XP_034839167.1, XP_034839170.1	Bany_07188-RA
OG0001326	XP_034829480.1	Bany_15474-RA
OG0001327	XP_034825940.1	Bany_02087-RA, Bany_14913-RA
OG0001328	XP_034826488.1	Bany_02086-RA, Bany_14914-RA
OG0001330	XP_034837342.1	Bany_17713-RA
OG0001331	XP_034832716.1	Bany_13042-RA
OG0001333	XP_034836564.1	Bany_16469-RA
OG0001334	XP_034826191.1	Bany_01865-RA
OG0001335	XP_034832416.1	Bany_08685-RA
OG0001336	XP_034831099.1	Bany_13640-RA
OG0001336	XP_034831438.1	Bany_13642-RA
OG0001337	XP_034827744.1	Bany_00961-RA, Bany_00963-RA
OG0001338	XP_034838518.1, XP_034838520.1	Bany_06871-RA, Bany_08690-RA, Bany_12414-RA
OG0001339	XP_034836583.1	Bany_16481-RA
OG0001341	XP_034837819.1	Bany_12502-RA
OG0001342	XP_034836699.1	Bany_17432-RA
OG0001342	XP_034836698.1	Bany_17434-RA
OG0001344	XP_034827757.1	Bany_00980-RA, Bany_00981-RA, Bany_00979-RA
OG0001345	XP_034841253.1, XP_034841254.1, XP_034841255.1	Bany_00033-RA
OG0001346	XP_034827262.1	Bany_03497-RA
OG0001347	XP_034831406.1	Bany_13669-RA
OG0001348	XP_034837151.1	Bany_17738-RA, Bany_17737-RA, Bany_17736-RA
OG0001349	XP_034837152.1	Bany_17739-RA
OG0001350	XP_034837057.1	Bany_14934-RA
OG0001350	XP_034837059.1	Bany_18050-RA
OG0001352	XP_034833865.1, XP_034833864.1	Bany_09361-RA
OG0001353	XP_034838083.1	Bany_12536-RA
OG0001354	XP_034838100.1	Bany_12542-RA
OG0001355	XP_034833929.1	Bany_09577-RA
OG0001356	XP_034835640.1	Bany_09393-RA
OG0001358	XP_034823935.1	Bany_04668-RA, Bany_00068-RA
OG0001359	XP_034836349.1	Bany_08792-RA, Bany_16514-RA, Bany_16513-RA
OG0001360	XP_034827422.1	Bany_01014-RA
OG0001361	XP_034825169.1	Bany_05249-RA
OG0001362	XP_034829812.1	Bany_11877-RA
OG0001363	XP_034826672.1	Bany_02058-RA
OG0001364	XP_034838374.1	Bany_06611-RA
OG0001365	XP_034840691.1	Bany_02698-RA
OG0001366	XP_034839249.1, XP_034839248.1	Bany_07238-RA
OG0001367	XP_034841202.1	Bany_00089-RA
OG0001368	XP_034839243.1	Bany_07239-RA
OG0001369	XP_034824608.1	Bany_09977-RA, Bany_09978-RA
OG0001370	XP_034837131.1	Bany_17764-RA, Bany_17763-RA
OG0001371	XP_034830252.1	Bany_11884-RA
OG0001372	XP_034834669.1	Bany_14367-RA, Bany_14369-RA, Bany_14368-RA
OG0001373	XP_034841206.1	Bany_07244-RA, Bany_00194-RA, Bany_00195-RA
OG0001374	XP_034830093.1, XP_034830078.1, XP_034830086.1	Bany_04420-RA
OG0001375	XP_034841168.1	Bany_00104-RA
OG0001376	XP_034840967.1	Bany_00109-RA
OG0001377	XP_034836354.1	Bany_16536-RA, Bany_16539-RA
OG0001378	XP_034836288.1	Bany_09410-RA
OG0001379	XP_034841161.1	Bany_00118-RA, Bany_00121-RA
OG0001380	XP_034839242.1	Bany_07253-RA
OG0001380	XP_034839256.1, XP_034839255.1	Bany_07254-RA
OG0001381	XP_034837833.1	Bany_12607-RA
OG0001382	XP_034834693.1	Bany_14382-RA
OG0001383	XP_034825348.1	Bany_05273-RA
OG0001384	XP_034838779.1	Bany_16175-RA
OG0001385	XP_034830197.1	Bany_11903-RA
OG0001385	XP_034830199.1	Bany_11904-RA
OG0001386	XP_034830597.1	Bany_13504-RA
OG0001387	XP_034840696.1, XP_034840695.1	Bany_02730-RA
OG0001388	XP_034830598.1	Bany_08040-RA, Bany_08043-RA
OG0001389	XP_034830022.1	Bany_11911-RA, Bany_11910-RA
OG0001390	XP_034840316.1	Bany_02741-RA
OG0001391	XP_034826943.1	Bany_05952-RA
OG0001392	XP_034826373.1, XP_034826374.1, XP_034826375.1	Bany_01991-RA
OG0001393	XP_034824609.1	Bany_10001-RA
OG0001394	XP_034829243.1	Bany_15594-RA, Bany_15593-RA, Bany_15590-RA
OG0001397	XP_034839043.1	Bany_16204-RA
OG0001398	XP_034837202.1, XP_034837201.1, XP_034837204.1, XP_034837203.1	Bany_17821-RA
OG0001399	XP_034827772.1	Bany_01062-RA
OG0001400	XP_034833747.1, XP_034833746.1	Bany_09461-RA
OG0001401	XP_034828694.1	Bany_10730-RA
OG0001402	XP_034833834.1	Bany_09680-RA
OG0001404	XP_034829463.1	Bany_15609-RA, Bany_15608-RA, Bany_15607-RA, Bany_15610-RA
OG0001405	XP_034837292.1	Bany_17830-RA
OG0001406	XP_034831994.1	Bany_08789-RA, Bany_08787-RA
OG0001407	XP_034827665.1	Bany_01081-RA
OG0001408	XP_034839011.1	Bany_16230-RA
OG0001409	XP_034830345.1	Bany_08087-RA
OG0001411	XP_034830731.1, XP_034830732.1	Bany_08092-RA, Bany_08088-RA, Bany_08090-RA
OG0001412	XP_034834436.1, XP_034834429.1	Bany_14447-RA
OG0001413	XP_034827042.1	Bany_06029-RA
OG0001414	XP_034838247.1	Bany_12716-RA
OG0001415	XP_034824281.1	Bany_10038-RA
OG0001417	XP_034835528.1	Bany_11327-RA
OG0001418	XP_034839064.1, XP_034839056.1	Bany_04505-RA
OG0001419	XP_034839160.1, XP_034839163.1	Bany_04508-RA
OG0001420	XP_034825788.1, XP_034825790.1, XP_034825805.1, XP_034825797.1	Bany_03630-RA
OG0001422	XP_034836329.1, XP_034836330.1, XP_034836331.1	Bany_16625-RA, Bany_16624-RA
OG0001423	XP_034828812.1	Bany_10809-RA
OG0001424	XP_034839145.1	Bany_07330-RA
OG0001425	XP_034841181.1, XP_034841087.1, XP_034836872.1, XP_034832094.1, XP_034837718.1	Bany_08125-RA
OG0001426	XP_034827554.1	Bany_01140-RA
OG0001427	XP_034827000.1	Bany_06074-RA
OG0001428	XP_034839670.1	Bany_07337-RA
OG0001430	XP_034836226.1	Bany_17170-RA, Bany_17171-RA
OG0001430	XP_034836040.1	Bany_17169-RA
OG0001431	XP_034838371.1, XP_034838370.1	Bany_06788-RA, Bany_06787-RA
OG0001432	XP_034839655.1	Bany_07343-RA
OG0001433	XP_034826630.1	Bany_05525-RA, Bany_10066-RA, Bany_02393-RA
OG0001434	XP_034835533.1	Bany_07741-RA, Bany_11366-RA
OG0001435	XP_034840684.1	Bany_02865-RA
OG0001436	XP_034838543.1	Bany_06791-RA
OG0001437	XP_034826990.1	Bany_06103-RA
OG0001438	XP_034840044.1	Bany_02871-RA, Bany_03095-RA
OG0001439	XP_034824573.1	Bany_10073-RA
OG0001440	XP_034833783.1, XP_034833785.1, XP_034833784.1	Bany_09546-RA
OG0001441	XP_034830862.1, XP_034830863.1	Bany_02130-RA, Bany_02126-RA
OG0001442	XP_034832448.1, XP_034832236.1, XP_034832451.1	Bany_08840-RA
OG0001443	XP_034837216.1	Bany_04586-RA, Bany_04584-RA
OG0001445	XP_034838000.1	Bany_12843-RA
OG0001445	XP_034838038.1	Bany_12842-RA
OG0001446	XP_034831613.1	Bany_13846-RA
OG0001447	XP_034824520.1, XP_034824519.1	Bany_10109-RA
OG0001448	XP_034836174.1, XP_034836175.1	Bany_17202-RA
