Orthogroup	Maniola_hyperantus	Danaus_plexippus
OG0002767	XP_034835560.1	DPOGS200771-PA
OG0002768	XP_034832323.1	DPOGS203428-PA
OG0002769	XP_034833838.1	DPOGS202239-PA
OG0002770	XP_034832327.1	DPOGS211254-PA, DPOGS203430-PA
OG0002771	XP_034823926.1	DPOGS204460-PA
OG0002772	XP_034832328.1, XP_034832329.1	DPOGS211256-PA
OG0002773	XP_034823923.1	DPOGS204427-PA, DPOGS204428-PA
OG0002774	XP_034829545.1	DPOGS208857-PA
OG0002775	XP_034834420.1	DPOGS203670-PA
OG0002776	XP_034827160.1	DPOGS214069-PA
OG0002777	XP_034836741.1	DPOGS203768-PA, DPOGS200386-PA, DPOGS200385-PA
OG0002778	XP_034839612.1	DPOGS203928-PA
OG0002780	XP_034839384.1	DPOGS203926-PA
OG0002781	XP_034829387.1	DPOGS203163-PA
OG0002782	XP_034828984.1	DPOGS203210-PA, DPOGS203209-PA
OG0002783	XP_034826652.1	DPOGS209318-PA
OG0002784	XP_034828832.1	DPOGS202600-PA
OG0002785	XP_034825754.1	DPOGS213270-PA
OG0002786	XP_034839408.1	DPOGS203967-PA
OG0002787	XP_034834988.1, XP_034834642.1	DPOGS204736-PA
OG0002788	XP_034840072.1	DPOGS205060-PA
OG0002788	XP_034840073.1	DPOGS205061-PA
OG0002789	XP_034827991.1	DPOGS206886-PA
OG0002790	XP_034829882.1, XP_034829883.1	DPOGS208859-PA, DPOGS200126-PA
OG0002791	XP_034835836.1	DPOGS212034-PA
OG0002792	XP_034832740.1	DPOGS206602-PA
OG0002793	XP_034834039.1	DPOGS202248-PA
OG0002794	XP_034832743.1	DPOGS206691-PA
OG0002795	XP_034833630.1	DPOGS201071-PA
OG0002796	XP_034824975.1, XP_034824980.1	DPOGS207595-PA
OG0002797	XP_034834202.1	DPOGS202332-PA
OG0002798	XP_034839690.1	DPOGS206049-PA
OG0002799	XP_034840819.1	DPOGS208081-PA
OG0002800	XP_034827150.1	DPOGS214065-PA
OG0002801	XP_034841257.1	DPOGS204244-PA
OG0002802	XP_034837554.1	DPOGS209669-PA
OG0002803	XP_034835846.1, XP_034835845.1	DPOGS212036-PA
OG0002804	XP_034837283.1	DPOGS206269-PA
OG0002805	XP_034835564.1	DPOGS209413-PA
OG0002806	XP_034829879.1	DPOGS208863-PA
OG0002807	XP_034833087.1	DPOGS206610-PA
OG0002808	XP_034837360.1	DPOGS206288-PA, DPOGS206287-PA, DPOGS206285-PA
OG0002809	XP_034824685.1	DPOGS207552-PA
OG0002810	XP_034834341.1	DPOGS200624-PA, DPOGS200623-PA
OG0002811	XP_034839927.1	DPOGS212436-PA
OG0002812	XP_034824663.1	DPOGS207589-PA
OG0002813	XP_034836373.1	DPOGS200573-PA
OG0002814	XP_034837362.1	DPOGS206264-PA
OG0002815	XP_034825061.1	DPOGS207469-PA
OG0002816	XP_034831631.1	DPOGS207251-PA
OG0002817	XP_034834989.1	DPOGS201030-PA
OG0002818	XP_034824684.1, XP_034824683.1	DPOGS207585-PA
OG0002819	XP_034823928.1	DPOGS204307-PA
OG0002820	XP_034824823.1, XP_034824693.1	DPOGS207558-PA
OG0002821	XP_034829374.1, XP_034831598.1	DPOGS213736-PA, DPOGS212297-PA
OG0002822	XP_034829379.1, XP_034829380.1	DPOGS212250-PA, DPOGS212251-PA
OG0002823	XP_034826319.1	DPOGS206573-PA
OG0002824	XP_034836502.1	DPOGS203696-PA
OG0002825	XP_034827082.1, XP_034827084.1, XP_034827083.1	DPOGS201987-PA
OG0002826	XP_034840364.1	DPOGS205042-PA
OG0002827	XP_034824682.1, XP_034824681.1	DPOGS207561-PA
OG0002828	XP_034839353.1	DPOGS203388-PA
OG0002829	XP_034837321.1	DPOGS204069-PA
OG0002830	XP_034833770.1	DPOGS202694-PA
OG0002831	XP_034839480.1	DPOGS212567-PA, DPOGS212566-PA
OG0002832	XP_034829074.1	DPOGS214204-PA
OG0002833	XP_034835903.1	DPOGS214172-PA
OG0002834	XP_034828317.1	DPOGS207029-PA
OG0002835	XP_034832124.1	DPOGS206444-PA
OG0002836	XP_034827739.1, XP_034827738.1, XP_034827740.1	DPOGS207026-PA
OG0002837	XP_034835570.1	DPOGS214316-PA
OG0002838	XP_034825437.1	DPOGS205636-PA
OG0002839	XP_034840337.1	DPOGS214165-PA
OG0002840	XP_034832391.1, XP_034832390.1	DPOGS207792-PA
OG0002841	XP_034825215.1	DPOGS214210-PA
OG0002842	XP_034831997.1	DPOGS207768-PA
OG0002843	XP_034829643.1	DPOGS208983-PA, DPOGS208982-PA
OG0002844	XP_034834552.1	DPOGS209716-PA
OG0002845	XP_034836273.1	DPOGS207398-PA
OG0002846	XP_034836020.1	DPOGS214844-PA
OG0002847	XP_034836534.1	DPOGS207434-PA
OG0002848	XP_034824166.1	DPOGS204216-PA
OG0002849	XP_034828339.1	DPOGS210669-PA
OG0002850	XP_034832874.1	DPOGS206623-PA
OG0002851	XP_034829901.1	DPOGS208978-PA
OG0002852	XP_034832904.1	DPOGS206672-PA
OG0002853	XP_034834521.1	DPOGS209718-PA
OG0002854	XP_034835494.1, XP_034835642.1	DPOGS214354-PA
OG0002855	XP_034826201.1	DPOGS206580-PA
OG0002856	XP_034829260.1	DPOGS212259-PA
OG0002857	XP_034830065.1	DPOGS208891-PA
OG0002858	XP_034833711.1	DPOGS204049-PA
OG0002859	XP_034834554.1	DPOGS209731-PA
OG0002860	XP_034833393.1	DPOGS208025-PA
OG0002861	XP_034825599.1	DPOGS205156-PA
OG0002862	XP_034837432.1	DPOGS212184-PA
OG0002863	XP_034828341.1	DPOGS210758-PA
OG0002864	XP_034825605.1	DPOGS212213-PA
OG0002865	XP_034826262.1	DPOGS206561-PA, DPOGS206562-PA
OG0002866	XP_034835196.1	DPOGS214309-PA
OG0002867	XP_034832829.1	DPOGS202629-PA
OG0002868	XP_034835876.1	DPOGS214857-PA
OG0002869	XP_034836270.1	DPOGS207406-PA
OG0002870	XP_034836182.1	DPOGS214855-PA
OG0002871	XP_034828060.1	DPOGS206949-PA
OG0002872	XP_034830439.1	DPOGS203594-PA, DPOGS203596-PA
OG0002873	XP_034825723.1	DPOGS216019-PA
OG0002874	XP_034829970.1	DPOGS208947-PA
OG0002875	XP_034828167.1	DPOGS214248-PA
OG0002876	XP_034832340.1	DPOGS207815-PA
OG0002877	XP_034835467.1	DPOGS202894-PA
OG0002878	XP_034832647.1, XP_034832646.1	DPOGS205750-PA
OG0002879	XP_034834153.1	DPOGS204023-PA
OG0002880	XP_034833097.1	DPOGS205746-PA
OG0002881	XP_034833096.1	DPOGS201771-PA
OG0002882	XP_034834155.1, XP_034833840.1	DPOGS204028-PA
OG0002883	XP_034825718.1, XP_034825717.1, XP_034825719.1	DPOGS215955-PA
OG0002884	XP_034833148.1	DPOGS209542-PA
OG0002885	XP_034836194.1	DPOGS209027-PA
OG0002886	XP_034826755.1	DPOGS200484-PA
OG0002887	XP_034831081.1	DPOGS207276-PA
OG0002888	XP_034840377.1	DPOGS214289-PA
OG0002889	XP_034826571.1	DPOGS205718-PA
OG0002890	XP_034830446.1, XP_034830448.1	DPOGS213434-PA
OG0002891	XP_034824381.1	DPOGS202456-PA
OG0002892	XP_034840817.1	DPOGS208646-PA
OG0002893	XP_034839700.1	DPOGS206127-PA
OG0002894	XP_034837700.1	DPOGS202420-PA
OG0002895	XP_034828881.1	DPOGS210728-PA
OG0002896	XP_034827091.1	DPOGS200494-PA
OG0002897	XP_034833541.1	DPOGS209553-PA
OG0002898	XP_034824190.1	DPOGS202462-PA
OG0002899	XP_034836646.1	DPOGS205859-PA
OG0002900	XP_034824929.1	DPOGS207598-PA, DPOGS212641-PA
OG0002901	XP_034824209.1	DPOGS207547-PA
OG0002902	XP_034836654.1	DPOGS205819-PA
OG0002903	XP_034837749.1	DPOGS211989-PA, DPOGS205921-PA
OG0002904	XP_034836027.1	DPOGS209038-PA
OG0002905	XP_034828635.1, XP_034828634.1	DPOGS210751-PA
OG0002907	XP_034831784.1	DPOGS207840-PA
OG0002908	XP_034836028.1	DPOGS209039-PA
OG0002909	XP_034833825.1	DPOGS212879-PA
OG0002910	XP_034829759.1	DPOGS208898-PA
OG0002911	XP_034833769.1	DPOGS212876-PA
OG0002912	XP_034839134.1	DPOGS203974-PA
OG0002913	XP_034830310.1	DPOGS214695-PA
OG0002914	XP_034839141.1, XP_034839140.1	DPOGS203975-PA
OG0002915	XP_034841454.1	DPOGS204254-PA
OG0002916	XP_034832932.1, XP_034832933.1	DPOGS207239-PA
OG0002917	XP_034834176.1	DPOGS212871-PA
OG0002918	XP_034829776.1, XP_034829775.1	DPOGS208896-PA
OG0002919	XP_034830305.1	DPOGS214694-PA
OG0002920	XP_034827693.1	DPOGS206943-PA
OG0002921	XP_034834601.1	DPOGS201025-PA
OG0002922	XP_034834087.1	DPOGS212870-PA
OG0002923	XP_034841288.1, XP_034841287.1, XP_034841286.1	DPOGS204292-PA
OG0002924	XP_034834002.1	DPOGS212817-PA
OG0002925	XP_034825622.1	DPOGS214129-PA
OG0002926	XP_034829768.1	DPOGS208893-PA
OG0002927	XP_034835061.1	DPOGS209891-PA
OG0002928	XP_034831221.1	DPOGS204884-PA, DPOGS211659-PA
OG0002929	XP_034825198.1	DPOGS211902-PA
OG0002930	XP_034830348.1	DPOGS213311-PA
OG0002931	XP_034833567.1	DPOGS215399-PA, DPOGS215397-PA
OG0002932	XP_034831238.1	DPOGS204882-PA
OG0002933	XP_034831225.1, XP_034831224.1, XP_034831226.1	DPOGS204885-PA
OG0002934	XP_034834173.1	DPOGS212820-PA
OG0002935	XP_034830041.1	DPOGS208945-PA
OG0002936	XP_034834888.1	DPOGS201017-PA
OG0002937	XP_034835476.1	DPOGS209885-PA
OG0002938	XP_034828865.1	DPOGS210693-PA
OG0002939	XP_034839728.1, XP_034824941.1	DPOGS205766-PA
OG0002940	XP_034827102.1, XP_034827047.1	DPOGS207669-PA
OG0002941	XP_034834886.1	DPOGS200993-PA
OG0002942	XP_034827514.1	DPOGS206996-PA
OG0002943	XP_034840043.1	DPOGS214264-PA
OG0002944	XP_034841152.1	DPOGS204267-PA
OG0002945	XP_034831593.1, XP_034831588.1	DPOGS201468-PA
OG0002946	XP_034826360.1	DPOGS202368-PA
OG0002947	XP_034834885.1	DPOGS201014-PA
OG0002948	XP_034833966.1	DPOGS212845-PA
OG0002949	XP_034831336.1	DPOGS204836-PA
OG0002950	XP_034831887.1	DPOGS207706-PA
OG0002951	XP_034825503.1	DPOGS214119-PA
OG0002952	XP_034833443.1	DPOGS215384-PA
OG0002953	XP_034833242.1	DPOGS214059-PA
OG0002954	XP_034828730.1	DPOGS210709-PA
OG0002955	XP_034831037.1	DPOGS200663-PA, DPOGS213624-PA
OG0002956	XP_034829405.1	DPOGS209988-PA
OG0002957	XP_034831906.1	DPOGS207856-PA
OG0002958	XP_034841421.1, XP_034841428.1	DPOGS214275-PA
OG0002959	XP_034841469.1	DPOGS204270-PA
OG0002960	XP_034833871.1	DPOGS202703-PA
OG0002961	XP_034841472.1, XP_034841471.1	DPOGS204271-PA
OG0002962	XP_034833724.1	DPOGS202690-PA
OG0002963	XP_034841462.1	DPOGS204277-PA
OG0002964	XP_034832380.1	DPOGS207703-PA
OG0002965	XP_034827017.1	DPOGS207665-PA
OG0002966	XP_034827311.1	DPOGS207653-PA, DPOGS207654-PA
OG0002967	XP_034841379.1	DPOGS214109-PA, DPOGS214110-PA
OG0002968	XP_034828525.1	DPOGS210735-PA
OG0002969	XP_034824842.1, XP_034824841.1	DPOGS211400-PA
OG0002970	XP_034831466.1, XP_034831464.1	DPOGS212322-PA
OG0002971	XP_034824125.1	DPOGS213961-PA
OG0002972	XP_034827204.1	DPOGS202799-PA
OG0002973	XP_034827612.1	DPOGS206924-PA
OG0002974	XP_034837783.1	DPOGS205514-PA, DPOGS207696-PA
OG0002975	XP_034833111.1	DPOGS203502-PA
OG0002976	XP_034837787.1	DPOGS205515-PA
OG0002977	XP_034837798.1	DPOGS205527-PA
OG0002978	XP_034824858.1, XP_034824860.1	DPOGS211395-PA
OG0002979	XP_034827205.1	DPOGS202816-PA
OG0002980	XP_034840262.1, XP_034840253.1	DPOGS214286-PA
OG0002981	XP_034825800.1, XP_034825799.1	DPOGS202373-PA
OG0002982	XP_034839570.1	DPOGS212577-PA
OG0002983	XP_034831450.1	DPOGS212398-PA, DPOGS212397-PA
OG0002984	XP_034833548.1	DPOGS215421-PA
OG0002985	XP_034839512.1	DPOGS212576-PA
OG0002986	XP_034839743.1	DPOGS212575-PA
OG0002987	XP_034826155.1	DPOGS214099-PA
OG0002988	XP_034831456.1	DPOGS212400-PA
OG0002989	XP_034826215.1	DPOGS214912-PA
OG0002990	XP_034829607.1, XP_034829608.1	DPOGS200120-PA, DPOGS200119-PA
OG0002991	XP_034839917.1, XP_034837721.1	DPOGS201620-PA
OG0002992	XP_034831461.1, XP_034831462.1, XP_034831463.1	DPOGS212330-PA
OG0002993	XP_034835449.1	DPOGS202886-PA
OG0002994	XP_034832946.1	DPOGS203490-PA
OG0002995	XP_034832491.1	DPOGS200871-PA
OG0002996	XP_034841378.1, XP_034841376.1, XP_034841377.1	DPOGS213946-PA
OG0002997	XP_034841372.1	DPOGS208718-PA
OG0002998	XP_034829642.1	DPOGS204563-PA
OG0002999	XP_034840801.1	DPOGS200181-PA
OG0003000	XP_034841420.1	DPOGS208719-PA
OG0003002	XP_034825457.1	DPOGS200723-PA
OG0003003	XP_034832477.1	DPOGS200827-PA
OG0003004	XP_034833987.1	DPOGS210600-PA
OG0003005	XP_034831481.1	DPOGS212333-PA
OG0003006	XP_034841386.1	DPOGS208716-PA
OG0003007	XP_034830168.1	DPOGS206492-PA
OG0003008	XP_034832492.1	DPOGS200829-PA
OG0003009	XP_034830794.1	DPOGS214690-PA
OG0003010	XP_034824653.1	DPOGS209925-PA
OG0003011	XP_034829066.1	DPOGS200605-PA, DPOGS200604-PA
OG0003012	XP_034838538.1	DPOGS210615-PA
OG0003013	XP_034828097.1	DPOGS208834-PA
OG0003014	XP_034825523.1, XP_034825524.1	DPOGS208164-PA
OG0003015	XP_034837575.1	DPOGS207689-PA
OG0003016	XP_034832035.1	DPOGS200860-PA
OG0003017	XP_034839520.1	DPOGS206126-PA
OG0003018	XP_034824370.1	DPOGS209922-PA
OG0003019	XP_034840888.1	DPOGS208740-PA
OG0003020	XP_034837548.1	DPOGS208353-PA
OG0003021	XP_034828914.1	DPOGS208312-PA
OG0003022	XP_034828603.1	DPOGS208319-PA
OG0003023	XP_034840435.1	DPOGS204771-PA
OG0003024	XP_034840916.1	DPOGS208700-PA
OG0003025	XP_034827871.1	DPOGS207079-PA
OG0003026	XP_034825579.1	DPOGS200745-PA
OG0003027	XP_034840433.1	DPOGS204753-PA
OG0003028	XP_034831500.1, XP_034831498.1, XP_034831499.1	DPOGS212379-PA
OG0003029	XP_034832082.1, XP_034832081.1	DPOGS200843-PA
OG0003030	XP_034839516.1	DPOGS203034-PA
OG0003031	XP_034830678.1, XP_034830692.1, XP_034830684.1	DPOGS202237-PA
OG0003032	XP_034828752.1, XP_034828751.1, XP_034828753.1	DPOGS202352-PA
OG0003033	XP_034839391.1	DPOGS202978-PA
OG0003034	XP_034825214.1	DPOGS200722-PA
OG0003035	XP_034831808.1	DPOGS200847-PA
OG0003036	XP_034834464.1, XP_034834451.1	DPOGS202233-PA
OG0003037	XP_034830900.1	DPOGS202232-PA
OG0003038	XP_034829059.1, XP_034829058.1	DPOGS211033-PA, DPOGS211032-PA
OG0003039	XP_034826613.1	DPOGS208149-PA
OG0003040	XP_034827300.1	DPOGS202847-PA
OG0003041	XP_034830784.1	DPOGS200275-PA
OG0003042	XP_034827307.1	DPOGS202772-PA
OG0003043	XP_034837777.1	DPOGS208346-PA
OG0003044	XP_034841356.1	DPOGS208755-PA
OG0003045	XP_034831622.1	DPOGS212350-PA
OG0003046	XP_034831603.1	DPOGS212363-PA
OG0003047	XP_034828176.1	DPOGS206855-PA
OG0003048	XP_034832335.1	DPOGS207496-PA, DPOGS207495-PA
OG0003049	XP_034830480.1, XP_034830481.1, XP_034830482.1	DPOGS215042-PA
OG0003050	XP_034830123.1	DPOGS210213-PA
OG0003051	XP_034826416.1	DPOGS211537-PA
OG0003052	XP_034831786.1	DPOGS205702-PA
OG0003054	XP_034840621.1	DPOGS211809-PA
OG0003055	XP_034823906.1	DPOGS208760-PA
OG0003056	XP_034833775.1	DPOGS202214-PA
OG0003057	XP_034824301.1, XP_034824302.1, XP_034824300.1	DPOGS211383-PA
OG0003058	XP_034824995.1	DPOGS205678-PA
OG0003059	XP_034824489.1	DPOGS211384-PA
OG0003062	XP_034826757.1	DPOGS202867-PA
OG0003063	XP_034839514.1	DPOGS202983-PA
OG0003064	XP_034827400.1	DPOGS207107-PA
OG0003065	XP_034839985.1, XP_034840005.1	DPOGS206728-PA
OG0003066	XP_034830467.1	DPOGS209078-PA
OG0003067	XP_034834395.1	DPOGS201406-PA
OG0003068	XP_034833764.1	DPOGS201545-PA
OG0003069	XP_034824493.1	DPOGS202471-PA, DPOGS202470-PA
OG0003070	XP_034839218.1, XP_034839219.1	DPOGS203337-PA
OG0003071	XP_034823899.1	DPOGS202172-PA
OG0003072	XP_034840004.1	DPOGS212428-PA, DPOGS212427-PA
OG0003073	XP_034839511.1	DPOGS202986-PA
OG0003074	XP_034827888.1	DPOGS207137-PA
OG0003075	XP_034830993.1, XP_034830992.1	DPOGS209082-PA
OG0003076	XP_034827987.1, XP_034827985.1, XP_034827986.1	DPOGS207136-PA
OG0003077	XP_034836957.1	DPOGS201541-PA
OG0003078	XP_034839398.1	DPOGS203336-PA
OG0003079	XP_034832027.1	DPOGS201845-PA
OG0003080	XP_034833709.1, XP_034836968.1	DPOGS201539-PA
OG0003081	XP_034826523.1, XP_034826522.1, XP_034826521.1	DPOGS211719-PA
OG0003082	XP_034827521.1	DPOGS207130-PA
OG0003083	XP_034824814.1	DPOGS201882-PA
OG0003084	XP_034824583.1	DPOGS205845-PA
OG0003085	XP_034830681.1	DPOGS209385-PA
OG0003086	XP_034830768.1	DPOGS209363-PA, DPOGS209362-PA
OG0003087	XP_034833699.1	DPOGS201535-PA
OG0003088	XP_034827425.1	DPOGS207117-PA
OG0003089	XP_034825371.1, XP_034825300.1	DPOGS201858-PA
OG0003090	XP_034836928.1	DPOGS201534-PA
OG0003091	XP_034825594.1	DPOGS205656-PA, DPOGS205655-PA
OG0003092	XP_034828128.1	DPOGS201862-PA
OG0003093	XP_034825441.1, XP_034825440.1, XP_034825442.1	DPOGS205654-PA
OG0003094	XP_034826649.1	DPOGS215153-PA
OG0003095	XP_034829760.1	DPOGS201566-PA
OG0003096	XP_034840517.1	DPOGS200144-PA, DPOGS200145-PA
OG0003097	XP_034825264.1	DPOGS205640-PA
OG0003098	XP_034825979.1	DPOGS206514-PA
OG0003099	XP_034825405.1	DPOGS211901-PA
OG0003100	XP_034825112.1	DPOGS212209-PA
OG0003101	XP_034834843.1	DPOGS201498-PA
OG0003102	XP_034840988.1, XP_034840997.1	DPOGS211802-PA
OG0003103	XP_034839535.1	DPOGS203282-PA
OG0003104	XP_034840998.1, XP_034840999.1	DPOGS211437-PA
OG0003105	XP_034836620.1	DPOGS201522-PA
OG0003106	XP_034836696.1, XP_034836688.1, XP_034836690.1	DPOGS201435-PA
OG0003109	XP_034838948.1, XP_034838946.1, XP_034838947.1, XP_034838949.1	DPOGS210410-PA
OG0003110	XP_034830689.1	DPOGS204339-PA
OG0003111	XP_034831131.1	DPOGS213570-PA
OG0003112	XP_034832180.1	DPOGS205696-PA
OG0003114	XP_034829448.1	DPOGS207906-PA
OG0003115	XP_034830725.1, XP_034830724.1	DPOGS210839-PA
OG0003117	XP_034836539.1	DPOGS205983-PA
OG0003118	XP_034831567.1, XP_034831347.1	DPOGS204897-PA
OG0003120	XP_034834005.1	DPOGS212844-PA
OG0003121	XP_034824201.1, XP_034824199.1	DPOGS205849-PA
OG0003122	XP_034832406.1, XP_034832405.1, XP_034832403.1	DPOGS201196-PA
OG0003123	XP_034825563.1	DPOGS207459-PA
OG0003124	XP_034836340.1, XP_034826377.1, XP_034833597.1, XP_034837945.1	DPOGS202555-PA
OG0003125	XP_034831234.1	DPOGS211624-PA, DPOGS211623-PA
OG0003126	XP_034837400.1	DPOGS206400-PA
OG0003127	XP_034826670.1	DPOGS202579-PA, DPOGS202580-PA
OG0003128	XP_034836429.1	DPOGS205994-PA
OG0003130	XP_034840494.1, XP_034840491.1, XP_034840492.1	DPOGS206072-PA
OG0003131	XP_034824793.1	DPOGS207930-PA
OG0003132	XP_034830089.1	DPOGS210211-PA
OG0003133	XP_034830751.1, XP_034830752.1, XP_034830753.1	DPOGS200284-PA
OG0003149	XP_034826338.1	DPOGS213400-PA
OG0003150	XP_034838561.1	DPOGS210187-PA
OG0003151	XP_034837352.1	DPOGS215534-PA
OG0003152	XP_034840930.1	DPOGS204384-PA
OG0003154	XP_034831012.1	DPOGS200381-PA
OG0003155	XP_034837478.1	DPOGS202540-PA
OG0003156	XP_034836050.1	DPOGS204995-PA
OG0003157	XP_034830741.1	DPOGS200281-PA
OG0003158	XP_034838194.1	DPOGS201590-PA
OG0003160	XP_034837498.1	DPOGS200388-PA
OG0003161	XP_034836047.1	DPOGS204984-PA
OG0003162	XP_034837402.1	DPOGS206768-PA
OG0003163	XP_034839120.1	DPOGS206162-PA
OG0003164	XP_034840898.1	DPOGS213053-PA
OG0003165	XP_034835866.1	DPOGS204985-PA
OG0003166	XP_034828118.1	DPOGS214432-PA, DPOGS214416-PA
OG0003167	XP_034840368.1, XP_034840367.1	DPOGS213864-PA
OG0003168	XP_034829506.1	DPOGS203228-PA
OG0003169	XP_034836094.1, XP_034836095.1	DPOGS204991-PA
OG0003170	XP_034833190.1	DPOGS208037-PA
OG0003171	XP_034837587.1	DPOGS212545-PA
OG0003172	XP_034826840.1	DPOGS212596-PA
OG0003173	XP_034833197.1	DPOGS208032-PA
OG0003174	XP_034826833.1	DPOGS212622-PA
OG0003175	XP_034827855.1	DPOGS204084-PA
OG0003176	XP_034823910.1	DPOGS211049-PA
OG0003177	XP_034828704.1	DPOGS208300-PA
OG0003178	XP_034824901.1, XP_034824902.1	DPOGS210113-PA
OG0003179	XP_034834565.1	DPOGS213184-PA
OG0003180	XP_034837652.1	DPOGS205145-PA
OG0003181	XP_034838135.1	DPOGS201584-PA
OG0003182	XP_034839488.1, XP_034839168.1	DPOGS207196-PA
OG0003183	XP_034838266.1	DPOGS211494-PA
OG0003184	XP_034826415.1	DPOGS203531-PA
OG0003185	XP_034839341.1	DPOGS207190-PA
OG0003186	XP_034826843.1	DPOGS212611-PA
OG0003187	XP_034838233.1	DPOGS211504-PA
OG0003188	XP_034833336.1	DPOGS208042-PA
OG0003189	XP_034829673.1, XP_034829674.1	DPOGS201049-PA
OG0003190	XP_034832717.1	DPOGS210397-PA
OG0003191	XP_034829483.1	DPOGS209139-PA
OG0003192	XP_034838073.1	DPOGS215010-PA
OG0003193	XP_034824921.1	DPOGS210047-PA
OG0003194	XP_034838159.1	DPOGS214987-PA
OG0003195	XP_034838187.1	DPOGS215014-PA
OG0003196	XP_034825052.1	DPOGS209291-PA
OG0003197	XP_034826660.1	DPOGS213373-PA
OG0003198	XP_034826658.1	DPOGS213360-PA
OG0003199	XP_034826656.1	DPOGS213374-PA
OG0003200	XP_034834265.1	DPOGS214706-PA
OG0003201	XP_034824904.1	DPOGS210106-PA
OG0003202	XP_034826195.1	DPOGS213357-PA
OG0003203	XP_034829040.1	DPOGS209200-PA
OG0003204	XP_034826187.1	DPOGS213375-PA
OG0003205	XP_034836722.1	DPOGS213897-PA
OG0003206	XP_034835996.1	DPOGS212490-PA
OG0003207	XP_034839433.1	DPOGS200904-PA
OG0003208	XP_034826444.1	DPOGS213376-PA
OG0003211	XP_034834752.1	DPOGS213178-PA
OG0003212	XP_034841005.1	DPOGS208824-PA
OG0003213	XP_034828405.1	DPOGS208235-PA
OG0003214	XP_034835022.1	DPOGS213207-PA
OG0003215	XP_034832409.1	DPOGS201198-PA
OG0003216	XP_034831039.1	DPOGS210361-PA
OG0003217	XP_034836841.1	DPOGS213924-PA
OG0003218	XP_034837153.1	DPOGS208215-PA
OG0003219	XP_034825423.1	DPOGS204782-PA
OG0003220	XP_034831432.1	DPOGS210333-PA
OG0003221	XP_034825422.1	DPOGS204781-PA
OG0003222	XP_034830370.1	DPOGS213444-PA
OG0003223	XP_034831529.1	DPOGS210367-PA
OG0003224	XP_034838176.1	DPOGS204615-PA
OG0003225	XP_034830459.1, XP_034830456.1	DPOGS210855-PA
OG0003226	XP_034825324.1	DPOGS204779-PA
OG0003227	XP_034824106.1	DPOGS210139-PA
OG0003228	XP_034826907.1	DPOGS205105-PA
OG0003229	XP_034825319.1	DPOGS204740-PA
OG0003230	XP_034835951.1	DPOGS200946-PA
OG0003231	XP_034838803.1	DPOGS205034-PA
OG0003232	XP_034839314.1	DPOGS200908-PA
OG0003233	XP_034836576.1	DPOGS216119-PA
OG0003234	XP_034839518.1	DPOGS203968-PA
OG0003235	XP_034838167.1	DPOGS207907-PA
OG0003236	XP_034836559.1	DPOGS216120-PA
OG0003237	XP_034824122.1	DPOGS210937-PA
OG0003238	XP_034827968.1	DPOGS214398-PA
OG0003239	XP_034826150.1	DPOGS213344-PA
OG0003240	XP_034827966.1, XP_034827755.1	DPOGS214433-PA
OG0003241	XP_034837218.1	DPOGS208204-PA
OG0003242	XP_034836697.1	DPOGS213911-PA
OG0003243	XP_034835133.1	DPOGS211789-PA
OG0003244	XP_034830939.1	DPOGS210851-PA
OG0003245	XP_034830941.1	DPOGS210850-PA
OG0003246	XP_034830638.1	DPOGS210849-PA
OG0003247	XP_034830409.1	DPOGS210822-PA
OG0003248	XP_034833285.1	DPOGS215282-PA, DPOGS202139-PA
OG0003249	XP_034839026.1	DPOGS205021-PA
OG0003250	XP_034825216.1	DPOGS204750-PA
OG0003251	XP_034832245.1	DPOGS205549-PA
OG0003252	XP_034824273.1	DPOGS210059-PA
OG0003253	XP_034833504.1	DPOGS202138-PA
OG0003255	XP_034831352.1	DPOGS210371-PA
OG0003256	XP_034830720.1	DPOGS210824-PA
OG0003257	XP_034833851.1	DPOGS214753-PA
OG0003258	XP_034840896.1	DPOGS208800-PA, DPOGS208801-PA
OG0003259	XP_034831390.1	DPOGS210326-PA
OG0003260	XP_034830317.1	DPOGS210846-PA
OG0003261	XP_034829254.1	DPOGS215580-PA
OG0003262	XP_034840996.1	DPOGS210891-PA
OG0003263	XP_034835859.1	DPOGS207361-PA
OG0003264	XP_034840154.1	DPOGS209601-PA
OG0003265	XP_034837800.1	DPOGS211814-PA
OG0003266	XP_034841115.1	DPOGS210932-PA
OG0003267	XP_034834263.1	DPOGS214752-PA
OG0003268	XP_034833174.1, XP_034832294.1	DPOGS215258-PA
OG0003269	XP_034837720.1, XP_034837496.1	DPOGS211826-PA
OG0003270	XP_034831871.1	DPOGS206361-PA, DPOGS206360-PA
OG0003271	XP_034839110.1	DPOGS210650-PA
OG0003272	XP_034824430.1	DPOGS210100-PA
OG0003273	XP_034825401.1	DPOGS210929-PA
OG0003274	XP_034840160.1, XP_034840411.1, XP_034840161.1	DPOGS209598-PA
OG0003275	XP_034833866.1	DPOGS214708-PA, DPOGS214709-PA
OG0003276	XP_034827341.1	DPOGS205116-PA
OG0003277	XP_034833857.1	DPOGS214710-PA
OG0003278	XP_034833023.1	DPOGS204720-PA
OG0003279	XP_034823963.1	DPOGS208828-PA
OG0003280	XP_034833856.1	DPOGS214711-PA
OG0003281	XP_034838986.1	DPOGS215626-PA
OG0003282	XP_034840922.1	DPOGS210928-PA
