Orthogroup	Maniola_hyperantus	Junonia_coenia
OG0001993	XP_034835300.1	JC_09967-RA, JC_09965-RA
OG0001994	XP_034836991.1, XP_034829649.1	JC_08872-RA
OG0001995	XP_034835150.1, XP_034835151.1	JC_09961-RA
OG0001996	XP_034826560.1	JC_14217-RA
OG0001997	XP_034832311.1	JC_07597-RA, JC_07599-RA, JC_07598-RA
OG0001998	XP_034835031.1	JC_09958-RA
OG0001998	XP_034835556.1	JC_09959-RA
OG0001999	XP_034826561.1	JC_14213-RA, JC_14214-RA
OG0002000	XP_034830264.1	JC_03379-RA
OG0002002	XP_034828208.1	JC_11684-RA, JC_11681-RA
OG0002003	XP_034832693.1, XP_034832694.1	JC_11172-RA
OG0002004	XP_034824461.1	JC_04721-RA, JC_04723-RA
OG0002005	XP_034830288.1	JC_03374-RA
OG0002006	XP_034827276.1, XP_034827072.1	JC_09460-RA, JC_09461-RA, JC_09459-RA
OG0002007	XP_034838328.1	JC_16872-RA, JC_16871-RA
OG0002008	XP_034833284.1	JC_01153-RA
OG0002009	XP_034834968.1	JC_10785-RA, JC_10783-RA, JC_10784-RA
OG0002010	XP_034834245.1	JC_12359-RA, JC_12360-RA
OG0002011	XP_034827356.1	JC_09447-RA
OG0002012	XP_034831299.1	JC_07177-RA
OG0002013	XP_034833891.1	JC_12367-RA
OG0002014	XP_034838547.1	JC_15808-RA, JC_15807-RA
OG0002015	XP_034836459.1	JC_13905-RA
OG0002016	XP_034829796.1	JC_08856-RA
OG0002017	XP_034833314.1	JC_05943-RA
OG0002018	XP_034836846.1	JC_15784-RA, JC_15783-RA
OG0002019	XP_034837171.1	JC_14687-RA
OG0002020	XP_034836208.1	JC_13209-RA, JC_13208-RA
OG0002021	XP_034824048.1	JC_00515-RA
OG0002022	XP_034837045.1	JC_14679-RA
OG0002023	XP_034832527.1, XP_034832528.1	JC_11197-RA, JC_11196-RA
OG0002024	XP_034832313.1	JC_07589-RA
OG0002025	XP_034834354.1	JC_10759-RA
OG0002026	XP_034824045.1	JC_00512-RA
OG0002027	XP_034825670.1	JC_02669-RA
OG0002028	XP_034825674.1	JC_02671-RA
OG0002029	XP_034828732.1	JC_06497-RA
OG0002030	XP_034835193.1	JC_09837-RA
OG0002031	XP_034824052.1, XP_034824053.1	JC_00499-RA, JC_04734-RA
OG0002032	XP_034840233.1	JC_04044-RA
OG0002033	XP_034829305.1	JC_08276-RA
OG0002034	XP_034828737.1, XP_034828738.1	JC_06499-RA
OG0002035	XP_034829684.1	JC_08842-RA
OG0002036	XP_034826282.1, XP_034826533.1	JC_14165-RA
OG0002038	XP_034827178.1, XP_034827176.1	JC_09432-RA
OG0002039	XP_034830999.1	JC_03323-RA
OG0002040	XP_034835200.1	JC_09891-RA
OG0002041	XP_034827146.1	JC_09429-RA
OG0002042	XP_034830238.1	JC_08832-RA
OG0002043	XP_034823921.1, XP_034823920.1	JC_00481-RA, JC_00482-RA, JC_00483-RA
OG0002044	XP_034831250.1	JC_01214-RA
OG0002045	XP_034825818.1	JC_13728-RA
OG0002046	XP_034833690.1	JC_01215-RA
OG0002047	XP_034838299.1	JC_01216-RA
OG0002048	XP_034829442.1	JC_05236-RA
OG0002049	XP_034839652.1	JC_04076-RA, JC_04074-RA, JC_04075-RA
OG0002050	XP_034838863.1	JC_01231-RA
OG0002051	XP_034839608.1	JC_02131-RA
OG0002052	XP_034829224.1	JC_08293-RA
OG0002053	XP_034827077.1	JC_09413-RA
OG0002054	XP_034824971.1	JC_04909-RA, JC_04908-RA
OG0002055	XP_034829280.1, XP_034829274.1	JC_08296-RA
OG0002056	XP_034827182.1, XP_034827180.1	JC_09411-RA
OG0002057	XP_034827142.1	JC_09408-RA
OG0002058	XP_034840408.1, XP_034824495.1	JC_08298-RA
OG0002059	XP_034836369.1	JC_13820-RA
OG0002060	XP_034836274.1, XP_034836269.1	JC_01250-RA
OG0002061	XP_034833949.1, XP_034833948.1, XP_034833947.1	JC_12547-RA
OG0002062	XP_034841094.1	JC_00322-RA
OG0002063	XP_034827983.1, XP_034827984.1	JC_11965-RA
OG0002064	XP_034832772.1	JC_11235-RA
OG0002065	XP_034827305.1	JC_08307-RA
OG0002066	XP_034835183.1	JC_09916-RA
OG0002067	XP_034825984.1	JC_13698-RA, JC_13699-RA, JC_13700-RA
OG0002068	XP_034839380.1	JC_02147-RA
OG0002069	XP_034825111.1, XP_034825110.1	JC_02700-RA
OG0002070	XP_034830427.1	JC_03277-RA
OG0002071	XP_034831632.1	JC_07136-RA, JC_07135-RA
OG0002072	XP_034825570.1	JC_02708-RA, JC_02710-RA
OG0002073	XP_034823930.1	JC_00342-RA
OG0002074	XP_034837418.1	JC_14748-RA
OG0002075	XP_034833363.1, XP_034833364.1	JC_05865-RA
OG0002077	XP_034839077.1	JC_16445-RA
OG0002078	XP_034825512.1	JC_02719-RA
OG0002079	XP_034832138.1	JC_07550-RA
OG0002080	XP_034828214.1	JC_11998-RA, JC_11997-RA
OG0002081	XP_034835190.1, XP_034835192.1, XP_034835191.1	JC_10357-RA
OG0002082	XP_034829268.1	JC_05244-RA
OG0002083	XP_034837756.1	JC_15497-RA
OG0002083	XP_034837641.1	JC_15498-RA
OG0002084	XP_034835156.1	JC_10361-RA
OG0002085	XP_034825246.1, XP_034825245.1, XP_034825247.1, XP_034825243.1	JC_02738-RA
OG0002086	XP_034836018.1	JC_13267-RA, JC_05563-RA
OG0002087	XP_034829907.1, XP_034829905.1	JC_08788-RA
OG0002088	XP_034826261.1	JC_13659-RA
OG0002089	XP_034834522.1	JC_10931-RA
OG0002090	XP_034830665.1	JC_03250-RA
OG0002090	XP_034830812.1	JC_03249-RA
OG0002091	XP_034827834.1	JC_12019-RA
OG0002092	XP_034826249.1	JC_13648-RA
OG0002093	XP_034830652.1	JC_03243-RA, JC_03244-RA
OG0002094	XP_034833394.1	JC_05704-RA
OG0002095	XP_034831980.1, XP_034831979.1	JC_07694-RA
OG0002096	XP_034828054.1, XP_034828056.1, XP_034828055.1	JC_12026-RA
OG0002097	XP_034833594.1	JC_05714-RA, JC_05713-RA
OG0002098	XP_034825731.1, XP_034825730.1, XP_034825638.1	JC_02942-RA
OG0002099	XP_034838782.1	JC_01289-RA
OG0002101	XP_034824606.1	JC_04854-RA
OG0002103	XP_034835447.1	JC_10401-RA, JC_10400-RA
OG0002104	XP_034826908.1	JC_09352-RA
OG0002105	XP_034830549.1	JC_03236-RA
OG0002106	XP_034826752.1	JC_09349-RA
OG0002107	XP_034828234.1	JC_08410-RA
OG0002108	XP_034834163.1	JC_12661-RA, JC_12660-RA, JC_12662-RA
OG0002109	XP_034832923.1	JC_11130-RA
OG0002110	XP_034826492.1	JC_13630-RA
OG0002111	XP_034830554.1	JC_01293-RA
OG0002112	XP_034835635.1	JC_10390-RA, JC_10389-RA
OG0002113	XP_034827314.1	JC_09345-RA, JC_09344-RA, JC_09346-RA
OG0002114	XP_034833217.1	JC_05769-RA, JC_05767-RA, JC_05768-RA
OG0002115	XP_034831684.1	JC_07090-RA
OG0002116	XP_034836195.1	JC_13310-RA
OG0002117	XP_034824765.1	JC_04847-RA, JC_04845-RA, JC_04846-RA
OG0002118	XP_034830302.1	JC_03225-RA
OG0002119	XP_034824502.1	JC_04839-RA
OG0002120	XP_034829978.1	JC_08990-RA
OG0002121	XP_034827938.1	JC_12042-RA
OG0002122	XP_034840732.1, XP_034840734.1, XP_034840735.1, XP_034840736.1	JC_04154-RA
OG0002123	XP_034839583.1	JC_01867-RA
OG0002124	XP_034831732.1	JC_07733-RA
OG0002125	XP_034829559.1	JC_08998-RA
OG0002126	XP_034828190.1, XP_034840163.1	JC_08405-RA, JC_08406-RA
OG0002127	XP_034830294.1	JC_03215-RA, JC_03214-RA
OG0002128	XP_034839581.1	JC_01856-RA
OG0002129	XP_034828713.1	JC_08383-RA
OG0002130	XP_034837752.1	JC_15385-RA
OG0002131	XP_034826222.1, XP_034826221.1	JC_13579-RA
OG0002132	XP_034833309.1, XP_034833308.1, XP_034833307.1, XP_034833310.1	JC_05797-RA
OG0002133	XP_034832868.1, XP_034832876.1	JC_01069-RA
OG0002134	XP_034830042.1	JC_09025-RA
OG0002135	XP_034839128.1	JC_01851-RA
OG0002136	XP_034825364.1, XP_034825363.1	JC_02881-RA
OG0002137	XP_034832714.1	JC_11117-RA, JC_11116-RA
OG0002138	XP_034833556.1, XP_034833159.1	JC_05821-RA
OG0002139	XP_034837557.1	JC_15465-RA
OG0002140	XP_034831562.1	JC_06984-RA, JC_06986-RA
OG0002141	XP_034831354.1	JC_07199-RA
OG0002142	XP_034829925.1	JC_09053-RA
OG0002143	XP_034829941.1	JC_09054-RA
OG0002144	XP_034829940.1	JC_09055-RA
OG0002145	XP_034827606.1	JC_11766-RA
OG0002146	XP_034840116.1	JC_04186-RA
OG0002147	XP_034828673.1	JC_06625-RA
OG0002148	XP_034841470.1	JC_00262-RA
OG0002149	XP_034830802.1	JC_03157-RA
OG0002150	XP_034830422.1	JC_03154-RA
OG0002152	XP_034827105.1	JC_09283-RA, JC_09282-RA
OG0002153	XP_034825793.1	JC_13536-RA
OG0002154	XP_034828930.1	JC_05128-RA
OG0002155	XP_034827597.1	JC_11794-RA, JC_11792-RA
OG0002156	XP_034824269.1	JC_04959-RA, JC_04960-RA
OG0002157	XP_034837757.1	JC_15395-RA, JC_15476-RA, JC_15394-RA, JC_15477-RA, JC_15496-RA
OG0002158	XP_034835446.1	JC_10419-RA, JC_10418-RA
OG0002160	XP_034827039.1	JC_11063-RA, JC_11064-RA, JC_11065-RA
OG0002161	XP_034832498.1	JC_07809-RA
OG0002163	XP_034830964.1	JC_00840-RA
OG0002164	XP_034830510.1	JC_03118-RA
OG0002165	XP_034841400.1, XP_034841401.1	JC_00218-RA
OG0002166	XP_034833107.1	JC_11076-RA
OG0002167	XP_034824299.1	JC_08504-RA
OG0002168	XP_034832501.1	JC_07825-RA
OG0002170	XP_034839565.1	JC_01795-RA, JC_01794-RA
OG0002171	XP_034832016.1	JC_07832-RA
OG0002172	XP_034826379.1	JC_13506-RA, JC_13507-RA
OG0002173	XP_034833102.1	JC_11098-RA
OG0002174	XP_034830499.1	JC_03094-RA
OG0002177	XP_034831644.1	JC_07241-RA, JC_07240-RA
OG0002178	XP_034827879.1	JC_08519-RA
OG0002179	XP_034827850.1	JC_08520-RA
OG0002180	XP_034840424.1, XP_034840428.1	JC_04361-RA
OG0002181	XP_034830786.1, XP_034830750.1	JC_03066-RA
OG0002182	XP_034832634.1, XP_034832635.1	JC_11271-RA
OG0002183	XP_034825177.1, XP_034825178.1, XP_034825180.1, XP_034825179.1	JC_02831-RA
OG0002184	XP_034830890.1, XP_034830891.1	JC_01916-RA, JC_03052-RA
OG0002185	XP_034825010.1	JC_02830-RA
OG0002186	XP_034830780.1	JC_03042-RA
OG0002187	XP_034824993.1	JC_02827-RA
OG0002188	XP_034829681.1	JC_09135-RA, JC_09134-RA
OG0002189	XP_034826396.1	JC_13454-RA
OG0002190	XP_034826296.1	JC_13449-RA
OG0002191	XP_034831842.1	JC_07892-RA
OG0002192	XP_034839513.1	JC_01694-RA, JC_01691-RA, JC_01692-RA, JC_01693-RA
OG0002193	XP_034829983.1	JC_09153-RA
OG0002194	XP_034831755.1, XP_034831757.1, XP_034831756.1	JC_07902-RA
OG0002195	XP_034828199.1	JC_11907-RA
OG0002196	XP_034840151.1	JC_04327-RA, JC_04329-RA
OG0002197	XP_034823915.1, XP_034823916.1	JC_00113-RA, JC_00114-RA
OG0002198	XP_034823908.1	JC_00105-RA
OG0002199	XP_034831262.1	JC_08629-RA, JC_08632-RA, JC_08631-RA
OG0002200	XP_034841048.1	JC_09807-RA
OG0002201	XP_034841041.1, XP_034841042.1, XP_034841043.1	JC_00096-RA
OG0002203	XP_034839522.1	JC_01680-RA
OG0002204	XP_034824434.1	JC_05069-RA
OG0002205	XP_034825664.1, XP_034825663.1, XP_034825662.1	JC_01654-RA
OG0002206	XP_034825297.1, XP_034825296.1, XP_034825298.1	JC_02800-RA
OG0002207	XP_034825596.1	JC_02796-RA, JC_02797-RA, JC_02798-RA
OG0002208	XP_034830674.1, XP_034830673.1	JC_02972-RA
OG0002209	XP_034841013.1	JC_00069-RA, JC_00068-RA, JC_00067-RA
OG0002210	XP_034841002.1	JC_00054-RA, JC_00056-RA, JC_00045-RA, JC_00061-RA, JC_00042-RA, JC_00055-RA
OG0002211	XP_034826736.1	JC_08581-RA
OG0002212	XP_034827894.1	JC_11613-RA
OG0002213	XP_034825130.1	JC_02774-RA
OG0002214	XP_034825156.1	JC_02771-RA
OG0002216	XP_034839198.1	JC_01728-RA
OG0002217	XP_034824670.1	JC_08559-RA
OG0002218	XP_034824415.1	JC_08555-RA
OG0002219	XP_034826297.1	JC_13366-RA, JC_13367-RA
OG0002220	XP_034825909.1, XP_034825910.1	JC_13357-RA, JC_13355-RA
OG0002221	XP_034831820.1	JC_01001-RA
OG0002222	XP_034828501.1	JC_08546-RA, JC_08545-RA
OG0002223	XP_034839236.1	JC_01742-RA, JC_01745-RA
OG0002224	XP_034836631.1	JC_01010-RA, JC_01012-RA, JC_01014-RA
OG0002225	XP_034841070.1	JC_00001-RA
OG0002227	XP_034834289.1	JC_01117-RA
OG0002230	XP_034826184.1, XP_034826186.1	JC_13361-RA, JC_13362-RA
OG0002231	XP_034838460.1	JC_06501-RA
OG0002232	XP_034834899.1	JC_01533-RA
OG0002233	XP_034833562.1	JC_05812-RA
OG0002234	XP_034832146.1	JC_07519-RA
OG0002235	XP_034830979.1, XP_034824722.1	JC_03190-RA
OG0002238	XP_034835437.1	JC_10055-RA
OG0002240	XP_034841071.1	JC_00794-RA
OG0002247	XP_034825378.1	JC_02525-RA
OG0002248	XP_034836430.1	JC_13936-RA
OG0002250	XP_034829507.1	JC_05600-RA
OG0002251	XP_034830869.1	JC_03527-RA
OG0002253	XP_034839918.1, XP_034828988.1	JC_05599-RA
OG0002254	XP_034833201.1	JC_05679-RA
OG0002256	XP_034826138.1, XP_034826137.1, XP_034826136.1	JC_14657-RA
OG0002257	XP_034831878.1	JC_07357-RA
OG0002258	XP_034828707.1, XP_034828708.1	JC_06338-RA
OG0002259	XP_034841226.1	JC_07974-RA, JC_07973-RA
OG0002260	XP_034833716.1	JC_12826-RA, JC_12827-RA
OG0002261	XP_034838268.1	JC_17046-RA, JC_17045-RA
OG0002262	XP_034838185.1	JC_17120-RA
OG0002263	XP_034836802.1	JC_15673-RA
OG0002264	XP_034830919.1	JC_03515-RA, JC_03517-RA
OG0002265	XP_034836104.1, XP_034836103.1, XP_034836105.1	JC_13130-RA
OG0002266	XP_034827749.1	JC_16188-RA
OG0002267	XP_034832145.1	JC_01612-RA
OG0002268	XP_034832291.1, XP_034832292.1	JC_07344-RA
OG0002269	XP_034835624.1	JC_10266-RA
OG0002270	XP_034837378.1	JC_14983-RA
OG0002271	XP_034823941.1, XP_034823942.1	JC_00732-RA
OG0002272	XP_034839948.1, XP_034829553.1	JC_08666-RA
OG0002273	XP_034838828.1	JC_16789-RA
OG0002274	XP_034826789.1	JC_09729-RA, JC_09727-RA
OG0002275	XP_034826434.1, XP_034826439.1, XP_034826437.1	JC_14627-RA
OG0002276	XP_034832115.1	JC_07535-RA
OG0002277	XP_034827754.1	JC_16220-RA
OG0002278	XP_034836720.1	JC_15578-RA
OG0002279	XP_034830452.1	JC_03532-RA
OG0002280	XP_034830455.1	JC_03534-RA
OG0002281	XP_034830461.1	JC_03533-RA
OG0002282	XP_034826192.1, XP_034826193.1	JC_14618-RA
OG0002283	XP_034837818.1	JC_17170-RA
OG0002284	XP_034830450.1	JC_03536-RA
OG0002285	XP_034829948.1, XP_034830081.1	JC_06030-RA
OG0002286	XP_034832723.1, XP_034832724.1	JC_11498-RA
OG0002287	XP_034836845.1	JC_15566-RA
OG0002288	XP_034826812.1	JC_09734-RA
OG0002289	XP_034837715.1	JC_15218-RA
OG0002290	XP_034839325.1	JC_01957-RA
OG0002291	XP_034831351.1	JC_06706-RA
OG0002293	XP_034824279.1	JC_07931-RA
OG0002294	XP_034825852.1	JC_14606-RA
OG0002295	XP_034838192.1	JC_17154-RA
OG0002296	XP_034825325.1	JC_02392-RA, JC_02394-RA
OG0002297	XP_034831010.1	JC_01600-RA, JC_01599-RA
OG0002298	XP_034837142.1	JC_15049-RA
OG0002299	XP_034837420.1	JC_15045-RA
OG0002300	XP_034840843.1	JC_00723-RA
OG0002301	XP_034838804.1	JC_16694-RA
OG0002302	XP_034839036.1	JC_16697-RA
OG0002303	XP_034838177.1	JC_17164-RA
OG0002305	XP_034839429.1	JC_02269-RA
OG0002306	XP_034825302.1	JC_02379-RA
OG0002307	XP_034825528.1	JC_02376-RA
OG0002308	XP_034824727.1	JC_04449-RA
OG0002310	XP_034827965.1, XP_034827964.1	JC_16239-RA
OG0002311	XP_034839029.1	JC_16703-RA, JC_16701-RA
OG0002312	XP_034836700.1, XP_034836701.1	JC_15550-RA
OG0002313	XP_034837217.1	JC_15040-RA, JC_15039-RA
OG0002314	XP_034831921.1	JC_07303-RA
OG0002315	XP_034836560.1	JC_14074-RA
OG0002316	XP_034826358.1	JC_14586-RA
OG0002317	XP_034838807.1	JC_16709-RA
OG0002318	XP_034836130.1	JC_13008-RA
OG0002319	XP_034833395.1	JC_05722-RA
OG0002321	XP_034835244.1	JC_10282-RA
OG0002323	XP_034836128.1	JC_13004-RA
OG0002324	XP_034824647.1	JC_04455-RA, JC_04456-RA
OG0002325	XP_034838943.1	JC_16712-RA
OG0002326	XP_034837719.1	JC_15200-RA
OG0002327	XP_034824932.1	JC_04457-RA
OG0002328	XP_034828288.1, XP_034828287.1	JC_16201-RA
OG0002329	XP_034835858.1	JC_12999-RA
OG0002330	XP_034827672.1	JC_16206-RA, JC_16205-RA
OG0002331	XP_034824725.1	JC_04459-RA, JC_04458-RA
OG0002332	XP_034832958.1, XP_034832959.1	JC_11507-RA
OG0002333	XP_034834835.1	JC_10514-RA
OG0002334	XP_034837724.1	JC_15187-RA
OG0002335	XP_034837563.1	JC_01589-RA, JC_01590-RA
OG0002336	XP_034827762.1	JC_16213-RA
OG0002337	XP_034830141.1	JC_08945-RA
OG0002338	XP_034826885.1	JC_09759-RA
OG0002339	XP_034837430.1	JC_01582-RA
OG0002340	XP_034825121.1	JC_02355-RA
OG0002341	XP_034835765.1	JC_12987-RA
OG0002342	XP_034838102.1	JC_17101-RA
OG0002343	XP_034828797.1	JC_03020-RA, JC_06078-RA, JC_06079-RA
OG0002344	XP_034837206.1	JC_14893-RA
OG0002346	XP_034834063.1	JC_12433-RA
OG0002347	XP_034824920.1	JC_07966-RA, JC_07967-RA
OG0002348	XP_034836902.1	JC_15587-RA
OG0002349	XP_034826332.1	JC_14560-RA
OG0002350	XP_034834023.1, XP_034834024.1	JC_12422-RA
OG0002351	XP_034838089.1	JC_17071-RA
OG0002352	XP_034837200.1	JC_14891-RA
OG0002353	XP_034837821.1, XP_034838230.1, XP_034838231.1, XP_034838232.1	JC_17021-RA
OG0002354	XP_034839258.1	JC_02259-RA
OG0002355	XP_034828954.1	JC_05518-RA
OG0002356	XP_034838991.1	JC_16578-RA, JC_16543-RA
OG0002357	XP_034838981.1	JC_16566-RA, JC_16565-RA
OG0002358	XP_034829899.1	JC_08693-RA
OG0002359	XP_034838552.1, XP_034838558.1	JC_01416-RA
OG0002360	XP_034838136.1	JC_17075-RA
OG0002361	XP_034834776.1	JC_01559-RA
OG0002362	XP_034826336.1, XP_034826335.1	JC_14527-RA
OG0002363	XP_034833051.1	JC_11423-RA
OG0002364	XP_034836073.1	JC_12977-RA
OG0002365	XP_034839000.1, XP_034839001.1, XP_034838999.1	JC_16626-RA
OG0002366	XP_034833315.1	JC_05640-RA, JC_05639-RA
OG0002367	XP_034840713.1	JC_03693-RA
OG0002368	XP_034829617.1	JC_08695-RA
OG0002369	XP_034838365.1	JC_15997-RA
OG0002371	XP_034836384.1	JC_14118-RA
OG0002372	XP_034832589.1	JC_11413-RA
OG0002373	XP_034840718.1	JC_03702-RA
OG0002375	XP_034835500.1	JC_10330-RA, JC_10329-RA
OG0002377	XP_034827684.1, XP_034827683.1	JC_16268-RA
OG0002378	XP_034836772.1	JC_15628-RA
OG0002379	XP_034827770.1	JC_16270-RA, JC_16271-RA
OG0002380	XP_034837035.1	JC_15723-RA
OG0002381	XP_034836795.1	JC_15626-RA, JC_15627-RA
OG0002382	XP_034834673.1	JC_10574-RA
OG0002383	XP_034841065.1, XP_034841063.1	JC_00801-RA
OG0002384	XP_034838130.1	JC_01542-RA
OG0002385	XP_034834662.1	JC_10580-RA, JC_10578-RA
OG0002386	XP_034831726.1	JC_07410-RA, JC_07409-RA
OG0002387	XP_034831100.1	JC_06826-RA
OG0002388	XP_034841069.1	JC_00803-RA
OG0002389	XP_034828083.1	JC_16282-RA, JC_16281-RA
OG0002390	XP_034825295.1	JC_07971-RA
OG0002391	XP_034834925.1	JC_01531-RA
OG0002392	XP_034833827.1	JC_12411-RA
OG0002393	XP_034832441.1	JC_07415-RA
OG0002394	XP_034832686.1	JC_11401-RA
OG0002395	XP_034831625.1	JC_06828-RA
OG0002397	XP_034825347.1	JC_02326-RA
OG0002398	XP_034830187.1	JC_08719-RA
OG0002399	XP_034837392.1	JC_14996-RA
OG0002400	XP_034826021.1	JC_14503-RA
OG0002401	XP_034835652.1	JC_10223-RA
OG0002402	XP_034838209.1	JC_03937-RA
OG0002403	XP_034839262.1, XP_034839263.1	JC_02297-RA
OG0002404	XP_034832102.1	JC_07421-RA
OG0002405	XP_034838728.1, XP_034838727.1	JC_16029-RA
OG0002406	XP_034839151.1	JC_02296-RA
OG0002408	XP_034838482.1	JC_16033-RA
OG0002409	XP_034835522.1	JC_10200-RA
OG0002410	XP_034825683.1	JC_02425-RA
OG0002411	XP_034834103.1	JC_12400-RA
OG0002412	XP_034839280.1	JC_02281-RA
OG0002413	XP_034834096.1	JC_12396-RA
OG0002414	XP_034841533.1	JC_00825-RA
OG0002415	XP_034834249.1	JC_12389-RA
OG0002416	XP_034837111.1	JC_14903-RA, JC_14904-RA
OG0002417	XP_034834116.1	JC_12384-RA
OG0002418	XP_034839040.1	JC_16769-RA
OG0002419	XP_034826478.1	JC_14474-RA
OG0002420	XP_034836362.1	JC_14147-RA
OG0002421	XP_034827354.1	JC_09799-RA
OG0002422	XP_034824998.1	JC_08002-RA
OG0002423	XP_034841555.1	JC_00807-RA, JC_00808-RA
OG0002425	XP_034837952.1	JC_17084-RA, JC_17086-RA
OG0002426	XP_034835417.1	JC_01515-RA
OG0002427	XP_034834722.1, XP_034834721.1, XP_034834723.1	JC_10615-RA
OG0002428	XP_034827346.1	JC_09804-RA
OG0002429	XP_034836122.1	JC_12938-RA, JC_12939-RA
OG0002430	XP_034835456.1	JC_01513-RA
OG0002431	XP_034837673.1	JC_01512-RA
OG0002432	XP_034839044.1	JC_16587-RA, JC_16588-RA
OG0002433	XP_034840356.1	JC_03739-RA
OG0002435	XP_034837192.1	JC_14894-RA
OG0002436	XP_034828362.1	JC_06179-RA, JC_06180-RA
OG0002437	XP_034840894.1	JC_00710-RA
OG0002438	XP_034828020.1, XP_034828021.1	JC_16402-RA
OG0002439	XP_034828026.1	JC_16400-RA
OG0002440	XP_034838563.1	JC_16137-RA
OG0002442	XP_034836411.1	JC_14030-RA
OG0002443	XP_034830031.1	JC_08740-RA
OG0002444	XP_034828720.1	JC_06194-RA, JC_06196-RA
OG0002445	XP_034838975.1	JC_16683-RA
OG0002446	XP_034828153.1, XP_034828152.1	JC_16393-RA
OG0002447	XP_034836788.1, XP_034836787.1	JC_15607-RA
OG0002449	XP_034836163.1, XP_034836162.1	JC_12898-RA
OG0002450	XP_034835181.1	JC_10175-RA
OG0002451	XP_034836137.1	JC_12897-RA
OG0002452	XP_034835487.1	JC_01498-RA
OG0002453	XP_034838391.1	JC_16070-RA, JC_16071-RA
OG0002455	XP_034825155.1	JC_02455-RA
OG0002456	XP_034838139.1	JC_17066-RA, JC_17065-RA
OG0002457	XP_034839431.1	JC_01943-RA
OG0002458	XP_034837185.1	JC_14843-RA, JC_14844-RA
OG0002459	XP_034835399.1	JC_10163-RA
OG0002460	XP_034830733.1	JC_03504-RA
OG0002462	XP_034838910.1	JC_16661-RA
OG0002463	XP_034836487.1	JC_14023-RA
OG0002464	XP_034834337.1	JC_10726-RA
OG0002465	XP_034834338.1	JC_10725-RA
OG0002466	XP_034835527.1	JC_10159-RA
OG0002467	XP_034838744.1	JC_16652-RA, JC_16651-RA
OG0002470	XP_034839108.1	JC_16559-RA
OG0002471	XP_034831264.1	JC_06854-RA
OG0002472	XP_034838740.1	JC_16558-RA
OG0002473	XP_034835769.1	JC_12882-RA
OG0002475	XP_034829665.1	JC_08753-RA
OG0002477	XP_034830125.1	JC_08754-RA
OG0002478	XP_034837890.1	JC_17081-RA
OG0002480	XP_034832244.1	JC_07483-RA
OG0002481	XP_034837340.1	JC_14835-RA
OG0002483	XP_034834044.1	JC_06547-RA, JC_12460-RA
OG0002484	XP_034835931.1	JC_12876-RA
OG0002486	XP_034825926.1	JC_14378-RA
OG0002487	XP_034825947.1	JC_08048-RA
OG0002489	XP_034828510.1	JC_06352-RA, JC_06353-RA
OG0002490	XP_034833167.1	JC_06060-RA
OG0002491	XP_034835393.1	JC_10148-RA, JC_10149-RA
OG0002492	XP_034832575.1, XP_034832572.1, XP_034832574.1	JC_11361-RA
OG0002493	XP_034825922.1	JC_14369-RA
OG0002495	XP_034839217.1	JC_01472-RA
OG0002496	XP_034838638.1	JC_16115-RA
OG0002497	XP_034824333.1	JC_04548-RA, JC_04546-RA
OG0002498	XP_034839049.1	JC_16486-RA, JC_16485-RA
OG0002499	XP_034837385.1	JC_14999-RA, JC_14998-RA
OG0002500	XP_034825912.1	JC_14366-RA
OG0002501	XP_034830564.1, XP_034830565.1	JC_03488-RA
OG0002502	XP_034832553.1	JC_01465-RA
OG0002503	XP_034835935.1	JC_12835-RA
OG0002504	XP_034829103.1	JC_05441-RA
OG0002505	XP_034838886.1	JC_16483-RA
OG0002506	XP_034835614.1	JC_10143-RA
OG0002507	XP_034831342.1	JC_01457-RA
OG0002509	XP_034835939.1, XP_034835742.1	JC_12838-RA, JC_12837-RA
OG0002511	XP_034834967.1	JC_10789-RA, JC_10788-RA
OG0002512	XP_034826869.1	JC_09646-RA
OG0002513	XP_034835938.1, XP_034835937.1	JC_12845-RA
OG0002514	XP_034832817.1	JC_11348-RA
OG0002515	XP_034825924.1	JC_14359-RA
OG0002516	XP_034835046.1	JC_10138-RA
OG0002517	XP_034838496.1, XP_034838497.1	JC_16081-RA
OG0002518	XP_034832296.1	JC_07473-RA
OG0002519	XP_034841558.1	JC_00657-RA
OG0002520	XP_034825706.1	JC_02495-RA
OG0002521	XP_034837164.1	JC_15004-RA
OG0002522	XP_034831646.1	JC_06866-RA
OG0002523	XP_034828811.1	JC_06381-RA, JC_06380-RA
OG0002524	XP_034836065.1	JC_13114-RA
OG0002526	XP_034827237.1	JC_09600-RA
OG0002527	XP_034837322.1	JC_15012-RA
OG0002528	XP_034838685.1	JC_16065-RA, JC_16064-RA
OG0002529	XP_034836042.1	JC_13097-RA, JC_13098-RA
OG0002530	XP_034835155.1	JC_01434-RA
OG0002531	XP_034837904.1	JC_16885-RA
OG0002532	XP_034827006.1	JC_09586-RA
OG0002533	XP_034824079.1, XP_034824072.1	JC_08097-RA
OG0002534	XP_034831121.1	JC_06901-RA
OG0002535	XP_034835531.1	JC_10131-RA
OG0002537	XP_034825460.1	JC_02512-RA
OG0002538	XP_034831112.1	JC_06893-RA
OG0002539	XP_034826276.1	JC_14340-RA
OG0002540	XP_034830142.1	JC_08946-RA
OG0002541	XP_034839758.1	JC_01952-RA
