Orthogroup	Maniola_hyperantus	Heliconius_erato_lativitta
OG0001476	XP_034838472.1, XP_034838473.1, XP_034838471.1	HEL_000611-RA
OG0001477	XP_034836499.1	HEL_000348-RA, HEL_000349-RA, HEL_000350-RA, HEL_000352-RA, HEL_000351-RA
OG0001478	XP_034824785.1, XP_034824315.1	HEL_014444-RA
OG0001478	XP_034824602.1	HEL_014445-RA
OG0001479	XP_034836093.1, XP_034836100.1, XP_034836077.1, XP_034836087.1	HEL_002904-RA
OG0001480	XP_034834788.1	HEL_012715-RA
OG0001482	XP_034826122.1	HEL_004846-RA, HEL_004845-RA
OG0001483	XP_034840929.1	HEL_001571-RA, HEL_001572-RA
OG0001484	XP_034833039.1	HEL_008975-RA, HEL_008973-RA, HEL_008974-RA, HEL_008978-RA
OG0001485	XP_034824467.1, XP_034824468.1	HEL_010869-RA
OG0001486	XP_034828447.1	HEL_004271-RA, HEL_004270-RA
OG0001487	XP_034826881.1	HEL_007877-RA
OG0001488	XP_034837408.1	HEL_011876-RA
OG0001489	XP_034826177.1, XP_034826176.1	HEL_004823-RA
OG0001490	XP_034837028.1, XP_034837026.1	HEL_004677-RA
OG0001492	XP_034839774.1, XP_034839775.1	HEL_007176-RA
OG0001494	XP_034836485.1	HEL_000321-RA, HEL_000322-RA
OG0001495	XP_034835960.1, XP_034835959.1, XP_034835958.1	HEL_001834-RA, HEL_001833-RA
OG0001496	XP_034838057.1	HEL_013662-RA
OG0001497	XP_034836301.1	HEL_000326-RA
OG0001497	XP_034836461.1	HEL_000324-RA, HEL_000325-RA, HEL_000323-RA
OG0001498	XP_034831589.1	HEL_001126-RA
OG0001499	XP_034833714.1	HEL_003765-RA, HEL_003767-RA, HEL_003763-RA
OG0001500	XP_034833470.1, XP_034833469.1	HEL_011583-RA
OG0001502	XP_034832320.1, XP_034832319.1	HEL_010783-RA
OG0001504	XP_034838360.1	HEL_000684-RA
OG0001505	XP_034837992.1, XP_034837983.1	HEL_002856-RA
OG0001506	XP_034834165.1	HEL_003751-RA, HEL_003756-RA
OG0001507	XP_034836205.1	HEL_001828-RA
OG0001509	XP_034833218.1, XP_034833184.1, XP_034833226.1, XP_034833205.1	HEL_002854-RA
OG0001511	XP_034837822.1	HEL_002851-RA, HEL_002853-RA
OG0001512	XP_034830691.1	HEL_007499-RA
OG0001514	XP_034829452.1	HEL_005562-RA
OG0001516	XP_034831102.1, XP_034831103.1	HEL_001066-RA, HEL_001069-RA
OG0001517	XP_034834079.1	HEL_003741-RA, HEL_003740-RA
OG0001518	XP_034824603.1	HEL_010961-RA
OG0001519	XP_034829297.1	HEL_005558-RA
OG0001520	XP_034838316.1	HEL_009957-RA, HEL_009956-RA
OG0001522	XP_034829363.1, XP_034829354.1, XP_034829368.1	HEL_002982-RA
OG0001523	XP_034833123.1	HEL_002812-RA
OG0001524	XP_034834134.1	HEL_003722-RA, HEL_001151-RA, HEL_003723-RA
OG0001526	XP_034833628.1	HEL_014016-RA
OG0001527	XP_034826543.1, XP_034826542.1	HEL_006945-RA
OG0001529	XP_034836203.1	HEL_001817-RA
OG0001531	XP_034836778.1	HEL_004710-RA
OG0001532	XP_034827520.1	HEL_009972-RA
OG0001533	XP_034839607.1	HEL_010465-RA
OG0001534	XP_034832988.1	HEL_013741-RA, HEL_013740-RA
OG0001535	XP_034836255.1	HEL_002783-RA, HEL_002787-RA, HEL_002785-RA, HEL_002784-RA, HEL_002782-RA
OG0001536	XP_034827154.1	HEL_006279-RA, HEL_006282-RA, HEL_006278-RA, HEL_006280-RA, HEL_006283-RA
OG0001537	XP_034839415.1	HEL_010467-RA
OG0001538	XP_034824973.1	HEL_000055-RA
OG0001539	XP_034841051.1	HEL_001339-RA, HEL_001336-RA, HEL_001338-RA, HEL_001337-RA, HEL_001335-RA
OG0001541	XP_034830485.1	HEL_007451-RA
OG0001542	XP_034837423.1	HEL_009523-RA
OG0001543	XP_034827828.1	HEL_009994-RA
OG0001544	XP_034830487.1	HEL_007449-RA
OG0001546	XP_034831586.1, XP_034831585.1	HEL_001077-RA, HEL_001078-RA, HEL_001076-RA
OG0001547	XP_034837415.1	HEL_009519-RA, HEL_009520-RA
OG0001548	XP_034829918.1	HEL_006084-RA
OG0001549	XP_034839524.1, XP_034824824.1	HEL_000033-RA, HEL_000032-RA
OG0001550	XP_034839471.1	HEL_014472-RA
OG0001551	XP_034834195.1, XP_034834239.1	HEL_003799-RA, HEL_003800-RA, HEL_003796-RA
OG0001552	XP_034841560.1	HEL_001374-RA, HEL_001371-RA
OG0001553	XP_034827445.1	HEL_010008-RA, HEL_010007-RA
OG0001554	XP_034835499.1	HEL_008204-RA
OG0001555	XP_034835795.1, XP_034835726.1	HEL_003034-RA
OG0001556	XP_034835517.1	HEL_003040-RA
OG0001557	XP_034832113.1, XP_034832114.1	HEL_010741-RA
OG0001558	XP_034835793.1	HEL_012354-RA
OG0001559	XP_034832012.1, XP_034832009.1	HEL_012154-RA
OG0001562	XP_034832402.1	HEL_012174-RA
OG0001563	XP_034834544.1	HEL_013654-RA, HEL_013655-RA
OG0001564	XP_034836391.1	HEL_000258-RA, HEL_000259-RA
OG0001565	XP_034833399.1	HEL_013183-RA
OG0001567	XP_034828855.1, XP_034828856.1, XP_034828485.1	HEL_012394-RA
OG0001568	XP_034826570.1	HEL_006859-RA
OG0001569	XP_034831185.1	HEL_001039-RA
OG0001571	XP_034826725.1	HEL_006336-RA
OG0001572	XP_034824377.1, XP_034824376.1, XP_034824375.1	HEL_000003-RA
OG0001573	XP_034836633.1	HEL_000226-RA
OG0001577	XP_034841147.1	HEL_001435-RA, HEL_001433-RA
OG0001578	XP_034833589.1	HEL_006781-RA
OG0001579	XP_034841127.1, XP_034841126.1, XP_034841125.1	HEL_001439-RA
OG0001580	XP_034833565.1	HEL_007234-RA, HEL_007235-RA
OG0001581	XP_034841270.1	HEL_001326-RA, HEL_001325-RA
OG0001582	XP_034841440.1, XP_034841438.1, XP_034841441.1	HEL_001322-RA
OG0001583	XP_034837704.1	HEL_005948-RA
OG0001584	XP_034841445.1	HEL_001318-RA
OG0001585	XP_034839579.1	HEL_007032-RA
OG0001585	XP_034839580.1	HEL_007031-RA
OG0001586	XP_034837701.1, XP_034837702.1	HEL_005940-RA
OG0001587	XP_034835471.1	HEL_008106-RA, HEL_008105-RA, HEL_008104-RA
OG0001589	XP_034835009.1, XP_034834896.1	HEL_013581-RA
OG0001591	XP_034832934.1	HEL_008580-RA
OG0001592	XP_034828640.1	HEL_012379-RA
OG0001593	XP_034838767.1, XP_034838761.1, XP_034838772.1	HEL_006799-RA, HEL_006798-RA
OG0001594	XP_034824934.1	HEL_010979-RA, HEL_010981-RA, HEL_010980-RA
OG0001595	XP_034833978.1	HEL_003898-RA
OG0001596	XP_034831566.1	HEL_000992-RA, HEL_000991-RA
OG0001597	XP_034827808.1	HEL_003132-RA, HEL_003131-RA
OG0001600	XP_034831886.1	HEL_012602-RA
OG0001601	XP_034829937.1	HEL_010651-RA
OG0001602	XP_034833428.1	HEL_007214-RA
OG0001603	XP_034827756.1	HEL_012657-RA
OG0001604	XP_034827610.1	HEL_013355-RA
OG0001605	XP_034827624.1	HEL_014173-RA
OG0001607	XP_034841410.1, XP_034841405.1, XP_034841404.1, XP_034841390.1	HEL_001265-RA
OG0001608	XP_034831483.1	HEL_009768-RA, HEL_009767-RA, HEL_009769-RA
OG0001609	XP_034837782.1	HEL_005881-RA
OG0001610	XP_034826073.1, XP_034826093.1, XP_034826082.1	HEL_003169-RA
OG0001611	XP_034829558.1	HEL_010686-RA
OG0001612	XP_034830934.1	HEL_011513-RA, HEL_011512-RA
OG0001614	XP_034837509.1	HEL_005870-RA
OG0001615	XP_034826213.1	HEL_012930-RA, HEL_012931-RA
OG0001616	XP_034834386.1	HEL_012050-RA
OG0001617	XP_034830170.1, XP_034830171.1	HEL_010298-RA
OG0001618	XP_034829898.1, XP_034829632.1	HEL_010300-RA
OG0001619	XP_034827388.1, XP_034827389.1	HEL_006209-RA, HEL_006210-RA
OG0001620	XP_034832856.1	HEL_008628-RA, HEL_008627-RA, HEL_008629-RA, HEL_008626-RA
OG0001621	XP_034832040.1, XP_034832037.1, XP_034832038.1, XP_034832041.1, XP_034832039.1	HEL_011945-RA
OG0001623	XP_034841520.1	HEL_001204-RA, HEL_001203-RA
OG0001624	XP_034827210.1	HEL_009605-RA
OG0001625	XP_034828486.1, XP_034828892.1	HEL_013077-RA
OG0001626	XP_034828626.1	HEL_003211-RA
OG0001627	XP_034827124.1	HEL_009601-RA
OG0001630	XP_034830329.1, XP_034830330.1	HEL_011426-RA, HEL_011427-RA
OG0001631	XP_034838337.1	HEL_006654-RA
OG0001632	XP_034826422.1	HEL_008540-RA
OG0001633	XP_034841014.1, XP_034824134.1	HEL_001184-RA
OG0001635	XP_034832029.1	HEL_011969-RA, HEL_011970-RA
OG0001636	XP_034833788.1	HEL_006680-RA
OG0001637	XP_034829995.1	HEL_010353-RA
OG0001638	XP_034827880.1	HEL_008351-RA
OG0001640	XP_034830094.1, XP_034830095.1	HEL_010362-RA
OG0001641	XP_034827971.1	HEL_008357-RA
OG0001642	XP_034828028.1, XP_034828029.1, XP_034828030.1, XP_034828027.1	HEL_008368-RA
OG0001643	XP_034841037.1, XP_034841036.1	HEL_001144-RA
OG0001644	XP_034839395.1, XP_034839394.1	HEL_007146-RA
OG0001645	XP_034826518.1, XP_034826517.1	HEL_008487-RA
OG0001647	XP_034830671.1	HEL_012806-RA
OG0001648	XP_034825892.1	HEL_008486-RA, HEL_008484-RA
OG0001649	XP_034825125.1	HEL_004482-RA, HEL_004483-RA
OG0001650	XP_034826554.1, XP_034827461.1	HEL_003280-RA, HEL_003279-RA
OG0001651	XP_034827909.1	HEL_008375-RA, HEL_008378-RA
OG0001652	XP_034827910.1	HEL_008373-RA
OG0001653	XP_034840524.1	HEL_011637-RA
OG0001654	XP_034832925.1	HEL_002930-RA
OG0001656	XP_034825992.1	HEL_004827-RA
OG0001658	XP_034826502.1	HEL_004857-RA, HEL_004858-RA, HEL_004856-RA
OG0001659	XP_034831452.1, XP_034831453.1, XP_034831454.1	HEL_009811-RA, HEL_009812-RA
OG0001660	XP_034827409.1	HEL_009987-RA, HEL_009988-RA, HEL_009989-RA, HEL_009991-RA, HEL_009990-RA
OG0001670	XP_034827785.1	HEL_010056-RA
OG0001671	XP_034837383.1	HEL_009284-RA
OG0001672	XP_034828905.1	HEL_013180-RA, HEL_013178-RA
OG0001673	XP_034826097.1	HEL_004888-RA
OG0001674	XP_034838364.1	HEL_000541-RA
OG0001675	XP_034833036.1	HEL_008968-RA
OG0001676	XP_034837390.1	HEL_011852-RA
OG0001677	XP_034836222.1	HEL_001914-RA
OG0001678	XP_034840868.1	HEL_001696-RA, HEL_001695-RA
OG0001679	XP_034831977.1	HEL_006972-RA, HEL_006973-RA
OG0001680	XP_034834917.1	HEL_012506-RA
OG0001681	XP_034838211.1	HEL_004168-RA
OG0001682	XP_034833191.1, XP_034833192.1	HEL_007333-RA
OG0001683	XP_034828700.1	HEL_011014-RA
OG0001684	XP_034828706.1, XP_034828705.1	HEL_011013-RA
OG0001685	XP_034837670.1, XP_034837669.1	HEL_002184-RA
OG0001686	XP_034837092.1	HEL_011848-RA
OG0001687	XP_034828898.1, XP_034828900.1	HEL_011015-RA
OG0001688	XP_034833155.1	HEL_007330-RA
OG0001689	XP_034838805.1	HEL_013050-RA
OG0001690	XP_034833930.1	HEL_005081-RA, HEL_005075-RA
OG0001691	XP_034827747.1	HEL_012681-RA, HEL_012680-RA
OG0001692	XP_034828127.1, XP_034828126.1	HEL_012687-RA
OG0001693	XP_034835721.1	HEL_002149-RA
OG0001695	XP_034832288.1	HEL_003476-RA
OG0001696	XP_034835621.1	HEL_014059-RA
OG0001697	XP_034830873.1, XP_034830872.1	HEL_009473-RA
OG0001698	XP_034825048.1	HEL_004014-RA
OG0001699	XP_034825046.1, XP_034825047.1	HEL_004012-RA, HEL_004013-RA
OG0001700	XP_034837867.1	HEL_014530-RA
OG0001702	XP_034828124.1	HEL_012678-RA
OG0001703	XP_034839657.1	HEL_012097-RA
OG0001704	XP_034839060.1	HEL_013045-RA
OG0001705	XP_034826145.1	HEL_003388-RA
OG0001706	XP_034838140.1	HEL_004025-RA
OG0001707	XP_034839062.1	HEL_013047-RA, HEL_013046-RA
OG0001709	XP_034834923.1	HEL_012527-RA, HEL_012530-RA
OG0001711	XP_034836826.1	HEL_005384-RA
OG0001713	XP_034837604.1	HEL_002199-RA
OG0001714	XP_034836825.1	HEL_005386-RA
OG0001715	XP_034824276.1	HEL_007618-RA, HEL_007619-RA, HEL_007625-RA, HEL_007621-RA
OG0001716	XP_034824600.1	HEL_007615-RA, HEL_007624-RA, HEL_007616-RA
OG0001717	XP_034829122.1	HEL_005314-RA
OG0001718	XP_034833763.1	HEL_005086-RA
OG0001719	XP_034839032.1, XP_034839031.1	HEL_013049-RA
OG0001720	XP_034835134.1	HEL_014453-RA
OG0001721	XP_034836904.1, XP_034836840.1	HEL_005392-RA
OG0001722	XP_034829179.1	HEL_005307-RA
OG0001723	XP_034829248.1	HEL_005292-RA, HEL_005295-RA
OG0001724	XP_034840159.1, XP_034829492.1	HEL_010490-RA, HEL_010492-RA, HEL_010491-RA
OG0001727	XP_034827979.1	HEL_012638-RA
OG0001728	XP_034829369.1	HEL_005277-RA, HEL_005276-RA
OG0001729	XP_034837003.1	HEL_005405-RA
OG0001730	XP_034826329.1, XP_034826454.1	HEL_003354-RA
OG0001732	XP_034837598.1, XP_034837599.1	HEL_002215-RA
OG0001734	XP_034836906.1	HEL_005407-RA
OG0001735	XP_034829468.1	HEL_005255-RA
OG0001736	XP_034830476.1	HEL_010250-RA, HEL_010247-RA, HEL_010248-RA, HEL_010246-RA
OG0001737	XP_034825946.1	HEL_004957-RA
OG0001738	XP_034825642.1, XP_034825643.1	HEL_003977-RA
OG0001739	XP_034834074.1	HEL_005102-RA
OG0001740	XP_034837577.1, XP_034837584.1	HEL_012407-RA
OG0001742	XP_034834428.1	HEL_012568-RA, HEL_012569-RA
OG0001743	XP_034834935.1	HEL_012570-RA
OG0001744	XP_034826888.1	HEL_010197-RA
OG0001745	XP_034836713.1	HEL_005411-RA
OG0001746	XP_034840147.1, XP_034840146.1	HEL_011656-RA
OG0001747	XP_034839932.1	HEL_011658-RA
OG0001750	XP_034828140.1	HEL_013887-RA, HEL_013889-RA
OG0001751	XP_034838968.1	HEL_013062-RA
OG0001752	XP_034828345.1, XP_034828346.1	HEL_013202-RA
OG0001753	XP_034836284.1	HEL_002776-RA
OG0001755	XP_034835874.1	HEL_002069-RA
OG0001756	XP_034827687.1	HEL_013905-RA
OG0001757	XP_034829811.1	HEL_007782-RA
OG0001758	XP_034828413.1	HEL_013195-RA, HEL_013194-RA, HEL_013192-RA
OG0001759	XP_034830885.1	HEL_014342-RA
OG0001760	XP_034837187.1	HEL_013512-RA, HEL_013511-RA, HEL_013510-RA, HEL_013513-RA
OG0001761	XP_034828790.1	HEL_013188-RA
OG0001762	XP_034834747.1	HEL_005667-RA
OG0001763	XP_034826891.1	HEL_010200-RA
OG0001764	XP_034826325.1	HEL_003325-RA
OG0001765	XP_034836615.1, XP_034836614.1	HEL_000473-RA
OG0001766	XP_034836240.1	HEL_002086-RA
OG0001768	XP_034832595.1	HEL_009023-RA, HEL_009024-RA, HEL_009022-RA
OG0001769	XP_034835382.1	HEL_008216-RA
OG0001770	XP_034833055.1	HEL_008887-RA, HEL_008888-RA, HEL_008889-RA
OG0001771	XP_034839761.1, XP_034824409.1	HEL_007131-RA, HEL_007130-RA
OG0001772	XP_034839009.1	HEL_011738-RA, HEL_011737-RA
OG0001773	XP_034839148.1	HEL_013230-RA, HEL_013231-RA
OG0001774	XP_034834672.1	HEL_005680-RA
OG0001776	XP_034831703.1	HEL_012185-RA
OG0001777	XP_034830193.1	HEL_007762-RA
OG0001778	XP_034828086.1, XP_034828087.1	HEL_010148-RA
OG0001779	XP_034840874.1	HEL_001784-RA, HEL_001782-RA, HEL_001781-RA, HEL_001785-RA
OG0001780	XP_034830192.1	HEL_007760-RA
OG0001781	XP_034838697.1	HEL_011269-RA
OG0001782	XP_034832253.1	HEL_003541-RA
OG0001783	XP_034830181.1	HEL_007801-RA
OG0001783	XP_034830182.1	HEL_007800-RA
OG0001784	XP_034838776.1	HEL_011723-RA
OG0001785	XP_034828924.1, XP_034828925.1	HEL_013167-RA
OG0001786	XP_034838521.1	HEL_011272-RA
OG0001788	XP_034831628.1	HEL_000798-RA
OG0001789	XP_034827708.1	HEL_010141-RA
OG0001790	XP_034828911.1	HEL_013163-RA, HEL_013164-RA
OG0001791	XP_034833693.1	HEL_003593-RA, HEL_003592-RA
OG0001793	XP_034832847.1, XP_034832846.1	HEL_008867-RA
OG0001794	XP_034826608.1	HEL_005045-RA
OG0001795	XP_034838718.1	HEL_011281-RA, HEL_011280-RA
OG0001796	XP_034828783.1, XP_034828912.1, XP_034828784.1	HEL_013159-RA
OG0001797	XP_034832604.1	HEL_008864-RA
OG0001798	XP_034835646.1	HEL_006400-RA
OG0001799	XP_034840329.1	HEL_010572-RA
OG0001801	XP_034832569.1	HEL_011234-RA
OG0001802	XP_034830023.1	HEL_007791-RA
OG0001803	XP_034840881.1	HEL_001801-RA
OG0001804	XP_034838905.1	HEL_011698-RA, HEL_011699-RA
OG0001805	XP_034826912.1	HEL_010214-RA, HEL_010215-RA
OG0001806	XP_034834686.1	HEL_005709-RA
OG0001807	XP_034836681.1	HEL_000506-RA, HEL_000507-RA
OG0001808	XP_034833893.1	HEL_003653-RA, HEL_003652-RA, HEL_003657-RA
OG0001810	XP_034838755.1	HEL_011777-RA
OG0001811	XP_034825842.1, XP_034825843.1	HEL_004937-RA
OG0001812	XP_034836604.1, XP_034836603.1, XP_034836602.1	HEL_000437-RA
OG0001814	XP_034824710.1	HEL_007563-RA, HEL_007562-RA
OG0001815	XP_034835205.1	HEL_006412-RA
OG0001816	XP_034826787.1	HEL_008051-RA, HEL_008052-RA
OG0001817	XP_034834708.1, XP_034834707.1	HEL_005727-RA
OG0001818	XP_034840445.1	HEL_009044-RA
OG0001819	XP_034834214.1	HEL_013850-RA, HEL_013849-RA, HEL_013846-RA
OG0001820	XP_034827031.1	HEL_002236-RA, HEL_002235-RA, HEL_002233-RA, HEL_002237-RA
OG0001821	XP_034828145.1	HEL_010106-RA
OG0001822	XP_034829303.1	HEL_005608-RA
OG0001823	XP_034838653.1	HEL_011345-RA
OG0001824	XP_034834580.1	HEL_005818-RA
OG0001825	XP_034833005.1	HEL_011221-RA, HEL_011219-RA, HEL_011217-RA
OG0001826	XP_034835557.1	HEL_002544-RA
OG0001827	XP_034841422.1	HEL_001643-RA
OG0001829	XP_034840362.1	HEL_009062-RA
OG0001830	XP_034841475.1	HEL_001688-RA
OG0001831	XP_034824696.1	HEL_002305-RA
OG0001833	XP_034828238.1	HEL_010091-RA
OG0001834	XP_034836948.1	HEL_004648-RA
OG0001835	XP_034824021.1, XP_034824022.1, XP_034824023.1	HEL_001683-RA
OG0001836	XP_034837134.1	HEL_011829-RA, HEL_011830-RA, HEL_011828-RA
OG0001838	XP_034838717.1	HEL_000523-RA, HEL_000522-RA
OG0001839	XP_034839135.1, XP_034839206.1	HEL_002555-RA
OG0001840	XP_034838409.1	HEL_000516-RA, HEL_000515-RA
OG0001841	XP_034839601.1, XP_034839595.1	HEL_009088-RA, HEL_009086-RA, HEL_009087-RA
OG0001842	XP_034836508.1	HEL_000420-RA, HEL_000421-RA, HEL_000419-RA
OG0001843	XP_034825913.1	HEL_005003-RA
OG0001844	XP_034834551.1	HEL_007064-RA
OG0001845	XP_034825086.1	HEL_014027-RA
OG0001846	XP_034829094.1	HEL_010834-RA, HEL_010830-RA, HEL_010833-RA, HEL_010832-RA, HEL_010836-RA
OG0001847	XP_034836333.1	HEL_000411-RA, HEL_000413-RA, HEL_000412-RA, HEL_000410-RA
OG0001848	XP_034838394.1	HEL_011342-RA
OG0001849	XP_034825449.1	HEL_014025-RA
OG0001850	XP_034827895.1	HEL_010087-RA
OG0001851	XP_034834127.1	HEL_014224-RA, HEL_014223-RA
OG0001852	XP_034837382.1	HEL_009274-RA, HEL_009273-RA
OG0001853	XP_034825067.1	HEL_014020-RA, HEL_014024-RA, HEL_014019-RA, HEL_014022-RA
OG0001855	XP_034829106.1	HEL_010819-RA, HEL_010822-RA, HEL_010821-RA, HEL_010820-RA
OG0001856	XP_034834903.1, XP_034834904.1	HEL_005802-RA
OG0001857	XP_034831331.1, XP_034831316.1, XP_034831324.1	HEL_002578-RA
OG0001858	XP_034833464.1, XP_034833465.1	HEL_009757-RA
OG0001860	XP_034839264.1	HEL_013238-RA
OG0001861	XP_034825936.1, XP_034825939.1	HEL_005021-RA
OG0001862	XP_034826927.1	HEL_007978-RA
OG0001863	XP_034824942.1	HEL_007714-RA
OG0001864	XP_034826489.1	HEL_005024-RA
OG0001865	XP_034830846.1	HEL_009425-RA
OG0001866	XP_034823968.1	HEL_002349-RA
OG0001868	XP_034836668.1	HEL_000405-RA
OG0001869	XP_034828592.1	HEL_004334-RA
OG0001870	XP_034840563.1	HEL_009107-RA, HEL_009106-RA
OG0001871	XP_034826406.1, XP_034826407.1	HEL_004935-RA
OG0001874	XP_034832465.1	HEL_003582-RA, HEL_003581-RA
OG0001875	XP_034824804.1	HEL_010964-RA
OG0001876	XP_034840861.1	HEL_001652-RA
OG0001877	XP_034838738.1	HEL_013930-RA
OG0001878	XP_034834534.1	HEL_002605-RA
OG0001879	XP_034826498.1	HEL_004930-RA
OG0001881	XP_034835290.1, XP_034835289.1	HEL_006466-RA, HEL_006463-RA
OG0001882	XP_034830551.1	HEL_009415-RA
OG0001883	XP_034836798.1	HEL_004636-RA
OG0001884	XP_034826989.1	HEL_008014-RA
OG0001885	XP_034833372.1	HEL_013770-RA
OG0001886	XP_034833459.1	HEL_013774-RA
OG0001887	XP_034838967.1	HEL_013960-RA
OG0001888	XP_034832043.1	HEL_002618-RA, HEL_002617-RA
OG0001889	XP_034839828.1	HEL_012079-RA
OG0001890	XP_034830983.1	HEL_009409-RA
OG0001891	XP_034838373.1	HEL_000554-RA
OG0001893	XP_034827488.1	HEL_013533-RA, HEL_013534-RA
OG0001894	XP_034840190.1	HEL_009153-RA, HEL_009154-RA
OG0001895	XP_034827129.1	HEL_008099-RA, HEL_008100-RA
OG0001896	XP_034838329.1	HEL_013701-RA
OG0001897	XP_034825379.1, XP_034825380.1	HEL_008828-RA
OG0001898	XP_034831737.1	HEL_002980-RA
OG0001899	XP_034829690.1	HEL_006184-RA
OG0001900	XP_034833506.1	HEL_013787-RA, HEL_013786-RA
OG0001901	XP_034831357.1	HEL_009789-RA
OG0001902	XP_034827003.1	HEL_002397-RA, HEL_002396-RA
OG0001903	XP_034834957.1	HEL_005783-RA
OG0001904	XP_034833522.1, XP_034833523.1	HEL_013788-RA
OG0001905	XP_034830829.1	HEL_002639-RA
OG0001906	XP_034827117.1, XP_034827118.1	HEL_009588-RA
OG0001907	XP_034833791.1	HEL_005142-RA
OG0001908	XP_034832112.1, XP_034839619.1	HEL_010721-RA
OG0001909	XP_034837324.1, XP_034837323.1	HEL_009307-RA
OG0001910	XP_034836876.1	HEL_004620-RA
OG0001911	XP_034825515.1	HEL_008809-RA
OG0001912	XP_034839541.1	HEL_013219-RA, HEL_013218-RA
OG0001913	XP_034833811.1	HEL_005144-RA
OG0001914	XP_034833795.1	HEL_005146-RA, HEL_005150-RA, HEL_005152-RA, HEL_005149-RA
OG0001915	XP_034838856.1	HEL_013017-RA
OG0001916	XP_034826666.1, XP_034826673.1	HEL_002405-RA
OG0001917	XP_034824535.1, XP_034824534.1	HEL_013314-RA
OG0001918	XP_034831026.1, XP_034831025.1, XP_034831027.1	HEL_000919-RA
OG0001919	XP_034834330.1	HEL_005779-RA, HEL_005782-RA, HEL_005781-RA
OG0001920	XP_034836878.1	HEL_004627-RA
OG0001921	XP_034831079.1	HEL_000914-RA
OG0001922	XP_034837300.1	HEL_009327-RA, HEL_009326-RA
OG0001923	XP_034839677.1, XP_034839675.1, XP_034839676.1	HEL_009652-RA
OG0001926	XP_034835147.1, XP_034835146.1	HEL_006608-RA
OG0001927	XP_034838844.1	HEL_010380-RA, HEL_010381-RA
OG0001928	XP_034829823.1	HEL_006177-RA, HEL_006176-RA
OG0001931	XP_034839098.1	HEL_013925-RA
OG0001932	XP_034830968.1, XP_034830967.1	HEL_009377-RA
OG0001933	XP_034829072.1	HEL_013989-RA
OG0001934	XP_034827259.1, XP_034827260.1	HEL_007929-RA
OG0001936	XP_034826105.1, XP_034826104.1	HEL_004886-RA
OG0001937	XP_034838693.1, XP_034838694.1	HEL_000568-RA
OG0001938	XP_034830201.1	HEL_002656-RA
OG0001939	XP_034833685.1	HEL_011532-RA
OG0001940	XP_034838955.1	HEL_012967-RA
OG0001941	XP_034830314.1, XP_034830298.1, XP_034830306.1	HEL_002660-RA, HEL_002661-RA, HEL_002658-RA
OG0001942	XP_034837307.1	HEL_009337-RA
OG0001943	XP_034832092.1, XP_034832093.1	HEL_012135-RA
OG0001944	XP_034827299.1, XP_034827298.1	HEL_007917-RA
OG0001945	XP_034838338.1	HEL_004138-RA
OG0001946	XP_034830219.1	HEL_002666-RA, HEL_002669-RA, HEL_002668-RA, HEL_002667-RA
OG0001947	XP_034830375.1	HEL_002672-RA, HEL_002670-RA
OG0001948	XP_034826848.1, XP_034826847.1	HEL_007910-RA
OG0001949	XP_034832085.1, XP_034832086.1, XP_034832084.1	HEL_012134-RA
OG0001950	XP_034826107.1	HEL_004876-RA
OG0001951	XP_034825057.1	HEL_008768-RA
OG0001954	XP_034826505.1, XP_034826510.1, XP_034826519.1	HEL_002432-RA
OG0001955	XP_034827325.1	HEL_007905-RA
OG0001957	XP_034826646.1	HEL_002439-RA
OG0001958	XP_034836715.1	HEL_004607-RA, HEL_004606-RA
OG0001959	XP_034839578.1	HEL_007037-RA
OG0001960	XP_034830374.1	HEL_007487-RA
OG0001961	XP_034838419.1	HEL_000602-RA
OG0001962	XP_034835330.1	HEL_006555-RA
OG0001963	XP_034829178.1	HEL_013974-RA
OG0001964	XP_034832624.1	HEL_012283-RA, HEL_012284-RA, HEL_012285-RA
OG0001965	XP_034826100.1	HEL_004855-RA, HEL_004854-RA
OG0001966	XP_034836494.1	HEL_000354-RA
OG0001967	XP_034830156.1	HEL_006158-RA
OG0001968	XP_034825271.1	HEL_008744-RA
OG0001969	XP_034826354.1	HEL_002450-RA, HEL_002451-RA
OG0001970	XP_034825288.1	HEL_008743-RA
OG0001971	XP_034826117.1	HEL_004843-RA
OG0001973	XP_034828711.1	HEL_004290-RA, HEL_004291-RA
OG0001974	XP_034832807.1	HEL_008981-RA, HEL_008984-RA
OG0001975	XP_034828315.1, XP_034828314.1	HEL_014552-RA
OG0001976	XP_034827185.1	HEL_007890-RA, HEL_007889-RA
OG0001977	XP_034830389.1	HEL_007556-RA, HEL_007557-RA, HEL_007555-RA
OG0001979	XP_034836446.1	HEL_000309-RA, HEL_000310-RA
OG0001980	XP_034831053.1	HEL_000867-RA
OG0001982	XP_034824444.1	HEL_010877-RA, HEL_010876-RA
OG0001983	XP_034829396.1, XP_034829397.1	HEL_005635-RA
OG0001985	XP_034840755.1	HEL_009195-RA
OG0001986	XP_034831065.1	HEL_000862-RA
OG0001987	XP_034826238.1	HEL_004770-RA, HEL_004769-RA
OG0001988	XP_034829648.1, XP_034829646.1, XP_034829647.1	HEL_006148-RA
OG0001989	XP_034837998.1	HEL_004193-RA
OG0001990	XP_034831193.1, XP_034831194.1	HEL_000856-RA
OG0001993	XP_034835300.1	HEL_006601-RA
