Orthogroup	Maniola_hyperantus	Pararge_aegeria
OG0002614	XP_034832364.1, XP_034832363.1	XP_039752829.1, XP_039752830.1
OG0002615	XP_034829008.1	XP_039754762.1
OG0002616	XP_034825555.1	XP_039746175.1
OG0002617	XP_034830951.1	XP_039754586.1
OG0002618	XP_034837106.1	XP_039760721.1
OG0002619	XP_034825557.1	XP_039746118.1
OG0002620	XP_034840759.1	XP_039746749.1, XP_039746750.1, XP_039746751.1
OG0002621	XP_034837397.1	XP_039760568.1, XP_039760569.1, XP_039760567.1
OG0002622	XP_034825055.1, XP_034825056.1	XP_039745763.1
OG0002623	XP_034835550.1	XP_039759683.1
OG0002624	XP_034840940.1	XP_039765794.1
OG0002625	XP_034829186.1	XP_039754938.1
OG0002626	XP_034835412.1	XP_039759072.1
OG0002627	XP_034838924.1	XP_039753187.1
OG0002628	XP_034840937.1	XP_039765593.1
OG0002629	XP_034835011.1, XP_034835012.1	XP_039756030.1, XP_039756027.1, XP_039756028.1
OG0002630	XP_034835373.1	XP_039759276.1
OG0002632	XP_034835365.1	XP_039759424.1
OG0002633	XP_034837791.1	XP_039762040.1
OG0002634	XP_034838814.1	XP_039762540.1
OG0002635	XP_034836950.1	XP_039761350.1
OG0002636	XP_034826235.1	XP_039764938.1
OG0002637	XP_034827322.1, XP_034827321.1	XP_039751649.1
OG0002638	XP_034829190.1	XP_039755105.1
OG0002639	XP_034827319.1	XP_039751186.1, XP_039751185.1
OG0002640	XP_034835356.1, XP_034835354.1	XP_039759172.1, XP_039759171.1
OG0002641	XP_034836967.1	XP_039761357.1
OG0002642	XP_034839812.1, XP_034839813.1	XP_039763726.1
OG0002643	XP_034835359.1, XP_034835360.1	XP_039759116.1, XP_039759113.1, XP_039759114.1
OG0002644	XP_034828299.1	XP_039751874.1
OG0002645	XP_034833481.1	XP_039752950.1
OG0002646	XP_034831172.1	XP_039755420.1
OG0002647	XP_034836313.1	XP_039748217.1, XP_039748216.1
OG0002648	XP_034834795.1	XP_039756472.1
OG0002649	XP_034840606.1	XP_039747155.1
OG0002650	XP_034834607.1	XP_039754587.1
OG0002651	XP_034827532.1	XP_039752237.1
OG0002652	XP_034838516.1	XP_039747850.1
OG0002653	XP_034840942.1, XP_034840941.1	XP_039765654.1, XP_039765655.1
OG0002654	XP_034828710.1	XP_039750659.1
OG0002655	XP_034840981.1	XP_039765466.1
OG0002656	XP_034832731.1	XP_039757225.1
OG0002657	XP_034832814.1	XP_039757183.1
OG0002658	XP_034841456.1	XP_039765913.1
OG0002659	XP_034835357.1	XP_039758985.1, XP_039758984.1, XP_039758983.1
OG0002660	XP_034832072.1	XP_039753517.1
OG0002661	XP_034826662.1, XP_034826663.1	XP_039748209.1
OG0002662	XP_034824093.1, XP_034824089.1, XP_034824092.1	XP_039745164.1, XP_039745163.1
OG0002663	XP_034838423.1	XP_039747819.1, XP_039747818.1
OG0002664	XP_034837444.1	XP_039760794.1
OG0002665	XP_034827440.1	XP_039764426.1
OG0002666	XP_034831059.1	XP_039755485.1
OG0002667	XP_034837446.1	XP_039760549.1
OG0002668	XP_034836217.1	XP_039759925.1
OG0002669	XP_034830892.1	XP_039753866.1
OG0002670	XP_034824361.1	XP_039748565.1
OG0002671	XP_034824443.1	XP_039749053.1, XP_039749052.1
OG0002672	XP_034828310.1	XP_039751990.1
OG0002673	XP_034833655.1	XP_039758287.1
OG0002674	XP_034832404.1	XP_039761413.1
OG0002675	XP_034829866.1, XP_034829865.1	XP_039749371.1, XP_039749373.1
OG0002676	XP_034832393.1	XP_039752995.1
OG0002677	XP_034840611.1	XP_039747272.1
OG0002678	XP_034835379.1	XP_039758992.1
OG0002679	XP_034831046.1	XP_039755589.1
OG0002680	XP_034841362.1	XP_039765863.1
OG0002681	XP_034827560.1	XP_039751989.1
OG0002682	XP_034835337.1	XP_039758977.1
OG0002683	XP_034837173.1	XP_039760470.1
OG0002684	XP_034828468.1, XP_034828469.1	XP_039753438.1, XP_039750558.1
OG0002685	XP_034838597.1, XP_034838427.1	XP_039747848.1
OG0002686	XP_034827564.1	XP_039752605.1
OG0002687	XP_034829871.1	XP_039749963.1
OG0002688	XP_034831044.1	XP_039755864.1
OG0002689	XP_034835954.1	XP_039760224.1
OG0002690	XP_034824438.1	XP_039748599.1
OG0002691	XP_034831057.1	XP_039755673.1
OG0002692	XP_034834279.1	XP_039758116.1
OG0002693	XP_034840574.1, XP_034828920.1	XP_039763975.1
OG0002694	XP_034835985.1	XP_039760328.1
OG0002694	XP_034835986.1	XP_039760329.1
OG0002695	XP_034826070.1	XP_039745784.1
OG0002696	XP_034836588.1	XP_039748201.1
OG0002697	XP_034839502.1	XP_039763328.1
OG0002698	XP_034824968.1	XP_039748732.1
OG0002699	XP_034837296.1	XP_039760859.1, XP_039760858.1
OG0002700	XP_034831419.1	XP_039755570.1
OG0002701	XP_034829455.1	XP_039754689.1
OG0002703	XP_034839285.1, XP_034839284.1, XP_034839283.1	XP_039763879.1
OG0002704	XP_034835029.1	XP_039759281.1
OG0002705	XP_034836853.1	XP_039761192.1
OG0002706	XP_034836819.1	XP_039761003.1
OG0002707	XP_034838431.1	XP_039748218.1
OG0002708	XP_034841237.1	XP_039765787.1
OG0002709	XP_034827950.1	XP_039752552.1, XP_039752553.1, XP_039752551.1
OG0002710	XP_034841232.1	XP_039765489.1
OG0002711	XP_034833895.1	XP_039757689.1
OG0002712	XP_034835604.1	XP_039759458.1
OG0002713	XP_034833904.1	XP_039757994.1
OG0002714	XP_034837053.1	XP_039760391.1
OG0002715	XP_034829345.1	XP_039754898.1
OG0002716	XP_034832543.1	XP_039757179.1, XP_039757177.1, XP_039757178.1
OG0002717	XP_034829366.1	XP_039754899.1
OG0002718	XP_034841299.1	XP_039745296.1
OG0002719	XP_034837839.1	XP_039762406.1
OG0002720	XP_034839494.1	XP_039763443.1
OG0002721	XP_034825856.1	XP_039745288.1
OG0002722	XP_034840270.1	XP_039747258.1
OG0002723	XP_034834380.1, XP_034829639.1, XP_034829634.1	XP_039749839.1
OG0002724	XP_034833128.1	XP_039758695.1, XP_039758696.1
OG0002725	XP_034829347.1	XP_039754793.1
OG0002726	XP_034834026.1	XP_039757603.1
OG0002727	XP_034835233.1, XP_034835232.1	XP_039759647.1
OG0002728	XP_034825870.1	XP_039746910.1
OG0002729	XP_034833471.1	XP_039758719.1
OG0002730	XP_034824818.1	XP_039749214.1
OG0002731	XP_034837169.1	XP_039760836.1
OG0002732	XP_034828002.1, XP_034828001.1	XP_039752155.1
OG0002733	XP_034841166.1	XP_039745373.1
OG0002734	XP_034837643.1	XP_039761438.1
OG0002735	XP_034834373.1, XP_034834372.1	XP_039756460.1, XP_039756461.1
OG0002736	XP_034836824.1	XP_039761150.1
OG0002737	XP_034839762.1	XP_039764175.1
OG0002738	XP_034836702.1	XP_039761170.1
OG0002739	XP_034837179.1	XP_039760615.1
OG0002740	XP_034832533.1	XP_039757283.1
OG0002741	XP_034840217.1	XP_039746881.1
OG0002742	XP_034832547.1, XP_034832546.1	XP_039756873.1, XP_039756872.1
OG0002743	XP_034824812.1	XP_039749217.1
OG0002744	XP_034831489.1	XP_039755551.1
OG0002745	XP_034829513.1	XP_039764661.1, XP_039764660.1, XP_039764659.1
OG0002746	XP_034824900.1	XP_039764563.1, XP_039764560.1
OG0002747	XP_034825669.1	XP_039745889.1
OG0002748	XP_034834589.1	XP_039756673.1, XP_039756202.1
OG0002749	XP_034830385.1	XP_039754188.1
OG0002750	XP_034839840.1, XP_034839839.1	XP_039763992.1, XP_039763993.1
OG0002751	XP_034825744.1	XP_039746297.1
OG0002752	XP_034829439.1	XP_039754598.1
OG0002753	XP_034837972.1	XP_039760443.1
OG0002754	XP_034828251.1	XP_039752216.1
OG0002755	XP_034831610.1	XP_039755444.1
OG0002756	XP_034837277.1	XP_039760633.1, XP_039760632.1
OG0002757	XP_034824616.1, XP_034824617.1, XP_034824615.1	XP_039748980.1
OG0002758	XP_034831608.1, XP_034831606.1	XP_039755516.1, XP_039755515.1
OG0002759	XP_034835113.1	XP_039759309.1
OG0002760	XP_034839290.1	XP_039764188.1
OG0002761	XP_034835791.1, XP_034835792.1	XP_039760152.1, XP_039760151.1
OG0002762	XP_034835589.1	XP_039759160.1
OG0002763	XP_034829155.1	XP_039755120.1
OG0002764	XP_034827379.1	XP_039751265.1
OG0002765	XP_034824629.1, XP_034824627.1, XP_034824628.1	XP_039748640.1
OG0002766	XP_034830759.1	XP_039757422.1
OG0002767	XP_034835560.1	XP_039759428.1
OG0002768	XP_034832323.1	XP_039753167.1
OG0002769	XP_034833838.1	XP_039758033.1
OG0002770	XP_034832327.1	XP_039753168.1
OG0002771	XP_034823926.1	XP_039745035.1, XP_039745036.1
OG0002772	XP_034832328.1, XP_034832329.1	XP_039753026.1
OG0002773	XP_034823923.1	XP_039765770.1
OG0002774	XP_034829545.1	XP_039749524.1
OG0002775	XP_034834420.1	XP_039754763.1, XP_039754755.1, XP_039754746.1
OG0002776	XP_034827160.1	XP_039751146.1, XP_039751149.1, XP_039751148.1
OG0002777	XP_034836741.1	XP_039761200.1
OG0002778	XP_034839612.1	XP_039763671.1
OG0002780	XP_034839384.1	XP_039763155.1, XP_039763156.1, XP_039763154.1
OG0002781	XP_034829387.1	XP_039754751.1
OG0002782	XP_034828984.1	XP_039754749.1
OG0002783	XP_034826652.1	XP_039750396.1
OG0002784	XP_034828832.1	XP_039750811.1
OG0002785	XP_034825754.1	XP_039746054.1, XP_039746055.1, XP_039746053.1
OG0002786	XP_034839408.1	XP_039763834.1, XP_039763835.1
OG0002787	XP_034834988.1, XP_034834642.1	XP_039756466.1
OG0002788	XP_034840072.1	XP_039747335.1
OG0002788	XP_034840073.1	XP_039747336.1
OG0002789	XP_034827991.1	XP_039751966.1
OG0002790	XP_034829882.1, XP_034829883.1	XP_039749851.1
OG0002791	XP_034835836.1	XP_039759931.1
OG0002792	XP_034832740.1	XP_039757295.1, XP_039757292.1, XP_039757294.1
OG0002793	XP_034834039.1	XP_039757624.1, XP_039757623.1
OG0002794	XP_034832743.1	XP_039757218.1
OG0002795	XP_034833630.1	XP_039758635.1
OG0002796	XP_034824975.1, XP_034824980.1	XP_039749124.1
OG0002797	XP_034834202.1	XP_039757833.1
OG0002798	XP_034839690.1	XP_039764096.1, XP_039764095.1
OG0002799	XP_034840819.1	XP_039745083.1, XP_039745081.1, XP_039745082.1
OG0002800	XP_034827150.1	XP_039751481.1
OG0002801	XP_034841257.1	XP_039765875.1
OG0002802	XP_034837554.1	XP_039761442.1
OG0002803	XP_034835846.1, XP_034835845.1	XP_039760058.1
OG0002804	XP_034837283.1	XP_039760851.1
OG0002805	XP_034835564.1	XP_039759522.1
OG0002806	XP_034829879.1	XP_039749940.1, XP_039749939.1, XP_039749938.1
OG0002807	XP_034833087.1	XP_039757075.1
OG0002808	XP_034837360.1	XP_039760705.1
OG0002809	XP_034824685.1	XP_039748819.1
OG0002810	XP_034834341.1	XP_039756453.1
OG0002811	XP_034839927.1	XP_039746542.1
OG0002812	XP_034824663.1	XP_039748542.1
OG0002813	XP_034836373.1	XP_039748095.1, XP_039748094.1
OG0002814	XP_034837362.1	XP_039760641.1
OG0002815	XP_034825061.1	XP_039745776.1
OG0002816	XP_034831631.1	XP_039755536.1
OG0002817	XP_034834989.1	XP_039756203.1
OG0002818	XP_034824684.1, XP_034824683.1	XP_039749033.1
OG0002819	XP_034823928.1	XP_039745489.1
OG0002820	XP_034824823.1	XP_039749032.1
OG0002821	XP_034829374.1, XP_034831598.1	XP_039754844.1
OG0002822	XP_034829379.1, XP_034829380.1	XP_039755062.1
OG0002823	XP_034826319.1	XP_039746781.1
OG0002824	XP_034836502.1	XP_039762080.1
OG0002825	XP_034827082.1, XP_034827084.1, XP_034827083.1	XP_039751360.1
OG0002826	XP_034840364.1	XP_039746691.1
OG0002827	XP_034824682.1, XP_034824681.1	XP_039748946.1
OG0002828	XP_034839353.1	XP_039763846.1
OG0002829	XP_034837321.1	XP_039760684.1
OG0002830	XP_034833770.1	XP_039758156.1
OG0002831	XP_034839480.1	XP_039763500.1
OG0002832	XP_034829074.1	XP_039763017.1, XP_039762998.1, XP_039763008.1
OG0002833	XP_034835903.1	XP_039762854.1, XP_039762844.1, XP_039762835.1
OG0002834	XP_034828317.1	XP_039752245.1
OG0002835	XP_034832124.1	XP_039753491.1
OG0002836	XP_034827739.1, XP_034827738.1, XP_034827740.1	XP_039752662.1
OG0002837	XP_034835570.1	XP_039759521.1, XP_039759520.1
OG0002838	XP_034825437.1	XP_039746120.1, XP_039746121.1
OG0002839	XP_034840337.1	XP_039764099.1
OG0002840	XP_034832391.1, XP_034832390.1	XP_039753448.1
OG0002841	XP_034825215.1	XP_039764672.1, XP_039764671.1, XP_039764673.1
OG0002842	XP_034831997.1	XP_039753027.1
OG0002843	XP_034829643.1	XP_039749521.1
OG0002844	XP_034834552.1	XP_039756133.1
OG0002845	XP_034836273.1	XP_039747547.1
OG0002846	XP_034836020.1	XP_039760306.1
OG0002847	XP_034836534.1	XP_039748387.1
OG0002848	XP_034824166.1	XP_039765524.1
OG0002849	XP_034828339.1	XP_039750209.1, XP_039750210.1
OG0002850	XP_034832874.1	XP_039757057.1, XP_039757058.1, XP_039757056.1
OG0002851	XP_034829901.1	XP_039749400.1
OG0002852	XP_034832904.1	XP_039756910.1
OG0002853	XP_034834521.1	XP_039756059.1
OG0002854	XP_034835494.1, XP_034835642.1	XP_039759551.1
OG0002855	XP_034826201.1	XP_039764505.1, XP_039764515.1, XP_039764511.1
OG0002856	XP_034829260.1	XP_039755170.1
OG0002857	XP_034830065.1	XP_039750173.1
OG0002858	XP_034833711.1	XP_039757836.1
OG0002859	XP_034834554.1	XP_039756370.1
OG0002860	XP_034833393.1	XP_039758559.1
OG0002861	XP_034825599.1	XP_039746092.1, XP_039746091.1, XP_039746089.1
OG0002862	XP_034837432.1	XP_039760658.1
OG0002863	XP_034828341.1	XP_039750598.1
OG0002864	XP_034825605.1	XP_039746282.1, XP_039746280.1, XP_039746281.1
OG0002865	XP_034826262.1	XP_039764499.1
OG0002866	XP_034835196.1	XP_039759556.1
OG0002867	XP_034832829.1	XP_039756823.1
OG0002868	XP_034835876.1	XP_039760280.1
OG0002869	XP_034836270.1	XP_039747982.1, XP_039747983.1
OG0002870	XP_034836182.1	XP_039760098.1
OG0002871	XP_034828060.1	XP_039751773.1
OG0002872	XP_034830439.1	XP_039754134.1
OG0002873	XP_034825723.1	XP_039746459.1
OG0002874	XP_034829970.1	XP_039749935.1, XP_039749936.1, XP_039749937.1
OG0002875	XP_034828167.1	XP_039764440.1, XP_039764442.1, XP_039764441.1
OG0002876	XP_034832340.1	XP_039753541.1, XP_039753542.1, XP_039753539.1, XP_039753540.1, XP_039753538.1
OG0002877	XP_034835467.1	XP_039758967.1, XP_039758968.1
OG0002878	XP_034832647.1, XP_034832646.1	XP_039757079.1
OG0002879	XP_034834153.1	XP_039758010.1
OG0002880	XP_034833097.1	XP_039757348.1
OG0002881	XP_034833096.1	XP_039756804.1
OG0002882	XP_034834155.1	XP_039757838.1
OG0002882	XP_034833840.1	XP_039757778.1
OG0002883	XP_034825718.1, XP_034825717.1, XP_034825719.1	XP_039745851.1
OG0002884	XP_034833148.1	XP_039758269.1, XP_039758270.1
OG0002885	XP_034836194.1	XP_039759803.1
OG0002886	XP_034826755.1	XP_039751530.1
OG0002887	XP_034831081.1	XP_039755775.1
OG0002888	XP_034840377.1	XP_039755176.1
OG0002889	XP_034826571.1	XP_039750607.1
OG0002890	XP_034830446.1	XP_039753759.1
OG0002890	XP_034830448.1	XP_039753761.1
OG0002891	XP_034824381.1	XP_039748664.1
OG0002892	XP_034840817.1	XP_039745453.1, XP_039745452.1
OG0002893	XP_034839700.1	XP_039763195.1
OG0002894	XP_034837700.1	XP_039761785.1, XP_039761786.1
OG0002895	XP_034828881.1	XP_039750371.1
OG0002896	XP_034827091.1	XP_039751366.1
OG0002897	XP_034833541.1	XP_039758438.1
OG0002898	XP_034824190.1	XP_039748846.1, XP_039748845.1
OG0002899	XP_034836646.1	XP_039747541.1, XP_039747542.1, XP_039747543.1
OG0002900	XP_034824929.1	XP_039748680.1
OG0002901	XP_034824209.1	XP_039748706.1
OG0002902	XP_034836654.1	XP_039748398.1
OG0002903	XP_034837749.1	XP_039761668.1
OG0002904	XP_034836027.1	XP_039760060.1, XP_039760059.1
OG0002905	XP_034828635.1, XP_034828634.1	XP_039750313.1
OG0002907	XP_034831784.1	XP_039752917.1
OG0002908	XP_034836028.1	XP_039760277.1
OG0002909	XP_034833825.1	XP_039757935.1
OG0002910	XP_034829759.1	XP_039750078.1
OG0002911	XP_034833769.1	XP_039758019.1
OG0002912	XP_034839134.1	XP_039763524.1, XP_039763525.1
OG0002913	XP_034830310.1	XP_039754572.1
OG0002914	XP_034839141.1, XP_034839140.1	XP_039763472.1
OG0002915	XP_034841454.1	XP_039765887.1
OG0002916	XP_034832932.1, XP_034832933.1	XP_039757030.1
OG0002917	XP_034834176.1	XP_039757861.1
OG0002918	XP_034829776.1, XP_034829775.1	XP_039750062.1, XP_039750061.1
OG0002919	XP_034830305.1	XP_039754146.1
OG0002920	XP_034827693.1	XP_039752038.1
OG0002921	XP_034834601.1	XP_039756341.1
OG0002922	XP_034834087.1	XP_039757442.1
OG0002923	XP_034841288.1, XP_034841287.1, XP_034841286.1	XP_039765391.1
OG0002924	XP_034834002.1	XP_039757650.1
OG0002925	XP_034825622.1	XP_039764773.1
OG0002926	XP_034829768.1	XP_039749949.1, XP_039749837.1
OG0002927	XP_034835061.1	XP_039759287.1
OG0002928	XP_034831221.1	XP_039755597.1
OG0002929	XP_034825198.1	XP_039746105.1, XP_039746106.1
OG0002930	XP_034830348.1	XP_039754212.1
OG0002931	XP_034833567.1	XP_039758687.1, XP_039758686.1
OG0002932	XP_034831238.1	XP_039755409.1
OG0002933	XP_034831225.1, XP_034831224.1, XP_034831226.1	XP_039755718.1
OG0002934	XP_034834173.1	XP_039757653.1
OG0002935	XP_034830041.1	XP_039749593.1
OG0002936	XP_034834888.1	XP_039755997.1
OG0002937	XP_034835476.1	XP_039759617.1
OG0002938	XP_034828865.1	XP_039750192.1
OG0002939	XP_034839728.1, XP_034824941.1	XP_039749074.1
OG0002940	XP_034827102.1, XP_034827047.1	XP_039751709.1
OG0002941	XP_034834886.1	XP_039756068.1
OG0002942	XP_034827514.1	XP_039751860.1
OG0002943	XP_034840043.1	XP_039765026.1
OG0002944	XP_034841152.1	XP_039745086.1
OG0002945	XP_034831593.1, XP_034831588.1	XP_039752056.1, XP_039752065.1
OG0002946	XP_034826360.1	XP_039747920.1
OG0002947	XP_034834885.1	XP_039763496.1, XP_039756172.1
OG0002948	XP_034833966.1	XP_039757478.1
OG0002949	XP_034831336.1	XP_039755469.1
OG0002950	XP_034831887.1	XP_039753305.1
OG0002951	XP_034825503.1	XP_039764751.1
OG0002952	XP_034833443.1	XP_039758251.1, XP_039758252.1
OG0002953	XP_034833242.1	XP_039758465.1
OG0002954	XP_034828730.1	XP_039750787.1
OG0002955	XP_034831037.1	XP_039755782.1, XP_039755781.1
OG0002956	XP_034829405.1	XP_039755200.1
OG0002957	XP_034831906.1	XP_039753332.1, XP_039764312.1, XP_039764304.1, XP_039763071.1
OG0002958	XP_034841421.1	XP_039764630.1, XP_039764629.1
OG0002959	XP_034841469.1	XP_039765354.1
OG0002960	XP_034833871.1	XP_039757584.1
OG0002961	XP_034841472.1, XP_034841471.1	XP_039765612.1
OG0002962	XP_034833724.1	XP_039757588.1, XP_039757591.1, XP_039757590.1
OG0002963	XP_034841462.1	XP_039765400.1
OG0002964	XP_034832380.1	XP_039764308.1, XP_039764329.1, XP_039763089.1, XP_039753604.1
OG0002965	XP_034827017.1	XP_039751154.1
OG0002966	XP_034827311.1	XP_039751091.1
OG0002967	XP_034841379.1	XP_039764603.1
OG0002968	XP_034828525.1	XP_039750358.1, XP_039750359.1
OG0002969	XP_034824842.1, XP_034824841.1	XP_039749060.1, XP_039749061.1
OG0002970	XP_034831466.1, XP_034831464.1	XP_039755343.1
OG0002971	XP_034824125.1	XP_039745376.1
OG0002972	XP_034827204.1	XP_039751581.1
OG0002973	XP_034827612.1	XP_039752756.1
OG0002974	XP_034837783.1	XP_039761550.1
OG0002975	XP_034833111.1	XP_039757335.1
OG0002976	XP_034837787.1	XP_039761494.1, XP_039761492.1, XP_039761493.1
OG0002977	XP_034837798.1	XP_039761473.1
OG0002978	XP_034824858.1, XP_034824860.1	XP_039749330.1
OG0002979	XP_034827205.1	XP_039751653.1
OG0002980	XP_034840262.1, XP_034840253.1	XP_039764225.1, XP_039764224.1
OG0002981	XP_034825800.1, XP_034825799.1	XP_039745895.1
OG0002982	XP_034839570.1	XP_039763850.1
OG0002983	XP_034831450.1	XP_039755964.1
OG0002984	XP_034833548.1	XP_039758884.1
OG0002985	XP_034839512.1	XP_039763505.1, XP_039763508.1, XP_039763507.1
OG0002986	XP_034839743.1	XP_039764043.1, XP_039764042.1
OG0002987	XP_034826155.1	XP_039765205.1
OG0002988	XP_034831456.1	XP_039755972.1
OG0002989	XP_034826215.1	XP_039749176.1
OG0002990	XP_034829607.1, XP_034829608.1	XP_039749656.1
OG0002991	XP_034839917.1, XP_034837721.1	XP_039761545.1
OG0002992	XP_034831461.1, XP_034831462.1, XP_034831463.1	XP_039755713.1
OG0002993	XP_034835449.1	XP_039759408.1, XP_039759409.1, XP_039759410.1
OG0002994	XP_034832946.1	XP_039757169.1, XP_039757168.1
OG0002995	XP_034832491.1	XP_039753600.1
OG0002996	XP_034841378.1, XP_034841376.1, XP_034841377.1	XP_039765459.1
OG0002997	XP_034841372.1	XP_039765929.1
OG0002998	XP_034829642.1	XP_039749961.1
OG0002999	XP_034840801.1	XP_039746509.1
OG0003000	XP_034841420.1	XP_039765659.1
OG0003001	XP_034841397.1, XP_034841396.1, XP_034841395.1	XP_039765661.1, XP_039765664.1, XP_039765662.1, XP_039765663.1, XP_039765666.1
OG0003002	XP_034825457.1	XP_039746082.1
OG0003003	XP_034832477.1	XP_039753198.1
OG0003004	XP_034833987.1	XP_039760148.1
OG0003005	XP_034831481.1	XP_039755317.1
OG0003006	XP_034841386.1	XP_039765541.1
OG0003007	XP_034830168.1	XP_039749767.1
OG0003008	XP_034832492.1	XP_039753123.1
OG0003009	XP_034830794.1	XP_039753829.1
OG0003010	XP_034824653.1	XP_039748713.1
OG0003011	XP_034829066.1	XP_039754787.1
OG0003012	XP_034838538.1	XP_039758561.1
OG0003013	XP_034828097.1	XP_039751899.1, XP_039751902.1, XP_039751901.1, XP_039751900.1
OG0003014	XP_034825523.1, XP_034825524.1	XP_039745804.1
OG0003015	XP_034837575.1	XP_039761608.1, XP_039761607.1
OG0003016	XP_034832035.1	XP_039753550.1
OG0003017	XP_034839520.1	XP_039763147.1
OG0003018	XP_034824370.1	XP_039748984.1, XP_039748983.1
OG0003019	XP_034840888.1	XP_039745428.1
OG0003020	XP_034837548.1	XP_039761638.1
OG0003021	XP_034828914.1	XP_039750502.1, XP_039750503.1
OG0003022	XP_034828603.1	XP_039750643.1
OG0003023	XP_034840435.1	XP_039746727.1
OG0003024	XP_034840916.1	XP_039765719.1
OG0003025	XP_034827871.1	XP_039751808.1
OG0003026	XP_034825579.1	XP_039745664.1
OG0003027	XP_034840433.1	XP_039746544.1, XP_039746545.1
OG0003028	XP_034831500.1, XP_034831498.1, XP_034831499.1	XP_039755746.1, XP_039755745.1
OG0003029	XP_034832082.1, XP_034832081.1	XP_039753258.1, XP_039753259.1
OG0003030	XP_034839516.1	XP_039763108.1
OG0003031	XP_034830678.1, XP_034830692.1, XP_034830684.1	XP_039754708.1
OG0003032	XP_034828752.1, XP_034828751.1, XP_034828753.1	XP_039750704.1
OG0003033	XP_034839391.1	XP_039763544.1
OG0003034	XP_034825214.1	XP_039746109.1
OG0003035	XP_034831808.1	XP_039753293.1
OG0003036	XP_034834451.1	XP_039758737.1
OG0003037	XP_034830900.1	XP_039752189.1
OG0003038	XP_034829059.1, XP_034829058.1	XP_039755013.1
OG0003039	XP_034826613.1	XP_039746145.1, XP_039746160.1, XP_039746152.1
OG0003040	XP_034827300.1	XP_039751682.1
OG0003041	XP_034830784.1	XP_039753987.1
OG0003042	XP_034827307.1	XP_039751683.1, XP_039751684.1
OG0003043	XP_034837777.1	XP_039761482.1
OG0003044	XP_034841356.1	XP_039765297.1
OG0003045	XP_034831622.1	XP_039755326.1
OG0003046	XP_034831603.1	XP_039755806.1
OG0003047	XP_034828176.1	XP_039751748.1
OG0003048	XP_034832335.1	XP_039753210.1
OG0003049	XP_034830480.1, XP_034830481.1, XP_034830482.1	XP_039753923.1
OG0003050	XP_034830123.1	XP_039749841.1
OG0003051	XP_034826416.1	XP_039745038.1
OG0003052	XP_034831786.1	XP_039753558.1
OG0003054	XP_034840621.1	XP_039764313.1
OG0003055	XP_034823906.1	XP_039765951.1
OG0003056	XP_034833775.1	XP_039752275.1, XP_039752283.1
OG0003057	XP_034824301.1, XP_034824302.1, XP_034824300.1	XP_039749117.1
OG0003058	XP_034824995.1	XP_039745956.1
OG0003059	XP_034824489.1	XP_039749004.1
OG0003062	XP_034826757.1	XP_039751245.1
OG0003063	XP_034839514.1	XP_039763663.1
OG0003064	XP_034827400.1	XP_039752629.1, XP_039752628.1
