Orthogroup	Danaus_plexippus	Maniola_hyperantus
OG0003002	DPOGS200723-PA	XP_034825457.1
OG0003003	DPOGS200827-PA	XP_034832477.1
OG0003004	DPOGS210600-PA	XP_034833987.1
OG0003005	DPOGS212333-PA	XP_034831481.1
OG0003006	DPOGS208716-PA	XP_034841386.1
OG0003007	DPOGS206492-PA	XP_034830168.1
OG0003008	DPOGS200829-PA	XP_034832492.1
OG0003009	DPOGS214690-PA	XP_034830794.1
OG0003010	DPOGS209925-PA	XP_034824653.1
OG0003011	DPOGS200605-PA, DPOGS200604-PA	XP_034829066.1
OG0003012	DPOGS210615-PA	XP_034838538.1
OG0003013	DPOGS208834-PA	XP_034828097.1
OG0003014	DPOGS208164-PA	XP_034825523.1, XP_034825524.1
OG0003015	DPOGS207689-PA	XP_034837575.1
OG0003016	DPOGS200860-PA	XP_034832035.1
OG0003017	DPOGS206126-PA	XP_034839520.1
OG0003018	DPOGS209922-PA	XP_034824370.1
OG0003019	DPOGS208740-PA	XP_034840888.1
OG0003020	DPOGS208353-PA	XP_034837548.1
OG0003021	DPOGS208312-PA	XP_034828914.1
OG0003022	DPOGS208319-PA	XP_034828603.1
OG0003023	DPOGS204771-PA	XP_034840435.1
OG0003024	DPOGS208700-PA	XP_034840916.1
OG0003025	DPOGS207079-PA	XP_034827871.1
OG0003026	DPOGS200745-PA	XP_034825579.1
OG0003027	DPOGS204753-PA	XP_034840433.1
OG0003028	DPOGS212379-PA	XP_034831500.1, XP_034831498.1, XP_034831499.1
OG0003029	DPOGS200843-PA	XP_034832082.1, XP_034832081.1
OG0003030	DPOGS203034-PA	XP_034839516.1
OG0003031	DPOGS202237-PA	XP_034830678.1, XP_034830692.1, XP_034830684.1
OG0003032	DPOGS202352-PA	XP_034828752.1, XP_034828751.1, XP_034828753.1
OG0003033	DPOGS202978-PA	XP_034839391.1
OG0003034	DPOGS200722-PA	XP_034825214.1
OG0003035	DPOGS200847-PA	XP_034831808.1
OG0003036	DPOGS202233-PA	XP_034834464.1, XP_034834451.1
OG0003037	DPOGS202232-PA	XP_034830900.1
OG0003038	DPOGS211033-PA, DPOGS211032-PA	XP_034829059.1, XP_034829058.1
OG0003039	DPOGS208149-PA	XP_034826613.1
OG0003040	DPOGS202847-PA	XP_034827300.1
OG0003041	DPOGS200275-PA	XP_034830784.1
OG0003042	DPOGS202772-PA	XP_034827307.1
OG0003043	DPOGS208346-PA	XP_034837777.1
OG0003044	DPOGS208755-PA	XP_034841356.1
OG0003045	DPOGS212350-PA	XP_034831622.1
OG0003046	DPOGS212363-PA	XP_034831603.1
OG0003047	DPOGS206855-PA	XP_034828176.1
OG0003048	DPOGS207496-PA, DPOGS207495-PA	XP_034832335.1
OG0003049	DPOGS215042-PA	XP_034830480.1, XP_034830481.1, XP_034830482.1
OG0003050	DPOGS210213-PA	XP_034830123.1
OG0003051	DPOGS211537-PA	XP_034826416.1
OG0003052	DPOGS205702-PA	XP_034831786.1
OG0003054	DPOGS211809-PA	XP_034840621.1
OG0003055	DPOGS208760-PA	XP_034823906.1
OG0003056	DPOGS202214-PA	XP_034833775.1
OG0003057	DPOGS211383-PA	XP_034824301.1, XP_034824302.1, XP_034824300.1
OG0003058	DPOGS205678-PA	XP_034824995.1
OG0003059	DPOGS211384-PA	XP_034824489.1
OG0003062	DPOGS202867-PA	XP_034826757.1
OG0003063	DPOGS202983-PA	XP_034839514.1
OG0003064	DPOGS207107-PA	XP_034827400.1
OG0003065	DPOGS206728-PA	XP_034839985.1, XP_034840005.1
OG0003066	DPOGS209078-PA	XP_034830467.1
OG0003067	DPOGS201406-PA	XP_034834395.1
OG0003068	DPOGS201545-PA	XP_034833764.1
OG0003069	DPOGS202471-PA, DPOGS202470-PA	XP_034824493.1
OG0003070	DPOGS203337-PA	XP_034839218.1, XP_034839219.1
OG0003071	DPOGS202172-PA	XP_034823899.1
OG0003072	DPOGS212428-PA, DPOGS212427-PA	XP_034840004.1
OG0003073	DPOGS202986-PA	XP_034839511.1
OG0003074	DPOGS207137-PA	XP_034827888.1
OG0003075	DPOGS209082-PA	XP_034830993.1, XP_034830992.1
OG0003076	DPOGS207136-PA	XP_034827987.1, XP_034827985.1, XP_034827986.1
OG0003077	DPOGS201541-PA	XP_034836957.1
OG0003078	DPOGS203336-PA	XP_034839398.1
OG0003079	DPOGS201845-PA	XP_034832027.1
OG0003080	DPOGS201539-PA	XP_034833709.1, XP_034836968.1
OG0003081	DPOGS211719-PA	XP_034826523.1, XP_034826522.1, XP_034826521.1
OG0003082	DPOGS207130-PA	XP_034827521.1
OG0003083	DPOGS201882-PA	XP_034824814.1
OG0003084	DPOGS205845-PA	XP_034824583.1
OG0003085	DPOGS209385-PA	XP_034830681.1
OG0003086	DPOGS209363-PA, DPOGS209362-PA	XP_034830768.1
OG0003087	DPOGS201535-PA	XP_034833699.1
OG0003088	DPOGS207117-PA	XP_034827425.1
OG0003089	DPOGS201858-PA	XP_034825371.1, XP_034825300.1
OG0003090	DPOGS201534-PA	XP_034836928.1
OG0003091	DPOGS205656-PA, DPOGS205655-PA	XP_034825594.1
OG0003092	DPOGS201862-PA	XP_034828128.1
OG0003093	DPOGS205654-PA	XP_034825441.1, XP_034825440.1, XP_034825442.1
OG0003094	DPOGS215153-PA	XP_034826649.1
OG0003095	DPOGS201566-PA	XP_034829760.1
OG0003096	DPOGS200144-PA, DPOGS200145-PA	XP_034840517.1
OG0003097	DPOGS205640-PA	XP_034825264.1
OG0003098	DPOGS206514-PA	XP_034825979.1
OG0003099	DPOGS211901-PA	XP_034825405.1
OG0003100	DPOGS212209-PA	XP_034825112.1
OG0003101	DPOGS201498-PA	XP_034834843.1
OG0003102	DPOGS211802-PA	XP_034840988.1, XP_034840997.1
OG0003103	DPOGS203282-PA	XP_034839535.1
OG0003104	DPOGS211437-PA	XP_034840998.1, XP_034840999.1
OG0003105	DPOGS201522-PA	XP_034836620.1
OG0003106	DPOGS201435-PA	XP_034836696.1, XP_034836688.1, XP_034836690.1
OG0003109	DPOGS210410-PA	XP_034838948.1, XP_034838946.1, XP_034838947.1, XP_034838949.1
OG0003110	DPOGS204339-PA	XP_034830689.1
OG0003111	DPOGS213570-PA	XP_034831131.1
OG0003112	DPOGS205696-PA	XP_034832180.1
OG0003114	DPOGS207906-PA	XP_034829448.1
OG0003115	DPOGS210839-PA	XP_034830725.1, XP_034830724.1
OG0003117	DPOGS205983-PA	XP_034836539.1
OG0003118	DPOGS204897-PA	XP_034831567.1, XP_034831347.1
OG0003120	DPOGS212844-PA	XP_034834005.1
OG0003121	DPOGS205849-PA	XP_034824201.1, XP_034824199.1
OG0003122	DPOGS201196-PA	XP_034832406.1, XP_034832405.1, XP_034832403.1
OG0003123	DPOGS207459-PA	XP_034825563.1
OG0003124	DPOGS202555-PA	XP_034836340.1, XP_034826377.1, XP_034833597.1, XP_034837945.1
OG0003125	DPOGS211624-PA, DPOGS211623-PA	XP_034831234.1
OG0003126	DPOGS206400-PA	XP_034837400.1
OG0003127	DPOGS202579-PA, DPOGS202580-PA	XP_034826670.1
OG0003128	DPOGS205994-PA	XP_034836429.1
OG0003130	DPOGS206072-PA	XP_034840494.1, XP_034840491.1, XP_034840492.1
OG0003131	DPOGS207930-PA	XP_034824793.1
OG0003132	DPOGS210211-PA	XP_034830089.1
OG0003133	DPOGS200284-PA	XP_034830751.1, XP_034830752.1, XP_034830753.1
OG0003149	DPOGS213400-PA	XP_034826338.1
OG0003150	DPOGS210187-PA	XP_034838561.1
OG0003151	DPOGS215534-PA	XP_034837352.1
OG0003152	DPOGS204384-PA	XP_034840930.1
OG0003154	DPOGS200381-PA	XP_034831012.1
OG0003155	DPOGS202540-PA	XP_034837478.1
OG0003156	DPOGS204995-PA	XP_034836050.1
OG0003157	DPOGS200281-PA	XP_034830741.1
OG0003158	DPOGS201590-PA	XP_034838194.1
OG0003160	DPOGS200388-PA	XP_034837498.1
OG0003161	DPOGS204984-PA	XP_034836047.1
OG0003162	DPOGS206768-PA	XP_034837402.1
OG0003163	DPOGS206162-PA	XP_034839120.1
OG0003164	DPOGS213053-PA	XP_034840898.1
OG0003165	DPOGS204985-PA	XP_034835866.1
OG0003166	DPOGS214432-PA, DPOGS214416-PA	XP_034828118.1
OG0003167	DPOGS213864-PA	XP_034840368.1, XP_034840367.1
OG0003168	DPOGS203228-PA	XP_034829506.1
OG0003169	DPOGS204991-PA	XP_034836094.1, XP_034836095.1
OG0003170	DPOGS208037-PA	XP_034833190.1
OG0003171	DPOGS212545-PA	XP_034837587.1
OG0003172	DPOGS212596-PA	XP_034826840.1
OG0003173	DPOGS208032-PA	XP_034833197.1
OG0003174	DPOGS212622-PA	XP_034826833.1
OG0003175	DPOGS204084-PA	XP_034827855.1
OG0003176	DPOGS211049-PA	XP_034823910.1
OG0003177	DPOGS208300-PA	XP_034828704.1
OG0003178	DPOGS210113-PA	XP_034824901.1, XP_034824902.1
OG0003179	DPOGS213184-PA	XP_034834565.1
OG0003180	DPOGS205145-PA	XP_034837652.1
OG0003181	DPOGS201584-PA	XP_034838135.1
OG0003182	DPOGS207196-PA	XP_034839488.1, XP_034839168.1
OG0003183	DPOGS211494-PA	XP_034838266.1
OG0003184	DPOGS203531-PA	XP_034826415.1
OG0003185	DPOGS207190-PA	XP_034839341.1
OG0003186	DPOGS212611-PA	XP_034826843.1
OG0003187	DPOGS211504-PA	XP_034838233.1
OG0003188	DPOGS208042-PA	XP_034833336.1
OG0003189	DPOGS201049-PA	XP_034829673.1, XP_034829674.1
OG0003190	DPOGS210397-PA	XP_034832717.1
OG0003191	DPOGS209139-PA	XP_034829483.1
OG0003192	DPOGS215010-PA	XP_034838073.1
OG0003193	DPOGS210047-PA	XP_034824921.1
OG0003194	DPOGS214987-PA	XP_034838159.1
OG0003195	DPOGS215014-PA	XP_034838187.1
OG0003196	DPOGS209291-PA	XP_034825052.1
OG0003197	DPOGS213373-PA	XP_034826660.1
OG0003198	DPOGS213360-PA	XP_034826658.1
OG0003199	DPOGS213374-PA	XP_034826656.1
OG0003200	DPOGS214706-PA	XP_034834265.1
OG0003201	DPOGS210106-PA	XP_034824904.1
OG0003202	DPOGS213357-PA	XP_034826195.1
OG0003203	DPOGS209200-PA	XP_034829040.1
OG0003204	DPOGS213375-PA	XP_034826187.1
OG0003205	DPOGS213897-PA	XP_034836722.1
OG0003206	DPOGS212490-PA	XP_034835996.1
OG0003207	DPOGS200904-PA	XP_034839433.1
OG0003208	DPOGS213376-PA	XP_034826444.1
OG0003211	DPOGS213178-PA	XP_034834752.1
OG0003212	DPOGS208824-PA	XP_034841005.1
OG0003213	DPOGS208235-PA	XP_034828405.1
OG0003214	DPOGS213207-PA	XP_034835022.1
OG0003215	DPOGS201198-PA	XP_034832409.1
OG0003216	DPOGS210361-PA	XP_034831039.1
OG0003217	DPOGS213924-PA	XP_034836841.1
OG0003218	DPOGS208215-PA	XP_034837153.1
OG0003219	DPOGS204782-PA	XP_034825423.1
OG0003220	DPOGS210333-PA	XP_034831432.1
OG0003221	DPOGS204781-PA	XP_034825422.1
OG0003222	DPOGS213444-PA	XP_034830370.1
OG0003223	DPOGS210367-PA	XP_034831529.1
OG0003224	DPOGS204615-PA	XP_034838176.1
OG0003225	DPOGS210855-PA	XP_034830459.1, XP_034830456.1
OG0003226	DPOGS204779-PA	XP_034825324.1
OG0003227	DPOGS210139-PA	XP_034824106.1
OG0003228	DPOGS205105-PA	XP_034826907.1
OG0003229	DPOGS204740-PA	XP_034825319.1
OG0003230	DPOGS200946-PA	XP_034835951.1
OG0003231	DPOGS205034-PA	XP_034838803.1
OG0003232	DPOGS200908-PA	XP_034839314.1
OG0003233	DPOGS216119-PA	XP_034836576.1
OG0003234	DPOGS203968-PA	XP_034839518.1
OG0003235	DPOGS207907-PA	XP_034838167.1
OG0003236	DPOGS216120-PA	XP_034836559.1
OG0003237	DPOGS210937-PA	XP_034824122.1
OG0003238	DPOGS214398-PA	XP_034827968.1
OG0003239	DPOGS213344-PA	XP_034826150.1
OG0003240	DPOGS214433-PA	XP_034827966.1, XP_034827755.1
OG0003241	DPOGS208204-PA	XP_034837218.1
OG0003242	DPOGS213911-PA	XP_034836697.1
OG0003243	DPOGS211789-PA	XP_034835133.1
OG0003244	DPOGS210851-PA	XP_034830939.1
OG0003245	DPOGS210850-PA	XP_034830941.1
OG0003246	DPOGS210849-PA	XP_034830638.1
OG0003247	DPOGS210822-PA	XP_034830409.1
OG0003248	DPOGS215282-PA, DPOGS202139-PA	XP_034833285.1
OG0003249	DPOGS205021-PA	XP_034839026.1
OG0003250	DPOGS204750-PA	XP_034825216.1
OG0003251	DPOGS205549-PA	XP_034832245.1
OG0003252	DPOGS210059-PA	XP_034824273.1
OG0003253	DPOGS202138-PA	XP_034833504.1
OG0003255	DPOGS210371-PA	XP_034831352.1
OG0003256	DPOGS210824-PA	XP_034830720.1
OG0003257	DPOGS214753-PA	XP_034833851.1
OG0003258	DPOGS208800-PA, DPOGS208801-PA	XP_034840896.1
OG0003259	DPOGS210326-PA	XP_034831390.1
OG0003260	DPOGS210846-PA	XP_034830317.1
OG0003261	DPOGS215580-PA	XP_034829254.1
OG0003262	DPOGS210891-PA	XP_034840996.1
OG0003263	DPOGS207361-PA	XP_034835859.1
OG0003264	DPOGS209601-PA	XP_034840154.1
OG0003265	DPOGS211814-PA	XP_034837800.1
OG0003266	DPOGS210932-PA	XP_034841115.1
OG0003267	DPOGS214752-PA	XP_034834263.1
OG0003268	DPOGS215258-PA	XP_034833174.1, XP_034832294.1
OG0003269	DPOGS211826-PA	XP_034837720.1, XP_034837496.1
OG0003270	DPOGS206361-PA, DPOGS206360-PA	XP_034831871.1
OG0003271	DPOGS210650-PA	XP_034839110.1
OG0003272	DPOGS210100-PA	XP_034824430.1
OG0003273	DPOGS210929-PA	XP_034825401.1
OG0003274	DPOGS209598-PA	XP_034840160.1, XP_034840411.1, XP_034840161.1
OG0003275	DPOGS214708-PA, DPOGS214709-PA	XP_034833866.1
OG0003276	DPOGS205116-PA	XP_034827341.1
OG0003277	DPOGS214710-PA	XP_034833857.1
OG0003278	DPOGS204720-PA	XP_034833023.1
OG0003279	DPOGS208828-PA	XP_034823963.1
OG0003280	DPOGS214711-PA	XP_034833856.1
OG0003281	DPOGS215626-PA	XP_034838986.1
OG0003282	DPOGS210928-PA	XP_034840922.1
OG0003283	DPOGS214712-PA	XP_034833863.1
OG0003284	DPOGS202680-PA	XP_034825644.1
OG0003285	DPOGS209819-PA	XP_034830026.1
OG0003286	DPOGS206303-PA	XP_034831876.1, XP_034831875.1
OG0003287	DPOGS206393-PA, DPOGS206375-PA	XP_034837603.1
OG0003288	DPOGS205960-PA	XP_034826952.1
OG0003289	DPOGS210644-PA, DPOGS210645-PA	XP_034838792.1
OG0003290	DPOGS208785-PA	XP_034824013.1
OG0003291	DPOGS210321-PA	XP_034831412.1
OG0003292	DPOGS208784-PA	XP_034823998.1
OG0003293	DPOGS206372-PA	XP_034837361.1
OG0003294	DPOGS208835-PA	XP_034824006.1
OG0003295	DPOGS214998-PA	XP_034837809.1
OG0003296	DPOGS209594-PA	XP_034840187.1, XP_034840186.1
OG0003297	DPOGS208836-PA	XP_034823939.1
OG0003298	DPOGS200102-PA	XP_034836712.1
OG0003299	DPOGS210560-PA	XP_034828796.1
OG0003300	DPOGS206305-PA	XP_034831868.1, XP_034831870.1
OG0003301	DPOGS205326-PA	XP_034834658.1
OG0003302	DPOGS213986-PA	XP_034832668.1
OG0003304	DPOGS201956-PA	XP_034828144.1, XP_034828143.1
OG0003305	DPOGS210539-PA	XP_034828355.1
OG0003306	DPOGS208780-PA	XP_034824003.1, XP_034824002.1
OG0003307	DPOGS213989-PA	XP_034833009.1
OG0003308	DPOGS211235-PA	XP_034833829.1
OG0003309	DPOGS208841-PA	XP_034824014.1
OG0003310	DPOGS208778-PA, DPOGS208777-PA	XP_034823943.1
OG0003311	DPOGS209591-PA	XP_034840688.1
OG0003312	DPOGS205321-PA	XP_034834696.1
OG0003313	DPOGS210641-PA	XP_034838788.1
OG0003314	DPOGS210552-PA	XP_034828342.1
OG0003315	DPOGS210067-PA	XP_034824636.1
OG0003316	DPOGS210544-PA	XP_034828577.1
OG0003317	DPOGS209847-PA	XP_034829962.1
OG0003319	DPOGS206802-PA	XP_034839276.1
OG0003320	DPOGS210387-PA	XP_034831389.1
OG0003321	DPOGS210314-PA	XP_034831395.1
OG0003322	DPOGS210175-PA	XP_034826357.1
OG0003324	DPOGS204792-PA	XP_034836616.1, XP_034836617.1
OG0003325	DPOGS211687-PA	XP_034827424.1
OG0003326	DPOGS210092-PA	XP_034824638.1
OG0003327	DPOGS214517-PA	XP_034828945.1
OG0003328	DPOGS209507-PA	XP_034834712.1
OG0003329	DPOGS204154-PA	XP_034834022.1
OG0003330	DPOGS204609-PA	XP_034838982.1
OG0003331	DPOGS209787-PA	XP_034830015.1
OG0003332	DPOGS205484-PA	XP_034833045.1
OG0003333	DPOGS201579-PA	XP_034838193.1
OG0003334	DPOGS209842-PA	XP_034829813.1
OG0003335	DPOGS210089-PA	XP_034824219.1, XP_034824218.1, XP_034824217.1
OG0003336	DPOGS209508-PA, DPOGS205386-PA	XP_034834687.1
OG0003337	DPOGS209501-PA	XP_034834938.1
OG0003338	DPOGS210546-PA	XP_034828412.1
OG0003339	DPOGS206792-PA	XP_034839147.1
OG0003340	DPOGS209499-PA	XP_034834748.1
OG0003341	DPOGS213875-PA	XP_034828372.1
OG0003342	DPOGS202669-PA	XP_034825542.1
OG0003343	DPOGS215319-PA	XP_034841187.1, XP_034841186.1
OG0003344	DPOGS205455-PA	XP_034833050.1
OG0003345	DPOGS210174-PA	XP_034826324.1
OG0003346	DPOGS209370-PA	XP_034830437.1
OG0003347	DPOGS214330-PA	XP_034835501.1
OG0003348	DPOGS209495-PA	XP_034834732.1
OG0003349	DPOGS215547-PA	XP_034837282.1
OG0003350	DPOGS206354-PA	XP_034831708.1
OG0003351	DPOGS202648-PA	XP_034825499.1
OG0003352	DPOGS206254-PA, DPOGS206258-PA	XP_034833154.1
OG0003353	DPOGS210172-PA, DPOGS210171-PA	XP_034826344.1
OG0003354	DPOGS209514-PA	XP_034834719.1
OG0003355	DPOGS215031-PA	XP_034837835.1
OG0003356	DPOGS215712-PA	XP_034832356.1
OG0003357	DPOGS213877-PA	XP_034828789.1
OG0003358	DPOGS204455-PA	XP_034828605.1
OG0003359	DPOGS209491-PA	XP_034834717.1
OG0003360	DPOGS214325-PA	XP_034835383.1
OG0003361	DPOGS214359-PA	XP_034835389.1
OG0003362	DPOGS202650-PA	XP_034825497.1
OG0003363	DPOGS200966-PA	XP_034829214.1, XP_034829212.1
OG0003364	DPOGS213711-PA, DPOGS202722-PA	XP_034832590.1
OG0003365	DPOGS203322-PA, DPOGS203387-PA	XP_034839158.1
OG0003366	DPOGS209580-PA	XP_034840348.1
OG0003368	DPOGS206317-PA	XP_034831707.1
OG0003369	DPOGS215716-PA	XP_034832367.1
OG0003370	DPOGS206350-PA	XP_034831722.1
OG0003371	DPOGS215550-PA	XP_034837460.1
OG0003372	DPOGS200972-PA	XP_034829165.1
OG0003373	DPOGS209834-PA	XP_034830247.1, XP_034830248.1
OG0003374	DPOGS214561-PA	XP_034838550.1
OG0003375	DPOGS210157-PA	XP_034835647.1
OG0003376	DPOGS206348-PA	XP_034831710.1
OG0003377	DPOGS215720-PA	XP_034838115.1
OG0003378	DPOGS201141-PA, DPOGS201140-PA	XP_034830879.1
OG0003379	DPOGS203090-PA	XP_034828223.1
OG0003380	DPOGS215309-PA	XP_034840853.1
OG0003381	DPOGS214550-PA	XP_034838560.1
OG0003382	DPOGS211550-PA	XP_034836247.1
OG0003383	DPOGS208326-PA	XP_034835674.1, XP_034835673.1
OG0003384	DPOGS214548-PA	XP_034838378.1
OG0003385	DPOGS213320-PA, DPOGS213329-PA	XP_034836477.1
OG0003386	DPOGS209832-PA	XP_034830018.1
OG0003387	DPOGS204366-PA	XP_034826873.1, XP_034826875.1
OG0003388	DPOGS207164-PA	XP_034839470.1
OG0003389	DPOGS204437-PA	XP_034828575.1, XP_034828576.1
OG0003390	DPOGS209829-PA	XP_034830195.1
OG0003391	DPOGS206343-PA	XP_034832444.1
OG0003392	DPOGS216170-PA	XP_034826014.1
OG0003393	DPOGS209798-PA	XP_034830198.1
OG0003395	DPOGS214648-PA	XP_034834280.1
OG0003396	DPOGS214565-PA, DPOGS214566-PA	XP_034838698.1, XP_034838699.1
OG0003397	DPOGS211700-PA, DPOGS211701-PA	XP_034828088.1
OG0003398	DPOGS215231-PA	XP_034836090.1
OG0003399	DPOGS202974-PA	XP_034828089.1
OG0003401	DPOGS211331-PA	XP_034834252.1
OG0003402	DPOGS213331-PA	XP_034836431.1
OG0003403	DPOGS205263-PA	XP_034829167.1
OG0003404	DPOGS216161-PA	XP_034826010.1
OG0003405	DPOGS210076-PA	XP_034824716.1
OG0003406	DPOGS201142-PA	XP_034830606.1
OG0003407	DPOGS212894-PA	XP_034838575.1
OG0003408	DPOGS216174-PA	XP_034826473.1
OG0003409	DPOGS201156-PA	XP_034830607.1
OG0003410	DPOGS208392-PA	XP_034835695.1, XP_034835696.1
OG0003411	DPOGS215695-PA	XP_034831533.1
OG0003412	DPOGS215067-PA, DPOGS212895-PA	XP_034838591.1
OG0003413	DPOGS200225-PA	XP_034832851.1, XP_034832850.1
OG0003414	DPOGS209821-PA, DPOGS209822-PA	XP_034830020.1
OG0003415	DPOGS202662-PA	XP_034825343.1, XP_034825344.1
OG0003416	DPOGS215694-PA	XP_034830386.1
OG0003417	DPOGS213893-PA, DPOGS212899-PA	XP_034838488.1
OG0003418	DPOGS211521-PA, DPOGS211523-PA	XP_034837859.1
OG0003419	DPOGS202661-PA	XP_034825350.1
OG0003420	DPOGS209574-PA	XP_034839653.1, XP_034840181.1
OG0003421	DPOGS205470-PA	XP_034832849.1
OG0003422	DPOGS210080-PA	XP_034824960.1, XP_034824959.1
OG0003423	DPOGS204440-PA, DPOGS213933-PA	XP_034828913.1
OG0003424	DPOGS210077-PA	XP_034824715.1, XP_034824955.1
OG0003425	DPOGS216158-PA	XP_034826610.1
OG0003426	DPOGS208694-PA, DPOGS215730-PA	XP_034836124.1
OG0003428	DPOGS203126-PA	XP_034833235.1
OG0003429	DPOGS215301-PA	XP_034841550.1
OG0003430	DPOGS209647-PA	XP_034840333.1
OG0003432	DPOGS210585-PA	XP_034828542.1, XP_034828543.1
OG0003433	DPOGS210910-PA	XP_034827545.1
OG0003434	DPOGS211515-PA	XP_034838213.1
OG0003435	DPOGS209567-PA	XP_034840321.1
OG0003436	DPOGS203122-PA	XP_034833232.1
OG0003437	DPOGS204692-PA	XP_034834943.1
OG0003438	DPOGS210629-PA	XP_034828539.1
OG0003439	DPOGS215342-PA	XP_034841532.1
OG0003440	DPOGS210294-PA	XP_034826163.1
OG0003441	DPOGS210630-PA	XP_034828540.1
OG0003442	DPOGS206191-PA	XP_034837405.1
OG0003444	DPOGS204665-PA	XP_034834711.1
OG0003445	DPOGS211610-PA	XP_034832864.1
OG0003446	DPOGS215690-PA	XP_034835038.1
OG0003447	DPOGS201154-PA	XP_034830912.1
OG0003448	DPOGS215344-PA	XP_034841539.1, XP_034841540.1
OG0003449	DPOGS210582-PA	XP_034828550.1
OG0003450	DPOGS200758-PA	XP_034826164.1, XP_034826165.1
OG0003451	DPOGS210632-PA	XP_034828545.1, XP_034828544.1
OG0003452	DPOGS201153-PA, DPOGS202076-PA	XP_034830985.1
OG0003453	DPOGS214016-PA	XP_034835543.1
OG0003454	DPOGS210580-PA	XP_034828552.1
OG0003455	DPOGS209820-PA	XP_034829771.1
OG0003457	DPOGS203884-PA	XP_034837951.1, XP_034837950.1
OG0003458	DPOGS204663-PA	XP_034834685.1
OG0003459	DPOGS215527-PA	XP_034826556.1
OG0003460	DPOGS204629-PA	XP_034836361.1
OG0003461	DPOGS204693-PA	XP_034834679.1
OG0003462	DPOGS215294-PA	XP_034841554.1
OG0003463	DPOGS205299-PA	XP_034829240.1
OG0003464	DPOGS204195-PA	XP_034834117.1, XP_034834118.1
OG0003465	DPOGS210191-PA, DPOGS210190-PA	XP_034838513.1
OG0003466	DPOGS205270-PA	XP_034829242.1
OG0003467	DPOGS204194-PA	XP_034834109.1
OG0003468	DPOGS204638-PA	XP_034836365.1
OG0003469	DPOGS209458-PA	XP_034826911.1
OG0003470	DPOGS204162-PA	XP_034834248.1
OG0003471	DPOGS209449-PA	XP_034826941.1
OG0003472	DPOGS204627-PA	XP_034836366.1
OG0003473	DPOGS214586-PA	XP_034834247.1
OG0003474	DPOGS215525-PA, DPOGS215526-PA	XP_034826378.1
OG0003475	DPOGS204641-PA	XP_034836368.1
OG0003476	DPOGS214585-PA	XP_034834098.1
OG0003477	DPOGS210635-PA	XP_034828778.1
OG0003478	DPOGS203512-PA	XP_034826240.1
OG0003479	DPOGS200456-PA	XP_034827701.1
OG0003480	DPOGS200454-PA, DPOGS200455-PA	XP_034827706.1
OG0003481	DPOGS212082-PA	XP_034840355.1
OG0003482	DPOGS216126-PA, DPOGS216125-PA	XP_034836678.1
OG0003483	DPOGS204141-PA	XP_034828684.1
OG0003484	DPOGS205274-PA	XP_034829112.1
OG0003485	DPOGS203514-PA, DPOGS203513-PA	XP_034826480.1
OG0003486	DPOGS204100-PA	XP_034828689.1
OG0003487	DPOGS202321-PA	XP_034833737.1
OG0003488	DPOGS215184-PA	XP_034835717.1
OG0003489	DPOGS202266-PA	XP_034833745.1, XP_034833744.1
OG0003490	DPOGS213742-PA	XP_034836607.1
OG0003491	DPOGS209471-PA	XP_034826933.1
OG0003492	DPOGS210260-PA	XP_034837197.1
OG0003493	DPOGS212085-PA	XP_034840313.1
OG0003494	DPOGS213743-PA	XP_034836659.1
OG0003495	DPOGS215187-PA, DPOGS215186-PA	XP_034836143.1
OG0003496	DPOGS204703-PA, DPOGS204702-PA	XP_034834701.1
OG0003497	DPOGS200446-PA	XP_034828019.1
OG0003498	DPOGS208687-PA	XP_034841073.1
OG0003499	DPOGS204105-PA	XP_034828415.1, XP_034828416.1
OG0003500	DPOGS215738-PA	XP_034831297.1, XP_034831306.1
OG0003501	DPOGS215219-PA, DPOGS215218-PA	XP_034836140.1
OG0003502	DPOGS200448-PA	XP_034828025.1
OG0003503	DPOGS208818-PA	XP_034841220.1
OG0003504	DPOGS204109-PA	XP_034828716.1
OG0003505	DPOGS215742-PA	XP_034836246.1
OG0003507	DPOGS204132-PA	XP_034828719.1
OG0003508	DPOGS203547-PA	XP_034825960.1
OG0003509	DPOGS212619-PA	XP_034826820.1
OG0003510	DPOGS213746-PA	XP_034836378.1
OG0003511	DPOGS212009-PA	XP_034836764.1
OG0003512	DPOGS212600-PA	XP_034826834.1, XP_034826835.1
OG0003513	DPOGS210836-PA	XP_034830377.1
OG0003514	DPOGS206502-PA	XP_034824709.1, XP_034824707.1
OG0003515	DPOGS208817-PA	XP_034841219.1
OG0003516	DPOGS212002-PA	XP_034836765.1
OG0003517	DPOGS203521-PA	XP_034825948.1
OG0003518	DPOGS206737-PA	XP_034838584.1
OG0003519	DPOGS204111-PA, DPOGS213851-PA	XP_034828721.1
OG0003520	DPOGS203196-PA	XP_034828147.1, XP_034828146.1
OG0003521	DPOGS201309-PA	XP_034840493.1
OG0003522	DPOGS215454-PA	XP_034834657.1
OG0003523	DPOGS212613-PA	XP_034826804.1
OG0003525	DPOGS212603-PA	XP_034827030.1
OG0003526	DPOGS205550-PA, DPOGS204128-PA	XP_034828682.1
OG0003527	DPOGS206745-PA	XP_034838495.1
OG0003528	DPOGS206202-PA, DPOGS206201-PA	XP_034838753.1
OG0003529	DPOGS204127-PA	XP_034828479.1
