Orthogroup	Danaus_plexippus	Bicyclus_anynana
OG0001685	DPOGS212548-PA	Bany_06549-RA
OG0001686	DPOGS206773-PA	Bany_17698-RA, Bany_17696-RA
OG0001687	DPOGS208226-PA	Bany_10550-RA
OG0001688	DPOGS208029-PA	Bany_14891-RA
OG0001689	DPOGS205020-PA	Bany_16086-RA, Bany_07180-RA
OG0001690	DPOGS214703-PA	Bany_09345-RA
OG0001691	DPOGS200452-PA	Bany_00938-RA
OG0001692	DPOGS200466-PA	Bany_00943-RA
OG0001693	DPOGS215199-PA	Bany_13031-RA, Bany_17085-RA, Bany_17084-RA
OG0001694	DPOGS206724-PA	Bany_08507-RA, Bany_12770-RA, Bany_05524-RA, Bany_16759-RA, Bany_14275-RA, Bany_17094-RA, Bany_02021-RA
OG0001695	DPOGS201181-PA	Bany_08671-RA
OG0001696	DPOGS211781-PA	Bany_11147-RA
OG0001696	DPOGS211780-PA	Bany_11148-RA
OG0001697	DPOGS210861-PA	Bany_07942-RA
OG0001698	DPOGS209289-PA	Bany_05196-RA
OG0001699	DPOGS209288-PA	Bany_05198-RA
OG0001700	DPOGS209854-PA, DPOGS205208-PA, DPOGS205231-PA	Bany_16460-RA, Bany_16458-RA
OG0001701	DPOGS213300-PA	Bany_01853-RA
OG0001702	DPOGS214425-PA	Bany_00955-RA
OG0001703	DPOGS200897-PA	Bany_07194-RA, Bany_07196-RA
OG0001704	DPOGS205035-PA	Bany_00873-RA, Bany_00036-RA, Bany_16064-RA, Bany_00874-RA
OG0001705	DPOGS213349-PA, DPOGS213350-PA	Bany_01868-RA
OG0001706	DPOGS204614-PA	Bany_12486-RA, Bany_08429-RA
OG0001707	DPOGS205032-PA, DPOGS214445-PA	Bany_16065-RA, Bany_05334-RA
OG0001708	DPOGS208250-PA	Bany_10636-RA
OG0001708	DPOGS208240-PA	Bany_10613-RA, Bany_10578-RA
OG0001709	DPOGS213212-PA	Bany_14297-RA, Bany_14298-RA
OG0001710	DPOGS208213-PA	Bany_17720-RA
OG0001710	DPOGS209823-PA	Bany_17628-RA
OG0001711	DPOGS213906-PA	Bany_17421-RA
OG0001713	DPOGS205152-PA	Bany_06570-RA
OG0001714	DPOGS213917-PA	Bany_17426-RA
OG0001715	DPOGS210055-PA	Bany_09937-RA
OG0001716	DPOGS210056-PA	Bany_09939-RA
OG0001717	DPOGS215576-PA	Bany_15495-RA
OG0001718	DPOGS214756-PA	Bany_09354-RA, Bany_09353-RA
OG0001719	DPOGS205031-PA	Bany_16084-RA
OG0001720	DPOGS211768-PA	Bany_11161-RA
OG0001721	DPOGS200762-PA, DPOGS213912-PA	Bany_17435-RA
OG0001722	DPOGS215578-PA	Bany_15501-RA
OG0001723	DPOGS215581-PA	Bany_15507-RA
OG0001724	DPOGS209615-PA	Bany_02669-RA
OG0001725	DPOGS213403-PA	Bany_01904-RA, Bany_01901-RA, Bany_01902-RA
OG0001726	DPOGS200071-PA	Bany_17444-RA, Bany_17443-RA
OG0001727	DPOGS202685-PA, DPOGS215498-PA	Bany_00998-RA
OG0001728	DPOGS214534-PA	Bany_15521-RA, Bany_15522-RA
OG0001729	DPOGS200105-PA	Bany_17447-RA
OG0001730	DPOGS214928-PA	Bany_01906-RA, Bany_01905-RA
OG0001731	DPOGS214746-PA	Bany_09371-RA
OG0001732	DPOGS211817-PA	Bany_06592-RA
OG0001732	DPOGS211818-PA	Bany_06593-RA, Bany_06589-RA
OG0001733	DPOGS207157-PA	Bany_07218-RA
OG0001733	DPOGS207156-PA	Bany_07222-RA
OG0001734	DPOGS200103-PA	Bany_17450-RA
OG0001735	DPOGS214522-PA	Bany_15523-RA
OG0001736	DPOGS210843-PA	Bany_07991-RA
OG0001737	DPOGS203545-PA	Bany_02019-RA, Bany_06591-RA, Bany_02024-RA, Bany_02023-RA
OG0001738	DPOGS202678-PA	Bany_05239-RA
OG0001739	DPOGS214743-PA	Bany_09374-RA
OG0001740	DPOGS206394-PA	Bany_04382-RA
OG0001742	DPOGS205312-PA	Bany_14326-RA
OG0001743	DPOGS205327-PA, DPOGS212462-PA	Bany_14330-RA, Bany_14327-RA
OG0001744	DPOGS204354-PA	Bany_05925-RA
OG0001745	DPOGS200075-PA	Bany_17455-RA
OG0001746	DPOGS212404-PA	Bany_06600-RA, Bany_02825-RA
OG0001747	DPOGS212441-PA	Bany_06603-RA, Bany_06602-RA
OG0001748	DPOGS215431-PA, DPOGS214980-PA	Bany_12550-RA
OG0001749	DPOGS214386-PA	Bany_11184-RA
OG0001750	DPOGS201959-PA, DPOGS201958-PA	Bany_01007-RA
OG0001751	DPOGS210660-PA	Bany_16120-RA
OG0001752	DPOGS210542-PA	Bany_10663-RA
OG0001753	DPOGS203693-PA	Bany_04780-RA, Bany_08818-RA, Bany_14947-RA, Bany_01471-RA
OG0001754	DPOGS205483-PA	Bany_13110-RA
OG0001755	DPOGS200214-PA	Bany_17006-RA, Bany_17008-RA
OG0001756	DPOGS208136-PA	Bany_01016-RA
OG0001757	DPOGS209841-PA	Bany_11876-RA
OG0001758	DPOGS210548-PA	Bany_10671-RA
OG0001759	DPOGS201133-PA	Bany_08009-RA, Bany_08008-RA
OG0001760	DPOGS215544-PA	Bany_17758-RA
OG0001761	DPOGS210549-PA	Bany_10677-RA
OG0001762	DPOGS209498-PA, DPOGS212681-PA	Bany_14355-RA
OG0001763	DPOGS204357-PA	Bany_05934-RA
OG0001764	DPOGS210180-PA	Bany_01934-RA
OG0001765	DPOGS204793-PA	Bany_16521-RA
OG0001766	DPOGS215237-PA	Bany_17019-RA, Bany_17020-RA
OG0001767	DPOGS212939-PA	Bany_13735-RA, Bany_13732-RA
OG0001768	DPOGS202570-PA	Bany_13137-RA
OG0001769	DPOGS214322-PA	Bany_11222-RA
OG0001770	DPOGS202706-PA	Bany_13145-RA
OG0001771	DPOGS203904-PA	Bany_12602-RA, Bany_07510-RA
OG0001772	DPOGS213283-PA	Bany_16163-RA
OG0001773	DPOGS207167-PA	Bany_07249-RA
OG0001774	DPOGS209518-PA, DPOGS209516-PA, DPOGS209517-PA	Bany_14371-RA
OG0001775	DPOGS216167-PA	Bany_01943-RA, Bany_01944-RA, Bany_01946-RA
OG0001776	DPOGS207757-PA	Bany_06629-RA, Bany_09070-RA
OG0001777	DPOGS209833-PA	Bany_11892-RA
OG0001778	DPOGS211698-PA	Bany_01040-RA
OG0001779	DPOGS215327-PA	Bany_00114-RA
OG0001780	DPOGS209831-PA, DPOGS209830-PA	Bany_11894-RA, Bany_11895-RA
OG0001781	DPOGS214547-PA	Bany_06632-RA
OG0001782	DPOGS206321-PA	Bany_08754-RA, Bany_08756-RA
OG0001783	DPOGS209828-PA	Bany_11900-RA
OG0001784	DPOGS208094-PA	Bany_16173-RA
OG0001785	DPOGS204438-PA	Bany_10782-RA, Bany_10695-RA
OG0001786	DPOGS214545-PA, DPOGS214546-PA	Bany_06635-RA
OG0001787	DPOGS213642-PA	Bany_17494-RA
OG0001788	DPOGS212934-PA	Bany_13747-RA
OG0001788	DPOGS212932-PA	Bany_13749-RA
OG0001789	DPOGS202973-PA	Bany_01050-RA
OG0001790	DPOGS204445-PA, DPOGS204444-PA	Bany_10700-RA
OG0001791	DPOGS211296-PA	Bany_09421-RA
OG0001793	DPOGS205472-PA	Bany_13162-RA
OG0001794	DPOGS216157-PA	Bany_01968-RA
OG0001795	DPOGS214927-PA	Bany_06645-RA
OG0001796	DPOGS210587-PA	Bany_10703-RA
OG0001797	DPOGS205474-PA	Bany_13166-RA
OG0001798	DPOGS208406-PA, DPOGS208405-PA	Bany_11283-RA, Bany_11280-RA
OG0001799	DPOGS209650-PA	Bany_02756-RA, Bany_02755-RA
OG0001800	DPOGS208404-PA	Bany_11284-RA, Bany_11285-RA
OG0001801	DPOGS208530-PA	Bany_13178-RA
OG0001802	DPOGS209803-PA	Bany_11941-RA, Bany_11916-RA, Bany_11915-RA
OG0001803	DPOGS215295-PA	Bany_00155-RA, Bany_00156-RA
OG0001804	DPOGS209426-PA	Bany_16199-RA, Bany_16198-RA
OG0001805	DPOGS209451-PA	Bany_05950-RA, Bany_05951-RA
OG0001806	DPOGS204694-PA	Bany_14398-RA
OG0001807	DPOGS204640-PA	Bany_16572-RA
OG0001808	DPOGS214584-PA	Bany_09453-RA
OG0001809	DPOGS209442-PA	Bany_05976-RA
OG0001809	DPOGS209444-PA	Bany_05973-RA
OG0001810	DPOGS209940-PA	Bany_16207-RA
OG0001811	DPOGS203555-PA	Bany_01997-RA
OG0001812	DPOGS213793-PA	Bany_16589-RA
OG0001813	DPOGS202940-PA	Bany_11295-RA, Bany_11296-RA
OG0001814	DPOGS209992-PA	Bany_10006-RA, Bany_10004-RA
OG0001815	DPOGS202922-PA	Bany_11298-RA, Bany_11297-RA
OG0001816	DPOGS212616-PA	Bany_06005-RA
OG0001817	DPOGS215452-PA, DPOGS215453-PA	Bany_14422-RA
OG0001818	DPOGS212175-PA	Bany_02767-RA
OG0001819	DPOGS202304-PA	Bany_09484-RA
OG0001820	DPOGS212628-PA, DPOGS212629-PA	Bany_06012-RA
OG0001821	DPOGS203182-PA, DPOGS203181-PA, DPOGS203180-PA	Bany_01080-RA
OG0001822	DPOGS213730-PA	Bany_15718-RA, Bany_12682-RA
OG0001823	DPOGS200005-PA	Bany_06694-RA, Bany_06695-RA
OG0001824	DPOGS216061-PA	Bany_14434-RA
OG0001825	DPOGS208516-PA	Bany_13195-RA
OG0001826	DPOGS215750-PA	Bany_04490-RA
OG0001826	DPOGS215749-PA	Bany_04489-RA
OG0001827	DPOGS213132-PA	Bany_00248-RA, Bany_00196-RA
OG0001828	DPOGS205726-PA	Bany_06026-RA
OG0001829	DPOGS200750-PA, DPOGS212167-PA	Bany_02787-RA
OG0001830	DPOGS211746-PA	Bany_00200-RA
OG0001831	DPOGS201316-PA	Bany_03580-RA
OG0001832	DPOGS200698-PA	Bany_04492-RA, Bany_14088-RA, Bany_01633-RA, Bany_13781-RA
OG0001833	DPOGS203190-PA	Bany_01096-RA
OG0001834	DPOGS208594-PA	Bany_17526-RA
OG0001835	DPOGS213150-PA	Bany_00208-RA
OG0001836	DPOGS215557-PA	Bany_17848-RA
OG0001838	DPOGS206235-PA	Bany_00216-RA, Bany_06706-RA
OG0001839	DPOGS215674-PA	Bany_04502-RA, Bany_04501-RA
OG0001840	DPOGS206222-PA	Bany_06708-RA
OG0001841	DPOGS212153-PA	Bany_02820-RA
OG0001842	DPOGS213754-PA	Bany_16616-RA
OG0001843	DPOGS204556-PA	Bany_02068-RA, Bany_02069-RA, Bany_02067-RA
OG0001844	DPOGS203393-PA	Bany_07739-RA, Bany_07314-RA
OG0001845	DPOGS205172-PA	Bany_05350-RA
OG0001846	DPOGS205293-PA	Bany_15625-RA
OG0001847	DPOGS213756-PA	Bany_16622-RA
OG0001848	DPOGS200007-PA	Bany_06726-RA
OG0001849	DPOGS205176-PA	Bany_05353-RA
OG0001850	DPOGS203442-PA, DPOGS203451-PA	Bany_01117-RA
OG0001851	DPOGS211301-PA	Bany_09527-RA
OG0001852	DPOGS200794-PA	Bany_17873-RA
OG0001853	DPOGS205170-PA	Bany_05354-RA
OG0001854	DPOGS211329-PA	Bany_11115-RA, Bany_09528-RA
OG0001855	DPOGS205284-PA	Bany_15636-RA
OG0001856	DPOGS208453-PA	Bany_14453-RA, Bany_14454-RA
OG0001857	DPOGS215759-PA	Bany_04522-RA
OG0001858	DPOGS204567-PA	Bany_15020-RA
OG0001859	DPOGS215657-PA	Bany_04531-RA
OG0001860	DPOGS207149-PA	Bany_07327-RA
OG0001861	DPOGS204538-PA, DPOGS204537-PA	Bany_02093-RA
OG0001862	DPOGS213700-PA	Bany_06062-RA
OG0001862	DPOGS213699-PA	Bany_06061-RA
OG0001863	DPOGS203258-PA	Bany_10048-RA
OG0001864	DPOGS202563-PA, DPOGS202572-PA	Bany_02095-RA
OG0001865	DPOGS210879-PA	Bany_08118-RA
OG0001866	DPOGS211160-PA	Bany_03644-RA
OG0001867	DPOGS211353-PA	Bany_13233-RA
OG0001868	DPOGS213764-PA	Bany_16634-RA, Bany_16632-RA, Bany_16633-RA
OG0001869	DPOGS210965-PA	Bany_10815-RA
OG0001869	DPOGS210964-PA	Bany_10816-RA
OG0001870	DPOGS212146-PA, DPOGS212115-PA	Bany_02836-RA
OG0001871	DPOGS202713-PA	Bany_02100-RA
OG0001872	DPOGS202717-PA	Bany_02103-RA
OG0001872	DPOGS202716-PA	Bany_02101-RA
OG0001873	DPOGS215646-PA	Bany_04548-RA
OG0001874	DPOGS200703-PA	Bany_08815-RA
OG0001875	DPOGS215599-PA	Bany_08817-RA, Bany_10259-RA
OG0001876	DPOGS213134-PA	Bany_00242-RA, Bany_14823-RA
OG0001877	DPOGS212957-PA	Bany_16314-RA, Bany_16306-RA
OG0001878	DPOGS215769-PA	Bany_04552-RA
OG0001879	DPOGS213475-PA	Bany_02110-RA
OG0001880	DPOGS205752-PA, DPOGS209001-PA, DPOGS209000-PA, DPOGS204517-PA	Bany_11982-RA
OG0001881	DPOGS207524-PA	Bany_11361-RA
OG0001882	DPOGS205910-PA	Bany_08138-RA
OG0001883	DPOGS208623-PA	Bany_17543-RA
OG0001884	DPOGS208540-PA	Bany_06101-RA
OG0001885	DPOGS202529-PA	Bany_15042-RA
OG0001886	DPOGS202503-PA	Bany_15047-RA
OG0001886	DPOGS213447-PA	Bany_15044-RA
OG0001887	DPOGS212944-PA	Bany_16334-RA, Bany_16337-RA, Bany_08224-RA
OG0001888	DPOGS215776-PA	Bany_06210-RA, Bany_04567-RA
OG0001889	DPOGS200915-PA	Bany_07356-RA
OG0001890	DPOGS205913-PA	Bany_08145-RA, Bany_08144-RA
OG0001891	DPOGS205592-PA	Bany_06793-RA
OG0001892	DPOGS212772-PA	Bany_01166-RA
OG0001892	DPOGS212773-PA	Bany_01165-RA
OG0001893	DPOGS212774-PA	Bany_01167-RA, Bany_01168-RA
OG0001894	DPOGS208134-PA	Bany_02878-RA
OG0001895	DPOGS208548-PA	Bany_06118-RA
OG0001896	DPOGS205373-PA, DPOGS213449-PA	Bany_12818-RA
OG0001897	DPOGS211891-PA	Bany_05390-RA
OG0001898	DPOGS215819-PA	Bany_08845-RA
OG0001899	DPOGS211287-PA	Bany_12005-RA
OG0001900	DPOGS204815-PA	Bany_15062-RA
OG0001901	DPOGS212402-PA, DPOGS209853-PA, DPOGS214804-PA	Bany_13834-RA
OG0001902	DPOGS201289-PA	Bany_03704-RA
OG0001903	DPOGS208433-PA	Bany_14497-RA
OG0001904	DPOGS204819-PA	Bany_15064-RA
OG0001905	DPOGS203722-PA	Bany_04593-RA
OG0001905	DPOGS211983-PA	Bany_04592-RA
OG0001906	DPOGS202762-PA	Bany_06519-RA, Bany_17904-RA
OG0001907	DPOGS214624-PA	Bany_09566-RA, Bany_09565-RA
OG0001908	DPOGS201680-PA	Bany_08859-RA, Bany_07560-RA
OG0001909	DPOGS210287-PA	Bany_17907-RA
OG0001910	DPOGS215434-PA	Bany_17559-RA
OG0001911	DPOGS211943-PA	Bany_05406-RA
OG0001912	DPOGS201365-PA	Bany_07365-RA
OG0001912	DPOGS201364-PA	Bany_07364-RA
OG0001913	DPOGS214595-PA	Bany_09567-RA
OG0001914	DPOGS214594-PA	Bany_09569-RA
OG0001915	DPOGS202749-PA, DPOGS209861-PA, DPOGS204144-PA	Bany_16376-RA
OG0001916	DPOGS211176-PA	Bany_03714-RA, Bany_03718-RA
OG0001917	DPOGS215874-PA	Bany_10113-RA
OG0001918	DPOGS213517-PA	Bany_13856-RA
OG0001919	DPOGS215479-PA	Bany_14499-RA
OG0001920	DPOGS215442-PA	Bany_00418-RA, Bany_08421-RA, Bany_17571-RA
OG0001921	DPOGS213613-PA	Bany_13864-RA
OG0001922	DPOGS210272-PA	Bany_17923-RA
OG0001923	DPOGS201381-PA	Bany_07376-RA
OG0001924	DPOGS205200-PA, DPOGS214448-PA, DPOGS205201-PA	Bany_12871-RA
OG0001925	DPOGS212421-PA	Bany_03347-RA, Bany_17924-RA
OG0001926	DPOGS200773-PA, DPOGS200772-PA	Bany_11525-RA, Bany_04606-RA
OG0001927	DPOGS212072-PA, DPOGS204913-PA	Bany_16394-RA
OG0001928	DPOGS201241-PA	Bany_12024-RA
OG0001929	DPOGS201379-PA	Bany_07382-RA, Bany_07381-RA
OG0001931	DPOGS204917-PA	Bany_16397-RA, Bany_16396-RA
OG0001932	DPOGS203250-PA	Bany_08191-RA
OG0001933	DPOGS203202-PA	Bany_15661-RA
OG0001934	DPOGS208474-PA	Bany_06162-RA
OG0001935	DPOGS211867-PA	Bany_05433-RA
OG0001936	DPOGS213413-PA	Bany_02167-RA
OG0001937	DPOGS213854-PA	Bany_06833-RA
OG0001938	DPOGS204651-PA	Bany_04609-RA
OG0001939	DPOGS204829-PA	Bany_15082-RA
OG0001940	DPOGS214615-PA, DPOGS214616-PA	Bany_16405-RA
OG0001941	DPOGS215804-PA	Bany_04610-RA
OG0001942	DPOGS200232-PA	Bany_17934-RA, Bany_17937-RA
OG0001943	DPOGS207785-PA	Bany_08899-RA
OG0001944	DPOGS208467-PA	Bany_06174-RA
OG0001945	DPOGS205229-PA	Bany_12894-RA
OG0001946	DPOGS215610-PA	Bany_04616-RA
OG0001947	DPOGS215801-PA	Bany_04618-RA
OG0001948	DPOGS208576-PA	Bany_06179-RA, Bany_06181-RA, Bany_06182-RA
OG0001949	DPOGS207783-PA	Bany_08900-RA
OG0001950	DPOGS213428-PA	Bany_02174-RA
OG0001951	DPOGS211857-PA	Bany_05448-RA
OG0001952	DPOGS203255-PA	Bany_08201-RA, Bany_08202-RA, Bany_10515-RA
OG0001953	DPOGS208463-PA	Bany_06186-RA
OG0001954	DPOGS211111-PA	Bany_03759-RA
OG0001955	DPOGS208462-PA	Bany_06188-RA, Bany_17647-RA
OG0001956	DPOGS216145-PA	Bany_17221-RA, Bany_17222-RA
OG0001957	DPOGS211195-PA	Bany_03767-RA
OG0001958	DPOGS216199-PA	Bany_17581-RA
OG0001959	DPOGS203939-PA	Bany_12921-RA, Bany_07693-RA
OG0001960	DPOGS200259-PA	Bany_08288-RA, Bany_08287-RA, Bany_08208-RA
OG0001961	DPOGS212514-PA	Bany_06849-RA, Bany_03173-RA
OG0001962	DPOGS210465-PA	Bany_11458-RA
OG0001963	DPOGS209233-PA	Bany_15675-RA
OG0001964	DPOGS206644-PA	Bany_13300-RA
OG0001965	DPOGS204862-PA, DPOGS212232-PA	Bany_02187-RA
OG0001966	DPOGS213241-PA	Bany_16685-RA, Bany_16684-RA
OG0001967	DPOGS201227-PA, DPOGS201228-PA	Bany_12058-RA, Bany_12062-RA
OG0001968	DPOGS215970-PA	Bany_05468-RA
OG0001969	DPOGS211206-PA	Bany_03779-RA
OG0001970	DPOGS215971-PA	Bany_05469-RA
OG0001971	DPOGS209877-PA, DPOGS212227-PA	Bany_02197-RA
OG0001972	DPOGS210482-PA	Bany_11485-RA
OG0001972	DPOGS212883-PA	Bany_13501-RA
OG0001973	DPOGS211568-PA, DPOGS211567-PA	Bany_10877-RA
OG0001974	DPOGS210006-PA	Bany_13322-RA
OG0001975	DPOGS212759-PA	Bany_01230-RA
OG0001976	DPOGS205797-PA	Bany_06204-RA
OG0001977	DPOGS209262-PA	Bany_08225-RA
OG0001978	DPOGS212078-PA	Bany_06881-RA
OG0001978	DPOGS212079-PA	Bany_06883-RA
OG0001979	DPOGS205975-PA	Bany_16710-RA
OG0001980	DPOGS213546-PA	Bany_13926-RA
OG0001981	DPOGS209872-PA	Bany_02208-RA
OG0001982	DPOGS200936-PA	Bany_10169-RA
OG0001983	DPOGS209186-PA	Bany_15689-RA, Bany_15688-RA
OG0001984	DPOGS213548-PA	Bany_13934-RA
OG0001984	DPOGS213549-PA	Bany_13935-RA
OG0001985	DPOGS203044-PA	Bany_02957-RA, Bany_07863-RA
OG0001986	DPOGS213550-PA	Bany_13938-RA
OG0001987	DPOGS212661-PA	Bany_02218-RA
OG0001988	DPOGS201043-PA, DPOGS201044-PA	Bany_12077-RA
OG0001989	DPOGS211056-PA	Bany_12988-RA
OG0001990	DPOGS213576-PA	Bany_13948-RA
OG0001991	DPOGS206058-PA	Bany_02972-RA
OG0001992	DPOGS215163-PA, DPOGS212017-PA	Bany_17262-RA
OG0001993	DPOGS204573-PA	Bany_11515-RA
OG0001994	DPOGS202074-PA	Bany_12084-RA
OG0001995	DPOGS204572-PA	Bany_11517-RA, Bany_11518-RA
OG0001996	DPOGS206710-PA	Bany_02229-RA
OG0001997	DPOGS201669-PA	Bany_08961-RA
OG0001998	DPOGS204648-PA	Bany_11519-RA
OG0001999	DPOGS209871-PA	Bany_02232-RA
OG0002000	DPOGS209269-PA	Bany_08246-RA, Bany_03110-RA
OG0002001	DPOGS205807-PA	Bany_06247-RA
OG0002001	DPOGS201082-PA	Bany_07477-RA
OG0002002	DPOGS201780-PA	Bany_01275-RA
OG0002003	DPOGS214042-PA	Bany_13350-RA
OG0002004	DPOGS207940-PA	Bany_10200-RA, Bany_10198-RA
OG0002005	DPOGS200534-PA	Bany_08250-RA
OG0002006	DPOGS205806-PA	Bany_06246-RA
OG0002007	DPOGS215113-PA	Bany_13014-RA
OG0002008	DPOGS203845-PA, DPOGS203846-PA	Bany_04684-RA
OG0002009	DPOGS207385-PA	Bany_14600-RA
OG0002010	DPOGS214636-PA	Bany_09654-RA
OG0002011	DPOGS205814-PA	Bany_06258-RA
OG0002012	DPOGS214815-PA, DPOGS214816-PA	Bany_13956-RA
OG0002013	DPOGS214633-PA	Bany_09659-RA
OG0002014	DPOGS211678-PA	Bany_06930-RA
OG0002015	DPOGS213314-PA	Bany_16729-RA
OG0002016	DPOGS202061-PA	Bany_12106-RA
OG0002017	DPOGS209704-PA	Bany_15160-RA
OG0002018	DPOGS215290-PA	Bany_17629-RA, Bany_17630-RA
OG0002019	DPOGS200545-PA	Bany_18032-RA, Bany_18031-RA
OG0002020	DPOGS214510-PA	Bany_17287-RA
OG0002020	DPOGS212027-PA	Bany_17286-RA
OG0002021	DPOGS204475-PA	Bany_00413-RA
OG0002022	DPOGS200549-PA, DPOGS200548-PA	Bany_18038-RA
OG0002023	DPOGS206593-PA	Bany_13375-RA
OG0002024	DPOGS202730-PA	Bany_08977-RA
OG0002025	DPOGS216032-PA	Bany_14623-RA
OG0002026	DPOGS204413-PA	Bany_00416-RA
OG0002027	DPOGS207448-PA	Bany_05553-RA
OG0002028	DPOGS207447-PA	Bany_05555-RA
OG0002029	DPOGS202605-PA	Bany_10921-RA
OG0002030	DPOGS210498-PA	Bany_11579-RA
OG0002031	DPOGS204423-PA	Bany_00431-RA
OG0002032	DPOGS205069-PA	Bany_03057-RA, Bany_03054-RA
OG0002033	DPOGS215836-PA	Bany_03862-RA
OG0002034	DPOGS202613-PA	Bany_10923-RA
OG0002035	DPOGS208852-PA	Bany_12121-RA
OG0002036	DPOGS202476-PA	Bany_02271-RA
OG0002037	DPOGS205435-PA, DPOGS205437-PA	Bany_16744-RA
OG0002037	DPOGS205436-PA, DPOGS205438-PA	Bany_16743-RA
OG0002038	DPOGS214072-PA	Bany_06273-RA
OG0002039	DPOGS200382-PA	Bany_08290-RA
OG0002040	DPOGS206003-PA	Bany_11594-RA
OG0002041	DPOGS214052-PA, DPOGS214053-PA	Bany_06277-RA
OG0002042	DPOGS208996-PA	Bany_12130-RA
OG0002043	DPOGS204457-PA	Bany_00446-RA
OG0002044	DPOGS203674-PA	Bany_04738-RA
OG0002045	DPOGS209323-PA	Bany_02292-RA
OG0002045	DPOGS209322-PA	Bany_02291-RA
OG0002046	DPOGS203822-PA	Bany_04740-RA
OG0002047	DPOGS203821-PA	Bany_04741-RA
OG0002049	DPOGS205091-PA	Bany_03078-RA, Bany_03079-RA
OG0002050	DPOGS203682-PA	Bany_04754-RA
OG0002050	DPOGS203683-PA	Bany_04756-RA
OG0002051	DPOGS203372-PA	Bany_07552-RA
OG0002052	DPOGS206544-PA	Bany_03882-RA
OG0002053	DPOGS201983-PA	Bany_06294-RA
OG0002054	DPOGS207550-PA	Bany_10281-RA, Bany_10282-RA
OG0002055	DPOGS206538-PA	Bany_03883-RA
OG0002056	DPOGS201992-PA	Bany_06296-RA, Bany_06298-RA
OG0002057	DPOGS214066-PA	Bany_06301-RA
OG0002058	DPOGS206546-PA	Bany_03885-RA
OG0002059	DPOGS200524-PA	Bany_16790-RA
OG0002060	DPOGS203692-PA	Bany_04775-RA, Bany_04773-RA
OG0002061	DPOGS202327-PA	Bany_09714-RA
OG0002062	DPOGS204301-PA	Bany_00479-RA
OG0002063	DPOGS206896-PA	Bany_01395-RA
OG0002064	DPOGS206683-PA	Bany_13417-RA
OG0002064	DPOGS206684-PA	Bany_13419-RA
OG0002065	DPOGS206551-PA	Bany_03898-RA
OG0002066	DPOGS209400-PA, DPOGS209421-PA, DPOGS209420-PA, DPOGS209419-PA	Bany_11618-RA
OG0002067	DPOGS201658-PA	Bany_02324-RA
OG0002068	DPOGS203386-PA	Bany_07569-RA
OG0002069	DPOGS207464-PA	Bany_05585-RA
OG0002070	DPOGS205356-PA	Bany_08337-RA
OG0002071	DPOGS207305-PA	Bany_13995-RA
OG0002072	DPOGS207467-PA	Bany_05590-RA
OG0002073	DPOGS204229-PA	Bany_00494-RA
OG0002073	DPOGS204230-PA	Bany_00496-RA
OG0002074	DPOGS204065-PA	Bany_00847-RA, Bany_18085-RA
OG0002075	DPOGS205602-PA	Bany_15223-RA
OG0002076	DPOGS211029-PA	Bany_10951-RA
OG0002077	DPOGS215130-PA	Bany_10952-RA
OG0002078	DPOGS212207-PA	Bany_05599-RA
OG0002079	DPOGS206441-PA	Bany_09027-RA
OG0002080	DPOGS207025-PA	Bany_01439-RA, Bany_01438-RA
OG0002081	DPOGS214357-PA	Bany_11658-RA
OG0002082	DPOGS212289-PA	Bany_15830-RA
OG0002083	DPOGS202495-PA	Bany_07012-RA, Bany_07015-RA
OG0002084	DPOGS214332-PA	Bany_11661-RA, Bany_11662-RA
OG0002085	DPOGS211931-PA	Bany_05624-RA
OG0002086	DPOGS214868-PA	Bany_17331-RA
OG0002087	DPOGS208881-PA	Bany_12178-RA
OG0002088	DPOGS206584-PA	Bany_02346-RA
OG0002088	DPOGS206583-PA, DPOGS206582-PA	Bany_02344-RA
OG0002089	DPOGS209720-PA	Bany_14722-RA
OG0002090	DPOGS203620-PA	Bany_08368-RA
OG0002091	DPOGS206952-PA	Bany_01479-RA
OG0002092	DPOGS206586-PA	Bany_02355-RA
OG0002093	DPOGS203622-PA	Bany_08373-RA
OG0002094	DPOGS208049-PA	Bany_15262-RA
OG0002095	DPOGS207810-PA	Bany_09073-RA
OG0002096	DPOGS206950-PA	Bany_01487-RA
OG0002097	DPOGS208019-PA	Bany_15270-RA
OG0002098	DPOGS215965-PA	Bany_05647-RA
OG0002099	DPOGS203716-PA	Bany_04834-RA
OG0002100	DPOGS202890-PA, DPOGS210531-PA, DPOGS202889-PA	Bany_11684-RA
OG0002101	DPOGS207573-PA	Bany_10343-RA, Bany_10341-RA, Bany_10344-RA
OG0002102	DPOGS208665-PA	Bany_00553-RA, Bany_00554-RA
OG0002103	DPOGS202907-PA	Bany_11692-RA
OG0002104	DPOGS200481-PA	Bany_06353-RA, Bany_06354-RA
OG0002105	DPOGS203593-PA	Bany_08382-RA, Bany_08383-RA, Bany_08384-RA, Bany_08386-RA
OG0002106	DPOGS200482-PA	Bany_06358-RA, Bany_06356-RA, Bany_06357-RA
OG0002107	DPOGS214243-PA, DPOGS214244-PA	Bany_03984-RA
OG0002108	DPOGS204026-PA	Bany_09786-RA
OG0002109	DPOGS207232-PA	Bany_13479-RA
OG0002110	DPOGS206415-PA	Bany_02365-RA
