Orthogroup	Danaus_plexippus	Vanessa_tameamea
OG0001156	DPOGS201370-PA	XP_026498270.1, XP_026498247.1, XP_026498254.1, XP_026498262.1
OG0001157	DPOGS211742-PA	XP_026499862.1
OG0001158	DPOGS204192-PA	XP_026500384.1
OG0001160	DPOGS213419-PA	XP_026499869.1, XP_026499868.1
OG0001161	DPOGS205016-PA	XP_026487094.1
OG0001162	DPOGS210461-PA	XP_026491627.1
OG0001163	DPOGS213425-PA	XP_026499858.1, XP_026499857.1
OG0001164	DPOGS212235-PA	XP_026490727.1, XP_026498416.1
OG0001164	DPOGS212236-PA	XP_026499873.1
OG0001165	DPOGS211197-PA	XP_026487684.1, XP_026487685.1
OG0001166	DPOGS211980-PA	XP_026491724.1
OG0001166	DPOGS211844-PA	XP_026491723.1
OG0001167	DPOGS215969-PA	XP_026491295.1, XP_026491294.1, XP_026491293.1, XP_026491292.1, XP_026491290.1, XP_026491291.1
OG0001168	DPOGS204172-PA	XP_026489722.1, XP_026489721.1
OG0001169	DPOGS212467-PA	XP_026483801.1
OG0001170	DPOGS211593-PA	XP_026485608.1
OG0001171	DPOGS205419-PA	XP_026493160.1
OG0001172	DPOGS210784-PA	XP_026499749.1
OG0001172	DPOGS200959-PA	XP_026497328.1
OG0001173	DPOGS210021-PA	XP_026498750.1
OG0001174	DPOGS210009-PA	XP_026500012.1
OG0001174	DPOGS215432-PA	XP_026496514.1
OG0001175	DPOGS200190-PA	XP_026489699.1
OG0001176	DPOGS200935-PA	XP_026486074.1, XP_026486014.1
OG0001177	DPOGS211224-PA	XP_026487391.1, XP_026487390.1, XP_026487389.1
OG0001178	DPOGS206275-PA	XP_026498729.1
OG0001179	DPOGS202073-PA, DPOGS202072-PA	XP_026496872.1
OG0001180	DPOGS204479-PA	XP_026484773.1
OG0001181	DPOGS201106-PA	XP_026494449.1
OG0001182	DPOGS209558-PA	XP_026493381.1
OG0001183	DPOGS203761-PA	XP_026489806.1, XP_026489805.1
OG0001184	DPOGS207380-PA	XP_026495772.1
OG0001185	DPOGS203332-PA	XP_026500585.1
OG0001186	DPOGS203658-PA	XP_026492663.1
OG0001188	DPOGS206168-PA	XP_026486934.1, XP_026486933.1
OG0001189	DPOGS216078-PA	XP_026495963.1, XP_026495962.1
OG0001190	DPOGS209083-PA	XP_026497975.1
OG0001191	DPOGS212725-PA, DPOGS212726-PA	XP_026489077.1
OG0001192	DPOGS204418-PA, DPOGS204417-PA, DPOGS204419-PA, DPOGS204416-PA, DPOGS204415-PA	XP_026484577.1
OG0001193	DPOGS203766-PA	XP_026493047.1, XP_026493592.1
OG0001194	DPOGS212030-PA	XP_026497493.1
OG0001195	DPOGS206677-PA	XP_026493941.1
OG0001195	DPOGS215085-PA	XP_026485225.1
OG0001196	DPOGS205083-PA	XP_026495256.1, XP_026495258.1, XP_026495259.1, XP_026495260.1
OG0001197	DPOGS203673-PA	XP_026492701.1
OG0001198	DPOGS200407-PA	XP_026495635.1
OG0001199	DPOGS200445-PA	XP_026495527.1
OG0001200	DPOGS215076-PA	XP_026498205.1, XP_026498204.1
OG0001201	DPOGS203816-PA	XP_026493725.1, XP_026493724.1
OG0001202	DPOGS206976-PA	XP_026489026.1
OG0001203	DPOGS200527-PA	XP_026498256.1
OG0001203	DPOGS200526-PA	XP_026498259.1
OG0001204	DPOGS201656-PA	XP_026484152.1
OG0001205	DPOGS207248-PA, DPOGS207250-PA	XP_026486858.1
OG0001206	DPOGS206529-PA	XP_026487555.1
OG0001207	DPOGS205047-PA, DPOGS205046-PA	XP_026495001.1
OG0001208	DPOGS207466-PA, DPOGS212205-PA	XP_026491065.1
OG0001209	DPOGS203806-PA	XP_026493775.1, XP_026493771.1
OG0001210	DPOGS203610-PA	XP_026488465.1, XP_026488489.1
OG0001211	DPOGS202699-PA	XP_026494396.1
OG0001212	DPOGS206476-PA	XP_026492338.1, XP_026492337.1
OG0001213	DPOGS203617-PA	XP_026488462.1
OG0001213	DPOGS203616-PA	XP_026488463.1
OG0001214	DPOGS214841-PA	XP_026497454.1, XP_026497453.1
OG0001215	DPOGS204080-PA	XP_026489557.1
OG0001216	DPOGS207804-PA	XP_026499693.1, XP_026499695.1
OG0001217	DPOGS212541-PA	XP_026484063.1
OG0001219	DPOGS203067-PA	XP_026484901.1
OG0001220	DPOGS206955-PA	XP_026488955.1, XP_026488956.1, XP_026488957.1
OG0001221	DPOGS206629-PA	XP_026493855.1, XP_026493854.1, XP_026493853.1
OG0001222	DPOGS212285-PA	XP_026498642.1, XP_026498643.1
OG0001223	DPOGS203072-PA	XP_026484983.1, XP_026484985.1
OG0001224	DPOGS202910-PA	XP_026496507.1
OG0001225	DPOGS202909-PA	XP_026496479.1, XP_026496480.1
OG0001226	DPOGS208656-PA	XP_026484874.1
OG0001227	DPOGS207739-PA	XP_026499609.1
OG0001228	DPOGS212803-PA, DPOGS212808-PA	XP_026498889.1
OG0001229	DPOGS214343-PA	XP_026495405.1
OG0001230	DPOGS205861-PA	XP_026498282.1
OG0001231	DPOGS213440-PA	XP_026498688.1, XP_026483067.1
OG0001232	DPOGS200976-PA	XP_026496016.1, XP_026496014.1
OG0001233	DPOGS205817-PA, DPOGS205818-PA	XP_026498231.1
OG0001234	DPOGS214233-PA	XP_026487472.1, XP_026487473.1, XP_026487471.1, XP_026487470.1
OG0001235	DPOGS211652-PA	XP_026499143.1
OG0001236	DPOGS211656-PA	XP_026499223.1
OG0001237	DPOGS204262-PA	XP_026484890.1
OG0001238	DPOGS210302-PA	XP_026497721.1
OG0001239	DPOGS202370-PA, DPOGS202371-PA	XP_026497717.1, XP_026497716.1
OG0001240	DPOGS201484-PA	XP_026496577.1
OG0001241	DPOGS204268-PA	XP_026484610.1, XP_026484611.1
OG0001242	DPOGS214271-PA	XP_026487512.1
OG0001243	DPOGS207002-PA	XP_026488060.1, XP_026488059.1
OG0001244	DPOGS212326-PA	XP_026489226.1
OG0001245	DPOGS215414-PA	XP_026493362.1
OG0001246	DPOGS207861-PA	XP_026486549.1
OG0001247	DPOGS202362-PA	XP_026497810.1, XP_026497807.1, XP_026497812.1, XP_026497809.1, XP_026497808.1
OG0001248	DPOGS210726-PA	XP_026492988.1
OG0001249	DPOGS202880-PA	XP_026496492.1
OG0001250	DPOGS205830-PA	XP_026486163.1, XP_026486160.1, XP_026486162.1
OG0001251	DPOGS200877-PA, DPOGS200876-PA	XP_026498520.1, XP_026497197.1
OG0001251	DPOGS200875-PA, DPOGS200874-PA	XP_026496088.1
OG0001252	DPOGS215030-PA	XP_026499508.1, XP_026499509.1
OG0001253	DPOGS214288-PA	XP_026487818.1
OG0001254	DPOGS202912-PA	XP_026496456.1, XP_026496457.1, XP_026496458.1
OG0001255	DPOGS212571-PA	XP_026497323.1
OG0001256	DPOGS202792-PA	XP_026489452.1
OG0001257	DPOGS215277-PA	XP_026488036.1
OG0001258	DPOGS206864-PA	XP_026494490.1
OG0001258	DPOGS207078-PA	XP_026494491.1
OG0001259	DPOGS210622-PA	XP_026492576.1
OG0001260	DPOGS207081-PA	XP_026494508.1, XP_026494510.1, XP_026494507.1, XP_026494509.1
OG0001261	DPOGS202779-PA	XP_026486442.1
OG0001262	DPOGS200725-PA	XP_026491173.1, XP_026491174.1
OG0001263	DPOGS215036-PA, DPOGS215037-PA	XP_026490792.1
OG0001264	DPOGS211536-PA	XP_026491982.1, XP_026491983.1, XP_026491984.1
OG0001265	DPOGS208675-PA	XP_026485044.1
OG0001266	DPOGS211541-PA	XP_026492000.1, XP_026492002.1, XP_026491998.1, XP_026492001.1
OG0001267	DPOGS213326-PA, DPOGS213327-PA	XP_026491976.1
OG0001269	DPOGS201547-PA	XP_026497128.1, XP_026497131.1, XP_026497129.1, XP_026497130.1
OG0001270	DPOGS202174-PA	XP_026484478.1
OG0001271	DPOGS209079-PA	XP_026485669.1
OG0001272	DPOGS211717-PA	XP_026491935.1
OG0001273	DPOGS201544-PA	XP_026497035.1
OG0001274	DPOGS202163-PA, DPOGS202164-PA	XP_026485035.1, XP_026485034.1
OG0001275	DPOGS211731-PA	XP_026491955.1
OG0001276	DPOGS201875-PA	XP_026490492.1
OG0001277	DPOGS206826-PA	XP_026501377.1
OG0001278	DPOGS205664-PA	XP_026491373.1
OG0001278	DPOGS205663-PA	XP_026491693.1
OG0001279	DPOGS208384-PA	XP_026498441.1
OG0001280	DPOGS207114-PA	XP_026501326.1, XP_026501325.1
OG0001281	DPOGS201568-PA	XP_026490497.1
OG0001281	DPOGS209060-PA	XP_026490512.1
OG0001282	DPOGS206517-PA	XP_026491890.1
OG0001283	DPOGS212646-PA	XP_026500075.1
OG0001284	DPOGS212652-PA, DPOGS212650-PA, DPOGS212651-PA	XP_026500078.1
OG0001285	DPOGS203298-PA	XP_026500742.1, XP_026500740.1
OG0001286	DPOGS200643-PA	XP_026488676.1
OG0001286	DPOGS214002-PA	XP_026488719.1
OG0001287	DPOGS208099-PA	XP_026490669.1
OG0001291	DPOGS202658-PA	XP_026491230.1, XP_026491232.1, XP_026491234.1, XP_026491231.1, XP_026491229.1, XP_026491233.1
OG0001292	DPOGS215901-PA	XP_026485953.1
OG0001292	DPOGS215880-PA, DPOGS215879-PA, DPOGS215881-PA, DPOGS215900-PA	XP_026485929.1, XP_026485925.1
OG0001293	DPOGS210634-PA	XP_026498457.1
OG0001301	DPOGS206161-PA	XP_026498115.1, XP_026486529.1
OG0001302	DPOGS207366-PA, DPOGS211500-PA	XP_026486757.1
OG0001303	DPOGS210402-PA	XP_026498020.1
OG0001304	DPOGS210401-PA	XP_026498011.1
OG0001305	DPOGS210111-PA	XP_026490029.1
OG0001306	DPOGS212266-PA	XP_026498534.1
OG0001307	DPOGS201736-PA	XP_026485315.1, XP_026485314.1
OG0001308	DPOGS204988-PA	XP_026497471.1, XP_026497469.1, XP_026497472.1, XP_026497473.1
OG0001309	DPOGS214763-PA	XP_026490981.1
OG0001310	DPOGS211532-PA, DPOGS211531-PA	XP_026486765.1
OG0001311	DPOGS206365-PA	XP_026492051.1
OG0001312	DPOGS201954-PA	XP_026483485.1, XP_026483486.1
OG0001315	DPOGS216109-PA	XP_026492534.1, XP_026492533.1
OG0001316	DPOGS212487-PA	XP_026497451.1
OG0001318	DPOGS210257-PA	XP_026492433.1
OG0001319	DPOGS201225-PA	XP_026496182.1, XP_026496181.1, XP_026496183.1
OG0001320	DPOGS210340-PA, DPOGS210341-PA	XP_026487303.1
OG0001321	DPOGS214431-PA	XP_026483430.1
OG0001322	DPOGS214430-PA	XP_026483378.1
OG0001323	DPOGS214988-PA	XP_026496442.1
OG0001323	DPOGS214989-PA	XP_026496443.1
OG0001324	DPOGS210396-PA	XP_026498028.1
OG0001325	DPOGS206782-PA	XP_026500862.1, XP_026500859.1, XP_026500860.1
OG0001326	DPOGS209137-PA	XP_026488535.1
OG0001327	DPOGS204551-PA	XP_026499380.1
OG0001328	DPOGS204535-PA, DPOGS204536-PA, DPOGS204534-PA	XP_026499411.1
OG0001329	DPOGS210338-PA	XP_026499538.1
OG0001330	DPOGS208217-PA	XP_026499419.1, XP_026499418.1
OG0001331	DPOGS205465-PA	XP_026500938.1, XP_026495487.1
OG0001333	DPOGS216117-PA	XP_026492523.1
OG0001334	DPOGS213352-PA	XP_026485260.1
OG0001335	DPOGS201172-PA	XP_026492236.1
OG0001336	DPOGS210363-PA	XP_026487290.1, XP_026487261.1
OG0001337	DPOGS214421-PA	XP_026483512.1
OG0001338	DPOGS212528-PA, DPOGS212529-PA	XP_026483820.1
OG0001339	DPOGS216104-PA	XP_026492514.1
OG0001342	DPOGS213914-PA, DPOGS213913-PA	XP_026501819.1
OG0001343	DPOGS207354-PA, DPOGS207355-PA, DPOGS207352-PA, DPOGS207353-PA	XP_026500123.1
OG0001344	DPOGS214436-PA	XP_026483336.1
OG0001345	DPOGS208799-PA	XP_026501139.1
OG0001346	DPOGS210934-PA	XP_026489325.1
OG0001347	DPOGS210325-PA	XP_026487241.1
OG0001348	DPOGS208207-PA	XP_026499431.1
OG0001349	DPOGS208209-PA, DPOGS208208-PA	XP_026499432.1
OG0001350	DPOGS201689-PA	XP_026494527.1, XP_026494530.1
OG0001352	DPOGS214751-PA	XP_026490961.1
OG0001353	DPOGS214996-PA, DPOGS214994-PA	XP_026496067.1, XP_026496068.1
OG0001354	DPOGS214982-PA, DPOGS214981-PA	XP_026494114.1, XP_026494116.1, XP_026494106.1, XP_026494098.1
OG0001355	DPOGS214627-PA	XP_026500378.1
OG0001356	DPOGS214334-PA	XP_026495449.1
OG0001358	DPOGS208842-PA	XP_026501160.1, XP_026501161.1
OG0001359	DPOGS204783-PA	XP_026496134.1
OG0001360	DPOGS211704-PA	XP_026483342.1
OG0001361	DPOGS202673-PA	XP_026488810.1, XP_026488807.1, XP_026488821.1, XP_026488818.1
OG0001362	DPOGS209789-PA, DPOGS209790-PA	XP_026496195.1
OG0001363	DPOGS204522-PA	XP_026499746.1, XP_026496513.1, XP_026486421.1
OG0001364	DPOGS206226-PA, DPOGS209125-PA	XP_026488756.1
OG0001365	DPOGS209624-PA	XP_026490006.1
OG0001366	DPOGS206793-PA	XP_026500479.1, XP_026500477.1
OG0001367	DPOGS215320-PA	XP_026501085.1, XP_026501084.1
OG0001368	DPOGS207144-PA	XP_026500493.1
OG0001369	DPOGS210087-PA	XP_026490046.1
OG0001370	DPOGS215543-PA	XP_026498809.1
OG0001371	DPOGS209837-PA	XP_026484265.1
OG0001372	DPOGS209490-PA	XP_026495799.1
OG0001373	DPOGS208812-PA	XP_026484844.1
OG0001374	DPOGS215715-PA	XP_026498072.1
OG0001375	DPOGS215310-PA	XP_026501108.1
OG0001377	DPOGS213330-PA	XP_026490169.1
OG0001378	DPOGS208425-PA	XP_026499983.1
OG0001378	DPOGS208424-PA	XP_026488038.1
OG0001379	DPOGS215328-PA, DPOGS215329-PA	XP_026501147.1
OG0001380	DPOGS206797-PA	XP_026500498.1, XP_026500500.1
OG0001381	DPOGS201591-PA	XP_026500010.1
OG0001381	DPOGS201582-PA	XP_026495930.1
OG0001382	DPOGS209523-PA	XP_026496035.1
OG0001383	DPOGS202665-PA	XP_026491034.1, XP_026494058.1
OG0001384	DPOGS208098-PA	XP_026490674.1
OG0001385	DPOGS209826-PA	XP_026484302.1
OG0001386	DPOGS201143-PA	XP_026493637.1
OG0001387	DPOGS209575-PA	XP_026489931.1, XP_026489929.1, XP_026489930.1
OG0001388	DPOGS201145-PA	XP_026493628.1
OG0001389	DPOGS209802-PA	XP_026484291.1, XP_026484292.1, XP_026484293.1
OG0001390	DPOGS209645-PA	XP_026489873.1
OG0001391	DPOGS209457-PA	XP_026501310.1
OG0001392	DPOGS215519-PA, DPOGS215520-PA	XP_026483265.1, XP_026483266.1
OG0001393	DPOGS209999-PA	XP_026499479.1, XP_026499471.1
OG0001394	DPOGS205271-PA	XP_026496216.1
OG0001395	DPOGS204643-PA	XP_026499543.1
OG0001396	DPOGS210199-PA, DPOGS210197-PA	XP_026490573.1, XP_026490574.1
OG0001399	DPOGS200462-PA	XP_026483441.1
OG0001399	DPOGS200458-PA	XP_026483580.1
OG0001400	DPOGS202271-PA	XP_026494291.1
OG0001401	DPOGS204101-PA	XP_026498501.1
OG0001402	DPOGS202344-PA	XP_026494172.1
OG0001404	DPOGS205297-PA	XP_026496274.1
OG0001405	DPOGS207214-PA	XP_026498773.1
OG0001406	DPOGS214084-PA	XP_026492204.1
OG0001407	DPOGS203179-PA	XP_026483547.1
OG0001408	DPOGS203345-PA	XP_026486410.1
OG0001408	DPOGS205256-PA	XP_026495804.1
OG0001409	DPOGS210798-PA	XP_026498953.1
OG0001410	DPOGS202295-PA	XP_026494212.1
OG0001411	DPOGS210868-PA	XP_026498956.1, XP_026498954.1, XP_026498955.1
OG0001412	DPOGS216054-PA	XP_026495658.1
OG0001413	DPOGS206178-PA	XP_026500441.1, XP_026500432.1, XP_026500422.1
OG0001414	DPOGS209348-PA	XP_026494123.1
OG0001415	DPOGS210031-PA	XP_026490122.1
OG0001416	DPOGS209280-PA	XP_026483305.1, XP_026501240.1
OG0001417	DPOGS207502-PA	XP_026492970.1
OG0001418	DPOGS215753-PA	XP_026497912.1
OG0001419	DPOGS215667-PA	XP_026497922.1
OG0001420	DPOGS211138-PA	XP_026487872.1, XP_026487865.1
OG0001421	DPOGS201936-PA	XP_026500098.1
OG0001422	DPOGS213776-PA	XP_026490363.1
OG0001423	DPOGS210998-PA	XP_026485603.1
OG0001424	DPOGS206808-PA, DPOGS206810-PA	XP_026500442.1
OG0001426	DPOGS201787-PA	XP_026498319.1
OG0001426	DPOGS212750-PA	XP_026500133.1
OG0001427	DPOGS213661-PA	XP_026500290.1
OG0001428	DPOGS206806-PA	XP_026500310.1, XP_026500311.1, XP_026500312.1
OG0001429	DPOGS205186-PA	XP_026491251.1
OG0001430	DPOGS205012-PA	XP_026497290.1
OG0001431	DPOGS205581-PA	XP_026483633.1, XP_026483637.1, XP_026483635.1, XP_026483634.1
OG0001432	DPOGS200895-PA	XP_026500306.1, XP_026500307.1
OG0001433	DPOGS210303-PA, DPOGS210305-PA, DPOGS210304-PA	XP_026497749.1
OG0001434	DPOGS207522-PA	XP_026491379.1
OG0001435	DPOGS212134-PA	XP_026494917.1, XP_026494916.1
OG0001436	DPOGS205579-PA	XP_026483660.1
OG0001437	DPOGS208500-PA	XP_026484373.1, XP_026484363.1
OG0001438	DPOGS205053-PA	XP_026494987.1
OG0001439	DPOGS215897-PA	XP_026486195.1, XP_026485934.1
OG0001440	DPOGS214722-PA, DPOGS205744-PA	XP_026491008.1
OG0001441	DPOGS203247-PA	XP_026488190.1, XP_026488189.1
OG0001442	DPOGS209766-PA	XP_026492340.1
OG0001443	DPOGS215632-PA	XP_026497872.1
OG0001445	DPOGS205248-PA	XP_026489425.1
OG0001446	DPOGS213513-PA	XP_026499141.1
OG0001447	DPOGS215917-PA	XP_026486202.1, XP_026486203.1, XP_026486201.1, XP_026486206.1
OG0001448	DPOGS208188-PA	XP_026497562.1
OG0001449	DPOGS208563-PA	XP_026495130.1, XP_026483204.1
OG0001450	DPOGS210436-PA	XP_026493801.1
OG0001451	DPOGS203245-PA	XP_026488205.1
OG0001451	DPOGS203244-PA	XP_026488203.1
OG0001452	DPOGS210452-PA	XP_026493544.1
OG0001453	DPOGS205196-PA	XP_026489389.1
OG0001453	DPOGS205243-PA	XP_026489368.1
OG0001454	DPOGS208176-PA	XP_026497595.1
OG0001455	DPOGS211951-PA, DPOGS201770-PA	XP_026491445.1
OG0001456	DPOGS213608-PA	XP_026499115.1
OG0001457	DPOGS213107-PA	XP_026484568.1, XP_026484566.1, XP_026484567.1
OG0001458	DPOGS213525-PA	XP_026499124.1
OG0001459	DPOGS213526-PA	XP_026499155.1, XP_026499156.1, XP_026499154.1
OG0001460	DPOGS201376-PA	XP_026498002.1
OG0001461	DPOGS205015-PA	XP_026487095.1
OG0001462	DPOGS208466-PA	XP_026483899.1
OG0001463	DPOGS215482-PA	XP_026495888.1
OG0001464	DPOGS213818-PA	XP_026495267.1, XP_026495264.1, XP_026495266.1, XP_026495265.1
OG0001465	DPOGS215465-PA	XP_026495641.1
OG0001466	DPOGS215612-PA	XP_026487913.1, XP_026487914.1, XP_026487915.1, XP_026487916.1
OG0001467	DPOGS212481-PA	XP_026483696.1
OG0001468	DPOGS213245-PA	XP_026491839.1
OG0001469	DPOGS215462-PA	XP_026495820.1
OG0001470	DPOGS204888-PA	XP_026486942.1
OG0001471	DPOGS211852-PA	XP_026491390.1
OG0001471	DPOGS211853-PA	XP_026491391.1
OG0001472	DPOGS208578-PA	XP_026496951.1, XP_026497714.1, XP_026496176.1
OG0001473	DPOGS200659-PA	XP_026488630.1
OG0001474	DPOGS212525-PA	XP_026483665.1, XP_026483664.1, XP_026483666.1
OG0001475	DPOGS213255-PA	XP_026496104.1, XP_026496103.1, XP_026496105.1
OG0001476	DPOGS212468-PA	XP_026483800.1, XP_026483799.1
OG0001478	DPOGS215854-PA	XP_026485906.1
OG0001479	DPOGS201760-PA	XP_026494781.1
OG0001480	DPOGS200417-PA	XP_026495826.1
OG0001481	DPOGS204175-PA	XP_026489676.1
OG0001482	DPOGS212226-PA	XP_026497641.1, XP_026497652.1
OG0001483	DPOGS204388-PA	XP_026484399.1, XP_026484397.1, XP_026484398.1
OG0001484	DPOGS210014-PA	XP_026498026.1
OG0001485	DPOGS200931-PA	XP_026486096.1, XP_026486095.1, XP_026486097.1
OG0001486	DPOGS211581-PA	XP_026485427.1, XP_026485426.1
OG0001487	DPOGS205793-PA	XP_026483216.1
OG0001488	DPOGS204799-PA	XP_026498751.1, XP_026498693.1
OG0001489	DPOGS212673-PA, DPOGS212674-PA	XP_026494441.1
OG0001490	DPOGS214485-PA	XP_026486742.1, XP_026486744.1, XP_026486743.1
OG0001491	DPOGS212357-PA	XP_026499924.1
OG0001492	DPOGS201401-PA	XP_026489643.1, XP_026489634.1
OG0001493	DPOGS212736-PA	XP_026488860.1, XP_026500221.1, XP_026489096.1, XP_026489097.1, XP_026488993.1, XP_026488992.1, XP_026488862.1
OG0001494	DPOGS215506-PA	XP_026495817.1, XP_026497190.1
OG0001495	DPOGS212023-PA	XP_026497317.1, XP_026497318.1
OG0001496	DPOGS215111-PA	XP_026498334.1
OG0001497	DPOGS206164-PA	XP_026483256.1, XP_026500425.1
OG0001498	DPOGS214789-PA, DPOGS206173-PA	XP_026486914.1
OG0001499	DPOGS214948-PA	XP_026494309.1
OG0001500	DPOGS209693-PA	XP_026493073.1
OG0001501	DPOGS201117-PA	XP_026494472.1
OG0001502	DPOGS202732-PA	XP_026501789.1
OG0001502	DPOGS202731-PA	XP_026501788.1
OG0001503	DPOGS212719-PA, DPOGS212720-PA	XP_026488932.1, XP_026488931.1
OG0001504	DPOGS211669-PA	XP_026483716.1
OG0001504	DPOGS211670-PA	XP_026483810.1
OG0001505	DPOGS203836-PA	XP_026492726.1, XP_026492725.1
OG0001506	DPOGS212885-PA, DPOGS212884-PA	XP_026494310.1
OG0001507	DPOGS212026-PA	XP_026497522.1
OG0001508	DPOGS207979-PA	XP_026486344.1, XP_026486346.1, XP_026486345.1
OG0001509	DPOGS203835-PA, DPOGS203834-PA	XP_026492656.1
OG0001510	DPOGS206307-PA, DPOGS202969-PA	XP_026496311.1, XP_026498817.1, XP_026483293.1
OG0001511	DPOGS203661-PA	XP_026492734.1, XP_026492735.1
OG0001512	DPOGS204340-PA	XP_026488358.1, XP_026488357.1, XP_026488360.1, XP_026488359.1, XP_026488361.1
OG0001513	DPOGS206271-PA	XP_026489567.1, XP_026489564.1
OG0001514	DPOGS203214-PA, DPOGS203215-PA	XP_026498635.1
OG0001515	DPOGS203668-PA	XP_026492628.1
OG0001516	DPOGS207246-PA	XP_026486832.1, XP_026486831.1
OG0001517	DPOGS202240-PA, DPOGS202241-PA	XP_026494174.1
OG0001518	DPOGS215597-PA	XP_026486109.1, XP_026486108.1, XP_026486107.1, XP_026486106.1
OG0001519	DPOGS203159-PA	XP_026498626.1
OG0001520	DPOGS206877-PA	XP_026500927.1, XP_026488920.1
OG0001521	DPOGS207051-PA	XP_026488912.1
OG0001522	DPOGS215829-PA	XP_026487358.1, XP_026487357.1, XP_026487359.1
OG0001523	DPOGS203675-PA	XP_026493737.1, XP_026493738.1, XP_026493739.1
OG0001524	DPOGS202246-PA	XP_026494337.1
OG0001525	DPOGS208993-PA	XP_026496694.1
OG0001526	DPOGS215094-PA	XP_026498165.1
OG0001527	DPOGS206423-PA	XP_026498133.1, XP_026498132.1
OG0001528	DPOGS211406-PA	XP_026486152.1
OG0001529	DPOGS212041-PA	XP_026497342.1, XP_026497344.1, XP_026497340.1, XP_026497343.1
OG0001530	DPOGS203074-PA, DPOGS208634-PA	XP_026484922.1, XP_026484921.1
OG0001531	DPOGS214470-PA	XP_026493601.1
OG0001532	DPOGS207046-PA	XP_026489010.1, XP_026489012.1, XP_026489013.1, XP_026489011.1
OG0001533	DPOGS203329-PA	XP_026500602.1, XP_026500603.1
OG0001534	DPOGS206688-PA	XP_026493897.1
OG0001535	DPOGS203690-PA	XP_026493776.1
OG0001536	DPOGS214061-PA	XP_026484740.1
OG0001537	DPOGS203327-PA	XP_026497741.1, XP_026500547.1
OG0001538	DPOGS207594-PA	XP_026485764.1
OG0001539	DPOGS204242-PA	XP_026484950.1
OG0001540	DPOGS215990-PA, DPOGS204596-PA	XP_026491318.1
OG0001541	DPOGS205348-PA	XP_026488349.1
OG0001542	DPOGS206291-PA	XP_026489598.1
OG0001543	DPOGS206900-PA	XP_026501270.1
OG0001544	DPOGS205355-PA	XP_026488298.1, XP_026488300.1, XP_026488297.1
OG0001546	DPOGS207307-PA	XP_026486788.1
OG0001547	DPOGS214929-PA, DPOGS206294-PA, DPOGS206293-PA	XP_026489570.1
OG0001548	DPOGS208870-PA	XP_026497007.1
OG0001549	DPOGS207560-PA	XP_026486240.1
OG0001550	DPOGS203320-PA	XP_026500557.1, XP_026500556.1, XP_026500555.1
OG0001551	DPOGS202692-PA	XP_026494372.1
OG0001552	DPOGS204223-PA	XP_026484928.1
OG0001553	DPOGS207030-PA	XP_026501346.1, XP_026501348.1, XP_026501347.1
OG0001554	DPOGS214369-PA	XP_026495452.1
OG0001555	DPOGS214205-PA	XP_026487711.1, XP_026487712.1
OG0001556	DPOGS214166-PA	XP_026487709.1, XP_026487708.1, XP_026487706.1
OG0001557	DPOGS206445-PA	XP_026492211.1
OG0001558	DPOGS214872-PA	XP_026497429.1, XP_026497430.1
OG0001559	DPOGS207795-PA	XP_026499583.1, XP_026499579.1
OG0001560	DPOGS207293-PA	XP_026486816.1
OG0001561	DPOGS213021-PA	XP_026495277.1
OG0001562	DPOGS207805-PA	XP_026499558.1
OG0001563	DPOGS209727-PA	XP_026495774.1
OG0001564	DPOGS207428-PA	XP_026498242.1
OG0001565	DPOGS208020-PA	XP_026493299.1
OG0001566	DPOGS206937-PA	XP_026489022.1, XP_026489021.1
OG0001567	DPOGS210755-PA	XP_026485355.1
OG0001568	DPOGS209533-PA	XP_026497754.1
OG0001568	DPOGS209534-PA	XP_026498871.1
OG0001569	DPOGS207281-PA	XP_026486797.1, XP_026486779.1
OG0001570	DPOGS210676-PA	XP_026485516.1
OG0001572	DPOGS202452-PA	XP_026486030.1, XP_026486031.1
OG0001573	DPOGS205821-PA	XP_026498284.1
OG0001574	DPOGS213041-PA	XP_026494872.1
OG0001575	DPOGS209032-PA	XP_026483196.1
OG0001576	DPOGS213439-PA	XP_026488458.1
OG0001577	DPOGS208072-PA	XP_026485161.1
OG0001578	DPOGS201524-PA	XP_026496574.1
OG0001579	DPOGS208077-PA	XP_026485077.1, XP_026485078.1
OG0001580	DPOGS215402-PA	XP_026493169.1
OG0001581	DPOGS204297-PA	XP_026484993.1, XP_026484956.1
OG0001582	DPOGS204296-PA	XP_026484932.1, XP_026484930.1, XP_026484931.1
OG0001583	DPOGS211985-PA	XP_026483961.1
OG0001584	DPOGS204253-PA, DPOGS204252-PA	XP_026484727.1
OG0001585	DPOGS203978-PA	XP_026490019.1, XP_026490021.1
OG0001586	DPOGS205871-PA	XP_026484000.1
OG0001587	DPOGS209893-PA	XP_026496528.1
OG0001588	DPOGS200023-PA	XP_026493152.1
OG0001589	DPOGS200985-PA	XP_026495918.1
OG0001590	DPOGS206982-PA, DPOGS206981-PA, DPOGS206983-PA	XP_026489112.1
OG0001591	DPOGS200699-PA	XP_026493956.1
OG0001592	DPOGS210690-PA	XP_026485300.1
OG0001593	DPOGS201486-PA	XP_026496620.1, XP_026496619.1
OG0001594	DPOGS205767-PA	XP_026486277.1
OG0001595	DPOGS212822-PA	XP_026486677.1, XP_026486675.1
OG0001596	DPOGS204896-PA	XP_026486843.1, XP_026486892.1
