Orthogroup	Danaus_plexippus	Pararge_aegeria
OG0001674	DPOGS210573-PA	XP_039748470.1, XP_039748469.1
OG0001675	DPOGS210002-PA	XP_039757112.1, XP_039757113.1
OG0001676	DPOGS207220-PA	XP_039760651.1
OG0001677	DPOGS204981-PA, DPOGS204980-PA	XP_039760334.1
OG0001678	DPOGS213161-PA	XP_039765920.1
OG0001680	DPOGS213192-PA	XP_039756447.1
OG0001681	DPOGS211528-PA	XP_039762345.1, XP_039762343.1, XP_039762344.1, XP_039761455.1
OG0001682	DPOGS208030-PA	XP_039758468.1, XP_039758467.1
OG0001683	DPOGS208298-PA	XP_039750302.1, XP_039750303.1, XP_039750304.1
OG0001684	DPOGS208225-PA	XP_039750695.1, XP_039750693.1
OG0001685	DPOGS212548-PA	XP_039761780.1, XP_039761781.1
OG0001686	DPOGS206773-PA	XP_039760792.1
OG0001687	DPOGS208226-PA	XP_039750239.1, XP_039750238.1
OG0001688	DPOGS208029-PA	XP_039758774.1, XP_039758773.1
OG0001689	DPOGS205020-PA	XP_039762773.1
OG0001690	DPOGS214703-PA	XP_039758088.1
OG0001691	DPOGS200452-PA	XP_039751825.1
OG0001692	DPOGS200466-PA	XP_039752165.1, XP_039752166.1
OG0001693	DPOGS215199-PA	XP_039760126.1, XP_039760125.1
OG0001694	DPOGS206724-PA	XP_039761835.1
OG0001695	DPOGS201181-PA	XP_039753720.1, XP_039753443.1
OG0001696	DPOGS211781-PA	XP_039759693.1
OG0001697	DPOGS210861-PA	XP_039754513.1, XP_039754514.1
OG0001698	DPOGS209289-PA	XP_039745999.1, XP_039745998.1, XP_039745996.1, XP_039745997.1
OG0001699	DPOGS209288-PA	XP_039745952.1, XP_039745950.1
OG0001700	DPOGS209854-PA, DPOGS205208-PA, DPOGS205231-PA	XP_039762325.1
OG0001701	DPOGS213300-PA	XP_039747919.1
OG0001702	DPOGS214425-PA	XP_039752381.1, XP_039752383.1, XP_039752382.1
OG0001703	DPOGS200897-PA	XP_039763276.1, XP_039763275.1
OG0001704	DPOGS205035-PA	XP_039762961.1
OG0001705	DPOGS213349-PA, DPOGS213350-PA	XP_039748723.1
OG0001706	DPOGS204614-PA	XP_039761971.1
OG0001707	DPOGS205032-PA, DPOGS214445-PA	XP_039762832.1
OG0001708	DPOGS208250-PA	XP_039750681.1, XP_039750683.1
OG0001709	DPOGS213212-PA	XP_039756000.1
OG0001710	DPOGS208213-PA	XP_039760828.1
OG0001711	DPOGS213906-PA	XP_039761122.1
OG0001713	DPOGS205152-PA	XP_039761657.1, XP_039761655.1, XP_039761656.1
OG0001714	DPOGS213917-PA	XP_039761023.1, XP_039761022.1
OG0001715	DPOGS210055-PA	XP_039749102.1
OG0001716	DPOGS210056-PA	XP_039749051.1
OG0001717	DPOGS215576-PA	XP_039754843.1
OG0001718	DPOGS214756-PA	XP_039757617.1
OG0001719	DPOGS205031-PA	XP_039762639.1, XP_039762638.1
OG0001720	DPOGS211768-PA	XP_039759108.1
OG0001721	DPOGS200762-PA, DPOGS213912-PA	XP_039761317.1, XP_039761326.1
OG0001722	DPOGS215578-PA	XP_039755039.1, XP_039755239.1
OG0001723	DPOGS215581-PA	XP_039754635.1
OG0001724	DPOGS209615-PA	XP_039747334.1
OG0001725	DPOGS213403-PA	XP_039765865.1
OG0001726	DPOGS200071-PA	XP_039761235.1
OG0001727	DPOGS202685-PA	XP_039751759.1
OG0001728	DPOGS214534-PA	XP_039754993.1
OG0001729	DPOGS200105-PA	XP_039761074.1
OG0001730	DPOGS214928-PA	XP_039746873.1, XP_039749398.1
OG0001731	DPOGS214746-PA	XP_039757729.1
OG0001733	DPOGS207157-PA, DPOGS207156-PA	XP_039763212.1
OG0001734	DPOGS200103-PA	XP_039761144.1
OG0001735	DPOGS214522-PA	XP_039755235.1
OG0001736	DPOGS210843-PA	XP_039754315.1
OG0001737	DPOGS203545-PA	XP_039764465.1
OG0001738	DPOGS202678-PA	XP_039746370.1
OG0001739	DPOGS214743-PA	XP_039757445.1
OG0001740	DPOGS206394-PA	XP_039759366.1, XP_039759375.1
OG0001742	DPOGS205312-PA	XP_039756643.1, XP_039756200.1
OG0001743	DPOGS205327-PA, DPOGS212462-PA	XP_039756160.1
OG0001744	DPOGS204354-PA	XP_039751503.1
OG0001745	DPOGS200075-PA	XP_039761247.1, XP_039761249.1, XP_039761248.1
OG0001746	DPOGS212404-PA	XP_039747489.1, XP_039747490.1, XP_039747488.1
OG0001747	DPOGS212441-PA	XP_039747052.1
OG0001748	DPOGS215431-PA, DPOGS214980-PA	XP_039762103.1
OG0001749	DPOGS214386-PA	XP_039759533.1, XP_039759531.1, XP_039759532.1
OG0001750	DPOGS201959-PA, DPOGS201958-PA	XP_039752115.1
OG0001751	DPOGS210660-PA	XP_039762970.1
OG0001752	DPOGS210542-PA	XP_039750834.1, XP_039750835.1
OG0001753	DPOGS203693-PA	XP_039756669.1
OG0001754	DPOGS205483-PA	XP_039757401.1, XP_039757055.1
OG0001755	DPOGS200214-PA	XP_039760272.1
OG0001756	DPOGS208136-PA	XP_039752408.1
OG0001757	DPOGS209841-PA	XP_039749447.1, XP_039749445.1
OG0001758	DPOGS210548-PA	XP_039750251.1
OG0001759	DPOGS201133-PA	XP_039753884.1
OG0001760	DPOGS215544-PA	XP_039760607.1
OG0001761	DPOGS210549-PA	XP_039750954.1, XP_039750956.1, XP_039750955.1
OG0001762	DPOGS209498-PA, DPOGS212681-PA	XP_039756754.1, XP_039756753.1
OG0001763	DPOGS204357-PA	XP_039751523.1, XP_039751522.1, XP_039751525.1, XP_039751524.1
OG0001764	DPOGS210180-PA	XP_039745557.1
OG0001765	DPOGS204793-PA	XP_039747523.1, XP_039747522.1
OG0001766	DPOGS215237-PA	XP_039760357.1
OG0001767	DPOGS212939-PA	XP_039755340.1
OG0001768	DPOGS202570-PA	XP_039757151.1
OG0001769	DPOGS214322-PA	XP_039759016.1
OG0001770	DPOGS202706-PA	XP_039756852.1
OG0001771	DPOGS203904-PA	XP_039763978.1
OG0001772	DPOGS213283-PA	XP_039762761.1
OG0001773	DPOGS207167-PA	XP_039763404.1
OG0001774	DPOGS209518-PA, DPOGS209516-PA	XP_039756058.1
OG0001775	DPOGS216167-PA	XP_039745088.1
OG0001776	DPOGS207757-PA	XP_039753160.1, XP_039753159.1
OG0001777	DPOGS209833-PA	XP_039749665.1
OG0001778	DPOGS211698-PA	XP_039752197.1
OG0001779	DPOGS215327-PA	XP_039745429.1
OG0001780	DPOGS209831-PA, DPOGS209830-PA	XP_039749975.1
OG0001781	DPOGS214547-PA	XP_039748358.1
OG0001782	DPOGS206321-PA	XP_039752884.1, XP_039752883.1, XP_039752885.1
OG0001783	DPOGS209828-PA	XP_039749924.1
OG0001784	DPOGS208094-PA	XP_039762914.1
OG0001785	DPOGS204438-PA	XP_039750264.1
OG0001786	DPOGS214545-PA, DPOGS214546-PA	XP_039747903.1, XP_039747904.1, XP_039747902.1
OG0001787	DPOGS213641-PA	XP_039761057.1
OG0001788	DPOGS212934-PA	XP_039755586.1, XP_039755587.1
OG0001789	DPOGS202973-PA	XP_039752045.1
OG0001790	DPOGS204445-PA, DPOGS204444-PA	XP_039750559.1
OG0001791	DPOGS211296-PA	XP_039757818.1
OG0001793	DPOGS205472-PA	XP_039757416.1, XP_039757415.1
OG0001794	DPOGS216157-PA	XP_039765028.1, XP_039765046.1, XP_039765038.1
OG0001795	DPOGS214927-PA	XP_039747760.1
OG0001796	DPOGS210587-PA	XP_039750966.1, XP_039750469.1
OG0001797	DPOGS205474-PA	XP_039757171.1, XP_039757173.1
OG0001798	DPOGS208406-PA, DPOGS208405-PA	XP_039758923.1
OG0001799	DPOGS209650-PA	XP_039747141.1
OG0001800	DPOGS208404-PA	XP_039759214.1
OG0001801	DPOGS208530-PA	XP_039756926.1
OG0001802	DPOGS209803-PA	XP_039749904.1
OG0001803	DPOGS215295-PA	XP_039745125.1
OG0001804	DPOGS209426-PA	XP_039762585.1, XP_039762584.1
OG0001805	DPOGS209451-PA	XP_039751564.1
OG0001806	DPOGS204694-PA	XP_039756380.1, XP_039756379.1, XP_039756381.1
OG0001807	DPOGS204640-PA	XP_039748104.1
OG0001808	DPOGS214584-PA	XP_039757781.1
OG0001809	DPOGS209444-PA	XP_039751654.1
OG0001810	DPOGS209940-PA	XP_039762548.1, XP_039762547.1
OG0001811	DPOGS203555-PA	XP_039764876.1, XP_039764885.1
OG0001812	DPOGS213793-PA	XP_039748089.1
OG0001813	DPOGS202940-PA	XP_039759477.1
OG0001814	DPOGS209992-PA	XP_039749170.1
OG0001815	DPOGS202922-PA	XP_039759243.1
OG0001816	DPOGS212616-PA	XP_039751719.1
OG0001817	DPOGS215452-PA, DPOGS215453-PA	XP_039756178.1, XP_039756179.1, XP_039756180.1
OG0001818	DPOGS212176-PA	XP_039747244.1
OG0001819	DPOGS202304-PA	XP_039757639.1
OG0001820	DPOGS212628-PA, DPOGS212629-PA	XP_039751310.1
OG0001821	DPOGS203182-PA, DPOGS203181-PA, DPOGS203180-PA	XP_039752187.1
OG0001822	DPOGS213730-PA	XP_039754690.1
OG0001823	DPOGS200005-PA	XP_039748260.1
OG0001824	DPOGS216060-PA, DPOGS216061-PA	XP_039756337.1
OG0001825	DPOGS208516-PA	XP_039757141.1
OG0001826	DPOGS215750-PA	XP_039761466.1
OG0001827	DPOGS213132-PA	XP_039745475.1
OG0001828	DPOGS205726-PA	XP_039751692.1
OG0001829	DPOGS200750-PA, DPOGS212167-PA	XP_039747297.1, XP_039747295.1, XP_039747296.1
OG0001830	DPOGS211746-PA, DPOGS213157-PA	XP_039745310.1, XP_039745309.1
OG0001831	DPOGS201317-PA	XP_039765108.1
OG0001832	DPOGS200698-PA	XP_039760435.1, XP_039759559.1
OG0001833	DPOGS203190-PA	XP_039752723.1
OG0001834	DPOGS208594-PA, DPOGS208593-PA	XP_039761302.1
OG0001835	DPOGS213150-PA	XP_039765482.1, XP_039765481.1
OG0001836	DPOGS215557-PA	XP_039760593.1
OG0001838	DPOGS206235-PA	XP_039747822.1
OG0001839	DPOGS215674-PA	XP_039752754.1, XP_039752724.1
OG0001840	DPOGS206222-PA	XP_039747925.1
OG0001841	DPOGS212153-PA	XP_039747365.1
OG0001842	DPOGS213754-PA	XP_039748229.1
OG0001843	DPOGS204556-PA	XP_039761190.1
OG0001844	DPOGS203393-PA	XP_039763876.1, XP_039763877.1
OG0001845	DPOGS205172-PA	XP_039746016.1, XP_039746018.1
OG0001846	DPOGS205293-PA	XP_039754830.1
OG0001847	DPOGS213756-PA	XP_039747899.1
OG0001848	DPOGS200007-PA	XP_039748382.1, XP_039748381.1, XP_039748383.1
OG0001849	DPOGS205176-PA	XP_039746011.1
OG0001850	DPOGS203450-PA	XP_039752230.1
OG0001851	DPOGS211301-PA	XP_039757855.1
OG0001852	DPOGS200794-PA	XP_039760691.1
OG0001853	DPOGS205170-PA	XP_039745881.1
OG0001854	DPOGS211329-PA	XP_039750333.1, XP_039757854.1
OG0001855	DPOGS205284-PA	XP_039754855.1
OG0001856	DPOGS208453-PA	XP_039756561.1, XP_039756562.1
OG0001857	DPOGS215759-PA	XP_039758313.1
OG0001858	DPOGS204567-PA	XP_039758363.1
OG0001859	DPOGS215657-PA	XP_039756539.1, XP_039756530.1, XP_039756547.1
OG0001860	DPOGS207149-PA	XP_039763822.1
OG0001861	DPOGS204538-PA, DPOGS204537-PA	XP_039746695.1, XP_039746678.1, XP_039746688.1
OG0001862	DPOGS213699-PA	XP_039751542.1
OG0001863	DPOGS203258-PA	XP_039748573.1
OG0001864	DPOGS202719-PA, DPOGS202563-PA, DPOGS202572-PA	XP_039751341.1
OG0001865	DPOGS205737-PA	XP_039754174.1
OG0001866	DPOGS211160-PA	XP_039764793.1
OG0001867	DPOGS211353-PA	XP_039757377.1
OG0001868	DPOGS213764-PA	XP_039748102.1, XP_039748101.1
OG0001869	DPOGS210965-PA, DPOGS210964-PA	XP_039750903.1
OG0001870	DPOGS212146-PA, DPOGS212115-PA	XP_039747145.1
OG0001871	DPOGS202713-PA	XP_039747949.1, XP_039747941.1
OG0001872	DPOGS202716-PA	XP_039747156.1
OG0001873	DPOGS215646-PA	XP_039754308.1, XP_039754301.1
OG0001874	DPOGS200703-PA	XP_039753173.1
OG0001875	DPOGS215599-PA	XP_039748527.1, XP_039749226.1
OG0001876	DPOGS213134-PA	XP_039765641.1
OG0001877	DPOGS212957-PA	XP_039762661.1
OG0001878	DPOGS215769-PA	XP_039756822.1
OG0001879	DPOGS213475-PA	XP_039749804.1
OG0001880	DPOGS205752-PA, DPOGS209001-PA, DPOGS209000-PA, DPOGS204517-PA	XP_039749369.1
OG0001881	DPOGS207524-PA	XP_039759444.1
OG0001882	DPOGS205910-PA	XP_039753924.1
OG0001883	DPOGS208623-PA	XP_039760926.1, XP_039760929.1, XP_039760927.1, XP_039760928.1
OG0001884	DPOGS208540-PA	XP_039751020.1
OG0001885	DPOGS202529-PA	XP_039758483.1, XP_039758484.1, XP_039758485.1, XP_039758486.1
OG0001886	DPOGS202503-PA	XP_039758646.1
OG0001887	DPOGS212944-PA	XP_039762904.1
OG0001888	DPOGS215776-PA	XP_039758893.1
OG0001889	DPOGS200915-PA	XP_039763610.1, XP_039763611.1
OG0001890	DPOGS205913-PA	XP_039753764.1, XP_039753763.1
OG0001891	DPOGS205592-PA	XP_039747882.1
OG0001892	DPOGS212772-PA	XP_039751920.1
OG0001893	DPOGS212774-PA	XP_039752689.1
OG0001894	DPOGS208134-PA	XP_039747479.1
OG0001895	DPOGS208548-PA	XP_039751016.1
OG0001896	DPOGS205373-PA, DPOGS213449-PA	XP_039761926.1, XP_039761927.1, XP_039761924.1
OG0001897	DPOGS211891-PA	XP_039745709.1, XP_039745701.1
OG0001898	DPOGS215820-PA, DPOGS215819-PA	XP_039752987.1, XP_039752988.1
OG0001899	DPOGS211287-PA	XP_039750142.1, XP_039750093.1
OG0001900	DPOGS204815-PA	XP_039758479.1
OG0001901	DPOGS212402-PA, DPOGS209853-PA, DPOGS214804-PA	XP_039755727.1
OG0001902	DPOGS201289-PA	XP_039765197.1
OG0001903	DPOGS208433-PA	XP_039756553.1
OG0001904	DPOGS204819-PA	XP_039758203.1, XP_039758204.1
OG0001905	DPOGS211983-PA	XP_039758139.1
OG0001906	DPOGS202762-PA	XP_039751391.1
OG0001907	DPOGS214624-PA	XP_039758039.1
OG0001908	DPOGS201680-PA	XP_039753118.1
OG0001909	DPOGS210287-PA	XP_039760492.1, XP_039760491.1
OG0001910	DPOGS215434-PA, DPOGS215435-PA	XP_039760922.1
OG0001911	DPOGS211943-PA	XP_039745563.1
OG0001912	DPOGS201365-PA, DPOGS201364-PA	XP_039763537.1
OG0001913	DPOGS214595-PA	XP_039758099.1
OG0001913	DPOGS214596-PA	XP_039758114.1
OG0001914	DPOGS214594-PA	XP_039757657.1
OG0001915	DPOGS202749-PA, DPOGS209861-PA, DPOGS204144-PA	XP_039762927.1
OG0001916	DPOGS211176-PA	XP_039765066.1
OG0001917	DPOGS215874-PA	XP_039748563.1, XP_039748562.1
OG0001918	DPOGS213517-PA	XP_039755957.1, XP_039755956.1
OG0001919	DPOGS215479-PA, DPOGS215478-PA	XP_039756176.1
OG0001920	DPOGS215442-PA	XP_039761093.1
OG0001921	DPOGS213613-PA	XP_039755802.1
OG0001922	DPOGS210272-PA	XP_039760807.1
OG0001923	DPOGS201381-PA	XP_039763266.1, XP_039763267.1
OG0001924	DPOGS205199-PA	XP_039761906.1
OG0001924	DPOGS205200-PA, DPOGS214448-PA, DPOGS205201-PA	XP_039762020.1
OG0001925	DPOGS212421-PA	XP_039747405.1, XP_039747403.1, XP_039747404.1
OG0001926	DPOGS200773-PA, DPOGS200772-PA	XP_039759468.1
OG0001927	DPOGS212072-PA, DPOGS204913-PA	XP_039762972.1
OG0001928	DPOGS201241-PA, DPOGS203582-PA	XP_039749617.1
OG0001929	DPOGS201379-PA	XP_039763929.1
OG0001931	DPOGS204917-PA	XP_039762775.1
OG0001932	DPOGS203250-PA	XP_039754521.1, XP_039754518.1, XP_039754519.1
OG0001933	DPOGS203202-PA	XP_039755110.1
OG0001934	DPOGS208474-PA	XP_039751121.1, XP_039751122.1
OG0001935	DPOGS211867-PA	XP_039746216.1
OG0001936	DPOGS213413-PA	XP_039745965.1, XP_039745973.1
OG0001937	DPOGS213854-PA	XP_039748432.1
OG0001938	DPOGS215607-PA, DPOGS204651-PA	XP_039760981.1, XP_039760992.1
OG0001939	DPOGS204829-PA	XP_039758621.1, XP_039758620.1, XP_039758619.1, XP_039758618.1
OG0001940	DPOGS214615-PA, DPOGS214616-PA	XP_039762807.1
OG0001941	DPOGS215804-PA	XP_039761006.1
OG0001942	DPOGS200232-PA	XP_039760818.1
OG0001943	DPOGS207785-PA	XP_039752833.1, XP_039752832.1
OG0001944	DPOGS208467-PA	XP_039751084.1, XP_039751085.1
OG0001945	DPOGS205230-PA, DPOGS205229-PA	XP_039761992.1
OG0001946	DPOGS215610-PA	XP_039756451.1
OG0001947	DPOGS215801-PA	XP_039754000.1
OG0001948	DPOGS208576-PA	XP_039751029.1
OG0001949	DPOGS207783-PA, DPOGS207782-PA	XP_039753104.1
OG0001950	DPOGS213428-PA	XP_039765677.1
OG0001951	DPOGS211857-PA	XP_039746361.1, XP_039746360.1, XP_039746362.1
OG0001952	DPOGS203255-PA	XP_039754152.1
OG0001953	DPOGS208463-PA	XP_039751730.1
OG0001954	DPOGS211111-PA	XP_039765175.1
OG0001955	DPOGS208462-PA	XP_039751696.1
OG0001956	DPOGS216145-PA	XP_039759788.1
OG0001957	DPOGS211195-PA	XP_039764700.1, XP_039764701.1, XP_039764699.1
OG0001958	DPOGS216199-PA	XP_039761034.1, XP_039761033.1, XP_039761032.1
OG0001960	DPOGS200259-PA	XP_039754432.1
OG0001961	DPOGS212514-PA	XP_039748222.1
OG0001962	DPOGS210465-PA	XP_039759079.1
OG0001963	DPOGS209233-PA	XP_039754909.1
OG0001964	DPOGS206644-PA	XP_039756842.1, XP_039756841.1
OG0001965	DPOGS204862-PA, DPOGS212232-PA	XP_039745487.1
OG0001966	DPOGS213241-PA	XP_039747621.1
OG0001967	DPOGS201227-PA	XP_039749600.1
OG0001968	DPOGS215970-PA	XP_039745654.1, XP_039746169.1
OG0001969	DPOGS211206-PA	XP_039763336.1
OG0001970	DPOGS215971-PA	XP_039745651.1, XP_039745652.1, XP_039745649.1
OG0001971	DPOGS209877-PA, DPOGS212227-PA	XP_039751023.1
OG0001972	DPOGS210482-PA	XP_039758989.1
OG0001972	DPOGS212883-PA	XP_039757132.1
OG0001973	DPOGS211568-PA, DPOGS211567-PA	XP_039750592.1
OG0001974	DPOGS210006-PA	XP_039757318.1, XP_039757317.1, XP_039757319.1
OG0001975	DPOGS212759-PA	XP_039752681.1, XP_039752680.1
OG0001976	DPOGS205797-PA	XP_039751394.1
OG0001977	DPOGS209262-PA	XP_039754215.1
OG0001978	DPOGS212078-PA	XP_039748037.1
OG0001979	DPOGS205975-PA	XP_039748146.1
OG0001980	DPOGS213546-PA	XP_039755961.1, XP_039755962.1
OG0001981	DPOGS209872-PA	XP_039750072.1, XP_039750064.1
OG0001982	DPOGS200936-PA	XP_039749206.1
OG0001983	DPOGS209186-PA	XP_039754630.1
OG0001984	DPOGS213549-PA	XP_039755590.1
OG0001985	DPOGS203044-PA	XP_039747193.1, XP_039747192.1, XP_039747194.1
OG0001986	DPOGS213550-PA	XP_039755510.1
OG0001987	DPOGS212661-PA	XP_039750846.1
OG0001988	DPOGS201043-PA, DPOGS201044-PA	XP_039750159.1
OG0001989	DPOGS211056-PA	XP_039762342.1
OG0001990	DPOGS213576-PA	XP_039755664.1, XP_039755665.1
OG0001991	DPOGS206058-PA	XP_039746684.1, XP_039746685.1
OG0001992	DPOGS215163-PA, DPOGS212017-PA	XP_039759796.1
OG0001993	DPOGS204573-PA	XP_039759667.1
OG0001994	DPOGS202074-PA	XP_039749550.1, XP_039749549.1
OG0001995	DPOGS204572-PA	XP_039759228.1
OG0001996	DPOGS206710-PA	XP_039748047.1
OG0001997	DPOGS201669-PA	XP_039753563.1, XP_039753562.1
OG0001998	DPOGS204648-PA	XP_039759604.1
OG0001999	DPOGS209871-PA	XP_039746125.1
OG0002000	DPOGS209269-PA	XP_039753740.1
OG0002001	DPOGS201082-PA	XP_039763779.1
OG0002002	DPOGS201780-PA, DPOGS201779-PA	XP_039752796.1
OG0002003	DPOGS214042-PA	XP_039756877.1, XP_039756876.1
OG0002004	DPOGS207940-PA	XP_039748725.1
OG0002005	DPOGS200534-PA	XP_039753963.1
OG0002006	DPOGS205806-PA	XP_039751353.1
OG0002007	DPOGS215113-PA	XP_039762210.1, XP_039762209.1
OG0002008	DPOGS203845-PA, DPOGS203846-PA	XP_039762010.1
OG0002009	DPOGS207385-PA	XP_039756728.1, XP_039756726.1
OG0002010	DPOGS214636-PA	XP_039757864.1
OG0002011	DPOGS205814-PA	XP_039751110.1
OG0002012	DPOGS214815-PA	XP_039755970.1
OG0002013	DPOGS214633-PA	XP_039757597.1
OG0002014	DPOGS211678-PA	XP_039747601.1
OG0002015	DPOGS213314-PA	XP_039748071.1
OG0002016	DPOGS202061-PA	XP_039749419.1, XP_039749420.1
OG0002017	DPOGS209704-PA	XP_039758784.1, XP_039758782.1, XP_039758783.1
OG0002018	DPOGS215290-PA	XP_039761131.1
OG0002019	DPOGS200545-PA	XP_039760520.1
OG0002020	DPOGS214510-PA	XP_039759974.1
OG0002021	DPOGS204475-PA	XP_039745041.1
OG0002022	DPOGS200549-PA, DPOGS200548-PA	XP_039760571.1, XP_039760570.1, XP_039760572.1
OG0002023	DPOGS206593-PA	XP_039756831.1, XP_039756832.1
OG0002024	DPOGS202730-PA	XP_039752903.1, XP_039752902.1
OG0002025	DPOGS216032-PA	XP_039756456.1, XP_039756454.1, XP_039756455.1
OG0002026	DPOGS204413-PA	XP_039765497.1
OG0002027	DPOGS207448-PA	XP_039745843.1
OG0002028	DPOGS207447-PA	XP_039745756.1, XP_039745758.1, XP_039745757.1
OG0002029	DPOGS202605-PA	XP_039750919.1
OG0002030	DPOGS210498-PA	XP_039759253.1, XP_039759252.1
OG0002031	DPOGS204423-PA	XP_039745073.1
OG0002032	DPOGS205069-PA	XP_039746870.1
OG0002033	DPOGS215836-PA	XP_039763912.1, XP_039763919.1, XP_039763904.1
OG0002034	DPOGS202613-PA	XP_039750888.1, XP_039750889.1
OG0002035	DPOGS208852-PA	XP_039750155.1
OG0002036	DPOGS202477-PA, DPOGS202476-PA	XP_039748752.1, XP_039748743.1, XP_039748734.1
OG0002038	DPOGS214072-PA	XP_039751612.1, XP_039751611.1
OG0002039	DPOGS200382-PA	XP_039754218.1
OG0002040	DPOGS206003-PA, DPOGS206004-PA	XP_039759203.1
OG0002041	DPOGS214052-PA, DPOGS214053-PA	XP_039751488.1
OG0002042	DPOGS200499-PA, DPOGS208995-PA	XP_039749519.1
OG0002043	DPOGS204457-PA	XP_039765815.1
OG0002044	DPOGS203674-PA	XP_039754529.1, XP_039754520.1
OG0002045	DPOGS209323-PA	XP_039749913.1
OG0002046	DPOGS203822-PA	XP_039760105.1
OG0002047	DPOGS203821-PA	XP_039754278.1
OG0002049	DPOGS205091-PA	XP_039746547.1
OG0002050	DPOGS203682-PA	XP_039754048.1, XP_039754040.1
OG0002051	DPOGS203372-PA	XP_039763094.1, XP_039763093.1
OG0002052	DPOGS206544-PA	XP_039762791.1
OG0002053	DPOGS201983-PA	XP_039751359.1
OG0002054	DPOGS207550-PA	XP_039748759.1
OG0002055	DPOGS206538-PA	XP_039764716.1
OG0002056	DPOGS201992-PA	XP_039751041.1, XP_039751429.1
OG0002057	DPOGS214066-PA	XP_039751200.1, XP_039751201.1
OG0002058	DPOGS206546-PA	XP_039764788.1
OG0002059	DPOGS200524-PA	XP_039748367.1, XP_039748365.1, XP_039748366.1
OG0002060	DPOGS203692-PA	XP_039755158.1
OG0002061	DPOGS202327-PA	XP_039758128.1
OG0002062	DPOGS204301-PA	XP_039765616.1, XP_039765614.1, XP_039765615.1
OG0002063	DPOGS206896-PA	XP_039752434.1, XP_039752433.1
OG0002064	DPOGS206684-PA	XP_039757061.1
OG0002065	DPOGS206551-PA	XP_039764921.1
OG0002066	DPOGS209400-PA, DPOGS209421-PA, DPOGS209420-PA, DPOGS209419-PA	XP_039759607.1
OG0002067	DPOGS201658-PA, DPOGS206430-PA	XP_039745724.1
OG0002068	DPOGS203386-PA	XP_039763422.1
OG0002069	DPOGS207464-PA	XP_039745777.1, XP_039745778.1
OG0002070	DPOGS205356-PA	XP_039754422.1
OG0002071	DPOGS207305-PA	XP_039755450.1
OG0002072	DPOGS207467-PA	XP_039745892.1
OG0002073	DPOGS204229-PA	XP_039765703.1
OG0002074	DPOGS204065-PA	XP_039760490.1, XP_039760489.1
OG0002075	DPOGS205602-PA	XP_039758512.1, XP_039758513.1
OG0002076	DPOGS211029-PA	XP_039746346.1, XP_039750549.1, XP_039750550.1, XP_039750551.1
OG0002077	DPOGS215130-PA	XP_039762993.1
OG0002078	DPOGS212207-PA	XP_039745824.1
OG0002079	DPOGS206441-PA	XP_039753139.1
OG0002080	DPOGS207025-PA	XP_039751947.1
OG0002081	DPOGS214357-PA	XP_039759200.1, XP_039759201.1
OG0002082	DPOGS212289-PA	XP_039754711.1, XP_039754710.1
OG0002083	DPOGS202495-PA	XP_039761488.1
OG0002084	DPOGS214332-PA	XP_039758935.1, XP_039758936.1
OG0002085	DPOGS211931-PA	XP_039746470.1
OG0002086	DPOGS214868-PA, DPOGS214867-PA	XP_039760114.1
OG0002087	DPOGS208881-PA	XP_039749470.1
OG0002088	DPOGS206584-PA, DPOGS206583-PA, DPOGS206582-PA	XP_039765878.1
OG0002089	DPOGS209720-PA	XP_039756163.1
OG0002090	DPOGS203620-PA	XP_039754345.1
OG0002091	DPOGS206952-PA	XP_039752101.1, XP_039752099.1, XP_039752100.1, XP_039752098.1
OG0002092	DPOGS206586-PA	XP_039762006.1
OG0002093	DPOGS203622-PA	XP_039753827.1
OG0002094	DPOGS208049-PA	XP_039758222.1, XP_039758223.1
OG0002095	DPOGS207810-PA	XP_039753197.1
OG0002096	DPOGS206950-PA	XP_039752066.1, XP_039752064.1
OG0002097	DPOGS208019-PA	XP_039758347.1
OG0002098	DPOGS215965-PA	XP_039745845.1
OG0002099	DPOGS203716-PA	XP_039761358.1
OG0002100	DPOGS210531-PA, DPOGS202889-PA	XP_039759652.1, XP_039759653.1
OG0002101	DPOGS207573-PA	XP_039748964.1, XP_039748901.1
OG0002102	DPOGS208665-PA	XP_039765867.1
OG0002103	DPOGS202907-PA	XP_039759256.1
OG0002104	DPOGS200481-PA	XP_039751502.1, XP_039751501.1
OG0002105	DPOGS203593-PA	XP_039754154.1
OG0002106	DPOGS200482-PA	XP_039751504.1
OG0002107	DPOGS214243-PA, DPOGS214244-PA	XP_039764863.1, XP_039764864.1
OG0002108	DPOGS204026-PA	XP_039757763.1
OG0002109	DPOGS207232-PA	XP_039756986.1
OG0002110	DPOGS206415-PA	XP_039751944.1
OG0002111	DPOGS203719-PA	XP_039753007.1, XP_039753014.1, XP_039753022.1
OG0002112	DPOGS202898-PA	XP_039759411.1
OG0002113	DPOGS200496-PA	XP_039751494.1
OG0002114	DPOGS209545-PA	XP_039758342.1
OG0002115	DPOGS207275-PA	XP_039755327.1
OG0002116	DPOGS209028-PA	XP_039760030.1
OG0002117	DPOGS202458-PA, DPOGS202459-PA	XP_039748695.1
OG0002118	DPOGS213441-PA	XP_039754128.1, XP_039754126.1, XP_039754084.1
OG0002119	DPOGS202447-PA, DPOGS202448-PA	XP_039748852.1
OG0002120	DPOGS208908-PA	XP_039750014.1
