Orthogroup	Danaus_plexippus	Junonia_coenia
OG0001463	DPOGS215482-PA	JC_10676-RA, JC_10674-RA
OG0001464	DPOGS213818-PA	JC_03881-RA
OG0001465	DPOGS215465-PA	JC_10679-RA
OG0001467	DPOGS212481-PA	JC_15866-RA
OG0001467	DPOGS212482-PA	JC_15869-RA, JC_15868-RA
OG0001468	DPOGS213245-PA	JC_13959-RA
OG0001469	DPOGS215462-PA	JC_10688-RA, JC_10690-RA
OG0001470	DPOGS204888-PA	JC_07040-RA
OG0001471	DPOGS211852-PA, DPOGS211853-PA	JC_02583-RA
OG0001472	DPOGS208578-PA	JC_09506-RA
OG0001473	DPOGS200659-PA	JC_16931-RA, JC_16929-RA, JC_16930-RA
OG0001474	DPOGS212525-PA	JC_15883-RA
OG0001475	DPOGS213255-PA	JC_13942-RA
OG0001476	DPOGS212468-PA	JC_15884-RA
OG0001477	DPOGS213258-PA	JC_13941-RA
OG0001478	DPOGS215854-PA	JC_04664-RA
OG0001479	DPOGS201760-PA	JC_01131-RA
OG0001480	DPOGS200417-PA, DPOGS200418-PA	JC_10826-RA
OG0001481	DPOGS204175-PA	JC_12315-RA
OG0001481	DPOGS204176-PA	JC_12316-RA
OG0001482	DPOGS212226-PA	JC_14287-RA, JC_14288-RA
OG0001483	DPOGS204388-PA	JC_00567-RA
OG0001484	DPOGS210014-PA	JC_11468-RA
OG0001485	DPOGS200930-PA	JC_04678-RA
OG0001486	DPOGS211581-PA	JC_06468-RA, JC_06467-RA
OG0001487	DPOGS205793-PA	JC_09482-RA, JC_09481-RA
OG0001488	DPOGS204799-PA	JC_14801-RA
OG0001489	DPOGS212673-PA, DPOGS212674-PA	JC_14226-RA, JC_03240-RA
OG0001490	DPOGS214485-PA	JC_15721-RA
OG0001492	DPOGS201401-PA	JC_02060-RA
OG0001493	DPOGS212736-PA	JC_11666-RA
OG0001494	DPOGS215506-PA	JC_13899-RA, JC_13900-RA
OG0001495	DPOGS212023-PA	JC_13203-RA
OG0001496	DPOGS215111-PA	JC_16879-RA, JC_16876-RA, JC_16877-RA
OG0001497	DPOGS206164-PA	JC_13903-RA
OG0001499	DPOGS214948-PA	JC_12253-RA, JC_12252-RA, JC_12251-RA
OG0001500	DPOGS209693-PA	JC_05946-RA, JC_05945-RA
OG0001501	DPOGS201117-PA	JC_14184-RA
OG0001501	DPOGS201113-PA	JC_14182-RA
OG0001502	DPOGS202732-PA	JC_07592-RA
OG0001503	DPOGS212719-PA	JC_12113-RA
OG0001503	DPOGS212720-PA	JC_12114-RA
OG0001504	DPOGS211669-PA	JC_15823-RA
OG0001504	DPOGS211670-PA	JC_15824-RA
OG0001505	DPOGS203836-PA	JC_01179-RA
OG0001506	DPOGS212885-PA	JC_12248-RA
OG0001507	DPOGS212026-PA	JC_13207-RA
OG0001508	DPOGS207979-PA	JC_04758-RA
OG0001509	DPOGS203835-PA, DPOGS203834-PA	JC_01182-RA
OG0001511	DPOGS203661-PA	JC_01183-RA
OG0001512	DPOGS204340-PA	JC_03334-RA
OG0001513	DPOGS206271-PA	JC_14719-RA
OG0001514	DPOGS203214-PA	JC_05308-RA
OG0001514	DPOGS203215-PA	JC_05309-RA
OG0001515	DPOGS203668-PA	JC_01204-RA, JC_01206-RA, JC_01203-RA
OG0001516	DPOGS207246-PA	JC_07152-RA
OG0001517	DPOGS202240-PA	JC_12605-RA
OG0001519	DPOGS203159-PA	JC_05305-RA, JC_05304-RA
OG0001520	DPOGS206877-PA	JC_11924-RA
OG0001521	DPOGS207051-PA	JC_11927-RA
OG0001522	DPOGS215829-PA	JC_08287-RA
OG0001523	DPOGS203675-PA	JC_01217-RA
OG0001524	DPOGS202246-PA	JC_12565-RA
OG0001525	DPOGS208993-PA	JC_08830-RA
OG0001526	DPOGS215094-PA	JC_05905-RA, JC_05907-RA, JC_05909-RA, JC_05906-RA
OG0001527	DPOGS206423-PA	JC_13717-RA
OG0001527	DPOGS206424-PA	JC_13718-RA
OG0001528	DPOGS211404-PA	JC_04916-RA
OG0001528	DPOGS211406-PA	JC_04915-RA
OG0001529	DPOGS212041-PA	JC_13222-RA
OG0001530	DPOGS203074-PA	JC_00383-RA
OG0001531	DPOGS214470-PA	JC_15748-RA
OG0001531	DPOGS214469-PA	JC_15749-RA
OG0001532	DPOGS207046-PA	JC_11949-RA
OG0001533	DPOGS203329-PA	JC_02135-RA
OG0001534	DPOGS206688-PA	JC_11225-RA
OG0001535	DPOGS203690-PA	JC_01246-RA
OG0001536	DPOGS214061-PA	JC_09406-RA
OG0001537	DPOGS203327-PA	JC_15505-RA, JC_02137-RA
OG0001538	DPOGS207594-PA	JC_04902-RA, JC_04904-RA, JC_04903-RA
OG0001539	DPOGS204242-PA	JC_00319-RA
OG0001540	DPOGS215990-PA, DPOGS204596-PA	JC_02694-RA
OG0001541	DPOGS205348-PA	JC_03281-RA
OG0001541	DPOGS205346-PA, DPOGS205347-PA	JC_03282-RA
OG0001542	DPOGS206291-PA	JC_14737-RA, JC_14736-RA, JC_14735-RA
OG0001543	DPOGS206901-PA	JC_11972-RA
OG0001543	DPOGS206900-PA	JC_11971-RA
OG0001544	DPOGS205355-PA	JC_03279-RA
OG0001546	DPOGS207307-PA	JC_07140-RA
OG0001547	DPOGS214929-PA	JC_14744-RA
OG0001548	DPOGS208870-PA	JC_08810-RA
OG0001548	DPOGS208868-PA	JC_08812-RA
OG0001549	DPOGS207560-PA	JC_04879-RA, JC_04880-RA
OG0001550	DPOGS203320-PA	JC_02154-RA
OG0001551	DPOGS202692-PA	JC_12280-RA
OG0001552	DPOGS204223-PA	JC_00358-RA, JC_00359-RA, JC_00360-RA
OG0001553	DPOGS207030-PA	JC_11986-RA
OG0001554	DPOGS214369-PA	JC_10344-RA, JC_10348-RA
OG0001555	DPOGS214205-PA	JC_08335-RA
OG0001556	DPOGS214166-PA	JC_08344-RA
OG0001557	DPOGS206445-PA	JC_07539-RA
OG0001557	DPOGS203433-PA	JC_07540-RA
OG0001558	DPOGS214872-PA	JC_13260-RA
OG0001559	DPOGS207795-PA	JC_07666-RA, JC_07665-RA
OG0001560	DPOGS207293-PA	JC_07112-RA
OG0001561	DPOGS213021-PA	JC_04130-RA
OG0001562	DPOGS207805-PA	JC_07683-RA, JC_07686-RA
OG0001563	DPOGS209728-PA	JC_10933-RA
OG0001564	DPOGS207428-PA	JC_13756-RA, JC_13755-RA
OG0001565	DPOGS208020-PA	JC_00260-RA, JC_05711-RA
OG0001566	DPOGS206937-PA	JC_12036-RA, JC_12037-RA
OG0001567	DPOGS210755-PA	JC_06671-RA
OG0001568	DPOGS209533-PA, DPOGS209534-PA	JC_13626-RA
OG0001569	DPOGS207281-PA	JC_07093-RA
OG0001570	DPOGS210676-PA	JC_06665-RA, JC_06664-RA
OG0001571	DPOGS200485-PA	JC_09341-RA
OG0001572	DPOGS202452-PA	JC_04852-RA
OG0001573	DPOGS205821-PA	JC_13789-RA, JC_13788-RA
OG0001574	DPOGS213040-PA	JC_04150-RA
OG0001574	DPOGS213041-PA	JC_04151-RA, JC_04153-RA
OG0001576	DPOGS213439-PA	JC_03220-RA
OG0001577	DPOGS208072-PA	JC_00429-RA, JC_00428-RA, JC_00427-RA
OG0001578	DPOGS201524-PA	JC_01049-RA, JC_01050-RA
OG0001579	DPOGS208077-PA	JC_00435-RA
OG0001580	DPOGS215401-PA	JC_05805-RA
OG0001581	DPOGS204297-PA	JC_00310-RA
OG0001582	DPOGS204296-PA	JC_00308-RA
OG0001583	DPOGS211985-PA	JC_15382-RA
OG0001584	DPOGS204253-PA	JC_00301-RA, JC_00302-RA
OG0001584	DPOGS204252-PA	JC_00303-RA
OG0001585	DPOGS203978-PA	JC_01854-RA, JC_01853-RA
OG0001586	DPOGS205871-PA	JC_15509-RA
OG0001587	DPOGS209893-PA	JC_10452-RA
OG0001588	DPOGS204610-PA	JC_05796-RA
OG0001588	DPOGS200023-PA	JC_05794-RA
OG0001589	DPOGS200985-PA, DPOGS201023-PA	JC_10972-RA
OG0001590	DPOGS206982-PA, DPOGS206981-PA, DPOGS206983-PA	JC_12078-RA, JC_12079-RA, JC_12080-RA
OG0001591	DPOGS200699-PA	JC_11145-RA
OG0001592	DPOGS210690-PA	JC_06652-RA, JC_06650-RA
OG0001593	DPOGS201486-PA	JC_01070-RA
OG0001594	DPOGS205768-PA, DPOGS205767-PA	JC_04815-RA
OG0001595	DPOGS212822-PA	JC_12576-RA
OG0001596	DPOGS204896-PA	JC_07054-RA
OG0001597	DPOGS214120-PA	JC_08454-RA, JC_08455-RA
OG0001598	DPOGS213307-PA	JC_03174-RA, JC_03175-RA, JC_03176-RA
OG0001599	DPOGS201935-PA	JC_01096-RA
OG0001600	DPOGS207704-PA, DPOGS207705-PA	JC_07776-RA
OG0001601	DPOGS208937-PA	JC_09039-RA, JC_09040-RA, JC_09041-RA
OG0001602	DPOGS215410-PA	JC_05831-RA, JC_05832-RA
OG0001603	DPOGS214438-PA	JC_16192-RA, JC_16195-RA, JC_16194-RA, JC_16196-RA
OG0001604	DPOGS207008-PA	JC_11772-RA
OG0001605	DPOGS207011-PA	JC_11779-RA
OG0001607	DPOGS213958-PA	JC_00240-RA
OG0001608	DPOGS212394-PA	JC_07212-RA, JC_07211-RA
OG0001609	DPOGS205524-PA	JC_15432-RA, JC_15433-RA
OG0001610	DPOGS214095-PA	JC_08490-RA
OG0001611	DPOGS206488-PA, DPOGS209809-PA	JC_09071-RA
OG0001612	DPOGS200326-PA	JC_03126-RA, JC_03125-RA
OG0001613	DPOGS200299-PA	JC_03120-RA, JC_03119-RA, JC_03121-RA
OG0001614	DPOGS201950-PA	JC_15419-RA
OG0001615	DPOGS214913-PA	JC_13513-RA, JC_13514-RA
OG0001616	DPOGS215248-PA	JC_11030-RA, JC_11029-RA
OG0001617	DPOGS206486-PA	JC_09097-RA, JC_09095-RA, JC_09096-RA
OG0001619	DPOGS202785-PA	JC_09252-RA
OG0001620	DPOGS211606-PA	JC_11093-RA, JC_11092-RA
OG0001621	DPOGS200840-PA	JC_07851-RA
OG0001622	DPOGS215393-PA	JC_05743-RA
OG0001623	DPOGS208747-PA	JC_00165-RA
OG0001623	DPOGS208748-PA	JC_00164-RA
OG0001624	DPOGS202775-PA	JC_09204-RA, JC_09203-RA
OG0001626	DPOGS207635-PA	JC_08523-RA
OG0001626	DPOGS207634-PA	JC_08524-RA
OG0001627	DPOGS202774-PA	JC_09199-RA, JC_09200-RA
OG0001628	DPOGS202229-PA, DPOGS202230-PA	JC_15510-RA, JC_00880-RA, JC_00881-RA
OG0001629	DPOGS202228-PA	JC_00882-RA
OG0001629	DPOGS202227-PA	JC_00883-RA
OG0001630	DPOGS215038-PA	JC_03050-RA
OG0001631	DPOGS202192-PA	JC_00889-RA
OG0001631	DPOGS202191-PA	JC_00890-RA
OG0001632	DPOGS211535-PA	JC_13468-RA
OG0001633	DPOGS208756-PA	JC_00149-RA
OG0001633	DPOGS208679-PA	JC_00146-RA, JC_00132-RA
OG0001634	DPOGS202764-PA	JC_09189-RA
OG0001634	DPOGS202763-PA, DPOGS202765-PA	JC_09188-RA
OG0001635	DPOGS207444-PA	JC_07877-RA
OG0001636	DPOGS210165-PA	JC_10949-RA
OG0001638	DPOGS206842-PA	JC_11905-RA, JC_11903-RA
OG0001639	DPOGS203024-PA	JC_01700-RA
OG0001639	DPOGS203027-PA	JC_01701-RA
OG0001640	DPOGS210227-PA	JC_09157-RA, JC_09158-RA
OG0001641	DPOGS207108-PA	JC_11649-RA
OG0001641	DPOGS206838-PA	JC_11628-RA
OG0001642	DPOGS207111-PA	JC_11634-RA
OG0001643	DPOGS202158-PA	JC_00093-RA
OG0001644	DPOGS206053-PA	JC_01678-RA
OG0001645	DPOGS211725-PA	JC_13398-RA
OG0001647	DPOGS209357-PA	JC_02961-RA, JC_02962-RA, JC_02963-RA
OG0001648	DPOGS214960-PA	JC_13393-RA
OG0001649	DPOGS205630-PA	JC_02784-RA, JC_02786-RA
OG0001650	DPOGS201856-PA	JC_08580-RA
OG0001651	DPOGS206836-PA	JC_11622-RA, JC_11621-RA
OG0001652	DPOGS206837-PA	JC_11625-RA, JC_11624-RA
OG0001653	DPOGS200142-PA	JC_04245-RA, JC_04244-RA
OG0001654	DPOGS201738-PA	JC_01111-RA
OG0001656	DPOGS212670-PA	JC_14231-RA, JC_14233-RA
OG0001657	DPOGS205273-PA	JC_09689-RA, JC_09687-RA
OG0001658	DPOGS212233-PA	JC_14276-RA
OG0001659	DPOGS212315-PA	JC_11999-RA, JC_07218-RA
OG0001660	DPOGS206899-PA	JC_11968-RA
OG0001670	DPOGS203453-PA	JC_16374-RA, JC_16375-RA
OG0001671	DPOGS213233-PA	JC_14989-RA, JC_14990-RA, JC_14992-RA
OG0001672	DPOGS204432-PA	JC_06135-RA
OG0001673	DPOGS213433-PA	JC_14256-RA, JC_14255-RA
OG0001674	DPOGS210573-PA	JC_15959-RA
OG0001675	DPOGS210002-PA	JC_11472-RA, JC_11471-RA
OG0001676	DPOGS207220-PA	JC_14829-RA
OG0001677	DPOGS204981-PA	JC_13121-RA
OG0001678	DPOGS213161-PA	JC_00695-RA, JC_00694-RA
OG0001679	DPOGS206385-PA	JC_01604-RA, JC_01605-RA, JC_01606-RA
OG0001680	DPOGS213192-PA	JC_10461-RA
OG0001681	DPOGS211528-PA	JC_17049-RA
OG0001682	DPOGS208030-PA	JC_05686-RA
OG0001683	DPOGS208298-PA	JC_06333-RA
OG0001684	DPOGS208225-PA	JC_06335-RA, JC_06336-RA
OG0001685	DPOGS212548-PA	JC_15228-RA
OG0001686	DPOGS206773-PA, DPOGS206771-PA	JC_14834-RA
OG0001687	DPOGS208226-PA	JC_06331-RA
OG0001688	DPOGS208029-PA	JC_05687-RA
OG0001689	DPOGS205020-PA	JC_16705-RA, JC_16706-RA
OG0001690	DPOGS214703-PA	JC_12816-RA, JC_12815-RA, JC_12814-RA
OG0001691	DPOGS200452-PA	JC_16179-RA, JC_16178-RA
OG0001692	DPOGS200466-PA	JC_16187-RA, JC_16184-RA
OG0001693	DPOGS215199-PA	JC_07699-RA
OG0001694	DPOGS206724-PA	JC_07941-RA
OG0001695	DPOGS201181-PA	JC_07342-RA
OG0001696	DPOGS211781-PA	JC_10265-RA
OG0001696	DPOGS211780-PA	JC_10264-RA
OG0001697	DPOGS210861-PA	JC_03529-RA
OG0001698	DPOGS209289-PA	JC_02411-RA
OG0001699	DPOGS209288-PA	JC_02408-RA, JC_02409-RA
OG0001701	DPOGS213300-PA	JC_14626-RA
OG0001702	DPOGS214425-PA	JC_16221-RA
OG0001703	DPOGS200897-PA	JC_01962-RA
OG0001704	DPOGS205035-PA	JC_16690-RA
OG0001705	DPOGS213349-PA, DPOGS213350-PA	JC_14608-RA
OG0001706	DPOGS204614-PA	JC_17153-RA
OG0001707	DPOGS214445-PA	JC_16691-RA
OG0001708	DPOGS208250-PA	JC_06290-RA
OG0001708	DPOGS208240-PA	JC_06299-RA
OG0001709	DPOGS213212-PA	JC_10485-RA
OG0001710	DPOGS208213-PA, DPOGS209823-PA	JC_15047-RA
OG0001711	DPOGS213908-PA	JC_15558-RA
OG0001711	DPOGS213906-PA	JC_15559-RA
OG0001713	DPOGS205152-PA	JC_15209-RA
OG0001714	DPOGS213917-PA	JC_15555-RA
OG0001715	DPOGS210055-PA	JC_04448-RA
OG0001716	DPOGS210056-PA	JC_04451-RA, JC_04450-RA
OG0001717	DPOGS215576-PA	JC_05553-RA, JC_05554-RA
OG0001718	DPOGS214756-PA	JC_12805-RA, JC_12806-RA
OG0001719	DPOGS205031-PA	JC_16704-RA
OG0001720	DPOGS211768-PA	JC_10279-RA, JC_10277-RA
OG0001721	DPOGS200762-PA, DPOGS213912-PA	JC_15546-RA
OG0001722	DPOGS215578-PA	JC_05551-RA
OG0001723	DPOGS215581-PA	JC_05538-RA, JC_05541-RA
OG0001724	DPOGS209615-PA	JC_03658-RA
OG0001725	DPOGS213403-PA	JC_14568-RA, JC_14569-RA
OG0001726	DPOGS200071-PA	JC_15526-RA
OG0001727	DPOGS202685-PA	JC_16152-RA
OG0001728	DPOGS214534-PA	JC_05530-RA
OG0001729	DPOGS200105-PA	JC_15521-RA
OG0001729	DPOGS200106-PA, DPOGS200107-PA	JC_15522-RA
OG0001730	DPOGS214928-PA	JC_14564-RA, JC_14565-RA
OG0001731	DPOGS214746-PA	JC_12788-RA, JC_12790-RA
OG0001732	DPOGS211817-PA	JC_15182-RA
OG0001732	DPOGS211818-PA	JC_15181-RA, JC_15185-RA
OG0001733	DPOGS207157-PA	JC_02288-RA
OG0001733	DPOGS207156-PA	JC_02287-RA
OG0001734	DPOGS200103-PA	JC_15519-RA, JC_15518-RA
OG0001735	DPOGS214522-PA	JC_05528-RA, JC_05529-RA
OG0001736	DPOGS210843-PA	JC_03567-RA
OG0001737	DPOGS203545-PA	JC_14414-RA
OG0001738	DPOGS202678-PA	JC_02357-RA
OG0001739	DPOGS214743-PA	JC_12785-RA
OG0001740	DPOGS206394-PA	JC_01581-RA
OG0001742	DPOGS205312-PA	JC_10521-RA, JC_10520-RA
OG0001743	DPOGS205327-PA, DPOGS212462-PA	JC_10522-RA
OG0001744	DPOGS204354-PA	JC_09771-RA, JC_09772-RA, JC_09773-RA
OG0001745	DPOGS200075-PA	JC_15516-RA
OG0001746	DPOGS212404-PA	JC_04269-RA
OG0001747	DPOGS212441-PA	JC_04272-RA
OG0001748	DPOGS215431-PA	JC_17106-RA
OG0001749	DPOGS214386-PA	JC_10298-RA
OG0001750	DPOGS201959-PA, DPOGS201958-PA	JC_16166-RA, JC_16165-RA
OG0001751	DPOGS210660-PA	JC_16739-RA
OG0001752	DPOGS210542-PA	JC_06089-RA
OG0001753	DPOGS203693-PA	JC_01255-RA
OG0001754	DPOGS205483-PA	JC_11442-RA, JC_11444-RA, JC_11443-RA, JC_11441-RA
OG0001755	DPOGS200214-PA	JC_12984-RA, JC_12982-RA, JC_12983-RA
OG0001756	DPOGS208136-PA	JC_16248-RA, JC_16247-RA
OG0001757	DPOGS209841-PA	JC_08688-RA
OG0001758	DPOGS210548-PA	JC_06099-RA, JC_06100-RA
OG0001759	DPOGS201133-PA	JC_03611-RA
OG0001760	DPOGS215544-PA	JC_14884-RA
OG0001761	DPOGS210549-PA	JC_06110-RA, JC_06111-RA
OG0001762	DPOGS209498-PA, DPOGS212681-PA	JC_10560-RA
OG0001763	DPOGS204357-PA	JC_09776-RA
OG0001764	DPOGS210180-PA	JC_14525-RA, JC_14524-RA
OG0001765	DPOGS204793-PA	JC_14113-RA
OG0001766	DPOGS215237-PA	JC_12970-RA, JC_12969-RA
OG0001767	DPOGS212939-PA	JC_06817-RA
OG0001768	DPOGS202570-PA	JC_00171-RA, JC_11416-RA
OG0001769	DPOGS214322-PA	JC_10332-RA, JC_10331-RA
OG0001770	DPOGS202706-PA	JC_11411-RA, JC_11410-RA
OG0001771	DPOGS203904-PA	JC_02029-RA
OG0001772	DPOGS213283-PA	JC_16764-RA, JC_16763-RA, JC_16765-RA
OG0001773	DPOGS207167-PA	JC_02304-RA
OG0001774	DPOGS209518-PA, DPOGS209516-PA	JC_10573-RA
OG0001775	DPOGS216167-PA	JC_14519-RA, JC_14518-RA
OG0001776	DPOGS207757-PA	JC_07690-RA
OG0001777	DPOGS209833-PA	JC_08702-RA
OG0001778	DPOGS211698-PA	JC_16277-RA
OG0001779	DPOGS215327-PA	JC_00802-RA
OG0001780	DPOGS209831-PA, DPOGS209830-PA	JC_08705-RA, JC_08706-RA
OG0001781	DPOGS214547-PA	JC_16017-RA
OG0001782	DPOGS206321-PA	JC_07414-RA
OG0001783	DPOGS209828-PA	JC_08710-RA
OG0001784	DPOGS208093-PA	JC_16642-RA
OG0001784	DPOGS208094-PA	JC_16641-RA
OG0001785	DPOGS204438-PA	JC_06121-RA, JC_06120-RA
OG0001786	DPOGS214545-PA, DPOGS214546-PA	JC_16018-RA
OG0001787	DPOGS213642-PA	JC_15593-RA
OG0001787	DPOGS213641-PA	JC_15592-RA
OG0001788	DPOGS212934-PA	JC_06829-RA
OG0001788	DPOGS212932-PA	JC_06830-RA
OG0001789	DPOGS202973-PA	JC_16287-RA
OG0001789	DPOGS202972-PA	JC_16288-RA
OG0001790	DPOGS204445-PA	JC_06114-RA
OG0001791	DPOGS211296-PA	JC_12403-RA, JC_12404-RA
OG0001793	DPOGS205472-PA	JC_11387-RA
OG0001794	DPOGS216157-PA	JC_14494-RA
OG0001795	DPOGS214927-PA	JC_16032-RA
OG0001796	DPOGS210587-PA	JC_06147-RA
OG0001797	DPOGS205474-PA	JC_11385-RA
OG0001798	DPOGS208406-PA, DPOGS208405-PA	JC_10197-RA, JC_10198-RA
OG0001799	DPOGS209650-PA	JC_03735-RA, JC_03734-RA
OG0001800	DPOGS208404-PA	JC_10196-RA, JC_10195-RA
OG0001801	DPOGS208530-PA	JC_11381-RA, JC_11378-RA, JC_11379-RA
OG0001802	DPOGS209803-PA	JC_08726-RA, JC_08727-RA
OG0001803	DPOGS215295-PA	JC_00815-RA, JC_00814-RA
OG0001804	DPOGS209426-PA	JC_16772-RA
OG0001805	DPOGS209451-PA	JC_09790-RA
OG0001806	DPOGS204694-PA	JC_10605-RA, JC_10607-RA
OG0001807	DPOGS204640-PA	JC_14154-RA, JC_14153-RA
OG0001808	DPOGS214584-PA	JC_12373-RA
OG0001809	DPOGS209442-PA	JC_09808-RA
OG0001810	DPOGS209940-PA, DPOGS212310-PA	JC_16595-RA
OG0001811	DPOGS203555-PA	JC_14435-RA
OG0001812	DPOGS213793-PA	JC_14038-RA
OG0001813	DPOGS202940-PA	JC_10184-RA, JC_10183-RA
OG0001814	DPOGS209992-PA	JC_04532-RA, JC_04533-RA
OG0001815	DPOGS202922-PA	JC_10180-RA, JC_10181-RA
OG0001816	DPOGS212616-PA	JC_09690-RA
OG0001818	DPOGS212176-PA	JC_03746-RA
OG0001818	DPOGS212175-PA	JC_03747-RA
OG0001819	DPOGS202304-PA	JC_12493-RA, JC_12494-RA
OG0001820	DPOGS212628-PA, DPOGS212629-PA	JC_09682-RA
OG0001821	DPOGS203182-PA, DPOGS203181-PA	JC_16390-RA
OG0001821	DPOGS203180-PA	JC_16389-RA
OG0001822	DPOGS213730-PA	JC_05357-RA
OG0001823	DPOGS200005-PA	JC_16069-RA, JC_16068-RA
OG0001824	DPOGS216060-PA	JC_10732-RA
OG0001824	DPOGS216061-PA	JC_10733-RA
OG0001825	DPOGS208515-PA	JC_11369-RA
OG0001826	DPOGS215750-PA	JC_01495-RA
OG0001826	DPOGS215749-PA	JC_01493-RA
OG0001827	DPOGS213132-PA	JC_00644-RA, JC_00645-RA
OG0001828	DPOGS205726-PA	JC_09662-RA
OG0001829	DPOGS200750-PA, DPOGS212167-PA	JC_03768-RA
OG0001830	DPOGS211746-PA, DPOGS213157-PA	JC_00689-RA
OG0001831	DPOGS201317-PA	JC_08018-RA
OG0001831	DPOGS201316-PA	JC_08017-RA
OG0001832	DPOGS200698-PA	JC_14245-RA, JC_05222-RA, JC_11669-RA
OG0001833	DPOGS203190-PA	JC_16347-RA, JC_16348-RA, JC_16346-RA, JC_16345-RA, JC_16344-RA
OG0001834	DPOGS208594-PA	JC_15694-RA
OG0001835	DPOGS213150-PA	JC_00682-RA
OG0001836	DPOGS215557-PA	JC_14860-RA
OG0001838	DPOGS206235-PA	JC_15978-RA
OG0001839	DPOGS215674-PA	JC_01481-RA
OG0001840	DPOGS206222-PA	JC_15982-RA, JC_15980-RA, JC_15983-RA
OG0001841	DPOGS212153-PA	JC_03789-RA
OG0001842	DPOGS213754-PA	JC_14015-RA
OG0001843	DPOGS204556-PA	JC_14371-RA, JC_14370-RA
OG0001844	DPOGS203393-PA	JC_01810-RA
OG0001845	DPOGS205172-PA	JC_02489-RA, JC_02488-RA
OG0001847	DPOGS213756-PA	JC_14011-RA
OG0001848	DPOGS200007-PA	JC_16073-RA
OG0001849	DPOGS205176-PA	JC_02491-RA
OG0001850	DPOGS203450-PA	JC_16325-RA
OG0001850	DPOGS203442-PA, DPOGS203451-PA	JC_16324-RA
OG0001851	DPOGS211301-PA	JC_12443-RA, JC_12439-RA
OG0001852	DPOGS200794-PA	JC_15001-RA
OG0001853	DPOGS205170-PA	JC_02493-RA
OG0001854	DPOGS211329-PA	JC_06552-RA, JC_12440-RA
OG0001855	DPOGS205284-PA	JC_05438-RA
OG0001856	DPOGS208453-PA	JC_10716-RA
OG0001857	DPOGS215759-PA	JC_01456-RA
OG0001858	DPOGS204567-PA	JC_06067-RA
OG0001859	DPOGS215657-PA	JC_01447-RA, JC_01448-RA, JC_01446-RA
OG0001860	DPOGS207149-PA	JC_02277-RA
OG0001863	DPOGS203258-PA	JC_04558-RA, JC_04556-RA
OG0001864	DPOGS202719-PA	JC_14352-RA
OG0001865	DPOGS205737-PA	JC_03482-RA
OG0001866	DPOGS211160-PA	JC_08079-RA
OG0001867	DPOGS211353-PA	JC_11335-RA
OG0001868	DPOGS213764-PA	JC_14000-RA
OG0001869	DPOGS210965-PA	JC_06387-RA
OG0001870	DPOGS212146-PA, DPOGS212115-PA	JC_03808-RA, JC_03807-RA
OG0001871	DPOGS202713-PA	JC_14348-RA
OG0001872	DPOGS202717-PA	JC_14347-RA
OG0001873	DPOGS215646-PA	JC_01429-RA
OG0001874	DPOGS200703-PA	JC_07464-RA, JC_07465-RA
OG0001875	DPOGS215599-PA	JC_04798-RA
OG0001876	DPOGS213134-PA	JC_00650-RA
OG0001877	DPOGS212957-PA	JC_16453-RA, JC_16452-RA
OG0001878	DPOGS215769-PA	JC_01425-RA
OG0001879	DPOGS213475-PA	JC_14341-RA, JC_14343-RA
OG0001880	DPOGS205752-PA, DPOGS209001-PA, DPOGS209000-PA, DPOGS204517-PA	JC_08948-RA
OG0001882	DPOGS205910-PA	JC_03467-RA, JC_03466-RA, JC_03465-RA
OG0001883	DPOGS208623-PA	JC_15674-RA
OG0001884	DPOGS208540-PA	JC_09569-RA
OG0001885	DPOGS202529-PA	JC_06038-RA
OG0001886	DPOGS202503-PA, DPOGS213447-PA	JC_06036-RA
OG0001887	DPOGS212944-PA	JC_16498-RA
OG0001888	DPOGS215776-PA	JC_01411-RA
OG0001889	DPOGS200915-PA	JC_01971-RA
OG0001890	DPOGS205913-PA	JC_03460-RA
OG0001891	DPOGS205592-PA	JC_15944-RA, JC_15945-RA
OG0001892	DPOGS212772-PA	JC_12217-RA
OG0001892	DPOGS212773-PA	JC_12216-RA
OG0001893	DPOGS212774-PA	JC_12212-RA, JC_12213-RA
OG0001894	DPOGS208134-PA	JC_03846-RA
OG0001895	DPOGS208548-PA	JC_09621-RA, JC_09620-RA
OG0001896	DPOGS205373-PA, DPOGS213449-PA	JC_16962-RA
OG0001897	DPOGS211890-PA	JC_02520-RA
OG0001898	DPOGS215819-PA	JC_08285-RA
OG0001899	DPOGS211287-PA	JC_08925-RA
OG0001900	DPOGS204815-PA	JC_06025-RA
OG0001901	DPOGS209853-PA, DPOGS214804-PA	JC_07196-RA
OG0001902	DPOGS201289-PA	JC_08146-RA, JC_08145-RA
OG0001903	DPOGS208433-PA	JC_10652-RA, JC_10654-RA, JC_10655-RA, JC_10653-RA
OG0001904	DPOGS204819-PA	JC_06023-RA
OG0001905	DPOGS203722-PA	JC_01366-RA
OG0001905	DPOGS211983-PA	JC_01368-RA, JC_01369-RA
OG0001906	DPOGS202762-PA	JC_09191-RA, JC_09178-RA, JC_09190-RA
OG0001907	DPOGS214624-PA	JC_12741-RA, JC_12742-RA
OG0001908	DPOGS201680-PA	JC_07518-RA
OG0001909	DPOGS210287-PA	JC_14969-RA
OG0001910	DPOGS215434-PA	JC_15657-RA
OG0001910	DPOGS215435-PA	JC_15659-RA
