Orthogroup	Danaus_plexippus	Vanessa_cardui
OG0001222	DPOGS212285-PA	Vcard_DToL03015-RA, Vcard_DToL03014-RA
OG0001223	DPOGS203072-PA	Vcard_DToL02301-RA, Vcard_DToL02300-RA
OG0001224	DPOGS202910-PA	Vcard_DToL13760-RA, Vcard_DToL13762-RA
OG0001225	DPOGS202909-PA	Vcard_DToL13757-RA, Vcard_DToL13755-RA
OG0001226	DPOGS208656-PA	Vcard_DToL02259-RA, Vcard_DToL02269-RA, Vcard_DToL02268-RA
OG0001227	DPOGS207739-PA	Vcard_DToL09272-RA, Vcard_DToL09271-RA
OG0001228	DPOGS212803-PA	Vcard_DToL14378-RA
OG0001228	DPOGS212808-PA	Vcard_DToL14377-RA, Vcard_DToL14375-RA
OG0001230	DPOGS205861-PA	Vcard_DToL14284-RA
OG0001230	DPOGS205860-PA	Vcard_DToL14291-RA
OG0001231	DPOGS213440-PA	Vcard_DToL04476-RA, Vcard_DToL04477-RA, Vcard_DToL04475-RA
OG0001232	DPOGS200976-PA	Vcard_DToL12600-RA
OG0001233	DPOGS205817-PA	Vcard_DToL14296-RA
OG0001233	DPOGS205818-PA	Vcard_DToL14295-RA
OG0001234	DPOGS214233-PA	Vcard_DToL05742-RA
OG0001235	DPOGS211652-PA	Vcard_DToL12155-RA
OG0001236	DPOGS211656-PA	Vcard_DToL12145-RA, Vcard_DToL12142-RA
OG0001237	DPOGS204262-PA	Vcard_DToL02401-RA
OG0001238	DPOGS210302-PA	Vcard_DToL15615-RA, Vcard_DToL15616-RA
OG0001239	DPOGS202370-PA, DPOGS202371-PA	Vcard_DToL15613-RA
OG0001240	DPOGS201484-PA	Vcard_DToL01438-RA, Vcard_DToL01440-RA
OG0001241	DPOGS204268-PA	Vcard_DToL02422-RA, Vcard_DToL02421-RA
OG0001242	DPOGS214271-PA	Vcard_DToL05669-RA, Vcard_DToL05667-RA
OG0001243	DPOGS207002-PA	Vcard_DToL08219-RA
OG0001244	DPOGS212324-PA	Vcard_DToL11910-RA
OG0001244	DPOGS212326-PA	Vcard_DToL11911-RA
OG0001245	DPOGS215414-PA	Vcard_DToL10064-RA, Vcard_DToL10065-RA
OG0001246	DPOGS207861-PA	Vcard_DToL09195-RA, Vcard_DToL09192-RA, Vcard_DToL09193-RA
OG0001247	DPOGS202362-PA	Vcard_DToL15695-RA
OG0001248	DPOGS210726-PA	Vcard_DToL10304-RA, Vcard_DToL10305-RA
OG0001249	DPOGS202880-PA	Vcard_DToL13785-RA
OG0001250	DPOGS205830-PA	Vcard_DToL05310-RA
OG0001251	DPOGS200877-PA, DPOGS200876-PA	Vcard_DToL09179-RA
OG0001252	DPOGS215030-PA	Vcard_DToL17850-RA
OG0001253	DPOGS214288-PA	Vcard_DToL05643-RA, Vcard_DToL05642-RA
OG0001254	DPOGS202912-PA	Vcard_DToL13769-RA, Vcard_DToL13770-RA
OG0001255	DPOGS212571-PA	Vcard_DToL00604-RA
OG0001256	DPOGS202792-PA	Vcard_DToL06973-RA, Vcard_DToL06976-RA
OG0001257	DPOGS215277-PA	Vcard_DToL12518-RA, Vcard_DToL12519-RA
OG0001258	DPOGS206864-PA	Vcard_DToL08143-RA
OG0001258	DPOGS207078-PA	Vcard_DToL08142-RA
OG0001259	DPOGS210622-PA	Vcard_DToL01693-RA
OG0001260	DPOGS207081-PA	Vcard_DToL08132-RA, Vcard_DToL08131-RA
OG0001261	DPOGS202780-PA	Vcard_DToL07006-RA
OG0001261	DPOGS202779-PA	Vcard_DToL07007-RA
OG0001262	DPOGS200725-PA	Vcard_DToL03885-RA
OG0001263	DPOGS215036-PA	Vcard_DToL04653-RA
OG0001264	DPOGS211536-PA	Vcard_DToL15768-RA
OG0001266	DPOGS211541-PA	Vcard_DToL15784-RA
OG0001267	DPOGS213326-PA, DPOGS213327-PA	Vcard_DToL15787-RA
OG0001269	DPOGS201547-PA	Vcard_DToL01303-RA, Vcard_DToL01304-RA
OG0001270	DPOGS202174-PA	Vcard_DToL02619-RA, Vcard_DToL02621-RA
OG0001270	DPOGS202175-PA	Vcard_DToL02618-RA
OG0001271	DPOGS209079-PA	Vcard_DToL04704-RA, Vcard_DToL04702-RA
OG0001272	DPOGS211717-PA	Vcard_DToL15815-RA
OG0001273	DPOGS201544-PA	Vcard_DToL01317-RA, Vcard_DToL01318-RA
OG0001274	DPOGS202163-PA, DPOGS202164-PA	Vcard_DToL02638-RA
OG0001275	DPOGS211731-PA	Vcard_DToL15821-RA
OG0001275	DPOGS211730-PA	Vcard_DToL15819-RA
OG0001276	DPOGS201875-PA	Vcard_DToL05509-RA, Vcard_DToL05512-RA
OG0001277	DPOGS206826-PA	Vcard_DToL08011-RA, Vcard_DToL08012-RA
OG0001278	DPOGS205664-PA	Vcard_DToL03936-RA
OG0001278	DPOGS205663-PA	Vcard_DToL03937-RA
OG0001279	DPOGS208384-PA	Vcard_DToL00624-RA
OG0001280	DPOGS207114-PA	Vcard_DToL08039-RA
OG0001281	DPOGS201568-PA	Vcard_DToL05558-RA
OG0001281	DPOGS209060-PA	Vcard_DToL05559-RA
OG0001282	DPOGS206517-PA	Vcard_DToL15863-RA
OG0001283	DPOGS212646-PA	Vcard_DToL15878-RA
OG0001283	DPOGS212645-PA	Vcard_DToL15881-RA
OG0001284	DPOGS212648-PA	Vcard_DToL15873-RA
OG0001284	DPOGS212652-PA, DPOGS212650-PA, DPOGS212651-PA	Vcard_DToL15874-RA
OG0001285	DPOGS203298-PA	Vcard_DToL00671-RA
OG0001286	DPOGS200643-PA	Vcard_DToL02812-RA
OG0001286	DPOGS214002-PA	Vcard_DToL02814-RA, Vcard_DToL02813-RA
OG0001287	DPOGS208099-PA	Vcard_DToL18793-RA
OG0001289	DPOGS209402-PA, DPOGS210837-PA	Vcard_DToL04086-RA
OG0001291	DPOGS202658-PA	Vcard_DToL03423-RA
OG0001302	DPOGS207366-PA, DPOGS211500-PA	Vcard_DToL17905-RA, Vcard_DToL17907-RA
OG0001303	DPOGS210402-PA, DPOGS210001-PA	Vcard_DToL11306-RA
OG0001304	DPOGS210400-PA	Vcard_DToL11309-RA
OG0001304	DPOGS210401-PA	Vcard_DToL11307-RA
OG0001305	DPOGS210111-PA	Vcard_DToL04869-RA
OG0001306	DPOGS212266-PA	Vcard_DToL03008-RA
OG0001307	DPOGS201736-PA	Vcard_DToL10610-RA
OG0001308	DPOGS204988-PA	Vcard_DToL15295-RA
OG0001309	DPOGS214763-PA	Vcard_DToL14944-RA
OG0001310	DPOGS211532-PA, DPOGS211531-PA	Vcard_DToL17892-RA
OG0001311	DPOGS206365-PA	Vcard_DToL09685-RA, Vcard_DToL09686-RA
OG0001312	DPOGS201954-PA	Vcard_DToL18492-RA
OG0001315	DPOGS216109-PA	Vcard_DToL14112-RA
OG0001316	DPOGS212487-PA	Vcard_DToL15304-RA, Vcard_DToL15303-RA, Vcard_DToL15302-RA
OG0001318	DPOGS210257-PA	Vcard_DToL15984-RA, Vcard_DToL15983-RA
OG0001319	DPOGS201225-PA	Vcard_DToL07164-RA
OG0001320	DPOGS210340-PA	Vcard_DToL12474-RA
OG0001321	DPOGS214431-PA	Vcard_DToL18342-RA
OG0001322	DPOGS214430-PA	Vcard_DToL18340-RA, Vcard_DToL18338-RA, Vcard_DToL18339-RA
OG0001323	DPOGS214988-PA	Vcard_DToL17809-RA
OG0001324	DPOGS210396-PA	Vcard_DToL11322-RA
OG0001325	DPOGS206782-PA	Vcard_DToL00125-RA
OG0001326	DPOGS209137-PA	Vcard_DToL03069-RA
OG0001327	DPOGS204551-PA	Vcard_DToL16482-RA
OG0001327	DPOGS204550-PA	Vcard_DToL16481-RA
OG0001328	DPOGS204535-PA, DPOGS204536-PA	Vcard_DToL16493-RA
OG0001328	DPOGS204534-PA	Vcard_DToL16491-RA
OG0001329	DPOGS210338-PA	Vcard_DToL12470-RA
OG0001330	DPOGS208217-PA	Vcard_DToL15891-RA
OG0001331	DPOGS205465-PA	Vcard_DToL11328-RA, Vcard_DToL11331-RA, Vcard_DToL11332-RA
OG0001332	DPOGS209286-PA	Vcard_DToL03320-RA
OG0001332	DPOGS209285-PA	Vcard_DToL03360-RA
OG0001333	DPOGS216117-PA, DPOGS216116-PA	Vcard_DToL14108-RA
OG0001334	DPOGS213352-PA	Vcard_DToL16731-RA
OG0001335	DPOGS201173-PA	Vcard_DToL09719-RA
OG0001336	DPOGS210363-PA	Vcard_DToL12463-RA
OG0001337	DPOGS214421-PA	Vcard_DToL18436-RA
OG0001338	DPOGS212528-PA, DPOGS212529-PA	Vcard_DToL17502-RA
OG0001339	DPOGS216104-PA	Vcard_DToL14093-RA, Vcard_DToL14092-RA, Vcard_DToL14094-RA
OG0001341	DPOGS215016-PA, DPOGS215020-PA, DPOGS215018-PA, DPOGS215017-PA, DPOGS214983-PA, DPOGS215019-PA	Vcard_DToL17793-RA
OG0001342	DPOGS213914-PA, DPOGS213913-PA	Vcard_DToL16795-RA
OG0001343	DPOGS207354-PA, DPOGS207355-PA	Vcard_DToL15147-RA
OG0001343	DPOGS207352-PA, DPOGS207353-PA	Vcard_DToL15148-RA
OG0001344	DPOGS214436-PA	Vcard_DToL18544-RA
OG0001345	DPOGS208799-PA	Vcard_DToL01877-RA
OG0001346	DPOGS210934-PA	Vcard_DToL06293-RA, Vcard_DToL06285-RA, Vcard_DToL06287-RA, Vcard_DToL06294-RA
OG0001347	DPOGS210325-PA	Vcard_DToL12436-RA, Vcard_DToL12437-RA
OG0001348	DPOGS208207-PA	Vcard_DToL15912-RA
OG0001349	DPOGS208209-PA	Vcard_DToL15914-RA
OG0001349	DPOGS208208-PA	Vcard_DToL15913-RA
OG0001350	DPOGS201689-PA	Vcard_DToL16245-RA
OG0001352	DPOGS214751-PA	Vcard_DToL14918-RA
OG0001353	DPOGS214996-PA, DPOGS214994-PA	Vcard_DToL17826-RA
OG0001354	DPOGS214982-PA, DPOGS214981-PA	Vcard_DToL17835-RA
OG0001355	DPOGS214627-PA	Vcard_DToL14839-RA
OG0001356	DPOGS214334-PA	Vcard_DToL13705-RA, Vcard_DToL13707-RA, Vcard_DToL13706-RA
OG0001358	DPOGS208842-PA	Vcard_DToL01810-RA, Vcard_DToL01811-RA
OG0001359	DPOGS204783-PA	Vcard_DToL09588-RA
OG0001360	DPOGS211704-PA	Vcard_DToL18419-RA, Vcard_DToL18418-RA
OG0001361	DPOGS202673-PA	Vcard_DToL03381-RA
OG0001362	DPOGS209789-PA	Vcard_DToL07142-RA
OG0001362	DPOGS209790-PA	Vcard_DToL07140-RA
OG0001363	DPOGS204522-PA	Vcard_DToL16511-RA, Vcard_DToL16513-RA
OG0001364	DPOGS206226-PA, DPOGS209125-PA	Vcard_DToL17729-RA, Vcard_DToL17730-RA
OG0001365	DPOGS209624-PA	Vcard_DToL09017-RA, Vcard_DToL09016-RA
OG0001366	DPOGS206793-PA	Vcard_DToL00065-RA
OG0001367	DPOGS215320-PA	Vcard_DToL01789-RA
OG0001368	DPOGS207144-PA	Vcard_DToL00069-RA, Vcard_DToL00071-RA
OG0001369	DPOGS210087-PA	Vcard_DToL04804-RA, Vcard_DToL04802-RA
OG0001370	DPOGS215543-PA	Vcard_DToL16061-RA, Vcard_DToL16062-RA
OG0001371	DPOGS209837-PA	Vcard_DToL07120-RA, Vcard_DToL07123-RA
OG0001372	DPOGS209490-PA	Vcard_DToL13008-RA
OG0001373	DPOGS208812-PA	Vcard_DToL01897-RA
OG0001374	DPOGS215715-PA	Vcard_DToL00891-RA
OG0001375	DPOGS215310-PA	Vcard_DToL01782-RA, Vcard_DToL01780-RA
OG0001377	DPOGS213330-PA	Vcard_DToL13871-RA
OG0001378	DPOGS208425-PA	Vcard_DToL14185-RA
OG0001378	DPOGS208424-PA	Vcard_DToL14181-RA
OG0001379	DPOGS215328-PA, DPOGS215329-PA	Vcard_DToL01766-RA
OG0001380	DPOGS206797-PA	Vcard_DToL00015-RA
OG0001381	DPOGS201591-PA	Vcard_DToL17779-RA
OG0001382	DPOGS209523-PA	Vcard_DToL12993-RA
OG0001383	DPOGS202665-PA	Vcard_DToL03408-RA, Vcard_DToL03406-RA
OG0001384	DPOGS208098-PA	Vcard_DToL18792-RA, Vcard_DToL18791-RA
OG0001385	DPOGS209826-PA	Vcard_DToL07096-RA, Vcard_DToL07094-RA
OG0001386	DPOGS201143-PA	Vcard_DToL04109-RA
OG0001387	DPOGS209575-PA	Vcard_DToL08983-RA
OG0001388	DPOGS201145-PA	Vcard_DToL04103-RA, Vcard_DToL04104-RA
OG0001390	DPOGS209645-PA, DPOGS209646-PA	Vcard_DToL08973-RA
OG0001391	DPOGS209457-PA	Vcard_DToL06412-RA, Vcard_DToL06414-RA, Vcard_DToL06413-RA
OG0001392	DPOGS215519-PA, DPOGS215520-PA	Vcard_DToL16624-RA
OG0001393	DPOGS209999-PA	Vcard_DToL04779-RA, Vcard_DToL04785-RA
OG0001394	DPOGS205271-PA	Vcard_DToL03172-RA
OG0001395	DPOGS204643-PA	Vcard_DToL13829-RA, Vcard_DToL13830-RA
OG0001396	DPOGS210199-PA, DPOGS210197-PA	Vcard_DToL17683-RA
OG0001396	DPOGS210198-PA	Vcard_DToL17684-RA
OG0001397	DPOGS206175-PA, DPOGS209431-PA	Vcard_DToL18760-RA
OG0001398	DPOGS210282-PA	Vcard_DToL16045-RA
OG0001399	DPOGS200462-PA, DPOGS200458-PA	Vcard_DToL18314-RA
OG0001400	DPOGS202271-PA	Vcard_DToL14554-RA
OG0001401	DPOGS204101-PA	Vcard_DToL10749-RA
OG0001404	DPOGS205297-PA	Vcard_DToL03179-RA
OG0001405	DPOGS207214-PA	Vcard_DToL16111-RA
OG0001405	DPOGS207215-PA	Vcard_DToL16112-RA
OG0001406	DPOGS214084-PA	Vcard_DToL09591-RA, Vcard_DToL09592-RA
OG0001407	DPOGS203179-PA	Vcard_DToL18305-RA, Vcard_DToL18304-RA
OG0001408	DPOGS203345-PA	Vcard_DToL18842-RA, Vcard_DToL18843-RA
OG0001408	DPOGS205256-PA	Vcard_DToL18841-RA
OG0001409	DPOGS210798-PA	Vcard_DToL03995-RA
OG0001410	DPOGS202295-PA	Vcard_DToL14596-RA
OG0001412	DPOGS216054-PA	Vcard_DToL12849-RA
OG0001412	DPOGS216053-PA	Vcard_DToL12850-RA
OG0001413	DPOGS206178-PA	Vcard_DToL06892-RA
OG0001414	DPOGS209348-PA	Vcard_DToL17974-RA
OG0001415	DPOGS210031-PA	Vcard_DToL04894-RA, Vcard_DToL04893-RA
OG0001416	DPOGS209280-PA	Vcard_DToL18567-RA
OG0001417	DPOGS207502-PA	Vcard_DToL13469-RA, Vcard_DToL13468-RA
OG0001418	DPOGS215753-PA	Vcard_DToL00996-RA
OG0001419	DPOGS215667-PA	Vcard_DToL00999-RA
OG0001421	DPOGS207682-PA	Vcard_DToL14967-RA
OG0001421	DPOGS201936-PA	Vcard_DToL14969-RA
OG0001421	DPOGS207683-PA	Vcard_DToL14968-RA
OG0001422	DPOGS213776-PA	Vcard_DToL14016-RA
OG0001423	DPOGS210998-PA	Vcard_DToL10568-RA
OG0001424	DPOGS206808-PA	Vcard_DToL00079-RA
OG0001424	DPOGS206810-PA	Vcard_DToL00077-RA
OG0001426	DPOGS201787-PA	Vcard_DToL07669-RA
OG0001427	DPOGS213661-PA	Vcard_DToL06613-RA
OG0001428	DPOGS206806-PA	Vcard_DToL00085-RA
OG0001429	DPOGS205186-PA	Vcard_DToL03500-RA
OG0001430	DPOGS205012-PA	Vcard_DToL15247-RA
OG0001431	DPOGS205581-PA	Vcard_DToL17562-RA
OG0001432	DPOGS200895-PA	Vcard_DToL00179-RA
OG0001433	DPOGS210303-PA, DPOGS210305-PA, DPOGS210304-PA	Vcard_DToL15617-RA
OG0001434	DPOGS207522-PA	Vcard_DToL13431-RA, Vcard_DToL13429-RA
OG0001435	DPOGS212134-PA	Vcard_DToL08845-RA
OG0001436	DPOGS205580-PA	Vcard_DToL17556-RA
OG0001436	DPOGS205579-PA	Vcard_DToL17557-RA
OG0001437	DPOGS208500-PA	Vcard_DToL06635-RA
OG0001438	DPOGS205053-PA	Vcard_DToL08591-RA
OG0001439	DPOGS215897-PA	Vcard_DToL04947-RA, Vcard_DToL04952-RA
OG0001440	DPOGS205744-PA	Vcard_DToL14880-RA, Vcard_DToL14879-RA
OG0001441	DPOGS203247-PA	Vcard_DToL04229-RA
OG0001442	DPOGS209766-PA	Vcard_DToL09536-RA, Vcard_DToL09535-RA
OG0001443	DPOGS215632-PA	Vcard_DToL01109-RA, Vcard_DToL01108-RA, Vcard_DToL01106-RA
OG0001445	DPOGS205248-PA	Vcard_DToL18139-RA
OG0001446	DPOGS213513-PA	Vcard_DToL12205-RA
OG0001447	DPOGS215917-PA	Vcard_DToL04970-RA
OG0001448	DPOGS208188-PA	Vcard_DToL15202-RA
OG0001449	DPOGS208563-PA	Vcard_DToL08688-RA, Vcard_DToL06535-RA
OG0001450	DPOGS210436-PA	Vcard_DToL13376-RA, Vcard_DToL13377-RA
OG0001451	DPOGS203245-PA, DPOGS203244-PA	Vcard_DToL04223-RA
OG0001452	DPOGS210452-PA	Vcard_DToL13362-RA, Vcard_DToL13359-RA
OG0001453	DPOGS205196-PA	Vcard_DToL18154-RA
OG0001454	DPOGS208176-PA	Vcard_DToL15183-RA, Vcard_DToL15185-RA
OG0001455	DPOGS211951-PA	Vcard_DToL03551-RA
OG0001455	DPOGS201770-PA	Vcard_DToL03554-RA
OG0001456	DPOGS213608-PA	Vcard_DToL12239-RA
OG0001457	DPOGS213107-PA	Vcard_DToL02036-RA
OG0001458	DPOGS213525-PA	Vcard_DToL12241-RA
OG0001459	DPOGS213526-PA	Vcard_DToL12244-RA
OG0001460	DPOGS201376-PA	Vcard_DToL00296-RA, Vcard_DToL00295-RA, Vcard_DToL00297-RA
OG0001462	DPOGS208466-PA	Vcard_DToL06513-RA, Vcard_DToL06512-RA
OG0001463	DPOGS215482-PA	Vcard_DToL12915-RA, Vcard_DToL12916-RA, Vcard_DToL12914-RA
OG0001464	DPOGS213818-PA	Vcard_DToL08795-RA
OG0001465	DPOGS215465-PA	Vcard_DToL12919-RA, Vcard_DToL12920-RA
OG0001466	DPOGS215612-PA	Vcard_DToL01151-RA
OG0001467	DPOGS212482-PA	Vcard_DToL17466-RA, Vcard_DToL17465-RA
OG0001468	DPOGS213245-PA	Vcard_DToL13967-RA, Vcard_DToL13968-RA
OG0001469	DPOGS215462-PA	Vcard_DToL12933-RA, Vcard_DToL12934-RA
OG0001470	DPOGS204888-PA	Vcard_DToL12117-RA
OG0001471	DPOGS211852-PA	Vcard_DToL03591-RA
OG0001471	DPOGS211853-PA	Vcard_DToL03590-RA
OG0001472	DPOGS208578-PA	Vcard_DToL06502-RA
OG0001473	DPOGS200659-PA	Vcard_DToL18090-RA, Vcard_DToL18089-RA
OG0001474	DPOGS212525-PA	Vcard_DToL17493-RA
OG0001475	DPOGS213255-PA	Vcard_DToL13950-RA
OG0001476	DPOGS212468-PA	Vcard_DToL17495-RA
OG0001478	DPOGS215854-PA	Vcard_DToL05012-RA
OG0001479	DPOGS201760-PA	Vcard_DToL01519-RA
OG0001480	DPOGS200417-PA	Vcard_DToL12741-RA
OG0001481	DPOGS204175-PA, DPOGS204176-PA	Vcard_DToL14805-RA
OG0001482	DPOGS212226-PA	Vcard_DToL16374-RA, Vcard_DToL16373-RA
OG0001483	DPOGS204388-PA	Vcard_DToL02077-RA, Vcard_DToL02075-RA
OG0001484	DPOGS210014-PA	Vcard_DToL11297-RA, Vcard_DToL11295-RA
OG0001485	DPOGS200931-PA	Vcard_DToL05028-RA
OG0001486	DPOGS211581-PA	Vcard_DToL10483-RA
OG0001487	DPOGS205793-PA	Vcard_DToL06866-RA, Vcard_DToL06867-RA
OG0001488	DPOGS204799-PA	Vcard_DToL16150-RA
OG0001490	DPOGS214485-PA	Vcard_DToL17003-RA
OG0001491	DPOGS212357-PA	Vcard_DToL11830-RA
OG0001491	DPOGS206111-PA	Vcard_DToL08728-RA
OG0001492	DPOGS201401-PA	Vcard_DToL00233-RA
OG0001494	DPOGS215506-PA	Vcard_DToL14141-RA, Vcard_DToL14143-RA
OG0001495	DPOGS212023-PA	Vcard_DToL15360-RA
OG0001498	DPOGS214789-PA	Vcard_DToL11963-RA
OG0001498	DPOGS206173-PA	Vcard_DToL11964-RA
OG0001499	DPOGS214948-PA	Vcard_DToL14467-RA
OG0001500	DPOGS209693-PA	Vcard_DToL09827-RA
OG0001501	DPOGS201117-PA	Vcard_DToL16298-RA
OG0001501	DPOGS201113-PA	Vcard_DToL16296-RA
OG0001502	DPOGS202732-PA	Vcard_DToL09420-RA
OG0001502	DPOGS202731-PA	Vcard_DToL09421-RA
OG0001503	DPOGS212719-PA, DPOGS212720-PA	Vcard_DToL07844-RA
OG0001505	DPOGS203836-PA	Vcard_DToL01576-RA
OG0001506	DPOGS212885-PA	Vcard_DToL14469-RA
OG0001506	DPOGS212884-PA	Vcard_DToL14470-RA
OG0001507	DPOGS201159-PA	Vcard_DToL15368-RA
OG0001507	DPOGS212026-PA	Vcard_DToL15367-RA
OG0001508	DPOGS207979-PA	Vcard_DToL05107-RA
OG0001509	DPOGS203835-PA, DPOGS203834-PA	Vcard_DToL01578-RA
OG0001511	DPOGS203661-PA	Vcard_DToL01580-RA, Vcard_DToL01581-RA
OG0001512	DPOGS204340-PA	Vcard_DToL04336-RA
OG0001513	DPOGS206271-PA	Vcard_DToL16220-RA
OG0001514	DPOGS203214-PA	Vcard_DToL02938-RA
OG0001515	DPOGS203668-PA	Vcard_DToL01607-RA, Vcard_DToL01605-RA
OG0001516	DPOGS207246-PA	Vcard_DToL11984-RA
OG0001517	DPOGS202240-PA	Vcard_DToL14477-RA
OG0001517	DPOGS202241-PA	Vcard_DToL14479-RA, Vcard_DToL14481-RA
OG0001518	DPOGS215597-PA	Vcard_DToL05150-RA, Vcard_DToL05149-RA
OG0001519	DPOGS203159-PA	Vcard_DToL02942-RA
OG0001520	DPOGS206877-PA	Vcard_DToL07900-RA, Vcard_DToL07899-RA
OG0001521	DPOGS207051-PA	Vcard_DToL07903-RA
OG0001522	DPOGS215829-PA	Vcard_DToL05882-RA
OG0001523	DPOGS203675-PA	Vcard_DToL01293-RA, Vcard_DToL01292-RA
OG0001524	DPOGS202246-PA	Vcard_DToL14501-RA
OG0001525	DPOGS208993-PA	Vcard_DToL07366-RA, Vcard_DToL07365-RA, Vcard_DToL07364-RA, Vcard_DToL07367-RA
OG0001526	DPOGS215094-PA	Vcard_DToL09797-RA
OG0001528	DPOGS211404-PA	Vcard_DToL05349-RA
OG0001529	DPOGS212041-PA	Vcard_DToL15383-RA
OG0001530	DPOGS203074-PA, DPOGS208634-PA	Vcard_DToL02295-RA
OG0001531	DPOGS214469-PA	Vcard_DToL17044-RA
OG0001532	DPOGS207046-PA	Vcard_DToL07918-RA
OG0001534	DPOGS206688-PA	Vcard_DToL11036-RA, Vcard_DToL11037-RA
OG0001535	DPOGS203690-PA	Vcard_DToL01261-RA
OG0001536	DPOGS214061-PA	Vcard_DToL06720-RA
OG0001537	DPOGS203327-PA	Vcard_DToL00424-RA
OG0001538	DPOGS207594-PA	Vcard_DToL05360-RA, Vcard_DToL05362-RA, Vcard_DToL05359-RA
OG0001539	DPOGS204242-PA	Vcard_DToL02363-RA
OG0001540	DPOGS204596-PA	Vcard_DToL03711-RA
OG0001541	DPOGS205348-PA	Vcard_DToL04389-RA
OG0001542	DPOGS206291-PA	Vcard_DToL16209-RA, Vcard_DToL16210-RA
OG0001543	DPOGS206901-PA	Vcard_DToL07984-RA
OG0001543	DPOGS206900-PA	Vcard_DToL07985-RA
OG0001544	DPOGS205355-PA	Vcard_DToL04391-RA
OG0001546	DPOGS207307-PA	Vcard_DToL11992-RA
OG0001547	DPOGS214929-PA	Vcard_DToL16203-RA
OG0001547	DPOGS206294-PA, DPOGS206293-PA	Vcard_DToL16204-RA
OG0001548	DPOGS208870-PA	Vcard_DToL07385-RA
OG0001549	DPOGS207560-PA	Vcard_DToL05390-RA
OG0001550	DPOGS203320-PA	Vcard_DToL00446-RA
OG0001551	DPOGS202692-PA	Vcard_DToL14439-RA
OG0001552	DPOGS204223-PA	Vcard_DToL02323-RA, Vcard_DToL02321-RA
OG0001553	DPOGS207030-PA	Vcard_DToL07965-RA
OG0001554	DPOGS214369-PA	Vcard_DToL13687-RA, Vcard_DToL13688-RA
OG0001555	DPOGS214205-PA	Vcard_DToL05816-RA
OG0001556	DPOGS214166-PA	Vcard_DToL05804-RA
OG0001557	DPOGS206445-PA	Vcard_DToL09491-RA
OG0001557	DPOGS203433-PA	Vcard_DToL09492-RA
OG0001558	DPOGS214872-PA	Vcard_DToL15411-RA
OG0001559	DPOGS207795-PA	Vcard_DToL09331-RA
OG0001560	DPOGS207293-PA	Vcard_DToL12030-RA
OG0001561	DPOGS213021-PA	Vcard_DToL08543-RA, Vcard_DToL08548-RA
OG0001562	DPOGS207805-PA	Vcard_DToL09311-RA, Vcard_DToL09312-RA, Vcard_DToL09310-RA
OG0001563	DPOGS209728-PA	Vcard_DToL12616-RA
OG0001563	DPOGS209727-PA	Vcard_DToL12614-RA
OG0001564	DPOGS207428-PA	Vcard_DToL14249-RA
OG0001565	DPOGS208020-PA	Vcard_DToL10212-RA
OG0001566	DPOGS206937-PA	Vcard_DToL07805-RA
OG0001567	DPOGS210755-PA	Vcard_DToL10392-RA
OG0001568	DPOGS209533-PA	Vcard_DToL15592-RA
OG0001569	DPOGS207281-PA	Vcard_DToL12053-RA, Vcard_DToL12050-RA
OG0001570	DPOGS210676-PA	Vcard_DToL10379-RA
OG0001572	DPOGS202452-PA	Vcard_DToL05435-RA
OG0001573	DPOGS205821-PA	Vcard_DToL14280-RA, Vcard_DToL14279-RA
OG0001574	DPOGS213040-PA	Vcard_DToL08517-RA
OG0001574	DPOGS213041-PA	Vcard_DToL08516-RA
OG0001575	DPOGS209032-PA	Vcard_DToL15464-RA
OG0001575	DPOGS209033-PA	Vcard_DToL15465-RA
OG0001576	DPOGS213439-PA	Vcard_DToL04467-RA, Vcard_DToL04466-RA, Vcard_DToL04470-RA
OG0001577	DPOGS208072-PA	Vcard_DToL02243-RA, Vcard_DToL02245-RA
OG0001578	DPOGS201524-PA	Vcard_DToL01406-RA, Vcard_DToL01409-RA
OG0001579	DPOGS208077-PA	Vcard_DToL02239-RA
OG0001580	DPOGS215402-PA	Vcard_DToL10092-RA
OG0001580	DPOGS215401-PA	Vcard_DToL10093-RA
OG0001581	DPOGS204297-PA	Vcard_DToL02374-RA, Vcard_DToL02373-RA
OG0001582	DPOGS204296-PA	Vcard_DToL02376-RA
OG0001583	DPOGS211986-PA	Vcard_DToL17236-RA
OG0001583	DPOGS211985-PA	Vcard_DToL17235-RA
OG0001584	DPOGS204253-PA	Vcard_DToL02382-RA
OG0001584	DPOGS204252-PA	Vcard_DToL02381-RA
OG0001586	DPOGS205871-PA	Vcard_DToL17223-RA
OG0001587	DPOGS209893-PA	Vcard_DToL13816-RA
OG0001588	DPOGS200023-PA	Vcard_DToL10102-RA
OG0001591	DPOGS200699-PA	Vcard_DToL10939-RA, Vcard_DToL10938-RA
OG0001592	DPOGS210690-PA	Vcard_DToL10362-RA, Vcard_DToL10359-RA, Vcard_DToL10360-RA, Vcard_DToL10361-RA
OG0001593	DPOGS201486-PA	Vcard_DToL01433-RA
OG0001594	DPOGS205768-PA	Vcard_DToL05174-RA
OG0001594	DPOGS205767-PA	Vcard_DToL05175-RA
OG0001595	DPOGS212822-PA	Vcard_DToL14337-RA
OG0001597	DPOGS214120-PA	Vcard_DToL05684-RA
OG0001597	DPOGS214121-PA	Vcard_DToL05686-RA
