Orthogroup	Danaus_plexippus	Heliconius_melpomene_melpomene
OG0001651	DPOGS206836-PA	HMEL013258g1.t1
OG0001652	DPOGS206837-PA	HMEL013261g1.t1
OG0001653	DPOGS200142-PA	HMEL006882g1.t1, HMEL021508g1.t1
OG0001654	DPOGS201738-PA	HMEL030865g1.t1
OG0001656	DPOGS212670-PA	HMEL007516g1.t1, HMEL007518g1.t1
OG0001658	DPOGS212233-PA	HMEL033793g1.t1, HMEL031354g1.t1, HMEL003607g1.t1
OG0001659	DPOGS212315-PA	HMEL013941g1.t1
OG0001660	DPOGS206899-PA	HMEL006855g1.t1
OG0001670	DPOGS203453-PA	HMEL015026g1.t1
OG0001672	DPOGS204432-PA	HMEL004018g1.t1
OG0001673	DPOGS213433-PA	HMEL016816g1.t1
OG0001674	DPOGS210573-PA	HMEL011251g1.t1
OG0001675	DPOGS210002-PA	HMEL033641g1.t1
OG0001676	DPOGS207220-PA	HMEL006197g1.t1
OG0001677	DPOGS204981-PA	HMEL009488g1.t1
OG0001678	DPOGS213161-PA	HMEL015080g1.t1
OG0001679	DPOGS206385-PA	HMEL030687g1.t1, HMEL014875g1.t1
OG0001680	DPOGS213192-PA	HMEL010289g1.t1
OG0001681	DPOGS211528-PA	HMEL013221g1.t1
OG0001682	DPOGS208030-PA	HMEL036377g1.t1
OG0001683	DPOGS208298-PA	HMEL008376g1.t1
OG0001684	DPOGS208225-PA	HMEL008377g1.t1
OG0001685	DPOGS212548-PA	HMEL014531g1.t1
OG0001686	DPOGS206773-PA	HMEL006188-RA
OG0001687	DPOGS208226-PA	HMEL008375g1.t1
OG0001688	DPOGS208029-PA	HMEL014602g1.t1, HMEL036376g1.t1
OG0001689	DPOGS205020-PA	HMEL010809g1.t1
OG0001690	DPOGS214703-PA	HMEL007410g1.t1
OG0001691	DPOGS200452-PA	HMEL004470g1.t1
OG0001692	DPOGS200466-PA	HMEL012787g1.t1
OG0001693	DPOGS215199-PA	HMEL003868g1.t1
OG0001694	DPOGS206724-PA	HMEL036695g1.t1
OG0001695	DPOGS201181-PA	HMEL022579g1.t1, HMEL022656g1.t1
OG0001696	DPOGS211781-PA, DPOGS211780-PA	HMEL017653g1.t1
OG0001697	DPOGS210861-PA	HMEL007829g1.t1
OG0001698	DPOGS209289-PA	HMEL034009g1.t1
OG0001699	DPOGS209288-PA	HMEL034007g1.t1
OG0001700	DPOGS209854-PA, DPOGS205208-PA, DPOGS205231-PA	HMEL013466g1.t1, HMEL002734g1.t1
OG0001701	DPOGS213300-PA	HMEL016388g1.t1
OG0001702	DPOGS214425-PA	HMEL004472g1.t1
OG0001703	DPOGS200897-PA	HMEL009821g1.t1, HMEL033426g1.t1
OG0001704	DPOGS205035-PA	HMEL022523g1.t1
OG0001705	DPOGS213349-PA, DPOGS213350-PA	HMEL016375g1.t1
OG0001706	DPOGS204614-PA	HMEL010152g1.t1
OG0001707	DPOGS205032-PA	HMEL022501g1.t1
OG0001708	DPOGS208240-PA	HMEL036199g1.t1
OG0001709	DPOGS213212-PA	HMEL002991g1.t1
OG0001710	DPOGS208213-PA	HMEL003059g1.t1
OG0001710	DPOGS209823-PA	HMEL003231g1.t1
OG0001711	DPOGS213906-PA	HMEL006069g1.t1
OG0001713	DPOGS205152-PA	HMEL014145g1.t1
OG0001714	DPOGS213917-PA	HMEL006071g1.t1
OG0001715	DPOGS210055-PA	HMEL031787g1.t1
OG0001716	DPOGS210056-PA	HMEL021844g1.t1
OG0001717	DPOGS215576-PA	HMEL014765g1.t1
OG0001718	DPOGS214756-PA	HMEL037832g1.t1
OG0001719	DPOGS205031-PA	HMEL010808g1.t1
OG0001720	DPOGS211768-PA	HMEL032403g1.t1, HMEL032404g1.t1
OG0001721	DPOGS200762-PA, DPOGS213912-PA	HMEL015557g1.t1
OG0001722	DPOGS215578-PA	HMEL014760g1.t1, HMEL034401g1.t1
OG0001723	DPOGS215581-PA	HMEL010067g1.t1
OG0001724	DPOGS209615-PA	HMEL007249g1.t1
OG0001725	DPOGS213403-PA	HMEL014498g1.t1
OG0001726	DPOGS200071-PA	HMEL004321g1.t1, HMEL015547g1.t1
OG0001727	DPOGS202685-PA, DPOGS215498-PA	HMEL035386g1.t1
OG0001728	DPOGS214534-PA	HMEL010054g1.t1, HMEL004136g1.t1
OG0001731	DPOGS214746-PA	HMEL012076g1.t1, HMEL037843g1.t1
OG0001732	DPOGS211817-PA, DPOGS211818-PA	HMEL010942g1.t1
OG0001733	DPOGS207156-PA	HMEL013041g1.t1
OG0001734	DPOGS200103-PA	HMEL034432g1.t1
OG0001735	DPOGS214522-PA	HMEL004134g1.t1, HMEL002273g1.t1
OG0001736	DPOGS210843-PA	HMEL032918g1.t1
OG0001737	DPOGS203545-PA	HMEL013208g1.t1
OG0001738	DPOGS202678-PA	HMEL014519-RA
OG0001739	DPOGS214743-PA	HMEL021960g1.t1, HMEL030447g1.t1, HMEL009803g1.t1, HMEL006003g1.t1
OG0001740	DPOGS206394-PA	HMEL030714g1.t1
OG0001742	DPOGS205312-PA	HMEL016003g1.t1
OG0001743	DPOGS205327-PA, DPOGS212462-PA	HMEL016005g1.t1
OG0001744	DPOGS204354-PA	HMEL011818g1.t1
OG0001745	DPOGS200075-PA	HMEL005250g1.t1
OG0001747	DPOGS212441-PA	HMEL035265g1.t1, HMEL035264g1.t1
OG0001748	DPOGS214980-PA	HMEL014822g1.t1
OG0001749	DPOGS214386-PA	HMEL003458g1.t1
OG0001750	DPOGS201959-PA, DPOGS201958-PA	HMEL002059g1.t1
OG0001751	DPOGS210660-PA	HMEL010786g1.t1
OG0001752	DPOGS210542-PA	HMEL036277g1.t1
OG0001753	DPOGS203693-PA	HMEL013310g1.t1
OG0001754	DPOGS205483-PA	HMEL008077g1.t1
OG0001755	DPOGS200214-PA	HMEL010773g1.t1
OG0001756	DPOGS208136-PA	HMEL005376g1.t1
OG0001757	DPOGS209841-PA	HMEL009003g1.t1
OG0001758	DPOGS210548-PA	HMEL003474g1.t1
OG0001759	DPOGS201133-PA	HMEL032960g1.t1
OG0001760	DPOGS215544-PA	HMEL003915g1.t1
OG0001761	DPOGS210549-PA	HMEL003470g1.t1
OG0001762	DPOGS209498-PA, DPOGS212681-PA	HMEL016022g1.t1
OG0001763	DPOGS204357-PA	HMEL017603g1.t1
OG0001764	DPOGS210180-PA	HMEL031439g1.t1
OG0001765	DPOGS204793-PA	HMEL017672g1.t1
OG0001766	DPOGS215237-PA	HMEL006916g1.t1
OG0001767	DPOGS212939-PA	HMEL020746g1.t1
OG0001768	DPOGS202570-PA	HMEL007885g1.t1
OG0001769	DPOGS214322-PA	HMEL006360g1.t1
OG0001770	DPOGS202706-PA	HMEL017542g1.t1
OG0001771	DPOGS203904-PA	HMEL017931g1.t1
OG0001772	DPOGS213283-PA	HMEL004921g1.t1
OG0001773	DPOGS207167-PA	HMEL011562g1.t1
OG0001774	DPOGS209518-PA, DPOGS209516-PA	HMEL016272g1.t1
OG0001775	DPOGS216167-PA	HMEL012737g1.t1
OG0001776	DPOGS207757-PA	HMEL011955g1.t1
OG0001777	DPOGS209833-PA	HMEL004347g1.t1
OG0001778	DPOGS211698-PA	HMEL020608g1.t1
OG0001779	DPOGS215327-PA	HMEL010020g1.t1
OG0001780	DPOGS209831-PA, DPOGS209830-PA	HMEL004344g1.t1
OG0001781	DPOGS214547-PA	HMEL016120g1.t1
OG0001782	DPOGS206321-PA	HMEL012592g1.t1
OG0001784	DPOGS208094-PA	HMEL016081g1.t1
OG0001785	DPOGS204438-PA	HMEL017401g1.t1
OG0001786	DPOGS214545-PA, DPOGS214546-PA	HMEL016123g1.t1
OG0001787	DPOGS213642-PA, DPOGS213641-PA	HMEL004589g1.t1
OG0001788	DPOGS212934-PA	HMEL037492g1.t1
OG0001789	DPOGS202973-PA	HMEL005467g1.t1
OG0001790	DPOGS204445-PA, DPOGS204444-PA	HMEL017406g1.t1
OG0001791	DPOGS211296-PA	HMEL037996g1.t1, HMEL002369g1.t1
OG0001793	DPOGS205472-PA	HMEL017524g1.t1
OG0001794	DPOGS216157-PA	HMEL016549g1.t1
OG0001795	DPOGS214927-PA	HMEL037352g1.t1
OG0001796	DPOGS210587-PA	HMEL017413g1.t1
OG0001797	DPOGS205474-PA	HMEL017521g1.t1
OG0001798	DPOGS208406-PA, DPOGS208405-PA	HMEL003392g1.t1
OG0001799	DPOGS209650-PA	HMEL017062g1.t1
OG0001800	DPOGS208404-PA	HMEL032450g1.t1
OG0001801	DPOGS208530-PA	HMEL017519g1.t1
OG0001802	DPOGS209803-PA	HMEL008995g1.t1
OG0001803	DPOGS215295-PA	HMEL031263g1.t1
OG0001804	DPOGS209426-PA	HMEL015582g1.t1
OG0001805	DPOGS209451-PA	HMEL013378g1.t1
OG0001806	DPOGS204694-PA	HMEL008251g1.t1
OG0001807	DPOGS204640-PA	HMEL032275g1.t1
OG0001808	DPOGS214584-PA	HMEL038026g1.t1, HMEL038025g1.t1
OG0001809	DPOGS209442-PA	HMEL034945g1.t1
OG0001810	DPOGS209940-PA	HMEL014411-RA
OG0001811	DPOGS203555-PA	HMEL004113g1.t1
OG0001812	DPOGS213793-PA	HMEL008452g1.t1, HMEL010716g1.t1
OG0001813	DPOGS202940-PA	HMEL014216g1.t1
OG0001815	DPOGS202922-PA	HMEL032461g1.t1
OG0001816	DPOGS212616-PA	HMEL002475g1.t1
OG0001817	DPOGS215452-PA, DPOGS215453-PA	HMEL036638g1.t1
OG0001818	DPOGS212176-PA	HMEL012564g1.t1
OG0001819	DPOGS202304-PA	HMEL037957g1.t1
OG0001820	DPOGS212628-PA, DPOGS212629-PA	HMEL030119g1.t1, HMEL003304g1.t1
OG0001821	DPOGS203182-PA, DPOGS203181-PA, DPOGS203180-PA	HMEL021549g1.t1
OG0001822	DPOGS213730-PA	HMEL013710g1.t1
OG0001823	DPOGS200005-PA	HMEL011193g1.t1
OG0001824	DPOGS216060-PA, DPOGS216061-PA	HMEL015044g1.t1
OG0001825	DPOGS208515-PA	HMEL011487g1.t1
OG0001826	DPOGS215749-PA	HMEL004083g1.t1
OG0001827	DPOGS213132-PA	HMEL013579g1.t1
OG0001828	DPOGS205726-PA	HMEL017877g1.t1
OG0001829	DPOGS200750-PA, DPOGS212167-PA	HMEL012550g1.t1
OG0001830	DPOGS211746-PA, DPOGS213157-PA	HMEL010318g1.t1
OG0001831	DPOGS201317-PA, DPOGS201316-PA	HMEL017250g1.t1
OG0001833	DPOGS203190-PA	HMEL035332g1.t1
OG0001834	DPOGS208594-PA, DPOGS208593-PA	HMEL034483g1.t1
OG0001835	DPOGS213150-PA	HMEL010326g1.t1
OG0001836	DPOGS215557-PA	HMEL006169g1.t1
OG0001838	DPOGS206235-PA	HMEL011232g1.t1
OG0001839	DPOGS215674-PA	HMEL016358g1.t1
OG0001840	DPOGS206222-PA	HMEL011229g1.t1
OG0001841	DPOGS212153-PA	HMEL035026g1.t1
OG0001842	DPOGS213754-PA	HMEL007320g1.t1, HMEL002266g1.t1
OG0001843	DPOGS204556-PA	HMEL008736g1.t1
OG0001844	DPOGS203393-PA	HMEL016624g1.t1
OG0001845	DPOGS205172-PA	HMEL033919g1.t1
OG0001846	DPOGS205293-PA	HMEL017479-RA
OG0001847	DPOGS213756-PA	HMEL009735g1.t1
OG0001849	DPOGS205176-PA	HMEL021836g1.t1, HMEL033917g1.t1, HMEL033911g1.t1
OG0001850	DPOGS203450-PA	HMEL035326g1.t1
OG0001851	DPOGS211301-PA	HMEL016476g1.t1
OG0001852	DPOGS200794-PA	HMEL016953g1.t1, HMEL034591g1.t1
OG0001853	DPOGS205170-PA	HMEL033915g1.t1
OG0001855	DPOGS205284-PA	HMEL017486g1.t1
OG0001857	DPOGS215759-PA	HMEL014127g1.t1
OG0001858	DPOGS204567-PA	HMEL008380g1.t1
OG0001859	DPOGS215657-PA	HMEL014120g1.t1
OG0001860	DPOGS207149-PA	HMEL017740g1.t1, HMEL011796g1.t1
OG0001861	DPOGS204538-PA, DPOGS204537-PA	HMEL016573g1.t1
OG0001862	DPOGS213699-PA	HMEL016421g1.t1
OG0001863	DPOGS203258-PA	HMEL031836g1.t1, HMEL004638g1.t1
OG0001864	DPOGS202719-PA	HMEL007886g1.t1
OG0001864	DPOGS202563-PA, DPOGS202572-PA	HMEL031401g1.t1
OG0001865	DPOGS210879-PA	HMEL014339g1.t1
OG0001866	DPOGS211160-PA	HMEL017203g1.t1, HMEL036306g1.t1
OG0001867	DPOGS211353-PA	HMEL022616g1.t1, HMEL033578g1.t1
OG0001868	DPOGS213764-PA	HMEL011443g1.t1
OG0001869	DPOGS210965-PA, DPOGS210964-PA	HMEL025054-RA
OG0001870	DPOGS212146-PA, DPOGS212115-PA	HMEL022556-RA
OG0001871	DPOGS202713-PA	HMEL004115g1.t1
OG0001872	DPOGS202717-PA	HMEL004116g1.t1
OG0001873	DPOGS215646-PA	HMEL014110g1.t1
OG0001874	DPOGS200703-PA	HMEL011895g1.t1
OG0001875	DPOGS215599-PA	HMEL020214g1.t1, HMEL016918-RA
OG0001876	DPOGS213134-PA	HMEL013583g1.t1, HMEL022042g1.t1
OG0001877	DPOGS212957-PA	HMEL014259g1.t1
OG0001878	DPOGS215769-PA	HMEL014104g1.t1
OG0001879	DPOGS213475-PA	HMEL016858g1.t1
OG0001880	DPOGS205752-PA, DPOGS209001-PA, DPOGS209000-PA, DPOGS204517-PA	HMEL015393g1.t1, HMEL008974g1.t1
OG0001881	DPOGS207524-PA	HMEL005519g1.t1, HMEL005517g1.t1
OG0001882	DPOGS205910-PA	HMEL032839g1.t1
OG0001883	DPOGS208623-PA	HMEL034474g1.t1
OG0001884	DPOGS208540-PA	HMEL008751g1.t1
OG0001885	DPOGS202529-PA	HMEL007435g1.t1
OG0001886	DPOGS213447-PA	HMEL007432g1.t1
OG0001887	DPOGS212944-PA	HMEL010739g1.t1
OG0001888	DPOGS215776-PA	HMEL014094g1.t1
OG0001889	DPOGS200915-PA	HMEL035739g1.t1, HMEL035867g1.t1
OG0001890	DPOGS205913-PA	HMEL032831g1.t1
OG0001891	DPOGS205592-PA	HMEL008498g1.t1
OG0001892	DPOGS212773-PA	HMEL014159g1.t1
OG0001893	DPOGS212774-PA	HMEL014161g1.t1
OG0001894	DPOGS208134-PA	HMEL006224g1.t1
OG0001895	DPOGS208548-PA	HMEL034879g1.t1
OG0001896	DPOGS205373-PA, DPOGS213449-PA	HMEL034130g1.t1
OG0001897	DPOGS211891-PA	HMEL003191g1.t1
OG0001898	DPOGS215820-PA, DPOGS215819-PA	HMEL011641g1.t1
OG0001899	DPOGS211287-PA	HMEL002657g1.t1
OG0001900	DPOGS204815-PA	HMEL036468g1.t1
OG0001901	DPOGS212402-PA	HMEL013392g1.t1
OG0001901	DPOGS209853-PA, DPOGS214804-PA	HMEL037724g1.t1
OG0001902	DPOGS201289-PA	HMEL030220g1.t1
OG0001904	DPOGS204819-PA	HMEL016507g1.t1
OG0001905	DPOGS203722-PA	HMEL008536g1.t1
OG0001906	DPOGS202762-PA	HMEL002699g1.t1
OG0001907	DPOGS214624-PA	HMEL037881g1.t1
OG0001908	DPOGS201680-PA	HMEL011928g1.t1, HMEL012070g1.t1
OG0001909	DPOGS210287-PA	HMEL016977g1.t1
OG0001910	DPOGS215434-PA	HMEL015837g1.t1
OG0001910	DPOGS215435-PA	HMEL016314g1.t1
OG0001911	DPOGS211943-PA	HMEL033888g1.t1
OG0001912	DPOGS201364-PA	HMEL035794g1.t1
OG0001913	DPOGS214595-PA	HMEL022637-RA
OG0001914	DPOGS214594-PA	HMEL037883g1.t1
OG0001915	DPOGS202749-PA	HMEL022597-RA
OG0001916	DPOGS211176-PA	HMEL012414g1.t1, HMEL031919g1.t1
OG0001917	DPOGS215874-PA	HMEL004896g1.t1
OG0001919	DPOGS215478-PA	HMEL036657g1.t1
OG0001921	DPOGS213613-PA	HMEL013688g1.t1
OG0001922	DPOGS210272-PA	HMEL008613g1.t1
OG0001923	DPOGS201381-PA	HMEL035655g1.t1
OG0001924	DPOGS205199-PA	HMEL034145g1.t1
OG0001924	DPOGS205200-PA	HMEL034146g1.t1
OG0001924	DPOGS214448-PA, DPOGS205201-PA	HMEL034148g1.t1
OG0001925	DPOGS212421-PA	HMEL012056g1.t1
OG0001926	DPOGS200773-PA, DPOGS200772-PA	HMEL032584g1.t1
OG0001927	DPOGS212072-PA, DPOGS204913-PA	HMEL007179g1.t1
OG0001928	DPOGS201245-PA	HMEL003211g1.t1
OG0001929	DPOGS201379-PA	HMEL008464g1.t1
OG0001931	DPOGS204917-PA	HMEL010825g1.t1
OG0001932	DPOGS203250-PA	HMEL021393g1.t1
OG0001933	DPOGS203202-PA	HMEL034329g1.t1
OG0001934	DPOGS208474-PA	HMEL004304g1.t1
OG0001935	DPOGS211867-PA	HMEL033870g1.t1, HMEL033869g1.t1
OG0001936	DPOGS213413-PA	HMEL016814g1.t1
OG0001937	DPOGS213854-PA	HMEL037406g1.t1
OG0001938	DPOGS215607-PA, DPOGS204651-PA	HMEL005815g1.t1
OG0001939	DPOGS204829-PA	HMEL014392g1.t1
OG0001940	DPOGS214615-PA, DPOGS214616-PA	HMEL037224g1.t1
OG0001941	DPOGS215804-PA	HMEL005814g1.t1
OG0001942	DPOGS200232-PA	HMEL010655g1.t1
OG0001943	DPOGS207785-PA	HMEL017580g1.t1
OG0001944	DPOGS208467-PA	HMEL004292g1.t1
OG0001945	DPOGS205229-PA	HMEL013245g1.t1
OG0001946	DPOGS215610-PA	HMEL005809-RA
OG0001947	DPOGS215801-PA	HMEL030789g1.t1, HMEL030788g1.t1
OG0001948	DPOGS208576-PA	HMEL034812g1.t1
OG0001949	DPOGS207782-PA	HMEL017581g1.t1
OG0001950	DPOGS213428-PA	HMEL016806g1.t1
OG0001951	DPOGS211857-PA	HMEL004877g1.t1
OG0001952	DPOGS203255-PA	HMEL020790g1.t1, HMEL016732g1.t1, HMEL022364g1.t1
OG0001953	DPOGS208463-PA	HMEL008054-RA
OG0001954	DPOGS211111-PA	HMEL012441g1.t1
OG0001956	DPOGS216145-PA	HMEL008474g1.t1
OG0001957	DPOGS211195-PA	HMEL012446g1.t1
OG0001958	DPOGS216199-PA	HMEL016327g1.t1
OG0001959	DPOGS203939-PA	HMEL012089g1.t1
OG0001960	DPOGS200259-PA	HMEL032775g1.t1
OG0001961	DPOGS212514-PA	HMEL009328g1.t1, HMEL037414g1.t1
OG0001962	DPOGS210465-PA	HMEL013414g1.t1
OG0001963	DPOGS209233-PA	HMEL017513g1.t1, HMEL017517g1.t1
OG0001964	DPOGS206644-PA	HMEL011141-RA
OG0001965	DPOGS212232-PA	HMEL005669g1.t1
OG0001966	DPOGS213241-PA	HMEL003054g1.t1
OG0001967	DPOGS201227-PA, DPOGS201228-PA	HMEL005351g1.t1
OG0001968	DPOGS215970-PA	HMEL018043g1.t1
OG0001969	DPOGS211206-PA	HMEL012457g1.t1
OG0001970	DPOGS215971-PA	HMEL020917g1.t1
OG0001971	DPOGS209877-PA, DPOGS212227-PA	HMEL007961g1.t1
OG0001972	DPOGS210482-PA	HMEL032578g1.t1
OG0001973	DPOGS211568-PA, DPOGS211567-PA	HMEL036095g1.t1
OG0001974	DPOGS210006-PA	HMEL033647g1.t1
OG0001975	DPOGS212759-PA	HMEL033191g1.t1
OG0001976	DPOGS205797-PA	HMEL034805g1.t1, HMEL016101g1.t1
OG0001977	DPOGS209262-PA	HMEL032824g1.t1, HMEL032797g1.t1
OG0001978	DPOGS212079-PA	HMEL009356g1.t1
OG0001979	DPOGS205975-PA	HMEL021151g1.t1, HMEL007544g1.t1, HMEL021576g1.t1
OG0001980	DPOGS213546-PA	HMEL017906g1.t1
OG0001981	DPOGS209872-PA	HMEL007526g1.t1
OG0001983	DPOGS209186-PA	HMEL003068g1.t1
OG0001984	DPOGS213549-PA	HMEL017910g1.t1
OG0001985	DPOGS203044-PA	HMEL016154g1.t1
OG0001986	DPOGS213550-PA	HMEL037547g1.t1
OG0001987	DPOGS212661-PA	HMEL017974g1.t1, HMEL031552g1.t1, HMEL017975g1.t1
OG0001988	DPOGS201043-PA, DPOGS201044-PA	HMEL005364g1.t1
OG0001989	DPOGS211056-PA	HMEL007794g1.t1
OG0001990	DPOGS213576-PA	HMEL021710g1.t1
OG0001991	DPOGS206058-PA	HMEL014070g1.t1
OG0001992	DPOGS215163-PA, DPOGS212017-PA	HMEL013594g1.t1
OG0001993	DPOGS204573-PA	HMEL005607g1.t1, HMEL032570g1.t1
OG0001994	DPOGS202074-PA	HMEL005368g1.t1, HMEL005367g1.t1
OG0001995	DPOGS204572-PA	HMEL005529g1.t1
OG0001996	DPOGS206710-PA	HMEL011003g1.t1
OG0001997	DPOGS201669-PA	HMEL003590g1.t1
OG0001999	DPOGS209871-PA	HMEL011006g1.t1
OG0002000	DPOGS209269-PA	HMEL008264g1.t1
OG0002001	DPOGS205807-PA, DPOGS201082-PA, DPOGS201398-PA	HMEL012854g1.t1
OG0002002	DPOGS201779-PA	HMEL008335g1.t1
OG0002003	DPOGS214042-PA	HMEL033494g1.t1
OG0002004	DPOGS207940-PA	HMEL031911g1.t1
OG0002005	DPOGS200534-PA	HMEL009373g1.t1, HMEL010583g1.t1
OG0002006	DPOGS205806-PA	HMEL012212g1.t1, HMEL012211g1.t1
OG0002008	DPOGS203845-PA, DPOGS203846-PA	HMEL006931g1.t1, HMEL007805g1.t1
OG0002009	DPOGS207385-PA	HMEL012240g1.t1
OG0002010	DPOGS214636-PA	HMEL037951g1.t1
OG0002011	DPOGS205814-PA	HMEL011575g1.t1
OG0002012	DPOGS214815-PA	HMEL037706g1.t1
OG0002013	DPOGS214634-PA, DPOGS214633-PA	HMEL038023g1.t1
OG0002014	DPOGS211678-PA	HMEL015879g1.t1
OG0002015	DPOGS213314-PA	HMEL032149g1.t1
OG0002016	DPOGS202061-PA	HMEL037031g1.t1
OG0002017	DPOGS209704-PA	HMEL036515g1.t1
OG0002018	DPOGS215290-PA	HMEL017112g1.t1
OG0002019	DPOGS200545-PA	HMEL016868g1.t1
OG0002021	DPOGS204475-PA	HMEL006268g1.t1
OG0002022	DPOGS200549-PA, DPOGS200548-PA	HMEL016873g1.t1
OG0002023	DPOGS206593-PA	HMEL021562g1.t1
OG0002024	DPOGS202730-PA	HMEL012675g1.t1
OG0002025	DPOGS216032-PA	HMEL008945g1.t1
OG0002026	DPOGS204413-PA	HMEL006266g1.t1
OG0002027	DPOGS207448-PA	HMEL014853g1.t1
OG0002028	DPOGS207447-PA	HMEL033820g1.t1
OG0002029	DPOGS202605-PA	HMEL036077g1.t1, HMEL021227g1.t1
OG0002030	DPOGS210498-PA	HMEL020272g1.t1, HMEL032634g1.t1
OG0002031	DPOGS204423-PA	HMEL006254g1.t1
OG0002032	DPOGS205069-PA	HMEL012124g1.t1
OG0002033	DPOGS215836-PA	HMEL011647-RA
OG0002034	DPOGS202613-PA	HMEL036076g1.t1
OG0002035	DPOGS208852-PA	HMEL016779g1.t1
OG0002036	DPOGS202477-PA	HMEL031312g1.t1
OG0002037	DPOGS205435-PA, DPOGS205437-PA	HMEL007173-RA
OG0002037	DPOGS205436-PA, DPOGS205438-PA	HMEL007174-RA
OG0002038	DPOGS214072-PA	HMEL012870g1.t1
OG0002039	DPOGS200382-PA	HMEL005388g1.t1
OG0002040	DPOGS206004-PA	HMEL022231g1.t1
OG0002041	DPOGS214052-PA, DPOGS214053-PA	HMEL012865g1.t1
OG0002042	DPOGS208996-PA	HMEL016787g1.t1
OG0002043	DPOGS204457-PA	HMEL006241g1.t1
OG0002044	DPOGS203674-PA	HMEL030832g1.t1
OG0002045	DPOGS209323-PA	HMEL030680g1.t1
OG0002045	DPOGS209322-PA	HMEL005868g1.t1
OG0002046	DPOGS203822-PA	HMEL013335g1.t1
OG0002047	DPOGS203821-PA	HMEL013334g1.t1
OG0002049	DPOGS205091-PA	HMEL035893g1.t1
OG0002050	DPOGS203683-PA	HMEL013326g1.t1
OG0002051	DPOGS203372-PA	HMEL007271g1.t1
OG0002052	DPOGS206544-PA	HMEL011633g1.t1
OG0002053	DPOGS201984-PA	HMEL017952g1.t1
OG0002053	DPOGS201983-PA	HMEL005616g1.t1
OG0002054	DPOGS207550-PA	HMEL009730g1.t1
OG0002055	DPOGS206538-PA	HMEL011631g1.t1
OG0002056	DPOGS201992-PA	HMEL004981g1.t1
OG0002057	DPOGS214066-PA	HMEL008270g1.t1
OG0002058	DPOGS206546-PA	HMEL030284g1.t1
OG0002060	DPOGS203692-PA	HMEL013312g1.t1
OG0002061	DPOGS202327-PA	HMEL038050g1.t1
OG0002062	DPOGS204301-PA	HMEL031067g1.t1
OG0002063	DPOGS206896-PA	HMEL033282g1.t1
OG0002064	DPOGS206684-PA	HMEL006571g1.t1
OG0002065	DPOGS206551-PA	HMEL002293g1.t1
OG0002066	DPOGS209400-PA, DPOGS209421-PA, DPOGS209420-PA, DPOGS209419-PA	HMEL032592g1.t1
OG0002067	DPOGS206430-PA	HMEL006889g1.t1
OG0002068	DPOGS203386-PA	HMEL003963g1.t1
OG0002069	DPOGS207464-PA	HMEL016682g1.t1
OG0002070	DPOGS205356-PA	HMEL004550g1.t1
OG0002071	DPOGS207305-PA	HMEL008260g1.t1, HMEL037658g1.t1
OG0002072	DPOGS207467-PA	HMEL016685g1.t1
OG0002073	DPOGS204229-PA	HMEL015157g1.t1
OG0002074	DPOGS204065-PA	HMEL034653g1.t1
OG0002075	DPOGS205602-PA	HMEL005005g1.t1
OG0002076	DPOGS211029-PA	HMEL008042g1.t1
OG0002077	DPOGS215130-PA	HMEL011513g1.t1
OG0002078	DPOGS212207-PA	HMEL016690g1.t1
OG0002079	DPOGS206441-PA	HMEL003482g1.t1, HMEL003481g1.t1
OG0002080	DPOGS207025-PA	HMEL016095g1.t1
OG0002081	DPOGS214357-PA	HMEL007605g1.t1
OG0002082	DPOGS212289-PA, DPOGS212288-PA	HMEL014936g1.t1
OG0002083	DPOGS202495-PA	HMEL015005g1.t1
OG0002084	DPOGS214332-PA	HMEL004540g1.t1
OG0002085	DPOGS211931-PA	HMEL016705-RA
OG0002086	DPOGS214868-PA, DPOGS214867-PA	HMEL007020g1.t1
OG0002087	DPOGS208881-PA	HMEL003891g1.t1
OG0002088	DPOGS206583-PA, DPOGS206582-PA	HMEL011840g1.t1
OG0002089	DPOGS209720-PA	HMEL036803g1.t1
OG0002091	DPOGS206952-PA	HMEL014358g1.t1
OG0002092	DPOGS206586-PA	HMEL004372g1.t1
OG0002093	DPOGS203622-PA	HMEL032747g1.t1
OG0002094	DPOGS208049-PA	HMEL017805g1.t1, HMEL036372g1.t1
OG0002095	DPOGS207810-PA	HMEL011964g1.t1
OG0002096	DPOGS206950-PA	HMEL014363g1.t1
OG0002097	DPOGS208019-PA	HMEL036368g1.t1
OG0002098	DPOGS215965-PA	HMEL005887g1.t1
OG0002099	DPOGS203716-PA	HMEL030804g1.t1
OG0002100	DPOGS202890-PA	HMEL032330g1.t1
OG0002101	DPOGS207573-PA	HMEL006685g1.t1
OG0002103	DPOGS202907-PA	HMEL014250g1.t1, HMEL004897-RA
OG0002104	DPOGS200481-PA	HMEL012803g1.t1
OG0002105	DPOGS203593-PA	HMEL016726g1.t1
OG0002106	DPOGS200482-PA	HMEL012804g1.t1
OG0002107	DPOGS214243-PA, DPOGS214244-PA	HMEL012833g1.t1
OG0002108	DPOGS204026-PA	HMEL004952g1.t1
OG0002109	DPOGS207232-PA, DPOGS201772-PA	HMEL009393g1.t1
OG0002110	DPOGS206415-PA	HMEL007597g1.t1
OG0002111	DPOGS203719-PA	HMEL005949g1.t1
OG0002112	DPOGS202898-PA	HMEL004687g1.t1, HMEL022313g1.t1, HMEL016292g1.t1
