Orthogroup	Danaus_plexippus	Heliconius_erato_lativitta
OG0001576	DPOGS213439-PA	HEL_007398-RA
OG0001577	DPOGS208072-PA	HEL_001435-RA, HEL_001433-RA
OG0001578	DPOGS201524-PA	HEL_006780-RA, HEL_006781-RA
OG0001579	DPOGS208077-PA	HEL_001439-RA
OG0001580	DPOGS215402-PA	HEL_007234-RA
OG0001580	DPOGS215401-PA	HEL_007235-RA
OG0001581	DPOGS204297-PA	HEL_001326-RA, HEL_001325-RA
OG0001582	DPOGS204296-PA	HEL_001322-RA
OG0001583	DPOGS211985-PA	HEL_005948-RA
OG0001584	DPOGS204253-PA	HEL_001318-RA
OG0001585	DPOGS203978-PA	HEL_007030-RA, HEL_007032-RA, HEL_007031-RA
OG0001586	DPOGS205871-PA	HEL_005940-RA
OG0001587	DPOGS209893-PA	HEL_008106-RA, HEL_008105-RA, HEL_008104-RA
OG0001588	DPOGS204610-PA	HEL_007243-RA
OG0001589	DPOGS200985-PA, DPOGS201023-PA	HEL_013581-RA
OG0001591	DPOGS200699-PA	HEL_008579-RA, HEL_008580-RA
OG0001592	DPOGS210690-PA	HEL_012379-RA
OG0001593	DPOGS201486-PA	HEL_006799-RA, HEL_006798-RA
OG0001594	DPOGS205768-PA	HEL_010979-RA, HEL_010981-RA, HEL_010980-RA
OG0001595	DPOGS212822-PA	HEL_003898-RA
OG0001596	DPOGS204896-PA	HEL_000992-RA, HEL_000991-RA, HEL_000990-RA
OG0001597	DPOGS214120-PA	HEL_003132-RA
OG0001597	DPOGS214121-PA	HEL_003131-RA
OG0001598	DPOGS213307-PA	HEL_013435-RA, HEL_013438-RA
OG0001600	DPOGS207704-PA	HEL_012602-RA
OG0001601	DPOGS208937-PA	HEL_010651-RA
OG0001602	DPOGS215410-PA	HEL_007214-RA
OG0001603	DPOGS214438-PA	HEL_012657-RA
OG0001604	DPOGS207008-PA	HEL_013355-RA
OG0001605	DPOGS207011-PA	HEL_014173-RA
OG0001607	DPOGS213958-PA	HEL_001265-RA
OG0001608	DPOGS212394-PA	HEL_009768-RA, HEL_009767-RA, HEL_009769-RA
OG0001609	DPOGS205524-PA	HEL_005883-RA
OG0001609	DPOGS205523-PA	HEL_005881-RA
OG0001610	DPOGS214095-PA	HEL_003169-RA
OG0001611	DPOGS206488-PA, DPOGS209809-PA	HEL_010686-RA
OG0001612	DPOGS200326-PA	HEL_011513-RA, HEL_011512-RA
OG0001613	DPOGS200299-PA	HEL_011503-RA
OG0001614	DPOGS201950-PA	HEL_005870-RA
OG0001615	DPOGS214913-PA	HEL_012930-RA, HEL_012931-RA
OG0001616	DPOGS215248-PA	HEL_012050-RA
OG0001617	DPOGS206486-PA	HEL_010299-RA, HEL_010298-RA
OG0001618	DPOGS205554-PA	HEL_010300-RA
OG0001619	DPOGS202785-PA	HEL_006209-RA, HEL_006210-RA
OG0001620	DPOGS211606-PA	HEL_008628-RA, HEL_008627-RA, HEL_008629-RA, HEL_008626-RA
OG0001621	DPOGS200840-PA	HEL_011945-RA
OG0001623	DPOGS208748-PA	HEL_001204-RA, HEL_001203-RA
OG0001624	DPOGS202775-PA	HEL_009605-RA, HEL_009606-RA, HEL_009604-RA
OG0001625	DPOGS202349-PA	HEL_013076-RA, HEL_013077-RA
OG0001626	DPOGS207635-PA	HEL_003211-RA
OG0001627	DPOGS202774-PA	HEL_009601-RA
OG0001628	DPOGS202229-PA, DPOGS202230-PA	HEL_006650-RA
OG0001630	DPOGS215038-PA	HEL_011426-RA, HEL_011427-RA
OG0001631	DPOGS202191-PA	HEL_006654-RA
OG0001632	DPOGS211535-PA	HEL_008540-RA
OG0001633	DPOGS208756-PA, DPOGS208679-PA	HEL_001184-RA
OG0001635	DPOGS207444-PA	HEL_011969-RA, HEL_011970-RA
OG0001636	DPOGS208325-PA	HEL_006681-RA
OG0001636	DPOGS210165-PA	HEL_006680-RA
OG0001638	DPOGS206842-PA	HEL_008351-RA
OG0001640	DPOGS210227-PA	HEL_010362-RA
OG0001641	DPOGS207108-PA	HEL_008357-RA
OG0001641	DPOGS206838-PA	HEL_008369-RA
OG0001642	DPOGS207111-PA	HEL_008368-RA
OG0001643	DPOGS202158-PA	HEL_001144-RA
OG0001644	DPOGS206053-PA	HEL_007146-RA
OG0001645	DPOGS211725-PA	HEL_008487-RA
OG0001647	DPOGS209357-PA	HEL_012805-RA, HEL_012806-RA
OG0001648	DPOGS214960-PA	HEL_008486-RA, HEL_008484-RA
OG0001649	DPOGS205630-PA	HEL_004482-RA, HEL_004483-RA
OG0001650	DPOGS201856-PA	HEL_003280-RA, HEL_003279-RA
OG0001651	DPOGS206836-PA	HEL_008375-RA, HEL_008378-RA
OG0001652	DPOGS206837-PA	HEL_008373-RA
OG0001653	DPOGS200142-PA	HEL_011637-RA
OG0001654	DPOGS201737-PA	HEL_002930-RA
OG0001656	DPOGS212670-PA	HEL_004827-RA, HEL_004829-RA
OG0001658	DPOGS212233-PA	HEL_004857-RA, HEL_004858-RA, HEL_004856-RA
OG0001659	DPOGS212315-PA	HEL_009811-RA, HEL_009812-RA
OG0001660	DPOGS206899-PA	HEL_009987-RA, HEL_009988-RA, HEL_009989-RA, HEL_009991-RA, HEL_009990-RA
OG0001670	DPOGS203453-PA	HEL_010056-RA
OG0001671	DPOGS213233-PA	HEL_009284-RA
OG0001672	DPOGS204432-PA	HEL_013179-RA, HEL_013177-RA, HEL_013180-RA, HEL_013178-RA
OG0001673	DPOGS213433-PA	HEL_004888-RA
OG0001674	DPOGS210573-PA	HEL_000541-RA
OG0001675	DPOGS210002-PA	HEL_008968-RA
OG0001676	DPOGS207220-PA	HEL_011852-RA
OG0001677	DPOGS204980-PA	HEL_001914-RA
OG0001678	DPOGS213161-PA	HEL_001696-RA, HEL_001695-RA
OG0001679	DPOGS206385-PA	HEL_006972-RA, HEL_006973-RA
OG0001680	DPOGS213192-PA	HEL_012506-RA
OG0001681	DPOGS211528-PA	HEL_004168-RA
OG0001682	DPOGS208030-PA	HEL_007333-RA
OG0001683	DPOGS208298-PA	HEL_011014-RA
OG0001684	DPOGS208225-PA	HEL_011013-RA
OG0001685	DPOGS212548-PA	HEL_002184-RA
OG0001686	DPOGS206773-PA	HEL_011848-RA
OG0001687	DPOGS208226-PA	HEL_011015-RA
OG0001688	DPOGS208029-PA	HEL_007330-RA
OG0001689	DPOGS205020-PA	HEL_013050-RA
OG0001690	DPOGS214703-PA	HEL_005081-RA, HEL_005075-RA
OG0001691	DPOGS200452-PA	HEL_012681-RA, HEL_012680-RA
OG0001692	DPOGS200466-PA	HEL_012687-RA
OG0001693	DPOGS215199-PA	HEL_002149-RA
OG0001695	DPOGS201181-PA	HEL_003478-RA, HEL_003476-RA
OG0001696	DPOGS211781-PA, DPOGS211780-PA	HEL_014059-RA
OG0001697	DPOGS210861-PA	HEL_009473-RA
OG0001698	DPOGS209289-PA	HEL_004014-RA
OG0001699	DPOGS209288-PA	HEL_004012-RA, HEL_004013-RA
OG0001700	DPOGS209854-PA, DPOGS205208-PA, DPOGS205231-PA	HEL_014530-RA
OG0001702	DPOGS214425-PA	HEL_012678-RA
OG0001703	DPOGS200897-PA	HEL_012097-RA
OG0001704	DPOGS205035-PA	HEL_013045-RA
OG0001705	DPOGS213349-PA, DPOGS213350-PA	HEL_003388-RA
OG0001706	DPOGS204614-PA	HEL_004025-RA
OG0001707	DPOGS205032-PA	HEL_013047-RA
OG0001707	DPOGS214445-PA	HEL_013046-RA
OG0001709	DPOGS213212-PA	HEL_012527-RA, HEL_012530-RA, HEL_012529-RA
OG0001710	DPOGS209823-PA	HEL_009221-RA
OG0001711	DPOGS213906-PA	HEL_005384-RA
OG0001713	DPOGS205152-PA	HEL_002199-RA
OG0001714	DPOGS213917-PA	HEL_005386-RA
OG0001715	DPOGS210055-PA	HEL_007618-RA, HEL_007619-RA, HEL_007625-RA, HEL_007621-RA
OG0001716	DPOGS210056-PA	HEL_007615-RA, HEL_007624-RA, HEL_007616-RA
OG0001717	DPOGS215576-PA	HEL_005314-RA
OG0001718	DPOGS214756-PA	HEL_005087-RA, HEL_005086-RA
OG0001719	DPOGS205031-PA	HEL_013049-RA
OG0001720	DPOGS211768-PA	HEL_014453-RA
OG0001721	DPOGS200762-PA, DPOGS213912-PA	HEL_005392-RA
OG0001722	DPOGS215578-PA	HEL_005307-RA
OG0001723	DPOGS215581-PA	HEL_005292-RA, HEL_005295-RA, HEL_005294-RA
OG0001724	DPOGS209615-PA	HEL_010490-RA, HEL_010492-RA, HEL_010491-RA
OG0001725	DPOGS213403-PA	HEL_003356-RA
OG0001726	DPOGS200071-PA	HEL_005402-RA
OG0001727	DPOGS202685-PA	HEL_012638-RA
OG0001727	DPOGS215498-PA	HEL_012637-RA
OG0001728	DPOGS214534-PA	HEL_005277-RA, HEL_005276-RA
OG0001729	DPOGS200105-PA	HEL_005405-RA
OG0001729	DPOGS200106-PA, DPOGS200107-PA	HEL_005404-RA
OG0001730	DPOGS214928-PA	HEL_003354-RA
OG0001731	DPOGS214746-PA	HEL_005100-RA
OG0001732	DPOGS211817-PA	HEL_002215-RA
OG0001734	DPOGS200103-PA	HEL_005406-RA, HEL_005407-RA
OG0001735	DPOGS214522-PA	HEL_005255-RA
OG0001736	DPOGS210843-PA	HEL_010250-RA, HEL_010247-RA, HEL_010248-RA, HEL_010246-RA
OG0001737	DPOGS203545-PA	HEL_004957-RA
OG0001738	DPOGS202678-PA	HEL_003977-RA
OG0001739	DPOGS214743-PA	HEL_005102-RA
OG0001740	DPOGS206394-PA	HEL_012407-RA
OG0001742	DPOGS205312-PA	HEL_012568-RA, HEL_012569-RA
OG0001743	DPOGS205327-PA, DPOGS212462-PA	HEL_012570-RA
OG0001744	DPOGS204354-PA	HEL_010197-RA
OG0001745	DPOGS200075-PA	HEL_005411-RA
OG0001746	DPOGS212404-PA	HEL_011656-RA
OG0001747	DPOGS212441-PA	HEL_011658-RA
OG0001748	DPOGS215431-PA	HEL_004064-RA
OG0001750	DPOGS201959-PA, DPOGS201958-PA	HEL_013887-RA, HEL_013889-RA
OG0001751	DPOGS210660-PA	HEL_013062-RA
OG0001752	DPOGS210542-PA	HEL_013202-RA
OG0001753	DPOGS203693-PA	HEL_002776-RA
OG0001754	DPOGS205483-PA	HEL_008995-RA
OG0001755	DPOGS200214-PA	HEL_002069-RA
OG0001756	DPOGS208136-PA	HEL_013905-RA
OG0001757	DPOGS209841-PA	HEL_007782-RA
OG0001758	DPOGS210548-PA	HEL_013195-RA, HEL_013194-RA, HEL_013192-RA
OG0001759	DPOGS201133-PA	HEL_014342-RA, HEL_014341-RA
OG0001760	DPOGS215544-PA	HEL_013512-RA, HEL_013511-RA, HEL_013510-RA, HEL_013513-RA
OG0001761	DPOGS210549-PA	HEL_013188-RA
OG0001762	DPOGS209498-PA, DPOGS212681-PA	HEL_005667-RA
OG0001763	DPOGS204357-PA	HEL_010200-RA
OG0001764	DPOGS210180-PA	HEL_003324-RA, HEL_003325-RA
OG0001765	DPOGS204793-PA	HEL_000473-RA
OG0001766	DPOGS215237-PA	HEL_002086-RA
OG0001767	DPOGS212939-PA	HEL_000787-RA
OG0001768	DPOGS202570-PA	HEL_009023-RA, HEL_009024-RA, HEL_009022-RA
OG0001769	DPOGS214322-PA	HEL_008216-RA, HEL_008215-RA
OG0001770	DPOGS202706-PA	HEL_008887-RA, HEL_008888-RA, HEL_008889-RA
OG0001771	DPOGS203904-PA	HEL_007131-RA, HEL_007130-RA
OG0001772	DPOGS213283-PA	HEL_011738-RA, HEL_011737-RA
OG0001773	DPOGS207167-PA	HEL_013230-RA, HEL_013231-RA
OG0001774	DPOGS209518-PA, DPOGS209516-PA	HEL_005680-RA
OG0001774	DPOGS209517-PA	HEL_005681-RA
OG0001776	DPOGS207757-PA	HEL_012185-RA
OG0001777	DPOGS209833-PA	HEL_007762-RA
OG0001778	DPOGS211698-PA	HEL_010148-RA
OG0001779	DPOGS215327-PA	HEL_001784-RA, HEL_001782-RA, HEL_001781-RA, HEL_001785-RA
OG0001780	DPOGS209831-PA, DPOGS209830-PA	HEL_007760-RA
OG0001781	DPOGS214547-PA	HEL_011269-RA
OG0001782	DPOGS206321-PA	HEL_003541-RA
OG0001783	DPOGS209828-PA	HEL_007801-RA, HEL_007800-RA
OG0001784	DPOGS208094-PA	HEL_011723-RA
OG0001785	DPOGS204438-PA	HEL_013167-RA
OG0001786	DPOGS214545-PA, DPOGS214546-PA	HEL_011272-RA
OG0001787	DPOGS213642-PA	HEL_005427-RA
OG0001788	DPOGS212934-PA	HEL_000798-RA
OG0001789	DPOGS202973-PA, DPOGS202972-PA	HEL_010141-RA
OG0001790	DPOGS204444-PA	HEL_013163-RA, HEL_013164-RA
OG0001791	DPOGS211296-PA	HEL_003593-RA, HEL_003592-RA
OG0001793	DPOGS205472-PA	HEL_008867-RA
OG0001794	DPOGS216157-PA	HEL_005045-RA
OG0001795	DPOGS214927-PA	HEL_011281-RA, HEL_011280-RA
OG0001796	DPOGS210587-PA	HEL_013159-RA
OG0001797	DPOGS205474-PA	HEL_008864-RA
OG0001798	DPOGS208406-PA, DPOGS208405-PA	HEL_006400-RA
OG0001799	DPOGS209650-PA	HEL_010572-RA
OG0001800	DPOGS208404-PA	HEL_006401-RA
OG0001801	DPOGS208530-PA	HEL_011234-RA, HEL_011235-RA
OG0001802	DPOGS209803-PA	HEL_007791-RA
OG0001803	DPOGS215295-PA	HEL_001801-RA
OG0001804	DPOGS209426-PA	HEL_011698-RA, HEL_011699-RA
OG0001805	DPOGS209451-PA	HEL_010214-RA, HEL_010215-RA
OG0001806	DPOGS204694-PA	HEL_005709-RA
OG0001807	DPOGS204640-PA	HEL_000506-RA, HEL_000507-RA
OG0001808	DPOGS214584-PA	HEL_003653-RA, HEL_003652-RA, HEL_003657-RA
OG0001810	DPOGS209940-PA	HEL_011777-RA
OG0001811	DPOGS203555-PA	HEL_004937-RA
OG0001812	DPOGS213793-PA	HEL_000437-RA
OG0001814	DPOGS209992-PA	HEL_007563-RA, HEL_007562-RA
OG0001815	DPOGS202922-PA	HEL_006412-RA
OG0001816	DPOGS212617-PA	HEL_008053-RA
OG0001816	DPOGS212616-PA	HEL_008051-RA, HEL_008052-RA
OG0001817	DPOGS215452-PA, DPOGS215453-PA	HEL_005727-RA
OG0001818	DPOGS212175-PA	HEL_009044-RA
OG0001819	DPOGS202304-PA	HEL_013850-RA, HEL_013849-RA, HEL_013846-RA
OG0001820	DPOGS212628-PA, DPOGS212629-PA	HEL_002236-RA, HEL_002235-RA, HEL_002233-RA, HEL_002237-RA
OG0001821	DPOGS203180-PA	HEL_010106-RA
OG0001822	DPOGS213730-PA	HEL_005609-RA, HEL_005608-RA
OG0001823	DPOGS200005-PA	HEL_011345-RA
OG0001824	DPOGS216060-PA, DPOGS216061-PA	HEL_005818-RA
OG0001825	DPOGS208515-PA	HEL_011221-RA
OG0001825	DPOGS208516-PA	HEL_011217-RA
OG0001826	DPOGS215750-PA	HEL_002544-RA
OG0001826	DPOGS215749-PA	HEL_002545-RA
OG0001827	DPOGS213132-PA	HEL_001643-RA
OG0001829	DPOGS200750-PA, DPOGS212167-PA	HEL_009062-RA
OG0001830	DPOGS211746-PA, DPOGS213157-PA	HEL_001688-RA
OG0001831	DPOGS201317-PA, DPOGS201316-PA	HEL_002305-RA
OG0001833	DPOGS203190-PA	HEL_010091-RA
OG0001834	DPOGS208594-PA	HEL_004648-RA
OG0001834	DPOGS208593-PA	HEL_004647-RA
OG0001835	DPOGS213150-PA	HEL_001683-RA
OG0001836	DPOGS215557-PA	HEL_011829-RA, HEL_011830-RA, HEL_011828-RA
OG0001838	DPOGS206235-PA	HEL_000523-RA, HEL_000522-RA
OG0001839	DPOGS215674-PA	HEL_002555-RA
OG0001840	DPOGS206222-PA	HEL_000516-RA, HEL_000515-RA
OG0001841	DPOGS212153-PA	HEL_009088-RA, HEL_009086-RA, HEL_009087-RA
OG0001842	DPOGS213754-PA	HEL_000420-RA, HEL_000421-RA, HEL_000419-RA
OG0001843	DPOGS204556-PA	HEL_005003-RA
OG0001844	DPOGS203393-PA	HEL_007064-RA
OG0001845	DPOGS205172-PA	HEL_014027-RA
OG0001846	DPOGS205293-PA	HEL_010834-RA, HEL_010830-RA, HEL_010833-RA, HEL_010832-RA, HEL_010836-RA
OG0001847	DPOGS213756-PA	HEL_000411-RA, HEL_000413-RA, HEL_000412-RA, HEL_000410-RA
OG0001848	DPOGS200007-PA	HEL_011342-RA
OG0001849	DPOGS205176-PA	HEL_014025-RA
OG0001850	DPOGS203450-PA, DPOGS203442-PA, DPOGS203451-PA	HEL_010087-RA
OG0001851	DPOGS211301-PA	HEL_014222-RA, HEL_014224-RA, HEL_014223-RA
OG0001852	DPOGS200794-PA	HEL_009269-RA, HEL_009274-RA, HEL_009273-RA
OG0001853	DPOGS205170-PA	HEL_014020-RA, HEL_014024-RA, HEL_014019-RA, HEL_014022-RA
OG0001855	DPOGS205284-PA	HEL_010819-RA, HEL_010822-RA, HEL_010821-RA, HEL_010820-RA
OG0001856	DPOGS208453-PA	HEL_005802-RA
OG0001857	DPOGS215759-PA	HEL_002578-RA
OG0001858	DPOGS204567-PA	HEL_009757-RA
OG0001860	DPOGS207149-PA	HEL_013239-RA, HEL_013238-RA
OG0001861	DPOGS204538-PA, DPOGS204537-PA	HEL_005021-RA
OG0001862	DPOGS213700-PA	HEL_007979-RA
OG0001862	DPOGS213699-PA	HEL_007978-RA
OG0001863	DPOGS203258-PA	HEL_007714-RA
OG0001864	DPOGS202719-PA	HEL_005024-RA
OG0001865	DPOGS205737-PA	HEL_009425-RA
OG0001865	DPOGS210879-PA	HEL_009426-RA
OG0001866	DPOGS211160-PA	HEL_002349-RA
OG0001867	DPOGS211353-PA	HEL_011173-RA
OG0001868	DPOGS213764-PA	HEL_000405-RA
OG0001869	DPOGS210964-PA	HEL_004334-RA
OG0001870	DPOGS212146-PA, DPOGS212115-PA	HEL_009107-RA, HEL_009106-RA
OG0001871	DPOGS202713-PA	HEL_004935-RA
OG0001872	DPOGS202717-PA	HEL_004934-RA
OG0001873	DPOGS215646-PA	HEL_002599-RA, HEL_002597-RA, HEL_002598-RA, HEL_002601-RA
OG0001874	DPOGS200703-PA	HEL_003582-RA, HEL_003581-RA
OG0001875	DPOGS215599-PA	HEL_010964-RA
OG0001876	DPOGS213134-PA	HEL_001647-RA, HEL_001652-RA
OG0001877	DPOGS212957-PA	HEL_013930-RA
OG0001878	DPOGS215769-PA	HEL_002605-RA
OG0001879	DPOGS213475-PA	HEL_004930-RA, HEL_004929-RA
OG0001881	DPOGS207524-PA	HEL_006466-RA, HEL_006463-RA
OG0001882	DPOGS205910-PA	HEL_009415-RA
OG0001883	DPOGS208623-PA	HEL_004636-RA
OG0001884	DPOGS208540-PA	HEL_008014-RA
OG0001885	DPOGS202529-PA	HEL_013770-RA
OG0001886	DPOGS202503-PA	HEL_013774-RA
OG0001887	DPOGS212944-PA	HEL_013960-RA
OG0001888	DPOGS215776-PA	HEL_002618-RA, HEL_002617-RA
OG0001889	DPOGS200915-PA	HEL_012079-RA
OG0001890	DPOGS205913-PA	HEL_009409-RA
OG0001891	DPOGS205592-PA	HEL_000554-RA
OG0001892	DPOGS212773-PA	HEL_013532-RA
OG0001893	DPOGS212774-PA	HEL_013533-RA, HEL_013534-RA
OG0001894	DPOGS208134-PA	HEL_009153-RA, HEL_009154-RA
OG0001895	DPOGS208548-PA	HEL_008099-RA, HEL_008100-RA
OG0001896	DPOGS205373-PA, DPOGS213449-PA	HEL_013701-RA
OG0001897	DPOGS211891-PA, DPOGS211890-PA	HEL_008828-RA
OG0001898	DPOGS215820-PA, DPOGS215819-PA	HEL_002980-RA
OG0001899	DPOGS211287-PA	HEL_006184-RA
OG0001900	DPOGS204815-PA	HEL_013787-RA, HEL_013786-RA
OG0001901	DPOGS212402-PA	HEL_009789-RA
OG0001902	DPOGS201289-PA	HEL_002397-RA, HEL_002396-RA
OG0001903	DPOGS208433-PA	HEL_005783-RA
OG0001904	DPOGS204819-PA	HEL_013788-RA
OG0001905	DPOGS203722-PA	HEL_002639-RA
OG0001906	DPOGS202762-PA	HEL_009588-RA
OG0001907	DPOGS214624-PA	HEL_005142-RA
OG0001908	DPOGS201680-PA	HEL_010721-RA
OG0001909	DPOGS210287-PA	HEL_009307-RA
OG0001910	DPOGS215434-PA	HEL_004620-RA
OG0001911	DPOGS211943-PA	HEL_008809-RA
OG0001912	DPOGS201365-PA	HEL_013219-RA
OG0001912	DPOGS201364-PA	HEL_013218-RA
OG0001913	DPOGS214595-PA	HEL_005144-RA
OG0001913	DPOGS214596-PA	HEL_005143-RA
OG0001914	DPOGS214594-PA	HEL_005146-RA, HEL_005150-RA, HEL_005152-RA, HEL_005149-RA
OG0001915	DPOGS202749-PA	HEL_013017-RA
OG0001916	DPOGS211176-PA	HEL_002405-RA
OG0001917	DPOGS215874-PA	HEL_013314-RA
OG0001918	DPOGS213517-PA	HEL_000919-RA
OG0001919	DPOGS215479-PA	HEL_005779-RA
OG0001919	DPOGS215478-PA	HEL_005782-RA, HEL_005781-RA
OG0001920	DPOGS215442-PA	HEL_004627-RA
OG0001921	DPOGS213613-PA	HEL_000914-RA
OG0001922	DPOGS210272-PA	HEL_009327-RA, HEL_009326-RA
OG0001923	DPOGS201381-PA	HEL_009652-RA
OG0001926	DPOGS200773-PA, DPOGS200772-PA	HEL_006608-RA
OG0001927	DPOGS212072-PA, DPOGS204913-PA	HEL_010380-RA, HEL_010381-RA
OG0001928	DPOGS201241-PA	HEL_006177-RA
OG0001928	DPOGS201245-PA	HEL_006176-RA
OG0001929	DPOGS201379-PA	HEL_009647-RA
OG0001931	DPOGS204916-PA	HEL_013924-RA
OG0001931	DPOGS204917-PA	HEL_013925-RA
OG0001932	DPOGS203250-PA	HEL_009377-RA
OG0001933	DPOGS203202-PA	HEL_013989-RA
OG0001934	DPOGS208474-PA	HEL_007929-RA
OG0001936	DPOGS213413-PA	HEL_004886-RA
OG0001937	DPOGS213854-PA	HEL_000568-RA, HEL_000567-RA
OG0001938	DPOGS204651-PA	HEL_002656-RA
OG0001939	DPOGS204829-PA	HEL_011532-RA
OG0001940	DPOGS214615-PA, DPOGS214616-PA	HEL_012967-RA
OG0001941	DPOGS215804-PA	HEL_002660-RA, HEL_002661-RA, HEL_002658-RA
OG0001942	DPOGS200232-PA	HEL_009337-RA
OG0001943	DPOGS207785-PA	HEL_012135-RA
OG0001944	DPOGS208467-PA	HEL_007917-RA
OG0001945	DPOGS205229-PA	HEL_004138-RA
OG0001946	DPOGS215610-PA	HEL_002666-RA, HEL_002669-RA, HEL_002668-RA, HEL_002667-RA
OG0001947	DPOGS215801-PA	HEL_002672-RA, HEL_002670-RA
OG0001948	DPOGS208576-PA	HEL_007910-RA
OG0001949	DPOGS207782-PA	HEL_012134-RA
OG0001950	DPOGS213428-PA	HEL_004876-RA
OG0001951	DPOGS211857-PA	HEL_008768-RA
OG0001953	DPOGS208463-PA	HEL_007908-RA, HEL_007906-RA
OG0001954	DPOGS211111-PA	HEL_002432-RA
OG0001955	DPOGS208462-PA	HEL_007905-RA, HEL_007904-RA
OG0001956	DPOGS216145-PA	HEL_002011-RA
OG0001957	DPOGS211195-PA	HEL_002439-RA
OG0001958	DPOGS216199-PA	HEL_004607-RA, HEL_004606-RA
OG0001959	DPOGS203939-PA	HEL_007037-RA
OG0001960	DPOGS200259-PA	HEL_007487-RA
OG0001961	DPOGS212514-PA	HEL_000601-RA, HEL_000602-RA
OG0001962	DPOGS210465-PA	HEL_006555-RA
OG0001963	DPOGS209233-PA	HEL_013974-RA
OG0001964	DPOGS206644-PA	HEL_012283-RA, HEL_012284-RA, HEL_012285-RA
OG0001965	DPOGS212232-PA	HEL_004855-RA, HEL_004854-RA
OG0001966	DPOGS213241-PA	HEL_000354-RA
OG0001967	DPOGS201227-PA	HEL_006158-RA
OG0001968	DPOGS215970-PA	HEL_008744-RA
OG0001969	DPOGS211206-PA	HEL_002450-RA, HEL_002451-RA
OG0001970	DPOGS215971-PA	HEL_008743-RA
OG0001971	DPOGS209877-PA, DPOGS212227-PA	HEL_004843-RA
OG0001972	DPOGS210482-PA	HEL_006585-RA
OG0001973	DPOGS211568-PA, DPOGS211567-PA	HEL_004290-RA
OG0001973	DPOGS211566-PA	HEL_004291-RA
OG0001974	DPOGS210006-PA	HEL_008981-RA, HEL_008984-RA
OG0001975	DPOGS212759-PA	HEL_014552-RA
OG0001976	DPOGS205797-PA	HEL_007890-RA, HEL_007889-RA
OG0001977	DPOGS209262-PA	HEL_007556-RA, HEL_007557-RA, HEL_007555-RA
OG0001978	DPOGS212079-PA	HEL_000624-RA
OG0001979	DPOGS205975-PA	HEL_000309-RA, HEL_000310-RA
OG0001980	DPOGS213546-PA	HEL_000867-RA
OG0001981	DPOGS209872-PA	HEL_004831-RA
OG0001982	DPOGS200936-PA	HEL_010877-RA, HEL_010876-RA
OG0001983	DPOGS209186-PA	HEL_005635-RA
OG0001985	DPOGS203044-PA	HEL_009195-RA
OG0001986	DPOGS213550-PA	HEL_000862-RA
OG0001987	DPOGS212661-PA	HEL_004770-RA, HEL_004769-RA
OG0001988	DPOGS201043-PA, DPOGS201044-PA	HEL_006148-RA
OG0001989	DPOGS211056-PA	HEL_004193-RA
OG0001990	DPOGS213576-PA	HEL_000856-RA
OG0001992	DPOGS212017-PA	HEL_001847-RA
OG0001993	DPOGS204573-PA	HEL_006601-RA
OG0001994	DPOGS202074-PA	HEL_006144-RA
OG0001995	DPOGS204572-PA	HEL_006602-RA, HEL_006603-RA
OG0001996	DPOGS206710-PA	HEL_004794-RA, HEL_004793-RA
OG0001997	DPOGS201669-PA	HEL_010786-RA
OG0001998	DPOGS204648-PA	HEL_006604-RA
OG0001999	DPOGS209871-PA	HEL_004790-RA, HEL_004791-RA
OG0002000	DPOGS209269-PA	HEL_007543-RA, HEL_007542-RA
OG0002001	DPOGS205807-PA, DPOGS201082-PA, DPOGS201398-PA	HEL_007179-RA
OG0002002	DPOGS201779-PA	HEL_009906-RA
OG0002003	DPOGS214042-PA	HEL_012473-RA
OG0002004	DPOGS207940-PA	HEL_010901-RA
OG0002005	DPOGS200534-PA	HEL_007534-RA, HEL_007537-RA
OG0002006	DPOGS205806-PA	HEL_007858-RA
OG0002007	DPOGS215113-PA	HEL_013661-RA
OG0002008	DPOGS203845-PA, DPOGS203846-PA	HEL_002880-RA, HEL_002881-RA
OG0002010	DPOGS214636-PA	HEL_013830-RA, HEL_013829-RA
OG0002011	DPOGS205814-PA	HEL_007842-RA, HEL_007845-RA, HEL_007844-RA, HEL_007846-RA
OG0002012	DPOGS214815-PA	HEL_001134-RA
OG0002012	DPOGS214816-PA	HEL_001135-RA
OG0002013	DPOGS214634-PA	HEL_003666-RA
OG0002013	DPOGS214633-PA	HEL_003663-RA
OG0002014	DPOGS211678-PA	HEL_000668-RA, HEL_000667-RA
OG0002015	DPOGS213314-PA	HEL_000327-RA
OG0002016	DPOGS202061-PA	HEL_006125-RA
OG0002017	DPOGS209704-PA	HEL_011588-RA, HEL_011587-RA, HEL_011586-RA
OG0002018	DPOGS215290-PA	HEL_004750-RA, HEL_005366-RA
OG0002019	DPOGS200545-PA	HEL_009574-RA, HEL_009575-RA
OG0002020	DPOGS214510-PA	HEL_001826-RA
OG0002020	DPOGS212027-PA	HEL_001827-RA
OG0002021	DPOGS204475-PA	HEL_001504-RA
OG0002022	DPOGS200549-PA, DPOGS200548-PA	HEL_009566-RA
OG0002024	DPOGS202730-PA	HEL_010780-RA, HEL_010781-RA
OG0002025	DPOGS216032-PA	HEL_005848-RA
OG0002026	DPOGS204413-PA	HEL_001502-RA, HEL_001503-RA
